1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 16077.591),(2 58046.39),(3 121763.39),(4 204596.27),(5 303500.2),(6 417564.78),(7 545579.4),(8 682827.4),(9 827374.6),(10 979788.9),(11 1136644.8),(12 1298128.9),(13 1457733),(14 1615639.3),(15 1768812),(16 1913305.9),(17 2048375.3),(18 2172663.3),(19 2286341.5),(20 2389035.3),(21 2477655.8),(22 2560129.8),(23 2638724.3),(24 2704181.5),(25 2773318.8),(26 2833722.5),(27 2886932.3),(28 2929160),(29 2968262),(30 3005313),(31 3037249.5),(32 3071072.8),(33 3095563.5),(34 3121769.5),(35 3141202.8),(36 3153306),(37 3168318.5),(38 3181573.5),(39 3197676.8),(40 3212745.8),(41 3223455.3),(42 3233765.3),(43 3242654.3),(44 3244144.8),(45 3244900.8),(46 3242256),(47 3238067.5),(48 3229366.5),(49 3212995.5),(50 3193827.5),(51 3165379.5),(52 3133653.3),(53 3093388.8),(54 3049642),(55 3006773.5),(56 2967747.5),(57 2933481.8),(58 2899399.8),(59 2866297.5),(60 2834708.5),(61 2805620.3),(62 2786380.3),(63 2772440.8),(64 2757440),(65 2743634.3),(66 2732831.3),(67 2724841.8),(68 2716028.3),(69 2713967.5),(70 2707772.5),(71 2698665.3),(72 2685849.5),(73 2675607.8),(74 2664517.3),(75 2656649.5),(76 2654245.3),(77 2654772.5),(78 2657381.5),(79 2663192.3),
(1 13720.536),(2 48490.668),(3 101791.09),(4 171496.39),(5 257253.63),(6 357531.66),(7 470722.4),(8 593116.56),(9 723272.8),(10 860217.3),(11 1003577.2),(12 1154057.6),(13 1305248),(14 1454884),(15 1605397.1),(16 1750566.5),(17 1889133),(18 2022983),(19 2145054.8),(20 2261230.8),(21 2365688.5),(22 2453960.3),(23 2532561),(24 2593448.8),(25 2642023.5),(26 2683304.3),(27 2706669.3),(28 2717251.3),(29 2721019),(30 2720602.3),(31 2721114.8),(32 2716707),(33 2705502.8),(34 2692261.8),(35 2675511.8),(36 2656367),(37 2631340.8),(38 2599119.8),(39 2566002),(40 2533963.3),(41 2503098.3),(42 2476398.3),(43 2453642.3),(44 2424778.5),(45 2393564),(46 2363860.8),(47 2335471.8),(48 2307510.3),(49 2285910),(50 2265184.3),(51 2246472.5),(52 2221759.8),(53 2195110.3),(54 2171472.5),(55 2150019.8),(56 2132482.3),(57 2119356.8),(58 2112275.3),(59 2111121.8),(60 2122931.8),(61 2135925.3),(62 2152354.8),(63 2167300.3),(64 2189720.3),(65 2218008.8),(66 2253380.3),(67 2296638.8),(68 2348700.3),(69 2402721),(70 2461491.8),(71 2523120.3),(72 2587502.8),(73 2654737.3),(74 2723240.5),(75 2795123),(76 2862219),(77 2925236.8),(78 2984185.3),(79 3038808.8),
(1 14997.822),(2 54232.66),(3 115081.34),(4 193632.72),(5 287314.63),(6 393937.03),(7 512625.03),(8 640108.5),(9 774846.4),(10 917186.9),(11 1062235.6),(12 1208414.4),(13 1352725.5),(14 1494356.5),(15 1636848),(16 1770954.9),(17 1898039.9),(18 2014289.9),(19 2119535.3),(20 2216035.8),(21 2304871),(22 2376215.3),(23 2441489.5),(24 2495052.8),(25 2543592.3),(26 2585102.8),(27 2623007.5),(28 2648935),(29 2666706),(30 2677683),(31 2685441.3),(32 2690325.5),(33 2692706),(34 2692659.5),(35 2692339),(36 2688546.5),(37 2683451),(38 2676194.3),(39 2668256),(40 2660690),(41 2657478.5),(42 2651231.3),(43 2648203.8),(44 2641234),(45 2629705.3),(46 2617275.3),(47 2606291.8),(48 2598887.5),(49 2594516.3),(50 2590868.8),(51 2587630),(52 2587723.3),(53 2591100.8),(54 2600202.3),(55 2614606.5),(56 2631420.8),(57 2655705),(58 2684458.3),(59 2720108.8),(60 2763520.8),(61 2813680),(62 2863782.5),(63 2916928.8),(64 2968659.5),(65 3018425),(66 3067004.3),(67 3113266.3),(68 3156453.8),(69 3197209),(70 3236893.8),(71 3266884.5),(72 3290478),(73 3310042),(74 3328428.5),(75 3343358),(76 3351716.5),(77 3356609),(78 3356516.5),(79 3353411.3),
(1 14428.363),(2 53336.035),(3 113465.43),(4 192438.77),(5 289017.75),(6 400346.1),(7 526980.6),(8 660007.94),(9 803916.2),(10 954050.2),(11 1108202.4),(12 1258924),(13 1410952.5),(14 1558114.9),(15 1708029.9),(16 1851164.5),(17 1985819.4),(18 2110420.3),(19 2219744),(20 2315458.3),(21 2402296.8),(22 2470460.5),(23 2532619.8),(24 2581542),(25 2615407.8),(26 2634589),(27 2641555),(28 2633334.8),(29 2623731),(30 2602937.3),(31 2579436.8),(32 2554144.3),(33 2525387.8),(34 2494371.8),(35 2464325.8),(36 2431207.8),(37 2397763),(38 2360666.5),(39 2324535.5),(40 2289747.5),(41 2264121.5),(42 2240385.8),(43 2224666.3),(44 2209399.3),(45 2200332.3),(46 2202830.3),(47 2214895.3),(48 2241011),(49 2279213),(50 2320817.5),(51 2368039),(52 2415644.8),(53 2466819),(54 2521131.8),(55 2573606.3),(56 2619780.8),(57 2666129),(58 2709410.5),(59 2755368.8),(60 2798624.3),(61 2834828.5),(62 2868731),(63 2898760.8),(64 2926443.5),(65 2946879.3),(66 2960433.5),(67 2967871.3),(68 2969292.8),(69 2961603.3),(70 2949086),(71 2923458),(72 2890495.3),(73 2858000),(74 2819380.5),(75 2775979.3),(76 2725069.5),(77 2669061.5),(78 2612660.8),(79 2557481.5),
(1 15657.062),(2 59610.34),(3 128676.95),(4 221145.9),(5 335878.97),(6 469098.38),(7 619212.7),(8 781051.1),(9 955185.94),(10 1133621.9),(11 1317906.5),(12 1496288.9),(13 1666129.4),(14 1828930.3),(15 1985158.6),(16 2124591.8),(17 2246889.3),(18 2349463),(19 2433989),(20 2498494.5),(21 2547437),(22 2578319),(23 2595694.3),(24 2596390.5),(25 2582725.3),(26 2559995.5),(27 2524397.3),(28 2480515.3),(29 2426078.8),(30 2363721),(31 2298768.3),(32 2230758.5),(33 2163678.3),(34 2101349.3),(35 2041828.1),(36 1985114.4),(37 1936627),(38 1898452.1),(39 1870741.6),(40 1853283.5),(41 1844743.4),(42 1843122.6),(43 1850155),(44 1860202.5),(45 1878236.8),(46 1896136.9),(47 1915220.5),(48 1936020.5),(49 1957707.3),(50 1974268.5),(51 1990189.4),(52 2005444.5),(53 2025353.8),(54 2047273),(55 2070963.4),(56 2096719.9),(57 2128238),(58 2160272),(59 2193897.8),(60 2229655.8),(61 2266515.5),(62 2295468.3),(63 2324459),(64 2350431.8),(65 2369819.8),(66 2384729.8),(67 2397570.3),(68 2410586.8),(69 2422604.8),(70 2434549),(71 2443115.3),(72 2449258.8),(73 2454299),(74 2459689.3),(75 2463108),(76 2465473),(77 2464646),(78 2462122.8),(79 2461207.3),
(1 16795.963),(2 62008.6),(3 131693.11),(4 222150.77),(5 331003.53),(6 453459.1),(7 587048.25),(8 729117.9),(9 877404),(10 1027206.25),(11 1178598.8),(12 1328231.3),(13 1469950.8),(14 1606889.3),(15 1739200.9),(16 1862328.5),(17 1971439.5),(18 2066958.4),(19 2152739),(20 2225331.5),(21 2291062.8),(22 2345780.3),(23 2395056.3),(24 2431988.3),(25 2459349),(26 2473143.3),(27 2476277.3),(28 2468906.8),(29 2455359.3),(30 2431586.8),(31 2400223.3),(32 2363321),(33 2319339),(34 2274411.8),(35 2225091),(36 2170915.3),(37 2115217.3),(38 2059173.1),(39 2007836),(40 1959344.8),(41 1911592.1),(42 1860358.6),(43 1808083.1),(44 1754735.5),(45 1703224),(46 1656567.8),(47 1612194.3),(48 1573242.3),(49 1541861.1),(50 1518802.1),(51 1506842.9),(52 1507473.8),(53 1519120.3),(54 1534626.1),(55 1553926.3),(56 1579434.5),(57 1609469.9),(58 1644081.9),(59 1683088.5),(60 1724408),(61 1767192),(62 1811027.5),(63 1856528.8),(64 1907794.1),(65 1961140.5),(66 2019339.3),(67 2075750.1),(68 2129348.8),(69 2183813.5),(70 2232686.3),(71 2278254.8),(72 2315227.3),(73 2348817),(74 2371176.5),(75 2390535),(76 2403237.3),(77 2410341.8),(78 2412107.8),(79 2408719.5),
(1 18449.75),(2 68202.21),(3 145603.98),(4 246552.73),(5 367351.06),(6 503943.2),(7 654336),(8 811840.75),(9 974630.44),(10 1136776.4),(11 1301325.1),(12 1460554.9),(13 1613062.8),(14 1756235.9),(15 1891586.5),(16 2010363.1),(17 2112613.3),(18 2199394.8),(19 2271550.5),(20 2330377.3),(21 2377488.5),(22 2405325.8),(23 2420549.5),(24 2424437.3),(25 2423805.5),(26 2418432),(27 2407568),(28 2394629.5),(29 2385795.5),(30 2374397.5),(31 2369199),(32 2360198.3),(33 2347564.5),(34 2332668.5),(35 2308302),(36 2285880.3),(37 2259215.5),(38 2225939.8),(39 2186013),(40 2138521),(41 2082800.6),(42 2017727.5),(43 1951176.8),(44 1882071.8),(45 1819476.4),(46 1761729.8),(47 1713369.4),(48 1671531),(49 1636691.9),(50 1611954.9),(51 1597668.5),(52 1595891.8),(53 1597512.8),(54 1606817.6),(55 1619169.8),(56 1637532.9),(57 1660104.8),(58 1680956.9),(59 1704215.5),(60 1728123.4),(61 1752274.6),(62 1771818.5),(63 1786171.4),(64 1801773.6),(65 1816461.9),(66 1829410.1),(67 1843702.1),(68 1855475),(69 1866365.1),(70 1879692.1),(71 1889438.1),(72 1896627.1),(73 1897538.8),(74 1899923.6),(75 1903078.8),(76 1908128.3),(77 1911917.9),(78 1915762.5),(79 1918894.8),
(1 20591.658),(2 77233.46),(3 167499.22),(4 285899.94),(5 428826.06),(6 593085),(7 776232.9),(8 973622.94),(9 1177076.6),(10 1383482.8),(11 1583386.1),(12 1766175),(13 1930394.1),(14 2072068.1),(15 2186270),(16 2274638.5),(17 2335672.3),(18 2369878.8),(19 2376060.3),(20 2361569.3),(21 2331410.8),(22 2284109.5),(23 2228315.3),(24 2163736.8),(25 2101130.5),(26 2038182.3),(27 1980241.8),(28 1929416.4),(29 1882823.8),(30 1841476.5),(31 1805049.3),(32 1774706.9),(33 1751255.6),(34 1735690.3),(35 1728475.1),(36 1724508.6),(37 1728184),(38 1734112.6),(39 1739202.1),(40 1740569.3),(41 1741575.5),(42 1736790.8),(43 1725232),(44 1705668.1),(45 1686091.4),(46 1664887.1),(47 1642501.9),(48 1619826.4),(49 1596873.1),(50 1573027.1),(51 1548446.9),(52 1528577.1),(53 1512223.4),(54 1502319.3),(55 1501278.6),(56 1503479.9),(57 1510459.8),(58 1523012.1),(59 1539664.4),(60 1562731.1),(61 1589409.6),(62 1618364.6),(63 1646008.5),(64 1674052.4),(65 1698092.9),(66 1716732.3),(67 1725466),(68 1726744),(69 1722150),(70 1714102.5),(71 1702256.5),(72 1691181.4),(73 1681114.4),(74 1665554.9),(75 1652417.8),(76 1636919.5),(77 1617251.1),(78 1599702.4),(79 1581067.8),
(1 20706.773),(2 77373.68),(3 164552.94),(4 277031.06),(5 407820.38),(6 552464.6),(7 709579.25),(8 871129.1),(9 1031404.44),(10 1186786.5),(11 1336693.9),(12 1475793),(13 1602507.6),(14 1715282.5),(15 1810311.4),(16 1887499),(17 1944405.9),(18 1983396.4),(19 2001723.3),(20 2003809.3),(21 1990270.9),(22 1961009.5),(23 1920688),(24 1877451.8),(25 1832173.9),(26 1790365.5),(27 1754087),(28 1725775.8),(29 1704842.8),(30 1689259.9),(31 1677494),(32 1670551.3),(33 1663529.3),(34 1660147.3),(35 1656620),(36 1652142.8),(37 1646594.8),(38 1639623.1),(39 1629794.5),(40 1619314.5),(41 1608013.3),(42 1600618.5),(43 1590195.8),(44 1579370.1),(45 1572093.4),(46 1569982.6),(47 1573722.3),(48 1579604),(49 1586384.3),(50 1591995.3),(51 1597542.5),(52 1607363.5),(53 1619280.3),(54 1631263),(55 1646147.5),(56 1658397.5),(57 1671869.8),(58 1681997.5),(59 1694129.4),(60 1707115.4),(61 1723508.8),(62 1743231.1),(63 1758816.9),(64 1772765.4),(65 1785404.4),(66 1795648.5),(67 1805978.9),(68 1818268.3),(69 1831204.6),(70 1845570.5),(71 1861574.8),(72 1880519.3),(73 1896922),(74 1915511.3),(75 1935150),(76 1953500),(77 1973242.5),(78 1995233.8),(79 2017040.6),
(1 20467.318),(2 76437.85),(3 163805.22),(4 275328.4),(5 407278.2),(6 552126.8),(7 708160),(8 864186.7),(9 1017207.4),(10 1162969.4),(11 1298726),(12 1416786.3),(13 1510490.9),(14 1580259.9),(15 1626435.4),(16 1656576.5),(17 1669263.3),(18 1672796.9),(19 1667328.9),(20 1660712.9),(21 1652591),(22 1641262.6),(23 1631136),(24 1623058.9),(25 1616453.5),(26 1610872.4),(27 1608236.1),(28 1603146.1),(29 1594895.8),(30 1580155.3),(31 1562520.1),(32 1537483.3),(33 1505344.4),(34 1467538.4),(35 1424728.3),(36 1377941.4),(37 1330190.9),(38 1284541.1),(39 1243360.3),(40 1211047.9),(41 1189203.5),(42 1179898.8),(43 1183360),(44 1200599.8),(45 1232868.8),(46 1278572.9),(47 1335633.3),(48 1397081.1),(49 1464445.1),(50 1532446),(51 1597480.1),(52 1656522.4),(53 1709716),(54 1754650.1),(55 1794443.1),(56 1826842.8),(57 1853628.8),(58 1871561.1),(59 1881823.6),(60 1888701.6),(61 1887084.5),(62 1879541.9),(63 1866845),(64 1848913.5),(65 1826137.3),(66 1795185.4),(67 1759990),(68 1722174),(69 1685256),(70 1649853.1),(71 1615198.1),(72 1585158.8),(73 1556145.3),(74 1530692.8),(75 1507605.3),(76 1485888.3),(77 1464107.6),(78 1442797),(79 1420316.4),
(1 18931.193),(2 70597.914),(3 150844.05),(4 254538.17),(5 377378.4),(6 515165.6),(7 664431),(8 814575.25),(9 961406.6),(10 1104679.8),(11 1238110.4),(12 1352201.3),(13 1447972),(14 1523923.6),(15 1581235.8),(16 1620015.1),(17 1641294.8),(18 1650846),(19 1649014.3),(20 1640719.9),(21 1630123.4),(22 1618470.6),(23 1608269),(24 1595886.4),(25 1582872.9),(26 1570524.3),(27 1559080.6),(28 1544039.4),(29 1526540.8),(30 1507776.6),(31 1484876.8),(32 1459632.6),(33 1431407.1),(34 1398705.1),(35 1366032.4),(36 1329293.8),(37 1293601),(38 1259713.9),(39 1228816.1),(40 1202447),(41 1182031.4),(42 1164939.4),(43 1151360),(44 1145172.3),(45 1145674),(46 1151343.1),(47 1166520.8),(48 1187128),(49 1214031.9),(50 1247847.9),(51 1287879.4),(52 1330629.4),(53 1377803.6),(54 1426300.3),(55 1472982.9),(56 1514870),(57 1553440.6),(58 1579844.6),(59 1601414.8),(60 1615235.5),(61 1619964.9),(62 1614049.4),(63 1598289),(64 1578997),(65 1555161.5),(66 1530465.9),(67 1507663),(68 1487525.8),(69 1468812.3),(70 1457850),(71 1452748.9),(72 1451742.5),(73 1455768.3),(74 1463903.6),(75 1472018.3),(76 1483791.1),(77 1493348.8),(78 1496707.9),(79 1494747),
(1 22928.164),(2 85954.91),(3 184098.56),(4 310008.38),(5 456875.3),(6 617783.2),(7 785459.4),(8 952606.9),(9 1109753.3),(10 1254834.4),(11 1381728.4),(12 1484958.4),(13 1560626.8),(14 1612585.8),(15 1646754.9),(16 1661457.4),(17 1662373),(18 1652520.8),(19 1635601.5),(20 1612041),(21 1582914.5),(22 1552980.8),(23 1530536.3),(24 1515546.6),(25 1507000.1),(26 1506297.3),(27 1508765.9),(28 1515086.5),(29 1523322.8),(30 1529392),(31 1535802.8),(32 1538434.3),(33 1538529.8),(34 1528254.5),(35 1514916),(36 1497992.3),(37 1479063.6),(38 1460611.8),(39 1444143.5),(40 1427670.6),(41 1415323.1),(42 1409423.5),(43 1409029.5),(44 1411896.5),(45 1417851.3),(46 1427470),(47 1436350.4),(48 1446522.3),(49 1452538.1),(50 1456599.9),(51 1459822.8),(52 1462099.9),(53 1466033),(54 1467251.4),(55 1470914.4),(56 1473426.4),(57 1473402.6),(58 1468744.9),(59 1463716.4),(60 1456670.5),(61 1445972.8),(62 1429155.3),(63 1412318.6),(64 1396041.4),(65 1381240.3),(66 1370068.4),(67 1361573.6),(68 1357487.5),(69 1353686.5),(70 1352615.8),(71 1355350.3),(72 1359197.5),(73 1365290.5),(74 1373420.4),(75 1382342),(76 1392998.9),(77 1404063.5),(78 1415224.1),(79 1424171.1),
(1 16687.32),(2 60708.527),(3 126825.58),(4 209219.7),(5 304978.1),(6 411333.03),(7 525403.3),(8 642703),(9 758027.44),(10 869133.3),(11 972306.5),(12 1062982.6),(13 1135926),(14 1192576.4),(15 1235936.4),(16 1258700.1),(17 1265852.3),(18 1261187),(19 1248450.4),(20 1226645.3),(21 1198909.8),(22 1167122.4),(23 1135289.4),(24 1103167.5),(25 1073540.9),(26 1044827.4),(27 1019121.1),(28 994636.6),(29 971185.7),(30 947018.7),(31 924952.4),(32 906654.06),(33 891373.4),(34 879832.94),(35 873130.7),(36 871841.4),(37 876082.06),(38 888067.94),(39 907441.4),(40 931568.56),(41 961954.8),(42 999140),(43 1040964.6),(44 1082041.1),(45 1122315.3),(46 1160916.8),(47 1196737.3),(48 1227516.9),(49 1252730.5),(50 1272940.6),(51 1290925.5),(52 1300930),(53 1307810.5),(54 1311985.3),(55 1312854.3),(56 1308304.4),(57 1300574),(58 1292154.4),(59 1282838.4),(60 1274344.1),(61 1268008),(62 1263608.1),(63 1260793.6),(64 1258873.5),(65 1256713.8),(66 1254916.6),(67 1253476.6),(68 1254592.9),(69 1254625.6),(70 1254331),(71 1250810.4),(72 1243039.6),(73 1233057),(74 1221365.6),(75 1206622.9),(76 1193311.4),(77 1182684.8),(78 1177914.6),(79 1179708.9),
(1 15628.586),(2 56176.457),(3 116291.05),(4 189987.6),(5 273784),(6 364665),(7 459468.28),(8 553627.4),(9 643330.9),(10 725808.94),(11 798853.75),(12 858144),(13 906474.56),(14 943861.3),(15 971406.4),(16 989050.7),(17 1000964.25),(18 1011688.44),(19 1018979.56),(20 1026664.9),(21 1033000.9),(22 1036524.7),(23 1040801.25),(24 1044514.56),(25 1045816.2),(26 1044539.2),(27 1041427.8),(28 1032057.25),(29 1015467.56),(30 996872.2),(31 976214.4),(32 957833.44),(33 937654.4),(34 919853.44),(35 904251.4),(36 894325.1),(37 890605.7),(38 894923.75),(39 904551.3),(40 918133.06),(41 936202.4),(42 954291.3),(43 974614.75),(44 992445.7),(45 1005837.9),(46 1013795.56),(47 1017771.4),(48 1019789.25),(49 1017989.6),(50 1014721.94),(51 1012801.06),(52 1012241.06),(53 1013308.06),(54 1016116.25),(55 1021529.94),(56 1029626.25),(57 1038855.3),(58 1048075.94),(59 1057823.1),(60 1065136.3),(61 1071330),(62 1076679.1),(63 1077167.5),(64 1076793.5),(65 1074310.9),(66 1070420),(67 1064569.8),(68 1055630),(69 1043455.3),(70 1029635.1),(71 1012701.9),(72 995555.8),(73 979227.6),(74 963452.2),(75 949203.75),(76 937986.94),(77 930809.44),(78 927267.94),(79 929922.75),
(1 19037.84),(2 69755.4),(3 145020.06),(4 236818.72),(5 338806.44),(6 445045.88),(7 552749.1),(8 656199.44),(9 748733.75),(10 825862.75),(11 886986.7),(12 928883.44),(13 954156.7),(14 968605.44),(15 972009.94),(16 969675.56),(17 962893.94),(18 957384.7),(19 948127),(20 941445.3),(21 934830.3),(22 932871),(23 933473.6),(24 936891.94),(25 940469.9),(26 944230.25),(27 945310.06),(28 942650.4),(29 933082.75),(30 922873.06),(31 912505.06),(32 905464),(33 903043.3),(34 903588.2),(35 906753.94),(36 913882.7),(37 924252.44),(38 936444.25),(39 948775.6),(40 961655.44),(41 976655.4),(42 990549.3),(43 1004328.56),(44 1017854.3),(45 1030022.9),(46 1039563.4),(47 1045902.94),(48 1050394.1),(49 1054990.3),(50 1061444.3),(51 1064409.9),(52 1064764.6),(53 1062090.4),(54 1058669.4),(55 1053041.6),(56 1047837.6),(57 1042173.9),(58 1034613.5),(59 1026621.5),(60 1019223.8),(61 1014040.56),(62 1009782.75),(63 1006395.2),(64 1003810.9),(65 1000753.06),(66 996720.9),(67 993396.4),(68 989949.3),(69 983877.3),(70 975607.75),(71 963935.6),(72 949676.06),(73 937214.3),(74 927073.94),(75 918680.7),(76 912999.1),(77 909559.4),(78 909727.3),(79 912220),
(1 18295.883),(2 66111.77),(3 136705.58),(4 222391.33),(5 318076.63),(6 416886.38),(7 514090.28),(8 603561.25),(9 680430.5),(10 742913.3),(11 788208.7),(12 816194.9),(13 832033.8),(14 839114.94),(15 838609.9),(16 836832.4),(17 837601.6),(18 840667.6),(19 845926.9),(20 850732.56),(21 857770.9),(22 864229.5),(23 868885.9),(24 869088.75),(25 863699.8),(26 856392.1),(27 844471.25),(28 830705.1),(29 813301.3),(30 795401.75),(31 780649.2),(32 768774),(33 765253.1),(34 767769.4),(35 778081.5),(36 791433),(37 806357.9),(38 820239.06),(39 835541.25),(40 851356.94),(41 873111.44),(42 896667.06),(43 917217.1),(44 936572.5),(45 952192.94),(46 963593.25),(47 970363.8),(48 976450.56),(49 980271.06),(50 982106.3),(51 980603.44),(52 976120.75),(53 969355.6),(54 959804.3),(55 946605.25),(56 929070),(57 910218.9),(58 890805.5),(59 875801.8),(60 866240.4),(61 861516.56),(62 856262.7),(63 850262.9),(64 846223.44),(65 842478.1),(66 838485.5),(67 834087.7),(68 826981.6),(69 817157.7),(70 803987.7),(71 789103.44),(72 772660.7),(73 755690.3),(74 737852.94),(75 716510.5),(76 697982.6),(77 684355.7),(78 679251.7),(79 684396),
(1 14399.871),(2 51339.51),(3 104465.34),(4 167938.02),(5 237830.98),(6 310168.66),(7 382057.25),(8 449484.4),(9 509525.8),(10 563618.94),(11 607962.8),(12 640304.9),(13 661934.9),(14 674391.75),(15 677761.3),(16 675291.4),(17 671535.4),(18 669572.56),(19 667402.9),(20 665771.3),(21 667608.7),(22 671854.4),(23 678341),(24 688542.06),(25 699767.44),(26 713569.94),(27 728038.2),(28 745276.1),(29 765791.44),(30 786334.4),(31 803597),(32 814935.44),(33 822959.75),(34 827127.8),(35 830167.8),(36 833659.94),(37 838528.7),(38 844784.2),(39 851366.75),(40 857011.2),(41 863103.3),(42 868505.9),(43 874178.7),(44 880578.1),(45 885905.6),(46 887787.4),(47 885984),(48 882002.7),(49 874941.44),(50 865403),(51 852276.56),(52 839463.94),(53 825551.8),(54 808760.56),(55 788036.8),(56 764633.44),(57 740720.8),(58 717806),(59 695352.4),(60 677626.25),(61 662648.06),(62 652288.8),(63 646731.75),(64 647369.6),(65 652409.75),(66 661423.75),(67 673771.5),(68 685529.94),(69 696363.1),(70 705950.7),(71 714553.06),(72 720169.44),(73 722673.6),(74 723684.06),(75 722105.75),(76 720093.6),(77 717795.56),(78 717500.4),(79 717083.44),
(1 16644.906),(2 59572.957),(3 121551.99),(4 195855.55),(5 277924.1),(6 361948.13),(7 443407.38),(8 515902.56),(9 578061.9),(10 627469.1),(11 661199.5),(12 680132.56),(13 690616.9),(14 695800.8),(15 699480.56),(16 703579.75),(17 706809.25),(18 707770.9),(19 706972.6),(20 704936.9),(21 702185.6),(22 697692),(23 691089.1),(24 681897),(25 674316.5),(26 667484.56),(27 659967.94),(28 655193.6),(29 653775.9),(30 656953.8),(31 667618.4),(32 684069.56),(33 702470.25),(34 718591.6),(35 731503.2),(36 745144),(37 755954.4),(38 762773.3),(39 770015.3),(40 776075.44),(41 781016.6),(42 784759.06),(43 785627.3),(44 787455.2),(45 789157.6),(46 789590.44),(47 793001.44),(48 794836.7),(49 797133.44),(50 798174.1),(51 796992.5),(52 791834.7),(53 781206.56),(54 768609.1),(55 755302.44),(56 743060.7),(57 732768.2),(58 724932.9),(59 720985.3),(60 721200.7),(61 725203.1),(62 730691.44),(63 735932.56),(64 743199.3),(65 749876.9),(66 755151.75),(67 758170.2),(68 756739.44),(69 752005.3),(70 745823.94),(71 737596.7),(72 726368.3),(73 714248.3),(74 705865.94),(75 698334.9),(76 695803.6),(77 696152.9),(78 700308.06),(79 706583.06),
