1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11318.243),(2 26004.072),(3 44472.793),(4 66381.79),(5 83993.61),(6 104241.23),(7 110052.51),(8 119084.71),(9 133296.25),(10 154832.25),(11 182932.25),(12 202344.63),(13 229645.95),(14 257340.05),(15 285033.47),(16 333954.44),(17 371033.75),(18 423139.1),(19 460662.25),(20 500269.9),(21 549736.3),(22 586024.75),(23 630790.56),(24 673712.8),(25 721991),(26 764532.7),(27 803794.3),(28 858210),(29 897865.94),(30 948474.2),(31 985412.5),(32 1016980.56),(33 1059672),(34 1095673.5),(35 1140570.5),(36 1167289),(37 1190530.6),(38 1235026.8),(39 1268781.1),(40 1302742.5),(41 1323851.6),(42 1365496),(43 1397022.4),(44 1442685),(45 1503936.5),(46 1563686.5),(47 1633374.1),(48 1674221.9),(49 1732480.4),(50 1804350.1),(51 1874795.6),(52 1955462),(53 2016612),(54 2107194.8),(55 2175397),(56 2247765.8),(57 2338388.3),(58 2407371.8),(59 2504090.8),(60 2581645.5),(61 2655582.3),(62 2738020.5),(63 2785559),(64 2873742),(65 2939448),(66 3020762),(67 3083396),(68 3147998),(69 3241521),(70 3310084.8),(71 3406582.3),(72 3472531.3),(73 3532798.8),(74 3601309),(75 3625804),(76 3694026.8),(77 3738297.3),(78 3805349.3),(79 3858499.3),
(1 9600.378),(2 29348.348),(3 57676.11),(4 95019.13),(5 138049.17),(6 183167.63),(7 223942.8),(8 270143.7),(9 317232.53),(10 371802.53),(11 423261.6),(12 472194.44),(13 512812.88),(14 554549.2),(15 591677.75),(16 630324.1),(17 663962.5),(18 696052.44),(19 723205.5),(20 756537.2),(21 793146.44),(22 827425.06),(23 858656.4),(24 890137.56),(25 914180.5),(26 937227.1),(27 960767.1),(28 986437.94),(29 1013362.6),(30 1037098.44),(31 1052685.8),(32 1066606.9),(33 1072113),(34 1076114.8),(35 1078257.6),(36 1077363.3),(37 1074007.3),(38 1066116.9),(39 1061137),(40 1060144.1),(41 1062681),(42 1068050.8),(43 1070340),(44 1084917.9),(45 1102410.8),(46 1124385),(47 1151701.3),(48 1181134.1),(49 1213455.1),(50 1252323.3),(51 1290867.9),(52 1332022.6),(53 1375964.1),(54 1420730.4),(55 1464251.9),(56 1505240.4),(57 1548069.6),(58 1588183),(59 1628850.8),(60 1669255),(61 1702826.6),(62 1730455.3),(63 1747972.1),(64 1765048.9),(65 1775651.5),(66 1782908.9),(67 1778696.8),(68 1771242.6),(69 1758806.1),(70 1742089.4),(71 1708099.5),(72 1673778.4),(73 1643946.8),(74 1607178.3),(75 1569630.1),(76 1530885.9),(77 1495762.6),(78 1464191.3),(79 1438005),
(1 15410.016),(2 49703.8),(3 99960.305),(4 169240.5),(5 253207.05),(6 343942.28),(7 428361.63),(8 520449.84),(9 613924.3),(10 719238.44),(11 818602.3),(12 914231.25),(13 992688.7),(14 1072831.1),(15 1146401.8),(16 1214260.1),(17 1273016.5),(18 1319949.8),(19 1351741),(20 1379375.6),(21 1399392),(22 1411054),(23 1410882.6),(24 1401457.6),(25 1386601.5),(26 1361494.1),(27 1331453.5),(28 1296394.6),(29 1260198.5),(30 1222503),(31 1188600.8),(32 1156068.8),(33 1127158.9),(34 1101337.6),(35 1083922.8),(36 1072250.9),(37 1061733.5),(38 1059685.4),(39 1064180.5),(40 1076322.6),(41 1091192.4),(42 1110724.6),(43 1124360.1),(44 1145541.4),(45 1156944.5),(46 1172246.9),(47 1183050.5),(48 1192030.5),(49 1201072.4),(50 1205635.5),(51 1204954.6),(52 1205562.8),(53 1207510.8),(54 1217713),(55 1231817.5),(56 1248118.9),(57 1262964.6),(58 1281194.1),(59 1307046.5),(60 1333680.1),(61 1355896.5),(62 1379451.4),(63 1402766.4),(64 1424981.1),(65 1442968.5),(66 1456059.6),(67 1461177.6),(68 1463409.6),(69 1462743.5),(70 1454705.5),(71 1441805.6),(72 1421936.9),(73 1403395.4),(74 1381389.1),(75 1360660),(76 1339941.6),(77 1323946.1),(78 1310529.3),(79 1307383),
(1 14822.633),(2 49116.363),(3 100586.14),(4 169161.58),(5 251770.72),(6 346146.3),(7 436489.56),(8 536825.8),(9 640269.6),(10 752961.94),(11 859968.2),(12 966318),(13 1049254.6),(14 1134327.8),(15 1212603.9),(16 1279336.4),(17 1327312.5),(18 1361126.3),(19 1376383),(20 1377691),(21 1367410.5),(22 1344953.1),(23 1305954.4),(24 1255869.4),(25 1205585),(26 1148654.5),(27 1090245.3),(28 1030876.3),(29 974973.1),(30 926540.94),(31 891345.6),(32 866492.6),(33 853369.25),(34 848277.2),(35 860314.06),(36 887398.6),(37 914778.3),(38 963817.44),(39 1016588.94),(40 1080640.4),(41 1137778.8),(42 1192525.3),(43 1238768.8),(44 1276448.1),(45 1297229.8),(46 1312693.1),(47 1316341.8),(48 1308941.4),(49 1298608.6),(50 1277452.5),(51 1245165.9),(52 1210483),(53 1174919.6),(54 1141792.1),(55 1116722.8),(56 1096697.3),(57 1083747.9),(58 1079263.9),(59 1087091.4),(60 1099980.5),(61 1111573.5),(62 1133269),(63 1161331),(64 1187313),(65 1206224.4),(66 1223389.9),(67 1235429.8),(68 1241940.9),(69 1244120.8),(70 1235192.5),(71 1219257),(72 1195448.8),(73 1172023.8),(74 1141106.9),(75 1110635.4),(76 1080547.9),(77 1056231),(78 1034611.25),(79 1019010.6),
(1 13039.43),(2 43084.45),(3 87248.46),(4 143951.34),(5 210601.7),(6 287004.6),(7 358376.72),(8 442035.72),(9 528188.1),(10 621013),(11 708041.1),(12 794739.4),(13 860104.5),(14 927861.8),(15 986353.2),(16 1035242.25),(17 1077276.9),(18 1108259.5),(19 1123696.3),(20 1134087.3),(21 1137415.4),(22 1128602.4),(23 1106627.5),(24 1080873),(25 1054678.4),(26 1026018.25),(27 995574.2),(28 965933.5),(29 934875.06),(30 907771.1),(31 889640.4),(32 873383.5),(33 856052.06),(34 839605.6),(35 826179.5),(36 816398.25),(37 808431.8),(38 798646.25),(39 788996.2),(40 783450.75),(41 776069.5),(42 770762.25),(43 766311.25),(44 761992),(45 759236.75),(46 759162),(47 769709.75),(48 785071.25),(49 797178),(50 816113.1),(51 835975.7),(52 859486.8),(53 880137.5),(54 900836.3),(55 919266),(56 931764.5),(57 940591.44),(58 950095.25),(59 956593.7),(60 954022.06),(61 946220.75),(62 930273.6),(63 911266.06),(64 888227.7),(65 863928.5),(66 838697.4),(67 813387.1),(68 785380.3),(69 765602.94),(70 745691.44),(71 728853.44),(72 718061.75),(73 715215.25),(74 722001.6),(75 739087.44),(76 765570.56),(77 802542.4),(78 838702),(79 877077.06),
(1 14214.931),(2 47322.625),(3 97701.19),(4 166623.7),(5 250842.89),(6 340932.06),(7 424599.75),(8 520222.16),(9 613813.1),(10 708094.4),(11 794734.94),(12 867794.44),(13 920114.4),(14 959482.06),(15 984113.94),(16 1000948.94),(17 1007669.06),(18 1007437.25),(19 995659.56),(20 987877.75),(21 977451.3),(22 966440.44),(23 959570.25),(24 956918.25),(25 953766.25),(26 962645.75),(27 965199.9),(28 967321.25),(29 971102.9),(30 972069.7),(31 976137.44),(32 975587.25),(33 966608.3),(34 954009.5),(35 939966.06),(36 919078.4),(37 901381.6),(38 878366.25),(39 853045.06),(40 834562),(41 814588.44),(42 797886.06),(43 785051.9),(44 777204.1),(45 773891.6),(46 778183.7),(47 791416.94),(48 810960.9),(49 830484.56),(50 850618.25),(51 875840.06),(52 908695.75),(53 936561.94),(54 963060.9),(55 985214.4),(56 999345.25),(57 1005428.3),(58 1012841.06),(59 1012698.56),(60 1004565.5),(61 990229.94),(62 967396.56),(63 939187.75),(64 904394.06),(65 870759.75),(66 833487.25),(67 802058.7),(68 766341.3),(69 735796.56),(70 707819.44),(71 685569.6),(72 666344.94),(73 656735.25),(74 651984.56),(75 656201.56),(76 666282.7),(77 684490.94),(78 704003.06),(79 725830.1),
(1 10907.029),(2 34901.57),(3 69778.234),(4 115289.1),(5 169940.27),(6 232296.81),(7 287971.94),(8 354519.16),(9 422849.13),(10 494224.88),(11 562288.6),(12 629249.6),(13 678583.75),(14 726537.6),(15 766447.9),(16 795360.25),(17 812505.3),(18 822498.2),(19 821381.44),(20 814088.8),(21 798715.4),(22 781865.06),(23 759225.2),(24 740833.44),(25 721377.6),(26 705330.3),(27 688840.4),(28 672696.94),(29 657988.2),(30 641651.8),(31 633250.75),(32 627833.6),(33 623231.56),(34 618718),(35 618329.3),(36 619807.9),(37 624994.4),(38 631496.8),(39 640334.9),(40 651397.94),(41 665296.06),(42 680808.7),(43 696417.06),(44 713936.6),(45 729002.4),(46 744078.6),(47 760897.56),(48 776474.9),(49 787406.44),(50 798578.8),(51 810195.6),(52 821371),(53 827112.06),(54 832577.9),(55 831132.9),(56 832516.9),(57 828795.2),(58 820370.6),(59 811871.94),(60 799961.44),(61 788366.3),(62 774707.44),(63 754123.9),(64 736890.9),(65 717028.7),(66 698738.7),(67 685673.75),(68 673583.56),(69 663311.56),(70 653912.1),(71 645651.9),(72 640731),(73 639632.1),(74 643795.7),(75 654176),(76 668337.3),(77 683265.6),(78 698889.56),(79 712919),
(1 10065.775),(2 31347.455),(3 61973.152),(4 102414.3),(5 149212.86),(6 196469.08),(7 238167.86),(8 281570.53),(9 325087.4),(10 371289.47),(11 410580.84),(12 446893.7),(13 473287.4),(14 500724.25),(15 525128.5),(16 547980.4),(17 565620),(18 579584.9),(19 590008.9),(20 601901.56),(21 609563.4),(22 614648.5),(23 624811.4),(24 636901.25),(25 645297.9),(26 653882.06),(27 667536.9),(28 683966.75),(29 699381.7),(30 708512.9),(31 716744.94),(32 723661.9),(33 727752.25),(34 730001.5),(35 730815.6),(36 731242.75),(37 735009.5),(38 740134.2),(39 752317.94),(40 765682.7),(41 783443.9),(42 803705.44),(43 826883.4),(44 848681.8),(45 868634.7),(46 891504),(47 914705.56),(48 932221.3),(49 943763.9),(50 952091.6),(51 958196.25),(52 963765.5),(53 964565.5),(54 957342.56),(55 949999.5),(56 941613.8),(57 931402.6),(58 919292.6),(59 906441.75),(60 891544.8),(61 878767.5),(62 864814.5),(63 848029.56),(64 832222.94),(65 814599.8),(66 801611.4),(67 793556.7),(68 786275.1),(69 779311.2),(70 776049.25),(71 771575.1),(72 771207.1),(73 769084.9),(74 771029.2),(75 776804.75),(76 778569.8),(77 779036.9),(78 775542.3),(79 771138.8),
(1 14505.406),(2 49091.06),(3 102197.34),(4 176358.33),(5 262283.25),(6 348257.28),(7 421408.4),(8 499411.34),(9 574420.75),(10 643675.94),(11 699071.56),(12 740873.3),(13 760550.3),(14 779253.7),(15 791254.7),(16 786844),(17 777997.3),(18 770291.4),(19 775193.06),(20 788578.8),(21 803416.2),(22 826125.44),(23 852920.1),(24 883063.8),(25 913796.75),(26 937946),(27 960604.25),(28 979407.9),(29 990698.5),(30 992267.75),(31 984103.8),(32 969623.4),(33 951362.3),(34 924172.6),(35 889237.2),(36 854262.2),(37 823815.44),(38 803444.1),(39 794353.06),(40 787531.3),(41 789643.4),(42 796986.4),(43 814800.8),(44 834975.8),(45 858360.2),(46 888289.8),(47 911463.1),(48 928022.8),(49 939277.2),(50 940403),(51 936598.8),(52 926599.2),(53 909473.5),(54 889361),(55 870061.6),(56 852928.25),(57 838383.2),(58 824483.56),(59 814657.6),(60 805331.9),(61 800433.56),(62 796781.94),(63 795236.1),(64 796746.06),(65 798876.75),(66 803377.3),(67 806804.1),(68 815344.3),(69 827783.2),(70 842886.6),(71 859064.25),(72 875153.8),(73 887259.9),(74 899936),(75 910997.94),(76 918299.06),(77 923545),(78 924135.7),(79 921370.94),
(1 33626.32),(2 118559.63),(3 250793.6),(4 430912.75),(5 648752.56),(6 876997.06),(7 1061581.8),(8 1260713.8),(9 1428212.3),(10 1556929.6),(11 1639233.3),(12 1658986.3),(13 1625341.1),(14 1553978.3),(15 1448424.3),(16 1301751.9),(17 1147121.6),(18 991486.3),(19 879124.75),(20 781006.3),(21 706179.4),(22 676894.6),(23 684692.75),(24 722292.2),(25 785337.4),(26 863473),(27 945983.1),(28 1028986.1),(29 1092228.5),(30 1131517),(31 1146309.8),(32 1141870.8),(33 1124751.5),(34 1084910.3),(35 1032030.56),(36 976665.75),(37 934336.7),(38 908203.8),(39 900864.1),(40 902942.75),(41 925556.2),(42 968205.44),(43 1013576.06),(44 1066329.5),(45 1116489),(46 1161382.8),(47 1190483.8),(48 1201392),(49 1197540.3),(50 1173624.5),(51 1138883.3),(52 1099009.8),(53 1053575.4),(54 1009905.4),(55 973232.56),(56 947459.25),(57 933718.7),(58 929872.9),(59 934896.25),(60 944736.4),(61 963884.9),(62 971984.6),(63 975728.44),(64 973984.1),(65 968821.6),(66 967762.4),(67 971352.5),(68 984120.75),(69 1004349.56),(70 1039371.2),(71 1088722.8),(72 1152389),(73 1201449),(74 1274224),(75 1347397),(76 1410364.8),(77 1460978.5),(78 1483006.3),(79 1480119.8),
(1 40928.664),(2 142630.6),(3 300463.78),(4 514492),(5 762030.8),(6 1011031.1),(7 1210439.4),(8 1392861.8),(9 1534144.4),(10 1621757.8),(11 1641331.1),(12 1594014),(13 1509157.1),(14 1383685.9),(15 1241362.3),(16 1085799.6),(17 935768.9),(18 808082.8),(19 726043.44),(20 684075),(21 689738.06),(22 744386.44),(23 835395.3),(24 944392.6),(25 1044586.5),(26 1154422.8),(27 1250704.3),(28 1325673.9),(29 1366782.8),(30 1366742.1),(31 1339796.8),(32 1279450.3),(33 1209178.4),(34 1123633.1),(35 1033279.56),(36 953662.25),(37 911507),(38 881329.3),(39 881105.1),(40 906609.7),(41 955419.7),(42 1025844.3),(43 1100390.5),(44 1177912.6),(45 1250114),(46 1315916),(47 1365530.4),(48 1390936),(49 1391601.6),(50 1376340.4),(51 1354017.9),(52 1327997.4),(53 1302718.8),(54 1277834.8),(55 1246378.4),(56 1231987.6),(57 1225097.1),(58 1226254.3),(59 1226762),(60 1218842.3),(61 1204566),(62 1180707.8),(63 1144099.8),(64 1088040),(65 1019778.7),(66 952424),(67 912881.94),(68 875038.7),(69 860088.1),(70 876311.9),(71 931306.06),(72 1025466.4),(73 1138272.4),(74 1285163.8),(75 1443577.1),(76 1603560.8),(77 1745993.4),(78 1855767.6),(79 1915031.8),
(1 25691.953),(2 86823.03),(3 180853.86),(4 306213.13),(5 446410.03),(6 588090.3),(7 706370.3),(8 815867.2),(9 904005.6),(10 968872.3),(11 994171.2),(12 989053.94),(13 957267.94),(14 903944.4),(15 840049.94),(16 768643.44),(17 701596.3),(18 645890.25),(19 611737.25),(20 595587),(21 601378.4),(22 631364.3),(23 684382.6),(24 753883.06),(25 822456.94),(26 903230.8),(27 983143.75),(28 1050214),(29 1105343.1),(30 1141136.6),(31 1152291.4),(32 1146890.6),(33 1130601.5),(34 1101011),(35 1059239.5),(36 1017183),(37 980567.3),(38 946993.7),(39 916562.6),(40 893751.7),(41 879996.25),(42 872032.94),(43 877501.56),(44 887997.3),(45 904479.56),(46 930003.06),(47 955168.75),(48 976043.44),(49 998971.9),(50 1023512.44),(51 1048189.7),(52 1084510.1),(53 1130554.5),(54 1186664.3),(55 1236238.4),(56 1299086.9),(57 1358670.6),(58 1418172.8),(59 1465422.4),(60 1492224.8),(61 1493339),(62 1472901.6),(63 1433807.8),(64 1359448.1),(65 1262019.6),(66 1156468.6),(67 1059778.3),(68 962991.06),(69 875293.25),(70 805151.06),(71 762749.7),(72 750291.6),(73 779052),(74 827756.44),(75 897107.7),(76 984955.75),(77 1079747.6),(78 1172290),(79 1241245),
(1 21015.406),(2 69233.1),(3 141274.25),(4 236800.78),(5 345668.4),(6 460661.75),(7 556833.7),(8 653534.3),(9 737431.75),(10 813449.2),(11 864303.75),(12 894861.44),(13 898168.9),(14 883757.75),(15 857713.06),(16 817760.75),(17 771210.4),(18 724774.9),(19 686940),(20 650088.06),(21 624668.1),(22 613232.06),(23 617748.44),(24 640379.06),(25 670022.5),(26 719552.44),(27 778032.75),(28 838606.75),(29 903843.94),(30 962064.25),(31 1009366.9),(32 1048421.3),(33 1078463.9),(34 1097925),(35 1102015.3),(36 1097634.5),(37 1085382.5),(38 1065213.6),(39 1039826.75),(40 1012666.75),(41 987274.9),(42 959172.1),(43 939316.3),(44 923562.5),(45 910916.1),(46 907149),(47 900065.5),(48 891811),(49 890766.3),(50 885319.9),(51 884595.9),(52 892054.7),(53 906417.56),(54 928044.7),(55 953245.1),(56 984902.44),(57 1021299),(58 1060210.5),(59 1100130.1),(60 1130750.8),(61 1148412.8),(62 1153176.1),(63 1148186.5),(64 1119614.3),(65 1073190),(66 1014477.3),(67 953006),(68 887183.6),(69 820062.4),(70 755730.06),(71 703521.3),(72 663605.3),(73 646255.25),(74 643413.5),(75 656034.3),(76 686655.06),(77 731456.7),(78 785133.2),(79 836286),
(1 22843.316),(2 75869.85),(3 154985.25),(4 260781.39),(5 379966.22),(6 503994.6),(7 604196.06),(8 707567.8),(9 796215.6),(10 871903.44),(11 923588.44),(12 951488.2),(13 949277.56),(14 934117.9),(15 905279.75),(16 860936.56),(17 808601.3),(18 758726.7),(19 723373.5),(20 688444.8),(21 666875.94),(22 657701.8),(23 662498.4),(24 678906),(25 705596.56),(26 741692.44),(27 781579.25),(28 823811.44),(29 866224.75),(30 904550.9),(31 939672.94),(32 974062.5),(33 1011191.4),(34 1045731.06),(35 1072754.3),(36 1093275.5),(37 1105528.1),(38 1113779.9),(39 1112437.6),(40 1102219.6),(41 1087873.3),(42 1063024.1),(43 1029821.4),(44 989232.56),(45 946937.75),(46 902431.56),(47 858762.44),(48 817223.75),(49 790847.8),(50 770091.2),(51 758084.25),(52 756873.6),(53 766644.44),(54 787447.75),(55 813054.9),(56 841498.06),(57 873941.75),(58 907321.75),(59 937879.8),(60 958143.56),(61 969750.1),(62 969940.44),(63 961881.4),(64 943768.8),(65 917676.4),(66 884727.44),(67 848146.3),(68 808880.2),(69 772067.94),(70 732947.2),(71 697179.4),(72 670254.44),(73 654627.6),(74 648029.7),(75 653329.5),(76 666667.8),(77 692741.75),(78 722770.7),(79 755094.5),
(1 20583.445),(2 68354.53),(3 140003.02),(4 234794.73),(5 340460.63),(6 449826.66),(7 533563.75),(8 618633.2),(9 687395.1),(10 741417.7),(11 770918.3),(12 781799.6),(13 770117.1),(14 753636.4),(15 730090.56),(16 699204.7),(17 669132.7),(18 645426.44),(19 636851.8),(20 631302.06),(21 633756.56),(22 642570.25),(23 655302.3),(24 665770.06),(25 676805.7),(26 682846.3),(27 682769.94),(28 679159.3),(29 671572.44),(30 662931.2),(31 656219.9),(32 656595.75),(33 666122.6),(34 681525.56),(35 704798.4),(36 734585.44),(37 763591.94),(38 791455.1),(39 813602.25),(40 831022.4),(41 838394.1),(42 831042.9),(43 815732),(44 790414.94),(45 759575.44),(46 724523.06),(47 691371.44),(48 661265.9),(49 640822.1),(50 626988.3),(51 622537.06),(52 626135.1),(53 637204.44),(54 655193.75),(55 674370.25),(56 694616.56),(57 710583.8),(58 724745.3),(59 732510.75),(60 733521.8),(61 727354),(62 719171.4),(63 709253.06),(64 698062.25),(65 689420),(66 683413.44),(67 679942.25),(68 677156.44),(69 674421.6),(70 668893.56),(71 662495.3),(72 656829.5),(73 649233.06),(74 640700.4),(75 630696.9),(76 617254.8),(77 604406.06),(78 593426.56),(79 586295.75),
(1 26544.486),(2 88762.164),(3 183291),(4 304976.63),(5 439296.88),(6 576398.44),(7 680985.75),(8 781999.8),(9 861024.2),(10 916891.94),(11 942259.75),(12 940149.5),(13 913368.9),(14 879711.6),(15 840369),(16 797934.1),(17 760175.8),(18 736137),(19 727575.06),(20 727073.9),(21 739745),(22 756176.25),(23 772167.75),(24 783236.7),(25 789727.1),(26 782160),(27 763932.06),(28 736781.75),(29 702862.1),(30 666884.75),(31 641125.6),(32 620760.9),(33 619138.25),(34 628690.2),(35 654569.9),(36 693077.8),(37 735981.3),(38 783597.06),(39 828292.06),(40 868638.4),(41 897075.3),(42 905426.1),(43 898513.7),(44 877047.2),(45 844997.06),(46 802553.44),(47 754458.9),(48 700287.4),(49 658387.44),(50 618821.75),(51 590775.44),(52 574086.25),(53 572202.7),(54 582900.1),(55 600758.25),(56 625653.7),(57 650423.5),(58 678189.94),(59 701886.06),(60 718401.6),(61 721024.9),(62 721359.6),(63 716486.7),(64 705147.44),(65 698731.94),(66 694509.25),(67 693804.6),(68 696212.3),(69 699314),(70 704934.1),(71 710633.06),(72 717603),(73 722985.75),(74 729256.44),(75 731570.94),(76 729346.94),(77 715929.06),(78 695919.1),(79 676930.75),
(1 29305.643),(2 97863.71),(3 199639.45),(4 330801.2),(5 473345.9),(6 612148),(7 717252.1),(8 814509.06),(9 884570.5),(10 928174.3),(11 947782.2),(12 947731.8),(13 930495.25),(14 913336.56),(15 896792.56),(16 880905.9),(17 870675.06),(18 871742.56),(19 883487.7),(20 901746.4),(21 923243.44),(22 944499.8),(23 954597.5),(24 946739.06),(25 928508.56),(26 891096.4),(27 845329.9),(28 793590.9),(29 738850.9),(30 686551.5),(31 651515.94),(32 624805.3),(33 615234.4),(34 615684.94),(35 631306.1),(36 657749.8),(37 688445.9),(38 725313.94),(39 760813.3),(40 793953.1),(41 818984.75),(42 833826.56),(43 838144.2),(44 837106.3),(45 828017.5),(46 808670.1),(47 785926.9),(48 757568.75),(49 734831.9),(50 713869.3),(51 703196.4),(52 702650.4),(53 708754.9),(54 725810.5),(55 745480.25),(56 772941.3),(57 802365.5),(58 836635.6),(59 856199.6),(60 864315.3),(61 861458.2),(62 845507.25),(63 819260.7),(64 788989.5),(65 762330.1),(66 740877.4),(67 731243.06),(68 727185.56),(69 732496.75),(70 749314.3),(71 772874.1),(72 807692.2),(73 838828.1),(74 870526.2),(75 890303.25),(76 896572.7),(77 885655.3),(78 855577.1),(79 815971.3),
(1 23976.344),(2 80158.03),(3 163291.94),(4 267737.7),(5 378421.88),(6 486634.72),(7 564582.25),(8 641411.06),(9 702390.7),(10 745595.6),(11 772448.9),(12 789819),(13 796226.5),(14 803344.44),(15 809410.9),(16 820178.7),(17 831999.8),(18 847731.94),(19 872931.75),(20 893029.06),(21 911997.06),(22 926397.94),(23 930799.44),(24 922164.8),(25 897977.06),(26 864800.06),(27 829075.75),(28 790640.25),(29 753763),(30 714071.94),(31 685377),(32 660311),(33 644016.25),(34 632806.4),(35 631397.56),(36 638104.7),(37 651945.5),(38 665698.56),(39 682366.44),(40 696984.9),(41 712131.75),(42 722181.1),(43 727643),(44 729876.9),(45 726361.3),(46 720885.3),(47 709866.9),(48 695856.25),(49 680589.94),(50 664863.06),(51 655857.06),(52 647707.06),(53 644266.4),(54 648298.25),(55 660199.1),(56 676891.2),(57 698149.56),(58 723619.75),(59 745317.1),(60 759929),(61 759890.7),(62 754212.25),(63 739952.7),(64 721331.75),(65 700086.56),(66 677488.56),(67 660415.94),(68 646829.94),(69 641246.9),(70 641789.1),(71 651123.75),(72 671693.06),(73 701425),(74 728178),(75 753135.1),(76 776368.2),(77 793091.75),(78 806459),(79 806314.25),
