1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 106478.49),(2 377899.9),(3 804687),(4 1396136.9),(5 2112030.8),(6 2963478.8),(7 3938670.8),(8 5013668),(9 6117737.5),(10 7273166.5),(11 8483147),(12 9767647),(13 11123201),(14 12580329),(15 14328632),(16 16126892),(17 18048850),(18 20146202),(19 22387046),(20 24863394),(21 27638638),(22 30502486),(23 33709250),(24 37022540),(25 40255840),(26 43617804),(27 46784292),(28 50210900),(29 53753732),(30 57278692),(31 61072750),(32 65094484),(33 69401590),(34 73796456),(35 78414904),(36 83270350),(37 88294344),(38 93496990),(39 98730744),(40 103801280),(41 108730824),(42 113420030),(43 117974250),(44 122281630),(45 126310530),(46 130282730),(47 134039900),(48 138108290),(49 142027780),(50 145568030),(51 149479360),(52 153200130),(53 156597840),(54 160160960),(55 163159840),(56 165954510),(57 168324820),(58 170684590),(59 172697580),(60 174312720),(61 175593420),(62 176609600),(63 177287890),(64 177776480),(65 178122190),(66 178398600),(67 178690580),(68 179256830),(69 179134900),(70 179102480),(71 179466700),(72 179815040),(73 179921090),(74 180672180),(75 181345330),(76 182264780),(77 183219020),(78 184517250),(79 185826740),
(1 240581.13),(2 913719.1),(3 1959658.3),(4 3320472.3),(5 4903744),(6 6583930.5),(7 8266422.5),(8 9825820),(9 11226013),(10 12387283),(11 13349671),(12 14168771),(13 14746524),(14 15211151),(15 15556614),(16 15764063),(17 15859167),(18 15870486),(19 15828007),(20 15744346),(21 15604132),(22 15427435),(23 15245515),(24 15042328),(25 14846492),(26 14663580),(27 14527027),(28 14465301),(29 14466947),(30 14558002),(31 14721735),(32 14966084),(33 15262770),(34 15585699),(35 15913870),(36 16232762),(37 16542127),(38 16838458),(39 17119758),(40 17356574),(41 17528812),(42 17652978),(43 17667480),(44 17616734),(45 17509814),(46 17376844),(47 17215354),(48 17064218),(49 16879728),(50 16737873),(51 16655378),(52 16644231),(53 16697846),(54 16871858),(55 17138482),(56 17471884),(57 17812748),(58 18180796),(59 18521520),(60 18853298),(61 19200136),(62 19546824),(63 19859648),(64 20161382),(65 20455468),(66 20710408),(67 20943470),(68 21145350),(69 21483422),(70 21717610),(71 21892110),(72 22023084),(73 22119776),(74 22095072),(75 22022504),(76 21927830),(77 21503238),(78 21254850),(79 20900368),
(1 202399.95),(2 763581.5),(3 1630520.9),(4 2732822.3),(5 3972066.3),(6 5249255.5),(7 6493752),(8 7620174.5),(9 8621043),(10 9429928),(11 10070881),(12 10584098),(13 10950065),(14 11247521),(15 11524781),(16 11797096),(17 12021240),(18 12265677),(19 12477243),(20 12660555),(21 12816381),(22 12894409),(23 12914333),(24 12858395),(25 12744916),(26 12598941),(27 12466552),(28 12335255),(29 12234525),(30 12179968),(31 12169391),(32 12171701),(33 12206840),(34 12249388),(35 12284485),(36 12320155),(37 12335037),(38 12341328),(39 12342577),(40 12330293),(41 12318955),(42 12306252),(43 12297575),(44 12338784),(45 12410453),(46 12488595),(47 12586547),(48 12704437),(49 12846949),(50 13041283),(51 13246069),(52 13447320),(53 13636195),(54 13836019),(55 14043405),(56 14214009),(57 14339379),(58 14424139),(59 14444653),(60 14388384),(61 14317617),(62 14252101),(63 14207009),(64 14220869),(65 14256372),(66 14335031),(67 14446985),(68 14597555),(69 14842443),(70 15037013),(71 15199325),(72 15347792),(73 15461009),(74 15474053),(75 15443259),(76 15362144),(77 15153219),(78 15013517),(79 14811407),
(1 175338.92),(2 655594.75),(3 1385416.6),(4 2300214.3),(5 3306869.8),(6 4326721.5),(7 5277478),(8 6102070.5),(9 6779915.5),(10 7257662.5),(11 7578894.5),(12 7727601.5),(13 7779479.5),(14 7766466.5),(15 7742360.5),(16 7705424.5),(17 7677755),(18 7705383.5),(19 7755490.5),(20 7868010),(21 8010767.5),(22 8150391),(23 8303878.5),(24 8429522),(25 8503475),(26 8545219),(27 8614476),(28 8739071),(29 8888308),(30 9087190),(31 9333078),(32 9593286),(33 9865834),(34 10138600),(35 10369361),(36 10522561),(37 10601460),(38 10649361),(39 10654714),(40 10629624),(41 10586712),(42 10513791),(43 10438939),(44 10395738),(45 10380637),(46 10386137),(47 10403661),(48 10446902),(49 10538714),(50 10657332),(51 10779039),(52 10859986),(53 10886899),(54 10894756),(55 10882001),(56 10855149),(57 10814166),(58 10784024),(59 10726901),(60 10657005),(61 10590351),(62 10496591),(63 10425419),(64 10381852),(65 10347092),(66 10311813),(67 10301785),(68 10307484),(69 10305537),(70 10289517),(71 10266582),(72 10231987),(73 10180410),(74 10160684),(75 10167049),(76 10193208),(77 10206515),(78 10293770),(79 10373990),
(1 179012.63),(2 664993.6),(3 1390950.9),(4 2292480.5),(5 3258675),(6 4206592.5),(7 5092077),(8 5860078.5),(9 6524875.5),(10 7024831.5),(11 7384833.5),(12 7638283.5),(13 7815261.5),(14 7941007.5),(15 8056976.5),(16 8134497.5),(17 8192478),(18 8255512.5),(19 8300486),(20 8351118),(21 8400972),(22 8410572),(23 8409530),(24 8429002),(25 8466025),(26 8518579),(27 8604589),(28 8753869),(29 8931523),(30 9131625),(31 9379048),(32 9605752),(33 9840943),(34 10044807),(35 10162692),(36 10205818),(37 10106115),(38 9915171),(39 9662637),(40 9370473),(41 9047811),(42 8730878),(43 8466856),(44 8259569.5),(45 8133124),(46 8071454.5),(47 8072522),(48 8112784),(49 8163232),(50 8224345.5),(51 8275090),(52 8283518),(53 8244830),(54 8177533.5),(55 8091358),(56 8001995.5),(57 7905854),(58 7836276.5),(59 7793859),(60 7759055.5),(61 7750667),(62 7761795),(63 7798437),(64 7844000),(65 7923741.5),(66 8035210),(67 8146482.5),(68 8243138),(69 8351486),(70 8438079),(71 8507770),(72 8531134),(73 8510991),(74 8473241),(75 8464903),(76 8461221),(77 8440218),(78 8509600),(79 8570964),
(1 212767.63),(2 792836.8),(3 1656879.4),(4 2719848.5),(5 3850307.3),(6 4938122.5),(7 5922549.5),(8 6716578.5),(9 7301452),(10 7633633),(11 7714690),(12 7564948),(13 7293917.5),(14 6951126),(15 6622055),(16 6345556.5),(17 6147004.5),(18 6041460.5),(19 6021263.5),(20 6099686.5),(21 6257175),(22 6455234.5),(23 6680711),(24 6922092),(25 7149636.5),(26 7350144),(27 7513724),(28 7682429),(29 7859765.5),(30 8016100),(31 8146428),(32 8255517.5),(33 8327560.5),(34 8358253.5),(35 8357778),(36 8321507),(37 8235482.5),(38 8156620),(39 8055242.5),(40 7974541),(41 7906932),(42 7868878),(43 7893858.5),(44 7961194),(45 8053241),(46 8168330),(47 8256166),(48 8319516.5),(49 8326160.5),(50 8291680),(51 8230442.5),(52 8132166),(53 7999600.5),(54 7853478),(55 7697888.5),(56 7551700),(57 7407210.5),(58 7307485.5),(59 7231159),(60 7197808.5),(61 7213652),(62 7299983.5),(63 7412156),(64 7544555.5),(65 7652758),(66 7766349),(67 7907010.5),(68 8071949),(69 8255931.5),(70 8428736),(71 8576311),(72 8719237),(73 8834831),(74 8973070),(75 9062238),(76 9144664),(77 9249721),(78 9306594),(79 9372593),
(1 200946.05),(2 737753.7),(3 1521527.3),(4 2465758.3),(5 3456500.8),(6 4393276),(7 5237035),(8 5915266),(9 6414286.5),(10 6705407),(11 6800055.5),(12 6728136.5),(13 6512673),(14 6210883),(15 5896601.5),(16 5614271),(17 5422905.5),(18 5369611.5),(19 5417838),(20 5567509.5),(21 5830824.5),(22 6141896.5),(23 6453333.5),(24 6709680),(25 6875064),(26 6970521.5),(27 7010530),(28 7011008),(29 6977874),(30 6915705.5),(31 6845208.5),(32 6777384.5),(33 6704629.5),(34 6624425.5),(35 6552175),(36 6487102),(37 6443759.5),(38 6452947.5),(39 6520438),(40 6647894.5),(41 6805434.5),(42 6978842.5),(43 7182591.5),(44 7375505),(45 7558556.5),(46 7700045.5),(47 7765862),(48 7790277.5),(49 7774337.5),(50 7720875),(51 7665193.5),(52 7591255),(53 7499753),(54 7390346.5),(55 7272094),(56 7172521),(57 7097218),(58 7047933.5),(59 7038525.5),(60 7068543),(61 7131709.5),(62 7196159),(63 7269274),(64 7341627),(65 7397401.5),(66 7450504.5),(67 7536210.5),(68 7648091.5),(69 7750340.5),(70 7860448),(71 7970245.5),(72 8046634.5),(73 8097547),(74 8182413),(75 8229759),(76 8239770),(77 8287389.5),(78 8246650),(79 8187618.5),
(1 197720.2),(2 725357.7),(3 1492079.5),(4 2399117.8),(5 3335571.8),(6 4221068.5),(7 5015261),(8 5647066),(9 6105054.5),(10 6376730.5),(11 6505890),(12 6507798.5),(13 6431915.5),(14 6292128),(15 6135880.5),(16 6001166.5),(17 5903613.5),(18 5861139.5),(19 5878394),(20 5943613),(21 6074186),(22 6228349),(23 6376106),(24 6499228),(25 6572598.5),(26 6610155.5),(27 6633451),(28 6641923),(29 6637786),(30 6618366),(31 6604307.5),(32 6601856),(33 6592167.5),(34 6575828),(35 6574851.5),(36 6578515.5),(37 6582086.5),(38 6624772.5),(39 6701534),(40 6825674),(41 6958668.5),(42 7063849.5),(43 7144049.5),(44 7205911),(45 7247578.5),(46 7259670.5),(47 7236565),(48 7184134),(49 7092049.5),(50 6981378),(51 6893672.5),(52 6808524.5),(53 6721627),(54 6645835.5),(55 6585917),(56 6549553.5),(57 6535643),(58 6547641),(59 6559643.5),(60 6549062),(61 6530777.5),(62 6514092.5),(63 6496612),(64 6497660.5),(65 6521388.5),(66 6579900),(67 6664522.5),(68 6774067),(69 6917006.5),(70 7072484.5),(71 7225503),(72 7349414.5),(73 7393375),(74 7412059),(75 7368096.5),(76 7309122.5),(77 7263087.5),(78 7163908),(79 7086977.5),
(1 193774.06),(2 706855.56),(3 1423557.6),(4 2226567),(5 3010615.5),(6 3699855.8),(7 4245054),(8 4639655.5),(9 4886757),(10 4991240.5),(11 4966116),(12 4841972),(13 4663601),(14 4470360),(15 4308303.5),(16 4209924),(17 4199987.5),(18 4299269),(19 4483303),(20 4717379.5),(21 4989332),(22 5270529.5),(23 5517735),(24 5706152),(25 5805950),(26 5841775.5),(27 5808258.5),(28 5731813),(29 5624196.5),(30 5499914.5),(31 5397192),(32 5344321.5),(33 5338558),(34 5361658.5),(35 5394234.5),(36 5435144),(37 5472536),(38 5498620),(39 5527234),(40 5527186.5),(41 5510437.5),(42 5466106.5),(43 5404933.5),(44 5314922.5),(45 5225321),(46 5130590),(47 5043163.5),(48 4957999.5),(49 4886600),(50 4831201),(51 4800120),(52 4780801),(53 4780060),(54 4814736),(55 4853920.5),(56 4905913),(57 4976869),(58 5056938.5),(59 5135884),(60 5179649),(61 5187885.5),(62 5189637),(63 5196939.5),(64 5202387),(65 5217077.5),(66 5224990.5),(67 5234215),(68 5237599),(69 5248600),(70 5226798.5),(71 5215984.5),(72 5193955),(73 5148208.5),(74 5114224),(75 5065525.5),(76 4993069.5),(77 4997605.5),(78 4945681.5),(79 4916728.5),
(1 177487.77),(2 650816.75),(3 1314120.3),(4 2066185.9),(5 2784426.5),(6 3387509.3),(7 3842107),(8 4107862),(9 4210581),(10 4178922),(11 4061691),(12 3898097),(13 3725999.5),(14 3578655.8),(15 3489555.5),(16 3446237),(17 3482253.3),(18 3592524.8),(19 3756851.5),(20 3965541.5),(21 4193801),(22 4421226),(23 4641193),(24 4852582),(25 4992990),(26 5080595),(27 5096736),(28 5043963),(29 4944415),(30 4828411),(31 4747104),(32 4722267),(33 4760948),(34 4831666),(35 4927893),(36 5060877),(37 5207036.5),(38 5330463),(39 5427917.5),(40 5474555.5),(41 5473127),(42 5430046),(43 5344969),(44 5250730),(45 5167671),(46 5095675),(47 5039442),(48 4997869),(49 4973969.5),(50 4943120),(51 4948672),(52 4988340.5),(53 5074208.5),(54 5193631),(55 5319821),(56 5436956),(57 5532940),(58 5580998),(59 5568442),(60 5503227.5),(61 5396257),(62 5262230),(63 5130203),(64 5020886),(65 4974875.5),(66 4971220),(67 5017414),(68 5102768),(69 5232604),(70 5324702.5),(71 5383174),(72 5451253),(73 5515702),(74 5573233),(75 5604759),(76 5615101.5),(77 5669108.5),(78 5659574.5),(79 5700727),
(1 195631.14),(2 704216.2),(3 1410310.8),(4 2193879.3),(5 2920238.5),(6 3510984.8),(7 3931872.8),(8 4124949.3),(9 4139527),(10 4028561.8),(11 3843113.5),(12 3637935.5),(13 3444586.5),(14 3293836),(15 3197448.3),(16 3147594.5),(17 3143542.5),(18 3174152.8),(19 3249190.5),(20 3366303.3),(21 3523281.5),(22 3702839.3),(23 3872772),(24 4010679),(25 4112317.5),(26 4166333.5),(27 4173604),(28 4121877.5),(29 4039112.8),(30 3956622.3),(31 3916023.3),(32 3950849.8),(33 4043513.5),(34 4173026.5),(35 4312043),(36 4445743.5),(37 4539097),(38 4568558),(39 4541093),(40 4444845),(41 4299442),(42 4132992.8),(43 3977674),(44 3871735.3),(45 3824730.5),(46 3835911.8),(47 3884689.3),(48 3962992.5),(49 4045258.8),(50 4124941),(51 4222884),(52 4307489),(53 4377112),(54 4425671),(55 4443424),(56 4427983.5),(57 4401128),(58 4392385),(59 4393132),(60 4411791),(61 4436650.5),(62 4454830),(63 4502024.5),(64 4540630.5),(65 4588002.5),(66 4634812.5),(67 4700803.5),(68 4786760.5),(69 4877291),(70 4965096.5),(71 5020241.5),(72 5046146.5),(73 5067672),(74 5052782),(75 5020025.5),(76 4983835),(77 4930043),(78 4927307),(79 4930862.5),
(1 192782.73),(2 685727.7),(3 1352761.1),(4 2074155.4),(5 2714709),(6 3197887),(7 3486765.8),(8 3557856.3),(9 3473167),(10 3306044.8),(11 3121256.3),(12 2959477.8),(13 2865275),(14 2843160.3),(15 2888775),(16 2991886.8),(17 3134059.8),(18 3298020.5),(19 3461713.8),(20 3587971),(21 3655302.8),(22 3657577.8),(23 3606676.5),(24 3503542),(25 3389849.8),(26 3282861.8),(27 3208647.8),(28 3151178.3),(29 3114705.8),(30 3124959),(31 3216316.5),(32 3385423),(33 3603226),(34 3827260.8),(35 4027304.3),(36 4221051.5),(37 4367296),(38 4440653.5),(39 4437955),(40 4315425),(41 4116663.8),(42 3883339.5),(43 3664138),(44 3497515.8),(45 3409289.5),(46 3392358.5),(47 3459456.8),(48 3608001.3),(49 3784840),(50 3963712.5),(51 4123687.8),(52 4216972),(53 4234712),(54 4206118),(55 4128505.5),(56 4035600.5),(57 3949998.3),(58 3878219),(59 3819515.8),(60 3769376.5),(61 3724745.3),(62 3701461),(63 3685419.8),(64 3679624.3),(65 3685436.8),(66 3686988.5),(67 3684633.3),(68 3690973),(69 3725776),(70 3761523.8),(71 3810674.3),(72 3857114.5),(73 3903911.3),(74 3935235.8),(75 3930464),(76 3891356),(77 3832540),(78 3736797.8),(79 3644578),
(1 177611.81),(2 637521.5),(3 1255504.1),(4 1913922.9),(5 2485678.3),(6 2902403),(7 3150863.5),(8 3224850.8),(9 3142862.5),(10 2970475),(11 2782581.8),(12 2607049.5),(13 2470206),(14 2405073.3),(15 2432728.8),(16 2536632),(17 2703317.8),(18 2894914),(19 3083260.3),(20 3227901),(21 3312220),(22 3338128.3),(23 3302419),(24 3233312),(25 3129880.8),(26 3017340.8),(27 2915303.8),(28 2880127.3),(29 2896871.5),(30 2949555.8),(31 3020993.5),(32 3103708.8),(33 3186374.5),(34 3259796.8),(35 3321937),(36 3399472),(37 3485505.8),(38 3547728.8),(39 3586263),(40 3572665),(41 3511569.5),(42 3413673.8),(43 3296000.8),(44 3198968.8),(45 3136819.3),(46 3138741.8),(47 3194888.5),(48 3321846.5),(49 3492607.5),(50 3673581),(51 3853596),(52 3954640.5),(53 3956478.8),(54 3895141.3),(55 3790425.3),(56 3665528),(57 3547786.8),(58 3475515),(59 3459124.3),(60 3499503),(61 3572183.5),(62 3654419.5),(63 3742725),(64 3817711),(65 3849801),(66 3833593.8),(67 3781293),(68 3709742.8),(69 3657012.8),(70 3621473.5),(71 3595618.8),(72 3581986.5),(73 3581629.3),(74 3592594.3),(75 3584955.8),(76 3549099.3),(77 3528203.5),(78 3474175),(79 3442755.8),
(1 141833.72),(2 497348.13),(3 961550.44),(4 1438212.5),(5 1841999.1),(6 2139967.8),(7 2330816.3),(8 2417249.8),(9 2425289.5),(10 2379393.3),(11 2312372.8),(12 2245749.5),(13 2172595.3),(14 2094599.6),(15 2035410.6),(16 2005421),(17 2027731.4),(18 2096668.3),(19 2192326),(20 2305286.3),(21 2404788.8),(22 2482266),(23 2513399.8),(24 2497666.5),(25 2452779.3),(26 2395082.5),(27 2349149.5),(28 2325693.3),(29 2341356.8),(30 2404163.8),(31 2489946.8),(32 2568121.8),(33 2610563.3),(34 2611145.5),(35 2573293.8),(36 2519130.8),(37 2473351),(38 2467815),(39 2498061.8),(40 2583837.5),(41 2691943.8),(42 2789641),(43 2846522),(44 2867220.5),(45 2862234),(46 2856147.5),(47 2873404.3),(48 2917465),(49 2981618.5),(50 3044223.5),(51 3108245.5),(52 3140337.8),(53 3138276.5),(54 3141957.5),(55 3126602.5),(56 3109666.5),(57 3100974.3),(58 3109360.8),(59 3123757.5),(60 3157751.8),(61 3214884.5),(62 3264061),(63 3286070.3),(64 3290391.8),(65 3265663.8),(66 3218822.3),(67 3155106.5),(68 3090722),(69 3021922.5),(70 2959398.3),(71 2898553.8),(72 2842005.8),(73 2801955.3),(74 2773636),(75 2753069.5),(76 2759265.3),(77 2782206.3),(78 2800483),(79 2788672),
(1 139500.34),(2 488778.5),(3 947212.25),(4 1412414.6),(5 1803700.3),(6 2090058.9),(7 2262648.5),(8 2326993),(9 2334592),(10 2333416),(11 2340486.5),(12 2353079.8),(13 2368302.5),(14 2383002),(15 2397919.8),(16 2409007.8),(17 2421370),(18 2440296.8),(19 2461192.3),(20 2476579.5),(21 2472969),(22 2430122.8),(23 2364641.5),(24 2292452.5),(25 2229416.5),(26 2185723),(27 2180208.8),(28 2203832),(29 2261082.3),(30 2337882),(31 2424891),(32 2505699.5),(33 2561961),(34 2581332.3),(35 2572915),(36 2542558.8),(37 2526679.5),(38 2519344),(39 2520732),(40 2535199.8),(41 2550081.8),(42 2562359.8),(43 2581495.8),(44 2597805.3),(45 2605621),(46 2625060.5),(47 2669789.8),(48 2733958.5),(49 2810971.5),(50 2880959.5),(51 2932864),(52 2947524),(53 2929845.8),(54 2911980),(55 2888204.5),(56 2858975.3),(57 2837759.8),(58 2821809.8),(59 2816047),(60 2825024.3),(61 2864591.8),(62 2913127.8),(63 2967839.5),(64 3008415.3),(65 3024925.8),(66 3040372.5),(67 3047730.3),(68 3053948.5),(69 3048820.5),(70 3029598.5),(71 2996102.8),(72 2943251.8),(73 2900073.5),(74 2886017.5),(75 2904032),(76 2956841),(77 3024423.8),(78 3107619.5),(79 3164185),
(1 139254.83),(2 488967.47),(3 946654.1),(4 1404367.9),(5 1792861.5),(6 2075520.4),(7 2235427.5),(8 2280876.5),(9 2253562.3),(10 2195972),(11 2140958.8),(12 2104266.3),(13 2082316.5),(14 2081848.9),(15 2094252.5),(16 2122000.8),(17 2155954.8),(18 2192214.3),(19 2221267.5),(20 2237307),(21 2232022.5),(22 2199476.5),(23 2159198.8),(24 2128628.5),(25 2120393.5),(26 2143792.5),(27 2191653),(28 2264443.3),(29 2347200),(30 2434577),(31 2499533.3),(32 2539293.8),(33 2550634.3),(34 2521641.3),(35 2471084.8),(36 2416409.3),(37 2366799),(38 2328816),(39 2318060.3),(40 2328736.3),(41 2353998.3),(42 2393445),(43 2453412.5),(44 2529328.3),(45 2604294.3),(46 2679223.5),(47 2744687),(48 2792806.5),(49 2797507.5),(50 2770368.3),(51 2713226.8),(52 2650051.5),(53 2597876),(54 2555704.3),(55 2529241.3),(56 2529815.8),(57 2559563.8),(58 2593752.3),(59 2617322.8),(60 2635830.3),(61 2673148.5),(62 2701760.8),(63 2738676),(64 2782573.8),(65 2819408),(66 2829036.5),(67 2820105.5),(68 2799203.3),(69 2747739.3),(70 2685948),(71 2628849.5),(72 2586848.3),(73 2575441.3),(74 2588177),(75 2609083.3),(76 2627744.8),(77 2683214.5),(78 2694932.8),(79 2703156.5),
(1 136161.88),(2 475999.44),(3 910867.7),(4 1333586.6),(5 1654080.4),(6 1851056.4),(7 1924942.5),(8 1911610.6),(9 1870204.8),(10 1837286.9),(11 1829714.3),(12 1836577.1),(13 1856718.1),(14 1889584.4),(15 1929780.4),(16 1958093.8),(17 1972789.8),(18 1986803.8),(19 2008845.4),(20 2030460.3),(21 2040448.3),(22 2031655.3),(23 2022030.9),(24 2025513.9),(25 2034192),(26 2066044.8),(27 2099100.3),(28 2126820.3),(29 2132678),(30 2132687.3),(31 2142236.5),(32 2148818.5),(33 2150835),(34 2148786),(35 2146576.5),(36 2148719.5),(37 2149364.5),(38 2136437.3),(39 2122808.5),(40 2106062.5),(41 2088992),(42 2066922.3),(43 2052904.8),(44 2042019),(45 2041347.3),(46 2063016.4),(47 2107166.8),(48 2155843.8),(49 2190563.3),(50 2201620.3),(51 2203591),(52 2200465.5),(53 2217115),(54 2251471.3),(55 2308089.5),(56 2363010),(57 2401885),(58 2415890.8),(59 2380971),(60 2329223.3),(61 2267462.5),(62 2192464.8),(63 2142531),(64 2130451.8),(65 2155565.3),(66 2195863.3),(67 2238382.8),(68 2266445),(69 2266547.3),(70 2270965),(71 2294753.3),(72 2349050.8),(73 2425375.5),(74 2499769),(75 2562655.3),(76 2607229.8),(77 2647635),(78 2662778.8),(79 2653612.5),
(1 124012.74),(2 433304),(3 834560.6),(4 1230565.4),(5 1543605.1),(6 1729900.1),(7 1790262.3),(8 1760336.1),(9 1682863.9),(10 1604847.3),(11 1558629.1),(12 1558383.5),(13 1597871.6),(14 1657546.3),(15 1723081.4),(16 1755107.3),(17 1748796.3),(18 1702140.8),(19 1636088.9),(20 1561708.3),(21 1501079.1),(22 1463009),(23 1467762),(24 1510894),(25 1569480),(26 1626286.4),(27 1660261.9),(28 1675094.3),(29 1682201.1),(30 1698288.1),(31 1727803.8),(32 1751735.6),(33 1763175.6),(34 1770646),(35 1763000.5),(36 1757158.4),(37 1750362.3),(38 1747699),(39 1768508.1),(40 1813429.9),(41 1871081.8),(42 1914609.4),(43 1950428.8),(44 1985025.8),(45 2021710.4),(46 2048606.3),(47 2076790.6),(48 2115398.8),(49 2169431.8),(50 2200192.3),(51 2203192.3),(52 2195611.8),(53 2183514.5),(54 2184812),(55 2191211.5),(56 2206834.8),(57 2222308),(58 2242033),(59 2268703),(60 2281544.3),(61 2300216.5),(62 2317931),(63 2363254.5),(64 2419792),(65 2473788.5),(66 2517126.5),(67 2554786.3),(68 2576483.3),(69 2572480.3),(70 2546685.8),(71 2521670),(72 2492146),(73 2457464),(74 2416903.8),(75 2371328.8),(76 2339825),(77 2365733.8),(78 2371687),(79 2393459.8),
