1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 26718.207),(2 49582.285),(3 51140.31),(4 49022.715),(5 56206.77),(6 57597.832),(7 57241.387),(8 59229.55),(9 65730.58),(10 66162.73),(11 63393.37),(12 64438.91),(13 67172.93),(14 66550.71),(15 68015.9),(16 70887.71),(17 70143.29),(18 68153.52),(19 69779.9),(20 70080.375),(21 69720.055),(22 70721.9),(23 71782.125),(24 69684.9),(25 69181.96),(26 70945.8),(27 71702.836),(28 71281.68),(29 71855.04),(30 72293.94),(31 71925.47),(32 70510.46),(33 70355.195),(34 71448.86),(35 71985.97),(36 70641.03),(37 70478.84),(38 71328.72),(39 69626.81),(40 69437.17),(41 70915.05),(42 71511.51),(43 72045.766),(44 74395.72),(45 73596.836),(46 71479.37),(47 72848.39),(48 75864.75),(49 76420.69),(50 74808.38),(51 75633.805),(52 76094.21),(53 75702.26),(54 76765.87),(55 76033.46),(56 75189.23),(57 76387.44),(58 76127.664),(59 76160.56),(60 76658.484),(61 75540.64),(62 76306.05),(63 78389.05),(64 76702.24),(65 76231.77),(66 77645.49),(67 79505.76),(68 79237.57),(69 77572.74),(70 79691.44),(71 79959.164),(72 79602.83),(73 77902.26),(74 78388.836),(75 78700.51),(76 78161.65),(77 77474.41),(78 77666.336),(79 77445.69),
(1 25997.488),(2 48558.336),(3 52355.875),(4 51800.08),(5 57450.965),(6 57766.598),(7 57667.227),(8 60862.586),(9 67733.76),(10 66827.64),(11 62019.094),(12 62752.637),(13 66791.32),(14 66293.16),(15 67953.29),(16 70585.08),(17 71806.65),(18 71042.9),(19 71471.61),(20 71044.64),(21 70037.27),(22 71303.234),(23 71850.75),(24 70474.67),(25 69937.97),(26 69004.7),(27 68961.55),(28 69342.766),(29 70826.61),(30 71338.65),(31 71511.375),(32 71202.52),(33 71159.66),(34 71847.54),(35 72171.43),(36 71599.414),(37 73525.66),(38 74895.55),(39 73753.78),(40 74223.445),(41 75557.29),(42 75059.41),(43 73647.055),(44 74755.516),(45 74230.72),(46 72839.3),(47 74633.84),(48 76268.44),(49 74195.15),(50 73655.375),(51 74738.555),(52 75128.77),(53 75650.89),(54 76858.51),(55 77133.65),(56 75918.81),(57 75764.375),(58 76059.59),(59 77062.664),(60 77255.53),(61 75646),(62 75955.14),(63 76304.984),(64 75712.56),(65 75759.24),(66 76491.15),(67 77046.54),(68 76232.39),(69 75761.6),(70 76891.46),(71 77162.35),(72 75884.664),(73 76658.64),(74 75378.02),(75 75233.1),(76 75637.555),(77 75816.945),(78 76756.15),(79 76319.78),
(1 23721.27),(2 44209.402),(3 47472.703),(4 46267.938),(5 51996.17),(6 53428.426),(7 53426.266),(8 54693.906),(9 58900.914),(10 58928.902),(11 56374.773),(12 56731.566),(13 59699.418),(14 61721.11),(15 63827.617),(16 65465.805),(17 65652.945),(18 64802.656),(19 65295.734),(20 65246.53),(21 64849.957),(22 64398.887),(23 64637.984),(24 65377.008),(25 65045.973),(26 64478.727),(27 65327.94),(28 66144.01),(29 66988.7),(30 66351.805),(31 66455.13),(32 66699.42),(33 66648.91),(34 66476.29),(35 66022.65),(36 65425.914),(37 65355.523),(38 64505.71),(39 65456.17),(40 66947.555),(41 67830.664),(42 66728.03),(43 66716.73),(44 67593.88),(45 68108.06),(46 67373.78),(47 67594.73),(48 67844.96),(49 67047.52),(50 68296.97),(51 70011.77),(52 71070.805),(53 70102.95),(54 69169.31),(55 70331.81),(56 70592.625),(57 69154.55),(58 69449.77),(59 70817.04),(60 69062.02),(61 68584.59),(62 69757.13),(63 70201.82),(64 71440.2),(65 70375.94),(66 70646.22),(67 70446.41),(68 69613.03),(69 69476.73),(70 70704.14),(71 69186.305),(72 68771.55),(73 67364.35),(74 68708.59),(75 69832.695),(76 69011.81),(77 68911.18),(78 67807.84),(79 68078.36),
(1 24053.143),(2 45223.15),(3 46914.88),(4 44717.668),(5 50069.723),(6 51774.164),(7 52094.34),(8 53896.895),(9 57225.445),(10 55800.586),(11 53425.35),(12 53417.54),(13 54701.574),(14 56575.703),(15 58312.84),(16 58440.383),(17 58762.266),(18 60007.82),(19 61291.71),(20 60781.523),(21 60214.895),(22 59565.04),(23 58952.688),(24 59557.95),(25 59488.605),(26 59569.92),(27 59900.957),(28 59889.113),(29 61200.813),(30 62332.12),(31 63140.754),(32 63649.273),(33 63920.613),(34 64206.016),(35 64358.76),(36 65207.973),(37 65189.77),(38 65233.777),(39 65436.383),(40 65932.46),(41 66418.336),(42 65804.43),(43 67215.53),(44 68669.016),(45 68812.62),(46 67712.77),(47 67273.664),(48 67068.12),(49 69148.71),(50 70037.84),(51 69970.95),(52 71281.11),(53 69762.07),(54 67479.13),(55 68107.51),(56 68999.016),(57 68976.766),(58 68224.75),(59 67206.94),(60 66722.79),(61 66460.67),(62 66589.41),(63 66873.63),(64 67328.164),(65 68162),(66 67608.34),(67 67549.89),(68 68178.484),(69 68865.74),(70 68975.88),(71 68327.664),(72 67770.6),(73 67668.164),(74 68277.13),(75 67931.88),(76 66879.95),(77 66717.97),(78 67780.84),(79 68227.28),
(1 23519.428),(2 42514.348),(3 43541.91),(4 43559.895),(5 49132.043),(6 49930.62),(7 49947.723),(8 51660.01),(9 53528.69),(10 52676.242),(11 53840.066),(12 54485.406),(13 55221.133),(14 57272.426),(15 58290.477),(16 59221.06),(17 60845.785),(18 62399.375),(19 61647.71),(20 60596.22),(21 61626.547),(22 62132.16),(23 61947.3),(24 62536.285),(25 63042.508),(26 62733.05),(27 62956.246),(28 64597.03),(29 64236.64),(30 63992.23),(31 64044.223),(32 64361.77),(33 65732.66),(34 65032.88),(35 64798),(36 67210.445),(37 67455.15),(38 66484.48),(39 67009.92),(40 67203.25),(41 67929.69),(42 70603.266),(43 70584.03),(44 69419.96),(45 69698.29),(46 69945.45),(47 68688.08),(48 68099.03),(49 70214.08),(50 71637.95),(51 71882.5),(52 70788.914),(53 71097.266),(54 73789.9),(55 74292.91),(56 72938.766),(57 72564.43),(58 72924.445),(59 72744.53),(60 71984.445),(61 72677.13),(62 73734.91),(63 72349.53),(64 72853.48),(65 73288.59),(66 74590.57),(67 72744.94),(68 72440.914),(69 73233.836),(70 71248.99),(71 69621.34),(72 68516.24),(73 68919.06),(74 69617.164),(75 68716.67),(76 66732.25),(77 67412.984),(78 68691.03),(79 69603.984),
(1 23201.766),(2 42959.98),(3 43707.055),(4 43745.793),(5 50724.406),(6 51985.668),(7 50524.703),(8 52557.516),(9 54397.67),(10 51553.594),(11 51350.254),(12 52822.477),(13 54245.21),(14 55878.066),(15 57409.66),(16 58636.934),(17 59031.418),(18 58989.69),(19 58563.875),(20 59145.836),(21 60014.484),(22 58858.89),(23 57768.93),(24 59043.184),(25 59661.215),(26 59089.273),(27 59065.31),(28 59944.59),(29 60246.65),(30 60169.87),(31 59814.863),(32 61281.758),(33 61629.836),(34 60307.45),(35 59900.484),(36 61390.06),(37 60609.254),(38 59587.574),(39 61309.92),(40 60593.92),(41 59489.26),(42 61815.23),(43 63104.105),(44 62330.563),(45 62340.117),(46 62152.55),(47 61982.83),(48 62379.184),(49 62572.535),(50 63058.15),(51 63050.914),(52 61809.87),(53 62143.535),(54 64628.65),(55 64772.953),(56 64347.555),(57 65336.01),(58 64898.21),(59 64793.3),(60 65206.36),(61 65765.29),(62 64092.15),(63 63540.426),(64 64447.35),(65 63857.15),(66 64267.688),(67 63956.184),(68 63640.72),(69 64185.01),(70 63454.4),(71 62637.535),(72 63311.098),(73 63939.668),(74 64350.816),(75 61817.96),(76 61280.805),(77 63347.45),(78 64150.31),(79 62523.633),
(1 22537.412),(2 40638.867),(3 41489.145),(4 40904.41),(5 45693.594),(6 46826.707),(7 46586.598),(8 48827.027),(9 50622.883),(10 49492.035),(11 48311.086),(12 49782.793),(13 52397.223),(14 52646.336),(15 53139.785),(16 54625.883),(17 55424.75),(18 55811.098),(19 54852.83),(20 55198.016),(21 54796.137),(22 53965.016),(23 53424.67),(24 54341.324),(25 55592.465),(26 56150.39),(27 55712.063),(28 55341.332),(29 56611.574),(30 57719.395),(31 57550.566),(32 58102.13),(33 57757.133),(34 57023.08),(35 57412.676),(36 57773.266),(37 56925.254),(38 57429.94),(39 58551.023),(40 58562.086),(41 59200.44),(42 59972.367),(43 59368.03),(44 59057.39),(45 58811.773),(46 57769.32),(47 58230.95),(48 59641.574),(49 60975.25),(50 60265.71),(51 59198.4),(52 58740.02),(53 60763.67),(54 63078.402),(55 61950.016),(56 60440.598),(57 61452.27),(58 61986.816),(59 63324.984),(60 62810.363),(61 63472.33),(62 64240.555),(63 63278.27),(64 62915.008),(65 63250.94),(66 63611.504),(67 62378.555),(68 62125.48),(69 62948.355),(70 63117.176),(71 64623.46),(72 63028.25),(73 63604.14),(74 64672.56),(75 63406.74),(76 62714.043),(77 63136.81),(78 63176.895),(79 63836.367),
(1 22436.463),(2 39933.625),(3 40357.41),(4 41481.523),(5 45679.48),(6 45890.434),(7 46151.906),(8 48926.254),(9 50976.434),(10 50282.72),(11 48343.508),(12 49562.65),(13 51766.77),(14 52350.44),(15 53134.93),(16 53206.6),(17 54364.777),(18 56487.293),(19 57059.164),(20 56739.42),(21 56630.97),(22 56627.25),(23 56148.75),(24 56830.9),(25 57448.656),(26 57898.8),(27 56912.39),(28 56490.055),(29 57187.082),(30 58024.81),(31 59155.4),(32 60048.668),(33 59988.82),(34 60358.703),(35 60443.26),(36 60223.344),(37 59934.65),(38 60637.56),(39 61503.926),(40 62822.523),(41 63973.28),(42 65432.047),(43 65185.434),(44 63884.297),(45 64524.883),(46 65631.234),(47 66632.516),(48 66850.086),(49 65775.85),(50 65656.95),(51 66377.71),(52 66425.05),(53 67234.83),(54 67656.73),(55 68424.17),(56 69771.56),(57 68472.79),(58 68459.38),(59 70050.49),(60 68878.7),(61 69144.65),(62 70181.49),(63 69716.5),(64 68605.8),(65 68092.72),(66 69109.09),(67 67522.164),(68 67290.45),(69 67211.7),(70 68070.11),(71 67700.14),(72 66677.64),(73 68365.734),(74 70038),(75 69423.98),(76 70780.44),(77 70882.98),(78 71586.43),(79 71796.47),
(1 20594.855),(2 37317.535),(3 38908.64),(4 40086.66),(5 44114.367),(6 44673.137),(7 44476.625),(8 46405.766),(9 47189.176),(10 45916.348),(11 44769.863),(12 47694.793),(13 49884.688),(14 49739.2),(15 50013.6),(16 51495.598),(17 52799.926),(18 52624.03),(19 52214.527),(20 52072.64),(21 52775.82),(22 52833.4),(23 52401.563),(24 52886.74),(25 53770.61),(26 53764.48),(27 53756.43),(28 53630.484),(29 53715.902),(30 54570.402),(31 56246.008),(32 56561.594),(33 56062.652),(34 55908.695),(35 56048.875),(36 56256.934),(37 56966.918),(38 57963.246),(39 59153.574),(40 59977.973),(41 58308.836),(42 57917.848),(43 57423.42),(44 57001.64),(45 57289.582),(46 57172.035),(47 57601.582),(48 58478.71),(49 57721.652),(50 58049.316),(51 59334.465),(52 60762),(53 60268.61),(54 59757.848),(55 60458.76),(56 61552.5),(57 59490.184),(58 59871.973),(59 59569.055),(60 59242.02),(61 60208.074),(62 60657.48),(63 60799.992),(64 59812.26),(65 59636.93),(66 60021.508),(67 60949.02),(68 59203.766),(69 59011.727),(70 61178.1),(71 60981.383),(72 60077.457),(73 61766.31),(74 61082.766),(75 61102.43),(76 60981.164),(77 62332.293),(78 63507.008),(79 63428.125),
(1 21254.596),(2 37425.21),(3 37177.9),(4 38729.08),(5 42587.375),(6 42554.48),(7 42808.9),(8 45122.945),(9 44993.117),(10 44631.715),(11 43979.918),(12 45604.46),(13 46896.246),(14 47238.87),(15 46528.594),(16 48241.793),(17 50223.42),(18 49743.406),(19 49851.973),(20 49600.438),(21 49853.492),(22 50348.355),(23 50074.67),(24 50947.586),(25 51265.8),(26 51179.645),(27 51651.56),(28 51468.57),(29 51690.715),(30 53059.707),(31 54552.51),(32 54741.047),(33 55659.203),(34 55326.695),(35 54796.348),(36 54957.8),(37 55906.49),(38 55864.56),(39 56585.76),(40 57246.047),(41 57522.816),(42 58580.64),(43 58448.504),(44 58425.7),(45 58072.383),(46 58067.96),(47 58602.367),(48 57732.266),(49 57324.34),(50 57445.375),(51 58121.42),(52 59174.938),(53 57950.965),(54 56390.066),(55 57023.688),(56 57291.285),(57 56222.742),(58 56399.24),(59 55971.527),(60 56309.406),(61 56379.67),(62 56858.59),(63 57047.758),(64 56828.88),(65 56529.367),(66 56156.3),(67 57412.55),(68 57063.934),(69 55473.55),(70 55924.367),(71 56251.47),(72 56692.633),(73 58631),(74 59042.87),(75 58521.906),(76 58256.613),(77 59529.586),(78 58740.742),(79 59319.953),
(1 20059.996),(2 35810.18),(3 36142.453),(4 37193.355),(5 39375.715),(6 39762.137),(7 41252.156),(8 44614.62),(9 43622.48),(10 42420.64),(11 42752.664),(12 44397.31),(13 45982.816),(14 46121.23),(15 44697.332),(16 45830.82),(17 47137.43),(18 47230.332),(19 47613.504),(20 48332.62),(21 47261.02),(22 47901.52),(23 49010.805),(24 48019.523),(25 47584.3),(26 48521.17),(27 49603.375),(28 50152.613),(29 51844.816),(30 52433.582),(31 51946.457),(32 51507.258),(33 52421.45),(34 53101.234),(35 52737.207),(36 53514.543),(37 53312.4),(38 53776.973),(39 55409.535),(40 55758.71),(41 55284.207),(42 55474.87),(43 55598.29),(44 54571.09),(45 54720.207),(46 55967.418),(47 55363.613),(48 55334.266),(49 55469.188),(50 56152.574),(51 57073.76),(52 57003.09),(53 56296.9),(54 56339.395),(55 56927.14),(56 57093.336),(57 55860.508),(58 55822.574),(59 55900.207),(60 56153.33),(61 56891.406),(62 56537.375),(63 56568.88),(64 55782.36),(65 56298.62),(66 56644.92),(67 55880.11),(68 55469.09),(69 56316.01),(70 57012.973),(71 56685.535),(72 57350.453),(73 57426.625),(74 56972),(75 57031.563),(76 57956.67),(77 58862.582),(78 58190.6),(79 58017.11),
(1 20944.395),(2 37025.234),(3 35750.582),(4 36494.902),(5 39666.176),(6 39763.504),(7 41005.117),(8 45214.57),(9 43120.984),(10 42197.547),(11 44109.324),(12 46059.594),(13 45580.184),(14 45427.113),(15 46160.816),(16 47330.816),(17 47829.26),(18 47855.61),(19 47932.043),(20 47587.082),(21 47806.34),(22 48469.848),(23 48676.613),(24 47791.914),(25 47758.79),(26 48597.645),(27 49483.773),(28 49877.28),(29 51161.516),(30 51084.477),(31 50972.797),(32 50606.07),(33 51285.33),(34 52280.082),(35 52684.32),(36 53053.652),(37 53396.92),(38 54429.543),(39 55009.473),(40 55544.574),(41 55542.566),(42 56211.387),(43 56118.016),(44 55918.69),(45 56452.254),(46 56855.035),(47 56185.85),(48 55614.625),(49 56455.76),(50 55803.902),(51 55203.34),(52 56080.355),(53 56123.465),(54 55600.203),(55 55400.047),(56 56223.023),(57 55447.258),(58 54700.617),(59 55438.555),(60 57108.383),(61 56536.758),(62 55929.555),(63 55541.844),(64 54948.18),(65 55873.152),(66 55103.93),(67 53900.203),(68 54212.9),(69 54864.86),(70 55623.6),(71 55000.992),(72 55240.67),(73 54979.49),(74 54380.98),(75 54560.535),(76 55016.742),(77 55924.652),(78 54934.746),(79 54599.355),
(1 20765.217),(2 36527.016),(3 35457.03),(4 36475.535),(5 38758.31),(6 38925.465),(7 40888.95),(8 44601.82),(9 44130.094),(10 42908.77),(11 43361.09),(12 44477.78),(13 45288.59),(14 44997.49),(15 45229.07),(16 46718.72),(17 46642.84),(18 46684.277),(19 48133.81),(20 48594.19),(21 48491.676),(22 47406.83),(23 47374.742),(24 47763.098),(25 47377.555),(26 47735.51),(27 49590.41),(28 50686.008),(29 50904.17),(30 51458.81),(31 52014.19),(32 52072.453),(33 51976.39),(34 53545.605),(35 54003.61),(36 53221.977),(37 54794.28),(38 55842.64),(39 55015.348),(40 55404.13),(41 55498.26),(42 56190.34),(43 56749.13),(44 57556.08),(45 57214.08),(46 56210.25),(47 56143.348),(48 56697.32),(49 56574.6),(50 56110.07),(51 56619.99),(52 56775.332),(53 57195.81),(54 57849.37),(55 57230.445),(56 56323.785),(57 57086.17),(58 57313.633),(59 58014.273),(60 58430.73),(61 56988.523),(62 57387.758),(63 56331.15),(64 55746.066),(65 56824.06),(66 55298.83),(67 54829.242),(68 55204.99),(69 56500.7),(70 55563.21),(71 54738.2),(72 55529.844),(73 56039.582),(74 55922.504),(75 55547.516),(76 55608.145),(77 55794.582),(78 55248.613),(79 55051.49),
(1 20490.578),(2 34769.02),(3 33280.746),(4 35230.61),(5 37263.855),(6 36447.367),(7 37879.105),(8 40883.977),(9 40363.383),(10 40098.28),(11 40167.305),(12 41739.664),(13 43134.188),(14 42702.105),(15 43243.703),(16 44906.227),(17 45499.285),(18 45284.086),(19 46075.74),(20 46391.332),(21 45789.203),(22 45498.324),(23 45503.754),(24 46400.184),(25 46654.754),(26 47124.684),(27 48412.258),(28 49208.156),(29 49130.22),(30 49696.938),(31 49978.082),(32 50574.32),(33 51009.11),(34 51819.926),(35 51966.785),(36 51228.906),(37 52651.066),(38 52802.926),(39 52085.492),(40 52969.71),(41 53566.22),(42 52691.22),(43 53255.38),(44 53662.05),(45 52615.56),(46 53118.73),(47 53228.836),(48 53347.25),(49 53353.72),(50 53223.527),(51 54129.586),(52 54254.473),(53 54998.926),(54 54563.95),(55 54423.938),(56 54905.637),(57 53495.074),(58 53996.484),(59 54686.184),(60 55096.35),(61 53859.773),(62 53683.434),(63 53078.56),(64 52733.508),(65 53273.906),(66 53893.766),(67 53856.723),(68 52641.684),(69 54194.67),(70 53970.723),(71 52553.74),(72 52940.164),(73 53115.31),(74 53138.156),(75 52320.17),(76 53248.395),(77 52957.59),(78 53191.453),(79 53081.477),
(1 19216.408),(2 33201.93),(3 32774.15),(4 33631.29),(5 36353.5),(6 36318.098),(7 36811.06),(8 39508.23),(9 39689.363),(10 39281.01),(11 40153.066),(12 41681.867),(13 42433.387),(14 41984.625),(15 42117.81),(16 42981.83),(17 43132.08),(18 44365.42),(19 45056.676),(20 44329.02),(21 43133.12),(22 43147.73),(23 43848.645),(24 44163.066),(25 44410.71),(26 45668.31),(27 46787.03),(28 47198.805),(29 46248.58),(30 46064.617),(31 46891.176),(32 47770.93),(33 47808.547),(34 48242.563),(35 48734.895),(36 48081.605),(37 49436.586),(38 50320.457),(39 49926.92),(40 51350.84),(41 51368.695),(42 50914.87),(43 51589.633),(44 50547.977),(45 50333.25),(46 50267.02),(47 49560.21),(48 50217.24),(49 49805.83),(50 49341.37),(51 49954.004),(52 50403.168),(53 50585.785),(54 50384.1),(55 51153.715),(56 52163.066),(57 51267.39),(58 51012.176),(59 52559.848),(60 52683.04),(61 51123.66),(62 51554.61),(63 51423.54),(64 51610.99),(65 52063.13),(66 52707.95),(67 53038.098),(68 53431.516),(69 54026.53),(70 53059.9),(71 53992.613),(72 54137.56),(73 54848.438),(74 55533.203),(75 54960.895),(76 55979.25),(77 56595.883),(78 57044.29),(79 56620.93),
(1 18216.658),(2 30456.033),(3 29966.922),(4 31427.168),(5 33942.09),(6 33994.1),(7 35421.67),(8 37279.06),(9 36784.316),(10 37181.785),(11 38469.21),(12 39738.863),(13 40474.504),(14 41158.18),(15 41691.953),(16 42150.25),(17 41530.36),(18 42455.875),(19 42994.406),(20 42020.164),(21 41176.824),(22 40986.574),(23 41455.438),(24 41982.22),(25 42726.277),(26 42964.79),(27 43362.92),(28 43669.934),(29 43480.09),(30 43628.418),(31 45017.152),(32 45520.707),(33 45536.37),(34 45983.67),(35 47385.81),(36 47383.19),(37 46625.418),(38 46645.65),(39 46534.43),(40 47593.258),(41 47198.066),(42 46476.04),(43 47112.934),(44 46984),(45 46849.81),(46 47437.973),(47 47213.88),(48 47726.926),(49 47427.594),(50 48122.18),(51 48665.047),(52 47723.184),(53 47693.637),(54 48429.066),(55 48430.305),(56 47541.047),(57 47156.44),(58 47937.465),(59 48985.625),(60 48373.336),(61 47184.59),(62 47238.848),(63 47035.1),(64 46918.023),(65 45448.05),(66 46725.56),(67 47047.363),(68 47477.7),(69 47909.773),(70 47416.23),(71 47913.7),(72 47448.152),(73 48766.367),(74 48662.586),(75 49161.133),(76 49076.24),(77 48741.73),(78 49350.613),(79 49273.72),
(1 18309.152),(2 29862.38),(3 29960.738),(4 31338.645),(5 32468.709),(6 32560.916),(7 34208.895),(8 35502.047),(9 35693.246),(10 35918.234),(11 36173.695),(12 38019.09),(13 39310.637),(14 38436.12),(15 38544.47),(16 39811.313),(17 40882.13),(18 41456.62),(19 41755.543),(20 41400.344),(21 39914.355),(22 39539.883),(23 40213.08),(24 41338.715),(25 42087.348),(26 41996.637),(27 43514.176),(28 43867.88),(29 44393.38),(30 44942.367),(31 44656.38),(32 45561.24),(33 46900.16),(34 46468.94),(35 47436.453),(36 48101.523),(37 47560.707),(38 47950.27),(39 48935.438),(40 49924.008),(41 50118.395),(42 50106.62),(43 50283.24),(44 49773.33),(45 49160.023),(46 48941.746),(47 48444.16),(48 48263.645),(49 48917.93),(50 49419.4),(51 49486.67),(52 49955.37),(53 49388.246),(54 49399.344),(55 49808.62),(56 49558.926),(57 49439.14),(58 49375.86),(59 50095.547),(60 50226.95),(61 48668.723),(62 48494.688),(63 48632.527),(64 48536.78),(65 47725.23),(66 47830.098),(67 48314.605),(68 48792.313),(69 48524.336),(70 49203.65),(71 49301.656),(72 48683.977),(73 49408.117),(74 49123.36),(75 50355.406),(76 49910.727),(77 48989.418),(78 49483.957),(79 49512.504),
(1 16800.945),(2 28195.547),(3 26972.77),(4 29512.719),(5 30968.746),(6 30136.742),(7 32099.375),(8 33792.813),(9 33199.152),(10 33071.953),(11 33856.727),(12 34963.414),(13 35522.934),(14 36300.1),(15 37189.426),(16 37263.957),(17 37449.004),(18 37229.566),(19 37384.387),(20 37110.1),(21 36947.98),(22 36378.52),(23 36789.63),(24 38228.617),(25 38796.64),(26 39180.332),(27 39522.008),(28 40405.1),(29 40961.53),(30 40257.16),(31 40881.688),(32 42531.934),(33 43417.75),(34 44361.07),(35 44867.563),(36 44670.203),(37 44378.164),(38 44650.254),(39 45996.94),(40 46301.906),(41 46408.023),(42 46720.12),(43 47001.156),(44 47012.277),(45 46559.016),(46 45983.273),(47 46205.98),(48 47284.055),(49 47270.48),(50 46778.88),(51 47328.78),(52 48207.484),(53 48510.02),(54 48633.41),(55 48425.324),(56 49443.617),(57 49602.156),(58 48438.934),(59 48523.707),(60 49254.02),(61 48666.734),(62 48200.273),(63 47582.527),(64 47592.836),(65 47854.71),(66 48042.03),(67 48383.85),(68 48665.87),(69 47970.06),(70 48762.734),(71 49073.266),(72 49159.117),(73 48908.906),(74 49486.17),(75 49821.953),(76 49744.188),(77 49328.91),(78 48932.895),(79 49225.234),
