1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1964.3953),(2 2305.0447),(3 3595.6414),(4 3269.2288),(5 4172.364),(6 3809.4905),(7 4670.6387),(8 4236.5713),(9 4994.28),(10 4477.2285),(11 5223.6924),(12 4761.96),(13 5491.745),(14 4972.8633),(15 5659.375),(16 5111.856),(17 5693.949),(18 5109.9717),(19 5692.375),(20 5047.9165),(21 5683.6445),(22 5078.019),(23 5681.32),(24 5082.5117),(25 5815.5776),(26 5296.256),(27 6144.1084),(28 5714.8745),(29 6611.1133),(30 6367.168),(31 7368.628),(32 7143.3057),(33 8154.3975),(34 7958.4336),(35 8955.992),(36 8740.336),(37 9778.691),(38 9613.1455),(39 10760.296),(40 10703.985),(41 11849.869),(42 11631.192),(43 12763.681),(44 12612.242),(45 13788.276),(46 13722.427),(47 14829.841),(48 14588.399),(49 15642.36),(50 15516.839),(51 16416.182),(52 16159.184),(53 17160.754),(54 16825.96),(55 17709.707),(56 17415.219),(57 18397.936),(58 18064.832),(59 19000.775),(60 18722.246),(61 19596.973),(62 19181.945),(63 20091.203),(64 19792.623),(65 20677.867),(66 20247.938),(67 21061.787),(68 20684.846),(69 21507.805),(70 21029.26),(71 21718.578),(72 21333.906),(73 22203.553),(74 21731.324),(75 22452.186),(76 22046.215),(77 22733.23),(78 22256.205),(79 22985.69),
(1 1928.6892),(2 2301.0708),(3 3574.9941),(4 3288.1663),(5 4176.1943),(6 3851.732),(7 4706.5986),(8 4296.637),(9 5050.467),(10 4610.0317),(11 5324.712),(12 4825.9775),(13 5566.449),(14 5055.5313),(15 5719.0303),(16 5119.042),(17 5720.4053),(18 5163.7373),(19 5752.0366),(20 5154.654),(21 5786.815),(22 5212.5684),(23 5829.9746),(24 5304.6235),(25 6014.531),(26 5544.0215),(27 6357.189),(28 5949.7397),(29 6715.1187),(30 6460.8276),(31 7355.059),(32 7144.727),(33 8129.5786),(34 8050.4272),(35 9023.277),(36 8873.716),(37 9813.386),(38 9739.207),(39 10804.195),(40 10691.985),(41 11757.623),(42 11599.52),(43 12615.198),(44 12498.393),(45 13649.142),(46 13630.545),(47 14689.998),(48 14553.537),(49 15494.761),(50 15327.429),(51 16184.345),(52 16018.504),(53 16809.861),(54 16499.887),(55 17343.715),(56 17074.375),(57 17904.299),(58 17682.85),(59 18444.332),(60 18142.49),(61 18864.963),(62 18507.111),(63 19363.05),(64 19091.424),(65 19851.93),(66 19479.523),(67 20110.97),(68 19756.531),(69 20475.996),(70 20125.19),(71 20805.807),(72 20399.598),(73 21042.611),(74 20636.951),(75 21334.703),(76 21040.182),(77 21696.459),(78 21246.262),(79 21882.873),
(1 1864.0826),(2 2205.003),(3 3375.333),(4 3166.7026),(5 3998.626),(6 3679.37),(7 4431.4604),(8 4082.2488),(9 4810.3193),(10 4361.1636),(11 4934.758),(12 4498.7173),(13 5161.5024),(14 4777.822),(15 5348.4155),(16 4786.585),(17 5325.2896),(18 4796.132),(19 5365.1597),(20 4836.846),(21 5480.6035),(22 4924.784),(23 5451.526),(24 4947.4624),(25 5570.244),(26 5142.821),(27 5930.8677),(28 5614.572),(29 6278.717),(30 6091.0093),(31 6917.639),(32 6838.267),(33 7789.675),(34 7644.6167),(35 8463.583),(36 8323.431),(37 9249.806),(38 9093.334),(39 10048.116),(40 9939.557),(41 10891.52),(42 10851.365),(43 11819.189),(44 11750.253),(45 12693.809),(46 12660.457),(47 13557.145),(48 13441.144),(49 14378.91),(50 14330.693),(51 15158.101),(52 14992.146),(53 15758.12),(54 15485.384),(55 16163.562),(56 15964.756),(57 16674.805),(58 16392.191),(59 17136.521),(60 16923.682),(61 17631.502),(62 17326.457),(63 18049.191),(64 17774.98),(65 18483.063),(66 18220.48),(67 18966.037),(68 18652.768),(69 19279.096),(70 18962.717),(71 19667.328),(72 19437.057),(73 20092.33),(74 19710.316),(75 20334.695),(76 19993.125),(77 20612.691),(78 20144.014),(79 20657.342),
(1 1897.6062),(2 2209.7793),(3 3394.1404),(4 3126.5598),(5 3987.5657),(6 3630.7466),(7 4467.901),(8 4077.923),(9 4890.168),(10 4434.886),(11 5068.9644),(12 4567.5205),(13 5253.979),(14 4738.946),(15 5401.6064),(16 4839.212),(17 5480.9688),(18 4918.8486),(19 5529.847),(20 4902.646),(21 5541.898),(22 4944.829),(23 5531.54),(24 4913.0483),(25 5605.643),(26 5088.279),(27 5910.741),(28 5508.37),(29 6298.948),(30 6015.223),(31 6974.548),(32 6729.8223),(33 7680.3823),(34 7456.188),(35 8358.282),(36 8127.527),(37 9110.044),(38 8891.0205),(39 9934.259),(40 9741.535),(41 10740.7705),(42 10476.009),(43 11507.274),(44 11410.672),(45 12433.263),(46 12218.232),(47 13261.449),(48 13074.466),(49 14052.619),(50 13838.635),(51 14707.872),(52 14340.777),(53 15176.734),(54 14785.922),(55 15555.407),(56 15211.627),(57 16095.42),(58 15679.878),(59 16496.768),(60 16075.45),(61 16859.143),(62 16423.121),(63 17148.096),(64 16774.97),(65 17480.209),(66 17065.385),(67 17747.047),(68 17309.86),(69 17993.768),(70 17569.531),(71 18333.982),(72 17854.93),(73 18554.732),(74 18076.746),(75 18827.273),(76 18441.62),(77 19195.83),(78 18604.186),(79 19177.943),
(1 1837.4122),(2 2119.4824),(3 3234.6548),(4 2913.7378),(5 3751.9468),(6 3394.571),(7 4142.495),(8 3730.6626),(9 4499.0874),(10 4073.93),(11 4686.891),(12 4262.744),(13 4949.0674),(14 4482.1655),(15 5119.1543),(16 4544.698),(17 5164.2295),(18 4643.794),(19 5263.137),(20 4696.428),(21 5330.4033),(22 4765.7695),(23 5390.4746),(24 4808.3105),(25 5460.478),(26 4959.493),(27 5689.8105),(28 5281.272),(29 6035.869),(30 5721.332),(31 6603.416),(32 6354.094),(33 7193.208),(34 6956.656),(35 7823.9214),(36 7588.8975),(37 8554.517),(38 8338.486),(39 9347.211),(40 9079.542),(41 10099.391),(42 9954.794),(43 10900.918),(44 10778.537),(45 11802.133),(46 11612.196),(47 12541.401),(48 12383.274),(49 13371.615),(50 13107.69),(51 14042.502),(52 13725.59),(53 14514.005),(54 14153.81),(55 14963.096),(56 14657.202),(57 15490.618),(58 15033.091),(59 15833.251),(60 15509.519),(61 16335.033),(62 16029.367),(63 16746.328),(64 16395.436),(65 17101.951),(66 16639.443),(67 17362.318),(68 16921.975),(69 17663.025),(70 17232.662),(71 17962.7),(72 17517.152),(73 18121.797),(74 17678.166),(75 18464.287),(76 18034.906),(77 18701.621),(78 18165.092),(79 18743.959),
(1 1805.1809),(2 2083.4812),(3 3199.1538),(4 2874.6501),(5 3681.4185),(6 3283.3616),(7 4013.6677),(8 3647.1184),(9 4420.0864),(10 3937.7073),(11 4529.8926),(12 4044.5515),(13 4731.561),(14 4257.4463),(15 4929.8315),(16 4371.6943),(17 4989.1504),(18 4468.8975),(19 5092.5566),(20 4536.7466),(21 5173.906),(22 4629.848),(23 5241.98),(24 4682.537),(25 5368.0723),(26 4920.1475),(27 5683.712),(28 5342.578),(29 6088.762),(30 5788.521),(31 6680.363),(32 6501.708),(33 7418.2803),(34 7222.316),(35 8152.9443),(36 7933.369),(37 8925.524),(38 8764.585),(39 9771.008),(40 9618.169),(41 10610.084),(42 10519.621),(43 11540.88),(44 11447.668),(45 12519.643),(46 12448.299),(47 13401.867),(48 13265.3955),(49 14293.403),(50 14038.603),(51 14960.858),(52 14794.683),(53 15633.686),(54 15322.862),(55 16141.42),(56 15887.963),(57 16763.748),(58 16410.516),(59 17179.986),(60 16886.264),(61 17691.816),(62 17357.096),(63 18095.354),(64 17644.383),(65 18354.531),(66 17923.506),(67 18624.416),(68 18248.85),(69 18930.963),(70 18606.963),(71 19300.94),(72 18847.979),(73 19493.307),(74 18966.293),(75 19628.994),(76 19176.018),(77 19881.88),(78 19381.25),(79 19995.018),
(1 1753.8479),(2 2045.9357),(3 3141.1638),(4 2859.3289),(5 3674.6614),(6 3369.3113),(7 4085.414),(8 3735.641),(9 4490.2686),(10 4085.171),(11 4635.89),(12 4161.776),(13 4794.7236),(14 4307.0283),(15 5004.9106),(16 4478.8936),(17 5076.178),(18 4497.7573),(19 5019.4805),(20 4428.871),(21 5032.912),(22 4501.845),(23 5086.6826),(24 4559.869),(25 5190.5967),(26 4720.657),(27 5466.3438),(28 5161.9663),(29 5942.047),(30 5636.521),(31 6481.727),(32 6229.461),(33 7109.236),(34 6868.2354),(35 7772.2705),(36 7480.2617),(37 8388.67),(38 8163.7026),(39 9142.454),(40 8975.938),(41 9948.742),(42 9749.857),(43 10727.8),(44 10583.87),(45 11626.569),(46 11422.628),(47 12350.951),(48 12168.599),(49 13032.5205),(50 12744.883),(51 13640.696),(52 13353.067),(53 14210.442),(54 13883.174),(55 14677.255),(56 14347.249),(57 15136.521),(58 14718.78),(59 15493.283),(60 15163.021),(61 15943.777),(62 15531.054),(63 16301.605),(64 15913.97),(65 16627.898),(66 16188.465),(67 16923.75),(68 16483.502),(69 17207.303),(70 16788.111),(71 17563.453),(72 17155.992),(73 17809.162),(74 17307.36),(75 17902.7),(76 17402.314),(77 18072.281),(78 17575.666),(79 18156.988),
(1 1750.0166),(2 2065.3054),(3 3113.433),(4 2827.8564),(5 3629.3516),(6 3373.186),(7 4117.8774),(8 3748.8577),(9 4432.837),(10 4025.9458),(11 4599.3726),(12 4164.867),(13 4849.483),(14 4363.4053),(15 4948.739),(16 4400.2324),(17 4982.481),(18 4431.714),(19 4950.041),(20 4421.0464),(21 4983.0767),(22 4477.914),(23 5013.1367),(24 4496.689),(25 5147.712),(26 4770.312),(27 5501.05),(28 5171.3154),(29 5921.8535),(30 5622.791),(31 6398.92),(32 6175.837),(33 6992.07),(34 6711.429),(35 7606.234),(36 7332.2354),(37 8136.463),(38 7901.9307),(39 8887.412),(40 8729.865),(41 9712.163),(42 9537.663),(43 10464.898),(44 10346.443),(45 11351.505),(46 11185.909),(47 12129.666),(48 11985.6455),(49 12860.043),(50 12622.87),(51 13518.261),(52 13268.064),(53 14102.598),(54 13845.784),(55 14669.121),(56 14371.117),(57 15107.698),(58 14728.09),(59 15537.445),(60 15252.642),(61 16045.833),(62 15649.117),(63 16355.909),(64 16061.261),(65 16779.121),(66 16445.125),(67 17093.783),(68 16712.072),(69 17449.268),(70 17054.521),(71 17742.53),(72 17271.086),(73 17848.633),(74 17401.18),(75 17996.174),(76 17449.717),(77 17987.875),(78 17508.984),(79 18094.848),
(1 1756.8815),(2 1949.833),(3 3008.767),(4 2687.855),(5 3525.4956),(6 3196.6753),(7 3957.1868),(8 3515.0667),(9 4222.3027),(10 3779.7947),(11 4394.8965),(12 3918.2805),(13 4610.2695),(14 4110.8374),(15 4745.986),(16 4190.2935),(17 4857.162),(18 4310.8486),(19 4907.5166),(20 4332.472),(21 4905.6),(22 4302.398),(23 4901.1016),(24 4348.077),(25 5034.008),(26 4552.734),(27 5299.627),(28 4896.6636),(29 5649.0693),(30 5258.163),(31 6052.4546),(32 5707.252),(33 6578.238),(34 6319.4116),(35 7168.7124),(36 6853.954),(37 7732.0923),(38 7477.598),(39 8436.791),(40 8230.908),(41 9178.458),(42 8963.905),(43 9846.809),(44 9662.792),(45 10639.128),(46 10426.674),(47 11343.992),(48 11098.797),(49 11914.85),(50 11673.501),(51 12510.125),(52 12251.587),(53 13099.819),(54 12794.18),(55 13640.414),(56 13396.343),(57 14160.267),(58 13868.004),(59 14652.333),(60 14308.76),(61 15072.222),(62 14749.931),(63 15432.45),(64 15044.378),(65 15754.508),(66 15430.036),(67 16081.84),(68 15722.21),(69 16410.133),(70 15969.491),(71 16653.516),(72 16274.985),(73 16837.496),(74 16408.658),(75 16982.611),(76 16440.066),(77 16995.96),(78 16548.92),(79 17102.252),
(1 1746.3735),(2 1941.43),(3 2987.7488),(4 2688.894),(5 3522.0298),(6 3160.725),(7 3870.797),(8 3419.0598),(9 4118.6235),(10 3597.642),(11 4203.9937),(12 3735.072),(13 4423.04),(14 3926.4495),(15 4583.955),(16 4033.286),(17 4646.3657),(18 4097.5107),(19 4653.247),(20 4137.5493),(21 4723.6997),(22 4149.734),(23 4752.4614),(24 4201.7217),(25 4850.508),(26 4417.7417),(27 5122.7705),(28 4820.713),(29 5571.509),(30 5302.0684),(31 6199.355),(32 5947.263),(33 6742.8896),(34 6573.03),(35 7489.0547),(36 7242.9844),(37 8110.528),(38 7917.368),(39 8849.779),(40 8741.254),(41 9630.007),(42 9440.671),(43 10327.298),(44 10218.428),(45 11167.841),(46 11028.489),(47 11977.997),(48 11860.983),(49 12697.423),(50 12542.365),(51 13371.688),(52 13138.118),(53 13929.744),(54 13677.418),(55 14432.56),(56 14124.607),(57 14844.307),(58 14534.661),(59 15246.575),(60 14907.174),(61 15533.731),(62 15224.989),(63 15940.52),(64 15611.319),(65 16269.045),(66 15932.856),(67 16578.602),(68 16209.862),(69 16815.69),(70 16443.902),(71 17061.78),(72 16681.215),(73 17323.111),(74 16872.377),(75 17440.924),(76 16993.207),(77 17520.12),(78 17084.285),(79 17612.648),
(1 1717.7872),(2 1874.5929),(3 2859.6333),(4 2533.8894),(5 3325.5078),(6 2988.8025),(7 3699.6829),(8 3265.1965),(9 3911.6328),(10 3412.9844),(11 4022.166),(12 3563.9846),(13 4274.298),(14 3768.2312),(15 4381.4214),(16 3860.7185),(17 4481.601),(18 3948.8677),(19 4526.8843),(20 3998.6304),(21 4525.5967),(22 3942.0352),(23 4525.6997),(24 3985.5461),(25 4621.881),(26 4191.4805),(27 4947.1904),(28 4633.964),(29 5413.501),(30 5146.3354),(31 6005.749),(32 5739.542),(33 6526.9634),(34 6322.224),(35 7180.3384),(36 6936.4976),(37 7814.9443),(38 7662.8823),(39 8582.84),(40 8472.46),(41 9425.227),(42 9186.896),(43 10076.054),(44 9983.591),(45 10948.625),(46 10780.615),(47 11650.379),(48 11433.61),(49 12350.254),(50 12155.396),(51 13009),(52 12773.767),(53 13540.252),(54 13259.181),(55 14013.463),(56 13690.917),(57 14420.309),(58 14148.714),(59 14900.799),(60 14587.524),(61 15287.099),(62 14965.496),(63 15749.723),(64 15359.231),(65 16027.92),(66 15675.883),(67 16337.998),(68 15955.513),(69 16613.518),(70 16220.244),(71 16880.59),(72 16501.785),(73 17045.887),(74 16594.375),(75 17204.018),(76 16744.188),(77 17286.465),(78 16895.639),(79 17443.629),
(1 1651.5807),(2 1860.5109),(3 2837.2908),(4 2529.188),(5 3264.8896),(6 2926.4412),(7 3638.7366),(8 3254.378),(9 3917.19),(10 3487.6882),(11 4101.103),(12 3631.9255),(13 4298.7354),(14 3810.0483),(15 4391.855),(16 3911.3157),(17 4488.8057),(18 3993.503),(19 4523.418),(20 4018.1335),(21 4591.2637),(22 4097.2026),(23 4621.641),(24 4078.7646),(25 4622.394),(26 4151.764),(27 4885.2446),(28 4530.139),(29 5239.0586),(30 4951.4663),(31 5712.325),(32 5465.7583),(33 6244.346),(34 6037.06),(35 6890.968),(36 6602.3657),(37 7454.577),(38 7265.5513),(39 8152.6055),(40 7970.5703),(41 8869.375),(42 8658.727),(43 9477.024),(44 9330.742),(45 10257.64),(46 10134.436),(47 11030.748),(48 10822.936),(49 11690.498),(50 11496.609),(51 12307.034),(52 12003.582),(53 12760.777),(54 12460.3545),(55 13167.943),(56 12781.915),(57 13454.231),(58 13126.132),(59 13808.616),(60 13475.6045),(61 14211.045),(62 13826.52),(63 14567.996),(64 14181.808),(65 14782.988),(66 14416.962),(67 15044.955),(68 14629.204),(69 15244.087),(70 14858.343),(71 15410.823),(72 14946.018),(73 15512.473),(74 15076.565),(75 15676.737),(76 15228.536),(77 15807.688),(78 15375.74),(79 15945.074),
(1 1634.5519),(2 1797.7499),(3 2811.1118),(4 2479.517),(5 3258.4417),(6 2888.1753),(7 3594.8184),(8 3132.811),(9 3835.7322),(10 3376.8782),(11 3986.4272),(12 3508.594),(13 4195.1157),(14 3738.4304),(15 4332.893),(16 3881.6995),(17 4508.47),(18 3989.3362),(19 4518.3223),(20 3973.7544),(21 4538.4023),(22 4020.8977),(23 4550.7866),(24 4004.0293),(25 4585.5195),(26 4093.17),(27 4828.7666),(28 4420.397),(29 5137.4307),(30 4805.7896),(31 5576.3716),(32 5229.6943),(33 6005.5547),(34 5716.345),(35 6479.2197),(36 6163.038),(37 6936.7256),(38 6677.977),(39 7534.4434),(40 7304.5728),(41 8173.716),(42 7830.6),(43 8734.868),(44 8565.43),(45 9494.761),(46 9305.748),(47 10177.638),(48 9984.866),(49 10818.9795),(50 10608.682),(51 11421.062),(52 11104.851),(53 11913.88),(54 11553.322),(55 12286.202),(56 11972.617),(57 12647.691),(58 12320.882),(59 13101.436),(60 12704.647),(61 13435.891),(62 13073.435),(63 13803.452),(64 13411.117),(65 14055.982),(66 13697.123),(67 14360.044),(68 13989.294),(69 14625.82),(70 14341.538),(71 14945.92),(72 14506.189),(73 15079.263),(74 14593.34),(75 15213.807),(76 14715.665),(77 15296.978),(78 14798.409),(79 15349.238),
(1 1621.2982),(2 1739.7808),(3 2732.2175),(4 2369.056),(5 3120.5684),(6 2744.256),(7 3483.139),(8 3058.3225),(9 3792.9558),(10 3323.6885),(11 3934.1858),(12 3446.4438),(13 4073.9294),(14 3605.5698),(15 4181.3247),(16 3666.2214),(17 4303.589),(18 3769.701),(19 4325.832),(20 3750.845),(21 4306.9517),(22 3750.0286),(23 4331.233),(24 3729.0356),(25 4370.7046),(26 3902.6628),(27 4656.9414),(28 4245.4453),(29 4961.2373),(30 4613.3105),(31 5413.2515),(32 5082.6797),(33 5899.879),(34 5640.94),(35 6434.997),(36 6106.765),(37 6967.377),(38 6704.931),(39 7635.1313),(40 7398.6587),(41 8337.708),(42 8088.6064),(43 8963.4795),(44 8795.327),(45 9670.772),(46 9520.054),(47 10364.021),(48 10137.214),(49 10940.285),(50 10678.608),(51 11465.919),(52 11106.806),(53 11842.248),(54 11515.133),(55 12251.737),(56 11929.745),(57 12667.793),(58 12359.107),(59 13115.444),(60 12766.499),(61 13441.649),(62 13032.351),(63 13703.475),(64 13337.551),(65 14020.911),(66 13624.733),(67 14258.403),(68 13878.836),(69 14535.049),(70 14208.471),(71 14826.723),(72 14421.394),(73 15040.657),(74 14548.62),(75 15130.539),(76 14680.944),(77 15253.847),(78 14696.558),(79 15233.271),
(1 1577.722),(2 1710.9076),(3 2611.8438),(4 2278.9229),(5 3008.7302),(6 2624.4653),(7 3348.9285),(8 2963.808),(9 3642.283),(10 3187.9087),(11 3804.1602),(12 3324.6694),(13 3965.7107),(14 3485.5105),(15 4065.8413),(16 3540.1506),(17 4144.362),(18 3644.6638),(19 4206.745),(20 3637.9265),(21 4170.883),(22 3634.8835),(23 4186.7417),(24 3657.9429),(25 4232.627),(26 3808.583),(27 4532.8247),(28 4119.915),(29 4845.15),(30 4540.3813),(31 5349.0415),(32 5058.657),(33 5836.259),(34 5581.152),(35 6326.1294),(36 5985.5513),(37 6812.1035),(38 6486.746),(39 7333.1816),(40 7088.0605),(41 7966.527),(42 7729.233),(43 8633.8955),(44 8466.858),(45 9303.279),(46 9064.155),(47 9878.736),(48 9683.165),(49 10484.701),(50 10308.9795),(51 11050.612),(52 10752.786),(53 11496.3125),(54 11187.995),(55 11831.811),(56 11498.559),(57 12201.897),(58 11798.474),(59 12481.952),(60 12095.473),(61 12772.034),(62 12357.231),(63 13001.924),(64 12607.183),(65 13269.397),(66 12897.458),(67 13550.027),(68 13174.64),(69 13806.443),(70 13416.221),(71 13946.343),(72 13502.865),(73 14026.739),(74 13537.238),(75 14159.043),(76 13703.428),(77 14285.489),(78 13790.959),(79 14335.059),
(1 1533.3927),(2 1647.4553),(3 2590.0295),(4 2241.0469),(5 2973.801),(6 2627.6658),(7 3313.681),(8 2859.296),(9 3496.7705),(10 3035.2534),(11 3651.417),(12 3123.0195),(13 3719.9705),(14 3218.365),(15 3840.1147),(16 3341.0842),(17 3955.0432),(18 3438.1265),(19 4005.8318),(20 3436.535),(21 3989.3542),(22 3468.4055),(23 3993.1296),(24 3458.2314),(25 4006.211),(26 3554.0327),(27 4217.5767),(28 3857.7974),(29 4572.5796),(30 4285.9717),(31 5106.0703),(32 4825.3555),(33 5618.3022),(34 5374.951),(35 6171.656),(36 5880.805),(37 6704.607),(38 6446.6147),(39 7296.8135),(40 7054.7935),(41 7943.854),(42 7735.6763),(43 8551.437),(44 8364.594),(45 9245.905),(46 9063.708),(47 9869.168),(48 9659.265),(49 10428.653),(50 10185.806),(51 10990.338),(52 10638.864),(53 11360.605),(54 10981.775),(55 11669.524),(56 11347.186),(57 12055.392),(58 11643.016),(59 12262.55),(60 11960.455),(61 12616.644),(62 12152.162),(63 12807.3545),(64 12474.788),(65 13162.273),(66 12799.625),(67 13400.471),(68 12984.856),(69 13645.03),(70 13242.325),(71 13872.306),(72 13369.749),(73 13921.849),(74 13480.367),(75 14110.509),(76 13654.23),(77 14227.315),(78 13683.753),(79 14181.984),
(1 1517.8441),(2 1609.1062),(3 2559.3037),(4 2222.6775),(5 2949.1265),(6 2609.7954),(7 3290.765),(8 2865.4094),(9 3450.6401),(10 3009.5815),(11 3621.9414),(12 3135.5034),(13 3684.94),(14 3238.3872),(15 3835.2856),(16 3332.4705),(17 3897.7834),(18 3337.5967),(19 3861.4446),(20 3341.7783),(21 3886.3916),(22 3373.9849),(23 3918.3662),(24 3392.1191),(25 3967.0151),(26 3517.681),(27 4182.8555),(28 3819.2356),(29 4507.729),(30 4215.806),(31 4991.34),(32 4715.826),(33 5464.1875),(34 5244.541),(35 6029.521),(36 5776.3735),(37 6580.043),(38 6378.4243),(39 7255.87),(40 7119.311),(41 7992.7305),(42 7835.7974),(43 8686.368),(44 8526.921),(45 9323.751),(46 9152.029),(47 9936.434),(48 9770.789),(49 10565.451),(50 10358.828),(51 11103.634),(52 10833.302),(53 11495.722),(54 11204.104),(55 11822.067),(56 11584.525),(57 12242.684),(58 11912.798),(59 12545.29),(60 12198.228),(61 12861.228),(62 12509.22),(63 13079.952),(64 12755.157),(65 13354.513),(66 13026.455),(67 13635.124),(68 13335.554),(69 13931.296),(70 13540.703),(71 14077.79),(72 13671.011),(73 14126.626),(74 13668.508),(75 14269.834),(76 13852.892),(77 14322.947),(78 13913.486),(79 14375.483),
(1 1554.3032),(2 1637.0825),(3 2566.0908),(4 2250.9932),(5 2994.7554),(6 2629.6807),(7 3319.9346),(8 2899.7805),(9 3531.2322),(10 3096.653),(11 3708.27),(12 3188.232),(13 3768.5674),(14 3278.395),(15 3864.919),(16 3376.0283),(17 3926.895),(18 3392.0032),(19 3925.5056),(20 3372.821),(21 3942.204),(22 3436.6848),(23 3946.096),(24 3386.8428),(25 4018.341),(26 3571.4866),(27 4245.0503),(28 3920.5378),(29 4626.318),(30 4319.003),(31 5050.444),(32 4766.5913),(33 5541.8413),(34 5328.088),(35 6093.0527),(36 5839.4316),(37 6595.687),(38 6428.6826),(39 7266.155),(40 7112.977),(41 7902.606),(42 7695.203),(43 8466.24),(44 8286.391),(45 9030.205),(46 8818.159),(47 9566.722),(48 9371.115),(49 10132.527),(50 9896.087),(51 10545.102),(52 10248.714),(53 10873.223),(54 10569.853),(55 11176.356),(56 10898.256),(57 11530.241),(58 11182.746),(59 11785.925),(60 11451.005),(61 12039.69),(62 11643.672),(63 12274.823),(64 11936.854),(65 12509.579),(66 12158.7295),(67 12813.509),(68 12530.508),(69 13082.466),(70 12644.908),(71 13125.499),(72 12730.412),(73 13291.108),(74 12874.794),(75 13480.668),(76 13102.02),(77 13603.062),(78 13160.073),(79 13670.185),
