1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 49470.547),(2 144475.8),(3 329417.97),(4 547652.94),(5 850134.25),(6 1157364.9),(7 1529665.6),(8 1892741),(9 2298644.8),(10 2665569),(11 3057845),(12 3374225.3),(13 3703409),(14 3990851.8),(15 4231795.5),(16 4451103.5),(17 4641723.5),(18 4808268.5),(19 4934020),(20 5041214.5),(21 5103789.5),(22 5146846.5),(23 5136983.5),(24 5105131),(25 5059790),(26 5014530.5),(27 4959732),(28 4899461.5),(29 4836817.5),(30 4777541.5),(31 4725573.5),(32 4705926.5),(33 4669383.5),(34 4674815.5),(35 4703534),(36 4773485.5),(37 4823805.5),(38 4902385.5),(39 5040376.5),(40 5182915.5),(41 5359357.5),(42 5494160.5),(43 5654634.5),(44 5790400),(45 5899238.5),(46 5950761.5),(47 5948384.5),(48 5899662.5),(49 5822810.5),(50 5715938.5),(51 5570357),(52 5426082.5),(53 5307277.5),(54 5173536.5),(55 5089050),(56 5033502),(57 5030702),(58 5022341.5),(59 5092028.5),(60 5165068.5),(61 5306651.5),(62 5413814.5),(63 5531692.5),(64 5639314.5),(65 5737485.5),(66 5800784),(67 5900372),(68 6004298),(69 6118827.5),(70 6253872),(71 6376897.5),(72 6507584),(73 6632100),(74 6743661.5),(75 6844048.5),(76 6937148),(77 7008367.5),(78 7070805.5),(79 7136726.5),
(1 35086.98),(2 131177.17),(3 282540.53),(4 476305.72),(5 710646.3),(6 970227.5),(7 1248041.4),(8 1538521.4),(9 1840353),(10 2142794.3),(11 2444045.8),(12 2740512),(13 2979498),(14 3248623),(15 3494810),(16 3733614.3),(17 3957181.3),(18 4170189.3),(19 4370547),(20 4557362.5),(21 4732697.5),(22 4896056),(23 5052273.5),(24 5202843),(25 5354229.5),(26 5506768),(27 5659196.5),(28 5809218.5),(29 5967470.5),(30 6131662.5),(31 6283624),(32 6435960.5),(33 6587538),(34 6740028),(35 6894622),(36 7046244),(37 7170360),(38 7302921.5),(39 7419310.5),(40 7521744.5),(41 7613530.5),(42 7688311.5),(43 7753537.5),(44 7826675.5),(45 7894594),(46 7964840.5),(47 8049792),(48 8144383.5),(49 8249256),(50 8358102),(51 8460888),(52 8575861),(53 8686502),(54 8806212),(55 8926559),(56 9046172),(57 9163464),(58 9264931),(59 9338239),(60 9411099),(61 9460616),(62 9485999),(63 9508023),(64 9524927),(65 9531869),(66 9513716),(67 9482902),(68 9441415),(69 9407893),(70 9375087),(71 9348385),(72 9332472),(73 9323703),(74 9306277),(75 9293042),(76 9276179),(77 9263093),(78 9240153),(79 9228444),
(1 31446.27),(2 116161.08),(3 246028.4),(4 407269.8),(5 596466.5),(6 802296.25),(7 1018754.4),(8 1238019),(9 1461088.4),(10 1684769.5),(11 1908474.3),(12 2131903),(13 2317738),(14 2527992.3),(15 2731123.8),(16 2928352),(17 3117132.3),(18 3299447),(19 3474966.8),(20 3646846.8),(21 3815605),(22 3986599.8),(23 4161516.8),(24 4342196),(25 4544964.5),(26 4766738),(27 4998160.5),(28 5226750.5),(29 5455038),(30 5680527.5),(31 5898933),(32 6105092),(33 6301030.5),(34 6491076),(35 6675029),(36 6837063.5),(37 6995451.5),(38 7128941),(39 7240270),(40 7338243),(41 7431038),(42 7513586.5),(43 7579013),(44 7634062),(45 7668661),(46 7676956),(47 7672666),(48 7665904),(49 7654544.5),(50 7657887.5),(51 7676446),(52 7726829.5),(53 7792036),(54 7877426),(55 7983257.5),(56 8104892),(57 8229597),(58 8353951.5),(59 8475809),(60 8579730),(61 8694449),(62 8792304),(63 8887402),(64 8966188),(65 9040095),(66 9105587),(67 9169740),(68 9234980),(69 9303188),(70 9369816),(71 9432838),(72 9490927),(73 9536472),(74 9579535),(75 9619122),(76 9651702),(77 9676510),(78 9688309),(79 9707745),
(1 31622.893),(2 119569.19),(3 256177.88),(4 434129.9),(5 648448.75),(6 893306.56),(7 1157747.6),(8 1442275.9),(9 1740756.5),(10 2050887.6),(11 2366830.8),(12 2688996.8),(13 2957629),(14 3265454),(15 3567266.3),(16 3863873.5),(17 4161120),(18 4458704.5),(19 4754401),(20 5059094),(21 5357388),(22 5650091.5),(23 5939120),(24 6234352.5),(25 6515397),(26 6786148),(27 7031670.5),(28 7250123.5),(29 7434909.5),(30 7600118),(31 7738389),(32 7862784.5),(33 7961540),(34 8061214),(35 8158676),(36 8239092.5),(37 8301379),(38 8366891.5),(39 8416160),(40 8449749),(41 8471228),(42 8494191),(43 8502578),(44 8502993),(45 8507155),(46 8518639),(47 8537220),(48 8560018),(49 8607724),(50 8671279),(51 8731873),(52 8804191),(53 8874532),(54 8935171),(55 8988128),(56 9043770),(57 9086784),(58 9130412),(59 9164852),(60 9197649),(61 9210034),(62 9216878),(63 9229835),(64 9243162),(65 9260451),(66 9275375),(67 9286879),(68 9298721),(69 9317377),(70 9323646),(71 9323608),(72 9314247),(73 9293475),(74 9259473),(75 9220924),(76 9193677),(77 9150723),(78 9098081),(79 9056899),
(1 34634.332),(2 130084.05),(3 278251.66),(4 471228.75),(5 702085.25),(6 958819.3),(7 1235821),(8 1530553.8),(9 1835945.5),(10 2152587),(11 2475046.5),(12 2807348.8),(13 3077294.3),(14 3399067.8),(15 3732385.5),(16 4078575),(17 4440837.5),(18 4810966.5),(19 5192653),(20 5584616.5),(21 5976302),(22 6362845.5),(23 6735435.5),(24 7099332.5),(25 7445577.5),(26 7766814),(27 8058164),(28 8314453.5),(29 8527551),(30 8711558),(31 8871152),(32 9000216),(33 9091995),(34 9183057),(35 9252049),(36 9295031),(37 9314313),(38 9320238),(39 9310039),(40 9291591),(41 9269058),(42 9236049),(43 9182795),(44 9127459),(45 9060086),(46 8992735),(47 8921224),(48 8852399),(49 8799223),(50 8762007),(51 8731942),(52 8710554),(53 8695788),(54 8688723),(55 8693492),(56 8713440),(57 8735554),(58 8760156),(59 8784866),(60 8793467),(61 8808851),(62 8806670),(63 8811060),(64 8817190),(65 8836065),(66 8861582),(67 8893993),(68 8940071),(69 8996875),(70 9055945),(71 9132564),(72 9202838),(73 9287354),(74 9375410),(75 9464505),(76 9550307),(77 9634823),(78 9708699),(79 9787570),
(1 37041.89),(2 141751.81),(3 310867.66),(4 537900.44),(5 819110.9),(6 1144080.5),(7 1500070.5),(8 1881688.5),(9 2277986.8),(10 2684692.3),(11 3097710.8),(12 3507008.8),(13 3854270.8),(14 4222886.5),(15 4573541),(16 4900069),(17 5194217),(18 5454664),(19 5688527),(20 5878341.5),(21 6037471.5),(22 6154864),(23 6243280),(24 6300035),(25 6336754),(26 6352443.5),(27 6354185),(28 6348995),(29 6343288.5),(30 6337545.5),(31 6331719.5),(32 6322213.5),(33 6310149.5),(34 6300181.5),(35 6295910),(36 6288504.5),(37 6280576),(38 6291529.5),(39 6314196.5),(40 6351644.5),(41 6403027.5),(42 6466444.5),(43 6540189),(44 6629628.5),(45 6724402),(46 6823838.5),(47 6923458.5),(48 7022067.5),(49 7118339),(50 7206954.5),(51 7279450.5),(52 7344159.5),(53 7402313.5),(54 7455924.5),(55 7511607.5),(56 7577899.5),(57 7651641.5),(58 7735195.5),(59 7833981),(60 7914532.5),(61 8040433.5),(62 8183965),(63 8344096),(64 8528859),(65 8748905),(66 8991937),(67 9247654),(68 9523157),(69 9799669),(70 10069979),(71 10349370),(72 10616401),(73 10882545),(74 11144004),(75 11391122),(76 11624638),(77 11829760),(78 12017958),(79 12181009),
(1 44241.195),(2 170590.22),(3 368301.22),(4 626386.3),(5 932405.94),(6 1276664),(7 1643116.1),(8 2032065.3),(9 2429701.8),(10 2835063.3),(11 3242730.5),(12 3643721.3),(13 3984895),(14 4351208.5),(15 4702479.5),(16 5040266),(17 5355188),(18 5644598),(19 5897681.5),(20 6118093),(21 6308988),(22 6476589.5),(23 6621962.5),(24 6761638),(25 6889577.5),(26 7019931.5),(27 7154569),(28 7290260.5),(29 7432614.5),(30 7580729),(31 7718558),(32 7850320),(33 7977504.5),(34 8087795.5),(35 8193237.5),(36 8290711.5),(37 8364571),(38 8447033),(39 8544610),(40 8644599),(41 8753777),(42 8862918),(43 8967887),(44 9065764),(45 9142893),(46 9203227),(47 9232229),(48 9237324),(49 9220160),(50 9187914),(51 9149060),(52 9104234),(53 9060914),(54 9010450),(55 8949471),(56 8888259),(57 8804346),(58 8704947),(59 8590275),(60 8526515),(61 8440361),(62 8372454.5),(63 8331344),(64 8314845),(65 8314410.5),(66 8332972),(67 8367201.5),(68 8411285),(69 8468044),(70 8526291),(71 8587279),(72 8648986),(73 8717535),(74 8783240),(75 8851788),(76 8925001),(77 9007351),(78 9095241),(79 9191552),
(1 42643.37),(2 162587.9),(3 349207.5),(4 594650.6),(5 889476.6),(6 1217306.3),(7 1565466.1),(8 1936349.4),(9 2315723),(10 2707045.5),(11 3096073.3),(12 3482043),(13 3815600.8),(14 4170520.8),(15 4513700),(16 4844727.5),(17 5161118.5),(18 5462417),(19 5749932.5),(20 6023328),(21 6282417.5),(22 6525384.5),(23 6744745.5),(24 6936366.5),(25 7101642),(26 7246531.5),(27 7376542),(28 7493253),(29 7592798),(30 7672447),(31 7737515.5),(32 7788108.5),(33 7831349.5),(34 7858649.5),(35 7864898),(36 7852964),(37 7815704),(38 7785563.5),(39 7753630),(40 7729892),(41 7715372.5),(42 7710132.5),(43 7716712),(44 7734624.5),(45 7764744.5),(46 7802149),(47 7839364.5),(48 7878417),(49 7892008.5),(50 7901416.5),(51 7906567),(52 7901929.5),(53 7888083),(54 7862034),(55 7826274.5),(56 7792676),(57 7756115.5),(58 7714358),(59 7662780),(60 7606288.5),(61 7547931.5),(62 7490376.5),(63 7439291.5),(64 7388629.5),(65 7347815.5),(66 7320721.5),(67 7303222.5),(68 7306935),(69 7321749.5),(70 7343444.5),(71 7373919),(72 7415460),(73 7455942.5),(74 7495016.5),(75 7538215),(76 7570997.5),(77 7604079),(78 7632910),(79 7655284.5),
(1 40690.426),(2 153471.72),(3 327630.8),(4 552267),(5 819797.1),(6 1120562.8),(7 1442100),(8 1775720.1),(9 2107857),(10 2437832),(11 2754776.5),(12 3065465.5),(13 3325751.8),(14 3598446.5),(15 3859425.5),(16 4102209.3),(17 4334175),(18 4548120),(19 4748168),(20 4927189),(21 5087359),(22 5229531.5),(23 5345084.5),(24 5448055),(25 5539464),(26 5612746),(27 5679662.5),(28 5727562.5),(29 5769914),(30 5803983),(31 5834193.5),(32 5865180),(33 5896885),(34 5932909),(35 5964943),(36 5991520),(37 5992320.5),(38 6020335),(39 6060322.5),(40 6102240),(41 6150699.5),(42 6201176.5),(43 6261409.5),(44 6332255.5),(45 6413648),(46 6508661),(47 6604461.5),(48 6704475),(49 6804947.5),(50 6899624.5),(51 6993376),(52 7068579),(53 7130721),(54 7172063),(55 7198014),(56 7218549),(57 7228920.5),(58 7242395),(59 7254129),(60 7238697),(61 7223478),(62 7205226),(63 7189585.5),(64 7178519),(65 7177682),(66 7185740.5),(67 7203501.5),(68 7233965),(69 7277252),(70 7314509),(71 7359448.5),(72 7384521),(73 7405049),(74 7425119.5),(75 7447462),(76 7458838.5),(77 7455892),(78 7433510.5),(79 7396819),
(1 30493.967),(2 114327.164),(3 247506.86),(4 421879.06),(5 634483.75),(6 880054.56),(7 1148454.3),(8 1437859.5),(9 1739289.3),(10 2043200),(11 2344724.8),(12 2641640.3),(13 2893982.3),(14 3160373.5),(15 3414743),(16 3654330),(17 3878813.5),(18 4086810.8),(19 4284382.5),(20 4471189),(21 4645998.5),(22 4816414.5),(23 4993152),(24 5177488),(25 5372710),(26 5560067.5),(27 5742217),(28 5900712),(29 6049217.5),(30 6188217),(31 6329395.5),(32 6470830.5),(33 6612392),(34 6763351.5),(35 6921075.5),(36 7071333),(37 7213064.5),(38 7357004),(39 7496496.5),(40 7622571),(41 7730217.5),(42 7819745),(43 7892186),(44 7935269),(45 7962165.5),(46 7972422),(47 7957255),(48 7932677),(49 7895125),(50 7841429),(51 7768585.5),(52 7690492.5),(53 7605124.5),(54 7519607.5),(55 7426342),(56 7340954),(57 7257921.5),(58 7179527),(59 7110308.5),(60 7042977.5),(61 6979276),(62 6925554.5),(63 6888625.5),(64 6864523),(65 6862401),(66 6875281.5),(67 6894737.5),(68 6919035),(69 6944152.5),(70 6975714.5),(71 7017416),(72 7050865),(73 7096675.5),(74 7142936.5),(75 7199393.5),(76 7258601.5),(77 7322229.5),(78 7378721.5),(79 7442241),
(1 38153.44),(2 144684.38),(3 315134.63),(4 537499.06),(5 809286.6),(6 1121081.1),(7 1466406.4),(8 1839713.3),(9 2233606.5),(10 2641852.3),(11 3051660),(12 3460158.8),(13 3804667.3),(14 4182186),(15 4537968.5),(16 4868305.5),(17 5171597.5),(18 5438556.5),(19 5672909),(20 5869581),(21 6038131),(22 6178089),(23 6312061),(24 6436278.5),(25 6564866.5),(26 6700156),(27 6828433.5),(28 6942940.5),(29 7054171.5),(30 7153972),(31 7250729),(32 7335863),(33 7415517.5),(34 7497219),(35 7574064),(36 7659448),(37 7721205),(38 7783750.5),(39 7846700),(40 7894678),(41 7942411),(42 7976626.5),(43 8007957),(44 8025762.5),(45 8026679),(46 8017708),(47 7994893.5),(48 7963029),(49 7931102),(50 7886374.5),(51 7828840),(52 7770245.5),(53 7701420),(54 7625101),(55 7540942.5),(56 7457682.5),(57 7374117.5),(58 7291828),(59 7236380.5),(60 7181224),(61 7144184),(62 7126592.5),(63 7126382),(64 7146273),(65 7185255.5),(66 7243579),(67 7308771),(68 7372546),(69 7432991),(70 7477801.5),(71 7513099.5),(72 7528137),(73 7536714),(74 7525845),(75 7516948),(76 7497400.5),(77 7467446.5),(78 7421931),(79 7362144),
(1 36687.71),(2 140385.5),(3 304715.16),(4 520841.72),(5 779816.75),(6 1073373.3),(7 1396024.9),(8 1743227.9),(9 2105782.5),(10 2476792.3),(11 2843985.8),(12 3208975.5),(13 3528087),(14 3865067),(15 4185180),(16 4488999),(17 4772596.5),(18 5024309.5),(19 5246901.5),(20 5439937.5),(21 5607567.5),(22 5744900),(23 5858157.5),(24 5942264.5),(25 6005812.5),(26 6049896.5),(27 6081426),(28 6102870.5),(29 6119782),(30 6127210),(31 6129134.5),(32 6131452.5),(33 6138261),(34 6150060),(35 6168131.5),(36 6190672.5),(37 6209833),(38 6223813.5),(39 6236896),(40 6241275),(41 6238723),(42 6223036.5),(43 6196569),(44 6168843),(45 6121274.5),(46 6060318),(47 5975804),(48 5879796),(49 5787245.5),(50 5700765.5),(51 5634768),(52 5589012),(53 5554806.5),(54 5534651.5),(55 5524998),(56 5529523.5),(57 5543570),(58 5563230),(59 5589175.5),(60 5615933),(61 5652303),(62 5695925),(63 5746878),(64 5800794),(65 5859107),(66 5927765.5),(67 6003318),(68 6090250),(69 6190231.5),(70 6292577),(71 6392547.5),(72 6487949),(73 6570950.5),(74 6634831.5),(75 6691563),(76 6737198),(77 6773597),(78 6794944),(79 6806313.5),
(1 33720.96),(2 127065.65),(3 271521.97),(4 457540.7),(5 678701.9),(6 924911.44),(7 1188036.3),(8 1461424.9),(9 1738938.6),(10 2015565.3),(11 2290619.8),(12 2568284.8),(13 2800290.3),(14 3060223.8),(15 3313745.8),(16 3562630),(17 3811081),(18 4057904.3),(19 4299637.5),(20 4530495.5),(21 4748539),(22 4935867.5),(23 5100359),(24 5243927),(25 5369971.5),(26 5475638.5),(27 5560402),(28 5636000.5),(29 5696803),(30 5746565.5),(31 5788705),(32 5822409.5),(33 5856314),(34 5886181),(35 5915033.5),(36 5932288.5),(37 5938140.5),(38 5935337),(39 5929987.5),(40 5912215),(41 5893483),(42 5871118),(43 5849989.5),(44 5832354.5),(45 5820712),(46 5818038.5),(47 5820653.5),(48 5840383.5),(49 5873602),(50 5918727.5),(51 5977680.5),(52 6034335),(53 6086107),(54 6119110.5),(55 6146062),(56 6166930.5),(57 6184068),(58 6194372.5),(59 6206514),(60 6242009.5),(61 6261687),(62 6273778),(63 6290794.5),(64 6299733),(65 6298122.5),(66 6281004.5),(67 6251325),(68 6215230.5),(69 6172379),(70 6120640.5),(71 6063446.5),(72 5991314),(73 5915268.5),(74 5831021.5),(75 5761008.5),(76 5695285.5),(77 5630387.5),(78 5567546.5),(79 5514864.5),
(1 36765.367),(2 138628.81),(3 295485.5),(4 496807.66),(5 733126.44),(6 993571.4),(7 1269196.1),(8 1555232.4),(9 1845470),(10 2132114.5),(11 2411106.5),(12 2685313),(13 2905123.5),(14 3145739.8),(15 3382989.5),(16 3618599.8),(17 3839645.8),(18 4057497.5),(19 4264463.5),(20 4449645.5),(21 4616969),(22 4758873),(23 4876424),(24 4973937),(25 5049311.5),(26 5108686),(27 5149205.5),(28 5173792.5),(29 5184000),(30 5181017),(31 5167219),(32 5153148),(33 5140573),(34 5130574),(35 5132846.5),(36 5145018.5),(37 5154970),(38 5180297),(39 5208838.5),(40 5238106),(41 5271928),(42 5303151.5),(43 5338057),(44 5376425),(45 5405277.5),(46 5440306),(47 5475895.5),(48 5512135),(49 5547527.5),(50 5577061.5),(51 5602369.5),(52 5624697.5),(53 5643128),(54 5662714.5),(55 5687432),(56 5722143.5),(57 5768908.5),(58 5822833),(59 5884598),(60 5947976),(61 6024185.5),(62 6097935),(63 6167337),(64 6219435.5),(65 6258072),(66 6271465),(67 6267648.5),(68 6243018),(69 6209461.5),(70 6151730),(71 6089453),(72 6028319.5),(73 5970357.5),(74 5912253),(75 5864894),(76 5820507),(77 5780252.5),(78 5744537.5),(79 5716831.5),
(1 35314.746),(2 132459.2),(3 283138.7),(4 477954.5),(5 710983.3),(6 969734.9),(7 1242858),(8 1518868.1),(9 1795139.3),(10 2059806.8),(11 2311876.8),(12 2548437.3),(13 2740680.3),(14 2937657.5),(15 3122763.5),(16 3292785.8),(17 3449513),(18 3593191),(19 3728759),(20 3848128.8),(21 3955479.5),(22 4047210.8),(23 4128539),(24 4202005.5),(25 4269295.5),(26 4329083.5),(27 4382442),(28 4430210),(29 4475904.5),(30 4522074.5),(31 4557776.5),(32 4590430),(33 4620648.5),(34 4651789.5),(35 4681936.5),(36 4718598.5),(37 4752251.5),(38 4797035.5),(39 4840792),(40 4894642),(41 4950867),(42 5008733),(43 5072141),(44 5133567),(45 5190640.5),(46 5241783.5),(47 5285935),(48 5321771.5),(49 5338189.5),(50 5344001.5),(51 5335984),(52 5329115.5),(53 5317778),(54 5315330),(55 5318791),(56 5341109.5),(57 5372741.5),(58 5420138.5),(59 5468985.5),(60 5513915),(61 5570927.5),(62 5623931),(63 5665946.5),(64 5695369),(65 5706122),(66 5700414),(67 5688123.5),(68 5662984),(69 5630064.5),(70 5595479),(71 5565877),(72 5546058),(73 5537371.5),(74 5536320),(75 5546221),(76 5560180),(77 5579313),(78 5600673.5),(79 5617666.5),
(1 39445.3),(2 148338.88),(3 315647.75),(4 529742.4),(5 779413.1),(6 1053202.6),(7 1335989.8),(8 1620167),(9 1897556.6),(10 2159251.3),(11 2404960),(12 2629807.3),(13 2794825.5),(14 2965611.8),(15 3111784.5),(16 3241145.5),(17 3358641.5),(18 3465759.3),(19 3572522),(20 3666361.3),(21 3764829),(22 3857678.8),(23 3953165.8),(24 4046611.5),(25 4142134.8),(26 4239709),(27 4329841.5),(28 4413770.5),(29 4485505.5),(30 4547706.5),(31 4590294),(32 4620778),(33 4644732),(34 4653137),(35 4660053.5),(36 4672639),(37 4677921),(38 4708160),(39 4756877.5),(40 4823072.5),(41 4894111.5),(42 4980346.5),(43 5064169.5),(44 5143831),(45 5205236),(46 5256071.5),(47 5286173.5),(48 5300993),(49 5302513),(50 5300529.5),(51 5305066),(52 5317114.5),(53 5338739),(54 5363727),(55 5384541.5),(56 5410845.5),(57 5422596),(58 5428765.5),(59 5427932.5),(60 5435796.5),(61 5431851),(62 5421332),(63 5406665.5),(64 5397074.5),(65 5393418),(66 5397481),(67 5409134),(68 5428454),(69 5464929.5),(70 5509715),(71 5571148),(72 5626266),(73 5687868),(74 5741753),(75 5793853.5),(76 5840058.5),(77 5884412),(78 5916687),(79 5945768),
(1 39619.758),(2 150898.05),(3 326815.72),(4 554468.44),(5 823394.3),(6 1122797.9),(7 1438690.9),(8 1760586.9),(9 2072206.9),(10 2367256.3),(11 2641130.3),(12 2885656.8),(13 3077185.8),(14 3258502.8),(15 3414161.5),(16 3541904.3),(17 3644396),(18 3726480),(19 3792591),(20 3844983.5),(21 3900596),(22 3957656.3),(23 4013483.8),(24 4077024.8),(25 4139973.8),(26 4203645),(27 4272102.5),(28 4334143.5),(29 4395681.5),(30 4445971.5),(31 4486141),(32 4519056.5),(33 4547521),(34 4566330.5),(35 4581883.5),(36 4601840.5),(37 4627894),(38 4663373.5),(39 4708686),(40 4758845),(41 4802354),(42 4831920.5),(43 4844563),(44 4848170),(45 4831606),(46 4799721.5),(47 4760900.5),(48 4721686),(49 4676828.5),(50 4630540),(51 4590532),(52 4553210.5),(53 4524660),(54 4496522.5),(55 4478566),(56 4471260),(57 4478998.5),(58 4498128.5),(59 4519562.5),(60 4536338),(61 4558928),(62 4575145),(63 4588593.5),(64 4599935),(65 4608849.5),(66 4619060),(67 4626684),(68 4640475),(69 4657315.5),(70 4686793),(71 4736183),(72 4804613),(73 4887394),(74 4979109),(75 5071680),(76 5161167.5),(77 5243615.5),(78 5314740.5),(79 5378164),
(1 29713.086),(2 109618.99),(3 230475.98),(4 381998.28),(5 554672.9),(6 741968.06),(7 934776.94),(8 1130201.5),(9 1320988.1),(10 1502411.3),(11 1673119.3),(12 1833175.6),(13 1965446.9),(14 2101254),(15 2233472.3),(16 2356908.5),(17 2478614.5),(18 2600084.5),(19 2716194.3),(20 2829892.5),(21 2938719.3),(22 3037116.8),(23 3128007.5),(24 3210834.3),(25 3284338.5),(26 3349435),(27 3405903),(28 3451513),(29 3486293),(30 3509838.8),(31 3527949.8),(32 3536527.3),(33 3542524.8),(34 3545495.3),(35 3550006.5),(36 3554066.3),(37 3550290.8),(38 3558826.8),(39 3574391.8),(40 3598285.5),(41 3622536.8),(42 3648782.5),(43 3668967.5),(44 3686962),(45 3690624),(46 3684697.8),(47 3663225),(48 3645618),(49 3623960.5),(50 3600610.8),(51 3580451.3),(52 3561464.3),(53 3542894.5),(54 3521174),(55 3494247),(56 3466380.3),(57 3441978.3),(58 3429628.8),(59 3420175),(60 3397639),(61 3394313),(62 3404409.5),(63 3422280.5),(64 3437515),(65 3452586.3),(66 3463929.8),(67 3478507.3),(68 3499594.8),(69 3524748.5),(70 3553929.5),(71 3579754),(72 3600876.8),(73 3614203.3),(74 3612138.3),(75 3603549.8),(76 3579184.3),(77 3548401.5),(78 3511439),(79 3470313),
(1 34321.98),(2 128144.805),(3 271787.4),(4 453423.84),(5 663114.94),(6 891836.3),(7 1123455.8),(8 1355418.6),(9 1580337.9),(10 1794519.6),(11 1994511),(12 2174343.8),(13 2318712.3),(14 2455935.3),(15 2574328.8),(16 2675703.3),(17 2762973.3),(18 2842719.3),(19 2917765.8),(20 2991534.8),(21 3064001.8),(22 3129689),(23 3187343.8),(24 3225655.3),(25 3249366.8),(26 3262560.3),(27 3266144.8),(28 3260602.8),(29 3251014),(30 3239957.8),(31 3226925),(32 3210581.3),(33 3196455),(34 3178684),(35 3165020.8),(36 3155808.8),(37 3152108.8),(38 3160819.3),(39 3177256),(40 3205244),(41 3233272.8),(42 3263889.3),(43 3284750.3),(44 3305502.8),(45 3320666),(46 3331588.3),(47 3340639),(48 3350467),(49 3359273),(50 3371331.8),(51 3392276),(52 3418335),(53 3451628),(54 3487578.8),(55 3525177.8),(56 3567534),(57 3606825.3),(58 3642575),(59 3674572.8),(60 3702282),(61 3720483),(62 3727088.8),(63 3726151.8),(64 3717776),(65 3704933.3),(66 3688744.8),(67 3672304),(68 3656055.8),(69 3640512.8),(70 3624398.3),(71 3607036.3),(72 3592657.3),(73 3577623),(74 3566313.3),(75 3561974.3),(76 3559162.8),(77 3568761),(78 3587546),(79 3619517.3),
