1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 46714.957),(2 114251.836),(3 199384.73),(4 318182.66),(5 466806.63),(6 652942.7),(7 841309.8),(8 1036700.94),(9 1219535.5),(10 1437482.4),(11 1655314.9),(12 1897286),(13 2176108),(14 2461061.8),(15 2699810.3),(16 2928520),(17 3153160.8),(18 3406146.3),(19 3629545.3),(20 3808414.8),(21 3932581.3),(22 4103912.8),(23 4251152.5),(24 4406837.5),(25 4548916.5),(26 4679009.5),(27 4797302),(28 4867660.5),(29 4987616.5),(30 5083549),(31 5170109.5),(32 5199386),(33 5214339.5),(34 5248790.5),(35 5278898.5),(36 5329928.5),(37 5321013.5),(38 5310822.5),(39 5314045.5),(40 5309500.5),(41 5342195),(42 5343401.5),(43 5391136),(44 5435704.5),(45 5447772.5),(46 5548066),(47 5689756),(48 5884553.5),(49 6105378.5),(50 6344329.5),(51 6510668),(52 6830450.5),(53 7188584),(54 7544190.5),(55 7944158),(56 8411941),(57 8755816),(58 9238342),(59 9760978),(60 10410416),(61 11014132),(62 11610821),(63 12124420),(64 12811557),(65 13574223),(66 14376065),(67 15215832),(68 16087245),(69 16832504),(70 17768286),(71 18653146),(72 19666870),(73 20623750),(74 21613146),(75 22446406),(76 23499654),(77 24636214),(78 25783034),(79 26929674),
(1 42.99751),(2 51.695553),(3 54.233055),(4 56.075203),(5 58.737255),(6 60.060944),(7 61.906612),(8 62.70775),(9 63.761925),(10 64.44596),(11 65.723236),(12 67.02226),(13 67.76524),(14 68.75386),(15 67.912),(16 67.79892),(17 69.67103),(18 69.806786),(19 71.36577),(20 70.50978),(21 70.874886),(22 70.81281),(23 71.478294),(24 71.80451),(25 72.49534),(26 73.10883),(27 72.47842),(28 73.13147),(29 72.95686),(30 73.141846),(31 73.75356),(32 73.63232),(33 73.42038),(34 73.60352),(35 73.6966),(36 74.89637),(37 75.252945),(38 74.66213),(39 74.82917),(40 75.059555),(41 75.38237),(42 75.67212),(43 75.34948),(44 74.737144),(45 74.11522),(46 73.63917),(47 73.58911),(48 73.13913),(49 73.41975),(50 73.29255),(51 72.51217),(52 72.41571),(53 72.87606),(54 73.28732),(55 73.41276),(56 72.114075),(57 71.84179),(58 70.90296),(59 71.27766),(60 70.82287),(61 70.83055),(62 70.68068),(63 70.15274),(64 69.76237),(65 69.86634),(66 69.5541),(67 69.47459),(68 69.50186),(69 69.04439),(70 69.123314),(71 69.05453),(72 69.10749),(73 68.46649),(74 69.07405),(75 68.192024),(76 68.082565),(77 68.2633),(78 68.70229),(79 68.8861),
(1 42.227108),(2 50.69965),(3 53.439167),(4 55.33559),(5 58.193523),(6 59.140606),(7 60.280865),(8 61.660976),(9 62.923874),(10 63.48781),(11 65.22354),(12 66.259995),(13 67.01418),(14 67.91239),(15 67.0309),(16 67.99805),(17 68.52047),(18 69.15715),(19 69.65322),(20 68.89957),(21 69.73828),(22 70.34936),(23 70.81442),(24 71.40157),(25 72.03735),(26 71.69642),(27 71.25573),(28 72.039604),(29 72.588715),(30 72.12421),(31 73.313126),(32 72.54055),(33 72.60829),(34 73.32742),(35 73.04703),(36 73.83447),(37 73.87299),(38 73.812744),(39 73.4204),(40 72.92454),(41 73.65021),(42 74.0837),(43 74.07544),(44 73.394806),(45 73.08924),(46 72.96356),(47 73.31973),(48 72.84281),(49 73.76569),(50 73.7784),(51 73.44698),(52 72.338585),(53 72.36973),(54 72.77525),(55 72.60333),(56 71.559296),(57 71.00914),(58 70.51646),(59 70.5055),(60 70.105995),(61 70.384766),(62 70.090225),(63 69.39924),(64 69.436386),(65 69.84378),(66 69.910995),(67 69.63538),(68 69.6483),(69 68.914925),(70 69.59092),(71 69.97739),(72 69.992676),(73 69.42228),(74 69.53345),(75 68.21587),(76 68.23564),(77 68.66412),(78 68.36004),(79 68.999245),
(1 42.200172),(2 50.099678),(3 52.77175),(4 55.05572),(5 57.122383),(6 58.660847),(7 59.71451),(8 60.818363),(9 61.63818),(10 63.046104),(11 64.91859),(12 66.293205),(13 67.06776),(14 67.80556),(15 67.253685),(16 67.619446),(17 68.85525),(18 69.085556),(19 69.74075),(20 69.45404),(21 69.20267),(22 69.419136),(23 69.968506),(24 70.53851),(25 70.70372),(26 71.11366),(27 70.64004),(28 70.78466),(29 71.37382),(30 71.1476),(31 71.489944),(32 71.62974),(33 71.82236),(34 72.59334),(35 72.0155),(36 72.42917),(37 72.35463),(38 72.72738),(39 72.306206),(40 72.21352),(41 72.696495),(42 73.59857),(43 73.163284),(44 73.61544),(45 73.24993),(46 72.4142),(47 71.53009),(48 71.80598),(49 72.29088),(50 72.54806),(51 71.9786),(52 72.44109),(53 72.268875),(54 72.78531),(55 71.79388),(56 71.59615),(57 71.36977),(58 70.47108),(59 69.65068),(60 69.64891),(61 70.03454),(62 69.563126),(63 68.53935),(64 68.09049),(65 68.71156),(66 69.44915),(67 68.988754),(68 69.04191),(69 68.89568),(70 69.89665),(71 69.44296),(72 69.46702),(73 68.97986),(74 68.9327),(75 68.21566),(76 68.07727),(77 67.673996),(78 67.54676),(79 68.08735),
(1 41.35515),(2 48.700447),(3 51.534016),(4 54.264526),(5 56.44458),(6 58.231888),(7 59.494904),(8 60.61957),(9 61.791527),(10 63.34447),(11 64.20946),(12 64.49174),(13 66.23029),(14 66.37433),(15 66.19032),(16 66.54539),(17 67.62361),(18 68.53005),(19 69.45355),(20 69.01394),(21 69.30509),(22 69.213905),(23 69.296005),(24 69.230194),(25 69.68936),(26 69.94091),(27 69.376816),(28 70.609955),(29 71.34224),(30 71.741684),(31 71.71112),(32 71.15894),(33 71.481606),(34 71.86292),(35 72.23646),(36 72.52486),(37 72.34342),(38 72.99104),(39 72.61788),(40 72.10067),(41 72.040726),(42 71.69409),(43 72.290344),(44 72.14717),(45 71.7069),(46 70.988144),(47 70.84734),(48 70.73063),(49 70.25661),(50 71.0336),(51 69.3368),(52 69.557846),(53 70.02392),(54 69.25599),(55 70.17464),(56 69.028595),(57 68.75272),(58 68.80872),(59 68.62116),(60 68.983055),(61 68.88785),(62 68.07138),(63 67.64976),(64 68.20336),(65 68.10147),(66 67.685356),(67 67.92606),(68 67.41401),(69 67.11922),(70 67.68152),(71 67.19723),(72 67.3286),(73 66.95561),(74 66.73137),(75 65.67521),(76 66.166245),(77 66.79002),(78 66.14751),(79 66.1991),
(1 41.236847),(2 49.02129),(3 51.966618),(4 53.975296),(5 55.76764),(6 57.42585),(7 58.926582),(8 60.190136),(9 61.40331),(10 63.111652),(11 64.2272),(12 65.33755),(13 65.966934),(14 67.113815),(15 66.14672),(16 66.77772),(17 67.41261),(18 68.16701),(19 68.681046),(20 68.35936),(21 68.80656),(22 68.73759),(23 69.34394),(24 69.7575),(25 69.92469),(26 70.56374),(27 70.61767),(28 70.980125),(29 71.61226),(30 72.20608),(31 71.80655),(32 71.32668),(33 71.12384),(34 70.88845),(35 71.03891),(36 72.17499),(37 71.977165),(38 72.35883),(39 71.33497),(40 71.81125),(41 71.66778),(42 71.46917),(43 71.844376),(44 72.3021),(45 72.00972),(46 71.34029),(47 71.28242),(48 71.38199),(49 71.1336),(50 71.36178),(51 71.268295),(52 70.956764),(53 70.825516),(54 71.217804),(55 70.40614),(56 70.027626),(57 70.137146),(58 69.87004),(59 69.94262),(60 69.68902),(61 69.58483),(62 69.00974),(63 68.04749),(64 68.040825),(65 68.52525),(66 68.18491),(67 68.452866),(68 67.407524),(69 67.73148),(70 67.88591),(71 67.32982),(72 67.30324),(73 67.460266),(74 67.61322),(75 66.7779),(76 66.47336),(77 66.51345),(78 66.50556),(79 67.06259),
(1 41.054928),(2 48.97631),(3 51.572674),(4 54.298553),(5 55.940994),(6 57.25884),(7 58.671345),(8 59.59559),(9 60.35812),(10 61.59744),(11 62.30219),(12 63.85412),(13 64.08828),(14 65.1416),(15 64.605644),(16 65.208626),(17 65.93057),(18 66.236755),(19 66.61167),(20 66.6203),(21 67.218124),(22 67.51553),(23 68.458595),(24 68.87902),(25 68.89752),(26 69.28353),(27 68.650955),(28 68.994354),(29 68.97714),(30 69.298096),(31 68.71793),(32 68.19978),(33 68.23118),(34 68.91361),(35 69.03757),(36 70.26845),(37 69.904854),(38 69.14118),(39 69.08862),(40 69.29282),(41 69.56428),(42 69.22483),(43 69.72187),(44 69.67809),(45 69.27184),(46 69.334915),(47 69.34077),(48 69.81071),(49 69.753586),(50 70.12061),(51 70.167244),(52 70.33259),(53 70.45943),(54 70.41321),(55 70.98628),(56 70.03321),(57 69.69212),(58 68.674866),(59 69.01196),(60 68.047),(61 68.53081),(62 68.468636),(63 67.88031),(64 68.07982),(65 67.468185),(66 67.656105),(67 67.8888),(68 67.99084),(69 67.71618),(70 67.51528),(71 67.54325),(72 67.26765),(73 67.116165),(74 66.8961),(75 65.87271),(76 66.02156),(77 65.358116),(78 65.338356),(79 65.49714),
(1 41.269264),(2 49.335773),(3 51.94547),(4 54.3164),(5 56.791473),(6 57.81626),(7 59.416924),(8 60.821995),(9 61.371883),(10 62.48957),(11 62.917263),(12 64.186264),(13 65.61929),(14 66.17759),(15 65.57269),(16 67.01688),(17 67.40487),(18 67.91186),(19 67.61066),(20 67.702156),(21 68.037155),(22 68.264),(23 68.74555),(24 69.35383),(25 69.609146),(26 69.875946),(27 69.88425),(28 70.36946),(29 70.52674),(30 70.48722),(31 71.05311),(32 70.888145),(33 70.30771),(34 70.26059),(35 71.48018),(36 71.163025),(37 70.49536),(38 71.344505),(39 70.06584),(40 70.42209),(41 71.173904),(42 71.03862),(43 71.336716),(44 70.583626),(45 69.645294),(46 70.11438),(47 69.60956),(48 69.53753),(49 69.75606),(50 70.48638),(51 70.81329),(52 70.413284),(53 70.88534),(54 70.66695),(55 70.590355),(56 69.52381),(57 69.21895),(58 70.02172),(59 69.36972),(60 69.14227),(61 69.45981),(62 69.10237),(63 67.86019),(64 67.07509),(65 67.755196),(66 67.96565),(67 67.766685),(68 67.5447),(69 67.19687),(70 67.20575),(71 66.48968),(72 66.314865),(73 66.64479),(74 66.17994),(75 65.45555),(76 64.67761),(77 65.00069),(78 65.731026),(79 66.067505),
(1 40.240753),(2 48.389088),(3 51.41899),(4 53.851673),(5 55.895214),(6 56.98392),(7 58.0366),(8 58.83088),(9 59.658905),(10 61.24938),(11 61.945896),(12 63.016613),(13 63.81783),(14 64.701645),(15 65.3709),(16 65.9854),(17 66.641304),(18 67.25613),(19 67.99964),(20 67.91456),(21 68.299286),(22 68.80814),(23 69.26285),(24 69.8744),(25 70.37788),(26 71.01033),(27 71.35415),(28 71.186615),(29 71.842865),(30 71.27447),(31 71.2036),(32 71.40771),(33 70.564186),(34 71.61347),(35 72.48871),(36 71.7827),(37 71.78885),(38 72.20789),(39 72.13682),(40 71.58398),(41 71.68804),(42 71.331375),(43 72.4032),(44 71.64098),(45 70.83067),(46 70.51811),(47 70.709),(48 70.680084),(49 71.05074),(50 71.33605),(51 70.72809),(52 69.99078),(53 69.996895),(54 69.57721),(55 69.299904),(56 69.04689),(57 68.3061),(58 68.78855),(59 68.37517),(60 68.78076),(61 68.24062),(62 67.3908),(63 66.82649),(64 66.90647),(65 67.19967),(66 67.17368),(67 66.97126),(68 66.60968),(69 66.61657),(70 66.832504),(71 66.218735),(72 66.11458),(73 66.41059),(74 66.001755),(75 65.30106),(76 65.31384),(77 65.512375),(78 65.84182),(79 65.742615),
(1 39.986298),(2 47.67848),(3 50.428505),(4 52.655514),(5 54.609962),(6 56.176857),(7 57.197445),(8 57.951317),(9 58.682713),(10 59.9167),(11 60.932587),(12 62.047108),(13 62.489006),(14 64.2893),(15 63.296925),(16 63.744057),(17 64.82231),(18 65.76085),(19 66.59712),(20 66.28087),(21 66.56285),(22 66.92865),(23 66.81845),(24 68.299255),(25 67.63911),(26 69.06694),(27 68.65389),(28 68.37459),(29 68.407196),(30 68.953476),(31 68.791115),(32 68.975685),(33 68.16309),(34 68.22657),(35 68.367676),(36 68.28382),(37 68.81198),(38 69.30012),(39 69.18027),(40 69.15443),(41 69.27736),(42 69.67216),(43 69.41945),(44 68.409035),(45 68.12675),(46 68.03578),(47 68.20431),(48 68.47392),(49 69.25501),(50 69.60605),(51 68.965996),(52 70.22489),(53 70.21983),(54 70.49126),(55 69.79357),(56 68.81032),(57 68.471214),(58 67.53682),(59 67.66745),(60 66.93234),(61 66.947235),(62 66.61774),(63 65.70377),(64 65.70816),(65 65.97714),(66 66.05136),(67 66.03312),(68 65.83703),(69 65.60667),(70 65.790924),(71 65.45606),(72 65.77767),(73 65.48161),(74 65.20697),(75 64.34823),(76 63.55732),(77 63.546345),(78 63.23931),(79 64.0766),
(1 40.25424),(2 48.120632),(3 51.023808),(4 54.385105),(5 56.434135),(6 57.82971),(7 58.883045),(8 59.894695),(9 60.20251),(10 62.028236),(11 62.283974),(12 63.399704),(13 63.721546),(14 64.67111),(15 64.47691),(16 65.2561),(17 65.64201),(18 66.05695),(19 67.23779),(20 67.044815),(21 66.70033),(22 66.845184),(23 67.433556),(24 68.67458),(25 68.784874),(26 69.39042),(27 69.58903),(28 69.50637),(29 70.31848),(30 70.447495),(31 70.48783),(32 70.37433),(33 70.04788),(34 70.37162),(35 70.231445),(36 70.27597),(37 71.206375),(38 70.70208),(39 70.691536),(40 70.35959),(41 71.10342),(42 70.593666),(43 71.51266),(44 71.3281),(45 70.84004),(46 70.13311),(47 69.939644),(48 69.86149),(49 70.57498),(50 70.3978),(51 69.93361),(52 70.23834),(53 70.89592),(54 69.78694),(55 69.35784),(56 69.490295),(57 69.139015),(58 68.30176),(59 68.1866),(60 68.1139),(61 68.045456),(62 67.265076),(63 66.13542),(64 65.95603),(65 65.982704),(66 66.28085),(67 66.05553),(68 66.173904),(69 65.755226),(70 66.31676),(71 66.072075),(72 66.05499),(73 66.2753),(74 65.79609),(75 65.535576),(76 64.73322),(77 64.41884),(78 64.41725),(79 65.298515),
(1 40.10234),(2 48.21254),(3 50.903316),(4 53.604385),(5 55.954327),(6 57.323742),(7 59.102695),(8 60.287254),(9 60.90174),(10 61.966805),(11 62.91104),(12 63.66598),(13 64.08129),(14 65.172935),(15 65.81959),(16 66.01782),(17 66.98621),(18 67.8237),(19 67.91205),(20 68.207825),(21 68.31208),(22 69.4413),(23 69.96724),(24 69.95629),(25 71.06298),(26 71.44945),(27 71.11583),(28 71.407616),(29 71.83846),(30 71.59873),(31 71.1425),(32 71.41723),(33 71.05925),(34 71.484566),(35 70.98582),(36 71.30323),(37 71.85461),(38 71.509796),(39 71.215515),(40 71.44995),(41 71.71901),(42 71.59894),(43 70.94443),(44 70.70707),(45 70.52041),(46 70.58174),(47 69.569695),(48 69.589),(49 70.64197),(50 70.42511),(51 69.62439),(52 69.546455),(53 70.10819),(54 70.20663),(55 69.964905),(56 69.92513),(57 69.00004),(58 68.72319),(59 68.43315),(60 68.84572),(61 68.54345),(62 68.17767),(63 67.47909),(64 67.249985),(65 67.39366),(66 67.350655),(67 67.195786),(68 66.605354),(69 66.387924),(70 66.05067),(71 66.294914),(72 66.96654),(73 66.23257),(74 65.95586),(75 65.564644),(76 65.216446),(77 65.03936),(78 65.10345),(79 65.33125),
(1 38.8256),(2 46.464283),(3 49.063313),(4 51.368855),(5 53.830116),(6 54.859444),(7 55.93487),(8 56.987175),(9 57.930252),(10 58.726402),(11 60.252834),(12 61.478897),(13 62.123802),(14 62.609882),(15 62.054016),(16 62.468014),(17 63.44494),(18 63.57254),(19 64.38616),(20 64.47758),(21 65.11638),(22 64.64326),(23 64.64869),(24 66.22548),(25 65.862564),(26 66.80465),(27 66.98701),(28 66.89098),(29 67.48125),(30 67.02263),(31 67.53809),(32 67.56911),(33 67.1033),(34 67.45025),(35 67.60468),(36 67.8818),(37 69.04706),(38 68.09139),(39 67.69241),(40 68.020546),(41 68.560165),(42 68.16377),(43 68.44593),(44 67.82579),(45 67.11055),(46 68.12806),(47 67.33513),(48 66.622375),(49 67.19598),(50 67.869865),(51 67.604195),(52 67.71954),(53 67.638794),(54 67.48892),(55 67.25218),(56 66.97953),(57 66.498474),(58 66.26356),(59 66.090065),(60 66.43966),(61 66.390686),(62 65.96519),(63 64.97139),(64 64.87693),(65 64.6631),(66 64.62069),(67 65.26499),(68 65.058495),(69 64.97733),(70 65.50097),(71 65.29365),(72 65.10148),(73 65.17682),(74 64.90362),(75 63.832935),(76 63.11842),(77 63.3268),(78 63.41004),(79 63.638035),
(1 38.950233),(2 46.936382),(3 50.62175),(4 52.919014),(5 54.652374),(6 56.027065),(7 57.120567),(8 58.390858),(9 58.86879),(10 59.755913),(11 60.842148),(12 62.16156),(13 62.974888),(14 63.840736),(15 62.768944),(16 63.95505),(17 64.72163),(18 64.806145),(19 65.49809),(20 65.28567),(21 65.5458),(22 65.89832),(23 66.150856),(24 67.345955),(25 67.482445),(26 67.692245),(27 67.54983),(28 68.14871),(29 68.63343),(30 68.7529),(31 68.75422),(32 68.718575),(33 68.73393),(34 68.89449),(35 68.43459),(36 68.69281),(37 69.89897),(38 69.512314),(39 68.75096),(40 68.222046),(41 68.6832),(42 68.38372),(43 69.35341),(44 68.88909),(45 68.59676),(46 68.747604),(47 68.77508),(48 68.431404),(49 68.77312),(50 68.923965),(51 68.20616),(52 68.76084),(53 68.40986),(54 67.88209),(55 68.00113),(56 67.14548),(57 66.270096),(58 66.01677),(59 66.23626),(60 66.34538),(61 65.16518),(62 65.09911),(63 64.36119),(64 64.35717),(65 64.97798),(66 64.665115),(67 64.351524),(68 64.610405),(69 64.5865),(70 64.870766),(71 64.83463),(72 64.02265),(73 64.31768),(74 63.864742),(75 63.326046),(76 62.75894),(77 63.11755),(78 62.928112),(79 63.175343),
(1 39.1236),(2 46.635426),(3 49.615864),(4 52.073685),(5 54.403225),(6 56.114773),(7 57.453217),(8 58.19499),(9 59.035667),(10 60.052483),(11 60.87521),(12 61.99872),(13 63.21767),(14 63.929886),(15 63.15692),(16 63.585484),(17 64.12899),(18 64.24756),(19 65.13751),(20 65.36783),(21 65.27916),(22 65.22476),(23 65.05369),(24 65.660774),(25 66.02494),(26 67.564095),(27 67.30732),(28 67.40229),(29 67.40345),(30 67.95764),(31 68.36609),(32 68.2126),(33 68.09623),(34 69.22411),(35 69.30281),(36 69.49889),(37 70.29408),(38 70.106766),(39 69.76512),(40 69.82435),(41 69.40163),(42 69.33725),(43 69.12681),(44 68.57345),(45 68.31196),(46 68.67722),(47 68.49416),(48 68.38273),(49 68.58469),(50 69.242485),(51 68.93474),(52 68.98329),(53 68.41764),(54 68.06849),(55 68.32908),(56 68.060524),(57 67.92),(58 67.45261),(59 66.888626),(60 66.892235),(61 67.08522),(62 66.08089),(63 64.95299),(64 64.6882),(65 64.91317),(66 65.20288),(67 65.410385),(68 64.47843),(69 63.90034),(70 64.39682),(71 64.546234),(72 64.388756),(73 64.34366),(74 64.02428),(75 63.458076),(76 62.93462),(77 63.688156),(78 63.58016),(79 63.52752),
(1 38.873524),(2 46.29382),(3 49.159187),(4 51.37179),(5 53.996574),(6 55.434727),(7 56.449947),(8 57.679592),(9 58.29559),(10 59.07066),(11 59.73131),(12 60.66303),(13 61.813885),(14 62.364174),(15 62.63625),(16 62.42315),(17 63.043583),(18 63.73716),(19 63.889874),(20 63.705112),(21 63.67277),(22 63.656357),(23 64.515015),(24 64.81004),(25 65.26335),(26 66.498474),(27 66.441795),(28 66.65903),(29 67.00496),(30 67.03326),(31 67.47442),(32 66.66625),(33 66.12544),(34 66.89267),(35 67.17058),(36 67.107925),(37 66.98819),(38 67.15767),(39 66.97855),(40 66.93112),(41 67.95581),(42 67.57248),(43 68.02944),(44 68.14965),(45 67.413246),(46 66.90201),(47 66.53046),(48 67.12107),(49 67.24607),(50 67.2274),(51 67.16306),(52 66.81039),(53 66.89725),(54 67.281845),(55 67.045525),(56 66.67267),(57 66.39226),(58 66.148476),(59 66.13332),(60 65.691315),(61 65.32189),(62 65.41734),(63 64.96568),(64 64.63876),(65 65.08821),(66 64.34103),(67 64.92556),(68 64.822426),(69 64.60164),(70 64.63006),(71 64.32841),(72 64.21513),(73 64.1048),(74 64.78552),(75 63.800243),(76 63.269062),(77 63.610107),(78 63.207172),(79 63.177383),
(1 38.751904),(2 46.681187),(3 49.014194),(4 51.966923),(5 54.580967),(6 56.06118),(7 57.29128),(8 58.28573),(9 59.052223),(10 60.040688),(11 61.18457),(12 61.63101),(13 63.050495),(14 63.92542),(15 63.896244),(16 63.949997),(17 64.012596),(18 64.75374),(19 65.02749),(20 64.83973),(21 65.04178),(22 65.48057),(23 65.762566),(24 66.273636),(25 67.33622),(26 68.199646),(27 68.16722),(28 68.27217),(29 68.53527),(30 67.9754),(31 68.04833),(32 68.16521),(33 68.04215),(34 68.77058),(35 68.67211),(36 68.93364),(37 69.34195),(38 69.73678),(39 68.94904),(40 69.53565),(41 69.77151),(42 69.61777),(43 69.59501),(44 69.724144),(45 69.17566),(46 69.67075),(47 68.71319),(48 68.57748),(49 68.69784),(50 68.61518),(51 68.20238),(52 68.06252),(53 68.36162),(54 68.20345),(55 68.39073),(56 67.6491),(57 67.25171),(58 66.64491),(59 66.45913),(60 66.70322),(61 66.33858),(62 65.85895),(63 65.31232),(64 65.083145),(65 64.72016),(66 65.25067),(67 64.60953),(68 64.301506),(69 63.795315),(70 64.37661),(71 64.83652),(72 64.73198),(73 63.964157),(74 64.28944),(75 63.346596),(76 63.478035),(77 63.440674),(78 63.449924),(79 64.02082),
(1 37.849224),(2 45.082954),(3 47.842667),(4 50.617687),(5 52.670345),(6 54.204613),(7 55.5534),(8 56.32048),(9 56.66584),(10 58.096504),(11 59.026722),(12 59.581825),(13 60.14263),(14 61.086727),(15 60.473934),(16 60.904354),(17 61.760937),(18 61.557404),(19 62.60335),(20 62.538822),(21 63.003113),(22 62.79725),(23 63.20791),(24 64.29343),(25 64.55971),(26 65.13896),(27 65.11647),(28 64.99517),(29 66.488525),(30 66.25206),(31 67.08374),(32 66.88288),(33 66.68702),(34 67.588234),(35 67.05683),(36 67.084816),(37 67.38805),(38 66.80692),(39 66.74027),(40 66.33359),(41 66.60596),(42 66.49019),(43 67.111786),(44 66.90164),(45 66.27784),(46 66.75929),(47 66.024796),(48 66.21583),(49 66.17271),(50 66.653625),(51 65.712524),(52 65.37052),(53 65.58164),(54 66.16205),(55 64.95114),(56 64.5132),(57 63.855923),(58 64.53311),(59 64.06527),(60 63.88523),(61 63.364548),(62 62.943314),(63 62.465206),(64 62.405094),(65 62.39027),(66 62.09284),(67 61.837044),(68 61.714306),(69 61.30745),(70 61.94026),(71 61.28948),(72 61.83489),(73 61.081276),(74 61.91613),(75 61.128796),(76 60.63208),(77 60.79102),(78 60.969933),(79 61.05084),
