1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 40363.566),(2 128721.875),(3 252718.89),(4 417628.1),(5 605863.9),(6 822122.8),(7 1057045.4),(8 1349765.5),(9 1642635.6),(10 1967791.6),(11 2370488.3),(12 2840264.8),(13 3371777.8),(14 3920175.3),(15 4549475.5),(16 5261298.5),(17 6011192.5),(18 6663953.5),(19 7419502.5),(20 8279903.5),(21 9112765),(22 9930693),(23 10817876),(24 11732568),(25 12781713),(26 14008407),(27 15358212),(28 16917914),(29 18427740),(30 20092166),(31 21882714),(32 23630104),(33 25258778),(34 26789230),(35 28300710),(36 29865558),(37 31302760),(38 32725146),(39 34171892),(40 35582160),(41 37088732),(42 38663604),(43 40380548),(44 42193560),(45 43864812),(46 45382420),(47 46906460),(48 48235964),(49 49187156),(50 49778670),(51 50136660),(52 50278708),(53 50309812),(54 50232108),(55 50104110),(56 50025452),(57 49870690),(58 49923572),(59 50050750),(60 50315404),(61 50684148),(62 51078988),(63 51519616),(64 51834144),(65 51981572),(66 52180340),(67 52512332),(68 52877436),(69 53007490),(70 53440644),(71 54332720),(72 55599236),(73 56888820),(74 58094292),(75 59362220),(76 60640084),(77 61677696),(78 62690420),(79 63596796),
(1 55401.01),(2 207038.61),(3 445735.9),(4 758985.2),(5 1130231),(6 1564012.5),(7 2045297),(8 2566798.5),(9 3111382.3),(10 3677613.5),(11 4277705.5),(12 4884484),(13 5489626.5),(14 6107006.5),(15 6737360.5),(16 7364538.5),(17 8013067),(18 8650866),(19 9275416),(20 9861725),(21 10399811),(22 10906963),(23 11377446),(24 11824551),(25 12236872),(26 12613768),(27 12957109),(28 13279864),(29 13611094),(30 13944493),(31 14249789),(32 14539375),(33 14804924),(34 15038620),(35 15261907),(36 15427448),(37 15539395),(38 15597525),(39 15641512),(40 15676202),(41 15756614),(42 15861014),(43 16050925),(44 16266353),(45 16474237),(46 16641283),(47 16870380),(48 17090874),(49 17290082),(50 17430978),(51 17548282),(52 17642092),(53 17639352),(54 17582486),(55 17500488),(56 17396296),(57 17344744),(58 17328952),(59 17335786),(60 17384364),(61 17455746),(62 17533526),(63 17621876),(64 17689466),(65 17730894),(66 17710054),(67 17691648),(68 17637430),(69 17524768),(70 17405300),(71 17265702),(72 17116244),(73 16951856),(74 16839888),(75 16769455),(76 16750012),(77 16750737),(78 16786380),(79 16852112),
(1 57321.2),(2 219778.73),(3 483413.75),(4 839638.2),(5 1265050.1),(6 1750380.5),(7 2298552.5),(8 2897886.3),(9 3513474.3),(10 4138633.3),(11 4795580.5),(12 5458841.5),(13 6108605.5),(14 6729008.5),(15 7326758.5),(16 7880004.5),(17 8418187),(18 8910433),(19 9388685),(20 9828639),(21 10240973),(22 10621851),(23 10958995),(24 11258476),(25 11523029),(26 11768156),(27 11990091),(28 12182843),(29 12362875),(30 12552269),(31 12729900),(32 12922912),(33 13125225),(34 13329428),(35 13518412),(36 13675024),(37 13809693),(38 13932269),(39 14030853),(40 14104680),(41 14195281),(42 14314211),(43 14463485),(44 14610584),(45 14715763),(46 14785032),(47 14868561),(48 14929629),(49 14979515),(50 14989861),(51 14932351),(52 14794152),(53 14556091),(54 14259377),(55 13930477),(56 13607021),(57 13305701),(58 13040260),(59 12814635),(60 12646333),(61 12545728),(62 12515749),(63 12515183),(64 12551248),(65 12611848),(66 12703569),(67 12836445),(68 12976587),(69 13089757),(70 13196357),(71 13314023),(72 13445736),(73 13567897),(74 13718212),(75 13920903),(76 14177781),(77 14429595),(78 14724125),(79 15026411),
(1 42797.78),(2 159197.64),(3 346211.97),(4 600492.56),(5 906849.44),(6 1262682.4),(7 1648274.1),(8 2075599.6),(9 2516637.5),(10 2976052.5),(11 3432131.3),(12 3880995.3),(13 4328884.5),(14 4783180),(15 5225289.5),(16 5663294),(17 6108325),(18 6525195.5),(19 6934154),(20 7341350.5),(21 7727563.5),(22 8114002),(23 8530473),(24 8950497),(25 9342330),(26 9686451),(27 9993901),(28 10254228),(29 10458253),(30 10689725),(31 10908785),(32 11126150),(33 11347712),(34 11575636),(35 11805061),(36 12026572),(37 12232466),(38 12422053),(39 12591325),(40 12756483),(41 12938420),(42 13136420),(43 13305073),(44 13499043),(45 13675795),(46 13846470),(47 14019839),(48 14150144),(49 14237801),(50 14281185),(51 14255470),(52 14162314),(53 14002335),(54 13854854),(55 13712251),(56 13582643),(57 13457176),(58 13360509),(59 13250566),(60 13134561),(61 12993591),(62 12838804),(63 12633969),(64 12434010),(65 12227213),(66 12025613),(67 11826016),(68 11620956),(69 11425229),(70 11255639),(71 11119980),(72 11045709),(73 11030016),(74 11059210),(75 11120778),(76 11224325),(77 11320407),(78 11404687),(79 11493821),
(1 39707.496),(2 146269.28),(3 317148.3),(4 545664.5),(5 815210.4),(6 1118224.4),(7 1435035),(8 1770431.9),(9 2089217.5),(10 2406460),(11 2725020.8),(12 3045904.3),(13 3357512.8),(14 3666993.5),(15 3963965),(16 4262504),(17 4565366.5),(18 4879253.5),(19 5185715.5),(20 5489954),(21 5795465.5),(22 6111581),(23 6450482),(24 6810203),(25 7167810.5),(26 7492587.5),(27 7804217.5),(28 8113034),(29 8403838),(30 8732299),(31 9038933),(32 9343827),(33 9655045),(34 9980488),(35 10305948),(36 10631779),(37 10963585),(38 11266835),(39 11499697),(40 11655690),(41 11749706),(42 11781992),(43 11725178),(44 11674671),(45 11627876),(46 11580065),(47 11524477),(48 11464791),(49 11391044),(50 11295373),(51 11139937),(52 10964530),(53 10770957),(54 10531178),(55 10248956),(56 9928931),(57 9605468),(58 9301546),(59 8986121),(60 8680872),(61 8397884),(62 8142808.5),(63 7916980.5),(64 7745714),(65 7599753.5),(66 7473242),(67 7363582),(68 7265098),(69 7174765.5),(70 7095014),(71 7036693),(72 7009745.5),(73 7007568.5),(74 7043051.5),(75 7118719.5),(76 7228605.5),(77 7341583.5),(78 7455857.5),(79 7550716),
(1 39796.867),(2 144304.48),(3 302676.75),(4 511421.8),(5 749231.6),(6 1012197.94),(7 1300954.1),(8 1618207),(9 1943458.4),(10 2289153.8),(11 2649248.5),(12 3027940.8),(13 3401600.5),(14 3773280.5),(15 4126916.3),(16 4488321.5),(17 4868198),(18 5263049.5),(19 5658899.5),(20 6039328),(21 6401353.5),(22 6751341),(23 7103105),(24 7451001),(25 7789123.5),(26 8100647),(27 8374188),(28 8655599),(29 8909583),(30 9155736),(31 9382406),(32 9556697),(33 9709869),(34 9850170),(35 9986586),(36 10106030),(37 10227698),(38 10375680),(39 10494034),(40 10551678),(41 10576881),(42 10571519),(43 10532590),(44 10502637),(45 10486686),(46 10488113),(47 10528239),(48 10602688),(49 10702112),(50 10803332),(51 10923916),(52 11035721),(53 11157769),(54 11259177),(55 11358882),(56 11449138),(57 11527460),(58 11611825),(59 11676262),(60 11714440),(61 11768440),(62 11831097),(63 11884540),(64 11948591),(65 12016606),(66 12067425),(67 12115046),(68 12135368),(69 12129464),(70 12123276),(71 12119183),(72 12110221),(73 12119137),(74 12137605),(75 12186157),(76 12236256),(77 12275182),(78 12314976),(79 12334635),
(1 48227.324),(2 180769.77),(3 389734.44),(4 667386.4),(5 989908.56),(6 1348505.4),(7 1733428.8),(8 2145385),(9 2562584),(10 2985988.3),(11 3408071.5),(12 3827144.5),(13 4232054.5),(14 4624002),(15 5020590.5),(16 5414037.5),(17 5803130.5),(18 6195595.5),(19 6564070.5),(20 6885871.5),(21 7173376.5),(22 7433854),(23 7645357),(24 7815638.5),(25 7950379.5),(26 8069935),(27 8169790),(28 8288415),(29 8412285),(30 8550618),(31 8708362),(32 8895277),(33 9069849),(34 9211441),(35 9360064),(36 9525171),(37 9705358),(38 9943904),(39 10179807),(40 10430695),(41 10687028),(42 10944066),(43 11182362),(44 11395491),(45 11588538),(46 11792897),(47 11984306),(48 12176119),(49 12359189),(50 12541534),(51 12712333),(52 12857428),(53 13002747),(54 13131831),(55 13248594),(56 13333815),(57 13389122),(58 13452837),(59 13479789),(60 13471927),(61 13467213),(62 13445988),(63 13415849),(64 13376531),(65 13332005),(66 13281511),(67 13227038),(68 13178174),(69 13135058),(70 13102321),(71 13107257),(72 13135120),(73 13177551),(74 13206901),(75 13253914),(76 13306967),(77 13353914),(78 13419940),(79 13495606),
(1 39910.71),(2 146752.22),(3 309143.56),(4 514655.97),(5 750940.7),(6 1008435.94),(7 1277888),(8 1557511.3),(9 1829192.6),(10 2094844.9),(11 2352153.8),(12 2601054),(13 2851732.8),(14 3110622.5),(15 3383150.3),(16 3648109.5),(17 3920276.8),(18 4168333.5),(19 4390112),(20 4597678),(21 4792179.5),(22 4979491.5),(23 5170126.5),(24 5323869),(25 5464312.5),(26 5580053.5),(27 5685138.5),(28 5783854),(29 5877072),(30 5973396.5),(31 6094719),(32 6258385),(33 6429182),(34 6592552.5),(35 6762914),(36 6925082.5),(37 7061170.5),(38 7199179.5),(39 7332221),(40 7496544),(41 7681255),(42 7877956),(43 8079228),(44 8247122.5),(45 8390681),(46 8498811),(47 8574702),(48 8618530),(49 8646586),(50 8666538),(51 8683988),(52 8687993),(53 8664223),(54 8598755),(55 8513687),(56 8399198),(57 8298468.5),(58 8207965),(59 8117498.5),(60 8031831.5),(61 7916228),(62 7765460.5),(63 7584927),(64 7383989),(65 7190753),(66 7019581.5),(67 6879806),(68 6768551),(69 6674593),(70 6612485.5),(71 6577531),(72 6546546.5),(73 6517251.5),(74 6478364),(75 6435568.5),(76 6397902.5),(77 6372131),(78 6355065),(79 6342184.5),
(1 43866.207),(2 164046.94),(3 348903.78),(4 586570.94),(5 860674.2),(6 1165819.4),(7 1486581),(8 1813680.5),(9 2126081.5),(10 2408409.3),(11 2662211),(12 2877797.3),(13 3065120.5),(14 3243831.3),(15 3418407),(16 3605660.3),(17 3794515.8),(18 3974455.8),(19 4134636),(20 4293536),(21 4438293),(22 4558254.5),(23 4666978),(24 4741091.5),(25 4800608),(26 4854582.5),(27 4877369),(28 4897137),(29 4914256.5),(30 4954488),(31 4992115.5),(32 5040688.5),(33 5104103.5),(34 5160313.5),(35 5230459),(36 5322138),(37 5409608),(38 5524522.5),(39 5654140),(40 5788553.5),(41 5915786),(42 6035859.5),(43 6150173.5),(44 6264697),(45 6385894.5),(46 6487303),(47 6570376),(48 6646497),(49 6725774),(50 6797047.5),(51 6863194.5),(52 6918243),(53 6964085.5),(54 6972782),(55 6973272),(56 6956214.5),(57 6938166),(58 6922132.5),(59 6887348),(60 6834440),(61 6790709.5),(62 6756167),(63 6710333.5),(64 6658767.5),(65 6592959.5),(66 6516196.5),(67 6440026),(68 6390375),(69 6362803.5),(70 6359003.5),(71 6384604.5),(72 6426117),(73 6476423),(74 6519034.5),(75 6582618),(76 6655337),(77 6753486.5),(78 6854716.5),(79 6958535),
(1 43380.57),(2 156215.56),(3 323500.88),(4 534431.1),(5 773058.5),(6 1028537.44),(7 1304487.9),(8 1586040.5),(9 1859275.8),(10 2125416),(11 2380991.3),(12 2610279.5),(13 2820858.5),(14 3016139.8),(15 3203073.8),(16 3392879),(17 3559450),(18 3698656.8),(19 3824747.5),(20 3941818.5),(21 4055067),(22 4161790.5),(23 4252981.5),(24 4329628),(25 4402926),(26 4476501.5),(27 4540655.5),(28 4594588.5),(29 4655918),(30 4729809),(31 4777383.5),(32 4806718),(33 4809487),(34 4791030),(35 4768779),(36 4752280),(37 4732926),(38 4717867),(39 4692079),(40 4671735),(41 4666617),(42 4648239),(43 4637183),(44 4615743.5),(45 4598571),(46 4586005),(47 4571282),(48 4572293),(49 4598185),(50 4633738),(51 4676862),(52 4717476),(53 4772438),(54 4841853),(55 4938378),(56 5042544),(57 5165881),(58 5307200),(59 5465156.5),(60 5632309),(61 5834419),(62 6039121.5),(63 6231957),(64 6409831),(65 6579210.5),(66 6734450),(67 6886433.5),(68 7041183.5),(69 7206125),(70 7376871.5),(71 7553265.5),(72 7725994),(73 7873639),(74 8011246.5),(75 8152204.5),(76 8292241),(77 8432053),(78 8564304),(79 8678586),
(1 44698.664),(2 162919.88),(3 339964.25),(4 565086.2),(5 827007.25),(6 1109206.8),(7 1401521.3),(8 1703867.9),(9 1985494),(10 2246698.8),(11 2489002),(12 2696269.5),(13 2896216.3),(14 3093194),(15 3303722),(16 3503556.5),(17 3672941.8),(18 3812495.3),(19 3930940),(20 4019144.3),(21 4097007.5),(22 4166765),(23 4216853.5),(24 4250234.5),(25 4275561.5),(26 4298081),(27 4312188.5),(28 4332229),(29 4355154.5),(30 4390560),(31 4435638.5),(32 4469669.5),(33 4490133),(34 4511755.5),(35 4546641.5),(36 4577878),(37 4595377.5),(38 4624737.5),(39 4646563.5),(40 4659059),(41 4674736.5),(42 4686827),(43 4699122.5),(44 4712449),(45 4740844.5),(46 4770004),(47 4790037),(48 4794973.5),(49 4802014.5),(50 4796698),(51 4787033),(52 4782049.5),(53 4810756.5),(54 4847644.5),(55 4924284.5),(56 5029220.5),(57 5169289.5),(58 5337429.5),(59 5529631),(60 5735913),(61 5968763),(62 6206632.5),(63 6451441.5),(64 6702885),(65 6964335.5),(66 7239592.5),(67 7487126.5),(68 7720611.5),(69 7938277),(70 8142619),(71 8355265.5),(72 8530569),(73 8676699),(74 8854586),(75 9039825),(76 9186666),(77 9295204),(78 9372207),(79 9421265),
(1 44418.04),(2 161351.05),(3 336515.03),(4 558763.75),(5 805854.56),(6 1065544.4),(7 1331660.3),(8 1589173.3),(9 1833810.9),(10 2060814.9),(11 2270544),(12 2452941.8),(13 2610439.3),(14 2755177),(15 2896386.8),(16 3029210),(17 3162637.3),(18 3313081.3),(19 3474094),(20 3633001),(21 3782571),(22 3914956),(23 4028785),(24 4125119.5),(25 4202972.5),(26 4259306),(27 4290734),(28 4313985.5),(29 4318849),(30 4310071.5),(31 4305841.5),(32 4302719.5),(33 4277261.5),(34 4249204.5),(35 4234868.5),(36 4241011),(37 4253805.5),(38 4276872),(39 4282856),(40 4266252),(41 4244850.5),(42 4225033),(43 4225569),(44 4235882),(45 4265102),(46 4308301.5),(47 4361508.5),(48 4428671),(49 4513760),(50 4594495),(51 4676507.5),(52 4765840.5),(53 4869171.5),(54 4982612),(55 5119293.5),(56 5266640.5),(57 5399771),(58 5518155.5),(59 5625952),(60 5726532),(61 5819957),(62 5894694.5),(63 5963145),(64 6019431),(65 6064773.5),(66 6102368),(67 6119491),(68 6113446.5),(69 6097727),(70 6092485),(71 6091469.5),(72 6097814.5),(73 6118157),(74 6135279.5),(75 6131431.5),(76 6112742.5),(77 6070475),(78 6025707),(79 5982290.5),
(1 43670.273),(2 158900.6),(3 329581.94),(4 546095.75),(5 786926.44),(6 1042089.56),(7 1298692),(8 1545627.6),(9 1777905.5),(10 1998221.1),(11 2200209),(12 2399876.3),(13 2590151.8),(14 2756224),(15 2910085),(16 3059981.8),(17 3220539.8),(18 3386293.3),(19 3552773.8),(20 3728353),(21 3895729),(22 4045321.3),(23 4181211),(24 4321063.5),(25 4457043.5),(26 4574831.5),(27 4683092.5),(28 4779812.5),(29 4840467.5),(30 4867673),(31 4882167.5),(32 4863541.5),(33 4822226),(34 4759448),(35 4672391.5),(36 4568198.5),(37 4458912),(38 4350932.5),(39 4231525.5),(40 4105958.3),(41 3986640.5),(42 3876959.5),(43 3790217),(44 3732907.5),(45 3719377.3),(46 3739280),(47 3793885),(48 3877735),(49 3975289),(50 4088781.3),(51 4208162),(52 4335807.5),(53 4483004.5),(54 4627838),(55 4761133),(56 4876468),(57 5002098),(58 5145521.5),(59 5301742),(60 5465659.5),(61 5620878.5),(62 5763352),(63 5885390.5),(64 5975325.5),(65 6033056.5),(66 6076886),(67 6108681.5),(68 6131423.5),(69 6170468),(70 6205123),(71 6238169),(72 6249684.5),(73 6231672),(74 6170975),(75 6107614),(76 6040207.5),(77 5971166.5),(78 5907554),(79 5857896),
(1 43541.547),(2 157492.16),(3 330200.28),(4 546339.8),(5 784410.7),(6 1033670.1),(7 1280126.1),(8 1527516.1),(9 1753414.5),(10 1963526),(11 2148500.5),(12 2323758.5),(13 2486303.5),(14 2626576.3),(15 2731778),(16 2813410.3),(17 2891761),(18 2980281.8),(19 3077650.3),(20 3173939.8),(21 3267889.8),(22 3350120.3),(23 3417366.8),(24 3486247.8),(25 3555609),(26 3625389.8),(27 3685609),(28 3752887.8),(29 3821136.3),(30 3903088.8),(31 3974384),(32 4025140.5),(33 4065040.8),(34 4089066.5),(35 4107453.8),(36 4136195.8),(37 4190672),(38 4266273.5),(39 4317809),(40 4352179.5),(41 4385222.5),(42 4409031),(43 4436923.5),(44 4479200),(45 4550704.5),(46 4641351),(47 4748918.5),(48 4861059.5),(49 4978151.5),(50 5093824),(51 5189060),(52 5280082),(53 5386713.5),(54 5503346),(55 5595121),(56 5639128),(57 5665551.5),(58 5692041.5),(59 5718769),(60 5744835.5),(61 5768365.5),(62 5790243.5),(63 5801500.5),(64 5809836),(65 5811898.5),(66 5810355.5),(67 5814491),(68 5834014),(69 5887477),(70 5959282.5),(71 6053274.5),(72 6134087),(73 6200959.5),(74 6248646.5),(75 6267148),(76 6276362.5),(77 6286630.5),(78 6301531.5),(79 6328324.5),
(1 36488.484),(2 129874.82),(3 269228.28),(4 441574.28),(5 632494.25),(6 832658.7),(7 1031554.75),(8 1219886.9),(9 1387009.8),(10 1532873.3),(11 1658806.9),(12 1777141.5),(13 1887746.1),(14 1989392.4),(15 2080077.5),(16 2157334.8),(17 2224115.8),(18 2279632.5),(19 2326845.3),(20 2358835),(21 2384207),(22 2412768.5),(23 2440016),(24 2490417.8),(25 2551535.3),(26 2612087),(27 2657253.3),(28 2697861.3),(29 2742740),(30 2790760.5),(31 2843114.8),(32 2889068.5),(33 2929689.5),(34 2970439.8),(35 3005042.3),(36 3043021.5),(37 3079035),(38 3105141.8),(39 3109971.5),(40 3113047),(41 3116046.5),(42 3109191),(43 3104613),(44 3123218.3),(45 3147555.5),(46 3168460.8),(47 3183035.8),(48 3178995.3),(49 3173568.8),(50 3174999.5),(51 3184023.8),(52 3205326.5),(53 3233807.3),(54 3264954),(55 3311891.5),(56 3375440),(57 3435505),(58 3497531.8),(59 3574262.5),(60 3655474.5),(61 3735585.5),(62 3814417.8),(63 3889720.3),(64 3971217),(65 4052918),(66 4130026.8),(67 4195781.5),(68 4264694),(69 4328818.5),(70 4395241.5),(71 4450170.5),(72 4490907.5),(73 4550506),(74 4595665.5),(75 4620360.5),(76 4633284),(77 4635340),(78 4630242),(79 4614931),
(1 42514.242),(2 154033.53),(3 318107.34),(4 512053.6),(5 718785.94),(6 930329.06),(7 1139665.4),(8 1333431.9),(9 1504736),(10 1650870.3),(11 1778840.1),(12 1890259.8),(13 1982897.4),(14 2058690.1),(15 2130196.3),(16 2197251.3),(17 2262076.8),(18 2320160.8),(19 2368544.8),(20 2407713.5),(21 2447302.8),(22 2501901.5),(23 2580797.3),(24 2662454),(25 2752834.3),(26 2840814.8),(27 2910333.3),(28 2981611.5),(29 3049686.8),(30 3122602.8),(31 3196455.5),(32 3227527),(33 3234607),(34 3250844.5),(35 3273778.5),(36 3303400.3),(37 3330516),(38 3362239.8),(39 3398528.3),(40 3437086.5),(41 3465618.8),(42 3495461),(43 3523402),(44 3540902),(45 3550198.8),(46 3553447.8),(47 3550233.3),(48 3550334.5),(49 3546691.5),(50 3537578.8),(51 3504713.5),(52 3455794.5),(53 3422812.8),(54 3431779.5),(55 3453846),(56 3457795.5),(57 3456611.3),(58 3455498.3),(59 3459330.5),(60 3461126.5),(61 3467513.5),(62 3476585.3),(63 3471316.5),(64 3445607),(65 3404318.5),(66 3365775),(67 3340305.8),(68 3328849),(69 3330684.5),(70 3337087.3),(71 3336028.5),(72 3327600),(73 3333758.5),(74 3354012),(75 3368391),(76 3382818.8),(77 3386492.5),(78 3395419.8),(79 3401487.3),
(1 41865.047),(2 150869.31),(3 312363.44),(4 500144.66),(5 696702.7),(6 893716.75),(7 1086760.3),(8 1258014.3),(9 1400519.3),(10 1523030.6),(11 1626997),(12 1719881.5),(13 1787575),(14 1832650.6),(15 1876000.4),(16 1922281.1),(17 1968347),(18 2011291.4),(19 2058113.1),(20 2107482),(21 2158122.8),(22 2216763.5),(23 2272754.5),(24 2321892.5),(25 2362868.3),(26 2413073.8),(27 2466733.8),(28 2536531),(29 2609133.8),(30 2697578),(31 2794858.8),(32 2874255.8),(33 2941931.3),(34 3018247.5),(35 3101960.8),(36 3202494),(37 3298877),(38 3393098),(39 3486842),(40 3574095.3),(41 3657731.8),(42 3731629.3),(43 3783632.8),(44 3834974),(45 3874582.8),(46 3899424.8),(47 3927151.3),(48 3955643.5),(49 3966000.8),(50 3958882),(51 3934545.5),(52 3908986),(53 3890497.3),(54 3868230.5),(55 3847222),(56 3816980.3),(57 3766654.8),(58 3710397),(59 3649473.3),(60 3587504),(61 3522178.8),(62 3451479.5),(63 3388346.3),(64 3328187),(65 3266428.3),(66 3214720),(67 3175456.5),(68 3149965.3),(69 3138618),(70 3142646.5),(71 3147717),(72 3165162.3),(73 3195835.5),(74 3235470.5),(75 3277784.5),(76 3310893),(77 3330502.8),(78 3346216.5),(79 3353677.8),
(1 36596.22),(2 130694.266),(3 268500.66),(4 432410.13),(5 602947.1),(6 773107.75),(7 937532.4),(8 1088146.5),(9 1216119.5),(10 1334381),(11 1439048.9),(12 1533924.1),(13 1613330.3),(14 1671892.1),(15 1720253.9),(16 1761123.5),(17 1795397.5),(18 1830894.4),(19 1862880.8),(20 1892835.9),(21 1933472),(22 1985755),(23 2041884.3),(24 2085508.3),(25 2126748.5),(26 2167307),(27 2207674.8),(28 2265267.8),(29 2311482.8),(30 2355699.5),(31 2394949.3),(32 2426230.3),(33 2455010.5),(34 2480544.5),(35 2505605.3),(36 2530850.3),(37 2549406.3),(38 2571820.8),(39 2582016),(40 2595109.3),(41 2605123.5),(42 2610857.8),(43 2606862.8),(44 2596740.3),(45 2598908.8),(46 2596594.8),(47 2592999),(48 2593745),(49 2602015),(50 2619413.5),(51 2645322),(52 2677630.5),(53 2712697),(54 2747267.5),(55 2780865.8),(56 2805576.3),(57 2830617.8),(58 2856528),(59 2882865.3),(60 2899442.8),(61 2912615.8),(62 2932666.3),(63 2968530.3),(64 3015198.5),(65 3073287.8),(66 3125108),(67 3177460),(68 3234725.8),(69 3291828.3),(70 3336477.8),(71 3356365.5),(72 3365043.3),(73 3380222.5),(74 3384782.5),(75 3374414.3),(76 3364683.5),(77 3349800.5),(78 3340600.3),(79 3335010.5),
(1 37755.023),(2 136098.56),(3 277431.9),(4 444109.1),(5 624860.06),(6 815018.5),(7 998732.4),(8 1168088.4),(9 1313644.1),(10 1451098.4),(11 1576522.4),(12 1690173.6),(13 1793670.8),(14 1880363),(15 1952462.1),(16 2003790.3),(17 2035724.9),(18 2061944.5),(19 2091666.5),(20 2121608.3),(21 2164182.8),(22 2213990.3),(23 2258677.8),(24 2296186.8),(25 2323892.8),(26 2353912.3),(27 2381782.5),(28 2428071.3),(29 2475495.5),(30 2506584.5),(31 2524858),(32 2544486),(33 2543876.8),(34 2535262),(35 2528169),(36 2533402.3),(37 2530802.3),(38 2520604.8),(39 2499778.8),(40 2477732),(41 2447141.3),(42 2419984.3),(43 2399022.8),(44 2378285.8),(45 2362036.5),(46 2351756.3),(47 2332755.8),(48 2315743),(49 2320432.8),(50 2331129),(51 2351971.3),(52 2374145),(53 2396156.5),(54 2426870.5),(55 2455298.3),(56 2479496.8),(57 2502028),(58 2524729.5),(59 2548563.8),(60 2569358.8),(61 2593647.8),(62 2627712.8),(63 2662741.3),(64 2687758.8),(65 2714857),(66 2740599.3),(67 2770333.5),(68 2812000),(69 2865070.5),(70 2910445.5),(71 2950713.8),(72 2988274.3),(73 3035340),(74 3089907.5),(75 3137036),(76 3182861.3),(77 3227343.8),(78 3264803.8),(79 3297159.5),
