1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 12460.925),(2 38594.375),(3 82836.55),(4 138076.17),(5 189849.02),(6 252605.31),(7 310120.4),(8 355564),(9 376147.9),(10 395388.22),(11 403362.6),(12 417132.97),(13 439134),(14 474438.34),(15 530296.2),(16 596251.8),(17 672465.5),(18 730589.56),(19 793560.56),(20 850071),(21 924077.25),(22 987805.44),(23 1052460.4),(24 1110100),(25 1177595),(26 1265560),(27 1355511.6),(28 1450391.4),(29 1565004),(30 1696886),(31 1826081.4),(32 1977145.5),(33 2115855.8),(34 2246458.3),(35 2381271.5),(36 2513809),(37 2636530),(38 2774607.3),(39 2925511.8),(40 3062229),(41 3209854),(42 3369591),(43 3568228.8),(44 3799613.3),(45 4066123.3),(46 4347657),(47 4686498),(48 4996378.5),(49 5303637.5),(50 5606036),(51 5881550.5),(52 6137165.5),(53 6391484),(54 6636868),(55 6897182.5),(56 7142656),(57 7433048),(58 7748334.5),(59 8071314),(60 8394453),(61 8787516),(62 9184239),(63 9587505),(64 9971857),(65 10313417),(66 10616116),(67 10887907),(68 11103641),(69 11322101),(70 11504429),(71 11661707),(72 11804987),(73 11970392),(74 12144545),(75 12316685),(76 12500624),(77 12682687),(78 12866611),(79 13055405),
(1 33277.85),(2 125430.72),(3 266238.13),(4 445682.78),(5 659679.5),(6 903677.94),(7 1167277.9),(8 1444159.1),(9 1729705.8),(10 2017171.1),(11 2305330.8),(12 2584596.5),(13 2847626),(14 3090376),(15 3313100.5),(16 3513889.5),(17 3686627.3),(18 3832049.5),(19 3948204.5),(20 4035364.5),(21 4091061.5),(22 4113064.3),(23 4109051.3),(24 4084314.5),(25 4051883.8),(26 4010555.8),(27 3971942.3),(28 3934183.3),(29 3900223.3),(30 3859236.3),(31 3829513),(32 3800846.5),(33 3765329.8),(34 3727338.8),(35 3692083.5),(36 3644294.3),(37 3618344.3),(38 3594914.5),(39 3576182.3),(40 3566474.8),(41 3573970.8),(42 3567672.8),(43 3551419.3),(44 3527254.5),(45 3507155.8),(46 3497223),(47 3488106.8),(48 3489507.5),(49 3502682.8),(50 3531056.8),(51 3582319.3),(52 3644199),(53 3727846),(54 3836302),(55 3966496.8),(56 4103383),(57 4264715),(58 4434384),(59 4622803),(60 4812681),(61 5008648),(62 5209577.5),(63 5418262.5),(64 5611872),(65 5786409.5),(66 5935927.5),(67 6065827.5),(68 6185231.5),(69 6290870.5),(70 6375908),(71 6436521.5),(72 6474712.5),(73 6483167.5),(74 6474076),(75 6452414.5),(76 6399491.5),(77 6326834),(78 6220328.5),(79 6090178),
(1 28456.877),(2 105651.414),(3 222655.42),(4 368602.4),(5 540139.44),(6 733938.06),(7 941701.2),(8 1159294),(9 1382474.8),(10 1607040),(11 1833712.4),(12 2059354),(13 2284437),(14 2499870.3),(15 2706275.3),(16 2899616.3),(17 3079099.3),(18 3239790.8),(19 3385292),(20 3509999.8),(21 3614957.8),(22 3695301),(23 3751150.8),(24 3784352.8),(25 3803489.3),(26 3809025.3),(27 3804762),(28 3806007.3),(29 3816898.8),(30 3828252),(31 3850736),(32 3875175.3),(33 3912219.3),(34 3947843),(35 3983046.3),(36 4008401),(37 4044448),(38 4086321.3),(39 4129402.8),(40 4162892),(41 4198120),(42 4220434.5),(43 4217480.5),(44 4191279.3),(45 4161567),(46 4124651.3),(47 4079200),(48 4019230),(49 3961205.8),(50 3895769.8),(51 3828799.3),(52 3766840.3),(53 3723908.8),(54 3684178.8),(55 3653552),(56 3638512.8),(57 3639408.3),(58 3658334.8),(59 3690180),(60 3719464.8),(61 3753642.8),(62 3793184),(63 3832106),(64 3863288),(65 3895254.3),(66 3920700.8),(67 3950572.8),(68 3980027),(69 4011662.3),(70 4041914.3),(71 4061018),(72 4068118.8),(73 4068801.3),(74 4064045.3),(75 4050332.8),(76 4019915.3),(77 3973921.3),(78 3906508.3),(79 3822600.8),
(1 26781.455),(2 98956.02),(3 208461.6),(4 346853.63),(5 510854.97),(6 694022.6),(7 893160.3),(8 1106500.5),(9 1330807.4),(10 1557542.1),(11 1782206.4),(12 1999624.4),(13 2212716.5),(14 2415825),(15 2606795.5),(16 2781515.8),(17 2945140.3),(18 3085150),(19 3203662.5),(20 3292300.8),(21 3357639.8),(22 3391327.3),(23 3404950.5),(24 3390770),(25 3358202.3),(26 3304899.3),(27 3236220.5),(28 3162636.3),(29 3089001),(30 3008780.5),(31 2936515.5),(32 2875147.3),(33 2831533.5),(34 2799404.8),(35 2777538.3),(36 2767421.5),(37 2778886),(38 2810325),(39 2867610.5),(40 2928547.5),(41 3011064.3),(42 3115489.3),(43 3236163.8),(44 3361790.8),(45 3504474.5),(46 3649966.8),(47 3802390.5),(48 3942421.8),(49 4085301.8),(50 4223322),(51 4358331.5),(52 4488472.5),(53 4615758.5),(54 4721221),(55 4807609.5),(56 4889502),(57 4964921.5),(58 5040079),(59 5100859),(60 5136042),(61 5160852),(62 5180432.5),(63 5189233),(64 5199387),(65 5211081.5),(66 5197324),(67 5178045.5),(68 5133264.5),(69 5081119),(70 5008614),(71 4910579),(72 4785728.5),(73 4655136),(74 4521318),(75 4382070.5),(76 4240688),(77 4093470.8),(78 3951094.5),(79 3810490.3),
(1 27847.262),(2 104073.85),(3 222554.81),(4 375880.84),(5 558841.06),(6 766223.25),(7 986118.06),(8 1219252.9),(9 1457048.5),(10 1683925.1),(11 1897831.9),(12 2091367),(13 2267181),(14 2429726.5),(15 2565549),(16 2681182.8),(17 2782676.5),(18 2859964.3),(19 2924053.8),(20 2969070.8),(21 3008770),(22 3030938.3),(23 3041893.8),(24 3046798.5),(25 3043061.5),(26 3025741),(27 3001370.5),(28 2963041),(29 2911057.5),(30 2856377),(31 2803717),(32 2742688.8),(33 2685318.8),(34 2627532.8),(35 2568464.8),(36 2514708),(37 2469379.3),(38 2437434),(39 2426261.5),(40 2426630.5),(41 2441762.5),(42 2470114.8),(43 2515206.8),(44 2573588.8),(45 2646092),(46 2729817.3),(47 2822755.8),(48 2907703.8),(49 2982388.8),(50 3040261),(51 3083641.5),(52 3110967),(53 3121867.3),(54 3115178.5),(55 3098039.3),(56 3071128),(57 3034638),(58 3002573.5),(59 2975852.3),(60 2949205.8),(61 2914945.5),(62 2882499.8),(63 2861705),(64 2842563.8),(65 2824081),(66 2791338),(67 2754735.8),(68 2705746.3),(69 2656000),(70 2603875.3),(71 2547321),(72 2492202.5),(73 2455971),(74 2437433.3),(75 2442015.5),(76 2454717.8),(77 2480953.5),(78 2521337.3),(79 2566586.5),
(1 25849.787),(2 97007.234),(3 208079.92),(4 351886.97),(5 524272),(6 720678.7),(7 934007.44),(8 1161527.9),(9 1393190.9),(10 1620084.9),(11 1842713.8),(12 2052132.9),(13 2240098.8),(14 2411282.5),(15 2563764.8),(16 2696494),(17 2809203.5),(18 2896701),(19 2966398.8),(20 3024425.5),(21 3069892.3),(22 3090664),(23 3089107.8),(24 3081588.8),(25 3050651.5),(26 2998547),(27 2940428.3),(28 2859835.8),(29 2766559.8),(30 2667525.3),(31 2567474.3),(32 2462554),(33 2368076.3),(34 2288270.5),(35 2223571.5),(36 2175317.5),(37 2145835.5),(38 2141529.3),(39 2155791),(40 2187882),(41 2229761),(42 2279110.5),(43 2336506.3),(44 2402993.5),(45 2475504.5),(46 2549283.8),(47 2627410.3),(48 2696870.3),(49 2746981.3),(50 2779515.8),(51 2797876.3),(52 2806592.3),(53 2801624),(54 2784959),(55 2771395.5),(56 2752098.8),(57 2726843.5),(58 2707112.3),(59 2688905.8),(60 2679690),(61 2671838.3),(62 2666705.5),(63 2664422),(64 2665988.5),(65 2669606.8),(66 2671103.5),(67 2672059.3),(68 2661431.8),(69 2648571.8),(70 2635793),(71 2619543.8),(72 2601774.3),(73 2589456),(74 2577237),(75 2578953.5),(76 2594907.5),(77 2623454.8),(78 2664968.3),(79 2710665),
(1 30113.834),(2 111534.99),(3 237574.44),(4 397568.4),(5 584943.06),(6 796805.94),(7 1024345.2),(8 1263884.4),(9 1508877.8),(10 1751545.6),(11 1984725.3),(12 2200024.5),(13 2387324.3),(14 2544467.8),(15 2667253.5),(16 2761044.8),(17 2828224.8),(18 2864944.8),(19 2875725.5),(20 2864388.8),(21 2840962.5),(22 2803501.8),(23 2759658.8),(24 2714952.5),(25 2659606.8),(26 2603454.3),(27 2548379.8),(28 2485910.3),(29 2421259),(30 2354275.3),(31 2292257.5),(32 2236573.8),(33 2192504.5),(34 2157902.8),(35 2141267.3),(36 2144512.3),(37 2165430.3),(38 2206669.8),(39 2270570.5),(40 2350417.3),(41 2433961.5),(42 2523498.8),(43 2629550.8),(44 2741203.8),(45 2861735.3),(46 2982299.3),(47 3106769.5),(48 3234201.8),(49 3345634.3),(50 3442704.5),(51 3525891.8),(52 3583687.8),(53 3622843.3),(54 3640997.3),(55 3645252.5),(56 3629753.8),(57 3591418.5),(58 3527356.8),(59 3442242.3),(60 3337719),(61 3233229.3),(62 3110710.5),(63 2979103.8),(64 2849867.5),(65 2729326.3),(66 2621864),(67 2524238.8),(68 2432289),(69 2352780),(70 2286035.5),(71 2237063.5),(72 2204750),(73 2193849.8),(74 2210728.8),(75 2260115.3),(76 2327986.5),(77 2417504.5),(78 2519832),(79 2626212),
(1 25134.879),(2 93546.484),(3 198687.06),(4 330400.75),(5 485811.88),(6 659783.94),(7 845997.56),(8 1039988.1),(9 1240974.6),(10 1438422.8),(11 1626308.9),(12 1793184.6),(13 1939814.5),(14 2064242.9),(15 2165347.5),(16 2243863.8),(17 2301911.8),(18 2337321),(19 2355266.8),(20 2356503.8),(21 2345024.8),(22 2324926),(23 2294503.8),(24 2264928.5),(25 2232691.8),(26 2198441),(27 2165313.3),(28 2128224.8),(29 2096432),(30 2064155.6),(31 2033178.9),(32 2007568.3),(33 1989246.8),(34 1977831.5),(35 1976841.8),(36 1986247.8),(37 2003090.4),(38 2028229.6),(39 2062378.4),(40 2098851.3),(41 2142085.8),(42 2191559.3),(43 2247602.5),(44 2313074.8),(45 2391233.3),(46 2476935.3),(47 2573145),(48 2674655),(49 2770477.3),(50 2852994.5),(51 2923816.3),(52 2963222.3),(53 2985979),(54 2988355.3),(55 2959002.3),(56 2904313.3),(57 2827542.5),(58 2729270.8),(59 2610871.8),(60 2481259),(61 2353979.5),(62 2234588.8),(63 2130067),(64 2044457.9),(65 1979285.6),(66 1930653),(67 1898151.3),(68 1873920.5),(69 1852128),(70 1831169.5),(71 1813275.9),(72 1794651.3),(73 1777396.4),(74 1767772.4),(75 1767357.6),(76 1777606.5),(77 1797501.6),(78 1828179.9),(79 1868513.5),
(1 31572.219),(2 119032.305),(3 256053.22),(4 429930),(5 632177.06),(6 853855.3),(7 1079970.9),(8 1308268.1),(9 1529744),(10 1733422.3),(11 1912124.5),(12 2060965.4),(13 2174836.3),(14 2256299.8),(15 2309451),(16 2339607.3),(17 2346140),(18 2335354.3),(19 2308615),(20 2270326.3),(21 2220480.5),(22 2163791.5),(23 2097708),(24 2035086.8),(25 1981079.8),(26 1939680.6),(27 1911015.1),(28 1889303.9),(29 1883340.6),(30 1886203.1),(31 1892415.9),(32 1912644.9),(33 1943573.1),(34 1978257.3),(35 2022957),(36 2069095.5),(37 2120956.8),(38 2177618.5),(39 2230262.8),(40 2277962.3),(41 2325201),(42 2366464.5),(43 2402723.5),(44 2436200.3),(45 2464724),(46 2484508),(47 2495918.5),(48 2494534.3),(49 2481780.5),(50 2461655.3),(51 2427883.3),(52 2381857),(53 2330192.5),(54 2278567.8),(55 2229980),(56 2183098.8),(57 2146928.8),(58 2113397.3),(59 2087243.1),(60 2065481.5),(61 2051561.3),(62 2049339.1),(63 2059850.6),(64 2079636.1),(65 2114085.3),(66 2163079.8),(67 2217984.5),(68 2270814.5),(69 2315709.3),(70 2356868),(71 2399737.3),(72 2432589.8),(73 2464079),(74 2485888.5),(75 2502234.3),(76 2515457.3),(77 2516917.8),(78 2507632.5),(79 2485790.3),
(1 26804.453),(2 98938.34),(3 210702.78),(4 350888.6),(5 511873.13),(6 686303.4),(7 867307.4),(8 1053604),(9 1234544),(10 1403372),(11 1552934.3),(12 1679285),(13 1786499),(14 1871166.3),(15 1937490.9),(16 1991367.8),(17 2028724.5),(18 2049872.5),(19 2055360.9),(20 2048828.8),(21 2019491.1),(22 1976256.3),(23 1917217.1),(24 1857537.4),(25 1809920.4),(26 1774800.3),(27 1749260.5),(28 1732276.5),(29 1723612.4),(30 1722381),(31 1736293.1),(32 1763251.4),(33 1803943.1),(34 1854596.8),(35 1917474.1),(36 1990416.4),(37 2066353.6),(38 2143081),(39 2217866),(40 2278168.5),(41 2323268.8),(42 2353329),(43 2366291.5),(44 2364807),(45 2349632.3),(46 2312258),(47 2253612.5),(48 2183442.5),(49 2113322.3),(50 2043857.3),(51 1981380.5),(52 1917873.1),(53 1864159.6),(54 1828049.5),(55 1803764.3),(56 1784993.3),(57 1777293),(58 1766361.8),(59 1751398),(60 1725132.5),(61 1695718.4),(62 1661558.6),(63 1622738.8),(64 1584239.4),(65 1554579),(66 1540674),(67 1536545.5),(68 1546831),(69 1572777.6),(70 1611881.8),(71 1664208.4),(72 1725368.8),(73 1790740),(74 1854569.6),(75 1917112.3),(76 1969457.5),(77 2006564.3),(78 2026606.4),(79 2032124.6),
(1 26266.324),(2 97609.6),(3 208296.03),(4 346204.28),(5 504145.5),(6 677561.3),(7 855879.1),(8 1035742.5),(9 1208817.4),(10 1364455.1),(11 1498554.4),(12 1599570.1),(13 1674057.9),(14 1726373.1),(15 1761639),(16 1784838.8),(17 1794382.1),(18 1792085.8),(19 1784253.5),(20 1769026.9),(21 1738206.9),(22 1697178.4),(23 1647934.5),(24 1607137.4),(25 1571775.5),(26 1543789),(27 1520962),(28 1497675.5),(29 1471265.1),(30 1443962.4),(31 1425976.5),(32 1411536.8),(33 1399505),(34 1391179.6),(35 1388748.4),(36 1395153.3),(37 1402992.9),(38 1419052.1),(39 1446752.5),(40 1475141.9),(41 1511158.6),(42 1557445.6),(43 1612241.4),(44 1671077.3),(45 1727408.1),(46 1771561.9),(47 1805235),(48 1828796.1),(49 1849195.3),(50 1873237.3),(51 1893819.6),(52 1903342),(53 1911486.3),(54 1923859.9),(55 1937576.3),(56 1949657.3),(57 1963532.1),(58 1987490.4),(59 2014214.5),(60 2043164.1),(61 2072086.9),(62 2109189.5),(63 2154662),(64 2193037.5),(65 2223423.8),(66 2244758.5),(67 2252216.8),(68 2257059),(69 2270601),(70 2284110),(71 2305142),(72 2330215.3),(73 2357659),(74 2388850.3),(75 2413894.5),(76 2425825.8),(77 2422247.8),(78 2397134.8),(79 2347162.5),
(1 25833.016),(2 94701.84),(3 196539.17),(4 317921.88),(5 452257.1),(6 593395.8),(7 730647.25),(8 863785.3),(9 988578.4),(10 1095223.4),(11 1182129.6),(12 1248764.6),(13 1303140.9),(14 1350253),(15 1389847.1),(16 1424318.5),(17 1450319.8),(18 1468343.4),(19 1481644.8),(20 1484214.5),(21 1474838.1),(22 1451653.4),(23 1420306.4),(24 1385286.6),(25 1347257.5),(26 1307243.4),(27 1265770.8),(28 1217316.1),(29 1166413),(30 1117574.9),(31 1076440.4),(32 1048091.9),(33 1029060),(34 1023861.8),(35 1027956.7),(36 1039398.6),(37 1051231.4),(38 1062587.8),(39 1073698.9),(40 1085313.4),(41 1093624.6),(42 1093503),(43 1087871),(44 1079676.1),(45 1071243.4),(46 1059882),(47 1048974.8),(48 1038085.94),(49 1030311.9),(50 1033434.06),(51 1041351.56),(52 1051041.9),(53 1066282.5),(54 1085254),(55 1104371.5),(56 1127111.5),(57 1152383.9),(58 1183210),(59 1215434.3),(60 1247435.3),(61 1276309.8),(62 1306694),(63 1339172.8),(64 1369956.4),(65 1397383.8),(66 1418290),(67 1430395),(68 1441768.5),(69 1452900.6),(70 1461241.1),(71 1467854.6),(72 1468121.6),(73 1464358),(74 1456941.8),(75 1443918.9),(76 1428986),(77 1412656.5),(78 1396820.3),(79 1379787.9),
(1 25096.836),(2 91418.75),(3 189561.39),(4 308035.5),(5 441945.84),(6 586502.1),(7 731660.94),(8 871872.9),(9 1002063.75),(10 1116529.3),(11 1213969.3),(12 1286850.8),(13 1337582.1),(14 1368381.9),(15 1382309.1),(16 1383063.5),(17 1374061.6),(18 1354967.8),(19 1330519.5),(20 1299799.5),(21 1272584.1),(22 1248077.3),(23 1236434.9),(24 1232565.4),(25 1231780),(26 1235424.9),(27 1241634.5),(28 1249717.6),(29 1253975.6),(30 1260315.4),(31 1267614.6),(32 1275207),(33 1281253.3),(34 1284091.3),(35 1283114.1),(36 1280161.6),(37 1272760.1),(38 1261024.5),(39 1252169.9),(40 1247370.3),(41 1248609.1),(42 1256405.5),(43 1273465.6),(44 1296878.8),(45 1327309.1),(46 1364574),(47 1402087.6),(48 1436124.6),(49 1470675.5),(50 1510984.4),(51 1544895.4),(52 1578480.1),(53 1602965.5),(54 1619542.3),(55 1624491.3),(56 1623917),(57 1621596.9),(58 1623694.6),(59 1630501.5),(60 1641167.4),(61 1658377.5),(62 1678083.1),(63 1708174.5),(64 1745304.8),(65 1782545.6),(66 1806489.5),(67 1819143.3),(68 1826651),(69 1823082.8),(70 1806072.4),(71 1775558.1),(72 1733227.5),(73 1679338.4),(74 1618248.1),(75 1554919.5),(76 1499314),(77 1451418.5),(78 1409468.1),(79 1374907.4),
(1 28902.174),(2 106911.83),(3 223664.66),(4 367465.38),(5 528985.4),(6 701210.56),(7 873897),(8 1034567.6),(9 1179201.3),(10 1303471.6),(11 1397859.6),(12 1460580.8),(13 1495136.5),(14 1508780.3),(15 1503664),(16 1483537.8),(17 1452199.1),(18 1410302.8),(19 1364733.6),(20 1318489.5),(21 1281209.6),(22 1254264.3),(23 1240167.1),(24 1240171.4),(25 1246844.1),(26 1254106.6),(27 1263221.1),(28 1269093),(29 1266085.6),(30 1259062),(31 1250837.3),(32 1238039.6),(33 1225134.8),(34 1212065.8),(35 1197587.1),(36 1179287.3),(37 1162996.5),(38 1149314.1),(39 1141992.5),(40 1142184),(41 1152925.3),(42 1171147.8),(43 1199164.3),(44 1235892.1),(45 1278172.9),(46 1321371.1),(47 1362856.9),(48 1391340.5),(49 1411448.1),(50 1422325),(51 1421114.5),(52 1415759.1),(53 1401766.4),(54 1382532.9),(55 1358587.8),(56 1334740.6),(57 1315720.1),(58 1305985.9),(59 1307485.3),(60 1314047.6),(61 1333662.4),(62 1362212.9),(63 1399816.8),(64 1441820.4),(65 1487109.4),(66 1525241.1),(67 1554628.9),(68 1581889.5),(69 1603533.4),(70 1616688.1),(71 1625755.5),(72 1625844.9),(73 1617440.5),(74 1592957.3),(75 1561733.6),(76 1523041),(77 1481811.6),(78 1438134.1),(79 1398522.4),
(1 31952.117),(2 117720.125),(3 243881.17),(4 394080.88),(5 555729),(6 721740.4),(7 879063.8),(8 1020595.94),(9 1142922),(10 1237850.5),(11 1301052.1),(12 1336715.3),(13 1345304.1),(14 1332853.8),(15 1303521),(16 1263131),(17 1218718.3),(18 1175595.1),(19 1138887.8),(20 1107523.1),(21 1086348.5),(22 1079332.4),(23 1083025.4),(24 1093160.1),(25 1096522.8),(26 1090402.6),(27 1083468.5),(28 1074061.4),(29 1059861.8),(30 1046651.2),(31 1031363.1),(32 1015503.75),(33 1008289.94),(34 1010450.5),(35 1015553.94),(36 1022370.5),(37 1037449.7),(38 1061209.1),(39 1091503.4),(40 1125709.1),(41 1161036.5),(42 1190949.1),(43 1217139.5),(44 1231855.9),(45 1237617.3),(46 1235550.9),(47 1233743.3),(48 1225758.4),(49 1213838),(50 1198968.6),(51 1183162.5),(52 1170945.9),(53 1157773.8),(54 1146489.8),(55 1135979.4),(56 1131848.5),(57 1138355.8),(58 1158402.9),(59 1190881.4),(60 1233478.6),(61 1287156.6),(62 1346488.8),(63 1406079.5),(64 1467568.8),(65 1527659),(66 1579730.9),(67 1624126.3),(68 1658949),(69 1678150.8),(70 1678483.9),(71 1664194),(72 1636790.8),(73 1596701.1),(74 1539110.4),(75 1474248.8),(76 1409532.1),(77 1347952.1),(78 1293391.3),(79 1248061),
(1 24846.604),(2 89281.36),(3 183179.36),(4 293621.72),(5 412919.88),(6 533511.4),(7 647530.8),(8 749534.56),(9 838302.1),(10 910021),(11 960314.1),(12 990913.9),(13 998839.3),(14 989365.3),(15 968373.3),(16 943112.56),(17 915465.75),(18 892613.5),(19 877029.94),(20 868562.06),(21 864897.75),(22 866988.44),(23 869875.1),(24 872502.56),(25 874276.44),(26 875403),(27 879907.8),(28 886636.8),(29 895124.44),(30 906900.8),(31 918140.06),(32 924709.25),(33 929497),(34 934001.06),(35 938307.1),(36 943585),(37 956152.4),(38 975665.06),(39 997614.75),(40 1018190.94),(41 1033644.06),(42 1039703.8),(43 1038350.56),(44 1031580.06),(45 1025764.2),(46 1020932.06),(47 1019084.44),(48 1017085.06),(49 1022210.4),(50 1031520.9),(51 1043960.8),(52 1064941.8),(53 1089450.1),(54 1115250.8),(55 1141219.1),(56 1167553.1),(57 1192506.9),(58 1216013),(59 1237381),(60 1251033.8),(61 1261947.8),(62 1269508.8),(63 1269567.3),(64 1272238.9),(65 1279011.8),(66 1285952),(67 1291106.4),(68 1294812.6),(69 1291024.8),(70 1276904.5),(71 1251391.8),(72 1219098),(73 1186485.4),(74 1155009.6),(75 1126110.6),(76 1102696.6),(77 1082778),(78 1064560.9),(79 1047668.9),
(1 21146.223),(2 74566.28),(3 149340.92),(4 235071.63),(5 324781.66),(6 412873.1),(7 496825.53),(8 574052.44),(9 644044.5),(10 699869.3),(11 739801.5),(12 772617.5),(13 791370.75),(14 802959.06),(15 805510.9),(16 807338.56),(17 809845.7),(18 815699.44),(19 821168.4),(20 825496.56),(21 829454.4),(22 833071.8),(23 836910.7),(24 841716.2),(25 846631.5),(26 849330.2),(27 849894.3),(28 850269.3),(29 846264.94),(30 839418.94),(31 834138.9),(32 826203.9),(33 814919.6),(34 804844.94),(35 794419.44),(36 785704.3),(37 775160.9),(38 764373.8),(39 756510.06),(40 753349.25),(41 759674.4),(42 772974),(43 795729.4),(44 826159.8),(45 863567.25),(46 899950.1),(47 931664.7),(48 949210.9),(49 959810.1),(50 968745.06),(51 979496.9),(52 995946.5),(53 1013848.1),(54 1031401.8),(55 1047964.2),(56 1063890.5),(57 1078066.6),(58 1093564.4),(59 1111228),(60 1127112.4),(61 1139050.6),(62 1145255.3),(63 1137561.4),(64 1122867.3),(65 1104601.4),(66 1082197.8),(67 1057442.6),(68 1038532.75),(69 1029940.94),(70 1031044.2),(71 1040704.75),(72 1062188.4),(73 1088027.8),(74 1104303),(75 1104764.8),(76 1092348.8),(77 1073593.1),(78 1052261),(79 1029672.9),
