1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 263718.25),(2 843255.5),(3 1548225.9),(4 2328221.3),(5 3082780),(6 3943138),(7 4981248.5),(8 6218138.5),(9 7756110.5),(10 9405816),(11 11199601),(12 12994785),(13 15032133),(14 17110224),(15 18948854),(16 20609588),(17 22369978),(18 24086360),(19 26011686),(20 27945906),(21 29894102),(22 32096186),(23 34133628),(24 35975052),(25 37814744),(26 39548990),(27 41022220),(28 42243140),(29 43123172),(30 43711100),(31 44334404),(32 44671148),(33 44856276),(34 44806668),(35 44449736),(36 44061892),(37 43334680),(38 42382196),(39 41381924),(40 40457010),(41 39720256),(42 39151936),(43 38583616),(44 38267468),(45 37395060),(46 36542780),(47 35172188),(48 33721276),(49 32582520),(50 31595424),(51 30798682),(52 30247818),(53 29500216),(54 29146678),(55 29378730),(56 29779782),(57 30078382),(58 30382954),(59 30890378),(60 31381664),(61 32156976),(62 32831602),(63 33907684),(64 35277124),(65 36592720),(66 38173284),(67 39894224),(68 41176910),(69 42278540),(70 43501028),(71 44609710),(72 45645504),(73 46583456),(74 47239948),(75 47898796),(76 48336292),(77 48598420),(78 48491936),(79 48073204),
(1 1004953.2),(2 3095468.3),(3 5053974.5),(4 6508577.5),(5 7412339.5),(6 7821422),(7 7900169.5),(8 8023573.5),(9 8401360),(10 9030797),(11 9810333),(12 10343859),(13 10441634),(14 10262944),(15 10042675),(16 9805631),(17 9618952),(18 9577493),(19 9703194),(20 9852672),(21 9927737),(22 9918998),(23 9832136),(24 9674376),(25 9465773),(26 9273194),(27 9262576),(28 9441043),(29 9682734),(30 9970357),(31 10256621),(32 10444053),(33 10441126),(34 10225170),(35 9785583),(36 9214475),(37 8580986),(38 7997420.5),(39 7566181.5),(40 7471135.5),(41 7597767),(42 7929315),(43 8313302.5),(44 8660481),(45 8912079),(46 9011514),(47 9119742),(48 9382810),(49 9789030),(50 10213504),(51 10530225),(52 10784843),(53 10975937),(54 11182191),(55 11481437),(56 11823978),(57 12087474),(58 12101980),(59 11867395),(60 11466106),(61 11001203),(62 10780480),(63 10802691),(64 11019262),(65 11500913),(66 12169661),(67 12761709),(68 13172732),(69 13435039),(70 13631238),(71 13771690),(72 13856434),(73 13955082),(74 13911981),(75 13628338),(76 13075752),(77 12437873),(78 11858710),(79 11595937),
(1 1023019.56),(2 3214456),(3 5424927.5),(4 7260930.5),(5 8328690.5),(6 8772779),(7 8754187),(8 8533622),(9 8326164),(10 8421331),(11 8959815),(12 9659176),(13 10214957),(14 10455742),(15 10514847),(16 10472660),(17 10338985),(18 10142124),(19 9993995),(20 9891588),(21 9724006),(22 9429816),(23 8975112),(24 8462976),(25 8103684),(26 7985596),(27 8083592.5),(28 8422358),(29 8861203),(30 9316131),(31 9534111),(32 9529361),(33 9372715),(34 9200563),(35 9079201),(36 9060141),(37 9113533),(38 9223124),(39 9264893),(40 9250313),(41 9133089),(42 9063601),(43 9015810),(44 8944425),(45 8933095),(46 8994678),(47 9178072),(48 9430016),(49 9661466),(50 9861519),(51 9882050),(52 9757635),(53 9558648),(54 9302549),(55 9134709),(56 9089273),(57 9144080),(58 9334041),(59 9715591),(60 10400780),(61 11268751),(62 12243817),(63 13076397),(64 13558761),(65 13644132),(66 13428560),(67 13114777),(68 12869323),(69 12809283),(70 13028824),(71 13418520),(72 13706840),(73 13722681),(74 13343184),(75 12584357),(76 11707824),(77 11118264),(78 10912306),(79 11230176),
(1 1162423.5),(2 3710932.8),(3 6336753.5),(4 8439612),(5 9470569),(6 9870738),(7 9877200),(8 9608193),(9 9316537),(10 9304850),(11 9665469),(12 10010657),(13 10005363),(14 9662035),(15 9338092),(16 9280877),(17 9468146),(18 9674077),(19 9742303),(20 9470476),(21 8854502),(22 8133440),(23 7627361.5),(24 7562124),(25 7932732),(26 8569414),(27 9312014),(28 9962917),(29 10452527),(30 10866683),(31 11256458),(32 11636142),(33 11881356),(34 12006156),(35 11962977),(36 11760122),(37 11419254),(38 10989760),(39 10483840),(40 9924230),(41 9356721),(42 8808008),(43 8436097),(44 8323655),(45 8370252),(46 8644484),(47 9053050),(48 9282168),(49 9261199),(50 9110850),(51 8913416),(52 8755761),(53 8788695),(54 8892669),(55 8990337),(56 8984538),(57 9092424),(58 9455992),(59 9971324),(60 10486670),(61 10921147),(62 11219128),(63 11320172),(64 11176517),(65 10864650),(66 10521201),(67 10282652),(68 10231286),(69 10300643),(70 10320690),(71 10096406),(72 9625832),(73 9232067),(74 9133061),(75 9360821),(76 9876808),(77 10302423),(78 10745789),(79 10849257),
(1 907144.8),(2 2759730.5),(3 4589696.5),(4 6073402),(5 6828988),(6 7225860),(7 7460059),(8 7543837.5),(9 7547495.5),(10 7606294.5),(11 7698882),(12 7673109),(13 7605443),(14 7592011.5),(15 7595869.5),(16 7709124),(17 7886922),(18 8031154.5),(19 8103187),(20 8023337.5),(21 7869616.5),(22 7673525),(23 7359349),(24 7052304.5),(25 6821232.5),(26 6756658),(27 7085392.5),(28 7716563),(29 8301739.5),(30 8878194),(31 9307982),(32 9570625),(33 9645749),(34 9622735),(35 9527626),(36 9334685),(37 9017414),(38 8705506),(39 8511324),(40 8490434),(41 8557449),(42 8704422),(43 8912136),(44 9119267),(45 9257132),(46 9364692),(47 9328788),(48 9273829),(49 9245517),(50 9163971),(51 8917459),(52 8567063),(53 8184211),(54 7741747),(55 7295433),(56 6927861),(57 6748154),(58 6816444),(59 7123806),(60 7642711),(61 8253968),(62 8804732),(63 9279277),(64 9808842),(65 10274277),(66 10407437),(67 10072499),(68 9540100),(69 9112728),(70 8810299),(71 8607194),(72 8430689),(73 8371572),(74 8485864),(75 8679003),(76 9007921),(77 9516814),(78 10020876),(79 10276917),
(1 898906.9),(2 2709340.3),(3 4479563.5),(4 5820118),(5 6420320),(6 6848650.5),(7 7128093),(8 7369410.5),(9 7726123.5),(10 8119209),(11 8277668.5),(12 8072452.5),(13 7649071.5),(14 7354830),(15 7338094),(16 7481207.5),(17 7806086.5),(18 8180256),(19 8365848.5),(20 8277603.5),(21 8063316.5),(22 7891751.5),(23 7801252),(24 7811052),(25 7843493.5),(26 7744325.5),(27 7479883.5),(28 7238313.5),(29 7124835),(30 7262655.5),(31 7652404),(32 8172412),(33 8613124),(34 8887019),(35 8969029),(36 8879570),(37 8574014),(38 8295668),(39 8068326),(40 7906727),(41 7866271.5),(42 7932040.5),(43 8059978),(44 8165949.5),(45 8170746.5),(46 8069959),(47 7952258),(48 7908409.5),(49 7914818),(50 7858035),(51 7704885.5),(52 7526205),(53 7398885.5),(54 7223618.5),(55 7123619.5),(56 7028415),(57 6865388.5),(58 6711264),(59 6682486.5),(60 6830927),(61 7159141.5),(62 7480405.5),(63 7595229.5),(64 7607054),(65 7570811.5),(66 7416126),(67 7061999),(68 6714570),(69 6645177),(70 6717331.5),(71 6773234.5),(72 6743424),(73 6715737),(74 6769967),(75 6915975.5),(76 7072875.5),(77 7218495),(78 7181099.5),(79 6958999),
(1 800043.75),(2 2422746.5),(3 3943257),(4 4937518.5),(5 5409936.5),(6 5605199.5),(7 5699395),(8 5722511),(9 5733865.5),(10 5790994.5),(11 5891549),(12 5955342),(13 5799902.5),(14 5497028.5),(15 5338110.5),(16 5395938),(17 5658690),(18 6018677.5),(19 6339325),(20 6601814.5),(21 6877142.5),(22 7046587.5),(23 7047688.5),(24 6957963.5),(25 6821447.5),(26 6679270),(27 6527682),(28 6367216),(29 6201425),(30 6050788.5),(31 5981729),(32 6040030.5),(33 6233086),(34 6513928),(35 6859281),(36 7106687),(37 7140515),(38 7096221),(39 7036598),(40 6915187),(41 6722517.5),(42 6468577),(43 6164208),(44 5901702.5),(45 5769125.5),(46 5666966.5),(47 5609308.5),(48 5639112.5),(49 5710779.5),(50 5769483),(51 5783021),(52 5810818),(53 5805003),(54 5882158.5),(55 6043154),(56 6162306),(57 6218313.5),(58 6240397.5),(59 6239867),(60 6250296),(61 6265691),(62 6163731),(63 5952291),(64 5693662.5),(65 5542894),(66 5564184.5),(67 5697465),(68 5859963.5),(69 6001337.5),(70 6076084.5),(71 6118036.5),(72 6112327.5),(73 6086607),(74 6115046.5),(75 6078313),(76 5977382.5),(77 5917999),(78 5775251),(79 5621933.5),
(1 771534.5),(2 2282570),(3 3728473.8),(4 4650276),(5 5012879),(6 5153766.5),(7 5300545.5),(8 5486396),(9 5592958.5),(10 5524726),(11 5397150.5),(12 5364724),(13 5350217),(14 5270985.5),(15 5253094.5),(16 5252006.5),(17 5287198),(18 5350322.5),(19 5457987),(20 5485995),(21 5400094),(22 5320469),(23 5418489.5),(24 5685331.5),(25 5925564.5),(26 5948160),(27 5722914),(28 5440226.5),(29 5269169.5),(30 5232146.5),(31 5256933),(32 5343522),(33 5625242.5),(34 5968460.5),(35 6287934),(36 6482249.5),(37 6491640.5),(38 6403948.5),(39 6294697),(40 6130858.5),(41 5943538.5),(42 5726913),(43 5559884.5),(44 5456542.5),(45 5347340.5),(46 5258474),(47 5224044.5),(48 5323506.5),(49 5468741),(50 5654464),(51 5844610),(52 5999346.5),(53 6030533),(54 5990654),(55 5834454),(56 5675082),(57 5581649),(58 5566205),(59 5586839.5),(60 5566163),(61 5532351),(62 5471006.5),(63 5381079.5),(64 5197662),(65 4997737.5),(66 4848572),(67 4801607.5),(68 4863497.5),(69 5067403),(70 5350021),(71 5570426.5),(72 5640986),(73 5575755),(74 5459070.5),(75 5347589.5),(76 5317980.5),(77 5389212.5),(78 5452221),(79 5449937),
(1 699195.6),(2 1979818),(3 3140683.5),(4 3933349.3),(5 4269769),(6 4597916.5),(7 4782251),(8 4914647.5),(9 4928511),(10 4835344.5),(11 4793320),(12 4863573.5),(13 5001073.5),(14 5070033),(15 5113400),(16 5034181.5),(17 4941572.5),(18 4959529),(19 5059240),(20 5155690.5),(21 5186590),(22 5241690),(23 5324456),(24 5332953.5),(25 5237707),(26 4973202.5),(27 4655102),(28 4369127.5),(29 4172632.3),(30 4121105.5),(31 4233754),(32 4434136.5),(33 4680386.5),(34 4889822.5),(35 5041709),(36 5106893.5),(37 5134367.5),(38 5108059),(39 4985384.5),(40 4814062.5),(41 4690651),(42 4662619.5),(43 4714945.5),(44 4720061.5),(45 4696716.5),(46 4583513.5),(47 4408113.5),(48 4335885.5),(49 4386256),(50 4559513),(51 4728810.5),(52 4790495),(53 4776201.5),(54 4665885.5),(55 4528987),(56 4488664),(57 4552427),(58 4631112.5),(59 4692360.5),(60 4710349.5),(61 4720671),(62 4779929),(63 4748399.5),(64 4576311.5),(65 4418144),(66 4372665.5),(67 4405099.5),(68 4444362.5),(69 4482162.5),(70 4599296),(71 4739153),(72 4822319.5),(73 4900969.5),(74 4958180.5),(75 4898156.5),(76 4687212.5),(77 4496511),(78 4394042),(79 4406647.5),
(1 695243),(2 1977726.5),(3 3095386),(4 3835419.8),(5 4190084),(6 4517181),(7 4723023),(8 4860476),(9 4867247.5),(10 4748254.5),(11 4635762),(12 4572601),(13 4500995.5),(14 4439252),(15 4393813),(16 4330477),(17 4321249.5),(18 4403770),(19 4603020.5),(20 4727382.5),(21 4741328),(22 4747293),(23 4856449),(24 4956716),(25 4892578.5),(26 4696907.5),(27 4452892),(28 4305792),(29 4252161.5),(30 4276658),(31 4295651),(32 4279784),(33 4263357),(34 4263820),(35 4254227),(36 4280889.5),(37 4337616.5),(38 4412525.5),(39 4499244.5),(40 4549947),(41 4540504),(42 4476887.5),(43 4331864),(44 4102943.5),(45 3935186),(46 3887612.5),(47 3877835),(48 3941629),(49 4061792.3),(50 4140223.5),(51 4092897.8),(52 4018800.5),(53 3990085.8),(54 4057691.8),(55 4100633),(56 4143333.3),(57 4143180.5),(58 4129684.8),(59 4137933),(60 4152715.5),(61 4182699),(62 4215897.5),(63 4233005),(64 4227073),(65 4202547),(66 4109682.5),(67 3962513),(68 3863852),(69 3834055.3),(70 3898323.5),(71 3919535.3),(72 3912350),(73 3924730.5),(74 3985244.8),(75 4063898),(76 4094604.3),(77 4038979.8),(78 3972353),(79 3957611.5),
(1 676616.56),(2 1864458),(3 2746459.8),(4 3173668),(5 3364474.3),(6 3484475.8),(7 3632154),(8 3871265.8),(9 4040858.8),(10 4048538.5),(11 3982460.5),(12 3875869.8),(13 3745670),(14 3690354.3),(15 3649457.8),(16 3650471),(17 3775063.8),(18 3927893.5),(19 4045664.8),(20 4043031.3),(21 4014502.5),(22 4027280.8),(23 4037474.3),(24 3993232.5),(25 3897355.3),(26 3798223.3),(27 3705289.5),(28 3617127.3),(29 3557492),(30 3596733.5),(31 3710899.5),(32 3759169.3),(33 3711525.5),(34 3661131.3),(35 3668462.8),(36 3737517),(37 3816499),(38 3933575.8),(39 4001847),(40 3994404.3),(41 3920964.3),(42 3828206.8),(43 3738594.5),(44 3716733.5),(45 3769332.8),(46 3846949.3),(47 3929200),(48 4003647.3),(49 4077326.8),(50 4103430.5),(51 4070480),(52 4030298.8),(53 3961782.5),(54 3849912.8),(55 3687885),(56 3571353),(57 3540434.5),(58 3548704.8),(59 3521300),(60 3485879.8),(61 3496579.3),(62 3498403.8),(63 3453863),(64 3433054),(65 3425647.5),(66 3379442),(67 3332586.8),(68 3334228),(69 3393369.5),(70 3467236.8),(71 3524516.3),(72 3564646.5),(73 3600033.8),(74 3665934.8),(75 3723379),(76 3716880),(77 3638063.5),(78 3612161.5),(79 3650401.8),
(1 687804.1),(2 1918596.8),(3 2833605.5),(4 3302213.5),(5 3508456.8),(6 3656889.3),(7 3756562.3),(8 3798259),(9 3754415.3),(10 3704555),(11 3647626),(12 3581096.5),(13 3567570.3),(14 3578637),(15 3540802.5),(16 3511672.8),(17 3587930),(18 3726645.8),(19 3816054.8),(20 3850300.3),(21 3851468.3),(22 3843891.3),(23 3802910.5),(24 3684264),(25 3542508.3),(26 3485231.8),(27 3576721.3),(28 3649751.3),(29 3702366),(30 3691932.5),(31 3769771.5),(32 3900511),(33 3926517.5),(34 3951286.8),(35 3995012.5),(36 3963197.3),(37 3823224.3),(38 3640666.3),(39 3493613.8),(40 3446796),(41 3428955.5),(42 3437441.8),(43 3517357.3),(44 3630381.3),(45 3600019.3),(46 3471890.5),(47 3386604.5),(48 3369392),(49 3408538.5),(50 3457920.5),(51 3446640.5),(52 3377052),(53 3343598.3),(54 3344947),(55 3354634.5),(56 3384191.5),(57 3398984.5),(58 3337329),(59 3249948.8),(60 3164274.5),(61 3115564),(62 3070321.5),(63 3074953),(64 3168475.5),(65 3320837.8),(66 3449819),(67 3557113),(68 3632045.8),(69 3641199.5),(70 3665630.8),(71 3654658.3),(72 3600797.3),(73 3619400.8),(74 3726046.5),(75 3833259.5),(76 3870705.8),(77 3847831.8),(78 3792162),(79 3741097.3),
(1 621207.94),(2 1593922),(3 2185189),(4 2479728.3),(5 2652052),(6 2861617.5),(7 2973570.3),(8 2987634.3),(9 2977061.8),(10 2991191.8),(11 3028143),(12 3074930.5),(13 3147089),(14 3130644.5),(15 3026672.8),(16 2976997.5),(17 2950949.8),(18 2863906.8),(19 2828879.5),(20 2916230.8),(21 3077707.3),(22 3160689.5),(23 3143476.5),(24 3073982),(25 3027284.8),(26 3006117.3),(27 3000565.3),(28 2946340.5),(29 2895345.3),(30 2878230),(31 2990796.3),(32 3088742.3),(33 3107879),(34 3134097),(35 3148316.5),(36 3112965),(37 3022507.5),(38 2970872),(39 2960281.8),(40 2932772),(41 2908760),(42 2891489),(43 2836030.8),(44 2707171.8),(45 2573641),(46 2546045.3),(47 2579161),(48 2606081.5),(49 2649233.5),(50 2715840.8),(51 2781772),(52 2793562),(53 2768697),(54 2780099.3),(55 2868867),(56 2967757.8),(57 3002469.5),(58 3022008.5),(59 3098981),(60 3220669),(61 3291312.3),(62 3230621),(63 3180108.3),(64 3194682.8),(65 3146667),(66 3105818.8),(67 3109124.5),(68 3177317.8),(69 3268396.5),(70 3307556.3),(71 3267501),(72 3189417.5),(73 3159444.8),(74 3153035.8),(75 3199230.3),(76 3229037.5),(77 3246667.5),(78 3181501.8),(79 3125205.8),
(1 588696.8),(2 1487239.9),(3 1995602.6),(4 2183328.3),(5 2227302.3),(6 2244903.5),(7 2278145),(8 2342602.8),(9 2431252),(10 2462787.8),(11 2484814.3),(12 2537709.5),(13 2559373.8),(14 2502754),(15 2446299.3),(16 2459267.5),(17 2460176.8),(18 2477028),(19 2537555.8),(20 2590768.3),(21 2603355.8),(22 2581410.5),(23 2586276),(24 2608300.5),(25 2633232.8),(26 2632551.5),(27 2611480.3),(28 2545778.8),(29 2510210.5),(30 2528980),(31 2566236.8),(32 2559301),(33 2542789.5),(34 2571104.3),(35 2631978.5),(36 2610527.3),(37 2566731.3),(38 2547256),(39 2541387.3),(40 2568275.3),(41 2625239.3),(42 2621290.5),(43 2534396.8),(44 2408665),(45 2337278.8),(46 2296648.8),(47 2349764.8),(48 2435633),(49 2532715),(50 2599412),(51 2605869),(52 2559891.8),(53 2544515.8),(54 2554608.3),(55 2672806.3),(56 2749348.8),(57 2745390),(58 2737709),(59 2713665.8),(60 2674766.8),(61 2636952),(62 2621005.5),(63 2642972.8),(64 2677838),(65 2697755.3),(66 2688359.5),(67 2671914.5),(68 2622446.8),(69 2579992.8),(70 2564158.5),(71 2571448),(72 2637964.8),(73 2730881.8),(74 2773566.3),(75 2735663.8),(76 2672405.3),(77 2630385.8),(78 2567164.8),(79 2537882.5),
(1 557089.75),(2 1416827),(3 1904220.8),(4 2105305),(5 2173584.5),(6 2224977),(7 2259408.5),(8 2328434.8),(9 2359855),(10 2355743.8),(11 2402957.8),(12 2533690.5),(13 2597300),(14 2544375),(15 2413588),(16 2294158.5),(17 2235841.5),(18 2279908.3),(19 2406512),(20 2510718),(21 2556485.5),(22 2593612.5),(23 2668755.3),(24 2708172.8),(25 2694367.8),(26 2633452.8),(27 2591060),(28 2572933.8),(29 2605211.5),(30 2665899.8),(31 2715573.3),(32 2704714.8),(33 2643915.8),(34 2551473),(35 2444315.8),(36 2345798.5),(37 2312886.5),(38 2335329),(39 2387639.8),(40 2458256.8),(41 2510174.5),(42 2536184.5),(43 2557060.5),(44 2541581.8),(45 2540541.5),(46 2535230.3),(47 2470001),(48 2425417.8),(49 2455789),(50 2479958.5),(51 2441712.3),(52 2383468),(53 2344296.5),(54 2340273),(55 2391258),(56 2397508),(57 2395373.3),(58 2362424.5),(59 2310147.3),(60 2324148),(61 2416443.5),(62 2496537.5),(63 2528407),(64 2580345.5),(65 2614937),(66 2598031.3),(67 2585018.3),(68 2576120.3),(69 2511693.8),(70 2417885.3),(71 2354252.3),(72 2397669.3),(73 2510182.3),(74 2632753.5),(75 2711060.5),(76 2688668.5),(77 2629425.5),(78 2557688.8),(79 2518527.5),
(1 452553.34),(2 1089118.9),(3 1424320.9),(4 1571877.4),(5 1673483.3),(6 1746283),(7 1807599.3),(8 1887524.3),(9 1971174.4),(10 2017093.8),(11 2067283.5),(12 2112095.8),(13 2109568.5),(14 2096817.3),(15 2067809.4),(16 2057438.6),(17 2062082.6),(18 2128519),(19 2201802.8),(20 2179589.5),(21 2133876.5),(22 2126789.5),(23 2144660),(24 2149772.5),(25 2174532.5),(26 2182331),(27 2213645.5),(28 2214310.3),(29 2214420),(30 2275018.8),(31 2344035.3),(32 2366237.3),(33 2396621.8),(34 2393206),(35 2357355.8),(36 2329963),(37 2352782),(38 2398474.3),(39 2408148.5),(40 2390088),(41 2368347.3),(42 2355089),(43 2307369.3),(44 2227335.5),(45 2236656.8),(46 2280427),(47 2282041.5),(48 2308329),(49 2385066.3),(50 2400860),(51 2331412.5),(52 2259938.8),(53 2205072.3),(54 2182874),(55 2172724.8),(56 2169100.5),(57 2116281),(58 2117185.5),(59 2179224.5),(60 2246138.5),(61 2331158.3),(62 2356488.3),(63 2340406),(64 2336132),(65 2370577.3),(66 2401621),(67 2380962.8),(68 2312333),(69 2174484.8),(70 2026742.3),(71 1963014.3),(72 2000615.9),(73 2044342),(74 2082412.3),(75 2141945),(76 2196789.8),(77 2194783.5),(78 2184057.3),(79 2176874),
(1 416649.9),(2 992753.6),(3 1286922.6),(4 1427886.6),(5 1521556.1),(6 1586907.6),(7 1653317),(8 1679898.6),(9 1691940.6),(10 1684782.1),(11 1736239.3),(12 1767169),(13 1741218.5),(14 1730397.4),(15 1711800),(16 1768785.9),(17 1837417.5),(18 1923267.3),(19 1948424),(20 1874419.8),(21 1851475),(22 1860428.4),(23 1844932),(24 1811663.3),(25 1819873.9),(26 1884731.4),(27 1952662.9),(28 1966339.4),(29 1960864),(30 1914789.8),(31 1859629.9),(32 1825860.6),(33 1844776),(34 1859859.8),(35 1849041.4),(36 1834875.8),(37 1870215),(38 1924169.5),(39 1918229.5),(40 1910692.6),(41 1931325),(42 1924169.5),(43 1887157),(44 1904216.3),(45 1919630.3),(46 1919966.1),(47 1959996.8),(48 1941343.4),(49 1928038.5),(50 1917649.4),(51 1885941.8),(52 1855782.3),(53 1874744.6),(54 1955942.1),(55 2047480.4),(56 2031245),(57 1940702.5),(58 1893746.3),(59 1899924),(60 1862536.6),(61 1860399.3),(62 1878184.8),(63 1882600.4),(64 1913542.9),(65 1981411.3),(66 2024205.1),(67 1978750.9),(68 1955293),(69 1991309.1),(70 1982825),(71 1918342.6),(72 1880681.1),(73 1856269),(74 1887221.9),(75 1917148.4),(76 1926398.5),(77 1940790.5),(78 1936837.9),(79 1948484.8),
(1 417140.8),(2 1012977.75),(3 1342241.6),(4 1477773),(5 1541550.3),(6 1556086.4),(7 1582149),(8 1603606.6),(9 1623024.5),(10 1644169.8),(11 1712699.3),(12 1713484.1),(13 1647939.8),(14 1600521.6),(15 1614489.6),(16 1645546.9),(17 1639312.4),(18 1651865.1),(19 1683697.8),(20 1675293.9),(21 1633545.3),(22 1563544.8),(23 1548738.1),(24 1631211.8),(25 1727017.8),(26 1813295.1),(27 1861442.1),(28 1831567.6),(29 1757788.3),(30 1648716.6),(31 1588786.9),(32 1675397),(33 1784815.6),(34 1844760.8),(35 1863949.9),(36 1866636.6),(37 1828657.8),(38 1784454),(39 1770665.3),(40 1782382.6),(41 1794922.3),(42 1779478),(43 1755184.4),(44 1759371),(45 1758375.5),(46 1744460.3),(47 1748558.4),(48 1725438.8),(49 1700945.6),(50 1713042.9),(51 1706655.9),(52 1681703.6),(53 1635293.1),(54 1614882.9),(55 1608354.3),(56 1630517.8),(57 1694137.4),(58 1772172.5),(59 1804792.1),(60 1792778.3),(61 1771694.8),(62 1764692.1),(63 1779115.9),(64 1833766.9),(65 1892730.9),(66 1937978.5),(67 1944279.9),(68 1892597.5),(69 1848662.9),(70 1769115.9),(71 1719798),(72 1705934.3),(73 1693459),(74 1693519.6),(75 1741205.9),(76 1807850.3),(77 1902860.1),(78 1905157.4),(79 1852184.5),
