1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11376.867),(2 28079.172),(3 56472),(4 85299.68),(5 116210.01),(6 139714.64),(7 167494.48),(8 191225.92),(9 218667.75),(10 240342.42),(11 266153.4),(12 281354.1),(13 298776.4),(14 306820.1),(15 320425.75),(16 329667.34),(17 340800.34),(18 350834.97),(19 362642.34),(20 375368.6),(21 389878.9),(22 413684.16),(23 436875.53),(24 462768.4),(25 499585.28),(26 537118.2),(27 580913.2),(28 631932.94),(29 687568.2),(30 744389.44),(31 806020.94),(32 884477.5),(33 968706.3),(34 1055008.1),(35 1138207.6),(36 1223337.3),(37 1307221.5),(38 1391570),(39 1465005.5),(40 1531325.9),(41 1596453.1),(42 1655114.5),(43 1704234),(44 1741203.1),(45 1767597.6),(46 1784713.6),(47 1801920),(48 1817938),(49 1837209),(50 1844270.1),(51 1863112.4),(52 1871863.6),(53 1881275),(54 1872287.1),(55 1856789.9),(56 1842739),(57 1824072.5),(58 1810652.5),(59 1784267),(60 1765340.5),(61 1755196.6),(62 1758525.4),(63 1764823.6),(64 1769914),(65 1785064),(66 1791060),(67 1799189.6),(68 1808847.1),(69 1816664),(70 1828674.9),(71 1845216.4),(72 1854117.4),(73 1890347),(74 1918453.4),(75 1959969),(76 2009025.4),(77 2075282.6),(78 2136037.3),(79 2184034.8),
(1 12326.101),(2 44133.266),(3 92617.64),(4 152806.88),(5 225339.1),(6 307120.78),(7 398065.4),(8 497000.1),(9 600878.1),(10 710438.2),(11 822421.1),(12 936477.8),(13 1054281.9),(14 1177281),(15 1303284.9),(16 1428220.5),(17 1553409.8),(18 1675969),(19 1799780.8),(20 1924469),(21 2051603.9),(22 2179749.5),(23 2300496.3),(24 2412244.5),(25 2525465.8),(26 2631738.5),(27 2736348.3),(28 2839769),(29 2936161.5),(30 3018174),(31 3095382.3),(32 3162508.3),(33 3223901.5),(34 3279476.3),(35 3332898.5),(36 3379269.5),(37 3425111.3),(38 3453755.3),(39 3472114.8),(40 3488373.5),(41 3492023.8),(42 3486767),(43 3481521.5),(44 3468487.3),(45 3449356.5),(46 3421650.8),(47 3389770.5),(48 3359506),(49 3335409),(50 3309537.5),(51 3287799.3),(52 3274123.3),(53 3260268.3),(54 3246458),(55 3236561.5),(56 3230345),(57 3233309.3),(58 3237103.3),(59 3247732.3),(60 3271041),(61 3303986.8),(62 3335876.8),(63 3361929),(64 3384907.8),(65 3407710),(66 3429001.8),(67 3446364.8),(68 3463103),(69 3476745.8),(70 3482877.5),(71 3482695),(72 3475678.3),(73 3460651.8),(74 3439679.8),(75 3415940.3),(76 3379086.5),(77 3338975),(78 3290883.3),(79 3243813.3),
(1 14109.359),(2 50934.875),(3 108332.98),(4 180001.08),(5 264643.28),(6 360210.9),(7 465159.75),(8 573513.8),(9 686304.3),(10 801093.25),(11 915849),(12 1030794.2),(13 1143936.4),(14 1256896.1),(15 1368028.1),(16 1473609.4),(17 1574385.1),(18 1664476.9),(19 1752862),(20 1835863.4),(21 1915203.1),(22 1988287.4),(23 2048070.5),(24 2090296),(25 2127575.3),(26 2156038.3),(27 2182297),(28 2205353.8),(29 2224009.3),(30 2240938.8),(31 2250223.8),(32 2258566.3),(33 2270243.8),(34 2283830.3),(35 2304180.8),(36 2327735),(37 2356930),(38 2384629.8),(39 2412004.3),(40 2438340.8),(41 2460744),(42 2477947.8),(43 2503173.5),(44 2525975.8),(45 2553053.3),(46 2571804),(47 2593523),(48 2618658.3),(49 2642623.3),(50 2670847.8),(51 2701011.8),(52 2738194.8),(53 2771043.8),(54 2795807.3),(55 2823497),(56 2855270.8),(57 2890335.3),(58 2921118.8),(59 2951541.3),(60 2984618.8),(61 3021354.8),(62 3054685.8),(63 3079823.3),(64 3100951.8),(65 3124873.3),(66 3148759.3),(67 3165188.8),(68 3179117.8),(69 3189202.8),(70 3193545.3),(71 3191952.3),(72 3191978.8),(73 3187370),(74 3174166.8),(75 3154496),(76 3127592.8),(77 3097806.8),(78 3063763.8),(79 3032703.8),
(1 13051.625),(2 47327.19),(3 101432.42),(4 170273.88),(5 253122.92),(6 348495.13),(7 454135.2),(8 565909.2),(9 686101.6),(10 814333.25),(11 948234.9),(12 1084671.5),(13 1225705.6),(14 1366660.8),(15 1512857.3),(16 1656001.3),(17 1795389.1),(18 1922955.6),(19 2043453.1),(20 2152983),(21 2250688.8),(22 2336870.8),(23 2410338.8),(24 2469192.8),(25 2518887.8),(26 2558945),(27 2584171.3),(28 2597685),(29 2601653.5),(30 2598847),(31 2591809.3),(32 2590415.3),(33 2591761),(34 2591611),(35 2598492),(36 2603987),(37 2609509),(38 2618002.3),(39 2633935.5),(40 2653840),(41 2675372.3),(42 2699131.5),(43 2726931.3),(44 2759290),(45 2802087),(46 2848801.5),(47 2896815.8),(48 2945555),(49 2991569),(50 3034142),(51 3083526.5),(52 3126022.5),(53 3152331.5),(54 3156026.3),(55 3152555.3),(56 3133855),(57 3100476.5),(58 3054592),(59 3001370.3),(60 2940798.8),(61 2871355.5),(62 2798019.5),(63 2723801.5),(64 2648844.3),(65 2574358.8),(66 2506327.3),(67 2440330.3),(68 2378351.5),(69 2316242),(70 2260909.8),(71 2216005.8),(72 2170613.5),(73 2129626.3),(74 2092086.1),(75 2057395.5),(76 2032403.9),(77 2014900),(78 1996962.4),(79 1987108.8),
(1 13262.039),(2 47402.434),(3 101328.52),(4 171055.44),(5 254476.27),(6 351260.2),(7 458704.7),(8 575336.6),(9 700050.8),(10 829035.4),(11 960329.94),(12 1088460.8),(13 1217452.4),(14 1341281.6),(15 1462205.6),(16 1575696),(17 1678236.4),(18 1768248.1),(19 1849766.8),(20 1920561.9),(21 1983064.4),(22 2036814.9),(23 2083858.5),(24 2125937.5),(25 2161144.5),(26 2194558),(27 2222416.8),(28 2248214),(29 2278037.3),(30 2304221.5),(31 2330266.5),(32 2357158.5),(33 2384403.8),(34 2410111.3),(35 2437142.8),(36 2459910.5),(37 2482128.5),(38 2504155.3),(39 2524358.8),(40 2543165),(41 2559173),(42 2576135),(43 2592566),(44 2606478.3),(45 2626516.8),(46 2645035.5),(47 2664551.3),(48 2679751),(49 2697126.8),(50 2705971.8),(51 2718956.3),(52 2727587.3),(53 2727956.3),(54 2716633.5),(55 2710543.3),(56 2686826.5),(57 2654253),(58 2616874.5),(59 2575763),(60 2528016),(61 2474368),(62 2415355.3),(63 2350551.3),(64 2287397),(65 2225265.3),(66 2171809),(67 2122065),(68 2078131.3),(69 2032112.4),(70 1991364),(71 1961290.3),(72 1933403.9),(73 1911346.8),(74 1887719.3),(75 1872957.9),(76 1864002.9),(77 1865471.4),(78 1874825.6),(79 1889737.5),
(1 18056.865),(2 66488.09),(3 142581.31),(4 240187.06),(5 357567),(6 489997.63),(7 636568.06),(8 791375.1),(9 954345.2),(10 1119374.9),(11 1279977.5),(12 1434116.1),(13 1577436.5),(14 1709856.6),(15 1827228.8),(16 1927651.9),(17 2013200.3),(18 2083320.9),(19 2138504),(20 2179056),(21 2206723.5),(22 2219176.5),(23 2216814.8),(24 2208296.5),(25 2187210.8),(26 2156983),(27 2129444.8),(28 2098961.8),(29 2069951.3),(30 2036784.9),(31 2014655.4),(32 1993864.3),(33 1976871.4),(34 1967833.8),(35 1970205.8),(36 1977628.9),(37 1990203.8),(38 2012173.8),(39 2042084.1),(40 2073463),(41 2108946.8),(42 2147437.3),(43 2190290.3),(44 2234827.8),(45 2280951.3),(46 2325318),(47 2375309.3),(48 2414521.3),(49 2449813),(50 2470125.8),(51 2491954.3),(52 2511096.3),(53 2516287.5),(54 2516181.3),(55 2526920),(56 2526554),(57 2522295.8),(58 2517529.5),(59 2519749.8),(60 2520917),(61 2520632.3),(62 2517098),(63 2511454),(64 2501327),(65 2493013.3),(66 2485645.3),(67 2483094.3),(68 2482792),(69 2481418),(70 2483989.8),(71 2483902.5),(72 2479212.8),(73 2474430.3),(74 2460484.3),(75 2446717.8),(76 2431515.8),(77 2415013.3),(78 2397616.8),(79 2384910),
(1 17207.613),(2 64788.88),(3 141145.11),(4 241311.27),(5 364732.72),(6 507383),(7 667446.9),(8 836759.9),(9 1015384.3),(10 1195245.3),(11 1378018),(12 1553911.5),(13 1721686.6),(14 1878318),(15 2021375.8),(16 2147623.3),(17 2258519.5),(18 2347853.8),(19 2423317.3),(20 2479638.8),(21 2516864.8),(22 2536734.8),(23 2538988),(24 2525420.5),(25 2502196.5),(26 2470434.5),(27 2435745.3),(28 2390746.8),(29 2344666.3),(30 2294947.3),(31 2247121),(32 2206969),(33 2170089),(34 2138144.8),(35 2113286.8),(36 2089991.8),(37 2069022.6),(38 2049355.9),(39 2034329.3),(40 2024821.1),(41 2019951.9),(42 2014513.1),(43 2011262),(44 2011271.6),(45 2016088.5),(46 2030068.3),(47 2050531.8),(48 2071995.3),(49 2105052.3),(50 2136596.5),(51 2170908.3),(52 2209337.3),(53 2250373.8),(54 2290922.8),(55 2340393.5),(56 2384881),(57 2434291.3),(58 2483311),(59 2537287.3),(60 2590816.8),(61 2640729),(62 2686271.5),(63 2718002.5),(64 2737237),(65 2750908.8),(66 2745722.8),(67 2728908),(68 2700763.8),(69 2666151.5),(70 2622852.8),(71 2572619.3),(72 2518787.3),(73 2464863),(74 2410776.5),(75 2359986.8),(76 2312167.5),(77 2271987.3),(78 2235371.8),(79 2203336.5),
(1 14575.744),(2 53267.05),(3 112742.06),(4 189813.39),(5 282242.6),(6 389804.2),(7 508693.13),(8 636793.3),(9 773599.25),(10 915269.2),(11 1064537.1),(12 1212575),(13 1355792.3),(14 1490488.5),(15 1618611),(16 1735988.3),(17 1841936.4),(18 1933841.1),(19 2016348.1),(20 2083597.1),(21 2136615.5),(22 2176785.3),(23 2209613.5),(24 2237215.8),(25 2255135.5),(26 2271311.5),(27 2278781.3),(28 2281795.8),(29 2285568),(30 2287373.3),(31 2290737.8),(32 2298175.5),(33 2306559),(34 2321289),(35 2336735),(36 2358435.8),(37 2381394.8),(38 2396538.8),(39 2414784.3),(40 2432931.5),(41 2449027.8),(42 2460122.3),(43 2469863.8),(44 2475294.3),(45 2478584.5),(46 2478780.5),(47 2475733.3),(48 2464182),(49 2446513),(50 2416679.3),(51 2378455.5),(52 2329054.5),(53 2273200.5),(54 2214079),(55 2147129.8),(56 2082420.9),(57 2021842.1),(58 1965390.9),(59 1919285.3),(60 1882533.6),(61 1851994.9),(62 1834946.4),(63 1823949.9),(64 1816517.4),(65 1815391.3),(66 1815920),(67 1814279.8),(68 1815232),(69 1812280),(70 1809372.9),(71 1807658.8),(72 1802469.1),(73 1797704.5),(74 1792415.5),(75 1792125.3),(76 1796956.9),(77 1799456.5),(78 1800861.6),(79 1801897.8),
(1 18767.998),(2 70612.625),(3 151856.52),(4 256384.75),(5 379370.06),(6 517090.25),(7 664267.06),(8 815476.25),(9 968792.75),(10 1119373.1),(11 1267219.1),(12 1403987.1),(13 1527691),(14 1639021.5),(15 1737808.3),(16 1819156.1),(17 1888109.4),(18 1940259.9),(19 1976515.8),(20 2000960),(21 2012918.4),(22 2012422.1),(23 1998854),(24 1979838.3),(25 1954542.8),(26 1924251.9),(27 1890722.3),(28 1852762.9),(29 1818767.4),(30 1786545.5),(31 1754862),(32 1731292.1),(33 1715866.6),(34 1708924.3),(35 1703914.3),(36 1706009),(37 1711610),(38 1719020.1),(39 1732801.3),(40 1745285),(41 1755820.4),(42 1761222.6),(43 1762468.6),(44 1763508.4),(45 1756333.4),(46 1745812.3),(47 1734917.4),(48 1720316.9),(49 1702552.6),(50 1679475.4),(51 1653476.1),(52 1624839.4),(53 1597756.4),(54 1575388.1),(55 1557602.6),(56 1548075.5),(57 1548800.6),(58 1556267.3),(59 1567631.3),(60 1579778.9),(61 1592442),(62 1602146.5),(63 1610233),(64 1624557.3),(65 1637334.9),(66 1644279),(67 1648397.6),(68 1652805.5),(69 1652666.8),(70 1647686.8),(71 1638386.9),(72 1621979.9),(73 1603460.9),(74 1578161.3),(75 1548868.6),(76 1521486.9),(77 1491246.4),(78 1460211.9),(79 1429585.3),
(1 19609.92),(2 73837.45),(3 160006.95),(4 271109.84),(5 404197.53),(6 553209.56),(7 715563.75),(8 882626.25),(9 1048928),(10 1209043.5),(11 1359900.3),(12 1493558.5),(13 1610468.3),(14 1706505),(15 1781933),(16 1839905.5),(17 1876247.5),(18 1892281.3),(19 1894104.5),(20 1886487.9),(21 1871100.8),(22 1852330),(23 1830363.9),(24 1810999.5),(25 1799871.4),(26 1795429.5),(27 1798578.6),(28 1804898.9),(29 1816055.4),(30 1833792.8),(31 1860300.5),(32 1892250),(33 1932978.5),(34 1981943.8),(35 2037345.5),(36 2094908.8),(37 2157005.5),(38 2220889.8),(39 2289452),(40 2360748.5),(41 2424545.5),(42 2477296.5),(43 2520674),(44 2556421),(45 2580397),(46 2593482),(47 2597324.5),(48 2586809.5),(49 2565993.3),(50 2538485.3),(51 2502329.3),(52 2457242),(53 2407915.8),(54 2355491),(55 2296567),(56 2231077),(57 2167680),(58 2104856.5),(59 2042049.5),(60 1980706.4),(61 1919415),(62 1859004.8),(63 1809014.3),(64 1772356.6),(65 1749018.4),(66 1734246),(67 1730450.5),(68 1735328),(69 1747686.3),(70 1766606.8),(71 1787325.8),(72 1806561.3),(73 1834857.3),(74 1858371.5),(75 1879930.5),(76 1898722.9),(77 1919271.8),(78 1938750),(79 1949060.5),
(1 17195.38),(2 64289.637),(3 139366.69),(4 237635.84),(5 354396.7),(6 486817.4),(7 630136.75),(8 778631.7),(9 929575.1),(10 1076770.6),(11 1219388.6),(12 1350531.5),(13 1464577.5),(14 1563850.1),(15 1638159.5),(16 1694486.5),(17 1733836.1),(18 1755708.9),(19 1758489.8),(20 1743730.4),(21 1716778.8),(22 1681529.1),(23 1633903.5),(24 1585885.1),(25 1539192),(26 1494775.6),(27 1455814.8),(28 1426309),(29 1409781.4),(30 1406703.4),(31 1417470.8),(32 1442508.8),(33 1477558.8),(34 1523515.6),(35 1576490),(36 1630063.1),(37 1683685),(38 1732744.3),(39 1773481.1),(40 1808149.4),(41 1838359.4),(42 1854658.4),(43 1861253.4),(44 1859324.8),(45 1842830.3),(46 1814010.1),(47 1776115.5),(48 1732328.4),(49 1680556.1),(50 1625768.9),(51 1569449.9),(52 1515231.1),(53 1464078.8),(54 1415935.3),(55 1373128.4),(56 1340596.1),(57 1321361.1),(58 1317551.5),(59 1323579.5),(60 1336811),(61 1353314.6),(62 1366934.1),(63 1379501.9),(64 1390618),(65 1401142.9),(66 1412246.8),(67 1425942.3),(68 1443058.4),(69 1461208.3),(70 1483716.1),(71 1512596.8),(72 1544167.4),(73 1584407.6),(74 1625457),(75 1664996.3),(76 1703076.8),(77 1739829),(78 1770791.1),(79 1792292.9),
(1 16486.197),(2 61739.145),(3 133512.36),(4 226719.88),(5 340388.34),(6 470276.9),(7 612917.25),(8 761642.2),(9 915980.4),(10 1066484.6),(11 1208770.5),(12 1338971.5),(13 1444866.8),(14 1527984.6),(15 1580915.3),(16 1613884.8),(17 1625600.3),(18 1616677.8),(19 1588004.4),(20 1549108.6),(21 1501235.9),(22 1445135.5),(23 1381987.6),(24 1322119.8),(25 1267203.6),(26 1218041.1),(27 1176596.1),(28 1146917.3),(29 1129793.1),(30 1128337.4),(31 1143038.8),(32 1174929.8),(33 1222050.5),(34 1283314.1),(35 1355371),(36 1433909.4),(37 1515290.8),(38 1597955.3),(39 1673599.8),(40 1739873.8),(41 1790883),(42 1820934.6),(43 1834339.3),(44 1832326.5),(45 1812744),(46 1780979.4),(47 1739799.1),(48 1693825.3),(49 1646867.4),(50 1599104.3),(51 1554490.3),(52 1516849.3),(53 1484529.1),(54 1456314),(55 1431323.4),(56 1409081.1),(57 1388565.5),(58 1372046.8),(59 1358058.6),(60 1342601.3),(61 1326351.5),(62 1308447.1),(63 1288877.5),(64 1268988.6),(65 1254072.6),(66 1243394.6),(67 1235255.1),(68 1227710.4),(69 1222224.6),(70 1223037.6),(71 1227179.4),(72 1233439.4),(73 1244988.6),(74 1254626),(75 1258759.9),(76 1264950.6),(77 1272500.9),(78 1277242),(79 1285006.9),
(1 16976.674),(2 62207.582),(3 131363.42),(4 218758.81),(5 323387.34),(6 440483.66),(7 566692.75),(8 699446.44),(9 837234.5),(10 974149.75),(11 1106144.1),(12 1237114),(13 1355906.4),(14 1459349),(15 1548966.1),(16 1615844.9),(17 1664375),(18 1695558.6),(19 1709890.9),(20 1712841.9),(21 1703304.5),(22 1686218.5),(23 1662772.1),(24 1640054.9),(25 1616913.5),(26 1597138.4),(27 1577345.8),(28 1559175.8),(29 1542826.3),(30 1522526.5),(31 1500147),(32 1476058.5),(33 1450306.1),(34 1419293.9),(35 1385807.5),(36 1355851.3),(37 1331675),(38 1312896.1),(39 1299758),(40 1297065.8),(41 1299270),(42 1306518.8),(43 1316487),(44 1329780.3),(45 1340431.9),(46 1349823.1),(47 1353160.9),(48 1357772.8),(49 1358214.4),(50 1360682.6),(51 1366401.1),(52 1379311.5),(53 1397301),(54 1421020.8),(55 1443589.4),(56 1465184.3),(57 1482784.9),(58 1494625.8),(59 1503265.5),(60 1503681.5),(61 1492107.8),(62 1470367.4),(63 1435584.5),(64 1398709.4),(65 1365088.8),(66 1335583.9),(67 1310593.3),(68 1294829.4),(69 1285530),(70 1281842.6),(71 1286686.9),(72 1296938.9),(73 1312114.6),(74 1325769.5),(75 1333067.4),(76 1340426.5),(77 1348327.6),(78 1352623.3),(79 1352069.4),
(1 16128.375),(2 59191.44),(3 124250.85),(4 204573.98),(5 295934.75),(6 393959.25),(7 493981.78),(8 591414.25),(9 684054.6),(10 769866.44),(11 846455.06),(12 914079.44),(13 972990.3),(14 1021684.56),(15 1061059.6),(16 1090421.8),(17 1113470.3),(18 1133714.3),(19 1152308.3),(20 1173612.9),(21 1188442.6),(22 1199829.6),(23 1207210.4),(24 1211743.5),(25 1211879.1),(26 1209128.1),(27 1204818.1),(28 1201429.9),(29 1196584.5),(30 1191478.5),(31 1187982.6),(32 1183617.5),(33 1178542.8),(34 1170256.5),(35 1160001.5),(36 1149945.5),(37 1139184.5),(38 1133622.8),(39 1126240.1),(40 1121237.3),(41 1116559.1),(42 1113433.6),(43 1111986.4),(44 1113839.5),(45 1120863.1),(46 1132173.4),(47 1144765.5),(48 1162916.9),(49 1182884.5),(50 1204718),(51 1228910.4),(52 1256008.6),(53 1279890),(54 1297556.9),(55 1310111.1),(56 1315535.5),(57 1317318.6),(58 1313658.3),(59 1305087.6),(60 1292627.5),(61 1275515.5),(62 1260287.5),(63 1244021.4),(64 1231281.6),(65 1223937.8),(66 1222529.6),(67 1224325),(68 1229433.8),(69 1237952.8),(70 1245128.3),(71 1255586.3),(72 1263975.4),(73 1274466.8),(74 1282307.4),(75 1285374.4),(76 1283007.5),(77 1282012.3),(78 1274682),(79 1262516.1),
(1 12881.489),(2 46800.727),(3 97433.52),(4 160834.06),(5 233534.8),(6 312942.66),(7 394879.47),(8 473075.47),(9 547931.4),(10 616735.9),(11 678548.06),(12 730749.1),(13 772957.5),(14 804918.3),(15 826710.1),(16 838705.6),(17 842093.1),(18 840401.25),(19 834325.1),(20 826194.1),(21 820930.75),(22 817454.56),(23 816125.44),(24 818897.7),(25 826082.75),(26 837043.8),(27 850305.6),(28 864062.06),(29 877129.44),(30 889929),(31 904009.75),(32 918627.4),(33 927451.94),(34 934047.75),(35 937064.44),(36 935792.6),(37 930248.56),(38 923902.25),(39 913365.9),(40 901899.6),(41 890127.6),(42 876477.6),(43 862296.25),(44 848723.3),(45 835813.3),(46 824288.25),(47 813005.7),(48 806893.94),(49 804755.4),(50 803926.94),(51 804145.44),(52 804098.9),(53 801989.25),(54 798773.1),(55 793753.94),(56 788103.56),(57 782378.25),(58 777233.25),(59 772177.6),(60 770166.56),(61 770609.94),(62 775219.1),(63 784873.25),(64 799061.44),(65 819005.6),(66 840208.25),(67 862488),(68 887522.7),(69 914247.75),(70 939847.4),(71 964813.1),(72 992216.7),(73 1020333.3),(74 1047314.75),(75 1074137.4),(76 1098225.4),(77 1126790.8),(78 1150582.9),(79 1170327.5),
(1 15223.573),(2 56428.832),(3 119178.1),(4 197279.52),(5 287522.8),(6 384381.66),(7 482712.88),(8 578064.5),(9 669355),(10 750857.94),(11 822427.4),(12 880662.75),(13 928800.06),(14 965871.75),(15 997757.7),(16 1022563.3),(17 1037537.6),(18 1044484.8),(19 1046019.94),(20 1041402.5),(21 1030064.06),(22 1012707.56),(23 987312.9),(24 954337.44),(25 916917.3),(26 877882.25),(27 835856.9),(28 796803.56),(29 758449.06),(30 724121.1),(31 696904.44),(32 677681.8),(33 664281.25),(34 659333.75),(35 662195.94),(36 669501.2),(37 680330.25),(38 694060.9),(39 705456.56),(40 716277.3),(41 725236.9),(42 732738.56),(43 737893),(44 742439.6),(45 748056.2),(46 752495.1),(47 756432.56),(48 760171.44),(49 764996.7),(50 772280.9),(51 779105.5),(52 783523.94),(53 788089.75),(54 792386.1),(55 793853.6),(56 797472),(57 800343.3),(58 804464.7),(59 808289.44),(60 814308.2),(61 819993.9),(62 828073.06),(63 836541.7),(64 842961.1),(65 845390.94),(66 844381.9),(67 840008.56),(68 833738.06),(69 826405.9),(70 821219.94),(71 815113),(72 812166.25),(73 811830.75),(74 814938.7),(75 820619.75),(76 829477.75),(77 843380.44),(78 861971.8),(79 883233.9),
(1 15699.802),(2 58129.32),(3 124052.766),(4 207344.53),(5 304758.3),(6 410477.47),(7 519943.84),(8 628137.6),(9 730148.6),(10 821716.75),(11 904009.1),(12 974403.06),(13 1031877.7),(14 1076648.6),(15 1110931.8),(16 1137471.1),(17 1158367.4),(18 1170690.6),(19 1176479),(20 1175608.3),(21 1165987.4),(22 1149102.6),(23 1125991.1),(24 1098387.3),(25 1068681),(26 1035004.56),(27 997499.44),(28 959507.25),(29 920595.44),(30 883047.06),(31 854103.3),(32 832432.94),(33 818570.1),(34 812185.06),(35 812268.75),(36 815835.8),(37 823963.6),(38 833885.3),(39 843316.7),(40 852843.06),(41 860042.5),(42 869556.4),(43 878788.75),(44 887694.94),(45 895712.94),(46 897597.5),(47 892352.56),(48 884873.25),(49 872983.8),(50 856323.06),(51 839859.5),(52 824370.5),(53 814182.5),(54 809833.7),(55 813158.9),(56 828969.3),(57 853537.25),(58 886170),(59 925543.8),(60 970850.4),(61 1018208.75),(62 1065157.4),(63 1110951.4),(64 1148989.8),(65 1181437.8),(66 1204657.1),(67 1215163.4),(68 1218093),(69 1214655.8),(70 1204959.1),(71 1188198.5),(72 1164266.6),(73 1130247.4),(74 1090340.8),(75 1048306.3),(76 1009509.8),(77 975529.7),(78 947219.9),(79 921812.4),
(1 16476.367),(2 60931.633),(3 128485.28),(4 211903.95),(5 306624.2),(6 407337.25),(7 507784.4),(8 603444.9),(9 693328.1),(10 770831.6),(11 836007.8),(12 886819.2),(13 922499.56),(14 944773.6),(15 954915.56),(16 954133.9),(17 948018.06),(18 939289.75),(19 925848),(20 911112.8),(21 893034.9),(22 874498.7),(23 855973.1),(24 838838.56),(25 820714.75),(26 801177.94),(27 778056.56),(28 753189),(29 730870.4),(30 707504.4),(31 687304.56),(32 669952.1),(33 658568.44),(34 658162.4),(35 669641.06),(36 690524.44),(37 721683.8),(38 760355.1),(39 801521.75),(40 842862.94),(41 877063.94),(42 905989.75),(43 928596.8),(44 944793),(45 954351.44),(46 956879.44),(47 948825.7),(48 932007.3),(49 904777.1),(50 869665.25),(51 831750.5),(52 795651.3),(53 767475.56),(54 749833.6),(55 739039.7),(56 735663.4),(57 738096.2),(58 746600.4),(59 760718.4),(60 780598.75),(61 804334.25),(62 831299.75),(63 855768.25),(64 876761.44),(65 891452.6),(66 895838.94),(67 890249.9),(68 879143.6),(69 863071.56),(70 846079.44),(71 829035.8),(72 812973.94),(73 798934.75),(74 786467.4),(75 775825.06),(76 764564.25),(77 754899.56),(78 747278.56),(79 741817.06),
