1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 5139.453),(2 10974.017),(3 15470.713),(4 18285.262),(5 20167.102),(6 21485.4),(7 22224.693),(8 22719.857),(9 23629.898),(10 24582.385),(11 25045.47),(12 25660.629),(13 26211.197),(14 26214.102),(15 26363.063),(16 26382.424),(17 26226.5),(18 26388.332),(19 26747.598),(20 27006.83),(21 27544.293),(22 27996.063),(23 28043.035),(24 27945.459),(25 28129.555),(26 28019.537),(27 27926.805),(28 28383.162),(29 28221.164),(30 28014.209),(31 28202.018),(32 28172.398),(33 28623.684),(34 28895.008),(35 28943.783),(36 28973.205),(37 29007.953),(38 28805.125),(39 28624.055),(40 28440.465),(41 28229.951),(42 28616.154),(43 28606.012),(44 28768.729),(45 29338.197),(46 29407.658),(47 29361.986),(48 29559.623),(49 29611.396),(50 29874.49),(51 30378.053),(52 30266.023),(53 30349.287),(54 30305.791),(55 30422.877),(56 30518.813),(57 30537.117),(58 30587.01),(59 30899.215),(60 30899.203),(61 30834.633),(62 31004.85),(63 30848.111),(64 30966.465),(65 31440.49),(66 31417.95),(67 31669.479),(68 31544.682),(69 31838.918),(70 31942.781),(71 31922.582),(72 32263.9),(73 32530.963),(74 32839.383),(75 33437.098),(76 33291.605),(77 33230.688),(78 33330.97),(79 33142.996),
(1 4896.855),(2 10478.784),(3 14906.777),(4 17630.287),(5 19017.787),(6 19981.322),(7 20906.73),(8 21559.82),(9 22415.99),(10 23500.445),(11 24390.314),(12 25023.963),(13 25473.963),(14 25415.229),(15 25735.988),(16 26059.863),(17 26239.967),(18 26562.031),(19 26799.764),(20 26864.93),(21 27111.785),(22 27546.527),(23 27445.057),(24 27619.352),(25 27640.959),(26 27853.584),(27 28104.24),(28 28323.906),(29 28190.707),(30 28387.033),(31 28870.611),(32 29013.975),(33 29257.693),(34 29460.387),(35 29480.639),(36 29340.105),(37 29268.146),(38 29079.928),(39 29193.111),(40 29324.418),(41 29292.057),(42 29615.736),(43 29657.201),(44 29907.053),(45 30140.531),(46 30178.555),(47 30264.531),(48 30449.984),(49 30154.162),(50 30088.344),(51 30392.18),(52 30273.848),(53 30230.43),(54 29981.277),(55 30013.9),(56 30336.867),(57 30473.822),(58 30482.781),(59 30718.822),(60 30793.15),(61 30622.629),(62 30285.102),(63 29965.055),(64 30034.73),(65 30473.998),(66 30579.113),(67 30866.678),(68 30483.547),(69 30412.277),(70 30416.559),(71 30173.998),(72 30248.434),(73 30457.246),(74 30611.504),(75 31161.693),(76 30995.373),(77 30892.564),(78 31158.906),(79 31091.41),
(1 4924.819),(2 10620.258),(3 14890.756),(4 17775.227),(5 19772.031),(6 21004.918),(7 21736.428),(8 22169.498),(9 22870.459),(10 24002.03),(11 24514.953),(12 25380.62),(13 26094.078),(14 26230.158),(15 26341.975),(16 26401.494),(17 26147.281),(18 26250.111),(19 26462.885),(20 26298.707),(21 26200.254),(22 26557.018),(23 26329.758),(24 26365.17),(25 26262.668),(26 26548.613),(27 26881.113),(28 27109.293),(29 27005.63),(30 27050.47),(31 27291.406),(32 27313.951),(33 27509.396),(34 27845.357),(35 28074.756),(36 28488.068),(37 28758.234),(38 28753.963),(39 28718.793),(40 28746.123),(41 28524.027),(42 28631.299),(43 28307.35),(44 28452.932),(45 28954.537),(46 29073.38),(47 28962.586),(48 29166.086),(49 28994.791),(50 29086.219),(51 29162.902),(52 29075.615),(53 29650.943),(54 29658.629),(55 29794.322),(56 30193.068),(57 30406.219),(58 30883.49),(59 31100.582),(60 31017.928),(61 30828.129),(62 31146.418),(63 31192.602),(64 31385.803),(65 31403.428),(66 31160.266),(67 30850.602),(68 30255.832),(69 29888.566),(70 30036.305),(71 30384.01),(72 30921.838),(73 31347.889),(74 31483.309),(75 32045.123),(76 32081.217),(77 31889.154),(78 31977.836),(79 32015.582),
(1 4613.7925),(2 9713.623),(3 13855.815),(4 16536.22),(5 18333.498),(6 19446.37),(7 20433.602),(8 20847.691),(9 21506.86),(10 22507.9),(11 23470.79),(12 24373.617),(13 25014.086),(14 25166.146),(15 25311.6),(16 25322.771),(17 25529.48),(18 25711.357),(19 25798.742),(20 25709.953),(21 25653.625),(22 25818.74),(23 25799.365),(24 25831.502),(25 25952.744),(26 26056.344),(27 26186.74),(28 26530.35),(29 26415.59),(30 26240.367),(31 26250.027),(32 25960.9),(33 26041.451),(34 26344.68),(35 26465.283),(36 26883.502),(37 27373.832),(38 27546.176),(39 27798.885),(40 28098.943),(41 28138.668),(42 28177.047),(43 27921.938),(44 27819.58),(45 28085.488),(46 28084.713),(47 28181.203),(48 28212.986),(49 27975.918),(50 27833.928),(51 27846.559),(52 27649.777),(53 28124.104),(54 28174.791),(55 28268.23),(56 28696.693),(57 28685.225),(58 28557.922),(59 28723.277),(60 28552.428),(61 28279.72),(62 28304.646),(63 28316.24),(64 28460.637),(65 28493.117),(66 28318.518),(67 28191.242),(68 27761.03),(69 27704.498),(70 27730.191),(71 27692.225),(72 27784.66),(73 27895.201),(74 28198.951),(75 28794.771),(76 29042.594),(77 29218.059),(78 29642.496),(79 29370.29),
(1 4614.4946),(2 9675.215),(3 13370.195),(4 15919.279),(5 17839.506),(6 19034.357),(7 20165.514),(8 20777.861),(9 21410.309),(10 22016.723),(11 22485.688),(12 23083.674),(13 23447.43),(14 23456.725),(15 23549.945),(16 23763.084),(17 23940.602),(18 24207.742),(19 24645.705),(20 24770.088),(21 24722.822),(22 24596.086),(23 24332.465),(24 24480.309),(25 24624.57),(26 24630.953),(27 24929.988),(28 25086.037),(29 25093.564),(30 24837.389),(31 24829.674),(32 24835.885),(33 25037.514),(34 25402.998),(35 25422.625),(36 25572.426),(37 25793.158),(38 26051.678),(39 26161.611),(40 26445.996),(41 26315.889),(42 26531.328),(43 26439.191),(44 26533.691),(45 26964.352),(46 26987.875),(47 27101.805),(48 27445.486),(49 27164.316),(50 26889.28),(51 27206.871),(52 27091.797),(53 27313.492),(54 27157.643),(55 26965.44),(56 27246.926),(57 27117.459),(58 26856.09),(59 26716.107),(60 26523.727),(61 26622.275),(62 26689.434),(63 26677.479),(64 27028.803),(65 27733.842),(66 27476.879),(67 27666.176),(68 27733.93),(69 27630.846),(70 27643.666),(71 27861.422),(72 28074.816),(73 28267.736),(74 28130.54),(75 28356.129),(76 28497.578),(77 28682.746),(78 29096.967),(79 29390.164),
(1 4496.5786),(2 9459.991),(3 13328.283),(4 15744.176),(5 17482.95),(6 18973.637),(7 20357.117),(8 20905.137),(9 21345.104),(10 21999.932),(11 22329.406),(12 22812.346),(13 23221.16),(14 23377.896),(15 23660.031),(16 24089.15),(17 24286.105),(18 24564.488),(19 24769.518),(20 24536.959),(21 24605.473),(22 24697.998),(23 24609.463),(24 24796.172),(25 25022.18),(26 24758.713),(27 24688.33),(28 24659.525),(29 24172.918),(30 24018.824),(31 24242.373),(32 24558.477),(33 24648.754),(34 24933.297),(35 24944.99),(36 25241.473),(37 25558.834),(38 25509.922),(39 25702.523),(40 25747.895),(41 25740.738),(42 26022.018),(43 26076.09),(44 26056.12),(45 26274.5),(46 26124.283),(47 26128.035),(48 26383.273),(49 26430.9),(50 26547.713),(51 26695.877),(52 26353.482),(53 26551.525),(54 26425.207),(55 26483.105),(56 26815.9),(57 26478.174),(58 26118.826),(59 26075.008),(60 25703.078),(61 25410.18),(62 25529.646),(63 25483.732),(64 25818.295),(65 26265.982),(66 25920.375),(67 26091.97),(68 26060.365),(69 26020.646),(70 25984.91),(71 26326.965),(72 26584.479),(73 26929.738),(74 27032.572),(75 26991.457),(76 26996.15),(77 27276.525),(78 27641.5),(79 27705.246),
(1 4475.428),(2 9367.714),(3 13263.824),(4 15713.387),(5 17351.879),(6 18360.36),(7 19318.662),(8 20038.742),(9 20695.127),(10 21390.707),(11 21867.639),(12 22592.066),(13 22953.813),(14 22968.658),(15 23110.53),(16 23270.682),(17 23285.984),(18 23577.355),(19 24165.625),(20 24286.016),(21 24168.563),(22 24329.025),(23 24196.102),(24 24145.902),(25 24196.201),(26 23881.762),(27 23942.451),(28 24363.408),(29 24197.47),(30 24089.848),(31 24347.287),(32 24396.123),(33 24608.705),(34 24966.482),(35 25050.422),(36 25334.008),(37 25591.17),(38 25551.191),(39 25284.229),(40 25158.672),(41 25007.13),(42 25194.322),(43 24892.4),(44 24648.223),(45 24730.445),(46 24717.99),(47 24971.754),(48 25255.223),(49 25220.443),(50 25442.492),(51 25812.38),(52 25860.643),(53 25969.496),(54 25804.992),(55 25777.943),(56 26069.17),(57 26001.262),(58 25873.42),(59 26009.998),(60 25671.96),(61 25385.676),(62 25646.672),(63 25799.01),(64 26135.436),(65 26552.588),(66 26567.47),(67 26609.781),(68 26433.227),(69 26547.842),(70 26600.668),(71 26859.193),(72 27215.9),(73 27699.637),(74 28024.805),(75 28454.424),(76 28663.902),(77 28676.129),(78 28578.62),(79 28210.871),
(1 4378.1665),(2 9034.313),(3 12687.913),(4 15097.599),(5 16588.424),(6 17523.004),(7 18373.457),(8 19059.22),(9 19894.688),(10 20674.56),(11 21344.498),(12 21952.523),(13 22374.889),(14 22359.766),(15 22674.473),(16 22843.79),(17 22791.846),(18 22997.773),(19 23400.559),(20 23249.164),(21 22853.201),(22 22873.805),(23 22900.504),(24 23059.361),(25 23187.871),(26 23032.28),(27 22912.56),(28 23453.223),(29 23568.186),(30 23841.129),(31 24180.033),(32 24148.078),(33 24267.982),(34 24387.05),(35 24311.584),(36 24451.154),(37 24809.008),(38 24606.777),(39 24723.514),(40 24837.6),(41 24555.674),(42 24864.41),(43 24881.959),(44 24914.861),(45 25028.055),(46 25044.336),(47 25335.771),(48 25709.365),(49 25768.387),(50 25809.502),(51 25937.39),(52 25723.78),(53 26077.49),(54 26357.547),(55 26563.9),(56 26803.55),(57 26728.824),(58 26560.037),(59 26422.797),(60 26088.324),(61 26013.664),(62 26193.31),(63 25887.764),(64 25739.254),(65 25798.912),(66 25343.018),(67 25160.93),(68 24976.555),(69 25255.7),(70 25513.152),(71 25643.283),(72 25711.254),(73 25571.232),(74 25593),(75 25913.898),(76 26147.84),(77 26336.266),(78 26870.191),(79 26681.275),
(1 4246.175),(2 8733.159),(3 12162.33),(4 14538.121),(5 15896.298),(6 16783.072),(7 17818.979),(8 18665.191),(9 19425.875),(10 20100.09),(11 20411.203),(12 20882.736),(13 21210.635),(14 21103.21),(15 21387.926),(16 21619.242),(17 21688.506),(18 21981.836),(19 22518.791),(20 22504.525),(21 22372.002),(22 22395.596),(23 22144.828),(24 22114.572),(25 22154.867),(26 22127.799),(27 22251.873),(28 22878.48),(29 22779.275),(30 22839.28),(31 23312.662),(32 23253.215),(33 23367.61),(34 23631.445),(35 23591.723),(36 23665.508),(37 23877.164),(38 23880.098),(39 23971.125),(40 23826.412),(41 23723.39),(42 24189.82),(43 24144.803),(44 24350.654),(45 24384.904),(46 24097.15),(47 24067.883),(48 24385.605),(49 24513.123),(50 24575.6),(51 24854.28),(52 24842.172),(53 24944.271),(54 25038.578),(55 25289.697),(56 25582.352),(57 25186.863),(58 24968.82),(59 25092.008),(60 24974.082),(61 24785.934),(62 24936.414),(63 24619.438),(64 24477.857),(65 24585.352),(66 24828.947),(67 25328.979),(68 25396.697),(69 25853.744),(70 25910.883),(71 26049.492),(72 26212.31),(73 25923.266),(74 25937.764),(75 26229.201),(76 26234.82),(77 26176.818),(78 26123.6),(79 25812.086),
(1 4078.6482),(2 8266.19),(3 11528.527),(4 13691.954),(5 15158.307),(6 16206.468),(7 17294.748),(8 17874.93),(9 18723.557),(10 19490.672),(11 20121.365),(12 20702.934),(13 21167.693),(14 21353.568),(15 21756.514),(16 22127.297),(17 22329.082),(18 22594.498),(19 22964.799),(20 22878.105),(21 22892.703),(22 23141.893),(23 22914.627),(24 22938.703),(25 23213.139),(26 23088.535),(27 23046.287),(28 23311.395),(29 23305.15),(30 23457.63),(31 23625.084),(32 23829.484),(33 24072.498),(34 23869.037),(35 23818.324),(36 24058.85),(37 24344.443),(38 24082.113),(39 24142.97),(40 24301.299),(41 24271.443),(42 24390.197),(43 24145.447),(44 24069.424),(45 24102.219),(46 23842.965),(47 23959.531),(48 24244.254),(49 24236.787),(50 24128.846),(51 24576),(52 24561.05),(53 24587.887),(54 24176.986),(55 24102.531),(56 24178.469),(57 23929.563),(58 23887.576),(59 23938.793),(60 23666.246),(61 23349.938),(62 23353.055),(63 23187.252),(64 23256.38),(65 23684.676),(66 23689.85),(67 23994.154),(68 24437.154),(69 24874.498),(70 24986.64),(71 25112.055),(72 25141.092),(73 25286.068),(74 25387.99),(75 25578.08),(76 25497.594),(77 25393.783),(78 25535.611),(79 25432.078),
(1 3971.771),(2 8083.009),(3 11234.773),(4 13311.29),(5 14693.766),(6 15663.588),(7 16523.023),(8 17134.021),(9 18028.66),(10 18563.412),(11 18874.02),(12 19244.014),(13 19647.988),(14 19921.293),(15 20477.254),(16 20770.57),(17 21026.605),(18 21197.363),(19 21608.08),(20 21604.145),(21 21521.824),(22 21786.85),(23 21730.809),(24 21653.322),(25 21841.254),(26 21757.54),(27 21601.555),(28 21805.434),(29 21771.54),(30 21793.863),(31 22213.428),(32 22226.35),(33 22360.945),(34 22478.678),(35 22590.291),(36 22777.414),(37 22634.605),(38 22496.746),(39 22616.93),(40 22575.48),(41 22596.85),(42 22808.684),(43 22368.756),(44 22561.55),(45 22695.99),(46 22281.264),(47 22232.87),(48 22479.674),(49 22537.057),(50 22593.19),(51 23043.305),(52 23024.049),(53 23102.912),(54 22986.725),(55 22920.133),(56 22916.168),(57 22781.516),(58 22781.959),(59 22931.068),(60 22738.123),(61 22853.861),(62 23137.668),(63 22792.246),(64 22854.295),(65 23040.11),(66 22880.32),(67 23071.123),(68 22982.96),(69 23147.555),(70 23192.143),(71 23251.22),(72 23451.932),(73 23593.775),(74 23662.262),(75 23907.945),(76 23899.4),(77 23785.123),(78 24225.84),(79 24271.41),
(1 3878.2422),(2 7864.731),(3 10958.712),(4 12931.762),(5 14066.114),(6 15021.687),(7 15962.907),(8 16604.76),(9 17450.707),(10 18016.445),(11 18375.84),(12 18965.715),(13 19381.578),(14 19572.645),(15 19961.354),(16 20202.81),(17 20230.17),(18 20410.162),(19 20682.213),(20 20515.26),(21 20416.377),(22 20362.715),(23 20323.896),(24 20586.89),(25 20773.424),(26 20581.156),(27 20439.096),(28 20629.99),(29 20472.416),(30 20837.584),(31 21241.549),(32 21533.387),(33 21691.05),(34 21593.68),(35 21521.36),(36 21662.434),(37 21987.018),(38 21934.916),(39 21952.646),(40 22079.355),(41 22090.205),(42 22239.09),(43 22228.197),(44 22333.73),(45 22191.861),(46 21967.87),(47 22074.053),(48 22217.28),(49 22293.719),(50 22391.227),(51 22618.332),(52 22531.822),(53 22577.826),(54 22283.98),(55 22022.47),(56 21900.965),(57 21620.75),(58 21488.201),(59 21930.855),(60 21972.438),(61 22008.586),(62 22430.861),(63 22417.965),(64 22579.865),(65 22943.84),(66 22793.37),(67 22869.783),(68 22835.344),(69 23355.215),(70 23485.045),(71 23647.748),(72 23784.66),(73 23917.684),(74 23974.152),(75 24026.182),(76 24317.846),(77 24399.39),(78 24543.93),(79 24519.744),
(1 3846.479),(2 7781.3525),(3 10954.637),(4 12822.848),(5 14046.464),(6 15024.523),(7 15807.953),(8 16342.382),(9 17055.783),(10 17538.648),(11 17923.188),(12 18405.393),(13 18703.9),(14 18755.965),(15 19069.813),(16 19413.8),(17 19877.973),(18 20135.95),(19 20441.686),(20 20085.508),(21 19948.238),(22 20239.234),(23 20339.564),(24 20318.982),(25 20356.578),(26 20393.848),(27 20258.799),(28 20571.148),(29 20678.947),(30 20998.746),(31 21375.719),(32 21573.352),(33 21738.516),(34 21840.506),(35 21712.598),(36 21785.004),(37 21986.18),(38 21943.08),(39 22075.432),(40 22251.688),(41 22078.148),(42 22260.246),(43 22082.658),(44 22057.08),(45 22188.234),(46 21903.043),(47 21762.059),(48 21960.852),(49 21823.123),(50 21720.705),(51 21787.746),(52 21495.838),(53 21931.162),(54 22035.777),(55 22159.543),(56 22233.293),(57 22063.574),(58 21930.957),(59 22111.494),(60 22043.447),(61 22030.633),(62 22089.416),(63 21922.14),(64 21994.283),(65 22084.389),(66 21953.684),(67 22296.525),(68 22310.129),(69 22362.617),(70 22402.402),(71 22706.324),(72 23004.23),(73 23133.922),(74 23080.531),(75 23307.188),(76 23158.191),(77 23079.643),(78 23331.81),(79 23396.191),
(1 3820.227),(2 7732.233),(3 10838.854),(4 12801.688),(5 13767.059),(6 14493.199),(7 15261.618),(8 15914.827),(9 16448.836),(10 17032.076),(11 17372.334),(12 17743.482),(13 17935.162),(14 18068.957),(15 18354.676),(16 18745.518),(17 18748.543),(18 18784.393),(19 19079.295),(20 19109.95),(21 19191.291),(22 19567.115),(23 19563.611),(24 19479.346),(25 19604.16),(26 19500.783),(27 19489.258),(28 19968.44),(29 20024.764),(30 20171.504),(31 20466.742),(32 20689.982),(33 20864.643),(34 20958.53),(35 21005.465),(36 21063.174),(37 21125.785),(38 20660.201),(39 20492.232),(40 20596.023),(41 20661.879),(42 20952.633),(43 20996.719),(44 20813.598),(45 20657.957),(46 20485.813),(47 20466.799),(48 20724.52),(49 20571.623),(50 20585.191),(51 20824.814),(52 20848.709),(53 21291.002),(54 21366.445),(55 21434.316),(56 21645.633),(57 21619.22),(58 21683.5),(59 21801.74),(60 21760.98),(61 21751.018),(62 21952.602),(63 21916.209),(64 21938.143),(65 22083.02),(66 22139.95),(67 22347.03),(68 22158.69),(69 22093.373),(70 21880.357),(71 21850.8),(72 21895.533),(73 21810.48),(74 21692.033),(75 21873.805),(76 21928.182),(77 21769.215),(78 21741.484),(79 21723.979),
(1 3721.891),(2 7345.196),(3 10251.7705),(4 12123.929),(5 13281.845),(6 13990.325),(7 14757.144),(8 15282.2705),(9 15748.937),(10 16232.321),(11 16472.191),(12 16920.406),(13 17345.955),(14 17275.113),(15 17337.268),(16 17485.299),(17 17640.996),(18 17848.314),(19 18019.299),(20 17840.453),(21 17871.195),(22 17948.988),(23 17688.416),(24 17560.193),(25 17742.31),(26 18055.188),(27 18192.596),(28 18603.557),(29 18647.11),(30 18847.143),(31 19175.643),(32 19316.393),(33 19584.906),(34 19517.342),(35 19452.908),(36 19452.633),(37 19586.941),(38 19429.547),(39 19481.818),(40 19675.998),(41 19697.875),(42 20016.658),(43 19938.094),(44 19967.266),(45 20312.232),(46 20192.018),(47 20224.87),(48 20397.77),(49 20257.98),(50 20213.195),(51 20315.785),(52 20336.957),(53 20632.072),(54 20518.043),(55 20400.926),(56 20506.979),(57 20356.77),(58 20512.764),(59 20662.896),(60 20608.666),(61 20688.668),(62 20896.021),(63 20753.97),(64 20720.963),(65 20828.838),(66 20744.336),(67 20930.05),(68 20830.422),(69 20931.574),(70 20922.742),(71 20801.996),(72 20768.77),(73 20655.166),(74 20547.35),(75 20862.492),(76 20984.262),(77 20896.457),(78 21020.537),(79 20742.537),
(1 3608.7947),(2 7199.814),(3 9879.199),(4 11598.289),(5 12669.44),(6 13541.552),(7 14312.503),(8 14905.564),(9 15768.22),(10 16469.389),(11 16626.26),(12 16859.352),(13 17150.139),(14 17072.002),(15 17232.902),(16 17609.703),(17 17966.97),(18 18206.197),(19 18379.232),(20 18146.205),(21 17839.709),(22 17854.512),(23 17703.215),(24 17690.855),(25 17876.969),(26 17906.793),(27 17839.553),(28 18225.313),(29 18076.527),(30 18208.422),(31 18572.275),(32 18596.629),(33 18650),(34 18945.414),(35 19094.443),(36 19107.424),(37 19191.732),(38 19228.764),(39 19162.928),(40 19376.232),(41 19415.34),(42 19773.973),(43 19716.148),(44 19786.025),(45 20097.646),(46 20165.078),(47 20258.785),(48 20558.008),(49 20388.012),(50 20446.215),(51 20611.432),(52 20675.266),(53 20963.518),(54 20915.035),(55 20892.234),(56 20931.105),(57 20790.018),(58 20809.666),(59 21006.738),(60 21051.727),(61 20924.867),(62 20836.932),(63 20668.432),(64 20719.926),(65 20889.266),(66 20745.004),(67 20828.572),(68 20850.723),(69 20869.72),(70 20703.379),(71 20671.08),(72 20930.705),(73 20968.924),(74 20974.977),(75 21068.205),(76 20881.975),(77 20692.732),(78 20965.773),(79 21074.088),
(1 3448.2756),(2 6825.5117),(3 9614.137),(4 11464.634),(5 12318.539),(6 12921.581),(7 13635.286),(8 14456.287),(9 15232.345),(10 15717.353),(11 16000.869),(12 16290.723),(13 16326.589),(14 16378.722),(15 16445.787),(16 16736.402),(17 16995.682),(18 17253.932),(19 17479.986),(20 17272.195),(21 17264.682),(22 17230.664),(23 17237.512),(24 17346.68),(25 17384.953),(26 17429.934),(27 17456.666),(28 17616.115),(29 17576.246),(30 17664.438),(31 17883.688),(32 17823.924),(33 17923.865),(34 18186.307),(35 18205.652),(36 18283.104),(37 18571.516),(38 18608.611),(39 18779.086),(40 18975.56),(41 18924.72),(42 19149.627),(43 19160.873),(44 19236.676),(45 19362.848),(46 19292.361),(47 19230.904),(48 19327.662),(49 18991.1),(50 18961.877),(51 19236.814),(52 19408.646),(53 19800.58),(54 19750.555),(55 19690.504),(56 19822.4),(57 19613.695),(58 19366.645),(59 19443.781),(60 19509.941),(61 19458.857),(62 19576.297),(63 19562.947),(64 19682.193),(65 19853.623),(66 19670.086),(67 19635.154),(68 19571.209),(69 19644.232),(70 19598.234),(71 19660.822),(72 19746.33),(73 19888.545),(74 20045.676),(75 20051.848),(76 19869.807),(77 19727.857),(78 19934.205),(79 19965.297),
(1 3411.8376),(2 6755.553),(3 9540.116),(4 11358.703),(5 12370.105),(6 13067.189),(7 13644.391),(8 14069.749),(9 14490.862),(10 15009.24),(11 15315.997),(12 15722.961),(13 15969.835),(14 15915.033),(15 16031.841),(16 16409.928),(17 16643.521),(18 16905.074),(19 16992.875),(20 16921.947),(21 17095.863),(22 17257.924),(23 17412.42),(24 17646.967),(25 17673.014),(26 17501.771),(27 17535.814),(28 17739.56),(29 17684.695),(30 17724.682),(31 17820.031),(32 17690.324),(33 17662.361),(34 17727.84),(35 17712.367),(36 17817.623),(37 18018.105),(38 18225.54),(39 18399.771),(40 18588.873),(41 18574.844),(42 18685.02),(43 18536.855),(44 18668.201),(45 18971.305),(46 18936.986),(47 19035.719),(48 19162.17),(49 18969.822),(50 19017.246),(51 19250.373),(52 19066.943),(53 19124.37),(54 19050.438),(55 18959.965),(56 19296.297),(57 19319.895),(58 19207.357),(59 19194.227),(60 18942.047),(61 18975.719),(62 19129.08),(63 19123.375),(64 19051.563),(65 19218.281),(66 19061.621),(67 19139.172),(68 19181.023),(69 18964.904),(70 18863.06),(71 18911.01),(72 19081.9),(73 18918.703),(74 19037.533),(75 19069.648),(76 18840.049),(77 18607.498),(78 18789.469),(79 18788.143),
