1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 6155.529),(2 17307.455),(3 26277.455),(4 31224.33),(5 33217.695),(6 34180.83),(7 34854.355),(8 35908.777),(9 36489.83),(10 36524.46),(11 36273.836),(12 35627.953),(13 35810.008),(14 37283.61),(15 39527.344),(16 40409.66),(17 40362.17),(18 40039.758),(19 40366.79),(20 41962.83),(21 43659.65),(22 44108.63),(23 43964.566),(24 43589.21),(25 43146.703),(26 42821.992),(27 42769.47),(28 42696.68),(29 42208.027),(30 41929.61),(31 41913.293),(32 42876.336),(33 43426.05),(34 42990.535),(35 42381.25),(36 41788.867),(37 42084.55),(38 42146.676),(39 41617.063),(40 40774.25),(41 40522.15),(42 40739.355),(43 41076.727),(44 40978.62),(45 40674.49),(46 40833.816),(47 41026.85),(48 41326.68),(49 41117.93),(50 41111.67),(51 40989.07),(52 40801.79),(53 40903.75),(54 41091.234),(55 41797.496),(56 42049.17),(57 42260.75),(58 42440.652),(59 42608.203),(60 42734.043),(61 42427.625),(62 41785.254),(63 40784.914),(64 40897.27),(65 41211.45),(66 41124.35),(67 41253.656),(68 41400.12),(69 41828.285),(70 41504.18),(71 41495.71),(72 40894.906),(73 40391.85),(74 40662.75),(75 41115.594),(76 41212.883),(77 41451.316),(78 41987.43),(79 42482.945),
(1 5834.7407),(2 15705.92),(3 23173.46),(4 27285.348),(5 29389.436),(6 30953.152),(7 32039.287),(8 33251.336),(9 34241.555),(10 34884.914),(11 35135.137),(12 34916.88),(13 35367.418),(14 36167.504),(15 37256.52),(16 37857.305),(17 37600.965),(18 37383.914),(19 37678.367),(20 38815.29),(21 40312.297),(22 40688.113),(23 40819.902),(24 41622.426),(25 42077.313),(26 41370.934),(27 40724.434),(28 40856.434),(29 40819.76),(30 40679.31),(31 40555.48),(32 40793.902),(33 41374.676),(34 41309.477),(35 40923.723),(36 40127.008),(37 39899.793),(38 40016.29),(39 40005.254),(40 39485.473),(41 38811.25),(42 39275.766),(43 39740.695),(44 39340.656),(45 39138.113),(46 39483.914),(47 40468.4),(48 41489.52),(49 40999),(50 40056.56),(51 38620.22),(52 37866.184),(53 38606.27),(54 39932.313),(55 41394.504),(56 41342.258),(57 40849.64),(58 40597.887),(59 40553.133),(60 40438.02),(61 40352.277),(62 40106.813),(63 39778.54),(64 39929.664),(65 39906.727),(66 39783.777),(67 39775.074),(68 39809.305),(69 40370.78),(70 40459.176),(71 39603.074),(72 38848.973),(73 37675.75),(74 37446.984),(75 37720.625),(76 37925.633),(77 38008.785),(78 38355.81),(79 38806.52),
(1 6196.305),(2 16536.852),(3 23863.201),(4 27019.203),(5 28289.021),(6 29089.766),(7 29788.184),(8 30721.379),(9 31706.248),(10 32462.328),(11 32804.867),(12 32907.56),(13 33039.137),(14 33245.2),(15 33592.035),(16 34056.84),(17 34679.082),(18 34888.914),(19 35264.47),(20 35867.277),(21 36294.695),(22 36124.785),(23 36273.496),(24 36966.13),(25 37591.09),(26 36862.063),(27 36548.402),(28 36510.45),(29 37012.242),(30 37354.105),(31 37753.285),(32 38479.645),(33 39104.457),(34 39125.63),(35 38416.316),(36 37296.617),(37 36592.527),(38 37276.273),(39 38920.754),(40 40251.117),(41 40282.66),(42 40060.715),(43 39978.914),(44 39501.234),(45 39875.37),(46 40530.016),(47 41159.867),(48 41169.695),(49 40496.34),(50 40096.152),(51 40453.375),(52 40728.492),(53 40669.13),(54 40289.117),(55 40567.39),(56 40177.652),(57 39793.004),(58 40019.27),(59 39829.426),(60 39565.465),(61 39455.313),(62 39371.41),(63 39126.473),(64 38466.316),(65 37983.15),(66 38113.85),(67 38210.72),(68 38532.98),(69 39664.684),(70 40467.574),(71 40277.29),(72 39473.797),(73 38368.484),(74 37217.434),(75 37669.086),(76 38354.152),(77 38916.586),(78 39053.35),(79 39540.367),
(1 5847.3613),(2 15918.684),(3 23783.908),(4 27476.936),(5 28917.85),(6 29377.764),(7 29811.572),(8 30589.521),(9 31255.469),(10 31647.082),(11 32090.227),(12 32623.986),(13 33375.258),(14 34191.676),(15 34934.453),(16 35581.52),(17 35942.086),(18 36176.324),(19 36299.16),(20 36601.195),(21 36737.465),(22 36586.89),(23 36915.848),(24 37210.246),(25 37440.98),(26 37051.742),(27 36977.215),(28 37111.953),(29 36767.625),(30 36216.785),(31 35915.53),(32 36470.54),(33 37004.28),(34 36691.98),(35 36532.777),(36 36348.016),(37 36043.656),(38 36188.3),(39 36974.277),(40 37807.3),(41 39008.004),(42 39696.164),(43 39996.926),(44 39854.38),(45 39112.824),(46 38606.496),(47 38760.855),(48 38604.973),(49 38680.523),(50 39133.793),(51 39449.91),(52 39669.387),(53 39855.484),(54 39758.496),(55 39580.266),(56 39113.41),(57 39067.418),(58 39085.02),(59 38734.78),(60 37889.688),(61 37709.637),(62 37356.4),(63 37677.664),(64 37464.51),(65 36673.01),(66 36661.836),(67 36799.7),(68 36881.152),(69 37133.863),(70 37322.938),(71 37640.715),(72 38122.953),(73 37604.254),(74 36241.516),(75 36199.074),(76 36535.293),(77 37250.348),(78 37308.5),(79 37608.617),
(1 5533.8403),(2 15058.922),(3 22255.6),(4 25811.055),(5 27478.88),(6 28518.525),(7 29620.84),(8 31226.414),(9 32225.877),(10 32870.117),(11 33551.914),(12 34043.836),(13 34060.777),(14 33813.383),(15 34011.676),(16 34736.957),(17 34914.223),(18 34968.14),(19 34883.035),(20 34981.75),(21 35099.63),(22 35045.32),(23 35505.02),(24 35843.184),(25 35741.863),(26 35366.66),(27 35205.7),(28 35667.51),(29 35934.23),(30 35786.105),(31 35319.406),(32 35419.99),(33 35417.96),(34 34535.355),(35 33886.117),(36 33688.277),(37 34288.594),(38 34777.99),(39 34945.945),(40 34839.66),(41 35547.9),(42 36258.605),(43 36191.33),(44 36499.5),(45 36182.83),(46 36094.406),(47 36608.816),(48 37342.22),(49 37471.01),(50 37599.8),(51 37744.47),(52 37909.91),(53 38197.004),(54 37838.145),(55 37454.613),(56 36916.313),(57 36744.98),(58 36685.035),(59 36588.117),(60 36058.883),(61 35711.258),(62 35981.223),(63 36307.926),(64 36859.906),(65 37539.316),(66 38050.566),(67 37655.066),(68 37391.664),(69 36920.285),(70 37066.516),(71 37275.027),(72 37637.797),(73 37747.594),(74 37921.89),(75 37438.594),(76 36556.527),(77 36386.023),(78 36635.293),(79 37315.21),
(1 5360.955),(2 14420.693),(3 20920.207),(4 23946.615),(5 24945.717),(6 25673.273),(7 26595.717),(8 27857.59),(9 29164.852),(10 30095.916),(11 30632.393),(12 30738.719),(13 30733.078),(14 31045.174),(15 31735.613),(16 31627.254),(17 31241.355),(18 31196.219),(19 31538.545),(20 32062.352),(21 32551.52),(22 32402.31),(23 32513.11),(24 33325.09),(25 33811.176),(26 34487.03),(27 34610.285),(28 34689.53),(29 34740.227),(30 34599.508),(31 34503.582),(32 34797.84),(33 35523.82),(34 35184.73),(35 34628.027),(36 33718.043),(37 33224.93),(38 33216.75),(39 33754.33),(40 34116.723),(41 35082.508),(42 35130.27),(43 34516.77),(44 34215.02),(45 33844.047),(46 33954.457),(47 34034.71),(48 33998.066),(49 33838.36),(50 34176.11),(51 34831.76),(52 34833.438),(53 34613.73),(54 34358.344),(55 34745.168),(56 35529.074),(57 36017.094),(58 35755.258),(59 35600.387),(60 35430.246),(61 35735.574),(62 35468.816),(63 34364.99),(64 33767.97),(65 33779.816),(66 34577),(67 34341.93),(68 33671.336),(69 33276.99),(70 33526.57),(71 33966.67),(72 34581.79),(73 35632.22),(74 35959.793),(75 35828.582),(76 35841.88),(77 36080.285),(78 36256.633),(79 35660.684),
(1 5502.4478),(2 14739.964),(3 21274.146),(4 24476.658),(5 25895.521),(6 27208.662),(7 27948.191),(8 28369.646),(9 28975.492),(10 29436.035),(11 29574.242),(12 29261.541),(13 29353.523),(14 30185.637),(15 31791.09),(16 32370.842),(17 32022.15),(18 31789.287),(19 31751.563),(20 31731.387),(21 31827.295),(22 31676.87),(23 31608.281),(24 32305.8),(25 32818.598),(26 33677.445),(27 34242.965),(28 34087.52),(29 34135.43),(30 33629.938),(31 33533.383),(32 34303.555),(33 35459.152),(34 35564.6),(35 35169.543),(36 34571.74),(37 34329.652),(38 34040.26),(39 34462.61),(40 34699.72),(41 35069.125),(42 35690.246),(43 36021.63),(44 36286.598),(45 36047.277),(46 35578.57),(47 35134.69),(48 34521.2),(49 34221.2),(50 34508.688),(51 35396.18),(52 35797.945),(53 35305.457),(54 34397.797),(55 34150.402),(56 34271.53),(57 34402.957),(58 34364.063),(59 34435.547),(60 34019.035),(61 33388.6),(62 33267.33),(63 33460.508),(64 33525.496),(65 33594.22),(66 34221.43),(67 34260.875),(68 33989.223),(69 33688.152),(70 34128.266),(71 34896.4),(72 35324.33),(73 35624.97),(74 34661.49),(75 35048.336),(76 35386.56),(77 35331.17),(78 34993.848),(79 34563.92),
(1 5359.808),(2 14182.068),(3 20308.145),(4 23253.52),(5 24476.465),(6 25135.494),(7 26028.025),(8 26786.135),(9 27510.393),(10 28025.205),(11 28190.732),(12 28323.229),(13 28536.627),(14 28625.816),(15 29157.654),(16 29002.87),(17 28887.314),(18 29228.477),(19 29788.748),(20 30113.004),(21 30025.994),(22 29910.3),(23 30583.535),(24 31955.13),(25 32931.516),(26 33334.98),(27 33413.867),(28 32505.023),(29 31982.709),(30 31783.957),(31 31397.732),(32 31476.146),(33 32098.46),(34 31859.232),(35 31676.156),(36 32066.477),(37 32773.527),(38 33024.457),(39 32844.89),(40 32803.445),(41 32532.791),(42 32677.738),(43 33003.33),(44 33535.19),(45 33960.51),(46 33496.105),(47 33341.996),(48 33792.22),(49 34389.81),(50 34302.766),(51 33653.633),(52 33380.83),(53 33319.23),(54 32975.06),(55 32916.13),(56 33419.117),(57 33300.137),(58 33052.176),(59 33210.035),(60 33184.49),(61 32578.646),(62 32203.756),(63 32499.941),(64 32546.674),(65 32277.693),(66 31859.281),(67 31446.82),(68 32267.404),(69 33567.69),(70 33771.727),(71 33868.266),(72 33430.152),(73 33364.844),(74 32930.547),(75 33420.32),(76 34418.97),(77 34304.76),(78 33110.484),(79 32075.664),
(1 5446.206),(2 14511.708),(3 20972.184),(4 23958.148),(5 25472.842),(6 26435.521),(7 27011.99),(8 27580.5),(9 28498.584),(10 29294.674),(11 29607.277),(12 29413.592),(13 29599.334),(14 29820.453),(15 29992.242),(16 29373.318),(17 29106.861),(18 29651.393),(19 30528.377),(20 30825.377),(21 31025.826),(22 31486.195),(23 31992.28),(24 32740.633),(25 32919.91),(26 33392.69),(27 33818.51),(28 33444.777),(29 32684.547),(30 31790.45),(31 31399.664),(32 31424.563),(33 31557.309),(34 31157.416),(35 30807.578),(36 30678.69),(37 30812.145),(38 31016.469),(39 31843.387),(40 32563.566),(41 32400.768),(42 31957.336),(43 31568.773),(44 32100.563),(45 32740.49),(46 32813.977),(47 32438.818),(48 32232.334),(49 33018.945),(50 33149.48),(51 32828.086),(52 32764.793),(53 32981.434),(54 32710.717),(55 32593.365),(56 32857.395),(57 33665.14),(58 33809.71),(59 33544.23),(60 33357.734),(61 33207.008),(62 33037.45),(63 32922.504),(64 32826.88),(65 32489.793),(66 31888.584),(67 31144.512),(68 31215.094),(69 32330.834),(70 32985.715),(71 33386.22),(72 32982.266),(73 32390.053),(74 31565.506),(75 31433.06),(76 31802.123),(77 31999.434),(78 31583.938),(79 30511.432),
(1 5533.0874),(2 14399.641),(3 20422.162),(4 23340.066),(5 24760.865),(6 25497.99),(7 26386.563),(8 27443.98),(9 28849.732),(10 29935.893),(11 29507.656),(12 28722.635),(13 29357.467),(14 30369.791),(15 30981.635),(16 30826.545),(17 30260.137),(18 30697.3),(19 31055.559),(20 30860.164),(21 30693.049),(22 30658.14),(23 31106.156),(24 31634.81),(25 31773.242),(26 32066.666),(27 32688.494),(28 32491.504),(29 32015.676),(30 32008.994),(31 31978.285),(32 31900.889),(33 31857.926),(34 31927.258),(35 31485.795),(36 31252.277),(37 30833.484),(38 30886.523),(39 31581.398),(40 31594.904),(41 30939.791),(42 31300.775),(43 32274.742),(44 32994.41),(45 32488.873),(46 31900.092),(47 32005.955),(48 32395.229),(49 31706.098),(50 31292.578),(51 30948.203),(52 30884.85),(53 31394.654),(54 31291.31),(55 31011.176),(56 31491.863),(57 32556.486),(58 32956.367),(59 32334.375),(60 31665.195),(61 31777.145),(62 31985.373),(63 32187.262),(64 31602.52),(65 31074.016),(66 30962.582),(67 30936.164),(68 30792.383),(69 30968.635),(70 31735.568),(71 32125.883),(72 31580.844),(73 30649.412),(74 30701.455),(75 32027.053),(76 33610.926),(77 34165.047),(78 33635.05),(79 33135.83),
(1 4980.379),(2 12971.019),(3 18400.016),(4 20899.979),(5 21961.21),(6 22644.244),(7 23144.969),(8 23804.115),(9 24918.334),(10 25580.816),(11 25561.012),(12 25479.346),(13 26046.762),(14 26169.627),(15 26468.451),(16 26468.111),(17 26373.576),(18 26619.799),(19 26896.254),(20 26772.344),(21 26538.006),(22 26504.346),(23 26720.65),(24 27242.406),(25 27989.352),(26 28435.883),(27 28630.557),(28 28570.717),(29 28492.648),(30 28512.133),(31 28761.832),(32 29115.885),(33 29255.367),(34 29325.35),(35 28832.244),(36 27990.344),(37 27613.334),(38 27912.732),(39 28849.496),(40 29597.262),(41 29303.773),(42 28705.049),(43 27998.443),(44 28158.596),(45 28474.127),(46 28814.307),(47 28926.54),(48 29124.254),(49 28940.623),(50 28912.379),(51 29003.834),(52 28662.768),(53 28792.973),(54 29334.89),(55 29758.379),(56 29822.795),(57 29696.982),(58 29149.3),(59 28653.04),(60 28157.227),(61 28519.41),(62 28791.338),(63 28590.684),(64 27927.004),(65 27764.334),(66 27412.578),(67 27256.367),(68 27559.84),(69 27765.254),(70 27795.068),(71 27876.59),(72 27686.5),(73 27676.81),(74 27469.03),(75 28012.727),(76 29407.451),(77 30164.621),(78 30109.201),(79 30330.994),
(1 4934.509),(2 13200.311),(3 19135.133),(4 21853.408),(5 22950.121),(6 23955.06),(7 24712.033),(8 25064.338),(9 25362.832),(10 25533.375),(11 25549.441),(12 25975.406),(13 26535.57),(14 26955.8),(15 27467.916),(16 27694.174),(17 27791.816),(18 28196.813),(19 28401.797),(20 28133.455),(21 27646.652),(22 27783.045),(23 28299.96),(24 28525.313),(25 29324.375),(26 29964.783),(27 30017.025),(28 29469.857),(29 29380.793),(30 29414.783),(31 29896.42),(32 31124.32),(33 31964.69),(34 32218.07),(35 32161.857),(36 31888.496),(37 31674.748),(38 31744.865),(39 32053.916),(40 32195.6),(41 32070.719),(42 31879.268),(43 31478.352),(44 30952.55),(45 30650.857),(46 29972.97),(47 29091.678),(48 29139.39),(49 29536.951),(50 29563.02),(51 29253.89),(52 28954.477),(53 28686.264),(54 29190.19),(55 30343.926),(56 30753.393),(57 31153.406),(58 31250.426),(59 31058.955),(60 31147.523),(61 31370.387),(62 30767.645),(63 30106.57),(64 29413.803),(65 29272.377),(66 29136.357),(67 29242.162),(68 29265.4),(69 29951.5),(70 29958.316),(71 30520.559),(72 31147.871),(73 31352.174),(74 31355.781),(75 30697.084),(76 30585.09),(77 30627.346),(78 30526.219),(79 31080.97),
(1 4922.506),(2 13005.91),(3 18752.234),(4 21623.957),(5 22646.23),(6 22992.95),(7 23201.996),(8 23261.346),(9 23300.844),(10 23560.283),(11 23712.584),(12 23882.11),(13 24251.994),(14 24628.018),(15 25349.746),(16 25714.236),(17 25734.367),(18 25847.781),(19 26011.13),(20 26274.879),(21 26175.99),(22 26019.666),(23 26054.803),(24 26225.932),(25 26616.326),(26 27139.93),(27 26965.033),(28 26520.393),(29 26593.018),(30 26612.113),(31 26610.734),(32 27141.47),(33 27594.754),(34 27449.264),(35 27186.07),(36 26675.379),(37 26829.01),(38 27122.941),(39 27417.148),(40 27912.293),(41 28415.697),(42 28497.035),(43 28569.695),(44 28443.838),(45 27680.35),(46 27272.396),(47 26799.213),(48 26786.936),(49 26975.162),(50 26813.912),(51 26335.701),(52 26306.941),(53 26557.867),(54 27079.006),(55 27578.316),(56 27739.723),(57 28146.121),(58 28639.88),(59 28766.143),(60 28637.482),(61 28844.988),(62 28251.016),(63 27465.988),(64 27032.07),(65 26973.912),(66 27095.07),(67 27604.973),(68 28425.145),(69 29263.133),(70 29095.594),(71 29213.563),(72 29546.414),(73 29592.432),(74 29257.523),(75 28062.041),(76 26882.672),(77 26734.568),(78 27208.242),(79 28182.752),
(1 4806.9873),(2 12634.534),(3 17780.723),(4 19720.465),(5 20409.012),(6 20728.51),(7 21355.373),(8 22390.395),(9 23203.441),(10 23768.516),(11 24316.951),(12 24684.547),(13 25547.797),(14 26060.422),(15 26016.025),(16 25566.738),(17 25360.234),(18 25490.83),(19 25550.277),(20 26160.408),(21 26644.074),(22 26485.58),(23 26557.563),(24 27025.926),(25 27574.395),(26 27673.793),(27 27287.479),(28 26828.34),(29 27058.914),(30 27350.24),(31 27798.637),(32 28126.207),(33 28375.197),(34 27759.496),(35 26736.51),(36 25784),(37 25248.084),(38 25289.707),(39 25573.408),(40 26110.328),(41 26731.063),(42 27156.834),(43 27198.559),(44 27095.563),(45 26732.701),(46 26763.729),(47 26769.482),(48 27020.682),(49 27051.787),(50 26284.857),(51 25899.592),(52 25848.738),(53 26065.012),(54 26205.291),(55 26835.516),(56 26697.793),(57 25913.459),(58 25352.367),(59 25491.496),(60 25974.527),(61 26797.34),(62 27469.805),(63 27211.143),(64 27326.033),(65 26968.277),(66 26806.143),(67 26652.033),(68 26772.762),(69 26358.293),(70 26093.037),(71 26484.92),(72 26939.787),(73 27364.703),(74 27239.352),(75 27142.334),(76 27030.176),(77 27103.568),(78 27512.17),(79 27978.268),
(1 4947.7173),(2 12849.874),(3 17906.182),(4 19859.383),(5 20421.69),(6 21019.596),(7 21927.041),(8 22783.127),(9 23376.744),(10 23335.13),(11 23058.432),(12 22476.14),(13 22682.406),(14 23218.543),(15 23715.273),(16 24271.732),(17 24552.229),(18 24852.55),(19 24788.945),(20 24970.164),(21 25092.225),(22 24900.893),(23 24896.861),(24 25350.629),(25 26195.264),(26 26727.521),(27 25978.045),(28 25812.158),(29 26594.617),(30 26906.031),(31 26634.06),(32 26692.303),(33 26873.125),(34 26651.14),(35 26221.94),(36 25743.158),(37 25369.305),(38 25512.475),(39 25733.783),(40 25547.63),(41 25902.541),(42 26385.648),(43 26161.781),(44 25905.45),(45 25940.072),(46 26153.076),(47 26303.553),(48 26634.99),(49 26445.398),(50 25946.045),(51 25677.84),(52 25576.076),(53 25752.988),(54 25745.434),(55 26153.076),(56 26283.076),(57 25630.057),(58 24590.383),(59 23621.33),(60 23555.475),(61 24233.18),(62 25214.676),(63 25457.23),(64 25525.012),(65 24965.768),(66 24613.38),(67 24461.697),(68 24919.482),(69 24452.584),(70 23695.867),(71 23905.494),(72 24039.658),(73 24664.768),(74 25181.531),(75 25453.645),(76 25529.094),(77 25334.494),(78 25193.83),(79 25533.508),
(1 4781.8438),(2 12222.465),(3 16757.441),(4 18477.672),(5 18985.094),(6 19421.482),(7 20243.693),(8 21287.117),(9 21896.605),(10 21913.777),(11 21860.328),(12 22014.78),(13 22512.848),(14 23012.053),(15 22846.377),(16 22741.531),(17 22902.422),(18 23417.777),(19 23651.117),(20 23594.637),(21 23796.613),(22 23977.846),(23 24094.146),(24 24401.203),(25 24837.234),(26 25079.76),(27 24855.98),(28 24998.924),(29 25474.334),(30 25501.625),(31 25071.846),(32 25202.428),(33 25394.205),(34 25509.328),(35 24968.93),(36 24713.137),(37 24715.906),(38 24636.271),(39 25043.912),(40 24897.275),(41 24757.883),(42 24774.766),(43 24248.807),(44 23939.5),(45 24041.297),(46 24129.23),(47 24272.992),(48 24653.123),(49 24924.56),(50 25061.193),(51 25194.025),(52 25131.107),(53 24879.836),(54 24841.398),(55 24981.76),(56 25183.035),(57 24986.818),(58 24386.664),(59 23858.51),(60 23777.412),(61 24544.912),(62 24902.229),(63 24867.637),(64 25327.117),(65 25415.059),(66 25358.52),(67 24781.434),(68 24653.578),(69 25024.178),(70 25152.252),(71 25085.93),(72 24676.19),(73 24691.105),(74 25010.805),(75 25321.012),(76 25960.637),(77 25861.781),(78 24983.705),(79 24502.477),
(1 4798.633),(2 12235.217),(3 16628.11),(4 18023.21),(5 18278.986),(6 18424.004),(7 18852.33),(8 19639.688),(9 20336.611),(10 20909.617),(11 21285.049),(12 21464.268),(13 21677.232),(14 22016.295),(15 21888.559),(16 21776.059),(17 22174.217),(18 22545.564),(19 22399.66),(20 22303.594),(21 22859.492),(22 23368.857),(23 23351.225),(24 23851.172),(25 24630.977),(26 24491.238),(27 24154.863),(28 24124.445),(29 24393.717),(30 24502.42),(31 24546.348),(32 24816.832),(33 24936.021),(34 24585.443),(35 23903.91),(36 23623.523),(37 24336.572),(38 25240.01),(39 25766.496),(40 25246.322),(41 24763.545),(42 24680.09),(43 24255.848),(44 23602.389),(45 23344.957),(46 23205.023),(47 23385.523),(48 23560.197),(49 23709.303),(50 23553.352),(51 23723.621),(52 23884.379),(53 24124.537),(54 24381.143),(55 24506.219),(56 24312.705),(57 24107.371),(58 23992.916),(59 23802.781),(60 23373.496),(61 23331.084),(62 23318.232),(63 23493.838),(64 24250.797),(65 24482.766),(66 24888.154),(67 24634.316),(68 24621.26),(69 24719.719),(70 25061.549),(71 25122.56),(72 25058.17),(73 25477.416),(74 25769.914),(75 26019.74),(76 25873.62),(77 25759.023),(78 25428.188),(79 25268.96),
(1 4594.2075),(2 11742.897),(3 16159.751),(4 17798.674),(5 18398.572),(6 18827.77),(7 19279.66),(8 19755.848),(9 20280.434),(10 20575.492),(11 20679.93),(12 20659.992),(13 20922.396),(14 20971.72),(15 21018.14),(16 21233.902),(17 21580.81),(18 21168.373),(19 20525.707),(20 20470.424),(21 21072.771),(22 21423.56),(23 21321.434),(24 21388.793),(25 21901.922),(26 22114.049),(27 22249.668),(28 22307.346),(29 22119.129),(30 21698.316),(31 21892.531),(32 22406.885),(33 22759.184),(34 22599.984),(35 22333.61),(36 22316.072),(37 22603.314),(38 22901.95),(39 23265.363),(40 23264.432),(41 23342.455),(42 23302.252),(43 22979.967),(44 22050.354),(45 21532.477),(46 21906.96),(47 22268.025),(48 22535.566),(49 22505.271),(50 22222.408),(51 21920.396),(52 22008.262),(53 22330.936),(54 22275.246),(55 22334.598),(56 22440.676),(57 22290.96),(58 22482.715),(59 22571.666),(60 22625.557),(61 22315.516),(62 21666.367),(63 21731.852),(64 22205.096),(65 22688.314),(66 23035.537),(67 22638.994),(68 22955.057),(69 23415.896),(70 23749.707),(71 23476.379),(72 23115.588),(73 23093.36),(74 23110.184),(75 23917.604),(76 24383.95),(77 24362.28),(78 24018.674),(79 23854.178),
