1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 10057.243),(2 19226.768),(3 36731.035),(4 50073.188),(5 65327.375),(6 84493.54),(7 100567.336),(8 119982.85),(9 138023.98),(10 160949.52),(11 179460.3),(12 198856.61),(13 218755.38),(14 244636.55),(15 271690.97),(16 293235.4),(17 324107.66),(18 346225),(19 378570.66),(20 404204.9),(21 437079.5),(22 464450.4),(23 495345.63),(24 533682.1),(25 561207.3),(26 603803.56),(27 648907.56),(28 686301),(29 748626.75),(30 797596.7),(31 853624),(32 895538.2),(33 946687.5),(34 990221.3),(35 1018615.75),(36 1057776.4),(37 1088006.9),(38 1120041.6),(39 1150585.1),(40 1173693),(41 1214951.1),(42 1240152.5),(43 1282165.6),(44 1320941.5),(45 1365828),(46 1401718.9),(47 1441896),(48 1493911.6),(49 1547797),(50 1617400),(51 1665607),(52 1707693.9),(53 1791074.9),(54 1856755.9),(55 1949156.6),(56 2040552.1),(57 2146827.8),(58 2241098.3),(59 2331843.3),(60 2459268.3),(61 2538413.3),(62 2667685),(63 2796381.3),(64 2901588.3),(65 3045084),(66 3178348),(67 3322618),(68 3467919),(69 3652850.8),(70 3792383.3),(71 3983009.3),(72 4199601.5),(73 4366218.5),(74 4551047.5),(75 4728876.5),(76 4878777),(77 5069628),(78 5237187),(79 5393818),
(1 16108.617),(2 54081.727),(3 111414.94),(4 175981.23),(5 262346.34),(6 362973.25),(7 480397.8),(8 613917.56),(9 759844.4),(10 886340.7),(11 1031604.06),(12 1178027.5),(13 1324645),(14 1472417),(15 1611211.1),(16 1722026.3),(17 1831369.8),(18 1924976.4),(19 2003042.4),(20 2060224.4),(21 2105746),(22 2131527.3),(23 2150135.8),(24 2144349.8),(25 2131632.3),(26 2102479.8),(27 2054224),(28 2009484.4),(29 1945929.6),(30 1866907.5),(31 1779752.1),(32 1695846.4),(33 1615427.5),(34 1544293.4),(35 1470048.4),(36 1401616.8),(37 1343461.6),(38 1290338.8),(39 1246268),(40 1215575.3),(41 1192805.9),(42 1181438.5),(43 1179366.8),(44 1191588.4),(45 1212138.3),(46 1234621.3),(47 1264405.3),(48 1297182.6),(49 1338370.3),(50 1379190.3),(51 1422594.4),(52 1458570.4),(53 1497062.3),(54 1528308.4),(55 1559092),(56 1590416.4),(57 1615472.5),(58 1627103.9),(59 1631930.8),(60 1630127),(61 1618095.9),(62 1594627.5),(63 1566789.6),(64 1541741.9),(65 1509300.9),(66 1478857),(67 1451399.9),(68 1417771.5),(69 1388793.1),(70 1362464.1),(71 1342117.4),(72 1327032.1),(73 1312474.8),(74 1305942.5),(75 1302329.6),(76 1302120.1),(77 1305313.3),(78 1310794.6),(79 1318894.1),
(1 17311.48),(2 59119.64),(3 123105.48),(4 194403.48),(5 286734.1),(6 390074.28),(7 505212.9),(8 632804.94),(9 766718.7),(10 883428.3),(11 1012154.3),(12 1141753.5),(13 1271274.6),(14 1401398.5),(15 1524322.1),(16 1617625.5),(17 1726005.9),(18 1819565.5),(19 1900979.9),(20 1959345.1),(21 2007847.5),(22 2042159.4),(23 2066134.1),(24 2074752.6),(25 2075472.6),(26 2062911.4),(27 2034374.4),(28 2004201.4),(29 1952322.5),(30 1888364.4),(31 1808444.9),(32 1727160.4),(33 1652341),(34 1588868.6),(35 1515318),(36 1448514),(37 1385686.1),(38 1332117.9),(39 1292706.8),(40 1263322.5),(41 1244498.9),(42 1238330.1),(43 1246119.6),(44 1269838.1),(45 1302662.5),(46 1329326.4),(47 1368913.6),(48 1411336.9),(49 1457590.4),(50 1500360.1),(51 1544437.6),(52 1570239.4),(53 1601185.4),(54 1627828),(55 1648877.9),(56 1663156.4),(57 1675791.5),(58 1672265.9),(59 1665077.6),(60 1648076),(61 1618024.5),(62 1577732.5),(63 1533478.4),(64 1499198),(65 1450512),(66 1405390),(67 1365403.5),(68 1331057.8),(69 1307729),(70 1292131.4),(71 1280860.1),(72 1281180.6),(73 1283378.9),(74 1296180.5),(75 1316179.1),(76 1345857.1),(77 1383092.8),(78 1430631.4),(79 1489483.1),
(1 26162.395),(2 93012.82),(3 196152.63),(4 311768.34),(5 463542.72),(6 636343.94),(7 829052.5),(8 1047837.25),(9 1275102.5),(10 1470080.6),(11 1681120.4),(12 1880801.3),(13 2077373.5),(14 2257073.3),(15 2408240.3),(16 2516663),(17 2611398.5),(18 2667475.5),(19 2694692.8),(20 2684644.3),(21 2648747),(22 2598939.3),(23 2505449),(24 2386510.5),(25 2251686.5),(26 2110502.5),(27 1957271.4),(28 1820481.8),(29 1675867.3),(30 1537860.8),(31 1410568.1),(32 1300906),(33 1217164.5),(34 1161304),(35 1122083.3),(36 1115575.3),(37 1130097.5),(38 1170485.1),(39 1232742.9),(40 1299318.9),(41 1382683),(42 1467526.3),(43 1557797.5),(44 1648917.1),(45 1745131.3),(46 1814579.4),(47 1886179.5),(48 1940655.3),(49 1982661.5),(50 2008170.4),(51 2023976),(52 2012728.6),(53 1995428.1),(54 1946900.5),(55 1877733.1),(56 1787784),(57 1686730.9),(58 1590919.3),(59 1474447.4),(60 1365118.5),(61 1255109),(62 1155914.3),(63 1060603.6),(64 990457.25),(65 923295.4),(66 881566.75),(67 854412.6),(68 845165.1),(69 856374.06),(70 879877.44),(71 914796.8),(72 963673.6),(73 1024809.75),(74 1092371.5),(75 1163637.9),(76 1225885.5),(77 1290348.3),(78 1356309.1),(79 1419814.3),
(1 30682.936),(2 108758.17),(3 228589.63),(4 362679.2),(5 534990.56),(6 728099.75),(7 937164.94),(8 1172399.3),(9 1409651),(10 1606670.8),(11 1817701.8),(12 2008286.9),(13 2173017.5),(14 2304122),(15 2398046),(16 2455623.8),(17 2477076.3),(18 2465437.5),(19 2417895),(20 2333405.8),(21 2219760.3),(22 2102541),(23 1952087.4),(24 1792328.1),(25 1631325.3),(26 1479343),(27 1338680),(28 1224133),(29 1121367.3),(30 1042661.06),(31 982398.3),(32 952231.1),(33 944601.94),(34 954131.7),(35 981208.3),(36 1027257.8),(37 1088450.9),(38 1162412.1),(39 1244035.1),(40 1321807.3),(41 1409755.4),(42 1497999.3),(43 1591912.8),(44 1679584.1),(45 1759438.3),(46 1822679.6),(47 1893026.1),(48 1943541.6),(49 1976056.5),(50 1995370.8),(51 1994029.6),(52 1982710.1),(53 1956833.8),(54 1910367),(55 1850571.6),(56 1776204.1),(57 1690857.8),(58 1606693),(59 1511343.9),(60 1417333.1),(61 1321248.4),(62 1227541.9),(63 1136516.8),(64 1064936.3),(65 996403.7),(66 943486.06),(67 896925.75),(68 863812.9),(69 846112.94),(70 844736.3),(71 853284.94),(72 880126),(73 923621.94),(74 979032.9),(75 1039310.56),(76 1095483.5),(77 1166747.5),(78 1248878.4),(79 1329419.5),
(1 26925.898),(2 94655.414),(3 195978.38),(4 308426.22),(5 446554.84),(6 594207.7),(7 747718.4),(8 911413.75),(9 1069046.8),(10 1196986.8),(11 1318437.5),(12 1417590.5),(13 1492467.8),(14 1544777.9),(15 1567727.9),(16 1568660),(17 1547663.9),(18 1506851),(19 1453058.1),(20 1390514.9),(21 1326424.5),(22 1266185.5),(23 1211943.4),(24 1166970.1),(25 1124653.3),(26 1092616.9),(27 1071208.9),(28 1057245.8),(29 1049640.1),(30 1050966.9),(31 1059592.1),(32 1072829.8),(33 1090694.9),(34 1106182.9),(35 1118789.8),(36 1134160.9),(37 1149279.1),(38 1163798.1),(39 1173526.3),(40 1180218.1),(41 1187827.4),(42 1195664.6),(43 1204948),(44 1217588.6),(45 1237305.5),(46 1252769.1),(47 1277106.4),(48 1301001.5),(49 1324809),(50 1347595.8),(51 1361479.8),(52 1372579.9),(53 1374673.6),(54 1375214.4),(55 1367929.1),(56 1356048.6),(57 1333471.1),(58 1307872.9),(59 1268795.4),(60 1221096.3),(61 1167339.4),(62 1108404),(63 1044866.5),(64 990187.3),(65 934536.3),(66 883284.3),(67 834923.94),(68 792247.5),(69 764951.7),(70 755493.94),(71 760684.25),(72 789500.94),(73 836646.5),(74 899866.5),(75 968343.56),(76 1037202.4),(77 1120681.9),(78 1206964),(79 1297438.1),
(1 19819.121),(2 68611.43),(3 142452),(4 219852.73),(5 315443.34),(6 418594.28),(7 529162),(8 643378.7),(9 756563.2),(10 844777.6),(11 936541.8),(12 1015633.75),(13 1071852.8),(14 1112032.9),(15 1133209.4),(16 1140621.9),(17 1138258.8),(18 1119864.3),(19 1091295.3),(20 1051893.6),(21 1007450.7),(22 972617.7),(23 931619.75),(24 890371.75),(25 852707.06),(26 820670.7),(27 797856.25),(28 781410.44),(29 773224.06),(30 780867.44),(31 800573.9),(32 826245.06),(33 860150.8),(34 888254.1),(35 926538.1),(36 974283.1),(37 1018290.8),(38 1061644),(39 1101580.1),(40 1132220.5),(41 1160117.3),(42 1174568.1),(43 1180410.5),(44 1179269.9),(45 1177860.3),(46 1172526.4),(47 1158440.4),(48 1136227.4),(49 1107080.9),(50 1074591.3),(51 1035214.4),(52 1004707.6),(53 966267.44),(54 929792.56),(55 894091.44),(56 861196),(57 829050),(58 803703.1),(59 781508.6),(60 761613.3),(61 747468.8),(62 738341.2),(63 733450.56),(64 727688.75),(65 730640.25),(66 735612.56),(67 745224.8),(68 757738.94),(69 774525.9),(70 798049.9),(71 830485.56),(72 869493.9),(73 909943.8),(74 951880.4),(75 988331.06),(76 1023571.56),(77 1054747.9),(78 1079214.9),(79 1100819.5),
(1 26304.885),(2 91932.73),(3 187921.84),(4 292390.2),(5 418005.72),(6 552255.7),(7 689278.94),(8 825989.44),(9 956634.5),(10 1053440.8),(11 1143089.8),(12 1208680.5),(13 1242966.5),(14 1256802.4),(15 1248647.6),(16 1224570.9),(17 1186676.8),(18 1138332.3),(19 1079827.5),(20 1014479.06),(21 945909.5),(22 890019.6),(23 830008.2),(24 780737.5),(25 740345.9),(26 712212.9),(27 695064.9),(28 693116.4),(29 704942.94),(30 732788),(31 772660),(32 820529.44),(33 876006.06),(34 925654.56),(35 983116),(36 1036161.7),(37 1085376),(38 1126884.1),(39 1156525.4),(40 1169043.9),(41 1174475.1),(42 1162958.8),(43 1141123.9),(44 1110961),(45 1068623),(46 1026706.6),(47 972777.7),(48 916251.4),(49 862013.3),(50 815812.3),(51 779325.7),(52 756824.1),(53 743760.1),(54 741686.7),(55 749304.06),(56 762792.6),(57 785774.06),(58 812627.5),(59 843257.4),(60 872443.2),(61 901913.9),(62 932080.6),(63 955563.44),(64 974137.44),(65 990922.8),(66 1003933.25),(67 1017937.44),(68 1033239.56),(69 1047685.44),(70 1060044.1),(71 1070731.4),(72 1081818.6),(73 1093181.6),(74 1096395.8),(75 1095287.5),(76 1090649.8),(77 1086783.9),(78 1078863),(79 1066187.8),
(1 27982.383),(2 97610.125),(3 201169.75),(4 315310.38),(5 450213.06),(6 591693),(7 731503.9),(8 870962.4),(9 994403),(10 1088395.5),(11 1168226.1),(12 1222629.4),(13 1249594.1),(14 1260368.5),(15 1247777.5),(16 1218195.9),(17 1179394.4),(18 1130900.1),(19 1079612.6),(20 1025637.8),(21 970480.94),(22 920751.1),(23 871131.56),(24 826087.94),(25 787943.6),(26 761877.94),(27 745440.2),(28 740247.8),(29 744654.3),(30 765203.5),(31 795606.6),(32 837932.56),(33 890044.6),(34 939989.1),(35 996578.44),(36 1049057.6),(37 1094358.8),(38 1131374.4),(39 1159481),(40 1172654.6),(41 1175458.3),(42 1162321.3),(43 1142242.4),(44 1111686.6),(45 1072025.3),(46 1030447.9),(47 984209.94),(48 937315.9),(49 897440.3),(50 865139.75),(51 841392.1),(52 829052.75),(53 824622.1),(54 832110.3),(55 853463.6),(56 880082.94),(57 916246.2),(58 951791.6),(59 991047.44),(60 1031822.94),(61 1068969.8),(62 1101820.1),(63 1127241.5),(64 1147855.9),(65 1161900.9),(66 1173383.5),(67 1176227.6),(68 1179278.5),(69 1180383.4),(70 1181689.1),(71 1177483.8),(72 1171077.8),(73 1164775.8),(74 1158717.9),(75 1147872.1),(76 1137805.1),(77 1130636.5),(78 1129440.8),(79 1131590),
(1 28504.629),(2 102923.81),(3 215368.78),(4 334493.8),(5 480891.03),(6 634362.25),(7 786077.9),(8 936428.1),(9 1066647.5),(10 1156538.1),(11 1235235.5),(12 1277052.3),(13 1285603.5),(14 1266460.5),(15 1228740.1),(16 1180397.6),(17 1113643.8),(18 1042130.44),(19 976526.9),(20 922527.25),(21 881383.2),(22 858950.75),(23 845201.75),(24 848496.8),(25 864065.44),(26 892437.8),(27 935008.4),(28 974092.8),(29 1019829.25),(30 1064832.1),(31 1110474.3),(32 1154788.8),(33 1188356.6),(34 1207001.3),(35 1213296.9),(36 1200119),(37 1174465.3),(38 1142011.5),(39 1103643.5),(40 1063722.6),(41 1017207.4),(42 965285.3),(43 916219.5),(44 871305.94),(45 834454.3),(46 806397.4),(47 788020.2),(48 779208.56),(49 780931.8),(50 796679.06),(51 825247.4),(52 854611.6),(53 897474.2),(54 944323.9),(55 996944.6),(56 1049935),(57 1102381.3),(58 1149977),(59 1187118.1),(60 1217078.1),(61 1235632.5),(62 1243896),(63 1240997.6),(64 1233964.5),(65 1215916.6),(66 1191776.3),(67 1166413.9),(68 1145167.1),(69 1132339.4),(70 1122477),(71 1115593.5),(72 1112561),(73 1117341.9),(74 1126838.8),(75 1141252.6),(76 1148245.8),(77 1163344.8),(78 1170017),(79 1165988.4),
(1 28210.824),(2 98118.125),(3 200385.03),(4 308479.22),(5 436468.75),(6 565108.75),(7 685204.56),(8 797591.9),(9 888834.1),(10 944517.4),(11 984685),(12 998848.75),(13 993432.56),(14 967764.1),(15 934192.9),(16 897374.1),(17 854544.06),(18 815957.8),(19 786701.5),(20 766307.1),(21 754030.4),(22 753679.7),(23 758426.25),(24 771119.4),(25 788957.5),(26 808830.1),(27 831351),(28 853244.7),(29 877330.8),(30 900288.6),(31 924848),(32 948177.2),(33 971556),(34 984090.06),(35 993157.6),(36 996536),(37 995273.6),(38 989829.5),(39 974874.7),(40 952492.2),(41 927983.56),(42 897946.6),(43 867418.4),(44 831267.8),(45 792675.44),(46 767231.2),(47 744501.1),(48 733867),(49 733589.75),(50 745997.9),(51 769295.7),(52 797743.3),(53 836278.2),(54 876777.3),(55 922645.8),(56 964291.7),(57 1001185.75),(58 1027660.75),(59 1041072.6),(60 1041904.6),(61 1034810.94),(62 1017645),(63 990987.7),(64 965569.94),(65 937620.1),(66 913976.2),(67 891464.6),(68 874156.1),(69 867803.1),(70 871654.2),(71 883906.06),(72 903306.06),(73 932969.8),(74 969816.6),(75 1004707.56),(76 1028190.6),(77 1050622),(78 1063559.4),(79 1069398.3),
(1 24970.316),(2 88024.14),(3 180295.14),(4 273750.9),(5 388110.56),(6 505712.16),(7 621933.25),(8 728185.9),(9 818680.44),(10 874786.3),(11 920684.6),(12 940876.2),(13 941914.4),(14 927364.8),(15 899060.1),(16 869061.44),(17 825836),(18 782298.25),(19 741403.06),(20 705564.06),(21 679876.8),(22 668869.1),(23 656760.44),(24 655731.9),(25 666012.25),(26 685076.5),(27 710774.1),(28 733784.6),(29 769667),(30 805365.3),(31 841372.56),(32 873840.56),(33 905063.7),(34 920903.1),(35 931413.2),(36 932570.6),(37 923449.6),(38 912576.56),(39 900831.06),(40 891303.56),(41 882621.44),(42 877207.2),(43 876260.7),(44 882646.75),(45 894010),(46 903600.7),(47 911374.3),(48 924392),(49 936472.3),(50 941155.94),(51 946153.94),(52 944862.8),(53 935814.3),(54 919436.4),(55 901728),(56 875553.25),(57 847771.75),(58 827439.9),(59 799261.4),(60 777288.06),(61 760239.7),(62 747704.7),(63 741250.1),(64 744884.6),(65 755591.1),(66 771171.94),(67 793471.25),(68 819829.8),(69 849143.75),(70 874789.75),(71 900938.5),(72 921649.44),(73 937630.3),(74 947669.7),(75 955553.5),(76 951501.5),(77 947477.1),(78 939325.4),(79 926471.7),
(1 30398.965),(2 107374.72),(3 219718.94),(4 335187.25),(5 468988.06),(6 597954.75),(7 711544.44),(8 805860.06),(9 873128.6),(10 903536.25),(11 909567.8),(12 893049.25),(13 856941.9),(14 809883.75),(15 755910.3),(16 712315.25),(17 668458.44),(18 634040.44),(19 614006.25),(20 607627.44),(21 612564.7),(22 622978.06),(23 636618.6),(24 655813.6),(25 675651.7),(26 692318.8),(27 704088.2),(28 706600.75),(29 707244.2),(30 699928.5),(31 684586.75),(32 670157.3),(33 657129.25),(34 646903.4),(35 637509.56),(36 635700.94),(37 641613.25),(38 658917.7),(39 685690.2),(40 711282.75),(41 743077.5),(42 770880.5),(43 795809.3),(44 810968.9),(45 818417.7),(46 817062.6),(47 808873.8),(48 796950.4),(49 786063.56),(50 773709.94),(51 769280.94),(52 768777),(53 774009.4),(54 785642.1),(55 804607.56),(56 824235.9),(57 843207.94),(58 856479.7),(59 863444.2),(60 865056.9),(61 858414.25),(62 842276.56),(63 817727.8),(64 797331.25),(65 767758.06),(66 736043.3),(67 709692.3),(68 689408.4),(69 682193.3),(70 684815.56),(71 697651.06),(72 722684.94),(73 753754.25),(74 788547.06),(75 826780.25),(76 856242.6),(77 886238.3),(78 906469.06),(79 921041.75),
(1 31146.059),(2 109133.31),(3 224346.02),(4 343458.72),(5 481728.22),(6 614741),(7 729675.1),(8 820968.44),(9 879702.9),(10 904651.2),(11 899727.44),(12 870838.9),(13 825812.2),(14 765009.2),(15 703182.06),(16 654572.1),(17 613322.25),(18 585165.7),(19 571548.7),(20 573005.94),(21 585432.75),(22 603709.94),(23 631771.94),(24 664455.7),(25 691681.5),(26 712609.25),(27 720237.7),(28 718433.7),(29 711195.25),(30 692035.9),(31 668175.94),(32 645115.9),(33 624448.25),(34 610676.2),(35 603365.7),(36 606752.8),(37 618486.94),(38 641325.75),(39 670217),(40 700945.9),(41 731599.6),(42 755241.5),(43 772919.7),(44 781167),(45 773996.94),(46 755803.94),(47 726464.44),(48 695837),(49 664532.7),(50 642367.3),(51 630406.1),(52 628809),(53 638716),(54 659200.94),(55 691576.44),(56 731411.8),(57 776509.1),(58 815821.75),(59 851873.9),(60 878982.6),(61 893055.8),(62 894147),(63 882437.3),(64 863394.44),(65 831363.8),(66 791094.6),(67 753848.4),(68 718200.25),(69 691488.5),(70 674498.56),(71 668526.44),(72 674804.8),(73 689602.06),(74 711265.56),(75 736405),(76 758374.8),(77 783215.2),(78 796481.7),(79 805794.8),
(1 31104.9),(2 109676.836),(3 222552.4),(4 337771.63),(5 467599.47),(6 590349),(7 691123.1),(8 764587.3),(9 806909.94),(10 816099.75),(11 799696.06),(12 759747.75),(13 708292.2),(14 651235.44),(15 600374.4),(16 567931.44),(17 548332.56),(18 548289.25),(19 562664),(20 589913.6),(21 630858.75),(22 665959),(23 707506),(24 741954.06),(25 766929.75),(26 775401.3),(27 763283.6),(28 742022.3),(29 706501),(30 662370.4),(31 613311.6),(32 566761.94),(33 529342.2),(34 509785.28),(35 504975.38),(36 522979.38),(37 558225.1),(38 608855.2),(39 663250.44),(40 713128.9),(41 763981.06),(42 794330.7),(43 808736.7),(44 802250.06),(45 773765.9),(46 738339.25),(47 687376.2),(48 637901),(49 595765.9),(50 565806.25),(51 552227.1),(52 554151.94),(53 573253.6),(54 607848.06),(55 652396.4),(56 698839.44),(57 745012.7),(58 780216.06),(59 807249.06),(60 822585.94),(61 826590.94),(62 816352.9),(63 795784.6),(64 771252.25),(65 740548.3),(66 709190.25),(67 682536),(68 661470.56),(69 652651.6),(70 652339.44),(71 663518.56),(72 685262.56),(73 709927.1),(74 732364.4),(75 753937.06),(76 773065.75),(77 787583.44),(78 791721.6),(79 787525.9),
(1 24413.875),(2 86992.63),(3 176815.03),(4 264195.6),(5 364637.28),(6 457333.56),(7 534485.94),(8 594035.2),(9 629063.4),(10 639909),(11 638877.9),(12 626635.3),(13 604089.56),(14 580468.7),(15 562029.8),(16 558804.3),(17 560263),(18 571722.4),(19 589219.3),(20 611346.5),(21 635241.56),(22 653365.1),(23 669647),(24 678321.94),(25 677975.56),(26 668391.56),(27 646462.06),(28 621613.1),(29 592158.44),(30 561388.9),(31 531374.3),(32 506919.88),(33 488047.34),(34 481241.34),(35 480814.5),(36 490437.44),(37 506520.3),(38 530059.75),(39 557089.5),(40 576412.9),(41 600110.94),(42 612272.56),(43 616850.1),(44 611523.1),(45 595298.5),(46 578621.94),(47 559281),(48 544977.9),(49 533656.4),(50 528859.44),(51 534895.1),(52 554301.56),(53 576264.75),(54 603960.06),(55 639856.2),(56 676082.7),(57 712434.94),(58 736261.44),(59 759652.9),(60 773954.06),(61 778434.9),(62 772259.6),(63 755933),(64 736774.6),(65 711923.56),(66 684086.9),(67 658555.06),(68 636857.94),(69 622312.9),(70 615517.3),(71 614535.4),(72 622028.9),(73 637620.7),(74 659936.56),(75 687520),(76 709516.25),(77 735816.06),(78 751570.7),(79 756078.4),
(1 23190.666),(2 80419.71),(3 162179.55),(4 245252.95),(5 336544.44),(6 420231.75),(7 489379.1),(8 542881.6),(9 574516.3),(10 584445.5),(11 585874.4),(12 578653.3),(13 568091),(14 559037.75),(15 553156.3),(16 555734.1),(17 564786.2),(18 578902.94),(19 596595.6),(20 614789.94),(21 630744.8),(22 641183.9),(23 652052.9),(24 657186.3),(25 656805),(26 649541.6),(27 636317.5),(28 624311.56),(29 608938.2),(30 591638.2),(31 578304.3),(32 570203.8),(33 565490.1),(34 567335.3),(35 573260.2),(36 586709.25),(37 602105.94),(38 620684.4),(39 632065.06),(40 636463.7),(41 632195.44),(42 620843.1),(43 606995.6),(44 589353.56),(45 569804.94),(46 553428.4),(47 536661.2),(48 526769.06),(49 521086),(50 524751.56),(51 536930.4),(52 556026.1),(53 578340.2),(54 608549.44),(55 641687.1),(56 673806.7),(57 702957.44),(58 722376.56),(59 734052.8),(60 738232.3),(61 734132.9),(62 723811.94),(63 709226.8),(64 692573.1),(65 675852.3),(66 660411.3),(67 649529.75),(68 643681.25),(69 646167.7),(70 650486.1),(71 661681.9),(72 675617.1),(73 687978.3),(74 701325.4),(75 709024.06),(76 714520.7),(77 711747.25),(78 703903.9),(79 694449.1),
(1 25083.152),(2 86612.61),(3 174601.44),(4 261927.86),(5 355548.13),(6 437418.94),(7 501070.8),(8 541398.75),(9 556836.56),(10 552890.8),(11 539285.3),(12 518994.3),(13 500160.22),(14 487856.2),(15 482781.44),(16 487671.66),(17 501749.88),(18 521269.06),(19 542957.06),(20 565549.75),(21 584813.3),(22 596443.2),(23 605105.75),(24 607995.9),(25 605870.1),(26 600017.56),(27 586990.25),(28 574454.4),(29 562772.3),(30 550500.1),(31 541265.06),(32 536863.25),(33 535474.4),(34 539355.6),(35 543267.7),(36 549285.5),(37 558324.25),(38 569545),(39 581937.94),(40 589314.3),(41 595150.94),(42 594473.25),(43 590488.7),(44 582008.06),(45 568867.4),(46 558692.2),(47 544380.06),(48 532585),(49 522048.72),(50 516246.3),(51 514621.47),(52 514890.56),(53 519043.13),(54 528279.1),(55 542078.56),(56 559588.4),(57 577576.8),(58 589838.9),(59 602935.3),(60 614543.1),(61 623652.3),(62 630081.75),(63 635357),(64 642572.06),(65 652268.4),(66 660999.94),(67 673195),(68 685771.2),(69 702208.94),(70 717761.1),(71 730511.8),(72 736502.9),(73 737735.8),(74 734107.1),(75 728615.44),(76 721071.75),(77 713509.06),(78 702232.06),(79 688542.56),
