1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 64015.95),(2 223225.33),(3 451331.84),(4 747201.75),(5 1107721),(6 1533543),(7 2092975.9),(8 2674028.3),(9 3222694),(10 3843575.3),(11 4578308.5),(12 5453444.5),(13 6461720.5),(14 7506558.5),(15 8566987),(16 9645912),(17 10810431),(18 11976321),(19 13098881),(20 14290029),(21 15506509),(22 16736989),(23 18222818),(24 19892026),(25 21684882),(26 23623162),(27 25669816),(28 27773214),(29 29981370),(30 32504880),(31 35102180),(32 37713256),(33 40326500),(34 43085856),(35 45917788),(36 48812100),(37 51879852),(38 55181484),(39 58440308),(40 62237660),(41 66226292),(42 70549120),(43 75357570),(44 80476870),(45 85939496),(46 91650090),(47 97501750),(48 103168870),(49 108959130),(50 113971290),(51 118582104),(52 123806456),(53 129421920),(54 134831890),(55 139897380),(56 144967660),(57 149449810),(58 154173900),(59 158719200),(60 162785200),(61 165962610),(62 168683120),(63 171037630),(64 172929400),(65 173988460),(66 174609140),(67 175354240),(68 175454640),(69 175436110),(70 175300050),(71 175693170),(72 176556560),(73 177427090),(74 178479760),(75 179579520),(76 180866990),(77 181967800),(78 183410610),(79 185099120),
(1 71881.4),(2 273032.97),(3 585676.7),(4 991022.7),(5 1478193),(6 2023452.1),(7 2626324.3),(8 3265035.8),(9 3906898),(10 4575076.5),(11 5256123),(12 5940718),(13 6617448.5),(14 7299826),(15 7977510.5),(16 8638002),(17 9305088),(18 9948749),(19 10536939),(20 11110763),(21 11707411),(22 12289152),(23 12892410),(24 13457169),(25 14021096),(26 14584621),(27 15128401),(28 15619745),(29 16075249),(30 16512065),(31 16911956),(32 17296592),(33 17656948),(34 18029426),(35 18368762),(36 18709054),(37 19029540),(38 19291422),(39 19505564),(40 19689800),(41 19864116),(42 20019542),(43 20158028),(44 20231466),(45 20246686),(46 20243386),(47 20204048),(48 20143744),(49 20094862),(50 20037096),(51 20011038),(52 19997738),(53 19976056),(54 19930372),(55 19861690),(56 19783576),(57 19684296),(58 19597560),(59 19496982),(60 19392120),(61 19273938),(62 19137266),(63 19000348),(64 18877188),(65 18781314),(66 18723224),(67 18692438),(68 18702494),(69 18733288),(70 18814960),(71 18939052),(72 19093548),(73 19274740),(74 19500744),(75 19759104),(76 20053346),(77 20376730),(78 20678244),(79 20939468),
(1 59270.934),(2 221535.89),(3 474772),(4 806652.2),(5 1206243.6),(6 1655325),(7 2149095),(8 2676822.3),(9 3207010.8),(10 3757572),(11 4297592.5),(12 4814720.5),(13 5300629.5),(14 5780012),(15 6238106),(16 6660750.5),(17 7076418),(18 7486072),(19 7870269.5),(20 8261221.5),(21 8664965),(22 9051787),(23 9443760),(24 9867927),(25 10290704),(26 10727025),(27 11188023),(28 11642179),(29 12076296),(30 12500715),(31 12880980),(32 13233844),(33 13578492),(34 13929001),(35 14249083),(36 14567173),(37 14868035),(38 15157432),(39 15455360),(40 15721689),(41 15951031),(42 16188939),(43 16409172),(44 16597941),(45 16757473),(46 16943862),(47 17125822),(48 17293410),(49 17468888),(50 17674654),(51 17891500),(52 18127480),(53 18363018),(54 18600796),(55 18854234),(56 19080514),(57 19283966),(58 19468526),(59 19626952),(60 19742744),(61 19830942),(62 19908616),(63 19989098),(64 20095860),(65 20207162),(66 20318710),(67 20406100),(68 20514098),(69 20576368),(70 20638202),(71 20707428),(72 20754974),(73 20813966),(74 20882542),(75 20932626),(76 20956762),(77 20960002),(78 20947578),(79 20916168),
(1 55305.934),(2 205396.42),(3 436260.88),(4 731835.5),(5 1079494.1),(6 1465383.9),(7 1879866.1),(8 2324258.3),(9 2777049.5),(10 3226795.5),(11 3678726),(12 4137193.3),(13 4597347.5),(14 5033690.5),(15 5473081.5),(16 5901843),(17 6332783.5),(18 6756007.5),(19 7162974),(20 7565129),(21 7960668),(22 8321392.5),(23 8677553),(24 9029087),(25 9362358),(26 9677107),(27 9991365),(28 10290557),(29 10538174),(30 10772497),(31 10972470),(32 11169708),(33 11360223),(34 11565256),(35 11736521),(36 11872374),(37 12014999),(38 12160955),(39 12307784),(40 12454746),(41 12610140),(42 12740833),(43 12863736),(44 12971713),(45 13059028),(46 13152788),(47 13238903),(48 13334340),(49 13447649),(50 13557889),(51 13651937),(52 13770650),(53 13858564),(54 13907686),(55 13968584),(56 14040713),(57 14113275),(58 14194209),(59 14300849),(60 14426691),(61 14561984),(62 14725358),(63 14920020),(64 15157417),(65 15461535),(66 15766897),(67 16078705),(68 16425832),(69 16734296),(70 17061888),(71 17413822),(72 17783254),(73 18145774),(74 18528694),(75 18924230),(76 19290228),(77 19641520),(78 19964972),(79 20263898),
(1 56095.184),(2 209194.02),(3 448034.7),(4 763803.6),(5 1149095.9),(6 1584081.6),(7 2075176.1),(8 2595359.8),(9 3105571.8),(10 3611112.3),(11 4103739.5),(12 4582703.5),(13 5052213),(14 5496603.5),(15 5942407.5),(16 6375725),(17 6796042),(18 7205099),(19 7625707),(20 8040571),(21 8455380),(22 8845610),(23 9231181),(24 9616200),(25 9993230),(26 10342625),(27 10673702),(28 10973932),(29 11224916),(30 11439996),(31 11619487),(32 11782444),(33 11925748),(34 12024714),(35 12107391),(36 12171126),(37 12217795),(38 12252626),(39 12269636),(40 12262935),(41 12230144),(42 12166948),(43 12076097),(44 11995283),(45 11887850),(46 11761027),(47 11632847),(48 11520596),(49 11425105),(50 11339702),(51 11291043),(52 11283411),(53 11286621),(54 11274543),(55 11256448),(56 11240316),(57 11260269),(58 11277453),(59 11334821),(60 11444288),(61 11615830),(62 11821211),(63 12062811),(64 12315917),(65 12580356),(66 12854605),(67 13139494),(68 13423875),(69 13707252),(70 13981324),(71 14250989),(72 14493708),(73 14700047),(74 14866216),(75 15009786),(76 15120404),(77 15231983),(78 15318743),(79 15402060),
(1 52029.64),(2 191339.88),(3 404575),(4 676771.6),(5 999199.56),(6 1350180.5),(7 1722839),(8 2103467.5),(9 2466923),(10 2813417.3),(11 3132135.8),(12 3436067.5),(13 3735942),(14 4038545.8),(15 4334551),(16 4612933.5),(17 4889238.5),(18 5153801.5),(19 5408234),(20 5649939.5),(21 5872647.5),(22 6080142),(23 6276866),(24 6457578.5),(25 6604671),(26 6722162),(27 6806828),(28 6852919.5),(29 6869379.5),(30 6867893.5),(31 6863593.5),(32 6857087.5),(33 6842510),(34 6828515),(35 6824809.5),(36 6837587),(37 6860902),(38 6897777),(39 6934673),(40 6988864.5),(41 7055138.5),(42 7121388.5),(43 7199965),(44 7293077.5),(45 7385372.5),(46 7495842.5),(47 7632463),(48 7806240.5),(49 8021747.5),(50 8211970),(51 8392097),(52 8576903),(53 8762255),(54 8893258),(55 9015215),(56 9136240),(57 9272977),(58 9405331),(59 9564019),(60 9724437),(61 9853013),(62 9975315),(63 10096865),(64 10225124),(65 10397604),(66 10574018),(67 10736661),(68 10871616),(69 10951279),(70 10990097),(71 11020222),(72 11018892),(73 11009890),(74 10977345),(75 10967445),(76 10992863),(77 11041863),(78 11096023),(79 11161361),
(1 59880.66),(2 220345.95),(3 463894),(4 773799.3),(5 1135672),(6 1535709.8),(7 1969734.8),(8 2401974.5),(9 2829888),(10 3262158.3),(11 3681603.3),(12 4091228.5),(13 4487859.5),(14 4884120.5),(15 5265361),(16 5627631.5),(17 5983815.5),(18 6337431.5),(19 6682820.5),(20 7005240),(21 7320565.5),(22 7598196.5),(23 7848351.5),(24 8060067.5),(25 8221660.5),(26 8347382.5),(27 8434905),(28 8466188),(29 8464357),(30 8448636),(31 8408062),(32 8356206),(33 8302082.5),(34 8272017),(35 8260920),(36 8287569),(37 8320686),(38 8361466),(39 8415367),(40 8496417),(41 8591297),(42 8681786),(43 8768203),(44 8841799),(45 8867312),(46 8895729),(47 8939715),(48 8986048),(49 9098634),(50 9203533),(51 9275919),(52 9325542),(53 9374155),(54 9388098),(55 9404610),(56 9449890),(57 9491665),(58 9520493),(59 9550557),(60 9560497),(61 9558032),(62 9552753),(63 9530849),(64 9516530),(65 9480964),(66 9450275),(67 9410061),(68 9381178),(69 9334826),(70 9278100),(71 9218205),(72 9154650),(73 9091105),(74 9038049),(75 8997771),(76 8998921),(77 9025828),(78 9078532),(79 9173442),
(1 62230.434),(2 230205.19),(3 485631.72),(4 812013.4),(5 1189760.5),(6 1597775.5),(7 2028483.5),(8 2474437),(9 2892328.3),(10 3297504.8),(11 3688543),(12 4070616.8),(13 4443129),(14 4804897),(15 5158470),(16 5479747),(17 5796805.5),(18 6094628),(19 6383730.5),(20 6644957),(21 6895833),(22 7121370),(23 7329391),(24 7521484.5),(25 7687438),(26 7813902.5),(27 7933190),(28 8034805),(29 8124054.5),(30 8226722.5),(31 8336316),(32 8437678),(33 8537785),(34 8645052),(35 8751812),(36 8851852),(37 8936209),(38 9014081),(39 9093823),(40 9171133),(41 9227011),(42 9243751),(43 9239880),(44 9208704),(45 9162107),(46 9125454),(47 9102899),(48 9089541),(49 9098569),(50 9110120),(51 9138407),(52 9175665),(53 9238780),(54 9319054),(55 9411210),(56 9530370),(57 9648845),(58 9766217),(59 9888530),(60 10036199),(61 10203435),(62 10379557),(63 10548034),(64 10707054),(65 10842926),(66 10954593),(67 11049523),(68 11098156),(69 11136201),(70 11162781),(71 11155868),(72 11113391),(73 11053044),(74 10983156),(75 10905295),(76 10841986),(77 10748211),(78 10671002),(79 10612036),
(1 56902.42),(2 209630.45),(3 434360.16),(4 707851.06),(5 1012440.25),(6 1325725.1),(7 1636763.9),(8 1948356.6),(9 2243698),(10 2530673.5),(11 2805704.3),(12 3065224),(13 3317827),(14 3572547),(15 3828685.8),(16 4082554.3),(17 4346505.5),(18 4603908),(19 4848437.5),(20 5076691.5),(21 5303981.5),(22 5504590.5),(23 5683888),(24 5830780),(25 5947728),(26 6029049.5),(27 6085856),(28 6130242),(29 6171848.5),(30 6212078.5),(31 6252780),(32 6301066),(33 6349602),(34 6392464.5),(35 6433291.5),(36 6455631),(37 6478175),(38 6508160),(39 6517503.5),(40 6531280),(41 6528101),(42 6496069),(43 6454219.5),(44 6401727),(45 6351555),(46 6307317),(47 6271237.5),(48 6249237.5),(49 6247473.5),(50 6263171),(51 6298065.5),(52 6365415),(53 6478885.5),(54 6618121.5),(55 6797814.5),(56 7014900),(57 7282278.5),(58 7573892),(59 7882171),(60 8224772),(61 8566353),(62 8913669),(63 9236369),(64 9535962),(65 9796977),(66 10050595),(67 10313296),(68 10556525),(69 10807978),(70 11060439),(71 11275863),(72 11470841),(73 11638538),(74 11785770),(75 11896087),(76 11988328),(77 12022663),(78 12030962),(79 11992426),
(1 54737.63),(2 201335.53),(3 418865.25),(4 687272.3),(5 994511.2),(6 1319585.9),(7 1659255),(8 1995472.4),(9 2323562),(10 2656792.5),(11 2990795.5),(12 3320978),(13 3647904.5),(14 3985488.8),(15 4314385),(16 4629277),(17 4929635),(18 5207806.5),(19 5469165.5),(20 5712536),(21 5941475.5),(22 6122367.5),(23 6274789.5),(24 6401904),(25 6492191),(26 6561495.5),(27 6619290),(28 6669037),(29 6723302),(30 6797711.5),(31 6899827),(32 7019926.5),(33 7137640.5),(34 7236317.5),(35 7315744),(36 7352709),(37 7374249),(38 7393740),(39 7418435.5),(40 7436938),(41 7434372),(42 7412861.5),(43 7374091.5),(44 7322655.5),(45 7267107),(46 7211504),(47 7141784),(48 7059223.5),(49 6984010),(50 6915024),(51 6843698),(52 6786473.5),(53 6732057),(54 6651181.5),(55 6589426),(56 6578504.5),(57 6650340.5),(58 6792820),(59 6959993),(60 7144509),(61 7374626),(62 7636213),(63 7907057),(64 8167443),(65 8435933),(66 8736650),(67 9058792),(68 9402627),(69 9745129),(70 10089037),(71 10425595),(72 10764994),(73 11097338),(74 11401842),(75 11691011),(76 11962432),(77 12199888),(78 12368137),(79 12492156),
(1 43057.6),(2 154227.11),(3 314645.38),(4 510632.16),(5 731523.94),(6 961939.44),(7 1189527.6),(8 1412191.9),(9 1621973.4),(10 1837130.8),(11 2049156.5),(12 2261149.3),(13 2478866),(14 2696272.5),(15 2902596),(16 3104422.5),(17 3294735),(18 3473536.8),(19 3635870.3),(20 3781324),(21 3917113.5),(22 4042795.8),(23 4158458.8),(24 4268043),(25 4359320),(26 4452932),(27 4547524),(28 4639246.5),(29 4729304.5),(30 4832627),(31 4929586),(32 5022216.5),(33 5101437.5),(34 5171528.5),(35 5231318.5),(36 5285959),(37 5330375.5),(38 5366622.5),(39 5402933),(40 5448471),(41 5494962),(42 5529142),(43 5557623),(44 5575093.5),(45 5605220),(46 5648649),(47 5688885.5),(48 5727502.5),(49 5773152.5),(50 5834337.5),(51 5893647.5),(52 5944829),(53 6018273.5),(54 6093265.5),(55 6175028),(56 6268271.5),(57 6361931),(58 6456587.5),(59 6538209.5),(60 6581848),(61 6610280.5),(62 6632355),(63 6644659.5),(64 6653599),(65 6692872),(66 6760132.5),(67 6845141.5),(68 6941108.5),(69 7029901),(70 7103724),(71 7172171),(72 7243953),(73 7312936),(74 7378085),(75 7426415.5),(76 7456580.5),(77 7477781),(78 7483264),(79 7489381),
(1 50891.332),(2 182379.48),(3 370707.66),(4 595620.3),(5 838883.7),(6 1089372.8),(7 1335966.1),(8 1571012.1),(9 1806067),(10 2050583.1),(11 2301513.8),(12 2563426.3),(13 2842377.3),(14 3139131.5),(15 3440280.5),(16 3739638.5),(17 4024982),(18 4282084.5),(19 4532163),(20 4761025.5),(21 4963114),(22 5148696),(23 5315213.5),(24 5450432),(25 5567386.5),(26 5683970.5),(27 5785716),(28 5893305.5),(29 6007094.5),(30 6134267.5),(31 6271231),(32 6414513.5),(33 6552060.5),(34 6679402),(35 6795969.5),(36 6887632),(37 6967352.5),(38 7048456),(39 7141517.5),(40 7205539.5),(41 7255157),(42 7293788.5),(43 7313911),(44 7313746),(45 7304733.5),(46 7284418.5),(47 7260961),(48 7228243),(49 7180971),(50 7123792.5),(51 7061186),(52 6979018),(53 6895543),(54 6791256.5),(55 6691585),(56 6583245.5),(57 6458411.5),(58 6345542),(59 6243763.5),(60 6150957),(61 6070873.5),(62 6004174.5),(63 5943102),(64 5886319.5),(65 5847771.5),(66 5830242),(67 5834387),(68 5850212.5),(69 5861264.5),(70 5870068),(71 5881496),(72 5901992.5),(73 5929271),(74 5966631.5),(75 6015843.5),(76 6060931.5),(77 6118495),(78 6181347.5),(79 6235639.5),
(1 53366.473),(2 191559.47),(3 392395.97),(4 630762.9),(5 884602.9),(6 1141987.5),(7 1399104.6),(8 1654579.8),(9 1902774.5),(10 2153362.3),(11 2415675),(12 2678791),(13 2945910.8),(14 3217387),(15 3484323.8),(16 3742927.5),(17 3997056),(18 4237827),(19 4459083),(20 4655565),(21 4827272.5),(22 4962776),(23 5073773.5),(24 5153010),(25 5214781),(26 5274090),(27 5330541),(28 5376726.5),(29 5434546.5),(30 5497366),(31 5568972.5),(32 5640870),(33 5699914),(34 5738980.5),(35 5770252.5),(36 5796262),(37 5796206.5),(38 5810045.5),(39 5839579),(40 5850737),(41 5860006),(42 5873194),(43 5878890),(44 5889595.5),(45 5895364),(46 5913323.5),(47 5944377),(48 5985133),(49 6015307.5),(50 6052262),(51 6102277.5),(52 6147351.5),(53 6185897),(54 6201444),(55 6208345.5),(56 6236198),(57 6274183),(58 6306189),(59 6345132.5),(60 6379014),(61 6397060.5),(62 6409016),(63 6411722),(64 6404202.5),(65 6409610.5),(66 6408435.5),(67 6404205.5),(68 6385595),(69 6358046),(70 6339709),(71 6319215),(72 6292003.5),(73 6261374),(74 6212928.5),(75 6155079),(76 6102040.5),(77 6056962.5),(78 6002199.5),(79 5937881.5),
(1 56659.176),(2 206163.11),(3 426763.53),(4 698192.2),(5 1000467.2),(6 1314062),(7 1639284.6),(8 1965470.8),(9 2277082.5),(10 2583292.8),(11 2889152),(12 3188351),(13 3473267.3),(14 3748896),(15 4009600.8),(16 4246319),(17 4454396),(18 4631570.5),(19 4773998),(20 4879622),(21 4956096),(22 4996132.5),(23 5020539),(24 5026989.5),(25 5015124.5),(26 4991318),(27 4957071),(28 4913899),(29 4858424.5),(30 4799640.5),(31 4749000.5),(32 4706313.5),(33 4675878.5),(34 4637539),(35 4606834.5),(36 4591397),(37 4585219.5),(38 4592961),(39 4604396.5),(40 4619616),(41 4635741),(42 4661163),(43 4694176.5),(44 4740732.5),(45 4795259.5),(46 4854274),(47 4898254),(48 4929792.5),(49 4939386),(50 4950908.5),(51 4952928),(52 4931091),(53 4908619),(54 4871119.5),(55 4827208),(56 4795383.5),(57 4773449),(58 4748109.5),(59 4731998),(60 4703027.5),(61 4668134),(62 4630150.5),(63 4594111),(64 4552479.5),(65 4510503.5),(66 4469136),(67 4436295),(68 4418942),(69 4408975.5),(70 4403120),(71 4403157),(72 4403903.5),(73 4408846),(74 4415234),(75 4427358.5),(76 4454220.5),(77 4500223.5),(78 4540405),(79 4566757),
(1 50361.46),(2 182944.61),(3 375148.63),(4 605210.25),(5 855821.06),(6 1116245.1),(7 1381493.9),(8 1657833.6),(9 1931603.4),(10 2208418.3),(11 2486739.5),(12 2759755.5),(13 3028219.8),(14 3288754.8),(15 3532943.3),(16 3749405.8),(17 3945639),(18 4119934.3),(19 4264229),(20 4385653.5),(21 4487599),(22 4568118),(23 4634213.5),(24 4676318.5),(25 4709936.5),(26 4732261.5),(27 4746633),(28 4752765),(29 4751285.5),(30 4751759),(31 4748959.5),(32 4751070.5),(33 4751436),(34 4743652.5),(35 4727236),(36 4709044.5),(37 4695870),(38 4695415),(39 4695427),(40 4704686),(41 4724415),(42 4750489),(43 4789748.5),(44 4837611.5),(45 4889294),(46 4949222.5),(47 5010310.5),(48 5067227.5),(49 5129762.5),(50 5178237.5),(51 5215560),(52 5250575.5),(53 5286583),(54 5315178.5),(55 5340591),(56 5366967.5),(57 5383462.5),(58 5385929.5),(59 5389012.5),(60 5389266),(61 5392521.5),(62 5387421),(63 5369704),(64 5344473),(65 5320040),(66 5278000.5),(67 5244325.5),(68 5219852),(69 5204741.5),(70 5175684),(71 5149781),(72 5127210.5),(73 5110345),(74 5100706),(75 5102623.5),(76 5119810),(77 5144473),(78 5172634.5),(79 5203667),
(1 44493.223),(2 158311.92),(3 321081.13),(4 515995.66),(5 730377.9),(6 950422.25),(7 1168351.8),(8 1384883.9),(9 1598866.5),(10 1815876.8),(11 2038466.5),(12 2249241.3),(13 2448320.3),(14 2629755.3),(15 2789038.5),(16 2927510.8),(17 3047098),(18 3148321.8),(19 3233294.5),(20 3297885.8),(21 3355059.3),(22 3403657),(23 3444099.5),(24 3469930.3),(25 3485274.8),(26 3494027.5),(27 3494514.5),(28 3486358.8),(29 3475477.8),(30 3466356),(31 3454363.5),(32 3440352.8),(33 3419601),(34 3401605.8),(35 3383906.8),(36 3373703.8),(37 3377014),(38 3387763.3),(39 3397402),(40 3413349.8),(41 3422811.5),(42 3429191),(43 3430639.8),(44 3425244),(45 3413204),(46 3405673),(47 3394301.5),(48 3385852),(49 3398299.8),(50 3426122.3),(51 3461329),(52 3499676),(53 3545938.5),(54 3605546),(55 3693789.8),(56 3788861.8),(57 3877656.5),(58 3948006.8),(59 4005148.8),(60 4063496.5),(61 4119310.5),(62 4173213.5),(63 4217010.5),(64 4248675),(65 4272767.5),(66 4276121),(67 4277898),(68 4277433),(69 4269980),(70 4252545.5),(71 4228608.5),(72 4194920),(73 4153320.3),(74 4114693.8),(75 4073084.5),(76 4031224.3),(77 3981264.3),(78 3937214.5),(79 3910409),
(1 46345.395),(2 167490.95),(3 343338.25),(4 552774.7),(5 784330.9),(6 1022317.1),(7 1262431.8),(8 1507749.9),(9 1754531.8),(10 2005230.3),(11 2253778.3),(12 2491332.8),(13 2712613.8),(14 2915376.5),(15 3082717.8),(16 3221139),(17 3344776),(18 3453536),(19 3557005.8),(20 3649189),(21 3724508.5),(22 3777498.8),(23 3817646),(24 3847915.5),(25 3863446.8),(26 3870334.8),(27 3868286),(28 3858533.8),(29 3846892.5),(30 3840191.5),(31 3832714),(32 3825816.5),(33 3814429),(34 3815208),(35 3822509),(36 3837304.8),(37 3849129.3),(38 3856440.5),(39 3872006),(40 3898069.3),(41 3938539.5),(42 3985010),(43 4038527.3),(44 4093312.8),(45 4145580.5),(46 4205496.5),(47 4261816.5),(48 4320149.5),(49 4398412),(50 4469287),(51 4532876),(52 4594262.5),(53 4652185),(54 4702053.5),(55 4754075.5),(56 4805156),(57 4846147),(58 4872437.5),(59 4888709.5),(60 4903580),(61 4908306.5),(62 4905867),(63 4891362.5),(64 4869411.5),(65 4837490.5),(66 4795487),(67 4732690.5),(68 4643764),(69 4551015.5),(70 4461270),(71 4374651.5),(72 4289876.5),(73 4221280),(74 4162480.8),(75 4112418.8),(76 4069826),(77 4030989.3),(78 3988480.8),(79 3946997),
(1 42581.434),(2 149857.11),(3 301602.5),(4 480895.28),(5 677851.06),(6 878857.06),(7 1076651.8),(8 1274567.6),(9 1476951.9),(10 1686350.3),(11 1899147.8),(12 2111480.3),(13 2319862.5),(14 2518863.3),(15 2703713.5),(16 2864590.5),(17 3001842.8),(18 3125652.3),(19 3237066.8),(20 3335112.3),(21 3424390.5),(22 3499334.5),(23 3561308.5),(24 3606329.5),(25 3642329.3),(26 3671607.5),(27 3693424.3),(28 3715505.8),(29 3725847.8),(30 3726293.8),(31 3729859.5),(32 3730671.8),(33 3732686.3),(34 3734021.8),(35 3727869.8),(36 3720726.8),(37 3701986.8),(38 3684245.3),(39 3666806.5),(40 3645155.5),(41 3621846.5),(42 3594644.5),(43 3566286.5),(44 3538134.8),(45 3508869),(46 3477345.5),(47 3445679.8),(48 3418098.5),(49 3401393.5),(50 3396246.8),(51 3400556),(52 3412338.3),(53 3432167),(54 3438238.5),(55 3442598.8),(56 3452969.5),(57 3466662),(58 3478735.8),(59 3483809.8),(60 3493789.5),(61 3526483.5),(62 3566580.5),(63 3595149.3),(64 3619788.5),(65 3648339.3),(66 3679207),(67 3709142),(68 3728239.8),(69 3729742.5),(70 3734764.8),(71 3741447.8),(72 3746708),(73 3757285),(74 3748596),(75 3730371.5),(76 3701774.3),(77 3665493.3),(78 3634060.8),(79 3608412),
(1 40568.598),(2 142954.22),(3 286602.28),(4 452157.1),(5 626128.2),(6 794575.4),(7 964707.3),(8 1135385.8),(9 1311011.9),(10 1494213),(11 1679702),(12 1858773.1),(13 2017231),(14 2161474),(15 2281225.5),(16 2381406),(17 2467631.5),(18 2541980),(19 2611362.5),(20 2676563.5),(21 2731311),(22 2771527.5),(23 2806937.8),(24 2837484),(25 2873142.5),(26 2918026.3),(27 2963946.3),(28 3013920.8),(29 3048522),(30 3079120.3),(31 3091172.8),(32 3102107.5),(33 3113397.3),(34 3130866.3),(35 3150403.5),(36 3183951.8),(37 3215132.3),(38 3246996),(39 3274742),(40 3296396),(41 3314911.8),(42 3326005.8),(43 3341776.3),(44 3364295),(45 3385032.3),(46 3400232.3),(47 3402985),(48 3391850.8),(49 3368624),(50 3342563.3),(51 3321009.5),(52 3307992.5),(53 3298857.8),(54 3279067.3),(55 3256740.5),(56 3235807.3),(57 3213480.8),(58 3186149),(59 3148556.3),(60 3115239),(61 3071015),(62 3023522.8),(63 2977575.8),(64 2936463.8),(65 2903611),(66 2879740.8),(67 2866322.3),(68 2856782.5),(69 2844185),(70 2842196.8),(71 2851072.8),(72 2865597.5),(73 2877406.8),(74 2881270),(75 2877358.8),(76 2878636.5),(77 2886742),(78 2904147.5),(79 2935730.8),
