1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 67054.13),(2 242142.75),(3 534274.25),(4 920765.25),(5 1402150.4),(6 1993154.6),(7 2665695.8),(8 3380945.8),(9 4158662.8),(10 5020264),(11 5924390.5),(12 6900660),(13 7984919.5),(14 9085567),(15 10207738),(16 11334611),(17 12480428),(18 13708348),(19 14975477),(20 16231748),(21 17458606),(22 18715680),(23 19890852),(24 21070002),(25 22138002),(26 23278080),(27 24417458),(28 25510416),(29 26526510),(30 27457922),(31 28339088),(32 29201768),(33 29989722),(34 30554666),(35 31156760),(36 31708352),(37 32301846),(38 32919270),(39 33467110),(40 34005748),(41 34462604),(42 34865228),(43 35201950),(44 35500540),(45 35763816),(46 35992548),(47 36244372),(48 36406180),(49 36412708),(50 36389124),(51 36318224),(52 36224816),(53 36071316),(54 35926596),(55 35881516),(56 35912450),(57 35935200),(58 35901944),(59 35833068),(60 35732624),(61 35641092),(62 35537212),(63 35403420),(64 35259828),(65 35112956),(66 35012820),(67 34928964),(68 34811220),(69 34791108),(70 34866212),(71 34948950),(72 35106196),(73 35293356),(74 35565652),(75 35847228),(76 36245916),(77 36651140),(78 37247604),(79 37893892),
(1 47224.523),(2 173870.66),(3 368019.53),(4 614523.6),(5 915686.2),(6 1263616.8),(7 1643158.8),(8 2057833),(9 2514042),(10 2992857.8),(11 3495788.5),(12 4010420.8),(13 4561681.5),(14 5135615.5),(15 5712821.5),(16 6293608.5),(17 6894640),(18 7514041),(19 8131038.5),(20 8747428),(21 9366532),(22 9981591),(23 10582966),(24 11160110),(25 11699475),(26 12173699),(27 12614865),(28 13004625),(29 13352083),(30 13675044),(31 13985373),(32 14276205),(33 14548238),(34 14749727),(35 14919165),(36 15036452),(37 15112225),(38 15161909),(39 15183694),(40 15174673),(41 15115910),(42 15024721),(43 14889817),(44 14700292),(45 14482810),(46 14233269),(47 13988750),(48 13762824),(49 13547748),(50 13346802),(51 13134283),(52 12922271),(53 12706364),(54 12490027),(55 12274229),(56 12056504),(57 11850325),(58 11654001),(59 11480835),(60 11345291),(61 11238663),(62 11177651),(63 11157547),(64 11169002),(65 11215605),(66 11304836),(67 11408063),(68 11508758),(69 11617004),(70 11724359),(71 11801259),(72 11871226),(73 11957028),(74 12034918),(75 12125597),(76 12240042),(77 12384470),(78 12532605),(79 12698824),
(1 62111.418),(2 233919.42),(3 498396),(4 836522),(5 1237984.1),(6 1685660.6),(7 2167198.8),(8 2681049.3),(9 3219579.3),(10 3767887.3),(11 4318254.5),(12 4871460.5),(13 5428097),(14 5961185.5),(15 6473392),(16 6955907.5),(17 7428628),(18 7889941.5),(19 8333210.5),(20 8764149),(21 9199297),(22 9636401),(23 10050114),(24 10421588),(25 10727491),(26 10985819),(27 11227828),(28 11399224),(29 11535820),(30 11675151),(31 11783987),(32 11854665),(33 11902639),(34 11916580),(35 11914712),(36 11916981),(37 11928069),(38 11957395),(39 11986533),(40 12018969),(41 12070432),(42 12119315),(43 12166317),(44 12194467),(45 12232795),(46 12274736),(47 12328495),(48 12358421),(49 12398395),(50 12458880),(51 12503373),(52 12522685),(53 12545565),(54 12573061),(55 12603816),(56 12635411),(57 12676363),(58 12718621),(59 12760311),(60 12818813),(61 12899564),(62 12991552),(63 13109704),(64 13241360),(65 13366824),(66 13494149),(67 13612643),(68 13716904),(69 13807188),(70 13901997),(71 13976137),(72 14022132),(73 14062432),(74 14098135),(75 14112681),(76 14136992),(77 14156113),(78 14182911),(79 14204763),
(1 64365.35),(2 242695.2),(3 517700.1),(4 865029.25),(5 1268963.4),(6 1715133.1),(7 2183791.8),(8 2662745.8),(9 3133890.5),(10 3601644.5),(11 4050529.3),(12 4474710.5),(13 4861411),(14 5208847.5),(15 5533027),(16 5825015),(17 6118364),(18 6402715),(19 6678610),(20 6962976.5),(21 7246065.5),(22 7530820),(23 7825215.5),(24 8115590.5),(25 8393670),(26 8673303),(27 8983939),(28 9332424),(29 9714711),(30 10122143),(31 10557857),(32 11031976),(33 11545738),(34 12070252),(35 12607148),(36 13146638),(37 13679668),(38 14189111),(39 14677816),(40 15151654),(41 15610275),(42 16037326),(43 16426186),(44 16782704),(45 17089178),(46 17349568),(47 17583636),(48 17757856),(49 17904028),(50 18003154),(51 18061860),(52 18072180),(53 18025216),(54 17942136),(55 17827480),(56 17693670),(57 17536476),(58 17364890),(59 17169950),(60 16951500),(61 16706153),(62 16431483),(63 16121567),(64 15802163),(65 15473609),(66 15135739),(67 14795419),(68 14454830),(69 14130533),(70 13801577),(71 13474365),(72 13153057),(73 12835919),(74 12524961),(75 12215022),(76 11912306),(77 11627172),(78 11339928),(79 11051584),
(1 71641.914),(2 269430.56),(3 577420.75),(4 967586.8),(5 1418242.3),(6 1908073.3),(7 2422220.5),(8 2952293.5),(9 3481324.8),(10 4011357.5),(11 4533050.5),(12 5033907),(13 5494836),(14 5913974),(15 6298023.5),(16 6628601),(17 6925424),(18 7189067.5),(19 7407258),(20 7589377.5),(21 7731222.5),(22 7839040.5),(23 7905440.5),(24 7935354),(25 7924468.5),(26 7903202),(27 7875974.5),(28 7837701),(29 7807533),(30 7792225.5),(31 7785216),(32 7773837),(33 7786562),(34 7818674),(35 7877442.5),(36 7949467.5),(37 8040114),(38 8160424.5),(39 8311015.5),(40 8449846),(41 8592138),(42 8751246),(43 8937038),(44 9151402),(45 9393631),(46 9655156),(47 9949532),(48 10264340),(49 10585450),(50 10920788),(51 11283333),(52 11646289),(53 11996763),(54 12334088),(55 12655889),(56 12963396),(57 13237061),(58 13473932),(59 13659011),(60 13775128),(61 13846732),(62 13882180),(63 13863537),(64 13811675),(65 13706570),(66 13558849),(67 13371630),(68 13156399),(69 12917060),(70 12666623),(71 12412209),(72 12142949),(73 11865157),(74 11581345),(75 11296182),(76 11008794),(77 10734125),(78 10466983),(79 10199003),
(1 69572.83),(2 265551.47),(3 574051.3),(4 967995.75),(5 1437355.9),(6 1963943.8),(7 2532532.8),(8 3125882.8),(9 3724161.3),(10 4325932),(11 4912309.5),(12 5473305.5),(13 5984526),(14 6438787.5),(15 6841004),(16 7183494),(17 7475088.5),(18 7711360.5),(19 7898824.5),(20 8051399.5),(21 8188690),(22 8304901.5),(23 8400214),(24 8481119),(25 8573749),(26 8664243),(27 8738355),(28 8768558),(29 8796646),(30 8820929),(31 8822084),(32 8795159),(33 8762984),(34 8728709),(35 8717216),(36 8719013),(37 8733404),(38 8784188),(39 8864596),(40 8955338),(41 9061048),(42 9182361),(43 9326959),(44 9492954),(45 9665473),(46 9808665),(47 9955231),(48 10098639),(49 10251109),(50 10432500),(51 10617199),(52 10792284),(53 10951543),(54 11096571),(55 11212999),(56 11305024),(57 11362383),(58 11389452),(59 11362484),(60 11304667),(61 11219324),(62 11114656),(63 11004917),(64 10889579),(65 10755719),(66 10640947),(67 10536813),(68 10439570),(69 10341180),(70 10250244),(71 10145618),(72 10030841),(73 9913490),(74 9778460),(75 9630228),(76 9475973),(77 9337185),(78 9239285),(79 9164027),
(1 59239.438),(2 220379.31),(3 464615.97),(4 767608.7),(5 1121763.5),(6 1510102.9),(7 1935788.5),(8 2381663.3),(9 2819217.3),(10 3236949),(11 3638770.8),(12 4018514.8),(13 4387659.5),(14 4721136),(15 5036731.5),(16 5320738),(17 5590774),(18 5837132.5),(19 6056202),(20 6283794.5),(21 6530354),(22 6786547),(23 7042856),(24 7303921.5),(25 7574571),(26 7822746),(27 8037634.5),(28 8219291.5),(29 8390416),(30 8539410),(31 8649268),(32 8729035),(33 8795359),(34 8819316),(35 8841321),(36 8866204),(37 8907300),(38 8964695),(39 9039766),(40 9136258),(41 9262908),(42 9407870),(43 9556050),(44 9707609),(45 9836725),(46 9936000),(47 10019973),(48 10095823),(49 10181135),(50 10267571),(51 10356708),(52 10444213),(53 10537287),(54 10623162),(55 10706708),(56 10760233),(57 10790716),(58 10792416),(59 10770876),(60 10741679),(61 10694627),(62 10659156),(63 10622182),(64 10585053),(65 10547835),(66 10524438),(67 10506511),(68 10508226),(69 10502236),(70 10482125),(71 10431791),(72 10362566),(73 10297082),(74 10200694),(75 10084166),(76 9976876),(77 9876686),(78 9779777),(79 9697359),
(1 56262.703),(2 211738.8),(3 453023.16),(4 759956.56),(5 1122397.9),(6 1516898.9),(7 1922345.3),(8 2328734.8),(9 2711498.5),(10 3075458.3),(11 3410800),(12 3713492.8),(13 3979954.5),(14 4214731.5),(15 4415907),(16 4596875.5),(17 4766192.5),(18 4932243.5),(19 5109159),(20 5308334.5),(21 5534062.5),(22 5777774.5),(23 6032155.5),(24 6286116),(25 6523194),(26 6727161.5),(27 6894185.5),(28 7031030),(29 7137611.5),(30 7219747),(31 7267340),(32 7303788.5),(33 7308666.5),(34 7298147),(35 7282954),(36 7263620),(37 7252182),(38 7258235.5),(39 7267880.5),(40 7282378.5),(41 7294852.5),(42 7299806),(43 7305474.5),(44 7289136.5),(45 7248428),(46 7188277.5),(47 7108081),(48 7032168.5),(49 6961172.5),(50 6887565.5),(51 6819135),(52 6760415),(53 6717534),(54 6694142.5),(55 6684096.5),(56 6670639.5),(57 6655646),(58 6634194.5),(59 6629699),(60 6632678),(61 6635396.5),(62 6654242.5),(63 6688410.5),(64 6717392.5),(65 6757972.5),(66 6813021.5),(67 6885425.5),(68 6970742.5),(69 7051803),(70 7131995.5),(71 7224849.5),(72 7333323.5),(73 7448862),(74 7552717.5),(75 7631596.5),(76 7699661.5),(77 7782499),(78 7885690),(79 7993443.5),
(1 57108.82),(2 212156.84),(3 451371.9),(4 749301.8),(5 1093941.6),(6 1469798.1),(7 1853485.8),(8 2224543.8),(9 2555037.8),(10 2857439.5),(11 3122574),(12 3350946),(13 3537448.8),(14 3683289.8),(15 3806397.8),(16 3901987),(17 3983852.5),(18 4068875.8),(19 4167314.5),(20 4289939.5),(21 4437842),(22 4621248),(23 4827161.5),(24 5048865.5),(25 5280728.5),(26 5492771.5),(27 5684680),(28 5862994.5),(29 6005725.5),(30 6102952),(31 6172429.5),(32 6220461),(33 6253597),(34 6282580.5),(35 6317029),(36 6355542.5),(37 6393659),(38 6440617.5),(39 6481993.5),(40 6519732.5),(41 6555757.5),(42 6574216),(43 6565557.5),(44 6526336.5),(45 6471108),(46 6402510),(47 6361363),(48 6355074),(49 6357023),(50 6369939.5),(51 6385509.5),(52 6408213.5),(53 6425455.5),(54 6444398),(55 6465575.5),(56 6484701),(57 6491624),(58 6492156),(59 6497102),(60 6514736.5),(61 6535200),(62 6551854.5),(63 6564301.5),(64 6579859.5),(65 6608791),(66 6639446.5),(67 6648778.5),(68 6629547),(69 6608422),(70 6569292.5),(71 6521205.5),(72 6468551.5),(73 6411521.5),(74 6356408),(75 6305723),(76 6249963.5),(77 6206906.5),(78 6197588.5),(79 6210953.5),
(1 53658.242),(2 200043.56),(3 426138.94),(4 716344.6),(5 1062758.3),(6 1435922.3),(7 1812903.1),(8 2171131.5),(9 2488310),(10 2768377),(11 3005791),(12 3201545),(13 3357713.5),(14 3470132.3),(15 3552080),(16 3611621.3),(17 3645733),(18 3675510.5),(19 3712463),(20 3754396.8),(21 3810058.5),(22 3878872),(23 3950054),(24 4030161),(25 4094758),(26 4137731),(27 4158863.3),(28 4126964.8),(29 4059967.5),(30 3981715),(31 3911499.5),(32 3865294.5),(33 3845691),(34 3849037),(35 3880482),(36 3935222),(37 4006887.5),(38 4105033),(39 4225150),(40 4345912),(41 4473831),(42 4614375),(43 4740798),(44 4861731),(45 4966745),(46 5058942.5),(47 5174035),(48 5295813),(49 5395210),(50 5492998.5),(51 5595098.5),(52 5696222),(53 5779557.5),(54 5862539.5),(55 5934874.5),(56 5999086),(57 6046698.5),(58 6077567),(59 6106731),(60 6139162),(61 6164711.5),(62 6179004.5),(63 6166063.5),(64 6151745),(65 6130596),(66 6091879),(67 6049189.5),(68 5990975),(69 5919124),(70 5844327.5),(71 5778032),(72 5707988),(73 5646326),(74 5582565),(75 5520406.5),(76 5482491),(77 5465968),(78 5478237.5),(79 5504887.5),
(1 47533.914),(2 177555.03),(3 379087.56),(4 633443.8),(5 931308.75),(6 1256446),(7 1588545.8),(8 1913055.1),(9 2218550.3),(10 2513713.5),(11 2777346.5),(12 3013513),(13 3218697),(14 3397263.8),(15 3554336.5),(16 3699738),(17 3837616.8),(18 3987010.5),(19 4139009.8),(20 4286785.5),(21 4424823.5),(22 4552226),(23 4664220),(24 4753920.5),(25 4812213.5),(26 4852845),(27 4886728),(28 4879301.5),(29 4859642.5),(30 4839221),(31 4816232),(32 4788985),(33 4754450),(34 4708213),(35 4669777.5),(36 4627300.5),(37 4591542.5),(38 4564153.5),(39 4553219),(40 4550814),(41 4550549),(42 4567518.5),(43 4598338),(44 4643863),(45 4697929),(46 4760786.5),(47 4830535),(48 4895024.5),(49 4963841.5),(50 5048304.5),(51 5133067.5),(52 5215752),(53 5290663),(54 5371369),(55 5451414),(56 5541708),(57 5630481.5),(58 5718311.5),(59 5816637.5),(60 5909215),(61 5996386.5),(62 6078947),(63 6138978),(64 6171553),(65 6183690.5),(66 6171667),(67 6142285),(68 6099035),(69 6059619.5),(70 6028458.5),(71 6007381),(72 5993121),(73 5997307),(74 6008441),(75 6029622.5),(76 6054855),(77 6091311.5),(78 6116360),(79 6148297.5),
(1 42984.33),(2 160092.42),(3 340520.7),(4 563148.7),(5 820593.7),(6 1091130),(7 1352523.3),(8 1599226.8),(9 1830851.1),(10 2046320.6),(11 2235393.8),(12 2403138.8),(13 2549589),(14 2679915.3),(15 2794495.5),(16 2900968),(17 3010928.5),(18 3136668.8),(19 3263929.5),(20 3393958.8),(21 3526066.5),(22 3656975.5),(23 3790016),(24 3921816.8),(25 4048540.8),(26 4200155),(27 4374348),(28 4555766),(29 4739768),(30 4922991.5),(31 5098873.5),(32 5260315),(33 5391095.5),(34 5500926.5),(35 5591660.5),(36 5657634),(37 5715358),(38 5782587.5),(39 5828509.5),(40 5876910.5),(41 5929544),(42 5986421),(43 6051488),(44 6123638),(45 6189200),(46 6246559.5),(47 6287888),(48 6306889),(49 6305099.5),(50 6272130),(51 6222514),(52 6165626.5),(53 6114272),(54 6071112),(55 6015274.5),(56 5966399),(57 5914332.5),(58 5857371.5),(59 5804575),(60 5737053.5),(61 5655112.5),(62 5565222.5),(63 5464721.5),(64 5351929.5),(65 5240267),(66 5134180.5),(67 5039405.5),(68 4955976),(69 4890502.5),(70 4842181.5),(71 4813423.5),(72 4793849.5),(73 4783240.5),(74 4776324),(75 4779675),(76 4776788),(77 4761294.5),(78 4739103.5),(79 4721948.5),
(1 49243.883),(2 186156.56),(3 401708.22),(4 670013.5),(5 969084.56),(6 1268456.5),(7 1548943.1),(8 1805049.6),(9 2026022.6),(10 2227117.5),(11 2406286.3),(12 2566551.3),(13 2708639.8),(14 2833506.3),(15 2949567),(16 3054331.3),(17 3157557),(18 3251281.5),(19 3333172.3),(20 3404236),(21 3464841),(22 3517826.8),(23 3561734.8),(24 3594027.3),(25 3631754.8),(26 3675831),(27 3730980),(28 3795063),(29 3862807.5),(30 3932282.8),(31 4025146.3),(32 4138900.5),(33 4272802),(34 4409864),(35 4562205.5),(36 4717856.5),(37 4880699),(38 5066495),(39 5269486.5),(40 5468418.5),(41 5659153.5),(42 5837349.5),(43 6000594),(44 6155077.5),(45 6289400),(46 6389480.5),(47 6455526),(48 6487118.5),(49 6504592.5),(50 6516359),(51 6512598),(52 6490450.5),(53 6435924),(54 6367691),(55 6288325),(56 6207090),(57 6124004.5),(58 6049171),(59 5977790),(60 5908247.5),(61 5832986.5),(62 5754446),(63 5689063),(64 5599204),(65 5510027.5),(66 5434845.5),(67 5380934),(68 5341511.5),(69 5342251.5),(70 5345820),(71 5357478),(72 5385857.5),(73 5427382),(74 5475186),(75 5532271.5),(76 5601326.5),(77 5660426),(78 5709567.5),(79 5726744.5),
(1 43012.676),(2 159288.84),(3 334567.06),(4 548821.7),(5 786567.25),(6 1033429.2),(7 1273841.5),(8 1504041.3),(9 1727482.4),(10 1945799.1),(11 2153673.8),(12 2352099.3),(13 2545506.3),(14 2729347.3),(15 2904440.5),(16 3077033),(17 3245140.5),(18 3402187.3),(19 3526890.5),(20 3621727.3),(21 3695220),(22 3747690.5),(23 3776570.8),(24 3784163),(25 3774449),(26 3754141.8),(27 3731826.5),(28 3709703.8),(29 3683953),(30 3673836.8),(31 3682397.5),(32 3711165.8),(33 3767195.3),(34 3848529.8),(35 3962270.3),(36 4087281),(37 4216876.5),(38 4343814),(39 4464943.5),(40 4570406.5),(41 4652081),(42 4713902),(43 4758432.5),(44 4782914),(45 4805350),(46 4813674),(47 4819699.5),(48 4820925.5),(49 4819552.5),(50 4815380.5),(51 4804297),(52 4781033.5),(53 4743585.5),(54 4705944),(55 4663218),(56 4609331.5),(57 4563302.5),(58 4532413.5),(59 4515062),(60 4499390.5),(61 4494609),(62 4497286),(63 4512000),(64 4525829),(65 4543302.5),(66 4562950.5),(67 4569578.5),(68 4565368.5),(69 4557432.5),(70 4548176.5),(71 4533648),(72 4511808),(73 4481207),(74 4442919.5),(75 4406015.5),(76 4374490.5),(77 4345794),(78 4317489.5),(79 4287565),
(1 45839.547),(2 170433.38),(3 361770.34),(4 600425.1),(5 871018.1),(6 1156058.5),(7 1428221.1),(8 1697656.5),(9 1971992.1),(10 2249558.5),(11 2523575.5),(12 2795981.3),(13 3063471.3),(14 3322237.3),(15 3567501.8),(16 3810556.8),(17 4042936.3),(18 4245404),(19 4408347),(20 4533310),(21 4626557),(22 4692693.5),(23 4719762),(24 4721490),(25 4709912.5),(26 4695168.5),(27 4675422.5),(28 4645688.5),(29 4603460),(30 4548243),(31 4486165.5),(32 4436373.5),(33 4392849),(34 4351499),(35 4327034.5),(36 4313197.5),(37 4306512.5),(38 4298807),(39 4300196),(40 4302476),(41 4312369),(42 4325465.5),(43 4336602),(44 4356547.5),(45 4380949),(46 4413615),(47 4450671.5),(48 4477592),(49 4498173),(50 4521087.5),(51 4544713.5),(52 4557918.5),(53 4566032),(54 4569125.5),(55 4570485.5),(56 4568467),(57 4571858.5),(58 4569400),(59 4570090),(60 4570050),(61 4568208.5),(62 4568575.5),(63 4574382),(64 4581541),(65 4595015),(66 4603856.5),(67 4610386),(68 4604880),(69 4601245),(70 4598947.5),(71 4581184.5),(72 4552760),(73 4528517.5),(74 4498993),(75 4483915),(76 4481941),(77 4477981),(78 4476889.5),(79 4476686),
(1 43068.688),(2 155711.14),(3 321588.22),(4 517709.6),(5 724708.4),(6 926825.75),(7 1116048.5),(8 1300149.3),(9 1477725),(10 1650753.1),(11 1822458.6),(12 2000988.1),(13 2180638.3),(14 2365293.8),(15 2547554.3),(16 2730332),(17 2908775.8),(18 3068022.5),(19 3197808.8),(20 3305876.5),(21 3395360),(22 3465479),(23 3517456),(24 3566718.3),(25 3600634),(26 3624546.5),(27 3637727.3),(28 3630864.8),(29 3613596.8),(30 3599548.8),(31 3575257.5),(32 3540524.5),(33 3506128.3),(34 3474494.5),(35 3449783.5),(36 3430673.8),(37 3413620.5),(38 3406723.3),(39 3418637.5),(40 3451992.5),(41 3500859),(42 3559324.8),(43 3614183.8),(44 3666441.5),(45 3703169.5),(46 3725967.8),(47 3751782),(48 3764681),(49 3772776.5),(50 3779102.5),(51 3779295.3),(52 3779279),(53 3790906.3),(54 3816313.3),(55 3846411.5),(56 3878720),(57 3904611.3),(58 3917981.8),(59 3927936),(60 3933287),(61 3938965.8),(62 3943860.5),(63 3946543.3),(64 3949276.8),(65 3964165.3),(66 3988429.5),(67 4024064.8),(68 4057598.5),(69 4086923),(70 4112584.3),(71 4133217.5),(72 4158102.8),(73 4197661.5),(74 4237452.5),(75 4272148),(76 4289543.5),(77 4294851),(78 4303186.5),(79 4314048.5),
(1 41958.82),(2 156392.28),(3 327700.75),(4 534994.3),(5 766123.06),(6 1012697.5),(7 1265288.9),(8 1510659.1),(9 1745499),(10 1962569.9),(11 2161681.3),(12 2348057.3),(13 2522801.5),(14 2678312),(15 2815284.5),(16 2938513.3),(17 3054938.5),(18 3162909.5),(19 3251822.5),(20 3334012.3),(21 3401421.8),(22 3463525.3),(23 3513523.8),(24 3555194),(25 3579693.8),(26 3589088.5),(27 3581598),(28 3543076.5),(29 3497614.8),(30 3446728.5),(31 3381465.3),(32 3313610),(33 3255065.3),(34 3203369.3),(35 3166094.5),(36 3141880.8),(37 3131026.5),(38 3133084.3),(39 3141934),(40 3152278.5),(41 3157437.3),(42 3151326.5),(43 3133150.3),(44 3107249.3),(45 3069386.3),(46 3025056.5),(47 2973794.5),(48 2915405.8),(49 2859062.5),(50 2810699),(51 2773970.8),(52 2750370.3),(53 2740008.3),(54 2739501.5),(55 2747784.8),(56 2756694),(57 2764334.3),(58 2763171.8),(59 2763782.8),(60 2756193.5),(61 2751443.5),(62 2753427),(63 2769336.3),(64 2790821.3),(65 2820715),(66 2855603),(67 2889923.8),(68 2925415.3),(69 2954499),(70 2986119.3),(71 3026346),(72 3072258.5),(73 3119161.8),(74 3163712.5),(75 3209294.8),(76 3252566.8),(77 3294336),(78 3334520.5),(79 3372828.3),
(1 40386.477),(2 148908.56),(3 313348.44),(4 510322.53),(5 724206.4),(6 934655.1),(7 1137069.1),(8 1323920.9),(9 1488610.6),(10 1631978.6),(11 1754199.5),(12 1873053),(13 1987341.1),(14 2099807.8),(15 2207500.5),(16 2313099),(17 2420855),(18 2526425.8),(19 2619769.5),(20 2703479.5),(21 2776651),(22 2844588),(23 2903823),(24 2946396.5),(25 2970797.3),(26 2974152.5),(27 2968204.8),(28 2958919.5),(29 2941988),(30 2911178),(31 2874890.5),(32 2837975.8),(33 2803758.8),(34 2767992.5),(35 2740668.3),(36 2723799),(37 2719378.8),(38 2725777),(39 2746381.8),(40 2776559.3),(41 2813946.8),(42 2852189.5),(43 2895869.3),(44 2942150.5),(45 2983607.5),(46 3020409.3),(47 3040279.5),(48 3041957.3),(49 3036277),(50 3027922.5),(51 3015815.5),(52 2997239.5),(53 2976715.5),(54 2951933.8),(55 2932314.3),(56 2921415),(57 2920918.3),(58 2925119.3),(59 2941133.8),(60 2962306.3),(61 2984133.8),(62 3011061.8),(63 3037514),(64 3053361),(65 3057337.5),(66 3062783.3),(67 3074279),(68 3087473.5),(69 3115767.5),(70 3151492.5),(71 3186749.8),(72 3221368.5),(73 3253012),(74 3293578.8),(75 3339215.3),(76 3389701.8),(77 3431511),(78 3462997.3),(79 3494906.8),
(1 44597.246),(2 162998.28),(3 337785.7),(4 546987.2),(5 772885.3),(6 1000240.4),(7 1219510.8),(8 1422834.5),(9 1600583.4),(10 1759205.4),(11 1900140.3),(12 2025404.3),(13 2136732),(14 2236206.5),(15 2336778.5),(16 2441194),(17 2541361.3),(18 2638963.3),(19 2723964.3),(20 2803714.3),(21 2874448.3),(22 2941618.8),(23 3004230.3),(24 3047882),(25 3074410.3),(26 3090980.5),(27 3103655.8),(28 3102756.5),(29 3092476),(30 3074253.8),(31 3054561.3),(32 3037737.5),(33 3025044.8),(34 3014722),(35 3017714.3),(36 3033064.5),(37 3063010),(38 3109733),(39 3168175),(40 3225699.8),(41 3280492.5),(42 3337084),(43 3393428),(44 3446052.8),(45 3491339.5),(46 3522242.3),(47 3525480.8),(48 3527977.5),(49 3537310.5),(50 3549313.3),(51 3554113.5),(52 3551831.3),(53 3552844),(54 3551345.3),(55 3554062.5),(56 3565905.5),(57 3582470.3),(58 3593512.5),(59 3604898),(60 3616683.3),(61 3632690.3),(62 3651236.5),(63 3668919.3),(64 3680631.8),(65 3686516.5),(66 3689982.5),(67 3698721.3),(68 3713912.5),(69 3730783.3),(70 3744564.5),(71 3748994.3),(72 3750619.5),(73 3749244.8),(74 3744503.5),(75 3738626.5),(76 3723549.8),(77 3698016),(78 3664102.3),(79 3632839.8),
