1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 9162.426),(2 27982.928),(3 51148.95),(4 72605.62),(5 94550.71),(6 122397.69),(7 157799.67),(8 200291.31),(9 249958.95),(10 298384.6),(11 341596.56),(12 383380.75),(13 425676.75),(14 471152.97),(15 517336.28),(16 564616.25),(17 607185.44),(18 636152.94),(19 660172.25),(20 683584.3),(21 711160.8),(22 738827.8),(23 763964.3),(24 789056.2),(25 803557.94),(26 824761.3),(27 842565.44),(28 866315.2),(29 900519.06),(30 942934.8),(31 978658.25),(32 1021044.3),(33 1073670.3),(34 1117387.4),(35 1170627.9),(36 1236443.1),(37 1300725),(38 1368150.1),(39 1432720.5),(40 1490921),(41 1538138.6),(42 1582215.6),(43 1611328),(44 1635273.6),(45 1656614.4),(46 1685013),(47 1706678.6),(48 1719748.4),(49 1729941.6),(50 1720537.4),(51 1706274.6),(52 1691997.5),(53 1670694.4),(54 1641009.5),(55 1621778),(56 1606467.4),(57 1608332.4),(58 1613193.4),(59 1608000.5),(60 1601720.4),(61 1617131.6),(62 1637378),(63 1648225.4),(64 1681398),(65 1723407.4),(66 1768138),(67 1823534),(68 1864603.4),(69 1934508.5),(70 2023765),(71 2131750.3),(72 2231996.5),(73 2341089.3),(74 2462001.8),(75 2581470.3),(76 2699679.8),(77 2810109.3),(78 2915578.8),(79 3020146.8),
(1 10587.686),(2 34482.8),(3 66501.65),(4 104717.75),(5 149673.11),(6 200854.45),(7 257596.78),(8 320576.9),(9 386198.53),(10 455233.97),(11 525814.6),(12 597439.5),(13 674100.6),(14 756319.8),(15 841673.8),(16 922622.8),(17 1001209.75),(18 1079625.9),(19 1149636.4),(20 1215271.6),(21 1270230.1),(22 1319282.9),(23 1366164.6),(24 1407053.4),(25 1446387.3),(26 1481705.9),(27 1515390.4),(28 1547286.4),(29 1577819.6),(30 1604469.3),(31 1627851),(32 1646419.1),(33 1665710.3),(34 1677504),(35 1680071.5),(36 1676058.6),(37 1670307.5),(38 1671074.4),(39 1675721.6),(40 1683878.3),(41 1692225.8),(42 1700366.8),(43 1711144.4),(44 1719585.8),(45 1727781.4),(46 1734347),(47 1738078.3),(48 1744529.6),(49 1744335.6),(50 1745458.8),(51 1738903),(52 1733378.1),(53 1732737.8),(54 1731497.9),(55 1731208.9),(56 1731044.9),(57 1733939.9),(58 1744333.6),(59 1749025.3),(60 1746068.5),(61 1745812.5),(62 1750879),(63 1759239),(64 1770503.6),(65 1787413.9),(66 1808327.6),(67 1826480.9),(68 1847647.6),(69 1859808.4),(70 1867777.9),(71 1875343.6),(72 1886828.1),(73 1906633),(74 1922320.9),(75 1937488.1),(76 1957198.3),(77 1980883.6),(78 2008442.8),(79 2030447.1),
(1 9842.78),(2 30714.133),(3 59168.67),(4 92515.87),(5 131338.61),(6 176064.13),(7 224920.94),(8 278826.7),(9 335828.97),(10 396962.72),(11 461655.28),(12 531319.75),(13 604302.5),(14 685866.1),(15 772490),(16 859705.8),(17 946002.94),(18 1033953),(19 1114247.9),(20 1199845.9),(21 1277708),(22 1354122.9),(23 1426532),(24 1491242.5),(25 1554557.5),(26 1617833.4),(27 1679992.4),(28 1739889.1),(29 1798113.5),(30 1848558.1),(31 1891548.4),(32 1925014.5),(33 1956005.1),(34 1978116.9),(35 1992240.6),(36 2000732.5),(37 1998611),(38 1996916.6),(39 1990535.1),(40 1986378.9),(41 1977545.9),(42 1964651.6),(43 1954202.6),(44 1943703.6),(45 1934611.4),(46 1924850.4),(47 1914164.5),(48 1908291.6),(49 1903672.4),(50 1904358),(51 1898136.6),(52 1894215),(53 1896574.4),(54 1896088.6),(55 1896433.4),(56 1895782.1),(57 1899323.4),(58 1909669.4),(59 1922430),(60 1931583.1),(61 1943766.6),(62 1962109),(63 1985799.1),(64 2006087),(65 2037136.4),(66 2069115),(67 2103846.3),(68 2141246),(69 2172411),(70 2199240.3),(71 2226916.8),(72 2257106.8),(73 2291097.5),(74 2326527.3),(75 2365069),(76 2408711),(77 2457033.8),(78 2508265.8),(79 2550557.8),
(1 10313.821),(2 33579.18),(3 65264.824),(4 101312.22),(5 143720.23),(6 191833.69),(7 242941.92),(8 296111.84),(9 352016.25),(10 408858.38),(11 468616.38),(12 529931.06),(13 590574.56),(14 654038.6),(15 718840.75),(16 782577.6),(17 847914.94),(18 918603.5),(19 984711.6),(20 1049639.6),(21 1113970.1),(22 1173739),(23 1235216.4),(24 1291946.5),(25 1348186.3),(26 1401637.9),(27 1451312),(28 1495042.1),(29 1537466.5),(30 1571717),(31 1603089),(32 1628739.9),(33 1654912.4),(34 1672208.8),(35 1683302.4),(36 1690405.9),(37 1690646.8),(38 1690264.4),(39 1682468.8),(40 1672294.9),(41 1655909.1),(42 1633492.8),(43 1614065),(44 1591039.9),(45 1565095),(46 1538795.5),(47 1508267.9),(48 1480649.6),(49 1457970.9),(50 1439627.5),(51 1421777.3),(52 1409715.3),(53 1402672.4),(54 1398083.9),(55 1390242.9),(56 1382785.5),(57 1383964.6),(58 1387713.9),(59 1387566.3),(60 1394015.4),(61 1401740.1),(62 1412610.1),(63 1435590.8),(64 1451661.3),(65 1469424.5),(66 1490214.1),(67 1509562.5),(68 1530542.8),(69 1554664.6),(70 1579785.9),(71 1605792.1),(72 1633042.4),(73 1658260),(74 1682785),(75 1709070.1),(76 1741169.8),(77 1778783.5),(78 1818702.8),(79 1853539.3),
(1 9549.481),(2 30622.262),(3 58401.54),(4 89828.53),(5 125529.97),(6 165304.4),(7 206583.52),(8 248833.8),(9 291756.97),(10 334233.7),(11 378948.7),(12 424472),(13 470091.63),(14 517209.3),(15 568448.2),(16 618083.6),(17 668239.3),(18 717448),(19 766279.75),(20 813708.6),(21 857669.1),(22 898774.2),(23 939348.4),(24 979507.7),(25 1013448.56),(26 1048369.6),(27 1078834),(28 1102798),(29 1130169.6),(30 1155236.4),(31 1178803),(32 1200545.3),(33 1224795.3),(34 1240199.1),(35 1255299.9),(36 1268649.8),(37 1277235),(38 1282584.9),(39 1288180.8),(40 1293328.8),(41 1297360.1),(42 1302176),(43 1309280.3),(44 1314589),(45 1321690.3),(46 1330332.5),(47 1334487),(48 1338471.5),(49 1342724.1),(50 1342757.3),(51 1337925.4),(52 1335933.1),(53 1331987.4),(54 1332527.9),(55 1334590.4),(56 1333270.4),(57 1335864.9),(58 1334601.3),(59 1333044.8),(60 1331255.3),(61 1327848.1),(62 1326770.1),(63 1327051.9),(64 1323067.5),(65 1318297.9),(66 1313652.3),(67 1311434.8),(68 1310510.1),(69 1314794.6),(70 1316072.8),(71 1317058.5),(72 1323950.1),(73 1330238.3),(74 1339524.5),(75 1351713.3),(76 1366458.9),(77 1384763.6),(78 1402694.1),(79 1426839),
(1 10683.027),(2 34642.895),(3 67744.94),(4 106016.19),(5 151399.05),(6 201376.44),(7 255112.56),(8 310764.53),(9 365512),(10 420070.47),(11 472815.88),(12 522505.2),(13 572994.3),(14 623321.2),(15 674195.94),(16 722136.44),(17 771583.5),(18 819392.25),(19 866745.9),(20 910561.94),(21 953813.3),(22 992240.9),(23 1027806.75),(24 1065473.8),(25 1099539),(26 1132857.8),(27 1164524.1),(28 1192633.9),(29 1219704.1),(30 1242908.8),(31 1268174.3),(32 1287779.1),(33 1304405.9),(34 1313422.6),(35 1319890.5),(36 1324767.5),(37 1329504),(38 1337601),(39 1347500),(40 1358831.4),(41 1368112.5),(42 1379588.9),(43 1391459.8),(44 1400736.6),(45 1409053),(46 1414798.4),(47 1417101),(48 1417197.6),(49 1415235.4),(50 1411851.9),(51 1407040.5),(52 1400185.8),(53 1396188),(54 1390383.9),(55 1389279.1),(56 1387833.6),(57 1390551.8),(58 1394413.9),(59 1394719.9),(60 1398987.8),(61 1401515.4),(62 1402319.8),(63 1409194.1),(64 1418605),(65 1434293),(66 1452898.5),(67 1471013),(68 1492936),(69 1520627.9),(70 1549589.8),(71 1572676.3),(72 1601146.4),(73 1634514.3),(74 1663049.5),(75 1694034.3),(76 1726587.3),(77 1762755.9),(78 1805330.5),(79 1843619.8),
(1 10069.684),(2 32461.916),(3 64246.766),(4 99339.516),(5 141999.17),(6 189440.17),(7 241075.69),(8 296307.28),(9 352206.16),(10 408786.44),(11 464739.8),(12 520706.1),(13 578135),(14 637889.06),(15 700270.44),(16 762965.3),(17 827165.44),(18 888526.7),(19 950292.25),(20 1009500.06),(21 1064630.8),(22 1114658.8),(23 1162249.8),(24 1210191.6),(25 1255648.8),(26 1294878.3),(27 1329429.3),(28 1356436.4),(29 1375976.6),(30 1393649.1),(31 1408822.5),(32 1418743.5),(33 1423001.9),(34 1424255.6),(35 1425048.8),(36 1421348.6),(37 1414027.1),(38 1409314.1),(39 1405977.5),(40 1406227.4),(41 1405586.5),(42 1406971.9),(43 1409400),(44 1411283.6),(45 1411048),(46 1406536.6),(47 1400898.8),(48 1394768.8),(49 1387372.5),(50 1379652.9),(51 1371655.3),(52 1366545.3),(53 1365000.5),(54 1365172.3),(55 1368882.8),(56 1376108),(57 1387423.9),(58 1404520),(59 1416501.5),(60 1434042.8),(61 1456283.8),(62 1482482.9),(63 1517617.4),(64 1549697.8),(65 1588544.4),(66 1624728.9),(67 1661717.1),(68 1705799.5),(69 1752786.8),(70 1797457.1),(71 1842647.8),(72 1890507.5),(73 1936286.6),(74 1980104),(75 2020701.1),(76 2060612.5),(77 2101798.8),(78 2148846),(79 2187859.8),
(1 10663.24),(2 34216.86),(3 66960.84),(4 103688.516),(5 146675),(6 192684.61),(7 242530.58),(8 293133.1),(9 343300.53),(10 393770.72),(11 442029.1),(12 489282.7),(13 537232.44),(14 584428.5),(15 631035.1),(16 675588.6),(17 719916.1),(18 765921.25),(19 813683.75),(20 860268.75),(21 906406.9),(22 951745.2),(23 997933.1),(24 1043021.75),(25 1084608.8),(26 1124953.9),(27 1159489.9),(28 1189793.8),(29 1218942.8),(30 1247751.8),(31 1272644.4),(32 1290776.5),(33 1304264.3),(34 1316309.1),(35 1325518.4),(36 1336439.9),(37 1347135.3),(38 1357824.9),(39 1367319.1),(40 1378274.8),(41 1387973.1),(42 1397333.1),(43 1407477.5),(44 1417092.3),(45 1428305.3),(46 1432914.4),(47 1435084.3),(48 1435598.8),(49 1437219.9),(50 1440349.4),(51 1444856.4),(52 1450028.5),(53 1459956),(54 1471181.5),(55 1479355.9),(56 1489188.4),(57 1500654.5),(58 1519395),(59 1533711.4),(60 1552317.6),(61 1577479.1),(62 1606400.5),(63 1637724.4),(64 1667092.3),(65 1702760.6),(66 1742016),(67 1778107.8),(68 1821565.4),(69 1864639.3),(70 1908725.1),(71 1960430.3),(72 2014877.4),(73 2066448),(74 2113759.8),(75 2155544.3),(76 2198711.5),(77 2239978.3),(78 2283843.8),(79 2320965.8),
(1 9957.165),(2 32130.064),(3 63454.453),(4 97147.55),(5 135872.84),(6 177409.3),(7 222119.25),(8 271175.7),(9 321584.66),(10 373548.6),(11 425941.53),(12 477671.75),(13 530601.4),(14 581398.8),(15 629884.06),(16 676753.8),(17 720833.1),(18 764489.2),(19 802359.1),(20 837831.25),(21 869201),(22 893996.75),(23 918688.8),(24 939997.3),(25 960448.7),(26 980525.44),(27 999611.5),(28 1018478.56),(29 1038221.56),(30 1056323.5),(31 1068954.4),(32 1079472.8),(33 1088437),(34 1095747),(35 1106067.6),(36 1117886.3),(37 1130789),(38 1139063.9),(39 1146780.1),(40 1153852.6),(41 1160833),(42 1167504.4),(43 1175826.6),(44 1186387.3),(45 1197514.9),(46 1207266.3),(47 1216801.6),(48 1226274.4),(49 1237666.8),(50 1247042.8),(51 1257932.4),(52 1269859.5),(53 1281225.9),(54 1290459.8),(55 1300378.9),(56 1306898.8),(57 1317041.3),(58 1325898.9),(59 1340976.1),(60 1361490.8),(61 1387629.4),(62 1412682.9),(63 1439148.6),(64 1465316.5),(65 1495213.9),(66 1525384),(67 1557625.9),(68 1587455.5),(69 1622815.8),(70 1660246.5),(71 1700060.1),(72 1742629.5),(73 1776678.8),(74 1812953.3),(75 1850152.4),(76 1886844.4),(77 1921551.3),(78 1954992.6),(79 1986814),
(1 10645.57),(2 34142.5),(3 67640.34),(4 105035.17),(5 146923.69),(6 191582.13),(7 242085.4),(8 297350.3),(9 354048.56),(10 409834.2),(11 464455.13),(12 519101.56),(13 574408.9),(14 627076.06),(15 675717.9),(16 722264.25),(17 766154.56),(18 809283.75),(19 848516.5),(20 887145.56),(21 922581.5),(22 952823.7),(23 982401.8),(24 1010154.7),(25 1034054.9),(26 1054043.5),(27 1071365.4),(28 1086446.4),(29 1101422.1),(30 1119739.8),(31 1136229.4),(32 1154609),(33 1169362),(34 1181185),(35 1194599.5),(36 1207218.8),(37 1214766.8),(38 1218410.9),(39 1222468.8),(40 1223931),(41 1224399.8),(42 1223756.5),(43 1221242.9),(44 1220840),(45 1220940.8),(46 1222181.8),(47 1225467),(48 1230294.9),(49 1238012.5),(50 1245519),(51 1252269.1),(52 1261889),(53 1269469),(54 1277190.3),(55 1280102.5),(56 1279057),(57 1281843.8),(58 1282936.4),(59 1285559.8),(60 1291081),(61 1301207.5),(62 1313793.9),(63 1330172.3),(64 1345757.1),(65 1363490.4),(66 1386038.3),(67 1409295.4),(68 1431365),(69 1457254.8),(70 1483366.6),(71 1511690.8),(72 1539871.1),(73 1565988.1),(74 1592738.1),(75 1618178.6),(76 1643871.9),(77 1667788.4),(78 1689612.3),(79 1711485.1),
(1 10146.734),(2 32390.006),(3 63688.008),(4 99559.484),(5 140827.55),(6 185918.45),(7 237793.52),(8 294220.38),(9 350907.7),(10 407509.44),(11 462320.1),(12 516968.1),(13 571402.2),(14 624515),(15 677374.3),(16 726974.75),(17 770348.1),(18 811920.9),(19 849325.4),(20 882245.6),(21 908801.6),(22 930346.8),(23 951721.3),(24 971256.2),(25 987696.44),(26 1002733.6),(27 1013175.7),(28 1020595.1),(29 1027736.2),(30 1033747.25),(31 1040568.1),(32 1045086.94),(33 1044152.6),(34 1040034.5),(35 1033415.56),(36 1027247.56),(37 1017630.94),(38 1004516.1),(39 990313.3),(40 976949),(41 965113.94),(42 957309.6),(43 949364.1),(44 946723.9),(45 944869.2),(46 944695.9),(47 947200),(48 951393.94),(49 955317.6),(50 960950.5),(51 963212.3),(52 965938.8),(53 970257.5),(54 973721.3),(55 977146.94),(56 983760.75),(57 993655.56),(58 1008342.06),(59 1021272.44),(60 1039427.9),(61 1062612.3),(62 1086572.3),(63 1112103.4),(64 1135533.6),(65 1160567.3),(66 1183859),(67 1204091),(68 1219855),(69 1238008.4),(70 1255963.9),(71 1269059),(72 1279588.4),(73 1287459.5),(74 1292237.4),(75 1296510.8),(76 1299707.6),(77 1303084.3),(78 1304572.5),(79 1305105.3),
(1 10651.707),(2 33659.24),(3 65064.313),(4 101389.555),(5 143267.11),(6 188986.6),(7 238543.17),(8 291277.72),(9 343732.66),(10 393823.53),(11 443341.78),(12 491171.88),(13 536897.06),(14 579854.9),(15 619767.06),(16 656508.7),(17 687960.8),(18 717320.3),(19 743481.94),(20 766719.75),(21 786547),(22 803150.06),(23 819349.1),(24 840375.2),(25 862466.8),(26 882170.3),(27 896167.94),(28 905724.3),(29 916590.9),(30 927593.8),(31 938528.8),(32 948300),(33 953916.7),(34 960408),(35 966047.7),(36 968758.4),(37 969934.6),(38 967676.3),(39 963314.06),(40 960818.06),(41 958951.7),(42 956851.3),(43 953993.7),(44 952937),(45 950104.7),(46 946268.3),(47 943365.5),(48 939888.25),(49 937103.9),(50 936559.06),(51 937032.56),(52 938683.94),(53 937905.5),(54 936903.7),(55 935813.6),(56 934664.7),(57 937063.8),(58 939718.1),(59 941085),(60 942046.8),(61 944178.56),(62 947035.1),(63 949835.25),(64 953579.7),(65 957663.1),(66 962472.3),(67 967696.94),(68 973155),(69 980310.9),(70 987262.4),(71 995354.06),(72 1001342.2),(73 1003757.4),(74 1006883.3),(75 1009936.44),(76 1015217.7),(77 1021809.6),(78 1028895.7),(79 1033487.56),
(1 11898.133),(2 39043.36),(3 76957.125),(4 119722.61),(5 167624.02),(6 220564.56),(7 278444.7),(8 337231.9),(9 393547.4),(10 447257.84),(11 498665.72),(12 548114.25),(13 595765.1),(14 640965.9),(15 681669.56),(16 720616.7),(17 753528.8),(18 783723.5),(19 808885.4),(20 831879),(21 852327.75),(22 871072.6),(23 892881.25),(24 920105.1),(25 948839.25),(26 974658.9),(27 991981.56),(28 1000315.9),(29 1008982.3),(30 1015126.1),(31 1020764.75),(32 1022855.3),(33 1022134),(34 1020276.75),(35 1016801),(36 1009452.75),(37 1000348.7),(38 990479.75),(39 982734.56),(40 974046.7),(41 969649.44),(42 967073.25),(43 965769.75),(44 968081.7),(45 968007.75),(46 969085.44),(47 972096.9),(48 974803),(49 980023.75),(50 983425.44),(51 986352.1),(52 988382),(53 989208.9),(54 988848.9),(55 984226.44),(56 979950.3),(57 980898.7),(58 981040),(59 981215.3),(60 980919.7),(61 985065.25),(62 989989.25),(63 992701.3),(64 994760.9),(65 994290.3),(66 996015.75),(67 998837.75),(68 1003476.3),(69 1004662.56),(70 1005659.9),(71 1006798.44),(72 1002406.44),(73 997206.3),(74 992451.3),(75 987497.7),(76 984682.25),(77 984235.56),(78 981112.56),(79 977406.9),
(1 11524.236),(2 37836.938),(3 74871.15),(4 116741.02),(5 164367.06),(6 216512.42),(7 274359.2),(8 333976.56),(9 390869.88),(10 445561.03),(11 498888.94),(12 549642.6),(13 598752.7),(14 638761.7),(15 675957.7),(16 708199.1),(17 738710.6),(18 764977.4),(19 791033),(20 815070.3),(21 834581.56),(22 852431.8),(23 873182.5),(24 896481.4),(25 919450.06),(26 939599),(27 955590.3),(28 967703.8),(29 980945),(30 995820.56),(31 1008372.75),(32 1019827.75),(33 1026096.8),(34 1032527.44),(35 1038243.2),(36 1042240.06),(37 1047373.94),(38 1052393.6),(39 1057573),(40 1060315.1),(41 1064260.1),(42 1067661.9),(43 1071521.5),(44 1076696.5),(45 1079991.9),(46 1084209.6),(47 1088071.8),(48 1090896),(49 1096408.9),(50 1099161.6),(51 1097869.3),(52 1093688.1),(53 1090425.9),(54 1087314.4),(55 1079318.4),(56 1071794.8),(57 1068859.4),(58 1065056),(59 1059301.4),(60 1051019.9),(61 1046094.7),(62 1043464.8),(63 1042986.44),(64 1042017.9),(65 1042060.2),(66 1044832.4),(67 1046112.4),(68 1048843.5),(69 1049537.6),(70 1049907.8),(71 1050936),(72 1051226.1),(73 1054132.1),(74 1056011.5),(75 1058341.5),(76 1064144.9),(77 1071274),(78 1076288.6),(79 1081511.8),
(1 11583.471),(2 38418.938),(3 74703.586),(4 115202.34),(5 161051.16),(6 211108.02),(7 263766.56),(8 318594.03),(9 370800.8),(10 419972.8),(11 466636.28),(12 510025.16),(13 550268.3),(14 584653.5),(15 616589.6),(16 645674.56),(17 672517.4),(18 696593.44),(19 718044.6),(20 736869.4),(21 754984.9),(22 771108.8),(23 789562.75),(24 808149.25),(25 827310.3),(26 847146.25),(27 864845.94),(28 880531.3),(29 894507.2),(30 907634.3),(31 916570.94),(32 924310.94),(33 928626.3),(34 931836),(35 933721.25),(36 934275.4),(37 934117.3),(38 933448.2),(39 933602.06),(40 933487.56),(41 933675.6),(42 933716.8),(43 936043.1),(44 942261.5),(45 948606.94),(46 955248.7),(47 960789.3),(48 967504.25),(49 972837.06),(50 975317.94),(51 973407.44),(52 968556.6),(53 963765.5),(54 957580.8),(55 951638.25),(56 944863.1),(57 939781.9),(58 937141.25),(59 934241.6),(60 932305.3),(61 933534.25),(62 937676.7),(63 943867.3),(64 950835.2),(65 960184.7),(66 966674.9),(67 971771.8),(68 981442.7),(69 989956.56),(70 999242.75),(71 1008639.1),(72 1018839.3),(73 1031583),(74 1041166.75),(75 1051869.9),(76 1064348.6),(77 1076099.3),(78 1084506.1),(79 1092837.4),
(1 11447.177),(2 37759.758),(3 73357.37),(4 112962.93),(5 158498.4),(6 207571.8),(7 257748.05),(8 308935.34),(9 359760.44),(10 409197.47),(11 457369.16),(12 501651.47),(13 544495),(14 580169.06),(15 612131.94),(16 642528.06),(17 671652.4),(18 695894.4),(19 715282.5),(20 733842.6),(21 751313.6),(22 764065.94),(23 776890.56),(24 790048.7),(25 805113.7),(26 819000),(27 828286.75),(28 835291.75),(29 841623.1),(30 847410.56),(31 854085),(32 858654.56),(33 863714.25),(34 866240.2),(35 868161.9),(36 868406.06),(37 869521.1),(38 870579.8),(39 872714.9),(40 876240.4),(41 877668.6),(42 879980.7),(43 888004.4),(44 897835.3),(45 908162.1),(46 915988.25),(47 923560.7),(48 931909.94),(49 942753.6),(50 952820.7),(51 956281),(52 957198.4),(53 960592.8),(54 963029.3),(55 964472.4),(56 964630.56),(57 963341.3),(58 963496.9),(59 967482.3),(60 971366.25),(61 976298.06),(62 984533.75),(63 996551.94),(64 1004921.06),(65 1015574.1),(66 1026601.9),(67 1040225.06),(68 1058250.6),(69 1071959.5),(70 1084218.8),(71 1097333.5),(72 1110893.8),(73 1128497.1),(74 1143899.3),(75 1157603.9),(76 1171843.9),(77 1183615.1),(78 1196637.8),(79 1206640.9),
(1 11545.949),(2 36995.82),(3 70765.34),(4 107880.414),(5 147560.72),(6 190443.1),(7 235052.28),(8 278102.84),(9 318745.2),(10 356407.25),(11 390902.84),(12 423729.25),(13 455770.84),(14 484303.66),(15 510521.56),(16 536301.7),(17 560448.7),(18 586945.6),(19 612941.8),(20 637716.3),(21 659634.7),(22 679885.3),(23 701756.25),(24 723280.5),(25 747022.56),(26 769351.94),(27 786749.44),(28 801111.25),(29 814851.7),(30 828516.1),(31 839791.5),(32 847182.75),(33 854221.44),(34 857941.44),(35 856295.06),(36 850843.44),(37 848142.3),(38 843926.7),(39 838478.7),(40 832499.25),(41 825733.25),(42 822794.7),(43 821914.7),(44 825130.5),(45 830154.5),(46 835055.9),(47 840221.1),(48 845982.5),(49 849933.7),(50 853034.9),(51 855322.1),(52 857168.56),(53 858447.1),(54 860621.9),(55 862874.3),(56 866270.9),(57 871302.1),(58 874550.94),(59 882407.25),(60 891774.2),(61 898009.7),(62 903737.25),(63 909856.94),(64 914300.5),(65 920024.1),(66 923788.75),(67 927572.2),(68 931307.3),(69 935285.9),(70 941662.9),(71 950383.1),(72 956425.06),(73 962678.2),(74 968324.75),(75 973724.7),(76 978031.8),(77 979401.5),(78 978640.2),(79 976500.5),
(1 11554.881),(2 37277.023),(3 71644.99),(4 110290.48),(5 152912.06),(6 197125.1),(7 241113.06),(8 284745.97),(9 324799.8),(10 362902.4),(11 398019.38),(12 431077.34),(13 461816.28),(14 491594.72),(15 518231.6),(16 545723.2),(17 571752.44),(18 599250.9),(19 622938.06),(20 646227.8),(21 665796.4),(22 682488.7),(23 696037),(24 707118.94),(25 717374.94),(26 721952.9),(27 720806.4),(28 717980.7),(29 714485.94),(30 709887.5),(31 707007.5),(32 704075.94),(33 703236.7),(34 701877.94),(35 699582.4),(36 698778.2),(37 695627.9),(38 693828.56),(39 691369.3),(40 694225.44),(41 698160.56),(42 705220.06),(43 711808.8),(44 719615.25),(45 727467.2),(46 732684.9),(47 739514.06),(48 746822.56),(49 749983.8),(50 753621),(51 755988.2),(52 757719.6),(53 760168.6),(54 763222.4),(55 768907.1),(56 776191.44),(57 781246.25),(58 788455.3),(59 798062.1),(60 809895.1),(61 818344.56),(62 826727.3),(63 832083.2),(64 831940.6),(65 830081.6),(66 827653.6),(67 826461.94),(68 825444.44),(69 824361),(70 825523.3),(71 828732.6),(72 831521.5),(73 834495),(74 837996.2),(75 842221.06),(76 844173.1),(77 843854.56),(78 842224.7),(79 838349.94),
