1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 16976.86),(2 48199.426),(3 103301.01),(4 175946.2),(5 263417.66),(6 356685.88),(7 466247.34),(8 578960.3),(9 689817.8),(10 812575.2),(11 945341.8),(12 1072582.5),(13 1210169.3),(14 1345573.4),(15 1475382.6),(16 1618214),(17 1753204.1),(18 1890085.6),(19 2028935.1),(20 2166588.3),(21 2304202.3),(22 2461697.3),(23 2613137.8),(24 2727223.5),(25 2837892.8),(26 2942739),(27 3050944),(28 3165651.3),(29 3319793.8),(30 3496913.8),(31 3699431.3),(32 3898848.8),(33 4113298.8),(34 4364228.5),(35 4577207.5),(36 4809040.5),(37 5025696),(38 5215447.5),(39 5390700),(40 5592340),(41 5805405.5),(42 6038340),(43 6301864.5),(44 6534268),(45 6807960.5),(46 7099018.5),(47 7376568.5),(48 7668364),(49 7925959.5),(50 8152321.5),(51 8344034),(52 8579591),(53 8774004),(54 8956590),(55 9087989),(56 9233059),(57 9400851),(58 9545967),(59 9709696),(60 9954761),(61 10112227),(62 10291274),(63 10478531),(64 10619887),(65 10733151),(66 10906953),(67 11015433),(68 11134681),(69 11265715),(70 11451436),(71 11640116),(72 11894612),(73 12098421),(74 12350259),(75 12563971),(76 12780661),(77 13019492),(78 13367236),(79 13580253),
(1 7220.703),(2 19369.824),(3 33636.973),(4 45775.063),(5 56287.996),(6 65357.76),(7 72720.17),(8 79747.984),(9 86134.39),(10 91570.73),(11 97012.336),(12 100740.36),(13 103687.5),(14 105733.945),(15 107295.41),(16 109540.414),(17 111800.04),(18 113616.75),(19 115370.45),(20 115869.266),(21 116486.6),(22 117625.97),(23 119441.11),(24 121213.02),(25 122396.01),(26 123887.305),(27 124811.21),(28 125730.46),(29 125985.64),(30 127169.734),(31 128681.914),(32 129629.72),(33 129665.734),(34 129933.88),(35 129332.57),(36 129958.88),(37 129987.21),(38 129574.94),(39 128869.164),(40 128468.836),(41 127888.24),(42 128061.39),(43 128070.72),(44 128385.08),(45 129295.75),(46 128121.57),(47 126441.66),(48 125026),(49 123784.805),(50 123297.47),(51 124064.94),(52 125330.555),(53 125642.95),(54 127205.7),(55 128118.086),(56 129672.016),(57 131352.67),(58 131797.81),(59 131488.95),(60 131221.98),(61 130307.49),(62 129807.61),(63 129628.34),(64 128820.21),(65 129623.7),(66 130774),(67 131505.4),(68 132530.03),(69 134241.56),(70 135354.27),(71 136604.11),(72 137094.6),(73 137149.19),(74 137246.84),(75 136764.06),(76 135250.16),(77 133509.3),(78 132447.88),(79 132252.75),
(1 7137.41),(2 19284.186),(3 33819.465),(4 46147),(5 57302.293),(6 66437.94),(7 73776.664),(8 79820.88),(9 84699.39),(10 88666.15),(11 91795.04),(12 93760.55),(13 95387.17),(14 97186.086),(15 98809.85),(16 100136.55),(17 102566.6),(18 103997.016),(19 104898.86),(20 105907.836),(21 107198.59),(22 109039.82),(23 111574.38),(24 114053.82),(25 116158.195),(26 118519.42),(27 120714.76),(28 123108.27),(29 124431.48),(30 125229.46),(31 126450.34),(32 126645.66),(33 126167.336),(34 125890.02),(35 124700.6),(36 123713.945),(37 122584.8),(38 121148.836),(39 120879.96),(40 121147.46),(41 120824.81),(42 120491.88),(43 119814.77),(44 119278.26),(45 119435.61),(46 119813.01),(47 118166.08),(48 117230.3),(49 115634.95),(50 114124.875),(51 113964.27),(52 113794.55),(53 113986.29),(54 114883.94),(55 115098.74),(56 115836.38),(57 116762.76),(58 117663.49),(59 118790.8),(60 120028.14),(61 120850.445),(62 122315.36),(63 123864.68),(64 123760),(65 123892.98),(66 123760.08),(67 122733.336),(68 122134.82),(69 121517.74),(70 121207.94),(71 121554.41),(72 122529.36),(73 123594.39),(74 125126.33),(75 126550.9),(76 127215.1),(77 127512.82),(78 127575.32),(79 127543.516),
(1 7107.038),(2 18942.662),(3 33230.723),(4 44723.73),(5 55123.164),(6 64092.766),(7 71563.76),(8 77906.234),(9 82656.195),(10 87119.1),(11 91077.766),(12 93929.38),(13 95745.14),(14 97460.42),(15 100161.164),(16 103540.07),(17 107321.47),(18 110926.28),(19 112586.45),(20 113416.66),(21 113813.67),(22 114299.6),(23 115375.68),(24 116036.336),(25 116233.734),(26 115544.88),(27 115048.52),(28 115823.09),(29 116851.35),(30 117882.336),(31 119358.484),(32 119650.89),(33 120046.45),(34 119744.44),(35 118959.13),(36 118349.625),(37 117959.484),(38 117267.625),(39 117288.21),(40 117403.19),(41 116857.43),(42 116453.69),(43 116155.83),(44 115337.195),(45 115472.484),(46 115689.625),(47 115122),(48 114551.62),(49 113992.28),(50 113407.91),(51 113932.375),(52 113793.266),(53 113881.51),(54 114479.99),(55 115533.24),(56 116810.37),(57 117747.555),(58 118231.01),(59 118693.06),(60 118631.23),(61 118237.4),(62 118338.625),(63 118362.58),(64 118350.43),(65 118621.914),(66 118491.29),(67 117346.55),(68 116710.21),(69 116710.8),(70 115907.79),(71 115761.53),(72 116723.73),(73 116844.29),(74 116676.86),(75 116885.06),(76 117411.88),(77 117455.51),(78 118592.85),(79 119119.29),
(1 7409.8525),(2 19903.129),(3 34523.453),(4 46783.633),(5 58024.18),(6 67287.07),(7 75019.16),(8 81797.33),(9 87192.51),(10 91855.99),(11 95758.875),(12 98004.62),(13 99175.44),(14 100195.47),(15 102213.35),(16 104817.14),(17 107349.08),(18 108564.58),(19 110209.03),(20 111677.16),(21 112793.74),(22 113734.516),(23 115218.03),(24 115786.195),(25 116574.125),(26 116240.11),(27 115146.5),(28 114496.8),(29 114294.15),(30 115162.76),(31 116270.79),(32 115695.8),(33 115097.36),(34 114101.766),(35 113074.62),(36 112713.234),(37 112725.086),(38 112337.9),(39 113199.84),(40 113754.99),(41 113813.22),(42 114113.766),(43 114167.875),(44 113233.16),(45 112904.195),(46 113057.06),(47 113110.266),(48 112925.38),(49 113593.195),(50 112975.23),(51 113155.43),(52 113495.6),(53 114203.15),(54 115262.95),(55 115512.23),(56 115673.914),(57 116227.586),(58 116246.76),(59 116308.4),(60 116905.21),(61 116766.95),(62 117053.805),(63 117716.22),(64 118053.66),(65 118477.97),(66 118686.34),(67 118132.54),(68 118121.445),(69 118304),(70 117499.875),(71 116251.35),(72 115473.32),(73 115199.38),(74 115311.49),(75 115148.01),(76 115127.11),(77 114936.766),(78 115510.516),(79 116309.19),
(1 7193.386),(2 19397.764),(3 33379),(4 45197.086),(5 55954.21),(6 64804.79),(7 72195.695),(8 78449.05),(9 83839.43),(10 88876.484),(11 93317.35),(12 96361.484),(13 98313.66),(14 100682.57),(15 103578.33),(16 106252.695),(17 108609.98),(18 109422.86),(19 109501.96),(20 109645.77),(21 110726.53),(22 112083.07),(23 113283.48),(24 113807.695),(25 114088.17),(26 114313.336),(27 113882.664),(28 114251.58),(29 114257.54),(30 114563.484),(31 115220.44),(32 115240.09),(33 114968.34),(34 114845.96),(35 114446.914),(36 113979.586),(37 114414.35),(38 114337.7),(39 115200.38),(40 115572.73),(41 114514.984),(42 114007.734),(43 113285.11),(44 112726.055),(45 113091.445),(46 113866.914),(47 114172.03),(48 114415.96),(49 115257.984),(50 116328.42),(51 117559.53),(52 118417.09),(53 118353.22),(54 118781.91),(55 118865.195),(56 118774.74),(57 118401.75),(58 117322.53),(59 116851.15),(60 116841.945),(61 116512.15),(62 117140.36),(63 117801.07),(64 118073.45),(65 118472.36),(66 119081.8),(67 118736.45),(68 118982.03),(69 118764.2),(70 117170.78),(71 115767.93),(72 115581.27),(73 115364.125),(74 115964.96),(75 116263.51),(76 116654.25),(77 116159.74),(78 116101.164),(79 116454.22),
(1 7030.0356),(2 18993.836),(3 33524.395),(4 45246.12),(5 56011.355),(6 64545.313),(7 71428.86),(8 77239.414),(9 82007.82),(10 85718.44),(11 88944.805),(12 91033.66),(13 93657.24),(14 95955.6),(15 98465.52),(16 101269.38),(17 103724.766),(18 105654.31),(19 106717.46),(20 107499.53),(21 107777.45),(22 108555.62),(23 109424.19),(24 109639.414),(25 109439.164),(26 109782.86),(27 109941.76),(28 110602.03),(29 111209.234),(30 112199.22),(31 112630.96),(32 111643.4),(33 111299.27),(34 111235.81),(35 110325.484),(36 109433.43),(37 109191.78),(38 108541.266),(39 108544.66),(40 108839.62),(41 107532.945),(42 106741.38),(43 105916.766),(44 105500.85),(45 105395.836),(46 106223.05),(47 107052.9),(48 108012.48),(49 109209.336),(50 109607.29),(51 110633.88),(52 111678.74),(53 112544.26),(54 112862.98),(55 113131.414),(56 113777.25),(57 114336.4),(58 114538.94),(59 114637.1),(60 115404.766),(61 114463.05),(62 114736.29),(63 116535.62),(64 117189.66),(65 117317.14),(66 117020.44),(67 116608.766),(68 116824.04),(69 117069.305),(70 115273.73),(71 113471.05),(72 112356.46),(73 111949.17),(74 111766.586),(75 111532.74),(76 111308.3),(77 110702.08),(78 110028.23),(79 109547.16),
(1 6757.0063),(2 18071.023),(3 31399.861),(4 42598.063),(5 52727.977),(6 60529.367),(7 67102.08),(8 72836.18),(9 77884.09),(10 81899.195),(11 85346.41),(12 87252.06),(13 88607.72),(14 90236.09),(15 92522.99),(16 94628.09),(17 96505.61),(18 97271.78),(19 98246.95),(20 99369.48),(21 100771.73),(22 102394.46),(23 103741.25),(24 104398.11),(25 104591.46),(26 104590.664),(27 105121.31),(28 107412.5),(29 107557.54),(30 107482.46),(31 107787.47),(32 106967.54),(33 106000.484),(34 105322.69),(35 103915.414),(36 103515.984),(37 104106.1),(38 104458.67),(39 105193.664),(40 105753.5),(41 106066.945),(42 106505.055),(43 106103.664),(44 105526.5),(45 105070.13),(46 105189.63),(47 104524.945),(48 104963.51),(49 105852.86),(50 107105.01),(51 108253.836),(52 109003.484),(53 109558.414),(54 110433.55),(55 109805.24),(56 109537.92),(57 109117.84),(58 108224.164),(59 107662.88),(60 107898.36),(61 107641.87),(62 107645.08),(63 108426.2),(64 109242.66),(65 109709.94),(66 110052.27),(67 108768.76),(68 107986.375),(69 107955.82),(70 107767.85),(71 107298.46),(72 107222.8),(73 106548.98),(74 106407.46),(75 106649.02),(76 106776.93),(77 107328.84),(78 107934.51),(79 107816.76),
(1 6948.847),(2 18675.193),(3 32436.482),(4 43784.78),(5 54237.24),(6 62997.027),(7 70134.234),(8 76154.93),(9 81008.805),(10 84877.836),(11 88402.766),(12 90892.4),(13 92975.47),(14 94774.91),(15 96737.1),(16 98633.54),(17 100196.05),(18 100058.836),(19 99569.516),(20 100298.74),(21 101593.55),(22 102800.35),(23 104321.73),(24 105577.305),(25 106884.945),(26 108508.086),(27 109297.25),(28 111499.8),(29 112657.09),(30 113093.71),(31 113410.8),(32 112740.28),(33 112607.53),(34 112766.125),(35 111749.305),(36 111308.75),(37 111609.586),(38 112373.1),(39 114122.234),(40 116011.914),(41 115755.18),(42 115887.8),(43 115475.875),(44 115539.016),(45 114975.73),(46 114530.34),(47 113811.555),(48 113103.12),(49 112962.914),(50 112676.5),(51 113491.96),(52 113613.44),(53 112792.33),(54 111939.29),(55 110203.24),(56 109163.21),(57 108807.82),(58 107403.695),(59 107345.195),(60 107248.51),(61 106420.97),(62 105636.2),(63 105748.61),(64 105598.55),(65 105452.805),(66 105682.71),(67 106175.25),(68 106535.69),(69 107356.41),(70 107395.88),(71 107975.12),(72 108808.35),(73 108962.8),(74 109532.95),(75 110371.14),(76 110837.375),(77 111832.6),(78 112919.414),(79 113727.695),
(1 6905.325),(2 18907.688),(3 32980.066),(4 44529.78),(5 54492.934),(6 62371.797),(7 68856.15),(8 73928.77),(9 77493.55),(10 80661.305),(11 83870.086),(12 86273.01),(13 88455.46),(14 90735.414),(15 92707.19),(16 94840.67),(17 96622.85),(18 98229.07),(19 99803.29),(20 101021.87),(21 102664.43),(22 104149.95),(23 105592.41),(24 105618.46),(25 105895.305),(26 106379.45),(27 106473.84),(28 107261.09),(29 107934.52),(30 108550.86),(31 108798.37),(32 108079.695),(33 107681.73),(34 107176.125),(35 106291.12),(36 105865.17),(37 106516.71),(38 107018.39),(39 107627.8),(40 107834),(41 107569.15),(42 108344.91),(43 109102.82),(44 109607.24),(45 110152.66),(46 110367.87),(47 109019.24),(48 108424.5),(49 108141.63),(50 107790.875),(51 108052.82),(52 108195.625),(53 109007.98),(54 108447.59),(55 106558.516),(56 105644.33),(57 105479.67),(58 104904.41),(59 103918.98),(60 103432),(61 102777.62),(62 102507.93),(63 102561.09),(64 102990.31),(65 104018.48),(66 104474.39),(67 104599.94),(68 105533.46),(69 107485.2),(70 108859.46),(71 109882.12),(72 110660.78),(73 110731.66),(74 110969.06),(75 111238.16),(76 111485.805),(77 111859.9),(78 112906.76),(79 113627.71),
(1 6745.588),(2 18165.537),(3 31454.742),(4 42185.96),(5 51398.848),(6 59009.734),(7 65180.33),(8 70083.16),(9 73526.336),(10 75728.84),(11 77454.61),(12 78607.82),(13 79911.08),(14 81913.75),(15 83651.08),(16 85676.27),(17 87786.24),(18 89242.71),(19 90028.125),(20 91114.55),(21 92434.87),(22 93360.05),(23 94412.58),(24 94941.76),(25 95253.97),(26 95243.836),(27 95263.38),(28 95832.27),(29 96386.984),(30 97185.4),(31 97701.07),(32 96308.54),(33 95778.336),(34 95576.97),(35 94826.89),(36 94513.26),(37 94478.39),(38 94112.61),(39 94893.59),(40 95104.71),(41 94880.63),(42 95258.07),(43 96429.01),(44 97242.57),(45 98006.18),(46 98988.18),(47 99527.58),(48 100271.914),(49 102102.95),(50 103187.83),(51 103918.22),(52 104187.79),(53 104542.21),(54 105107.65),(55 105195.125),(56 105324.836),(57 104969.88),(58 104791.04),(59 105581.71),(60 106407.03),(61 105972.56),(62 105440.875),(63 105414.37),(64 104816.48),(65 105164.73),(66 105485.69),(67 105605.55),(68 105513.29),(69 105844.39),(70 105933.63),(71 106053.76),(72 106478.39),(73 106600.87),(74 106827.57),(75 107251.75),(76 106746.83),(77 106142.15),(78 106696.266),(79 107614.2),
(1 6810.3833),(2 18153.793),(3 30758.791),(4 41074.348),(5 49574.22),(6 56630.633),(7 62253.746),(8 67240.266),(9 70217.04),(10 72883.34),(11 75385.2),(12 77217.984),(13 79068.08),(14 81301.32),(15 83298.46),(16 85522.63),(17 87207.49),(18 88276.68),(19 88930.19),(20 89635.2),(21 90459.516),(22 91642.54),(23 92629.7),(24 92934.4),(25 92823.27),(26 92559.56),(27 92300.22),(28 92160.94),(29 91955.984),(30 92384.42),(31 92540.87),(32 91514.94),(33 90994.68),(34 90909.38),(35 90356.125),(36 90838.92),(37 91485.11),(38 91066.98),(39 91287.53),(40 90931.62),(41 91152.93),(42 91834.14),(43 92633.555),(44 92716.34),(45 92948.445),(46 94558.75),(47 94764.12),(48 95117.58),(49 96412.31),(50 97136.66),(51 97568.53),(52 97772.93),(53 98748.1),(54 99432.84),(55 98864.266),(56 98919.21),(57 99070.51),(58 99111.31),(59 99675.61),(60 100942.914),(61 101899.06),(62 103076.84),(63 103180.45),(64 102957.5),(65 103064.19),(66 103668.24),(67 103431.92),(68 103924.95),(69 104236.97),(70 103909.53),(71 103758.96),(72 103534.96),(73 102491.8),(74 101944.99),(75 102023.13),(76 101742.67),(77 101605.99),(78 101631.03),(79 101747.28),
(1 6521.5317),(2 17438.451),(3 30209.127),(4 40301.395),(5 48840.242),(6 55365.023),(7 60321.547),(8 64284.82),(9 67701.88),(10 71111.59),(11 74421.62),(12 76972.984),(13 79378.65),(14 81576.28),(15 82993.83),(16 84858.58),(17 86857.21),(18 87940.414),(19 88890.26),(20 90225.98),(21 91047.945),(22 91452.24),(23 91875.93),(24 91378.43),(25 90864.94),(26 90294.98),(27 90249.414),(28 91279.164),(29 91801.516),(30 92091.73),(31 92965.27),(32 92744.44),(33 92606.41),(34 92478.12),(35 91379.71),(36 91085.41),(37 91239.87),(38 90781.62),(39 90786.93),(40 91072.09),(41 91287.234),(42 92141.85),(43 92619.98),(44 92865.46),(45 93199.7),(46 93946.15),(47 94365.44),(48 94730.56),(49 94714.305),(50 94269.25),(51 93887.83),(52 93430.08),(53 93505.06),(54 93988.7),(55 93757.17),(56 93456.97),(57 94390.71),(58 95707.016),(59 97590.08),(60 99014.95),(61 99053.85),(62 99604.55),(63 99641.25),(64 99519.62),(65 100012.11),(66 100753.74),(67 101132.695),(68 101464.93),(69 101723.89),(70 101788.93),(71 101565.51),(72 101440.09),(73 100420.24),(74 99400.66),(75 98921.234),(76 98504.53),(77 98579.375),(78 98750.984),(79 98611.41),
(1 6408.2456),(2 17144.033),(3 29586.223),(4 39523.523),(5 47715.125),(6 53571.02),(7 58322.71),(8 62311.344),(9 65740.92),(10 68804.15),(11 71729.72),(12 73768.586),(13 75927.28),(14 78310.24),(15 80059.23),(16 81577.18),(17 82917.414),(18 84110.62),(19 85664.24),(20 86903.06),(21 88151.25),(22 88698.04),(23 88763.055),(24 88059.76),(25 87721.72),(26 87357.32),(27 87718.5),(28 88720.055),(29 89236.09),(30 89434.19),(31 89570.086),(32 88660.414),(33 88100.086),(34 87555.65),(35 86215.78),(36 85883.15),(37 85740.19),(38 86238.69),(39 86873.055),(40 87323.78),(41 87191.07),(42 87804.5),(43 88339.61),(44 88984.98),(45 89550),(46 90030.875),(47 90008.75),(48 90205.914),(49 90090.875),(50 89508.43),(51 89306.37),(52 89142.81),(53 88872.23),(54 88479.07),(55 88244.65),(56 88598.836),(57 89698.1),(58 90670.13),(59 92200.28),(60 94069.05),(61 94847.62),(62 95683.43),(63 96358.72),(64 96505),(65 96788.94),(66 97093.04),(67 97181.5),(68 97526.914),(69 97540.97),(70 96438.48),(71 95894.414),(72 95659.29),(73 94892.73),(74 94517.93),(75 94519.24),(76 95009.44),(77 95173),(78 95597.05),(79 94840.375),
(1 6354.6943),(2 17005.146),(3 29619.79),(4 39639.547),(5 48169.227),(6 54395.543),(7 59341.652),(8 63567.285),(9 66556.64),(10 69616.45),(11 72693.64),(12 74672.36),(13 76526.195),(14 78298.125),(15 79848.51),(16 81339.375),(17 83402.57),(18 84775.29),(19 86199.1),(20 88109.984),(21 89273.17),(22 90131.31),(23 90543.516),(24 90489.1),(25 90541.1),(26 90948.81),(27 91703.95),(28 92998.68),(29 93105.22),(30 92688.84),(31 92227.586),(32 90300.66),(33 88729.06),(34 88032.94),(35 86841.55),(36 85912.21),(37 85535.31),(38 85511.67),(39 86064.16),(40 86400.47),(41 85891.72),(42 86245),(43 86714.125),(44 87154.45),(45 87618.055),(46 88463.586),(47 88634.56),(48 88750.37),(49 88450.625),(50 88122.984),(51 87909.234),(52 88102.82),(53 88807.47),(54 89871.67),(55 90098.23),(56 90978.82),(57 92977.945),(58 94599.82),(59 95823.23),(60 96528.64),(61 96714.4),(62 97207.49),(63 97569.45),(64 97589.55),(65 97664.44),(66 97794.63),(67 98444.41),(68 99052.18),(69 100000.766),(70 99285.375),(71 98681.625),(72 98004.94),(73 97114.28),(74 96576.914),(75 96846.695),(76 96939.02),(77 96822.4),(78 97359.69),(79 97382.17),
(1 6223.475),(2 16374.013),(3 28335.287),(4 37694.977),(5 45246.188),(6 50687.21),(7 54489.67),(8 58072.574),(9 60978.766),(10 63871.68),(11 67457.94),(12 70463.96),(13 72610.44),(14 74797.266),(15 76403.49),(16 78297.25),(17 80047.914),(18 81069.9),(19 82602.04),(20 84551.64),(21 87100.15),(22 88840.1),(23 90426.61),(24 91384.305),(25 92219.53),(26 93175.72),(27 93707.305),(28 94793.66),(29 95060.85),(30 95118.37),(31 94446.57),(32 93124.07),(33 92033.02),(34 91120.445),(35 90027.6),(36 89713.56),(37 89199.836),(38 88277.984),(39 87662.875),(40 87766.68),(41 87293.06),(42 87298.55),(43 87834.75),(44 87716.16),(45 87916.23),(46 88707.414),(47 88713.17),(48 88789.41),(49 88277.445),(50 87861.17),(51 87711.836),(52 87887.7),(53 88646.72),(54 89867.164),(55 91393.43),(56 93126.18),(57 95175.25),(58 96416.836),(59 97101.21),(60 97952.664),(61 98473.08),(62 99295.06),(63 100083.805),(64 100099.516),(65 100533.89),(66 100993.56),(67 101383.41),(68 102257.75),(69 102457.42),(70 101900.53),(71 101332.01),(72 100870.695),(73 100402.2),(74 100261.04),(75 100146.59),(76 99953.1),(77 99073.98),(78 97686.43),(79 95902.22),
(1 6276.3325),(2 16535.525),(3 28402.629),(4 38157.953),(5 46011.91),(6 51936.547),(7 56173.12),(8 59847.12),(9 62631.35),(10 65343.316),(11 68398.445),(12 70723.83),(13 72938.2),(14 74555.984),(15 75487.14),(16 76513.55),(17 78061.15),(18 79203.89),(19 80367.766),(20 81753.695),(21 83474.266),(22 84931.125),(23 86182.445),(24 86606.164),(25 87279.4),(26 87824.36),(27 87701.85),(28 88077.016),(29 87699.984),(30 86970.9),(31 86231.305),(32 84459.67),(33 83322.086),(34 82609.72),(35 81853.36),(36 81744.99),(37 82006.21),(38 81514.05),(39 81362.02),(40 81274.76),(41 81009.336),(42 80784.305),(43 80493.29),(44 79790.89),(45 79544.47),(46 79551.914),(47 78974.4),(48 78575.6),(49 77924.16),(50 77790.27),(51 78567),(52 79863.94),(53 81401.45),(54 82938.2),(55 83920.76),(56 85434.664),(57 87606.516),(58 88545.42),(59 89244.82),(60 89486.48),(61 89424.664),(62 90039.33),(63 90641.09),(64 90622.55),(65 90728.57),(66 91181.79),(67 91562.73),(68 92011.664),(69 92501.23),(70 91937.195),(71 91622.6),(72 92086.88),(73 92404.64),(74 93211.51),(75 93500.62),(76 93007.18),(77 92071.766),(78 91433.02),(79 89763.21),
(1 6162.1797),(2 16333.523),(3 27669.48),(4 36796.027),(5 44127.004),(6 49623.58),(7 53788.023),(8 57043.65),(9 59483.613),(10 61478.89),(11 63104.188),(12 64189.918),(13 65493.164),(14 67141.57),(15 68844.62),(16 70631.85),(17 72050.1),(18 73286.13),(19 74928.64),(20 76594.945),(21 77438.34),(22 77996.42),(23 78563.98),(24 78691.92),(25 78853.695),(26 79431.67),(27 79953.82),(28 80438.64),(29 80218.24),(30 79921.1),(31 80050.71),(32 79508.945),(33 78983.71),(34 79046.68),(35 79021.07),(36 79433.93),(37 80013.99),(38 79751.07),(39 79592.69),(40 79822.76),(41 79648.96),(42 79945.18),(43 80804.125),(44 81409.64),(45 81991.05),(46 82270.55),(47 82313.18),(48 82307.8),(49 82405.016),(50 82632.04),(51 83601.62),(52 84233.38),(53 85077.31),(54 85827.42),(55 85600.83),(56 85830.56),(57 86831.52),(58 87316.98),(59 87755.29),(60 88157.99),(61 88254.25),(62 88563.62),(63 89331.48),(64 89340.664),(65 89705.695),(66 89645.55),(67 88996.8),(68 88453.45),(69 88520.86),(70 88192.72),(71 87883.664),(72 87925.36),(73 87460.22),(74 87212.99),(75 86635.18),(76 85896.57),(77 85361.48),(78 84961.84),(79 84228.54),
(1 6175.591),(2 16289.837),(3 27722.697),(4 36645.035),(5 43946.676),(6 49259.273),(7 52926.402),(8 55677.953),(9 57921.01),(10 59786.563),(11 61895.316),(12 62764.535),(13 63642.426),(14 64785.36),(15 66231.91),(16 67834.375),(17 69368.27),(18 70742.07),(19 72357),(20 73836.125),(21 74642.32),(22 75156.29),(23 75583.875),(24 74783.99),(25 74505.68),(26 74580.68),(27 74337.85),(28 75197.63),(29 75061.91),(30 75156.6),(31 75562.484),(32 75384.375),(33 75341.47),(34 75235.17),(35 75335.43),(36 75737.16),(37 76177.06),(38 76491.234),(39 77053.15),(40 77550.195),(41 78021.02),(42 78697.52),(43 79513.22),(44 80531.79),(45 81818.266),(46 82819.91),(47 82785.43),(48 82451.55),(49 82024.54),(50 81596.94),(51 81598),(52 81474.7),(53 81694),(54 82024.8),(55 82149.33),(56 82681.945),(57 84209.63),(58 84561.984),(59 84850.016),(60 85159.84),(61 85072.75),(62 85475.875),(63 85811.86),(64 85708.45),(65 85545.02),(66 86061.09),(67 85881.34),(68 85913.48),(69 86082.98),(70 86034.92),(71 85797.125),(72 86000.09),(73 85700.71),(74 85292.79),(75 84804.34),(76 84040.6),(77 83646.09),(78 83220.96),(79 82375.266),
