1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 414175.28),(2 703427.8),(3 819260.06),(4 1727127.6),(5 2440031.3),(6 3004833.3),(7 4233428),(8 5301897),(9 5947813.5),(10 7328056),(11 8453221),(12 9276847),(13 10827565),(14 11964139),(15 12757559),(16 14185660),(17 15285469),(18 16041823),(19 17484674),(20 18628750),(21 19324370),(22 20625606),(23 21770842),(24 22516566),(25 23831446),(26 25126538),(27 25943944),(28 27014448),(29 27993392),(30 28378536),(31 29238138),(32 30134896),(33 30701386),(34 31713890),(35 32810406),(36 33744684),(37 35102236),(38 36364830),(39 37351360),(40 38665420),(41 39672320),(42 40313396),(43 41391892),(44 42423892),(45 42870190),(46 43694332),(47 44634492),(48 44869412),(49 45514124),(50 46340830),(51 46431276),(52 46945812),(53 47732956),(54 47366016),(55 47520180),(56 47987852),(57 47462812),(58 47581524),(59 48149628),(60 47776896),(61 48176224),(62 49209250),(63 49390996),(64 50471044),(65 52078944),(66 52757120),(67 54296640),(68 56144764),(69 57088864),(70 58756468),(71 60717644),(72 61797740),(73 63418210),(74 65306750),(75 66342108),(76 67943976),(77 69883224),(78 70976220),(79 72441176),
(1 250243.3),(2 941629.06),(3 1992845.9),(4 3337604.3),(5 4880642),(6 6562049.5),(7 8325251),(8 10102995),(9 11795185),(10 13377158),(11 14807057),(12 16053461),(13 17173554),(14 18134904),(15 18920086),(16 19505942),(17 19960974),(18 20307814),(19 20538672),(20 20724462),(21 20866086),(22 20997174),(23 21142494),(24 21375916),(25 21629716),(26 21956276),(27 22374086),(28 22847028),(29 23427016),(30 24054030),(31 24646138),(32 25252722),(33 25884458),(34 26470912),(35 27022854),(36 27494302),(37 27793032),(38 27865542),(39 27729630),(40 27385600),(41 26881932),(42 26280382),(43 25544974),(44 24714384),(45 23828474),(46 22920020),(47 22069946),(48 21273944),(49 20582746),(50 19989136),(51 19560968),(52 19289790),(53 19150186),(54 19126358),(55 19188450),(56 19333676),(57 19563304),(58 19852690),(59 20143702),(60 20398916),(61 20595412),(62 20672684),(63 20637092),(64 20485612),(65 20266100),(66 19876044),(67 19422068),(68 18957688),(69 18549392),(70 18196882),(71 17965112),(72 17834492),(73 17763832),(74 17752384),(75 17831514),(76 18042430),(77 18372010),(78 18861694),(79 19457224),
(1 163773.06),(2 603012.3),(3 1260862.5),(4 2096457.6),(5 3080938),(6 4196635.5),(7 5404183.5),(8 6644652),(9 7869550.5),(10 9102543),(11 10314241),(12 11480788),(13 12563723),(14 13554051),(15 14474576),(16 15309477),(17 16023403),(18 16612483),(19 17072760),(20 17458854),(21 17792090),(22 18112546),(23 18436950),(24 18757704),(25 19001142),(26 19259002),(27 19532794),(28 19782554),(29 20046716),(30 20332816),(31 20639448),(32 20930392),(33 21187768),(34 21344898),(35 21461292),(36 21479754),(37 21351302),(38 21083024),(39 20740966),(40 20317912),(41 19841152),(42 19337278),(43 18846736),(44 18358950),(45 17951170),(46 17620366),(47 17353210),(48 17153400),(49 17007602),(50 16922954),(51 16917162),(52 16904126),(53 16908472),(54 16930840),(55 16930906),(56 16916650),(57 16859334),(58 16706336),(59 16494691),(60 16193605),(61 15832005),(62 15458807),(63 15127416),(64 14842061),(65 14591309),(66 14373163),(67 14218851),(68 14129005),(69 14156155),(70 14305160),(71 14585136),(72 14932445),(73 15349349),(74 15840848),(75 16424736),(76 17043546),(77 17667688),(78 18258362),(79 18832468),
(1 215059.88),(2 801467.1),(3 1689761.6),(4 2823522.3),(5 4143367),(6 5552939),(7 6969791.5),(8 8402328),(9 9794854),(10 11128673),(11 12362627),(12 13480540),(13 14473057),(14 15274086),(15 15920092),(16 16407700),(17 16723187),(18 16859138),(19 16853304),(20 16653522),(21 16385162),(22 16101030),(23 15780915),(24 15529160),(25 15234839),(26 14963644),(27 14689769),(28 14464607),(29 14296979),(30 14159163),(31 14086167),(32 14113029),(33 14248387),(34 14422051),(35 14647491),(36 14855688),(37 14967229),(38 15024023),(39 15078354),(40 15081082),(41 15089225),(42 15131031),(43 15155548),(44 15155013),(45 15195287),(46 15262676),(47 15349871),(48 15486083),(49 15677637),(50 15915999),(51 16190048),(52 16424955),(53 16653833),(54 16839934),(55 16885006),(56 16829262),(57 16675817),(58 16427489),(59 16151514),(60 15802094),(61 15365178),(62 14853784),(63 14295549),(64 13707397),(65 13171267),(66 12728320),(67 12426296),(68 12250644),(69 12204854),(70 12265011),(71 12359483),(72 12483543),(73 12635139),(74 12775069),(75 12921562),(76 13057531),(77 13207862),(78 13347629),(79 13414976),
(1 174244.4),(2 641276.4),(3 1333472.9),(4 2188090),(5 3120160),(6 4073528.8),(7 4970202),(8 5832948.5),(9 6644646),(10 7411441.5),(11 8129473.5),(12 8765555),(13 9272671),(14 9649791),(15 9878527),(16 9955342),(17 9923587),(18 9784378),(19 9587533),(20 9351939),(21 9152129),(22 9021578),(23 8955201),(24 8976828),(25 9052446),(26 9203087),(27 9433935),(28 9712120),(29 10034760),(30 10354396),(31 10572865),(32 10702171),(33 10758689),(34 10728203),(35 10643607),(36 10529078),(37 10356531),(38 10187483),(39 10023291),(40 9898726),(41 9857253),(42 9906208),(43 10062134),(44 10308616),(45 10674344),(46 11107192),(47 11601005),(48 12131254),(49 12632333),(50 13056113),(51 13323722),(52 13496445),(53 13587730),(54 13630426),(55 13551849),(56 13390333),(57 13146222),(58 12855340),(59 12589706),(60 12374337),(61 12186241),(62 12023603),(63 11941609),(64 11937644),(65 12039325),(66 12182515),(67 12304390),(68 12342417),(69 12286152),(70 12185925),(71 12079208),(72 11930054),(73 11726460),(74 11464692),(75 11181628),(76 10955907),(77 10782404),(78 10707969),(79 10708344),
(1 134329.64),(2 483258.38),(3 981177.9),(4 1571188.6),(5 2197690.5),(6 2831905.8),(7 3451088.5),(8 4068204.5),(9 4661488.5),(10 5255155),(11 5809386.5),(12 6316617.5),(13 6771220),(14 7194834.5),(15 7561312),(16 7825843),(17 8091584.5),(18 8291490.5),(19 8407439),(20 8516622),(21 8631800),(22 8682778),(23 8696692),(24 8731533),(25 8755121),(26 8796344),(27 8870980),(28 8957409),(29 9039692),(30 9132609),(31 9224308),(32 9359794),(33 9553201),(34 9775748),(35 10066558),(36 10417431),(37 10784353),(38 11125811),(39 11464526),(40 11787572),(41 12096962),(42 12345356),(43 12520507),(44 12650089),(45 12706322),(46 12720599),(47 12715396),(48 12701628),(49 12678324),(50 12633367),(51 12580200),(52 12573650),(53 12653779),(54 12774836),(55 12891615),(56 12987444),(57 13052370),(58 13107797),(59 13180724),(60 13299961),(61 13361176),(62 13373517),(63 13361337),(64 13271547),(65 13141239),(66 12918637),(67 12586494),(68 12157787),(69 11791169),(70 11497765),(71 11273965),(72 11124602),(73 11022036),(74 10941222),(75 10922219),(76 10979755),(77 11062266),(78 11192845),(79 11369896),
(1 177997.42),(2 639816.7),(3 1287999.5),(4 2032646.6),(5 2825709.3),(6 3625443.3),(7 4401330),(8 5135679),(9 5802541),(10 6396776),(11 6902909.5),(12 7307885.5),(13 7601197),(14 7811294),(15 7942659),(16 8008547),(17 8050842.5),(18 8070169.5),(19 8052813),(20 8045441),(21 8086385),(22 8169723.5),(23 8256343.5),(24 8339821.5),(25 8414723),(26 8488834),(27 8570692),(28 8641557),(29 8679866),(30 8696614),(31 8687247),(32 8640890),(33 8577129),(34 8490034),(35 8407787),(36 8374123.5),(37 8400875),(38 8431753),(39 8459248),(40 8472269),(41 8490388),(42 8523287),(43 8579710),(44 8668267),(45 8775519),(46 8899199),(47 9021580),(48 9136268),(49 9209751),(50 9248836),(51 9254806),(52 9243353),(53 9234081),(54 9244359),(55 9205695),(56 9163737),(57 9110897),(58 9022064),(59 8923229),(60 8843387),(61 8770740),(62 8724527),(63 8705522),(64 8707342),(65 8709894),(66 8752098),(67 8854420),(68 8995142),(69 9225026),(70 9498754),(71 9746850),(72 9966287),(73 10184188),(74 10333463),(75 10434403),(76 10508046),(77 10545781),(78 10560877),(79 10565956),
(1 169386.22),(2 613507.1),(3 1241354.6),(4 1979482.5),(5 2782576.5),(6 3598565.5),(7 4411184),(8 5188205),(9 5867086.5),(10 6425501),(11 6845014),(12 7136495),(13 7271690.5),(14 7262250.5),(15 7142233),(16 6977801.5),(17 6794918),(18 6619953.5),(19 6493299.5),(20 6444788.5),(21 6504737),(22 6646075.5),(23 6804085.5),(24 6983560.5),(25 7118998.5),(26 7257744.5),(27 7416627),(28 7558354.5),(29 7660821),(30 7689036.5),(31 7688192.5),(32 7651606.5),(33 7586152.5),(34 7528338),(35 7526441),(36 7614716),(37 7807306.5),(38 8047491),(39 8294304),(40 8526450),(41 8752264),(42 8946641),(43 9107025),(44 9208381),(45 9243655),(46 9253882),(47 9242932),(48 9215035),(49 9161785),(50 9104855),(51 9065951),(52 9019960),(53 8976186),(54 8981925),(55 9038464),(56 9128742),(57 9204756),(58 9263354),(59 9268955),(60 9227183),(61 9141700),(62 9013593),(63 8853772),(64 8690351),(65 8506414),(66 8334277),(67 8214966),(68 8133884),(69 8151609),(70 8237768.5),(71 8321584.5),(72 8417289),(73 8544429),(74 8663385),(75 8699743),(76 8651417),(77 8512785),(78 8304749.5),(79 8057799),
(1 138100.7),(2 491220.06),(3 994421.8),(4 1589629.1),(5 2215968.8),(6 2823501.5),(7 3376741.8),(8 3863530.3),(9 4282962),(10 4626718),(11 4891323.5),(12 5075069),(13 5173850),(14 5173399),(15 5109419),(16 5050902.5),(17 5020887.5),(18 5053942.5),(19 5151457.5),(20 5310555),(21 5522504.5),(22 5705091),(23 5853268.5),(24 5998120),(25 6107694),(26 6176826),(27 6191759.5),(28 6165391),(29 6089822.5),(30 5955820),(31 5821410.5),(32 5688632.5),(33 5580831),(34 5513261),(35 5481877.5),(36 5478817),(37 5499870),(38 5548405.5),(39 5611419.5),(40 5696072.5),(41 5771268),(42 5845747.5),(43 5944903),(44 6044717),(45 6128851),(46 6190530),(47 6242368),(48 6290984),(49 6359181.5),(50 6463376.5),(51 6605646),(52 6716904.5),(53 6825686.5),(54 6917145),(55 6985511.5),(56 7033296),(57 7060885.5),(58 7062860),(59 7054597),(60 7035875.5),(61 7001595),(62 6970696),(63 6959580),(64 6963750),(65 6991813.5),(66 7037249.5),(67 7130099.5),(68 7255071.5),(69 7410770),(70 7552288.5),(71 7652116),(72 7732408.5),(73 7791109),(74 7800402.5),(75 7785241.5),(76 7704226),(77 7573928),(78 7424904),(79 7281416.5),
(1 146518.67),(2 528044.9),(3 1075176.3),(4 1714077.3),(5 2389259.5),(6 3048931.5),(7 3680854),(8 4243075),(9 4706067.5),(10 5035906),(11 5244281),(12 5367898.5),(13 5411262.5),(14 5412070),(15 5388501),(16 5377568.5),(17 5383864.5),(18 5427510.5),(19 5497170),(20 5605262),(21 5741112),(22 5856676),(23 5965012),(24 6070639.5),(25 6171458),(26 6261111.5),(27 6298784),(28 6292437.5),(29 6249016),(30 6196779),(31 6168597),(32 6182746),(33 6241904.5),(34 6340247),(35 6455559.5),(36 6562654),(37 6640979),(38 6715986.5),(39 6779875.5),(40 6808914),(41 6818062),(42 6835104),(43 6861200),(44 6848837),(45 6803897),(46 6745252.5),(47 6682241),(48 6622034),(49 6578161.5),(50 6571784.5),(51 6563869),(52 6536877),(53 6509789.5),(54 6517151.5),(55 6533896.5),(56 6519814),(57 6509357.5),(58 6473763),(59 6376524.5),(60 6263220),(61 6148854),(62 6058923.5),(63 6015660.5),(64 5999676),(65 6005832),(66 6075963.5),(67 6160403.5),(68 6260145),(69 6428216),(70 6626606.5),(71 6801339.5),(72 6954011.5),(73 7054348.5),(74 7043197),(75 6937724),(76 6776509),(77 6568857),(78 6346368),(79 6132923.5),
(1 165288.97),(2 593938.6),(3 1187558.5),(4 1860202.4),(5 2533834.8),(6 3172302.8),(7 3740805.3),(8 4210155),(9 4546627),(10 4768551.5),(11 4917519.5),(12 5002271.5),(13 5021163),(14 4978329),(15 4908056),(16 4860417),(17 4853184),(18 4905062.5),(19 4989217.5),(20 5109987.5),(21 5226686.5),(22 5366743),(23 5534948),(24 5695450),(25 5811050),(26 5865718),(27 5852954),(28 5799733),(29 5704860.5),(30 5608178),(31 5531504.5),(32 5472466),(33 5421823),(34 5371323),(35 5331814),(36 5303334),(37 5307862.5),(38 5347985),(39 5397574.5),(40 5468618.5),(41 5534309),(42 5588085.5),(43 5625475.5),(44 5653292.5),(45 5666644.5),(46 5648024.5),(47 5617327.5),(48 5578877),(49 5516288),(50 5437802.5),(51 5355727.5),(52 5261821),(53 5153527.5),(54 5074860),(55 5002624.5),(56 4919276),(57 4828411.5),(58 4731555),(59 4633509),(60 4578872.5),(61 4569077),(62 4629710.5),(63 4749488),(64 4898772),(65 5063702.5),(66 5234478),(67 5387192.5),(68 5499883),(69 5604492),(70 5710639.5),(71 5743293.5),(72 5706814.5),(73 5621440),(74 5493179),(75 5339359.5),(76 5201022),(77 5078629),(78 4975159),(79 4888885),
(1 162044.1),(2 568226.3),(3 1101624.4),(4 1668152.8),(5 2226233.5),(6 2753022.3),(7 3218086.8),(8 3618342.8),(9 3947031.8),(10 4204835.5),(11 4391202),(12 4502536.5),(13 4540435),(14 4519103),(15 4479540.5),(16 4463022.5),(17 4471996.5),(18 4520702),(19 4592044.5),(20 4678543),(21 4784536),(22 4877629.5),(23 4923240),(24 4938559),(25 4911709.5),(26 4842434.5),(27 4737741),(28 4631024.5),(29 4535764),(30 4444894),(31 4377741.5),(32 4351452),(33 4355858),(34 4362384),(35 4368574.5),(36 4405591.5),(37 4477307.5),(38 4558072),(39 4642428.5),(40 4707708),(41 4753639),(42 4768459.5),(43 4768264),(44 4738797.5),(45 4657617.5),(46 4530338.5),(47 4405086),(48 4279390.5),(49 4172720.5),(50 4077913.5),(51 3992765.3),(52 3943964.3),(53 3940819.3),(54 4001649.3),(55 4094364.8),(56 4196959),(57 4292232),(58 4393072.5),(59 4501518.5),(60 4608453.5),(61 4693652),(62 4767425),(63 4817148.5),(64 4826349),(65 4806241.5),(66 4765006.5),(67 4706546.5),(68 4631926),(69 4555828.5),(70 4469146),(71 4393638.5),(72 4324205.5),(73 4251184),(74 4210066.5),(75 4201667),(76 4225070.5),(77 4276594.5),(78 4337132),(79 4413638.5),
(1 156707.8),(2 550844.5),(3 1072914.6),(4 1633958.4),(5 2189161),(6 2710397),(7 3162292),(8 3530565),(9 3797854.8),(10 3967135.5),(11 4074907.5),(12 4119899.5),(13 4139068),(14 4150707),(15 4164293),(16 4204070.5),(17 4287861),(18 4421331.5),(19 4588662),(20 4776522.5),(21 4931810),(22 5029799),(23 5071833),(24 5045533),(25 4933772.5),(26 4762852.5),(27 4580827),(28 4417250),(29 4311080.5),(30 4261537.5),(31 4269429),(32 4339982),(33 4435782),(34 4515872),(35 4576778),(36 4648161),(37 4723854),(38 4811852),(39 4882190),(40 4941160.5),(41 4986293.5),(42 5043901),(43 5079482),(44 5073731),(45 5028868),(46 4958486),(47 4881616),(48 4791340),(49 4726386),(50 4659921),(51 4578062),(52 4519042),(53 4460179.5),(54 4431406.5),(55 4436938),(56 4460737),(57 4482641.5),(58 4494553),(59 4487379.5),(60 4471572.5),(61 4464846),(62 4449097),(63 4410026),(64 4371267.5),(65 4312415),(66 4243302),(67 4185838.3),(68 4105825.8),(69 4027528),(70 3964272.5),(71 3919491.5),(72 3909241.8),(73 3922369),(74 3959361.8),(75 4018322.3),(76 4080621.3),(77 4135367),(78 4172818.3),(79 4221299),
(1 138425.39),(2 483067.4),(3 935318.9),(4 1400196.8),(5 1839516.5),(6 2230028.5),(7 2571600.8),(8 2846844),(9 3021522.3),(10 3113843),(11 3169745.5),(12 3189620),(13 3179718.3),(14 3179031),(15 3212599.8),(16 3302919),(17 3435138.5),(18 3588240.3),(19 3723240.5),(20 3835582.5),(21 3922822),(22 3977957.3),(23 4004876.8),(24 4011808),(25 3983985.8),(26 3946792.3),(27 3921648.3),(28 3899362.5),(29 3891326.3),(30 3918953.3),(31 3965647.3),(32 4015121),(33 4044797.8),(34 4067944.3),(35 4095527.5),(36 4130121),(37 4143897.3),(38 4158198.3),(39 4180752.3),(40 4205770),(41 4260351.5),(42 4343331.5),(43 4412017),(44 4451504),(45 4450133.5),(46 4404646.5),(47 4322501.5),(48 4204853),(49 4073177.8),(50 3935361.5),(51 3808657),(52 3705960.3),(53 3633272.3),(54 3611246.5),(55 3637894.8),(56 3680203.3),(57 3741379),(58 3810931.8),(59 3872893),(60 3913695.8),(61 3927071),(62 3919459),(63 3888451.8),(64 3840274.5),(65 3792841.8),(66 3741564.3),(67 3698931.8),(68 3671089),(69 3660088.3),(70 3670984.3),(71 3691974),(72 3722280.3),(73 3755070.5),(74 3784012),(75 3794889),(76 3767696),(77 3696586),(78 3604676.5),(79 3525722.8),
(1 149420.38),(2 520191.9),(3 999852.2),(4 1485672.1),(5 1936852.8),(6 2328623.3),(7 2661569),(8 2935080.3),(9 3153017),(10 3324788.5),(11 3461400.3),(12 3549815.5),(13 3599486.3),(14 3633899.8),(15 3674983.5),(16 3720567),(17 3762609.5),(18 3774567.8),(19 3752662),(20 3699290.8),(21 3640047.8),(22 3570599),(23 3499139.3),(24 3450157.8),(25 3404443.8),(26 3387360.8),(27 3435441),(28 3529130.8),(29 3601028),(30 3636579.3),(31 3653864.3),(32 3676826),(33 3701256.3),(34 3725359.8),(35 3766904.5),(36 3817314.3),(37 3853273),(38 3852382.3),(39 3846191.8),(40 3827157),(41 3797876.5),(42 3766927),(43 3712007.8),(44 3632593),(45 3550179.5),(46 3488289.8),(47 3447429),(48 3420341.3),(49 3380329),(50 3339949.5),(51 3313783.5),(52 3302413.3),(53 3306785),(54 3323197.3),(55 3328036.3),(56 3315600.8),(57 3300435.5),(58 3293255.8),(59 3310612.5),(60 3336154.3),(61 3347297.5),(62 3342468.5),(63 3324267.5),(64 3283706),(65 3235290.8),(66 3183807),(67 3149745.8),(68 3146545.5),(69 3161337.3),(70 3197629.8),(71 3253991.5),(72 3310621.8),(73 3365659),(74 3415164),(75 3460566),(76 3519079.8),(77 3603101.8),(78 3713939.5),(79 3863434),
(1 148158.38),(2 521880.44),(3 1024058.9),(4 1549819.8),(5 2050674.6),(6 2496484),(7 2859425.3),(8 3132658.3),(9 3313316.3),(10 3401431.5),(11 3445430.5),(12 3454348.5),(13 3440317.5),(14 3426149.3),(15 3427684),(16 3454406.5),(17 3489099.5),(18 3521588.5),(19 3527697),(20 3511563.5),(21 3474686.5),(22 3424619.8),(23 3352786.5),(24 3295525.3),(25 3241511.5),(26 3218014.5),(27 3208047),(28 3196616.5),(29 3201670.5),(30 3211591.5),(31 3210219.5),(32 3186604.5),(33 3134143),(34 3084450.5),(35 3041177.3),(36 3007323),(37 2994279.8),(38 3012668.5),(39 3038727),(40 3081891.3),(41 3132364),(42 3178087.8),(43 3210049),(44 3249487.8),(45 3283633.8),(46 3305364.5),(47 3307740),(48 3302511.3),(49 3300034.5),(50 3306636),(51 3328098.8),(52 3381647.8),(53 3451596.8),(54 3536168.5),(55 3572559.3),(56 3572189.3),(57 3542318.3),(58 3486957.5),(59 3435797.8),(60 3392359.8),(61 3333910.5),(62 3270078.3),(63 3229308),(64 3223414.5),(65 3261434.3),(66 3332352.8),(67 3404425.3),(68 3461419),(69 3489709.5),(70 3506537.3),(71 3513913.5),(72 3492054),(73 3440561),(74 3392419.5),(75 3367958.5),(76 3356467.3),(77 3377709.8),(78 3413789.8),(79 3449113),
(1 150713.58),(2 523712.84),(3 1009587.1),(4 1516395),(5 2007299.4),(6 2431434.8),(7 2743459.5),(8 2950670),(9 3073381.8),(10 3115235.5),(11 3126121.8),(12 3111672),(13 3089377.8),(14 3093540.5),(15 3136746.3),(16 3229286),(17 3339510.8),(18 3447375.5),(19 3521128.5),(20 3555785.3),(21 3537608.5),(22 3464957.8),(23 3374143.5),(24 3284804.5),(25 3221768),(26 3191548.8),(27 3158546.8),(28 3109672),(29 3081765.8),(30 3091486),(31 3111493),(32 3095650),(33 3060556.5),(34 3035794.5),(35 3024969.3),(36 3026262),(37 3041494.8),(38 3083184.3),(39 3158432.3),(40 3243797.3),(41 3342021.3),(42 3424966.5),(43 3496467.8),(44 3552510.5),(45 3583802.8),(46 3581073.5),(47 3548196.5),(48 3488083.8),(49 3407242.3),(50 3326735.3),(51 3250704.8),(52 3191603.5),(53 3155180),(54 3144685),(55 3142395),(56 3146282.8),(57 3156449.3),(58 3165755),(59 3159679.8),(60 3134916.5),(61 3092680.5),(62 3045244.3),(63 2991374.3),(64 2921542.8),(65 2854046),(66 2797582.8),(67 2753426.3),(68 2724977.3),(69 2710038),(70 2704493),(71 2713925),(72 2711734.3),(73 2732339.3),(74 2786686),(75 2845490),(76 2890349.3),(77 2933994.8),(78 2952131.3),(79 2945776.5),
(1 149837.94),(2 516990.66),(3 980702.4),(4 1455230.4),(5 1884190.6),(6 2242638.5),(7 2531306.3),(8 2753027),(9 2881197),(10 2941620.3),(11 2951367),(12 2939215.5),(13 2928059),(14 2926106.5),(15 2940439.8),(16 2949476.5),(17 2943721),(18 2913205.3),(19 2857066.3),(20 2791818.3),(21 2738921.8),(22 2712913),(23 2708379.8),(24 2717521.5),(25 2742126.5),(26 2785704.5),(27 2838555.8),(28 2876126.5),(29 2890410.3),(30 2894022),(31 2867814),(32 2817683.3),(33 2762115.5),(34 2712185),(35 2669308),(36 2640437.8),(37 2619184.5),(38 2617418.3),(39 2633579.5),(40 2672932.3),(41 2727735.5),(42 2819327),(43 2940764.8),(44 3061453.8),(45 3173207.8),(46 3253008.3),(47 3276574.5),(48 3237807),(49 3160713.3),(50 3062361),(51 2953114.3),(52 2874708.5),(53 2838127.3),(54 2847971),(55 2884881.5),(56 2928879.3),(57 2958332.8),(58 2977111.5),(59 2969238.5),(60 2941626.3),(61 2896145),(62 2850951.8),(63 2811423.3),(64 2771001.3),(65 2729974.5),(66 2701182.3),(67 2693839.8),(68 2702151.8),(69 2730267.8),(70 2752710.5),(71 2767309.5),(72 2777491.5),(73 2808765.3),(74 2867193.5),(75 2920217.5),(76 2962731.8),(77 2983530.8),(78 2966762.3),(79 2916626.3),
(1 148664.72),(2 512441.56),(3 976805.94),(4 1458404.4),(5 1883044.8),(6 2216968.8),(7 2470640.8),(8 2641476.5),(9 2730145.3),(10 2761757.5),(11 2747011.8),(12 2713107.5),(13 2667396.5),(14 2651082.8),(15 2669230),(16 2706290.8),(17 2742429.5),(18 2762303.8),(19 2770262.5),(20 2740387.8),(21 2698476),(22 2680854.3),(23 2676988.3),(24 2676901.8),(25 2670979.8),(26 2646493.8),(27 2609477.3),(28 2579402.3),(29 2540857.8),(30 2490787.5),(31 2442358.3),(32 2393351.5),(33 2348228.8),(34 2329012.5),(35 2333112.5),(36 2352137),(37 2399018.8),(38 2463395),(39 2540138.3),(40 2629054.8),(41 2719693.8),(42 2813999.8),(43 2888612.5),(44 2930690),(45 2947794.8),(46 2941183.3),(47 2906719.3),(48 2853121.3),(49 2764313.5),(50 2657624.5),(51 2567928),(52 2502063),(53 2444767.8),(54 2414131.3),(55 2388582.8),(56 2371897),(57 2377425.5),(58 2393707.8),(59 2416778.5),(60 2457042.8),(61 2490840.8),(62 2535315.3),(63 2579176),(64 2596194),(65 2607614.5),(66 2611877.8),(67 2615061.3),(68 2603522.3),(69 2590692.5),(70 2579269),(71 2557304.8),(72 2536151.5),(73 2514683.3),(74 2483903.3),(75 2434405),(76 2373788),(77 2306216.3),(78 2250069.3),(79 2224827.3),
