1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 144467.92),(2 262267.1),(3 389384.1),(4 634255.06),(5 885144.8),(6 1110660),(7 1441335.4),(8 1701017.6),(9 1944792.4),(10 2258795.3),(11 2579590.3),(12 2903938.8),(13 3305563.3),(14 3666553.8),(15 4044432.8),(16 4441999.5),(17 4843925.5),(18 5199955.5),(19 5577536.5),(20 5925184),(21 6238060),(22 6529374.5),(23 6877919.5),(24 7133162.5),(25 7434064),(26 7769888),(27 8119432),(28 8487919),(29 9077971),(30 9782325),(31 10433967),(32 11107619),(33 11807659),(34 12430551),(35 13269575),(36 14276347),(37 15039343),(38 16081413),(39 16896878),(40 17668676),(41 18510296),(42 19287518),(43 20140706),(44 21005954),(45 21819378),(46 22447024),(47 23181144),(48 23766830),(49 24172328),(50 24612592),(51 24971258),(52 25123626),(53 25532816),(54 25900022),(55 26199286),(56 26657438),(57 26915722),(58 27311286),(59 27733018),(60 28295222),(61 28784766),(62 29387594),(63 29909440),(64 30179450),(65 30659162),(66 30849870),(67 31219424),(68 31615902),(69 31859904),(70 32165766),(71 32551272),(72 32735638),(73 32877706),(74 33198656),(75 33305734),(76 33420432),(77 33693084),(78 33866780),(79 33928228),
(1 60.34968),(2 68.32591),(3 70.83732),(4 73.49796),(5 75.5316),(6 76.392235),(7 77.6514),(8 79.03032),(9 78.91071),(10 79.3833),(11 80.43184),(12 80.61218),(13 81.08089),(14 82.03461),(15 82.51568),(16 83.85473),(17 84.80289),(18 84.411674),(19 84.332436),(20 84.35777),(21 85.00613),(22 86.579025),(23 87.12611),(24 87.0051),(25 89.264496),(26 89.81921),(27 89.897675),(28 91.40773),(29 90.676636),(30 92.35053),(31 91.664665),(32 91.95107),(33 92.26877),(34 91.19982),(35 92.74409),(36 92.62988),(37 92.48136),(38 93.23165),(39 93.757454),(40 93.79862),(41 94.54786),(42 95.07721),(43 94.1244),(44 94.11233),(45 93.984406),(46 93.9763),(47 94.55583),(48 93.80876),(49 93.18216),(50 93.89766),(51 94.705475),(52 95.47252),(53 95.230835),(54 95.3473),(55 96.31462),(56 95.426476),(57 95.725555),(58 95.64651),(59 96.0263),(60 96.78274),(61 96.29202),(62 95.352974),(63 95.085884),(64 94.511246),(65 93.682495),(66 92.123314),(67 91.93336),(68 93.61438),(69 92.70389),(70 93.590004),(71 93.31673),(72 93.15041),(73 93.24372),(74 93.93573),(75 93.71356),(76 93.611305),(77 95.8145),(78 94.462105),(79 94.005615),
(1 59.354954),(2 67.46931),(3 70.6407),(4 72.950714),(5 74.34283),(6 75.44645),(7 77.22104),(8 78.140366),(9 78.106445),(10 78.32846),(11 78.60222),(12 79.35701),(13 79.2177),(14 79.71632),(15 80.48565),(16 82.17806),(17 82.53265),(18 82.84218),(19 83.22647),(20 84.00013),(21 84.21815),(22 84.94569),(23 85.8398),(24 85.98486),(25 87.22873),(26 88.08818),(27 88.623566),(28 89.08304),(29 89.118645),(30 90.49887),(31 90.797104),(32 91.71565),(33 92.1431),(34 92.23033),(35 93.35544),(36 92.964195),(37 93.604454),(38 93.87342),(39 94.8787),(40 94.90183),(41 94.87026),(42 94.46676),(43 94.13072),(44 94.36214),(45 94.12164),(46 94.03601),(47 94.600334),(48 95.37357),(49 95.033615),(50 95.5074),(51 96.18014),(52 95.65679),(53 95.475975),(54 96.16601),(55 96.20589),(56 95.72499),(57 96.675026),(58 97.279076),(59 95.98412),(60 95.61191),(61 94.73661),(62 93.469124),(63 94.65744),(64 94.189445),(65 94.114296),(66 93.595055),(67 92.95441),(68 92.45885),(69 92.60124),(70 93.00909),(71 92.71244),(72 92.590195),(73 91.9415),(74 92.6018),(75 92.73711),(76 92.053375),(77 92.57852),(78 92.92181),(79 92.7689),
(1 59.461685),(2 66.72473),(3 69.89749),(4 71.780975),(5 72.134834),(6 74.326935),(7 75.18134),(8 75.779686),(9 76.67026),(10 77.37712),(11 78.135124),(12 78.128624),(13 78.719345),(14 79.69605),(15 79.08948),(16 81.329216),(17 81.62782),(18 81.16642),(19 82.247055),(20 83.24711),(21 83.04917),(22 83.79849),(23 84.57237),(24 84.34323),(25 86.26139),(26 86.89566),(27 87.055374),(28 86.87421),(29 87.47616),(30 87.701645),(31 87.696396),(32 87.61023),(33 88.71049),(34 89.708954),(35 90.11024),(36 90.216194),(37 89.59796),(38 90.241325),(39 91.331406),(40 91.85207),(41 91.57935),(42 92.46106),(43 91.83025),(44 91.81943),(45 91.0852),(46 89.94352),(47 91.0358),(48 91.782814),(49 91.38914),(50 91.2885),(51 92.443634),(52 92.32296),(53 91.73837),(54 93.2394),(55 93.45974),(56 93.510086),(57 93.314095),(58 93.95708),(59 94.23746),(60 94.26659),(61 93.85978),(62 93.183876),(63 93.506325),(64 91.74316),(65 92.51701),(66 92.10833),(67 91.45896),(68 92.204704),(69 92.84588),(70 93.21014),(71 93.50727),(72 92.55119),(73 91.93898),(74 93.324104),(75 94.05148),(76 94.11629),(77 94.0054),(78 93.60704),(79 93.93384),
(1 57.985245),(2 65.2656),(3 68.74682),(4 69.86729),(5 70.779526),(6 72.54855),(7 73.093254),(8 74.540085),(9 75.841515),(10 76.321045),(11 76.13132),(12 76.78529),(13 77.30685),(14 77.873245),(15 77.96856),(16 78.7142),(17 78.82573),(18 79.23192),(19 80.793625),(20 80.95529),(21 81.34929),(22 82.120995),(23 83.20627),(24 82.99444),(25 85.26174),(26 84.712395),(27 85.716484),(28 85.73402),(29 87.38175),(30 87.6923),(31 87.407166),(32 88.10907),(33 88.2945),(34 89.578316),(35 90.30587),(36 90.41235),(37 91.06786),(38 91.568436),(39 91.94503),(40 92.88896),(41 92.217),(42 92.49531),(43 91.832504),(44 91.893265),(45 91.424416),(46 91.59295),(47 91.89757),(48 92.5783),(49 91.297874),(50 91.527534),(51 92.579185),(52 92.93932),(53 93.06244),(54 94.09051),(55 93.94724),(56 93.44577),(57 92.953255),(58 92.31727),(59 92.03405),(60 92.04854),(61 92.68602),(62 91.83184),(63 92.468796),(64 91.13113),(65 89.92217),(66 89.556885),(67 88.80023),(68 88.76096),(69 89.27734),(70 89.97829),(71 89.86797),(72 88.852554),(73 88.56446),(74 89.71131),(75 89.58622),(76 90.51075),(77 90.81973),(78 89.95592),(79 89.84479),
(1 58.371464),(2 65.846954),(3 68.896835),(4 70.236145),(5 72.382866),(6 73.698944),(7 74.353546),(8 74.691216),(9 75.159515),(10 75.95304),(11 76.047615),(12 76.458046),(13 77.690056),(14 77.665405),(15 77.99262),(16 78.91336),(17 79.10306),(18 80.08984),(19 80.79268),(20 80.98068),(21 82.05914),(22 82.25477),(23 82.84833),(24 83.78787),(25 84.83613),(26 85.50558),(27 85.78339),(28 85.73044),(29 87.157234),(30 88.072075),(31 88.32376),(32 88.41545),(33 88.61234),(34 89.45623),(35 89.756485),(36 89.41887),(37 90.17436),(38 90.53444),(39 90.64911),(40 91.45242),(41 91.02915),(42 91.2287),(43 90.42198),(44 90.88308),(45 91.16865),(46 90.31373),(47 90.49221),(48 90.27402),(49 91.323296),(50 90.924324),(51 91.55091),(52 91.81996),(53 91.96242),(54 92.874435),(55 93.353004),(56 92.503204),(57 92.82992),(58 92.00576),(59 92.280304),(60 91.91174),(61 92.03303),(62 91.15159),(63 90.91988),(64 90.47367),(65 89.853455),(66 88.03288),(67 88.22696),(68 88.27213),(69 88.15123),(70 88.19061),(71 88.1495),(72 87.06852),(73 86.846794),(74 87.512436),(75 87.86451),(76 87.5504),(77 88.99097),(78 88.41054),(79 88.6788),
(1 57.295086),(2 63.862392),(3 66.96544),(4 69.00485),(5 70.298935),(6 70.95091),(7 72.26381),(8 72.6767),(9 73.133446),(10 73.772766),(11 74.157364),(12 74.329865),(13 74.67039),(14 75.98281),(15 76.09854),(16 77.25899),(17 77.22258),(18 77.9392),(19 78.39444),(20 78.98732),(21 78.49267),(22 80.06919),(23 79.71478),(24 81.188545),(25 82.02216),(26 82.92581),(27 83.82421),(28 83.97375),(29 85.13965),(30 86.56843),(31 86.30705),(32 85.50929),(33 86.39935),(34 86.477264),(35 86.668884),(36 86.594475),(37 87.183624),(38 88.10407),(39 88.7085),(40 88.95633),(41 89.16333),(42 88.89832),(43 89.25326),(44 89.595825),(45 90.174416),(46 89.80097),(47 88.97535),(48 89.58516),(49 90.18256),(50 89.569),(51 89.473076),(52 89.79893),(53 90.21561),(54 90.51603),(55 90.54559),(56 90.59109),(57 91.47252),(58 90.97369),(59 91.39745),(60 91.33553),(61 90.199814),(62 90.4616),(63 91.05765),(64 89.60593),(65 89.70011),(66 88.12662),(67 88.95226),(68 89.066986),(69 89.100655),(70 89.4102),(71 89.669525),(72 88.45838),(73 88.457016),(74 89.38939),(75 89.81058),(76 89.19767),(77 90.27778),(78 90.600334),(79 90.47452),
(1 56.80658),(2 62.975025),(3 66.20359),(4 67.548706),(5 68.86715),(6 69.73767),(7 71.061),(8 71.8472),(9 72.63653),(10 72.99974),(11 73.658844),(12 73.31162),(13 74.36322),(14 74.966705),(15 75.22777),(16 76.06229),(17 75.85455),(18 76.26509),(19 76.81949),(20 77.170364),(21 77.723274),(22 77.946075),(23 79.28092),(24 79.90217),(25 81.17006),(26 81.48064),(27 82.415),(28 82.66155),(29 83.038864),(30 84.17482),(31 85.04792),(32 85.23546),(33 85.32952),(34 86.04937),(35 87.33329),(36 87.101814),(37 87.5605),(38 88.86981),(39 87.561844),(40 88.18123),(41 87.96209),(42 88.65938),(43 88.08279),(44 88.32491),(45 89.07806),(46 88.92256),(47 88.74033),(48 90.0166),(49 89.879585),(50 89.49585),(51 89.197945),(52 89.67796),(53 90.21995),(54 90.74439),(55 90.00988),(56 89.80687),(57 89.6065),(58 90.093414),(59 89.66062),(60 90.500046),(61 90.66263),(62 90.14928),(63 90.29848),(64 88.84996),(65 87.738106),(66 87.230606),(67 87.72645),(68 88.14387),(69 88.20088),(70 88.82281),(71 88.645836),(72 87.09653),(73 86.74958),(74 87.543724),(75 88.08728),(76 87.569855),(77 87.74194),(78 88.47512),(79 88.06525),
(1 56.49425),(2 63.346523),(3 65.98309),(4 68.1885),(5 69.35417),(6 70.39871),(7 71.32728),(8 72.52697),(9 73.50726),(10 74.10041),(11 74.34779),(12 73.88416),(13 75.32881),(14 75.54917),(15 76.209885),(16 77.30026),(17 77.41833),(18 77.745735),(19 78.68278),(20 79.022385),(21 80.22176),(22 79.139046),(23 80.32256),(24 80.91675),(25 82.36923),(26 83.294174),(27 83.62691),(28 84.01978),(29 84.234985),(30 84.77776),(31 85.31724),(32 86.12119),(33 86.59049),(34 87.14895),(35 88.47945),(36 88.52106),(37 88.63702),(38 89.2536),(39 89.83352),(40 89.42951),(41 89.707565),(42 89.79158),(43 90.278824),(44 91.50142),(45 90.6894),(46 90.67884),(47 89.92564),(48 90.50818),(49 90.0492),(50 89.575),(51 89.73949),(52 89.5893),(53 90.21283),(54 90.495865),(55 89.3212),(56 89.84963),(57 89.89545),(58 88.95136),(59 88.96872),(60 88.99687),(61 89.18887),(62 88.69741),(63 88.650665),(64 88.12778),(65 87.4095),(66 86.10811),(67 85.82499),(68 85.809006),(69 86.641785),(70 86.34558),(71 86.447655),(72 86.22737),(73 85.93191),(74 86.80717),(75 87.12769),(76 87.02543),(77 87.8332),(78 87.66567),(79 88.35722),
(1 55.87241),(2 63.179245),(3 66.28378),(4 68.19426),(5 69.41719),(6 70.35873),(7 70.999),(8 71.92093),(9 72.758446),(10 72.901634),(11 73.082756),(12 73.26041),(13 74.05931),(14 74.85875),(15 76.05518),(16 76.21757),(17 76.49752),(18 77.1707),(19 77.37577),(20 78.50698),(21 78.53164),(22 78.987404),(23 79.77042),(24 80.24271),(25 81.1118),(26 82.342415),(27 82.51562),(28 83.49975),(29 83.4517),(30 83.33037),(31 83.48205),(32 84.47513),(33 84.68939),(34 85.64484),(35 85.667885),(36 85.39353),(37 86.25995),(38 86.40417),(39 87.093925),(40 86.4142),(41 86.833954),(42 87.60517),(43 88.175),(44 89.575714),(45 89.61872),(46 89.3187),(47 88.777596),(48 89.70147),(49 89.52609),(50 88.92581),(51 90.61584),(52 89.53094),(53 90.010025),(54 91.37254),(55 90.82314),(56 91.06227),(57 90.390366),(58 89.60638),(59 89.33829),(60 89.41523),(61 89.08683),(62 87.96997),(63 88.36884),(64 87.69523),(65 87.332054),(66 86.67573),(67 86.93262),(68 87.01899),(69 86.88139),(70 87.373955),(71 87.24934),(72 87.3782),(73 86.816025),(74 87.86224),(75 86.87139),(76 87.72236),(77 87.68279),(78 87.457924),(79 87.44584),
(1 55.87236),(2 62.940052),(3 66.0254),(4 66.761314),(5 68.58651),(6 69.51106),(7 70.66295),(8 71.89805),(9 72.87902),(10 72.643005),(11 73.07572),(12 72.81018),(13 74.11138),(14 74.5338),(15 75.708824),(16 76.33811),(17 77.46628),(18 77.663216),(19 78.19252),(20 77.85482),(21 78.12793),(22 78.54992),(23 79.47551),(24 80.15617),(25 81.13033),(26 82.44699),(27 82.42515),(28 83.23075),(29 83.277336),(30 83.281296),(31 83.8725),(32 84.20487),(33 84.75055),(34 85.69765),(35 86.031784),(36 86.50438),(37 86.258804),(38 87.213264),(39 87.09854),(40 87.07651),(41 86.48312),(42 86.70041),(43 86.60359),(44 87.546104),(45 87.28847),(46 86.91126),(47 86.23877),(48 87.40677),(49 86.68817),(50 87.00418),(51 87.9086),(52 87.37736),(53 87.85228),(54 88.289536),(55 88.25995),(56 87.798134),(57 88.20447),(58 88.12623),(59 88.9877),(60 88.67089),(61 89.12905),(62 87.79068),(63 88.65345),(64 87.170364),(65 86.64139),(66 85.81892),(67 85.47558),(68 86.78665),(69 86.438446),(70 87.23169),(71 87.31577),(72 86.27321),(73 86.43397),(74 86.565384),(75 86.7041),(76 86.8915),(77 87.186195),(78 87.81914),(79 87.124275),
(1 55.405777),(2 61.898205),(3 64.430725),(4 66.054794),(5 66.67881),(6 67.87178),(7 68.663376),(8 70.49259),(9 70.8698),(10 70.68774),(11 71.63055),(12 72.35252),(13 72.5263),(14 73.40795),(15 73.420135),(16 73.875374),(17 74.809875),(18 74.31049),(19 75.257965),(20 75.040085),(21 76.215416),(22 76.019226),(23 77.05661),(24 78.09418),(25 78.1581),(26 79.43352),(27 80.06862),(28 80.3724),(29 80.23774),(30 80.902985),(31 80.48972),(32 81.76547),(33 81.97205),(34 82.50842),(35 83.016045),(36 82.76981),(37 83.68845),(38 83.58344),(39 85.32085),(40 84.41363),(41 85.08904),(42 85.16151),(43 85.904495),(44 86.73307),(45 86.408714),(46 86.7981),(47 86.54713),(48 87.13376),(49 87.519325),(50 86.861046),(51 86.262856),(52 86.895836),(53 86.817795),(54 87.86009),(55 87.14281),(56 86.33358),(57 86.60276),(58 85.47881),(59 85.912926),(60 85.7384),(61 85.67523),(62 85.37984),(63 86.43787),(64 86.11537),(65 85.42721),(66 84.35858),(67 83.18048),(68 83.52219),(69 83.81091),(70 84.56407),(71 84.55674),(72 83.44618),(73 83.548134),(74 84.34535),(75 85.41561),(76 84.768456),(77 84.85348),(78 85.29592),(79 84.59689),
(1 55.023155),(2 61.89019),(3 64.95488),(4 66.16436),(5 67.7436),(6 69.37158),(7 69.80434),(8 71.26242),(9 71.92208),(10 72.26749),(11 72.82793),(12 72.66182),(13 73.25356),(14 74.47621),(15 74.161705),(16 74.73123),(17 74.77043),(18 75.12055),(19 76.47119),(20 76.09144),(21 77.108505),(22 77.02432),(23 78.11437),(24 79.32946),(25 78.68796),(26 80.49886),(27 80.64977),(28 81.018845),(29 82.14236),(30 81.49202),(31 81.58),(32 82.280815),(33 82.4666),(34 83.08794),(35 83.02316),(36 83.78309),(37 83.7021),(38 83.88135),(39 85.17605),(40 83.60039),(41 84.14562),(42 85.1094),(43 85.080086),(44 84.76284),(45 85.20509),(46 86.10095),(47 86.30936),(48 86.99829),(49 86.95936),(50 86.65647),(51 87.51882),(52 88.23977),(53 88.60032),(54 88.93865),(55 89.072754),(56 88.54752),(57 88.38469),(58 88.36189),(59 89.317764),(60 89.24523),(61 89.35603),(62 88.55672),(63 88.378334),(64 88.11888),(65 88.30898),(66 87.963615),(67 87.039055),(68 87.68813),(69 87.343185),(70 88.22612),(71 88.3692),(72 87.52211),(73 87.888596),(74 89.044914),(75 88.600426),(76 88.50938),(77 89.83024),(78 89.62487),(79 89.3848),
(1 54.630386),(2 61.323536),(3 64.44145),(4 65.43267),(5 67.003105),(6 67.85486),(7 68.73075),(8 70.15008),(9 70.878006),(10 70.92534),(11 71.611015),(12 71.12898),(13 71.96089),(14 72.51216),(15 73.01577),(16 73.435),(17 73.61838),(18 74.86465),(19 75.85708),(20 75.78724),(21 75.968506),(22 75.62013),(23 76.10977),(24 76.66373),(25 76.49958),(26 78.19524),(27 78.93219),(28 79.90848),(29 79.76538),(30 79.51427),(31 80.4085),(32 81.28481),(33 81.36522),(34 82.41758),(35 83.13743),(36 83.3506),(37 83.293495),(38 84.00008),(39 83.30505),(40 83.71268),(41 83.32729),(42 84.23916),(43 84.20801),(44 84.33753),(45 84.36429),(46 83.75324),(47 85.31516),(48 84.73035),(49 85.054),(50 84.32948),(51 85.06922),(52 85.07075),(53 85.07155),(54 86.152306),(55 85.448006),(56 85.760635),(57 85.73474),(58 85.15327),(59 85.35452),(60 85.74181),(61 86.36024),(62 86.35397),(63 85.39628),(64 85.585106),(65 85.62439),(66 84.73911),(67 85.09037),(68 85.09661),(69 84.34182),(70 84.66949),(71 84.809525),(72 83.364975),(73 84.111465),(74 84.69589),(75 84.176506),(76 84.92135),(77 84.53685),(78 84.39118),(79 84.488625),
(1 53.467907),(2 60.66032),(3 63.269466),(4 63.981255),(5 65.534294),(6 66.6504),(7 68.083305),(8 69.63893),(9 70.66812),(10 70.76819),(11 70.21739),(12 70.74139),(13 70.69872),(14 71.61865),(15 71.84788),(16 72.66275),(17 73.4159),(18 73.39443),(19 75.0817),(20 75.69616),(21 75.72135),(22 75.01395),(23 77.16345),(24 76.42411),(25 77.28348),(26 78.657326),(27 78.92084),(28 78.89579),(29 79.9542),(30 80.591896),(31 80.492294),(32 81.06541),(33 81.22681),(34 81.61953),(35 81.63247),(36 82.23084),(37 82.84886),(38 82.45141),(39 82.704765),(40 83.00055),(41 82.53277),(42 82.08366),(43 81.53255),(44 81.584274),(45 82.24472),(46 82.829124),(47 83.16882),(48 83.851036),(49 84.43096),(50 83.94691),(51 83.80443),(52 83.39615),(53 84.754555),(54 84.92572),(55 83.553986),(56 84.646034),(57 84.04934),(58 84.06986),(59 83.966354),(60 84.09042),(61 83.75148),(62 84.52476),(63 84.29344),(64 82.90657),(65 82.245125),(66 82.16874),(67 81.454575),(68 81.99009),(69 81.53391),(70 81.72221),(71 81.45872),(72 80.89894),(73 81.468414),(74 81.71326),(75 81.535774),(76 81.89421),(77 82.0625),(78 81.93166),(79 81.583534),
(1 53.292717),(2 59.351295),(3 62.146507),(4 63.684402),(5 64.54724),(6 65.732635),(7 66.4923),(8 68.58002),(9 69.19103),(10 69.812935),(11 69.721725),(12 69.85453),(13 70.30616),(14 70.74984),(15 71.15785),(16 71.2602),(17 71.296165),(18 71.62823),(19 72.866295),(20 73.34715),(21 73.73453),(22 73.55814),(23 74.80013),(24 74.715164),(25 75.29931),(26 76.5497),(27 77.512535),(28 77.52783),(29 78.38443),(30 77.92485),(31 78.1353),(32 79.4883),(33 78.82513),(34 79.090004),(35 79.549),(36 79.93539),(37 79.96572),(38 81.4076),(39 80.80219),(40 81.65363),(41 82.643005),(42 82.239296),(43 83.20315),(44 82.949265),(45 82.692154),(46 83.52016),(47 82.920364),(48 84.00093),(49 84.32405),(50 84.75292),(51 84.95992),(52 84.797325),(53 85.49085),(54 85.67657),(55 85.20015),(56 86.14881),(57 85.67848),(58 86.360916),(59 86.00948),(60 86.30296),(61 86.047134),(62 85.427505),(63 86.405685),(64 85.23821),(65 85.77998),(66 84.96464),(67 84.57581),(68 84.808685),(69 84.467896),(70 84.95747),(71 85.325775),(72 84.44014),(73 83.73788),(74 84.43311),(75 84.02112),(76 84.34405),(77 84.426674),(78 84.47968),(79 84.961624),
(1 53.16573),(2 59.577156),(3 61.703777),(4 63.58872),(5 65.27428),(6 66.17371),(7 67.85824),(8 69.1069),(9 69.50268),(10 69.90346),(11 69.69429),(12 69.43515),(13 70.57366),(14 71.05616),(15 72.30025),(16 72.42099),(17 72.887535),(18 73.6783),(19 73.475174),(20 73.956085),(21 74.78001),(22 74.2517),(23 75.73171),(24 75.86928),(25 76.77646),(26 77.967255),(27 78.18587),(28 78.63086),(29 78.84471),(30 79.60428),(31 79.59965),(32 79.6244),(33 80.52297),(34 81.518555),(35 81.468704),(36 81.76634),(37 81.09511),(38 81.1254),(39 82.299706),(40 82.34117),(41 82.85983),(42 83.34568),(43 83.04088),(44 83.37684),(45 83.44439),(46 83.190605),(47 82.46532),(48 83.69288),(49 83.92551),(50 84.5077),(51 84.50509),(52 84.47536),(53 84.395256),(54 84.74522),(55 84.56853),(56 85.231186),(57 85.690094),(58 84.738884),(59 84.83933),(60 84.46729),(61 84.90104),(62 84.83867),(63 84.79061),(64 84.21622),(65 84.10294),(66 82.774254),(67 82.44905),(68 83.4641),(69 83.47224),(70 82.98691),(71 82.70877),(72 82.057014),(73 82.71775),(74 82.1376),(75 83.546036),(76 82.20406),(77 82.454765),(78 83.23051),(79 83.3875),
(1 53.976288),(2 60.477615),(3 63.003815),(4 64.56341),(5 65.51914),(6 65.80448),(7 66.99163),(8 68.422806),(9 68.99758),(10 70.034096),(11 69.86604),(12 69.76153),(13 70.651054),(14 71.38691),(15 71.72162),(16 71.653175),(17 72.711586),(18 73.57612),(19 73.25399),(20 74.047005),(21 74.56677),(22 74.8028),(23 75.32229),(24 75.70697),(25 76.72309),(26 78.13607),(27 79.33958),(28 79.697),(29 79.691154),(30 79.89239),(31 80.70548),(32 81.726555),(33 82.10496),(34 82.70058),(35 82.76622),(36 83.16031),(37 83.423615),(38 82.88125),(39 82.937584),(40 83.36395),(41 83.346634),(42 83.242584),(43 83.4809),(44 82.825066),(45 83.258354),(46 82.97883),(47 83.12759),(48 83.322716),(49 83.24221),(50 83.23846),(51 83.72372),(52 83.79418),(53 84.076805),(54 84.67986),(55 84.518105),(56 84.66341),(57 84.00309),(58 84.08054),(59 84.53793),(60 84.181244),(61 84.19114),(62 83.82326),(63 83.41576),(64 82.09835),(65 82.207535),(66 81.200096),(67 80.71231),(68 81.29987),(69 81.57432),(70 81.30065),(71 81.013),(72 80.603966),(73 81.17687),(74 81.716866),(75 81.63973),(76 81.23601),(77 81.13038),(78 81.65395),(79 82.316444),
(1 52.334213),(2 59.18657),(3 61.38321),(4 62.92682),(5 64.87303),(6 64.987854),(7 66.7208),(8 67.83041),(9 68.837265),(10 69.15323),(11 69.36602),(12 69.610115),(13 70.30497),(14 70.675545),(15 71.270226),(16 71.93064),(17 72.56222),(18 73.57696),(19 74.18666),(20 74.24232),(21 74.3211),(22 74.2573),(23 74.5596),(24 75.34732),(25 75.76259),(26 77.22546),(27 77.7513),(28 78.35849),(29 77.97621),(30 78.713),(31 79.04931),(32 79.112335),(33 79.73925),(34 79.76295),(35 80.53029),(36 80.58772),(37 81.4536),(38 80.84624),(39 79.96214),(40 80.54363),(41 80.34065),(42 81.67262),(43 81.25014),(44 81.46181),(45 81.7554),(46 81.91984),(47 82.35787),(48 81.628105),(49 81.06537),(50 82.11248),(51 82.95774),(52 81.828865),(53 83.21344),(54 83.91829),(55 84.3886),(56 84.51511),(57 84.12427),(58 84.180664),(59 83.680916),(60 83.15096),(61 83.8022),(62 83.44064),(63 83.76102),(64 82.77155),(65 81.92717),(66 81.41151),(67 80.32068),(68 81.50764),(69 82.06326),(70 82.46975),(71 82.643936),(72 82.07318),(73 82.3245),(74 82.59908),(75 82.502075),(76 83.00982),(77 82.55584),(78 83.21536),(79 83.1238),
