1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 527619.2),(2 863325.5),(3 889350),(4 1936940),(5 2830121.8),(6 3258826.3),(7 4783889.5),(8 6172854.5),(9 7106000.5),(10 9042185),(11 10757947),(12 11911512),(13 14185948),(14 16063923),(15 17255638),(16 19324354),(17 21461506),(18 22771718),(19 24855846),(20 27027726),(21 28628480),(22 30984984),(23 33063712),(24 33984590),(25 35479230),(26 36947252),(27 37358748),(28 38564268),(29 39405716),(30 39337908),(31 39948140),(32 40527516),(33 40418520),(34 40780572),(35 40901316),(36 40320136),(37 40956436),(38 41799004),(39 42541508),(40 44021836),(41 45063724),(42 45050304),(43 45691732),(44 46369230),(45 46457810),(46 47618268),(47 48951628),(48 49841308),(49 51361700),(50 53340656),(51 54642530),(52 56628160),(53 58737740),(54 59849004),(55 61494812),(56 63421788),(57 64511124),(58 66342796),(59 68257160),(60 68914936),(61 69699016),(62 71082390),(63 71611896),(64 72322250),(65 73533920),(66 74327576),(67 75159710),(68 76430104),(69 76808170),(70 77524900),(71 78497190),(72 78682376),(73 79224310),(74 80409910),(75 80836616),(76 81745990),(77 83356424),(78 84383140),(79 85368930),
(1 168366.45),(2 644522.8),(3 1386676.1),(4 2366111),(5 3517724.5),(6 4761050.5),(7 6063653.5),(8 7429171.5),(9 8822773),(10 10201490),(11 11510961),(12 12740828),(13 13885402),(14 14955823),(15 15921277),(16 16693660),(17 17299086),(18 17755060),(19 18030732),(20 18146970),(21 18171914),(22 18075684),(23 17889058),(24 17691306),(25 17452716),(26 17160986),(27 16938764),(28 16728615),(29 16554465),(30 16466983),(31 16405746),(32 16403258),(33 16463698),(34 16548050),(35 16622867),(36 16715079),(37 16811818),(38 16858970),(39 16909704),(40 16941658),(41 16954526),(42 16977350),(43 17027934),(44 17116380),(45 17237886),(46 17346624),(47 17420524),(48 17466602),(49 17468016),(50 17437746),(51 17392526),(52 17356040),(53 17295260),(54 17253648),(55 17257202),(56 17300764),(57 17391664),(58 17568192),(59 17764368),(60 17935380),(61 18095974),(62 18243126),(63 18301594),(64 18256008),(65 18108572),(66 17857430),(67 17558526),(68 17191652),(69 16802732),(70 16456749),(71 16099407),(72 15833344),(73 15659981),(74 15572353),(75 15604167),(76 15644903),(77 15741262),(78 15917639),(79 16177650),
(1 150697.69),(2 577375.3),(3 1239691.8),(4 2106672.3),(5 3140595.8),(6 4256699.5),(7 5426811),(8 6630616),(9 7885374.5),(10 9119700),(11 10294619),(12 11418311),(13 12425637),(14 13314288),(15 14080864),(16 14648840),(17 15089909),(18 15418603),(19 15661753),(20 15824975),(21 15976227),(22 16067481),(23 16099331),(24 16109203),(25 16040439),(26 15866885),(27 15666701),(28 15378717),(29 15025277),(30 14629176),(31 14217687),(32 13798185),(33 13411275),(34 13078069),(35 12796493),(36 12571973),(37 12398845),(38 12261968),(39 12228131),(40 12340184),(41 12559291),(42 12902780),(43 13279352),(44 13646668),(45 14070461),(46 14515903),(47 14968463),(48 15497992),(49 16040787),(50 16559627),(51 17033200),(52 17414082),(53 17674414),(54 17841384),(55 17926494),(56 17882234),(57 17733798),(58 17512142),(59 17239254),(60 16881482),(61 16442072),(62 16004573),(63 15534723),(64 15078267),(65 14693068),(66 14382733),(67 14162276),(68 14037772),(69 13977061),(70 13933208),(71 13931075),(72 14005603),(73 14178849),(74 14440405),(75 14793752),(76 15137264),(77 15457333),(78 15753904),(79 16070003),
(1 164776.36),(2 634311.8),(3 1359799.6),(4 2298784),(5 3383872.8),(6 4538298),(7 5691977),(8 6826064.5),(9 7878774),(10 8853254),(11 9712751),(12 10410057),(13 10972378),(14 11345686),(15 11550200),(16 11602031),(17 11560337),(18 11461567),(19 11277185),(20 11029935),(21 10793317),(22 10557674),(23 10314611),(24 10123406),(25 9999991),(26 9926418),(27 9922460),(28 9990035),(29 10103948),(30 10260388),(31 10448436),(32 10637905),(33 10811727),(34 10956073),(35 11071959),(36 11161539),(37 11227214),(38 11263601),(39 11250900),(40 11244800),(41 11249215),(42 11293381),(43 11371077),(44 11485144),(45 11709884),(46 11989194),(47 12259347),(48 12583273),(49 12862152),(50 13082894),(51 13333960),(52 13546588),(53 13642104),(54 13716326),(55 13761651),(56 13720046),(57 13687107),(58 13696960),(59 13673290),(60 13724301),(61 13833454),(62 13954065),(63 14023752),(64 14027932),(65 13991160),(66 13936096),(67 13866415),(68 13788274),(69 13694383),(70 13598520),(71 13491091),(72 13331319),(73 13112943),(74 12808300),(75 12440901),(76 12078418),(77 11760650),(78 11513972),(79 11293325),
(1 166592.52),(2 620945.1),(3 1313479),(4 2203208),(5 3213642),(6 4267234),(7 5349029),(8 6409146),(9 7406351.5),(10 8317975),(11 9090076),(12 9686371),(13 10145688),(14 10407391),(15 10507767),(16 10490687),(17 10440655),(18 10407825),(19 10354019),(20 10288410),(21 10239016),(22 10221158),(23 10236828),(24 10322253),(25 10460497),(26 10633905),(27 10862724),(28 11068120),(29 11230966),(30 11370806),(31 11484864),(32 11560769),(33 11601679),(34 11601359),(35 11586345),(36 11574588),(37 11548876),(38 11516492),(39 11449157),(40 11305185),(41 11138182),(42 10984193),(43 10805403),(44 10632874),(45 10515269),(46 10395539),(47 10251175),(48 10158628),(49 10123792),(50 10146369),(51 10253796),(52 10421440),(53 10613664),(54 10890422),(55 11231831),(56 11535639),(57 11854131),(58 12148063),(59 12372521),(60 12601933),(61 12824611),(62 13041679),(63 13224540),(64 13399040),(65 13542829),(66 13663674),(67 13744308),(68 13785935),(69 13836552),(70 13855877),(71 13861935),(72 13811624),(73 13744986),(74 13634208),(75 13539256),(76 13445688),(77 13351601),(78 13367498),(79 13430372),
(1 156239.33),(2 585289.8),(3 1242264.6),(4 2079788.1),(5 3050019.3),(6 4088127.8),(7 5167715.5),(8 6227596.5),(9 7205116.5),(10 8087212),(11 8850396),(12 9469685),(13 9932197),(14 10196032),(15 10304277),(16 10310731),(17 10287550),(18 10282050),(19 10326863),(20 10427603),(21 10624487),(22 10901556),(23 11220507),(24 11536768),(25 11834495),(26 12088431),(27 12327194),(28 12456750),(29 12455725),(30 12336827),(31 12113701),(32 11797724),(33 11451302),(34 11102355),(35 10798142),(36 10582716),(37 10473472),(38 10474682),(39 10624162),(40 10821788),(41 11086040),(42 11449732),(43 11849856),(44 12225050),(45 12523175),(46 12726238),(47 12787192),(48 12714906),(49 12546882),(50 12332523),(51 12110952),(52 11871207),(53 11616576),(54 11433465),(55 11301094),(56 11220046),(57 11192996),(58 11185956),(59 11221615),(60 11318383),(61 11432587),(62 11550204),(63 11674261),(64 11767599),(65 11807720),(66 11785336),(67 11702850),(68 11549141),(69 11352223),(70 11089874),(71 10804249),(72 10508843),(73 10228068),(74 10023969),(75 9898922),(76 9783859),(77 9670594),(78 9604284),(79 9605723),
(1 133253.11),(2 502204.72),(3 1067187.5),(4 1780481.3),(5 2587554.8),(6 3458580.5),(7 4359314),(8 5241672),(9 6080209),(10 6873301.5),(11 7597326.5),(12 8261783),(13 8791633),(14 9177761),(15 9467511),(16 9664414),(17 9753298),(18 9771219),(19 9752460),(20 9733927),(21 9700853),(22 9660254),(23 9604213),(24 9530210),(25 9450075),(26 9363228),(27 9267945),(28 9143018),(29 8991876),(30 8834589),(31 8660839),(32 8484414),(33 8354874.5),(34 8314242),(35 8376127.5),(36 8527202),(37 8769713),(38 9052642),(39 9391825),(40 9743707),(41 10054355),(42 10340563),(43 10589536),(44 10754537),(45 10817792),(46 10771582),(47 10602987),(48 10345003),(49 10024734),(50 9682562),(51 9370999),(52 9115748),(53 8900449),(54 8763486),(55 8716686),(56 8742858),(57 8855733),(58 9011738),(59 9211151),(60 9425316),(61 9674101),(62 9935389),(63 10179202),(64 10365310),(65 10506366),(66 10592125),(67 10625093),(68 10589314),(69 10504003),(70 10375110),(71 10217534),(72 10020154),(73 9803855),(74 9582256),(75 9377109),(76 9171629),(77 8982545),(78 8811701),(79 8663607),
(1 129456.75),(2 484187.1),(3 1009172.1),(4 1641800.8),(5 2326437.5),(6 3028712.3),(7 3706021.3),(8 4325817.5),(9 4867989.5),(10 5326229.5),(11 5694194),(12 5983492),(13 6174309),(14 6327714.5),(15 6461954),(16 6603567.5),(17 6768019.5),(18 6936610),(19 7089220.5),(20 7237918.5),(21 7361397.5),(22 7450828),(23 7512785.5),(24 7555696),(25 7593387.5),(26 7608012),(27 7605169.5),(28 7619385),(29 7668114),(30 7765754),(31 7896228),(32 8023934.5),(33 8197745.5),(34 8370666.5),(35 8524365),(36 8632659),(37 8716422),(38 8731848),(39 8748562),(40 8787459),(41 8822848),(42 8864396),(43 8888211),(44 8877661),(45 8870334),(46 8873753),(47 8870262),(48 8901252),(49 8972957),(50 9040958),(51 9096275),(52 9121697),(53 9092444),(54 9036232),(55 8952713),(56 8823979),(57 8681188),(58 8520744),(59 8374701),(60 8252288),(61 8178824.5),(62 8192197),(63 8286366),(64 8398578),(65 8541067),(66 8683308),(67 8780661),(68 8812641),(69 8782020),(70 8722202),(71 8629368),(72 8519897),(73 8410875),(74 8317938),(75 8259088.5),(76 8251821),(77 8295347),(78 8420200),(79 8616433),
(1 111291.26),(2 411151.94),(3 850210.25),(4 1385941.4),(5 1971013.9),(6 2570781.5),(7 3182060),(8 3769298.3),(9 4328703.5),(10 4845918),(11 5289516.5),(12 5702415.5),(13 6060291.5),(14 6374467.5),(15 6724580),(16 7075258.5),(17 7420760),(18 7786454.5),(19 8152318),(20 8468814),(21 8794719),(22 9134872),(23 9434209),(24 9740059),(25 10052899),(26 10306698),(27 10525362),(28 10705755),(29 10814620),(30 10898800),(31 11008175),(32 11035718),(33 11046218),(34 11039048),(35 10988732),(36 10914147),(37 10820078),(38 10695855),(39 10557869),(40 10413050),(41 10280121),(42 10102041),(43 9847428),(44 9541421),(45 9203355),(46 8820242),(47 8430993),(48 8081384),(49 7792983.5),(50 7548707),(51 7353334.5),(52 7223565),(53 7099084.5),(54 7000067),(55 6895996.5),(56 6789459.5),(57 6712159),(58 6669708.5),(59 6626768.5),(60 6579763.5),(61 6491620.5),(62 6427687),(63 6401924),(64 6402834),(65 6427334.5),(66 6492747.5),(67 6579027.5),(68 6651319.5),(69 6706179),(70 6761756.5),(71 6840529),(72 6945780.5),(73 7050327),(74 7104097),(75 7104479),(76 7105602),(77 7133576.5),(78 7172415.5),(79 7171476.5),
(1 132163.48),(2 492809.75),(3 1032666.9),(4 1685367.5),(5 2403643),(6 3141256.3),(7 3856115.5),(8 4522533),(9 5140963),(10 5698508),(11 6185060),(12 6609996.5),(13 6972699.5),(14 7275792.5),(15 7585921),(16 7896351),(17 8186634.5),(18 8472780),(19 8739968),(20 8948116),(21 9095019),(22 9176595),(23 9181908),(24 9131206),(25 9038960),(26 8927177),(27 8783280),(28 8631724),(29 8462206),(30 8283728),(31 8135115.5),(32 7974816.5),(33 7805832),(34 7639925),(35 7459221),(36 7284906.5),(37 7110110.5),(38 6898906),(39 6691986.5),(40 6514624.5),(41 6367106),(42 6269746.5),(43 6207958),(44 6171051.5),(45 6191713),(46 6266018.5),(47 6358495),(48 6481416.5),(49 6636472),(50 6793024.5),(51 6966807),(52 7128931),(53 7294495),(54 7484098.5),(55 7666709.5),(56 7849895),(57 8032921),(58 8215008.5),(59 8377705.5),(60 8497921),(61 8592554),(62 8631678),(63 8618512),(64 8545724),(65 8414968),(66 8260050.5),(67 8107370),(68 7965161.5),(69 7877246),(70 7821923),(71 7790755),(72 7769553),(73 7749877),(74 7709833.5),(75 7650007),(76 7552175.5),(77 7421251.5),(78 7305122.5),(79 7171890.5),
(1 125255.46),(2 464701.78),(3 956716.75),(4 1539980.4),(5 2163060.8),(6 2771604.8),(7 3326286.3),(8 3817366.5),(9 4243601.5),(10 4580085.5),(11 4835297),(12 5039450),(13 5205457.5),(14 5351391.5),(15 5501146),(16 5659724.5),(17 5839133),(18 6028779),(19 6208649),(20 6357821.5),(21 6487650.5),(22 6601854.5),(23 6675425.5),(24 6725127.5),(25 6748657.5),(26 6755519),(27 6757970.5),(28 6779940.5),(29 6830391.5),(30 6930648),(31 7058908),(32 7211565.5),(33 7377600),(34 7543963),(35 7665573),(36 7734794.5),(37 7753122.5),(38 7733301),(39 7656702.5),(40 7530401),(41 7379027),(42 7238126.5),(43 7093927),(44 6967217),(45 6859122.5),(46 6757614.5),(47 6669752),(48 6606247.5),(49 6551921.5),(50 6491583),(51 6429157.5),(52 6379574.5),(53 6337243),(54 6310177.5),(55 6289053.5),(56 6294829),(57 6335416),(58 6390774.5),(59 6432885),(60 6494133),(61 6564673.5),(62 6626453),(63 6684781),(64 6725692),(65 6745052),(66 6772238),(67 6797925.5),(68 6820609),(69 6849194.5),(70 6858849.5),(71 6840581),(72 6820442.5),(73 6789921.5),(74 6742449.5),(75 6672104),(76 6607854.5),(77 6560907),(78 6513270.5),(79 6482403.5),
(1 103522.16),(2 376186.56),(3 764583.3),(4 1229974.6),(5 1739663.4),(6 2258530),(7 2761084.5),(8 3217048.3),(9 3619776.5),(10 3960438.8),(11 4244919.5),(12 4487283),(13 4707824.5),(14 4882306),(15 5059896),(16 5249833.5),(17 5466855.5),(18 5655836.5),(19 5808398),(20 5951219),(21 6085058.5),(22 6170322.5),(23 6215916),(24 6240977.5),(25 6224388.5),(26 6194602),(27 6160667),(28 6124903),(29 6083012),(30 6037580),(31 5976776.5),(32 5902754.5),(33 5809762.5),(34 5701769),(35 5584589.5),(36 5447084.5),(37 5310696.5),(38 5190122),(39 5090750),(40 4999115),(41 4929942),(42 4875169),(43 4843819),(44 4818386),(45 4810429.5),(46 4781141.5),(47 4728073),(48 4672127),(49 4624126.5),(50 4598663.5),(51 4598605.5),(52 4651289.5),(53 4742711),(54 4841367),(55 4942443.5),(56 5039822.5),(57 5127032.5),(58 5225945.5),(59 5315899.5),(60 5346852.5),(61 5331238),(62 5296681),(63 5232280),(64 5151862),(65 5084947),(66 5046422.5),(67 5027800),(68 5027762.5),(69 5065567.5),(70 5128874),(71 5187818),(72 5261711),(73 5319132),(74 5349404.5),(75 5345373),(76 5351058.5),(77 5362004.5),(78 5360473.5),(79 5331408),
(1 100216.164),(2 363944.5),(3 736024.5),(4 1178058.4),(5 1650563.8),(6 2120815),(7 2559384.8),(8 2933815.5),(9 3234033),(10 3461270.5),(11 3631877.8),(12 3766711),(13 3866809.3),(14 3961289.3),(15 4097038.8),(16 4249247),(17 4415481),(18 4577902),(19 4710472.5),(20 4813491),(21 4872416.5),(22 4908295),(23 4922750),(24 4933559.5),(25 4940451),(26 4934397.5),(27 4914986.5),(28 4893254.5),(29 4866350),(30 4824963.5),(31 4781839.5),(32 4740422),(33 4687351.5),(34 4610810.5),(35 4541642.5),(36 4484549.5),(37 4438110.5),(38 4400082),(39 4402542),(40 4411819.5),(41 4433366),(42 4482274),(43 4526654.5),(44 4541290.5),(45 4531518.5),(46 4484587.5),(47 4424850),(48 4364339.5),(49 4310459.5),(50 4276713.5),(51 4272921),(52 4284952),(53 4305701.5),(54 4336076),(55 4368551.5),(56 4415176.5),(57 4475644.5),(58 4546534.5),(59 4599330.5),(60 4659665.5),(61 4713343),(62 4772483),(63 4815923.5),(64 4838354),(65 4821375),(66 4828763),(67 4889459.5),(68 4958574),(69 5023081.5),(70 5082705),(71 5120949.5),(72 5166277),(73 5192765),(74 5185500.5),(75 5145677.5),(76 5125784),(77 5125906),(78 5104230),(79 5069925),
(1 96855.945),(2 348194.22),(3 697843.75),(4 1084519.9),(5 1469499.6),(6 1813885.6),(7 2134974.3),(8 2429428.5),(9 2688985.3),(10 2911604.8),(11 3111078.8),(12 3277988.8),(13 3406491.5),(14 3506357.3),(15 3601193),(16 3695869),(17 3779807.3),(18 3843251),(19 3866216.3),(20 3837421.8),(21 3778828.8),(22 3702699.5),(23 3635021.8),(24 3568302.3),(25 3507881),(26 3468962.3),(27 3447349.5),(28 3448508.8),(29 3478261.5),(30 3523716.5),(31 3568207.8),(32 3601347),(33 3606872.5),(34 3571269.3),(35 3533073.8),(36 3514761.3),(37 3494567.5),(38 3458984.5),(39 3450768.3),(40 3452446.5),(41 3461088),(42 3497439.8),(43 3540328.3),(44 3603449.8),(45 3678806.8),(46 3756149.5),(47 3837760.8),(48 3911936),(49 3978036),(50 4030889),(51 4063476.5),(52 4096973.5),(53 4117699.3),(54 4153134.3),(55 4205460),(56 4293244.5),(57 4384517),(58 4472618.5),(59 4539442),(60 4579440.5),(61 4623615),(62 4654351),(63 4656047),(64 4647778),(65 4610575.5),(66 4572066.5),(67 4539630.5),(68 4520033.5),(69 4529922),(70 4535755.5),(71 4524425.5),(72 4515710),(73 4502113.5),(74 4470348),(75 4429533),(76 4394942),(77 4350931),(78 4321343.5),(79 4297217),
(1 106680.84),(2 388420.2),(3 787273),(4 1244442.1),(5 1703741.9),(6 2117116.8),(7 2482894.5),(8 2800869),(9 3062077.3),(10 3259624.3),(11 3414437.8),(12 3548491.5),(13 3667752.5),(14 3782708.5),(15 3926949),(16 4102884.3),(17 4282831.5),(18 4460004.5),(19 4621104.5),(20 4740889.5),(21 4821003.5),(22 4887282.5),(23 4937196.5),(24 4964730.5),(25 4960918.5),(26 4935149.5),(27 4877208),(28 4787257),(29 4677054),(30 4550156),(31 4407317.5),(32 4258129),(33 4126058),(34 4013227.5),(35 3932364.5),(36 3892912.3),(37 3865891.5),(38 3853109),(39 3851597.5),(40 3856310.8),(41 3872738.3),(42 3906513.8),(43 3951840.8),(44 4016446.3),(45 4110891.5),(46 4229984.5),(47 4372084),(48 4519901.5),(49 4645481),(50 4737649.5),(51 4753725.5),(52 4727375),(53 4660072.5),(54 4568421.5),(55 4477628),(56 4412868),(57 4380346),(58 4388341.5),(59 4424285.5),(60 4476339),(61 4543610),(62 4618724.5),(63 4715895),(64 4832219.5),(65 4941580.5),(66 5006362),(67 5011934.5),(68 4989864.5),(69 4953270),(70 4911454),(71 4882144.5),(72 4875748),(73 4905620),(74 4944920),(75 4983088.5),(76 5022328),(77 5044461),(78 5053028),(79 5053976.5),
(1 106519.266),(2 385645.47),(3 763980.2),(4 1180234.9),(5 1591654.8),(6 1954626.1),(7 2260636.8),(8 2499913.5),(9 2677167.3),(10 2807664.3),(11 2887929.3),(12 2936687.3),(13 2965313.5),(14 2979737.5),(15 3014945.5),(16 3072167.8),(17 3137903.8),(18 3207843.5),(19 3270870.5),(20 3311870.5),(21 3314784.8),(22 3278484),(23 3213783.5),(24 3145508),(25 3071250.5),(26 2987962.3),(27 2893437.3),(28 2800962.3),(29 2712927.8),(30 2639830.8),(31 2590293),(32 2571491),(33 2602548),(34 2685736.5),(35 2787098.8),(36 2900372),(37 2998613),(38 3083411.3),(39 3139874.3),(40 3179247.8),(41 3222165.3),(42 3265838.3),(43 3303328),(44 3340576),(45 3392952.5),(46 3456784.3),(47 3512235.5),(48 3540795.5),(49 3531313.8),(50 3498392.3),(51 3435736.3),(52 3360016.8),(53 3271878),(54 3172147.3),(55 3076224),(56 2993761),(57 2926616.3),(58 2879857),(59 2861583.8),(60 2884684.8),(61 2943021.8),(62 3020427.8),(63 3097889),(64 3169830.8),(65 3248573.3),(66 3328662),(67 3415060.5),(68 3498129.5),(69 3572857.5),(70 3629466.3),(71 3654502.8),(72 3647069.5),(73 3619651.5),(74 3561153.5),(75 3494351),(76 3475772),(77 3474756.3),(78 3480733.3),(79 3501944.5),
(1 104504.836),(2 370674.13),(3 721797.25),(4 1096156),(5 1455184.6),(6 1762000),(7 2010809.1),(8 2192250.3),(9 2312082.3),(10 2392928),(11 2472116.5),(12 2538309.5),(13 2585410.3),(14 2621328.5),(15 2662048.5),(16 2689447.3),(17 2709661.5),(18 2720938.8),(19 2726888.5),(20 2710871.5),(21 2675587.5),(22 2621320),(23 2561261.5),(24 2527375),(25 2534899),(26 2551209.5),(27 2566826),(28 2592920.3),(29 2636297.5),(30 2688160.5),(31 2748806),(32 2809391.3),(33 2885943.3),(34 2985226.8),(35 3103722.8),(36 3233008),(37 3343197),(38 3420485.3),(39 3465183.3),(40 3509286.5),(41 3543676.3),(42 3590295.5),(43 3647225.3),(44 3693087.5),(45 3722034.8),(46 3737621.3),(47 3741045),(48 3736125),(49 3717526.8),(50 3689128.8),(51 3637021.3),(52 3577245.8),(53 3504181.8),(54 3433324.5),(55 3376632),(56 3304549.3),(57 3211485),(58 3117894.3),(59 3006165.3),(60 2906066.8),(61 2828463.5),(62 2788263.5),(63 2771455.8),(64 2778029.3),(65 2804853.8),(66 2855070),(67 2902404.5),(68 2953290.8),(69 3010503),(70 3050162.8),(71 3064257.3),(72 3042750.5),(73 3000864),(74 2967250.3),(75 2968930.5),(76 3000765),(77 3040713.3),(78 3062836.3),(79 3082365.3),
(1 101270.1),(2 359944.88),(3 713324.56),(4 1099246.4),(5 1479161.4),(6 1810028.3),(7 2071286.9),(8 2259469.5),(9 2395414.3),(10 2497000.3),(11 2564867.3),(12 2609957.3),(13 2630300.5),(14 2633541.8),(15 2641626),(16 2642415),(17 2634467.3),(18 2603285.8),(19 2578589),(20 2570942.3),(21 2576889),(22 2597573.3),(23 2625668.3),(24 2651506.3),(25 2676604.8),(26 2693399),(27 2700231.5),(28 2707081.5),(29 2719090),(30 2733098.8),(31 2734597.3),(32 2733951.8),(33 2716078.3),(34 2678524.8),(35 2641954.3),(36 2623761.5),(37 2621546.8),(38 2627259),(39 2649063.8),(40 2684768.3),(41 2731799.5),(42 2804868),(43 2894489),(44 2988267.5),(45 3063461),(46 3105985),(47 3123009.5),(48 3119130.3),(49 3080854.5),(50 3016792.3),(51 2942810.8),(52 2871223.8),(53 2817765.3),(54 2787458.8),(55 2777414),(56 2778281.5),(57 2787458.3),(58 2794783.3),(59 2800379.8),(60 2807052.5),(61 2838330.3),(62 2902084.3),(63 2969967),(64 3011541.8),(65 3015983.8),(66 2991096.3),(67 2936594.3),(68 2866227.3),(69 2795533.8),(70 2738265.5),(71 2706907.5),(72 2705505.5),(73 2717831.8),(74 2728367),(75 2729889.8),(76 2748760.5),(77 2787091.3),(78 2826399.3),(79 2875649.5),
(1 111894.51),(2 402681.2),(3 808574.9),(4 1259754.9),(5 1703052.9),(6 2098815.3),(7 2446455),(8 2720511.3),(9 2908086.5),(10 3023400.3),(11 3085153.5),(12 3085243.5),(13 3055392.8),(14 2996025),(15 2929535),(16 2845056.8),(17 2750118.3),(18 2644752.3),(19 2557493.8),(20 2491014),(21 2464509.3),(22 2468888.3),(23 2490758.3),(24 2523165.8),(25 2558147.3),(26 2571407),(27 2559949.5),(28 2554536.5),(29 2571411),(30 2603801.5),(31 2648197.8),(32 2691537.5),(33 2737436.5),(34 2785925),(35 2825345.3),(36 2867184.3),(37 2920909.8),(38 2970961),(39 3007258.3),(40 3036194),(41 3038109.3),(42 3018334.8),(43 2986137.5),(44 2940429.8),(45 2889704.3),(46 2826537.5),(47 2766601.5),(48 2712377),(49 2678984.8),(50 2672301.3),(51 2681405.3),(52 2703993.5),(53 2724889),(54 2734191.8),(55 2728453.8),(56 2702950.3),(57 2670123.5),(58 2632544),(59 2602793),(60 2594734.3),(61 2624538.8),(62 2689847.3),(63 2756012.8),(64 2803919.3),(65 2835747.5),(66 2859389.5),(67 2885300),(68 2927589.3),(69 2972620),(70 3011287),(71 3037726.8),(72 3061273),(73 3081483),(74 3088035.8),(75 3094585.8),(76 3095021.3),(77 3072892.8),(78 3020969),(79 2967669.8),
