1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 36433.848),(2 118313.45),(3 238276.22),(4 386036.44),(5 549660.8),(6 733102.44),(7 907414.8),(8 1089099.6),(9 1266073.6),(10 1465959.3),(11 1656483.1),(12 1863287.6),(13 2071122.1),(14 2305710),(15 2544986),(16 2779943),(17 3011426.8),(18 3247025.8),(19 3469265.5),(20 3686368.8),(21 3888706.8),(22 4084638.5),(23 4258845),(24 4435320.5),(25 4619415.5),(26 4799938.5),(27 4976431.5),(28 5142689.5),(29 5320168.5),(30 5491352.5),(31 5630273.5),(32 5746076),(33 5837198),(34 5918792.5),(35 5974430.5),(36 6031340),(37 6086688),(38 6153195),(39 6214574),(40 6287613),(41 6352591.5),(42 6407616),(43 6424568.5),(44 6460925),(45 6506780),(46 6563853),(47 6618367.5),(48 6685257.5),(49 6754958),(50 6807047),(51 6845271.5),(52 6883409.5),(53 6910500),(54 6951945.5),(55 6974139),(56 6990440.5),(57 7016457.5),(58 7031718.5),(59 7044349),(60 7063153.5),(61 7089022),(62 7116220),(63 7153756),(64 7223555),(65 7271898.5),(66 7291823.5),(67 7286210),(68 7261079.5),(69 7225612.5),(70 7191442),(71 7163580),(72 7130287.5),(73 7088887.5),(74 7053359.5),(75 7038107),(76 7005980),(77 6983769),(78 6962407),(79 6936825),
(1 38467.332),(2 130220.805),(3 260098.08),(4 412307.22),(5 576999.56),(6 760367.7),(7 927756.56),(8 1088213.1),(9 1231498.8),(10 1383450.6),(11 1524211.5),(12 1676384.6),(13 1826040),(14 1990865.6),(15 2154323),(16 2304254.8),(17 2454356.8),(18 2592212.8),(19 2732025),(20 2872791),(21 2992261),(22 3103142.8),(23 3194442.3),(24 3281431.3),(25 3374768.3),(26 3478117.3),(27 3585505.8),(28 3680298.3),(29 3774501.3),(30 3870162.8),(31 3967542.3),(32 4066924),(33 4179413.8),(34 4305204.5),(35 4404441.5),(36 4514760.5),(37 4618925),(38 4728309),(39 4827262.5),(40 4940946),(41 5039986),(42 5159422.5),(43 5232795.5),(44 5331330),(45 5424115.5),(46 5519320),(47 5623586),(48 5709893.5),(49 5792302.5),(50 5857608),(51 5901356),(52 5946280),(53 5972996),(54 5999842.5),(55 6011596),(56 6005820),(57 6004436.5),(58 5988213.5),(59 5958606.5),(60 5931442),(61 5892331.5),(62 5857305.5),(63 5825865.5),(64 5821792.5),(65 5822708.5),(66 5800804),(67 5775826.5),(68 5743119.5),(69 5707811.5),(70 5687936),(71 5663589.5),(72 5628220),(73 5601622.5),(74 5585352.5),(75 5580532.5),(76 5570832),(77 5566168),(78 5571463.5),(79 5578592),
(1 34336.387),(2 111703.98),(3 219187.55),(4 343258.44),(5 475394.88),(6 617310.4),(7 753922.75),(8 885872.06),(9 1006947.5),(10 1147813.1),(11 1287465),(12 1429546.4),(13 1587476),(14 1749355.3),(15 1908348.8),(16 2069620.1),(17 2230016.3),(18 2390094.3),(19 2533387),(20 2656437),(21 2777725),(22 2882295),(23 2985394.3),(24 3108861.5),(25 3241899.5),(26 3391143),(27 3556427.5),(28 3726859.8),(29 3915390),(30 4128997),(31 4311191),(32 4499216),(33 4703380),(34 4902154),(35 5104515),(36 5299391.5),(37 5467321),(38 5595232),(39 5697991.5),(40 5778426),(41 5834589.5),(42 5902875),(43 5972475),(44 6017198),(45 6052951.5),(46 6090790.5),(47 6132590),(48 6157779),(49 6176283.5),(50 6181878),(51 6165604),(52 6152103),(53 6130272.5),(54 6110451),(55 6085944.5),(56 6051582),(57 6035810.5),(58 6021261.5),(59 6032315),(60 6054441),(61 6076450.5),(62 6108953),(63 6141364),(64 6161485),(65 6198283),(66 6240174),(67 6279119.5),(68 6310134),(69 6329770),(70 6347134),(71 6361217.5),(72 6366882.5),(73 6361220.5),(74 6369029),(75 6376562),(76 6367749),(77 6374964),(78 6389383.5),(79 6407328.5),
(1 30964.13),(2 101880.1),(3 205050.34),(4 328297.1),(5 467616.72),(6 626733.94),(7 783953.94),(8 941924.5),(9 1091899),(10 1260676.8),(11 1422138.1),(12 1601203.6),(13 1790800),(14 2000247.6),(15 2216019.3),(16 2427815.8),(17 2643119),(18 2862414.5),(19 3083168.3),(20 3305915.8),(21 3517824),(22 3706819),(23 3878967.3),(24 4050141.8),(25 4221390),(26 4392177.5),(27 4559587),(28 4710311.5),(29 4871191),(30 5035166),(31 5160358.5),(32 5266735),(33 5360670.5),(34 5469667),(35 5560393.5),(36 5636532),(37 5718393.5),(38 5798213),(39 5852605),(40 5900302),(41 5927858.5),(42 5934972),(43 5926104.5),(44 5911081),(45 5909275.5),(46 5920620),(47 5928391.5),(48 5941325),(49 5967072.5),(50 5980510),(51 5986027),(52 6000985.5),(53 6024224),(54 6039529.5),(55 6055749),(56 6068665),(57 6089908),(58 6095276),(59 6099946),(60 6112596),(61 6099371),(62 6076270),(63 6054595),(64 6041086.5),(65 6028208.5),(66 6032674.5),(67 6032031.5),(68 6008004),(69 5993124.5),(70 5980539.5),(71 5977108.5),(72 5983988),(73 5981932),(74 5989050),(75 6007895),(76 6016714),(77 6037294.5),(78 6043048.5),(79 6069223.5),
(1 30524.115),(2 98106.75),(3 188432.48),(4 295218.28),(5 410354.8),(6 529943.75),(7 643055.56),(8 747617.9),(9 845375.9),(10 935943.94),(11 1030933.2),(12 1126620.6),(13 1227682.9),(14 1343150.3),(15 1468943.9),(16 1610200),(17 1747349),(18 1903450.1),(19 2026076.5),(20 2139828.3),(21 2236091.5),(22 2323639),(23 2406762.5),(24 2484584.3),(25 2561169.3),(26 2632099.3),(27 2700808.3),(28 2776571),(29 2861145.8),(30 2949792),(31 3033007.8),(32 3114055),(33 3198195.3),(34 3279670.3),(35 3347734.3),(36 3399192.3),(37 3440672),(38 3490598),(39 3527684.8),(40 3566157.8),(41 3608014),(42 3658819),(43 3687802.8),(44 3704288),(45 3723191.8),(46 3747887),(47 3770790),(48 3801848),(49 3842698),(50 3863697),(51 3884043.5),(52 3903545.5),(53 3905571.3),(54 3906123.3),(55 3905449.3),(56 3910382.8),(57 3927250.3),(58 3972645.3),(59 4023350.3),(60 4090937),(61 4150145.5),(62 4203933.5),(63 4252767.5),(64 4304721),(65 4357345.5),(66 4442608),(67 4528808.5),(68 4617109),(69 4707189.5),(70 4796554),(71 4894341.5),(72 5011916),(73 5119817.5),(74 5243552.5),(75 5372362),(76 5488274.5),(77 5609069),(78 5720015.5),(79 5819302),
(1 30514.65),(2 100007.1),(3 197720.66),(4 315671.5),(5 442803.34),(6 582730.4),(7 709654.06),(8 830255.56),(9 947298.3),(10 1069851.5),(11 1195133.8),(12 1325260.9),(13 1467184.9),(14 1622818.8),(15 1785908.8),(16 1960742.1),(17 2147262.5),(18 2348678.5),(19 2515473),(20 2656787.3),(21 2782709.8),(22 2905804.3),(23 3032565.3),(24 3155364),(25 3279357.8),(26 3393244.8),(27 3503940.8),(28 3608530.8),(29 3708460.3),(30 3817493.8),(31 3917091.3),(32 4014772.8),(33 4110283.8),(34 4190539.8),(35 4259915.5),(36 4312057.5),(37 4361473),(38 4435467),(39 4485736.5),(40 4536062.5),(41 4564058.5),(42 4574821.5),(43 4575882.5),(44 4598818.5),(45 4623773),(46 4643235.5),(47 4655229),(48 4656337.5),(49 4670453.5),(50 4673070),(51 4683383.5),(52 4699072),(53 4722430),(54 4747485),(55 4783230.5),(56 4819977.5),(57 4854055),(58 4890143.5),(59 4932915),(60 4971061.5),(61 5004897.5),(62 5047053),(63 5096077),(64 5149312.5),(65 5209629.5),(66 5284283),(67 5354469.5),(68 5429624.5),(69 5501960.5),(70 5561535),(71 5623858.5),(72 5695965.5),(73 5768869.5),(74 5836075),(75 5907375.5),(76 5981738.5),(77 6065467),(78 6142704),(79 6226736.5),
(1 31051.684),(2 100835.164),(3 195895.4),(4 303257.06),(5 411684.63),(6 523300.25),(7 622012),(8 708844.5),(9 790553.6),(10 873819.3),(11 958647.6),(12 1047442.2),(13 1142079.1),(14 1246773.9),(15 1351633.9),(16 1447141.5),(17 1536380.3),(18 1631716.6),(19 1719171.3),(20 1804425),(21 1889050.8),(22 1960443.1),(23 2030224.5),(24 2106113.5),(25 2190479.8),(26 2270931.8),(27 2359574),(28 2456937.3),(29 2562810.8),(30 2657671),(31 2741253.8),(32 2820944.3),(33 2887767.3),(34 2944505.3),(35 3001310),(36 3043987.8),(37 3089055),(38 3133864),(39 3165981.8),(40 3202844.8),(41 3229833.3),(42 3287380.3),(43 3350349.3),(44 3421205.3),(45 3475808.5),(46 3522554.3),(47 3567743),(48 3607117.5),(49 3651553.3),(50 3691971.5),(51 3753981),(52 3830710.8),(53 3917387.3),(54 4021421.5),(55 4129770.3),(56 4253425),(57 4397099),(58 4519060.5),(59 4652991.5),(60 4787521.5),(61 4903949.5),(62 5019467),(63 5114845),(64 5213865.5),(65 5310510),(66 5408547),(67 5494936.5),(68 5570766),(69 5633828),(70 5677726.5),(71 5714985.5),(72 5778696.5),(73 5830770.5),(74 5886106.5),(75 5931048.5),(76 5980972.5),(77 6052468),(78 6137747),(79 6230042.5),
(1 32151.697),(2 102304.61),(3 198971.69),(4 305922.13),(5 416621.5),(6 528945.75),(7 630537.75),(8 727977.2),(9 825719.4),(10 940832.75),(11 1055595.1),(12 1172165.4),(13 1299051.1),(14 1423150),(15 1547663.3),(16 1665628.3),(17 1779345.6),(18 1895349),(19 2006795.9),(20 2112171.3),(21 2209256.5),(22 2297467.8),(23 2370029.3),(24 2450862),(25 2543307.8),(26 2636904.8),(27 2740375.3),(28 2837411.8),(29 2942454.8),(30 3037755.5),(31 3112208.5),(32 3189499.8),(33 3257490),(34 3331855.8),(35 3403437.5),(36 3473864.8),(37 3542260.5),(38 3619353.8),(39 3686489.3),(40 3756023.3),(41 3823984.3),(42 3876276.3),(43 3926961.8),(44 3967282.3),(45 4007852),(46 4059473.3),(47 4112238.5),(48 4169423.5),(49 4232788.5),(50 4295170),(51 4359280.5),(52 4423208),(53 4482781.5),(54 4543846.5),(55 4602886),(56 4663714.5),(57 4723373.5),(58 4769402),(59 4799673),(60 4846192.5),(61 4881098),(62 4917366),(63 4960988.5),(64 5007969),(65 5064287),(66 5133532),(67 5194206.5),(68 5246671.5),(69 5285552.5),(70 5326401),(71 5361644),(72 5399826.5),(73 5432803.5),(74 5474399),(75 5514317),(76 5552696.5),(77 5590448.5),(78 5646296),(79 5688061),
(1 30851.273),(2 98161.055),(3 189797.6),(4 292335.7),(5 396517),(6 502880.56),(7 598023.44),(8 688981.1),(9 779955.6),(10 880120.25),(11 973216),(12 1072488.6),(13 1176283.4),(14 1277946.8),(15 1374115.8),(16 1461326.6),(17 1539378),(18 1624920.5),(19 1699330.9),(20 1769636.5),(21 1827866.3),(22 1871656.3),(23 1910860.4),(24 1956055),(25 2011114.8),(26 2069331.3),(27 2137630),(28 2204484.8),(29 2282233),(30 2362999),(31 2428657),(32 2493132.8),(33 2560373.3),(34 2635526.8),(35 2701864),(36 2762519),(37 2822174.5),(38 2876450.8),(39 2927651),(40 2983866.5),(41 3040948),(42 3100093.5),(43 3141662.5),(44 3171840.5),(45 3206140.8),(46 3244659.5),(47 3281935),(48 3319761.8),(49 3353980),(50 3384853),(51 3414795.5),(52 3447401.5),(53 3489971),(54 3523535.5),(55 3556713),(56 3589972.8),(57 3622451),(58 3648801.3),(59 3673366.3),(60 3703913),(61 3725688.5),(62 3752651),(63 3785161.5),(64 3820950.8),(65 3867329),(66 3925783),(67 3967736.5),(68 4002731.5),(69 4028648.5),(70 4056256.3),(71 4084440.5),(72 4106270),(73 4132728.5),(74 4163029.3),(75 4195694),(76 4223333),(77 4258233.5),(78 4282901),(79 4300264),
(1 31020.094),(2 99580.85),(3 191495.58),(4 295499.56),(5 398822.34),(6 504017.3),(7 599747.4),(8 691209.3),(9 775649),(10 875050.4),(11 967846.25),(12 1058426.8),(13 1149981.6),(14 1237321.1),(15 1316698.3),(16 1391648.8),(17 1463631.9),(18 1542179.9),(19 1617314.1),(20 1686882.4),(21 1740217.8),(22 1774279.3),(23 1812577.6),(24 1858159.1),(25 1908037.4),(26 1951040.4),(27 1997154.6),(28 2038859.5),(29 2088409.5),(30 2133946.3),(31 2165028.3),(32 2202688.5),(33 2242332.3),(34 2284634.8),(35 2324640.3),(36 2360144.8),(37 2400633.3),(38 2463074.5),(39 2526436.5),(40 2599735),(41 2655383.3),(42 2710208),(43 2762328),(44 2816856.5),(45 2873975.3),(46 2927909.3),(47 2977998.3),(48 3025918.3),(49 3073147.8),(50 3113418.8),(51 3158818.8),(52 3205056.8),(53 3247124.8),(54 3293598.8),(55 3341367.8),(56 3389079.3),(57 3436060.3),(58 3478724.5),(59 3512024.3),(60 3553514.5),(61 3595228.8),(62 3647416.3),(63 3692624.5),(64 3731043.5),(65 3757552.5),(66 3782215),(67 3795556),(68 3809200.8),(69 3823495),(70 3839891),(71 3850405.5),(72 3860847.3),(73 3882278.5),(74 3925248),(75 3954294.5),(76 3981819.3),(77 4003873.8),(78 4010636.5),(79 4021950.3),
(1 32841.184),(2 104820.06),(3 201039.97),(4 308013.5),(5 420200.7),(6 532048.4),(7 632769.94),(8 727909.2),(9 813024.4),(10 904563.25),(11 991414.2),(12 1078761.1),(13 1168350),(14 1260935.5),(15 1348099.4),(16 1424356),(17 1484453.9),(18 1539814.6),(19 1595231),(20 1647118.5),(21 1689168.3),(22 1718776.6),(23 1750600.9),(24 1779920.6),(25 1808975.6),(26 1832893.4),(27 1853730.4),(28 1873123.6),(29 1904359.8),(30 1934547.6),(31 1973395.6),(32 2014712),(33 2043682.8),(34 2065306),(35 2088939.6),(36 2120372),(37 2156992.5),(38 2199129.3),(39 2238174),(40 2276287),(41 2320452),(42 2368642.3),(43 2424124.8),(44 2468357.8),(45 2515920),(46 2571080.8),(47 2630047),(48 2689362.8),(49 2751212.5),(50 2810020.3),(51 2863259.5),(52 2917947),(53 2960826.8),(54 3010482.3),(55 3055048.8),(56 3102838.8),(57 3150045.8),(58 3190579.8),(59 3219118),(60 3253094.5),(61 3281549.3),(62 3303548.8),(63 3323156.3),(64 3336548),(65 3337822.8),(66 3336024.3),(67 3335493.5),(68 3333984.5),(69 3330871.3),(70 3335449.3),(71 3335974.3),(72 3334515.3),(73 3334348.5),(74 3341265.3),(75 3349922.8),(76 3356549.5),(77 3367233.8),(78 3387999.5),(79 3403540.5),
(1 31806.041),(2 103308.75),(3 200892.06),(4 312230.5),(5 425715.94),(6 542778.06),(7 643865.44),(8 740626.4),(9 837655.8),(10 935660.25),(11 1033736.7),(12 1127391),(13 1219336.8),(14 1315137.5),(15 1399291.5),(16 1484101.5),(17 1569842.3),(18 1640869.8),(19 1704737.1),(20 1758239.8),(21 1812615.4),(22 1856214.9),(23 1898958.6),(24 1938274.6),(25 1964633.5),(26 1994021.5),(27 2017133.4),(28 2046416.9),(29 2094039.4),(30 2133853.8),(31 2174622.3),(32 2221688.3),(33 2271831.3),(34 2319776.8),(35 2369265.3),(36 2402107.3),(37 2416960),(38 2432591.8),(39 2452602.3),(40 2481400),(41 2516686.8),(42 2548253.8),(43 2572642.5),(44 2597858),(45 2624545.5),(46 2657559.5),(47 2687154.8),(48 2724790.5),(49 2764653.8),(50 2793168),(51 2815959.3),(52 2837395.5),(53 2858135),(54 2881149.5),(55 2897353.5),(56 2920290.8),(57 2951203.5),(58 2985644.5),(59 3016479),(60 3061585.3),(61 3095441.8),(62 3134069.5),(63 3174087.8),(64 3214154.3),(65 3244417),(66 3263035.3),(67 3278715),(68 3285837),(69 3287712.5),(70 3295422.5),(71 3295748.3),(72 3292473),(73 3296994.3),(74 3301659),(75 3304879.3),(76 3307658.8),(77 3313589),(78 3321228.3),(79 3325273),
(1 29498.672),(2 94453.97),(3 180736.2),(4 276060.47),(5 369493.8),(6 465612.75),(7 549083.2),(8 631940.56),(9 711398.8),(10 790125.75),(11 867913.9),(12 945125.5),(13 1012807.06),(14 1085717.6),(15 1153881.9),(16 1220006.6),(17 1287072.1),(18 1359378.4),(19 1406904.4),(20 1439329.3),(21 1479679.1),(22 1515535.3),(23 1545107.3),(24 1566811.1),(25 1593160.4),(26 1622574.4),(27 1649663.3),(28 1678092.3),(29 1717219.9),(30 1763311.1),(31 1805730.8),(32 1855220.5),(33 1904205.4),(34 1958982.8),(35 2018432.1),(36 2069738.6),(37 2110714.5),(38 2158385.5),(39 2205882.5),(40 2244374.3),(41 2283433.8),(42 2324791),(43 2372752.5),(44 2422805),(45 2478391),(46 2540604.8),(47 2600759),(48 2662642.5),(49 2726409),(50 2775602.3),(51 2809973),(52 2834732),(53 2847098.8),(54 2860445.5),(55 2879709.8),(56 2903605.3),(57 2938923),(58 2980739.3),(59 3024152),(60 3066826),(61 3109563),(62 3157099.5),(63 3193429.3),(64 3235832.5),(65 3267871.3),(66 3288167.5),(67 3299267),(68 3295504),(69 3291546.8),(70 3293052.3),(71 3294071),(72 3308638.3),(73 3320803),(74 3341795.3),(75 3370048.3),(76 3399750.3),(77 3436840.5),(78 3468617.8),(79 3489841),
(1 27518.367),(2 87891.36),(3 169874.28),(4 261589.94),(5 348515.47),(6 436185.28),(7 512081.66),(8 583495.06),(9 649506),(10 716950.7),(11 783532.7),(12 853176.6),(13 923943.3),(14 994919.1),(15 1061241.8),(16 1125429),(17 1190237.5),(18 1263969.8),(19 1320945.1),(20 1366142.8),(21 1410680.1),(22 1453998.8),(23 1494155.9),(24 1529997),(25 1574578.9),(26 1613813.9),(27 1650929.8),(28 1678849.6),(29 1714055.1),(30 1739036.6),(31 1756056.4),(32 1776126.6),(33 1790793.3),(34 1806007.1),(35 1823599.3),(36 1844831.6),(37 1866071.1),(38 1887971.3),(39 1911972.5),(40 1932487.5),(41 1952298.9),(42 1966462.4),(43 1985224.5),(44 1999838.9),(45 2018653.5),(46 2039567.3),(47 2065995.3),(48 2095310),(49 2127962),(50 2151277.8),(51 2170515.5),(52 2183462.8),(53 2197781.5),(54 2215623.3),(55 2241043.5),(56 2274923.3),(57 2315044.3),(58 2357648.3),(59 2389098.5),(60 2415389.8),(61 2437331.3),(62 2456371.5),(63 2466454.8),(64 2478655),(65 2487537.8),(66 2495514.3),(67 2498141.5),(68 2488973.8),(69 2481316.3),(70 2476782.3),(71 2484787.3),(72 2489457.3),(73 2483897.5),(74 2479191.8),(75 2475379),(76 2468637.3),(77 2463885.8),(78 2452200.3),(79 2449876),
(1 29942.006),(2 94702.64),(3 180832.27),(4 277179.8),(5 369149.78),(6 458232.66),(7 534713.1),(8 602796.9),(9 661890.1),(10 720265.75),(11 779649.9),(12 839737.44),(13 899778.9),(14 961955.1),(15 1022019.2),(16 1088415.9),(17 1157053.8),(18 1219923.8),(19 1266438),(20 1304876),(21 1343404.8),(22 1378205.8),(23 1402391.4),(24 1413758.4),(25 1426382.9),(26 1440984.9),(27 1458257.1),(28 1473203.4),(29 1491546.6),(30 1512357),(31 1527617.6),(32 1555938.3),(33 1584462.8),(34 1615663.3),(35 1649194.6),(36 1674265.1),(37 1704689.4),(38 1737165.5),(39 1767804.3),(40 1795496.8),(41 1823009.6),(42 1863430),(43 1898817.8),(44 1927447.9),(45 1956669),(46 1987382.8),(47 2027818),(48 2072584.1),(49 2125808.3),(50 2176425),(51 2222691.5),(52 2263485.8),(53 2301515.3),(54 2347323.3),(55 2397942.8),(56 2445645.5),(57 2500979),(58 2556649.5),(59 2603258.8),(60 2650036.5),(61 2691985),(62 2724240.3),(63 2738741),(64 2744144.3),(65 2749461),(66 2755265.5),(67 2767527),(68 2769451),(69 2772430.8),(70 2784106.3),(71 2806060),(72 2831248.8),(73 2842973.3),(74 2852321.5),(75 2859940),(76 2869438.5),(77 2878325),(78 2895147),(79 2916663.8),
(1 29775.678),(2 93410.69),(3 178686.61),(4 271112.16),(5 358286.72),(6 437281.72),(7 504209.06),(8 562033),(9 614746.56),(10 667991.7),(11 716964.75),(12 763219.8),(13 806786.94),(14 850963.06),(15 891617.7),(16 929372.75),(17 962430.3),(18 992482.7),(19 1020303.8),(20 1047516.75),(21 1075415.4),(22 1103355.8),(23 1135851.3),(24 1171049.1),(25 1209168.3),(26 1243836.3),(27 1282782.5),(28 1322500.5),(29 1366386.6),(30 1418581.9),(31 1460447.3),(32 1497940.8),(33 1537732.6),(34 1588867.4),(35 1638171),(36 1682444.6),(37 1721238.5),(38 1753080.4),(39 1782801.1),(40 1811440.6),(41 1834474.3),(42 1860965),(43 1882797.5),(44 1906553.4),(45 1935217.9),(46 1978498.6),(47 2025802.5),(48 2067063.8),(49 2117037),(50 2167165.3),(51 2220072.3),(52 2272351),(53 2317916.5),(54 2363842.3),(55 2403541.5),(56 2436882.3),(57 2473974.5),(58 2503796.8),(59 2526105.3),(60 2546262.8),(61 2555546),(62 2567968.5),(63 2573582),(64 2585584),(65 2602450.5),(66 2625257.8),(67 2635539.5),(68 2641561.3),(69 2649973.3),(70 2664894.8),(71 2680268.8),(72 2692667),(73 2702446),(74 2710674.3),(75 2718941.3),(76 2728917.8),(77 2745454.5),(78 2758196.5),(79 2773452.5),
(1 28799.428),(2 90389.22),(3 173756),(4 266228.63),(5 357620.28),(6 450055.34),(7 531727),(8 609711.44),(9 682876.06),(10 743031.4),(11 798094.06),(12 844135.3),(13 890018.5),(14 932242.1),(15 960212.25),(16 983013.7),(17 1007246.7),(18 1036040.06),(19 1065802.4),(20 1090861.1),(21 1115298.8),(22 1138155.5),(23 1170454.1),(24 1201993.1),(25 1234429.5),(26 1263162.3),(27 1292362.5),(28 1318618.3),(29 1350181.4),(30 1382721.9),(31 1414583.5),(32 1444962.3),(33 1480578.3),(34 1528228.6),(35 1574095.9),(36 1617912.5),(37 1662054.8),(38 1697549.8),(39 1735800.4),(40 1779027.3),(41 1810308.5),(42 1847531),(43 1874522.3),(44 1898059.8),(45 1928408.4),(46 1956700.5),(47 1982754.3),(48 2001768.1),(49 2025489.6),(50 2050879.3),(51 2069401.4),(52 2085320.8),(53 2095601.8),(54 2106496.3),(55 2121883),(56 2140496.3),(57 2169036),(58 2196745.3),(59 2230122.3),(60 2275132),(61 2317129.8),(62 2355638),(63 2390578.3),(64 2431053.3),(65 2475641),(66 2518255.8),(67 2550499),(68 2567523.5),(69 2567493),(70 2564465.5),(71 2561759),(72 2551751),(73 2547431.8),(74 2537558),(75 2529942.8),(76 2524241.8),(77 2528770.5),(78 2533601),(79 2527475.5),
(1 28117.268),(2 86767.336),(3 163637.14),(4 246705.23),(5 323919.13),(6 398007.13),(7 459485.13),(8 516649.8),(9 569187.6),(10 618318.56),(11 660153.9),(12 698618.2),(13 740375.7),(14 783073.94),(15 819391.4),(16 858816),(17 897242.75),(18 945580.4),(19 995518.8),(20 1045883.5),(21 1096633.4),(22 1140696.1),(23 1186931),(24 1233812.8),(25 1278100.4),(26 1319237.8),(27 1356033.3),(28 1394679.9),(29 1430147),(30 1463548.5),(31 1489955.5),(32 1511890),(33 1532573.1),(34 1555775.5),(35 1579701),(36 1606825.8),(37 1635525),(38 1668453.8),(39 1697010.4),(40 1731864.8),(41 1762063.6),(42 1793727.9),(43 1816807),(44 1842479.5),(45 1869540.9),(46 1899458.5),(47 1933044.3),(48 1964459.5),(49 1996882.9),(50 2031709),(51 2052642.5),(52 2078091.1),(53 2104626.8),(54 2127844.3),(55 2153958),(56 2175178.8),(57 2195590),(58 2217206.3),(59 2238923.3),(60 2258190),(61 2273272.8),(62 2285087.3),(63 2299769),(64 2320340.5),(65 2337410),(66 2362305),(67 2379514),(68 2393385),(69 2399519.3),(70 2399611.3),(71 2405771.3),(72 2413354.8),(73 2414348.5),(74 2413187.3),(75 2405622),(76 2403559),(77 2405497.5),(78 2412809.8),(79 2419651.8),
