1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 93100.71),(2 239491.88),(3 513159.6),(4 808813.94),(5 1196806.9),(6 1600223.9),(7 2077498),(8 2598139.8),(9 3087148),(10 3546308.3),(11 3908196.3),(12 4278253.5),(13 4586271.5),(14 4947950.5),(15 5330389),(16 5837382.5),(17 6401086.5),(18 7163907.5),(19 7903154),(20 8717941),(21 9624989),(22 10560451),(23 11686699),(24 12696507),(25 13763163),(26 14831751),(27 15963619),(28 16965888),(29 18094646),(30 19152902),(31 20404094),(32 21679380),(33 22882406),(34 24294370),(35 25770474),(36 27123034),(37 28588186),(38 29923352),(39 31141002),(40 32378766),(41 33694508),(42 34776144),(43 35776732),(44 36741284),(45 37631092),(46 38619620),(47 39605090),(48 40630870),(49 41471540),(50 42492660),(51 43567536),(52 44467420),(53 45436108),(54 46429444),(55 47362690),(56 48194252),(57 49124224),(58 49979772),(59 50993284),(60 52060324),(61 53215540),(62 54242736),(63 55580884),(64 56666884),(65 57786304),(66 58847708),(67 59745996),(68 60600948),(69 61624190),(70 62645580),(71 63612996),(72 64473170),(73 65297940),(74 66051810),(75 66685900),(76 67416700),(77 68168664),(78 69168376),(79 70004290),
(1 116592.836),(2 359572.16),(3 767335.1),(4 1251540.9),(5 1845734.1),(6 2456483.5),(7 3119712.8),(8 3751156.8),(9 4443907),(10 5075941),(11 5693276.5),(12 6264756),(13 6817689),(14 7348063.5),(15 7856190.5),(16 8378605),(17 8869839),(18 9413162),(19 9899355),(20 10385222),(21 10837350),(22 11221735),(23 11539182),(24 11728001),(25 11877863),(26 11959914),(27 11925578),(28 11810621),(29 11676548),(30 11532975),(31 11370636),(32 11152650),(33 10898838),(34 10651341),(35 10445672),(36 10249425),(37 10082400),(38 9894894),(39 9713071),(40 9516095),(41 9357187),(42 9198823),(43 9052034),(44 8919243),(45 8788125),(46 8703974),(47 8664140),(48 8690216),(49 8768602),(50 8896326),(51 9054411),(52 9269247),(53 9461159),(54 9684348),(55 9890773),(56 10091335),(57 10275558),(58 10455627),(59 10617818),(60 10766038),(61 10870215),(62 10926595),(63 10927643),(64 10870045),(65 10795871),(66 10643661),(67 10430343),(68 10198653),(69 9959939),(70 9693707),(71 9451008),(72 9250679),(73 9060805),(74 8895381),(75 8745439),(76 8644587),(77 8579664),(78 8564164),(79 8553165),
(1 152706.67),(2 478556.84),(3 1016081.44),(4 1655716.4),(5 2432143.8),(6 3245618.8),(7 4146423.8),(8 5000387.5),(9 5943033.5),(10 6798840),(11 7619072),(12 8310393.5),(13 8906092),(14 9381145),(15 9751245),(16 10064453),(17 10262961),(18 10445313),(19 10528733),(20 10606527),(21 10684052),(22 10751099),(23 10787014),(24 10787348),(25 10805890),(26 10847481),(27 10871287),(28 10849529),(29 10874671),(30 10903807),(31 10959425),(32 10964376),(33 10944800),(34 10872529),(35 10786811),(36 10701343),(37 10594390),(38 10470104),(39 10329539),(40 10132036),(41 9897909),(42 9616475),(43 9298973),(44 8956157),(45 8595526),(46 8237348.5),(47 7916482.5),(48 7632161.5),(49 7410863.5),(50 7260492),(51 7130380.5),(52 7098424),(53 7101996),(54 7168344),(55 7318160),(56 7537235.5),(57 7820438),(58 8166136),(59 8554519),(60 8998428),(61 9452084),(62 9915419),(63 10353739),(64 10737420),(65 11087149),(66 11372660),(67 11560352),(68 11702324),(69 11798817),(70 11819131),(71 11797793),(72 11725357),(73 11564669),(74 11331717),(75 11022802),(76 10686744),(77 10328917),(78 9978999),(79 9649841),
(1 151658.7),(2 467274.9),(3 990843.2),(4 1595856.4),(5 2309303),(6 3037308.8),(7 3819548.8),(8 4578527.5),(9 5322886.5),(10 6019055.5),(11 6590445.5),(12 7078762),(13 7492180),(14 7858724),(15 8137897.5),(16 8389116),(17 8589903),(18 8737318),(19 8856858),(20 8931104),(21 8987603),(22 9015539),(23 9016262),(24 9019764),(25 9051387),(26 9095175),(27 9130915),(28 9138719),(29 9132432),(30 9117301),(31 9110053),(32 9128897),(33 9141914),(34 9163128),(35 9089510),(36 9011053),(37 8897729),(38 8754356),(39 8610086),(40 8447411),(41 8252521),(42 8108915),(43 7989446.5),(44 7902316),(45 7863667),(46 7830531),(47 7813904.5),(48 7844574.5),(49 7881035),(50 7997906),(51 8038355),(52 8167127),(53 8287382),(54 8417649),(55 8545798),(56 8691575),(57 8862890),(58 9043884),(59 9222300),(60 9386334),(61 9490927),(62 9593517),(63 9636961),(64 9634851),(65 9610554),(66 9565674),(67 9510766),(68 9434008),(69 9365993),(70 9292956),(71 9208829),(72 9164668),(73 9106228),(74 9032093),(75 8920296),(76 8804606),(77 8695497),(78 8578010),(79 8472302),
(1 203018),(2 678507.25),(3 1480933.9),(4 2443089.8),(5 3606235),(6 4788750.5),(7 6039230.5),(8 7177776),(9 8320594),(10 9281583),(11 10109881),(12 10715741),(13 11170182),(14 11427443),(15 11558993),(16 11615624),(17 11612097),(18 11508399),(19 11393649),(20 11216980),(21 10975336),(22 10751374),(23 10473663),(24 10219196),(25 9996313),(26 9834625),(27 9691018),(28 9548911),(29 9411451),(30 9296404),(31 9204161),(32 9120294),(33 9020389),(34 8950364),(35 8858709),(36 8775365),(37 8657638),(38 8479772),(39 8307289),(40 8105167.5),(41 7863196),(42 7644396),(43 7420085),(44 7178966.5),(45 6974980),(46 6807229.5),(47 6685428),(48 6609526.5),(49 6604009.5),(50 6651085),(51 6753231.5),(52 6909169.5),(53 7067952),(54 7242024.5),(55 7450228),(56 7663843),(57 7908144.5),(58 8157913),(59 8372564.5),(60 8552657),(61 8663727),(62 8743825),(63 8763297),(64 8767181),(65 8764724),(66 8759716),(67 8743349),(68 8678718),(69 8642413),(70 8620173),(71 8619098),(72 8664875),(73 8733126),(74 8862952),(75 9019031),(76 9177717),(77 9335090),(78 9460597),(79 9538466),
(1 178631.47),(2 548821.3),(3 1186649.8),(4 1934446.3),(5 2839626.8),(6 3759627),(7 4723440),(8 5597531.5),(9 6475937),(10 7245839.5),(11 7951324.5),(12 8538546),(13 9007549),(14 9330993),(15 9566069),(16 9738663),(17 9800380),(18 9786780),(19 9703769),(20 9574089),(21 9381179),(22 9197444),(23 9008512),(24 8817983),(25 8630480),(26 8457088),(27 8320042.5),(28 8224879.5),(29 8170989),(30 8166280.5),(31 8158713),(32 8143533),(33 8095381.5),(34 8054039.5),(35 7955692),(36 7813759.5),(37 7662837.5),(38 7479310),(39 7290561),(40 7103859),(41 6899583),(42 6737218.5),(43 6610697.5),(44 6523021),(45 6496431.5),(46 6504003),(47 6529951),(48 6554817),(49 6592857),(50 6662087.5),(51 6704092),(52 6806368),(53 6907777),(54 7050643.5),(55 7207369),(56 7367356.5),(57 7552012.5),(58 7727581.5),(59 7874416.5),(60 7977727),(61 8034965.5),(62 8085341.5),(63 8084764.5),(64 8086248.5),(65 8088077.5),(66 8047874),(67 7989380.5),(68 7912138.5),(69 7857276.5),(70 7809510),(71 7791492.5),(72 7836731.5),(73 7898066),(74 8025161),(75 8166137),(76 8327379.5),(77 8489040),(78 8624594),(79 8717925),
(1 171690.95),(2 564968.94),(3 1196936.5),(4 1927186.3),(5 2760143.8),(6 3573681.8),(7 4358293.5),(8 4999324.5),(9 5552454.5),(10 5969144),(11 6232413),(12 6370486),(13 6423049),(14 6404374.5),(15 6339503.5),(16 6281520),(17 6259062.5),(18 6273251),(19 6347049.5),(20 6467522),(21 6608565.5),(22 6789132.5),(23 6965087),(24 7086040.5),(25 7157877.5),(26 7160287),(27 7115390),(28 7031229),(29 6933547),(30 6834367.5),(31 6733475.5),(32 6621722.5),(33 6524471.5),(34 6433436.5),(35 6357423),(36 6270805.5),(37 6216511.5),(38 6190922.5),(39 6199777),(40 6225361),(41 6262518.5),(42 6290216.5),(43 6319853.5),(44 6357041),(45 6391349.5),(46 6414417.5),(47 6427219.5),(48 6432705),(49 6411617),(50 6393819.5),(51 6313220.5),(52 6245382.5),(53 6161106),(54 6082888),(55 6012526),(56 5947810),(57 5892687.5),(58 5837939),(59 5792548.5),(60 5746779.5),(61 5713265),(62 5716611),(63 5734495),(64 5787706.5),(65 5871776),(66 5945289),(67 5978919.5),(68 5999011),(69 5991833),(70 5974537),(71 5955709),(72 5954901),(73 5972547),(74 6011896.5),(75 6042528),(76 6079478),(77 6114474.5),(78 6151509.5),(79 6203889),
(1 155858.23),(2 485932.47),(3 1027943.3),(4 1643195.1),(5 2396966.3),(6 3150846),(7 3968885.3),(8 4678339),(9 5414789),(10 6004172),(11 6481738),(12 6818755.5),(13 7063359),(14 7196907),(15 7220849.5),(16 7186803.5),(17 7127462),(18 7036700),(19 6977746),(20 6874603.5),(21 6772791),(22 6702149),(23 6673729),(24 6693727),(25 6736653),(26 6762981.5),(27 6762248.5),(28 6722746),(29 6675445),(30 6598057.5),(31 6476601),(32 6312474),(33 6125109.5),(34 5949318),(35 5715319),(36 5482935.5),(37 5263008.5),(38 5044309.5),(39 4867822.5),(40 4706592),(41 4576543),(42 4485852),(43 4457930),(44 4494086),(45 4575654),(46 4682156.5),(47 4823587),(48 5028598.5),(49 5261347.5),(50 5553423.5),(51 5802878.5),(52 6044302.5),(53 6275301),(54 6453435),(55 6553408),(56 6595735.5),(57 6605349),(58 6563045),(59 6492669.5),(60 6362773.5),(61 6190385.5),(62 5996073),(63 5820750.5),(64 5652815.5),(65 5488550),(66 5379865),(67 5255043),(68 5151606.5),(69 5094218),(70 5045533.5),(71 5045855),(72 5103963.5),(73 5163852.5),(74 5253620),(75 5352950.5),(76 5450159.5),(77 5545192.5),(78 5637248),(79 5716647),
(1 150657.48),(2 484640.03),(3 1012494.94),(4 1610850),(5 2322668),(6 3008862),(7 3702393.8),(8 4301056.5),(9 4877827),(10 5365704),(11 5742305),(12 5980197),(13 6112016.5),(14 6127174.5),(15 6055895),(16 5927604.5),(17 5801256),(18 5679718),(19 5608076.5),(20 5547124.5),(21 5505997),(22 5459475),(23 5427910.5),(24 5397147.5),(25 5368081.5),(26 5333037.5),(27 5288536),(28 5234460.5),(29 5165220.5),(30 5080079.5),(31 4966851),(32 4853489.5),(33 4745596),(34 4651083),(35 4563710.5),(36 4479252.5),(37 4424214.5),(38 4384709.5),(39 4362900),(40 4344913.5),(41 4341382.5),(42 4354440),(43 4400641.5),(44 4471551),(45 4590987.5),(46 4750303),(47 4934659),(48 5125928),(49 5343567.5),(50 5599662.5),(51 5800337),(52 6029366),(53 6181755.5),(54 6296715),(55 6337505.5),(56 6296480),(57 6197689),(58 6036789.5),(59 5803342.5),(60 5512214.5),(61 5208175.5),(62 4917325.5),(63 4635651),(64 4413786),(65 4241332),(66 4147091),(67 4081632),(68 4079487),(69 4175745),(70 4330168.5),(71 4537447),(72 4780885),(73 5021784.5),(74 5259053),(75 5455109),(76 5605107.5),(77 5702633.5),(78 5744531.5),(79 5744784.5),
(1 142329.06),(2 458325.88),(3 959135.75),(4 1529841.3),(5 2204685.5),(6 2855807.8),(7 3516880.8),(8 4033625.5),(9 4552023.5),(10 4965402),(11 5336412),(12 5595578),(13 5801256),(14 5958640.5),(15 6054382),(16 6101689),(17 6122214),(18 6092503),(19 6049996),(20 5966684),(21 5843544.5),(22 5681708),(23 5497518),(24 5308346),(25 5125122),(26 4975215),(27 4829919.5),(28 4691186),(29 4530661),(30 4378866),(31 4226531),(32 4114278.3),(33 4049429.8),(34 4056277.8),(35 4096528.5),(36 4175104.5),(37 4267650.5),(38 4368873.5),(39 4463680.5),(40 4544617),(41 4599553.5),(42 4650213),(43 4698962),(44 4746300),(45 4781900),(46 4794411.5),(47 4783075),(48 4755831),(49 4722013.5),(50 4734642),(51 4707321),(52 4723354),(53 4704544.5),(54 4695747.5),(55 4697147.5),(56 4693539),(57 4698942),(58 4725501),(59 4758868.5),(60 4795695),(61 4835344),(62 4878413),(63 4954894),(64 5036758),(65 5112205),(66 5202499.5),(67 5283406),(68 5379822.5),(69 5491826.5),(70 5597264),(71 5679781.5),(72 5757220),(73 5785799),(74 5811820),(75 5816840.5),(76 5785460),(77 5713148.5),(78 5588408),(79 5434192),
(1 122854.08),(2 379786.16),(3 769258.8),(4 1200123.8),(5 1675647.6),(6 2117250.8),(7 2537793.3),(8 2862451.5),(9 3114883),(10 3317333.3),(11 3438200.8),(12 3524771.5),(13 3566410.8),(14 3584842.5),(15 3569854.5),(16 3495100),(17 3435208.5),(18 3349626),(19 3280115.5),(20 3207268.3),(21 3149670.8),(22 3127521.3),(23 3144494),(24 3185006.8),(25 3254059.3),(26 3314084),(27 3376758.3),(28 3438649),(29 3493782.5),(30 3539189),(31 3569641.5),(32 3598713.8),(33 3628759),(34 3667683.5),(35 3702117.3),(36 3745588),(37 3799288.3),(38 3842344.8),(39 3899021),(40 3957912.8),(41 3986686.8),(42 4012644.8),(43 4009208.3),(44 3982190.3),(45 3942490.8),(46 3881955),(47 3811878),(48 3731410.5),(49 3642314.5),(50 3561031),(51 3471818.8),(52 3443913.5),(53 3433403.8),(54 3451451.3),(55 3480593.8),(56 3512892.3),(57 3535662.8),(58 3553074.5),(59 3567174.8),(60 3570444.5),(61 3570080.3),(62 3578090.3),(63 3592828.5),(64 3633984.8),(65 3693024),(66 3766232.3),(67 3842281),(68 3934961.8),(69 4059443.5),(70 4190761.5),(71 4337411),(72 4516983),(73 4666914.5),(74 4805390),(75 4929523),(76 5008243),(77 5033739.5),(78 4997035),(79 4921409.5),
(1 131289.08),(2 398460.94),(3 803930.4),(4 1226037.5),(5 1691386.8),(6 2113215),(7 2502744.3),(8 2803183),(9 3060236.3),(10 3231086.8),(11 3322871.3),(12 3385236.5),(13 3422148),(14 3464758.3),(15 3484314.3),(16 3476297.8),(17 3476886.8),(18 3487929.3),(19 3495461.3),(20 3487467),(21 3496161.3),(22 3512118.5),(23 3564112),(24 3608905),(25 3646140),(26 3657112.3),(27 3649928),(28 3617475.3),(29 3560166.5),(30 3470447.8),(31 3398017.8),(32 3338431.5),(33 3300973.3),(34 3301845.5),(35 3289582),(36 3305401.3),(37 3339599.3),(38 3375003.8),(39 3423863.5),(40 3461336.3),(41 3478234.3),(42 3528796.8),(43 3571524.5),(44 3598145.8),(45 3640946.5),(46 3666663.8),(47 3672733),(48 3650245.5),(49 3613344.8),(50 3616593.3),(51 3560751),(52 3559104),(53 3516703.5),(54 3477094.8),(55 3418864),(56 3357533.8),(57 3299854.8),(58 3272361.3),(59 3243763.8),(60 3238666.5),(61 3262497.3),(62 3321398.5),(63 3399897.3),(64 3477855),(65 3552823),(66 3617216.5),(67 3654108.3),(68 3684583.3),(69 3720744.3),(70 3739118.8),(71 3761820),(72 3793262.8),(73 3811697.3),(74 3825624.8),(75 3832527),(76 3835662.8),(77 3836362),(78 3826895),(79 3803915.5),
(1 135196.72),(2 417843.03),(3 852062.1),(4 1310600.3),(5 1781554),(6 2199882.8),(7 2543689),(8 2792085),(9 2950916.8),(10 3060803),(11 3113570.5),(12 3164901),(13 3202706.8),(14 3256227.5),(15 3300293),(16 3369343.3),(17 3459100),(18 3555884),(19 3647247.5),(20 3681179.5),(21 3703500),(22 3698937),(23 3697099),(24 3678525),(25 3649129.3),(26 3600156),(27 3549682.5),(28 3518570.3),(29 3508756.5),(30 3522692.5),(31 3594825.8),(32 3654370.5),(33 3729345.3),(34 3825638.8),(35 3855695.5),(36 3913862.3),(37 3975946.8),(38 4008103.5),(39 4017988),(40 3987850.8),(41 3928054.8),(42 3870004),(43 3809994.8),(44 3745193),(45 3692537),(46 3672988.5),(47 3661469),(48 3662200),(49 3676025),(50 3746250.8),(51 3764031.5),(52 3830341.3),(53 3847780.5),(54 3866581.3),(55 3858149.8),(56 3840798.3),(57 3807735),(58 3783674.3),(59 3751232),(60 3705594.8),(61 3648228.3),(62 3591632.3),(63 3542902.8),(64 3509697),(65 3473258.5),(66 3459204.5),(67 3438341),(68 3421797.8),(69 3436607.8),(70 3443871),(71 3467256.5),(72 3517232.3),(73 3539843),(74 3562083.3),(75 3586055.5),(76 3603302),(77 3617806.8),(78 3621936.5),(79 3620202.5),
(1 120756.95),(2 365234.03),(3 735475.1),(4 1141078.4),(5 1576247.9),(6 1967009.5),(7 2294635.3),(8 2525490.5),(9 2697049.8),(10 2811890.5),(11 2889457.3),(12 2943471),(13 2995023),(14 3029876),(15 3040031),(16 3032736.3),(17 3017930.5),(18 3016164.8),(19 3018163),(20 3006361),(21 3011575.8),(22 3022249.8),(23 3030079.5),(24 3030463.8),(25 3025861.3),(26 3001643.5),(27 2979647.3),(28 2959120.3),(29 2950736.8),(30 2949496.5),(31 2959999.8),(32 2995021.5),(33 3022275.8),(34 3038138.5),(35 3034968.3),(36 3026964),(37 3038443),(38 3042208.3),(39 3017450.5),(40 2961126),(41 2884153.8),(42 2802797.5),(43 2731520.3),(44 2670773.8),(45 2635569),(46 2636291.3),(47 2657401.3),(48 2697291.5),(49 2750953.3),(50 2823279.5),(51 2882592),(52 2948844),(53 2990725.3),(54 3020149.3),(55 3038611.5),(56 3036820),(57 2992562.5),(58 2925795.5),(59 2839179.3),(60 2759031),(61 2682152.3),(62 2625131.8),(63 2596456.3),(64 2602953),(65 2631711),(66 2707214.3),(67 2797998.8),(68 2878466),(69 2956917.5),(70 3007895.8),(71 3014354.3),(72 3005280),(73 2967181),(74 2928102),(75 2905043.3),(76 2894555.3),(77 2896554.5),(78 2906749.8),(79 2923363.3),
(1 103556.836),(2 295557.84),(3 583548.9),(4 878324.44),(5 1195670.9),(6 1481583.3),(7 1772710),(8 1996842),(9 2220538.8),(10 2397309.3),(11 2580729.5),(12 2723322.8),(13 2848130.3),(14 2945474.8),(15 3005540.5),(16 3038402.3),(17 3040511.3),(18 3029923.5),(19 2996910.3),(20 2965256.5),(21 2944299),(22 2923723.5),(23 2911825),(24 2879195.5),(25 2848348.5),(26 2810929.5),(27 2780694),(28 2750254.3),(29 2701413.3),(30 2672769.5),(31 2652644.3),(32 2655897.5),(33 2643989.8),(34 2632583.8),(35 2628477.8),(36 2622508.5),(37 2626136.5),(38 2623970.3),(39 2614072.3),(40 2603263.3),(41 2588450.8),(42 2588539.8),(43 2582462.5),(44 2572496.3),(45 2569113),(46 2565255.3),(47 2565119),(48 2577781.5),(49 2590202),(50 2612165.3),(51 2637003.8),(52 2670514.8),(53 2723150),(54 2781266.5),(55 2844052.5),(56 2896609.8),(57 2900145),(58 2872028.8),(59 2807777.5),(60 2731538.8),(61 2644274.8),(62 2553914),(63 2465820.5),(64 2394258),(65 2343121.5),(66 2335468.8),(67 2357631.8),(68 2397667.5),(69 2476966.5),(70 2555197.5),(71 2637222),(72 2722293.8),(73 2773846.8),(74 2823555.3),(75 2853429.3),(76 2875869.8),(77 2885329),(78 2880833.8),(79 2855050.3),
(1 117913.02),(2 344161.56),(3 677278.25),(4 1014283.6),(5 1347933.4),(6 1640192.8),(7 1893891.5),(8 2093682.5),(9 2264649),(10 2403630.3),(11 2513492.3),(12 2602741.8),(13 2658119.5),(14 2697108.5),(15 2702612.3),(16 2697135),(17 2671257.8),(18 2625127.5),(19 2579800.3),(20 2524609),(21 2494833),(22 2477823),(23 2502770.5),(24 2538499.3),(25 2583023.8),(26 2628687.3),(27 2668008.3),(28 2684049),(29 2679568.3),(30 2642143),(31 2598997.8),(32 2549670.5),(33 2505344.8),(34 2481531.5),(35 2462817.3),(36 2447826.3),(37 2437779),(38 2424906),(39 2406064),(40 2386737.8),(41 2372113.5),(42 2375584.8),(43 2392316),(44 2411283),(45 2420946.5),(46 2416271.3),(47 2390501.8),(48 2346338.3),(49 2295480),(50 2273931.3),(51 2230790),(52 2259766.5),(53 2298570.8),(54 2391020),(55 2503138.3),(56 2627118.5),(57 2722438.3),(58 2806633),(59 2853030.8),(60 2862898.8),(61 2844995.5),(62 2803266.5),(63 2758429),(64 2706273),(65 2649581.3),(66 2589678.3),(67 2538473),(68 2495000.5),(69 2473279.3),(70 2468249.3),(71 2478584.8),(72 2490633.5),(73 2482593),(74 2463456.5),(75 2436524.8),(76 2410180.3),(77 2393629),(78 2387042.3),(79 2387653.8),
(1 108753.93),(2 319381.56),(3 632764.8),(4 954868.94),(5 1298795),(6 1595736.8),(7 1859637),(8 2054498.9),(9 2216182.3),(10 2330643),(11 2420285.5),(12 2485336.5),(13 2519270.8),(14 2520011),(15 2498076.5),(16 2458414),(17 2415942.8),(18 2379486),(19 2360069),(20 2360020.5),(21 2390295.3),(22 2414810.8),(23 2471971.5),(24 2528618),(25 2597917),(26 2653863.5),(27 2684727.5),(28 2696662.8),(29 2690776.8),(30 2664200.8),(31 2597255.8),(32 2516892.3),(33 2440126.8),(34 2369807.3),(35 2318106.5),(36 2296141),(37 2302502.5),(38 2314418),(39 2342631.5),(40 2361826),(41 2374791),(42 2386446),(43 2396695.5),(44 2405618.5),(45 2413452.5),(46 2411835),(47 2418600.5),(48 2421682.8),(49 2422858.8),(50 2433112.8),(51 2413118.8),(52 2413064.5),(53 2387053.5),(54 2367167.8),(55 2351095.3),(56 2328723.5),(57 2300872.3),(58 2280514.5),(59 2265434),(60 2254176.5),(61 2230460.3),(62 2211179.5),(63 2195174),(64 2184781.3),(65 2181510.8),(66 2189152.8),(67 2202978),(68 2230790.5),(69 2260519.5),(70 2291988.3),(71 2314259),(72 2315560),(73 2278924.3),(74 2222654),(75 2168876),(76 2124709.8),(77 2096391.3),(78 2083939),(79 2092357.9),
(1 121004.336),(2 354518.03),(3 681432.44),(4 1007057.94),(5 1332279.5),(6 1618428.5),(7 1876750.9),(8 2085507.4),(9 2244561.3),(10 2341626),(11 2384562.3),(12 2396128.3),(13 2368459),(14 2315891.3),(15 2270240.3),(16 2243791.8),(17 2250814.5),(18 2258888.3),(19 2284400.3),(20 2297506.5),(21 2308819),(22 2327882.3),(23 2351137.8),(24 2385703.5),(25 2417558.5),(26 2409999),(27 2358970.8),(28 2283927.3),(29 2196424.3),(30 2120753.8),(31 2038862.6),(32 1986048),(33 1947874.1),(34 1944300.6),(35 1975180.8),(36 2011836.8),(37 2065816.4),(38 2108878.5),(39 2133356.8),(40 2139677.8),(41 2133296.3),(42 2128289),(43 2117547.5),(44 2105319),(45 2101026.8),(46 2117190),(47 2158397.5),(48 2206055.8),(49 2240996),(50 2263634.5),(51 2254228),(52 2224516),(53 2176116.8),(54 2112010.5),(55 2045131),(56 1957420.1),(57 1878689.4),(58 1821334.4),(59 1790073.3),(60 1792656.9),(61 1822453.8),(62 1881815.3),(63 1947391.6),(64 2016600.5),(65 2078956.5),(66 2128563),(67 2172073.5),(68 2207618.5),(69 2232821.8),(70 2250408.5),(71 2250148),(72 2221810.3),(73 2174047.3),(74 2116751.3),(75 2056927.6),(76 2010498.6),(77 1987821.8),(78 1991304.1),(79 2016597.8),
