1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 27178.447),(2 77087.805),(3 155702.8),(4 240417.19),(5 335518.84),(6 433484.34),(7 533731.3),(8 629005.9),(9 748161.8),(10 832713.8),(11 926128.75),(12 1046341.5),(13 1199236.1),(14 1407718.6),(15 1627310.1),(16 1827517.4),(17 2061375.6),(18 2295268),(19 2538536.3),(20 2782503),(21 3004531.8),(22 3216964.3),(23 3434689),(24 3664390.8),(25 3846842.8),(26 4032916),(27 4220288),(28 4416044.5),(29 4593837.5),(30 4754585.5),(31 4929820),(32 5148570.5),(33 5363123),(34 5587149.5),(35 5777378.5),(36 5968406.5),(37 6165910),(38 6358331.5),(39 6550991.5),(40 6742276),(41 6924272),(42 7155160),(43 7364374),(44 7562155.5),(45 7717950.5),(46 7967916.5),(47 8189682),(48 8448540),(49 8663096),(50 8911252),(51 9131247),(52 9331139),(53 9503411),(54 9679625),(55 9789814),(56 9986567),(57 10160844),(58 10386096),(59 10573515),(60 10827394),(61 11068399),(62 11364775),(63 11612208),(64 11902265),(65 12198035),(66 12513912),(67 12801171),(68 13131456),(69 13421689),(70 13673780),(71 13888273),(72 14135208),(73 14321501),(74 14530021),(75 14776053),(76 15028429),(77 15256735),(78 15534968),(79 15789733),
(1 49.4288),(2 63.328274),(3 69.349014),(4 74.3853),(5 78.06863),(6 79.670944),(7 81.092384),(8 82.86118),(9 84.184),(10 86.80053),(11 86.63298),(12 88.2785),(13 89.26086),(14 89.87305),(15 90.00677),(16 90.57709),(17 91.495316),(18 91.19454),(19 91.07712),(20 90.73366),(21 90.95325),(22 92.87923),(23 93.519745),(24 94.76873),(25 95.641304),(26 95.722115),(27 95.83644),(28 95.65826),(29 94.75714),(30 94.893906),(31 95.85901),(32 95.679825),(33 95.77655),(34 96.813484),(35 96.237206),(36 96.515594),(37 96.0753),(38 96.05931),(39 94.93759),(40 94.734726),(41 95.13186),(42 95.490204),(43 94.34326),(44 93.56378),(45 93.23127),(46 93.95591),(47 94.2915),(48 94.6822),(49 94.90974),(50 94.66234),(51 94.569534),(52 95.4226),(53 95.63052),(54 96.626724),(55 97.83784),(56 98.81409),(57 98.90542),(58 101.01996),(59 101.60923),(60 103.38854),(61 105.62158),(62 107.83349),(63 106.867294),(64 109.04318),(65 108.61842),(66 110.5031),(67 110.34853),(68 110.63226),(69 111.60151),(70 114.78169),(71 115.970505),(72 116.428856),(73 117.74534),(74 118.55978),(75 117.94324),(76 118.54887),(77 118.49515),(78 119.56558),(79 119.33537),
(1 49.317715),(2 61.765495),(3 67.08606),(4 71.7793),(5 75.054596),(6 77.354065),(7 77.55027),(8 78.29711),(9 79.51505),(10 81.371284),(11 82.18147),(12 83.442215),(13 84.16302),(14 84.06239),(15 84.216),(16 85.4611),(17 86.63393),(18 87.242256),(19 86.90176),(20 86.972885),(21 86.5147),(22 87.62131),(23 87.727455),(24 88.82954),(25 89.398224),(26 89.05768),(27 88.88596),(28 87.719505),(29 87.74059),(30 88.385796),(31 87.68979),(32 87.2319),(33 86.85472),(34 88.85529),(35 88.337296),(36 87.67352),(37 87.90124),(38 87.69666),(39 86.95808),(40 87.00744),(41 87.41044),(42 87.1596),(43 86.60688),(44 86.6353),(45 86.625244),(46 89.45145),(47 91.10933),(48 92.40861),(49 92.89246),(50 92.56522),(51 92.02828),(52 92.89309),(53 94.86812),(54 96.01956),(55 96.852974),(56 96.86616),(57 96.85534),(58 99.573044),(59 100.32523),(60 101.42391),(61 102.10787),(62 104.03744),(63 102.96119),(64 103.38063),(65 105.05752),(66 105.987854),(67 105.99927),(68 105.99654),(69 106.050545),(70 107.59069),(71 109.360985),(72 110.01741),(73 111.111404),(74 111.86443),(75 110.414345),(76 111.02971),(77 112.096306),(78 112.89686),(79 112.61555),
(1 47.286266),(2 59.24294),(3 66.356),(4 70.429436),(5 73.872795),(6 75.74267),(7 76.5706),(8 77.74179),(9 79.81327),(10 82.20219),(11 82.36835),(12 83.74349),(13 84.8965),(14 86.438644),(15 86.08693),(16 87.906334),(17 88.34409),(18 88.74609),(19 86.94588),(20 87.24359),(21 85.9507),(22 86.6395),(23 86.46293),(24 87.14375),(25 87.742134),(26 87.678),(27 86.93382),(28 87.53859),(29 87.05252),(30 87.312485),(31 87.08852),(32 87.334465),(33 87.09177),(34 88.741516),(35 88.32606),(36 87.514404),(37 88.42631),(38 87.82444),(39 87.254944),(40 88.334724),(41 88.67182),(42 89.31019),(43 90.17657),(44 91.220085),(45 91.773056),(46 95.36764),(47 95.21601),(48 96.21955),(49 95.99009),(50 96.67321),(51 96.34155),(52 97.1122),(53 97.60459),(54 97.8065),(55 97.61177),(56 99.05469),(57 99.20261),(58 101.26151),(59 101.93435),(60 103.19339),(61 103.87546),(62 105.832756),(63 105.62415),(64 106.81514),(65 108.59214),(66 109.453735),(67 109.36318),(68 109.90987),(69 110.45849),(70 112.46218),(71 113.70936),(72 114.30024),(73 115.99489),(74 116.38219),(75 117.05334),(76 118.33429),(77 119.198814),(78 120.51937),(79 119.97192),
(1 46.71817),(2 59.726032),(3 64.8261),(4 70.00745),(5 73.552864),(6 75.7293),(7 77.10075),(8 77.8988),(9 79.82007),(10 81.49015),(11 81.63438),(12 81.85217),(13 83.37206),(14 84.24741),(15 83.985016),(16 84.71098),(17 85.646484),(18 85.12274),(19 85.800896),(20 85.81067),(21 85.02576),(22 87.4856),(23 88.02814),(24 89.52837),(25 89.71974),(26 89.561775),(27 89.189644),(28 89.74116),(29 89.92839),(30 89.954346),(31 90.02233),(32 90.06837),(33 89.17719),(34 90.04079),(35 90.03619),(36 90.29433),(37 90.04554),(38 89.69432),(39 88.621155),(40 87.92654),(41 88.003),(42 88.26224),(43 87.86882),(44 88.685326),(45 87.70288),(46 88.17001),(47 88.871216),(48 88.77529),(49 88.682915),(50 89.50854),(51 89.17544),(52 89.851776),(53 90.005936),(54 91.223045),(55 91.38076),(56 91.54479),(57 91.70422),(58 93.50479),(59 94.66406),(60 96.60234),(61 97.84344),(62 98.7643),(63 100.42643),(64 100.9506),(65 102.07404),(66 103.40509),(67 103.71065),(68 104.1916),(69 105.47102),(70 107.08023),(71 108.1652),(72 109.111916),(73 110.675095),(74 110.74066),(75 110.357285),(76 111.10171),(77 113.63736),(78 114.51455),(79 114.04908),
(1 47.458096),(2 58.81477),(3 64.351814),(4 69.04994),(5 71.80511),(6 73.26892),(7 74.09819),(8 74.86102),(9 75.69335),(10 77.99081),(11 77.75751),(12 80.02453),(13 80.56909),(14 81.00041),(15 80.8056),(16 81.6111),(17 82.30894),(18 83.04782),(19 82.94294),(20 82.64449),(21 82.619835),(22 82.72243),(23 82.57842),(24 83.21602),(25 83.90763),(26 83.507126),(27 82.7704),(28 82.77441),(29 82.46868),(30 82.41708),(31 82.23074),(32 82.221436),(33 82.68562),(34 83.41863),(35 83.22122),(36 83.4755),(37 83.14396),(38 83.679115),(39 82.526276),(40 82.23664),(41 82.94143),(42 83.00438),(43 83.63164),(44 84.37384),(45 84.68646),(46 87.15887),(47 86.72684),(48 88.158646),(49 89.06408),(50 89.44464),(51 88.89426),(52 90.74238),(53 91.478966),(54 91.84915),(55 92.43166),(56 92.46233),(57 92.85398),(58 94.58131),(59 95.28196),(60 95.3105),(61 96.456474),(62 97.71566),(63 97.04871),(64 98.16666),(65 98.598335),(66 99.81091),(67 99.47361),(68 99.9957),(69 100.16269),(70 101.86504),(71 102.40195),(72 102.549736),(73 103.40215),(74 103.40084),(75 102.48402),(76 103.22182),(77 103.12131),(78 103.27067),(79 104.27659),
(1 46.95256),(2 58.643177),(3 64.46278),(4 69.218796),(5 72.1994),(6 74.269066),(7 75.76413),(8 76.22241),(9 77.59177),(10 79.44481),(11 79.56583),(12 81.103264),(13 82.223785),(14 83.31946),(15 83.035194),(16 84.52768),(17 84.44618),(18 85.02348),(19 84.80898),(20 84.721405),(21 85.030075),(22 85.82902),(23 86.25325),(24 86.34597),(25 87.36375),(26 87.782295),(27 86.05285),(28 86.46947),(29 85.94604),(30 85.61544),(31 85.38264),(32 85.52265),(33 85.16731),(34 85.97716),(35 85.78425),(36 86.600746),(37 86.421844),(38 86.9125),(39 85.765144),(40 86.343445),(41 87.29158),(42 87.87085),(43 89.26201),(44 89.93277),(45 90.28869),(46 92.202644),(47 92.809074),(48 93.967354),(49 93.74009),(50 95.70811),(51 94.12207),(52 96.027084),(53 95.88517),(54 96.9392),(55 97.66013),(56 97.83791),(57 98.01523),(58 100.067955),(59 100.62222),(60 102.24172),(61 102.919815),(62 104.32551),(63 105.20023),(64 106.48519),(65 106.82237),(66 107.84056),(67 108.232735),(68 108.244484),(69 109.19282),(70 110.68438),(71 111.80309),(72 112.831566),(73 114.42108),(74 114.80097),(75 113.94337),(76 114.96758),(77 114.806335),(78 116.17823),(79 116.71784),
(1 46.76165),(2 59.60497),(3 64.45181),(4 69.81352),(5 73.0947),(6 75.245346),(7 76.04498),(8 77.48891),(9 78.568146),(10 81.149635),(11 81.12129),(12 81.60206),(13 82.28692),(14 82.84662),(15 82.365585),(16 83.13589),(17 83.24333),(18 84.474686),(19 84.27561),(20 84.13273),(21 84.743095),(22 86.69596),(23 86.60771),(24 86.88162),(25 86.817665),(26 86.638466),(27 86.05747),(28 87.493576),(29 87.47824),(30 86.51338),(31 87.08645),(32 87.28664),(33 87.05868),(34 88.63405),(35 88.72226),(36 88.97477),(37 87.64724),(38 87.74475),(39 86.5305),(40 86.83698),(41 86.333595),(42 86.284645),(43 85.85529),(44 85.198364),(45 86.00261),(46 86.70351),(47 87.81842),(48 89.6554),(49 90.853584),(50 90.92414),(51 89.89923),(52 90.34821),(53 91.76576),(54 91.97889),(55 92.76749),(56 92.6328),(57 93.23105),(58 94.31157),(59 95.543625),(60 95.950714),(61 98.36426),(62 98.664375),(63 98.34645),(64 99.30167),(65 101.54492),(66 102.6887),(67 102.38548),(68 103.23429),(69 105.071465),(70 107.03554),(71 107.426636),(72 108.42367),(73 109.6364),(74 110.748116),(75 110.484024),(76 110.88045),(77 112.01723),(78 112.56971),(79 113.92133),
(1 45.738968),(2 57.77427),(3 64.0282),(4 68.869064),(5 71.42742),(6 73.52762),(7 74.660774),(8 75.45397),(9 75.782104),(10 78.18566),(11 78.14177),(12 79.09595),(13 80.22259),(14 80.83494),(15 80.866806),(16 81.88831),(17 82.21141),(18 81.75786),(19 81.982185),(20 81.52183),(21 81.56844),(22 81.909386),(23 81.80346),(24 82.07779),(25 82.34779),(26 82.73651),(27 82.28017),(28 82.27714),(29 82.88168),(30 82.66652),(31 81.75227),(32 81.999535),(33 81.15918),(34 81.62249),(35 81.568),(36 82.77885),(37 82.076965),(38 82.15931),(39 81.73019),(40 82.22322),(41 82.79823),(42 83.386505),(43 84.2372),(44 84.44543),(45 84.85354),(46 87.25389),(47 87.65908),(48 88.90815),(49 89.2436),(50 88.67308),(51 89.006096),(52 90.38369),(53 90.792625),(54 91.30694),(55 91.12058),(56 91.73383),(57 91.96142),(58 93.736694),(59 94.801285),(60 94.55621),(61 94.80255),(62 96.96188),(63 96.48707),(64 97.27151),(65 97.63704),(66 98.69066),(67 98.30002),(68 98.90881),(69 99.63608),(70 100.738106),(71 100.93177),(72 102.042274),(73 102.40039),(74 102.738335),(75 103.271355),(76 103.49527),(77 105.03074),(78 106.22305),(79 106.59111),
(1 45.42826),(2 56.247944),(3 61.62905),(4 66.79012),(5 69.51095),(6 71.8179),(7 72.793915),(8 74.694984),(9 75.15733),(10 77.234276),(11 76.805855),(12 77.51441),(13 78.4718),(14 79.131195),(15 79.77062),(16 80.797264),(17 81.07108),(18 81.58789),(19 81.94126),(20 81.937485),(21 81.4245),(22 81.73444),(23 80.84444),(24 82.07285),(25 82.584595),(26 83.22732),(27 82.886856),(28 82.448074),(29 82.903076),(30 83.284676),(31 82.464836),(32 82.56601),(33 82.14875),(34 83.03173),(35 83.648026),(36 82.89471),(37 82.99618),(38 83.47096),(39 82.52936),(40 82.988815),(41 82.93125),(42 83.95498),(43 84.604744),(44 84.87793),(45 85.16414),(46 86.935715),(47 87.64062),(48 87.67831),(49 89.14647),(50 90.05258),(51 90.57364),(52 91.47132),(53 92.24965),(54 92.77752),(55 92.46268),(56 93.088844),(57 93.17616),(58 94.27365),(59 94.59008),(60 95.90041),(61 96.94443),(62 99.0713),(63 98.26383),(64 98.75992),(65 98.47858),(66 99.343925),(67 100.022194),(68 100.11049),(69 100.65283),(70 103.535706),(71 103.75363),(72 104.72733),(73 105.73952),(74 106.71385),(75 106.161415),(76 106.66148),(77 107.02451),(78 107.720955),(79 107.97481),
(1 44.240986),(2 56.3238),(3 60.78212),(4 64.699356),(5 67.85722),(6 70.47313),(7 72.08648),(8 73.42441),(9 74.94732),(10 77.04864),(11 77.33153),(12 78.86307),(13 79.10771),(14 79.71514),(15 78.80878),(16 79.68453),(17 80.39248),(18 80.9803),(19 81.53848),(20 82.48347),(21 81.910706),(22 83.4059),(23 83.09706),(24 84.06027),(25 84.55124),(26 84.31541),(27 83.70047),(28 84.233765),(29 84.13358),(30 84.51363),(31 83.353195),(32 83.619255),(33 82.5998),(34 82.83551),(35 82.110085),(36 81.84845),(37 82.15451),(38 81.57191),(39 79.81548),(40 80.163925),(41 79.27872),(42 80.040016),(43 80.16992),(44 79.29742),(45 78.780266),(46 80.91899),(47 81.46766),(48 82.58119),(49 83.753784),(50 84.13666),(51 83.22568),(52 84.4005),(53 84.54105),(54 85.242485),(55 85.46235),(56 85.76364),(57 86.419464),(58 87.74492),(59 87.95951),(60 89.33518),(61 91.30708),(62 93.16054),(63 93.042786),(64 94.591064),(65 95.95075),(66 96.39385),(67 96.75666),(68 96.39505),(69 97.5769),(70 98.80812),(71 99.608376),(72 100.42087),(73 100.92146),(74 102.25964),(75 101.692665),(76 102.56297),(77 104.237206),(78 104.783295),(79 104.773094),
(1 45.05896),(2 55.765667),(3 61.281754),(4 65.97448),(5 69.60304),(6 71.926216),(7 73.15451),(8 73.73872),(9 74.58003),(10 75.8584),(11 75.45664),(12 77.427185),(13 78.74341),(14 79.89673),(15 79.31182),(16 80.93986),(17 81.84281),(18 82.240486),(19 80.98031),(20 81.15774),(21 80.44176),(22 80.558914),(23 81.04141),(24 81.287575),(25 81.29686),(26 81.47469),(27 80.26462),(28 79.99767),(29 81.301506),(30 80.8932),(31 81.11688),(32 80.58418),(33 80.676895),(34 81.10121),(35 81.03629),(36 80.33732),(37 80.67483),(38 81.5699),(39 80.17646),(40 80.07028),(41 80.51605),(42 81.095276),(43 80.9809),(44 81.354744),(45 82.23365),(46 83.9639),(47 84.78302),(48 85.06336),(49 85.62638),(50 86.01505),(51 86.28126),(52 87.613174),(53 88.08718),(54 88.71868),(55 88.67267),(56 88.800095),(57 90.02836),(58 91.56084),(59 92.1975),(60 92.292564),(61 94.184906),(62 95.43671),(63 95.11438),(64 95.665306),(65 96.70853),(66 97.1617),(67 97.59094),(68 97.312096),(69 97.98164),(70 99.63365),(71 101.296425),(72 101.21276),(73 101.5617),(74 101.784935),(75 100.27318),(76 101.09369),(77 101.59982),(78 101.71948),(79 102.888145),
(1 43.69576),(2 54.879875),(3 59.907543),(4 64.2771),(5 67.83247),(6 69.64361),(7 71.49544),(8 72.1638),(9 72.88403),(10 74.91777),(11 75.39564),(12 76.71223),(13 77.79852),(14 77.9018),(15 77.65212),(16 78.80593),(17 78.98607),(18 78.71197),(19 78.10324),(20 77.86402),(21 77.728294),(22 79.622505),(23 79.33065),(24 80.1804),(25 80.10895),(26 81.049065),(27 79.34023),(28 79.27925),(29 80.60084),(30 79.77102),(31 79.69904),(32 80.29628),(33 80.79495),(34 81.40378),(35 81.74816),(36 82.25624),(37 82.531235),(38 83.18775),(39 82.0125),(40 81.954994),(41 82.27275),(42 83.84516),(43 83.51626),(44 83.47358),(45 83.29596),(46 86.115395),(47 86.33784),(48 87.49836),(49 88.19057),(50 88.76895),(51 88.35901),(52 89.07813),(53 89.95915),(54 90.19341),(55 89.87478),(56 89.98341),(57 90.36574),(58 91.49861),(59 92.79829),(60 93.37384),(61 95.60633),(62 96.839325),(63 96.55796),(64 97.075455),(65 98.054405),(66 98.40808),(67 98.26469),(68 97.20547),(69 97.903496),(70 98.6454),(71 98.41589),(72 98.25411),(73 99.03104),(74 98.83928),(75 98.42935),(76 98.16037),(77 99.28923),(78 100.02793),(79 100.42713),
(1 43.6172),(2 55.07726),(3 59.840553),(4 64.53463),(5 67.48212),(6 68.64736),(7 69.50163),(8 70.38389),(9 72.57176),(10 74.3872),(11 74.72158),(12 75.94093),(13 76.39481),(14 76.51173),(15 76.17393),(16 76.20882),(17 76.84829),(18 76.75005),(19 76.83372),(20 76.14074),(21 75.952835),(22 77.056366),(23 77.222824),(24 77.63378),(25 78.33718),(26 78.41423),(27 77.55751),(28 77.70477),(29 79.03974),(30 79.26876),(31 78.84968),(32 78.577),(33 78.57777),(34 79.38902),(35 79.19599),(36 79.049644),(37 78.666756),(38 77.98161),(39 77.27982),(40 77.15079),(41 76.756065),(42 77.65124),(43 77.77361),(44 77.61769),(45 77.686485),(46 79.07937),(47 79.88458),(48 80.14928),(49 80.55871),(50 81.32818),(51 80.72682),(52 80.696434),(53 81.98419),(54 83.52745),(55 82.917595),(56 83.26328),(57 84.21537),(58 84.11464),(59 85.42),(60 85.69145),(61 86.61603),(62 88.58428),(63 87.49985),(64 88.79628),(65 89.39451),(66 90.84618),(67 90.98333),(68 90.94289),(69 92.147896),(70 94.73957),(71 94.7606),(72 96.22391),(73 97.141205),(74 97.68729),(75 97.35422),(76 98.346596),(77 99.34694),(78 100.506744),(79 101.76515),
(1 43.755478),(2 55.37408),(3 60.04161),(4 64.11433),(5 67.5476),(6 69.22045),(7 70.16853),(8 70.42659),(9 71.37467),(10 73.63977),(11 74.475136),(12 75.08135),(13 75.5065),(14 76.10995),(15 75.91461),(16 76.33601),(17 77.44599),(18 77.998375),(19 77.72943),(20 78.01931),(21 77.622856),(22 78.441154),(23 78.38351),(24 78.90623),(25 78.52646),(26 79.94682),(27 77.54859),(28 78.09607),(29 78.28846),(30 78.24164),(31 78.36847),(32 77.88923),(33 77.46524),(34 78.63016),(35 78.64786),(36 80.140625),(37 79.77454),(38 79.53404),(39 79.279045),(40 79.62254),(41 80.017975),(42 80.35246),(43 80.9658),(44 81.04151),(45 81.81965),(46 83.34778),(47 84.14426),(48 84.586365),(49 85.170334),(50 85.88564),(51 85.532005),(52 86.359),(53 86.87901),(54 88.567764),(55 88.52456),(56 88.88422),(57 88.80857),(58 90.02635),(59 90.332436),(60 90.13299),(61 90.38045),(62 92.63342),(63 91.95585),(64 92.66891),(65 93.72761),(66 93.73475),(67 93.994705),(68 93.58972),(69 94.84667),(70 97.042656),(71 96.88793),(72 97.80274),(73 98.54799),(74 98.99883),(75 98.92762),(76 100.05771),(77 100.36516),(78 99.86544),(79 99.8948),
(1 42.772766),(2 53.240704),(3 58.21873),(4 62.51353),(5 65.42886),(6 67.658325),(7 68.58142),(8 69.35243),(9 70.88738),(10 72.21082),(11 72.482124),(12 73.373566),(13 74.52463),(14 75.64226),(15 75.7059),(16 76.60777),(17 77.67035),(18 77.946175),(19 77.40275),(20 77.73322),(21 78.16619),(22 78.96233),(23 78.83298),(24 79.45354),(25 79.91466),(26 79.95303),(27 78.0032),(28 78.03415),(29 78.34737),(30 78.15259),(31 77.56364),(32 78.02075),(33 78.44019),(34 78.98989),(35 78.837845),(36 79.445),(37 79.36015),(38 79.307175),(39 78.783356),(40 79.44777),(41 79.890564),(42 80.90314),(43 80.67818),(44 81.53217),(45 82.11157),(46 84.10918),(47 84.93672),(48 85.41676),(49 85.9156),(50 86.79634),(51 87.42627),(52 88.01995),(53 88.87274),(54 89.96397),(55 89.72065),(56 89.75845),(57 90.83379),(58 92.18417),(59 92.44849),(60 93.176895),(61 93.655716),(62 95.61895),(63 94.71231),(64 95.33708),(65 95.43157),(66 95.88662),(67 95.301674),(68 95.59935),(69 95.53742),(70 98.272125),(71 98.7169),(72 99.37824),(73 99.38981),(74 99.30081),(75 98.5657),(76 100.09013),(77 100.8066),(78 101.8144),(79 101.65769),
(1 42.16614),(2 52.736584),(3 58.361904),(4 61.979546),(5 65.19948),(6 66.84895),(7 69.1922),(8 69.57951),(9 70.74117),(10 72.639435),(11 72.28618),(12 73.01004),(13 73.97082),(14 74.91705),(15 73.30775),(16 74.291695),(17 74.50559),(18 75.13439),(19 74.728836),(20 74.54065),(21 74.876564),(22 75.92271),(23 76.56426),(24 77.53859),(25 78.04655),(26 78.20708),(27 77.484055),(28 77.5179),(29 77.58205),(30 77.87158),(31 77.47844),(32 77.84065),(33 77.23191),(34 78.39856),(35 77.39071),(36 77.51725),(37 77.30965),(38 77.02056),(39 75.749176),(40 75.57234),(41 76.159386),(42 76.20822),(43 76.07507),(44 76.68796),(45 76.75414),(46 78.445724),(47 78.61327),(48 78.9665),(49 79.08863),(50 79.44557),(51 78.8605),(52 79.71907),(53 80.240585),(54 81.13036),(55 81.55407),(56 81.60139),(57 82.253494),(58 83.54508),(59 84.640434),(60 85.84785),(61 86.45957),(62 87.97161),(63 88.637314),(64 88.730385),(65 90.3283),(66 90.73943),(67 91.39429),(68 91.60427),(69 92.04387),(70 93.9028),(71 94.76696),(72 95.75721),(73 96.78022),(74 97.30329),(75 97.64531),(76 98.778984),(77 99.13546),(78 100.53359),(79 100.10467),
(1 42.38421),(2 54.091347),(3 58.719196),(4 63.100784),(5 65.5414),(6 68.17269),(7 69.76343),(8 70.90793),(9 71.68562),(10 73.0059),(11 72.917274),(12 73.86786),(13 74.543526),(14 75.65691),(15 75.91971),(16 77.25904),(17 77.89743),(18 77.856445),(19 77.66226),(20 78.143),(21 76.8946),(22 77.44993),(23 77.342316),(24 77.176094),(25 77.96091),(26 77.96796),(27 77.64122),(28 77.9906),(29 77.96712),(30 77.65696),(31 77.835335),(32 77.698524),(33 77.65103),(34 78.1883),(35 77.25499),(36 77.37429),(37 77.51769),(38 77.51112),(39 77.8661),(40 77.849335),(41 78.5812),(42 79.596794),(43 78.935394),(44 78.54351),(45 78.93058),(46 80.76574),(47 81.42137),(48 81.98033),(49 81.71491),(50 82.35216),(51 82.336395),(52 82.27487),(53 83.56233),(54 84.22419),(55 84.94843),(56 86.006256),(57 86.22236),(58 86.38499),(59 87.7822),(60 89.05893),(61 89.6381),(62 90.941795),(63 90.92439),(64 91.61436),(65 93.56394),(66 93.984856),(67 93.76833),(68 93.25843),(69 93.55727),(70 94.22073),(71 94.06047),(72 94.591156),(73 94.87826),(74 94.42829),(75 94.32552),(76 94.98224),(77 95.02888),(78 95.37849),(79 96.36111),
(1 41.05046),(2 52.007076),(3 56.99026),(4 60.750282),(5 63.257328),(6 64.87878),(7 66.609566),(8 67.83554),(9 69.010284),(10 70.95985),(11 71.14416),(12 72.22657),(13 72.41993),(14 73.700066),(15 73.444725),(16 73.98985),(17 74.33957),(18 74.56691),(19 74.55236),(20 74.65906),(21 74.5998),(22 75.71273),(23 75.81036),(24 76.81512),(25 77.31511),(26 77.08833),(27 75.95851),(28 75.94018),(29 75.97741),(30 76.25798),(31 75.26506),(32 75.89655),(33 75.94861),(34 76.84544),(35 76.20687),(36 77.09742),(37 77.09791),(38 77.77243),(39 76.36596),(40 77.508316),(41 77.3008),(42 77.63768),(43 78.20795),(44 78.64026),(45 79.34095),(46 81.57592),(47 82.26161),(48 82.874176),(49 83.211945),(50 84.43097),(51 83.95339),(52 85.58999),(53 86.22703),(54 87.08211),(55 86.92907),(56 87.07935),(57 87.90344),(58 89.434235),(59 90.43914),(60 89.97667),(61 90.46929),(62 92.54249),(63 93.19908),(64 93.86961),(65 93.652824),(66 93.59257),(67 93.761826),(68 94.12339),(69 95.205765),(70 97.45635),(71 96.895454),(72 98.69858),(73 98.97941),(74 99.543976),(75 99.81957),(76 100.58804),(77 100.52783),(78 101.20228),(79 101.540215),
