1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 25508.4),(2 88635.22),(3 183324.95),(4 289040.88),(5 417810.16),(6 573712.3),(7 736273.2),(8 926013.25),(9 1148374.6),(10 1377051.6),(11 1628283.6),(12 1883438.6),(13 2171513.5),(14 2439987),(15 2732020),(16 3031856.8),(17 3341733.3),(18 3622341.3),(19 3907260.3),(20 4202530.5),(21 4533932),(22 4906197.5),(23 5261417.5),(24 5621038),(25 5942363.5),(26 6254946),(27 6592727.5),(28 6903133.5),(29 7182300),(30 7458656.5),(31 7736928),(32 7997513.5),(33 8261742.5),(34 8483562),(35 8724820),(36 8946337),(37 9133508),(38 9353336),(39 9607279),(40 9905654),(41 10188673),(42 10458898),(43 10723062),(44 10983595),(45 11232515),(46 11468987),(47 11640796),(48 11750620),(49 11765891),(50 11754443),(51 11768171),(52 11771048),(53 11801957),(54 11842521),(55 11894583),(56 11963256),(57 12065645),(58 12244431),(59 12405112),(60 12563981),(61 12722791),(62 12915141),(63 13126200),(64 13345875),(65 13569461),(66 13817587),(67 14087357),(68 14388093),(69 14704513),(70 15048603),(71 15411859),(72 15780415),(73 16238171),(74 16665493),(75 17100800),(76 17577510),(77 18054592),(78 18547234),(79 19068046),
(1 48841.45),(2 184623.05),(3 393721.53),(4 658050.25),(5 959139.8),(6 1284424.1),(7 1618956.1),(8 1959959.3),(9 2294239),(10 2618399),(11 2936754.8),(12 3242178),(13 3536887),(14 3827620.3),(15 4116840.3),(16 4403639.5),(17 4702128.5),(18 4993662),(19 5281875),(20 5554256),(21 5811311),(22 6038688),(23 6222247),(24 6360761),(25 6450367.5),(26 6492597.5),(27 6494119),(28 6448183.5),(29 6370542.5),(30 6277334.5),(31 6181335.5),(32 6095094.5),(33 6038160.5),(34 6006491),(35 6013658.5),(36 6053843.5),(37 6113783.5),(38 6196622),(39 6298056.5),(40 6404277),(41 6502043),(42 6581598),(43 6656766.5),(44 6728986.5),(45 6805374.5),(46 6877981),(47 6940535),(48 6974305.5),(49 6989372.5),(50 6999840.5),(51 7020457),(52 7041973),(53 7067287),(54 7079001.5),(55 7071947),(56 7036345),(57 6977388),(58 6899955.5),(59 6804099),(60 6693655.5),(61 6573163),(62 6448219),(63 6336676),(64 6249225.5),(65 6190990),(66 6156293),(67 6150203),(68 6162479.5),(69 6206675.5),(70 6262857.5),(71 6328311),(72 6388009),(73 6429824),(74 6457270.5),(75 6468060),(76 6473462.5),(77 6475680),(78 6482005),(79 6497985.5),
(1 33556.332),(2 124727.06),(3 261921.06),(4 432614),(5 628598.7),(6 843708.2),(7 1076913.1),(8 1324044.9),(9 1578902.1),(10 1843322.6),(11 2123263.3),(12 2408725.8),(13 2692322.5),(14 2967688.3),(15 3232444.3),(16 3478289.8),(17 3705516.3),(18 3901466.8),(19 4074033),(20 4215390.5),(21 4328240.5),(22 4411865.5),(23 4467535.5),(24 4493182),(25 4480203.5),(26 4434530.5),(27 4366658.5),(28 4276196.5),(29 4183045),(30 4094674.3),(31 4015956),(32 3956355.3),(33 3923638.8),(34 3920505.3),(35 3952336),(36 4016762),(37 4109590.3),(38 4229325.5),(39 4375430.5),(40 4539788),(41 4710435.5),(42 4864234.5),(43 5003940.5),(44 5129137.5),(45 5249475),(46 5354024.5),(47 5461264.5),(48 5552321.5),(49 5647258.5),(50 5711648.5),(51 5745645.5),(52 5740648),(53 5708237.5),(54 5635593.5),(55 5532141.5),(56 5396287.5),(57 5243050.5),(58 5082884.5),(59 4930954),(60 4783564.5),(61 4652133),(62 4534599.5),(63 4443191.5),(64 4380234),(65 4339180.5),(66 4319239.5),(67 4325383),(68 4346853),(69 4393571.5),(70 4451449),(71 4520381.5),(72 4597801),(73 4670646.5),(74 4720055),(75 4747448.5),(76 4755952.5),(77 4750512.5),(78 4733087.5),(79 4707442.5),
(1 31283.21),(2 115917.76),(3 244918.48),(4 406007.75),(5 594762.5),(6 809698.25),(7 1046650.06),(8 1306386),(9 1580855.4),(10 1858431.6),(11 2131101.5),(12 2389997),(13 2629169.5),(14 2844928.8),(15 3047027.3),(16 3230695.8),(17 3392208.3),(18 3534318),(19 3662044.8),(20 3773349.8),(21 3871833.3),(22 3964235.5),(23 4054018),(24 4139958.5),(25 4203529.5),(26 4251389),(27 4278736.5),(28 4289253),(29 4296873.5),(30 4301629.5),(31 4310550.5),(32 4322910),(33 4343953.5),(34 4377217),(35 4418474),(36 4465879),(37 4504222.5),(38 4535516),(39 4560206),(40 4586977.5),(41 4601820),(42 4611430),(43 4625870),(44 4639468.5),(45 4663097.5),(46 4697070.5),(47 4753885),(48 4818381.5),(49 4879309),(50 4923648),(51 4943194),(52 4956862.5),(53 4973342.5),(54 4986186),(55 4999965),(56 5008778),(57 5016064.5),(58 5015237.5),(59 5014393),(60 5001942),(61 4976396),(62 4934499),(63 4874898.5),(64 4800493),(65 4713422.5),(66 4616574),(67 4519586),(68 4419520),(69 4326920.5),(70 4244812),(71 4173417.5),(72 4112476.3),(73 4056778.5),(74 4001429.8),(75 3952841.3),(76 3911932.8),(77 3877830.8),(78 3852392.3),(79 3842330.5),
(1 31876.543),(2 120857.65),(3 261226.64),(4 444666.6),(5 665138.06),(6 915273.5),(7 1181017.3),(8 1456529.5),(9 1723699.3),(10 1962943.5),(11 2169737),(12 2343613.8),(13 2480920.3),(14 2597499.5),(15 2708125),(16 2812563),(17 2920959),(18 3026506),(19 3131729.5),(20 3227602),(21 3312534.8),(22 3376701.8),(23 3419133.8),(24 3436952.8),(25 3452443.8),(26 3467912),(27 3498523.5),(28 3558437.8),(29 3641766.8),(30 3744871),(31 3855516.5),(32 3967682.3),(33 4071459.5),(34 4152925.8),(35 4209770),(36 4241623),(37 4259417),(38 4260830.5),(39 4255077),(40 4241905.5),(41 4228521),(42 4213217.5),(43 4196392.5),(44 4171186),(45 4146373.8),(46 4115056),(47 4079157.5),(48 4036534),(49 4003306.5),(50 3993338),(51 3999895.3),(52 4019563.3),(53 4052406.5),(54 4087118.8),(55 4117026),(56 4138540.3),(57 4145465.5),(58 4133922.5),(59 4111067),(60 4083280),(61 4055989.8),(62 4035028.8),(63 4022788.5),(64 4021739.3),(65 4036978),(66 4058039.3),(67 4081485),(68 4112252.3),(69 4158499.5),(70 4213886),(71 4280024),(72 4347683.5),(73 4414774.5),(74 4473304),(75 4521944.5),(76 4559488),(77 4578387),(78 4568267),(79 4543169.5),
(1 36014.914),(2 137583.44),(3 299166.47),(4 507570.66),(5 750336.44),(6 1010448.1),(7 1266144.9),(8 1512751),(9 1735059.1),(10 1925885),(11 2098710),(12 2255686.3),(13 2408113.8),(14 2564622.3),(15 2724861),(16 2880411),(17 3031738),(18 3158353.8),(19 3258884.8),(20 3329128.3),(21 3366872.3),(22 3371219),(23 3352886),(24 3325982.3),(25 3309873.8),(26 3316114.3),(27 3354949.3),(28 3415382.5),(29 3491937.5),(30 3572894.5),(31 3641965.8),(32 3687959),(33 3705531.3),(34 3691337),(35 3653942),(36 3603588.3),(37 3550286),(38 3500479.5),(39 3463534.8),(40 3439922.3),(41 3419782.8),(42 3394991.5),(43 3359043.8),(44 3310685.8),(45 3250918.3),(46 3190969.8),(47 3143369.8),(48 3118789.3),(49 3128044.3),(50 3170942),(51 3241872),(52 3322723.8),(53 3404014.3),(54 3475555.5),(55 3528528.5),(56 3562259.5),(57 3582504.3),(58 3594592.5),(59 3610777.3),(60 3637524.8),(61 3674539.5),(62 3721880.5),(63 3767514),(64 3812931.3),(65 3858031),(66 3896332.5),(67 3940091.3),(68 3985614.8),(69 4041750.5),(70 4105860.8),(71 4168940.3),(72 4224015),(73 4263523.5),(74 4276091.5),(75 4257192),(76 4213799.5),(77 4140767.5),(78 4035930.3),(79 3905597.8),
(1 35526.836),(2 133617.53),(3 281055.47),(4 459591.53),(5 654498.25),(6 854466),(7 1047888.7),(8 1230857.1),(9 1396210.1),(10 1545434.9),(11 1690854.5),(12 1825350.6),(13 1953586),(14 2072461.3),(15 2180913.5),(16 2273607.5),(17 2346524.8),(18 2390937.5),(19 2417263.5),(20 2426859.8),(21 2430330.5),(22 2429244.3),(23 2431101.8),(24 2439681),(25 2466601.5),(26 2515237.8),(27 2589343.5),(28 2677973),(29 2763145),(30 2829851),(31 2868198.5),(32 2876228.8),(33 2857892.5),(34 2820575),(35 2779934.3),(36 2747005.8),(37 2729603.3),(38 2728143.5),(39 2736687.3),(40 2747915.3),(41 2753449.8),(42 2744384.5),(43 2723726.5),(44 2696174.3),(45 2674153.8),(46 2666071),(47 2679329),(48 2714973.3),(49 2758258.3),(50 2794280.5),(51 2820315.3),(52 2831237.5),(53 2824615),(54 2798998.5),(55 2763672.5),(56 2728781.8),(57 2703544),(58 2691707.3),(59 2697552.8),(60 2723113.5),(61 2764686.5),(62 2825039.5),(63 2894142.5),(64 2965115.8),(65 3031642.3),(66 3088357.8),(67 3133928.8),(68 3166192.5),(69 3177051.8),(70 3169516.8),(71 3146248),(72 3112259.8),(73 3065122.5),(74 3013198.5),(75 2970641),(76 2942917.3),(77 2933656.8),(78 2943308.8),(79 2979233),
(1 31665.754),(2 119101.87),(3 253124.14),(4 417949.47),(5 602204.94),(6 797506.2),(7 989569.56),(8 1175878.1),(9 1354140.3),(10 1522529.8),(11 1688511),(12 1851022.9),(13 2011058.3),(14 2170253.3),(15 2322882.8),(16 2453791),(17 2558527),(18 2627145.3),(19 2661619),(20 2664404.8),(21 2645791.8),(22 2616393.5),(23 2595759.5),(24 2594426.8),(25 2609583.3),(26 2642409.8),(27 2682234.3),(28 2709154),(29 2723308.5),(30 2718165.5),(31 2701638.8),(32 2674955.8),(33 2650471.3),(34 2632531.5),(35 2622020.3),(36 2615251.3),(37 2607059.5),(38 2591779),(39 2576117.8),(40 2554893.8),(41 2542585.3),(42 2541499.3),(43 2553255),(44 2576262.8),(45 2609457),(46 2644930.5),(47 2683023),(48 2723689.5),(49 2754641.3),(50 2775888.5),(51 2788723.3),(52 2797609.5),(53 2804921),(54 2807357),(55 2807914.8),(56 2804692.8),(57 2811029),(58 2823199.3),(59 2846594.5),(60 2878825),(61 2917881.3),(62 2961559.3),(63 3004324.3),(64 3048295.8),(65 3095945.3),(66 3135952),(67 3166280),(68 3182262.8),(69 3185219.8),(70 3167477.3),(71 3134436.3),(72 3086685.5),(73 3033569.5),(74 2974390.3),(75 2919973.8),(76 2876668.5),(77 2848380.5),(78 2835738.3),(79 2842430),
(1 35108.03),(2 131447.19),(3 277615.22),(4 457112.22),(5 655346.7),(6 860854.25),(7 1057125.3),(8 1238738.1),(9 1402832.5),(10 1549237.4),(11 1688268.4),(12 1824038.6),(13 1960751),(14 2089935.5),(15 2204448.8),(16 2290221.5),(17 2343089),(18 2370328.8),(19 2382664.8),(20 2391265.8),(21 2412797.5),(22 2458821),(23 2533049.5),(24 2643234),(25 2769361),(26 2886562.8),(27 2978701),(28 3029498.8),(29 3041942.3),(30 3028913),(31 3007213.5),(32 2987632.5),(33 2980220),(34 2979699),(35 2978718.3),(36 2958958.5),(37 2911267.5),(38 2838753.5),(39 2755518.5),(40 2676459),(41 2620837.3),(42 2596539.8),(43 2607470),(44 2642327.3),(45 2687365.3),(46 2726458.5),(47 2753275.8),(48 2769413.3),(49 2786952.3),(50 2808562),(51 2838188),(52 2874802.3),(53 2908734.5),(54 2933403.3),(55 2939583),(56 2919837.8),(57 2871506.3),(58 2802884.8),(59 2718942.3),(60 2629001.3),(61 2546789.3),(62 2479581.3),(63 2427507),(64 2386838.5),(65 2354052),(66 2323947.3),(67 2299395.8),(68 2282688.5),(69 2279227.3),(70 2288623),(71 2309452.8),(72 2337727),(73 2373432.3),(74 2408307.5),(75 2444420),(76 2475375.8),(77 2498985.8),(78 2513223),(79 2525119.8),
(1 39618.406),(2 149965.28),(3 314955.5),(4 510134.5),(5 718395),(6 923685.4),(7 1110389),(8 1274033.8),(9 1414300.1),(10 1535542.5),(11 1649316),(12 1762805),(13 1875380.8),(14 1985978.5),(15 2078318.3),(16 2137138.8),(17 2164189),(18 2168349.5),(19 2166501.5),(20 2181940),(21 2233496),(22 2325575),(23 2454692),(24 2609313),(25 2768008.5),(26 2905277),(27 3007459),(28 3067330.8),(29 3087082),(30 3078938),(31 3060001),(32 3034381.5),(33 3001694),(34 2951946.5),(35 2874971),(36 2769281),(37 2639334.8),(38 2497723.5),(39 2364929.5),(40 2259421),(41 2188475),(42 2147937),(43 2135663.5),(44 2136147),(45 2141417.5),(46 2147324),(47 2150980),(48 2156056.5),(49 2167352.3),(50 2190706),(51 2228123),(52 2275072),(53 2323384.8),(54 2366540.3),(55 2394614.3),(56 2401316.3),(57 2387983),(58 2363317),(59 2332317.3),(60 2301598.5),(61 2280955),(62 2271587.5),(63 2271634.8),(64 2274345.3),(65 2269598),(66 2256860.8),(67 2237482.5),(68 2221357),(69 2223011.8),(70 2234001.3),(71 2255865.8),(72 2281635),(73 2314521.8),(74 2352564.3),(75 2391210),(76 2429110),(77 2458637.5),(78 2475874),(79 2479905.5),
(1 42626.91),(2 158815.95),(3 330467.94),(4 534745.4),(5 755016.56),(6 976316.3),(7 1182398.5),(8 1361718.4),(9 1509606),(10 1629041.5),(11 1730410.4),(12 1814465.8),(13 1885402),(14 1944952.4),(15 1989785.8),(16 2018157.4),(17 2033414.5),(18 2042317.4),(19 2061639.1),(20 2108552.8),(21 2182484.8),(22 2275754),(23 2375768.3),(24 2473634.5),(25 2563163.8),(26 2641625.5),(27 2708528),(28 2763842.5),(29 2801837),(30 2817375.3),(31 2798765.8),(32 2746983.5),(33 2666687.3),(34 2564155.3),(35 2442534.5),(36 2317104),(37 2199729.8),(38 2099735.3),(39 2020165.3),(40 1961146.8),(41 1918823.1),(42 1893934.5),(43 1890277.3),(44 1903554.8),(45 1939834.4),(46 1995038.3),(47 2051407.1),(48 2091916.8),(49 2116559.3),(50 2130582),(51 2139650.3),(52 2145725),(53 2148809.5),(54 2147944.8),(55 2139652),(56 2116429.8),(57 2086826.4),(58 2056317.3),(59 2023286.8),(60 1994576.3),(61 1975685.6),(62 1966522),(63 1968478),(64 1981678.9),(65 2003980.5),(66 2037163.6),(67 2085210.6),(68 2144982),(69 2211337.5),(70 2274550.3),(71 2329646.5),(72 2368281.5),(73 2396111.3),(74 2410649),(75 2417972.3),(76 2423205.5),(77 2430490.5),(78 2442753),(79 2458404.8),
(1 38378.984),(2 140556.94),(3 287084.16),(4 454801.6),(5 624172.9),(6 787709.4),(7 938064),(8 1080829.9),(9 1214863.1),(10 1350188.6),(11 1483834),(12 1612841),(13 1728444.9),(14 1819030.9),(15 1883503.4),(16 1920283.4),(17 1939953.1),(18 1949455.5),(19 1970648.6),(20 2015893.5),(21 2086091),(22 2172012),(23 2261460),(24 2342549.3),(25 2404490.5),(26 2452172),(27 2485409.3),(28 2514254.8),(29 2536644),(30 2547068),(31 2532030.8),(32 2481009),(33 2395993.5),(34 2292017.3),(35 2190616.5),(36 2120883.3),(37 2091518.6),(38 2099963),(39 2133834.5),(40 2180648.3),(41 2231054.8),(42 2272478.8),(43 2313546),(44 2356300.8),(45 2402273.8),(46 2440011.3),(47 2461254.5),(48 2458377.5),(49 2442168.8),(50 2414518.8),(51 2372284.3),(52 2325870.8),(53 2288469.5),(54 2268684.3),(55 2266211.8),(56 2270531.8),(57 2276657.3),(58 2272803.8),(59 2253017.5),(60 2218964),(61 2178545.3),(62 2140095),(63 2111953),(64 2098877.8),(65 2097935.5),(66 2111152),(67 2136567.3),(68 2170836.5),(69 2212388),(70 2256848.3),(71 2301798.5),(72 2345974.5),(73 2384052),(74 2417513.5),(75 2452068),(76 2490015.8),(77 2529748),(78 2574096),(79 2619548.3),
(1 41457.13),(2 149692.66),(3 299893.63),(4 464113.1),(5 624343.7),(6 771478.25),(7 900557),(8 1012797.25),(9 1108531.5),(10 1189374),(11 1262148.6),(12 1326546),(13 1380231.9),(14 1420692.5),(15 1448925),(16 1466743.1),(17 1485825.4),(18 1513591.5),(19 1565155.1),(20 1642541.8),(21 1738799.1),(22 1837047.5),(23 1917816.6),(24 1976779.5),(25 2009025.1),(26 2017523.4),(27 2011926.9),(28 2001593.8),(29 1991324.6),(30 1981542.9),(31 1966290.3),(32 1945197.4),(33 1920637.5),(34 1897141.1),(35 1885457.4),(36 1895099.8),(37 1933485.4),(38 1993956.9),(39 2070407.1),(40 2145849),(41 2199634),(42 2221643.5),(43 2216878.8),(44 2202693),(45 2196438.3),(46 2198638),(47 2204401),(48 2204806.8),(49 2193998.8),(50 2178403.8),(51 2167174.3),(52 2174807),(53 2192984.3),(54 2221382.3),(55 2245412),(56 2255769.8),(57 2246516.3),(58 2219192.3),(59 2179843.3),(60 2135026.5),(61 2092703.8),(62 2060823.5),(63 2042148),(64 2032440.6),(65 2022503.5),(66 2009320),(67 1996289.1),(68 1984371.8),(69 1978894.3),(70 1972771.1),(71 1965993.8),(72 1954638.5),(73 1938397.5),(74 1919625.4),(75 1901785.8),(76 1888050.3),(77 1881090),(78 1882946.5),(79 1894660.3),
(1 37538.89),(2 135440.11),(3 272771.47),(4 427484.94),(5 587003.75),(6 741461.7),(7 879041.5),(8 996158.9),(9 1091694.1),(10 1171093.3),(11 1243813.3),(12 1310991.8),(13 1372997.3),(14 1423983.5),(15 1463173),(16 1496821.3),(17 1535452.1),(18 1592339.8),(19 1676927.9),(20 1781175.5),(21 1892133.8),(22 1984825.9),(23 2044517.3),(24 2071697.5),(25 2069461.6),(26 2045881.1),(27 2005994.6),(28 1948571.4),(29 1881097.1),(30 1810086),(31 1745460.6),(32 1696395),(33 1672968.5),(34 1674541.4),(35 1707673.1),(36 1767072),(37 1843970.6),(38 1926943.5),(39 2007809.1),(40 2083976.1),(41 2147424),(42 2196620.5),(43 2227025),(44 2225858.8),(45 2188278.8),(46 2119760.8),(47 2038166.4),(48 1960939.1),(49 1902114.3),(50 1860535.5),(51 1829767.5),(52 1799306.3),(53 1768207.1),(54 1745811.5),(55 1738129.3),(56 1742924.6),(57 1759369.6),(58 1774335.5),(59 1788027.5),(60 1795756.9),(61 1801987),(62 1809670),(63 1814584.1),(64 1815894.4),(65 1810083.4),(66 1796790.4),(67 1782704.5),(68 1774397.8),(69 1779591.9),(70 1791671.1),(71 1808574),(72 1832383.5),(73 1868262),(74 1917109.8),(75 1981658.6),(76 2059035.9),(77 2144256.3),(78 2233154.5),(79 2317395.3),
(1 37410.047),(2 134663.86),(3 266076.94),(4 405757.03),(5 536348.7),(6 648479.1),(7 738446),(8 809304.56),(9 864530.3),(10 906896.2),(11 936208.44),(12 949712.2),(13 947106.9),(14 933841.3),(15 925269.7),(16 935934.06),(17 974542.25),(18 1044178.5),(19 1139280.5),(20 1244747.6),(21 1343292.3),(22 1419280.8),(23 1469556.5),(24 1502155),(25 1529482.3),(26 1559631.5),(27 1589928),(28 1607556.5),(29 1601402.9),(30 1571650.9),(31 1530304.4),(32 1501286),(33 1499370.6),(34 1529858.3),(35 1584869),(36 1643278.8),(37 1683494.9),(38 1705415.1),(39 1717162.6),(40 1728952.4),(41 1745807.3),(42 1762954.5),(43 1770455.5),(44 1755905.6),(45 1720391.1),(46 1675022.6),(47 1641135.9),(48 1628277),(49 1627767.1),(50 1627592.1),(51 1617036.6),(52 1597307.5),(53 1574306.5),(54 1558531),(55 1555055.6),(56 1554668.6),(57 1554456.5),(58 1549112.4),(59 1542988.5),(60 1539403.5),(61 1548706.6),(62 1578397),(63 1619022.6),(64 1661665.8),(65 1695280),(66 1712142.6),(67 1721897.6),(68 1730854.6),(69 1745528.9),(70 1764769.4),(71 1787500.8),(72 1819930.9),(73 1859029.8),(74 1904828.8),(75 1948958.3),(76 1988872.4),(77 2021615.1),(78 2041337.3),(79 2047740.1),
(1 38429.082),(2 140688.69),(3 284283.9),(4 439952.3),(5 586911.6),(6 713021.94),(7 811692.06),(8 887093.75),(9 944947.94),(10 994919.6),(11 1039605.06),(12 1076524.1),(13 1101009.8),(14 1113716.3),(15 1125795.3),(16 1151856),(17 1202662.4),(18 1277683.9),(19 1360785.1),(20 1433155.4),(21 1479054.9),(22 1496838.8),(23 1497635.5),(24 1500957.1),(25 1513317.8),(26 1528342.4),(27 1532001.4),(28 1506749.4),(29 1464471.9),(30 1418833.3),(31 1387371.3),(32 1380632.8),(33 1395414.9),(34 1422633.1),(35 1451965.9),(36 1473463.9),(37 1491315.5),(38 1511006.4),(39 1533061.4),(40 1554187.3),(41 1564211.9),(42 1558700.5),(43 1542504.5),(44 1527312),(45 1524613.5),(46 1534242.6),(47 1549259.9),(48 1557736),(49 1553600),(50 1538184),(51 1516670.9),(52 1499457.6),(53 1489814.6),(54 1488046),(55 1489132.8),(56 1491240.8),(57 1491050),(58 1488495.6),(59 1484810.3),(60 1482889.4),(61 1485944.8),(62 1499368.9),(63 1515616),(64 1525510.8),(65 1525864.5),(66 1518847.3),(67 1515649.3),(68 1524451.3),(69 1547238.8),(70 1589385.6),(71 1650834.3),(72 1728945.3),(73 1820444.8),(74 1917889.4),(75 2013154.9),(76 2093072.8),(77 2151469.3),(78 2184914.3),(79 2200013.3),
(1 41989.76),(2 153249.47),(3 306739.75),(4 470488.72),(5 621120.94),(6 744603.7),(7 840104.9),(8 921624.75),(9 999916.4),(10 1080992.3),(11 1158960),(12 1216834.6),(13 1247382.6),(14 1257139.5),(15 1266189),(16 1293079.4),(17 1349637.4),(18 1423017.1),(19 1496625.4),(20 1545968.4),(21 1565744),(22 1562010.6),(23 1547371.4),(24 1541032.1),(25 1535130.1),(26 1518731.9),(27 1482194.1),(28 1426047.5),(29 1374363.6),(30 1349905),(31 1359279.4),(32 1393327.8),(33 1432583.6),(34 1460694.3),(35 1473269),(36 1483818.1),(37 1510816.3),(38 1549701.1),(39 1585194.1),(40 1594135.5),(41 1569300.8),(42 1532333.4),(43 1510531.8),(44 1518757.4),(45 1547959),(46 1582109.4),(47 1600917),(48 1600637.4),(49 1599486.3),(50 1605082.3),(51 1621390.9),(52 1630534.5),(53 1626544.8),(54 1608885.4),(55 1585846),(56 1567383.4),(57 1559663.4),(58 1558978.8),(59 1557197.4),(60 1544177.6),(61 1521879.6),(62 1500421.8),(63 1489474.3),(64 1493999),(65 1510159),(66 1530499),(67 1553871.1),(68 1581517.9),(69 1623632.6),(70 1676619.4),(71 1732414.1),(72 1785930.6),(73 1833367),(74 1869497.4),(75 1891885.4),(76 1896371.3),(77 1887178.3),(78 1866854.5),(79 1848772.3),
(1 43079.88),(2 155973.16),(3 309838.63),(4 468995.97),(5 613685.25),(6 736414.56),(7 839630.4),(8 933700.2),(9 1018791.6),(10 1087009.1),(11 1132473.8),(12 1151434.1),(13 1154205),(14 1160052.3),(15 1190043.4),(16 1245094.9),(17 1315410.6),(18 1381083.8),(19 1430829.5),(20 1456888.8),(21 1464951),(22 1466348.9),(23 1467657.8),(24 1470870.6),(25 1459722.5),(26 1417641.6),(27 1350391.9),(28 1279150.4),(29 1232578.9),(30 1225376.4),(31 1249815.3),(32 1281990),(33 1305483.3),(34 1317157.8),(35 1328903.9),(36 1350019.5),(37 1385275.3),(38 1423732.6),(39 1452406.8),(40 1462578.4),(41 1451001.9),(42 1434080.4),(43 1418286.6),(44 1406232.1),(45 1390665.9),(46 1366395),(47 1339663),(48 1316876.3),(49 1311209.8),(50 1327383),(51 1356409.5),(52 1385200.4),(53 1404045.1),(54 1413052.8),(55 1422416.1),(56 1438662.9),(57 1464937.1),(58 1488972.8),(59 1499382),(60 1493753.6),(61 1484781.1),(62 1489578.6),(63 1514328.5),(64 1556097.1),(65 1606874.3),(66 1655443.8),(67 1701344.8),(68 1744083.5),(69 1783248),(70 1811443.8),(71 1817048.9),(72 1797725.5),(73 1760602.3),(74 1713324.1),(75 1666087.1),(76 1624803.8),(77 1594468.3),(78 1577751.5),(79 1577421.5),
