1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 8069.078),(2 15743.394),(3 33724.938),(4 48224.863),(5 66732.87),(6 84004.01),(7 108834.75),(8 132688.7),(9 157296.08),(10 180410.2),(11 213733.92),(12 244673.75),(13 287808.7),(14 329241.22),(15 389766.25),(16 442588.5),(17 488795.75),(18 544637.8),(19 595536.56),(20 646905.25),(21 701477.3),(22 749255),(23 807309.3),(24 856426),(25 915984),(26 983704.56),(27 1066424.6),(28 1136198.9),(29 1227392.1),(30 1312403.6),(31 1405045.4),(32 1495985.4),(33 1585468.6),(34 1670735.1),(35 1752373.6),(36 1837966.4),(37 1925196.4),(38 2021854),(39 2132487.5),(40 2232837),(41 2339689.8),(42 2441864.8),(43 2561997.8),(44 2682375.3),(45 2802283.8),(46 2927864),(47 3050831.3),(48 3171032),(49 3312994.3),(50 3433774),(51 3580116.8),(52 3738388),(53 3899190.8),(54 4066652),(55 4256671.5),(56 4462364),(57 4646065.5),(58 4843877.5),(59 5049238.5),(60 5246860),(61 5479348.5),(62 5709195.5),(63 5961006.5),(64 6190152.5),(65 6426824),(66 6674690.5),(67 6907172),(68 7184179.5),(69 7456280.5),(70 7722976),(71 8001822.5),(72 8260056.5),(73 8515660),(74 8743591),(75 8988733),(76 9219281),(77 9440768),(78 9668303),(79 9948612),
(1 11599.538),(2 42451.56),(3 91168.99),(4 154506.34),(5 233667.17),(6 324817.94),(7 428270.2),(8 539207.6),(9 660322.75),(10 787482.8),(11 922621.56),(12 1057891.9),(13 1193044),(14 1327150.6),(15 1458350.4),(16 1582962.4),(17 1699223.1),(18 1804937),(19 1902662.4),(20 1990314.8),(21 2066639.9),(22 2133279.8),(23 2196869.5),(24 2248268.8),(25 2291511.3),(26 2321067.5),(27 2344222.8),(28 2358475.3),(29 2370752.8),(30 2380736.8),(31 2389619.3),(32 2396425),(33 2399974.3),(34 2401848.8),(35 2405212.8),(36 2416276.3),(37 2420968.8),(38 2428835),(39 2438989.5),(40 2445519.8),(41 2460918.8),(42 2481570.5),(43 2511047.8),(44 2546759.8),(45 2584500),(46 2619432.5),(47 2655969.3),(48 2685863.3),(49 2714494.3),(50 2741487.8),(51 2768498.5),(52 2774211),(53 2774379.8),(54 2759355.8),(55 2741296.8),(56 2719674.8),(57 2687945.8),(58 2652629.5),(59 2614552.8),(60 2575930.5),(61 2534704),(62 2495437.5),(63 2452444.8),(64 2408579.3),(65 2363100.8),(66 2314734.8),(67 2269903.5),(68 2224163.8),(69 2184148.8),(70 2146767.8),(71 2116730.8),(72 2082603.3),(73 2059942.3),(74 2043623.6),(75 2035583),(76 2026002.4),(77 2024061.6),(78 2028970.3),(79 2042727),
(1 12899.464),(2 47929.62),(3 104002.9),(4 177443.83),(5 269780.34),(6 377267.75),(7 500574),(8 634990.94),(9 781699.06),(10 936533.5),(11 1098398.9),(12 1262733.3),(13 1431673),(14 1597827.1),(15 1762703.4),(16 1919365),(17 2069639),(18 2202570.3),(19 2328293),(20 2438827.8),(21 2536770.8),(22 2620073.3),(23 2694237.3),(24 2759997.8),(25 2810775),(26 2844273),(27 2865445.8),(28 2881602.8),(29 2896526.3),(30 2906628),(31 2917406.8),(32 2928165.3),(33 2941797.8),(34 2953532.3),(35 2966968.8),(36 2987862.8),(37 3016591.3),(38 3051324),(39 3097602),(40 3148415),(41 3205956),(42 3257683.3),(43 3314231.3),(44 3374024),(45 3429887.3),(46 3481721),(47 3530606.8),(48 3577210),(49 3614270),(50 3641170.8),(51 3658106.8),(52 3654446),(53 3642019),(54 3611479.8),(55 3565486.8),(56 3510376),(57 3444034.3),(58 3368877.3),(59 3290525.3),(60 3206107.8),(61 3119416),(62 3038416.8),(63 2958936),(64 2884165),(65 2807174),(66 2728645.8),(67 2652702.3),(68 2582134.3),(69 2514255.8),(70 2453241),(71 2406564.3),(72 2363806.5),(73 2337204.5),(74 2318266.3),(75 2310714.8),(76 2312604.8),(77 2320913.3),(78 2336936.3),(79 2361945.3),
(1 12486.586),(2 45772.95),(3 97542.94),(4 165145.2),(5 247158.64),(6 343232.16),(7 449805.44),(8 565554.75),(9 690647.8),(10 818431.06),(11 950534.56),(12 1080260.5),(13 1210947),(14 1339113.5),(15 1465487),(16 1587433.5),(17 1703694.8),(18 1811445.1),(19 1915906.5),(20 2007494.1),(21 2088405.5),(22 2160471.8),(23 2226375.3),(24 2281654.8),(25 2332239),(26 2379251.3),(27 2418924.3),(28 2448537.5),(29 2471670.8),(30 2489406),(31 2503584.8),(32 2512968.3),(33 2521141.5),(34 2525268.8),(35 2526775.8),(36 2528754.3),(37 2528021.8),(38 2519458.8),(39 2505940.3),(40 2493664),(41 2476968),(42 2455118),(43 2434771.8),(44 2421174.3),(45 2405574.8),(46 2385253.5),(47 2363254),(48 2339532.8),(49 2314868.8),(50 2293157.8),(51 2269183.5),(52 2247072.3),(53 2229329),(54 2202467.8),(55 2174456.8),(56 2143041),(57 2112265.5),(58 2078411.6),(59 2046216.6),(60 2012319.6),(61 1980184.6),(62 1952245.9),(63 1926684.5),(64 1895367.6),(65 1863137),(66 1825608.6),(67 1788204.8),(68 1748872.1),(69 1703315),(70 1656519.4),(71 1615713.3),(72 1572506.4),(73 1537671.3),(74 1503338.3),(75 1470556),(76 1441506.5),(77 1416992.5),(78 1401610.4),(79 1390525),
(1 16497.93),(2 61307.855),(3 132759.3),(4 225705.08),(5 338201.53),(6 467125.53),(7 611067.8),(8 767157.5),(9 930761.4),(10 1095724.8),(11 1264678),(12 1430343.5),(13 1595662.1),(14 1756050.3),(15 1912449.5),(16 2054808.5),(17 2186448.5),(18 2301297.5),(19 2403668.5),(20 2490526.8),(21 2564589),(22 2624766),(23 2676857.8),(24 2722013),(25 2762189.8),(26 2798918.5),(27 2823081.3),(28 2850630),(29 2869113.5),(30 2881487.8),(31 2893386.3),(32 2899503),(33 2904450),(34 2903725.5),(35 2897940.5),(36 2886730),(37 2870369),(38 2842239.3),(39 2810240),(40 2767598),(41 2718594.5),(42 2663828.8),(43 2608185.3),(44 2549103.8),(45 2479232.3),(46 2411158.8),(47 2344044.8),(48 2276254.5),(49 2218189.5),(50 2173000.3),(51 2138230.8),(52 2115868.3),(53 2109392.8),(54 2102017.8),(55 2102844),(56 2110175),(57 2126816.3),(58 2149871.8),(59 2177624),(60 2204788.3),(61 2230626),(62 2254075),(63 2273917.5),(64 2287164.5),(65 2300143.5),(66 2304845.5),(67 2315342),(68 2313948),(69 2300791.3),(70 2279853),(71 2253583.3),(72 2207858),(73 2156491.3),(74 2094547.3),(75 2025738.8),(76 1959186.3),(77 1894846.9),(78 1834165.3),(79 1777613),
(1 14384.595),(2 53639.574),(3 115928.91),(4 196194),(5 294408.44),(6 408521.97),(7 533974.94),(8 671742.9),(9 813512.8),(10 957835.44),(11 1101703.9),(12 1247531.5),(13 1391901.8),(14 1532800.3),(15 1675548.1),(16 1812559.4),(17 1944999.8),(18 2068814.9),(19 2186962),(20 2302822.3),(21 2410492.5),(22 2510997.8),(23 2605212.5),(24 2683269.3),(25 2759555),(26 2826856.5),(27 2887967.8),(28 2941643.3),(29 2994688.5),(30 3037672.5),(31 3075163.3),(32 3107612.3),(33 3129660.5),(34 3142899.5),(35 3146281),(36 3137966.8),(37 3115852.5),(38 3076739),(39 3028841.5),(40 2961080.3),(41 2881281.3),(42 2787419.8),(43 2692579),(44 2595273.5),(45 2499409.8),(46 2405192.8),(47 2318081.8),(48 2235841.8),(49 2159332.3),(50 2090971.9),(51 2040001.1),(52 2002261),(53 1977144),(54 1961174.9),(55 1958776.6),(56 1969538.4),(57 1992321.1),(58 2026703.4),(59 2071099.4),(60 2123618.8),(61 2180389.8),(62 2233678.3),(63 2287188.8),(64 2334028),(65 2384719.8),(66 2425251.8),(67 2463708.3),(68 2491480.5),(69 2507697.3),(70 2513068.5),(71 2511820.5),(72 2497070.8),(73 2473555.8),(74 2440950.5),(75 2400300.5),(76 2353506.5),(77 2304009.8),(78 2251704.5),(79 2200838.8),
(1 14134.869),(2 52364.543),(3 110834.73),(4 187116.78),(5 279133.1),(6 383942.3),(7 498798.4),(8 619127.56),(9 744673.44),(10 874194.2),(11 1001827.7),(12 1130292.8),(13 1259026.9),(14 1384273.6),(15 1504718.9),(16 1617718.4),(17 1721796.1),(18 1817203.8),(19 1902970),(20 1983639.8),(21 2055820.6),(22 2115315),(23 2163394.5),(24 2204252.3),(25 2236304.8),(26 2259557.5),(27 2270689.5),(28 2275128.3),(29 2274252),(30 2266819.8),(31 2258423.5),(32 2245844.8),(33 2230175.8),(34 2215261.5),(35 2197537.3),(36 2183842.3),(37 2172203.8),(38 2162820),(39 2156329.3),(40 2147728.3),(41 2139016.3),(42 2125365.5),(43 2115755),(44 2104012.5),(45 2087669.4),(46 2065614.1),(47 2039737.3),(48 2010328.5),(49 1979106.5),(50 1950310.6),(51 1930471.1),(52 1915596.3),(53 1909179.8),(54 1907902.9),(55 1913130),(56 1920748.8),(57 1932645.8),(58 1944198.6),(59 1955987.1),(60 1962851.6),(61 1964996.3),(62 1961965.9),(63 1958316.5),(64 1952847.5),(65 1948285.8),(66 1947948),(67 1952102.1),(68 1957538.5),(69 1961233.1),(70 1961548.6),(71 1961419.9),(72 1957939.5),(73 1954203.6),(74 1949693.8),(75 1938194.8),(76 1924936.9),(77 1909532.8),(78 1895348.8),(79 1883315.6),
(1 14644.288),(2 53743.9),(3 113608.87),(4 189707.39),(5 278579.16),(6 378589.8),(7 485583.03),(8 596217.5),(9 707308.9),(10 817673.44),(11 922784.4),(12 1021578.94),(13 1111283.1),(14 1191626.3),(15 1261897.9),(16 1318899.8),(17 1363173.1),(18 1397658.9),(19 1419364.4),(20 1432320.5),(21 1439499.6),(22 1442666.4),(23 1441310.3),(24 1440187),(25 1437066.8),(26 1435721.8),(27 1437205),(28 1442213.9),(29 1448602.3),(30 1455704.3),(31 1467545),(32 1480135.3),(33 1495027.6),(34 1510133.1),(35 1522702.1),(36 1532069.8),(37 1539971.4),(38 1545100.4),(39 1547835.9),(40 1550411.3),(41 1553941.3),(42 1555733.5),(43 1557919.3),(44 1561698.1),(45 1563277.8),(46 1562104),(47 1558703.1),(48 1549770.8),(49 1542560.3),(50 1538787.9),(51 1538535.3),(52 1535924.6),(53 1532926.5),(54 1530860.4),(55 1529553.4),(56 1533939.9),(57 1542489),(58 1555953.8),(59 1573872.3),(60 1592553),(61 1607233),(62 1616626.8),(63 1625859.6),(64 1631400.1),(65 1637292.5),(66 1645427.9),(67 1650928.5),(68 1652864.9),(69 1651237),(70 1646665),(71 1641086.1),(72 1632421.4),(73 1618536),(74 1603056.8),(75 1583360.5),(76 1564785.3),(77 1544779.1),(78 1526231.3),(79 1510848.9),
(1 14000.468),(2 51994.04),(3 112196.266),(4 191092.27),(5 285942),(6 393661.4),(7 510243.4),(8 632315.25),(9 757127.9),(10 880037.44),(11 998100.56),(12 1107554.4),(13 1207868.9),(14 1301641.8),(15 1381628.4),(16 1451748.6),(17 1510210.9),(18 1558226.9),(19 1595009.8),(20 1622882.8),(21 1645823.3),(22 1663754.4),(23 1675843.6),(24 1689178.6),(25 1699635.1),(26 1711000.5),(27 1718012.6),(28 1724397.9),(29 1731943.4),(30 1735129.3),(31 1738464.8),(32 1740284.1),(33 1741974.6),(34 1742437.1),(35 1736075.4),(36 1729669.8),(37 1718426.6),(38 1706106.9),(39 1690029.3),(40 1673775),(41 1660159.5),(42 1643338.9),(43 1624959.1),(44 1607728.8),(45 1596852.1),(46 1586980.6),(47 1573765.4),(48 1561905.8),(49 1554298.9),(50 1549733.4),(51 1548482.9),(52 1549926.6),(53 1557491.6),(54 1567539.6),(55 1578300.8),(56 1592493.4),(57 1607228.4),(58 1625274),(59 1642292.4),(60 1655955),(61 1664388.9),(62 1666450.1),(63 1662080),(64 1656316.1),(65 1650590.8),(66 1641181.8),(67 1626983.1),(68 1614693.5),(69 1602960.8),(70 1592869.6),(71 1580960.4),(72 1570501.3),(73 1558017),(74 1543235.9),(75 1522569.8),(76 1501303),(77 1483710.5),(78 1467836),(79 1448861),
(1 14960.816),(2 55178.75),(3 116675.36),(4 195976.66),(5 289646.2),(6 393933.38),(7 506414.94),(8 619219.5),(9 733081.44),(10 842495.2),(11 947991.1),(12 1043778.9),(13 1131860.5),(14 1215367.1),(15 1292571.3),(16 1361503),(17 1420341),(18 1475748.8),(19 1525464.5),(20 1564008.5),(21 1593718.3),(22 1617584.5),(23 1629548.4),(24 1637237.1),(25 1639318.5),(26 1636366.5),(27 1625733),(28 1606769.5),(29 1584918.3),(30 1558184.5),(31 1526387),(32 1488368.8),(33 1445171.5),(34 1403235),(35 1359944.3),(36 1318477.4),(37 1279613.1),(38 1246590),(39 1219853.6),(40 1196898.3),(41 1180827.9),(42 1173169.3),(43 1172430),(44 1176512),(45 1187770.5),(46 1204219.8),(47 1223271),(48 1246313.3),(49 1271656),(50 1293695.3),(51 1313580),(52 1326261.8),(53 1333664.1),(54 1337673.4),(55 1337764.8),(56 1334274.3),(57 1326646.6),(58 1315623.5),(59 1303551),(60 1286975),(61 1268566.9),(62 1248203.3),(63 1225209.8),(64 1205450.5),(65 1191342.5),(66 1177974),(67 1168596.8),(68 1164235.4),(69 1164408.5),(70 1168235.1),(71 1178365.8),(72 1190870.4),(73 1203083),(74 1216011),(75 1227256.8),(76 1236741.3),(77 1248458.6),(78 1257828.8),(79 1263954.9),
(1 14563.289),(2 53003.563),(3 111363.35),(4 186285.94),(5 274944.9),(6 373331.75),(7 479226.5),(8 586456.2),(9 693063.44),(10 796303.25),(11 892548.9),(12 981209.6),(13 1063428.9),(14 1136851.5),(15 1202290.4),(16 1251841.3),(17 1293703.1),(18 1326648),(19 1352091.6),(20 1366081),(21 1373809.4),(22 1375171.3),(23 1371755),(24 1363487.6),(25 1351395.6),(26 1337616.3),(27 1319022.9),(28 1298696.4),(29 1274983.4),(30 1249100.3),(31 1221932.8),(32 1195948.8),(33 1172628),(34 1151304.3),(35 1133795),(36 1122489.4),(37 1111129.3),(38 1104498.1),(39 1102123.9),(40 1104210.8),(41 1114055.5),(42 1125373.3),(43 1139966.3),(44 1157913.9),(45 1180177.5),(46 1201580.3),(47 1220918.1),(48 1236570.8),(49 1249529.1),(50 1259090.4),(51 1263685.9),(52 1263951.6),(53 1259958.8),(54 1251831.3),(55 1241162),(56 1228351.6),(57 1210588.1),(58 1196790),(59 1183646),(60 1175350.6),(61 1169081.4),(62 1163781.6),(63 1162596.4),(64 1164386.6),(65 1170706),(66 1175151.6),(67 1179560.5),(68 1186506),(69 1192090),(70 1196574.4),(71 1199972.4),(72 1200467.5),(73 1199887),(74 1201204.8),(75 1200696.3),(76 1195898.4),(77 1188172.5),(78 1178993.8),(79 1168533.8),
(1 16635.5),(2 61647.81),(3 130806.086),(4 219566.66),(5 323845.56),(6 441569.84),(7 570345.4),(8 700697.1),(9 831281.4),(10 956538.6),(11 1071262.3),(12 1170828.4),(13 1254787),(14 1322808.5),(15 1373894.1),(16 1403306.6),(17 1415127.1),(18 1408052.4),(19 1388866.6),(20 1360131.3),(21 1324003),(22 1289315.8),(23 1258425.5),(24 1232702),(25 1214794.6),(26 1202494.6),(27 1198040.3),(28 1202287.4),(29 1213148.9),(30 1231732.6),(31 1254346.5),(32 1281458.4),(33 1312168.3),(34 1337192.6),(35 1361908.6),(36 1384190),(37 1400262),(38 1413055.4),(39 1423040),(40 1429619.1),(41 1431706),(42 1430440.4),(43 1420339),(44 1404871.3),(45 1390183.5),(46 1371978),(47 1351833.1),(48 1331517.4),(49 1312461.5),(50 1292889.1),(51 1274018.1),(52 1254959.5),(53 1238645.9),(54 1220493.3),(55 1202210.8),(56 1182749.8),(57 1163618.8),(58 1148199.1),(59 1133549),(60 1118086.4),(61 1104865.4),(62 1090669.3),(63 1078543.5),(64 1069830.6),(65 1062631.4),(66 1059658.6),(67 1057029),(68 1058197.8),(69 1062865.1),(70 1070071.4),(71 1077362.6),(72 1083582),(73 1091066.1),(74 1100788.6),(75 1109206.6),(76 1114299.4),(77 1117315),(78 1115848.6),(79 1111892.6),
(1 16082.382),(2 58805.805),(3 122523.75),(4 200775.56),(5 290560.97),(6 387681.47),(7 485307.56),(8 580161.7),(9 668921.7),(10 747983.2),(11 813667.9),(12 865660.4),(13 909392.56),(14 943253.44),(15 970558.44),(16 984456.9),(17 989021.7),(18 985039.44),(19 975066.56),(20 962077.3),(21 946776.44),(22 934415.25),(23 924839.7),(24 921987.56),(25 927559.8),(26 941356.56),(27 961107.44),(28 984493.3),(29 1008740.56),(30 1036208),(31 1063290.9),(32 1082324.5),(33 1097032.1),(34 1101454.3),(35 1102296.1),(36 1097964),(37 1092123.5),(38 1086378),(39 1083372.4),(40 1086093.9),(41 1094018.5),(42 1104644.8),(43 1118305.6),(44 1137493.5),(45 1160936.1),(46 1185153.9),(47 1204211.9),(48 1223476.5),(49 1237126.1),(50 1243353.4),(51 1242755.3),(52 1237933.5),(53 1232432.5),(54 1224234.1),(55 1211294.8),(56 1196589.3),(57 1183659.5),(58 1168854.5),(59 1152356),(60 1137800.5),(61 1125972.9),(62 1114099.1),(63 1105099.5),(64 1100391.1),(65 1098029.5),(66 1099010),(67 1099786.1),(68 1100183.8),(69 1095932.5),(70 1089071.8),(71 1079113.5),(72 1069935.5),(73 1060800.6),(74 1053925.1),(75 1047519.44),(76 1040916.44),(77 1033150.25),(78 1024000.44),(79 1013272.56),
(1 14483.381),(2 53208.582),(3 112184.51),(4 185785.55),(5 271473.7),(6 366097.63),(7 466847.44),(8 569005.25),(9 669598.5),(10 763339),(11 848504.94),(12 922800.06),(13 987725.75),(14 1040949.9),(15 1083617.5),(16 1115570),(17 1138075),(18 1151208.4),(19 1158679.6),(20 1163974.8),(21 1165130),(22 1162554),(23 1161490.6),(24 1161425.6),(25 1164024),(26 1166793.6),(27 1169559.6),(28 1169718.4),(29 1168332.3),(30 1165358.9),(31 1161399.9),(32 1154671.1),(33 1147251.6),(34 1135029.4),(35 1120585.8),(36 1102056.5),(37 1079485.4),(38 1055427.8),(39 1033864.56),(40 1014979.56),(41 996368.4),(42 977844.44),(43 961750.25),(44 946262.8),(45 931761.1),(46 918357.4),(47 906712.94),(48 897835),(49 889449.9),(50 881552),(51 875208.2),(52 869671.94),(53 866560.2),(54 861336.25),(55 855528.8),(56 851476),(57 851686.44),(58 852964.25),(59 855583.75),(60 861205.3),(61 869153.94),(62 876497.3),(63 882913.9),(64 890306.44),(65 897954.06),(66 904456.06),(67 908770.8),(68 911741.94),(69 911182.44),(70 907492.94),(71 900638.9),(72 891299.6),(73 883680.6),(74 876784.2),(75 869537.9),(76 862029.56),(77 854538.06),(78 850885),(79 848594.3),
(1 14055.463),(2 51523.543),(3 108406.07),(4 179543.23),(5 262364.56),(6 351169.34),(7 442578.75),(8 533648.44),(9 620898.4),(10 700977.3),(11 773951),(12 835326.7),(13 888087.8),(14 932255),(15 966489.25),(16 995975.3),(17 1016385.5),(18 1028718.4),(19 1035641.06),(20 1038891.56),(21 1041240.25),(22 1039550.94),(23 1035681.44),(24 1030941.9),(25 1026693.3),(26 1018988.2),(27 1012125.06),(28 1002981.1),(29 991770.4),(30 978056.44),(31 965436),(32 951048.9),(33 939046.1),(34 928560.6),(35 917683.56),(36 907347.94),(37 896712.06),(38 886937),(39 881442.3),(40 876776.2),(41 873638.25),(42 871695.6),(43 871747.56),(44 872087.8),(45 872846.06),(46 875451.2),(47 881289.44),(48 891035.94),(49 902271.8),(50 915317),(51 930040.2),(52 943918.9),(53 958177.6),(54 966399.56),(55 972767.8),(56 973844.25),(57 969706.56),(58 962418.4),(59 950191),(60 935619.2),(61 918923),(62 901244.8),(63 883752.9),(64 865671.1),(65 851585.94),(66 841640.7),(67 834985.75),(68 832654.56),(69 834249.75),(70 839642.1),(71 849584.56),(72 861727.4),(73 874019.4),(74 889300.25),(75 904174.56),(76 921536.4),(77 934953.3),(78 945854.25),(79 953267),
(1 11768.832),(2 42244.387),(3 87660.734),(4 144066.83),(5 210589.86),(6 282461.3),(7 356652.78),(8 428926.5),(9 497789.9),(10 558545.06),(11 612954.9),(12 659140.6),(13 698198.6),(14 733293.44),(15 764353.6),(16 789755.2),(17 814268.25),(18 836465.25),(19 857607.1),(20 876491),(21 892986.7),(22 905261.5),(23 910934.25),(24 910870.06),(25 903546.5),(26 891636.6),(27 878224.9),(28 864371.94),(29 850120),(30 837284.06),(31 828932.6),(32 823002.75),(33 820894.25),(34 819939.4),(35 822226.7),(36 823192),(37 821479.8),(38 817791.4),(39 812211.3),(40 802295.6),(41 788304.2),(42 772797.6),(43 757550.75),(44 740366.7),(45 723643.56),(46 711521.75),(47 703626.56),(48 700301.56),(49 701753.3),(50 706044.7),(51 711573.7),(52 716734.56),(53 721775.44),(54 725054.5),(55 727201.1),(56 727941.06),(57 726192.56),(58 726670.8),(59 728189.75),(60 730038.56),(61 731932.56),(62 733936.2),(63 733140.7),(64 732032.94),(65 733336.06),(66 735065.44),(67 737055.5),(68 737895.56),(69 737155.7),(70 735877.3),(71 733508.25),(72 728318.75),(73 723876.94),(74 720900.8),(75 720163.56),(76 718842.06),(77 721954.1),(78 727214.56),(79 735799.1),
(1 12256.756),(2 45126.477),(3 95209.97),(4 158199.78),(5 231598.42),(6 310978.06),(7 391887.94),(8 470875.38),(9 545350.2),(10 613328.25),(11 673686.2),(12 727667.44),(13 775240.1),(14 817363.44),(15 852695.25),(16 880209.25),(17 902021.9),(18 915942.3),(19 925064.56),(20 927810.5),(21 921050.1),(22 907587.1),(23 886275.44),(24 863524.75),(25 840191.8),(26 819577.6),(27 803392.3),(28 791326.3),(29 784377.1),(30 784422.7),(31 791523.06),(32 806474.56),(33 824765.1),(34 841800.4),(35 857607.44),(36 869271.06),(37 877912.7),(38 884285.5),(39 887790.9),(40 887389.3),(41 884513.1),(42 881435.25),(43 882398),(44 885357.1),(45 889293.06),(46 894995.1),(47 898075.25),(48 901582.3),(49 902524.56),(50 900030.3),(51 894436.5),(52 885356.2),(53 871164.75),(54 852844.94),(55 832904.7),(56 812196.56),(57 790235.06),(58 770723.1),(59 755155.25),(60 743530.4),(61 733945.25),(62 726318.44),(63 723228.7),(64 720559.8),(65 721777.6),(66 726032.8),(67 732078.7),(68 741418),(69 750150.7),(70 757691.3),(71 768908.44),(72 777888),(73 789638.1),(74 803004.9),(75 817479.1),(76 829877.25),(77 843111.8),(78 853937.06),(79 863567.44),
(1 10912.59),(2 39882.965),(3 84228.62),(4 140165.33),(5 205398.44),(6 275249.03),(7 345862.53),(8 415021.34),(9 479399.56),(10 538139.94),(11 592369.6),(12 640361.7),(13 680412.9),(14 716300.9),(15 744943.2),(16 766626.4),(17 780423.2),(18 790494.1),(19 796108.9),(20 796173.25),(21 792770.9),(22 782411),(23 767862.06),(24 750123),(25 730960.4),(26 712159),(27 697525.1),(28 685274.4),(29 680120.44),(30 680424.25),(31 685495.1),(32 695972),(33 710269.1),(34 728083.7),(35 742814.9),(36 757261.44),(37 768358.06),(38 775351.3),(39 780989.3),(40 780857.25),(41 775296.2),(42 763421.1),(43 750090.1),(44 735497),(45 719458.25),(46 704714.9),(47 692864.25),(48 685084.2),(49 679579.75),(50 675902.94),(51 673645.06),(52 670751),(53 666745.8),(54 661887.6),(55 655733.6),(56 649833.75),(57 643607.75),(58 638874.8),(59 637994.06),(60 638843.44),(61 642432.6),(62 650140.25),(63 662840.8),(64 677333.7),(65 688137.25),(66 691960.44),(67 688831.8),(68 685022.9),(69 678869.4),(70 669721),(71 657549.6),(72 642726.06),(73 629746.8),(74 618434.25),(75 610318.9),(76 607359.2),(77 608002.5),(78 614558.94),(79 621910.94),
