1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 56175.723),(2 167964.78),(3 352536.16),(4 602044.75),(5 896079),(6 1243462.6),(7 1646730.1),(8 2091150.4),(9 2584868.8),(10 3111169.3),(11 3672009.3),(12 4253942),(13 4862684.5),(14 5463295.5),(15 6090782),(16 6739606.5),(17 7406387.5),(18 8105883.5),(19 8809759),(20 9518332),(21 10262317),(22 11051027),(23 11881463),(24 12679616),(25 13478236),(26 14294865),(27 15191427),(28 16054568),(29 16892810),(30 17714802),(31 18575174),(32 19429270),(33 20295906),(34 21199966),(35 22092904),(36 23005888),(37 23913366),(38 24858128),(39 25810950),(40 26742480),(41 27620038),(42 28399046),(43 29134912),(44 29796512),(45 30435134),(46 31063666),(47 31773562),(48 32469686),(49 33086778),(50 33753612),(51 34326060),(52 34938596),(53 35333916),(54 35547188),(55 35654972),(56 35816724),(57 36019596),(58 36271228),(59 36509988),(60 36746732),(61 36937680),(62 37168756),(63 37479936),(64 37727316),(65 38052388),(66 38434530),(67 38875332),(68 39327284),(69 39757180),(70 40229360),(71 40770428),(72 41318670),(73 41858456),(74 42464344),(75 43137524),(76 43990480),(77 44811012),(78 45761570),(79 46633504),
(1 82.06591),(2 100.118416),(3 112.49877),(4 119.98099),(5 126.70586),(6 130.10881),(7 135.9259),(8 137.2807),(9 138.76257),(10 141.03085),(11 144.1634),(12 144.37215),(13 147.11807),(14 149.18108),(15 149.25212),(16 148.08757),(17 148.00305),(18 150.29832),(19 150.06679),(20 150.61322),(21 150.90388),(22 151.46196),(23 152.19135),(24 152.37628),(25 152.0112),(26 151.26654),(27 153.48792),(28 153.28024),(29 154.18036),(30 153.8455),(31 154.324),(32 154.05182),(33 154.95241),(34 155.37337),(35 154.75401),(36 155.7909),(37 156.77579),(38 156.4509),(39 158.91069),(40 159.16354),(41 158.50484),(42 158.13837),(43 159.38676),(44 158.88014),(45 161.62033),(46 162.86755),(47 161.52167),(48 162.29092),(49 162.06479),(50 160.89137),(51 162.07596),(52 162.49236),(53 163.50516),(54 164.88007),(55 165.79683),(56 164.90044),(57 167.01808),(58 166.53412),(59 166.40622),(60 166.95699),(61 168.29942),(62 167.68443),(63 167.9724),(64 169.00877),(65 168.0927),(66 166.6277),(67 168.33356),(68 167.9941),(69 167.65529),(70 168.91435),(71 169.68198),(72 171.31052),(73 172.70316),(74 170.98788),(75 171.6096),(76 170.94797),(77 173.31783),(78 174.50078),(79 173.76736),
(1 83.29172),(2 100.09851),(3 112.85338),(4 120.20666),(5 125.87974),(6 131.31),(7 134.51381),(8 137.9028),(9 139.73761),(10 142.08582),(11 144.82916),(12 144.60774),(13 146.63315),(14 149.59947),(15 150.67882),(16 149.84666),(17 150.28403),(18 152.20836),(19 150.94873),(20 149.93355),(21 149.57727),(22 151.68721),(23 150.93074),(24 150.9149),(25 151.36307),(26 150.9332),(27 151.78706),(28 153.24655),(29 154.49184),(30 153.01703),(31 154.70404),(32 153.30864),(33 152.89417),(34 154.70093),(35 153.21556),(36 155.20862),(37 155.39464),(38 157.45811),(39 158.1957),(40 157.58307),(41 158.77365),(42 158.38998),(43 159.36948),(44 159.15617),(45 160.49754),(46 161.63408),(47 160.84528),(48 160.6366),(49 161.61685),(50 160.59859),(51 161.4544),(52 163.5088),(53 162.32573),(54 163.15462),(55 163.25192),(56 162.56522),(57 164.27924),(58 163.82831),(59 166.39336),(60 168.1325),(61 167.62749),(62 167.94342),(63 169.69931),(64 169.54427),(65 169.24309),(66 168.21889),(67 168.32619),(68 167.65053),(69 168.80699),(70 167.35619),(71 168.32178),(72 168.8654),(73 169.18512),(74 170.00528),(75 168.03877),(76 169.1257),(77 168.79753),(78 169.64296),(79 168.46895),
(1 79.60508),(2 96.232025),(3 110.00594),(4 116.21366),(5 122.34883),(6 127.182724),(7 129.252),(8 132.20021),(9 136.19318),(10 138.65297),(11 140.82605),(12 140.08925),(13 141.76132),(14 143.4639),(15 143.49783),(16 144.67342),(17 144.65956),(18 145.07982),(19 144.79123),(20 144.9936),(21 143.75569),(22 145.87315),(23 145.16653),(24 145.22789),(25 146.7131),(26 146.46011),(27 147.29657),(28 146.93211),(29 148.45726),(30 147.55353),(31 150.05063),(32 152.1782),(33 151.67776),(34 151.19907),(35 153.22798),(36 152.40674),(37 153.06331),(38 154.0339),(39 155.63292),(40 157.00958),(41 156.22205),(42 155.69702),(43 158.48573),(44 159.81566),(45 158.50307),(46 160.1935),(47 159.78674),(48 159.85907),(49 161.8143),(50 161.34087),(51 160.84625),(52 161.36299),(53 160.8),(54 161.00182),(55 161.4411),(56 162.34389),(57 160.9306),(58 161.39705),(59 162.40633),(60 161.69102),(61 163.31343),(62 163.9822),(63 163.4631),(64 162.0334),(65 161.7144),(66 161.6176),(67 162.7383),(68 163.23402),(69 163.5477),(70 163.3598),(71 164.67665),(72 165.5523),(73 166.8814),(74 168.53108),(75 167.11522),(76 165.96698),(77 165.76607),(78 167.81761),(79 167.32117),
(1 78.862755),(2 96.82216),(3 110.882576),(4 116.10695),(5 122.77589),(6 124.831924),(7 127.980896),(8 130.17488),(9 132.85667),(10 135.1753),(11 136.84984),(12 137.05069),(13 138.81644),(14 140.63078),(15 141.2152),(16 142.0225),(17 143.26414),(18 142.41327),(19 144.01595),(20 142.92003),(21 144.65016),(22 145.23276),(23 146.41641),(24 144.6109),(25 146.46558),(26 147.03656),(27 146.24474),(28 146.40561),(29 146.93637),(30 146.75943),(31 147.7422),(32 150.09717),(33 149.27486),(34 149.18932),(35 149.99),(36 149.72832),(37 150.02907),(38 150.55525),(39 149.70845),(40 151.48749),(41 152.97458),(42 152.6776),(43 153.15703),(44 155.5243),(45 154.72273),(46 155.963),(47 155.2197),(48 156.76523),(49 157.1901),(50 157.241),(51 157.63875),(52 157.36397),(53 157.81908),(54 158.86629),(55 157.20415),(56 158.36136),(57 158.81462),(58 157.59578),(59 158.85909),(60 158.15193),(61 157.39677),(62 157.80708),(63 158.23883),(64 159.23882),(65 158.40845),(66 158.93486),(67 159.8756),(68 160.55081),(69 162.16338),(70 160.25862),(71 162.34727),(72 162.62923),(73 162.83148),(74 162.66273),(75 162.27438),(76 162.6666),(77 164.11617),(78 165.43405),(79 166.06406),
(1 78.08633),(2 95.24312),(3 108.76913),(4 114.90969),(5 119.52349),(6 123.445435),(7 126.41464),(8 129.0918),(9 129.42102),(10 132.27908),(11 134.16252),(12 135.62477),(13 137.39053),(14 138.43433),(15 139.60597),(16 139.90266),(17 140.33498),(18 141.7766),(19 143.6041),(20 143.28477),(21 142.83238),(22 142.32886),(23 144.76698),(24 143.41412),(25 143.55513),(26 146.13562),(27 145.53484),(28 145.42175),(29 144.97226),(30 145.26016),(31 147.21019),(32 146.54987),(33 147.21994),(34 146.47658),(35 147.54404),(36 147.75037),(37 147.7456),(38 147.56458),(39 148.0547),(40 147.87602),(41 150.30786),(42 149.62868),(43 152.6643),(44 152.6447),(45 152.01044),(46 152.41222),(47 152.68987),(48 154.3214),(49 154.03929),(50 156.30685),(51 156.46684),(52 156.69492),(53 157.59009),(54 157.72037),(55 157.96747),(56 157.6867),(57 158.00299),(58 158.62216),(59 158.93622),(60 160.27885),(61 160.32033),(62 158.73946),(63 158.56505),(64 157.59468),(65 157.15851),(66 159.27791),(67 158.0077),(68 157.95367),(69 158.6673),(70 158.30362),(71 160.15839),(72 160.28516),(73 161.11494),(74 160.82814),(75 161.53368),(76 160.11954),(77 160.17015),(78 159.51039),(79 160.57518),
(1 77.70844),(2 95.39052),(3 107.95471),(4 113.89282),(5 119.50865),(6 123.45847),(7 126.67693),(8 130.10724),(9 132.26312),(10 133.29482),(11 135.88332),(12 135.32446),(13 136.99313),(14 138.44676),(15 139.0273),(16 139.87708),(17 139.40788),(18 140.58972),(19 142.74734),(20 140.40736),(21 141.50237),(22 141.72517),(23 142.83165),(24 142.6819),(25 143.03957),(26 144.04341),(27 146.4449),(28 146.24301),(29 146.65749),(30 146.69943),(31 147.12558),(32 147.47682),(33 148.9578),(34 148.71082),(35 150.79688),(36 150.41489),(37 150.89406),(38 150.21695),(39 149.94942),(40 150.92111),(41 151.02113),(42 151.93027),(43 152.87465),(44 154.21465),(45 152.56732),(46 154.49887),(47 153.32878),(48 155.91988),(49 155.7214),(50 155.51381),(51 157.03793),(52 157.48555),(53 157.84277),(54 157.87985),(55 157.30342),(56 157.67816),(57 158.61716),(58 158.09761),(59 156.8809),(60 156.60306),(61 156.78467),(62 156.58302),(63 154.9825),(64 154.48174),(65 154.61255),(66 155.29745),(67 155.56075),(68 156.4134),(69 157.54596),(70 158.09859),(71 159.1754),(72 159.2879),(73 159.37343),(74 159.59805),(75 158.7655),(76 158.7109),(77 158.48695),(78 160.8207),(79 161.79718),
(1 76.8446),(2 94.97935),(3 107.616234),(4 113.18527),(5 118.83961),(6 122.79628),(7 127.097786),(8 130.57803),(9 132.54945),(10 135.85132),(11 136.31781),(12 137.92332),(13 139.55496),(14 140.03922),(15 141.55884),(16 143.12198),(17 143.76625),(18 142.71278),(19 143.36255),(20 143.22487),(21 143.22174),(22 142.80609),(23 143.21455),(24 142.53223),(25 143.23651),(26 143.04926),(27 145.1197),(28 144.97931),(29 147.22015),(30 147.80197),(31 146.92744),(32 147.17572),(33 148.56396),(34 149.22469),(35 148.93352),(36 149.00958),(37 148.79062),(38 149.62143),(39 149.48862),(40 151.64487),(41 151.73817),(42 152.86375),(43 152.5425),(44 154.0509),(45 151.99205),(46 154.15779),(47 153.59183),(48 155.36748),(49 155.2521),(50 156.55594),(51 156.21597),(52 156.31757),(53 156.90434),(54 157.4388),(55 157.6786),(56 157.33379),(57 158.26797),(58 157.86491),(59 157.36227),(60 156.76726),(61 156.8232),(62 156.59161),(63 156.4558),(64 156.97151),(65 157.98018),(66 158.04192),(67 157.9846),(68 159.00336),(69 158.53142),(70 158.94756),(71 159.02849),(72 158.13223),(73 157.95493),(74 159.0157),(75 159.28925),(76 158.2679),(77 158.95374),(78 160.93468),(79 160.98582),
(1 75.68901),(2 91.41759),(3 105.010376),(4 109.76854),(5 116.38109),(6 121.255554),(7 123.849915),(8 127.01048),(9 128.77861),(10 130.9153),(11 132.27927),(12 134.1041),(13 136.37178),(14 138.57611),(15 137.9576),(16 138.47757),(17 137.66586),(18 137.52168),(19 136.86218),(20 136.89874),(21 138.11707),(22 138.89108),(23 139.25731),(24 138.19937),(25 138.71025),(26 137.77884),(27 139.23273),(28 140.79102),(29 142.38939),(30 141.29135),(31 141.87357),(32 140.64233),(33 142.78857),(34 142.1265),(35 143.20335),(36 145.64307),(37 145.91162),(38 145.96352),(39 146.57945),(40 148.63696),(41 147.14673),(42 149.32884),(43 150.736),(44 150.93904),(45 149.71465),(46 150.29614),(47 150.01357),(48 150.94281),(49 150.3777),(50 150.91917),(51 149.55458),(52 149.42754),(53 149.61508),(54 149.7104),(55 149.72757),(56 149.13058),(57 149.24515),(58 149.81096),(59 149.4246),(60 150.04842),(61 150.70447),(62 149.96132),(63 151.03763),(64 149.7905),(65 150.21396),(66 150.37717),(67 151.10204),(68 150.81851),(69 150.99117),(70 149.49072),(71 151.0453),(72 151.39674),(73 151.7421),(74 151.73293),(75 151.68082),(76 151.18176),(77 153.44052),(78 154.08316),(79 153.84387),
(1 74.8478),(2 89.56275),(3 103.08993),(4 108.44491),(5 114.43474),(6 117.57463),(7 120.660126),(8 124.19975),(9 125.90121),(10 128.73206),(11 130.24652),(12 130.48979),(13 132.52124),(14 134.06967),(15 135.30214),(16 136.13554),(17 135.98085),(18 136.58682),(19 137.05104),(20 137.11118),(21 137.50491),(22 138.27498),(23 137.82927),(24 137.56737),(25 137.06892),(26 137.52373),(27 137.18016),(28 139.01228),(29 139.33484),(30 138.6827),(31 140.67213),(32 140.9173),(33 141.04951),(34 139.96094),(35 140.80627),(36 140.91547),(37 141.64217),(38 142.99248),(39 142.24377),(40 144.07109),(41 143.54622),(42 144.95892),(43 147.46814),(44 148.67763),(45 148.21423),(46 149.63715),(47 147.78348),(48 148.80775),(49 150.2736),(50 150.75621),(51 150.91948),(52 151.18263),(53 152.64781),(54 152.57974),(55 152.34117),(56 153.43474),(57 153.71204),(58 152.48558),(59 154.44017),(60 153.50542),(61 155.02698),(62 155.5933),(63 154.30342),(64 153.10835),(65 153.34291),(66 152.75182),(67 151.72232),(68 150.37779),(69 151.38818),(70 150.80992),(71 151.6432),(72 152.91295),(73 153.72539),(74 153.40755),(75 154.25702),(76 153.38446),(77 152.4184),(78 153.50476),(79 156.45226),
(1 73.69328),(2 89.52257),(3 102.32961),(4 107.80271),(5 112.90687),(6 116.92379),(7 120.41844),(8 124.24143),(9 125.60065),(10 128.49878),(11 129.96736),(12 130.76367),(13 132.04497),(14 134.40485),(15 135.76085),(16 136.2155),(17 136.86198),(18 137.9417),(19 137.73814),(20 137.7121),(21 136.90425),(22 138.45522),(23 137.63492),(24 138.02403),(25 138.31871),(26 137.94466),(27 137.37558),(28 139.1149),(29 139.68658),(30 139.39554),(31 141.17517),(32 140.45634),(33 141.91422),(34 142.79922),(35 143.51671),(36 143.45712),(37 142.72469),(38 145.37059),(39 144.70255),(40 143.9141),(41 145.85991),(42 145.3839),(43 145.6865),(44 146.46455),(45 146.8589),(46 148.88556),(47 148.58165),(48 149.43668),(49 150.4896),(50 151.34453),(51 150.86212),(52 150.09682),(53 151.17606),(54 151.0555),(55 150.3992),(56 148.82893),(57 148.48474),(58 149.46683),(59 149.24194),(60 149.58139),(61 149.47241),(62 150.47905),(63 149.45679),(64 149.22047),(65 149.45595),(66 148.35963),(67 148.4288),(68 148.34322),(69 147.65521),(70 148.67967),(71 148.61592),(72 149.04555),(73 149.47324),(74 148.75963),(75 149.06653),(76 147.77747),(77 147.0796),(78 148.54901),(79 148.40446),
(1 74.24631),(2 89.50232),(3 103.075325),(4 109.040436),(5 113.928154),(6 119.16129),(7 121.08559),(8 123.77304),(9 126.1391),(10 128.6032),(11 130.38849),(12 132.15273),(13 133.27646),(14 134.76999),(15 137.96086),(16 135.28696),(17 135.92406),(18 134.58565),(19 135.5167),(20 136.75667),(21 135.28528),(22 136.78867),(23 136.38751),(24 136.50883),(25 135.97603),(26 136.58397),(27 137.72813),(28 138.74397),(29 138.88036),(30 139.22272),(31 139.26756),(32 140.73567),(33 141.48581),(34 142.54361),(35 142.24031),(36 141.37427),(37 143.02351),(38 143.97421),(39 143.9021),(40 143.62624),(41 144.43077),(42 144.77786),(43 145.45544),(44 146.69229),(45 147.59174),(46 149.2587),(47 149.40897),(48 149.79868),(49 149.06718),(50 149.02026),(51 150.9675),(52 151.45892),(53 150.61993),(54 152.12166),(55 151.4043),(56 150.91582),(57 151.21951),(58 149.8799),(59 150.19658),(60 150.35507),(61 149.69675),(62 150.54297),(63 150.77907),(64 150.73718),(65 149.9142),(66 150.50287),(67 150.28442),(68 149.58011),(69 151.4449),(70 150.14595),(71 150.08293),(72 151.61275),(73 151.96378),(74 151.55882),(75 151.38736),(76 150.4517),(77 151.38574),(78 152.88823),(79 153.57736),
(1 73.740234),(2 89.80573),(3 103.41824),(4 108.07949),(5 112.28905),(6 115.453896),(7 119.12498),(8 122.18801),(9 125.53034),(10 126.26851),(11 126.96468),(12 128.16649),(13 130.1114),(14 130.14929),(15 132.37256),(16 132.40836),(17 132.12766),(18 131.7374),(19 134.1057),(20 134.47516),(21 135.41394),(22 134.02051),(23 135.50316),(24 133.97897),(25 134.08836),(26 134.41663),(27 134.63406),(28 135.36888),(29 134.88202),(30 133.83163),(31 134.8279),(32 136.4617),(33 137.17944),(34 138.87885),(35 138.54268),(36 138.12245),(37 138.96057),(38 139.4873),(39 139.33827),(40 140.65912),(41 142.2934),(42 142.89943),(43 144.05339),(44 144.42421),(45 144.68939),(46 144.9044),(47 144.83289),(48 146.9331),(49 145.9414),(50 145.817),(51 146.64247),(52 146.04189),(53 148.55542),(54 148.21265),(55 148.0095),(56 148.08383),(57 146.8251),(58 147.34883),(59 146.48567),(60 145.70865),(61 145.41512),(62 144.81653),(63 145.779),(64 146.05235),(65 145.58353),(66 146.25806),(67 146.01598),(68 146.66985),(69 147.9719),(70 148.79301),(71 147.64932),(72 148.43748),(73 149.76009),(74 150.96771),(75 150.11557),(76 149.20988),(77 148.7595),(78 150.77917),(79 151.85266),
(1 70.429344),(2 84.690414),(3 98.25568),(4 102.73802),(5 107.42175),(6 110.973915),(7 115.17481),(8 117.11697),(9 119.25808),(10 119.72982),(11 122.743355),(12 123.92772),(13 125.964195),(14 126.409195),(15 128.18376),(16 128.41731),(17 128.90582),(18 129.1879),(19 130.42079),(20 129.2988),(21 130.1018),(22 131.14278),(23 131.09418),(24 131.6469),(25 131.13126),(26 132.19153),(27 134.40056),(28 133.8294),(29 133.94986),(30 134.1544),(31 133.19781),(32 133.88911),(33 134.74004),(34 135.68773),(35 134.09496),(36 135.07095),(37 134.77202),(38 136.87457),(39 136.19974),(40 136.68533),(41 137.45564),(42 136.50166),(43 137.46692),(44 137.66927),(45 136.60336),(46 136.72005),(47 138.22871),(48 138.24266),(49 137.23923),(50 137.84102),(51 138.84045),(52 139.4208),(53 141.42691),(54 140.9421),(55 140.08542),(56 139.82675),(57 141.04776),(58 141.97318),(59 140.23996),(60 140.80487),(61 141.67767),(62 142.0915),(63 141.65236),(64 141.25584),(65 140.83667),(66 141.71178),(67 142.38538),(68 142.39896),(69 142.67856),(70 143.65819),(71 144.02057),(72 145.07378),(73 145.62566),(74 144.43678),(75 144.25461),(76 143.20744),(77 143.52971),(78 144.30782),(79 144.54512),
(1 71.01422),(2 88.0066),(3 100.0282),(4 103.06673),(5 108.71057),(6 113.647995),(7 116.83129),(8 120.30965),(9 121.81973),(10 122.98433),(11 125.5869),(12 126.24518),(13 128.28809),(14 127.949684),(15 130.35649),(16 131.88751),(17 131.0984),(18 131.81296),(19 132.51192),(20 130.77686),(21 132.11896),(22 131.73154),(23 132.0034),(24 133.8726),(25 133.46626),(26 133.31433),(27 134.57771),(28 134.9221),(29 135.44345),(30 134.7056),(31 134.41112),(32 134.61621),(33 136.77072),(34 136.69556),(35 135.68813),(36 135.6317),(37 136.37025),(38 137.46565),(39 138.24184),(40 138.65413),(41 139.4098),(42 139.00797),(43 140.93752),(44 141.65567),(45 140.40842),(46 141.82771),(47 141.25415),(48 141.11438),(49 141.45789),(50 140.36638),(51 141.62856),(52 142.19328),(53 144.7578),(54 145.89337),(55 144.881),(56 145.20435),(57 145.10808),(58 144.1685),(59 145.14522),(60 143.83658),(61 144.7789),(62 145.04095),(63 146.51901),(64 146.99902),(65 145.44902),(66 144.59763),(67 145.34392),(68 147.15651),(69 149.0478),(70 148.55147),(71 148.05562),(72 148.12427),(73 148.65237),(74 147.56636),(75 147.24844),(76 145.8852),(77 145.98436),(78 147.20609),(79 146.79507),
(1 69.30039),(2 84.42236),(3 96.64923),(4 100.02346),(5 105.739426),(6 108.34298),(7 112.72388),(8 115.63378),(9 116.48622),(10 118.07149),(11 120.128654),(12 121.29957),(13 123.5139),(14 125.89721),(15 126.84793),(16 127.71084),(17 126.773346),(18 127.96372),(19 128.78372),(20 128.10922),(21 128.94435),(22 129.05513),(23 129.09546),(24 129.10973),(25 129.6115),(26 128.92085),(27 130.2901),(28 130.47057),(29 132.18535),(30 131.16628),(31 131.25072),(32 131.08145),(33 131.33324),(34 132.13837),(35 132.28148),(36 131.07304),(37 132.28114),(38 133.99518),(39 134.19809),(40 134.2361),(41 133.96451),(42 134.80244),(43 137.15372),(44 137.36566),(45 137.72142),(46 137.63962),(47 137.36856),(48 137.77945),(49 136.4693),(50 136.34665),(51 136.94647),(52 137.16179),(53 137.5137),(54 138.89214),(55 138.24753),(56 138.11188),(57 139.19191),(58 139.55646),(59 140.11217),(60 138.77794),(61 138.75253),(62 140.28732),(63 141.39609),(64 141.12239),(65 140.66893),(66 140.46446),(67 139.65971),(68 140.5821),(69 141.57198),(70 140.81366),(71 140.7291),(72 139.41544),(73 139.72523),(74 139.9568),(75 139.78828),(76 139.39935),(77 140.01826),(78 140.77481),(79 141.18164),
(1 70.405624),(2 86.74437),(3 98.53791),(4 102.34963),(5 108.021835),(6 111.60643),(7 114.888176),(8 118.229126),(9 119.43623),(10 120.92939),(11 122.618385),(12 123.62836),(13 124.03057),(14 124.947975),(15 125.39603),(16 125.716415),(17 126.11031),(18 126.17699),(19 126.620964),(20 125.93518),(21 127.69244),(22 127.98604),(23 126.58612),(24 126.23706),(25 126.7829),(26 127.67629),(27 128.18588),(28 129.49013),(29 131.41219),(30 130.47925),(31 130.2005),(32 129.90163),(33 131.9093),(34 132.8735),(35 132.19077),(36 133.03625),(37 133.63956),(38 135.69373),(39 136.34795),(40 135.44624),(41 134.40295),(42 134.96132),(43 136.43912),(44 137.18047),(45 137.38995),(46 136.34367),(47 135.55775),(48 136.77942),(49 137.94264),(50 138.21082),(51 137.37196),(52 138.92189),(53 138.0414),(54 138.5151),(55 138.65518),(56 139.6794),(57 138.3177),(58 139.41495),(59 139.44757),(60 139.17052),(61 139.81139),(62 139.408),(63 138.55083),(64 138.15991),(65 138.12448),(66 138.47989),(67 138.73283),(68 140.31844),(69 140.75462),(70 141.5861),(71 141.38472),(72 140.2856),(73 140.65393),(74 140.61362),(75 140.06987),(76 138.34448),(77 138.27415),(78 140.02829),(79 140.84207),
(1 68.74499),(2 84.17243),(3 96.126335),(4 99.81089),(5 104.118034),(6 107.84331),(7 110.83062),(8 113.69584),(9 115.5219),(10 117.89691),(11 119.89425),(12 121.035484),(13 121.845406),(14 122.387726),(15 123.37412),(16 123.927574),(17 124.05868),(18 124.7102),(19 125.06169),(20 125.529366),(21 126.3905),(22 126.48626),(23 126.24352),(24 125.06985),(25 126.457664),(26 126.505585),(27 126.99407),(28 126.97631),(29 128.54857),(30 127.5758),(31 129.57738),(32 128.07445),(33 129.17822),(34 131.06488),(35 129.61436),(36 129.87933),(37 130.98512),(38 132.13196),(39 132.19958),(40 131.71208),(41 133.0909),(42 134.95071),(43 134.42429),(44 134.41704),(45 134.55397),(46 134.08168),(47 135.32224),(48 136.1106),(49 135.0996),(50 134.95096),(51 136.26154),(52 136.4448),(53 137.93504),(54 138.70515),(55 138.67027),(56 139.41202),(57 138.50714),(58 138.44795),(59 139.0847),(60 138.6763),(61 139.08926),(62 138.58786),(63 140.08348),(64 139.20306),(65 138.8426),(66 138.36621),(67 139.34401),(68 139.24982),(69 140.24121),(70 139.70782),(71 139.5078),(72 139.8974),(73 139.27625),(74 139.00554),(75 139.3083),(76 137.82872),(77 138.87091),(78 140.38202),(79 141.48445),
(1 67.07868),(2 81.43764),(3 92.23298),(4 97.69026),(5 102.21575),(6 105.11329),(7 108.17688),(8 109.95561),(9 112.9397),(10 115.87025),(11 117.99182),(12 118.041435),(13 119.80248),(14 121.279625),(15 123.03079),(16 122.63813),(17 122.359764),(18 123.02819),(19 124.82899),(20 125.19527),(21 125.214386),(22 125.936226),(23 125.42866),(24 124.716934),(25 124.86016),(26 125.46147),(27 126.40578),(28 126.06352),(29 127.2502),(30 127.94424),(31 127.90318),(32 125.973114),(33 127.60738),(34 127.62601),(35 126.9825),(36 127.27177),(37 128.82283),(38 129.69731),(39 129.62422),(40 128.486),(41 129.44159),(42 129.92618),(43 130.74973),(44 130.59074),(45 131.62112),(46 132.96211),(47 132.95538),(48 133.40791),(49 132.54202),(50 133.33945),(51 134.24074),(52 135.12094),(53 137.03922),(54 135.99213),(55 136.60744),(56 136.24704),(57 137.59186),(58 137.61374),(59 137.23326),(60 137.91502),(61 137.57553),(62 137.4498),(63 137.14465),(64 137.36482),(65 138.45581),(66 138.43715),(67 137.78174),(68 137.89555),(69 136.86612),(70 138.40308),(71 139.03165),(72 140.3781),(73 139.63939),(74 139.44046),(75 138.77913),(76 138.10089),(77 138.04904),(78 139.66354),(79 139.03426),
