1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 80634),(2 291739.78),(3 600503.7),(4 973405.8),(5 1386308.9),(6 1814792.4),(7 2246928.3),(8 2675826),(9 3106481.3),(10 3539862.8),(11 3975769.8),(12 4416726),(13 4862642),(14 5307584),(15 5747398),(16 6172945.5),(17 6589794.5),(18 6998760),(19 7403672),(20 7801903.5),(21 8201613.5),(22 8597331),(23 8991203),(24 9383097),(25 9773191),(26 10161829),(27 10541743),(28 10913073),(29 11284017),(30 11672811),(31 12075403),(32 12479477),(33 12872133),(34 13248129),(35 13615261),(36 13975571),(37 14335419),(38 14692555),(39 15047595),(40 15408867),(41 15783021),(42 16158541),(43 16549812),(44 16942210),(45 17349448),(46 17770358),(47 18199130),(48 18608378),(49 19010250),(50 19406550),(51 19802566),(52 20186160),(53 20569478),(54 20950128),(55 21332848),(56 21711164),(57 22087888),(58 22459464),(59 22820438),(60 23173928),(61 23510614),(62 23829786),(63 24136234),(64 24430432),(65 24706322),(66 24962910),(67 25207758),(68 25453962),(69 25707678),(70 25981070),(71 26269910),(72 26573992),(73 26890894),(74 27208898),(75 27528200),(76 27838816),(77 28140638),(78 28413400),(79 28662854),
(1 130249.55),(2 479267.47),(3 981913.56),(4 1571258.3),(5 2192456.3),(6 2806298),(7 3393874.8),(8 3945060.5),(9 4464406),(10 4955318),(11 5419179),(12 5854370),(13 6260734.5),(14 6640193.5),(15 6995840),(16 7333249.5),(17 7659187.5),(18 7973404.5),(19 8278693.5),(20 8574475),(21 8862291),(22 9139546),(23 9408458),(24 9672128),(25 9936537),(26 10201779),(27 10467149),(28 10732516),(29 10997289),(30 11258134),(31 11515461),(32 11771437),(33 12029037),(34 12282354),(35 12533791),(36 12781028),(37 13024262),(38 13261752),(39 13495203),(40 13720287),(41 13939790),(42 14153002),(43 14366445),(44 14573640),(45 14771475),(46 14950951),(47 15107715),(48 15242909),(49 15359908),(50 15462987),(51 15562975),(52 15662957),(53 15761593),(54 15855594),(55 15937707),(56 16009137),(57 16070033),(58 16118122),(59 16154510),(60 16179197),(61 16193053),(62 16203481),(63 16215716),(64 16231780),(65 16250905),(66 16270464),(67 16291528),(68 16313747),(69 16341082),(70 16377742),(71 16426115),(72 16484967),(73 16547622),(74 16614521),(75 16684872),(76 16756296),(77 16834406),(78 16913250),(79 16995430),
(1 120791.945),(2 442310.13),(3 900896.75),(4 1433484.4),(5 1990483),(6 2539953.8),(7 3068975.3),(8 3570479),(9 4046016.8),(10 4501459.5),(11 4940415.5),(12 5366055),(13 5772489.5),(14 6160280.5),(15 6527756.5),(16 6875795.5),(17 7205329.5),(18 7514716),(19 7803702.5),(20 8075202.5),(21 8333292.5),(22 8581116),(23 8822147),(24 9061508),(25 9299447),(26 9535177),(27 9767810),(28 9993883),(29 10215742),(30 10435929),(31 10655033),(32 10875666),(33 11095296),(34 11310079),(35 11521953),(36 11728959),(37 11932928),(38 12130112),(39 12318245),(40 12496120),(41 12667336),(42 12834951),(43 13001049),(44 13163671),(45 13319347),(46 13460859),(47 13585349),(48 13693048),(49 13785651),(50 13867311),(51 13946653),(52 14024843),(53 14098924),(54 14168903),(55 14234281),(56 14297168),(57 14356064),(58 14409919),(59 14458892),(60 14502351),(61 14543251),(62 14581528),(63 14622360),(64 14666093),(65 14713571),(66 14763571),(67 14816845),(68 14873321),(69 14933664),(70 15000189),(71 15073457),(72 15149567),(73 15217632),(74 15276764),(75 15325931),(76 15363591),(77 15392429),(78 15420120),(79 15447763),
(1 118440.68),(2 431415.88),(3 873045.8),(4 1378829.8),(5 1900804.8),(6 2409809),(7 2892685),(8 3338727),(9 3748474),(10 4126139),(11 4476745),(12 4802607),(13 5107073),(14 5393451.5),(15 5665177.5),(16 5927795),(17 6182649.5),(18 6429819),(19 6666704.5),(20 6892299),(21 7109188),(22 7318862),(23 7525584),(24 7733069),(25 7941931.5),(26 8151548),(27 8362784.5),(28 8572664),(29 8780457),(30 8984485),(31 9183254),(32 9377238),(33 9565674),(34 9750791),(35 9925809),(36 10089059),(37 10245392),(38 10394243),(39 10536499),(40 10675039),(41 10809024),(42 10940028),(43 11064484),(44 11183969),(45 11298100),(46 11410240),(47 11521692),(48 11628828),(49 11729467),(50 11821216),(51 11905669),(52 11987041),(53 12067579),(54 12149765),(55 12231086),(56 12315007),(57 12396659),(58 12472288),(59 12541343),(60 12602427),(61 12655357),(62 12710259),(63 12769516),(64 12834760),(65 12902573),(66 12973898),(67 13045524),(68 13118011),(69 13194217),(70 13274380),(71 13363415),(72 13460105),(73 13556828),(74 13650903),(75 13738707),(76 13820897),(77 13899771),(78 13975283),(79 14048813),
(1 113734.94),(2 410621.44),(3 820797.5),(4 1278357.1),(5 1737360.8),(6 2172066.5),(7 2574997.3),(8 2942569.3),(9 3282541.8),(10 3600828.3),(11 3904255.3),(12 4198181),(13 4482466),(14 4760479),(15 5032329),(16 5298221),(17 5556386.5),(18 5808397),(19 6053452),(20 6293984.5),(21 6529538),(22 6761446.5),(23 6989411),(24 7209773.5),(25 7423881.5),(26 7632764),(27 7839296),(28 8043917.5),(29 8243746.5),(30 8435853),(31 8620507),(32 8791878),(33 8947622),(34 9089544),(35 9219336),(36 9336609),(37 9442940),(38 9538836),(39 9630836),(40 9724520),(41 9822433),(42 9923613),(43 10026637),(44 10130922),(45 10232556),(46 10327669),(47 10414114),(48 10487235),(49 10552951),(50 10614611),(51 10675260),(52 10739791),(53 10815144),(54 10903988),(55 11005620),(56 11115827),(57 11229866),(58 11341400),(59 11446158),(60 11541407),(61 11629185),(62 11715213),(63 11802755),(64 11894235),(65 11987621),(66 12082798),(67 12173437),(68 12260513),(69 12345757),(70 12431903),(71 12522583),(72 12621231),(73 12721430),(74 12817837),(75 12909344),(76 12999816),(77 13092778),(78 13190984),(79 13297405),
(1 112913.65),(2 406443.38),(3 808103.6),(4 1252344.9),(5 1697952.5),(6 2126456.5),(7 2530771.5),(8 2904836.8),(9 3248962),(10 3563552),(11 3852075.3),(12 4120107.8),(13 4371176.5),(14 4609330.5),(15 4836317),(16 5056217),(17 5268956),(18 5470905.5),(19 5661672.5),(20 5841307.5),(21 6010062),(22 6166421.5),(23 6311510.5),(24 6447970.5),(25 6579278),(26 6710274.5),(27 6844798),(28 6979790),(29 7117309),(30 7253095.5),(31 7386304),(32 7520372),(33 7653913),(34 7783540.5),(35 7911335),(36 8032916),(37 8146969.5),(38 8246015.5),(39 8335417),(40 8417549),(41 8493515),(42 8564931),(43 8634552),(44 8700299),(45 8761657),(46 8817198),(47 8865985),(48 8902740),(49 8932131),(50 8953787),(51 8967810),(52 8976632),(53 8978622),(54 8977770),(55 8976841),(56 8979086),(57 8983147),(58 8987556),(59 8991648),(60 8991055),(61 8986488),(62 8976627),(63 8961800),(64 8946177),(65 8929483),(66 8909546),(67 8886373),(68 8866929),(69 8858309),(70 8867837),(71 8895674),(72 8935885),(73 8979571),(74 9022531),(75 9060853),(76 9098696),(77 9135437),(78 9166049),(79 9189177),
(1 113117.766),(2 404288.6),(3 797203.7),(4 1226769.9),(5 1652988.1),(6 2055986.6),(7 2427427.3),(8 2762480.3),(9 3063920.8),(10 3339551),(11 3598896),(12 3847891.8),(13 4088880.3),(14 4321865),(15 4544424),(16 4757412.5),(17 4962884.5),(18 5158891.5),(19 5343579),(20 5514680),(21 5670997),(22 5815269.5),(23 5951096),(24 6080053.5),(25 6204558.5),(26 6325287.5),(27 6446040.5),(28 6571713.5),(29 6704217.5),(30 6840479.5),(31 6977760.5),(32 7110275),(33 7239144.5),(34 7366938.5),(35 7491096),(36 7608478.5),(37 7716845),(38 7819686.5),(39 7923830),(40 8029213),(41 8133823),(42 8236615.5),(43 8338886.5),(44 8438260),(45 8536138),(46 8629153),(47 8712858),(48 8783719),(49 8845020),(50 8895556),(51 8941069),(52 8981834),(53 9017932),(54 9048534),(55 9074052),(56 9094657),(57 9108096),(58 9114402),(59 9118055),(60 9121638),(61 9129283),(62 9142403),(63 9156765),(64 9171068),(65 9184710),(66 9197126),(67 9209052),(68 9220962),(69 9233869),(70 9250997),(71 9273315),(72 9299436),(73 9324843),(74 9345253),(75 9361610),(76 9375488),(77 9387235),(78 9397764),(79 9408638),
(1 109124.33),(2 383427.22),(3 738156.25),(4 1108638.5),(5 1465227.8),(6 1800489.6),(7 2116086.8),(8 2403737.5),(9 2661971.8),(10 2899027),(11 3126895.3),(12 3351118),(13 3567814),(14 3765320.3),(15 3940123),(16 4098165.3),(17 4249285.5),(18 4396465.5),(19 4535208.5),(20 4661339),(21 4776019.5),(22 4892552.5),(23 5016442),(24 5144397),(25 5268128.5),(26 5383188.5),(27 5491859.5),(28 5599390),(29 5706605.5),(30 5812097),(31 5911680.5),(32 6005609.5),(33 6099646.5),(34 6198094.5),(35 6298515.5),(36 6399065),(37 6495128.5),(38 6588798.5),(39 6682468),(40 6776975.5),(41 6869942.5),(42 6960561.5),(43 7052253),(44 7145742),(45 7241500.5),(46 7334418),(47 7417337),(48 7487434),(49 7550966),(50 7608949.5),(51 7663854),(52 7718553),(53 7773582.5),(54 7828293.5),(55 7882189.5),(56 7934672.5),(57 7988635),(58 8046949),(59 8109160.5),(60 8171586.5),(61 8229586),(62 8280027.5),(63 8324836.5),(64 8366279.5),(65 8404523),(66 8437786),(67 8466112),(68 8487793),(69 8507932),(70 8529679),(71 8555665),(72 8583510),(73 8609957),(74 8632994),(75 8656635),(76 8684678),(77 8716004),(78 8746963),(79 8776443),
(1 109139.125),(2 379321.47),(3 720244.1),(4 1067286.3),(5 1395480.4),(6 1702443),(7 1988658.6),(8 2245752.8),(9 2472721.5),(10 2677732),(11 2872598.8),(12 3062596),(13 3242283),(14 3407345.8),(15 3561525.8),(16 3711592.3),(17 3860304.3),(18 3999808.3),(19 4125383.8),(20 4238948),(21 4348749),(22 4463616),(23 4584128),(24 4703366),(25 4816900),(26 4927547),(27 5039702.5),(28 5155031.5),(29 5272973),(30 5388473),(31 5499225.5),(32 5608128),(33 5715522),(34 5824587.5),(35 5932355),(36 6035033),(37 6127591),(38 6210767.5),(39 6288808),(40 6357494),(41 6417033.5),(42 6469262.5),(43 6523313),(44 6581402.5),(45 6642863.5),(46 6704983.5),(47 6765219),(48 6823996),(49 6886094.5),(50 6949517),(51 7008556),(52 7060306),(53 7105854),(54 7147958),(55 7188715.5),(56 7227437),(57 7261442.5),(58 7290047),(59 7318673),(60 7354631.5),(61 7401738),(62 7453917),(63 7501375),(64 7540320),(65 7573900),(66 7601988.5),(67 7622330.5),(68 7632593.5),(69 7635084),(70 7637147),(71 7648022.5),(72 7663744),(73 7677976),(74 7686248),(75 7693099),(76 7703839.5),(77 7715754.5),(78 7721882.5),(79 7722273),
(1 107869.6),(2 374874.22),(3 711816.5),(4 1055673.6),(5 1380143.5),(6 1676226.8),(7 1940309.4),(8 2167253.8),(9 2361851),(10 2534512.5),(11 2695316),(12 2849152),(13 2994966),(14 3135643.5),(15 3274935.5),(16 3415582),(17 3555295),(18 3687268.5),(19 3808199),(20 3922333.5),(21 4037515.5),(22 4157578),(23 4280164.5),(24 4402598),(25 4526073),(26 4650343),(27 4774246.5),(28 4892490),(29 5000928),(30 5101213),(31 5198373),(32 5290117),(33 5374899),(34 5451261),(35 5523713),(36 5598355),(37 5678592.5),(38 5759355),(39 5831537),(40 5898581),(41 5972260.5),(42 6052924),(43 6134070.5),(44 6209731.5),(45 6278456.5),(46 6343011.5),(47 6404351.5),(48 6456611),(49 6497376.5),(50 6536046.5),(51 6582568),(52 6637761),(53 6694231),(54 6743428),(55 6786088),(56 6828546),(57 6871963.5),(58 6911937.5),(59 6944049),(60 6973183.5),(61 7007225.5),(62 7047835),(63 7089142),(64 7124658),(65 7154341),(66 7182643),(67 7212366.5),(68 7238657),(69 7263090),(70 7290945),(71 7329883),(72 7378858.5),(73 7428639.5),(74 7471971),(75 7510308),(76 7545448),(77 7576523),(78 7595083),(79 7602213),
(1 103427.91),(2 358305.47),(3 678720.75),(4 1003659.7),(5 1308081),(6 1585065.4),(7 1834562.1),(8 2057480.9),(9 2257444),(10 2440768),(11 2611551.3),(12 2769594),(13 2917169.5),(14 3057219.8),(15 3190934),(16 3316477),(17 3430472.8),(18 3534750.8),(19 3633786),(20 3730007.3),(21 3825201.8),(22 3919808),(23 4014498.5),(24 4109023.5),(25 4199640),(26 4285371),(27 4368302),(28 4448091.5),(29 4525221),(30 4599257.5),(31 4671154),(32 4744305.5),(33 4818730),(34 4891153),(35 4958376),(36 5020187.5),(37 5079804.5),(38 5136232.5),(39 5187480),(40 5231724),(41 5268218),(42 5298490),(43 5325827.5),(44 5351788),(45 5374500.5),(46 5394913.5),(47 5413077.5),(48 5426038.5),(49 5437525),(50 5448569),(51 5461445),(52 5477662.5),(53 5498568.5),(54 5521972),(55 5549706.5),(56 5582152),(57 5620268),(58 5659291.5),(59 5695492),(60 5727676),(61 5759057.5),(62 5789822.5),(63 5817085),(64 5839879),(65 5857749),(66 5869461),(67 5875154),(68 5874415.5),(69 5869158),(70 5863787),(71 5864016.5),(72 5872547.5),(73 5885631),(74 5898260.5),(75 5911715),(76 5930320),(77 5951607.5),(78 5974015),(79 5995779.5),
(1 102794.38),(2 350266.84),(3 649580.56),(4 944022.3),(5 1217936.4),(6 1472132.4),(7 1708393.4),(8 1925382.1),(9 2125212.3),(10 2309064.3),(11 2474279.8),(12 2620879),(13 2755566.3),(14 2889119),(15 3024102.8),(16 3154042),(17 3274491),(18 3387601),(19 3499832.3),(20 3610054.5),(21 3714663),(22 3812938),(23 3906020.5),(24 3995532),(25 4079798.5),(26 4162406.5),(27 4247141.5),(28 4335656),(29 4424007.5),(30 4508069.5),(31 4584120.5),(32 4657721.5),(33 4735640),(34 4815131.5),(35 4891335.5),(36 4963810.5),(37 5035070),(38 5103127),(39 5172388.5),(40 5243090.5),(41 5316304),(42 5391289),(43 5467944.5),(44 5543732),(45 5620258.5),(46 5701109),(47 5784964.5),(48 5862616.5),(49 5931616),(50 5991891.5),(51 6044684),(52 6089107),(53 6128650),(54 6167053),(55 6208848),(56 6253369),(57 6296182),(58 6332850.5),(59 6362731.5),(60 6385122.5),(61 6402318.5),(62 6416488.5),(63 6428613),(64 6440793.5),(65 6455707),(66 6475307),(67 6497149.5),(68 6517044.5),(69 6535250),(70 6555326.5),(71 6580027.5),(72 6607633.5),(73 6633872.5),(74 6655557.5),(75 6674692.5),(76 6691696.5),(77 6705402),(78 6719077.5),(79 6733890),
(1 98258.59),(2 335483.22),(3 625339),(4 913132.6),(5 1181866.8),(6 1430667),(7 1661565.4),(8 1872798),(9 2068302.3),(10 2250578.5),(11 2418697.8),(12 2572475.5),(13 2715507),(14 2850734.8),(15 2976944),(16 3092397),(17 3199369.3),(18 3304197.3),(19 3408820.8),(20 3510529),(21 3605713.3),(22 3695683.3),(23 3782736.5),(24 3863869.3),(25 3936306.8),(26 4002651.5),(27 4067907),(28 4133608.5),(29 4197974),(30 4260865.5),(31 4324384),(32 4386642),(33 4448529.5),(34 4510345),(35 4567723.5),(36 4624194),(37 4680658),(38 4732454.5),(39 4782430),(40 4834226),(41 4889159),(42 4943229.5),(43 4993474),(44 5035731),(45 5077270.5),(46 5121838),(47 5169143),(48 5213025.5),(49 5256398),(50 5299960.5),(51 5342204.5),(52 5380842.5),(53 5417375),(54 5453854),(55 5487860.5),(56 5514231),(57 5536127.5),(58 5554906.5),(59 5573662),(60 5593085),(61 5612585.5),(62 5634518.5),(63 5658088.5),(64 5682689.5),(65 5710242),(66 5741663),(67 5776076),(68 5809031),(69 5840400.5),(70 5872780),(71 5911943),(72 5958216),(73 6004605),(74 6046950),(75 6085636.5),(76 6122596.5),(77 6155146),(78 6186617.5),(79 6218709.5),
(1 91580.375),(2 308920.94),(3 567358.56),(4 814948.25),(5 1036009.56),(6 1232726.8),(7 1410282.4),(8 1570869.3),(9 1717750.5),(10 1851085.8),(11 1971223.3),(12 2084405.6),(13 2196064.5),(14 2304886),(15 2406203.8),(16 2498664.3),(17 2586043),(18 2670845.3),(19 2753444.8),(20 2833359),(21 2912326.3),(22 2989298.5),(23 3062125.5),(24 3128936.5),(25 3193493.5),(26 3258096.8),(27 3320743.5),(28 3379923),(29 3436659),(30 3494804.8),(31 3554079.3),(32 3608471),(33 3659321.3),(34 3710083),(35 3759355.5),(36 3806702.3),(37 3853228.3),(38 3899508.5),(39 3944975),(40 3987604),(41 4031465.8),(42 4080563.8),(43 4133940.5),(44 4185066.5),(45 4229211),(46 4268276),(47 4305580.5),(48 4337187),(49 4366546),(50 4397265.5),(51 4430474),(52 4462444),(53 4493196),(54 4523720),(55 4554761.5),(56 4583680.5),(57 4608271),(58 4629310.5),(59 4648126),(60 4665522.5),(61 4680935),(62 4696308),(63 4714488),(64 4739241),(65 4767384),(66 4796147.5),(67 4823868.5),(68 4848901),(69 4870400.5),(70 4889808.5),(71 4912796.5),(72 4940580.5),(73 4970079.5),(74 4997122),(75 5023400.5),(76 5049168.5),(77 5071145),(78 5089458.5),(79 5105291.5),
(1 91278.945),(2 306377.84),(3 558902.7),(4 798209.94),(5 1011675),(6 1202156.4),(7 1373784.5),(8 1529157.8),(9 1672023.9),(10 1803504),(11 1925633.1),(12 2042782.6),(13 2158186.8),(14 2271701.8),(15 2379312.3),(16 2480142.5),(17 2577932.5),(18 2672165.3),(19 2759639.5),(20 2839826.8),(21 2917428),(22 2995183),(23 3071399.8),(24 3142407.8),(25 3209165.5),(26 3269281.5),(27 3324236),(28 3376314.8),(29 3429007),(30 3482257),(31 3534684.5),(32 3585284.3),(33 3637256.5),(34 3689686.8),(35 3741373.5),(36 3790791),(37 3838603.8),(38 3887081.3),(39 3932808.5),(40 3972430.3),(41 4011955.3),(42 4053713),(43 4099008.8),(44 4145213.8),(45 4193996),(46 4243767.5),(47 4288713.5),(48 4323497.5),(49 4353070),(50 4379735.5),(51 4403213),(52 4422955.5),(53 4441794),(54 4460839.5),(55 4480902),(56 4501793),(57 4523956),(58 4547247.5),(59 4569416),(60 4589845),(61 4606267.5),(62 4617184.5),(63 4625407.5),(64 4633309),(65 4643296),(66 4653004),(67 4659719),(68 4661064.5),(69 4657897.5),(70 4650156),(71 4640905.5),(72 4630923.5),(73 4622202.5),(74 4611744),(75 4600023),(76 4587858.5),(77 4578412),(78 4573725),(79 4573136.5),
(1 88102.164),(2 293652.72),(3 531442.4),(4 750863.56),(5 940003.44),(6 1104599.3),(7 1250127.3),(8 1378732.5),(9 1494901.8),(10 1601594.6),(11 1702327.9),(12 1800017.3),(13 1894759.1),(14 1983371.8),(15 2064510.4),(16 2138639.8),(17 2208041.5),(18 2276485),(19 2349845.3),(20 2428241.5),(21 2508887.5),(22 2587434),(23 2662882),(24 2735791.8),(25 2806444),(26 2874503),(27 2941771.5),(28 3008900.3),(29 3074152.5),(30 3136834.5),(31 3198604),(32 3254262),(33 3304002.3),(34 3352679.8),(35 3399339.8),(36 3439836.8),(37 3476522.3),(38 3511375.8),(39 3544820.5),(40 3575964),(41 3605272.5),(42 3632377.5),(43 3657644.8),(44 3679771.8),(45 3699134.5),(46 3716619.8),(47 3733033),(48 3745894.5),(49 3755989.8),(50 3761387.8),(51 3764013.5),(52 3764239.3),(53 3765558.5),(54 3770909.3),(55 3780391.5),(56 3790072.3),(57 3799418),(58 3809232.3),(59 3820493.3),(60 3833962.8),(61 3847956.5),(62 3861046),(63 3874398.5),(64 3888967.8),(65 3902846.5),(66 3913519.8),(67 3920717.3),(68 3924122.8),(69 3926127),(70 3929588.5),(71 3935526.5),(72 3942911.8),(73 3950152.3),(74 3956927.3),(75 3965553.8),(76 3974196),(77 3983566.3),(78 3994366.5),(79 4007710.5),
(1 82357.836),(2 271224.53),(3 485113.25),(4 680412.3),(5 849796.5),(6 998638.7),(7 1132822.5),(8 1254298.3),(9 1364358.6),(10 1466166.5),(11 1565559),(12 1665229.4),(13 1762528.4),(14 1854188),(15 1941232.8),(16 2024524.8),(17 2102584.3),(18 2173866.8),(19 2239790),(20 2301692.3),(21 2360571.8),(22 2419542.8),(23 2479763.5),(24 2539563.8),(25 2598348.8),(26 2657904.8),(27 2718535),(28 2775748.5),(29 2829771),(30 2880198.3),(31 2927882.8),(32 2973168.5),(33 3015901.3),(34 3058531.5),(35 3101029.8),(36 3140305.5),(37 3177128.5),(38 3211880.8),(39 3246107),(40 3275220.5),(41 3301322),(42 3327240.5),(43 3354104.5),(44 3377986),(45 3397842),(46 3412512.5),(47 3423718.8),(48 3431504.8),(49 3440478.5),(50 3451451.8),(51 3465613.3),(52 3481259.8),(53 3498687.5),(54 3517027.8),(55 3535812.3),(56 3554009.3),(57 3571410),(58 3585910.5),(59 3597632.8),(60 3605065.3),(61 3612494.5),(62 3621710.8),(63 3635576.5),(64 3654323.8),(65 3676207.3),(66 3696846.5),(67 3714597),(68 3729374.8),(69 3741261.8),(70 3752522.8),(71 3766438),(72 3782770),(73 3798705.5),(74 3811712.8),(75 3823800.5),(76 3834327.5),(77 3841638),(78 3845959.5),(79 3849274),
(1 80986.414),(2 264989.34),(3 470520.44),(4 656385.06),(5 818850.9),(6 964893.7),(7 1100183.9),(8 1223979.1),(9 1334652.5),(10 1433766.3),(11 1526658.6),(12 1616532.6),(13 1701032.8),(14 1780533.8),(15 1855448.8),(16 1923435.4),(17 1983312),(18 2038767.9),(19 2091280.1),(20 2139961.3),(21 2187652.5),(22 2236340),(23 2284061.3),(24 2329012.5),(25 2371496.8),(26 2413921),(27 2457789.5),(28 2500885.3),(29 2544911.8),(30 2591019.8),(31 2633521.5),(32 2670352),(33 2701577.5),(34 2730569.5),(35 2756712.3),(36 2781863.5),(37 2807822.5),(38 2831236.5),(39 2851256.3),(40 2869521.8),(41 2888476.5),(42 2906143.8),(43 2923885.8),(44 2943588.5),(45 2963419),(46 2981514.3),(47 2998870.8),(48 3015552),(49 3030956),(50 3045606.5),(51 3059613.8),(52 3069079.5),(53 3074742.8),(54 3082314),(55 3094582.8),(56 3108921.3),(57 3123794.5),(58 3137854.5),(59 3151842.3),(60 3163908),(61 3175462.8),(62 3187106.3),(63 3200902.5),(64 3216177.8),(65 3231987.3),(66 3245920.8),(67 3257642.8),(68 3268962.8),(69 3280919.5),(70 3294177.5),(71 3310573.5),(72 3329131),(73 3346901.8),(74 3360495.3),(75 3371665.8),(76 3380331.5),(77 3387513.5),(78 3393236.5),(79 3398262.8),
(1 75948.73),(2 247310.22),(3 436841.7),(4 606801.5),(5 754974.2),(6 887630.9),(7 1008273.94),(8 1115082.5),(9 1209919.4),(10 1296364.4),(11 1380228.8),(12 1463353.9),(13 1544463.4),(14 1622972.9),(15 1698802.5),(16 1772874),(17 1844734.1),(18 1913763.6),(19 1980030.6),(20 2042828.3),(21 2101025),(22 2155799),(23 2207747.5),(24 2256238.8),(25 2301057.3),(26 2342899.8),(27 2383171.3),(28 2420961.3),(29 2457723.3),(30 2494143.3),(31 2526700),(32 2555350.3),(33 2581686.3),(34 2604235.5),(35 2627222.5),(36 2651557.3),(37 2676215),(38 2700867.3),(39 2726807.8),(40 2752923.3),(41 2778221.8),(42 2801772.5),(43 2824449.3),(44 2846455.5),(45 2867871.8),(46 2888448),(47 2910334.5),(48 2932573.5),(49 2952791.5),(50 2969756.5),(51 2984731),(52 2998442),(53 3011479.5),(54 3023007.8),(55 3035282.3),(56 3048482),(57 3061945),(58 3074389.3),(59 3086132.8),(60 3095746),(61 3103875.8),(62 3111881),(63 3121897.5),(64 3133351.8),(65 3145423),(66 3155853.3),(67 3163204.8),(68 3168321),(69 3173524.8),(70 3178439),(71 3183160.5),(72 3187961.5),(73 3193332.8),(74 3198354.8),(75 3202469.8),(76 3203653.8),(77 3203436),(78 3203917.3),(79 3205965.3),
