1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 3340.871),(2 7800.4746),(3 12610.16),(4 15909.973),(5 18668.535),(6 21078.309),(7 23224.82),(8 24990.889),(9 26140.236),(10 27051.475),(11 28081.877),(12 28670.572),(13 29412.078),(14 30064.23),(15 30494.666),(16 31024.928),(17 31761.014),(18 32190.467),(19 32635.135),(20 32804.36),(21 32895.895),(22 32815.387),(23 32717.121),(24 32364.678),(25 32131.08),(26 32144.752),(27 32074.238),(28 32522.148),(29 32623.924),(30 33051.93),(31 33816.703),(32 33893.957),(33 34012.848),(34 34347.18),(35 34414.934),(36 34459.188),(37 34390.85),(38 34120.94),(39 34285.246),(40 34439.855),(41 34208.477),(42 34116.887),(43 34308.24),(44 34348.793),(45 34402.418),(46 34733.676),(47 34934.4),(48 35141.305),(49 35179.094),(50 34950.03),(51 34878.297),(52 34828.813),(53 34704.086),(54 34969.813),(55 35330.313),(56 35500.707),(57 35795.36),(58 36100.777),(59 36102.863),(60 36168.93),(61 36431.43),(62 36075.83),(63 35867.91),(64 35736.97),(65 35326.406),(66 35161.14),(67 35373.215),(68 35165.69),(69 34954.67),(70 35122.688),(71 35187.74),(72 35346.94),(73 35706.453),(74 35827.883),(75 35797.973),(76 35862.94),(77 35991.266),(78 36548.65),(79 36682.566),
(1 3379.9697),(2 7806.777),(3 12512.169),(4 15847.529),(5 18484.746),(6 20621.412),(7 22465.613),(8 24223.854),(9 25309.389),(10 26089.266),(11 26923.135),(12 27171.334),(13 27562.2),(14 27862.75),(15 27993.996),(16 28411.873),(17 28928.19),(18 29372.268),(19 29751.07),(20 29946.547),(21 29970.959),(22 30099.041),(23 30277.736),(24 30327.936),(25 30413.953),(26 30523.264),(27 30522.8),(28 31013.914),(29 31021.584),(30 31375.273),(31 31889.379),(32 31784.143),(33 31978.49),(34 32357.379),(35 32297.584),(36 32195.393),(37 32206.533),(38 32118.26),(39 32324.992),(40 32448.871),(41 32154.01),(42 32120.56),(43 32250.064),(44 32315.055),(45 32572.076),(46 32904.08),(47 33128.082),(48 33288.305),(49 33272.535),(50 33345.992),(51 33467.297),(52 33568.426),(53 33668.668),(54 33982.777),(55 34243.58),(56 34159.004),(57 34047.67),(58 34273.92),(59 34442.547),(60 34720.68),(61 34886.07),(62 34440.098),(63 34141.07),(64 34098.67),(65 33932.543),(66 33905.055),(67 34082.09),(68 33919.383),(69 33789.445),(70 33886.176),(71 33883.83),(72 34236.254),(73 34463.86),(74 34703.1),(75 34879.816),(76 34974.25),(77 35014.793),(78 35369.645),(79 35655.375),
(1 3305.9983),(2 7613.9907),(3 12243.66),(4 15388.735),(5 17992.57),(6 20119.057),(7 21983.234),(8 23911.887),(9 25112.307),(10 25970.082),(11 26612.63),(12 26757.766),(13 27076.523),(14 27227.531),(15 27254.32),(16 27658.309),(17 28248.795),(18 28441.59),(19 28573.22),(20 28630.846),(21 28695.982),(22 28915.057),(23 29146.28),(24 29208.285),(25 29329.441),(26 29592.502),(27 29734.365),(28 30361.158),(29 30334.855),(30 30454.738),(31 30877.918),(32 30959.072),(33 31119.135),(34 31611.691),(35 31523.521),(36 31523.678),(37 31674.117),(38 31568.924),(39 31546.822),(40 31567.313),(41 31514.365),(42 31370.135),(43 31542.39),(44 31620.986),(45 31639.59),(46 31728.443),(47 31411.217),(48 31466.78),(49 31604.734),(50 31837.797),(51 32165.566),(52 32498.611),(53 32774.938),(54 33162.43),(55 33699.227),(56 34128.57),(57 34496.004),(58 34676.453),(59 34567.367),(60 34562.617),(61 34587.117),(62 34367.87),(63 34515.195),(64 34584.746),(65 34540.3),(66 34873.793),(67 35409.914),(68 35449.3),(69 35303.1),(70 35312.023),(71 35153.965),(72 35273.223),(73 35326.742),(74 35344.93),(75 35533.496),(76 35824.93),(77 35796.598),(78 36147.055),(79 36232.72),
(1 3251.8079),(2 7433.6704),(3 11816.611),(4 14931.477),(5 17514.898),(6 19637.918),(7 21463.393),(8 23153.82),(9 24285.285),(10 25228.107),(11 26031.066),(12 26439.447),(13 26821.129),(14 26993.695),(15 27201.582),(16 27611.012),(17 28238.432),(18 28726.04),(19 29092.766),(20 29122.371),(21 29220.834),(22 29459.78),(23 29782.658),(24 29795.984),(25 30038.598),(26 30277.28),(27 30641.436),(28 31067.342),(29 31092.182),(30 31185.967),(31 31284.96),(32 31052.377),(33 31253.092),(34 31652.746),(35 31679.008),(36 32028.963),(37 32393.928),(38 32300.934),(39 32257.81),(40 32267.344),(41 32354.475),(42 32413.582),(43 32472.361),(44 32354.855),(45 32413.262),(46 32546.846),(47 32147.705),(48 31998.473),(49 31943.078),(50 32008.863),(51 32261.633),(52 32473.836),(53 32983.26),(54 33371.188),(55 33726.707),(56 33889.305),(57 34253.97),(58 34583.12),(59 34287.63),(60 34165.49),(61 34074.035),(62 33814.355),(63 33930.734),(64 33867.15),(65 33993.98),(66 34407.176),(67 34806.21),(68 34517.203),(69 34537.434),(70 34891.047),(71 34865.813),(72 35085.32),(73 35008.16),(74 35011.75),(75 35282.918),(76 35838.945),(77 35682.516),(78 35882.36),(79 35768.234),
(1 3213.4019),(2 7304.423),(3 11491.363),(4 14667.603),(5 17160.248),(6 19115.412),(7 20769.936),(8 22343.4),(9 23496.777),(10 24442.545),(11 25207.186),(12 25515.887),(13 25966.217),(14 26343.875),(15 26417.879),(16 26594.732),(17 27074.76),(18 27320.617),(19 27579.908),(20 27714.248),(21 27957.445),(22 28128.473),(23 28510.516),(24 28755.96),(25 29195.273),(26 29695.639),(27 29863.223),(28 30113.041),(29 30189.842),(30 30458.361),(31 30811.941),(32 30898.377),(33 31237.508),(34 31824.434),(35 31959.771),(36 32196.018),(37 32773.152),(38 32960.855),(39 33077.094),(40 33093.37),(41 32653.69),(42 32634.246),(43 32778.473),(44 32656.076),(45 32700.047),(46 32857.168),(47 32602.408),(48 32587.549),(49 32384.299),(50 32197.148),(51 32208.8),(52 32174.56),(53 31986.996),(54 31881.463),(55 31821.246),(56 31888.31),(57 32203.04),(58 32193.482),(59 31872.975),(60 31949.117),(61 32116.133),(62 31996.893),(63 31904.43),(64 31823.176),(65 31638.014),(66 31416.799),(67 31364.2),(68 31242.637),(69 31166.197),(70 31350.799),(71 31208.56),(72 31249.979),(73 31388.604),(74 31628.564),(75 32174.623),(76 32726.258),(77 32628.977),(78 32685.441),(79 32571.523),
(1 3122.5837),(2 7013.385),(3 11280.405),(4 14220.917),(5 16615.227),(6 18317.467),(7 19904.447),(8 21491.248),(9 22705.586),(10 23681.498),(11 24400.514),(12 24704.793),(13 24952.479),(14 25270.744),(15 25295.088),(16 25424.86),(17 25981.11),(18 26395.533),(19 26754.23),(20 27083.852),(21 27470.414),(22 27795.71),(23 28278.068),(24 28305.156),(25 28308.482),(26 28519.46),(27 28674.447),(28 28904.111),(29 28973.412),(30 29227.97),(31 29526.813),(32 29735.914),(33 30142.785),(34 30651.412),(35 30627.418),(36 30881.053),(37 31231.773),(38 31146.242),(39 31233.32),(40 31336.754),(41 31267.334),(42 31261.873),(43 31356.934),(44 31233.338),(45 31154.793),(46 31280.586),(47 31130.715),(48 31063.766),(49 31024.125),(50 30802.932),(51 30791.428),(52 30651.535),(53 30309.174),(54 30397.494),(55 30519.71),(56 30605.967),(57 30800.486),(58 30870.59),(59 30868.154),(60 30977.783),(61 31213.648),(62 31234.502),(63 31403.41),(64 31418.607),(65 31201.39),(66 31080.666),(67 31226.193),(68 31170.781),(69 31230.574),(70 31393.746),(71 31183.383),(72 31135.727),(73 31055.79),(74 31063.668),(75 31201.834),(76 31490.895),(77 31397.746),(78 31358.441),(79 31217.764),
(1 3120.5479),(2 6956.061),(3 11116.879),(4 13976.95),(5 16214.175),(6 17961.518),(7 19512.43),(8 20957.83),(9 22296.799),(10 23381.594),(11 24129.451),(12 24609.41),(13 25241.445),(14 25626.342),(15 26192.553),(16 26615.043),(17 27102.086),(18 27640.1),(19 28316.063),(20 28811.51),(21 29318.297),(22 29749.377),(23 30293.36),(24 30416.744),(25 30682.625),(26 30766.352),(27 31087.79),(28 31455.297),(29 31528.498),(30 31730.057),(31 31988.004),(32 31952.633),(33 32147.895),(34 32367.207),(35 32213.322),(36 32513.92),(37 33014.008),(38 32735.3),(39 32821.734),(40 33054.28),(41 32975.145),(42 32756.934),(43 32543.47),(44 32014.059),(45 31712.137),(46 31575.273),(47 31547.07),(48 31627.863),(49 31627.95),(50 31390.79),(51 31539.705),(52 31558.482),(53 31393.324),(54 31757.018),(55 32115.188),(56 32282.635),(57 32542.809),(58 32683.785),(59 32684.838),(60 32709.37),(61 32703.607),(62 32345.945),(63 32552.05),(64 32741.41),(65 32639.193),(66 32649.355),(67 32900.44),(68 32721.178),(69 32733.527),(70 33026.22),(71 32986.492),(72 32890.07),(73 32803.777),(74 32848.285),(75 32994.73),(76 33443.3),(77 33359.887),(78 33568.023),(79 33741.254),
(1 3058.5476),(2 6836.6035),(3 10624.552),(4 13291.901),(5 15442.467),(6 17176.791),(7 18758.613),(8 20104.613),(9 21130.553),(10 22093.814),(11 22824.42),(12 23223.637),(13 23793.125),(14 24195.729),(15 24527.26),(16 24726.742),(17 25020.72),(18 25327.541),(19 25570.357),(20 25871.807),(21 26232.66),(22 26683.086),(23 27159.145),(24 27353.28),(25 27556.344),(26 27720.756),(27 27791.504),(28 28230.643),(29 28242.342),(30 28451.814),(31 28723.748),(32 28826.066),(33 29067.271),(34 29139.994),(35 28948.916),(36 28969.012),(37 29275.703),(38 29316.988),(39 29599.78),(40 29768.707),(41 29542.02),(42 29335.479),(43 29306.197),(44 29102.178),(45 28976.496),(46 28902.295),(47 28854.037),(48 28986.623),(49 29215.668),(50 29152.29),(51 29210.938),(52 29418.47),(53 29927.68),(54 30298.18),(55 30762.299),(56 30996.79),(57 31194.059),(58 31304.373),(59 31219.42),(60 31025.586),(61 30906.684),(62 30606.99),(63 30814.367),(64 31057.977),(65 31019.447),(66 31130.168),(67 31204.264),(68 30907.367),(69 30877.473),(70 31102.375),(71 31193.809),(72 31340),(73 31701.926),(74 31940.893),(75 32175.885),(76 32550.717),(77 32701.125),(78 33022.01),(79 33088.582),
(1 3096.5374),(2 6894.0547),(3 10746.726),(4 13458.938),(5 15725.4),(6 17520.371),(7 18996.898),(8 20348.838),(9 21295.105),(10 22103.152),(11 22744.297),(12 23123.086),(13 23593.662),(14 23869.518),(15 24218.37),(16 24580.027),(17 25054.617),(18 25350.506),(19 25482.127),(20 25669.313),(21 25950.729),(22 26366.836),(23 26719.572),(24 26949.006),(25 27110.102),(26 27202.746),(27 27165.094),(28 27275.732),(29 27253.639),(30 27561.523),(31 27853.754),(32 27875.215),(33 27866.086),(34 27808.13),(35 27659.334),(36 27594.707),(37 27777.398),(38 27830.75),(39 28144.49),(40 28539.346),(41 28444.037),(42 28328.14),(43 28512.732),(44 28608.852),(45 28671.28),(46 28718.402),(47 28641.46),(48 28641.578),(49 28909.297),(50 28768.572),(51 28974.496),(52 29330.117),(53 29684.748),(54 29962.97),(55 30315.166),(56 30447.572),(57 30685.695),(58 30874.334),(59 30811.682),(60 30816.713),(61 30708.447),(62 30292.23),(63 30195.75),(64 30185.805),(65 30101.086),(66 30203.307),(67 30307.637),(68 30138.75),(69 30221.848),(70 30375.535),(71 30513.363),(72 30627.318),(73 31022.232),(74 31221.234),(75 31480),(76 31678.352),(77 31454.484),(78 31498.51),(79 31395.443),
(1 3011.4082),(2 6715.71),(3 10459.203),(4 13098.43),(5 15340.544),(6 17155.268),(7 18650.258),(8 20015.3),(9 20930.219),(10 21607.768),(11 22206.709),(12 22494.021),(13 22837.313),(14 23244.342),(15 23588.715),(16 24138.7),(17 24656.525),(18 25063.732),(19 25249.154),(20 25489.596),(21 25915.656),(22 26261.814),(23 26479.451),(24 26551.678),(25 26646),(26 26772.305),(27 26865.021),(28 26855.451),(29 26818.6),(30 26843.588),(31 26938.305),(32 26818.24),(33 26848.018),(34 26833.16),(35 26582.738),(36 26499.305),(37 26520.367),(38 26418.475),(39 26587.371),(40 26807.947),(41 26874.13),(42 26968.732),(43 27020.22),(44 26910.867),(45 27022.416),(46 27109.865),(47 27040.395),(48 26959.389),(49 26989.57),(50 27071.547),(51 27444.309),(52 27934.414),(53 28384.938),(54 28643.865),(55 28916.658),(56 28940.982),(57 29341.494),(58 29520.938),(59 29318.611),(60 29264.93),(61 29325.113),(62 29190.336),(63 29077.836),(64 28991.006),(65 28780.232),(66 28765.357),(67 28806.81),(68 28824.807),(69 29053.535),(70 29301.988),(71 29479.979),(72 29695.729),(73 29913.453),(74 29875.756),(75 29885.018),(76 30034.33),(77 30046.998),(78 30427.1),(79 30620.363),
(1 3005.516),(2 6709.4917),(3 10530.536),(4 13051.417),(5 15125.876),(6 16889.531),(7 18346.076),(8 19657.559),(9 20342.76),(10 20929.107),(11 21471.455),(12 21806.785),(13 22234.951),(14 22719.395),(15 23343.86),(16 23773.506),(17 24206.727),(18 24466.36),(19 24576.371),(20 24773.863),(21 24951.2),(22 25285.49),(23 25652.287),(24 25776.879),(25 26111.34),(26 26396.99),(27 26403.555),(28 26613.658),(29 26738.537),(30 26658.607),(31 26818.527),(32 26679.791),(33 26690.102),(34 26801.574),(35 26639.92),(36 26505.887),(37 26643.281),(38 26466.244),(39 26594.143),(40 26604.127),(41 26479.133),(42 26632.838),(43 26764.379),(44 26599.264),(45 26671.924),(46 26798.016),(47 26710.87),(48 26757.836),(49 26754.914),(50 26712.861),(51 26874.455),(52 27199.334),(53 27679.395),(54 27999.467),(55 28267.01),(56 28503.914),(57 28626.928),(58 28876.023),(59 28860.8),(60 28939.084),(61 29027.084),(62 28995.594),(63 29077.063),(64 29238.479),(65 29037.61),(66 28945.215),(67 28738.352),(68 28481.746),(69 28383.207),(70 28435.371),(71 28427.342),(72 28595.08),(73 28781.467),(74 28786.129),(75 28925.816),(76 29153.674),(77 29362.156),(78 29905.74),(79 30037.607),
(1 2884.8816),(2 6312.646),(3 9829.346),(4 12316.819),(5 14209.756),(6 15718.423),(7 17139.305),(8 18290.627),(9 18939.426),(10 19564.572),(11 20176.986),(12 20618.637),(13 21160.736),(14 21536.04),(15 21872.344),(16 22096.594),(17 22584.154),(18 22898.758),(19 23083.887),(20 23402.297),(21 23575.064),(22 23925.895),(23 24179.303),(24 24334.691),(25 24464.742),(26 24631.766),(27 24715.377),(28 25044.754),(29 25370.607),(30 25672.072),(31 25903.3),(32 25853.643),(33 25854.742),(34 25989.463),(35 25793.842),(36 25686.744),(37 25721.729),(38 25283.361),(39 25163.547),(40 25076.23),(41 24718.502),(42 24688.564),(43 24858.31),(44 24769.5),(45 24902.307),(46 25256.783),(47 25373.791),(48 25693.168),(49 25888.572),(50 25908.84),(51 26145.09),(52 26377.82),(53 26706.824),(54 26878.875),(55 26949.543),(56 27126.564),(57 27385.117),(58 27648.613),(59 27670.883),(60 27906.049),(61 28128.568),(62 28166.021),(63 28420.682),(64 28680.746),(65 28478.502),(66 28276.078),(67 28198.104),(68 27873.088),(69 27752.992),(70 27792.746),(71 27559.38),(72 27592.951),(73 27807.574),(74 27945.016),(75 28090.582),(76 28478.113),(77 28715.293),(78 29040.236),(79 29019.732),
(1 2799.4834),(2 6149.8755),(3 9495.058),(4 11786.161),(5 13555.502),(6 14902.024),(7 16166.931),(8 17293.406),(9 18037.605),(10 18679.563),(11 19261.203),(12 19648.299),(13 20051.066),(14 20424.36),(15 20746.602),(16 21035.203),(17 21516.975),(18 21940.918),(19 22185.654),(20 22492.303),(21 22748.803),(22 22981.637),(23 23039.004),(24 22865.525),(25 22895.814),(26 23024.932),(27 23101.043),(28 23506.541),(29 23682.22),(30 24006.111),(31 24253.047),(32 23991.656),(33 24033.678),(34 24224.328),(35 24190.564),(36 24251.775),(37 24343.967),(38 23966.422),(39 24007.963),(40 23866.262),(41 23532.678),(42 23542.992),(43 23685),(44 23587.996),(45 23718.438),(46 23801.271),(47 23691.168),(48 23786.447),(49 24009.205),(50 24084.314),(51 24460.521),(52 24746.266),(53 25118.645),(54 25540.871),(55 25700.057),(56 25692.645),(57 25822.002),(58 26041.973),(59 26060.62),(60 26235.611),(61 26520.084),(62 26786.574),(63 27012.479),(64 27147.506),(65 26981.033),(66 26961.94),(67 27012.316),(68 26729.652),(69 26744.652),(70 26718.54),(71 26358.303),(72 26195.047),(73 26231.865),(74 26342.982),(75 26445.684),(76 26748.818),(77 26923.105),(78 27288.879),(79 27530.252),
(1 2731.436),(2 6029.3486),(3 9447.018),(4 11716.997),(5 13537.436),(6 14981.6875),(7 16153.414),(8 17315.373),(9 18032.441),(10 18575.44),(11 19133.13),(12 19231.41),(13 19514.234),(14 19866.635),(15 20174.945),(16 20455.879),(17 20802.822),(18 21183.719),(19 21682.281),(20 21943.473),(21 22321.46),(22 22589.959),(23 22630.863),(24 22241.934),(25 22060.107),(26 22175.932),(27 22256.12),(28 22563.89),(29 22709.295),(30 22811.725),(31 23066.99),(32 23053.422),(33 23303.97),(34 23515.809),(35 23433.445),(36 23447.787),(37 23567.639),(38 23367.842),(39 23231.262),(40 23145.295),(41 22987.006),(42 22955.428),(43 23044.104),(44 22955.494),(45 23012.113),(46 23082.145),(47 23029.13),(48 23084.896),(49 23215.344),(50 23202.596),(51 23450.79),(52 23510.28),(53 23854.908),(54 24142.09),(55 24204.521),(56 24043.096),(57 23960.086),(58 23975.303),(59 24006.365),(60 24187.451),(61 24259.318),(62 24225.807),(63 24481.076),(64 24820.08),(65 24718.13),(66 24665.781),(67 24745.557),(68 24715.318),(69 24770.24),(70 24865.533),(71 24802.875),(72 24729.727),(73 24817.441),(74 24813.977),(75 24933.426),(76 25139.38),(77 25234.78),(78 25574.18),(79 25679.887),
(1 2655.3862),(2 5840.1396),(3 9012.787),(4 11224.312),(5 13057.035),(6 14477.819),(7 15670.787),(8 16686.508),(9 17461.213),(10 18060.795),(11 18542.84),(12 18631.705),(13 18751),(14 19170.686),(15 19483.08),(16 19723.447),(17 19985.797),(18 20160.223),(19 20388.736),(20 20492.574),(21 20785.627),(22 21057.092),(23 21323.611),(24 21284.236),(25 21272.99),(26 21449.53),(27 21604.295),(28 22065.445),(29 22261.42),(30 22286.986),(31 22413.596),(32 22308.934),(33 22501.88),(34 22810.271),(35 22649.676),(36 22721.291),(37 22821.941),(38 22536.357),(39 22575.234),(40 22732.463),(41 22557.928),(42 22519.713),(43 22447.152),(44 22200.076),(45 22253.752),(46 22315.281),(47 22198.057),(48 22338.613),(49 22476.264),(50 22395.188),(51 22522.041),(52 22566.143),(53 22817.299),(54 23004.852),(55 23234.547),(56 23321.877),(57 23485.148),(58 23627.566),(59 23653.654),(60 23747.23),(61 23862.66),(62 23929.627),(63 24207.387),(64 24424.393),(65 24317.223),(66 24346.781),(67 24542.688),(68 24628.453),(69 24735.691),(70 24927.025),(71 25019.412),(72 25266.72),(73 25487.988),(74 25464.533),(75 25442.281),(76 25575.951),(77 25602.533),(78 26057.688),(79 26157.72),
(1 2515.7144),(2 5466.1514),(3 8621.064),(4 10875.093),(5 12700.761),(6 13981.653),(7 15108.966),(8 16171.548),(9 16904.102),(10 17465.777),(11 17906.955),(12 17936.861),(13 18099.275),(14 18388.7),(15 18688.063),(16 18912.197),(17 19233.63),(18 19299.094),(19 19348.031),(20 19622.787),(21 19792.797),(22 20012.512),(23 20331.871),(24 20400.357),(25 20436.395),(26 20711.871),(27 20909.174),(28 21364.068),(29 21501.37),(30 21393.69),(31 21463.324),(32 21406.88),(33 21622.861),(34 21773.799),(35 21827.053),(36 21951.111),(37 22180.803),(38 21990.096),(39 22005.229),(40 22066.639),(41 21937.322),(42 21950.646),(43 21977.082),(44 21739.127),(45 21717.836),(46 21805.865),(47 21761.912),(48 21853.998),(49 21953.191),(50 21939.994),(51 22121.475),(52 22232.695),(53 22480.834),(54 22569.441),(55 22665.385),(56 22750.453),(57 22959.904),(58 23059.72),(59 23077.893),(60 23136.223),(61 23326.426),(62 23351.7),(63 23580.982),(64 23832.426),(65 23806.322),(66 23967.566),(67 24043.422),(68 23953.205),(69 24068.533),(70 24380.088),(71 24363.885),(72 24481.951),(73 24590.982),(74 24650.98),(75 24654.064),(76 24877.482),(77 24901.043),(78 25132.117),(79 25231.79),
(1 2572.264),(2 5589.727),(3 8674.95),(4 10877.318),(5 12632.102),(6 13987.233),(7 15223.812),(8 16347.289),(9 16976.912),(10 17580.412),(11 18163.074),(12 18373.363),(13 18752.004),(14 19118.135),(15 19376.64),(16 19684.26),(17 20018.113),(18 20062.729),(19 20154.283),(20 20304.615),(21 20237.1),(22 20341.496),(23 20414.031),(24 20378.906),(25 20458.424),(26 20687.201),(27 20920.842),(28 21317.545),(29 21403.184),(30 21611.004),(31 21816.254),(32 21707.088),(33 21858.578),(34 22074.291),(35 22105.018),(36 22376.049),(37 22718.92),(38 22704.291),(39 22756.766),(40 22835.727),(41 22722.158),(42 22809.553),(43 22925.611),(44 22807.295),(45 22830.857),(46 22831.771),(47 22669.008),(48 22581.703),(49 22763.793),(50 22787.549),(51 22800.412),(52 22922.902),(53 23101.355),(54 23236.197),(55 23405.738),(56 23525.693),(57 23837.508),(58 24075.86),(59 24185.666),(60 24115.969),(61 24105.64),(62 24039.088),(63 24185.998),(64 24191.758),(65 24120.271),(66 24125.1),(67 23982.023),(68 24011.459),(69 24149.383),(70 24316.977),(71 24340.857),(72 24511.625),(73 24636.68),(74 24583.023),(75 24508.627),(76 24629.586),(77 24483.506),(78 24652.666),(79 24529.242),
(1 2455.7495),(2 5234.1987),(3 8002.113),(4 9882.883),(5 11510.189),(6 12729.794),(7 13787.164),(8 14804.66),(9 15495.235),(10 16172.129),(11 16829.096),(12 17183.125),(13 17673.313),(14 18178.137),(15 18520.266),(16 18798.254),(17 18958.725),(18 18920.037),(19 19062.89),(20 19106.566),(21 19004.832),(22 19096.408),(23 19225.64),(24 19169.412),(25 19279.393),(26 19403.184),(27 19615.39),(28 20243.934),(29 20394.889),(30 20409.846),(31 20524.627),(32 20379.137),(33 20534.246),(34 20726.475),(35 20709.355),(36 20682.02),(37 20830.002),(38 20890.799),(39 21132.43),(40 21343.738),(41 21278.854),(42 21471.582),(43 21663.207),(44 21581.232),(45 21600.848),(46 21726.656),(47 21545.318),(48 21572.172),(49 21582.02),(50 21531.787),(51 21352.93),(52 21335.129),(53 21138.94),(54 21189.367),(55 21469.496),(56 21470.373),(57 21640.848),(58 21932.059),(59 22106.781),(60 22282.781),(61 22521.955),(62 22371.178),(63 22320.766),(64 22372.18),(65 22224.832),(66 22278.594),(67 22362.514),(68 22272.61),(69 22254.28),(70 22272.074),(71 22194.47),(72 22261.477),(73 22345.44),(74 22402.85),(75 22577.4),(76 22739),(77 22784.68),(78 23306.266),(79 23508.238),
