1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 42127.82),(2 138142.3),(3 262767.97),(4 424926.34),(5 625002.3),(6 887200),(7 1159733.3),(8 1432134.9),(9 1710658.1),(10 2011858.9),(11 2318628.8),(12 2693408.8),(13 3067765.3),(14 3522565),(15 4020143.3),(16 4540396.5),(17 5090588.5),(18 5669037.5),(19 6217380.5),(20 6825170.5),(21 7460478.5),(22 8100768.5),(23 8745369),(24 9464528),(25 10233763),(26 11063312),(27 11827844),(28 12631933),(29 13434672),(30 14299615),(31 15052949),(32 15861464),(33 16538693),(34 17280966),(35 17878064),(36 18501940),(37 19014322),(38 19471144),(39 19868350),(40 20241126),(41 20534394),(42 20794674),(43 21028374),(44 21226778),(45 21312134),(46 21403838),(47 21462542),(48 21480562),(49 21419346),(50 21377504),(51 21326422),(52 21317980),(53 21260922),(54 21331184),(55 21260006),(56 21166814),(57 21040010),(58 20919318),(59 20796256),(60 20689460),(61 20686440),(62 20627058),(63 20602992),(64 20633498),(65 20590808),(66 20577774),(67 20482448),(68 20327514),(69 20136382),(70 19980808),(71 19779874),(72 19573072),(73 19360590),(74 19175688),(75 18991756),(76 18880194),(77 18821402),(78 18828346),(79 18892172),
(1 76304.086),(2 273480.47),(3 562493.4),(4 917910.6),(5 1318982.6),(6 1751950.6),(7 2187753.5),(8 2607536),(9 3009777.5),(10 3378609),(11 3732471.8),(12 4087890.8),(13 4429278),(14 4796900.5),(15 5158899),(16 5531312),(17 5915532.5),(18 6314892.5),(19 6681667),(20 7046039),(21 7379638.5),(22 7694892.5),(23 7984655.5),(24 8270907),(25 8559035),(26 8824581),(27 9044282),(28 9235875),(29 9416792),(30 9608807),(31 9820281),(32 10021448),(33 10216872),(34 10376590),(35 10501951),(36 10604871),(37 10670538),(38 10729561),(39 10765119),(40 10801777),(41 10828263),(42 10838286),(43 10832842),(44 10800856),(45 10743457),(46 10652349),(47 10536008),(48 10388035),(49 10235605),(50 10072134),(51 9902002),(52 9726305),(53 9548641),(54 9376199),(55 9211614),(56 9068863),(57 8907676),(58 8779751),(59 8676654),(60 8582208),(61 8487291),(62 8384083),(63 8287781),(64 8195296.5),(65 8123030.5),(66 8081432.5),(67 8064026.5),(68 8050588.5),(69 8041245),(70 8036237),(71 8029046.5),(72 8019710.5),(73 8004640.5),(74 7982045),(75 7961315),(76 7954091),(77 7942280.5),(78 7936984.5),(79 7926543.5),
(1 78577.3),(2 282632.25),(3 583492.7),(4 952363),(5 1358480),(6 1787210.4),(7 2212102.8),(8 2620595.5),(9 3008008),(10 3362571),(11 3700867.3),(12 4027662.3),(13 4338508),(14 4644203.5),(15 4932357.5),(16 5209188.5),(17 5492273.5),(18 5787170),(19 6033986.5),(20 6280820),(21 6511759.5),(22 6748578.5),(23 6968358),(24 7208424),(25 7466662.5),(26 7705621.5),(27 7932893.5),(28 8134056),(29 8336206),(30 8562546),(31 8792036),(32 9046768),(33 9301817),(34 9544239),(35 9756840),(36 9960206),(37 10143233),(38 10327668),(39 10509490),(40 10695205),(41 10879917),(42 11018816),(43 11159404),(44 11292391),(45 11396071),(46 11494631),(47 11558236),(48 11587387),(49 11610076),(50 11614217),(51 11602952),(52 11581333),(53 11559397),(54 11508224),(55 11465555),(56 11438316),(57 11414657),(58 11395535),(59 11387637),(60 11328735),(61 11268760),(62 11155669),(63 11026411),(64 10877691),(65 10700015),(66 10529469),(67 10344331),(68 10169863),(69 10016396),(70 9883643),(71 9740584),(72 9579672),(73 9419761),(74 9239477),(75 9047211),(76 8875262),(77 8683324),(78 8503643),(79 8297020.5),
(1 64744.31),(2 231170.36),(3 481226.56),(4 788970.5),(5 1128103.5),(6 1501574.9),(7 1863641.8),(8 2231717.5),(9 2582446.8),(10 2918122),(11 3239633),(12 3545906.5),(13 3846828.8),(14 4142871.8),(15 4417913),(16 4698596),(17 4975404.5),(18 5237622.5),(19 5451548),(20 5642889),(21 5808057),(22 5948558),(23 6076097.5),(24 6193035.5),(25 6305021.5),(26 6414853),(27 6507769.5),(28 6596368.5),(29 6676098.5),(30 6785396.5),(31 6898432),(32 7028889),(33 7157917),(34 7289303.5),(35 7404018),(36 7530002),(37 7635676),(38 7725554),(39 7807566),(40 7885650),(41 7966152.5),(42 8043268),(43 8125035.5),(44 8215042.5),(45 8287054),(46 8360392.5),(47 8415395),(48 8466874),(49 8484739),(50 8503890),(51 8497402),(52 8471318),(53 8428684),(54 8375981),(55 8314594),(56 8251783.5),(57 8171899),(58 8082699.5),(59 8005513),(60 7914642.5),(61 7827602),(62 7728731),(63 7629104),(64 7529591.5),(65 7436236),(66 7353399.5),(67 7285003),(68 7231898),(69 7185385),(70 7151929.5),(71 7117241),(72 7075740),(73 7014564),(74 6949083),(75 6864607.5),(76 6800791.5),(77 6740349.5),(78 6692896),(79 6638470),
(1 74880.55),(2 267749.94),(3 548320.5),(4 885752.5),(5 1250169.9),(6 1631624.4),(7 1990656),(8 2317612.8),(9 2612561),(10 2883102.8),(11 3129797.8),(12 3372899.8),(13 3606857),(14 3868458.5),(15 4141523),(16 4424012),(17 4723241.5),(18 5007984.5),(19 5268780.5),(20 5507452),(21 5715741),(22 5880331),(23 6008989),(24 6129723),(25 6264897.5),(26 6386489.5),(27 6479725),(28 6562770.5),(29 6628932.5),(30 6694051),(31 6742347.5),(32 6778002.5),(33 6794454.5),(34 6803941),(35 6788921),(36 6786079.5),(37 6786629),(38 6792402),(39 6795961),(40 6792962),(41 6780829),(42 6763932),(43 6731657.5),(44 6690077.5),(45 6642046.5),(46 6592793.5),(47 6537461),(48 6491865),(49 6444832.5),(50 6413450),(51 6385897),(52 6371554),(53 6341495.5),(54 6310260),(55 6274291),(56 6238288.5),(57 6204411.5),(58 6165854),(59 6120894.5),(60 6059723.5),(61 6013717),(62 5970441),(63 5945766.5),(64 5926171),(65 5921702.5),(66 5932141),(67 5967227),(68 6018692),(69 6074756.5),(70 6143793.5),(71 6215489.5),(72 6272937.5),(73 6313027),(74 6348902),(75 6365310),(76 6368573),(77 6365638),(78 6347053.5),(79 6330409),
(1 62614.97),(2 222868.5),(3 452177.2),(4 724110.75),(5 1007378.4),(6 1299189.1),(7 1576324.8),(8 1835132.8),(9 2076231.1),(10 2311867.5),(11 2545219.5),(12 2789310),(13 3038220.8),(14 3305243.8),(15 3574884.5),(16 3848574.3),(17 4117403.5),(18 4364711),(19 4578476),(20 4754701),(21 4884856.5),(22 4988512.5),(23 5046440.5),(24 5109144.5),(25 5167644),(26 5222256.5),(27 5251371.5),(28 5255247.5),(29 5269260.5),(30 5295461.5),(31 5319639),(32 5347811),(33 5369752.5),(34 5391497.5),(35 5386290),(36 5392314.5),(37 5402535),(38 5410726),(39 5418057.5),(40 5419386.5),(41 5417973.5),(42 5414638),(43 5405575),(44 5398962.5),(45 5383710),(46 5348716),(47 5308229.5),(48 5273788.5),(49 5228536.5),(50 5198440.5),(51 5163620),(52 5140652),(53 5120525.5),(54 5110187.5),(55 5078150),(56 5054361.5),(57 5022288.5),(58 5001633),(59 4975571),(60 4943539),(61 4913029.5),(62 4872122),(63 4834486),(64 4809316.5),(65 4779040.5),(66 4755623.5),(67 4740994.5),(68 4749876),(69 4771247),(70 4808398),(71 4861634),(72 4921037),(73 4984628.5),(74 5034070.5),(75 5079902),(76 5134978.5),(77 5175826.5),(78 5197722),(79 5212949.5),
(1 65549.945),(2 234482.7),(3 471070.4),(4 747846.25),(5 1035195.06),(6 1323689.4),(7 1594983.5),(8 1856501.1),(9 2099688.8),(10 2339271),(11 2568096),(12 2815180.3),(13 3061761),(14 3320000.5),(15 3567270.3),(16 3799518.5),(17 4019236.3),(18 4216786.5),(19 4370566.5),(20 4489694),(21 4570502),(22 4628689),(23 4665962),(24 4706575.5),(25 4757529.5),(26 4807176.5),(27 4841958.5),(28 4871022),(29 4912293.5),(30 4957075.5),(31 4995171),(32 5034725.5),(33 5052034),(34 5064819),(35 5061528.5),(36 5069512),(37 5099158),(38 5132044.5),(39 5161834),(40 5192132.5),(41 5220999),(42 5232967.5),(43 5232289.5),(44 5216091.5),(45 5184437.5),(46 5149182),(47 5118479),(48 5114714),(49 5119939),(50 5138187),(51 5172214),(52 5215302),(53 5267225),(54 5302054),(55 5336495),(56 5375062),(57 5406997.5),(58 5429838),(59 5427193),(60 5403093),(61 5361535),(62 5304526),(63 5219939.5),(64 5141818.5),(65 5057586),(66 4974341),(67 4890091),(68 4818605),(69 4748329.5),(70 4683059),(71 4640435.5),(72 4609695),(73 4595415),(74 4588170.5),(75 4596720),(76 4613669),(77 4622263.5),(78 4623370),(79 4613971),
(1 66235.35),(2 234249.06),(3 478281.7),(4 768771.9),(5 1070900.9),(6 1384367.1),(7 1692417),(8 2017639.8),(9 2354423.8),(10 2689217),(11 3021131.8),(12 3339076.8),(13 3639624.8),(14 3914641.5),(15 4158398.8),(16 4360997),(17 4537620.5),(18 4674257),(19 4786365.5),(20 4864662.5),(21 4926109),(22 4960746.5),(23 4976284.5),(24 4987846),(25 4996299.5),(26 4999136),(27 5000199),(28 4990738.5),(29 4993801.5),(30 5012340),(31 5035163.5),(32 5063182.5),(33 5090246.5),(34 5128360.5),(35 5154561),(36 5195656.5),(37 5241072.5),(38 5267813.5),(39 5295438.5),(40 5306437.5),(41 5310165),(42 5299408),(43 5268523),(44 5233726),(45 5191317),(46 5139714),(47 5081107.5),(48 5025403.5),(49 4965018.5),(50 4911209.5),(51 4853943),(52 4801825.5),(53 4774663.5),(54 4766915.5),(55 4778295),(56 4819607.5),(57 4868270.5),(58 4910423.5),(59 4960558.5),(60 5007733.5),(61 5047980.5),(62 5101480.5),(63 5147086),(64 5195417),(65 5255129),(66 5309014),(67 5376123.5),(68 5440545),(69 5494788),(70 5536756.5),(71 5574929),(72 5620454),(73 5654076),(74 5671865.5),(75 5669927),(76 5647682),(77 5605246),(78 5544082.5),(79 5456851.5),
(1 63273.453),(2 224650.23),(3 456942.5),(4 729239.7),(5 1012016),(6 1309227.6),(7 1595258.8),(8 1890798.5),(9 2191015.3),(10 2490327.5),(11 2778529.5),(12 3058595.5),(13 3328127),(14 3570656.5),(15 3779637),(16 3953439.8),(17 4104992.5),(18 4231159),(19 4343349.5),(20 4441254),(21 4510075.5),(22 4545045),(23 4561660),(24 4563340),(25 4555945.5),(26 4534486),(27 4488953),(28 4450594.5),(29 4421726.5),(30 4402595),(31 4396373.5),(32 4411658),(33 4427287),(34 4442882),(35 4459931.5),(36 4489193),(37 4525400),(38 4558471),(39 4598283),(40 4630842),(41 4664848.5),(42 4687090.5),(43 4695417),(44 4708732),(45 4715381),(46 4720498.5),(47 4731109.5),(48 4739583),(49 4746831),(50 4744842),(51 4752534),(52 4767620),(53 4790520),(54 4825728),(55 4852390),(56 4882897.5),(57 4905707.5),(58 4909791),(59 4906318.5),(60 4886517),(61 4837952),(62 4794574),(63 4735079),(64 4676749.5),(65 4613931.5),(66 4549742),(67 4492306),(68 4438556),(69 4390006),(70 4361067.5),(71 4348440),(72 4335578.5),(73 4332163.5),(74 4323230),(75 4320525.5),(76 4312819),(77 4294366.5),(78 4280250.5),(79 4248686.5),
(1 63729.54),(2 224144.4),(3 452900.22),(4 716996.25),(5 990855.5),(6 1275898.8),(7 1554876.8),(8 1825320),(9 2085340.5),(10 2319994.3),(11 2526031),(12 2721536),(13 2907388),(14 3091579.5),(15 3250672.5),(16 3403008.5),(17 3549963.5),(18 3664269.5),(19 3764927),(20 3858449),(21 3946511.5),(22 4034923.3),(23 4120350.5),(24 4213436),(25 4320028.5),(26 4411710),(27 4478824.5),(28 4538318),(29 4588472),(30 4624804.5),(31 4654171.5),(32 4683893.5),(33 4709414.5),(34 4727730),(35 4738289.5),(36 4756561.5),(37 4770216),(38 4786283.5),(39 4802430),(40 4817125.5),(41 4831105.5),(42 4842450.5),(43 4856012.5),(44 4877896),(45 4897756),(46 4918719),(47 4946502.5),(48 4978257),(49 4984675),(50 4980591.5),(51 4964002),(52 4943373),(53 4913419),(54 4870737.5),(55 4835892),(56 4801572),(57 4740324),(58 4682704),(59 4622959),(60 4565303),(61 4509981),(62 4464985.5),(63 4429602),(64 4400111.5),(65 4380687.5),(66 4359924.5),(67 4347891.5),(68 4336670),(69 4322336.5),(70 4319005),(71 4319229),(72 4306520),(73 4299971),(74 4274708),(75 4236545.5),(76 4192651.5),(77 4144693.5),(78 4096440),(79 4045972.5),
(1 61852.582),(2 217055.63),(3 434015.5),(4 681251.9),(5 936207.8),(6 1195026.8),(7 1442796.4),(8 1688276),(9 1915491.6),(10 2129366),(11 2318747),(12 2493042.5),(13 2650564.3),(14 2805972.5),(15 2943978.5),(16 3070196),(17 3194522.3),(18 3316906.8),(19 3444378.8),(20 3563691.8),(21 3679883.3),(22 3789928.8),(23 3895327.5),(24 4003510),(25 4110329),(26 4196517),(27 4262587.5),(28 4315307),(29 4348587),(30 4365278.5),(31 4362905),(32 4349685),(33 4326542),(34 4301003),(35 4274704.5),(36 4261436.5),(37 4250275),(38 4248359.5),(39 4261029),(40 4283844.5),(41 4307689),(42 4343052),(43 4370380),(44 4398909.5),(45 4415789),(46 4428523),(47 4438715),(48 4440734.5),(49 4436605),(50 4432892.5),(51 4428198),(52 4426546),(53 4441336),(54 4464146.5),(55 4492241.5),(56 4540659),(57 4577270.5),(58 4623712),(59 4678270.5),(60 4728272),(61 4762629),(62 4786925),(63 4791479),(64 4788706.5),(65 4778495),(66 4767797),(67 4753481),(68 4733877),(69 4722486.5),(70 4729377),(71 4743703.5),(72 4753790.5),(73 4764539),(74 4766315),(75 4760326),(76 4745883.5),(77 4722792.5),(78 4682805.5),(79 4644113.5),
(1 52679.727),(2 183647.97),(3 366898.78),(4 577814.4),(5 794002.5),(6 1011291.06),(7 1217050.4),(8 1418374.6),(9 1608512.6),(10 1788054.1),(11 1950560.5),(12 2106646.5),(13 2252376.8),(14 2408499.5),(15 2554045.8),(16 2699230.8),(17 2857357),(18 2995215),(19 3125465.5),(20 3253009.3),(21 3386996),(22 3539634.5),(23 3700988),(24 3871432.8),(25 4049805.3),(26 4200397),(27 4318828.5),(28 4416537.5),(29 4484995.5),(30 4544604.5),(31 4603181.5),(32 4663270),(33 4703501.5),(34 4745008.5),(35 4764236),(36 4789775),(37 4796861.5),(38 4797663),(39 4794467.5),(40 4793605.5),(41 4790069),(42 4794672),(43 4799578),(44 4815682),(45 4827454.5),(46 4832593.5),(47 4833214.5),(48 4821534),(49 4803071.5),(50 4793468),(51 4793777.5),(52 4798902.5),(53 4823902.5),(54 4845944.5),(55 4872444.5),(56 4920375),(57 4953389.5),(58 4980259),(59 5000992),(60 4997418),(61 4982418.5),(62 4952329),(63 4913733.5),(64 4882427),(65 4839775),(66 4793004),(67 4732954),(68 4658546.5),(69 4579889),(70 4511176),(71 4436941),(72 4373111.5),(73 4304435),(74 4244505.5),(75 4186589.8),(76 4125353.3),(77 4057441),(78 3986627.8),(79 3917030.8),
(1 53715.93),(2 182962.9),(3 358160.84),(4 558177.25),(5 756853.94),(6 950503.3),(7 1133031.3),(8 1307878.5),(9 1469849.5),(10 1622059.5),(11 1755295.5),(12 1881974.6),(13 2002213.1),(14 2129371.3),(15 2252510.3),(16 2365437.8),(17 2482241.8),(18 2606834),(19 2726229),(20 2836189.8),(21 2933140.5),(22 3028065),(23 3117821),(24 3216196.5),(25 3309445),(26 3403523),(27 3480800.8),(28 3551191),(29 3614404.3),(30 3673671.3),(31 3714983.3),(32 3745346.3),(33 3745019),(34 3736709.3),(35 3716806),(36 3699179.8),(37 3684907.3),(38 3659716.5),(39 3617202.5),(40 3555948),(41 3487318.8),(42 3421283),(43 3369704),(44 3341969.3),(45 3324659.8),(46 3338430),(47 3363332),(48 3402705),(49 3457474.8),(50 3534702.8),(51 3613227.5),(52 3687832),(53 3763059.5),(54 3822405.8),(55 3875682.3),(56 3931065),(57 3968755.5),(58 4004898.8),(59 4048849.8),(60 4072333.3),(61 4096597.8),(62 4113955.5),(63 4128237),(64 4141161.8),(65 4150921.8),(66 4149757.3),(67 4127453.3),(68 4085493.3),(69 4035623),(70 3989486.8),(71 3936645.3),(72 3898059.5),(73 3866674.8),(74 3837659.5),(75 3818114.8),(76 3795321),(77 3769156.5),(78 3746979),(79 3724296.3),
(1 53317.535),(2 183664.16),(3 359905.34),(4 554497.7),(5 743329.56),(6 930772),(7 1104341.4),(8 1261508.5),(9 1401298.3),(10 1523916.1),(11 1623313.5),(12 1710799.9),(13 1784035),(14 1863426.6),(15 1944705.5),(16 2042977.6),(17 2148758.5),(18 2266266),(19 2379844),(20 2489037.5),(21 2594076.5),(22 2700233.3),(23 2801026.3),(24 2906457.3),(25 2996456.3),(26 3062925.8),(27 3113936),(28 3155944.3),(29 3188540.8),(30 3228537),(31 3255725.8),(32 3281367.8),(33 3312641.5),(34 3341155.8),(35 3371705.3),(36 3402988.8),(37 3431789),(38 3437545.3),(39 3429721),(40 3416530.5),(41 3400810),(42 3380864.8),(43 3361041.8),(44 3349793.8),(45 3338052.8),(46 3339837),(47 3352788.8),(48 3366658.5),(49 3385394.5),(50 3404959),(51 3413413.3),(52 3425016.3),(53 3441444.5),(54 3461346.3),(55 3473665.8),(56 3503775.3),(57 3527576.5),(58 3550179.3),(59 3579805.5),(60 3597581.8),(61 3610065.8),(62 3618685),(63 3623482),(64 3630838),(65 3633234.5),(66 3635858.5),(67 3625911),(68 3607403.3),(69 3595960.3),(70 3586102.3),(71 3584730.5),(72 3597206),(73 3614819),(74 3641285.3),(75 3664624),(76 3682388),(77 3681533),(78 3668733.5),(79 3662057),
(1 56164.723),(2 192490.02),(3 371090.1),(4 561690.8),(5 743335.94),(6 917548.06),(7 1076501.6),(8 1220723.6),(9 1353202.3),(10 1479231),(11 1590419.3),(12 1696904.9),(13 1799024.4),(14 1903686.9),(15 2013594.5),(16 2118443.5),(17 2232569.8),(18 2339000.5),(19 2430820),(20 2511328),(21 2577442.3),(22 2634434.8),(23 2680457),(24 2725275.8),(25 2764251),(26 2802419.8),(27 2822785.5),(28 2837819.8),(29 2851743.3),(30 2880845.8),(31 2918985),(32 2958075.5),(33 3013898.3),(34 3068047.8),(35 3122217.5),(36 3173169.8),(37 3219136.8),(38 3244290.3),(39 3257273.5),(40 3266207.8),(41 3276548),(42 3283160.5),(43 3286635.8),(44 3296095),(45 3308357),(46 3319272.5),(47 3343321),(48 3366078.3),(49 3395464.5),(50 3431228.5),(51 3466490.3),(52 3504242.3),(53 3542342.8),(54 3571344.3),(55 3583801.5),(56 3604001),(57 3602656),(58 3611178.3),(59 3627235.3),(60 3635851),(61 3654664.5),(62 3665229.3),(63 3678400),(64 3695783.8),(65 3713039.8),(66 3736970),(67 3742818.5),(68 3732189.3),(69 3710983),(70 3680395.8),(71 3634068),(72 3578180.3),(73 3507171.3),(74 3438984.3),(75 3370268),(76 3310314),(77 3262643.3),(78 3227856.3),(79 3211357.5),
(1 55660.563),(2 188444.25),(3 358015.8),(4 535527.44),(5 702743.94),(6 859119.44),(7 1004563.56),(8 1143391.9),(9 1272774.3),(10 1393423.8),(11 1494504.5),(12 1588894.9),(13 1672188.1),(14 1756162.5),(15 1836501.4),(16 1914179.9),(17 2000603.8),(18 2095115.9),(19 2178777),(20 2255959),(21 2328605),(22 2394107.8),(23 2448401),(24 2502523.3),(25 2547756.5),(26 2586712.3),(27 2600448.3),(28 2603421.8),(29 2601282.3),(30 2608262.5),(31 2612744),(32 2617063),(33 2639981.8),(34 2662487.3),(35 2687355),(36 2714500.3),(37 2738541.3),(38 2747809.5),(39 2744960.8),(40 2744260.5),(41 2739154.5),(42 2741106.8),(43 2737533.3),(44 2740225.5),(45 2745490.5),(46 2762905),(47 2781029.8),(48 2807750.5),(49 2838047.8),(50 2865467),(51 2880298.8),(52 2886415.3),(53 2890052.5),(54 2888724.3),(55 2883912.3),(56 2894965.3),(57 2896127.8),(58 2903566.5),(59 2923915.3),(60 2944952.5),(61 2976372),(62 3006236),(63 3038244.3),(64 3067316.3),(65 3088457.5),(66 3095575.5),(67 3074730.3),(68 3041519.8),(69 3003106.3),(70 2961028.3),(71 2920378.8),(72 2886870),(73 2858108.3),(74 2847818.8),(75 2848975.3),(76 2859389.8),(77 2865370.5),(78 2876460.5),(79 2887695.8),
(1 52131.457),(2 176062.67),(3 336679.2),(4 506075.63),(5 671757.44),(6 829545.6),(7 973424.94),(8 1104132.8),(9 1225212.6),(10 1335782.3),(11 1440531.8),(12 1555992.3),(13 1663580.6),(14 1783253.5),(15 1892643.8),(16 2004376.3),(17 2108763.3),(18 2209325),(19 2295402),(20 2373691.8),(21 2440006),(22 2491743.5),(23 2527818),(24 2566114),(25 2593336.5),(26 2620763.8),(27 2625213.8),(28 2626283.5),(29 2620113.3),(30 2624741),(31 2635060.8),(32 2656419),(33 2692120.8),(34 2726971),(35 2765298.8),(36 2798216.5),(37 2825258),(38 2847696),(39 2851347.8),(40 2861303.5),(41 2861692.8),(42 2867418),(43 2860986.8),(44 2859342.8),(45 2859574.5),(46 2861679.5),(47 2869706.8),(48 2876471.8),(49 2881579.5),(50 2883974.3),(51 2876720.8),(52 2868856.8),(53 2856910.8),(54 2841898.5),(55 2812198.5),(56 2789258),(57 2755600),(58 2717745.5),(59 2680006.5),(60 2644210),(61 2609579.3),(62 2585575.3),(63 2566270.3),(64 2558492.3),(65 2562133.8),(66 2578049),(67 2595095.5),(68 2614912.8),(69 2636129.3),(70 2654930),(71 2667008.5),(72 2682718.8),(73 2697539.8),(74 2717368.8),(75 2737113),(76 2753711),(77 2750906.8),(78 2742333.5),(79 2727847),
(1 48427.855),(2 162639.2),(3 307934.97),(4 456951.13),(5 591101.06),(6 718650.06),(7 837644.56),(8 947785.44),(9 1055082),(10 1159905.8),(11 1256303.3),(12 1353857.3),(13 1449878),(14 1552687.9),(15 1653435.5),(16 1757310.9),(17 1858728.5),(18 1950658.1),(19 2019637.5),(20 2082692.1),(21 2139416.3),(22 2195733.8),(23 2236856.5),(24 2272638.3),(25 2303506.8),(26 2327681),(27 2338081),(28 2347065.5),(29 2351729),(30 2370390.5),(31 2389580),(32 2403299.5),(33 2420269.8),(34 2423184.5),(35 2414653.3),(36 2404648.8),(37 2386596.5),(38 2363520),(39 2341698.3),(40 2327715.3),(41 2317830),(42 2305798.5),(43 2297400.8),(44 2295171.8),(45 2302907.8),(46 2323220.3),(47 2354989.8),(48 2377822),(49 2401718.5),(50 2419549.3),(51 2432349.8),(52 2434263),(53 2442743),(54 2445155.3),(55 2442824.3),(56 2443970.3),(57 2441755.5),(58 2437073.5),(59 2445581.5),(60 2456144.8),(61 2482261.3),(62 2521375.8),(63 2567849.5),(64 2625170.8),(65 2679061.3),(66 2730279),(67 2765074.5),(68 2797218),(69 2826092.5),(70 2854378.8),(71 2883075.3),(72 2912242.8),(73 2931654),(74 2946122.8),(75 2957313.5),(76 2941706),(77 2904957.3),(78 2848811.8),(79 2788528.3),
