1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1282.0841),(2 2432.8413),(3 2669.9521),(4 2912.6433),(5 3156.501),(6 3157.6533),(7 3203.8533),(8 3261.2437),(9 3396.1567),(10 3503.32),(11 3501.6506),(12 3519.2776),(13 3620.136),(14 3556.224),(15 3557.736),(16 3685.348),(17 3725.4126),(18 3712.0837),(19 3804.4011),(20 3838.0708),(21 3848.5815),(22 3821.48),(23 3864.1602),(24 3973.164),(25 4022.2886),(26 4010.3306),(27 4086.6057),(28 4083.28),(29 4014.4326),(30 4114.5933),(31 4219.1465),(32 4149.5967),(33 4170.6826),(34 4175.0986),(35 4122.14),(36 4071.594),(37 4045.378),(38 3988.5557),(39 4037.5154),(40 4003.1082),(41 3945.668),(42 3921.0115),(43 3924.169),(44 3906.9263),(45 3945.6606),(46 3938.4307),(47 3978.1868),(48 4071.181),(49 4060.1274),(50 4018.6304),(51 4045.9688),(52 4039.87),(53 4023.9421),(54 3997.5723),(55 4011.7463),(56 4061.4165),(57 4162.0557),(58 4104.7974),(59 4145.08),(60 4166.778),(61 4182.647),(62 4231.1177),(63 4260.804),(64 4247.861),(65 4248.249),(66 4217.24),(67 4226.918),(68 4269.059),(69 4279.8477),(70 4217.8794),(71 4243.8716),(72 4248.341),(73 4270.0264),(74 4284.8438),(75 4290.0137),(76 4195.4727),(77 4203.7036),(78 4213.589),(79 4208.172),
(1 1275.2672),(2 2395.9543),(3 2635.4167),(4 2900.9805),(5 3177.5417),(6 3137.8306),(7 3137.9802),(8 3242.7468),(9 3347.3599),(10 3435.4063),(11 3439.3757),(12 3493.8755),(13 3593.9834),(14 3529.6536),(15 3476.373),(16 3613.5442),(17 3670.4949),(18 3644.044),(19 3721.1096),(20 3739.0486),(21 3820.2764),(22 3855.1592),(23 3871.5098),(24 3919.7515),(25 3957.1157),(26 3918.6306),(27 3936.5015),(28 3948.154),(29 3928.5425),(30 3962.1904),(31 3983.6145),(32 3944.2205),(33 4032.7349),(34 4027.6328),(35 3974.6023),(36 3963.6218),(37 3977.0623),(38 3974.8672),(39 3979.595),(40 3976.9937),(41 3950.3787),(42 3955.7288),(43 3966.2947),(44 3948.3076),(45 4001.8396),(46 4072.7656),(47 4109.118),(48 4162.788),(49 4126.456),(50 4050.5364),(51 4067.2075),(52 4086.2546),(53 4116.7437),(54 4085.4612),(55 4061.4429),(56 4112.419),(57 4154.502),(58 4085.8413),(59 4068.9668),(60 4082.3875),(61 4042.4216),(62 4096.4927),(63 4141.94),(64 4088.5166),(65 4085.903),(66 4084.3008),(67 4043.07),(68 4069.8735),(69 4070.7942),(70 4012.32),(71 4081.685),(72 4108.201),(73 4128.0435),(74 4145.1206),(75 4128.043),(76 4067.4397),(77 4059.0664),(78 4041.9211),(79 4023.8354),
(1 1245.5111),(2 2313.1646),(3 2534.9448),(4 2762.8218),(5 3009.6733),(6 3026.7166),(7 3057.2393),(8 3174.3386),(9 3292.1418),(10 3328.0537),(11 3369.8174),(12 3393.8662),(13 3441.1309),(14 3378.2847),(15 3340.8452),(16 3419.2737),(17 3482.3276),(18 3508.0403),(19 3589.9773),(20 3576.7727),(21 3644.0232),(22 3691.2007),(23 3679.4114),(24 3727.4775),(25 3789.6135),(26 3779.8357),(27 3835.1985),(28 3915.2021),(29 3926.7795),(30 3992.8735),(31 3986.9482),(32 3908.9902),(33 3962.8484),(34 3958.6433),(35 3947.4763),(36 3965.1016),(37 3956.531),(38 3939.499),(39 3977.2068),(40 3955.7537),(41 3896.7397),(42 3872.2642),(43 3864.2737),(44 3848.1013),(45 3923.2263),(46 3951.7644),(47 3969.525),(48 4020.2224),(49 4022.1748),(50 4006.3545),(51 4005.6477),(52 3995.3914),(53 4010.5361),(54 4034.659),(55 3992.9365),(56 3993.1274),(57 3986.6113),(58 3948.24),(59 4038.174),(60 4044.7117),(61 4039.094),(62 4095.4612),(63 4158.446),(64 4110.1436),(65 4114.295),(66 4129.9126),(67 4154.417),(68 4154.125),(69 4116.8364),(70 4073.7568),(71 4142.47),(72 4191.1685),(73 4154.6836),(74 4178.026),(75 4156.5073),(76 4136.2017),(77 4177.532),(78 4159.132),(79 4177.7744),
(1 1203.5536),(2 2226.5703),(3 2465.7385),(4 2732.9827),(5 2936.958),(6 2894.848),(7 2924.945),(8 3047.9707),(9 3183.9617),(10 3269.0425),(11 3366.7222),(12 3436.925),(13 3465.546),(14 3416.8176),(15 3429.693),(16 3474.5627),(17 3494.6165),(18 3546.3047),(19 3602.385),(20 3591.2085),(21 3652.5193),(22 3689.022),(23 3642.218),(24 3680.4783),(25 3718.6863),(26 3715.8303),(27 3756.726),(28 3743.931),(29 3783.8208),(30 3885.375),(31 3838.9343),(32 3786.63),(33 3853.2803),(34 3846.9363),(35 3840.5283),(36 3880.574),(37 3880.5935),(38 3828.525),(39 3832.7874),(40 3831.1777),(41 3809.3542),(42 3762.8794),(43 3730.5686),(44 3710.318),(45 3730.1892),(46 3717.1016),(47 3774.7534),(48 3838.1824),(49 3832.241),(50 3856.2273),(51 3879.524),(52 3878.0442),(53 3897.579),(54 3916.1187),(55 3883.3655),(56 3911.5178),(57 3951.3284),(58 3941.0127),(59 4011.5278),(60 3980.4924),(61 3974.4094),(62 4017.6514),(63 4036.7202),(64 4017.7485),(65 4012.6575),(66 3986.5579),(67 3997.384),(68 4002.6816),(69 4041.0403),(70 4065.6648),(71 4114.9624),(72 4085.3347),(73 4081.7634),(74 4106.624),(75 4097.2817),(76 4096.078),(77 4097.526),(78 4074.265),(79 4069.239),
(1 1177.5938),(2 2213.052),(3 2424.5315),(4 2654.3533),(5 2892.3618),(6 2856.4446),(7 2883.177),(8 2975.9329),(9 3088.9001),(10 3172.6238),(11 3214.4456),(12 3351.4202),(13 3377.1401),(14 3318.7085),(15 3319.92),(16 3347.5066),(17 3412.482),(18 3497.798),(19 3547.0964),(20 3540.8123),(21 3591.3306),(22 3566.6418),(23 3608.037),(24 3639.8105),(25 3652.8738),(26 3691.004),(27 3698.9275),(28 3653.9136),(29 3736.113),(30 3815.311),(31 3737.5146),(32 3712.4307),(33 3757.1533),(34 3760.4202),(35 3775.8362),(36 3796.6501),(37 3789.117),(38 3765.2903),(39 3748.2173),(40 3759.7441),(41 3796.6392),(42 3780.5776),(43 3772.8882),(44 3787.9753),(45 3787.874),(46 3757.7761),(47 3775.1511),(48 3768.5732),(49 3793.834),(50 3818.022),(51 3795.1475),(52 3787.8396),(53 3775.4187),(54 3744.7698),(55 3692.2668),(56 3679.7224),(57 3667.2786),(58 3719.9373),(59 3753.7986),(60 3680.811),(61 3659.7239),(62 3683.5005),(63 3699.9668),(64 3741.0083),(65 3749.4275),(66 3781.4373),(67 3785.1917),(68 3825.1365),(69 3835.326),(70 3831.7068),(71 3849.6414),(72 3917.136),(73 3932.4912),(74 3889.4253),(75 3872.7769),(76 3955.9307),(77 3961.1523),(78 3896.9668),(79 3910.1758),
(1 1190.0533),(2 2207.241),(3 2431.937),(4 2666.7122),(5 2865.6921),(6 2885.4836),(7 2937.6633),(8 3068.577),(9 3182.5908),(10 3252.25),(11 3315.947),(12 3377.9338),(13 3420.6094),(14 3407.8013),(15 3422.4158),(16 3485.588),(17 3523.7634),(18 3510.5112),(19 3525.279),(20 3522.7402),(21 3583.7043),(22 3536.301),(23 3510.015),(24 3564.5361),(25 3602.6763),(26 3630.0833),(27 3598.1023),(28 3578.3594),(29 3655.7231),(30 3631.054),(31 3592.1563),(32 3559.4958),(33 3547.0107),(34 3561.8984),(35 3640.5303),(36 3636.5825),(37 3632.6758),(38 3673.6587),(39 3710.1501),(40 3689.8093),(41 3683.8464),(42 3671.1248),(43 3669.8372),(44 3665.6294),(45 3690.6064),(46 3694.5823),(47 3695.4365),(48 3679.6763),(49 3702.2534),(50 3742.4219),(51 3764.0552),(52 3760.3384),(53 3741.216),(54 3755.5266),(55 3822.5364),(56 3809.487),(57 3763.0317),(58 3823.153),(59 3860.4248),(60 3805.6335),(61 3819.8494),(62 3884.3057),(63 3867.4514),(64 3852.6245),(65 3802.086),(66 3816.943),(67 3807.0366),(68 3747.1157),(69 3769.369),(70 3768.3018),(71 3762.874),(72 3799.7153),(73 3815.1094),(74 3844.4934),(75 3875.237),(76 3899.3047),(77 3877.3088),(78 3882.862),(79 3921.6597),
(1 1166.1969),(2 2152.7556),(3 2427.736),(4 2705.4668),(5 2902.7915),(6 2892.97),(7 2897.0288),(8 3011.076),(9 3145.2373),(10 3217.0784),(11 3294.8525),(12 3328.8599),(13 3354.5674),(14 3332.8206),(15 3345.9746),(16 3402.4712),(17 3447.5125),(18 3476.5562),(19 3536.7874),(20 3556.7456),(21 3586.6147),(22 3558.0374),(23 3510.8992),(24 3556.4229),(25 3646.2522),(26 3642.398),(27 3562.6665),(28 3579.1584),(29 3691.5828),(30 3729.4373),(31 3708.6924),(32 3631.977),(33 3634.056),(34 3651.4026),(35 3686.1155),(36 3682.487),(37 3657.5908),(38 3648.2686),(39 3706.5938),(40 3656.2507),(41 3641.3594),(42 3657.5176),(43 3655.3757),(44 3633.4531),(45 3647.7073),(46 3658.0002),(47 3674.6216),(48 3677.8032),(49 3692.1697),(50 3674.4624),(51 3683.4304),(52 3699.7285),(53 3673.8604),(54 3642.517),(55 3642.5347),(56 3646.82),(57 3636.1028),(58 3708.2947),(59 3758.1177),(60 3740.3567),(61 3733.5188),(62 3780.9436),(63 3817.397),(64 3792.7988),(65 3771.0906),(66 3787.348),(67 3831.101),(68 3752.4248),(69 3757.8323),(70 3803.7854),(71 3809.927),(72 3784.7139),(73 3778.1533),(74 3827.2744),(75 3829.2163),(76 3796.9187),(77 3816.935),(78 3819.6),(79 3823.2852),
(1 1162.7456),(2 2123.281),(3 2358.2612),(4 2608.6143),(5 2860.2236),(6 2834.7207),(7 2799.6418),(8 2915.0295),(9 3084.0874),(10 3159.3972),(11 3237.5557),(12 3282.2795),(13 3308.0852),(14 3277.6704),(15 3334.8108),(16 3394.013),(17 3368.5369),(18 3354.1157),(19 3392.1235),(20 3397.68),(21 3370.1472),(22 3357.8982),(23 3336.8494),(24 3367.9111),(25 3461.5132),(26 3487.021),(27 3454.1487),(28 3468.095),(29 3525.0776),(30 3522.0525),(31 3454.9377),(32 3456.3486),(33 3504.8716),(34 3525.5742),(35 3589.723),(36 3594.624),(37 3557.2383),(38 3561.1938),(39 3576.196),(40 3524.414),(41 3516.1848),(42 3539.9104),(43 3552.1182),(44 3490.5989),(45 3483.2861),(46 3488.3962),(47 3512.3203),(48 3497.7302),(49 3497.196),(50 3505.372),(51 3527.7576),(52 3510.3547),(53 3460.0505),(54 3435.392),(55 3452.352),(56 3480.277),(57 3479.714),(58 3503.244),(59 3527.874),(60 3513.3926),(61 3553.197),(62 3602.8938),(63 3617.5247),(64 3582.3774),(65 3553),(66 3583.2024),(67 3599.2173),(68 3571.6428),(69 3599.1748),(70 3605.6516),(71 3622.8582),(72 3628.3672),(73 3644.5322),(74 3685.764),(75 3708.449),(76 3685.0933),(77 3665.1584),(78 3657.9934),(79 3666.4292),
(1 1097.0593),(2 2021.5365),(3 2208.5525),(4 2399.7908),(5 2665.6326),(6 2664.8167),(7 2650.3806),(8 2747.9878),(9 2833.987),(10 2932.5554),(11 2967.9783),(12 3005.5725),(13 3033.3647),(14 3060.896),(15 3110.8665),(16 3211.827),(17 3256.9092),(18 3277.8792),(19 3305.658),(20 3306.5515),(21 3285.5095),(22 3198.1064),(23 3186.182),(24 3223.9602),(25 3302.0916),(26 3331.8613),(27 3312.9636),(28 3311.5115),(29 3328.9233),(30 3293.8132),(31 3229.5137),(32 3267.1755),(33 3333.3967),(34 3382.6797),(35 3434.868),(36 3374.6992),(37 3308.5562),(38 3312.456),(39 3317.9033),(40 3288.4336),(41 3299.0264),(42 3290.2434),(43 3253.531),(44 3196.5046),(45 3217.3594),(46 3245.336),(47 3280.3674),(48 3300.5334),(49 3370.707),(50 3391.0427),(51 3401.297),(52 3425.4795),(53 3460.7192),(54 3439.2598),(55 3424.8906),(56 3384.9211),(57 3400.0066),(58 3416.3296),(59 3450.0378),(60 3452.6104),(61 3495.492),(62 3527.0168),(63 3576.4626),(64 3605.1567),(65 3557.4238),(66 3490.6157),(67 3482.0005),(68 3431.1472),(69 3430.9412),(70 3433.519),(71 3477.702),(72 3488.1821),(73 3474.2021),(74 3552.7312),(75 3590.0789),(76 3526.262),(77 3575.5972),(78 3588.3232),(79 3565.8838),
(1 1051.3022),(2 1958.9679),(3 2191.5989),(4 2396.2993),(5 2616.499),(6 2581.947),(7 2577.6445),(8 2698.427),(9 2829.2744),(10 2911.1526),(11 2990.2864),(12 2992.3875),(13 2981.0974),(14 3018.0256),(15 3113.1956),(16 3152.346),(17 3134.7754),(18 3123.1455),(19 3153.8164),(20 3129.41),(21 3163.7537),(22 3119.7195),(23 3079.4675),(24 3134.4153),(25 3224.3108),(26 3216.78),(27 3226.4507),(28 3252.992),(29 3296.121),(30 3230.1277),(31 3177.329),(32 3186.482),(33 3239.0923),(34 3258.5295),(35 3330.7993),(36 3306.9814),(37 3217.164),(38 3259.3608),(39 3308.822),(40 3327.956),(41 3372.3425),(42 3337.9507),(43 3289.034),(44 3253.9229),(45 3264.022),(46 3266.7063),(47 3280.38),(48 3322.9485),(49 3353.4736),(50 3358.1648),(51 3343.418),(52 3340.1475),(53 3298.7793),(54 3290.6484),(55 3337.0283),(56 3324.9805),(57 3341.118),(58 3362.8047),(59 3356.5757),(60 3402.6824),(61 3376.3042),(62 3382.0989),(63 3393.708),(64 3426.1213),(65 3447.3022),(66 3413.5664),(67 3385.928),(68 3357.1003),(69 3354.9526),(70 3319.7412),(71 3282.118),(72 3289.9663),(73 3320.3801),(74 3338.013),(75 3372.0935),(76 3293.8577),(77 3321.1821),(78 3336.3455),(79 3338.6829),
(1 1064.3456),(2 1906.2313),(3 2102.6274),(4 2344.3354),(5 2619.4072),(6 2627.848),(7 2624.6355),(8 2664.3345),(9 2759.6357),(10 2816.639),(11 2858.089),(12 2873.5425),(13 2846.718),(14 2839.1028),(15 2919.5696),(16 2946.825),(17 2928.2803),(18 2941.3396),(19 3001.5269),(20 3002.035),(21 3054.9067),(22 3059.1272),(23 3046.9807),(24 3097.1873),(25 3164.2188),(26 3158.0566),(27 3138.5457),(28 3130.6892),(29 3162.7197),(30 3097.1816),(31 3059.7124),(32 3081.1873),(33 3102.851),(34 3146.4854),(35 3192.8713),(36 3181.7922),(37 3139.5051),(38 3141.3591),(39 3157.4133),(40 3146.184),(41 3199.0405),(42 3191.5642),(43 3213.2942),(44 3198.6897),(45 3220.8826),(46 3222.1858),(47 3229.844),(48 3272.6145),(49 3298.1765),(50 3296.5088),(51 3269.206),(52 3266.3018),(53 3272.2837),(54 3273.8342),(55 3270.8567),(56 3229.084),(57 3253.975),(58 3235.495),(59 3207.433),(60 3186.7576),(61 3167.845),(62 3207.869),(63 3223.3342),(64 3222.0261),(65 3240.6763),(66 3260.9626),(67 3271.9211),(68 3274.8562),(69 3292.1084),(70 3304.559),(71 3276.8828),(72 3301.1965),(73 3314.1033),(74 3300.0122),(75 3302.5125),(76 3271.0027),(77 3303.8071),(78 3297.4893),(79 3276.709),
(1 1037.0829),(2 1865.6129),(3 2015.2153),(4 2219.356),(5 2438.156),(6 2450.03),(7 2445.276),(8 2490.294),(9 2624.0771),(10 2705.5354),(11 2752.6936),(12 2819.1436),(13 2801.507),(14 2755.9202),(15 2857.8845),(16 2905.4404),(17 2949.8975),(18 2950.4487),(19 2949.4966),(20 2916.5842),(21 2956.1384),(22 2926.4253),(23 2914.6433),(24 2956.853),(25 3031.5938),(26 3033.0725),(27 2999.6943),(28 3011.8142),(29 3042.2446),(30 2999.6995),(31 3051.675),(32 3062.5366),(33 3050.7083),(34 3077.234),(35 3125.564),(36 3093.4023),(37 3075.5828),(38 3113.2783),(39 3121.5837),(40 3120.6143),(41 3153.7832),(42 3183.196),(43 3177.0256),(44 3120.0654),(45 3149.5745),(46 3177.0083),(47 3170.3123),(48 3211.315),(49 3224.5652),(50 3214.0378),(51 3227.9497),(52 3190.2913),(53 3192.0054),(54 3172.3098),(55 3156.0698),(56 3142.3186),(57 3207.8416),(58 3273.534),(59 3286.5432),(60 3259.1814),(61 3243.2275),(62 3281.0461),(63 3292.259),(64 3269.756),(65 3283.536),(66 3317.682),(67 3328.693),(68 3303.822),(69 3281.697),(70 3240.8113),(71 3269.2944),(72 3290.6267),(73 3289.1814),(74 3289.4988),(75 3274.869),(76 3261.4983),(77 3285.3853),(78 3322.235),(79 3304.2246),
(1 1064.2719),(2 1912.7809),(3 2076.6433),(4 2306.1204),(5 2502.1062),(6 2504.506),(7 2563.575),(8 2608.1528),(9 2718.231),(10 2826.8293),(11 2870.4275),(12 2932.2886),(13 2882.5005),(14 2881.9355),(15 2984.0962),(16 3001.0837),(17 3034.9282),(18 3050.0073),(19 3045.4365),(20 3079.3662),(21 3070.1978),(22 3026.0986),(23 3059.9487),(24 3058.6199),(25 3112.8477),(26 3097.1438),(27 3049.0303),(28 3060.3953),(29 3092.7693),(30 3065.123),(31 3126.9128),(32 3089.914),(33 3066.0952),(34 3158.076),(35 3175.964),(36 3156.3713),(37 3113.4873),(38 3119.1665),(39 3146.028),(40 3102.2378),(41 3054.7551),(42 3119.1772),(43 3142.4016),(44 3114.9736),(45 3129.1624),(46 3125.3535),(47 3162.197),(48 3203.3135),(49 3218.5642),(50 3233.934),(51 3239.357),(52 3203.4087),(53 3239.5806),(54 3219.1973),(55 3171.5557),(56 3111.8918),(57 3075.1313),(58 3122.865),(59 3149.5793),(60 3102.6462),(61 3159.8508),(62 3193.985),(63 3219.6277),(64 3266.3677),(65 3256.3013),(66 3218.205),(67 3260.394),(68 3214.2705),(69 3197.9358),(70 3179.0566),(71 3184.1006),(72 3233.1753),(73 3232.4158),(74 3185.1965),(75 3189.8665),(76 3173.5698),(77 3180.0156),(78 3242.9358),(79 3286.541),
(1 1033.6289),(2 1823.226),(3 2016.4087),(4 2209.8892),(5 2360.0974),(6 2399.6152),(7 2484.297),(8 2547.323),(9 2623.7466),(10 2698.111),(11 2719.3643),(12 2745.8286),(13 2743.3923),(14 2747.5913),(15 2810.6445),(16 2808.1106),(17 2840.417),(18 2835.718),(19 2850.5313),(20 2897.6536),(21 2868.3699),(22 2798.1199),(23 2820.375),(24 2855.5198),(25 2922.591),(26 2891.2363),(27 2882.5493),(28 2922.04),(29 2903.1177),(30 2876.0938),(31 2932.039),(32 2888.2793),(33 2858.4822),(34 2911.1563),(35 2927.8406),(36 2926.9429),(37 2906.032),(38 2921.9536),(39 2945.186),(40 2951.5542),(41 2971.5347),(42 3005.8457),(43 3015.9607),(44 3009.0886),(45 3009.9575),(46 3021.2754),(47 3052.1326),(48 3063.048),(49 3049.8762),(50 3046.5813),(51 3070.2686),(52 3029.8728),(53 3045.2183),(54 3030.0623),(55 3019.254),(56 2977.653),(57 2981.1475),(58 3005.9827),(59 3014.358),(60 3012.6714),(61 3061.0227),(62 3059.407),(63 3093.1665),(64 3136.985),(65 3104.228),(66 3088.1455),(67 3112.5195),(68 3105.0283),(69 3120.0957),(70 3076.8706),(71 3070.0974),(72 3099.3337),(73 3118.2903),(74 3129.8306),(75 3141.9902),(76 3071.9204),(77 3084.5613),(78 3141.0898),(79 3161.1873),
(1 1032.2191),(2 1772.7848),(3 1948.248),(4 2205.8235),(5 2363.365),(6 2394.246),(7 2412.448),(8 2467.401),(9 2623.769),(10 2692.2905),(11 2689.94),(12 2693.27),(13 2659.56),(14 2660.916),(15 2696.7039),(16 2681.5068),(17 2715.0461),(18 2715.5374),(19 2732.0679),(20 2812.1616),(21 2801.7693),(22 2745.4304),(23 2755.676),(24 2779.1682),(25 2786.4526),(26 2721.3862),(27 2734.8638),(28 2792.4475),(29 2782.034),(30 2799.1533),(31 2866.9768),(32 2826.5376),(33 2841.9563),(34 2878.184),(35 2916.5518),(36 2907.3438),(37 2920.153),(38 2942.5486),(39 2950.9758),(40 2929.5398),(41 2921.5168),(42 2966.9128),(43 2971.32),(44 2933.3813),(45 2944.8445),(46 2944.6165),(47 2961.8452),(48 2950.9312),(49 2955.8276),(50 2987.193),(51 3000.9307),(52 2963.5613),(53 2968.2988),(54 2982.6938),(55 2993.7764),(56 2925.2737),(57 2961.5593),(58 2982.428),(59 2952.9324),(60 2975.8296),(61 3030.264),(62 3010.352),(63 3037.2014),(64 3047.9265),(65 3047.1484),(66 3031.2998),(67 3073.798),(68 3120.7432),(69 3133.9385),(70 3118.0466),(71 3140.6602),(72 3145.098),(73 3101.9502),(74 3123.9565),(75 3124.0369),(76 3077.5493),(77 3079.1785),(78 3080.732),(79 3089.4875),
(1 1055.7927),(2 1818.7689),(3 1951.4098),(4 2175.4685),(5 2318.109),(6 2331.4626),(7 2333.7322),(8 2375.008),(9 2505.1152),(10 2588.1873),(11 2584.1426),(12 2618.7722),(13 2603.907),(14 2611.472),(15 2621.0066),(16 2663.3872),(17 2751.775),(18 2737.899),(19 2794.882),(20 2859.2107),(21 2804.6848),(22 2746.747),(23 2774.766),(24 2804.5925),(25 2802.832),(26 2771.7722),(27 2772.4236),(28 2834.3022),(29 2801.0713),(30 2802.279),(31 2900.209),(32 2894.9617),(33 2865.6968),(34 2844.1116),(35 2841.1765),(36 2864.7686),(37 2862.0269),(38 2892.2249),(39 2875.594),(40 2842.129),(41 2873.8945),(42 2893.3574),(43 2902.0276),(44 2901.0925),(45 2912.1045),(46 2901.4216),(47 2894.332),(48 2891.0393),(49 2914.1282),(50 2921.054),(51 2918.1445),(52 2897.3433),(53 2854.4949),(54 2844.395),(55 2892.8164),(56 2842.069),(57 2872.14),(58 2843.8303),(59 2787.0896),(60 2833.4858),(61 2855.742),(62 2842.311),(63 2865.2905),(64 2835.482),(65 2853.9124),(66 2876.8772),(67 2915.1782),(68 2991.852),(69 2992.8577),(70 2968.8867),(71 2988.1443),(72 2949.7852),(73 2928.1475),(74 2972.399),(75 2954.2268),(76 2931.9875),(77 2956.6855),(78 2968.6443),(79 3011.4517),
(1 1002.3313),(2 1764.253),(3 1914.061),(4 2109.6306),(5 2258.7444),(6 2276.4377),(7 2287.2197),(8 2330.6272),(9 2422.809),(10 2511.5176),(11 2568.3923),(12 2618.3162),(13 2633.8545),(14 2650.4883),(15 2645.7466),(16 2643.1516),(17 2709.726),(18 2695.0767),(19 2759.8906),(20 2841.5344),(21 2840.0842),(22 2767.746),(23 2780.3848),(24 2839.7024),(25 2827.5803),(26 2797.0664),(27 2806.1648),(28 2820.642),(29 2789.0225),(30 2764.0146),(31 2786.62),(32 2776.6646),(33 2779.98),(34 2790.5933),(35 2792.8857),(36 2800.2156),(37 2791.277),(38 2804.5396),(39 2841.8047),(40 2832.4585),(41 2850.07),(42 2846.913),(43 2875.9556),(44 2877.116),(45 2891.3184),(46 2884.8801),(47 2877.0598),(48 2866.503),(49 2913.7334),(50 2946.002),(51 2956.7842),(52 2942.178),(53 2924.785),(54 2876.2544),(55 2892.3987),(56 2895.533),(57 2929.5085),(58 2922.0476),(59 2925.7107),(60 2957.1565),(61 2957.294),(62 2949.6445),(63 2988.141),(64 2980.5815),(65 3004.3794),(66 2988.4287),(67 2980.2092),(68 3013.6829),(69 3021.9072),(70 3038.0403),(71 3043.2224),(72 3004.1116),(73 2997.5288),(74 3014.7825),(75 3019.969),(76 2995.7747),(77 2992.096),(78 3008.7473),(79 3028.8108),
