1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11036.266),(2 36136.652),(3 77316.72),(4 127593.76),(5 192680.8),(6 266789.5),(7 349307),(8 430155.63),(9 515065.6),(10 589056),(11 655283.9),(12 710235.3),(13 763706.25),(14 808962.56),(15 853818.06),(16 895451.56),(17 938403.25),(18 984072.2),(19 1042561.7),(20 1108854),(21 1189857.3),(22 1268866.5),(23 1358259.8),(24 1433454),(25 1516410),(26 1589751.1),(27 1666491.5),(28 1737150.1),(29 1813571.5),(30 1884820.6),(31 1967668.1),(32 2056104.9),(33 2155283.8),(34 2243609.3),(35 2342917.3),(36 2422283.5),(37 2505541.3),(38 2566771.5),(39 2631656.3),(40 2682776.8),(41 2735065.3),(42 2777416.3),(43 2835858.3),(44 2882200.3),(45 2950844),(46 3028523.3),(47 3132148),(48 3246466),(49 3353998.8),(50 3438397),(51 3549063.3),(52 3649086.8),(53 3749476),(54 3832175.3),(55 3938483.3),(56 4034913.3),(57 4151791.3),(58 4271864.5),(59 4429579),(60 4565272.5),(61 4716944.5),(62 4849614),(63 5007711),(64 5158895),(65 5315942.5),(66 5445516),(67 5584268),(68 5706507.5),(69 5842112),(70 5981513.5),(71 6165212.5),(72 6356221.5),(73 6571168),(74 6770270.5),(75 6951952.5),(76 7122384),(77 7314500),(78 7488188),(79 7684722.5),
(1 15394.14),(2 57309.426),(3 122636.64),(4 209585.88),(5 312267.5),(6 428572.6),(7 555756.25),(8 690627.25),(9 828888.94),(10 967277.5),(11 1099508.8),(12 1230804.9),(13 1367248.4),(14 1506122.8),(15 1637145.4),(16 1761943.9),(17 1880782.3),(18 1992998.1),(19 2103805.5),(20 2210126.3),(21 2305634.5),(22 2398231.5),(23 2487231),(24 2571918.5),(25 2654525.3),(26 2732510),(27 2814804.3),(28 2893984),(29 2971320.8),(30 3044855.8),(31 3123051.3),(32 3198441),(33 3277455),(34 3351459.5),(35 3431241.8),(36 3507645.5),(37 3586359),(38 3660860.8),(39 3736014.3),(40 3806898),(41 3867938),(42 3918457.8),(43 3967312.8),(44 4012282.5),(45 4050861.3),(46 4087960.3),(47 4121914),(48 4148836.3),(49 4174603.8),(50 4194417.5),(51 4212181.5),(52 4217701),(53 4214120.5),(54 4201387),(55 4185043.3),(56 4158953.8),(57 4129658.5),(58 4092612.5),(59 4055586.5),(60 4012168.3),(61 3971297.8),(62 3928778.5),(63 3891888),(64 3860804.8),(65 3835495.8),(66 3814579.5),(67 3801973.5),(68 3797623.3),(69 3800919),(70 3805440.8),(71 3817548.5),(72 3834357.5),(73 3863834.5),(74 3901051.3),(75 3949917.3),(76 3993134.5),(77 4038314.5),(78 4076400),(79 4112351.3),
(1 19218.44),(2 72815.73),(3 157028.88),(4 266875.44),(5 397938.1),(6 544407.7),(7 704215.3),(8 871871.44),(9 1042709.94),(10 1212303.1),(11 1374432.6),(12 1529960.1),(13 1680912.5),(14 1824270),(15 1959696.5),(16 2085481.6),(17 2201215),(18 2310979.8),(19 2416451.3),(20 2518199.3),(21 2610956.3),(22 2711293.3),(23 2814674),(24 2911763),(25 3009258),(26 3097464),(27 3188324),(28 3274467.8),(29 3364310),(30 3453445),(31 3541621),(32 3623146.3),(33 3705476),(34 3780453.3),(35 3855616.3),(36 3924916.3),(37 3994951.3),(38 4059546.8),(39 4117677.8),(40 4165008.8),(41 4193840),(42 4207746.5),(43 4202767.5),(44 4179993.3),(45 4139800.8),(46 4079190),(47 4009263.3),(48 3929136.3),(49 3848588),(50 3758328),(51 3663903.3),(52 3560905.3),(53 3458131),(54 3353113.3),(55 3256668.8),(56 3165672),(57 3080102),(58 3001226.8),(59 2931262),(60 2870018.8),(61 2820308.8),(62 2775988.3),(63 2735269),(64 2702405),(65 2679565),(66 2668891.8),(67 2668463.3),(68 2675443.8),(69 2691533.8),(70 2715234),(71 2750508.3),(72 2796197.8),(73 2845912.3),(74 2900918.8),(75 2958787),(76 3016275.8),(77 3067443.8),(78 3116005.3),(79 3160139.3),
(1 16684.19),(2 63444.074),(3 137238.19),(4 234472.48),(5 353396.3),(6 488999.56),(7 636872),(8 797482.75),(9 959806.6),(10 1121609.8),(11 1280704.1),(12 1433970.1),(13 1581814.1),(14 1724234.1),(15 1847570.5),(16 1961308.8),(17 2062933.1),(18 2149646.8),(19 2221120),(20 2284058),(21 2335409.3),(22 2386623.3),(23 2433308.8),(24 2477801.5),(25 2519979.8),(26 2558955.8),(27 2598348.5),(28 2632507.5),(29 2668769.5),(30 2697642),(31 2720099.5),(32 2742886.5),(33 2760878),(34 2771877.8),(35 2778635.5),(36 2785019.8),(37 2792235.5),(38 2793493.5),(39 2781276.8),(40 2764361.5),(41 2741463.8),(42 2711829.8),(43 2678504.8),(44 2643744),(45 2609967.3),(46 2568863),(47 2527098),(48 2488516.5),(49 2456180),(50 2430974.3),(51 2410644.3),(52 2391050),(53 2383488.3),(54 2375729.5),(55 2379483.5),(56 2395081.5),(57 2413486),(58 2436230.5),(59 2464062),(60 2492175),(61 2522113.8),(62 2546828),(63 2568452.5),(64 2588583.3),(65 2602869),(66 2612991.8),(67 2622522.3),(68 2624404.3),(69 2621846),(70 2620237.3),(71 2618516.8),(72 2617733),(73 2620363.3),(74 2618277),(75 2620519),(76 2622591),(77 2620956.5),(78 2621804.3),(79 2621206.8),
(1 18896.938),(2 71210.87),(3 153759.22),(4 261788.63),(5 391032.03),(6 539088.6),(7 698402.5),(8 868392.56),(9 1037192.94),(10 1202670.8),(11 1364685),(12 1520156.6),(13 1668527.5),(14 1814543.9),(15 1946405),(16 2064578.4),(17 2167957),(18 2257590.3),(19 2330975.8),(20 2397076.8),(21 2445253.5),(22 2491454.5),(23 2532484.3),(24 2569876.3),(25 2602454),(26 2635715),(27 2674303),(28 2715801),(29 2758749.8),(30 2802382),(31 2854307.5),(32 2913371.3),(33 2973468.3),(34 3036386.5),(35 3100915.3),(36 3170598.5),(37 3242365.5),(38 3305370.3),(39 3364541),(40 3413823.8),(41 3453651),(42 3480334),(43 3502292.3),(44 3511943),(45 3511280.8),(46 3492721.5),(47 3466015),(48 3432545.5),(49 3389843),(50 3337011),(51 3283640),(52 3220547.8),(53 3158836.8),(54 3094569.5),(55 3038074.5),(56 2986286.5),(57 2934165.8),(58 2882221.8),(59 2829394.5),(60 2773978),(61 2721518.8),(62 2666029.5),(63 2609087.8),(64 2545957),(65 2480522.3),(66 2416375),(67 2354131.8),(68 2290886),(69 2231745.5),(70 2180177.5),(71 2137344.3),(72 2103071.3),(73 2078213.6),(74 2060413.3),(75 2050811),(76 2048069.8),(77 2047699.3),(78 2053266.8),(79 2066751.6),
(1 17695.268),(2 66388.79),(3 142635.33),(4 242250.27),(5 358412.16),(6 487214.06),(7 625396.8),(8 767235.2),(9 902804.7),(10 1032178.7),(11 1153925.9),(12 1259031.1),(13 1351495.4),(14 1431434.3),(15 1496980.1),(16 1548412),(17 1587517.4),(18 1618382.5),(19 1646488),(20 1673781),(21 1698764),(22 1728414.6),(23 1765045.9),(24 1804079.8),(25 1850347),(26 1900313.8),(27 1952316.8),(28 2008779.9),(29 2068269),(30 2130823.3),(31 2190522),(32 2247377.3),(33 2296658.3),(34 2341289),(35 2382928.3),(36 2422056.3),(37 2456020.3),(38 2484804.5),(39 2503978),(40 2512244.3),(41 2511809.3),(42 2504126),(43 2492697),(44 2481890),(45 2472333),(46 2463913.5),(47 2458880.3),(48 2455617),(49 2459075.8),(50 2464456.5),(51 2476777.8),(52 2490031.5),(53 2510003.5),(54 2530236.8),(55 2555641.5),(56 2578945.3),(57 2599395.8),(58 2618410.8),(59 2635249.5),(60 2649208),(61 2659072.5),(62 2661853.8),(63 2661614.8),(64 2656175.5),(65 2651551.8),(66 2644741.8),(67 2633238.8),(68 2619835.3),(69 2599131.3),(70 2573270.8),(71 2548429.8),(72 2521189.3),(73 2497456.3),(74 2472459),(75 2452275.5),(76 2433361.8),(77 2418057),(78 2404042.5),(79 2390763.5),
(1 18184.88),(2 68683.24),(3 147194.9),(4 251005.17),(5 373216.6),(6 506643.5),(7 648397.7),(8 794623.6),(9 938043.25),(10 1072998.1),(11 1198491.9),(12 1306717.8),(13 1400206.5),(14 1475266.9),(15 1535756.1),(16 1581850.1),(17 1615709.4),(18 1640823.5),(19 1660005.4),(20 1673703.5),(21 1678199.5),(22 1682960.1),(23 1693402.6),(24 1710828.5),(25 1735389.5),(26 1763337.9),(27 1800925.9),(28 1848066.3),(29 1901846.1),(30 1955608.6),(31 2005435.8),(32 2051030.4),(33 2087614.1),(34 2117060.8),(35 2138338.8),(36 2149896.5),(37 2150217.8),(38 2139532.8),(39 2124429.8),(40 2097634.8),(41 2067862.9),(42 2034995.1),(43 1999862.4),(44 1967216.3),(45 1941452.5),(46 1918137.9),(47 1901692),(48 1882824.9),(49 1866406.9),(50 1848440),(51 1830301.4),(52 1812053.9),(53 1796513.6),(54 1782436.8),(55 1772308.3),(56 1763570.3),(57 1757128.8),(58 1754596.5),(59 1754592.8),(60 1756598.4),(61 1763474),(62 1767862.4),(63 1770894.9),(64 1775662),(65 1782603.9),(66 1791073.1),(67 1799411.4),(68 1808170.6),(69 1816663.8),(70 1824355.6),(71 1836750.5),(72 1853716.9),(73 1872204.5),(74 1891588.8),(75 1913353.4),(76 1935007.8),(77 1960264.3),(78 1984765.4),(79 2008567.3),
(1 15701.397),(2 58118.863),(3 122370.13),(4 203352.31),(5 296311.1),(6 396024.13),(7 498420.9),(8 599309.2),(9 696242.75),(10 784735.25),(11 865768.25),(12 937780.75),(13 999061.7),(14 1049714.8),(15 1091359.5),(16 1122759.3),(17 1147145.3),(18 1162449.3),(19 1173007.8),(20 1184445.8),(21 1200049.3),(22 1220227.4),(23 1245627.9),(24 1271519.9),(25 1299491.1),(26 1332713),(27 1369827.8),(28 1415377.1),(29 1464859),(30 1515624),(31 1569631.6),(32 1619389.5),(33 1667151.1),(34 1709733.9),(35 1744252.9),(36 1772586.1),(37 1791346.6),(38 1798314.9),(39 1797837.1),(40 1787340.9),(41 1767068.1),(42 1736044.5),(43 1702792.3),(44 1663732.3),(45 1625137.4),(46 1590993.3),(47 1565847.5),(48 1547677.8),(49 1534994.4),(50 1529122.1),(51 1529239),(52 1536305.5),(53 1552418.1),(54 1582192),(55 1619828.4),(56 1663880.5),(57 1710597.1),(58 1757856.4),(59 1803091),(60 1840318.5),(61 1871755),(62 1893583.4),(63 1905474.6),(64 1911560.4),(65 1915130.1),(66 1906897.1),(67 1892713),(68 1870314.9),(69 1840247),(70 1805152.3),(71 1769213.1),(72 1735623.4),(73 1702234.9),(74 1672336.5),(75 1646119.5),(76 1620000.8),(77 1597868.9),(78 1575814.8),(79 1559159.8),
(1 17374.336),(2 65213.88),(3 139355.72),(4 233277.05),(5 342472.97),(6 462881.66),(7 589341.8),(8 717060),(9 840131.06),(10 956432.25),(11 1067009.4),(12 1166190.5),(13 1248779.6),(14 1320275.8),(15 1380795.1),(16 1429401.3),(17 1468599.3),(18 1496258.8),(19 1515998.5),(20 1529454),(21 1533157.1),(22 1531758.9),(23 1524434.9),(24 1510578),(25 1492573.6),(26 1475858),(27 1463974.8),(28 1456471.3),(29 1454639.3),(30 1459609.5),(31 1466096.4),(32 1473180.9),(33 1480966.5),(34 1491257.5),(35 1508431.3),(36 1526913.8),(37 1545331.3),(38 1558830.9),(39 1570523.9),(40 1582059.3),(41 1592006.4),(42 1602750.9),(43 1615479.8),(44 1628808.4),(45 1641756.5),(46 1656006.5),(47 1673857.1),(48 1691002.5),(49 1705621.9),(50 1716873.3),(51 1726450.8),(52 1732164),(53 1736703.1),(54 1740832.9),(55 1741701.9),(56 1736978.9),(57 1728518.3),(58 1714634.6),(59 1698448.9),(60 1675052.3),(61 1649791.3),(62 1621365.8),(63 1590310),(64 1552847.3),(65 1517595.8),(66 1479981.9),(67 1442265.4),(68 1404187.9),(69 1371760),(70 1341949.9),(71 1317938.1),(72 1299802.4),(73 1290301.4),(74 1286615.8),(75 1288850.6),(76 1297016.1),(77 1312204),(78 1330988.6),(79 1353832.8),
(1 15602.506),(2 58053.5),(3 123491.61),(4 207681.25),(5 305003.5),(6 411110.38),(7 522595.13),(8 634477.8),(9 741705.25),(10 846082.56),(11 944367.9),(12 1028793.2),(13 1099708.6),(14 1158244.1),(15 1206048.4),(16 1244386.1),(17 1271491.5),(18 1290550.8),(19 1305504),(20 1311751.8),(21 1312086),(22 1310961.8),(23 1309819),(24 1312964),(25 1319670),(26 1328685.9),(27 1342112.8),(28 1356566.9),(29 1375332.3),(30 1393022.3),(31 1406219.1),(32 1418111),(33 1426214.3),(34 1435839.1),(35 1444983),(36 1454662.1),(37 1461907),(38 1467975.8),(39 1473991.1),(40 1482050),(41 1490775.5),(42 1498725.3),(43 1506045.5),(44 1516144.8),(45 1528883.4),(46 1540643.8),(47 1556965.3),(48 1574529.5),(49 1591264.8),(50 1603366.6),(51 1616637.4),(52 1627487.3),(53 1636580.8),(54 1642754.6),(55 1643017.1),(56 1637499.5),(57 1625702.1),(58 1610546.8),(59 1591679),(60 1570140.4),(61 1545967.5),(62 1521473.4),(63 1499477.9),(64 1479187.6),(65 1464973.3),(66 1453797.6),(67 1447333.8),(68 1438407.4),(69 1430521.1),(70 1421545.9),(71 1415531.5),(72 1409252.6),(73 1411013.5),(74 1417627.8),(75 1428606.9),(76 1446734),(77 1473658.6),(78 1508351),(79 1550729),
(1 17520.254),(2 64458.094),(3 135614.36),(4 225869),(5 327245.78),(6 433981.9),(7 542646),(8 650285.4),(9 750892.44),(10 843791.25),(11 923769.75),(12 988573),(13 1038786.7),(14 1076814.8),(15 1104108),(16 1116834.8),(17 1116893.3),(18 1113030.9),(19 1107902.3),(20 1105909.8),(21 1109433.3),(22 1120908.1),(23 1141367.5),(24 1172607),(25 1210104.4),(26 1251082.6),(27 1292802.8),(28 1333457.8),(29 1370848.6),(30 1401683.5),(31 1422202.8),(32 1430707.6),(33 1433146),(34 1424657.4),(35 1410748.1),(36 1390563.4),(37 1371451.9),(38 1356550),(39 1346658.8),(40 1347669.6),(41 1357922.1),(42 1374897.9),(43 1397232.1),(44 1424968),(45 1454346.4),(46 1486612.5),(47 1516661.9),(48 1541129.3),(49 1561675.5),(50 1576282.8),(51 1586499.6),(52 1591326.8),(53 1592278),(54 1589691.5),(55 1584644.4),(56 1575360),(57 1560635.1),(58 1543762.9),(59 1521016.9),(60 1495608.4),(61 1467949.3),(62 1439974.5),(63 1415058.1),(64 1393286.5),(65 1375705.3),(66 1361797.4),(67 1355704.9),(68 1353830),(69 1354693.3),(70 1359363.3),(71 1366494),(72 1375533.3),(73 1383183.6),(74 1389185.1),(75 1395819.5),(76 1398196.8),(77 1398950.3),(78 1397341),(79 1394889),
(1 15604.433),(2 57535.742),(3 121900.83),(4 202563.9),(5 292313.06),(6 387380.38),(7 483646.75),(8 575973.06),(9 660556.6),(10 735061.5),(11 796968.9),(12 844488.3),(13 877150.75),(14 899395.5),(15 914504.44),(16 921812.44),(17 923627.56),(18 922690.9),(19 921390.6),(20 927099),(21 939936.56),(22 956567.94),(23 979329.7),(24 1006603.56),(25 1036985.25),(26 1068019.3),(27 1092776.9),(28 1114005.8),(29 1129602.5),(30 1137779.3),(31 1141046),(32 1140212.3),(33 1135630),(34 1129008),(35 1124040.6),(36 1121345.6),(37 1122085.1),(38 1127670.6),(39 1139585.4),(40 1158214),(41 1183581.5),(42 1212623.5),(43 1243402.8),(44 1275651.4),(45 1306975.1),(46 1339851.9),(47 1368821.5),(48 1396929.4),(49 1419942.9),(50 1434972.4),(51 1445907.3),(52 1453388.9),(53 1459071.8),(54 1464814),(55 1471387.3),(56 1475662),(57 1480069.6),(58 1483585.4),(59 1485328),(60 1484889.1),(61 1481446.3),(62 1474449.3),(63 1463139.9),(64 1450888.6),(65 1438848.5),(66 1425746.8),(67 1412146.8),(68 1393196.6),(69 1369477),(70 1341450.3),(71 1312642.1),(72 1281276.1),(73 1246733.5),(74 1211148.4),(75 1175288.3),(76 1137971.4),(77 1106702.4),(78 1080517.9),(79 1061842.3),
(1 15580.439),(2 57300.67),(3 119995.86),(4 198976.44),(5 287973.2),(6 383405.38),(7 482928.88),(8 581392.3),(9 670367.94),(10 751652),(11 821679),(12 878392),(13 918149.75),(14 947602.7),(15 965361.56),(16 974134.1),(17 974395.3),(18 970185.44),(19 965481.9),(20 964015.9),(21 966651.7),(22 973109.7),(23 983501.56),(24 997479.9),(25 1012677.3),(26 1028451.56),(27 1040850.1),(28 1053409.6),(29 1064212.8),(30 1074219.8),(31 1083036.4),(32 1094343.9),(33 1105380.1),(34 1115078.5),(35 1127222.9),(36 1140416.5),(37 1155145.4),(38 1168695.3),(39 1181534.5),(40 1193288.5),(41 1204239.4),(42 1215257.5),(43 1230214.5),(44 1245490.5),(45 1261555.1),(46 1276706),(47 1291832.4),(48 1308054.3),(49 1325049.1),(50 1339026.6),(51 1351498.5),(52 1360481.5),(53 1367291.5),(54 1372247.4),(55 1376746.6),(56 1376133.1),(57 1369072.5),(58 1360093.8),(59 1347600.6),(60 1334023.4),(61 1324623.6),(62 1318186.6),(63 1309833),(64 1300954.5),(65 1288961.9),(66 1274635.9),(67 1258399.3),(68 1242673.9),(69 1223038.9),(70 1201693),(71 1181283.5),(72 1162093.6),(73 1143900.4),(74 1126355.8),(75 1111100.5),(76 1098941.4),(77 1091033.1),(78 1090083.5),(79 1091455.6),
(1 15654.61),(2 57365.027),(3 118842.93),(4 195401.39),(5 280491.6),(6 369318.1),(7 456686.3),(8 540134.5),(9 614197.5),(10 679440.75),(11 732734.7),(12 772821.5),(13 802239.4),(14 824814.25),(15 841333),(16 855619.4),(17 870340.25),(18 885589.5),(19 900803),(20 918054.3),(21 936604.75),(22 955573.4),(23 978753.3),(24 1001596.06),(25 1021828.06),(26 1036884.75),(27 1044668.06),(28 1044924.2),(29 1039544),(30 1031549.9),(31 1027757.94),(32 1028891.75),(33 1034384.94),(34 1043231.8),(35 1056138.5),(36 1073241.4),(37 1091051.5),(38 1113734.9),(39 1138451.8),(40 1164080.9),(41 1189601.8),(42 1212667.6),(43 1234030.4),(44 1250058.8),(45 1261053.3),(46 1267754.8),(47 1271119),(48 1274514.6),(49 1277648.9),(50 1282651.5),(51 1291091.3),(52 1300069.5),(53 1310798.4),(54 1323562.5),(55 1338536.9),(56 1355990.5),(57 1373174.8),(58 1389752.8),(59 1401824.5),(60 1408950.5),(61 1407834),(62 1399211.9),(63 1379696.5),(64 1353743.1),(65 1320811.9),(66 1282418.9),(67 1244490.6),(68 1211155.1),(69 1183943.5),(70 1164205.3),(71 1154477.6),(72 1152380),(73 1157026),(74 1166155.5),(75 1180184.4),(76 1192402),(77 1204926),(78 1217486),(79 1228094.9),
(1 16659.479),(2 60979.223),(3 128208.086),(4 212101.02),(5 306225.88),(6 404687.16),(7 503195.03),(8 598212.56),(9 685300.4),(10 765234.75),(11 835938.7),(12 895392.56),(13 943568),(14 982051),(15 1007001.5),(16 1022757.5),(17 1029383.2),(18 1029176),(19 1026880),(20 1023870.94),(21 1021984.9),(22 1021032.56),(23 1023943),(24 1029232),(25 1035297.6),(26 1037683.75),(27 1037756.2),(28 1033942.56),(29 1027384.2),(30 1016200.8),(31 1002045.7),(32 989176),(33 977323.56),(34 967444.44),(35 957664.6),(36 951616.56),(37 952080.7),(38 958081.44),(39 966654.75),(40 975884.2),(41 985408),(42 993927.44),(43 1002335.3),(44 1007752.6),(45 1011098.06),(46 1010881.94),(47 1009880.9),(48 1007713.75),(49 1006526.4),(50 1006841.75),(51 1012261.7),(52 1022018.7),(53 1037129.94),(54 1054744.8),(55 1074103.1),(56 1092963.1),(57 1107972.8),(58 1121009.1),(59 1129787.1),(60 1134690.3),(61 1136888.1),(62 1135321.8),(63 1128078),(64 1116646.8),(65 1101534.4),(66 1081650.3),(67 1060593.8),(68 1039476.6),(69 1018450.7),(70 1000359.6),(71 985476.8),(72 973322.7),(73 967611.4),(74 965605.6),(75 969522.94),(76 979789.5),(77 992693.3),(78 1009935.1),(79 1029330.5),
(1 17164.299),(2 62667.555),(3 129159.914),(4 207507.98),(5 290251.7),(6 374379.47),(7 456089.7),(8 531445.94),(9 596960.2),(10 656220.06),(11 703224.25),(12 737568.2),(13 761219.75),(14 777923.6),(15 790378.4),(16 800016.9),(17 808037),(18 818852.8),(19 833913.94),(20 853638.75),(21 875642.94),(22 898846.56),(23 922495.94),(24 939411.4),(25 951778.75),(26 954879.94),(27 950357),(28 942595.44),(29 933605.75),(30 919979.56),(31 902027),(32 881230.3),(33 863211.8),(34 849456.9),(35 841045.7),(36 838624.44),(37 841985),(38 849586.56),(39 859808),(40 870252.8),(41 880828.2),(42 889670.5),(43 896184.4),(44 902029),(45 905692.8),(46 907786.06),(47 908486.25),(48 910449.6),(49 912507.2),(50 913819.56),(51 916367.1),(52 919108.6),(53 925036.25),(54 931572.06),(55 940196),(56 947774.3),(57 954343.6),(58 960063.75),(59 964027.1),(60 968677.1),(61 973338.5),(62 978901.1),(63 981688.25),(64 985589.7),(65 990750.7),(66 997014.5),(67 1005860.9),(68 1014514.75),(69 1025731.2),(70 1038035.2),(71 1048641.8),(72 1057971.4),(73 1064418),(74 1065999.9),(75 1066799.9),(76 1063128.1),(77 1059147.8),(78 1054118.4),(79 1049590),
(1 17403.246),(2 62841.6),(3 129093.54),(4 207973.47),(5 291541.34),(6 376786.13),(7 459882.44),(8 537395.1),(9 605002.3),(10 662311.3),(11 708140.9),(12 741773.2),(13 765238.1),(14 783173.9),(15 797961.3),(16 808978.56),(17 822777.9),(18 841966.5),(19 866279.25),(20 892548.2),(21 916314.56),(22 937139.5),(23 952345.25),(24 962695.9),(25 968568.2),(26 968476.2),(27 961826.9),(28 948954.5),(29 932662.94),(30 914094.1),(31 897558.9),(32 885283.8),(33 880019.6),(34 882404.4),(35 892093.44),(36 907822.7),(37 930341.9),(38 954229.25),(39 977639.25),(40 996502),(41 1012352.56),(42 1025520.75),(43 1033787.1),(44 1041349.06),(45 1046978.5),(46 1050343.6),(47 1048959.4),(48 1046042.94),(49 1041183.3),(50 1038138.56),(51 1035737.1),(52 1031931.06),(53 1028842.7),(54 1024648.94),(55 1019524.9),(56 1010368.94),(57 996210.56),(58 979413.7),(59 964251.3),(60 951261.9),(61 941147.8),(62 932357.7),(63 927751.25),(64 930860.75),(65 939128.9),(66 952158.9),(67 969819.44),(68 989318.9),(69 1006260.1),(70 1021776.56),(71 1031946.7),(72 1036349.1),(73 1036046.56),(74 1027307.3),(75 1014613.7),(76 996914.75),(77 976002.5),(78 954934.7),(79 937519.06),
(1 16702.791),(2 60867.59),(3 125487.914),(4 202978.58),(5 286716.3),(6 373212.88),(7 456007.9),(8 534667.56),(9 606138.06),(10 672645.1),(11 732020),(12 782003.6),(13 819989.5),(14 850418.7),(15 873471.44),(16 889449.25),(17 903652.25),(18 918484.4),(19 933738.56),(20 947693.3),(21 958630.94),(22 973141.5),(23 992676.9),(24 1011169.5),(25 1027125.5),(26 1039295.94),(27 1043715.56),(28 1038667.2),(29 1028379),(30 1012076.7),(31 994096.6),(32 977450.5),(33 962223.94),(34 951417.3),(35 944693.44),(36 943162.75),(37 945141.7),(38 950374.25),(39 955407),(40 957577.5),(41 955470.56),(42 949761.06),(43 939886.4),(44 926019.56),(45 910617.75),(46 892010.5),(47 869956.44),(48 845706.75),(49 820922.1),(50 797690.3),(51 778657.25),(52 760902.06),(53 746032.56),(54 733513.3),(55 722726.25),(56 714448.9),(57 705360.9),(58 697561),(59 693613.8),(60 693924.2),(61 698667.9),(62 709584.4),(63 725099.4),(64 742872.06),(65 762112.56),(66 784122.75),(67 809869.3),(68 837516.8),(69 860924.8),(70 881051.6),(71 898213.9),(72 909460.4),(73 915361.06),(74 914686.25),(75 910944.2),(76 903976.8),(77 893807.56),(78 887987.4),(79 885478.4),
