1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 50900.31),(2 123329.23),(3 219128.83),(4 324899.63),(5 439119.88),(6 546389.44),(7 664579.4),(8 787888.7),(9 898756.7),(10 1021412.06),(11 1128045),(12 1222803.4),(13 1316224.6),(14 1405020),(15 1501184),(16 1604731),(17 1701262.4),(18 1771726.5),(19 1840429.6),(20 1903832.9),(21 1952456.9),(22 2003388),(23 2034905),(24 2053026.1),(25 2061887.9),(26 2062357.6),(27 2061285.6),(28 2055313.1),(29 2047146.9),(30 2036040.9),(31 2032744.1),(32 2034475),(33 2054295.1),(34 2093974.9),(35 2115523.8),(36 2113689.3),(37 2143377.8),(38 2148064.8),(39 2226781.5),(40 2253813.3),(41 2269708),(42 2263451.5),(43 2258065.3),(44 2248286.8),(45 2229594.3),(46 2205581),(47 2194379),(48 2196177),(49 2199119.3),(50 2203802),(51 2217469.3),(52 2233803),(53 2271288.8),(54 2307051.3),(55 2346029.8),(56 2400000.3),(57 2465438.8),(58 2517887.3),(59 2588456.3),(60 2644462),(61 2732607.8),(62 2816180.8),(63 2904876.3),(64 2997486),(65 3095411.3),(66 3191014.8),(67 3281671.3),(68 3378961.3),(69 3465760),(70 3541805.8),(71 3590064.3),(72 3619614.3),(73 3647885.3),(74 3666914.8),(75 3646847.8),(76 3653321),(77 3659090.8),(78 3640463.3),(79 3630212),
(1 50182.684),(2 163377.72),(3 316499.94),(4 499269.78),(5 694644.1),(6 897991.1),(7 1084040.1),(8 1250882.4),(9 1399923.3),(10 1523905.9),(11 1624793.4),(12 1711502.6),(13 1791002.6),(14 1862963.1),(15 1935697),(16 2025329.8),(17 2103784.3),(18 2158851.5),(19 2212647.3),(20 2261193.3),(21 2310599.3),(22 2366042.8),(23 2433122),(24 2491785.3),(25 2550176),(26 2605718),(27 2655980.8),(28 2696819.3),(29 2727924.8),(30 2750349.8),(31 2761488),(32 2771671.5),(33 2762712.3),(34 2760218.5),(35 2745780.5),(36 2736314.3),(37 2727856),(38 2721936.8),(39 2716084.3),(40 2704776.8),(41 2694645.8),(42 2676022.5),(43 2662966),(44 2658690.8),(45 2670157),(46 2693661.5),(47 2726360),(48 2762831.5),(49 2785711.8),(50 2828012.5),(51 2875288.3),(52 2925985.5),(53 2973162),(54 3006192.8),(55 3032665.8),(56 3054113.8),(57 3073581.5),(58 3085303.8),(59 3110259.3),(60 3116476.5),(61 3123111.8),(62 3127923.3),(63 3139403.3),(64 3151019.3),(65 3156097.5),(66 3164570.8),(67 3169810.8),(68 3183052.8),(69 3194815.3),(70 3222354),(71 3235122.8),(72 3250411.3),(73 3260075.8),(74 3270980.8),(75 3280038.5),(76 3284488.8),(77 3280402),(78 3260446.5),(79 3240370.8),
(1 58445.03),(2 192810.58),(3 373724.84),(4 586999.94),(5 809069.5),(6 1032633.5),(7 1220820.6),(8 1378753.9),(9 1505706.5),(10 1600679.6),(11 1675369.4),(12 1739903.1),(13 1808759),(14 1877346.6),(15 1957100.9),(16 2060908.6),(17 2179642.3),(18 2268311.8),(19 2352921),(20 2433048.8),(21 2495137.3),(22 2550285),(23 2589410.5),(24 2617276.8),(25 2636468.8),(26 2644969.8),(27 2648497.3),(28 2649395),(29 2651052.8),(30 2649323.8),(31 2650468.5),(32 2640863.3),(33 2634705.8),(34 2634025.3),(35 2622136.3),(36 2612260.5),(37 2603973.8),(38 2598501.8),(39 2591118),(40 2584796.5),(41 2579750),(42 2554996),(43 2550163.5),(44 2547596.3),(45 2556354.8),(46 2576452.5),(47 2595531),(48 2610792.8),(49 2623629.8),(50 2639446.8),(51 2658390.3),(52 2677380),(53 2695922.8),(54 2713142.5),(55 2728050.8),(56 2740331.3),(57 2763464.5),(58 2790246.8),(59 2826836.8),(60 2849887),(61 2883159.3),(62 2912920),(63 2939817.3),(64 2971780.8),(65 2997718),(66 3032878),(67 3056869.3),(68 3076993.3),(69 3073877.8),(70 3072490),(71 3061765.8),(72 3043338),(73 3024340),(74 3002066),(75 2980229.3),(76 2952695.8),(77 2929286.3),(78 2899630),(79 2868767.3),
(1 58312.754),(2 193166.16),(3 379323.6),(4 597847.75),(5 820489.1),(6 1041078.3),(7 1205970.5),(8 1327969),(9 1404685),(10 1444990.9),(11 1459911),(12 1471361.5),(13 1488553.6),(14 1524142.4),(15 1581708.5),(16 1686194.5),(17 1815146.5),(18 1946181),(19 2078873.1),(20 2205372.3),(21 2309253),(22 2398953),(23 2492760.8),(24 2553882),(25 2591039.8),(26 2600986.5),(27 2595199.8),(28 2578646.8),(29 2560068.3),(30 2543759.3),(31 2536634.8),(32 2524668.3),(33 2522455),(34 2529076.3),(35 2538850.5),(36 2563078.5),(37 2584804.5),(38 2612351),(39 2624398.8),(40 2634634),(41 2643627.8),(42 2642411.3),(43 2649481),(44 2658900.8),(45 2678625.8),(46 2703836.5),(47 2728732.8),(48 2757050),(49 2780123.8),(50 2800679),(51 2822262.8),(52 2836687.8),(53 2835001.5),(54 2823858.3),(55 2802385.3),(56 2778765.5),(57 2751980.8),(58 2723907.8),(59 2702413),(60 2688200),(61 2676525.5),(62 2666044.8),(63 2658904.5),(64 2658510.5),(65 2667497.5),(66 2682663.3),(67 2699353.5),(68 2710100.3),(69 2723002.3),(70 2732665.5),(71 2736073.5),(72 2737228.3),(73 2729076.8),(74 2720250),(75 2706162.5),(76 2691497.5),(77 2676260.8),(78 2660923.3),(79 2654668),
(1 53760.95),(2 173642.58),(3 332603.56),(4 514701.4),(5 699169.06),(6 890706.2),(7 1042475.06),(8 1166972.3),(9 1265795),(10 1345608.1),(11 1417393),(12 1494551),(13 1585671.5),(14 1690790.4),(15 1815007.5),(16 1953311.9),(17 2081484.4),(18 2200907.8),(19 2312660.3),(20 2409439.3),(21 2486999.8),(22 2551847),(23 2606670.5),(24 2635112.3),(25 2641271.5),(26 2632752.8),(27 2617317),(28 2589941.5),(29 2559406),(30 2522870.8),(31 2479890),(32 2436394.3),(33 2402986.3),(34 2384872),(35 2375778.3),(36 2380967.3),(37 2396513.8),(38 2416522),(39 2437669.5),(40 2445518.5),(41 2458306.8),(42 2465653),(43 2467381.5),(44 2467426),(45 2472940.3),(46 2464489.5),(47 2453284.5),(48 2434766.8),(49 2414055.8),(50 2389326),(51 2377422),(52 2373860.3),(53 2360103.3),(54 2347763.5),(55 2338857),(56 2331112),(57 2327381.3),(58 2329969.3),(59 2332051.5),(60 2338045.5),(61 2346661),(62 2358138.8),(63 2372237.8),(64 2391676.8),(65 2416187.5),(66 2440819),(67 2462125.8),(68 2478217.8),(69 2494827.3),(70 2507587),(71 2514882.3),(72 2520926.5),(73 2521953.5),(74 2516641.5),(75 2506189.3),(76 2487155),(77 2459832),(78 2432169.3),(79 2407506),
(1 57234.035),(2 180609.28),(3 335157.4),(4 501984.44),(5 655938.5),(6 798860.9),(7 897326.56),(8 960658.3),(9 1007395.9),(10 1047780),(11 1096735),(12 1168353.1),(13 1261893.8),(14 1375768.1),(15 1507635.3),(16 1666410.9),(17 1813932.8),(18 1941818.1),(19 2057254.5),(20 2155477.8),(21 2236138),(22 2307425.5),(23 2367695.8),(24 2420445),(25 2460512),(26 2497729.3),(27 2523603),(28 2539590),(29 2552286.3),(30 2556827.5),(31 2549485),(32 2539734.3),(33 2535097.8),(34 2530981.8),(35 2523565.8),(36 2512929.3),(37 2487942.5),(38 2459059.8),(39 2423403),(40 2393435.8),(41 2364100),(42 2339765),(43 2315103.8),(44 2284462.3),(45 2251834.5),(46 2210051.3),(47 2154235),(48 2096124.1),(49 2035761.5),(50 1980693.6),(51 1936541.9),(52 1903660.5),(53 1891239.4),(54 1899842.3),(55 1923080.3),(56 1961803),(57 2012662.3),(58 2069776),(59 2133060),(60 2195058.8),(61 2248717.5),(62 2283768.3),(63 2298959.8),(64 2299512),(65 2298492),(66 2292727),(67 2288153.8),(68 2290703),(69 2300297),(70 2321369.3),(71 2349729.3),(72 2388581),(73 2425643.3),(74 2462454),(75 2499107.5),(76 2535370.8),(77 2570956.5),(78 2616299.3),(79 2645694),
(1 66265.31),(2 215583.84),(3 406504.03),(4 611424.56),(5 800658.44),(6 956914.1),(7 1043288.25),(8 1081563.4),(9 1085731.6),(10 1076988.8),(11 1080482.6),(12 1117324.8),(13 1188364.1),(14 1287723.8),(15 1413045.6),(16 1562056.1),(17 1683918.8),(18 1778502.4),(19 1843308.4),(20 1866843.3),(21 1852575.9),(22 1824157.4),(23 1796420.6),(24 1774164.5),(25 1757074.6),(26 1756820.3),(27 1767981.1),(28 1781356),(29 1794842.1),(30 1801104.5),(31 1804859.5),(32 1800811.4),(33 1800086.1),(34 1794834.8),(35 1784774.9),(36 1764719.5),(37 1737981.8),(38 1714006.6),(39 1703894.1),(40 1701086),(41 1711806.8),(42 1745377.6),(43 1781422.9),(44 1810155.4),(45 1835592.3),(46 1850590.1),(47 1847350.8),(48 1839466.1),(49 1826282.6),(50 1806412.8),(51 1790201.6),(52 1777283.9),(53 1774312.4),(54 1779123.8),(55 1791033.4),(56 1812073.4),(57 1831883.3),(58 1847781.4),(59 1868371.3),(60 1879800),(61 1877581.1),(62 1861978.9),(63 1840736),(64 1814278.6),(65 1793192.9),(66 1777567.5),(67 1773573.6),(68 1781465.1),(69 1801986.4),(70 1830435.5),(71 1868322.9),(72 1911854.9),(73 1956615.9),(74 1996243.8),(75 2027790.6),(76 2049061.6),(77 2065004.1),(78 2077987.8),(79 2093522.9),
(1 57978.773),(2 184192.9),(3 343832.38),(4 515161.8),(5 672335.06),(6 815701.75),(7 905881.7),(8 969066.25),(9 1011551.1),(10 1051830.4),(11 1106691.3),(12 1181472.3),(13 1278126.5),(14 1390459.4),(15 1509504.8),(16 1633997.4),(17 1718236.9),(18 1785345.3),(19 1826691.3),(20 1838402.3),(21 1824303.8),(22 1801711.4),(23 1783997.6),(24 1763676.6),(25 1752377.4),(26 1754143.3),(27 1755614.3),(28 1754665.9),(29 1749446.8),(30 1737927.1),(31 1722882.8),(32 1699203.4),(33 1676726.8),(34 1659196),(35 1642835.6),(36 1631243.6),(37 1628570.5),(38 1633118.4),(39 1645586.6),(40 1658490.8),(41 1666865.4),(42 1673616),(43 1672285.6),(44 1669996.8),(45 1673693.6),(46 1677097.5),(47 1683914.6),(48 1688292.8),(49 1701669.9),(50 1718948.1),(51 1741116.8),(52 1763777.1),(53 1786774.8),(54 1806476.1),(55 1822943.4),(56 1836120.6),(57 1841109.8),(58 1845135.5),(59 1859361),(60 1856964.4),(61 1854365),(62 1847572),(63 1834167.5),(64 1823250.1),(65 1815656.1),(66 1807775),(67 1806068.6),(68 1810781.6),(69 1818100.5),(70 1831151.8),(71 1848707.9),(72 1866368.3),(73 1880995.6),(74 1888263.5),(75 1890492.8),(76 1893299.1),(77 1899225.5),(78 1913164.8),(79 1925748.1),
(1 50901.176),(2 158034.25),(3 286886.75),(4 418180.84),(5 531736.2),(6 631795.3),(7 701925.25),(8 758125.4),(9 811711.25),(10 864293.4),(11 924060.5),(12 993275.75),(13 1067629.9),(14 1141722.4),(15 1207858.6),(16 1273899.9),(17 1339380.4),(18 1396750),(19 1446854),(20 1479029.5),(21 1501086.5),(22 1512900.8),(23 1525433.3),(24 1530686),(25 1542864.6),(26 1553707),(27 1557361.6),(28 1562266),(29 1566267.1),(30 1576785.8),(31 1588497),(32 1598786),(33 1608987.6),(34 1615170.5),(35 1618625.5),(36 1620210.1),(37 1621798.8),(38 1617652.4),(39 1605069.4),(40 1589657),(41 1571567.8),(42 1561311.4),(43 1556180.3),(44 1554464.6),(45 1563590.4),(46 1579518.8),(47 1601107.1),(48 1627371.6),(49 1654160.6),(50 1672879.5),(51 1688922),(52 1698005.5),(53 1701416.4),(54 1694534.5),(55 1676806.8),(56 1657733),(57 1638175.5),(58 1626559.1),(59 1634428.6),(60 1654052.1),(61 1665703.5),(62 1676410.6),(63 1682941.6),(64 1684108.5),(65 1679270.1),(66 1667232.8),(67 1650811.8),(68 1633388.8),(69 1623088.4),(70 1621574.5),(71 1634731.1),(72 1654347.6),(73 1677739.8),(74 1700994.9),(75 1723708.9),(76 1742172.8),(77 1761290.3),(78 1778866),(79 1794938.6),
(1 53573.11),(2 166011.28),(3 303525.6),(4 442676.25),(5 565353.44),(6 667362.75),(7 730279),(8 773394.44),(9 806446),(10 840457.75),(11 885548.5),(12 946414.6),(13 1018165.6),(14 1087336.1),(15 1150692.6),(16 1210509.5),(17 1256816.3),(18 1284573.5),(19 1296166.4),(20 1292914.1),(21 1286451),(22 1284811.3),(23 1306103.8),(24 1334329.4),(25 1371879.8),(26 1415360.5),(27 1459907.5),(28 1505418.8),(29 1541393.3),(30 1573716.8),(31 1597878.6),(32 1619324.3),(33 1633959.9),(34 1644687.4),(35 1662450),(36 1686043.3),(37 1711468.1),(38 1737559.4),(39 1754781.9),(40 1770782.8),(41 1776282),(42 1769525.4),(43 1764152),(44 1755167.3),(45 1751346.5),(46 1752436.5),(47 1759314.8),(48 1772653.8),(49 1790443.8),(50 1804806),(51 1802914.8),(52 1783981.8),(53 1744340.9),(54 1691673.5),(55 1628111.3),(56 1570460.3),(57 1520366.5),(58 1480555.5),(59 1458619.5),(60 1445606.8),(61 1435281.4),(62 1423266.8),(63 1408665.3),(64 1384194),(65 1351951.9),(66 1315932.6),(67 1283113.1),(68 1261246.5),(69 1262277.5),(70 1278775.6),(71 1309253.5),(72 1352498.8),(73 1405987.1),(74 1461306.5),(75 1523588.8),(76 1586814.3),(77 1642878.9),(78 1700551.5),(79 1751445.8),
(1 50446.973),(2 155144.66),(3 280432.97),(4 409101.6),(5 524611.2),(6 621582.06),(7 691729.4),(8 748757.8),(9 797185.1),(10 843796.6),(11 893996.2),(12 951694.7),(13 1009088.6),(14 1063424.4),(15 1108817.1),(16 1158387.9),(17 1200611.9),(18 1223832.8),(19 1236181.6),(20 1238746),(21 1239499.6),(22 1244741.3),(23 1258130.8),(24 1262649.8),(25 1261672.5),(26 1254563.3),(27 1243922.8),(28 1234674.1),(29 1231972.8),(30 1234647.1),(31 1241285.3),(32 1259437.3),(33 1273759.1),(34 1285794.1),(35 1298875),(36 1310381.9),(37 1320738.8),(38 1329201.8),(39 1335705),(40 1350357),(41 1369219.3),(42 1395099.6),(43 1421465.1),(44 1442532.3),(45 1464309.6),(46 1477359.4),(47 1484391.1),(48 1488469.9),(49 1491320.8),(50 1478525.4),(51 1463328),(52 1444879.8),(53 1423789.3),(54 1409627.3),(55 1398437.3),(56 1391234.1),(57 1388364.1),(58 1384556),(59 1382490.1),(60 1378869.4),(61 1372135.4),(62 1362054.9),(63 1347028.1),(64 1329130),(65 1312864.8),(66 1300296.6),(67 1292419.5),(68 1291096.3),(69 1289511.4),(70 1290046.9),(71 1297447.6),(72 1308563.1),(73 1324504.3),(74 1338822.8),(75 1358860.9),(76 1376166.9),(77 1392465.5),(78 1410308.5),(79 1424368.6),
(1 51585.176),(2 154019.23),(3 271148.1),(4 384755.03),(5 477038.84),(6 550599.3),(7 601758),(8 649454.3),(9 703727),(10 767529.6),(11 837519),(12 911073.1),(13 973704.7),(14 1022853.5),(15 1059413.8),(16 1085318.1),(17 1109935.5),(18 1129603.4),(19 1148783.8),(20 1164072.1),(21 1168540.1),(22 1170371.4),(23 1163411.6),(24 1156281),(25 1147578.6),(26 1141567.1),(27 1142626.1),(28 1155428.3),(29 1179090.9),(30 1210839.3),(31 1243145.4),(32 1289904.9),(33 1322728.3),(34 1350433.3),(35 1371416.3),(36 1384218.8),(37 1391092.1),(38 1397833.6),(39 1402694.6),(40 1414723.3),(41 1430736.3),(42 1440572.4),(43 1449310.6),(44 1448050.4),(45 1436973.4),(46 1421943.1),(47 1400271.4),(48 1376243.6),(49 1352243),(50 1329392.8),(51 1307162),(52 1295652.3),(53 1286131.3),(54 1275418.8),(55 1263330),(56 1251558.9),(57 1238676.1),(58 1222810.3),(59 1211832.6),(60 1198886.4),(61 1191720),(62 1190914.3),(63 1199299.5),(64 1214582.1),(65 1236497.4),(66 1261539.3),(67 1281390.6),(68 1300770.5),(69 1317256.5),(70 1328930.3),(71 1342097.6),(72 1353475.9),(73 1359273.8),(74 1363936.8),(75 1365424),(76 1362946.9),(77 1356600.9),(78 1353996.4),(79 1352742.5),
(1 53999.684),(2 161198.73),(3 281135.3),(4 390591.63),(5 474149.56),(6 537016.25),(7 579969.06),(8 627621.75),(9 687599.1),(10 759582.44),(11 835473.2),(12 900092.6),(13 948406.56),(14 980636.1),(15 1001616.7),(16 1027250.25),(17 1066461.3),(18 1107674.1),(19 1147770),(20 1186603.1),(21 1219870.8),(22 1246828.5),(23 1266269.5),(24 1278903.8),(25 1283310.5),(26 1281870),(27 1271432.5),(28 1262936.9),(29 1256263.8),(30 1253322.9),(31 1250582.6),(32 1259740.8),(33 1268032.3),(34 1280279.5),(35 1295497.1),(36 1309691.9),(37 1323602.3),(38 1341083.4),(39 1357261),(40 1371036.5),(41 1382975.4),(42 1390376.6),(43 1391955.6),(44 1392681.8),(45 1389594.1),(46 1384799.5),(47 1384109.3),(48 1383013.3),(49 1384604),(50 1384334),(51 1392338.1),(52 1406149.8),(53 1421525.3),(54 1430267.6),(55 1430236.1),(56 1424673),(57 1407806.6),(58 1385997.9),(59 1364325.4),(60 1344403.1),(61 1340002.3),(62 1343241.1),(63 1348934.4),(64 1355027.8),(65 1358766.8),(66 1358616.8),(67 1350830.4),(68 1338481.5),(69 1324364.4),(70 1319230.5),(71 1320309.4),(72 1325383.5),(73 1333577.9),(74 1343356.5),(75 1348309.8),(76 1351284),(77 1350305.1),(78 1354706.5),(79 1359575.5),
(1 46909.566),(2 135193.06),(3 236183.84),(4 336666.47),(5 426146.13),(6 510480.56),(7 582923.9),(8 653704.4),(9 727631.7),(10 801828.2),(11 870967.4),(12 931582.7),(13 983668.25),(14 1023234.44),(15 1052591.1),(16 1082843.8),(17 1109627.1),(18 1129581.5),(19 1143491.1),(20 1150628.3),(21 1151978.4),(22 1145063.1),(23 1127087.5),(24 1115093.4),(25 1100612.1),(26 1089402.4),(27 1083284),(28 1077434.6),(29 1074549.6),(30 1068177.1),(31 1061854.8),(32 1069228.5),(33 1074759.1),(34 1082568.3),(35 1091892.8),(36 1109241.6),(37 1131626.4),(38 1155815.5),(39 1176217),(40 1196985.4),(41 1216663.9),(42 1237364.1),(43 1257764.9),(44 1279009.5),(45 1296073.1),(46 1311312.9),(47 1327370.4),(48 1343666),(49 1361406.9),(50 1370208.9),(51 1384265.9),(52 1397190),(53 1408650),(54 1411620),(55 1405128.8),(56 1387864.5),(57 1359702),(58 1328008),(59 1290316.5),(60 1259908.6),(61 1242504.4),(62 1230960.1),(63 1224674.6),(64 1223683),(65 1229412.1),(66 1234378.4),(67 1240360.9),(68 1240606.4),(69 1233190.8),(70 1221526.1),(71 1206426.3),(72 1191164.1),(73 1177551.1),(74 1164844.3),(75 1152045.4),(76 1139984.9),(77 1130251.4),(78 1128452),(79 1124797.1),
(1 48038.605),(2 136762.86),(3 234227.95),(4 322561.28),(5 389775.13),(6 438921.34),(7 475904.28),(8 512180.1),(9 558600.2),(10 611131.56),(11 661292.6),(12 702132.7),(13 733014.5),(14 753355.6),(15 762487),(16 769238.7),(17 778537.75),(18 793261),(19 813280.25),(20 833123.44),(21 845770.75),(22 853355.94),(23 860733.6),(24 865617.06),(25 875134.94),(26 887509.75),(27 902270.5),(28 920094.4),(29 936776.25),(30 953061.7),(31 964059.4),(32 971395.2),(33 971469.3),(34 970338.5),(35 967975.4),(36 973364.44),(37 984599.44),(38 993100.4),(39 999078.4),(40 1006730.4),(41 1012132.4),(42 1012575.3),(43 1014131.75),(44 1013806.25),(45 1014135.75),(46 1017084.7),(47 1019405.1),(48 1022923.1),(49 1023356.6),(50 1028719.1),(51 1031646.7),(52 1032768.2),(53 1036338.94),(54 1037913.25),(55 1038270.3),(56 1038756.25),(57 1035809.44),(58 1029025.44),(59 1024590.75),(60 1017197.06),(61 1013289.44),(62 1007182.06),(63 1006282.1),(64 1008999.8),(65 1013364.44),(66 1017947.94),(67 1016786.9),(68 1010249.06),(69 995460.25),(70 978236.44),(71 960254.94),(72 941904.56),(73 929695.6),(74 921007.3),(75 915873),(76 911621),(77 907801.94),(78 907399.56),(79 911216.06),
(1 47947.855),(2 135593.36),(3 231362.8),(4 316067.88),(5 380315.6),(6 432057.78),(7 471726.88),(8 515028.8),(9 561606.1),(10 607238.56),(11 641616.2),(12 663371.1),(13 676045.94),(14 682855),(15 688884.4),(16 700714.3),(17 718963.2),(18 734038.2),(19 745311.6),(20 755167.44),(21 761852),(22 773294.1),(23 794536.7),(24 818646.4),(25 846029.25),(26 870661.1),(27 892923.1),(28 918508.06),(29 937530.7),(30 958511.3),(31 977491.44),(32 995048.56),(33 1007767),(34 1018618.56),(35 1027822.94),(36 1037579.56),(37 1044759.8),(38 1051170.8),(39 1054213.1),(40 1055334),(41 1054084.5),(42 1052040),(43 1048242.25),(44 1037942.5),(45 1023929.44),(46 1003923),(47 981769.94),(48 963773.06),(49 948205.5),(50 945366.94),(51 939081.75),(52 932382.75),(53 924948.25),(54 915691.94),(55 905624),(56 898773.9),(57 894326.56),(58 892612.06),(59 893234.75),(60 886485.44),(61 885213.5),(62 882717.5),(63 881853.44),(64 883166.9),(65 886600.56),(66 891151.3),(67 895130.3),(68 898549.6),(69 902350.7),(70 899429.6),(71 892557.3),(72 882684),(73 874486.4),(74 867149.6),(75 859912.56),(76 854405.06),(77 855337.94),(78 863076.9),(79 877041.44),
(1 47682.508),(2 133235.28),(3 226241.28),(4 310252.56),(5 377434.06),(6 440789.75),(7 493621.25),(8 553260.4),(9 617993.44),(10 679849.1),(11 724578.44),(12 752200.9),(13 766782.94),(14 768761.7),(15 767110.5),(16 765415.1),(17 763468.7),(18 759826),(19 754273.25),(20 748637.8),(21 742119.06),(22 742297.75),(23 748107.56),(24 760749.9),(25 776275.1),(26 792463.3),(27 806865.3),(28 824409.9),(29 845951.6),(30 869663.8),(31 895816),(32 918527.44),(33 931842.2),(34 945383.25),(35 960404.2),(36 976371.6),(37 982021.44),(38 987792.1),(39 984974.4),(40 985307.06),(41 986939.5),(42 983860.56),(43 980462.1),(44 970318.2),(45 961816.9),(46 949108.7),(47 935914.1),(48 924796.94),(49 913475.06),(50 904433.3),(51 899175.1),(52 896308.56),(53 894198.9),(54 896783.6),(55 894976.94),(56 895878.9),(57 898607.6),(58 898388.94),(59 901871.8),(60 905529.44),(61 908694.7),(62 915008.56),(63 925586.94),(64 937162.1),(65 945826.3),(66 950713.1),(67 950473.06),(68 940605.06),(69 922983.5),(70 910621.1),(71 898164.7),(72 889601.3),(73 886266.56),(74 889420.75),(75 894354.75),(76 903052.4),(77 916884.75),(78 926457.9),(79 931349.25),
