1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 188997.36),(2 444421.88),(3 728849.8),(4 1302254.3),(5 1960409.6),(6 2624098.3),(7 3582705.3),(8 4564520.5),(9 5538853.5),(10 6806086.5),(11 8099478.5),(12 9386329),(13 10926012),(14 12541963),(15 14012819),(16 15751984),(17 17643208),(18 19375764),(19 21558070),(20 23935978),(21 25823922),(22 28016654),(23 30368778),(24 32381698),(25 34594700),(26 36935868),(27 38792148),(28 40700420),(29 42898716),(30 44718496),(31 46897700),(32 49519884),(33 51615790),(34 54193268),(35 57555532),(36 60533132),(37 63678828),(38 67328030),(39 70488260),(40 73924730),(41 77806830),(42 81141384),(43 84477380),(44 88020700),(45 90758630),(46 93603480),(47 97255550),(48 100269270),(49 103664010),(50 107818180),(51 111378040),(52 114722390),(53 118414360),(54 121686080),(55 124394890),(56 127163240),(57 129586776),(58 131899140),(59 134674400),(60 137219920),(61 139162160),(62 140740140),(63 141227440),(64 141749090),(65 143124050),(66 144446720),(67 145946820),(68 147610800),(69 148513620),(70 149176450),(71 150113600),(72 150616690),(73 151348820),(74 152662350),(75 153746240),(76 155292350),(77 157092750),(78 159195090),(79 160688270),
(1 230416.48),(2 894411.56),(3 1926490.1),(4 3187038),(5 4583843),(6 6035514.5),(7 7452766),(8 8652405),(9 9670716),(10 10338431),(11 10778698),(12 11003846),(13 11008106),(14 10878390),(15 10698321),(16 10519910),(17 10468509),(18 10564739),(19 10757608),(20 11035933),(21 11394413),(22 11802854),(23 12260296),(24 12712185),(25 13141482),(26 13523974),(27 13813030),(28 14006567),(29 14164842),(30 14264942),(31 14329313),(32 14383633),(33 14462802),(34 14578585),(35 14747798),(36 14876104),(37 14901728),(38 14838977),(39 14662177),(40 14351566),(41 13960476),(42 13524327),(43 13152454),(44 12816391),(45 12472050),(46 12109672),(47 11738861),(48 11428289),(49 11251903),(50 11220197),(51 11318937),(52 11511442),(53 11760035),(54 12007872),(55 12199953),(56 12313508),(57 12356934),(58 12319765),(59 12238207),(60 12146621),(61 12042177),(62 11954123),(63 11926838),(64 11955282),(65 11978360),(66 12091910),(67 12345195),(68 12708427),(69 13241063),(70 13843976),(71 14402755),(72 14986424),(73 15573160),(74 16179790),(75 16879810),(76 17593036),(77 18136126),(78 18507488),(79 18678022),
(1 226573.11),(2 861362.3),(3 1795346.4),(4 2910933.3),(5 4087366.8),(6 5204774.5),(7 6254510.5),(8 7142460),(9 7871097.5),(10 8354566.5),(11 8627615),(12 8743605),(13 8766689),(14 8764183),(15 8767633),(16 8807487),(17 8992938),(18 9261491),(19 9530464),(20 9753091),(21 9895944),(22 9997927),(23 10075880),(24 10027169),(25 9823243),(26 9552464),(27 9299016),(28 9194187),(29 9293689),(30 9557513),(31 9990983),(32 10551416),(33 11209451),(34 11932908),(35 12649528),(36 13232205),(37 13625179),(38 13794469),(39 13746389),(40 13549519),(41 13286032),(42 13020448),(43 12807509),(44 12688099),(45 12664400),(46 12727315),(47 12877059),(48 13043964),(49 13209913),(50 13311328),(51 13342199),(52 13271303),(53 13134433),(54 12977437),(55 12816136),(56 12701475),(57 12628379),(58 12585669),(59 12633276),(60 12769589),(61 12977333),(62 13225243),(63 13503931),(64 13751612),(65 13957165),(66 14068949),(67 14085091),(68 13987909),(69 13827781),(70 13602161),(71 13319311),(72 13018673),(73 12784663),(74 12633504),(75 12619548),(76 12672628),(77 12658709),(78 12545013),(79 12388072),
(1 207256.4),(2 778224.8),(3 1619116.4),(4 2628229),(5 3716227.3),(6 4778590.5),(7 5745747),(8 6586913.5),(9 7321384.5),(10 7926844),(11 8416499),(12 8822442),(13 9181396),(14 9477618),(15 9758460),(16 10002312),(17 10231913),(18 10475664),(19 10742102),(20 10970008),(21 11162084),(22 11356291),(23 11477033),(24 11471342),(25 11414522),(26 11353539),(27 11341893),(28 11387062),(29 11487160),(30 11604969),(31 11704520),(32 11809787),(33 11932884),(34 12034511),(35 12159420),(36 12278423),(37 12303142),(38 12238031),(39 12092856),(40 11829376),(41 11465590),(42 11005704),(43 10522091),(44 10121377),(45 9843695),(46 9685043),(47 9716895),(48 9874580),(49 10104365),(50 10358436),(51 10598680),(52 10811034),(53 10982275),(54 11161188),(55 11305380),(56 11401665),(57 11437664),(58 11431570),(59 11547732),(60 11812695),(61 12201526),(62 12684092),(63 13194289),(64 13715223),(65 14199997),(66 14552461),(67 14746985),(68 14768550),(69 14574669),(70 14223548),(71 13750927),(72 13192863),(73 12600390),(74 11977588),(75 11396303),(76 10911452),(77 10512598),(78 10216702),(79 10085784),
(1 191974.48),(2 718408.94),(3 1482924),(4 2381920.3),(5 3326164.5),(6 4190475.5),(7 4952847),(8 5640059.5),(9 6238979),(10 6784189.5),(11 7278465.5),(12 7808726.5),(13 8433587),(14 9139975),(15 9906179),(16 10666180),(17 11346451),(18 11846065),(19 12141436),(20 12219204),(21 12147141),(22 11995142),(23 11836608),(24 11685126),(25 11549332),(26 11451356),(27 11437599),(28 11473829),(29 11561746),(30 11733715),(31 11871656),(32 11932580),(33 11894560),(34 11680593),(35 11310482),(36 10849321),(37 10373315),(38 10009556),(39 9798987),(40 9686780),(41 9679822),(42 9744733),(43 9885923),(44 10035920),(45 10092292),(46 10029736),(47 9874090),(48 9634820),(49 9410229),(50 9259596),(51 9176578),(52 9155212),(53 9194954),(54 9349187),(55 9616070),(56 9962277),(57 10374549),(58 10828518),(59 11250890),(60 11564668),(61 11711040),(62 11712744),(63 11654481),(64 11581089),(65 11484987),(66 11422109),(67 11411790),(68 11414611),(69 11480541),(70 11618180),(71 11746341),(72 11838973),(73 11870559),(74 11771881),(75 11595165),(76 11360000),(77 11083722),(78 10813850),(79 10539574),
(1 204616.36),(2 775608),(3 1596718.6),(4 2540703.5),(5 3509385.5),(6 4381777),(7 5119263),(8 5743952.5),(9 6244687),(10 6624109),(11 6902330),(12 7132004.5),(13 7358468),(14 7567670.5),(15 7777070),(16 7937134),(17 7998051),(18 7969920),(19 7883299.5),(20 7795322),(21 7728370),(22 7675320.5),(23 7658247),(24 7710241),(25 7831700),(26 7990498.5),(27 8210171.5),(28 8477387),(29 8727499),(30 8926141),(31 9045766),(32 9042466),(33 8917625),(34 8722663),(35 8507836),(36 8342889.5),(37 8208211.5),(38 8124752.5),(39 8105441),(40 8125039.5),(41 8170234.5),(42 8217930.5),(43 8261720.5),(44 8326924),(45 8391535),(46 8441033),(47 8499560),(48 8564122),(49 8645044),(50 8754331),(51 8914306),(52 9156321),(53 9470949),(54 9858041),(55 10295637),(56 10708606),(57 11003162),(58 11138585),(59 11103595),(60 10922644),(61 10626046),(62 10213773),(63 9748205),(64 9249366),(65 8730245),(66 8259986),(67 7922585),(68 7729882.5),(69 7672669.5),(70 7722352.5),(71 7833468),(72 7978748),(73 8125563.5),(74 8186208),(75 8182764.5),(76 8162314.5),(77 8089108),(78 8051123.5),(79 8112315.5),
(1 151156.61),(2 557544.06),(3 1120630.4),(4 1747462.6),(5 2379621.3),(6 3001988.3),(7 3597993),(8 4078544.8),(9 4453414),(10 4720062.5),(11 4917135),(12 5039684.5),(13 5115376),(14 5168375),(15 5230016.5),(16 5308171),(17 5408661),(18 5537960.5),(19 5711877.5),(20 5922899.5),(21 6155245),(22 6399756.5),(23 6657830.5),(24 6912560),(25 7103084.5),(26 7180138),(27 7171105.5),(28 7105625),(29 6984158),(30 6888356.5),(31 6846889.5),(32 6881666),(33 6969487.5),(34 7094211),(35 7246738),(36 7409921.5),(37 7538623),(38 7581751.5),(39 7549179.5),(40 7478801),(41 7408923.5),(42 7339041),(43 7274787),(44 7228936),(45 7183108.5),(46 7151836.5),(47 7195032.5),(48 7299894),(49 7494459),(50 7753590),(51 8010893.5),(52 8206222.5),(53 8275525.5),(54 8214366),(55 8056940.5),(56 7815407),(57 7549517),(58 7346768),(59 7283945),(60 7324393),(61 7448859),(62 7652189),(63 7858783.5),(64 8002562.5),(65 8079331),(66 8069937),(67 7959138),(68 7782966.5),(69 7572879),(70 7337675.5),(71 7104384),(72 6884654),(73 6694599),(74 6558350),(75 6516685.5),(76 6533955),(77 6573966),(78 6594734),(79 6573738),
(1 168819.73),(2 618825.2),(3 1233568.3),(4 1934870.8),(5 2654572.3),(6 3332983.3),(7 3948171.8),(8 4421141),(9 4757523),(10 4999691.5),(11 5149915.5),(12 5231868),(13 5301221),(14 5377891),(15 5470173),(16 5571011),(17 5700528),(18 5907916),(19 6157406.5),(20 6404489),(21 6600118.5),(22 6733908.5),(23 6813577.5),(24 6860139.5),(25 6868026),(26 6863555),(27 6860886),(28 6886049.5),(29 6964150.5),(30 7079611.5),(31 7194394),(32 7269543),(33 7284879),(34 7187039),(35 6995836),(36 6731655.5),(37 6446814),(38 6217360.5),(39 6044783),(40 5899647),(41 5780262),(42 5696447),(43 5709697),(44 5837241.5),(45 6059856.5),(46 6372320),(47 6709084),(48 6980127),(49 7154638),(50 7254987.5),(51 7291268),(52 7286184.5),(53 7256545),(54 7212414),(55 7184608),(56 7183541.5),(57 7214138),(58 7309164.5),(59 7427835),(60 7572462.5),(61 7762588.5),(62 7988241.5),(63 8203347.5),(64 8363294),(65 8444652),(66 8423464),(67 8312083.5),(68 8136071),(69 7897039.5),(70 7653684.5),(71 7457388.5),(72 7351431),(73 7340347),(74 7357511.5),(75 7391992.5),(76 7411045),(77 7371386),(78 7308933.5),(79 7215670.5),
(1 176754.05),(2 657661.7),(3 1314145),(4 2019639.3),(5 2680099),(6 3230655.5),(7 3637198),(8 3896537.5),(9 4073220),(10 4157503.5),(11 4167451.3),(12 4190715.8),(13 4231448.5),(14 4271866.5),(15 4313158.5),(16 4332566.5),(17 4346874.5),(18 4394837.5),(19 4497720),(20 4635922),(21 4800915),(22 4999094.5),(23 5196757.5),(24 5307031.5),(25 5296520.5),(26 5206799.5),(27 5082319.5),(28 4935945.5),(29 4802455.5),(30 4685933.5),(31 4584200.5),(32 4524170),(33 4496399),(34 4460801),(35 4407729.5),(36 4351526),(37 4333847.5),(38 4379944.5),(39 4499653),(40 4670292.5),(41 4891016.5),(42 5101785),(43 5282158.5),(44 5419600.5),(45 5472127.5),(46 5459928.5),(47 5386619.5),(48 5229972.5),(49 5036067.5),(50 4873587.5),(51 4774438),(52 4736525.5),(53 4767692.5),(54 4859893),(55 5023278.5),(56 5233625),(57 5452420),(58 5647772),(59 5829232.5),(60 5945549),(61 5989288),(62 5966225.5),(63 5900344),(64 5817952.5),(65 5762753),(66 5725988.5),(67 5710744),(68 5743040),(69 5810774.5),(70 5926957.5),(71 6065771),(72 6193913),(73 6302677.5),(74 6401341),(75 6505474),(76 6555768),(77 6517692),(78 6436381),(79 6366398),
(1 144745.89),(2 528534.94),(3 1038603.2),(4 1571789.5),(5 2030551.3),(6 2356337.3),(7 2554814.8),(8 2668999),(9 2729283.5),(10 2743170),(11 2746863),(12 2774994.3),(13 2809057.5),(14 2833538.5),(15 2856856.8),(16 2892886.5),(17 2968784.5),(18 3086205.5),(19 3252803.5),(20 3426201.5),(21 3611567),(22 3797628.3),(23 3946892.8),(24 4046750.5),(25 4060751),(26 3976435),(27 3875787.3),(28 3807568.5),(29 3744630.3),(30 3695255),(31 3651102.3),(32 3624169.5),(33 3592445),(34 3593083),(35 3640632.5),(36 3728157.8),(37 3848408.5),(38 3987224.8),(39 4132360.5),(40 4228999),(41 4290604.5),(42 4308079.5),(43 4310265.5),(44 4336650.5),(45 4394155),(46 4433140),(47 4474470),(48 4473562),(49 4434313),(50 4408733.5),(51 4451932.5),(52 4557208.5),(53 4698835),(54 4880132.5),(55 5068838.5),(56 5242342.5),(57 5367112),(58 5451840),(59 5503750),(60 5529725.5),(61 5522529),(62 5477180),(63 5410589),(64 5318812),(65 5209712),(66 5111783),(67 5063780.5),(68 5041082.5),(69 5052836),(70 5092972),(71 5119164.5),(72 5121568.5),(73 5131380),(74 5160247.5),(75 5130281.5),(76 5074294),(77 5017323),(78 5015046.5),(79 5077378),
(1 143646.95),(2 527895.44),(3 1025191.4),(4 1544401.9),(5 2016576),(6 2375171.3),(7 2613812.3),(8 2747658.8),(9 2807655.5),(10 2838853.3),(11 2955219.5),(12 3117558),(13 3273988.5),(14 3383711.8),(15 3440326.3),(16 3473940.3),(17 3542963.8),(18 3652909.5),(19 3788934),(20 3936458.8),(21 4087936.5),(22 4244696),(23 4328156.5),(24 4324392),(25 4244528.5),(26 4106959.5),(27 3995351.8),(28 3938439),(29 3943605.5),(30 3987234.5),(31 4040623.3),(32 4084678),(33 4078733),(34 4057481.5),(35 4035204.3),(36 4015132),(37 4020468.8),(38 4050829.8),(39 4109566.3),(40 4161493.3),(41 4202766),(42 4212174.5),(43 4156494.3),(44 4047185.3),(45 3940750.8),(46 3915167.5),(47 4007239),(48 4173693.5),(49 4334082),(50 4430233.5),(51 4439416.5),(52 4368123.5),(53 4253344),(54 4143882),(55 4077712.5),(56 4084796),(57 4141845.5),(58 4213249),(59 4270769.5),(60 4291757),(61 4261051.5),(62 4189338.8),(63 4064655.5),(64 3933124.3),(65 3834789.3),(66 3803629),(67 3852286.3),(68 3940037.5),(69 4028093),(70 4127914),(71 4197866.5),(72 4227719.5),(73 4222376.5),(74 4212574.5),(75 4241670.5),(76 4304415.5),(77 4389048),(78 4478474.5),(79 4538101.5),
(1 143392.52),(2 527895.06),(3 1036896.25),(4 1575607.9),(5 2058867.3),(6 2416860),(7 2660713.3),(8 2832513.3),(9 2970244.8),(10 3084784.8),(11 3263743),(12 3428443),(13 3555971.8),(14 3689791.5),(15 3831928.3),(16 3966811.5),(17 4113398),(18 4254955.5),(19 4402015),(20 4515847.5),(21 4560616),(22 4540862),(23 4467025.5),(24 4387151),(25 4309240),(26 4250108.5),(27 4229468.5),(28 4186837),(29 4109492.5),(30 4028455.3),(31 3971869.8),(32 3945551.5),(33 3941393),(34 3978022.5),(35 4035072),(36 4101551.5),(37 4163720.3),(38 4169155.8),(39 4138217.3),(40 4080662.8),(41 4043320.8),(42 4028710.5),(43 4055200.5),(44 4109762.3),(45 4182939.5),(46 4255003),(47 4313300),(48 4386861.5),(49 4462517),(50 4531972.5),(51 4594439.5),(52 4620887),(53 4614944),(54 4598658.5),(55 4575719.5),(56 4529816),(57 4477518.5),(58 4469381.5),(59 4495480),(60 4536645.5),(61 4595632.5),(62 4657770),(63 4723370),(64 4743395.5),(65 4728630.5),(66 4719289.5),(67 4759202.5),(68 4811190),(69 4856268),(70 4920159.5),(71 5001271),(72 5070675),(73 5089224),(74 5067278.5),(75 5020399.5),(76 4939331.5),(77 4821036.5),(78 4698401),(79 4569826.5),
(1 158597.28),(2 569101.8),(3 1080820.8),(4 1605106.9),(5 2080166.5),(6 2410491.8),(7 2610031.3),(8 2739156.5),(9 2836233),(10 2931804.3),(11 3092230.3),(12 3256932),(13 3395170),(14 3515604.5),(15 3608646.5),(16 3681293),(17 3707170.3),(18 3680651),(19 3647481.3),(20 3645299.3),(21 3666477.8),(22 3687480.5),(23 3719428),(24 3728756.5),(25 3691858),(26 3620407.5),(27 3529801),(28 3470643.5),(29 3462953),(30 3516292.5),(31 3607455),(32 3728285.8),(33 3869150.8),(34 4003331),(35 4089978.8),(36 4095950.3),(37 4041174.3),(38 3935721.3),(39 3829100.5),(40 3723630.5),(41 3629583),(42 3568406.8),(43 3520690.5),(44 3525730),(45 3588994),(46 3614337.8),(47 3603766.3),(48 3562089.8),(49 3492705),(50 3416288.5),(51 3371308.5),(52 3374083),(53 3434857.3),(54 3537524.5),(55 3638787.5),(56 3708852.3),(57 3732996),(58 3719025.3),(59 3681458),(60 3642812.5),(61 3638661),(62 3648190.8),(63 3677820.3),(64 3706110.5),(65 3714499),(66 3732090.8),(67 3763608.5),(68 3794598.3),(69 3816544.5),(70 3817834.8),(71 3807402.8),(72 3779794.3),(73 3748022.3),(74 3750290.3),(75 3771781.3),(76 3799299),(77 3838308.5),(78 3916603),(79 4011473),
(1 142260.44),(2 502962.75),(3 928700.8),(4 1319435),(5 1635223.9),(6 1850230.1),(7 2001362),(8 2108713),(9 2186052.8),(10 2244422.3),(11 2307980.3),(12 2372770.8),(13 2455278.3),(14 2554744.3),(15 2654737.3),(16 2744263),(17 2816794.5),(18 2868658.3),(19 2937973.8),(20 3005124.8),(21 3051601.5),(22 3063073.8),(23 3056527.8),(24 3023936.8),(25 2979260.8),(26 2925257.8),(27 2877286),(28 2864407),(29 2901679),(30 2980918.8),(31 3069700),(32 3156873.8),(33 3227131.3),(34 3264727.8),(35 3249477.5),(36 3200752.8),(37 3133504),(38 3055950.3),(39 3024003.5),(40 3017693.5),(41 3030986.5),(42 3078684),(43 3161626),(44 3213983.8),(45 3260124),(46 3260104.3),(47 3228253),(48 3215551.3),(49 3202813.8),(50 3184218),(51 3167964.8),(52 3162774.8),(53 3183922.5),(54 3225892.5),(55 3249743.8),(56 3235472.3),(57 3194421.3),(58 3173700),(59 3173933),(60 3170803),(61 3164287.8),(62 3162964.5),(63 3170020),(64 3171958),(65 3160301.5),(66 3139406.3),(67 3109690.8),(68 3079641.8),(69 3054259.3),(70 3045216.3),(71 3052839.5),(72 3093025.5),(73 3141520),(74 3167143.5),(75 3169425.8),(76 3171437.8),(77 3187139),(78 3205610.5),(79 3238308.5),
(1 136809.5),(2 477502.53),(3 902622.75),(4 1310739.9),(5 1637707.9),(6 1882359.9),(7 2072270.3),(8 2240129.8),(9 2397644.5),(10 2519695),(11 2613037.3),(12 2640796.5),(13 2639009.5),(14 2638455.8),(15 2647819),(16 2669536.3),(17 2710019.3),(18 2758498.5),(19 2813298.8),(20 2859431),(21 2878184.3),(22 2874318.3),(23 2840699.3),(24 2787119),(25 2716706.8),(26 2642312.5),(27 2608533.5),(28 2605612.5),(29 2649585.5),(30 2725045),(31 2806323.5),(32 2872131),(33 2919391.3),(34 2937712.8),(35 2917662.5),(36 2898965.8),(37 2880759),(38 2853778),(39 2850811.8),(40 2877823),(41 2928890),(42 2997421.5),(43 3055599),(44 3066976.8),(45 3079916.8),(46 3093153),(47 3117181.8),(48 3162089.3),(49 3200786.3),(50 3219661.5),(51 3218245),(52 3195864.5),(53 3168099.5),(54 3121380.5),(55 3088266.8),(56 3113833.5),(57 3174638.5),(58 3257961),(59 3302838),(60 3277147),(61 3227039.3),(62 3179853.8),(63 3142429.5),(64 3111545.3),(65 3078252.8),(66 3049847.5),(67 3043921),(68 3051639.5),(69 3076597.3),(70 3119404),(71 3180871.5),(72 3268464.8),(73 3321739.5),(74 3325447),(75 3344430.5),(76 3363531.5),(77 3390789),(78 3427916.8),(79 3451389.3),
(1 124307.11),(2 420286.84),(3 764164.8),(4 1072422),(5 1320960.5),(6 1529236.3),(7 1684849.8),(8 1824777.1),(9 1946457.8),(10 2031870),(11 2119405.5),(12 2176689.5),(13 2249526),(14 2323882),(15 2384070),(16 2429071.5),(17 2422401.3),(18 2370085.3),(19 2299935.5),(20 2235195.5),(21 2190254.5),(22 2172871.5),(23 2171102.3),(24 2178187.3),(25 2180880.8),(26 2211541.3),(27 2276935),(28 2327114.5),(29 2355564.5),(30 2371919),(31 2381675.5),(32 2376393.5),(33 2373411.5),(34 2391179.8),(35 2410860.3),(36 2419545.3),(37 2380036.3),(38 2308002.3),(39 2256690.3),(40 2259203.3),(41 2292233.3),(42 2332050.8),(43 2386981),(44 2421696.5),(45 2443683.5),(46 2460601),(47 2451917.8),(48 2425463.8),(49 2389793.8),(50 2351487.5),(51 2333232.3),(52 2346919.8),(53 2383525),(54 2417889),(55 2450501),(56 2475452.3),(57 2469005),(58 2466043.5),(59 2490798.5),(60 2521109.5),(61 2578682.8),(62 2664959.3),(63 2739792.8),(64 2769043.5),(65 2767237.5),(66 2773678.5),(67 2819173.8),(68 2907537),(69 2997986.5),(70 3089943.5),(71 3185527),(72 3270838),(73 3311950.5),(74 3321553.5),(75 3326103.8),(76 3320960),(77 3301015.5),(78 3301776.3),(79 3321019),
(1 115906.164),(2 389835.97),(3 699227.8),(4 947295.25),(5 1115581.1),(6 1235394.8),(7 1315193),(8 1397592.5),(9 1485650.5),(10 1577743.6),(11 1676894.1),(12 1754901.4),(13 1798275.4),(14 1825029.1),(15 1854181.1),(16 1882500.8),(17 1903809.1),(18 1916203.8),(19 1920166.1),(20 1922202.5),(21 1959751.4),(22 2007843.8),(23 2057956.4),(24 2116114.5),(25 2165339.5),(26 2197548.3),(27 2208566.5),(28 2185244.5),(29 2152525.8),(30 2137822.3),(31 2162850),(32 2206134.5),(33 2237490.8),(34 2246478),(35 2236784.5),(36 2224251.5),(37 2209610.5),(38 2198432.5),(39 2221750.8),(40 2260334),(41 2273152.3),(42 2270987),(43 2286870),(44 2285431.5),(45 2290638.8),(46 2361186),(47 2447630.3),(48 2500623),(49 2538462),(50 2577116.5),(51 2624284.3),(52 2664265.3),(53 2683736),(54 2703274.8),(55 2724938),(56 2737316),(57 2729142),(58 2710611),(59 2684490.8),(60 2663985.3),(61 2675860.5),(62 2712573.3),(63 2740215),(64 2727497.8),(65 2681622.8),(66 2656761.3),(67 2640330.8),(68 2622026.8),(69 2589982.8),(70 2562427.5),(71 2554539.8),(72 2556494),(73 2526581.8),(74 2484141.3),(75 2441221.3),(76 2395537.3),(77 2363555.5),(78 2367374.8),(79 2383634),
(1 119317.664),(2 386646.66),(3 664160),(4 865553.6),(5 987890.75),(6 1042923.56),(7 1064752.5),(8 1129643.9),(9 1231143),(10 1370902.6),(11 1461854.9),(12 1506693),(13 1519164.5),(14 1535491.5),(15 1567415.5),(16 1609224.1),(17 1652639.5),(18 1691846),(19 1737746.5),(20 1803005.9),(21 1885276.6),(22 1941838.3),(23 1972833.1),(24 1992482.9),(25 2034068.8),(26 2051904.1),(27 2061009.8),(28 2094803.9),(29 2127499),(30 2154820),(31 2148395.5),(32 2121333.8),(33 2085798),(34 2062409.8),(35 2039393.3),(36 2024368),(37 2029091),(38 2059059),(39 2116904.3),(40 2168697),(41 2205809.5),(42 2225337.5),(43 2258153.3),(44 2293196.3),(45 2298250),(46 2292175.3),(47 2286480.8),(48 2273811.3),(49 2248681.5),(50 2198419.5),(51 2156700.3),(52 2128634.8),(53 2108090.3),(54 2099024.3),(55 2105065.8),(56 2136124),(57 2182523.3),(58 2240064.8),(59 2258884.5),(60 2217995.5),(61 2150807.8),(62 2098699.5),(63 2067157.8),(64 2054730.9),(65 2077711.1),(66 2136165.8),(67 2195093.3),(68 2230574.5),(69 2233742.5),(70 2245433.5),(71 2286119.8),(72 2322507),(73 2327634.8),(74 2344109.8),(75 2388250.3),(76 2444532),(77 2485895.8),(78 2504167),(79 2503393.8),
