1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 58842.574),(2 31528.922),(3 121242.664),(4 121859.53),(5 234717.33),(6 256879.36),(7 389852.88),(8 430593.72),(9 578805.3),(10 640119.6),(11 802896.7),(12 886735),(13 1068592.6),(14 1163564),(15 1339602.6),(16 1443457.5),(17 1652771.5),(18 1791450),(19 2013953.4),(20 2173581.8),(21 2429050.3),(22 2620841),(23 2881386.8),(24 3079138),(25 3361009),(26 3568547.3),(27 3884757),(28 4109508.8),(29 4424334.5),(30 4652320.5),(31 4953109.5),(32 5155605.5),(33 5455822),(34 5614805.5),(35 5831276.5),(36 5986150.5),(37 6217344),(38 6374432),(39 6577030.5),(40 6716812),(41 6918662.5),(42 7049838.5),(43 7212275.5),(44 7314622.5),(45 7440064.5),(46 7512197.5),(47 7616222.5),(48 7637705.5),(49 7712081.5),(50 7717224),(51 7768900),(52 7772518.5),(53 7829118),(54 7815086.5),(55 7873977.5),(56 7888916.5),(57 7971606.5),(58 7976929.5),(59 8047630.5),(60 8062290.5),(61 8134794.5),(62 8148311.5),(63 8249525.5),(64 8287009.5),(65 8409230),(66 8473760),(67 8596263),(68 8680116),(69 8829936),(70 8959995),(71 9165261),(72 9334968),(73 9524505),(74 9665278),(75 9878207),(76 9989256),(77 10145623),(78 10220636),(79 10346212),
(1 32987.38),(2 98155.555),(3 214350.89),(4 348015.88),(5 517833.88),(6 687915.6),(7 873444.5),(8 1047209.8),(9 1221953.9),(10 1372100.5),(11 1515271.9),(12 1631311),(13 1737964.5),(14 1816429.3),(15 1886315.3),(16 1925001.8),(17 1956607.1),(18 1965157),(19 1977592.8),(20 1983687.5),(21 1999874.4),(22 2007186.3),(23 2028710.4),(24 2047037.4),(25 2080298.6),(26 2115019.3),(27 2167796.3),(28 2220192),(29 2293688.8),(30 2370984.3),(31 2465280),(32 2559398.5),(33 2666803.3),(34 2769603.5),(35 2874879),(36 2965462.3),(37 3058639.3),(38 3137464.3),(39 3212460.8),(40 3267214),(41 3314276.3),(42 3330856),(43 3333182.3),(44 3303068.3),(45 3270119.8),(46 3215375.8),(47 3170240),(48 3115163.3),(49 3076066.8),(50 3041543),(51 3036171.5),(52 3037679.3),(53 3075241.8),(54 3123361),(55 3203918.5),(56 3291908.8),(57 3407090.8),(58 3531303.3),(59 3672540.3),(60 3801421.3),(61 3938851.5),(62 4049326.5),(63 4154203.5),(64 4222337.5),(65 4279302.5),(66 4292765),(67 4292485),(68 4251811),(69 4205919.5),(70 4128405.5),(71 4059360),(72 3968145),(73 3898333.5),(74 3821129.8),(75 3775456),(76 3721694.5),(77 3700150.3),(78 3673390.5),(79 3667152.8),
(1 28320.662),(2 80869.484),(3 176806.69),(4 283047),(5 417527.66),(6 547482.94),(7 689888.5),(8 819152.94),(9 952975.8),(10 1069217.4),(11 1185361.9),(12 1286269.1),(13 1390500.6),(14 1477829),(15 1563336.6),(16 1633632),(17 1703930.1),(18 1766401.6),(19 1832101.1),(20 1889799.9),(21 1954568.6),(22 2005726.6),(23 2059758),(24 2105564.8),(25 2159385.5),(26 2208607),(27 2269834),(28 2322649.3),(29 2390820.3),(30 2454585.3),(31 2528693.8),(32 2595682),(33 2674573.3),(34 2745090),(35 2819203.3),(36 2886885.3),(37 2960669.3),(38 3029681.3),(39 3103759.3),(40 3165210),(41 3228919.3),(42 3272817.3),(43 3319669.3),(44 3350136.3),(45 3384938.3),(46 3403337.3),(47 3427586.8),(48 3441018),(49 3464863.3),(50 3486684.3),(51 3523501),(52 3558432),(53 3615066.8),(54 3667932),(55 3737175.3),(56 3801393.3),(57 3877784.3),(58 3938371),(59 4006378.8),(60 4055074),(61 4110351),(62 4141688.3),(63 4172195.3),(64 4173848),(65 4170038.8),(66 4134569.3),(67 4099566),(68 4048962),(69 4008030.3),(70 3953572),(71 3913291.3),(72 3862689.3),(73 3836548),(74 3801883.3),(75 3791858),(76 3767482.3),(77 3761254.8),(78 3729880),(79 3717706.8),
(1 23918.715),(2 63281.305),(3 139357.66),(4 217965.52),(5 320834.88),(6 415559.38),(7 524378.75),(8 619776.25),(9 724874.06),(10 811958.8),(11 907635.6),(12 985117.5),(13 1068959.3),(14 1134089.3),(15 1206155),(16 1258673),(17 1318955.3),(18 1366849.3),(19 1431001.1),(20 1487014.4),(21 1561276.5),(22 1624699.4),(23 1708274.9),(24 1777578.1),(25 1859688.6),(26 1923053),(27 1995593.3),(28 2046506.9),(29 2113587),(30 2150816.3),(31 2199998),(32 2226655.8),(33 2269792.8),(34 2290887.3),(35 2322440),(36 2332090.5),(37 2365844.3),(38 2389276.3),(39 2441808.3),(40 2487173.5),(41 2555766),(42 2614977),(43 2695046),(44 2757394),(45 2840355.3),(46 2905524.3),(47 2981527),(48 3036293.5),(49 3098659.8),(50 3138389),(51 3189027.3),(52 3222490.5),(53 3268634.5),(54 3302601),(55 3346034.5),(56 3374083.3),(57 3415759.3),(58 3445113),(59 3488648.8),(60 3512174.8),(61 3545770.5),(62 3565685.5),(63 3594807.3),(64 3605734.8),(65 3624415),(66 3625451),(67 3637334.5),(68 3637228.5),(69 3650710.5),(70 3648837.8),(71 3657794),(72 3652144.3),(73 3657791.3),(74 3644544.8),(75 3633193.5),(76 3609402.3),(77 3584871),(78 3538982),(79 3505068.8),
(1 27796.51),(2 81461.13),(3 182494.84),(4 295384.63),(5 443638.88),(6 584597.94),(7 742970.9),(8 882581.4),(9 1028014.56),(10 1145131.3),(11 1262714.8),(12 1349518.5),(13 1433050.8),(14 1487327.5),(15 1544659),(16 1576377.1),(17 1619905.6),(18 1649345.3),(19 1695874.3),(20 1737808),(21 1807473.1),(22 1871549.8),(23 1957339),(24 2028639.4),(25 2115175.8),(26 2176913),(27 2243467.3),(28 2291151.8),(29 2347123.3),(30 2378755.8),(31 2419886.5),(32 2441401.5),(33 2476723.8),(34 2493914.5),(35 2523751.5),(36 2535676.8),(37 2564130.5),(38 2576697.3),(39 2610510.8),(40 2626474.5),(41 2666093),(42 2681547),(43 2719177),(44 2738150.8),(45 2777954.5),(46 2792614.5),(47 2824676.5),(48 2837224.3),(49 2865056.3),(50 2876524.5),(51 2911806),(52 2928803),(53 2969203),(54 2995054.8),(55 3040466.5),(56 3071823.3),(57 3130990.5),(58 3179989),(59 3249659.3),(60 3296306.3),(61 3359440.3),(62 3397579.5),(63 3446873),(64 3470931.8),(65 3504121),(66 3499087),(67 3502591.3),(68 3477512),(69 3457349.5),(70 3408272.3),(71 3367660.3),(72 3313460.5),(73 3268894.5),(74 3203874.5),(75 3146355.5),(76 3078762),(77 3023168.8),(78 2950261.8),(79 2893494.8),
(1 29005.49),(2 87459.555),(3 192071.4),(4 309282.4),(5 457065.06),(6 595665.56),(7 744793.06),(8 874631.25),(9 1006699.3),(10 1111463.8),(11 1212268.4),(12 1289693.9),(13 1364925.8),(14 1409002.4),(15 1453767),(16 1473306.9),(17 1504686.6),(18 1525108),(19 1562774.5),(20 1592465.5),(21 1642211.4),(22 1680397.9),(23 1736555.8),(24 1781939),(25 1845207.4),(26 1897600.6),(27 1958392.6),(28 2000343.1),(29 2054580.5),(30 2094421.4),(31 2142324.8),(32 2167638.5),(33 2202159),(34 2219092.3),(35 2245991.8),(36 2262935.8),(37 2301104.5),(38 2331456),(39 2389977.5),(40 2436410.5),(41 2501857),(42 2548796.8),(43 2615145.8),(44 2664426.8),(45 2722752),(46 2757085.8),(47 2797381.8),(48 2814114.3),(49 2836486.8),(50 2839350.8),(51 2858266.8),(52 2858772.8),(53 2884123.5),(54 2898530),(55 2937585.8),(56 2962127.8),(57 3014696.5),(58 3050340.8),(59 3099275.8),(60 3128303.5),(61 3168657),(62 3180942),(63 3203574.5),(64 3195344.3),(65 3198534),(66 3168867.5),(67 3144539.8),(68 3085169),(69 3036491),(70 2954175.8),(71 2884230.3),(72 2782033.3),(73 2699537.5),(74 2596078.5),(75 2511769),(76 2413887.8),(77 2345531.5),(78 2264869.3),(79 2212205),
(1 26510.398),(2 78907.016),(3 171776.94),(4 274462.78),(5 401460),(6 520970.94),(7 651782.1),(8 771397.44),(9 895775.06),(10 999422.7),(11 1101578.8),(12 1186783.1),(13 1269980.9),(14 1333184.9),(15 1396424.3),(16 1443405.9),(17 1501343.3),(18 1552707.1),(19 1616975.4),(20 1677370.1),(21 1755248.3),(22 1833304.3),(23 1926733.6),(24 2008626.3),(25 2100840.8),(26 2178480.8),(27 2260369.5),(28 2321479.5),(29 2380721.8),(30 2411115.8),(31 2441767.5),(32 2450043.3),(33 2465658.3),(34 2458616),(35 2460684.3),(36 2451656),(37 2462536.5),(38 2471032),(39 2498821.3),(40 2529025.8),(41 2573479),(42 2612921),(43 2664458.8),(44 2696876.8),(45 2733301.8),(46 2753536.5),(47 2772737),(48 2771633.8),(49 2767114.5),(50 2747011.5),(51 2736954.3),(52 2711771.3),(53 2699983),(54 2678214.5),(55 2670696.3),(56 2652276),(57 2650218.3),(58 2636416.8),(59 2631609),(60 2611260.8),(61 2601685.3),(62 2579939),(63 2564332.8),(64 2536429.3),(65 2523502.3),(66 2494943.5),(67 2475154.8),(68 2448786.3),(69 2439334.5),(70 2418181.8),(71 2413558.5),(72 2403962.5),(73 2414479),(74 2421293.8),(75 2447641.3),(76 2464750.5),(77 2501394.8),(78 2522791.8),(79 2553326.5),
(1 23914.2),(2 68860.55),(3 149325.31),(4 237004.81),(5 347350.44),(6 449652.94),(7 562634.8),(8 664511.4),(9 773793.7),(10 864499.5),(11 957352.56),(12 1031849.4),(13 1112407.8),(14 1178246.3),(15 1248057.8),(16 1303624.3),(17 1368998.1),(18 1426087.4),(19 1493388.8),(20 1551570.6),(21 1619647.5),(22 1675694.3),(23 1743144.3),(24 1798755.8),(25 1860867.6),(26 1905347.6),(27 1954233.6),(28 1983127.4),(29 2015952.8),(30 2024217.9),(31 2037765.9),(32 2037123.1),(33 2043373.6),(34 2032646.5),(35 2028428.6),(36 2007385.6),(37 1998015),(38 1983742.3),(39 1987866.4),(40 1991991.5),(41 2012027.5),(42 2022784),(43 2045558.9),(44 2052947.1),(45 2064539.1),(46 2057906.4),(47 2052015),(48 2028198.6),(49 2007492.1),(50 1973552.5),(51 1950954.5),(52 1923185.5),(53 1913280.4),(54 1898553.3),(55 1901188),(56 1895061.9),(57 1906744.9),(58 1915066.5),(59 1933175),(60 1933534.8),(61 1934458.4),(62 1917409.6),(63 1903526.5),(64 1879047.1),(65 1865444.1),(66 1835650.6),(67 1815189.6),(68 1793982.8),(69 1785382.5),(70 1770907.1),(71 1767196),(72 1755715.1),(73 1756709.9),(74 1753724.8),(75 1765911.8),(76 1776619.3),(77 1800176),(78 1818109.9),(79 1847505),
(1 21413.344),(2 59593.6),(3 126312.195),(4 195703.38),(5 285084.6),(6 364504.88),(7 454881.34),(8 531635.25),(9 617836.7),(10 690053.7),(11 769903.25),(12 831401.3),(13 896304.06),(14 944839.9),(15 997617.44),(16 1040332.4),(17 1093423.4),(18 1139003.4),(19 1194128),(20 1238455.8),(21 1290666.1),(22 1330799.1),(23 1376958.4),(24 1410310.1),(25 1452928.8),(26 1482605.1),(27 1519619.6),(28 1541636.8),(29 1570752.1),(30 1587163.6),(31 1608523.9),(32 1614559.8),(33 1627407),(34 1628249.5),(35 1637012.6),(36 1629177.6),(37 1626455.3),(38 1610924.4),(39 1608417.5),(40 1592191.5),(41 1587214),(42 1569662),(43 1570650.1),(44 1564770.9),(45 1574674.5),(46 1576873),(47 1594951.8),(48 1605807.1),(49 1633934.5),(50 1655132.8),(51 1688061.6),(52 1710579.3),(53 1743290.6),(54 1768050),(55 1801885.1),(56 1823089.9),(57 1851690.1),(58 1871052),(59 1891250.5),(60 1894992.3),(61 1907462),(62 1907336),(63 1920908.9),(64 1920653.1),(65 1927815.8),(66 1914390.5),(67 1908874.3),(68 1899603),(69 1901140),(70 1896401),(71 1902990.3),(72 1901035.1),(73 1909010.4),(74 1907454),(75 1907532.9),(76 1893572.3),(77 1886743.6),(78 1870676.3),(79 1857257),
(1 22112.955),(2 62414.117),(3 133938.5),(4 208362.31),(5 300849.78),(6 382538.8),(7 473754.6),(8 553391.3),(9 642258.8),(10 720221.1),(11 802980.56),(12 871806.06),(13 947634),(14 1003726.9),(15 1065251.8),(16 1109885.8),(17 1162580),(18 1199044.8),(19 1248202.8),(20 1284346.1),(21 1335384.8),(22 1375666),(23 1424946.5),(24 1455230.5),(25 1494188.8),(26 1515266.5),(27 1543937.4),(28 1556287.8),(29 1573992.9),(30 1574801.3),(31 1581413.8),(32 1569880.5),(33 1565135.8),(34 1541698.3),(35 1525844.3),(36 1492564.3),(37 1470385.6),(38 1436243.9),(39 1420873.5),(40 1396364.5),(41 1388312.3),(42 1368526.8),(43 1363166.6),(44 1344585),(45 1336622.6),(46 1315509.8),(47 1309247.8),(48 1293996),(49 1295991.5),(50 1292364.8),(51 1307583.5),(52 1316943.8),(53 1345551.4),(54 1364386.1),(55 1394471.6),(56 1405566.8),(57 1425659),(58 1433780.9),(59 1450213.5),(60 1454645.5),(61 1468762.1),(62 1467842.9),(63 1483434),(64 1483951.6),(65 1491077.5),(66 1478386.3),(67 1477730.3),(68 1464061),(69 1459620),(70 1437592.8),(71 1428933.1),(72 1405584),(73 1396474),(74 1376254.8),(75 1370060.8),(76 1351278.4),(77 1348215.4),(78 1331067.3),(79 1329934.8),
(1 21751.285),(2 62520.52),(3 132247.33),(4 207778.44),(5 297638.66),(6 376524.3),(7 459548.88),(8 530370.6),(9 605995.9),(10 669543),(11 736333.9),(12 789290.75),(13 844790.1),(14 884693.6),(15 930573),(16 966587.7),(17 1011393.94),(18 1049234.4),(19 1094779.4),(20 1132325.3),(21 1177446.4),(22 1211819),(23 1250677.6),(24 1277901),(25 1309348),(26 1324679.6),(27 1343696.5),(28 1346637),(29 1351806.3),(30 1340035.8),(31 1332178),(32 1315082.8),(33 1304136.6),(34 1284889),(35 1269983.3),(36 1242381.6),(37 1218169.8),(38 1184168),(39 1159570.9),(40 1131309.3),(41 1115482),(42 1099931.9),(43 1101349.4),(44 1100713.9),(45 1113349.3),(46 1120508.9),(47 1137753.6),(48 1146715),(49 1167363.9),(50 1186528),(51 1218867.5),(52 1249699.5),(53 1291192.3),(54 1324155.5),(55 1364308.5),(56 1390977.3),(57 1421396.5),(58 1443085),(59 1471619.9),(60 1491119.3),(61 1519101),(62 1537574.4),(63 1561869.1),(64 1575418.6),(65 1591174.8),(66 1587498.4),(67 1585386),(68 1567983.4),(69 1552840.4),(70 1524441.8),(71 1500386.5),(72 1467666.4),(73 1441187.5),(74 1404493.1),(75 1374810.1),(76 1334132.9),(77 1303744),(78 1264046.8),(79 1231357.5),
(1 21280.563),(2 60538.016),(3 128471.516),(4 198808.52),(5 282922.34),(6 354720.03),(7 429745.78),(8 489246.84),(9 550942.2),(10 597427),(11 648907.7),(12 691540.94),(13 744450.9),(14 788902.2),(15 843386.5),(16 888689.94),(17 939030.75),(18 975358.4),(19 1020205.4),(20 1051644.1),(21 1086001.4),(22 1107465.1),(23 1134713.4),(24 1149584.5),(25 1168509.8),(26 1171109),(27 1172771.3),(28 1160877.4),(29 1154984.4),(30 1135127),(31 1122277.6),(32 1100933),(33 1089010.4),(34 1065192),(35 1047215.9),(36 1015203.75),(37 985271.9),(38 944804.6),(39 915346.2),(40 881213.94),(41 859701.5),(42 835556.3),(43 824965.7),(44 816395.44),(45 823870.6),(46 831730.7),(47 850248.1),(48 865434),(49 892868.06),(50 915091.7),(51 945373.7),(52 966870.2),(53 999112.7),(54 1023441),(55 1056026.4),(56 1083296.6),(57 1117049.1),(58 1141676.3),(59 1168027.3),(60 1183725),(61 1200840.6),(62 1209290.5),(63 1225470.9),(64 1234680.4),(65 1251256.5),(66 1257474),(67 1268429.3),(68 1269408.1),(69 1272297.1),(70 1263305.3),(71 1255833),(72 1234628),(73 1218019.5),(74 1188091.1),(75 1159698.6),(76 1122313.5),(77 1089771.1),(78 1050980.8),(79 1022932.8),
(1 22095.951),(2 63481.223),(3 133334.3),(4 206009.84),(5 290150.3),(6 361562.97),(7 433577.38),(8 489090.44),(9 546513.1),(10 588608.25),(11 632428.5),(12 664573.1),(13 699467.2),(14 721522.75),(15 747951.06),(16 763486),(17 781735.3),(18 791661.7),(19 809119.44),(20 817794.6),(21 835012.25),(22 846786.25),(23 862687.56),(24 867281.75),(25 877308.9),(26 875257.56),(27 880320),(28 873292.25),(29 877272.2),(30 866712.8),(31 863420.25),(32 848828.75),(33 846284.75),(34 834741.1),(35 833845.9),(36 826751.3),(37 838132.7),(38 842963.6),(39 869567.8),(40 888443.25),(41 920859.75),(42 944711.25),(43 982515.44),(44 1006830.44),(45 1042630.75),(46 1069728.1),(47 1108198.5),(48 1138308.4),(49 1175194.8),(50 1202024.8),(51 1238105.9),(52 1263386.5),(53 1305401.1),(54 1336102.5),(55 1378222.5),(56 1406386.1),(57 1444318.5),(58 1472222.5),(59 1503995.8),(60 1522297.5),(61 1541928.3),(62 1538739.9),(63 1533393.8),(64 1506885.5),(65 1485858.5),(66 1441440.5),(67 1402363.4),(68 1349409.5),(69 1308246.1),(70 1255537.5),(71 1217031.8),(72 1169856.6),(73 1136025),(74 1092814.3),(75 1060475.3),(76 1020015.25),(77 993640.1),(78 957916.56),(79 935488.1),
(1 21224.94),(2 62607.39),(3 131113.7),(4 201852.02),(5 283646.78),(6 356518.47),(7 433375.13),(8 496121.25),(9 560275.25),(10 609435.7),(11 658417.2),(12 695153.3),(13 733534.44),(14 761528.44),(15 792644.8),(16 814893.75),(17 839038.44),(18 851944.6),(19 866910.1),(20 872755.6),(21 881244.44),(22 881582.25),(23 888074.25),(24 887556.25),(25 889139.44),(26 877277.94),(27 868295),(28 848411.44),(29 832208.25),(30 805243.2),(31 785671.56),(32 762695.4),(33 750222.7),(34 733740.25),(35 726435.2),(36 716871.9),(37 720761.5),(38 720337.56),(39 733688.94),(40 744767),(41 766675),(42 786344.8),(43 817831.44),(44 839860.44),(45 869509.7),(46 890357.1),(47 915216.2),(48 926631.06),(49 943992.56),(50 952664.75),(51 967783.06),(52 973340.6),(53 986859),(54 992604),(55 1007136.2),(56 1012543.94),(57 1027727.56),(58 1031677.56),(59 1041111.6),(60 1037366.3),(61 1039927.2),(62 1030301.56),(63 1026980.06),(64 1016586.25),(65 1016387.94),(66 1005303.94),(67 1002664.56),(68 991584.6),(69 992288),(70 985545.9),(71 989023.06),(72 984668.25),(73 990176.75),(74 985235.2),(75 984801.2),(76 971960.44),(77 966318.7),(78 951431.44),(79 946582.9),
(1 20078.9),(2 58519.32),(3 121471.31),(4 184747.02),(5 255470.95),(6 314928.88),(7 375743.66),(8 422847.16),(9 472736.5),(10 508736.34),(11 546003.1),(12 570654.7),(13 600557.94),(14 619981.8),(15 648551.8),(16 670656.7),(17 701025.25),(18 720092.7),(19 743879.4),(20 756222.25),(21 772546.5),(22 777446.06),(23 781498.4),(24 773807.8),(25 767636),(26 748665.75),(27 734217.75),(28 714589.44),(29 705807.7),(30 691063.75),(31 685908.9),(32 674799.4),(33 675463.9),(34 670704.2),(35 681657.3),(36 692802.1),(37 717459.1),(38 732020.56),(39 759379.75),(40 781339.56),(41 813051.1),(42 838319.2),(43 873436.8),(44 897654.94),(45 930236.6),(46 953281.44),(47 981356.4),(48 997741.9),(49 1016788.44),(50 1023871.4),(51 1033236.8),(52 1031558.9),(53 1037402.5),(54 1033717.06),(55 1037766.94),(56 1031301.9),(57 1027990.56),(58 1011343.6),(59 996567.8),(60 969210.7),(61 950814.9),(62 926902.4),(63 916525.7),(64 903187.94),(65 904451.4),(66 899461.3),(67 908057.06),(68 912345.9),(69 929983.3),(70 940381.5),(71 958463.1),(72 967184),(73 981026.75),(74 981015.8),(75 982479.75),(76 968993.6),(77 958606.94),(78 938676.2),(79 926934.56),
(1 18412.941),(2 52572.465),(3 108947.82),(4 165424.22),(5 228928.06),(6 281503.03),(7 333743),(8 370542.1),(9 406877.97),(10 428831.2),(11 454182.56),(12 469661.6),(13 492481.7),(14 507754.84),(15 530026.5),(16 545570.56),(17 568870.9),(18 585770.94),(19 608674.25),(20 622600),(21 643437),(22 651940.56),(23 661446.7),(24 659132.6),(25 665783.5),(26 663626.4),(27 672591),(28 672137.94),(29 681112.94),(30 675642.25),(31 677618.94),(32 671409.4),(33 674410.1),(34 670408.9),(35 677088.25),(36 677608.6),(37 689122),(38 696317.94),(39 718433.2),(40 733621.25),(41 755272.2),(42 765947),(43 789477.9),(44 803139.1),(45 825180.56),(46 838739.1),(47 859179),(48 872728.56),(49 892613.5),(50 899135.44),(51 909714.25),(52 906558.56),(53 909079.3),(54 904385.7),(55 903071.94),(56 888761.75),(57 876725),(58 855278.06),(59 841583.8),(60 824070.4),(61 825608.2),(62 829487.4),(63 846943.94),(64 860516),(65 877015.8),(66 875251.2),(67 878774.75),(68 875130.75),(69 881596.25),(70 882460.25),(71 892379.94),(72 896773.25),(73 908450.94),(74 910457.75),(75 913525.3),(76 903159.8),(77 894572.6),(78 879454.3),(79 872992.9),
(1 19377.3),(2 55320.156),(3 113929.55),(4 172218.69),(5 239090.63),(6 294345),(7 349039.1),(8 386595.9),(9 423711.8),(10 445402.47),(11 469998.8),(12 483826.75),(13 503638.06),(14 513998.16),(15 530440.25),(16 538006.5),(17 553583.1),(18 561552),(19 578917.6),(20 588351.1),(21 608251.6),(22 619612.44),(23 638679.75),(24 650209.25),(25 667510.94),(26 674341),(27 692349.5),(28 699690.2),(29 711916.1),(30 711880.3),(31 716926.9),(32 709141.9),(33 707788.06),(34 696868.1),(35 696297.7),(36 687914.06),(37 688298),(38 683338.7),(39 689734),(40 688975.1),(41 696321.6),(42 699048.4),(43 712937.8),(44 722984.8),(45 743929.8),(46 761060),(47 785739.7),(48 805602.75),(49 831615.8),(50 849009.5),(51 870350.7),(52 877993.3),(53 891317.7),(54 893415.44),(55 896658.7),(56 892713.1),(57 897940.4),(58 901666.1),(59 915489.5),(60 924806.4),(61 943106.56),(62 953904.75),(63 969096.3),(64 974452),(65 984832.3),(66 983655.25),(67 989039.7),(68 988987.1),(69 996911.6),(70 995659.5),(71 999430.1),(72 993337.1),(73 994425.9),(74 986585.5),(75 989184.4),(76 985775.6),(77 988370.94),(78 978964.56),(79 976362.5),
(1 19623.682),(2 56548.473),(3 114404.71),(4 170436.4),(5 231706.31),(6 280575.44),(7 329009.13),(8 361841.34),(9 394455.9),(10 415664.88),(11 443128.1),(12 463870.5),(13 491089.34),(14 509910.03),(15 534544.06),(16 550318.56),(17 568755.75),(18 576754.7),(19 585687),(20 585513.9),(21 590566.94),(22 590171.8),(23 597707.6),(24 599615.6),(25 609073.75),(26 609278.44),(27 615764.06),(28 616005.4),(29 622926.75),(30 620205.3),(31 621602.56),(32 615160.2),(33 616242.75),(34 612809),(35 614566.6),(36 608106.9),(37 606196.6),(38 595930.94),(39 596122.56),(40 588843.94),(41 587608.25),(42 580880.06),(43 582874.4),(44 580653.3),(45 584836.8),(46 583111.75),(47 588377.9),(48 590417.7),(49 600022.5),(50 604030.6),(51 616224),(52 620906.94),(53 631701.6),(54 635419.4),(55 642923.94),(56 646370.75),(57 657812),(58 664684.9),(59 680484.25),(60 689111.06),(61 704545.6),(62 711779.94),(63 723508.75),(64 726623),(65 733331.56),(66 727275.3),(67 726762.5),(68 719640.7),(69 717308.75),(70 707246.4),(71 703348.75),(72 692870.25),(73 692469.6),(74 687008.25),(75 692189.2),(76 690443.75),(77 694116.9),(78 687478.9),(79 688544.7),
