1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 10076.456),(2 29276.691),(3 51546.008),(4 72631.23),(5 91992.984),(6 106062.164),(7 117697.23),(8 126731.09),(9 134118.31),(10 141247.47),(11 147012.22),(12 152438.36),(13 156972.5),(14 158761.22),(15 160627.39),(16 163305.17),(17 164798.11),(18 165390.94),(19 165933.83),(20 165667.33),(21 164700.55),(22 163707.84),(23 162199.84),(24 161172.69),(25 160093.47),(26 158813.8),(27 159664.84),(28 161869.78),(29 164502.64),(30 167462.08),(31 169186.55),(32 170287.64),(33 171449.83),(34 170775.33),(35 170146.9),(36 169348.02),(37 167912.02),(38 167348.69),(39 167698.23),(40 167882.36),(41 168039),(42 168904.66),(43 168943.06),(44 169119.73),(45 169695.66),(46 169698.61),(47 170283.3),(48 170864.73),(49 171076.95),(50 171649.44),(51 172839.34),(52 171708.11),(53 171058.58),(54 170780.52),(55 170489.06),(56 170351.25),(57 171016.64),(58 171143.83),(59 170838.02),(60 170121.44),(61 169495.25),(62 169907.39),(63 171451.7),(64 173442.27),(65 175774.64),(66 177628.56),(67 178529.56),(68 179809.05),(69 181439.77),(70 182030.66),(71 183014.84),(72 184072.23),(73 184921.6),(74 185224.2),(75 184883.27),(76 183442.33),(77 181488.02),(78 181334.77),(79 180648.9),
(1 9614.809),(2 27571.346),(3 48187.707),(4 67548.45),(5 85434.7),(6 99251.14),(7 110472.266),(8 119324.23),(9 127682.46),(10 135400.75),(11 140283.45),(12 144350.89),(13 147870.8),(14 151060.7),(15 154363.44),(16 157903.5),(17 159621.23),(18 160799.38),(19 161142.56),(20 160849.61),(21 159995.3),(22 160311.22),(23 159707.48),(24 159382.36),(25 159668.16),(26 160541.61),(27 162528.45),(28 164591.38),(29 164831.53),(30 165093.08),(31 165653.16),(32 166744.52),(33 167150.61),(34 167349.92),(35 167898.45),(36 168209.6),(37 167745.72),(38 168262.1),(39 169424.97),(40 170443.48),(41 171369.08),(42 172316.16),(43 170982.08),(44 169956.34),(45 168990.17),(46 167852.88),(47 168052.89),(48 169563.86),(49 170790.14),(50 172026.58),(51 173028.53),(52 173284.05),(53 173483.02),(54 172274.19),(55 170179.08),(56 169409.47),(57 169611.81),(58 169121.72),(59 168082.89),(60 167164.19),(61 165091.08),(62 165020.88),(63 164785.98),(64 165122.78),(65 166141.58),(66 167449.63),(67 166891.38),(68 166125.97),(69 165635.27),(70 165810.56),(71 166298.22),(72 167800.72),(73 168961.77),(74 170498.55),(75 172330.23),(76 172818.27),(77 174625.61),(78 176082.08),(79 176926.92),
(1 9665.86),(2 27353.008),(3 47321.992),(4 65789.79),(5 83165.5),(6 95676.96),(7 106737.86),(8 115981.83),(9 123290.85),(10 130076.88),(11 134114.33),(12 138726.25),(13 143103.58),(14 145177.75),(15 147693.56),(16 150073.67),(17 151841.81),(18 153957.64),(19 155494.44),(20 156951.69),(21 157709.52),(22 158546.89),(23 158644.31),(24 157415.72),(25 156666.64),(26 156827.05),(27 157325.83),(28 158263.7),(29 157875),(30 158865.28),(31 158896.45),(32 158277.1),(33 158763.81),(34 158548.16),(35 159064.06),(36 159974.06),(37 161478.73),(38 162529.84),(39 164446.72),(40 165372.78),(41 166106.53),(42 166279.89),(43 165499.2),(44 165084.39),(45 165981.52),(46 166341.78),(47 166641.02),(48 168011.4),(49 168418.6),(50 169011.17),(51 169903.48),(52 170677.2),(53 171603.16),(54 172640.1),(55 172713.44),(56 173080.66),(57 173887.22),(58 173604.81),(59 172526.34),(60 171023.77),(61 169775.11),(62 169300.72),(63 169435.06),(64 168785.47),(65 169213.38),(66 168838.44),(67 166912.53),(68 165724.95),(69 164371.58),(70 163483),(71 162769.52),(72 162825.08),(73 162620.64),(74 163358.6),(75 165310.13),(76 166888),(77 169233.22),(78 171717.67),(79 173807.67),
(1 9642.262),(2 27647.867),(3 47876.508),(4 65879.44),(5 82271.836),(6 94619.21),(7 106152.86),(8 114992.14),(9 122595.38),(10 130311.36),(11 135618.69),(12 140437.06),(13 144421.48),(14 146762.33),(15 149089.27),(16 151500.05),(17 153917.42),(18 157162.16),(19 160869.78),(20 163501.61),(21 164759.33),(22 165517.72),(23 165637.53),(24 164934.6),(25 163839.34),(26 162046.52),(27 160394.11),(28 159908.75),(29 159201.23),(30 160128.63),(31 160308.47),(32 162380.63),(33 164813.06),(34 166410.13),(35 167820.66),(36 169233.89),(37 169809.61),(38 170486.06),(39 170654.94),(40 170019.84),(41 169530.58),(42 170273.45),(43 170462.2),(44 170353.53),(45 171445.38),(46 172081.75),(47 173228.52),(48 175445.02),(49 176739.81),(50 177006.8),(51 177568.22),(52 177632.8),(53 177206.45),(54 177137.02),(55 177214.42),(56 176088.92),(57 174171.67),(58 172392.66),(59 171546.05),(60 170863.02),(61 169156.84),(62 167242.94),(63 165954.02),(64 164624.05),(65 164101.2),(66 164554.02),(67 163933.81),(68 163263.84),(69 163297.77),(70 162704.64),(71 161925.52),(72 161988.78),(73 161098.34),(74 161276.22),(75 161363.55),(76 161878.9),(77 162865.88),(78 163616.42),(79 163256.55),
(1 9567.077),(2 27298.963),(3 46998.535),(4 64246.504),(5 79776.22),(6 91846.4),(7 102175.36),(8 109757.25),(9 116038.04),(10 122234.305),(11 126546.56),(12 131607.47),(13 135687.78),(14 138959.13),(15 142930.45),(16 146967.86),(17 150065.94),(18 152650.17),(19 153858.9),(20 153828.66),(21 153772.36),(22 154913.56),(23 154945.47),(24 154261.38),(25 152432.27),(26 151549.14),(27 151268.22),(28 151143.38),(29 150757.22),(30 150478.88),(31 150601.98),(32 151698.5),(33 153782.14),(34 154801.69),(35 155460.66),(36 155594.84),(37 155143.83),(38 155269.1),(39 155271.6),(40 155456.45),(41 155899.27),(42 156193.73),(43 155191.28),(44 155003.36),(45 155808.23),(46 155997.25),(47 156047.67),(48 156839.28),(49 157081.89),(50 158022.4),(51 159594.2),(52 160830.77),(53 161794.14),(54 162214.92),(55 161587.28),(56 160982.56),(57 160798.9),(58 160440.9),(59 160653.4),(60 160713.03),(61 160277.63),(62 160006.44),(63 160355.03),(64 159754.63),(65 160520.36),(66 161970.36),(67 161312.19),(68 160851.86),(69 160246.25),(70 159140.14),(71 158620.72),(72 158528.94),(73 157777.06),(74 157586.23),(75 156662.5),(76 155483.56),(77 154702.72),(78 154807.06),(79 154587.28),
(1 9692.538),(2 27363.047),(3 46793.914),(4 64109.355),(5 79411.52),(6 90183.03),(7 99431.54),(8 106577.89),(9 112600.6),(10 118127.516),(11 121787.48),(12 124773.7),(13 127107.44),(14 129722.14),(15 133226.06),(16 135603.11),(17 137437.63),(18 139104.97),(19 141486.3),(20 142564.28),(21 143438.39),(22 143495.19),(23 142962.39),(24 142337.6),(25 142897.45),(26 143503.38),(27 144447.39),(28 145273.45),(29 145994.7),(30 146663.55),(31 146853.02),(32 147448.47),(33 149161.6),(34 149328.08),(35 149325.95),(36 148501.81),(37 147907.19),(38 147392.7),(39 146191.75),(40 144558.36),(41 143618.75),(42 142601.67),(43 141503.86),(44 141569.95),(45 142867.75),(46 143638.58),(47 143678.47),(48 143642.69),(49 143258.2),(50 143207.47),(51 143950.31),(52 144383.16),(53 144661.72),(54 144775.1),(55 143780.1),(56 143783.92),(57 144367.84),(58 144597.55),(59 146543.75),(60 147864.77),(61 148443.84),(62 149361.25),(63 149849.06),(64 150161.7),(65 151099.86),(66 152232.25),(67 151895.34),(68 151879.94),(69 152194.39),(70 151176.33),(71 150607.73),(72 150057.92),(73 148624.84),(74 148153.4),(75 147522.75),(76 146754.5),(77 146399.98),(78 146059.56),(79 144947.31),
(1 9487.617),(2 26503.139),(3 44818.6),(4 60966.176),(5 75471.4),(6 85749.26),(7 94258.61),(8 100783.37),(9 105908.1),(10 111287.64),(11 115499.234),(12 119153.13),(13 122709.13),(14 125638.95),(15 127774.516),(16 128937.2),(17 129887.58),(18 131486.61),(19 133427.77),(20 134479.55),(21 135748.45),(22 137513.88),(23 138667.27),(24 139518.4),(25 140724.84),(26 141651.08),(27 142523.61),(28 143687.28),(29 145373.48),(30 146128.53),(31 146094.08),(32 145871.44),(33 145867.03),(34 145569.33),(35 144993.69),(36 144939.53),(37 144230.3),(38 143464.52),(39 144053.64),(40 143849.61),(41 143136.05),(42 141762.95),(43 140041.28),(44 139213.22),(45 138636.88),(46 137969.94),(47 137677),(48 137895.88),(49 137244.33),(50 137083.86),(51 137962.25),(52 138128.73),(53 137019.28),(54 136186.11),(55 134701.48),(56 133596.73),(57 133708.34),(58 133712.86),(59 134678.2),(60 135421.53),(61 135155.5),(62 135575.89),(63 136404.73),(64 136671.02),(65 137630.13),(66 138527.83),(67 137847.27),(68 137058.39),(69 136471.64),(70 134821.3),(71 133517.52),(72 133314.02),(73 133018.4),(74 133061.44),(75 132458.86),(76 132301.13),(77 133238.9),(78 134317.23),(79 134423.63),
(1 9708.926),(2 27425.035),(3 46076.563),(4 61704.473),(5 75953.45),(6 86180.06),(7 94563.1),(8 100604.016),(9 105431.32),(10 109636.16),(11 112540),(12 115195.086),(13 118839.65),(14 121156.81),(15 123781.19),(16 125800.19),(17 127615.61),(18 129153.32),(19 130946.305),(20 131868.22),(21 133093.92),(22 135182.14),(23 135974),(24 137216.23),(25 138737.88),(26 140483.84),(27 141902.98),(28 143457.55),(29 144443.69),(30 144383.73),(31 144324.9),(32 144744.6),(33 146055.94),(34 146204.58),(35 145632.19),(36 145225),(37 144461.42),(38 143648.14),(39 143926.23),(40 142686.1),(41 141354.1),(42 140361.66),(43 138767.45),(44 138140.69),(45 137844.78),(46 137825.52),(47 138579.2),(48 139603.72),(49 139885.98),(50 140518),(51 141427.61),(52 141474.11),(53 141633.34),(54 141988.39),(55 140973.3),(56 140428.48),(57 139530.23),(58 138068.75),(59 137393.2),(60 137157.75),(61 136736.45),(62 136962.9),(63 137017.77),(64 136444.63),(65 137039.02),(66 137856.45),(67 137458.45),(68 137391.3),(69 137646.38),(70 137203.34),(71 137389.02),(72 138501.22),(73 138957.16),(74 139203.94),(75 139252.75),(76 139052.45),(77 139426.56),(78 141172.66),(79 142133.72),
(1 9533.776),(2 26709.31),(3 44717.703),(4 59676.55),(5 73016.305),(6 83003.12),(7 91326.49),(8 97600.016),(9 102295.164),(10 106042.72),(11 108734.08),(12 111615.984),(13 115904.96),(14 118828.38),(15 121956.12),(16 124537.45),(17 125713.41),(18 125961.266),(19 126187.4),(20 125858.22),(21 125738.22),(22 126862.77),(23 127719.83),(24 128662.48),(25 130014.03),(26 131926.19),(27 134711.73),(28 137555.08),(29 138879.63),(30 140711.23),(31 141882.28),(32 142944.27),(33 144285.78),(34 143869.44),(35 143350.69),(36 142216.38),(37 141034.2),(38 139983),(39 140380),(40 140576.94),(41 140697.17),(42 140943.44),(43 139918.72),(44 139747.1),(45 139981.19),(46 140346.31),(47 140765.9),(48 141283.92),(49 140322.7),(50 139796.3),(51 139445.33),(52 138812.34),(53 138172.22),(54 138081.08),(55 137477.27),(56 138413.47),(57 139016.52),(58 139047.28),(59 139194.48),(60 139265.52),(61 138189.88),(62 137379.42),(63 136468.97),(64 135324.9),(65 135200.5),(66 135231.22),(67 134793.05),(68 135189.5),(69 136111.08),(70 136301.61),(71 136312.23),(72 136609.84),(73 135385.83),(74 134856.45),(75 134872.73),(76 134934.81),(77 135355.36),(78 135731.69),(79 135150.08),
(1 9222.521),(2 25872.9),(3 43544.65),(4 58296.42),(5 71615.91),(6 80725.79),(7 88999.43),(8 95364.266),(9 100522.52),(10 105004.98),(11 107804.18),(12 110008.07),(13 112933.81),(14 115427.1),(15 117875.84),(16 120493.81),(17 120874.79),(18 121405.74),(19 122208.17),(20 122035.54),(21 123244.58),(22 125412.766),(23 127366.77),(24 129522.99),(25 131794.88),(26 134124.1),(27 136607.64),(28 138002.44),(29 139357.33),(30 141163.34),(31 141916.63),(32 142434.45),(33 142915.42),(34 142639.98),(35 142210.05),(36 142287.25),(37 141867.9),(38 141473.1),(39 141140.98),(40 140600.48),(41 140391.77),(42 140804.83),(43 139706.67),(44 139323.19),(45 138989.75),(46 137602.86),(47 137477.17),(48 138832.31),(49 139169.03),(50 138471.72),(51 138437.53),(52 137814.25),(53 137983.16),(54 137310.5),(55 136625.19),(56 136881.73),(57 137107.2),(58 136938.73),(59 137343.13),(60 137185.78),(61 136534.53),(62 136157.08),(63 136327.19),(64 135683.27),(65 135774.98),(66 135646.22),(67 134570.78),(68 134133.36),(69 134660.17),(70 134227),(71 133511.81),(72 132487.23),(73 130814.36),(74 130510.79),(75 130385.86),(76 131154.42),(77 132548.39),(78 134677.64),(79 136014.92),
(1 9011.847),(2 25015.393),(3 42098.67),(4 56546.195),(5 69577.3),(6 79488.52),(7 87884.234),(8 94006.25),(9 99431.27),(10 104268.266),(11 107793.586),(12 110989.17),(13 115438.25),(14 119017.234),(15 122188.51),(16 124426.79),(17 125463.086),(18 126348.41),(19 127421.03),(20 128046.67),(21 128439.49),(22 128992.69),(23 129740.87),(24 131705.06),(25 133761.83),(26 136356.83),(27 138590.88),(28 140487.3),(29 141180.06),(30 141734.83),(31 142129.64),(32 142307.81),(33 143104.03),(34 142642),(35 142292.6),(36 142602.6),(37 142208.4),(38 141050.1),(39 140382.56),(40 139942.38),(41 139913.8),(42 139928.06),(43 138429.77),(44 137718.14),(45 137308.08),(46 136628.73),(47 136156.5),(48 136394.33),(49 135610.44),(50 135101.61),(51 134954.58),(52 134063.4),(53 133992.16),(54 133275.33),(55 132369.86),(56 132477.97),(57 132585.5),(58 131727.11),(59 131435.34),(60 130926.08),(61 130273.61),(62 130471.41),(63 130669.85),(64 130223.36),(65 130260.15),(66 131495.17),(67 131796.14),(68 132093.42),(69 132684.92),(70 131959.38),(71 131945.52),(72 133056.89),(73 133448.83),(74 133926.39),(75 134519.61),(76 135453.34),(77 136073.97),(78 137070.72),(79 137839.1),
(1 8916.875),(2 24608.861),(3 40993.066),(4 54996.11),(5 68115.47),(6 77221.54),(7 84434.35),(8 89986.22),(9 95250.3),(10 100178.03),(11 103144.38),(12 106084.87),(13 108417.1),(14 109349.55),(15 110644.234),(16 111998.836),(17 113013.305),(18 113673.42),(19 114648.055),(20 115180.3),(21 115451.23),(22 115936.21),(23 116668.734),(24 118302.74),(25 120328.445),(26 121485.98),(27 122643.75),(28 124008.98),(29 124812.94),(30 125186.18),(31 125839.3),(32 126719.65),(33 127538.234),(34 126917.54),(35 126844.55),(36 126541.22),(37 126487.516),(38 126544.74),(39 127333.71),(40 126924.06),(41 126886.06),(42 127660.625),(43 126915.14),(44 126468.12),(45 126679.05),(46 126346.875),(47 126388.695),(48 127297.48),(49 127408.95),(50 127181.79),(51 126178.51),(52 125621.555),(53 126122.42),(54 126061.36),(55 126683.38),(56 127912.445),(57 128822.06),(58 128963.91),(59 129773.336),(60 130662.055),(61 131066.02),(62 131666.4),(63 132739.23),(64 132586.47),(65 132935.28),(66 133295.47),(67 132332.6),(68 130391.62),(69 130513.06),(70 130679.67),(71 131218.64),(72 131679.08),(73 131377.13),(74 132615.94),(75 133213.77),(76 132644.14),(77 132252.48),(78 132567.53),(79 132863.52),
(1 8961.097),(2 24853.637),(3 41169.973),(4 54272.793),(5 66305.695),(6 74828.43),(7 82081.92),(8 88182.805),(9 93890.96),(10 99120.266),(11 102576.24),(12 105855.414),(13 109175.055),(14 110501.586),(15 112396.125),(16 114373.766),(17 115575.26),(18 115567.43),(19 116348.66),(20 115779.35),(21 115633.445),(22 115975.69),(23 116098.79),(24 117034.734),(25 118459.32),(26 119748.1),(27 120932.055),(28 121767.914),(29 122804.414),(30 123575.79),(31 124451.69),(32 125251.09),(33 125641.66),(34 124496.82),(35 123628.68),(36 122387.46),(37 121627.516),(38 121617.27),(39 122989.27),(40 123863.945),(41 125916.75),(42 128136.59),(43 129436.91),(44 130017.63),(45 130607.77),(46 130879.516),(47 130721.93),(48 130659.48),(49 130337.9),(50 130369.2),(51 130220.73),(52 129417.97),(53 128744.086),(54 128027.6),(55 127701.72),(56 128480.33),(57 129385.97),(58 129387.55),(59 130227.805),(60 131059.86),(61 131253.02),(62 130848.19),(63 130608.71),(64 129680.34),(65 128839.984),(66 128434.125),(67 127647.48),(68 127598.805),(69 128989.48),(70 129184.78),(71 129713.984),(72 130441.12),(73 130689.86),(74 131269),(75 131623.22),(76 131786.53),(77 133004.17),(78 134072.38),(79 134749.13),
(1 8766.462),(2 24103.38),(3 39452.223),(4 51745.617),(5 63339.387),(6 71926.56),(7 79433.23),(8 84550.03),(9 88897.26),(10 92555.43),(11 95998.055),(12 98358.04),(13 101205.07),(14 103043.88),(15 104739.98),(16 106456.13),(17 107683.12),(18 108537.15),(19 109040.8),(20 108950.33),(21 109561.71),(22 111093),(23 112499.82),(24 114430.45),(25 116304.34),(26 116895.66),(27 118136.76),(28 119059.266),(29 119308.164),(30 119479.586),(31 120379.53),(32 121525.44),(33 123110.03),(34 122943.46),(35 122418.94),(36 121900.664),(37 121181.57),(38 120721.19),(39 121387.38),(40 121446.914),(41 122690.65),(42 124033.734),(43 124373.1),(44 124783.945),(45 125307.55),(46 125614.45),(47 126408.14),(48 127111.01),(49 126720.69),(50 126890.09),(51 125725.086),(52 123593.02),(53 122525.19),(54 122365.55),(55 122369.8),(56 123369.17),(57 124349.086),(58 124310.27),(59 124898.7),(60 125280.9),(61 124794.72),(62 124331.53),(63 124256.85),(64 123533.05),(65 123005.695),(66 123023.5),(67 122862.9),(68 122123.75),(69 123426.72),(70 124498.484),(71 126420.44),(72 127525.64),(73 127332.734),(74 127508.25),(75 127111.49),(76 126520.44),(77 127452.99),(78 127540.016),(79 127590.97),
(1 8620.628),(2 23234.074),(3 38130.46),(4 50432.918),(5 60464.082),(6 67488.336),(7 74275.805),(8 79973.055),(9 85676.164),(10 90940.5),(11 94701.016),(12 97678.98),(13 100922.95),(14 102845.5),(15 105314.29),(16 108160.95),(17 109388.96),(18 110128.6),(19 111396.96),(20 111579.914),(21 112094.65),(22 113454.164),(23 113834.266),(24 114535.49),(25 115568.75),(26 116176),(27 116924),(28 118049.26),(29 117968.67),(30 118109.86),(31 118924.15),(32 118911.52),(33 119087.64),(34 119198.26),(35 119158.086),(36 118651.234),(37 118259.18),(38 118027.18),(39 118929.09),(40 118984.75),(41 118545.58),(42 118193.71),(43 117848.586),(44 117810.47),(45 118136.38),(46 118789.086),(47 119816.69),(48 119938.07),(49 119901.164),(50 119977.086),(51 119174.18),(52 117419.09),(53 116383.33),(54 115398.195),(55 114097.39),(56 113477.6),(57 113593.88),(58 113437.35),(59 113971.44),(60 114512.23),(61 115107.14),(62 115725.07),(63 116271.56),(64 115954.914),(65 115648.4),(66 116008.875),(67 115636.164),(68 115476.71),(69 116768.64),(70 116943.56),(71 117216.805),(72 117515.14),(73 117564.37),(74 117641.4),(75 118502.62),(76 118902.56),(77 118926.69),(78 118588.75),(79 118386.22),
(1 8563.373),(2 23490.691),(3 38997.887),(4 52004.758),(5 62965.58),(6 70762.5),(7 77582.25),(8 83514.875),(9 89495.13),(10 94894.34),(11 98858.18),(12 102827.39),(13 106692.87),(14 108865.4),(15 111620.805),(16 113927.66),(17 114639.13),(18 114690.81),(19 115220.13),(20 115837.66),(21 116779.12),(22 117270.22),(23 116849.43),(24 116301.34),(25 116273.01),(26 116584.26),(27 116840.66),(28 115538.66),(29 114341.266),(30 114612.71),(31 115508.71),(32 116673.82),(33 118014.33),(34 118630.734),(35 119018.42),(36 118425.7),(37 116774.695),(38 117086.81),(39 117733.78),(40 117329.54),(41 117262.87),(42 117398.2),(43 117062.445),(44 116775.1),(45 117210.18),(46 116463.05),(47 116189.4),(48 115961.45),(49 115337.984),(50 115011.73),(51 114934.84),(52 115428.04),(53 115601.16),(54 114953.766),(55 114099.16),(56 113806.83),(57 114122.13),(58 114219.16),(59 114914.92),(60 115922.805),(61 116096),(62 116671.08),(63 116824.33),(64 116110.445),(65 115896.92),(66 115656.6),(67 114649.85),(68 113971.6),(69 114651.56),(70 114464.29),(71 114628.24),(72 115144.84),(73 115688.4),(74 116429.98),(75 116794.2),(76 116599.36),(77 116933.19),(78 117260.734),(79 117845.54),
(1 8145.884),(2 22078.986),(3 36283.67),(4 48669.11),(5 60038.36),(6 67486.72),(7 74551.65),(8 80348.125),(9 86105.73),(10 91098.38),(11 94826.79),(12 97728.62),(13 100205.13),(14 101968.04),(15 103856.71),(16 105964.25),(17 107054.414),(18 107893.03),(19 109235.2),(20 110784.055),(21 112284.055),(22 113616.91),(23 113492.95),(24 113088.234),(25 113334.234),(26 113219.47),(27 111973.23),(28 110596.26),(29 109251.19),(30 108902.016),(31 109115.82),(32 109671.01),(33 110230.76),(34 110474.875),(35 110605.55),(36 110298.02),(37 109675.17),(38 108896.79),(39 109028.67),(40 109449.46),(41 110067.61),(42 111175.945),(43 111526.516),(44 111797.15),(45 111763.2),(46 111340.75),(47 111792.66),(48 111956.164),(49 111406.45),(50 111229.445),(51 111588.02),(52 110927.91),(53 110489.42),(54 110307.64),(55 110779.305),(56 111081.5),(57 111297.25),(58 111466.97),(59 111669.07),(60 112161.76),(61 111870.49),(62 111977.31),(63 111784.85),(64 110985.28),(65 110728.4),(66 110529.42),(67 109939.96),(68 110068.945),(69 110787.03),(70 110517.54),(71 110304.984),(72 110374.4),(73 110131.29),(74 111298.81),(75 112536.3),(76 113303.19),(77 114552.77),(78 116060.336),(79 117887.31),
(1 8132.0454),(2 22017.14),(3 36446.79),(4 48547.625),(5 59926.555),(6 67910.195),(7 74919.14),(8 80007.45),(9 84659.125),(10 89113.36),(11 92207.9),(12 95100.414),(13 98316.43),(14 100597.95),(15 102513.12),(16 104217.875),(17 104634.14),(18 105550.48),(19 107044.43),(20 108438.836),(21 109882.11),(22 111328.984),(23 111622.734),(24 111773.945),(25 111224.86),(26 110177.57),(27 109343.47),(28 108774.914),(29 107960.36),(30 108219.34),(31 107903.125),(32 107328.59),(33 107699.25),(34 107885.14),(35 108026.414),(36 108436.89),(37 107223.25),(38 106788.31),(39 106548.305),(40 106123.55),(41 106472.914),(42 107434.87),(43 107159.94),(44 106957.05),(45 107489.016),(46 107152.164),(47 107006.42),(48 106696.49),(49 105044.125),(50 104434.21),(51 104122.125),(52 103651.945),(53 104031.234),(54 104159.586),(55 104240.53),(56 104469.12),(57 104593.79),(58 104596.6),(59 104890.4),(60 105648.75),(61 105748.484),(62 106596.305),(63 107240.69),(64 107073.78),(65 107336.875),(66 108076.875),(67 107558.41),(68 107377.195),(69 107111.73),(70 106411.49),(71 105558.47),(72 105867.16),(73 106225.63),(74 106340.76),(75 106865.586),(76 107643.53),(77 108554.734),(78 109493.15),(79 110439.195),
(1 8148.1357),(2 21804.617),(3 36214.17),(4 48185.72),(5 59477.223),(6 67643.83),(7 75105.47),(8 81252.555),(9 86359.27),(10 91465.82),(11 94524.86),(12 97237.984),(13 99538.516),(14 100524.25),(15 102097.8),(16 103730.234),(17 104965.445),(18 106427.1),(19 107617.67),(20 108056.13),(21 108857.19),(22 109666.76),(23 109502.94),(24 108841.61),(25 108467.82),(26 107798.1),(27 107323.766),(28 106648.29),(29 105916.25),(30 105770.58),(31 105640.19),(32 105283.97),(33 105584.18),(34 104900.21),(35 104405.58),(36 104341.47),(37 102947.22),(38 102174.96),(39 102035.26),(40 102127.51),(41 102516.86),(42 102111.42),(43 101128.914),(44 100911.64),(45 101113.98),(46 100815.94),(47 100713.2),(48 100774.13),(49 100607.52),(50 100472.21),(51 100669.67),(52 101170.41),(53 102750.12),(54 104260.164),(55 104466.5),(56 104409.69),(57 104734.41),(58 104405.125),(59 104540.09),(60 104861.4),(61 104850.66),(62 105106.945),(63 105556.47),(64 105358.625),(65 105812.734),(66 106516.195),(67 106645.35),(68 106932.81),(69 106923.6),(70 106771.32),(71 106763.95),(72 106706.74),(73 106076.9),(74 105623.65),(75 106607.26),(76 106649.945),(77 107231.34),(78 107936.65),(79 108914.36),
