1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 132543.56),(2 350363.66),(3 735138.8),(4 1140684),(5 1676878.1),(6 2220630),(7 2854897.3),(8 3444966.8),(9 4146561.3),(10 4843720.5),(11 5685043.5),(12 6582182.5),(13 7635706.5),(14 8799037),(15 10184883),(16 11606072),(17 13128472),(18 14746492),(19 16324737),(20 17783534),(21 19279882),(22 20742718),(23 22450178),(24 23994480),(25 26090520),(26 27887952),(27 29853470),(28 31802064),(29 33739750),(30 35716590),(31 37607664),(32 39559284),(33 41426240),(34 43296476),(35 45051244),(36 46901136),(37 48611644),(38 50457388),(39 52221744),(40 54123890),(41 55935444),(42 57918224),(43 59865810),(44 61786268),(45 63732940),(46 65533140),(47 67304900),(48 68935780),(49 70715704),(50 72957610),(51 74637730),(52 76404440),(53 78181150),(54 79902230),(55 81818070),(56 83911624),(57 85859624),(58 87810056),(59 89857920),(60 91674600),(61 93621310),(62 95597560),(63 97607960),(64 100104424),(65 102531736),(66 104858410),(67 107319580),(68 109965290),(69 112988190),(70 115876320),(71 118747864),(72 121816856),(73 124699990),(74 127978370),(75 131561240),(76 134634770),(77 137587020),(78 140528140),(79 143155250),
(1 108759.2),(2 380275.56),(3 793337.06),(4 1318990.9),(5 1926168.8),(6 2576534),(7 3264631),(8 3921265.5),(9 4545556),(10 5113120.5),(11 5620253),(12 6039084.5),(13 6402500),(14 6701753.5),(15 6922493),(16 7082772),(17 7189896.5),(18 7267111),(19 7311415.5),(20 7344483),(21 7353987),(22 7364115),(23 7332528.5),(24 7300313),(25 7264053),(26 7192828),(27 7077628),(28 6958465.5),(29 6866977.5),(30 6801226.5),(31 6779294),(32 6777907),(33 6796832.5),(34 6838469),(35 6893177),(36 6977471.5),(37 7083614.5),(38 7203483),(39 7335539.5),(40 7466275),(41 7588451),(42 7701260.5),(43 7781953.5),(44 7861333),(45 7931304.5),(46 7983683.5),(47 8014878),(48 8065283),(49 8157781),(50 8249116.5),(51 8351134),(52 8431567),(53 8529562),(54 8583942),(55 8614791),(56 8633291),(57 8634908),(58 8631471),(59 8637601),(60 8658325),(61 8696535),(62 8736483),(63 8781608),(64 8866313),(65 8919124),(66 8980527),(67 9018538),(68 9067839),(69 9106390),(70 9144435),(71 9194914),(72 9255471),(73 9341037),(74 9414238),(75 9522880),(76 9619105),(77 9697183),(78 9793176),(79 9895907),
(1 117385.445),(2 411399.34),(3 859517.5),(4 1421430.4),(5 2072878.4),(6 2757561.8),(7 3458785.8),(8 4117110),(9 4733666),(10 5263446),(11 5750140.5),(12 6175426.5),(13 6527224),(14 6817027.5),(15 7021908),(16 7148009.5),(17 7214820),(18 7211605.5),(19 7185110.5),(20 7131853.5),(21 7050324.5),(22 6955414.5),(23 6847616),(24 6722664),(25 6637696),(26 6534570),(27 6449594.5),(28 6384333.5),(29 6350554.5),(30 6326298.5),(31 6323297.5),(32 6329111.5),(33 6317609.5),(34 6300062),(35 6277664),(36 6264720),(37 6245808.5),(38 6242894),(39 6227651.5),(40 6227009.5),(41 6266896),(42 6299722.5),(43 6316470),(44 6365073.5),(45 6437465.5),(46 6520559.5),(47 6616470),(48 6727096),(49 6855388),(50 6955073.5),(51 7059576),(52 7132172.5),(53 7189736),(54 7211760),(55 7206324.5),(56 7180991.5),(57 7171765.5),(58 7181080),(59 7173558.5),(60 7179119.5),(61 7169932),(62 7151270.5),(63 7117020.5),(64 7126033.5),(65 7139600),(66 7138876),(67 7171941.5),(68 7220246),(69 7305514.5),(70 7386710),(71 7499421.5),(72 7637209.5),(73 7798744),(74 7954580),(75 8191266.5),(76 8389075),(77 8591009),(78 8782789),(79 8959161),
(1 116917.4),(2 414049.03),(3 861340.94),(4 1422912.6),(5 2072656.5),(6 2745910.5),(7 3420896),(8 4056782),(9 4636634.5),(10 5121281.5),(11 5516115),(12 5835685),(13 6085739.5),(14 6265959),(15 6387470),(16 6446158),(17 6478756),(18 6477940),(19 6454634),(20 6422539.5),(21 6388190.5),(22 6358322),(23 6363155),(24 6379188.5),(25 6437734),(26 6506520.5),(27 6576450),(28 6653370),(29 6711271.5),(30 6754480),(31 6794782.5),(32 6802394),(33 6764352.5),(34 6705479.5),(35 6633993),(36 6569255.5),(37 6506725),(38 6446667),(39 6405328.5),(40 6352227),(41 6324387),(42 6287308),(43 6263172),(44 6260499),(45 6284774.5),(46 6296305.5),(47 6352238),(48 6410560),(49 6497592.5),(50 6553330.5),(51 6605984),(52 6613399),(53 6612705.5),(54 6589433.5),(55 6527246.5),(56 6456354),(57 6382048),(58 6293715),(59 6200709),(60 6118133),(61 6024709),(62 5924967),(63 5830854.5),(64 5766817.5),(65 5699796),(66 5642275),(67 5616339),(68 5614754),(69 5626483),(70 5629666.5),(71 5624421),(72 5613643.5),(73 5610059.5),(74 5623220.5),(75 5669638),(76 5706834),(77 5754428),(78 5795119.5),(79 5825588),
(1 110803.52),(2 388042.75),(3 789247.1),(4 1271486),(5 1803718.3),(6 2337367.3),(7 2874161.5),(8 3355837.8),(9 3797578.5),(10 4172006.5),(11 4493676),(12 4745932),(13 4936637.5),(14 5075910.5),(15 5150988),(16 5173533),(17 5173844),(18 5180698),(19 5186214.5),(20 5211671.5),(21 5242245.5),(22 5279727.5),(23 5300910),(24 5328718),(25 5363827.5),(26 5391147),(27 5397357.5),(28 5424178),(29 5458497.5),(30 5493838.5),(31 5525552.5),(32 5548001.5),(33 5572948.5),(34 5599310.5),(35 5625749),(36 5660752),(37 5719673.5),(38 5787998.5),(39 5870809.5),(40 5970595),(41 6041300.5),(42 6104644.5),(43 6132608.5),(44 6167309.5),(45 6211887.5),(46 6259243.5),(47 6314718.5),(48 6359881.5),(49 6404685.5),(50 6429713.5),(51 6446685),(52 6449133),(53 6442544),(54 6415187),(55 6360288.5),(56 6306448),(57 6234084),(58 6163198),(59 6076320.5),(60 6016512),(61 5950244.5),(62 5925470),(63 5929673.5),(64 5977278),(65 6054226.5),(66 6149237),(67 6281408.5),(68 6412486.5),(69 6551526.5),(70 6646516),(71 6743469),(72 6841142.5),(73 6918763.5),(74 6989588),(75 7043442.5),(76 7105775.5),(77 7131134),(78 7141511),(79 7114260),
(1 92508.34),(2 321574.47),(3 657396.75),(4 1065694.5),(5 1505917.5),(6 1949165.4),(7 2376191),(8 2782973),(9 3157656),(10 3509049.5),(11 3821560.3),(12 4079152),(13 4284111),(14 4432625),(15 4536483),(16 4588629.5),(17 4614063.5),(18 4620744.5),(19 4621408),(20 4616888.5),(21 4624133.5),(22 4640807.5),(23 4671847),(24 4699923.5),(25 4762173.5),(26 4813142),(27 4876884),(28 4928142),(29 4964271.5),(30 4971452),(31 4955268),(32 4932368),(33 4916865),(34 4904884.5),(35 4890570.5),(36 4894971.5),(37 4912579.5),(38 4967439.5),(39 5027917.5),(40 5086922.5),(41 5157749.5),(42 5198117.5),(43 5220045),(44 5243854),(45 5282211.5),(46 5333650),(47 5378948.5),(48 5405068),(49 5421669.5),(50 5429545.5),(51 5412198.5),(52 5392960.5),(53 5363719.5),(54 5333464.5),(55 5280726.5),(56 5240726.5),(57 5198895),(58 5157166),(59 5097996),(60 5061414.5),(61 5024694),(62 4990956.5),(63 4986115.5),(64 5007770),(65 5034855.5),(66 5070810.5),(67 5118738),(68 5159869),(69 5204048.5),(70 5259690),(71 5303260),(72 5341396.5),(73 5365896.5),(74 5379133.5),(75 5428663.5),(76 5437623.5),(77 5447413.5),(78 5438909),(79 5450168.5),
(1 93241.67),(2 320548.63),(3 651052.06),(4 1052780.6),(5 1488805.1),(6 1930474.5),(7 2374109.8),(8 2785088.5),(9 3153425.5),(10 3482092.3),(11 3776074.5),(12 4031000.3),(13 4234465.5),(14 4370904.5),(15 4442793),(16 4441586),(17 4416243.5),(18 4360615),(19 4316295.5),(20 4300028.5),(21 4308522),(22 4336956.5),(23 4372238),(24 4416031),(25 4454740.5),(26 4490712),(27 4517398),(28 4535198),(29 4555763.5),(30 4574308.5),(31 4570170.5),(32 4548546),(33 4512610.5),(34 4468672),(35 4430417.5),(36 4415439.5),(37 4414020.5),(38 4452458.5),(39 4510917.5),(40 4564321),(41 4642275.5),(42 4694959),(43 4751087.5),(44 4813347.5),(45 4892584.5),(46 4970159),(47 5041406.5),(48 5104273.5),(49 5151377),(50 5209845.5),(51 5238168.5),(52 5250537.5),(53 5259241.5),(54 5278113),(55 5300445.5),(56 5322081.5),(57 5347853),(58 5368523.5),(59 5380083),(60 5388613.5),(61 5378593.5),(62 5349884.5),(63 5311176.5),(64 5276531.5),(65 5219982),(66 5141910.5),(67 5054954),(68 4949016),(69 4817713),(70 4687053),(71 4552472.5),(72 4435976),(73 4362381.5),(74 4309507),(75 4284382.5),(76 4262307.5),(77 4257383),(78 4252425.5),(79 4292322.5),
(1 95124.664),(2 325706.75),(3 662526.7),(4 1060735.1),(5 1497943.5),(6 1933875.3),(7 2357009),(8 2737202),(9 3070802.5),(10 3342299.5),(11 3560387),(12 3732191.5),(13 3849760),(14 3932068.5),(15 3956494),(16 3956121.8),(17 3934660.3),(18 3923796.8),(19 3923121.3),(20 3926152.8),(21 3922628.8),(22 3928701.5),(23 3953046.8),(24 4000000.3),(25 4048562.5),(26 4098338),(27 4142905.3),(28 4181521),(29 4235279.5),(30 4283155.5),(31 4309510.5),(32 4330705),(33 4336576.5),(34 4362359),(35 4386075),(36 4423367.5),(37 4479808),(38 4556777.5),(39 4624003.5),(40 4686217),(41 4744814.5),(42 4795401.5),(43 4855581),(44 4913959.5),(45 4965625),(46 5008143.5),(47 5037178),(48 5054239),(49 5070956),(50 5075696.5),(51 5063479.5),(52 5052529.5),(53 5037823.5),(54 5027718.5),(55 5016203),(56 5038894.5),(57 5075652),(58 5123692),(59 5164561),(60 5212343.5),(61 5251592.5),(62 5266441),(63 5282409.5),(64 5291049.5),(65 5290437),(66 5278348.5),(67 5253344.5),(68 5219505.5),(69 5186165.5),(70 5147785.5),(71 5098290.5),(72 5069167.5),(73 5066169),(74 5057196.5),(75 5048136.5),(76 5027528.5),(77 4996366.5),(78 4946078),(79 4897440.5),
(1 84387.23),(2 285122.75),(3 575006.2),(4 909323.5),(5 1258844.4),(6 1593035.1),(7 1908978.3),(8 2194154.8),(9 2439398.3),(10 2664616.3),(11 2855428.8),(12 3002761.3),(13 3116031.5),(14 3195631),(15 3256028),(16 3319012.5),(17 3366750.5),(18 3422650),(19 3477624.8),(20 3537053.3),(21 3574401),(22 3618804.8),(23 3643165.5),(24 3668486.8),(25 3684521.8),(26 3693538.5),(27 3697438.3),(28 3696679.8),(29 3694039),(30 3695800),(31 3685332),(32 3680021.8),(33 3667789),(34 3670443.5),(35 3671572.8),(36 3692164),(37 3718178),(38 3758094),(39 3794788.8),(40 3821716),(41 3840864.3),(42 3852020.3),(43 3870225.5),(44 3887413.5),(45 3911269.5),(46 3942117.5),(47 3980541.5),(48 4027068.5),(49 4072111),(50 4124952.8),(51 4176664.3),(52 4219213.5),(53 4269499.5),(54 4316413),(55 4352436),(56 4404152),(57 4436391),(58 4460718.5),(59 4480040.5),(60 4508624.5),(61 4518897.5),(62 4497825.5),(63 4442123.5),(64 4371571.5),(65 4277684.5),(66 4176629.8),(67 4063706.3),(68 3938188.5),(69 3805671.3),(70 3678254),(71 3556496.5),(72 3452689),(73 3373981.8),(74 3326804),(75 3270449),(76 3237022),(77 3209282.5),(78 3186820),(79 3166897.5),
(1 92228.875),(2 316067.16),(3 635512.06),(4 1000332.5),(5 1373628.4),(6 1738734.3),(7 2089143.1),(8 2400019.5),(9 2681273.5),(10 2923696.3),(11 3134067.8),(12 3299958),(13 3441840),(14 3552187.8),(15 3649988.5),(16 3735176.5),(17 3799906.5),(18 3861152.8),(19 3905527),(20 3943564),(21 3970223.8),(22 3991695.3),(23 3986086),(24 3968428.3),(25 3922863.8),(26 3882218),(27 3838875),(28 3802664.3),(29 3761725),(30 3735778),(31 3710742),(32 3696229.8),(33 3681599),(34 3687313.3),(35 3694439),(36 3720350.8),(37 3741669.8),(38 3769634.8),(39 3782665.5),(40 3783730),(41 3782141.5),(42 3766099),(43 3763419.8),(44 3757001.8),(45 3753319.3),(46 3757068.5),(47 3747789.5),(48 3741684.3),(49 3721394),(50 3714614.3),(51 3709981.3),(52 3710314.5),(53 3723877.5),(54 3734789.3),(55 3763455.5),(56 3802914.8),(57 3841704),(58 3858724),(59 3859417.3),(60 3852712.8),(61 3836134),(62 3790639),(63 3743555.3),(64 3698593.3),(65 3630929.3),(66 3569273),(67 3496435),(68 3432798.3),(69 3387386.8),(70 3353803.5),(71 3332556.3),(72 3322807),(73 3325490),(74 3369483.5),(75 3440686.5),(76 3514882),(77 3580643.8),(78 3639584.8),(79 3705996.8),
(1 92499.875),(2 314603.25),(3 620577.75),(4 953964.75),(5 1288316.8),(6 1596762.4),(7 1885167.6),(8 2115843.5),(9 2306864.5),(10 2458525.3),(11 2590894.8),(12 2713355.8),(13 2816078.3),(14 2908130.5),(15 3002377.5),(16 3088545.3),(17 3160838),(18 3206243.5),(19 3227984.8),(20 3243592.3),(21 3251379.5),(22 3255015),(23 3270720.5),(24 3274042.5),(25 3288488.5),(26 3297167.5),(27 3308342.8),(28 3328815),(29 3343162.8),(30 3363188),(31 3377400.3),(32 3404947.8),(33 3424428),(34 3442722),(35 3444600.5),(36 3432734.5),(37 3420420),(38 3405296),(39 3385228),(40 3371155.8),(41 3366880.8),(42 3361937.8),(43 3364399),(44 3370242.5),(45 3367684.8),(46 3352887.3),(47 3327332.3),(48 3295020.5),(49 3257614.3),(50 3233200.8),(51 3201942.5),(52 3183452.5),(53 3176773.5),(54 3183061.5),(55 3191854.3),(56 3212244.3),(57 3230722.5),(58 3251786.5),(59 3287568.8),(60 3322937.5),(61 3356689.3),(62 3389790),(63 3433997.8),(64 3491653.8),(65 3553022.8),(66 3618398),(67 3663898.8),(68 3706895.3),(69 3737383.3),(70 3765664),(71 3779040.5),(72 3781258),(73 3781557.5),(74 3775337),(75 3780602),(76 3784744.8),(77 3795633.3),(78 3813103.5),(79 3849974.5),
(1 91358.945),(2 314538.28),(3 624175.56),(4 971417.8),(5 1342426),(6 1703505.4),(7 2027672.9),(8 2298120.8),(9 2528382.3),(10 2712833.3),(11 2844959.5),(12 2943109.3),(13 3011664),(14 3072756),(15 3129812),(16 3184249.5),(17 3230698),(18 3268007.3),(19 3294977),(20 3298143),(21 3300977.3),(22 3291256.3),(23 3280410.8),(24 3257659),(25 3252094.8),(26 3240563.3),(27 3252630.8),(28 3287062.8),(29 3336437),(30 3374102.8),(31 3397024),(32 3425658),(33 3454920.5),(34 3482367),(35 3480552),(36 3485356.8),(37 3491656.8),(38 3481817.5),(39 3458205.3),(40 3434254.8),(41 3413478.8),(42 3412667),(43 3411805.3),(44 3416060.3),(45 3413445),(46 3411615),(47 3404782.8),(48 3383942.8),(49 3359462.5),(50 3335168.3),(51 3311834),(52 3299960.8),(53 3301009.3),(54 3329069.3),(55 3364649.3),(56 3406735),(57 3461346.8),(58 3502430.8),(59 3551884),(60 3611331),(61 3682562.8),(62 3739022.8),(63 3790789.5),(64 3841130.5),(65 3884243.3),(66 3925940),(67 3975980.3),(68 4012129.8),(69 4033782.8),(70 4049586.3),(71 4036576),(72 4021517.8),(73 3997019),(74 3970774.8),(75 3943008),(76 3919564.8),(77 3901347.8),(78 3888606.3),(79 3855521),
(1 83099.86),(2 282081.56),(3 558548.56),(4 871001.6),(5 1198884.8),(6 1520480.1),(7 1821959.6),(8 2084019.8),(9 2302519),(10 2477088.3),(11 2612877.3),(12 2713995.5),(13 2787637),(14 2852264.3),(15 2914964.8),(16 2978814.3),(17 3037180),(18 3083726.8),(19 3114111),(20 3127153.3),(21 3117530),(22 3086315),(23 3030077.3),(24 2967271.5),(25 2913875.8),(26 2847662.3),(27 2792394.3),(28 2767895),(29 2752196.3),(30 2745423),(31 2745406.8),(32 2759428.5),(33 2782253.5),(34 2810999),(35 2831945.3),(36 2850589.3),(37 2883098.5),(38 2920212),(39 2971081.3),(40 3014674.8),(41 3054149.3),(42 3085404.3),(43 3115804.5),(44 3141117),(45 3139772.8),(46 3126200.3),(47 3099707.5),(48 3056638),(49 3001266.3),(50 2957077),(51 2912914.5),(52 2885610),(53 2857012.3),(54 2835965.5),(55 2807162.3),(56 2780073),(57 2768971.3),(58 2772392.8),(59 2803691),(60 2838557.8),(61 2854592.3),(62 2870687.3),(63 2887310.3),(64 2917329),(65 2938160.8),(66 2951197.3),(67 2969488.5),(68 2985424),(69 2989383),(70 2986951),(71 2972644.8),(72 2944104.8),(73 2915312),(74 2895406.8),(75 2878738),(76 2880408.3),(77 2897795),(78 2929464),(79 2968379.8),
(1 86632.836),(2 297938.38),(3 584942.94),(4 894351.2),(5 1199610.4),(6 1478591.1),(7 1721743.6),(8 1914796.6),(9 2057664.4),(10 2173856.3),(11 2273272.5),(12 2350081),(13 2409317.5),(14 2463215.8),(15 2507950.5),(16 2558971),(17 2608787.5),(18 2670632),(19 2721960.3),(20 2765123.3),(21 2784489.8),(22 2783868),(23 2774825.8),(24 2753817),(25 2722347.8),(26 2688254.5),(27 2649130.3),(28 2611554.3),(29 2568670.3),(30 2533079.8),(31 2502401.8),(32 2482069.3),(33 2465524.8),(34 2447040),(35 2445393.8),(36 2453716.8),(37 2477456.8),(38 2518065.8),(39 2559607.8),(40 2600519.8),(41 2645749.5),(42 2680340.5),(43 2712473.8),(44 2739343),(45 2761372.8),(46 2778635.3),(47 2802927.8),(48 2819265.3),(49 2846063),(50 2872780.8),(51 2900908),(52 2931284.8),(53 2949874.3),(54 2962095),(55 2966036),(56 2953523),(57 2949173.3),(58 2951033.3),(59 2950650.8),(60 2952645.8),(61 2945632.3),(62 2936507.5),(63 2938201),(64 2954798),(65 2976118.8),(66 2997163.3),(67 3027324),(68 3042701.8),(69 3041547),(70 3023561.3),(71 2996474.5),(72 2961458.8),(73 2925560.5),(74 2897711.8),(75 2873213.5),(76 2856138),(77 2840484.5),(78 2831398.3),(79 2814241.8),
(1 91560.42),(2 322138.5),(3 650775.94),(4 1005356.06),(5 1350975.3),(6 1669218.1),(7 1944677.5),(8 2175120),(9 2364864.5),(10 2519291.5),(11 2647457.5),(12 2753364.3),(13 2825583.5),(14 2893859.5),(15 2944324),(16 2986561.5),(17 3012985.5),(18 3023309.8),(19 3022809),(20 3016725),(21 2982557.5),(22 2931840.8),(23 2874137.5),(24 2821317),(25 2764585),(26 2701261.5),(27 2643561.3),(28 2611130.3),(29 2583067.8),(30 2558279.3),(31 2531690.8),(32 2504209.5),(33 2463871),(34 2431497),(35 2414453.8),(36 2403311),(37 2390243.5),(38 2390242),(39 2390196.5),(40 2392074.3),(41 2389553.5),(42 2385970.8),(43 2390862),(44 2404845.3),(45 2421542.5),(46 2442299.5),(47 2465378.5),(48 2500258.3),(49 2532699.8),(50 2560604.5),(51 2575925.3),(52 2589409),(53 2599113.8),(54 2598926.5),(55 2602592),(56 2607093.3),(57 2612025.8),(58 2618071),(59 2631199),(60 2635622.5),(61 2636506.8),(62 2639959.8),(63 2655009),(64 2684996),(65 2722515.5),(66 2758879),(67 2801221.3),(68 2848308.5),(69 2888420.5),(70 2919079.3),(71 2942700.3),(72 2955595.8),(73 2962921.8),(74 2969246.3),(75 2975820.8),(76 2975555.8),(77 2976813.3),(78 2981978.3),(79 2982205.3),
(1 84473.86),(2 286969.25),(3 566645.75),(4 867712.4),(5 1167224.5),(6 1436167.5),(7 1667251.5),(8 1847811.4),(9 1984791.5),(10 2081984.5),(11 2144354.5),(12 2181852),(13 2199671),(14 2216261.8),(15 2219957.5),(16 2238247.8),(17 2260495),(18 2295672.5),(19 2330925.5),(20 2369914.8),(21 2377241),(22 2379314.8),(23 2375287.8),(24 2384832.3),(25 2377734.3),(26 2375812),(27 2374043.5),(28 2364658),(29 2343011.3),(30 2319905.8),(31 2293972),(32 2275272.3),(33 2256554.3),(34 2243297.5),(35 2239801.3),(36 2251876.3),(37 2272274.3),(38 2302022),(39 2325821.5),(40 2331797.8),(41 2327203),(42 2334127),(43 2328493.5),(44 2320812.5),(45 2314233),(46 2307247.3),(47 2296420),(48 2287108.8),(49 2278458.8),(50 2291517.5),(51 2295789.8),(52 2310162),(53 2332884),(54 2343207),(55 2342423),(56 2333801.5),(57 2327527.8),(58 2312400.3),(59 2301843.3),(60 2288657.8),(61 2283098.8),(62 2286798.3),(63 2298629),(64 2318207),(65 2358851),(66 2399561.5),(67 2441647),(68 2478341),(69 2511736.3),(70 2548145.3),(71 2569518.5),(72 2583490.3),(73 2599008),(74 2615319.5),(75 2629223.3),(76 2660629.8),(77 2691431.5),(78 2733065.3),(79 2770133.3),
(1 84869.48),(2 284036.78),(3 548973.7),(4 821988.5),(5 1080512.6),(6 1307681.5),(7 1496579.4),(8 1642088.8),(9 1757747.6),(10 1843342.5),(11 1889086.5),(12 1920813),(13 1937232.8),(14 1952383.6),(15 1956355.3),(16 1961992.6),(17 1953421.4),(18 1956507.8),(19 1952000.4),(20 1951562.6),(21 1936109.4),(22 1922715.3),(23 1908735.4),(24 1894926.1),(25 1878734.9),(26 1878238.5),(27 1877253.1),(28 1877606.1),(29 1886608.4),(30 1903591.6),(31 1913369),(32 1932596.3),(33 1953204),(34 1972420.6),(35 1988042.6),(36 2008558.5),(37 2037961.5),(38 2073576.4),(39 2094464.3),(40 2109549),(41 2113927),(42 2104526.5),(43 2093237.5),(44 2089118.6),(45 2086106.1),(46 2087705.9),(47 2085296.8),(48 2096290.6),(49 2110929.5),(50 2137907.8),(51 2159586),(52 2179742),(53 2191641),(54 2194283.3),(55 2195640.8),(56 2199934.5),(57 2209930.3),(58 2201070.3),(59 2174290.8),(60 2150791),(61 2126232.3),(62 2104811.3),(63 2085567.6),(64 2072994.3),(65 2057142.9),(66 2049237),(67 2052196.8),(68 2064571),(69 2080034.3),(70 2101384),(71 2128717.8),(72 2155075.8),(73 2178856.5),(74 2201989.5),(75 2219102.8),(76 2239696.3),(77 2250454.8),(78 2262889.3),(79 2272086.8),
(1 77426.82),(2 253023.1),(3 482678.22),(4 711675.44),(5 922426.5),(6 1103659.8),(7 1253932.8),(8 1378786.1),(9 1486494.8),(10 1580977.6),(11 1663726),(12 1743388.5),(13 1814526),(14 1873067.5),(15 1912678.4),(16 1925947.5),(17 1917819.8),(18 1903034),(19 1883559.9),(20 1873649.4),(21 1859409.6),(22 1846504.4),(23 1836950.4),(24 1839010.9),(25 1854914.9),(26 1885688.1),(27 1926174.3),(28 1967806),(29 1989983.3),(30 2018421.8),(31 2031484.8),(32 2053746.1),(33 2075695.6),(34 2093932.1),(35 2106658.3),(36 2115911.3),(37 2123145.5),(38 2106238.3),(39 2079464.8),(40 2045079.6),(41 2005001.3),(42 1972815.6),(43 1944336.4),(44 1930045.9),(45 1929602.1),(46 1939367.3),(47 1952712.9),(48 1969407.6),(49 1988037.1),(50 2013292.6),(51 2039244.1),(52 2067987.4),(53 2096466),(54 2127354),(55 2165803.8),(56 2217459.5),(57 2258199),(58 2268155),(59 2250756.5),(60 2236852.5),(61 2211131),(62 2194921.3),(63 2187795.3),(64 2186040.8),(65 2178219.5),(66 2173092),(67 2173598.5),(68 2187481.3),(69 2197967),(70 2207188.3),(71 2215520.5),(72 2220183),(73 2215797.8),(74 2213136.8),(75 2209591.8),(76 2199731.5),(77 2194008.3),(78 2199369.5),(79 2216483.5),
