1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 269539.78),(2 909428.94),(3 1874665.9),(4 3147878),(5 4636596),(6 6351568.5),(7 8217545.5),(8 10166132),(9 12215216),(10 14369777),(11 16664520),(12 18878658),(13 21021994),(14 22967072),(15 24835546),(16 26524624),(17 28026928),(18 29366784),(19 30428862),(20 31291448),(21 32174090),(22 33010454),(23 34108268),(24 34970596),(25 35618148),(26 35992668),(27 36049948),(28 36003324),(29 35701204),(30 35484140),(31 35262684),(32 34520596),(33 33565600),(34 32617922),(35 31944274),(36 31568464),(37 31478666),(38 31415960),(39 31460134),(40 32001482),(41 32860464),(42 34153664),(43 35584852),(44 37157164),(45 38731412),(46 40640068),(47 42384868),(48 44089720),(49 45809100),(50 47272724),(51 48609936),(52 49932220),(53 51281572),(54 52670612),(55 53927620),(56 55130290),(57 56435744),(58 57777036),(59 59269652),(60 60815532),(61 62526572),(62 64283780),(63 66156096),(64 68201550),(65 70298090),(66 72531930),(67 75049760),(68 77658640),(69 80192510),(70 83087016),(71 86160390),(72 88927880),(73 91617090),(74 94230216),(75 96367864),(76 97894530),(77 98756260),(78 99305730),(79 99444840),
(1 248061.48),(2 908922.9),(3 1875125.9),(4 3012296),(5 4220366),(6 5436443),(7 6593511),(8 7689463.5),(9 8702815),(10 9619851),(11 10465527),(12 11245132),(13 12009034),(14 12758340),(15 13416025),(16 13962596),(17 14357935),(18 14645432),(19 14811314),(20 14865626),(21 14843562),(22 14736991),(23 14552296),(24 14317067),(25 14057316),(26 13774113),(27 13490376),(28 13209380),(29 12945308),(30 12689987),(31 12466102),(32 12277991),(33 12146489),(34 12033422),(35 11915446),(36 11815520),(37 11785773),(38 11830024),(39 11889734),(40 11995096),(41 12145887),(42 12348583),(43 12543218),(44 12719460),(45 12871844),(46 12949973),(47 12926442),(48 12804348),(49 12599240),(50 12326290),(51 12055747),(52 11849862),(53 11716978),(54 11642643),(55 11640634),(56 11719823),(57 11869638),(58 12086055),(59 12365265),(60 12688536),(61 13026482),(62 13380367),(63 13700469),(64 14003481),(65 14270742),(66 14469660),(67 14632850),(68 14801934),(69 14896353),(70 14921806),(71 14907025),(72 14932569),(73 14984314),(74 15113849),(75 15306432),(76 15550369),(77 15781869),(78 15907734),(79 15882351),
(1 263768.97),(2 952808.3),(3 1925208.6),(4 3042234),(5 4210456.5),(6 5374286),(7 6446882),(8 7399956),(9 8223005.5),(10 8969386),(11 9665157),(12 10301776),(13 10831067),(14 11247592),(15 11523085),(16 11708992),(17 11794328),(18 11769349),(19 11693400),(20 11578148),(21 11461595),(22 11335487),(23 11162489),(24 10989831),(25 10807715),(26 10593211),(27 10336489),(28 10046515),(29 9757393),(30 9510742),(31 9397228),(32 9415509),(33 9535859),(34 9657643),(35 9792928),(36 10027169),(37 10299059),(38 10558691),(39 10798577),(40 11034552),(41 11266327),(42 11497047),(43 11704799),(44 11847928),(45 11895472),(46 11876928),(47 11790413),(48 11645465),(49 11447384),(50 11248968),(51 11100763),(52 11061365),(53 11097623),(54 11129775),(55 11180238),(56 11227429),(57 11271603),(58 11338989),(59 11436139),(60 11577684),(61 11734865),(62 11913829),(63 12073588),(64 12186283),(65 12242659),(66 12250559),(67 12213117),(68 12119557),(69 11970237),(70 11849776),(71 11763064),(72 11715997),(73 11676539),(74 11666003),(75 11693893),(76 11774355),(77 11851663),(78 11913259),(79 11941713),
(1 279433),(2 1002087.5),(3 2000971.5),(4 3124608),(5 4252172.5),(6 5336538),(7 6329122),(8 7213950),(9 7991044),(10 8716826),(11 9418695),(12 10068325),(13 10666932),(14 11187543),(15 11611681),(16 11959108),(17 12207407),(18 12370371),(19 12434598),(20 12414168),(21 12354778),(22 12250621),(23 12104253),(24 11883752),(25 11618519),(26 11313228),(27 10996402),(28 10704383),(29 10473621),(30 10322500),(31 10294021),(32 10302815),(33 10358831),(34 10433395),(35 10401069),(36 10422725),(37 10514333),(38 10620302),(39 10708360),(40 10790100),(41 10891045),(42 10970683),(43 11002450),(44 10934496),(45 10741934),(46 10501831),(47 10219537),(48 9944333),(49 9700725),(50 9543388),(51 9459464),(52 9404208),(53 9366310),(54 9318690),(55 9252247),(56 9147988),(57 9033996),(58 8905583),(59 8781663),(60 8737034),(61 8795085),(62 8952655),(63 9187278),(64 9439753),(65 9662804),(66 9814577),(67 9904910),(68 9930015),(69 9892498),(70 9846844),(71 9819085),(72 9896022),(73 10043311),(74 10242100),(75 10466467),(76 10696765),(77 10846956),(78 10888479),(79 10808443),
(1 314967.47),(2 1127231),(3 2239793.5),(4 3458302.5),(5 4630957.5),(6 5687997.5),(7 6573235),(8 7290304.5),(9 7832281),(10 8234425),(11 8508145),(12 8708940),(13 8921872),(14 9142765),(15 9354166),(16 9548463),(17 9700241),(18 9808955),(19 9823690),(20 9778881),(21 9723626),(22 9690209),(23 9668411),(24 9659880),(25 9650673),(26 9647377),(27 9651524),(28 9653532),(29 9629037),(30 9583572),(31 9553491),(32 9514461),(33 9481135),(34 9369197),(35 9247078),(36 9156861),(37 9069527),(38 9021718),(39 9031108),(40 9107805),(41 9252899),(42 9381792),(43 9485396),(44 9528575),(45 9491058),(46 9400477),(47 9286445),(48 9114455),(49 8890263),(50 8688042),(51 8534950),(52 8457583),(53 8476995),(54 8566019),(55 8718202),(56 8890130),(57 9074289),(58 9239356),(59 9380533),(60 9502130),(61 9632969),(62 9750062),(63 9872682),(64 10014001),(65 10147504),(66 10235516),(67 10277929),(68 10243258),(69 10128025),(70 9963548),(71 9768164),(72 9538803),(73 9283785),(74 9058321),(75 8908970),(76 8848391),(77 8850785),(78 8857194),(79 8821442),
(1 233675.6),(2 825861.06),(3 1633937.4),(4 2555411.3),(5 3486272.5),(6 4325160.5),(7 5026117.5),(8 5616038),(9 6068630.5),(10 6430263),(11 6735700),(12 7030751),(13 7328754.5),(14 7610384),(15 7857171),(16 8047324),(17 8212220),(18 8408171),(19 8611944),(20 8778226),(21 8912105),(22 9039302),(23 9143881),(24 9237764),(25 9283950),(26 9275706),(27 9202895),(28 9054019),(29 8827395),(30 8574847),(31 8347834),(32 8183254.5),(33 8099491.5),(34 8096372.5),(35 8116628),(36 8189018.5),(37 8320574),(38 8449480),(39 8532319),(40 8598247),(41 8652398),(42 8664119),(43 8649202),(44 8627979),(45 8566083),(46 8455211),(47 8332807.5),(48 8213107.5),(49 8115863),(50 8056721),(51 8019884),(52 8026836.5),(53 8123404.5),(54 8257105),(55 8401790),(56 8539499),(57 8687725),(58 8811364),(59 8887899),(60 8928620),(61 8927436),(62 8877485),(63 8879068),(64 8943507),(65 9045764),(66 9146171),(67 9231681),(68 9262265),(69 9190874),(70 9045149),(71 8868344),(72 8699295),(73 8581176),(74 8539045),(75 8581572),(76 8667499),(77 8765182),(78 8848554),(79 8842977),
(1 221779.64),(2 771585.06),(3 1491305.1),(4 2274595.3),(5 3032580.3),(6 3700512),(7 4281249.5),(8 4782323.5),(9 5226673),(10 5624054.5),(11 5957302.5),(12 6219091),(13 6433399.5),(14 6617102),(15 6787345),(16 6975182.5),(17 7199457),(18 7454332.5),(19 7683294),(20 7843174.5),(21 7935979.5),(22 7993482),(23 8015111),(24 8054446),(25 8120429.5),(26 8196122.5),(27 8253539.5),(28 8266465.5),(29 8200241.5),(30 8075253.5),(31 7948112),(32 7858928.5),(33 7816945.5),(34 7823189.5),(35 7883838),(36 7997534),(37 8081617),(38 8189388.5),(39 8295167.5),(40 8452018),(41 8623440),(42 8794283),(43 8950002),(44 9051458),(45 9083543),(46 9086432),(47 9060162),(48 9018682),(49 8954768),(50 8905539),(51 8870271),(52 8829182),(53 8772399),(54 8686946),(55 8580374),(56 8458387),(57 8338525.5),(58 8257751.5),(59 8199805.5),(60 8168883),(61 8160315.5),(62 8158402.5),(63 8137065.5),(64 8109169),(65 8108866.5),(66 8113668.5),(67 8111130),(68 8124254),(69 8120577),(70 8069782.5),(71 7980326),(72 7870082.5),(73 7742286),(74 7623281),(75 7507560),(76 7433953),(77 7408622),(78 7427399.5),(79 7465918),
(1 252418.64),(2 880846.06),(3 1699453.5),(4 2549725.8),(5 3326456.8),(6 3971307.5),(7 4459979),(8 4861916),(9 5210537),(10 5525663),(11 5828705),(12 6100667.5),(13 6331860.5),(14 6525211.5),(15 6704005.5),(16 6889956),(17 7085874),(18 7286840.5),(19 7489028.5),(20 7666255),(21 7799330),(22 7912506),(23 8039609),(24 8215266),(25 8423157),(26 8635264),(27 8813248),(28 8891884),(29 8871393),(30 8784027),(31 8642059),(32 8469848),(33 8323221.5),(34 8219163),(35 8156953),(36 8127828.5),(37 8084303.5),(38 8056046),(39 8054887.5),(40 8112547.5),(41 8221885),(42 8385272.5),(43 8554268),(44 8659913),(45 8707261),(46 8682415),(47 8589789),(48 8456809),(49 8289133.5),(50 8096240.5),(51 7892041),(52 7700684),(53 7551283.5),(54 7455099),(55 7399574),(56 7373587),(57 7388535),(58 7458810),(59 7575241),(60 7741928.5),(61 7924948.5),(62 8092666),(63 8235864.5),(64 8357044),(65 8473440),(66 8605774),(67 8768292),(68 8922211),(69 9044966),(70 9099239),(71 9105887),(72 9075171),(73 8990249),(74 8860132),(75 8704437),(76 8577810),(77 8482555),(78 8402491),(79 8336445.5),
(1 250407.5),(2 868400.56),(3 1673473.8),(4 2499893.8),(5 3234270.3),(6 3802514),(7 4213322.5),(8 4532422),(9 4813469),(10 5085990),(11 5336718.5),(12 5543246.5),(13 5718503),(14 5881012),(15 6038139),(16 6193475),(17 6352180.5),(18 6547483),(19 6762373),(20 6973191),(21 7159922),(22 7346250.5),(23 7504084.5),(24 7600731),(25 7622120),(26 7591348),(27 7566317.5),(28 7577076.5),(29 7637849),(30 7710641),(31 7791041.5),(32 7867792.5),(33 7940305),(34 8015050.5),(35 7942597),(36 7881208.5),(37 7792940.5),(38 7667170),(39 7535717.5),(40 7441729),(41 7430645.5),(42 7512905.5),(43 7615039.5),(44 7729191),(45 7840690.5),(46 7950725),(47 8041608.5),(48 8110695),(49 8121246),(50 8068747.5),(51 7949066.5),(52 7778701),(53 7605286),(54 7417800),(55 7240207.5),(56 7091766.5),(57 6970666),(58 6881323.5),(59 6867639),(60 6942688.5),(61 7089952),(62 7276769),(63 7453274),(64 7614733.5),(65 7748566.5),(66 7860818.5),(67 7998678.5),(68 8175392),(69 8372651.5),(70 8573428),(71 8700435),(72 8766125),(73 8788955),(74 8774329),(75 8740746),(76 8707069),(77 8677633),(78 8654588),(79 8603883),
(1 252783.47),(2 871922.1),(3 1664065),(4 2443173.3),(5 3093807.8),(6 3582007.8),(7 3957917.5),(8 4296840),(9 4621889.5),(10 4903019),(11 5152131),(12 5329952),(13 5439036),(14 5534876),(15 5626613),(16 5749285.5),(17 5886811),(18 6022875),(19 6189851),(20 6359256.5),(21 6479111),(22 6549922),(23 6580811.5),(24 6585972),(25 6571182),(26 6524843),(27 6461063),(28 6406048.5),(29 6390246.5),(30 6421503),(31 6482690.5),(32 6567686),(33 6666412),(34 6728220.5),(35 6717588),(36 6641621),(37 6504538),(38 6346169),(39 6231120),(40 6150112),(41 6120482.5),(42 6115864.5),(43 6089829.5),(44 6021991),(45 5909941),(46 5814980),(47 5754296),(48 5714006.5),(49 5675894),(50 5637558),(51 5596493),(52 5551939),(53 5509332.5),(54 5468967),(55 5435239),(56 5409091),(57 5395287.5),(58 5414967),(59 5492188.5),(60 5609794.5),(61 5742879.5),(62 5857607),(63 5940082),(64 5989362),(65 5975799.5),(66 5891938),(67 5779412),(68 5699830),(69 5664008),(70 5685461),(71 5756792.5),(72 5841178.5),(73 5894125),(74 5942228),(75 6005162.5),(76 6073986.5),(77 6178207.5),(78 6278236),(79 6341418),
(1 222794.39),(2 760951.7),(3 1441658.9),(4 2107486.5),(5 2664233),(6 3078046.3),(7 3367320.5),(8 3587113.5),(9 3760363.8),(10 3946000.5),(11 4156546.5),(12 4347269.5),(13 4499931),(14 4639381),(15 4779262.5),(16 4940565),(17 5126802),(18 5309958.5),(19 5456016.5),(20 5543862.5),(21 5600869),(22 5662755.5),(23 5720962.5),(24 5771728),(25 5802475),(26 5815471.5),(27 5826466),(28 5804078.5),(29 5757010),(30 5691873),(31 5629198.5),(32 5565075),(33 5498100),(34 5463206),(35 5421128.5),(36 5362883.5),(37 5283283.5),(38 5179965),(39 5034793),(40 4888825),(41 4770490),(42 4683207),(43 4617415.5),(44 4564435),(45 4521608.5),(46 4506419.5),(47 4525306),(48 4603341),(49 4727726.5),(50 4899320),(51 5082369.5),(52 5221307.5),(53 5308243.5),(54 5335946),(55 5355052),(56 5409115),(57 5509060),(58 5638698),(59 5789415),(60 5963905),(61 6123382),(62 6241147.5),(63 6309410),(64 6329120),(65 6283177.5),(66 6187083),(67 6053924),(68 5892405),(69 5741206.5),(70 5632070),(71 5545237.5),(72 5491020.5),(73 5448446.5),(74 5425960),(75 5432136),(76 5460219),(77 5505208),(78 5559532.5),(79 5598673.5),
(1 194961.1),(2 662650.6),(3 1248189),(4 1800597),(5 2245726.3),(6 2578124.3),(7 2831004),(8 3058932.8),(9 3262967.3),(10 3455709.8),(11 3661316.5),(12 3873712.5),(13 4052220.3),(14 4202551),(15 4320040.5),(16 4427973.5),(17 4514793.5),(18 4583672),(19 4650859.5),(20 4690033.5),(21 4713421.5),(22 4761342.5),(23 4801720),(24 4843962.5),(25 4881912),(26 4922884),(27 4978681.5),(28 5049859.5),(29 5107843.5),(30 5139632.5),(31 5177417),(32 5195716.5),(33 5163640),(34 5150976),(35 5137880),(36 5129168.5),(37 5141762),(38 5148257.5),(39 5152411),(40 5149351.5),(41 5113070),(42 5077567),(43 5023576),(44 4960238),(45 4907654),(46 4894646.5),(47 4894792),(48 4893989.5),(49 4885907),(50 4892625.5),(51 4918253.5),(52 4947013.5),(53 4955474.5),(54 4927352),(55 4883382),(56 4854953),(57 4872867.5),(58 4939162.5),(59 5035310.5),(60 5137943.5),(61 5210750),(62 5242293.5),(63 5236732.5),(64 5230870),(65 5228984.5),(66 5217413),(67 5205231),(68 5208616.5),(69 5222315),(70 5215547.5),(71 5178321),(72 5107480),(73 5016563),(74 4931889.5),(75 4877904),(76 4840396),(77 4839895),(78 4852909.5),(79 4878617.5),
(1 212832.19),(2 711289.2),(3 1320319),(4 1887681.8),(5 2316855.5),(6 2606143),(7 2808172.5),(8 2988701.5),(9 3137982.8),(10 3259240.8),(11 3349890),(12 3423577.5),(13 3513889),(14 3639034.3),(15 3789553.3),(16 3921478.3),(17 4012835),(18 4070590.8),(19 4106986.3),(20 4153061.8),(21 4218435),(22 4319718),(23 4444122),(24 4593859.5),(25 4776751.5),(26 4968677),(27 5128408),(28 5227658.5),(29 5241657),(30 5211422),(31 5172898.5),(32 5123702),(33 5081535.5),(34 5086629),(35 5095947),(36 5057904),(37 5047582.5),(38 5025671),(39 4975369),(40 4896318.5),(41 4807644.5),(42 4730008),(43 4654011.5),(44 4608835.5),(45 4596277.5),(46 4603872),(47 4605164.5),(48 4601982),(49 4580821.5),(50 4563128.5),(51 4570754),(52 4593709.5),(53 4625960),(54 4641890),(55 4641997.5),(56 4644098),(57 4663595.5),(58 4705912.5),(59 4762628.5),(60 4821147),(61 4866855.5),(62 4891985),(63 4888955.5),(64 4882800),(65 4898449.5),(66 4929493),(67 4960602.5),(68 4982102.5),(69 4981605),(70 4963248.5),(71 4956182),(72 4946829.5),(73 4904108),(74 4829380),(75 4745841.5),(76 4677010),(77 4631244),(78 4626786),(79 4650821),
(1 206882.98),(2 688462.7),(3 1260980.8),(4 1770111.5),(5 2153391),(6 2424751.8),(7 2654770.3),(8 2880706.3),(9 3089965.8),(10 3231664.8),(11 3315557.5),(12 3357579.5),(13 3410797.8),(14 3505657),(15 3644312.3),(16 3791910),(17 3900221),(18 3952857),(19 3966080),(20 3972569.3),(21 3994460.3),(22 4040537),(23 4105618.3),(24 4179553),(25 4283099),(26 4405518),(27 4520088),(28 4593839.5),(29 4606791),(30 4561439.5),(31 4502428.5),(32 4472102.5),(33 4464120.5),(34 4470032),(35 4492939.5),(36 4522829.5),(37 4562261),(38 4590182),(39 4599663.5),(40 4581996.5),(41 4517528.5),(42 4436320.5),(43 4373625.5),(44 4345398.5),(45 4378991),(46 4458195),(47 4521333),(48 4551620),(49 4526554.5),(50 4480549.5),(51 4427051.5),(52 4377454.5),(53 4351855.5),(54 4338151),(55 4309657.5),(56 4281647.5),(57 4262986.5),(58 4265739),(59 4279634.5),(60 4272788),(61 4232347),(62 4183253.5),(63 4140728.3),(64 4104367.8),(65 4092305.5),(66 4103064.5),(67 4122582.3),(68 4148285.8),(69 4167590.8),(70 4180031),(71 4178199.8),(72 4160821.3),(73 4134367.8),(74 4095485.8),(75 4064691.3),(76 4048173.5),(77 4035073.5),(78 4013033.3),(79 3980548.5),
(1 194805),(2 648217.94),(3 1182718),(4 1642482.3),(5 1964681.6),(6 2191204.5),(7 2376584.8),(8 2553046.3),(9 2704134.5),(10 2827706.3),(11 2941517),(12 3051046.8),(13 3174581.8),(14 3313957.3),(15 3446778.3),(16 3550363.8),(17 3580941.8),(18 3544337.8),(19 3458182),(20 3370408.5),(21 3310626.8),(22 3286729.5),(23 3295318.8),(24 3316532.3),(25 3362439),(26 3415308.8),(27 3460687),(28 3478061.3),(29 3472117.8),(30 3429343.3),(31 3397602.3),(32 3412225.8),(33 3435916.8),(34 3474228),(35 3536482.5),(36 3602428.8),(37 3664833.8),(38 3722995.5),(39 3762017.5),(40 3778556.8),(41 3736457),(42 3655156.5),(43 3572786.8),(44 3510864),(45 3489584.8),(46 3515100.5),(47 3568575.3),(48 3631726.5),(49 3673738.8),(50 3684971.5),(51 3680162.5),(52 3662671),(53 3620509.3),(54 3571545),(55 3527179.8),(56 3497169.8),(57 3465157.3),(58 3434242.3),(59 3412478.3),(60 3394402.8),(61 3362093.8),(62 3334263.5),(63 3328074),(64 3338982),(65 3373657),(66 3415946.8),(67 3437469.8),(68 3437653),(69 3429360),(70 3436269.8),(71 3479248.8),(72 3527351.8),(73 3544207),(74 3530831),(75 3510550.8),(76 3514455.5),(77 3535074.3),(78 3547265.8),(79 3557514),
(1 184879.95),(2 610085.25),(3 1110782.1),(4 1565673.4),(5 1947950.3),(6 2241369.3),(7 2451217.8),(8 2606813.3),(9 2737724.8),(10 2867733.3),(11 3033098.8),(12 3220651.8),(13 3403537.5),(14 3550250.8),(15 3637097.3),(16 3662567),(17 3636576.3),(18 3549195),(19 3427033.5),(20 3294402.3),(21 3181740),(22 3110778),(23 3092482.3),(24 3096703.3),(25 3121206.5),(26 3153397),(27 3175859.3),(28 3183326.5),(29 3160273.8),(30 3098538.8),(31 3059003.5),(32 3063149.3),(33 3097512.5),(34 3147193.3),(35 3209255),(36 3294679.8),(37 3406994.3),(38 3527492.5),(39 3632395),(40 3702605.8),(41 3713966.3),(42 3667132),(43 3606681),(44 3576458.8),(45 3574972.8),(46 3591751),(47 3617436.5),(48 3649076.3),(49 3674018.5),(50 3676463.3),(51 3651575.8),(52 3604439.5),(53 3549421.3),(54 3516892.5),(55 3485370.3),(56 3455991),(57 3427663),(58 3392151.5),(59 3353046),(60 3315456.3),(61 3286235.5),(62 3267202.3),(63 3262821.3),(64 3266160.8),(65 3283060.3),(66 3315356.8),(67 3347771),(68 3363281.8),(69 3355913),(70 3328376.3),(71 3303293.8),(72 3286057.5),(73 3286742.5),(74 3294343.8),(75 3286911.8),(76 3289439.3),(77 3303599),(78 3342663),(79 3397974),
(1 178280.97),(2 579256.4),(3 1028894.9),(4 1407068.6),(5 1698476.8),(6 1929038.9),(7 2135999.5),(8 2310810),(9 2462609.8),(10 2607938.8),(11 2771146.5),(12 2955863.3),(13 3155934.8),(14 3335650.3),(15 3486307.8),(16 3575916.3),(17 3587429.3),(18 3541072),(19 3463470.5),(20 3371183.3),(21 3297558.5),(22 3265031.5),(23 3254620.3),(24 3245725.8),(25 3220730),(26 3174586),(27 3113890),(28 3037534),(29 2949566.5),(30 2872275.5),(31 2793456.8),(32 2751552),(33 2756263.3),(34 2765556.5),(35 2809468.5),(36 2852640.8),(37 2921871.8),(38 2982612.5),(39 3033970.8),(40 3081903),(41 3110704.5),(42 3102405.8),(43 3064670),(44 3042499),(45 3053001.3),(46 3066251),(47 3074178),(48 3051110.8),(49 3034294.3),(50 3065770),(51 3128882.3),(52 3195780.3),(53 3233361.3),(54 3244140.5),(55 3252425.5),(56 3259872.8),(57 3246559.3),(58 3224137.5),(59 3201783.5),(60 3180868.3),(61 3158168.8),(62 3132838.8),(63 3117288),(64 3122675.3),(65 3129581.8),(66 3142050.8),(67 3164351.5),(68 3171525.8),(69 3146266.3),(70 3098797.3),(71 3037492.8),(72 2992788.5),(73 2978181.8),(74 2984490.8),(75 3003509.3),(76 3009197),(77 2987342.8),(78 2958758.3),(79 2940658.3),
(1 173539.95),(2 556979.6),(3 978706.3),(4 1318384.1),(5 1564229),(6 1761312),(7 1952841.3),(8 2151120),(9 2325449.3),(10 2467628.8),(11 2588553.3),(12 2702201),(13 2846015.8),(14 3001124),(15 3114162.8),(16 3176536.3),(17 3180845.5),(18 3160197),(19 3138987.5),(20 3110346.8),(21 3078334.3),(22 3068794.8),(23 3078853.8),(24 3098698.8),(25 3117268),(26 3119675.8),(27 3123759.3),(28 3119580.8),(29 3097847.8),(30 3053517.3),(31 3000872.3),(32 2956022),(33 2916698.3),(34 2888034.5),(35 2853736),(36 2807212.5),(37 2773409.3),(38 2741976.5),(39 2711879.8),(40 2704159.8),(41 2700359.8),(42 2684697.3),(43 2658436.3),(44 2643063.8),(45 2641429.3),(46 2651152),(47 2661491),(48 2657064.5),(49 2641857.8),(50 2639169.3),(51 2660049),(52 2699835.8),(53 2745214.5),(54 2792065.3),(55 2849530),(56 2896443.3),(57 2926180.5),(58 2932413.5),(59 2934901.3),(60 2946807.3),(61 2960495.5),(62 2976306.3),(63 2995018),(64 3010426),(65 3009539.5),(66 3007139.5),(67 3007810.3),(68 3025125.8),(69 3033753.3),(70 3039604.3),(71 3032065),(72 3014523.5),(73 3005645.5),(74 3006217),(75 3010033),(76 2989220.5),(77 2952790.8),(78 2923558.3),(79 2917084.8),
(1 153547.94),(2 490916.9),(3 861204.56),(4 1161754.6),(5 1385559.3),(6 1571677.1),(7 1745472.4),(8 1907747.8),(9 2068980.4),(10 2216101.8),(11 2342824.5),(12 2443774),(13 2536331.3),(14 2614744.8),(15 2675402.3),(16 2713488),(17 2740168.3),(18 2770909.5),(19 2804373.8),(20 2826676.8),(21 2824112.3),(22 2815076.5),(23 2796791.8),(24 2763376.3),(25 2740204),(26 2730943.3),(27 2746148.8),(28 2782639.8),(29 2815810),(30 2818020.5),(31 2797030.5),(32 2789540.5),(33 2801660.5),(34 2833239.8),(35 2864124.3),(36 2894043.3),(37 2902098.3),(38 2872960),(39 2807539.5),(40 2738435.8),(41 2688425),(42 2664121.5),(43 2668642.3),(44 2688007.5),(45 2696559),(46 2687710.5),(47 2660230),(48 2630301.5),(49 2604212.5),(50 2579070.8),(51 2566458.8),(52 2563605),(53 2550277.8),(54 2544394),(55 2534914),(56 2526540),(57 2528231.3),(58 2536013.3),(59 2550497.5),(60 2592593.5),(61 2647827.8),(62 2694322),(63 2737230),(64 2786038.3),(65 2833057.3),(66 2873031.8),(67 2894193.5),(68 2912347),(69 2913189.8),(70 2908490.8),(71 2904048),(72 2902499.8),(73 2887764.5),(74 2898102),(75 2913562.8),(76 2917228.5),(77 2892876.3),(78 2856458.8),(79 2831860),
