1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 50438.14),(2 165330.95),(3 308147.53),(4 473624.88),(5 642455.4),(6 810387.5),(7 958055.5),(8 1092977.9),(9 1204455.9),(10 1298939.6),(11 1380387.4),(12 1466005.6),(13 1549722.4),(14 1629727.9),(15 1713928.8),(16 1803304.8),(17 1896686.6),(18 1988718.3),(19 2069770.3),(20 2154340.3),(21 2247422),(22 2347904.3),(23 2458892.3),(24 2555872.3),(25 2643463.3),(26 2727966.3),(27 2804365.3),(28 2882729.3),(29 2955207.8),(30 3035415),(31 3117428.8),(32 3197221.5),(33 3271203.5),(34 3349697),(35 3421266.8),(36 3480483.5),(37 3520587.8),(38 3564340.8),(39 3601130.5),(40 3642530.8),(41 3671529.5),(42 3697746.8),(43 3718467.8),(44 3730498.8),(45 3732731.8),(46 3726633),(47 3728873.8),(48 3740576),(49 3758325.5),(50 3766921),(51 3769345.8),(52 3758277.5),(53 3756480.8),(54 3755186),(55 3760251.8),(56 3767397.5),(57 3774745),(58 3792919.8),(59 3824616),(60 3848946.8),(61 3864884.8),(62 3889966.5),(63 3910882.8),(64 3935140.5),(65 3973937.5),(66 4030159),(67 4113383.8),(68 4209950.5),(69 4322691),(70 4434797.5),(71 4545008),(72 4652597),(73 4756138.5),(74 4866624.5),(75 4970223),(76 5063331.5),(77 5133062.5),(78 5182241),(79 5213397.5),
(1 52915.293),(2 169475.9),(3 303933.53),(4 460527.78),(5 633238.75),(6 810270.5),(7 970713.5),(8 1113046.5),(9 1241402.9),(10 1358549.3),(11 1464128.4),(12 1567486),(13 1679209.5),(14 1795228.4),(15 1914954.9),(16 2035644.6),(17 2166913.3),(18 2292750.3),(19 2405805.3),(20 2499911.3),(21 2596619.8),(22 2684971),(23 2769561.5),(24 2835035),(25 2898097.8),(26 2964234.8),(27 3019524.8),(28 3074762.8),(29 3128981.3),(30 3186620.8),(31 3254557.3),(32 3324241.3),(33 3394254),(34 3463280),(35 3538453.8),(36 3610334.8),(37 3685938),(38 3763572),(39 3843792),(40 3923338),(41 4003835.3),(42 4085660.8),(43 4166979.3),(44 4246860.5),(45 4307855.5),(46 4357688.5),(47 4404767.5),(48 4463054.5),(49 4533657.5),(50 4601899),(51 4652868.5),(52 4707591.5),(53 4774075.5),(54 4837449.5),(55 4902262),(56 4962818.5),(57 5035192.5),(58 5114775.5),(59 5197465.5),(60 5263472.5),(61 5324682.5),(62 5372490),(63 5396032.5),(64 5403899),(65 5391222.5),(66 5368188),(67 5339253.5),(68 5328072.5),(69 5328254),(70 5329678.5),(71 5317983.5),(72 5308392.5),(73 5299775.5),(74 5281517),(75 5262021.5),(76 5227372),(77 5176258),(78 5119692.5),(79 5057308),
(1 51310.297),(2 166340.63),(3 301717.8),(4 459208.56),(5 634345.4),(6 815271.1),(7 986585.44),(8 1145566.5),(9 1299495.5),(10 1437155.9),(11 1563029),(12 1676113),(13 1788453.5),(14 1896646.9),(15 2001745),(16 2106876.8),(17 2217137),(18 2331539.5),(19 2432204),(20 2520487.8),(21 2616219.3),(22 2718096.8),(23 2813670),(24 2901559.8),(25 2983653.8),(26 3064765),(27 3130825.3),(28 3182919.8),(29 3221634.5),(30 3259554),(31 3293408.3),(32 3332882),(33 3375569.3),(34 3418386),(35 3459965.8),(36 3508296),(37 3545579.5),(38 3584316.8),(39 3626473.3),(40 3677998.8),(41 3732400),(42 3787911),(43 3832196.5),(44 3872091.8),(45 3916491.8),(46 3952914.5),(47 3978219.5),(48 4002491),(49 4017165),(50 4030839.3),(51 4054087.8),(52 4068119),(53 4074759),(54 4081267.8),(55 4080796.8),(56 4081506.5),(57 4091568.8),(58 4108746.5),(59 4140802),(60 4171977.5),(61 4184263),(62 4195390),(63 4194535),(64 4185307.5),(65 4172991.8),(66 4152786),(67 4115538.5),(68 4086416),(69 4061319),(70 4055811.3),(71 4058667.3),(72 4077703.8),(73 4116171),(74 4171128),(75 4257808),(76 4360032.5),(77 4475073.5),(78 4594969),(79 4711787.5),
(1 48178.17),(2 159718.48),(3 299923),(4 469489.28),(5 650259.75),(6 837198.9),(7 1015263.44),(8 1187179.9),(9 1352636.4),(10 1489130.1),(11 1608272.5),(12 1713886.4),(13 1808361.6),(14 1877745.3),(15 1927309.3),(16 1982752.6),(17 2043266.3),(18 2101241.8),(19 2139669.8),(20 2183080.8),(21 2226103.3),(22 2274750.8),(23 2315192.3),(24 2349367.8),(25 2382294.5),(26 2413825.5),(27 2441883),(28 2458516.3),(29 2465054),(30 2481839.3),(31 2511659.3),(32 2540134.5),(33 2590045),(34 2649969.8),(35 2726077),(36 2814481.3),(37 2899996.5),(38 2984133.8),(39 3067337.5),(40 3155113),(41 3234873.3),(42 3306561.3),(43 3362548.5),(44 3399229.8),(45 3424648.8),(46 3448065),(47 3477226),(48 3500723.3),(49 3522722),(50 3544531.8),(51 3559604.5),(52 3566427.3),(53 3569292.8),(54 3577013.8),(55 3570353.3),(56 3561744.8),(57 3556384.8),(58 3565195),(59 3587148.8),(60 3595748.8),(61 3601182.8),(62 3619154),(63 3655553),(64 3703088.8),(65 3757493),(66 3803087.3),(67 3838587.8),(68 3864079.3),(69 3870160.8),(70 3876779),(71 3864301),(72 3843057.5),(73 3824461.8),(74 3808532.5),(75 3799655.3),(76 3794225.5),(77 3786543.8),(78 3792477),(79 3806235),
(1 44363.926),(2 144109.36),(3 266777.47),(4 409127.75),(5 560233.44),(6 711730.4),(7 854861.94),(8 988350.7),(9 1110790.5),(10 1218493),(11 1305193.1),(12 1377243.3),(13 1444964.1),(14 1504536),(15 1556120.5),(16 1602521.6),(17 1654692.8),(18 1701592.6),(19 1739311.1),(20 1776294.1),(21 1816905.8),(22 1863474.5),(23 1906858.5),(24 1948540.8),(25 1997590.5),(26 2059779.3),(27 2123860.5),(28 2181845),(29 2248588.5),(30 2325995.3),(31 2404836.5),(32 2473107.8),(33 2543494),(34 2619394.3),(35 2685923.3),(36 2745480),(37 2818658),(38 2897878.5),(39 2959145.5),(40 3015021.3),(41 3059660.3),(42 3085057.3),(43 3106513.3),(44 3117902.3),(45 3124026.3),(46 3125026.3),(47 3125563.8),(48 3126457.3),(49 3131695.8),(50 3132968.5),(51 3136382.3),(52 3150496),(53 3181737.3),(54 3223071.8),(55 3264797),(56 3313112),(57 3345719.5),(58 3370285.8),(59 3389477.3),(60 3400483.3),(61 3404297.5),(62 3409441.8),(63 3410154.8),(64 3404176.3),(65 3395452.5),(66 3385302.8),(67 3372231.8),(68 3363152.3),(69 3356291.3),(70 3357911.5),(71 3350474),(72 3348009),(73 3343634.3),(74 3329607),(75 3306528),(76 3267747),(77 3222169.3),(78 3187153.5),(79 3160986.3),
(1 43431.207),(2 140993.39),(3 257606.16),(4 393931.88),(5 534949.44),(6 672141.25),(7 796885.94),(8 912045.2),(9 1017421.3),(10 1116927.5),(11 1201874.6),(12 1286330),(13 1372139.3),(14 1457862.6),(15 1535520.5),(16 1612082.8),(17 1678060.8),(18 1727772.8),(19 1759240),(20 1778242.3),(21 1793940.5),(22 1815618.1),(23 1841300.6),(24 1873662.9),(25 1920794.3),(26 1984414.5),(27 2040299.8),(28 2094734.9),(29 2149010.3),(30 2208075.3),(31 2263300.5),(32 2321623.3),(33 2385025.3),(34 2451279.8),(35 2517443.8),(36 2590359),(37 2671955.3),(38 2756857.5),(39 2832302.5),(40 2900917.8),(41 2949959),(42 2981345.8),(43 3003104.5),(44 3015903.5),(45 3031319.8),(46 3046288),(47 3060471.3),(48 3078843.5),(49 3104711.3),(50 3127448),(51 3150963),(52 3182042.3),(53 3212846.5),(54 3257342.8),(55 3305085),(56 3359331.3),(57 3408906.3),(58 3461451.5),(59 3505681.5),(60 3548288.8),(61 3596480.3),(62 3644628.5),(63 3698618.3),(64 3744773),(65 3796968.3),(66 3832234.3),(67 3858036.3),(68 3855166.8),(69 3835639.3),(70 3801660.8),(71 3763521),(72 3718864.8),(73 3659111.5),(74 3590408.3),(75 3527039.3),(76 3470590.3),(77 3412649.3),(78 3362599),(79 3313402.8),
(1 41980.508),(2 133090),(3 240761.44),(4 363012.03),(5 498745.34),(6 641627.1),(7 774275.06),(8 899549.44),(9 1022869.06),(10 1139474.9),(11 1240923.9),(12 1337418.6),(13 1441407.5),(14 1540838.8),(15 1637087.5),(16 1736494.3),(17 1836736.9),(18 1935467.9),(19 2025792.3),(20 2104929),(21 2179480.3),(22 2246954.3),(23 2296973),(24 2337453.5),(25 2381831.8),(26 2431293.3),(27 2478608.5),(28 2515102.8),(29 2549114.3),(30 2579787),(31 2600969.3),(32 2617555.5),(33 2632679.8),(34 2653677),(35 2682482),(36 2712065.3),(37 2736169),(38 2762210),(39 2773774.5),(40 2776796.3),(41 2781216),(42 2784965.8),(43 2793397.5),(44 2804569.3),(45 2816497.8),(46 2840001.5),(47 2868386),(48 2895635.3),(49 2924219.3),(50 2948973.5),(51 2975571),(52 3002180.5),(53 3034863),(54 3069827),(55 3098517.3),(56 3110499.5),(57 3112668.5),(58 3112110.8),(59 3104353.8),(60 3082057.8),(61 3057989.3),(62 3035503.3),(63 3007322.8),(64 2972731.8),(65 2938913.3),(66 2908717.8),(67 2886323),(68 2857865.3),(69 2830259.5),(70 2807318.5),(71 2779298),(72 2744244.5),(73 2714361.5),(74 2687422.3),(75 2665447),(76 2651257.8),(77 2630768.5),(78 2616646.8),(79 2601539.5),
(1 47496.594),(2 148328.16),(3 258488.13),(4 391547.16),(5 544892.75),(6 709073.9),(7 854697.3),(8 983525.06),(9 1106172),(10 1217082.1),(11 1311881.9),(12 1389553.6),(13 1462777.8),(14 1521180.9),(15 1562474.6),(16 1592636.9),(17 1618428.4),(18 1639355),(19 1646877.1),(20 1652640.3),(21 1666917),(22 1687768.1),(23 1702186.8),(24 1716757.3),(25 1745852.6),(26 1774484),(27 1783868.4),(28 1778313.6),(29 1779425.4),(30 1793542),(31 1817373.1),(32 1852656.3),(33 1894494),(34 1942421.1),(35 1984847.5),(36 2025562),(37 2063390),(38 2105726),(39 2147285.5),(40 2174982),(41 2191825.3),(42 2210462.3),(43 2228881.8),(44 2247429.3),(45 2265128.3),(46 2290681.3),(47 2321779),(48 2363622.8),(49 2408002),(50 2457671.8),(51 2510930.8),(52 2553208.3),(53 2596843.8),(54 2640026.8),(55 2683005.3),(56 2717215.8),(57 2748919.3),(58 2773247.5),(59 2783889.5),(60 2783625.8),(61 2777940.3),(62 2774082),(63 2775820),(64 2773870.8),(65 2764370.8),(66 2759609.8),(67 2767667.8),(68 2772790.3),(69 2785061.8),(70 2797573.8),(71 2818064.5),(72 2833962.8),(73 2845608.8),(74 2862834.5),(75 2888238.5),(76 2910367),(77 2934161.5),(78 2958475.5),(79 2977603.5),
(1 48235.92),(2 155477.53),(3 283192.13),(4 435137.5),(5 597844.56),(6 763136.94),(7 915566.44),(8 1054379.6),(9 1182677.5),(10 1297212.5),(11 1401243.3),(12 1499279.1),(13 1584342.4),(14 1649380.8),(15 1700174.9),(16 1737076.9),(17 1768236.5),(18 1779802.3),(19 1776230),(20 1761148.6),(21 1754322.8),(22 1752684),(23 1745104.5),(24 1739988.5),(25 1752028.4),(26 1785332.5),(27 1813254.5),(28 1847564),(29 1895099.8),(30 1953413.3),(31 2012522.8),(32 2071011.8),(33 2131498.8),(34 2191829),(35 2244554),(36 2298523),(37 2350592.8),(38 2399917.8),(39 2449277.8),(40 2491483.8),(41 2523731.3),(42 2551259.5),(43 2562439.8),(44 2566637.5),(45 2558420),(46 2552274.5),(47 2545432),(48 2542085.3),(49 2540577),(50 2550269.5),(51 2561523),(52 2572846.5),(53 2581746.8),(54 2587028),(55 2592176.5),(56 2601775),(57 2608970),(58 2609261.3),(59 2614610.8),(60 2614142.8),(61 2617800.3),(62 2622646.5),(63 2628277),(64 2631834.3),(65 2634475.5),(66 2642359.3),(67 2659171.3),(68 2677063.8),(69 2694118.5),(70 2712652.3),(71 2731203.3),(72 2744566),(73 2743859.5),(74 2735193),(75 2724560.8),(76 2703135),(77 2680874.5),(78 2656486),(79 2650619.5),
(1 43712.297),(2 138265.66),(3 249062.84),(4 379446.1),(5 519389.13),(6 660885.4),(7 790034.06),(8 910850.2),(9 1024668.75),(10 1128804.4),(11 1221362.6),(12 1310013.9),(13 1396729.6),(14 1478958.1),(15 1552969.1),(16 1624760.5),(17 1686637.4),(18 1737256.4),(19 1770125.6),(20 1790342.4),(21 1809235.5),(22 1824477),(23 1827830.3),(24 1826672.4),(25 1824727.6),(26 1829009.5),(27 1826740.5),(28 1824648.3),(29 1816113.3),(30 1810590.4),(31 1802086),(32 1795727.3),(33 1793451.6),(34 1802445.6),(35 1814645.6),(36 1824921.1),(37 1834647.4),(38 1840992.9),(39 1841704.6),(40 1842994.1),(41 1834334.8),(42 1822858),(43 1812390.6),(44 1804898.4),(45 1797515.6),(46 1794379.6),(47 1794766.3),(48 1803579.5),(49 1815451.3),(50 1835964.8),(51 1861380.8),(52 1891734.9),(53 1927021),(54 1968870.5),(55 2012819.9),(56 2057814.5),(57 2107179.3),(58 2151971.5),(59 2197401.5),(60 2233210.5),(61 2269072.8),(62 2298674.5),(63 2324239),(64 2355620.3),(65 2385416.8),(66 2425047.3),(67 2461138.5),(68 2501647.3),(69 2539793.3),(70 2578263.8),(71 2612523.8),(72 2649965.5),(73 2674596.8),(74 2695427.3),(75 2717873.5),(76 2738086),(77 2744851.3),(78 2745956.3),(79 2749756.5),
(1 48833.434),(2 153050.63),(3 269791.44),(4 407427.78),(5 556851.4),(6 698359.75),(7 809266.5),(8 896197.1),(9 967283.06),(10 1032235.2),(11 1089190.6),(12 1142158.6),(13 1194128.3),(14 1256823.8),(15 1314892.5),(16 1369942.1),(17 1420454.6),(18 1476158),(19 1531825.9),(20 1582449),(21 1640001.1),(22 1702963.1),(23 1755504.3),(24 1806121.3),(25 1855178),(26 1905850.5),(27 1951590),(28 1982072.6),(29 2003643.4),(30 2027496.3),(31 2045568.5),(32 2056584.6),(33 2064503.4),(34 2084947.6),(35 2111774.5),(36 2131790.3),(37 2156011.3),(38 2185943.8),(39 2221187.3),(40 2251892),(41 2273462.8),(42 2294533.3),(43 2307072),(44 2316417.3),(45 2315625.5),(46 2314575.8),(47 2315827.8),(48 2313278),(49 2310771.3),(50 2319015.5),(51 2338484),(52 2367239.5),(53 2403205.5),(54 2438928.5),(55 2476156.3),(56 2516157.8),(57 2562982.8),(58 2599951.3),(59 2623835.3),(60 2632256),(61 2637737.3),(62 2644160.5),(63 2651813.5),(64 2660281),(65 2668725),(66 2674654.5),(67 2675022.8),(68 2676834.3),(69 2674599.8),(70 2677924),(71 2673167.8),(72 2668783.5),(73 2652841),(74 2640574.8),(75 2639599.8),(76 2644893.5),(77 2657669.5),(78 2666117.5),(79 2669664),
(1 44942.57),(2 141610.45),(3 250121.31),(4 373808.56),(5 506542.38),(6 636437.3),(7 751648.06),(8 855742.06),(9 957202.56),(10 1053622.4),(11 1139519.5),(12 1215504.1),(13 1287257.1),(14 1352584.8),(15 1405108.5),(16 1458688.6),(17 1520762.9),(18 1571158.8),(19 1610679.6),(20 1649106.5),(21 1703704.6),(22 1761887.8),(23 1795877),(24 1811398.8),(25 1821023.9),(26 1826280.9),(27 1817942.3),(28 1801351.5),(29 1793820.1),(30 1796578.4),(31 1792409.6),(32 1777504),(33 1767491.5),(34 1769493.9),(35 1772168.3),(36 1782289.9),(37 1795335.4),(38 1815351.6),(39 1828175.6),(40 1847227.8),(41 1858262),(42 1872256.9),(43 1883417.8),(44 1897503.1),(45 1919178.3),(46 1945771.8),(47 1965968.6),(48 1980510.3),(49 1990814.3),(50 1990421.5),(51 1986426.6),(52 1973331.5),(53 1962635.8),(54 1949181.4),(55 1938848),(56 1938332.9),(57 1940004),(58 1944410.3),(59 1953933.1),(60 1963520.6),(61 1967817.8),(62 1968675.5),(63 1972083.4),(64 1980731.8),(65 1999163.8),(66 2016079.1),(67 2039012.9),(68 2065663.4),(69 2085442.5),(70 2104519),(71 2125388),(72 2145741.5),(73 2156885),(74 2160258.5),(75 2171421.5),(76 2191178),(77 2216423),(78 2232242.3),(79 2254110.8),
(1 45047.54),(2 143338.95),(3 255179.34),(4 377500.7),(5 505922.13),(6 626767.75),(7 729994.75),(8 819226.8),(9 906091.94),(10 992120.94),(11 1066180.3),(12 1124188.9),(13 1177448.9),(14 1230800.5),(15 1281414),(16 1329613.3),(17 1384051.8),(18 1438557.3),(19 1495305.9),(20 1549551.1),(21 1597438.9),(22 1636523.4),(23 1664637.3),(24 1683736.5),(25 1704536.4),(26 1725701),(27 1741424),(28 1757262.8),(29 1776693.3),(30 1793051.1),(31 1805969.1),(32 1809999.1),(33 1804278.8),(34 1797897.9),(35 1787984.9),(36 1777624.5),(37 1766663.9),(38 1756964.6),(39 1747627.5),(40 1735259.1),(41 1729869),(42 1733056),(43 1743258.8),(44 1756922.3),(45 1774589.8),(46 1800406.8),(47 1822211.9),(48 1838386),(49 1845895.1),(50 1841659.9),(51 1837680.5),(52 1831456.5),(53 1824531.9),(54 1819776.9),(55 1819480.8),(56 1825210.3),(57 1834778.3),(58 1849373),(59 1871190.5),(60 1894490.8),(61 1917067.9),(62 1937669.4),(63 1954406.1),(64 1967759.9),(65 1974234.8),(66 1975542.9),(67 1976203.9),(68 1982786.8),(69 1988348.3),(70 2000443.9),(71 2013232.1),(72 2018286.4),(73 2016969.9),(74 2015209.9),(75 2007641.5),(76 1996063.5),(77 1991806),(78 1991844.5),(79 1989554.6),
(1 47269.99),(2 147087.83),(3 252999.42),(4 367608.13),(5 484490.75),(6 597535.56),(7 694935.75),(8 776432.4),(9 850307.1),(10 910043.4),(11 963416.56),(12 1011539.3),(13 1061065.8),(14 1105521.8),(15 1148793.4),(16 1193331.6),(17 1245310.8),(18 1292850.5),(19 1337912.1),(20 1392391.6),(21 1448689.4),(22 1499324.5),(23 1534937.1),(24 1562061.5),(25 1587543.5),(26 1617830.6),(27 1642686),(28 1664227.9),(29 1685688.5),(30 1706991.6),(31 1729511.1),(32 1748087.5),(33 1765288.8),(34 1779744.4),(35 1792574.8),(36 1800183.9),(37 1807150.9),(38 1811904.9),(39 1808714.6),(40 1800752.5),(41 1791215.1),(42 1772313.1),(43 1748842.9),(44 1728938.5),(45 1711552.1),(46 1699546.6),(47 1696699.3),(48 1705138.5),(49 1722328.9),(50 1743778.1),(51 1766534.6),(52 1786865.4),(53 1809241.6),(54 1825910.4),(55 1839637.4),(56 1849162.3),(57 1857168.9),(58 1859721.8),(59 1856783.5),(60 1851351.5),(61 1847057.3),(62 1844144.5),(63 1844639.1),(64 1850567.9),(65 1855174),(66 1860249.3),(67 1865707.9),(68 1878288),(69 1888142.3),(70 1899122.5),(71 1899550.9),(72 1895725.5),(73 1888387.9),(74 1881220.6),(75 1879257.6),(76 1879483.3),(77 1886091.3),(78 1899566),(79 1913055.3),
(1 46817.035),(2 142991.19),(3 241320.47),(4 347424.94),(5 462572.8),(6 570761.7),(7 660587.75),(8 734873.75),(9 806150.94),(10 870915.56),(11 925037.7),(12 971980.6),(13 1018365),(14 1058424.1),(15 1092592.9),(16 1126534.3),(17 1168459.9),(18 1204389.9),(19 1232281.9),(20 1258554),(21 1291902),(22 1328077.9),(23 1357836),(24 1380429.8),(25 1403900.3),(26 1434798.3),(27 1454064.1),(28 1469487.3),(29 1485344.3),(30 1508655.3),(31 1531538.9),(32 1546245.1),(33 1558154),(34 1569842.6),(35 1578142.3),(36 1585647.3),(37 1594892.6),(38 1608547.5),(39 1629477.1),(40 1644564.6),(41 1657512.9),(42 1668758.6),(43 1673234.3),(44 1682471.5),(45 1692895.9),(46 1705913.6),(47 1721977.6),(48 1740990.9),(49 1759870.3),(50 1775991.5),(51 1789397.5),(52 1793014.9),(53 1793893.8),(54 1791886.6),(55 1786115.5),(56 1779413.1),(57 1773747.9),(58 1768959.1),(59 1765211),(60 1763866.6),(61 1764161.4),(62 1766179.3),(63 1771980.8),(64 1782704.5),(65 1793335.9),(66 1802853.9),(67 1816773.8),(68 1835571.8),(69 1852999.1),(70 1870766),(71 1886366.3),(72 1900355.5),(73 1918211.9),(74 1937457.3),(75 1954975.3),(76 1971818.1),(77 1995144),(78 2020303.9),(79 2047121.8),
(1 45429.16),(2 139417.47),(3 238753.33),(4 350632.88),(5 469629.75),(6 579531.3),(7 662882.9),(8 733178.9),(9 793052.9),(10 841800.75),(11 887555.25),(12 934320.7),(13 980638.4),(14 1022754.5),(15 1056364.1),(16 1087809),(17 1121006.1),(18 1151820.6),(19 1174170.6),(20 1196584.9),(21 1228219),(22 1264123),(23 1298504.8),(24 1330733.1),(25 1364231.3),(26 1406914.9),(27 1435005.8),(28 1458827.6),(29 1484893.3),(30 1512520.3),(31 1537085.5),(32 1554852.8),(33 1564917.6),(34 1572349.4),(35 1578148.8),(36 1578401.5),(37 1577434.3),(38 1579599.1),(39 1583564.8),(40 1585811.6),(41 1587965.4),(42 1590933.4),(43 1595289.8),(44 1603130.3),(45 1607683.6),(46 1617851.4),(47 1637289.1),(48 1660486.9),(49 1684376.3),(50 1708993.8),(51 1729923.6),(52 1743679),(53 1751413.8),(54 1752664.6),(55 1748142.3),(56 1740604),(57 1735161),(58 1741232.8),(59 1755432.8),(60 1774134.5),(61 1787104.8),(62 1802584),(63 1819078.1),(64 1835324),(65 1853022.9),(66 1864941.9),(67 1883332),(68 1907410.1),(69 1935161.5),(70 1963467.8),(71 1987426.5),(72 2012014.9),(73 2038755.6),(74 2062341),(75 2083831.6),(76 2102894.8),(77 2126483.5),(78 2151410),(79 2178119.5),
(1 48789.754),(2 151561.9),(3 260768.52),(4 377903.72),(5 493528.53),(6 593685.44),(7 670366),(8 725840.8),(9 769997.3),(10 804459.2),(11 833032.9),(12 852992.9),(13 874336.44),(14 895136.25),(15 915724.25),(16 938359.6),(17 966683.4),(18 1002950.3),(19 1037902.1),(20 1069630.6),(21 1095357),(22 1122852.3),(23 1150291.5),(24 1174123.3),(25 1200544.4),(26 1234759.9),(27 1261219),(28 1287025.8),(29 1311250.9),(30 1337406),(31 1361538.3),(32 1380373.4),(33 1394024.9),(34 1410717.9),(35 1425491.9),(36 1438962.9),(37 1455712.9),(38 1482240.4),(39 1513940.6),(40 1545213.5),(41 1573917),(42 1600546.3),(43 1622923.4),(44 1637531.5),(45 1641341.1),(46 1650474.1),(47 1661878.8),(48 1675855.5),(49 1687659.4),(50 1699966.8),(51 1715844.3),(52 1736783.5),(53 1757747.5),(54 1777137.1),(55 1788875.8),(56 1790790.6),(57 1788741.8),(58 1782973.1),(59 1776454),(60 1765266.1),(61 1754341.4),(62 1746637),(63 1738129.8),(64 1726486),(65 1719610.9),(66 1713006.3),(67 1717550.4),(68 1727862.4),(69 1736290),(70 1741710),(71 1745191.6),(72 1747856.5),(73 1745247.5),(74 1738284.6),(75 1733934.6),(76 1734680.8),(77 1740213.5),(78 1747873.8),(79 1758424),
