1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 13947.489),(2 29795.47),(3 56500.49),(4 85563.414),(5 124971.18),(6 158149.58),(7 195722.95),(8 239057.11),(9 277029.97),(10 303581.72),(11 345245.53),(12 372172.6),(13 416610.66),(14 445290.03),(15 486158.66),(16 512550),(17 560861.44),(18 593365.2),(19 631663.3),(20 665264.8),(21 706173.2),(22 737003.8),(23 792471.25),(24 849409.75),(25 904051.25),(26 950333.3),(27 995733.75),(28 1022706.2),(29 1049843.4),(30 1084715.6),(31 1118897.9),(32 1148039.9),(33 1203965.1),(34 1232447),(35 1279553.3),(36 1311706.9),(37 1364595.1),(38 1376821.4),(39 1437595),(40 1483377.5),(41 1536919),(42 1602295.4),(43 1670807.4),(44 1721063.1),(45 1781094),(46 1824687.1),(47 1886759),(48 1954937.9),(49 2022458.9),(50 2058312.6),(51 2100084.8),(52 2129910.5),(53 2213605.3),(54 2236388.5),(55 2276775),(56 2336384),(57 2370076.8),(58 2459088.8),(59 2500764.3),(60 2571412.3),(61 2600913),(62 2676838),(63 2726018.8),(64 2797063),(65 2830754),(66 2897119.8),(67 3001246),(68 3050907.3),(69 3110470.3),(70 3171600),(71 3231120),(72 3311400),(73 3405833.3),(74 3497304),(75 3621352.8),(76 3749834.8),(77 3893242.3),(78 4345922.5),(79 4541686),
(1 15755.624),(2 44215.87),(3 71624.99),(4 87356.7),(5 95307.59),(6 100786.99),(7 106784.04),(8 111573.734),(9 114792.77),(10 117350.63),(11 120610.38),(12 125969.82),(13 130809.17),(14 133364.7),(15 133118.3),(16 133647.66),(17 136591.25),(18 140513.66),(19 144064.5),(20 145602.11),(21 147441.22),(22 151158.08),(23 154713.36),(24 156546.13),(25 155447.69),(26 153172.75),(27 153403.34),(28 154567.31),(29 155686.98),(30 156682.92),(31 157857.19),(32 158914.39),(33 161368.02),(34 162557.44),(35 163142.64),(36 162298.4),(37 161990.94),(38 162030.66),(39 162649.97),(40 160734.8),(41 157319.02),(42 154893.42),(43 152699.9),(44 152173.94),(45 151268.4),(46 148872.7),(47 147361.05),(48 146710.6),(49 146132.69),(50 146218.73),(51 144766.25),(52 142651.7),(53 142368.63),(54 142897.67),(55 143974.67),(56 144336.28),(57 144042.77),(58 143637.34),(59 144420.7),(60 145665.52),(61 146407.72),(62 146678.11),(63 146079.88),(64 145987.53),(65 145348.77),(66 145805.17),(67 146789.44),(68 147548.88),(69 147809.78),(70 148362.73),(71 148844.06),(72 149396.47),(73 150541.3),(74 150296.27),(75 150161.66),(76 150856.69),(77 152762.16),(78 154755.5),(79 156435.3),
(1 14957.8),(2 42365.664),(3 68637.62),(4 84494.27),(5 93212.86),(6 98818.15),(7 103972.164),(8 108555.22),(9 112469.46),(10 116128.83),(11 118796.84),(12 122694.516),(13 126723.555),(14 130460),(15 131455.08),(16 130856.4),(17 130084.54),(18 129977.555),(19 131388.39),(20 133114.19),(21 134060.23),(22 134912.66),(23 136101.84),(24 136611.73),(25 137179.89),(26 137300.17),(27 137137.84),(28 137031.17),(29 136889.28),(30 138258.39),(31 140859.42),(32 142516.08),(33 143084.33),(34 142991.34),(35 143665.66),(36 145371.36),(37 147501.67),(38 147722.6),(39 148872.58),(40 149264.2),(41 149980.86),(42 149725.98),(43 148013.58),(44 146532.36),(45 145391.8),(46 143969.92),(47 143664.53),(48 143901.98),(49 143279.69),(50 142748.95),(51 141650.72),(52 139262.19),(53 137585.03),(54 137143.2),(55 137472.55),(56 137399.28),(57 137401.78),(58 137380.42),(59 136500.28),(60 136280.28),(61 136139.2),(62 137772.81),(63 138800.8),(64 140372.16),(65 140106.3),(66 139922.73),(67 140837),(68 141738.28),(69 141351.48),(70 140519),(71 139807.97),(72 140490.97),(73 141840.08),(74 143309.81),(75 144785.45),(76 145760.89),(77 145254.7),(78 144003.73),(79 143325.6),
(1 14799.918),(2 41944.58),(3 69051.375),(4 84502.125),(5 91964.37),(6 97773.15),(7 103979.195),(8 108270.86),(9 110926.195),(10 113026.836),(11 116355.06),(12 121291.766),(13 125103.516),(14 126724.74),(15 126458.12),(16 127809.35),(17 128895.72),(18 129268.77),(19 129265.1),(20 128142.73),(21 128944.695),(22 131282.75),(23 132944.77),(24 133830.02),(25 134172.16),(26 134242.8),(27 134758.8),(28 134980.53),(29 134268.98),(30 134127.1),(31 135311.4),(32 136455.64),(33 137232.97),(34 136185.63),(35 136627.06),(36 137775.38),(37 138910.38),(38 138003.27),(39 138245.44),(40 138307.39),(41 139457.31),(42 140944.3),(43 141489.1),(44 142263.78),(45 143328.5),(46 144300.92),(47 144875.64),(48 146107.78),(49 147452.66),(50 148695.11),(51 149831.64),(52 149259.53),(53 149036.55),(54 147810.61),(55 147162.48),(56 147251.08),(57 147287.69),(58 147959.92),(59 147956.92),(60 149018.28),(61 150184.22),(62 151590.08),(63 150854.4),(64 150401.2),(65 150369.66),(66 151643.92),(67 152882.13),(68 152149.02),(69 150140.89),(70 149830.5),(71 149971.72),(72 150987.13),(73 152823.83),(74 154280.63),(75 156240.27),(76 158161.56),(77 157853.44),(78 157606.8),(79 156894.38),
(1 14769.063),(2 41320.17),(3 66047.45),(4 79487.47),(5 86133.086),(6 91129.01),(7 96223.055),(8 98826.66),(9 99952.055),(10 100859.6),(11 103514.39),(12 108386.92),(13 112117.625),(14 113868.52),(15 114891.04),(16 117660.17),(17 121959.34),(18 126017.37),(19 128389.79),(20 128751.055),(21 128559.4),(22 129496.555),(23 130147.36),(24 129651.055),(25 129516.96),(26 129004.45),(27 129494.555),(28 130632.234),(29 130549.69),(30 130104.52),(31 130794.83),(32 131525.98),(33 133060.61),(34 133693.16),(35 135306.81),(36 136459.95),(37 136551.63),(38 136133.52),(39 137100.81),(40 137064.6),(41 136801.27),(42 135958.73),(43 135599.95),(44 135793.78),(45 136593.33),(46 137245.67),(47 137609.9),(48 138178.23),(49 138902.58),(50 140380.72),(51 142040.06),(52 142666.73),(53 142715.63),(54 141746.83),(55 141292.64),(56 141789.73),(57 142773.8),(58 144677.17),(59 145624.64),(60 145872.78),(61 145154.03),(62 145562.6),(63 144657.75),(64 145489.7),(65 147710.05),(66 149557.4),(67 149134),(68 146933.08),(69 145666.3),(70 147029.64),(71 149078.27),(72 149135.77),(73 148703.34),(74 148202.08),(75 149902.05),(76 152632.95),(77 152786.67),(78 151586.42),(79 149698.23),
(1 13324.011),(2 37264.965),(3 59459.66),(4 71569.36),(5 77805.85),(6 82773.336),(7 88756.13),(8 93588.73),(9 97480.516),(10 100527.42),(11 103073.64),(12 106365.016),(13 107829.82),(14 109381.75),(15 111541.664),(16 114950.305),(17 118340.62),(18 120571.12),(19 122574.586),(20 122558.484),(21 122216.375),(22 122180.32),(23 122067.1),(24 122108.22),(25 122587.414),(26 122586.54),(27 123292.48),(28 125161.664),(29 125824.35),(30 126937.16),(31 127169.63),(32 126098.72),(33 125536.38),(34 125236.336),(35 125640.78),(36 127188.47),(37 128880.15),(38 129070.516),(39 128921.89),(40 127026.78),(41 126076.445),(42 128257.35),(43 130515.47),(44 132606.64),(45 133991.28),(46 133908.23),(47 133988.23),(48 134506.16),(49 134746.58),(50 135185.36),(51 135515.1),(52 135189.45),(53 135180.64),(54 135498.44),(55 136701.92),(56 139051.83),(57 140866.95),(58 142088.9),(59 142625.3),(60 143548.86),(61 144925.47),(62 147763.08),(63 149402.9),(64 150397.47),(65 152311.56),(66 154160.3),(67 156335.9),(68 156527.73),(69 154936.55),(70 153312.36),(71 151327.66),(72 149564.7),(73 148623.22),(74 148718.77),(75 149038.02),(76 148572.2),(77 147241.53),(78 147651.2),(79 148849.92),
(1 13725.689),(2 37943.9),(3 58433.254),(4 68311.695),(5 73096.79),(6 78026.93),(7 84297.7),(8 88501.44),(9 90546.08),(10 93442.6),(11 96990.58),(12 101190.69),(13 103348.23),(14 104794.91),(15 105874.51),(16 107940.67),(17 109157.734),(18 109741.06),(19 110604.83),(20 112853.71),(21 116398.78),(22 119157.12),(23 119953.445),(24 120333.2),(25 121847.375),(26 123916.555),(27 124954.266),(28 126210.29),(29 125492.95),(30 125938.055),(31 126781.375),(32 126205.54),(33 127333.4),(34 128752.52),(35 130565.64),(36 131663.78),(37 132451.69),(38 132499.86),(39 132719.39),(40 131819.7),(41 131374.61),(42 131611.39),(43 132032.78),(44 132548.94),(45 133179.66),(46 132100.13),(47 131934.61),(48 131639.83),(49 130610.14),(50 130855.305),(51 130564.93),(52 129396.4),(53 129039.2),(54 129198.914),(55 129530.35),(56 130293.37),(57 131153.13),(58 132306.3),(59 133870.69),(60 135497.17),(61 136370.7),(62 137961.42),(63 138682.97),(64 140240.77),(65 141065.98),(66 140458.02),(67 139936.86),(68 138572.05),(69 137967.47),(70 137799.77),(71 137675.6),(72 138228.98),(73 139197.8),(74 139471.98),(75 140409.55),(76 141472.03),(77 140563.84),(78 140008.47),(79 139586.33),
(1 13883.262),(2 37791.844),(3 58312.87),(4 68815.91),(5 74193.59),(6 80371.91),(7 87324.234),(8 92388.164),(9 95065),(10 97651.65),(11 100646.79),(12 104680.875),(13 106530.72),(14 108201.03),(15 110176.69),(16 111802.164),(17 112337.38),(18 111924.73),(19 112539.055),(20 115619.555),(21 119702.33),(22 122782.125),(23 123338.43),(24 122251.31),(25 122325.44),(26 123301.02),(27 123168),(28 122823.31),(29 122077.36),(30 121858.59),(31 121713.1),(32 121338.48),(33 122108.11),(34 123672.414),(35 125906.805),(36 125984.76),(37 124917.555),(38 124126.336),(39 124579.22),(40 124304.17),(41 124357.2),(42 124878.45),(43 124689.26),(44 125376.61),(45 125724.305),(46 125324.32),(47 126118.3),(48 128115.39),(49 128993.31),(50 129638.414),(51 130058.305),(52 129998.445),(53 131224.1),(54 131966.13),(55 132366.63),(56 133054.28),(57 133970.97),(58 136055.83),(59 136667.66),(60 138298.67),(61 138489.9),(62 139066.44),(63 138957.31),(64 139460.8),(65 139828.95),(66 140750.34),(67 142209.77),(68 141414.72),(69 140696.22),(70 141514.72),(71 142608.9),(72 142804.48),(73 142018.33),(74 141026.44),(75 140413.56),(76 139779.89),(77 138728.13),(78 137370.88),(79 136307.77),
(1 12954.516),(2 35730.4),(3 56298),(4 67532.51),(5 72476.15),(6 76968.42),(7 82086.945),(8 85746.45),(9 88489.98),(10 91154.97),(11 92892.49),(12 95856.79),(13 97607.01),(14 100163.875),(15 102771.5),(16 105811.67),(17 107786.305),(18 109502.85),(19 111364.21),(20 112575.92),(21 113966.19),(22 116041.586),(23 117810.41),(24 118653.96),(25 119504.08),(26 119518.78),(27 118909.125),(28 119478.586),(29 119456.66),(30 119423.664),(31 119570.42),(32 119962.305),(33 121726.74),(34 123740.805),(35 125293.81),(36 124919.266),(37 125438.125),(38 125159.52),(39 125430.57),(40 125545.945),(41 126437.23),(42 129020.555),(43 130409.88),(44 130969.34),(45 130948.99),(46 130536.79),(47 130967.945),(48 132551.9),(49 133509.72),(50 133830.44),(51 135278.83),(52 137447.27),(53 140146.84),(54 141524.11),(55 141557),(56 141854.95),(57 142340.58),(58 143759.75),(59 144696.45),(60 145998.11),(61 146285.38),(62 145831.1),(63 144877.33),(64 145845.4),(65 146202.66),(66 145036.02),(67 142806.39),(68 139364.27),(69 137493.03),(70 136581.3),(71 136596.05),(72 136496.95),(73 136270.75),(74 135891.03),(75 135186.23),(76 135072.69),(77 135220.28),(78 135322.9),(79 134316.67),
(1 13154.51),(2 36189.934),(3 55468.043),(4 65393.71),(5 70638.22),(6 75632.16),(7 80367.836),(8 83569.21),(9 86368.07),(10 89085.42),(11 91564.266),(12 94330.99),(13 96201.87),(14 98533.93),(15 100185.484),(16 102036.15),(17 102226.99),(18 103404.86),(19 106166.5),(20 109107.11),(21 111366.695),(22 112074.12),(23 111964.08),(24 112873.8),(25 116093.55),(26 118079.266),(27 118546.92),(28 118586.32),(29 118110.49),(30 117836.086),(31 118214.71),(32 118393.78),(33 120214.99),(34 121398.9),(35 122655.586),(36 122460.79),(37 122741.75),(38 122858.25),(39 123890.75),(40 124128.88),(41 124715.32),(42 125989.75),(43 126134.49),(44 125772.89),(45 126412.12),(46 127614.99),(47 127513.11),(48 126912.016),(49 126049.484),(50 125842.875),(51 126623.16),(52 127419.2),(53 128546.1),(54 128949.39),(55 128171.836),(56 127626.68),(57 127771.93),(58 128399.375),(59 128903.26),(60 129989.51),(61 130150.625),(62 129857.04),(63 129122.81),(64 129640.8),(65 129176.1),(66 128716.74),(67 127958.13),(68 127184.96),(69 126747.484),(70 126421.24),(71 125966.81),(72 126650.875),(73 126652.05),(74 125675.45),(75 125532.31),(76 126431.836),(77 127454.266),(78 130179.35),(79 131631.28),
(1 13866.876),(2 37771.188),(3 57549.418),(4 67107.29),(5 72361.09),(6 77490.59),(7 82910),(8 85932.81),(9 87755.81),(10 90085.49),(11 93401.57),(12 97136.89),(13 99782.01),(14 102575.11),(15 105510.52),(16 108174.29),(17 108476.94),(18 108322.72),(19 111371.92),(20 115373.164),(21 118435.38),(22 117804.82),(23 116163.01),(24 116965.08),(25 119598.15),(26 119523.21),(27 118546.99),(28 118589.61),(29 119487.54),(30 119176.805),(31 117871.24),(32 117991.79),(33 120581.055),(34 121684.51),(35 122616.555),(36 122243.15),(37 123087.8),(38 123596.164),(39 125857.195),(40 127680.23),(41 129294.31),(42 130671.1),(43 130109.15),(44 130167.125),(45 130411.016),(46 130614.945),(47 130944.83),(48 131415.33),(49 130265.97),(50 129365.44),(51 130163.3),(52 129984.914),(53 129840.9),(54 128977.055),(55 129913.96),(56 130966.52),(57 130871.84),(58 131740.95),(59 132309.03),(60 133026.39),(61 132538.17),(62 133329.67),(63 133379.08),(64 134704.02),(65 134114.1),(66 132217.06),(67 131341.53),(68 131577.92),(69 132283.88),(70 132208.97),(71 131041.56),(72 130290.03),(73 130101.17),(74 129765.04),(75 130652.76),(76 131372.33),(77 130081.74),(78 130374.01),(79 130977.83),
(1 13060.469),(2 35255.785),(3 54239.82),(4 64181.414),(5 69890.77),(6 76214.055),(7 81938.23),(8 85318.836),(9 88128.88),(10 90633.516),(11 92897.42),(12 95996.56),(13 97460.055),(14 99586.914),(15 102226.25),(16 104595.01),(17 105569.234),(18 106381.19),(19 107455.805),(20 109245.7),(21 110103.99),(22 110168),(23 109926.66),(24 110198.76),(25 111454.63),(26 112145.91),(27 111822.15),(28 111962.3),(29 111638.18),(30 110963.6),(31 110379.39),(32 111274.836),(33 113061.34),(34 113428.3),(35 114081.7),(36 114494.77),(37 116391.15),(38 117392.21),(39 118633.59),(40 119825.63),(41 120395.914),(42 120817.945),(43 119712.53),(44 119133.34),(45 120208.53),(46 121614.18),(47 121579.38),(48 120742.23),(49 118967.555),(50 117778.04),(51 117772.91),(52 117617.29),(53 117910.086),(54 117784),(55 118793.82),(56 119485.734),(57 118887.875),(58 119098.74),(59 119797.96),(60 120424.04),(61 120283.19),(62 122046.125),(63 123893.984),(64 124979.9),(65 123708.74),(66 122941.59),(67 123531.63),(68 124499.33),(69 125407.664),(70 125457.68),(71 124060.88),(72 121304.98),(73 119973.914),(74 119861.75),(75 120877.875),(76 121086.016),(77 120602.375),(78 120803.2),(79 120477.86),
(1 12550.221),(2 33512.125),(3 51098.406),(4 60554.715),(5 66582.06),(6 72311.74),(7 77979.03),(8 81948.78),(9 85414.164),(10 88571.055),(11 91238.88),(12 94170.24),(13 95684.25),(14 97619.37),(15 99219.84),(16 100940.93),(17 102234.555),(18 103365.18),(19 104336.15),(20 104157.72),(21 104041.52),(22 104099.05),(23 104272.75),(24 104747.305),(25 105128.25),(26 104845.86),(27 104347.76),(28 104726.15),(29 104200.65),(30 103924.05),(31 104209.26),(32 103809.24),(33 103604.58),(34 103380.414),(35 103866.46),(36 103452.95),(37 104453.66),(38 105118.766),(39 106996.16),(40 108455.27),(41 109585.61),(42 110354.83),(43 110802.1),(44 111820.305),(45 112894.95),(46 113858.32),(47 114918.15),(48 116676.78),(49 117698.164),(50 118208.5),(51 117942.08),(52 116944.16),(53 117498.3),(54 117779.2),(55 117245.73),(56 116738.86),(57 116352.25),(58 116681.16),(59 116788.47),(60 116228.984),(61 115422.875),(62 115943.125),(63 116238.34),(64 116242.2),(65 115293.17),(66 115564.15),(67 116573.54),(68 116397.51),(69 115557.97),(70 115356.25),(71 115663.46),(72 115273.58),(73 116380.93),(74 117397.39),(75 117770.15),(76 117866.35),(77 118475.22),(78 118851.47),(79 117818.33),
(1 12507.481),(2 33141.48),(3 49764.914),(4 57684.82),(5 62422.523),(6 67404.63),(7 72434.805),(8 75622.4),(9 78422.2),(10 81985.95),(11 85090.445),(12 87443.32),(13 88762.87),(14 91047.76),(15 92591.35),(16 92125.945),(17 90537.05),(18 90974.78),(19 92433.89),(20 92977.23),(21 92940.195),(22 93370.89),(23 94285.22),(24 96068.91),(25 96811.45),(26 96173.67),(27 96524.41),(28 98251.61),(29 99614.5),(30 100747.32),(31 101952.22),(32 102034.77),(33 102763.734),(34 101525.36),(35 100544.49),(36 100086.52),(37 100897.016),(38 100965.95),(39 101642.82),(40 101958.766),(41 102505.21),(42 102820.65),(43 102225.09),(44 103229.45),(45 104526.41),(46 104566.01),(47 104721.14),(48 105977.68),(49 107135.336),(50 108338.82),(51 108833.21),(52 108821.05),(53 108306.27),(54 107322.766),(55 106820.336),(56 106283.52),(57 104756.27),(58 104531.64),(59 104217.3),(60 104166.46),(61 103671.32),(62 104798.766),(63 105515.836),(64 106868.43),(65 106921.82),(66 107455.32),(67 109090.35),(68 110238.17),(69 110722.79),(70 110547.195),(71 110355.13),(72 110618.1),(73 111438.87),(74 112513.88),(75 113688.91),(76 113940.53),(77 112356.27),(78 112353.086),(79 111008.9),
(1 12520.114),(2 33681.883),(3 50078.51),(4 58184.855),(5 62268.7),(6 66956.89),(7 72190.59),(8 75011.76),(9 76996.06),(10 79427.24),(11 82265.31),(12 85302.89),(13 86383.65),(14 87851.23),(15 88787.32),(16 88558.305),(17 87897.23),(18 88407.56),(19 90113.08),(20 92453.23),(21 94042.336),(22 94317.734),(23 93599.03),(24 93913.6),(25 94225.516),(26 93420.555),(27 93342.81),(28 94690.27),(29 96025.46),(30 95950),(31 96141.41),(32 96827.64),(33 97264.93),(34 96245.945),(35 96475.61),(36 96533.83),(37 97020.16),(38 97719.664),(39 99109.33),(40 100100.99),(41 100721.336),(42 100961.87),(43 100602.914),(44 100977.8),(45 102132.72),(46 103037.51),(47 103355.74),(48 104156.72),(49 105352.49),(50 106175.13),(51 106392.5),(52 105778.23),(53 105443.234),(54 105461.23),(55 105699.4),(56 105978.76),(57 105667.336),(58 105639.984),(59 105457.984),(60 105175.875),(61 104813.31),(62 105852.6),(63 105784.13),(64 106260.06),(65 106989.234),(66 107770.484),(67 109187.984),(68 110011.67),(69 110007.6),(70 109927.74),(71 110047.984),(72 111153.85),(73 112076.5),(74 112801.72),(75 113638.58),(76 114410.88),(77 114093.13),(78 114392.57),(79 113455.5),
(1 12309.828),(2 32293.717),(3 48046.125),(4 56323.223),(5 60919.023),(6 65462.066),(7 69445.33),(8 70951.13),(9 72068.484),(10 74658.46),(11 78729.03),(12 82595.54),(13 84530.08),(14 85489),(15 85665.19),(16 85726.8),(17 85935.555),(18 87603.31),(19 89229.61),(20 89986.516),(21 90134.25),(22 89732.625),(23 89392.336),(24 89680.72),(25 91405.55),(26 92148.18),(27 93595.78),(28 95818.03),(29 95811.84),(30 95272.836),(31 94981.96),(32 95561.47),(33 96674.49),(34 98799.64),(35 101440.49),(36 102862.07),(37 103056.66),(38 102617.12),(39 103897.67),(40 104654.79),(41 105378.97),(42 105599.8),(43 104906.29),(44 104829.68),(45 105355.13),(46 105131.67),(47 105177.98),(48 105144.69),(49 104337.266),(50 105037.305),(51 107342.54),(52 109574.875),(53 110834.195),(54 109826.34),(55 108407.06),(56 108140.21),(57 108651.29),(58 109158.08),(59 107677.18),(60 105726.59),(61 104251.445),(62 104370.23),(63 103731.305),(64 103156.07),(65 103246.25),(66 104094.695),(67 105722.586),(68 105692.4),(69 105338.23),(70 105717.1),(71 106395.82),(72 107130.88),(73 109134.914),(74 109902.99),(75 109647.9),(76 109690.266),(77 109081.336),(78 109232.586),(79 109446.19),
(1 11433.986),(2 29773.252),(3 44729.46),(4 52900.285),(5 58004.875),(6 61708.74),(7 64440.25),(8 65911.34),(9 67935.18),(10 70864.516),(11 73518.836),(12 76154.7),(13 77468.36),(14 78896.516),(15 80019.9),(16 81195.61),(17 82452.03),(18 85002.305),(19 86142.68),(20 85260.27),(21 84584.51),(22 84695.19),(23 85465.84),(24 86090.125),(25 86396.66),(26 85512.22),(27 86543.29),(28 87796.445),(29 87808.15),(30 88030.18),(31 88446.9),(32 87612.24),(33 87388.76),(34 87539.305),(35 89367.17),(36 90221.18),(37 90340.42),(38 90668.1),(39 92950.77),(40 93438.1),(41 92748.75),(42 91935.4),(43 91570.445),(44 92252.7),(45 93470.42),(46 94255.164),(47 95739.37),(48 95963.984),(49 95308.02),(50 95991.79),(51 97967.73),(52 99064.22),(53 99667.88),(54 99880.36),(55 100679.45),(56 101448.22),(57 101094.86),(58 101830.77),(59 101942.04),(60 102143.555),(61 101766.62),(62 102027.38),(63 101155.28),(64 101079.65),(65 100868.1),(66 100967.664),(67 100988.62),(68 100036.37),(69 98926.7),(70 98467.32),(71 98279.45),(72 97751.38),(73 98105.3),(74 97943.94),(75 97659.984),(76 96748.336),(77 95385.11),(78 96876.46),(79 98494.45),
(1 11738.609),(2 30630.127),(3 45707.1),(4 52974.375),(5 57441.6),(6 62593.83),(7 67918.734),(8 71255.28),(9 74380.34),(10 78451.95),(11 81461.93),(12 83889.29),(13 84817.47),(14 85856.195),(15 85653.42),(16 86029.04),(17 86546.56),(18 88195.21),(19 89708.86),(20 90085.77),(21 90393.44),(22 90494.375),(23 90243.61),(24 89862.79),(25 89193.23),(26 88047.836),(27 88916.86),(28 91159.95),(29 91789.89),(30 92213.23),(31 92347),(32 92088.88),(33 93138.43),(34 93323.695),(35 93905.98),(36 93970.9),(37 95151.81),(38 96243.32),(39 97646.15),(40 96233.734),(41 95740.336),(42 96251.695),(43 96734.63),(44 97643.164),(45 99349.22),(46 100184.195),(47 100724.73),(48 100500.13),(49 99162.5),(50 98869.83),(51 99612.6),(52 99893.875),(53 99570.04),(54 98350.08),(55 98503.14),(56 99935.5),(57 100321.445),(58 100190.4),(59 100317.65),(60 102424.63),(61 103959.81),(62 104337.37),(63 103362.93),(64 103841.234),(65 104356.086),(66 103947.29),(67 103696.914),(68 103449.71),(69 103813.305),(70 104309.19),(71 104037.95),(72 103523.37),(73 104292.06),(74 105213.055),(75 105894.5),(76 105810.67),(77 106038.62),(78 106606.06),(79 106658.836),
