1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 57473.074),(2 206642.7),(3 422873.22),(4 667298.2),(5 902020.2),(6 1088178.3),(7 1221194.6),(8 1294497.8),(9 1345718.8),(10 1391630.4),(11 1451861.5),(12 1541745.1),(13 1676268.1),(14 1839846),(15 2016658),(16 2204318.3),(17 2360169),(18 2497985.5),(19 2584969.3),(20 2637567),(21 2669589.3),(22 2690547.3),(23 2726242),(24 2821354.8),(25 2948735.3),(26 3129298),(27 3391830),(28 3690906),(29 4029405.8),(30 4384986),(31 4722005.5),(32 5039144.5),(33 5274604.5),(34 5457317),(35 5601530.5),(36 5806132),(37 6006117.5),(38 6212861.5),(39 6448798),(40 6700975.5),(41 6919514.5),(42 7119082.5),(43 7237200.5),(44 7302214.5),(45 7300587.5),(46 7269360.5),(47 7212292),(48 7192128.5),(49 7203390.5),(50 7299288),(51 7399690.5),(52 7514574.5),(53 7661976),(54 7781574),(55 7932717.5),(56 8104984),(57 8228163.5),(58 8329098.5),(59 8372531.5),(60 8381815.5),(61 8431094),(62 8492199),(63 8623167),(64 8816149),(65 9039448),(66 9311745),(67 9609343),(68 9938908),(69 10276278),(70 10593262),(71 10892597),(72 11192744),(73 11478723),(74 11798309),(75 12167941),(76 12580496),(77 12966013),(78 13399500),(79 13875051),
(1 51105.957),(2 182954.6),(3 368571.2),(4 575045.9),(5 781556.1),(6 958742.5),(7 1116246.9),(8 1260772),(9 1414093.4),(10 1581895.1),(11 1781383),(12 1995157.4),(13 2225007.8),(14 2486335.8),(15 2762359.8),(16 3050108.5),(17 3320999.8),(18 3596135.8),(19 3839409.8),(20 4066241),(21 4258636.5),(22 4474616.5),(23 4666253.5),(24 4869522.5),(25 5056435.5),(26 5259999),(27 5462107.5),(28 5707316.5),(29 5928985),(30 6136682.5),(31 6338448.5),(32 6542317),(33 6722831),(34 6932794),(35 7114164),(36 7288045),(37 7436707.5),(38 7595130.5),(39 7747327.5),(40 7909218),(41 8055222.5),(42 8200231),(43 8339215.5),(44 8476789),(45 8585739),(46 8680490),(47 8754065),(48 8812705),(49 8863771),(50 8919256),(51 8983540),(52 9071420),(53 9175349),(54 9274447),(55 9356859),(56 9419549),(57 9475724),(58 9531672),(59 9557432),(60 9584206),(61 9602873),(62 9611701),(63 9623759),(64 9633861),(65 9647597),(66 9673255),(67 9695994),(68 9725139),(69 9728001),(70 9716370),(71 9694774),(72 9669596),(73 9646273),(74 9618993),(75 9581288),(76 9559230),(77 9541536),(78 9547243),(79 9554651),
(1 46065.63),(2 165968.31),(3 334533.66),(4 523666.6),(5 717353.56),(6 887576.25),(7 1040028.7),(8 1178267.3),(9 1319076.9),(10 1466935.3),(11 1646933.4),(12 1836681.4),(13 2030731.4),(14 2245268.3),(15 2460365.3),(16 2683460.8),(17 2889679.8),(18 3099947.8),(19 3295015.3),(20 3495669.8),(21 3684476.3),(22 3900928),(23 4088429),(24 4273953),(25 4423188),(26 4556839),(27 4677170.5),(28 4795677),(29 4898787.5),(30 5000302),(31 5106027.5),(32 5218439),(33 5327049.5),(34 5443513),(35 5544072.5),(36 5638002),(37 5692096),(38 5740745.5),(39 5785223),(40 5840858.5),(41 5884173.5),(42 5943315),(43 5999355),(44 6071239),(45 6147317.5),(46 6216622.5),(47 6274392.5),(48 6318804.5),(49 6340833.5),(50 6364858.5),(51 6384804.5),(52 6412872),(53 6454195.5),(54 6484338.5),(55 6501715),(56 6512506.5),(57 6519149),(58 6527392),(59 6525270.5),(60 6518193),(61 6518726.5),(62 6507626),(63 6499541.5),(64 6493857),(65 6483213),(66 6491648),(67 6507936),(68 6560471.5),(69 6613567),(70 6685994.5),(71 6753146),(72 6820794.5),(73 6888312.5),(74 6958282.5),(75 7037655),(76 7131046),(77 7212162),(78 7300481.5),(79 7400035),
(1 52636.15),(2 189995.84),(3 380045.97),(4 592252),(5 808533.4),(6 1003382.25),(7 1182707.6),(8 1352844.5),(9 1523328.3),(10 1713500.9),(11 1932337.4),(12 2158288.3),(13 2383888),(14 2620326.3),(15 2851113.8),(16 3086219.8),(17 3297520.8),(18 3514861.5),(19 3714291),(20 3917522),(21 4117564.3),(22 4330125),(23 4539101.5),(24 4748969),(25 4946734),(26 5140920.5),(27 5328719),(28 5517933.5),(29 5678798.5),(30 5816138.5),(31 5949039),(32 6076762),(33 6192907.5),(34 6295393),(35 6393569),(36 6469051.5),(37 6523854),(38 6566941),(39 6595166),(40 6594912),(41 6596331.5),(42 6587061),(43 6568953.5),(44 6553751),(45 6545957),(46 6530725.5),(47 6492678),(48 6438277.5),(49 6360576.5),(50 6282098.5),(51 6190338),(52 6097651.5),(53 5996593.5),(54 5910492),(55 5826621),(56 5765561),(57 5712713),(58 5659726),(59 5611725),(60 5560053.5),(61 5506446.5),(62 5449855),(63 5386919.5),(64 5328163),(65 5279154.5),(66 5235397),(67 5205268.5),(68 5206190),(69 5219304.5),(70 5242553),(71 5267832.5),(72 5298293.5),(73 5335045.5),(74 5378663),(75 5427582),(76 5503454),(77 5580392.5),(78 5660266.5),(79 5739645),
(1 46755.27),(2 164898.89),(3 333223.8),(4 521523.1),(5 712714.2),(6 877712.75),(7 1017774.56),(8 1138987.1),(9 1259744),(10 1389908.9),(11 1547562),(12 1720802.1),(13 1900032.1),(14 2094805.4),(15 2284088),(16 2483742),(17 2680182.3),(18 2883409.8),(19 3071200.5),(20 3255190),(21 3429253.3),(22 3615055.5),(23 3791448.5),(24 3977264.5),(25 4143202),(26 4297912),(27 4440210.5),(28 4574588),(29 4682705),(30 4785100),(31 4881448),(32 4972802),(33 5054405.5),(34 5134567.5),(35 5205418),(36 5280647),(37 5339493.5),(38 5403927.5),(39 5458416.5),(40 5504846.5),(41 5544121),(42 5585733.5),(43 5635272),(44 5697069.5),(45 5763498.5),(46 5829045.5),(47 5882376),(48 5931098),(49 5985649.5),(50 6026226.5),(51 6054981.5),(52 6080709),(53 6109811.5),(54 6139467.5),(55 6177312.5),(56 6237466),(57 6299317.5),(58 6355630.5),(59 6401841.5),(60 6430193.5),(61 6440477.5),(62 6442814),(63 6422445.5),(64 6394071.5),(65 6359762.5),(66 6322795.5),(67 6291930.5),(68 6277405),(69 6280377),(70 6287522),(71 6309166.5),(72 6313518),(73 6302563),(74 6269836.5),(75 6222183.5),(76 6165768.5),(77 6102495.5),(78 6040101.5),(79 5974366),
(1 45401.883),(2 159002.44),(3 317024.97),(4 497622.2),(5 690213.6),(6 867191.4),(7 1036047.94),(8 1195448.4),(9 1349007.5),(10 1509634.3),(11 1693455.3),(12 1882309.9),(13 2082815.4),(14 2301560),(15 2519459.8),(16 2741078.8),(17 2955540.3),(18 3180491),(19 3387458),(20 3578088.8),(21 3754666.5),(22 3939316),(23 4118743),(24 4316747),(25 4503211.5),(26 4675430.5),(27 4840039.5),(28 5015576),(29 5164935.5),(30 5311581),(31 5462670.5),(32 5614958.5),(33 5750557),(34 5877375),(35 5985974),(36 6088979.5),(37 6167262),(38 6232842),(39 6269975.5),(40 6296665),(41 6312413),(42 6336475),(43 6380328),(44 6429245.5),(45 6462377.5),(46 6476531),(47 6473810),(48 6458954),(49 6462424),(50 6477644),(51 6480856),(52 6472266),(53 6454596.5),(54 6418929),(55 6370873.5),(56 6338735),(57 6308773),(58 6289803),(59 6290347),(60 6286583.5),(61 6288737),(62 6293234),(63 6282481.5),(64 6246325),(65 6207164),(66 6156312),(67 6113526),(68 6084847),(69 6076805),(70 6083975),(71 6102562),(72 6130643.5),(73 6139955.5),(74 6134924.5),(75 6125984),(76 6119827.5),(77 6113561),(78 6121298.5),(79 6129213),
(1 51410.363),(2 182653.75),(3 365971.84),(4 569038.25),(5 779202.3),(6 974718.25),(7 1171155.3),(8 1362597.9),(9 1557412.8),(10 1754328.6),(11 1968047.6),(12 2185763.8),(13 2404580.3),(14 2627848.8),(15 2842373),(16 3052307.8),(17 3251190),(18 3467454.5),(19 3674327.3),(20 3888139.3),(21 4079175),(22 4274745),(23 4444665),(24 4608008.5),(25 4742195),(26 4852790.5),(27 4947081),(28 5042997),(29 5126486),(30 5214613.5),(31 5302993.5),(32 5405326.5),(33 5497071.5),(34 5578179.5),(35 5643396.5),(36 5716197),(37 5773883.5),(38 5822995),(39 5845575),(40 5862918),(41 5871052),(42 5885982.5),(43 5909645),(44 5940095.5),(45 5968670.5),(46 5988561),(47 6004309),(48 6032413.5),(49 6059569.5),(50 6076232),(51 6087019),(52 6084156),(53 6085345.5),(54 6086348),(55 6078206.5),(56 6076084),(57 6073653),(58 6077798),(59 6090285),(60 6117706.5),(61 6138484.5),(62 6161251.5),(63 6180935),(64 6174678.5),(65 6150616),(66 6122052),(67 6104858),(68 6091885),(69 6086736),(70 6096732.5),(71 6113613.5),(72 6131319.5),(73 6143518.5),(74 6138108),(75 6121845.5),(76 6104224),(77 6095468.5),(78 6112117.5),(79 6131857.5),
(1 51677.094),(2 184173.6),(3 370798.16),(4 577462.4),(5 791157.5),(6 988482.5),(7 1184419.9),(8 1375415.6),(9 1572915),(10 1771768.9),(11 2000052.8),(12 2239287.8),(13 2497325.8),(14 2777041),(15 3040918.8),(16 3290412),(17 3507838.8),(18 3729644),(19 3923705.3),(20 4118715),(21 4287452.5),(22 4478704.5),(23 4662765.5),(24 4845504.5),(25 5016028),(26 5165968.5),(27 5288629),(28 5392350.5),(29 5448123.5),(30 5484944.5),(31 5513356),(32 5551269),(33 5581952),(34 5590335.5),(35 5585928),(36 5568467.5),(37 5543200.5),(38 5524489),(39 5508823.5),(40 5490781),(41 5477745.5),(42 5463272),(43 5454537.5),(44 5456450),(45 5456440.5),(46 5448647.5),(47 5442855.5),(48 5451247.5),(49 5460157),(50 5479804.5),(51 5497074.5),(52 5496685),(53 5482719),(54 5472076),(55 5446936.5),(56 5417560.5),(57 5397133),(58 5387157.5),(59 5373709),(60 5358202.5),(61 5341848),(62 5327930.5),(63 5332070),(64 5336941.5),(65 5347786.5),(66 5356924.5),(67 5360269.5),(68 5371237),(69 5395930.5),(70 5416105),(71 5419551),(72 5421416),(73 5413587),(74 5407140),(75 5406547),(76 5411325.5),(77 5427447),(78 5469821.5),(79 5518098),
(1 56042.33),(2 200236.48),(3 402875.2),(4 630356.5),(5 859156.4),(6 1068444.6),(7 1269851.1),(8 1465777.5),(9 1673855.4),(10 1891487.5),(11 2144265.3),(12 2414447.3),(13 2708145),(14 3034105.8),(15 3346072.8),(16 3662292.5),(17 3938995),(18 4206116),(19 4441477),(20 4676587),(21 4889598.5),(22 5136141),(23 5366814),(24 5605806),(25 5804262),(26 5978885.5),(27 6145236.5),(28 6300321),(29 6414564.5),(30 6507074.5),(31 6576666.5),(32 6641650.5),(33 6702100.5),(34 6752862),(35 6784364),(36 6799153.5),(37 6798706),(38 6771845.5),(39 6734756.5),(40 6701742),(41 6660783),(42 6609588),(43 6553695.5),(44 6486350),(45 6426702),(46 6358495),(47 6279498.5),(48 6189568.5),(49 6102886),(50 6025622),(51 5953674.5),(52 5884071),(53 5809922),(54 5739646),(55 5663310),(56 5583626),(57 5509612.5),(58 5437816),(59 5356955.5),(60 5281267),(61 5195737.5),(62 5106604),(63 5027101),(64 4955614),(65 4890541),(66 4833114.5),(67 4766257),(68 4709843.5),(69 4658637),(70 4617963),(71 4581587),(72 4561875),(73 4563246.5),(74 4586156),(75 4633371),(76 4691685.5),(77 4760121),(78 4833293),(79 4899943),
(1 51465.3),(2 183052.73),(3 362333.66),(4 559309.1),(5 754498.6),(6 926787.2),(7 1092291.5),(8 1248966),(9 1416025.6),(10 1601689.9),(11 1819193.6),(12 2037214.8),(13 2265931),(14 2500372),(15 2723313.5),(16 2956565.5),(17 3162598.3),(18 3380275.3),(19 3568143.8),(20 3753221.5),(21 3902269.5),(22 4075413.3),(23 4220249.5),(24 4368811),(25 4479012.5),(26 4598956),(27 4710219),(28 4827549.5),(29 4916195),(30 4989239),(31 5039502.5),(32 5080062),(33 5114431),(34 5139991),(35 5158505.5),(36 5186759.5),(37 5205038),(38 5215565),(39 5206792),(40 5202831.5),(41 5201203),(42 5188501),(43 5160334.5),(44 5119398),(45 5075791.5),(46 5027987.5),(47 4978679.5),(48 4927938),(49 4873416),(50 4829536.5),(51 4798674.5),(52 4778027.5),(53 4761429),(54 4752198.5),(55 4742076.5),(56 4738795.5),(57 4736079.5),(58 4727772.5),(59 4707136.5),(60 4685240.5),(61 4651590.5),(62 4619599),(63 4582834),(64 4558871.5),(65 4542585.5),(66 4530164),(67 4520460),(68 4510639.5),(69 4495830.5),(70 4486260.5),(71 4480352.5),(72 4474611.5),(73 4477811.5),(74 4497388.5),(75 4535370.5),(76 4573329),(77 4612515.5),(78 4651142.5),(79 4676933.5),
(1 51402.695),(2 182776.73),(3 364740.28),(4 567194),(5 768300),(6 945990.56),(7 1113495),(8 1273277),(9 1430575.3),(10 1598421.9),(11 1789553.4),(12 1987482.1),(13 2193920.3),(14 2413814.5),(15 2616960.3),(16 2817041.8),(17 2999335),(18 3204623),(19 3392797.8),(20 3593111.5),(21 3782932),(22 4000954.3),(23 4195698),(24 4379932.5),(25 4520373.5),(26 4644114),(27 4733368),(28 4803131.5),(29 4838930),(30 4854753.5),(31 4845507.5),(32 4825326),(33 4781370),(34 4738561),(35 4697817.5),(36 4668455),(37 4652893.5),(38 4643179),(39 4626229.5),(40 4598669.5),(41 4567675),(42 4530458),(43 4481787.5),(44 4430079.5),(45 4361704),(46 4298544.5),(47 4233818.5),(48 4176545.8),(49 4119493.8),(50 4080497),(51 4055737.3),(52 4043132.8),(53 4046261.8),(54 4068292),(55 4100897.5),(56 4136914.5),(57 4168410.3),(58 4186395.8),(59 4196828.5),(60 4196476),(61 4189333),(62 4185868.8),(63 4182703.8),(64 4183728),(65 4195631),(66 4205747),(67 4222784.5),(68 4251474),(69 4283236),(70 4323444.5),(71 4360048.5),(72 4389965),(73 4418685.5),(74 4429043.5),(75 4431202),(76 4425291),(77 4419643.5),(78 4404866),(79 4374036.5),
(1 50821.867),(2 181693.98),(3 361652),(4 556524.44),(5 742851.44),(6 898445.75),(7 1033932.44),(8 1158205.8),(9 1290285.8),(10 1437411.4),(11 1605526),(12 1777505.4),(13 1957460.6),(14 2146904.3),(15 2321655.8),(16 2489161.5),(17 2636517.8),(18 2794447.8),(19 2942983.8),(20 3099088),(21 3245293.3),(22 3409772),(23 3557911.5),(24 3710004),(25 3835692),(26 3950000.3),(27 4038159.3),(28 4128280.3),(29 4203662.5),(30 4279162.5),(31 4344502),(32 4409375),(33 4479064),(34 4551960.5),(35 4628607.5),(36 4710358.5),(37 4801213),(38 4882627),(39 4948008),(40 4988946),(41 5012750),(42 5021427),(43 5030454.5),(44 5031220.5),(45 5014012.5),(46 4999268.5),(47 4983195),(48 4971421),(49 4956651.5),(50 4945213.5),(51 4936621.5),(52 4927861),(53 4919708.5),(54 4912404),(55 4910949),(56 4903679),(57 4889261.5),(58 4860724.5),(59 4832281),(60 4802004),(61 4773213),(62 4744384.5),(63 4712662),(64 4690614),(65 4683567),(66 4681412.5),(67 4687419.5),(68 4704073),(69 4706669),(70 4696830.5),(71 4677246.5),(72 4651127),(73 4622862),(74 4588299.5),(75 4557522),(76 4540748),(77 4536379.5),(78 4540661.5),(79 4546795),
(1 53540.44),(2 189093.28),(3 377358.78),(4 585209.25),(5 791414.94),(6 968898.2),(7 1128938.1),(8 1276635.1),(9 1432618.6),(10 1603748.4),(11 1800903.4),(12 1995724.3),(13 2192150),(14 2385214.8),(15 2553174),(16 2714816),(17 2852136),(18 2989830.8),(19 3111964.5),(20 3233181.8),(21 3342789.3),(22 3467698),(23 3593549),(24 3712981),(25 3799189.8),(26 3863475.8),(27 3905248.8),(28 3921549.3),(29 3927373.8),(30 3938427),(31 3948395.5),(32 3965402.3),(33 3989037.8),(34 4006442.3),(35 4016683.8),(36 4024550.5),(37 4028319.5),(38 4029553.5),(39 4021815.3),(40 4014051),(41 4009529.3),(42 4020509.3),(43 4052601.3),(44 4097747),(45 4139390.5),(46 4174217.3),(47 4197485),(48 4216312),(49 4226717.5),(50 4237806.5),(51 4249381.5),(52 4271069.5),(53 4299587),(54 4328362),(55 4355825),(56 4390817.5),(57 4421920),(58 4443222),(59 4462968.5),(60 4471914.5),(61 4467712),(62 4460389),(63 4448266),(64 4427840),(65 4414682.5),(66 4403225.5),(67 4405882.5),(68 4422781),(69 4432584.5),(70 4457736.5),(71 4479914.5),(72 4509120.5),(73 4522615),(74 4512580),(75 4494023),(76 4473774),(77 4455118.5),(78 4435838.5),(79 4422409),
(1 49962.844),(2 175017.72),(3 349291.72),(4 543849.25),(5 735177.94),(6 903868.9),(7 1052218.9),(8 1184320.9),(9 1321076.8),(10 1463761.8),(11 1631509.5),(12 1806874.1),(13 1981935.5),(14 2164668),(15 2327652),(16 2491083.8),(17 2630757.8),(18 2780368.3),(19 2912243),(20 3043596.5),(21 3156868),(22 3283648.8),(23 3396704.8),(24 3500682),(25 3586857.5),(26 3658426.8),(27 3713126.8),(28 3756569.3),(29 3782854.8),(30 3806022.8),(31 3826414.3),(32 3846410.8),(33 3869329),(34 3883930),(35 3887761.8),(36 3879057.8),(37 3857910.5),(38 3821773.8),(39 3778483.5),(40 3729019.8),(41 3685846),(42 3649745),(43 3623091.3),(44 3600962.5),(45 3573951.3),(46 3543230.5),(47 3504982.5),(48 3455583.3),(49 3407479.5),(50 3359531),(51 3327913.5),(52 3306746.8),(53 3301634.3),(54 3298092),(55 3309891.3),(56 3331380.3),(57 3363532.8),(58 3400814.5),(59 3433103),(60 3461526.8),(61 3484425),(62 3489190.5),(63 3491493),(64 3495646.5),(65 3499281),(66 3508965.8),(67 3524741.3),(68 3557473.5),(69 3584007.8),(70 3602653.8),(71 3615799),(72 3626209.5),(73 3628800),(74 3619748),(75 3608955.8),(76 3605592.3),(77 3615052),(78 3633707),(79 3654851.5),
(1 51356.2),(2 177616.16),(3 350160.72),(4 537361.8),(5 721750.9),(6 881110.7),(7 1021773.56),(8 1151449.8),(9 1288676.3),(10 1437229),(11 1613955),(12 1793282.9),(13 1967467.6),(14 2137920.3),(15 2282493.3),(16 2419223.5),(17 2525824.5),(18 2631963.3),(19 2720886.5),(20 2812402.8),(21 2893752.5),(22 2989381.8),(23 3062516),(24 3119561.5),(25 3159518.8),(26 3189369.8),(27 3210124),(28 3243750.3),(29 3270909.8),(30 3300339.5),(31 3322184.5),(32 3340065.3),(33 3347935.8),(34 3354183.5),(35 3358496.8),(36 3365224.3),(37 3371964.3),(38 3376640.3),(39 3379451),(40 3377882.8),(41 3378135.8),(42 3371664.3),(43 3362876.8),(44 3356787.8),(45 3350377.5),(46 3348625.5),(47 3343122),(48 3331254.5),(49 3310954),(50 3285823.3),(51 3269588.8),(52 3259221),(53 3253731.5),(54 3251721.5),(55 3254046.8),(56 3267584.3),(57 3282589.3),(58 3294194),(59 3312355.3),(60 3328965.8),(61 3350654.5),(62 3367802.3),(63 3379515),(64 3382025),(65 3375141.3),(66 3363275.3),(67 3354504.3),(68 3349730),(69 3349192.8),(70 3349945),(71 3354804.8),(72 3359551.8),(73 3368107.3),(74 3374047.8),(75 3380991),(76 3384358.3),(77 3396801.5),(78 3412840.3),(79 3440625.5),
(1 51985.59),(2 182837.2),(3 362088.03),(4 562868.3),(5 761882.2),(6 939804.5),(7 1103699.1),(8 1253328.9),(9 1406327.6),(10 1564851),(11 1741450.6),(12 1918757.5),(13 2084825.1),(14 2244897.8),(15 2369287.8),(16 2479050.8),(17 2574037.5),(18 2680836.3),(19 2776439),(20 2872885.3),(21 2964047.3),(22 3067058.3),(23 3150528.3),(24 3222607.8),(25 3273456),(26 3308114.3),(27 3335255.8),(28 3369702.8),(29 3407053.3),(30 3449940.8),(31 3488805.3),(32 3525640.8),(33 3558166),(34 3588650.8),(35 3608869.3),(36 3628819.3),(37 3643980.8),(38 3649078.3),(39 3657788.8),(40 3662635.3),(41 3662402.3),(42 3658721),(43 3652279.3),(44 3643443.8),(45 3639346.8),(46 3637774),(47 3650680.3),(48 3665551),(49 3682598),(50 3699421.3),(51 3722134),(52 3742505.3),(53 3757851),(54 3767503.3),(55 3779013),(56 3774130),(57 3768464.8),(58 3755914),(59 3741662.3),(60 3720970.3),(61 3698921),(62 3685103),(63 3678229.3),(64 3679412.8),(65 3676485.3),(66 3677887.8),(67 3675207.8),(68 3674142.3),(69 3674744.8),(70 3683926),(71 3699367.3),(72 3706429.3),(73 3716454.3),(74 3724817),(75 3735332),(76 3742299),(77 3754556.8),(78 3763054.8),(79 3780652.8),
(1 49115.36),(2 172968.28),(3 340877.75),(4 523527.97),(5 699253.75),(6 851792.75),(7 988099.25),(8 1108151.6),(9 1227019.8),(10 1349492.3),(11 1491031.8),(12 1629661.6),(13 1754928.5),(14 1869699),(15 1954803.6),(16 2034157.9),(17 2099948.8),(18 2181230.3),(19 2256649.8),(20 2339721.3),(21 2411738.5),(22 2494615.3),(23 2559959.3),(24 2617027.5),(25 2656336.3),(26 2686367.5),(27 2703290),(28 2731519.8),(29 2768592.5),(30 2815235.5),(31 2859476.5),(32 2900639),(33 2944326),(34 2984449.3),(35 3023663.5),(36 3057301.8),(37 3090916),(38 3105922.5),(39 3103334),(40 3089382.8),(41 3073534.8),(42 3053759),(43 3045829.3),(44 3042923.3),(45 3044239.5),(46 3047192.8),(47 3053349.3),(48 3066882.5),(49 3082350),(50 3093127.3),(51 3087758.3),(52 3079213),(53 3065926),(54 3051136.3),(55 3035379.3),(56 3019402.3),(57 2989922.8),(58 2960298),(59 2937235.5),(60 2916188),(61 2901161.8),(62 2894727),(63 2882311.3),(64 2865916),(65 2849828.5),(66 2839167.5),(67 2828036.3),(68 2818340),(69 2812439),(70 2811153.8),(71 2820487.8),(72 2830789.3),(73 2843387.3),(74 2864014),(75 2897656.3),(76 2931630.5),(77 2962709.5),(78 2990743.5),(79 3028716.5),
(1 46028.504),(2 159275.3),(3 312476.47),(4 485384.16),(5 657592.25),(6 812147.6),(7 949455.3),(8 1079363.4),(9 1207898),(10 1340600.1),(11 1487624.6),(12 1638598.8),(13 1783954.9),(14 1919982.9),(15 2037033.3),(16 2139911.3),(17 2215990),(18 2289595.3),(19 2352702.8),(20 2411773.8),(21 2463362.3),(22 2513876),(23 2549143.5),(24 2581444.8),(25 2600731.5),(26 2619879),(27 2634939.5),(28 2650905),(29 2669321.5),(30 2685469.8),(31 2698334.5),(32 2707366.3),(33 2711418.3),(34 2718399),(35 2722875),(36 2725540.5),(37 2725561.8),(38 2724034.5),(39 2719478),(40 2709931.3),(41 2704583),(42 2693014.3),(43 2688860),(44 2687670),(45 2689425.3),(46 2691745),(47 2688645.8),(48 2683904),(49 2677829.8),(50 2672309),(51 2657240.3),(52 2643572.8),(53 2632679.8),(54 2629118.3),(55 2629673.8),(56 2633869.5),(57 2636322.5),(58 2643381),(59 2655050),(60 2670232.3),(61 2683316),(62 2701711.8),(63 2709280.3),(64 2709914.8),(65 2709524.8),(66 2703952),(67 2694057),(68 2683408.8),(69 2673224.3),(70 2662266.8),(71 2651190.5),(72 2635060.5),(73 2618925.5),(74 2605397.3),(75 2595214),(76 2596994.8),(77 2608885.5),(78 2627538.5),(79 2655351.8),
