1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 70975.15),(2 223554.67),(3 440536),(4 692990.44),(5 982536.8),(6 1286102.9),(7 1596502.6),(8 1893981.6),(9 2140689.5),(10 2378770.3),(11 2658207.8),(12 2940128),(13 3243970.8),(14 3594105.3),(15 3947717.8),(16 4333174),(17 4727620),(18 5159465),(19 5567538),(20 6021074.5),(21 6442915.5),(22 6870345.5),(23 7281324),(24 7669944),(25 8187238.5),(26 8637676),(27 9102051),(28 9611809),(29 10059185),(30 10547430),(31 11050407),(32 11540931),(33 11992876),(34 12432843),(35 12780568),(36 13187699),(37 13522301),(38 13800200),(39 13977712),(40 14171347),(41 14291421),(42 14469448),(43 14621256),(44 14826277),(45 15012043),(46 15207432),(47 15454704),(48 15699285),(49 15776795),(50 15897829),(51 15868308),(52 15812751),(53 15707023),(54 15634709),(55 15563667),(56 15473220),(57 15434701),(58 15254421),(59 15087695),(60 15061149),(61 15055271),(62 15116203),(63 15144837),(64 15229203),(65 15276720),(66 15411079),(67 15567953),(68 15820963),(69 16122405),(70 16458775),(71 16923116),(72 17452706),(73 18067502),(74 18814046),(75 19631930),(76 20558102),(77 21557230),(78 22616920),(79 23773334),
(1 71345.63),(2 250982.4),(3 514051.3),(4 836609.2),(5 1199140.4),(6 1582679.5),(7 1970067.3),(8 2342779.8),(9 2715641),(10 3079170),(11 3435802.8),(12 3771609),(13 4082588.5),(14 4365141),(15 4615491),(16 4856508.5),(17 5070400),(18 5265326.5),(19 5454316),(20 5618506.5),(21 5753973),(22 5876880.5),(23 5989494.5),(24 6079548),(25 6189771),(26 6260286.5),(27 6308100),(28 6374590),(29 6413124),(30 6447205.5),(31 6484433.5),(32 6527384.5),(33 6578822.5),(34 6631756.5),(35 6682295.5),(36 6732943.5),(37 6769425.5),(38 6808753.5),(39 6851509),(40 6906561.5),(41 6955508),(42 7010094),(43 7076638.5),(44 7164766),(45 7252437),(46 7337714),(47 7426964),(48 7517654.5),(49 7616147.5),(50 7710535),(51 7774119),(52 7842816),(53 7918340),(54 8017532),(55 8111529.5),(56 8213782.5),(57 8314888.5),(58 8416096),(59 8491132),(60 8555065),(61 8589494),(62 8644566),(63 8691590),(64 8727800),(65 8761345),(66 8794694),(67 8784541),(68 8766870),(69 8759779),(70 8727759),(71 8688534),(72 8639360),(73 8556163),(74 8485560),(75 8431475),(76 8382347),(77 8353665.5),(78 8338277.5),(79 8354206.5),
(1 75952.39),(2 267815.56),(3 549511.6),(4 896617.75),(5 1288936.6),(6 1704877.5),(7 2128508.3),(8 2539147.3),(9 2945780.8),(10 3338801),(11 3718667.3),(12 4081906.8),(13 4424968),(14 4741082.5),(15 5045246.5),(16 5321019.5),(17 5574348.5),(18 5795985.5),(19 5989700.5),(20 6158678.5),(21 6304938),(22 6445700),(23 6587032.5),(24 6725194.5),(25 6877408.5),(26 6984699.5),(27 7088954),(28 7184573.5),(29 7254146),(30 7324540),(31 7390198.5),(32 7449083.5),(33 7509972),(34 7547270),(35 7576635.5),(36 7597996),(37 7611678.5),(38 7618285.5),(39 7600610.5),(40 7566828),(41 7522928),(42 7479626.5),(43 7456265.5),(44 7446106),(45 7439166),(46 7444882.5),(47 7455220),(48 7474970.5),(49 7526598),(50 7602272.5),(51 7638465.5),(52 7661377.5),(53 7670834.5),(54 7679307.5),(55 7701321.5),(56 7702325.5),(57 7689396),(58 7651687.5),(59 7601071.5),(60 7548358.5),(61 7490172),(62 7445344.5),(63 7403593.5),(64 7358658),(65 7344454.5),(66 7351101.5),(67 7358784.5),(68 7362756),(69 7370281.5),(70 7392584.5),(71 7442118),(72 7498381.5),(73 7541600),(74 7601283.5),(75 7660766.5),(76 7705944),(77 7731252),(78 7783188.5),(79 7837419.5),
(1 66804.77),(2 229514.28),(3 465173.6),(4 754908.2),(5 1073870.1),(6 1412656.8),(7 1768502.8),(8 2130788.8),(9 2485066.3),(10 2838416),(11 3184535.8),(12 3519588.8),(13 3829588.3),(14 4111879.3),(15 4377995),(16 4616145.5),(17 4840788.5),(18 5022862.5),(19 5171580),(20 5287443.5),(21 5390300),(22 5474910),(23 5557299),(24 5641239),(25 5725346.5),(26 5774834),(27 5815638),(28 5855677.5),(29 5898195),(30 5940956),(31 6002339),(32 6045183.5),(33 6125899.5),(34 6195682.5),(35 6275453.5),(36 6356672),(37 6467159.5),(38 6578060),(39 6681866),(40 6785143),(41 6876266),(42 6953697.5),(43 7043661),(44 7125113.5),(45 7190945.5),(46 7249659.5),(47 7313863.5),(48 7362292),(49 7390383.5),(50 7408112),(51 7424057),(52 7412887.5),(53 7417270.5),(54 7422094),(55 7448594.5),(56 7471565),(57 7505427),(58 7548340.5),(59 7586739),(60 7620139),(61 7646220),(62 7691677.5),(63 7745835.5),(64 7820402),(65 7904605.5),(66 7974127.5),(67 8019160.5),(68 8072088.5),(69 8130887.5),(70 8178961.5),(71 8227149.5),(72 8278866),(73 8306548.5),(74 8340916.5),(75 8358254),(76 8348297.5),(77 8328470),(78 8303531.5),(79 8270971),
(1 69540.56),(2 239598.94),(3 487383),(4 796799.2),(5 1152958.1),(6 1539878.5),(7 1944293.9),(8 2358816.3),(9 2768725),(10 3164918.8),(11 3549634),(12 3904651.8),(13 4230866.5),(14 4553108.5),(15 4864311.5),(16 5130067),(17 5371962),(18 5578614),(19 5755021.5),(20 5900461),(21 6003149),(22 6070857),(23 6139924),(24 6200889),(25 6232152.5),(26 6245032.5),(27 6254053),(28 6263375.5),(29 6288332),(30 6319257.5),(31 6362131),(32 6412352),(33 6472464.5),(34 6527424),(35 6599192.5),(36 6657385.5),(37 6727154),(38 6780290.5),(39 6817865),(40 6856705.5),(41 6878141.5),(42 6902049.5),(43 6927132),(44 6956422),(45 7009499.5),(46 7078790),(47 7164738),(48 7213149),(49 7259524.5),(50 7332432.5),(51 7411333),(52 7476805),(53 7555259.5),(54 7642437),(55 7752678),(56 7852660.5),(57 7949943.5),(58 8054968.5),(59 8149913.5),(60 8202296.5),(61 8256052),(62 8322052),(63 8390047),(64 8447087),(65 8481230),(66 8473742),(67 8416532),(68 8289932),(69 8162726.5),(70 8033597.5),(71 7885773),(72 7747878.5),(73 7613739),(74 7523672.5),(75 7436063.5),(76 7346971),(77 7239657.5),(78 7165825.5),(79 7110774),
(1 65392.645),(2 224054.2),(3 456428.22),(4 744283.9),(5 1074869),(6 1436759.3),(7 1820930.4),(8 2220581.3),(9 2612226.8),(10 2973014.8),(11 3319618.8),(12 3626795.3),(13 3910107.8),(14 4180173.8),(15 4428284),(16 4635548.5),(17 4812044),(18 4951797),(19 5053612.5),(20 5127233),(21 5162088.5),(22 5192598.5),(23 5222324),(24 5250057),(25 5306424.5),(26 5349202),(27 5401007.5),(28 5461456),(29 5543228),(30 5628125.5),(31 5722898.5),(32 5826834.5),(33 5951903),(34 6065892.5),(35 6175854),(36 6261696.5),(37 6335129),(38 6366285.5),(39 6353309.5),(40 6322502.5),(41 6253460),(42 6188958),(43 6115728),(44 6055261.5),(45 6003879),(46 5938259.5),(47 5863257),(48 5787242.5),(49 5696384.5),(50 5598322),(51 5503338),(52 5416773.5),(53 5342555.5),(54 5272327.5),(55 5220044.5),(56 5170765),(57 5159987),(58 5171721.5),(59 5197032.5),(60 5226998),(61 5252531),(62 5279667),(63 5285188),(64 5282594.5),(65 5259288.5),(66 5225354),(67 5179503.5),(68 5108041),(69 5044303.5),(70 4975262),(71 4901153),(72 4855762),(73 4836480),(74 4842874.5),(75 4851248.5),(76 4888720.5),(77 4934062),(78 5012694.5),(79 5118608.5),
(1 59484.56),(2 202111.42),(3 405576.38),(4 654331.3),(5 931771.44),(6 1229496.5),(7 1543864.6),(8 1855848.8),(9 2162531.8),(10 2443640.5),(11 2691409.8),(12 2920146.3),(13 3131051.3),(14 3305142.5),(15 3460071),(16 3584906.5),(17 3691360.3),(18 3776457.8),(19 3836876.8),(20 3881905.5),(21 3907494.8),(22 3918199),(23 3931985.3),(24 3949773.8),(25 3987449.5),(26 4013914.3),(27 4041805.8),(28 4086844.8),(29 4154718.8),(30 4241228.5),(31 4344430),(32 4469157),(33 4593298),(34 4719441.5),(35 4864810.5),(36 5004614.5),(37 5145545.5),(38 5251056.5),(39 5332201),(40 5393333),(41 5420008.5),(42 5445726),(43 5462046.5),(44 5480105),(45 5494977),(46 5505216),(47 5495419.5),(48 5482253.5),(49 5450077.5),(50 5413509.5),(51 5373901),(52 5330389.5),(53 5290227),(54 5247105),(55 5206845),(56 5176919),(57 5142424.5),(58 5098052.5),(59 5051319.5),(60 4986447),(61 4913765.5),(62 4832904),(63 4746439),(64 4668025.5),(65 4595710.5),(66 4526325.5),(67 4478559),(68 4445397),(69 4429512.5),(70 4431091.5),(71 4444167.5),(72 4435099),(73 4428743.5),(74 4434090.5),(75 4451166.5),(76 4486874.5),(77 4536703),(78 4615864.5),(79 4715048.5),
(1 60903.098),(2 209139.31),(3 421403.34),(4 684323.56),(5 971282.8),(6 1273703),(7 1589572.8),(8 1912885),(9 2233616.8),(10 2548829),(11 2836894.5),(12 3095175.5),(13 3322898.8),(14 3504118.8),(15 3653587.5),(16 3770611),(17 3852595),(18 3910441.5),(19 3952475.5),(20 3986230.3),(21 4006418.5),(22 4024346.5),(23 4041692.8),(24 4071784.3),(25 4141441.5),(26 4214484),(27 4299648.5),(28 4381855),(29 4480110.5),(30 4563852.5),(31 4623234.5),(32 4673692),(33 4712784.5),(34 4748403),(35 4794140),(36 4835592.5),(37 4861012),(38 4870945.5),(39 4874506.5),(40 4867108.5),(41 4838486.5),(42 4823476.5),(43 4823610),(44 4820142),(45 4831630.5),(46 4850839.5),(47 4849872.5),(48 4843603),(49 4822559),(50 4808598.5),(51 4791049.5),(52 4787294.5),(53 4774428),(54 4767844),(55 4762970),(56 4756015),(57 4745915),(58 4740453),(59 4712560.5),(60 4664519),(61 4604965),(62 4553038.5),(63 4497730.5),(64 4460714.5),(65 4441920),(66 4432790.5),(67 4441703),(68 4457986.5),(69 4499213),(70 4531250.5),(71 4572218),(72 4594252.5),(73 4619378.5),(74 4656843.5),(75 4674787.5),(76 4699100),(77 4721309.5),(78 4738386.5),(79 4753022),
(1 58777.945),(2 204172.6),(3 415595.47),(4 677680.25),(5 973416.25),(6 1285684.6),(7 1617947.1),(8 1945159.8),(9 2263082.8),(10 2563335.8),(11 2834095.3),(12 3071903),(13 3275209.3),(14 3451545),(15 3590410.8),(16 3696640),(17 3769472.8),(18 3812979.5),(19 3833234),(20 3834829.8),(21 3816476.5),(22 3788374.8),(23 3751411),(24 3728790.5),(25 3716502.5),(26 3726820),(27 3747992.3),(28 3798881),(29 3877043.5),(30 3952323.5),(31 4032087.3),(32 4103646),(33 4161110.8),(34 4220051),(35 4276728),(36 4337171.5),(37 4399466.5),(38 4456985),(39 4535290),(40 4616935),(41 4688860),(42 4757351),(43 4822963.5),(44 4881772.5),(45 4925050.5),(46 4960857.5),(47 5001345.5),(48 5025277.5),(49 5029520.5),(50 5018921.5),(51 5001411),(52 4987274),(53 4956710.5),(54 4899659.5),(55 4832391.5),(56 4747139),(57 4649912),(58 4565725),(59 4488655.5),(60 4389841.5),(61 4303655),(62 4231616.5),(63 4170137.8),(64 4128657),(65 4100391.8),(66 4093529.3),(67 4101059),(68 4115536.5),(69 4155506.5),(70 4205442),(71 4256663),(72 4312637.5),(73 4348384),(74 4409194),(75 4470257),(76 4527260),(77 4574629),(78 4618817.5),(79 4655054),
(1 58541.844),(2 199320.36),(3 403347.72),(4 646411.75),(5 917488.5),(6 1200314.5),(7 1488323.1),(8 1763116.5),(9 2024672.1),(10 2268140),(11 2490729.3),(12 2680893),(13 2844135.5),(14 2976139),(15 3068044.5),(16 3129871.3),(17 3159485),(18 3174656.8),(19 3184139),(20 3198366.5),(21 3215735.8),(22 3245555.8),(23 3285147.8),(24 3343773),(25 3393271),(26 3460623.5),(27 3514462),(28 3573548.5),(29 3627990.5),(30 3664348.5),(31 3684001.8),(32 3701109.5),(33 3705029.8),(34 3713522.5),(35 3715616.8),(36 3726804),(37 3729087.3),(38 3742728.5),(39 3761869),(40 3782900.3),(41 3802613),(42 3815298),(43 3833928.5),(44 3839296.5),(45 3834838.5),(46 3834151),(47 3819266.5),(48 3787598.5),(49 3748097.8),(50 3725212),(51 3700013),(52 3673764),(53 3645061.5),(54 3612958.5),(55 3585167),(56 3551652.5),(57 3527230.3),(58 3518553),(59 3521675.8),(60 3534648),(61 3556882.3),(62 3579027.5),(63 3606477.5),(64 3626850.8),(65 3653386.5),(66 3689620),(67 3743513.3),(68 3799223),(69 3867799),(70 3940649.3),(71 3993097.5),(72 4036220.5),(73 4078873),(74 4121678.8),(75 4175786),(76 4221244),(77 4284440),(78 4337936),(79 4397317),
(1 58518.715),(2 196149.84),(3 390788.8),(4 621834.9),(5 877471),(6 1144585.9),(7 1410690.5),(8 1668119.6),(9 1910760.9),(10 2136285.3),(11 2332174.3),(12 2498013.5),(13 2628310.8),(14 2730632.5),(15 2797998.8),(16 2845378.8),(17 2885782.5),(18 2924481.3),(19 2968706.5),(20 3013765.8),(21 3056669.5),(22 3101615.8),(23 3146637.8),(24 3191301.3),(25 3242132),(26 3288898),(27 3327097),(28 3351264.3),(29 3370254.5),(30 3374588.5),(31 3369963.8),(32 3367987.3),(33 3360049.8),(34 3370511.5),(35 3388685),(36 3431088),(37 3487222.5),(38 3533426.3),(39 3560500.3),(40 3569622),(41 3564059.8),(42 3560769.8),(43 3557211.3),(44 3558073.5),(45 3559877.5),(46 3543529.8),(47 3516632.5),(48 3477843.5),(49 3434734),(50 3387576.3),(51 3342798.3),(52 3295157.5),(53 3250531),(54 3212257.5),(55 3184714),(56 3163204),(57 3149429.8),(58 3136141),(59 3128155.5),(60 3133410.3),(61 3159135.8),(62 3200864.8),(63 3244583.8),(64 3286509),(65 3332346.5),(66 3368548.3),(67 3398347.3),(68 3417366.5),(69 3448860),(70 3477156),(71 3499162.8),(72 3515774),(73 3523474.8),(74 3528636),(75 3533356.8),(76 3541312.5),(77 3556438),(78 3569258.8),(79 3582204),
(1 54135.348),(2 182478.58),(3 366039.16),(4 588743.5),(5 841480.7),(6 1110023.6),(7 1381339.6),(8 1641547.3),(9 1890311.4),(10 2117726.8),(11 2316158.3),(12 2482925.3),(13 2618129.8),(14 2723583.3),(15 2788267.8),(16 2818318.8),(17 2838811),(18 2847949.8),(19 2838791.8),(20 2827638.8),(21 2823697.8),(22 2830692.5),(23 2844226.5),(24 2862269.3),(25 2905608),(26 2938428.8),(27 2964520),(28 2978304.5),(29 2980010.5),(30 2963513.3),(31 2938738.8),(32 2895388.3),(33 2839219.3),(34 2778438.8),(35 2719493.5),(36 2662201.5),(37 2625435.5),(38 2606108.3),(39 2595717.5),(40 2604304.8),(41 2628807.8),(42 2667729),(43 2697996.3),(44 2728181.8),(45 2753994),(46 2762404.5),(47 2749176.3),(48 2720724),(49 2686876),(50 2644962.8),(51 2612344.3),(52 2591735.5),(53 2575261.5),(54 2578345.3),(55 2602214.3),(56 2641840),(57 2701501),(58 2762200.3),(59 2824620.8),(60 2891414.5),(61 2956555),(62 3002537.5),(63 3027685.5),(64 3033786),(65 3024458.5),(66 3005449),(67 2985922.3),(68 2976694.8),(69 2985838.3),(70 3009256.3),(71 3035338),(72 3052628.5),(73 3061747.3),(74 3060987),(75 3078016.5),(76 3079158.5),(77 3075872.5),(78 3066851.5),(79 3051132),
(1 55471.75),(2 185991.56),(3 369445.8),(4 588290.44),(5 827962.7),(6 1072091.5),(7 1304559.5),(8 1523250.5),(9 1722905.9),(10 1895935.5),(11 2044104.6),(12 2177970.3),(13 2281990.3),(14 2356843.5),(15 2407713.5),(16 2423358),(17 2426077),(18 2423793.3),(19 2417978.3),(20 2420925.3),(21 2428902.8),(22 2438072.5),(23 2444847),(24 2450232.8),(25 2459539.3),(26 2458420.8),(27 2446932),(28 2438827),(29 2428867),(30 2428095.8),(31 2430458.3),(32 2435496.5),(33 2438256.5),(34 2451132.5),(35 2455146.3),(36 2467584.5),(37 2487183),(38 2507962.3),(39 2534603),(40 2568688.3),(41 2607451.3),(42 2638071),(43 2658385),(44 2656056.5),(45 2633151.8),(46 2588943.8),(47 2531342.3),(48 2471251),(49 2406095.3),(50 2344652.5),(51 2294429.3),(52 2256296.5),(53 2233739),(54 2228264.8),(55 2232132.8),(56 2246548.8),(57 2271411.8),(58 2291413.8),(59 2324592.5),(60 2358201.8),(61 2389986.5),(62 2414316),(63 2437098.5),(64 2451086.8),(65 2465791.3),(66 2478256.5),(67 2512857.5),(68 2563615),(69 2625030.5),(70 2703582.5),(71 2785894.5),(72 2871643),(73 2956900.8),(74 3037192.3),(75 3098889),(76 3157631.8),(77 3210219.8),(78 3247778),(79 3284297.8),
(1 55374.605),(2 185643.81),(3 371374.3),(4 589855.5),(5 827491.8),(6 1067591.5),(7 1304042.4),(8 1526184),(9 1729588.9),(10 1906010.8),(11 2066058.4),(12 2192673.8),(13 2293723),(14 2370183.8),(15 2415282.3),(16 2433727),(17 2438626.5),(18 2433145.8),(19 2427049),(20 2425485),(21 2416360.3),(22 2423527.3),(23 2436576.3),(24 2460652),(25 2490306.3),(26 2513790.5),(27 2540628.8),(28 2567690.3),(29 2583849.5),(30 2597705.3),(31 2600339.8),(32 2593753.8),(33 2584428.8),(34 2576083.3),(35 2567776.3),(36 2566423.8),(37 2563003),(38 2557294.3),(39 2560347),(40 2552241.8),(41 2542133.3),(42 2530538.8),(43 2512329.8),(44 2497688.3),(45 2466722.5),(46 2428921.3),(47 2388793.3),(48 2355509.3),(49 2329139),(50 2304516),(51 2277516.3),(52 2257994.5),(53 2260224.8),(54 2281023),(55 2325797.8),(56 2385354.3),(57 2449301.5),(58 2501010.5),(59 2539809.8),(60 2562561),(61 2572327.5),(62 2585099.3),(63 2595708.8),(64 2583864.3),(65 2574400.8),(66 2567471.3),(67 2568933.5),(68 2580991.8),(69 2592891.5),(70 2615874.3),(71 2635951),(72 2666773),(73 2694949.3),(74 2731270.8),(75 2771291.8),(76 2793852.8),(77 2813406.3),(78 2826340.5),(79 2835432.8),
(1 52244.223),(2 176870.53),(3 350758.44),(4 557118.4),(5 771532.56),(6 983725.06),(7 1183610.6),(8 1368260.3),(9 1534741.4),(10 1682663.5),(11 1810580.6),(12 1907642.6),(13 1982238.6),(14 2031733.8),(15 2065011.5),(16 2090296.1),(17 2098713.3),(18 2101958.3),(19 2108785),(20 2120076),(21 2136143.8),(22 2166249),(23 2204811.8),(24 2249945.5),(25 2303790.5),(26 2345879.5),(27 2384554),(28 2411681.5),(29 2432082.3),(30 2443378),(31 2437652.8),(32 2429794.3),(33 2416306.3),(34 2400274.5),(35 2380382.3),(36 2354027.5),(37 2330905),(38 2312156),(39 2308834.5),(40 2311700),(41 2322001.5),(42 2336425.5),(43 2334513),(44 2330570.5),(45 2323529),(46 2304840.3),(47 2278084.3),(48 2256793.5),(49 2236849),(50 2217097.5),(51 2197810.5),(52 2177673.3),(53 2174404),(54 2183832.3),(55 2218535.8),(56 2262123.3),(57 2316744.3),(58 2363008),(59 2414934.8),(60 2458838.5),(61 2498692.8),(62 2527890.5),(63 2554536.5),(64 2567766.5),(65 2568959),(66 2558983),(67 2552687),(68 2542858),(69 2536736.3),(70 2532267),(71 2542584.5),(72 2556387.5),(73 2563549.3),(74 2577563.5),(75 2585130.3),(76 2589256.3),(77 2589383.8),(78 2580815),(79 2571865),
(1 55338.26),(2 186679.94),(3 369626),(4 579732.7),(5 797257.25),(6 1000773),(7 1189384.8),(8 1359830.4),(9 1505847.6),(10 1632376.9),(11 1735847.6),(12 1812126.6),(13 1868483.9),(14 1901314.1),(15 1923923.8),(16 1944979.4),(17 1961823.5),(18 1981967.5),(19 2009228.8),(20 2040625.4),(21 2085245.9),(22 2131052.5),(23 2166579),(24 2191651.3),(25 2208388),(26 2225282.5),(27 2230642.5),(28 2236101.5),(29 2240568),(30 2234338.8),(31 2218532.5),(32 2197808.8),(33 2170922.3),(34 2144295),(35 2120022),(36 2107034),(37 2103840),(38 2105360.3),(39 2121792.5),(40 2140707.8),(41 2163233.5),(42 2182119),(43 2194417.5),(44 2201590),(45 2215395.5),(46 2237688.5),(47 2266933.5),(48 2295361.8),(49 2316491),(50 2329497),(51 2340743),(52 2353471.5),(53 2372896),(54 2393535.8),(55 2414880.8),(56 2430096.8),(57 2431209),(58 2426096),(59 2423702.5),(60 2439932),(61 2462338.3),(62 2478945.8),(63 2492805.8),(64 2502398),(65 2507653.3),(66 2511262),(67 2512380.8),(68 2528810.8),(69 2532954.5),(70 2533886.8),(71 2533095.8),(72 2525398.3),(73 2503601),(74 2490927.8),(75 2476452),(76 2469440.3),(77 2463762),(78 2460971.5),(79 2460401.5),
(1 50252.094),(2 166176.3),(3 323825.03),(4 507142.63),(5 694843.25),(6 876119.6),(7 1040574.94),(8 1186652.3),(9 1314263.5),(10 1417780.1),(11 1493217.1),(12 1549651.8),(13 1585630.8),(14 1610768.3),(15 1624401.8),(16 1624848.8),(17 1617727.6),(18 1614635.3),(19 1618461),(20 1625713.8),(21 1643481.5),(22 1674554.3),(23 1699438.1),(24 1715277.1),(25 1744495.4),(26 1769558.9),(27 1792945.9),(28 1822678.1),(29 1858619.4),(30 1897229.5),(31 1930457.4),(32 1960517.4),(33 1985459.4),(34 2000680.4),(35 2010963.4),(36 2017346.9),(37 2026121.1),(38 2051223),(39 2089463.3),(40 2125851.5),(41 2155894.8),(42 2190719.5),(43 2228152.3),(44 2261996),(45 2305452.5),(46 2353771.8),(47 2400344),(48 2435962),(49 2444967.5),(50 2445156.5),(51 2433118),(52 2408640),(53 2386183.5),(54 2365238.3),(55 2352997.5),(56 2345192),(57 2334716.3),(58 2334173.3),(59 2335999.3),(60 2340144),(61 2353170.3),(62 2363178.8),(63 2370229.3),(64 2369976.5),(65 2360853.8),(66 2350684),(67 2333139),(68 2321242.3),(69 2301468.5),(70 2275908),(71 2244672.3),(72 2216617),(73 2207650.3),(74 2206871.8),(75 2207777.5),(76 2207686.5),(77 2207743.5),(78 2208439),(79 2214563.5),
(1 50450.527),(2 167394.14),(3 326286.84),(4 507112.44),(5 689920.4),(6 864771),(7 1031853.7),(8 1188344),(9 1330649.6),(10 1450920.8),(11 1544440.1),(12 1616751.6),(13 1668900.3),(14 1702747.8),(15 1727540.3),(16 1739134.3),(17 1743187.3),(18 1744150.4),(19 1750653.1),(20 1759184.5),(21 1767319.5),(22 1776624),(23 1784826.9),(24 1802007.3),(25 1824985.4),(26 1850849.1),(27 1871838.6),(28 1900511.6),(29 1919733.1),(30 1928679.1),(31 1933287.1),(32 1939271.5),(33 1941727.3),(34 1942938),(35 1934653.5),(36 1921727.9),(37 1907069.9),(38 1900299.8),(39 1896897.8),(40 1891966.8),(41 1882368.1),(42 1881934.3),(43 1883755),(44 1890056),(45 1902019.9),(46 1907803.8),(47 1914962.6),(48 1927078.8),(49 1940308.8),(50 1954201.1),(51 1972134),(52 1978671.9),(53 1991950.6),(54 2000994.1),(55 2006918.4),(56 2019555.3),(57 2025635.9),(58 2030959.3),(59 2033442.3),(60 2033486),(61 2022784.4),(62 2006927.9),(63 1998125.5),(64 1988518.8),(65 1987628.6),(66 1981950.6),(67 1969257.3),(68 1945882.9),(69 1919365.4),(70 1892572.1),(71 1868766.4),(72 1863787),(73 1865343.6),(74 1865360.8),(75 1870775.1),(76 1877309),(77 1895278.8),(78 1915945.3),(79 1933830.9),
