1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 45267.977),(2 145167.48),(3 284135.8),(4 454606.03),(5 637564.2),(6 853072.44),(7 1078573.3),(8 1316988.9),(9 1546300.5),(10 1753725.6),(11 1945500.1),(12 2130109.8),(13 2284599.3),(14 2426522),(15 2567582),(16 2695486.3),(17 2826140.5),(18 2953959),(19 3057708.3),(20 3155119.8),(21 3236092.3),(22 3309320),(23 3363189.3),(24 3391931.5),(25 3409355.8),(26 3419015),(27 3423689.8),(28 3404334.3),(29 3363892.3),(30 3311058),(31 3262795.8),(32 3224779.3),(33 3191446.3),(34 3178626),(35 3163196.3),(36 3145718.3),(37 3131477.5),(38 3117309.3),(39 3119894.3),(40 3134569),(41 3156529),(42 3176694.3),(43 3220791),(44 3261669.3),(45 3318418),(46 3377972.8),(47 3434019.5),(48 3495837.3),(49 3554394.5),(50 3608375.8),(51 3659796.3),(52 3702931.8),(53 3723288),(54 3735643.3),(55 3737117.3),(56 3736260.8),(57 3734424.8),(58 3754223.3),(59 3762212.5),(60 3769064),(61 3769635.5),(62 3749547.5),(63 3730619.8),(64 3678743),(65 3628064.3),(66 3585288),(67 3564235.3),(68 3563567.3),(69 3548427.8),(70 3526728),(71 3485840),(72 3439092.8),(73 3387980.8),(74 3338685.3),(75 3302154.5),(76 3274319),(77 3249187.5),(78 3231749.5),(79 3228759.3),
(1 50836.066),(2 157851.66),(3 299270),(4 468306.66),(5 646076.94),(6 837801.75),(7 1014117.2),(8 1174015.8),(9 1323740.1),(10 1460508),(11 1592746),(12 1722206),(13 1850175.9),(14 1977738.4),(15 2104280.8),(16 2217153.3),(17 2325879.5),(18 2418726),(19 2482568),(20 2535407.3),(21 2585363.5),(22 2627442),(23 2667424),(24 2706420.8),(25 2745340.8),(26 2791055.8),(27 2840427.3),(28 2870564.8),(29 2897537.8),(30 2932212.8),(31 2964591),(32 3004721.3),(33 3055195.3),(34 3105922.8),(35 3159614.8),(36 3198288.3),(37 3236559.3),(38 3271471.8),(39 3311244),(40 3362311.3),(41 3428208.3),(42 3487502.8),(43 3533432),(44 3566818),(45 3590080),(46 3589669.3),(47 3555650.8),(48 3508673.3),(49 3440514),(50 3369590.8),(51 3306444.8),(52 3243537),(53 3180866.3),(54 3122459.3),(55 3077984.3),(56 3060419.3),(57 3064493.8),(58 3082599),(59 3099849.3),(60 3107809.3),(61 3102612),(62 3085976.8),(63 3062001),(64 3014689.3),(65 2970727.3),(66 2925869.3),(67 2891247.3),(68 2871195.3),(69 2845631),(70 2832864.3),(71 2820750.8),(72 2814924.8),(73 2817917),(74 2814410),(75 2815037.3),(76 2833836.8),(77 2846623.3),(78 2872128.8),(79 2910936),
(1 49826.35),(2 153363.02),(3 283253.2),(4 430604.97),(5 577878.9),(6 736463.94),(7 900301.1),(8 1065062.1),(9 1221875),(10 1374161.9),(11 1523485.8),(12 1680451.3),(13 1829489.6),(14 1969362.5),(15 2122325.5),(16 2260968.8),(17 2388762.3),(18 2510895.8),(19 2616361.5),(20 2694607.3),(21 2773181),(22 2841869.8),(23 2883062.5),(24 2914152.8),(25 2943114.5),(26 2958732.3),(27 2950186),(28 2921283.5),(29 2881249),(30 2835692.5),(31 2783913),(32 2737911.8),(33 2703676.8),(34 2686421.5),(35 2697301.5),(36 2712075.5),(37 2729505),(38 2723636.3),(39 2714347.5),(40 2724350.8),(41 2739771.3),(42 2737295.3),(43 2742998.8),(44 2762561.3),(45 2790448.8),(46 2826417.5),(47 2859805),(48 2898588.8),(49 2932059.5),(50 2975966.8),(51 3023043.3),(52 3063835),(53 3091880.3),(54 3113788.5),(55 3115821.8),(56 3097705),(57 3060094),(58 3037939),(59 3026885.8),(60 3017466.3),(61 3021621.5),(62 3016049),(63 3021944.3),(64 3019573.5),(65 3020903.8),(66 3004875.5),(67 2990304),(68 2959109.8),(69 2933219.3),(70 2922376),(71 2924752.8),(72 2949078.8),(73 3004146),(74 3064295.3),(75 3124395),(76 3185541),(77 3243138),(78 3292547.3),(79 3334928.8),
(1 52324.56),(2 159810.44),(3 292073.06),(4 430808.38),(5 547595.75),(6 657059.75),(7 771173.44),(8 884403.1),(9 1003907.6),(10 1119488),(11 1237488.5),(12 1351172.1),(13 1450803.3),(14 1547410.4),(15 1643553.6),(16 1734546.3),(17 1827443.3),(18 1914761.6),(19 1989497.1),(20 2055709.8),(21 2123776.5),(22 2192011.8),(23 2256615.8),(24 2316372.3),(25 2376442),(26 2422766.5),(27 2450063.8),(28 2465964.8),(29 2480350.5),(30 2490383),(31 2495993.3),(32 2524940.5),(33 2533072.3),(34 2553329.5),(35 2579197.3),(36 2608033.3),(37 2638310.3),(38 2653669.8),(39 2662038),(40 2686398.8),(41 2715689.5),(42 2742413),(43 2759083.3),(44 2772446.8),(45 2781997.8),(46 2789694),(47 2800261),(48 2819096.3),(49 2860099),(50 2921457.5),(51 2988123.8),(52 3060757),(53 3118573),(54 3170571),(55 3226246),(56 3265877.5),(57 3301251.8),(58 3310147),(59 3320699),(60 3320191),(61 3311097),(62 3317319.3),(63 3315004.8),(64 3321410.5),(65 3321804.3),(66 3310222.5),(67 3303213),(68 3315291.3),(69 3318406.8),(70 3330317),(71 3330731),(72 3333554),(73 3349375.3),(74 3371532.5),(75 3391732.3),(76 3398082.5),(77 3393072),(78 3370981),(79 3369423.3),
(1 52195.496),(2 163850.56),(3 305916.94),(4 455811.72),(5 594312.56),(6 734873.3),(7 888287.44),(8 1064509.1),(9 1242562.4),(10 1418823.4),(11 1577713.5),(12 1720014.4),(13 1840853.8),(14 1957947.5),(15 2072774.4),(16 2170154.5),(17 2246569.5),(18 2308831.5),(19 2372126),(20 2428063.8),(21 2495741.8),(22 2558908.8),(23 2615165.8),(24 2668656.3),(25 2722675),(26 2779417.8),(27 2832151.5),(28 2881244.8),(29 2940838.8),(30 3000260.5),(31 3064349.8),(32 3140747.3),(33 3173368.5),(34 3209487.5),(35 3250601),(36 3283424.5),(37 3321422.5),(38 3365371),(39 3397979),(40 3433233.8),(41 3459821),(42 3472341.3),(43 3462292.8),(44 3435434.8),(45 3398795.3),(46 3354944.5),(47 3306268.5),(48 3259682.3),(49 3235702.5),(50 3223227.8),(51 3207545),(52 3190571),(53 3168383.5),(54 3150508.5),(55 3147446.5),(56 3144241.8),(57 3142326.8),(58 3135345.3),(59 3143590),(60 3146265),(61 3140771.5),(62 3145019.5),(63 3136576.5),(64 3140348.8),(65 3142465.8),(66 3148429),(67 3137438.8),(68 3138734),(69 3139212.3),(70 3138517.3),(71 3119172.8),(72 3106996.8),(73 3097543.8),(74 3097379),(75 3110918),(76 3116758),(77 3125131.8),(78 3134278),(79 3159486.5),
(1 56148.65),(2 174454.27),(3 325612.2),(4 496725.53),(5 655967.06),(6 815237.3),(7 983288.94),(8 1165448.3),(9 1354900.5),(10 1545854.1),(11 1728964.8),(12 1899509.9),(13 2071083.3),(14 2224956.3),(15 2359989.3),(16 2481798.8),(17 2582541),(18 2675004),(19 2763983),(20 2876809.5),(21 2998080),(22 3097964.8),(23 3194371),(24 3294568.5),(25 3373280),(26 3443635.3),(27 3500020.8),(28 3557158.5),(29 3610177.8),(30 3663977.5),(31 3707975.5),(32 3761715.3),(33 3783909.5),(34 3822063.5),(35 3860821),(36 3908658.3),(37 3962390.3),(38 4026560.8),(39 4093379.3),(40 4157267),(41 4211150.5),(42 4235378),(43 4235755.5),(44 4185192.5),(45 4095644.3),(46 3992187),(47 3884029.8),(48 3767306.8),(49 3660208),(50 3557982.8),(51 3461353.5),(52 3372377.5),(53 3301393),(54 3247080.8),(55 3209652.5),(56 3191952.8),(57 3189556.3),(58 3199337),(59 3219437.8),(60 3242484.3),(61 3273264.5),(62 3296133.3),(63 3307884.5),(64 3314604.8),(65 3342846.5),(66 3373807),(67 3411323.8),(68 3472260.8),(69 3526272.3),(70 3601605),(71 3669383.8),(72 3750176.8),(73 3851664),(74 3953762.8),(75 4058802.3),(76 4146399.8),(77 4227964),(78 4284905.5),(79 4348928.5),
(1 51792.85),(2 154880.03),(3 272959.63),(4 396421.13),(5 507491.63),(6 623327.3),(7 753183.75),(8 889652.75),(9 1025531.3),(10 1160227.6),(11 1290901.9),(12 1419680.3),(13 1542770.1),(14 1647474.6),(15 1744165.9),(16 1828637.6),(17 1894431.5),(18 1954734.5),(19 2009318.8),(20 2062733.1),(21 2117366),(22 2156815.3),(23 2189747.3),(24 2218261.5),(25 2254982.8),(26 2282606.5),(27 2302870.3),(28 2318027.3),(29 2324889.5),(30 2335887),(31 2339769.5),(32 2345767.8),(33 2333054.3),(34 2320758.3),(35 2307797.8),(36 2288590.8),(37 2264239),(38 2263125.8),(39 2263386),(40 2286715.5),(41 2339094),(42 2417125),(43 2478686.5),(44 2527936),(45 2575327.8),(46 2617326.3),(47 2642151.8),(48 2669994.8),(49 2686659.8),(50 2701320.8),(51 2693963),(52 2677073.3),(53 2647986.3),(54 2604944),(55 2570644.3),(56 2533723.3),(57 2495996.5),(58 2467629.3),(59 2460650.3),(60 2470157.5),(61 2480371.8),(62 2508559.3),(63 2519763.3),(64 2543009),(65 2564690.3),(66 2588220.5),(67 2601075.3),(68 2631445.3),(69 2654775.5),(70 2691835),(71 2713836.5),(72 2718808.3),(73 2724203.3),(74 2732503.3),(75 2756701.5),(76 2788395.8),(77 2820144.3),(78 2848846),(79 2877552.8),
(1 53506.76),(2 163661.58),(3 295561.47),(4 426876.88),(5 548868.44),(6 677551.8),(7 819322.8),(8 980996.75),(9 1148032.8),(10 1307465.4),(11 1450881.8),(12 1593143.6),(13 1731188.1),(14 1860677.6),(15 1990730.6),(16 2106186.5),(17 2210310.8),(18 2305313.3),(19 2394078.8),(20 2455157.3),(21 2500181.3),(22 2519259.3),(23 2515751.5),(24 2490034.3),(25 2466430),(26 2429521.8),(27 2384458),(28 2344734.5),(29 2302969.3),(30 2256855.3),(31 2215892),(32 2192720.8),(33 2164501.3),(34 2160133.8),(35 2153778.5),(36 2160024.8),(37 2140123.8),(38 2155520.3),(39 2136535),(40 2105552.5),(41 2083241.5),(42 2065319.3),(43 2041061.9),(44 2029700.4),(45 2035193.8),(46 2031133.9),(47 2023053.5),(48 2021702),(49 2018199.3),(50 2018476.4),(51 2014892.1),(52 2014314.3),(53 2009180.3),(54 2002820.1),(55 2002208.5),(56 1995829.3),(57 1989722.6),(58 1986240),(59 1998216.1),(60 2021880.9),(61 2050571.1),(62 2099142.5),(63 2129710.5),(64 2172000.3),(65 2207434.8),(66 2244701.5),(67 2262144.8),(68 2294368),(69 2303597.8),(70 2304802),(71 2289163.5),(72 2263126.8),(73 2235261),(74 2210215.3),(75 2184158),(76 2162833.8),(77 2130829.5),(78 2103094.5),(79 2082115.9),
(1 50673.44),(2 151129.34),(3 266597.38),(4 381364.16),(5 480576.06),(6 586284.6),(7 698891.9),(8 820476.44),(9 944570.2),(10 1063511.5),(11 1171748.8),(12 1278631),(13 1384860.3),(14 1476015.5),(15 1558822.4),(16 1630351.4),(17 1698718.8),(18 1765603.6),(19 1816054.9),(20 1856293),(21 1891065.5),(22 1907081.9),(23 1905770.5),(24 1900335.6),(25 1899398.4),(26 1891969.5),(27 1881602.3),(28 1879235),(29 1879445.3),(30 1885960.5),(31 1891619.8),(32 1899876.6),(33 1923321.5),(34 1955982.5),(35 1999708.5),(36 2046915.5),(37 2091825.8),(38 2137202),(39 2169016),(40 2189184.3),(41 2194693.8),(42 2184297.3),(43 2158024),(44 2125717.5),(45 2092856.3),(46 2060021.4),(47 2031111.4),(48 2007794.1),(49 1990966),(50 1972078.3),(51 1955107.6),(52 1941182.9),(53 1937239),(54 1935774.6),(55 1944675),(56 1954069.3),(57 1957800.5),(58 1966123.4),(59 1972610.5),(60 1985290.4),(61 1999434.5),(62 2030780.8),(63 2065686.8),(64 2102478),(65 2120517.5),(66 2135225),(67 2134734.5),(68 2148945.5),(69 2145505.8),(70 2144635.5),(71 2130608),(72 2117487.5),(73 2118521),(74 2117650.8),(75 2111297.3),(76 2093059.8),(77 2051179.4),(78 2006700.3),(79 1959902.9),
(1 49675.57),(2 150001.05),(3 267852.53),(4 389737.28),(5 506443.84),(6 629389.25),(7 761525.4),(8 909137.5),(9 1050781.4),(10 1172090.4),(11 1266085.9),(12 1354655.1),(13 1439387.5),(14 1516858),(15 1580162.9),(16 1647768.8),(17 1716104.6),(18 1787622.5),(19 1845371),(20 1912655.1),(21 1971540.5),(22 2011362.4),(23 2038397),(24 2045127.8),(25 2060464),(26 2071283.9),(27 2076657.3),(28 2074902.5),(29 2055302.8),(30 2025615.1),(31 1986989),(32 1955877.9),(33 1932003),(34 1934823.8),(35 1951076.5),(36 1979395.9),(37 2019060.4),(38 2060927.4),(39 2093581.9),(40 2111249.8),(41 2118309.5),(42 2125259.3),(43 2130092),(44 2135984),(45 2134488.8),(46 2131029.3),(47 2127655.3),(48 2121900),(49 2122539.5),(50 2134020.8),(51 2134099.5),(52 2130776.3),(53 2128517.5),(54 2119546.3),(55 2119526.5),(56 2117096.3),(57 2113555.8),(58 2113392.3),(59 2114131),(60 2119556.3),(61 2123857.8),(62 2129613.5),(63 2123083),(64 2108475.3),(65 2078595.5),(66 2048453.3),(67 2022926.3),(68 2008018.4),(69 1979162.8),(70 1956666.1),(71 1918237.9),(72 1885462.9),(73 1864876.4),(74 1862240.6),(75 1879250.6),(76 1900289.5),(77 1924462.3),(78 1960226.4),(79 2015103.4),
(1 45798.707),(2 134640.42),(3 235070.61),(4 335919.03),(5 425718.56),(6 521887.66),(7 619444.94),(8 719949.3),(9 806615.2),(10 886702.6),(11 956425.5),(12 1028457.6),(13 1112609.6),(14 1194952.9),(15 1278248.6),(16 1349288.1),(17 1424344.6),(18 1512445.5),(19 1592075.9),(20 1655566.4),(21 1703655.1),(22 1753131.6),(23 1791219),(24 1799090),(25 1806618),(26 1804443.1),(27 1805563.6),(28 1801747.3),(29 1794074.4),(30 1785956.6),(31 1770770),(32 1760576.5),(33 1754355.9),(34 1742635.6),(35 1727558.9),(36 1706814.8),(37 1681968.6),(38 1654003.4),(39 1623239.1),(40 1583577.9),(41 1557917.8),(42 1540823.5),(43 1512530.4),(44 1487188.9),(45 1472176.4),(46 1466030.4),(47 1457025.1),(48 1452158.9),(49 1439637.5),(50 1429956.6),(51 1424566.9),(52 1428702.1),(53 1434727.1),(54 1427522.8),(55 1424574.6),(56 1416843.9),(57 1423391.5),(58 1445300.8),(59 1484293.5),(60 1517980.4),(61 1548547.9),(62 1586473.9),(63 1602625.6),(64 1618496.8),(65 1634001.4),(66 1655038.4),(67 1657360.6),(68 1673173.9),(69 1667201.6),(70 1666562.3),(71 1657238.9),(72 1642675.1),(73 1631352),(74 1628011.6),(75 1631077.5),(76 1642762.1),(77 1651491.8),(78 1658585.1),(79 1671785.6),
(1 46696.824),(2 136973.8),(3 239317.61),(4 344644.5),(5 442424.47),(6 539840.6),(7 637783.25),(8 735740.75),(9 821437.75),(10 888542.44),(11 937862.75),(12 980587.3),(13 1024939.75),(14 1065681.5),(15 1108559.1),(16 1145741.1),(17 1181088.3),(18 1222869.5),(19 1260929.5),(20 1290878.1),(21 1317542.8),(22 1344408.1),(23 1367102),(24 1375575.3),(25 1387626.9),(26 1390160.9),(27 1395633.1),(28 1409699.5),(29 1436777.3),(30 1463996.6),(31 1482924.1),(32 1498505.1),(33 1502269.9),(34 1508601),(35 1516048.1),(36 1517504.5),(37 1512721.1),(38 1507919.6),(39 1488158.9),(40 1474097.5),(41 1469039.9),(42 1463933.9),(43 1456735.6),(44 1446990.5),(45 1438486),(46 1429007.5),(47 1410983.4),(48 1396184.9),(49 1378209.3),(50 1372315),(51 1368655.3),(52 1387388.5),(53 1415864.5),(54 1455296.6),(55 1499211.8),(56 1541150),(57 1585184.6),(58 1612382),(59 1643660.9),(60 1669292.3),(61 1681293.9),(62 1692988.6),(63 1691006.9),(64 1687675.4),(65 1684244.5),(66 1681391.1),(67 1668396.1),(68 1681446.5),(69 1677255.4),(70 1687467.8),(71 1683992.6),(72 1675832.4),(73 1653946.6),(74 1632119.9),(75 1608324.4),(76 1561302.5),(77 1513663.3),(78 1470313.8),(79 1464491.5),
(1 48926.7),(2 140649.25),(3 244502.61),(4 354081.03),(5 457838.88),(6 567203.8),(7 675031.75),(8 780480.94),(9 881409.1),(10 970191.25),(11 1050444.1),(12 1129396.6),(13 1197389.9),(14 1250170.8),(15 1297378.4),(16 1337354.4),(17 1372080.4),(18 1412657.6),(19 1442660.9),(20 1473270.4),(21 1518861.4),(22 1564515.5),(23 1592734.8),(24 1605220.5),(25 1617676.1),(26 1621764.1),(27 1616959.6),(28 1611037.6),(29 1602835.9),(30 1592127.3),(31 1579977.6),(32 1572490.4),(33 1560294.4),(34 1558416.8),(35 1562944.5),(36 1571390.9),(37 1578955.1),(38 1585660.6),(39 1587412.1),(40 1598372.9),(41 1625544.5),(42 1657108.5),(43 1686386),(44 1708569.9),(45 1729886.9),(46 1743045),(47 1753034.6),(48 1760596.5),(49 1761827.9),(50 1767963.1),(51 1768234.8),(52 1767565.4),(53 1763608.8),(54 1748873.6),(55 1742912.4),(56 1731394.6),(57 1714966.4),(58 1695683.5),(59 1685502.5),(60 1673496.4),(61 1656840.1),(62 1667977.6),(63 1656757.6),(64 1648875.4),(65 1629675.5),(66 1610472.9),(67 1579104),(68 1581984),(69 1578454.4),(70 1603484.5),(71 1611917.6),(72 1618775.1),(73 1625279.3),(74 1638448),(75 1663930),(76 1665063.3),(77 1653558.5),(78 1638058.3),(79 1641432.5),
(1 48891.305),(2 145528.02),(3 259831.11),(4 395419.56),(5 529150.7),(6 672291.9),(7 805602.06),(8 931264.7),(9 1042883.94),(10 1136290.6),(11 1213353.6),(12 1284151.3),(13 1344483.5),(14 1380080.9),(15 1410932.5),(16 1440281.6),(17 1460591),(18 1480562.4),(19 1501635.3),(20 1519999.6),(21 1538741.8),(22 1560558.6),(23 1574940.5),(24 1580284.1),(25 1589314.1),(26 1584427.8),(27 1579152.8),(28 1567914.6),(29 1554145.8),(30 1536586.9),(31 1510259.4),(32 1496131.5),(33 1475572.1),(34 1466535.9),(35 1456779.4),(36 1461050.6),(37 1462466.1),(38 1486285.4),(39 1509216.4),(40 1538240),(41 1567346.1),(42 1598656.5),(43 1619706),(44 1647394.5),(45 1687061.1),(46 1729254.8),(47 1765342.3),(48 1799462),(49 1818497.3),(50 1833355.8),(51 1842496.4),(52 1852005.8),(53 1853909),(54 1845358.8),(55 1840943.6),(56 1830122.3),(57 1821259.3),(58 1806810.3),(59 1800973.5),(60 1792933),(61 1771512.5),(62 1772433.8),(63 1763192.5),(64 1759633.8),(65 1748478),(66 1743713.1),(67 1729334.4),(68 1743628.5),(69 1750703.9),(70 1772380.6),(71 1777078.6),(72 1773963),(73 1768661.9),(74 1766170.3),(75 1762511.3),(76 1744513.3),(77 1710747),(78 1668428.5),(79 1636741),
(1 47646.367),(2 140680.25),(3 247319.73),(4 362395.38),(5 482329.8),(6 608920.25),(7 730264.4),(8 838025.6),(9 929460.56),(10 1006645.3),(11 1071378.1),(12 1131845.8),(13 1174234),(14 1200561.1),(15 1220261.9),(16 1233655.6),(17 1248559.9),(18 1267600.4),(19 1281982.3),(20 1288020.3),(21 1305727.4),(22 1330839.9),(23 1352662.3),(24 1371855.3),(25 1392990.6),(26 1409567.1),(27 1420319),(28 1419672.6),(29 1416697.8),(30 1400913.3),(31 1378949),(32 1356895.5),(33 1343182.4),(34 1324321.4),(35 1314716.5),(36 1313058.4),(37 1325270.3),(38 1339334.1),(39 1357422.1),(40 1378998.9),(41 1410684.6),(42 1437312.4),(43 1455076.3),(44 1472073.8),(45 1492385.6),(46 1518929.8),(47 1545043.8),(48 1562360.1),(49 1571527.5),(50 1571832.1),(51 1562746),(52 1563590.4),(53 1565805.4),(54 1564417.1),(55 1567674.6),(56 1561909.8),(57 1552526),(58 1537196.8),(59 1528851.8),(60 1529822.9),(61 1533703.6),(62 1546716.3),(63 1546662),(64 1542781),(65 1526368.5),(66 1513471.1),(67 1492330.6),(68 1486290.5),(69 1471786.6),(70 1475524.4),(71 1473580.5),(72 1474368.5),(73 1467760.4),(74 1468272.8),(75 1475472.5),(76 1475307.8),(77 1460141.5),(78 1440034),(79 1431659.9),
(1 44634.285),(2 132574.4),(3 237195.97),(4 351398.94),(5 460073.8),(6 566633.1),(7 662082),(8 739883.5),(9 798614.5),(10 845009.5),(11 884236.1),(12 917322.9),(13 939520.1),(14 954475.1),(15 970605.5),(16 986270.3),(17 1006422.75),(18 1037398.5),(19 1064974.1),(20 1091888.5),(21 1128248),(22 1165579.4),(23 1198843.6),(24 1229664.6),(25 1259516.6),(26 1291002.3),(27 1317874.1),(28 1340486),(29 1358766.9),(30 1371631.6),(31 1384201.1),(32 1387746.3),(33 1395349.8),(34 1396612.3),(35 1400147.8),(36 1408425.8),(37 1413307.9),(38 1428997.4),(39 1436373),(40 1451357.4),(41 1466800.6),(42 1484164),(43 1485503),(44 1484434.1),(45 1477658.9),(46 1463479.8),(47 1442907.8),(48 1418086.5),(49 1395829.1),(50 1385471.8),(51 1379572.4),(52 1374980.6),(53 1372555.6),(54 1370101.8),(55 1375139.4),(56 1372464.1),(57 1363293.8),(58 1360168.6),(59 1355884.4),(60 1348062.6),(61 1337384.8),(62 1336138.9),(63 1330237),(64 1327887.6),(65 1315970.9),(66 1302831.1),(67 1286023.6),(68 1283639.8),(69 1274320.6),(70 1276126.3),(71 1270413.5),(72 1265873.1),(73 1267498.5),(74 1283897.6),(75 1310079.9),(76 1327052.6),(77 1335911.4),(78 1332339.3),(79 1328477.5),
(1 40431.188),(2 114863.2),(3 198291.83),(4 292726.22),(5 380608.44),(6 462546.13),(7 528776.8),(8 586770.8),(9 637621.6),(10 677085.75),(11 708613.44),(12 739847.2),(13 774153.75),(14 810062.3),(15 850169.25),(16 889540.25),(17 927394.25),(18 967485.06),(19 1000324.06),(20 1022138.9),(21 1042338.9),(22 1063882.8),(23 1080854.6),(24 1094268.5),(25 1113289.1),(26 1138878.3),(27 1160251.8),(28 1177611.4),(29 1184585.8),(30 1185369.4),(31 1179936.1),(32 1179493.8),(33 1183749.3),(34 1191323.4),(35 1196785.4),(36 1205566.4),(37 1216743.1),(38 1222966.4),(39 1223650.1),(40 1217267.5),(41 1210332.8),(42 1206951.9),(43 1202116.3),(44 1197948.1),(45 1195831.3),(46 1191154.4),(47 1190124),(48 1191784),(49 1195763.5),(50 1190478.9),(51 1190607.5),(52 1190285.1),(53 1193416.6),(54 1201995.5),(55 1212122.5),(56 1218765.1),(57 1225178.3),(58 1234732.6),(59 1245606.4),(60 1257370),(61 1268771.3),(62 1293332.4),(63 1316652.6),(64 1343749.4),(65 1366556.4),(66 1389623.3),(67 1407710.4),(68 1422893.1),(69 1419922.3),(70 1411430.4),(71 1390331.4),(72 1374849.1),(73 1364261.9),(74 1357481),(75 1366353.5),(76 1374788),(77 1393688.1),(78 1411918.4),(79 1413781.6),
