1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 80680.02),(2 265613.1),(3 559391.7),(4 934469.8),(5 1363246.6),(6 1809229),(7 2326638.3),(8 2906831),(9 3529492.8),(10 4262826.5),(11 5058085.5),(12 5869247.5),(13 6731688.5),(14 7633114.5),(15 8377838.5),(16 9209313),(17 10085229),(18 10970784),(19 11864137),(20 12781965),(21 13636429),(22 14487453),(23 15313467),(24 16021315),(25 16768757),(26 17550296),(27 18231382),(28 18911842),(29 19577758),(30 20119554),(31 20565690),(32 20986218),(33 21352976),(34 21750172),(35 22188162),(36 22702464),(37 23298962),(38 23973454),(39 24616542),(40 25236736),(41 25883230),(42 26492376),(43 27137986),(44 27857568),(45 28681472),(46 29575734),(47 30396304),(48 31210730),(49 31895128),(50 32404330),(51 32894294),(52 33421666),(53 33964932),(54 34504944),(55 35024732),(56 35488216),(57 36114340),(58 36916148),(59 37719460),(60 38556984),(61 39498970),(62 40478670),(63 41568170),(64 42684340),(65 43819836),(66 44973588),(67 46140692),(68 47346124),(69 48530836),(70 49883572),(71 51203612),(72 52598336),(73 54012110),(74 55450720),(75 56882988),(76 58390944),(77 60098196),(78 61861250),(79 63384110),
(1 93682.37),(2 350433.66),(3 747761.75),(4 1269882.1),(5 1889838.1),(6 2588682.5),(7 3369716.8),(8 4212739.5),(9 5096675),(10 6003700),(11 6921232.5),(12 7832697.5),(13 8726817),(14 9582627),(15 10394618),(16 11125056),(17 11821888),(18 12476218),(19 13076636),(20 13622453),(21 14117835),(22 14585770),(23 15025013),(24 15446396),(25 15855452),(26 16240672),(27 16597805),(28 16919708),(29 17184612),(30 17364770),(31 17470492),(32 17479524),(33 17429118),(34 17356026),(35 17217050),(36 17045322),(37 16877424),(38 16770664),(39 16692333),(40 16598417),(41 16496921),(42 16402639),(43 16310898),(44 16196630),(45 16066849),(46 15902339),(47 15728621),(48 15529933),(49 15293170),(50 15020696),(51 14741677),(52 14480335),(53 14246347),(54 14039608),(55 13897619),(56 13841185),(57 13894637),(58 14063958),(59 14304785),(60 14552142),(61 14814118),(62 15061006),(63 15305288),(64 15525621),(65 15722655),(66 15848704),(67 15888523),(68 15850179),(69 15765807),(70 15629696),(71 15465210),(72 15305096),(73 15175185),(74 15080771),(75 15052146),(76 15062280),(77 15133039),(78 15290218),(79 15491879),
(1 85323.96),(2 321692.25),(3 686428.4),(4 1151608.4),(5 1691047.1),(6 2275060.3),(7 2888359),(8 3512594.8),(9 4117824),(10 4705236),(11 5266788),(12 5781434.5),(13 6228858),(14 6609545.5),(15 6927557.5),(16 7179517.5),(17 7417414.5),(18 7641762.5),(19 7852236),(20 8051224),(21 8245949.5),(22 8442853),(23 8634769),(24 8818367),(25 9010623),(26 9178497),(27 9311191),(28 9417241),(29 9490931),(30 9524249),(31 9517928),(32 9481745),(33 9428139),(34 9356634),(35 9277427),(36 9196619),(37 9141953),(38 9113415),(39 9112879),(40 9156054),(41 9206927),(42 9268291),(43 9322793),(44 9348242),(45 9338768),(46 9311576),(47 9282344),(48 9257239),(49 9256367),(50 9271805),(51 9300427),(52 9369267),(53 9480227),(54 9616769),(55 9788693),(56 9989845),(57 10247612),(58 10519875),(59 10783727),(60 11018420),(61 11267251),(62 11529524),(63 11806907),(64 12051648),(65 12281237),(66 12499891),(67 12703411),(68 12883599),(69 13034469),(70 13167025),(71 13300277),(72 13415027),(73 13543797),(74 13655767),(75 13784707),(76 13899143),(77 13972301),(78 14024059),(79 14012815),
(1 87030.81),(2 323203.72),(3 680907.4),(4 1124284.4),(5 1638169.9),(6 2188862.8),(7 2759456.8),(8 3320366),(9 3861294),(10 4371897.5),(11 4837565.5),(12 5237559),(13 5579557),(14 5843887.5),(15 6053789),(16 6203059),(17 6309330),(18 6392454.5),(19 6470596.5),(20 6522251),(21 6552658.5),(22 6575744),(23 6618704.5),(24 6671470),(25 6723814.5),(26 6773028),(27 6797581.5),(28 6793931.5),(29 6770981),(30 6735027),(31 6681472),(32 6603417.5),(33 6541828.5),(34 6485552),(35 6444374),(36 6416871.5),(37 6425780),(38 6464233.5),(39 6540714),(40 6636240.5),(41 6737907),(42 6858309),(43 6981573),(44 7101890.5),(45 7218362),(46 7322422),(47 7421576.5),(48 7527447),(49 7645289),(50 7785044.5),(51 7928467),(52 8077796),(53 8229974),(54 8375378),(55 8514476),(56 8632219),(57 8743677),(58 8827334),(59 8877964),(60 8918627),(61 8953389),(62 8981888),(63 9012510),(64 9039574),(65 9063086),(66 9094239),(67 9133101),(68 9187803),(69 9261862),(70 9353679),(71 9457027),(72 9572159),(73 9696284),(74 9823441),(75 9943841),(76 10047990),(77 10140383),(78 10193160),(79 10208136),
(1 90391.44),(2 338725),(3 710260.75),(4 1163812.8),(5 1672707.3),(6 2204010.8),(7 2721474.3),(8 3192459.8),(9 3612310),(10 3980825.5),(11 4267768),(12 4480231.5),(13 4638839.5),(14 4737766.5),(15 4787067),(16 4780908),(17 4734278.5),(18 4668809.5),(19 4601927.5),(20 4532112),(21 4497280),(22 4504124.5),(23 4573707),(24 4694942.5),(25 4833016),(26 4985615.5),(27 5135321),(28 5267321),(29 5359319.5),(30 5412273.5),(31 5446366),(32 5449882),(33 5441652),(34 5407147.5),(35 5354293),(36 5311680),(37 5286617.5),(38 5302467.5),(39 5385133),(40 5518409),(41 5699325.5),(42 5903869.5),(43 6128502.5),(44 6384088.5),(45 6646949),(46 6891356),(47 7114064.5),(48 7334150),(49 7535128.5),(50 7713223),(51 7863440.5),(52 7971722),(53 8056379),(54 8116025),(55 8156063.5),(56 8180149),(57 8189575.5),(58 8204404),(59 8224969.5),(60 8275145.5),(61 8360787),(62 8454113),(63 8567834),(64 8699088),(65 8844612),(66 8998625),(67 9154529),(68 9311891),(69 9447565),(70 9568060),(71 9667675),(72 9734538),(73 9781108),(74 9781439),(75 9757153),(76 9669849),(77 9537998),(78 9368703),(79 9161546),
(1 74477.53),(2 275746.06),(3 576720.8),(4 948029.75),(5 1366914.5),(6 1803627),(7 2244014.3),(8 2669551.5),(9 3062593.3),(10 3416930),(11 3728919),(12 4007370.8),(13 4245181),(14 4427743),(15 4560585.5),(16 4651319),(17 4711623),(18 4741188),(19 4756824.5),(20 4766436),(21 4778449),(22 4812426.5),(23 4882559),(24 4954478),(25 5041738.5),(26 5134799.5),(27 5231529.5),(28 5325639.5),(29 5405470),(30 5466577),(31 5516329),(32 5574796),(33 5645755.5),(34 5718145),(35 5800467.5),(36 5877412.5),(37 5949640.5),(38 6006393.5),(39 6070208),(40 6150106),(41 6229788.5),(42 6291055.5),(43 6346717.5),(44 6398432),(45 6459128.5),(46 6526413),(47 6609783.5),(48 6710242.5),(49 6813417.5),(50 6938703),(51 7082346.5),(52 7225642),(53 7344934.5),(54 7432359),(55 7492784.5),(56 7511010.5),(57 7515316),(58 7504046),(59 7488839.5),(60 7470806.5),(61 7459154.5),(62 7457394.5),(63 7468598),(64 7489840.5),(65 7529741),(66 7580729),(67 7629375.5),(68 7673022),(69 7707722),(70 7727324.5),(71 7724209),(72 7696433),(73 7657855),(74 7592168.5),(75 7509577.5),(76 7409578.5),(77 7317465.5),(78 7207913),(79 7094094),
(1 91602.7),(2 342508.47),(3 721665.6),(4 1192797.1),(5 1745957.4),(6 2334936),(7 2952037.3),(8 3576233.5),(9 4161652),(10 4695254),(11 5156927),(12 5530194),(13 5804838.5),(14 5982721),(15 6078621),(16 6112253),(17 6103746),(18 6064032),(19 6013038),(20 5969661),(21 5937078.5),(22 5930335.5),(23 5931214),(24 5928573.5),(25 5929177.5),(26 5945387.5),(27 5978029),(28 6008515),(29 6029515.5),(30 6045381),(31 6057860.5),(32 6055911.5),(33 6047798.5),(34 6046965.5),(35 6058982),(36 6080646),(37 6116497),(38 6155364.5),(39 6209982.5),(40 6284367),(41 6348529),(42 6399030.5),(43 6448734),(44 6492570.5),(45 6532398),(46 6578393.5),(47 6625999),(48 6672692.5),(49 6722604.5),(50 6764950.5),(51 6786797.5),(52 6792019.5),(53 6790910),(54 6785542),(55 6777235),(56 6761312),(57 6760388.5),(58 6767392.5),(59 6787920),(60 6847821),(61 6946445.5),(62 7065172.5),(63 7188071.5),(64 7302980.5),(65 7404887.5),(66 7493883.5),(67 7560046.5),(68 7613161.5),(69 7671643),(70 7716347.5),(71 7737290.5),(72 7745881.5),(73 7749362),(74 7755386.5),(75 7773022),(76 7778423.5),(77 7788938),(78 7804646.5),(79 7823998),
(1 86214.984),(2 319872.84),(3 661645.06),(4 1072501.9),(5 1530814.3),(6 2005344.8),(7 2475324.3),(8 2916456.3),(9 3310019),(10 3661655.8),(11 3969038.8),(12 4221968),(13 4416918),(14 4563205.5),(15 4657305.5),(16 4697407.5),(17 4690119.5),(18 4656599.5),(19 4619574.5),(20 4576165),(21 4544483),(22 4532187),(23 4526811),(24 4538278),(25 4577549),(26 4637395.5),(27 4708651),(28 4774811),(29 4821113),(30 4855892.5),(31 4875679),(32 4885590),(33 4896402.5),(34 4896005),(35 4884258.5),(36 4873265),(37 4861154),(38 4841553.5),(39 4827954.5),(40 4842061),(41 4869445),(42 4916864.5),(43 4994453.5),(44 5092450),(45 5197655),(46 5306583.5),(47 5395396.5),(48 5461862.5),(49 5510957.5),(50 5533726.5),(51 5527442.5),(52 5511580.5),(53 5493554),(54 5476662.5),(55 5460267.5),(56 5444053.5),(57 5438093.5),(58 5440423),(59 5456842.5),(60 5479842.5),(61 5491730.5),(62 5483026),(63 5455620),(64 5433303.5),(65 5418269),(66 5435507.5),(67 5481260),(68 5550098.5),(69 5642661.5),(70 5744165),(71 5841481.5),(72 5924771.5),(73 5993921),(74 6041193.5),(75 6078274),(76 6096727.5),(77 6103005.5),(78 6086699),(79 6049978),
(1 74399.64),(2 274257.44),(3 569546.75),(4 924829.8),(5 1303064.5),(6 1693714.4),(7 2081435.4),(8 2458701.3),(9 2811710),(10 3154276),(11 3454876),(12 3703661.3),(13 3896651.8),(14 4037941.5),(15 4116591.5),(16 4169254.8),(17 4201350.5),(18 4237946),(19 4264252),(20 4258073.5),(21 4238004),(22 4227418),(23 4225236.5),(24 4212430.5),(25 4200585.5),(26 4202373),(27 4225959),(28 4278431),(29 4368614.5),(30 4486364),(31 4615633.5),(32 4744141),(33 4853125),(34 4944112),(35 4989250),(36 4997271.5),(37 4996192.5),(38 4966349.5),(39 4914541),(40 4864705),(41 4817940),(42 4787526),(43 4781272),(44 4794716.5),(45 4832578),(46 4894905),(47 4962623),(48 5031955.5),(49 5099629.5),(50 5158567.5),(51 5194337),(52 5217012.5),(53 5232259.5),(54 5244466.5),(55 5241670.5),(56 5217312.5),(57 5189661.5),(58 5150968),(59 5115435.5),(60 5082633),(61 5051522.5),(62 5023192),(63 4999426.5),(64 4989692),(65 4992993),(66 5003845),(67 5008795),(68 5013092),(69 5036392.5),(70 5079872),(71 5135380),(72 5210652.5),(73 5301888.5),(74 5389759),(75 5467802),(76 5525664),(77 5551600.5),(78 5551423),(79 5525660),
(1 75379.414),(2 275982.56),(3 570077.8),(4 926642.8),(5 1311213),(6 1686149.3),(7 2053284),(8 2391079.8),(9 2684344),(10 2928360),(11 3112007.5),(12 3255987.5),(13 3345352.5),(14 3367062),(15 3330506.5),(16 3264947),(17 3179470.8),(18 3083458.5),(19 2996290.5),(20 2940513.5),(21 2933448),(22 2985074),(23 3092277),(24 3233139.8),(25 3393345.5),(26 3542677.5),(27 3694441.8),(28 3838985.3),(29 3947827.8),(30 4026304.8),(31 4093690),(32 4156380.3),(33 4227590.5),(34 4297602),(35 4366075),(36 4449752),(37 4553049),(38 4666946.5),(39 4788287),(40 4900495),(41 4991660),(42 5056006.5),(43 5096654),(44 5115032),(45 5107738),(46 5085382),(47 5054543),(48 5021350.5),(49 4986893),(50 4974111),(51 4991119),(52 5034877),(53 5080752.5),(54 5094962),(55 5096572),(56 5095432),(57 5079415.5),(58 5052592),(59 5026855),(60 5013154),(61 5028680.5),(62 5080451),(63 5157722),(64 5252124),(65 5367023),(66 5499262),(67 5639474),(68 5769371),(69 5876539),(70 5953984),(71 5996942.5),(72 6018210),(73 6015522),(74 5992598.5),(75 5957183),(76 5909646),(77 5837807),(78 5760280),(79 5679545),
(1 93451.28),(2 338825.4),(3 692573.2),(4 1115965.9),(5 1567765.3),(6 2001070.5),(7 2410915.8),(8 2767300.8),(9 3062021.3),(10 3300556),(11 3481642.5),(12 3597392.8),(13 3641856),(14 3611411),(15 3536375.8),(16 3451333.5),(17 3357033.3),(18 3281072.5),(19 3235627.3),(20 3201268.8),(21 3174584.5),(22 3156510.8),(23 3158289),(24 3179476.3),(25 3217971),(26 3261134.3),(27 3311959),(28 3354749.5),(29 3389016.8),(30 3413245.3),(31 3411898.5),(32 3375028.3),(33 3315286.5),(34 3254607.5),(35 3201947.3),(36 3155882.3),(37 3117926.5),(38 3096347.3),(39 3108147.5),(40 3150854),(41 3225755.8),(42 3327763),(43 3440507.3),(44 3541466.8),(45 3631617.3),(46 3720028.5),(47 3806706.5),(48 3894881.8),(49 3978600.3),(50 4044606.8),(51 4087466.5),(52 4107348),(53 4107126.5),(54 4082080),(55 4033969.8),(56 3960035),(57 3879975),(58 3802166.5),(59 3734019),(60 3691382),(61 3681323.3),(62 3685376.8),(63 3693217.3),(64 3688356.3),(65 3669115.8),(66 3652314.8),(67 3640679.8),(68 3624536.3),(69 3611517.5),(70 3601872.8),(71 3591388.5),(72 3580116.3),(73 3562195),(74 3525738.8),(75 3472047.3),(76 3413090),(77 3358818.5),(78 3314905.3),(79 3282904.3),
(1 88077.69),(2 313564.34),(3 626981.2),(4 992826.4),(5 1360853.8),(6 1698089.1),(7 1984291),(8 2202787.8),(9 2347695.8),(10 2422956.8),(11 2435806),(12 2402842.5),(13 2334616.3),(14 2253515.3),(15 2172788.3),(16 2128404),(17 2115471.3),(18 2138970.8),(19 2207355.5),(20 2299093.5),(21 2408683),(22 2525360),(23 2634806.3),(24 2734290.8),(25 2827021.8),(26 2909243.8),(27 2965636.5),(28 2996006.8),(29 3004567),(30 2992715),(31 2970806.5),(32 2940317),(33 2910502.3),(34 2893415.3),(35 2889316.5),(36 2915255.3),(37 2967029.8),(38 3057638.8),(39 3180463),(40 3307573.5),(41 3424507.5),(42 3508044),(43 3562750.5),(44 3602299.8),(45 3626743.8),(46 3651501.5),(47 3683967.8),(48 3705635.8),(49 3722190),(50 3732330.8),(51 3736081.8),(52 3717202.5),(53 3666434.8),(54 3613907.3),(55 3574392.8),(56 3543543),(57 3533510.3),(58 3548709.8),(59 3584500.3),(60 3633448.3),(61 3689577.5),(62 3745599.3),(63 3793415.5),(64 3827910.5),(65 3838642.3),(66 3828005.5),(67 3800904.3),(68 3743475.3),(69 3672014.8),(70 3587565.5),(71 3493257.3),(72 3385077.5),(73 3264717),(74 3144446.3),(75 3033071),(76 2937439.5),(77 2865931),(78 2820472.8),(79 2811187.8),
(1 70696.5),(2 252791.97),(3 507813.44),(4 811034),(5 1126684),(6 1423936.5),(7 1687550.6),(8 1910332.6),(9 2089734.5),(10 2224798.5),(11 2318693.8),(12 2369711.5),(13 2401411.8),(14 2400699),(15 2404087.8),(16 2432003),(17 2483501.3),(18 2556960.3),(19 2634304),(20 2710729.3),(21 2801582.3),(22 2906956.8),(23 3024079.5),(24 3134765.3),(25 3228747.8),(26 3294012.5),(27 3337578),(28 3374141.5),(29 3394127.3),(30 3406229.3),(31 3393225),(32 3349934.5),(33 3279065.8),(34 3200426),(35 3107014.8),(36 3009232.8),(37 2900296.5),(38 2799983.5),(39 2704911.3),(40 2611001),(41 2532627),(42 2468980.8),(43 2423961.8),(44 2404125.8),(45 2415684.8),(46 2435973),(47 2457385.5),(48 2474418.3),(49 2479678.3),(50 2483187.5),(51 2489336.3),(52 2490663.8),(53 2486798.5),(54 2499513.3),(55 2526271.8),(56 2563719),(57 2613709.8),(58 2672606.8),(59 2741684.8),(60 2827254.3),(61 2918794.3),(62 3008028.8),(63 3090262.8),(64 3161117.8),(65 3198793.3),(66 3211679.3),(67 3202616.8),(68 3190524),(69 3170555),(70 3141887),(71 3115876),(72 3094695),(73 3069870.5),(74 3042450.8),(75 3023063.5),(76 3019258.8),(77 3018609),(78 3025868),(79 3047597.8),
(1 59435.2),(2 208672.66),(3 408919.72),(4 629064.56),(5 847144.4),(6 1056733),(7 1240253.8),(8 1394848.8),(9 1519419),(10 1617523.8),(11 1698726.5),(12 1759372.9),(13 1810485.4),(14 1855905.6),(15 1911347.1),(16 1984038.9),(17 2056777.6),(18 2118401.8),(19 2190351),(20 2282748.8),(21 2397047.3),(22 2510009.8),(23 2616727.5),(24 2721093.8),(25 2808589.5),(26 2887676.8),(27 2954832.3),(28 3015961.3),(29 3070612.5),(30 3105913.8),(31 3115646),(32 3097389),(33 3058927.8),(34 3005865.3),(35 2953955.5),(36 2895080.3),(37 2821641.8),(38 2742723.5),(39 2663189.5),(40 2598758.8),(41 2547658),(42 2505855),(43 2466969.3),(44 2421133),(45 2370947.5),(46 2321485.8),(47 2273365.5),(48 2221239.5),(49 2171404.8),(50 2117255.5),(51 2063952.8),(52 2018630.4),(53 1979010.4),(54 1955278),(55 1960374.5),(56 1979815.1),(57 2014383.6),(58 2065139.8),(59 2134761.8),(60 2213622.8),(61 2297061.5),(62 2377397.5),(63 2458158.3),(64 2539540.5),(65 2603508.8),(66 2647953.3),(67 2682448),(68 2702405),(69 2715066),(70 2718226.3),(71 2720476.3),(72 2728401),(73 2736189.5),(74 2749606.3),(75 2780573.5),(76 2822810.5),(77 2865222.3),(78 2905614.3),(79 2925499.3),
(1 64488.85),(2 227122.14),(3 446258.13),(4 689418.4),(5 937821.7),(6 1175558.5),(7 1376807.6),(8 1536627.4),(9 1672936),(10 1790887.6),(11 1886428.8),(12 1955083.5),(13 2011189.1),(14 2055856.8),(15 2110289),(16 2163101.8),(17 2210563.3),(18 2260025),(19 2310831),(20 2353744),(21 2385023.8),(22 2405101.8),(23 2418189.8),(24 2421670.8),(25 2424869.3),(26 2438472.5),(27 2461568.3),(28 2493144),(29 2533936.3),(30 2582431),(31 2622775.8),(32 2649884),(33 2661353),(34 2663120.3),(35 2657971.5),(36 2637559.3),(37 2604692.5),(38 2560123),(39 2501896.3),(40 2428831),(41 2359359.3),(42 2294347),(43 2243203.8),(44 2211450.8),(45 2203674),(46 2219985.3),(47 2246535),(48 2273492),(49 2310801.3),(50 2351386.8),(51 2400873.5),(52 2460354),(53 2534457.5),(54 2624604.5),(55 2730732),(56 2846840.3),(57 2963224.8),(58 3078430.5),(59 3192882.8),(60 3294085),(61 3387075.5),(62 3465177.5),(63 3535698.5),(64 3593731.5),(65 3631795.5),(66 3650457.3),(67 3654393),(68 3651151),(69 3643626),(70 3635035),(71 3623037.3),(72 3603088.3),(73 3583345),(74 3555613.8),(75 3527925),(76 3502223.8),(77 3483885.3),(78 3467114),(79 3440801),
(1 62724.145),(2 225349.42),(3 455545.03),(4 722976.25),(5 1005665.3),(6 1273108),(7 1511726.8),(8 1713878.6),(9 1880572.1),(10 2018498),(11 2125977.3),(12 2200470.5),(13 2243437.8),(14 2274668.8),(15 2305592.8),(16 2333558.5),(17 2362362),(18 2416272),(19 2487719.8),(20 2566925.5),(21 2648334.3),(22 2723858.3),(23 2791599.8),(24 2843823),(25 2878068.8),(26 2895749.3),(27 2892990.5),(28 2878160),(29 2856203),(30 2829151.3),(31 2799106.3),(32 2773311),(33 2742532.3),(34 2703744),(35 2659661.8),(36 2613173.3),(37 2560327.3),(38 2500709.3),(39 2429974.5),(40 2351715.8),(41 2271420.5),(42 2190142),(43 2120087),(44 2068359.1),(45 2022633.3),(46 1990346.1),(47 1975397.8),(48 1979889.3),(49 2003483.8),(50 2041017.1),(51 2098043),(52 2163599.5),(53 2241379.8),(54 2342300),(55 2456617),(56 2573697.5),(57 2683351),(58 2781210.3),(59 2867704),(60 2941524),(61 3010987.8),(62 3071217.8),(63 3111130),(64 3139569),(65 3164120.3),(66 3182341.3),(67 3195373.5),(68 3201936.3),(69 3211186.5),(70 3220683),(71 3233178.3),(72 3252692),(73 3273900.8),(74 3285216.8),(75 3278951.8),(76 3262107.8),(77 3237995.8),(78 3201212.8),(79 3151972),
(1 69397.36),(2 257223.17),(3 517924),(4 808119.7),(5 1095550.3),(6 1365069.1),(7 1621191.6),(8 1840961.5),(9 2021270.5),(10 2151097.5),(11 2230841.3),(12 2268598.8),(13 2268569.3),(14 2244674.3),(15 2204378.8),(16 2156290.8),(17 2102520.8),(18 2063912.4),(19 2050490.3),(20 2070228.6),(21 2121463.5),(22 2192063.3),(23 2285178.8),(24 2395315.5),(25 2504738),(26 2593201.5),(27 2655517.3),(28 2711664.8),(29 2772003.8),(30 2820203.5),(31 2856466),(32 2890059.8),(33 2912829.5),(34 2919734.8),(35 2915558.8),(36 2896700.3),(37 2855398.3),(38 2800142.5),(39 2744879.8),(40 2686635.3),(41 2626251.5),(42 2568538.8),(43 2515473),(44 2460386),(45 2413549.8),(46 2384691.8),(47 2377742),(48 2381643.5),(49 2392733.3),(50 2398477.8),(51 2411437.5),(52 2423005.8),(53 2436876.3),(54 2461263.3),(55 2492403.5),(56 2538958.8),(57 2598348.5),(58 2660670.8),(59 2708266.8),(60 2742073.3),(61 2770830.8),(62 2789083.5),(63 2800981.3),(64 2815488.8),(65 2839180.8),(66 2878001.3),(67 2929453.8),(68 2962277.8),(69 2983345.3),(70 3003841),(71 3022513.8),(72 3035037.3),(73 3037374),(74 3032137),(75 3022931.8),(76 3016297.5),(77 3006699.8),(78 2978247.3),(79 2927873.3),
(1 65553.95),(2 231034.14),(3 445703.66),(4 660404.8),(5 853191.6),(6 1021497.25),(7 1163050),(8 1272505.5),(9 1354616.5),(10 1416502.6),(11 1465882.3),(12 1502279.5),(13 1522209.6),(14 1526105.6),(15 1519152.4),(16 1509796.3),(17 1506223.3),(18 1504024.8),(19 1496440.5),(20 1489972.6),(21 1471302),(22 1445101.8),(23 1428469.1),(24 1418234.9),(25 1425584.9),(26 1449695.6),(27 1487300.8),(28 1543792.5),(29 1617139.3),(30 1698223.1),(31 1786242.1),(32 1868901.9),(33 1942429.8),(34 2004170.3),(35 2056416.1),(36 2092945.1),(37 2110992),(38 2106560.3),(39 2091117.9),(40 2076030.6),(41 2059271.6),(42 2046657.1),(43 2035514.5),(44 2030392.9),(45 2036675.3),(46 2049697.6),(47 2062384.5),(48 2078298.1),(49 2097548.5),(50 2121120.5),(51 2150181),(52 2158766.5),(53 2153181.8),(54 2153354.5),(55 2158143.8),(56 2161921.8),(57 2170738.5),(58 2193075.5),(59 2223853.3),(60 2256458),(61 2290489.3),(62 2337423.8),(63 2384975.5),(64 2438615.8),(65 2496014.5),(66 2558476.8),(67 2621352.8),(68 2677796),(69 2729280.5),(70 2765083.5),(71 2777268),(72 2768472.5),(73 2763483.3),(74 2766696.5),(75 2772682),(76 2767724),(77 2763141),(78 2752282.8),(79 2727689.3),
