1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 6859.155),(2 7692.1685),(3 9006.535),(4 8246.295),(5 10473.859),(6 9520.704),(7 11609.544),(8 11679.84),(9 12574.242),(10 9658.056),(11 13363.03),(12 12984.419),(13 13499.733),(14 12129.117),(15 13743.505),(16 12235.147),(17 13778.961),(18 13341.267),(19 13713.086),(20 10312.2295),(21 13945.075),(22 13784.8545),(23 14455.29),(24 13267.653),(25 14993.368),(26 13592.362),(27 15152.852),(28 14921.802),(29 15386.362),(30 12028.961),(31 15515.753),(32 15209.169),(33 15650.648),(34 14210.77),(35 15623.341),(36 13975.829),(37 15435.133),(38 14948.403),(39 15103.97),(40 11712.481),(41 15568.024),(42 15436.672),(43 16300.602),(44 15160.677),(45 16945.6),(46 15656),(47 17430.756),(48 17043.852),(49 17741.646),(50 14495.198),(51 17977.826),(52 17603.178),(53 18155.35),(54 16618.295),(55 18215.41),(56 16690.467),(57 18005.012),(58 17493.283),(59 17939.615),(60 14256.958),(61 17927.725),(62 17719.85),(63 18409.416),(64 17301.281),(65 19036.547),(66 17689.244),(67 19374.404),(68 19091.746),(69 19742.744),(70 16469.79),(71 20036.768),(72 19828.02),(73 20393.064),(74 18992.818),(75 20583.709),(76 19097.756),(77 20560.6),(78 20033.62),(79 20388.973),
(1 2962.4956),(2 3656.6978),(3 5031.552),(4 4627.7876),(5 5962.1724),(6 5937.4653),(7 7707.7188),(8 7624.6123),(9 8279.028),(10 6977.207),(11 9279.527),(12 9544.499),(13 10539.86),(14 9799.532),(15 10786.812),(16 10490.653),(17 11927.584),(18 11574.312),(19 11974.701),(20 10477.95),(21 12757.456),(22 13042.097),(23 14078.034),(24 13426.517),(25 14446.03),(26 14224.601),(27 15699.09),(28 15407.989),(29 15863.098),(30 14462.968),(31 16502.248),(32 16631.248),(33 17485.926),(34 16677.107),(35 17510.14),(36 17128.97),(37 18410.316),(38 17963.895),(39 18254.348),(40 16731.043),(41 18879.922),(42 19155.238),(43 20160.299),(44 19539.838),(45 20511.617),(46 20294.652),(47 21703.582),(48 21413.203),(49 21862.963),(50 20539.363),(51 22514.395),(52 22663.625),(53 23528.266),(54 22790.188),(55 23598.012),(56 23258.348),(57 24520.174),(58 24119.242),(59 24440.533),(60 23028.338),(61 25137.56),(62 25449.201),(63 26467.479),(64 25952.592),(65 26937.082),(66 26797.158),(67 28215.25),(68 28007.68),(69 28489.87),(70 27301.172),(71 29168.766),(72 29282.95),(73 30104.922),(74 29402.887),(75 30167.238),(76 29839.89),(77 31021.902),(78 30620.957),(79 30902.34),
(1 2828.8176),(2 3556.883),(3 4960.052),(4 4641.701),(5 5867.867),(6 6016.2104),(7 7735.511),(8 7701.856),(9 8381.249),(10 7226.848),(11 9424.944),(12 9722.461),(13 10725.1875),(14 10078.565),(15 10976.142),(16 10853.04),(17 12253.614),(18 11939.528),(19 12356.867),(20 11002.133),(21 13191.075),(22 13519.54),(23 14579.112),(24 14013.383),(25 14935.911),(26 14876.419),(27 16313.828),(28 16073.265),(29 16571.146),(30 15334.511),(31 17310.645),(32 17496.07),(33 18397.746),(34 17702.244),(35 18462.982),(36 18247.445),(37 19495.572),(38 19090.096),(39 19413.412),(40 18039.639),(41 20098.6),(42 20404.22),(43 21413.928),(44 20863.469),(45 21729.787),(46 21648.863),(47 22996.313),(48 22735.38),(49 23206.736),(50 22009.666),(51 23931.041),(52 24128.984),(53 25035.365),(54 24411.947),(55 25156.62),(56 24997.822),(57 26246.13),(58 25906.584),(59 26282.287),(60 25027.547),(61 27060.643),(62 27401.94),(63 28433.6),(64 27988.63),(65 28873.906),(66 28862.26),(67 30230.604),(68 30059.656),(69 30567.354),(70 29500.61),(71 31306.545),(72 31465.688),(73 32311.898),(74 31697.037),(75 32379.195),(76 32211.63),(77 33372.586),(78 33015.297),(79 33356.66),
(1 2696.8296),(2 3415.288),(3 4808.8584),(4 4561.8516),(5 5655.62),(6 5968.525),(7 7618.6187),(8 7594.134),(9 8296.095),(10 7266.1533),(11 9362.17),(12 9684.743),(13 10708.522),(14 10158.009),(15 10927.394),(16 10955.776),(17 12281.537),(18 12005.784),(19 12450.287),(20 11232.57),(21 13317.804),(22 13665.895),(23 14729.1875),(24 14262.701),(25 15072.723),(26 15163.173),(27 16533.244),(28 16324.01),(29 16840.973),(30 15714.375),(31 17558.229),(32 17722.094),(33 18593.248),(34 17939.057),(35 18545.494),(36 18436.506),(37 19586.182),(38 19199.252),(39 19522.578),(40 18252.48),(41 20155.908),(42 20421.188),(43 21370.43),(44 20860.547),(45 21566.7),(46 21605.03),(47 22862.16),(48 22617.117),(49 23071.273),(50 21973.39),(51 23766.268),(52 23960.96),(53 24851.154),(54 24284.6),(55 24896.61),(56 24877.21),(57 26047.793),(58 25743.47),(59 26117.664),(60 24970.76),(61 26828.293),(62 27143.895),(63 28132.07),(64 27722.285),(65 28446.475),(66 28536.262),(67 29782.926),(68 29598.975),(69 30080.465),(70 29086.766),(71 30741.46),(72 30889.258),(73 31683.025),(74 31111.79),(75 31639.266),(76 31572.607),(77 32630.258),(78 32301.473),(79 32625.033),
(1 2627.0234),(2 3374.3784),(3 4775.385),(4 4638.2104),(5 5615.1655),(6 6096.7583),(7 7680.61),(8 7717.6177),(9 8444.257),(10 7512.937),(11 9605.376),(12 9986.152),(13 11058.99),(14 10652.282),(15 11351.07),(16 11582.374),(17 12886.671),(18 12706.3),(19 13205.557),(20 12107.421),(21 14195.202),(22 14593.606),(23 15693.45),(24 15356.628),(25 16067.929),(26 16330.222),(27 17640.307),(28 17481.676),(29 18033.617),(30 17008.8),(31 18863.033),(32 19080.908),(33 19995.44),(34 19485.77),(35 20030.02),(36 20119.31),(37 21242.063),(38 20930.39),(39 21302.72),(40 20132.605),(41 22006.863),(42 22300.895),(43 23266.154),(44 22848.627),(45 23438.035),(46 23612.102),(47 24796.08),(48 24573.16),(49 25025.46),(50 23971.69),(51 25726.92),(52 25931.664),(53 26798.48),(54 26305.752),(55 26800.625),(56 26899.695),(57 27977.08),(58 27685.053),(59 28051.408),(60 26950.623),(61 28742.963),(62 29043.787),(63 29989.697),(64 29632.32),(65 30212.652),(66 30408.463),(67 31552.682),(68 31372.697),(69 31828.852),(70 30861.455),(71 32465.93),(72 32604.852),(73 33390.61),(74 32909.617),(75 33351.55),(76 33419.05),(77 34408.332),(78 34114.137),(79 34451.29),
(1 2595.2969),(2 3367.6807),(3 4764.2056),(4 4791.2734),(5 5658.5005),(6 6330.7803),(7 7843.3164),(8 7983.944),(9 8771.536),(10 7912.149),(11 9992.156),(12 10392.636),(13 11443.886),(14 11184.388),(15 11767.397),(16 12172.221),(17 13391.257),(18 13287.329),(19 13835.2),(20 12801.161),(21 14854.527),(22 15267.228),(23 16325.923),(24 16096.861),(25 16678.16),(26 17114.982),(27 18341.666),(28 18285.049),(29 18874.648),(30 17903.566),(31 19750.996),(32 19999.348),(33 20876.021),(34 20496.666),(35 20913.06),(36 21195.742),(37 22245.871),(38 22035.672),(39 22472.254),(40 21394.602),(41 23268.824),(42 23605.936),(43 24577.297),(44 24312.373),(45 24831.914),(46 25201.676),(47 26338.486),(48 26239.709),(49 26768.838),(50 25800.928),(51 27621.748),(52 27929.31),(53 28839.926),(54 28554.447),(55 29019.014),(56 29359.652),(57 30443.752),(58 30328.152),(59 30821.186),(60 29848.268),(61 31678.639),(62 32055.201),(63 33031.992),(64 32838.516),(65 33367.895),(66 33775.285),(67 34902.285),(68 34855.633),(69 35408.62),(70 34546.45),(71 36219.152),(72 36453.746),(73 37263.73),(74 36944.258),(75 37321.203),(76 37582.715),(77 38524.566),(78 38331.633),(79 38745.105),
(1 2572.2756),(2 3385.0435),(3 4772.817),(4 4961.274),(5 5721.3936),(6 6608.1255),(7 8051.343),(8 8300.085),(9 9159.597),(10 8397.327),(11 10494.719),(12 10942.333),(13 11988.689),(14 11900.644),(15 12379.834),(16 12999.954),(17 14147.468),(18 14155.028),(19 14750.243),(20 13794.266),(21 15851.172),(22 16314.818),(23 17356.035),(24 17300.176),(25 17792.883),(26 18415.076),(27 19562.95),(28 19588.129),(29 20215.684),(30 19311.924),(31 21166.46),(32 21462.123),(33 22341.762),(34 22128.168),(35 22459.127),(36 22932.443),(37 23916.771),(38 23804.85),(39 24288.648),(40 23281.018),(41 25140.748),(42 25473.012),(43 26387.459),(44 26233.8),(45 26614.75),(46 27125.074),(47 28135.65),(48 28082.674),(49 28619.822),(50 27696.7),(51 29520.03),(52 29845.918),(53 30726.512),(54 30574.98),(55 30934.223),(56 31444.072),(57 32435.838),(58 32399.53),(59 32926.133),(60 32019.188),(61 33825.082),(62 34189.957),(63 35082.37),(64 34970.14),(65 35345.055),(66 35850.246),(67 36830.94),(68 36792.62),(69 37304.445),(70 36443.34),(71 38056.16),(72 38260.773),(73 38993.266),(74 38754.074),(75 38983.805),(76 39347.637),(77 40174.805),(78 40010.176),(79 40407.977),
(1 2586.9028),(2 3435.737),(3 4796.6387),(4 5195.0205),(5 5852.9966),(6 6960.502),(7 8295.896),(8 8683.389),(9 9613.229),(10 8911.568),(11 11062.813),(12 11570.348),(13 12608.553),(14 12724.581),(15 13089.605),(16 13918.712),(17 14983.8125),(18 15126.259),(19 15819.293),(20 14930.47),(21 17044.316),(22 17554.195),(23 18590.068),(24 18745.762),(25 19149.182),(26 19998.21),(27 21075.68),(28 21250.762),(29 21963.148),(30 21129.037),(31 23060.432),(32 23421.121),(33 24312.459),(34 24315.592),(35 24576.11),(36 25281.174),(37 26209.941),(38 26264.31),(39 26835.285),(40 25893.107),(41 27772),(42 28114.396),(43 28975.764),(44 28978.197),(45 29224.07),(46 29915.988),(47 30827.24),(48 30889.842),(49 31465.73),(50 30565.678),(51 32443.133),(52 32817.832),(53 33681.465),(54 33729.902),(55 34018.004),(56 34734.223),(57 35657.117),(58 35743.797),(59 36338.66),(60 35487.977),(61 37321.508),(62 37679.227),(63 38513.098),(64 38560.773),(65 38828.754),(66 39517.21),(67 40407.453),(68 40483.66),(69 41059.14),(70 40244.066),(71 41921.703),(72 42175.594),(73 42879.39),(74 42803.37),(75 42918.055),(76 43450.453),(77 44185.152),(78 44124.934),(79 44543.836),
(1 2639.8022),(2 3496.9546),(3 4848.8516),(4 5403.592),(5 5972.5444),(6 7242.6816),(7 8513.731),(8 9015.31),(9 10023.107),(10 9338.746),(11 11541.4375),(12 12036.3955),(13 13036.487),(14 13303.027),(15 13598.915),(16 14588.127),(17 15582.314),(18 15839.581),(19 16617.727),(20 15739.627),(21 17908.34),(22 18416.594),(23 19413.697),(24 19699.209),(25 20009.12),(26 21017.73),(27 22025.752),(28 22315.615),(29 23114.063),(30 22311.004),(31 24343.217),(32 24745.393),(33 25635.389),(34 25812.424),(35 26017.455),(36 26876.875),(37 27731.488),(38 27882.988),(39 28527.691),(40 27609.816),(41 29538.523),(42 29909.209),(43 30746.344),(44 30894.031),(45 31067.352),(46 31895.06),(47 32733.717),(48 32874.84),(49 33481.63),(50 32575.348),(51 34504.73),(52 34919.426),(53 35775.715),(54 35967.77),(55 36193.203),(56 37057.38),(57 37938.223),(58 38146.57),(59 38820.582),(60 38000.69),(61 39873.074),(62 40250.555),(63 41059.305),(64 41219.617),(65 41402.656),(66 42199.984),(67 42995.992),(68 43144.176),(69 43748.543),(70 42926.016),(71 44641.66),(72 44926.082),(73 45628.223),(74 45697.184),(75 45788.84),(76 46491.92),(77 47211.945),(78 47282.97),(79 47792.246),
(1 2690.8413),(2 3616.7705),(3 4958.068),(4 5704.8),(5 6229.764),(6 7692.4536),(7 8908.022),(8 9544.98),(9 10594.374),(10 9934.809),(11 12198.156),(12 12754.93),(13 13731.141),(14 14158.129),(15 14382.118),(16 15534.033),(17 16457.115),(18 16823.223),(19 17608.895),(20 16734.406),(21 18945.209),(22 19484.158),(23 20436.27),(24 20879.754),(25 21108.908),(26 22252.072),(27 23166.094),(28 23541.99),(29 24311.664),(30 23473.89),(31 25532.361),(32 25958.398),(33 26793.03),(34 27073.822),(35 27166.73),(36 28146.47),(37 28931.645),(38 29201.07),(39 29853.459),(40 28933.209),(41 30877.521),(42 31238.367),(43 32005.867),(44 32268.086),(45 32333.246),(46 33265.22),(47 33999.582),(48 34229.375),(49 34830.516),(50 33906.73),(51 35893.77),(52 36339.33),(53 37164.3),(54 37510.07),(55 37658.918),(56 38660.96),(57 39454.844),(58 39759.668),(59 40430.055),(60 39609.92),(61 41511.938),(62 41908.21),(63 42665.535),(64 42941.633),(65 43020.324),(66 43940.984),(67 44661.793),(68 44904.914),(69 45512.766),(70 44661.383),(71 46428.086),(72 46743.195),(73 47409.72),(74 47614.67),(75 47622.37),(76 48445.324),(77 49094.36),(78 49279.36),(79 49805.33),
(1 2789.159),(2 3749.5144),(3 5080.014),(4 6002.905),(5 6497.3726),(6 8117.0776),(7 9283.692),(8 10066.51),(9 11237.279),(10 10598),(11 12982.019),(12 13590.884),(13 14568.054),(14 15188.865),(15 15382.03),(16 16677.406),(17 17558.094),(18 18074.645),(19 18957.172),(20 18091.416),(21 20413.55),(22 20999.324),(23 21939.88),(24 22539.865),(25 22713.604),(26 23967.613),(27 24802.627),(28 25277.367),(29 26116.443),(30 25249.344),(31 27390.277),(32 27854.56),(33 28669.936),(34 29127.453),(35 29191.787),(36 30301.855),(37 31026.777),(38 31418.068),(39 32149.777),(40 31229.994),(41 33235.332),(42 33599.836),(43 34306.215),(44 34687.047),(45 34654.45),(46 35661.47),(47 36281.76),(48 36561.195),(49 37178.785),(50 36175.203),(51 38199.99),(52 38615.137),(53 39359.29),(54 39792.387),(55 39811.586),(56 40844.613),(57 41496.67),(58 41831.2),(59 42495.555),(60 41598.574),(61 43484.46),(62 43830.52),(63 44482.164),(64 44829.43),(65 44789.54),(66 45741.895),(67 46343.64),(68 46624.613),(69 47229.664),(70 46314.62),(71 48116.863),(72 48410.543),(73 49005.33),(74 49307.824),(75 49222.906),(76 50110.703),(77 50654.926),(78 50882.21),(79 51424.086),
(1 2908.696),(2 3907.0044),(3 5251.8276),(4 6392.1543),(5 6861.8813),(6 8660.835),(7 9779.85),(8 10702.863),(9 11987.832),(10 11362.203),(11 13920.587),(12 14579.201),(13 15576.491),(14 16407.781),(15 16576.725),(16 18065.406),(17 18904.809),(18 19562.9),(19 20565.844),(20 19695.635),(21 22163.65),(22 22760.396),(23 23681.957),(24 24460.18),(25 24582.4),(26 25981.969),(27 26767.154),(28 27382.178),(29 28337.625),(30 27446.363),(31 29765.004),(32 30246.45),(33 31058.06),(34 31708.586),(35 31737.91),(36 33023.766),(37 33705.434),(38 34219.242),(39 35055.004),(40 34112.73),(41 36281.336),(42 36663.973),(43 37374.563),(44 37949.52),(45 37891.92),(46 39066.758),(47 39657.77),(48 40071.92),(49 40797.55),(50 39785.293),(51 41993.973),(52 42463.16),(53 43227.457),(54 43862.48),(55 43860.344),(56 45086.92),(57 45717.85),(58 46196.12),(59 46986.434),(60 46083.105),(61 48132.2),(62 48480.668),(63 49109.62),(64 49612.047),(65 49517.313),(66 50603.285),(67 51119.438),(68 51478.79),(69 52140.254),(70 51139.73),(71 53057.84),(72 53340.42),(73 53879.746),(74 54317.293),(75 54146.414),(76 55143.125),(77 55585.594),(78 55869.22),(79 56437.68),
(1 3031.4548),(2 4090.8933),(3 5426.8057),(4 6731.7754),(5 7219.439),(6 9169.418),(7 10292.749),(8 11409.921),(9 12791.048),(10 12160.58),(11 14844.558),(12 15530.884),(13 16488.748),(14 17443.543),(15 17605.434),(16 19211.293),(17 20036.553),(18 20848.799),(19 21919.145),(20 21041.316),(21 23655.533),(22 24321.568),(23 25239.988),(24 26155.48),(25 26288.637),(26 27832.514),(27 28620.639),(28 29403.67),(29 30440.896),(30 29556.055),(31 32048.656),(32 32629.46),(33 33479.918),(34 34324.727),(35 34400.715),(36 35839.563),(37 36549.984),(38 37252.844),(39 38181.305),(40 37244.004),(41 39541.387),(42 39983.99),(43 40671.117),(44 41357.605),(45 41279.61),(46 42561.1),(47 43127.984),(48 43686.297),(49 44461.664),(50 43410.12),(51 45754.875),(52 46287.51),(53 47050.203),(54 47821.07),(55 47837.734),(56 49174.742),(57 49796.008),(58 50417.625),(59 51260.766),(60 50337.586),(61 52506.758),(62 52891.094),(63 53511.74),(64 54132.684),(65 54015.297),(66 55218.063),(67 55732.19),(68 56236.746),(69 56944.68),(70 55924.824),(71 57982.254),(72 58299.527),(73 58826.035),(74 59376.59),(75 59183.832),(76 60264.027),(77 60674.82),(78 61096.516),(79 61709.32),
(1 3174.686),(2 4276.8843),(3 5649.4453),(4 7137.556),(5 7665.7974),(6 9730.899),(7 10835.709),(8 12061.661),(9 13553.911),(10 12877.629),(11 15714.01),(12 16382.365),(13 17320.469),(14 18398.992),(15 18539.943),(16 20209.154),(17 20966.4),(18 21845.19),(19 22975.307),(20 21999.209),(21 24716.63),(22 25332.78),(23 26215.156),(24 27234.875),(25 27327.645),(26 28910.285),(27 29591.174),(28 30390.6),(29 31455.09),(30 30455.477),(31 33052.105),(32 33599.785),(33 34397.977),(34 35299.35),(35 35303.168),(36 36766.8),(37 37348.727),(38 38058.504),(39 39007.617),(40 37949.137),(41 40308.246),(42 40657.215),(43 41264.348),(44 42012.92),(45 41886.266),(46 43173.074),(47 43616.934),(48 44170.254),(49 44955.242),(50 43792.086),(51 46213.297),(52 46690.563),(53 47410.977),(54 48278.883),(55 48262.234),(56 49659.086),(57 50225.797),(58 50898.45),(59 51800.773),(60 50784.895),(61 53035.035),(62 53371.688),(63 53921.426),(64 54603.645),(65 54434.266),(66 55642.12),(67 56043.016),(68 56546.76),(69 57268.56),(70 56125.832),(71 58272.37),(72 58557.676),(73 59049.465),(74 59684.29),(75 59475.82),(76 60617.05),(77 60963.973),(78 61414.367),(79 62083.223),
(1 3305.2515),(2 4465.525),(3 5849.664),(4 7488.574),(5 8013.65),(6 10170.099),(7 11250.648),(8 12597.803),(9 14158.94),(10 13471.025),(11 16429.773),(12 17157.756),(13 18086.045),(14 19279.502),(15 19404.215),(16 21155.127),(17 21862.154),(18 22837.158),(19 24025.18),(20 23022.57),(21 25857.58),(22 26507.117),(23 27355.922),(24 28478.229),(25 28543.855),(26 30194.916),(27 30822.678),(28 31693.08),(29 32765.906),(30 31697.928),(31 34395.43),(32 34960.246),(33 35716.367),(34 36723.676),(35 36706.55),(36 38238.12),(37 38786.105),(38 39586.207),(39 40583.285),(40 39476.79),(41 41939.9),(42 42318.816),(43 42868.984),(44 43670.805),(45 43473.523),(46 44799.605),(47 45162.15),(48 45762.164),(49 46551.24),(50 45287.555),(51 47779.11),(52 48213.895),(53 48841.938),(54 49747.844),(55 49653.156),(56 51079.934),(57 51541.984),(58 52233.777),(59 53109.66),(60 51974.555),(61 54275.445),(62 54568.62),(63 55030.32),(64 55744.957),(65 55495.965),(66 56730.004),(67 57034.5),(68 57567.633),(69 58276.395),(70 57017.383),(71 59228.543),(72 59492.594),(73 59917.85),(74 60596.695),(75 60303.707),(76 61468.973),(77 61722.984),(78 62186.344),(79 62807.527),
(1 3477.8264),(2 4687.4165),(3 6126.3765),(4 7923.872),(5 8567.0625),(6 10842.068),(7 11985.361),(8 13477.266),(9 15189.348),(10 14484.447),(11 17631.541),(12 18371.08),(13 19317.715),(14 20617.91),(15 20798.697),(16 22592.504),(17 23300.578),(18 24350.06),(19 25604.486),(20 24498.156),(21 27476.06),(22 28089.264),(23 28915.04),(24 30105.828),(25 30206.555),(26 31895.271),(27 32502.775),(28 33443.71),(29 34589.37),(30 33416.496),(31 36261.85),(32 36795.64),(33 37545.055),(34 38628.004),(35 38642.57),(36 40196.8),(37 40708.473),(38 41538.938),(39 42560.613),(40 41325.918),(41 43885.402),(42 44193.973),(43 44700.867),(44 45520.004),(45 45303.1),(46 46592.35),(47 46869.96),(48 47472.35),(49 48275.36),(50 46866.7),(51 49433.535),(52 49792.934),(53 50349.84),(54 51252.746),(55 51115.67),(56 52478.58),(57 52838.133),(58 53513.605),(59 54377.477),(60 53085.617),(61 55463.332),(62 55667.754),(63 56063.16),(64 56779.957),(65 56492.74),(66 57686.86),(67 57898.246),(68 58420.18),(69 59134.15),(70 57715.383),(71 60022.418),(72 60199.43),(73 60550.344),(74 61219.234),(75 60888.54),(76 62018.49),(77 62180.355),(78 62660.984),(79 63322.805),
(1 3616.2073),(2 4892.744),(3 6350.704),(4 8227.204),(5 8921.86),(6 11210.445),(7 12346.278),(8 13901.7295),(9 15665.525),(10 14911.336),(11 18181.188),(12 18966.027),(13 19949.828),(14 21369.592),(15 21648.885),(16 23493.027),(17 24217.51),(18 25365.994),(19 26716.791),(20 25624.363),(21 28788.416),(22 29492.89),(23 30383.803),(24 31706.352),(25 31912.496),(26 33683.133),(27 34361.72),(28 35444.363),(29 36714.863),(30 35564.52),(31 38602.332),(32 39207.305),(33 40001.492),(34 41211.918),(35 41311.406),(36 42949.492),(37 43497.008),(38 44446.703),(39 45589.457),(40 44367.06),(41 47103.543),(42 47461.184),(43 47990.97),(44 48922.48),(45 48789.914),(46 50172.125),(47 50477.51),(48 51176.99),(49 52065.797),(50 50643.703),(51 53391.305),(52 53814.1),(53 54418.695),(54 55444.977),(55 55387.633),(56 56817.19),(57 57178.492),(58 57913.617),(59 58851.93),(60 57492.773),(61 59996.008),(62 60223.26),(63 60632.91),(64 61439.406),(65 61205),(66 62459.082),(67 62671.5),(68 63248.77),(69 64028.727),(70 62529.44),(71 64961.26),(72 65139.16),(73 65469.156),(74 66190.45),(75 65893.09),(76 67036.21),(77 67157.57),(78 67656.734),(79 68332.19),
(1 3785.4622),(2 5125.712),(3 6676.214),(4 8708.79),(5 9553.3955),(6 11959.779),(7 13179.747),(8 14865.054),(9 16736.105),(10 15959.73),(11 19404.656),(12 20202.982),(13 21191.56),(14 22665.541),(15 22979.2),(16 24822.479),(17 25523.559),(18 26685.309),(19 28040.275),(20 26817.84),(21 30053.264),(22 30700),(23 31542.422),(24 32876.38),(25 33085.992),(26 34815.62),(27 35410.55),(28 36456.406),(29 37712.996),(30 36423.668),(31 39556.875),(32 40134.066),(33 40897.39),(34 42130.66),(35 42255.2),(36 43880.934),(37 44400.99),(38 45377.145),(39 46566.37),(40 45229.203),(41 48074.867),(42 48415.543),(43 48926.14),(44 49913.055),(45 49812.54),(46 51190.58),(47 51468.99),(48 52187.527),(49 53111.832),(50 51590.855),(51 54455.484),(52 54857.07),(53 55452.566),(54 56517.668),(55 56525.51),(56 57986.355),(57 58355.89),(58 59164.08),(59 60172.21),(60 58760.344),(61 61416.6),(62 61650.957),(63 62045.87),(64 62887.08),(65 62699.39),(66 63953.85),(67 64154.016),(68 64769.043),(69 65582.89),(70 64007.62),(71 66563.79),(72 66739.08),(73 67075.61),(74 67858.54),(75 67601.61),(76 68759.26),(77 68882.99),(78 69417.95),(79 70150.43),
