1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 46923.785),(2 120002.445),(3 228615.2),(4 354052.16),(5 492098.84),(6 659831.8),(7 818681.94),(8 1001360.3),(9 1343350.3),(10 1548902.1),(11 1755852.4),(12 2031369.1),(13 2245230.3),(14 2474821.8),(15 2702882.5),(16 2977923.3),(17 3230476),(18 3514612),(19 3744251.3),(20 3990944.3),(21 4254235.5),(22 4477639.5),(23 4709871.5),(24 4958456),(25 5162673.5),(26 5389143.5),(27 5589849.5),(28 5760838),(29 5934964.5),(30 6046950),(31 6120592.5),(32 6232088),(33 6375606.5),(34 6533177.5),(35 6706216.5),(36 6914054),(37 7091493.5),(38 7271792),(39 7486092),(40 7790464.5),(41 8051112),(42 8288782),(43 8525697),(44 8772478),(45 9024197),(46 9298242),(47 9593951),(48 9902485),(49 10237347),(50 10547779),(51 10883897),(52 11461325),(53 11942875),(54 12353089),(55 12773040),(56 13168301),(57 13583393),(58 14004464),(59 14372293),(60 14728892),(61 15086607),(62 15417725),(63 15807325),(64 16173421),(65 16514509),(66 16863008),(67 17179974),(68 17482284),(69 17729214),(70 17955000),(71 18278166),(72 18574986),(73 18927790),(74 19591182),(75 20078000),(76 20549852),(77 21083558),(78 21723890),(79 22231030),
(1 70207.9),(2 230962.48),(3 470527.3),(4 770456.2),(5 1113007),(6 1529771.9),(7 1925538.1),(8 2309325.3),(9 2709745.8),(10 3041972.3),(11 3341807.3),(12 3595430),(13 3813282.8),(14 3988468.3),(15 4121274),(16 4238696.5),(17 4307267.5),(18 4361059),(19 4414839),(20 4472593.5),(21 4539414.5),(22 4620511.5),(23 4706874.5),(24 4798951),(25 4885985.5),(26 4963029),(27 5019941),(28 5074962.5),(29 5132389.5),(30 5175593),(31 5202639.5),(32 5235271),(33 5280616.5),(34 5309537.5),(35 5335552.5),(36 5351446),(37 5342025.5),(38 5331426),(39 5322469),(40 5296841),(41 5270241.5),(42 5231286.5),(43 5174521.5),(44 5121793.5),(45 5068671.5),(46 5016885),(47 4974394),(48 4947115),(49 4927188),(50 4913404),(51 4904203),(52 4934017),(53 4967171),(54 4993339),(55 5017769.5),(56 5035555),(57 5043139.5),(58 5048562),(59 5040115),(60 5038498),(61 5025497),(62 5004482),(63 4992915),(64 4985427),(65 4968399.5),(66 4991859),(67 5024425.5),(68 5060734.5),(69 5109976.5),(70 5175070),(71 5247987),(72 5323371),(73 5379390.5),(74 5420363),(75 5484832.5),(76 5549650),(77 5607382.5),(78 5661545.5),(79 5700957),
(1 101942.195),(2 328742.03),(3 660519.8),(4 1065830.3),(5 1517668.1),(6 2033821),(7 2499637.8),(8 2915525.3),(9 3282798.3),(10 3558285.3),(11 3778443.3),(12 3933627.8),(13 4037770.8),(14 4109336.8),(15 4155247.8),(16 4187899.3),(17 4195525.5),(18 4211168.5),(19 4237796.5),(20 4292400),(21 4368493.5),(22 4462791.5),(23 4577506),(24 4708216),(25 4852571.5),(26 4988280.5),(27 5100235.5),(28 5205435.5),(29 5308707.5),(30 5394420.5),(31 5483283),(32 5555910.5),(33 5604618.5),(34 5618732),(35 5607330),(36 5569603.5),(37 5497385.5),(38 5421779.5),(39 5328647.5),(40 5237034.5),(41 5138768.5),(42 5027821.5),(43 4914698),(44 4810424.5),(45 4713217.5),(46 4617894),(47 4525448.5),(48 4443480),(49 4365373.5),(50 4301615),(51 4244215.5),(52 4233609.5),(53 4244480.5),(54 4285665.5),(55 4362296.5),(56 4467796),(57 4593804.5),(58 4732782),(59 4864677.5),(60 5010817.5),(61 5123074.5),(62 5211417.5),(63 5261872.5),(64 5286751),(65 5260608),(66 5202607),(67 5131237.5),(68 5049855),(69 4963993.5),(70 4883636.5),(71 4810564.5),(72 4739005.5),(73 4667641.5),(74 4616519.5),(75 4591840.5),(76 4567548.5),(77 4544567.5),(78 4539088),(79 4546290),
(1 84329.4),(2 272536),(3 544060.25),(4 870507.7),(5 1226234.4),(6 1636507.3),(7 1989546.5),(8 2290007),(9 2556116.8),(10 2739871.8),(11 2871465.5),(12 2952363),(13 2992570.3),(14 3009104.8),(15 3002906.5),(16 2981673.3),(17 2966693),(18 2956539),(19 2957222.5),(20 2977343),(21 3008425.3),(22 3044261.8),(23 3080905.5),(24 3114321.3),(25 3152627.8),(26 3185187.8),(27 3201575),(28 3209313),(29 3226620.5),(30 3245915),(31 3289267.3),(32 3347511.8),(33 3417843.8),(34 3504006.5),(35 3611702),(36 3742071),(37 3889176.3),(38 4034455.3),(39 4173154),(40 4310908),(41 4420343.5),(42 4495019),(43 4550243),(44 4568712),(45 4556343),(46 4498763.5),(47 4403842.5),(48 4285361.5),(49 4143452.8),(50 3986365.5),(51 3814673),(52 3643619),(53 3501812.8),(54 3385755.3),(55 3305331.3),(56 3248163.3),(57 3221676.8),(58 3212855),(59 3210568.8),(60 3216312.3),(61 3217100.8),(62 3217506),(63 3222645.8),(64 3224312),(65 3205048.3),(66 3183306.3),(67 3179081),(68 3193497.5),(69 3273325.8),(70 3346117.8),(71 3425996.3),(72 3525064),(73 3614775),(74 3673648.8),(75 3726465.3),(76 3758567.3),(77 3773504.8),(78 3727338.3),(79 3703334),
(1 76618.16),(2 246528.92),(3 493163.28),(4 794427.8),(5 1123378.1),(6 1501073.5),(7 1827480.4),(8 2093902.5),(9 2309828.8),(10 2442906.8),(11 2523419.3),(12 2556549.3),(13 2563704),(14 2556860.8),(15 2549419),(16 2535007),(17 2554506),(18 2592997.5),(19 2654689.5),(20 2737357),(21 2814915),(22 2878877.5),(23 2926510),(24 2943027.3),(25 2925831.8),(26 2873722),(27 2798299),(28 2714158.8),(29 2644021),(30 2594480.8),(31 2599408.8),(32 2613591),(33 2648901),(34 2699356.3),(35 2776805.8),(36 2877880.3),(37 2988964.8),(38 3099649.3),(39 3205501),(40 3304482.3),(41 3380843),(42 3441930.3),(43 3484555.3),(44 3492187.5),(45 3478457.3),(46 3443016.3),(47 3401101.5),(48 3347766.8),(49 3292542.8),(50 3234655.3),(51 3188261.8),(52 3128398.5),(53 3071325),(54 3011157.8),(55 2969969.5),(56 2941916.5),(57 2929756.5),(58 2923926.5),(59 2908195.5),(60 2887337.3),(61 2852052.3),(62 2815972.8),(63 2780554.5),(64 2748517.5),(65 2729488),(66 2725100.3),(67 2744225.5),(68 2779781.5),(69 2905891.3),(70 2991003),(71 3083560.3),(72 3184797),(73 3297525),(74 3331270.8),(75 3379241),(76 3419643),(77 3466166.8),(78 3476404.5),(79 3489803.3),
(1 87715.484),(2 291035.5),(3 587695.44),(4 947990.4),(5 1340041.9),(6 1814961.8),(7 2197149.3),(8 2506302.5),(9 2725584.5),(10 2837673.8),(11 2880654.3),(12 2861475.8),(13 2807022.8),(14 2730193.8),(15 2661686),(16 2591282.8),(17 2582169),(18 2612197.3),(19 2704867.3),(20 2849774),(21 3033258.3),(22 3224494.3),(23 3405285),(24 3549942.5),(25 3641165),(26 3662642),(27 3615832.3),(28 3528553.8),(29 3414627),(30 3309391.8),(31 3220788.3),(32 3142075.8),(33 3062359.8),(34 3018289.8),(35 3005137.5),(36 3016426.8),(37 3050151),(38 3094692.8),(39 3142183.8),(40 3178718),(41 3193976.5),(42 3167146.3),(43 3108164.5),(44 3015704.5),(45 2907831.8),(46 2801589.3),(47 2704367),(48 2623790.5),(49 2563209.8),(50 2534825.8),(51 2536203.8),(52 2558571.3),(53 2583454.3),(54 2623492.5),(55 2661779),(56 2696728.3),(57 2731441),(58 2768630),(59 2798537.3),(60 2815485.3),(61 2841343),(62 2872866.3),(63 2921761.3),(64 2995303.8),(65 3090228.3),(66 3196893.3),(67 3302614.3),(68 3415210.8),(69 3558044.5),(70 3644809.8),(71 3698994.3),(72 3726161.8),(73 3726635.5),(74 3633959),(75 3545627.8),(76 3465746.3),(77 3421806.3),(78 3425643),(79 3434267.8),
(1 102274.91),(2 331099.72),(3 655560.9),(4 1033414.44),(5 1422185.4),(6 1837356.1),(7 2160336),(8 2396286.5),(9 2535559),(10 2570278.8),(11 2548024.5),(12 2487867.5),(13 2412321),(14 2344028.3),(15 2305345.5),(16 2328004.8),(17 2398412.3),(18 2513594.5),(19 2673083.5),(20 2854739.8),(21 3037704),(22 3192728.8),(23 3312691.3),(24 3379801.5),(25 3384648),(26 3337981.5),(27 3235804.8),(28 3105535.5),(29 2958626.3),(30 2819996),(31 2693707.5),(32 2608160),(33 2561750.3),(34 2554913.5),(35 2578225.5),(36 2626040.3),(37 2681571.3),(38 2755403),(39 2831239),(40 2885913),(41 2907673.8),(42 2878415),(43 2838296.5),(44 2780594.8),(45 2720414.3),(46 2680741.3),(47 2647849),(48 2637440),(49 2650819.3),(50 2696593),(51 2760955),(52 2817001),(53 2881697.3),(54 2941752.5),(55 2978577.3),(56 2992431.8),(57 2982694.3),(58 2953354.8),(59 2906868.8),(60 2855140.8),(61 2804170.5),(62 2756864.8),(63 2720458.8),(64 2701715.3),(65 2696453.8),(66 2713405.5),(67 2749405.8),(68 2796852),(69 2842193.8),(70 2874083.8),(71 2895405.8),(72 2910182.3),(73 2916944.8),(74 2896128.5),(75 2869529),(76 2842588.8),(77 2821564),(78 2818902.5),(79 2821877.8),
(1 73408.61),(2 237972.3),(3 469089.88),(4 741312.5),(5 1032466.75),(6 1348876),(7 1619986.6),(8 1849413.8),(9 2007657.1),(10 2107726.5),(11 2165725.3),(12 2188968.5),(13 2189036.8),(14 2178229.5),(15 2172179.3),(16 2191498.3),(17 2215156.3),(18 2252662),(19 2307676.3),(20 2363339.5),(21 2420505),(22 2468994.3),(23 2506796.8),(24 2523935.8),(25 2528959.3),(26 2502429),(27 2456058.3),(28 2401845.5),(29 2350656.5),(30 2302398.8),(31 2281581),(32 2276364.5),(33 2305915.8),(34 2348618.8),(35 2414514.5),(36 2496159.8),(37 2578021.3),(38 2650350.5),(39 2695860.3),(40 2715712.3),(41 2714184.5),(42 2674560),(43 2644525),(44 2613986.8),(45 2592897.5),(46 2578789.3),(47 2575747),(48 2588007.5),(49 2615145.8),(50 2658699),(51 2702574),(52 2732614.8),(53 2768010),(54 2801378.5),(55 2824837.5),(56 2831814.8),(57 2831031),(58 2815845.5),(59 2797222.8),(60 2790187),(61 2773146.3),(62 2751087.8),(63 2727390),(64 2702043.3),(65 2668768.8),(66 2642595.5),(67 2617891),(68 2594378.5),(69 2559791),(70 2524491),(71 2484641.8),(72 2443798.3),(73 2426437.3),(74 2413674.5),(75 2401758.5),(76 2390022.8),(77 2374238.5),(78 2361007.5),(79 2356101),
(1 64223.53),(2 200504.22),(3 387482),(4 603944.06),(5 830081.7),(6 1086488.3),(7 1303752.1),(8 1490330.4),(9 1635010.8),(10 1732456),(11 1801000),(12 1846346),(13 1878818),(14 1901811.8),(15 1925910),(16 1954154.1),(17 1988581.9),(18 2035235.9),(19 2102123.8),(20 2178936.8),(21 2256999.3),(22 2327417.3),(23 2382298.8),(24 2414575.8),(25 2442295),(26 2436821.8),(27 2404935.8),(28 2354048),(29 2302683.3),(30 2255184.3),(31 2221192),(32 2206809.8),(33 2230250.8),(34 2259115.8),(35 2305106.5),(36 2366155.8),(37 2434399.5),(38 2496213.8),(39 2532051.8),(40 2547076.3),(41 2545776.3),(42 2529892),(43 2515057),(44 2492721.5),(45 2462244.3),(46 2420297.3),(47 2379407.3),(48 2346140),(49 2319659),(50 2307161.3),(51 2308079),(52 2348026.8),(53 2379852.3),(54 2409332.8),(55 2442227),(56 2475354.3),(57 2506094),(58 2526631.5),(59 2541741.8),(60 2563437.3),(61 2568389.3),(62 2561516.5),(63 2546024.8),(64 2519419.3),(65 2486662.3),(66 2452394),(67 2411335.8),(68 2362178.5),(69 2303236),(70 2255425),(71 2215964.3),(72 2212223.3),(73 2228366),(74 2247611.3),(75 2265872),(76 2283237.8),(77 2282888),(78 2266442.3),(79 2248673.8),
(1 72230.164),(2 227136.13),(3 436180.7),(4 667176.4),(5 888700.75),(6 1107267.8),(7 1277977.1),(8 1396228.4),(9 1477676.4),(10 1514714.3),(11 1536295),(12 1553214.5),(13 1582112.8),(14 1627824.6),(15 1698548.9),(16 1801978.5),(17 1913477.8),(18 2017972.3),(19 2107463),(20 2177747.5),(21 2230623.5),(22 2260492.5),(23 2270710.5),(24 2262572.5),(25 2264754.3),(26 2259865.5),(27 2260007.5),(28 2256904.5),(29 2248998.8),(30 2224220),(31 2196625),(32 2176717.3),(33 2160908.3),(34 2154457),(35 2163533.8),(36 2182898.5),(37 2216243),(38 2253951),(39 2288161),(40 2310523.5),(41 2319156.8),(42 2310040.8),(43 2290578.8),(44 2252560),(45 2200903.8),(46 2142717.5),(47 2098080.8),(48 2071646),(49 2070053.3),(50 2095619.3),(51 2139433),(52 2200368.3),(53 2248092.8),(54 2292965.8),(55 2327603.3),(56 2347998.3),(57 2355372),(58 2346012),(59 2333205.5),(60 2319273.5),(61 2301891.8),(62 2287990.5),(63 2273628.3),(64 2258363),(65 2235320.5),(66 2211734.3),(67 2186950.5),(68 2150677.5),(69 2121516.8),(70 2089097.3),(71 2071573.5),(72 2084112.1),(73 2132985),(74 2168506.5),(75 2206552),(76 2241337.5),(77 2262142),(78 2242013.5),(79 2218423.5),
(1 95847.96),(2 305091.84),(3 588580.1),(4 893554.2),(5 1179829.3),(6 1435482.1),(7 1609662.9),(8 1708063.1),(9 1758970.3),(10 1761359),(11 1740568),(12 1718657.8),(13 1713119.6),(14 1733025.9),(15 1782924),(16 1858374),(17 1938671.6),(18 1999670.8),(19 2033298.1),(20 2035496.6),(21 2014661.9),(22 1978962.1),(23 1932044.5),(24 1890820.1),(25 1880781.4),(26 1881487.1),(27 1897757.4),(28 1923028.8),(29 1940253.9),(30 1943849.1),(31 1932901.6),(32 1925058),(33 1905653),(34 1894828.8),(35 1896218.8),(36 1911049.1),(37 1933029.9),(38 1957040),(39 1982323.5),(40 1997048.9),(41 2002408.6),(42 1979620.8),(43 1943674.1),(44 1883601.3),(45 1827709.9),(46 1786150),(47 1770379.9),(48 1784394.8),(49 1830419.5),(50 1903606.9),(51 1985062.9),(52 2055922.1),(53 2132390.5),(54 2185556),(55 2210263.8),(56 2205227.8),(57 2176724.5),(58 2133365.3),(59 2086712.3),(60 2038832.6),(61 2002960),(62 1979047.8),(63 1965022.3),(64 1958252.8),(65 1958080.6),(66 1951526),(67 1938087.8),(68 1921755.5),(69 1922172.1),(70 1933267.6),(71 1950342),(72 1969569.8),(73 2001075.9),(74 2013378.4),(75 2034466.8),(76 2049463.4),(77 2057306.4),(78 2035120.9),(79 2009184),
(1 78698.12),(2 239441.31),(3 443319.6),(4 650240),(5 833898.7),(6 989608.44),(7 1079838.8),(8 1125544),(9 1159336.3),(10 1181810.3),(11 1219122.6),(12 1272727.9),(13 1338121.3),(14 1413646.4),(15 1495784.6),(16 1578286.4),(17 1637230.4),(18 1658067.6),(19 1653932.8),(20 1629185.4),(21 1595627.4),(22 1565772.4),(23 1545508),(24 1539174.4),(25 1545658.6),(26 1561886.3),(27 1581397),(28 1600780.5),(29 1608725.9),(30 1615795.6),(31 1626781),(32 1645880.3),(33 1664018.8),(34 1686017.1),(35 1716066.8),(36 1741182),(37 1760690.9),(38 1765075.9),(39 1753710),(40 1730525.4),(41 1706519.1),(42 1681046.9),(43 1663175.1),(44 1653811.4),(45 1665361.9),(46 1689460.5),(47 1726298),(48 1768252.1),(49 1812888.6),(50 1855958),(51 1887768.4),(52 1871582.1),(53 1878990.9),(54 1888709.5),(55 1893189),(56 1888020.1),(57 1870113.8),(58 1836621.5),(59 1792774.3),(60 1740700.5),(61 1697250.8),(62 1663275.3),(63 1633180.5),(64 1615928),(65 1628014.9),(66 1660036.9),(67 1698816.3),(68 1728974.1),(69 1749531.8),(70 1754488),(71 1739116.5),(72 1703533.1),(73 1677404.4),(74 1639064.3),(75 1622381),(76 1613275.1),(77 1616645.1),(78 1623833.9),(79 1627403.3),
(1 71302.47),(2 216385.23),(3 402622.53),(4 599888.2),(5 778654.06),(6 936833.1),(7 1049272.5),(8 1122291.6),(9 1174498.6),(10 1210841.1),(11 1248251.8),(12 1291764.9),(13 1345110.9),(14 1402877.3),(15 1458473.5),(16 1515792.9),(17 1542591.8),(18 1554271),(19 1552925.8),(20 1543693.6),(21 1529763.5),(22 1517359.5),(23 1506316.6),(24 1497138.4),(25 1486700.4),(26 1474217.8),(27 1461099.8),(28 1442968.8),(29 1416596.4),(30 1400162.3),(31 1381607.3),(32 1379092.4),(33 1392400.5),(34 1407973.3),(35 1423408.9),(36 1435160.9),(37 1440310.5),(38 1455469.5),(39 1480689.1),(40 1509834.5),(41 1546030.8),(42 1590708),(43 1618632.9),(44 1643812.8),(45 1665381.3),(46 1678904.5),(47 1681071.8),(48 1678021.3),(49 1674331.5),(50 1679693.8),(51 1685231.8),(52 1694714.5),(53 1711044.9),(54 1728138.8),(55 1739029.1),(56 1731536.9),(57 1709277.6),(58 1671350.9),(59 1627584.1),(60 1579676.3),(61 1549122.8),(62 1530495.4),(63 1522554.5),(64 1538800.8),(65 1576170.3),(66 1620508),(67 1662224.1),(68 1700004),(69 1735869.3),(70 1751227.8),(71 1752346.3),(72 1744571.1),(73 1734620.9),(74 1717719.4),(75 1694507.1),(76 1670288.8),(77 1655214.5),(78 1640913.8),(79 1624322),
(1 64965.594),(2 205853.9),(3 388600.97),(4 583149.8),(5 758708.1),(6 915458.7),(7 1020274.7),(8 1089316.9),(9 1162289.4),(10 1205178.1),(11 1250803.3),(12 1299504.3),(13 1352114.4),(14 1406110.4),(15 1455304.3),(16 1492673.9),(17 1508848),(18 1508927.1),(19 1492281.9),(20 1471809.6),(21 1449471.6),(22 1431897.8),(23 1428086),(24 1433971.6),(25 1454151.5),(26 1470228.9),(27 1484727.9),(28 1483735.5),(29 1466849.6),(30 1439807.4),(31 1407072.4),(32 1396683),(33 1404516),(34 1419338.3),(35 1436743.5),(36 1450344.1),(37 1451747.3),(38 1443325.3),(39 1429971.8),(40 1403566.1),(41 1373011.8),(42 1353552.4),(43 1352154),(44 1373756),(45 1420594.8),(46 1471552.5),(47 1512439.8),(48 1537081.6),(49 1544117.6),(50 1531397.3),(51 1504991.3),(52 1459840.9),(53 1426268.9),(54 1409734.9),(55 1413652.5),(56 1428899.4),(57 1451909.4),(58 1471603.9),(59 1483207.6),(60 1489261),(61 1503307.8),(62 1517149.8),(63 1527630.5),(64 1539188.9),(65 1545390.9),(66 1547151.5),(67 1547191.6),(68 1537990),(69 1532226.4),(70 1532026.8),(71 1538923.5),(72 1553566.3),(73 1584207.1),(74 1600815.9),(75 1616733.8),(76 1627752.1),(77 1639619.4),(78 1634026.8),(79 1625441.6),
(1 66981.234),(2 204765.1),(3 378417.9),(4 550679.9),(5 695779.44),(6 819469.3),(7 891236.06),(8 939989.1),(9 1000264.6),(10 1042180.6),(11 1085433.9),(12 1125510.9),(13 1157294.8),(14 1185522.6),(15 1208220.5),(16 1239378.6),(17 1265444.1),(18 1280993.1),(19 1293212.8),(20 1305171.3),(21 1322811.3),(22 1345024.4),(23 1368912),(24 1393752.8),(25 1411595.5),(26 1412778.5),(27 1405353.5),(28 1385729.8),(29 1365669.3),(30 1356917.1),(31 1368021.6),(32 1393473.6),(33 1426983.1),(34 1458857.3),(35 1478176.5),(36 1484132.3),(37 1468998.9),(38 1442471.3),(39 1416879.5),(40 1400322),(41 1402636.8),(42 1431356.8),(43 1469577),(44 1521162.6),(45 1581784.1),(46 1629835.4),(47 1661219.5),(48 1670582),(49 1651291),(50 1604296.9),(51 1528659.3),(52 1465769),(53 1428754.6),(54 1410330.6),(55 1405995.5),(56 1413335.5),(57 1431726.8),(58 1454888.1),(59 1478677.9),(60 1506226.3),(61 1518755.4),(62 1515098.1),(63 1493811),(64 1461768.6),(65 1420586.3),(66 1389187.9),(67 1372491.5),(68 1373209.8),(69 1394307.3),(70 1425856),(71 1462942.4),(72 1502598.8),(73 1538305.6),(74 1544444.3),(75 1550838.6),(76 1556765.1),(77 1558822.8),(78 1531589),(79 1515152.4),
(1 59874.96),(2 185038.48),(3 348051.22),(4 519643.7),(5 677149.6),(6 820950.94),(7 912038.75),(8 966514.7),(9 1000654.4),(10 1009620.8),(11 1014539.75),(12 1022372.25),(13 1038895.56),(14 1063577.1),(15 1093453.5),(16 1137846),(17 1171584.8),(18 1197355.1),(19 1217691.4),(20 1231155.8),(21 1244397.4),(22 1259520.4),(23 1271078.8),(24 1279944.3),(25 1280898.8),(26 1269560.5),(27 1254878.9),(28 1237410.8),(29 1224484.8),(30 1217333.3),(31 1211678.9),(32 1213506.1),(33 1214710.3),(34 1220418.9),(35 1223636.3),(36 1226425.8),(37 1230784.1),(38 1229768.1),(39 1227382.4),(40 1225222.6),(41 1231407.3),(42 1240710.4),(43 1254023.3),(44 1263237.4),(45 1265825.1),(46 1261004.6),(47 1255601.9),(48 1252495.6),(49 1252656.8),(50 1254449.1),(51 1257227.3),(52 1258246.4),(53 1264336.3),(54 1266518.3),(55 1268787),(56 1271494.3),(57 1279489.4),(58 1286709.8),(59 1291408.5),(60 1292642.3),(61 1289311.9),(62 1280147.8),(63 1269525.6),(64 1259877.8),(65 1243144),(66 1226093.8),(67 1214177.4),(68 1203616.5),(69 1203956.4),(70 1206534.8),(71 1210116.1),(72 1206441.3),(73 1199906.6),(74 1199032.9),(75 1212225.5),(76 1235667.9),(77 1261546.9),(78 1273467.3),(79 1293389.3),
(1 64150.56),(2 200183.63),(3 371056.8),(4 537081.9),(5 674103.4),(6 780722.94),(7 840606.3),(8 865382.2),(9 871196),(10 864440),(11 863836.75),(12 876473.3),(13 905037.5),(14 942795.6),(15 977796.56),(16 1002781.9),(17 1012736.94),(18 1013228),(19 1009496.56),(20 1003677.7),(21 1000652.5),(22 1004726.3),(23 1012036.9),(24 1017709.1),(25 1014066.7),(26 1004154.7),(27 992566.56),(28 981619.8),(29 975870.7),(30 974583.8),(31 978091.7),(32 973924.2),(33 960686.7),(34 947760.56),(35 932124.94),(36 923363.3),(37 917898.4),(38 918365.9),(39 929156),(40 946560),(41 972979.25),(42 1005199.5),(43 1025766.5),(44 1030224.7),(45 1018889.1),(46 1005436.94),(47 993012.56),(48 987436.75),(49 991467.7),(50 999133.3),(51 1007500.7),(52 1029577.3),(53 1030456.4),(54 1029511.06),(55 1032483.8),(56 1043410.7),(57 1068937.8),(58 1104001.9),(59 1143387.6),(60 1167583.1),(61 1188620.6),(62 1199622.6),(63 1189606.5),(64 1164612.3),(65 1132050.1),(66 1100987.4),(67 1082674.5),(68 1076057.9),(69 1072424.9),(70 1073990.3),(71 1078046.5),(72 1073987.3),(73 1068336),(74 1079745.1),(75 1092837.4),(76 1109914.4),(77 1125948.3),(78 1138079.6),(79 1140999.3),
