1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 114255.46),(2 221001.23),(3 331838.2),(4 387908.34),(5 523272.6),(6 701961.5),(7 876763.5),(8 841722.8),(9 882427.7),(10 951233.06),(11 984074.3),(12 922474.8),(13 918091.7),(14 976569.2),(15 981302.2),(16 991517.3),(17 986909.25),(18 1076241),(19 1128285.1),(20 1180304.9),(21 1202184),(22 1255953.9),(23 1318091),(24 1382296.9),(25 1399808),(26 1436873),(27 1508901),(28 1565401.6),(29 1637799.6),(30 1657420.5),(31 1714800.6),(32 1811369.4),(33 1970134.6),(34 1958990),(35 1980926),(36 1991465.4),(37 2073880.6),(38 1992827),(39 1925245.4),(40 1853256.1),(41 1812138.6),(42 1766508.9),(43 1706106.4),(44 1651991.4),(45 1606194.5),(46 1535402.1),(47 1485478.1),(48 1456857),(49 1519614.6),(50 1504579),(51 1443202.4),(52 1457630.4),(53 1504423.4),(54 1547216.6),(55 1550621.6),(56 1535003.6),(57 1631723.6),(58 1630272),(59 1638542.4),(60 1577478.6),(61 1582361),(62 1630271),(63 1630434.9),(64 1579126),(65 1538209),(66 1599158),(67 1680504.6),(68 1634296.4),(69 1661047),(70 1689385.1),(71 1754982.4),(72 1787021.6),(73 1849323),(74 1928653),(75 2020078.4),(76 2036019.6),(77 2087212.5),(78 2116014.8),(79 2176664.3),
(1 36224.703),(2 95477.14),(3 153873.83),(4 202985),(5 248655.83),(6 280640.84),(7 307821.47),(8 325796.06),(9 341875.78),(10 348657.9),(11 352245.38),(12 352072.66),(13 353556.84),(14 352739.84),(15 350832.84),(16 350246.8),(17 352125.56),(18 350086.13),(19 349717.78),(20 352629.22),(21 355238.34),(22 356457.8),(23 362421.75),(24 361825.78),(25 364027.3),(26 362243.56),(27 361996.38),(28 359294.94),(29 359073.72),(30 355857.8),(31 357120.56),(32 355110),(33 356942.66),(34 358985.2),(35 359666.75),(36 357937.78),(37 358467.53),(38 354885.88),(39 351624.25),(40 347656.06),(41 347332.94),(42 344701.3),(43 343452.25),(44 342460.6),(45 345818.06),(46 347400.6),(47 350967.56),(48 353910.1),(49 358268.8),(50 358957.7),(51 362186.78),(52 360020.66),(53 360068.84),(54 357811.28),(55 358657.63),(56 356716.03),(57 353880.38),(58 348076.03),(59 344153.4),(60 341651.4),(61 342041.03),(62 343969.03),(63 348190.53),(64 347350.28),(65 343443.4),(66 339724.22),(67 337741.72),(68 337663.94),(69 342048.1),(70 345531.47),(71 354058.44),(72 359340.34),(73 368267.6),(74 371607.4),(75 377534),(76 379799.84),(77 383975.66),(78 383112.22),(79 386636.1),
(1 40412.547),(2 108108.67),(3 176444.28),(4 234799.38),(5 285430.9),(6 315216.06),(7 335357.22),(8 349714.78),(9 362452.03),(10 368159.2),(11 370623.7),(12 373252.97),(13 374714.16),(14 372309.6),(15 369847.56),(16 367270.25),(17 366534.56),(18 363759.8),(19 360610.4),(20 362057.4),(21 360774.72),(22 361654.34),(23 365453.47),(24 363798.75),(25 361813.78),(26 358268.25),(27 357366.34),(28 354143.78),(29 354141.16),(30 353469.22),(31 357861.97),(32 356489.4),(33 359845.34),(34 365252.78),(35 369373.6),(36 371582.4),(37 377358.63),(38 380323.03),(39 381769.78),(40 381489.34),(41 383145.78),(42 382451.53),(43 382879.44),(44 378018.13),(45 377046.97),(46 374955.13),(47 373442.38),(48 369600.7),(49 369638.6),(50 368214.72),(51 373488.53),(52 374921.22),(53 378870.7),(54 380104.53),(55 384074.72),(56 383800.44),(57 385381.06),(58 380736.6),(59 380910.1),(60 379025.97),(61 380199.38),(62 379612.53),(63 382109.4),(64 379238.94),(65 373063.22),(66 366455.7),(67 362192.56),(68 359192),(69 359941.84),(70 359599.66),(71 363637.44),(72 362001.97),(73 365226.63),(74 365493.8),(75 369366.06),(76 370381.6),(77 374262.3),(78 376907.8),(79 378423.75),
(1 34839.02),(2 92713.86),(3 149659.86),(4 196188.6),(5 237167.28),(6 264924.03),(7 284381.03),(8 297140.63),(9 307300),(10 312385.84),(11 314196.06),(12 311192.28),(13 310427.75),(14 309289.06),(15 309922.6),(16 312373.03),(17 318561.7),(18 323038.22),(19 327708.88),(20 329627.53),(21 330860.75),(22 331309.6),(23 334496.44),(24 336152.94),(25 337585.13),(26 336951.72),(27 336580.3),(28 333832.06),(29 333941.63),(30 331519.16),(31 333634.56),(32 331437.72),(33 332484.9),(34 334236.16),(35 336560.56),(36 337228.22),(37 340346.44),(38 339917),(39 343982.1),(40 344906.56),(41 346908.3),(42 346471.7),(43 347862.47),(44 345021.25),(45 344182),(46 339483.53),(47 335288.3),(48 326631),(49 323153.63),(50 320651.9),(51 327188.44),(52 329968.63),(53 335699.16),(54 338285.06),(55 341565.5),(56 342027.56),(57 342561.22),(58 339433.16),(59 338549.1),(60 336657.25),(61 335105.84),(62 333803.56),(63 335590.6),(64 335912.28),(65 333767),(66 332713.56),(67 331987.72),(68 329048.53),(69 327516.8),(70 324007.78),(71 327105.16),(72 325410.66),(73 330358.53),(74 330985.38),(75 336537.44),(76 338890.56),(77 345126.72),(78 351828.28),(79 357868.8),
(1 38648.938),(2 103151.2),(3 167117.02),(4 220079.1),(5 264085.06),(6 294874.94),(7 314890.13),(8 324972.34),(9 332094.47),(10 336500.1),(11 340580.94),(12 343449.2),(13 350726.56),(14 353421.06),(15 354139.72),(16 354632.56),(17 354160.4),(18 350434.47),(19 349336.78),(20 350799.75),(21 348321.25),(22 344356.03),(23 343760.13),(24 342128.16),(25 341901.63),(26 337974.63),(27 340571.47),(28 342751.88),(29 348634.72),(30 351273.1),(31 359450.22),(32 362076.1),(33 364171.8),(34 362139.97),(35 359264.84),(36 355013.3),(37 352555.97),(38 348358.66),(39 349594.75),(40 348514.8),(41 349237.9),(42 345703.75),(43 345072.94),(44 342599.8),(45 340891.9),(46 336090.78),(47 335474.47),(48 334646.25),(49 338121.88),(50 339542.7),(51 347261.1),(52 352654.75),(53 359821.8),(54 360123.3),(55 360284.47),(56 353618.6),(57 348064.66),(58 340551.44),(59 337434.63),(60 333862.34),(61 330566.25),(62 329412.84),(63 331343.1),(64 330369.03),(65 332186.25),(66 334225.8),(67 338330.56),(68 340182.1),(69 341093.53),(70 341478.13),(71 344292.88),(72 340759.47),(73 340342.72),(74 335861.94),(75 335784.75),(76 333387.53),(77 334717.88),(78 335719.25),(79 340306.28),
(1 33470.387),(2 87990.3),(3 141502.64),(4 185363.94),(5 221661.33),(6 243033.48),(7 257251.25),(8 266784.88),(9 274865.1),(10 280232.94),(11 283258.7),(12 285598.28),(13 288912.84),(14 290693.97),(15 292897.5),(16 292182.78),(17 293052.38),(18 291353.4),(19 290933.38),(20 291636.88),(21 291949.2),(22 293261.22),(23 296717.7),(24 295632.34),(25 292849.06),(26 290354),(27 292888.28),(28 291744.72),(29 294612.38),(30 293733.44),(31 297637.03),(32 296953.53),(33 297174.16),(34 295181.22),(35 294996.4),(36 294106.1),(37 297335.34),(38 299811.25),(39 306079.8),(40 311897),(41 316782.53),(42 318964.56),(43 321470.53),(44 320197.2),(45 322166.8),(46 320224.38),(47 320304.8),(48 318374),(49 321219.56),(50 321995.28),(51 327879.34),(52 326379.8),(53 326910.25),(54 322945.78),(55 321095.13),(56 317788.13),(57 316507.4),(58 315863.94),(59 316526.13),(60 314179.78),(61 315137.94),(62 315196.47),(63 318017.72),(64 317099.84),(65 317372.38),(66 315038.8),(67 314612.13),(68 312599.53),(69 311876.34),(70 311324.13),(71 314040.72),(72 312388.53),(73 314384.56),(74 312407.88),(75 312350.72),(76 311054.3),(77 312442.38),(78 312424.5),(79 314709.7),
(1 35871.63),(2 94387.55),(3 151508.14),(4 196968.88),(5 235912.27),(6 259661.3),(7 274990.8),(8 285492.53),(9 294955.2),(10 301430.25),(11 305974.53),(12 307199.44),(13 307589.66),(14 304611.8),(15 302731.25),(16 304607.34),(17 309972.7),(18 313373.63),(19 314680.94),(20 316765.1),(21 317282.22),(22 316486.44),(23 319008.22),(24 316749.38),(25 314589.28),(26 312937.84),(27 316360.2),(28 315986.84),(29 319244.63),(30 318369.84),(31 322065.16),(32 320909.88),(33 321183.56),(34 320333.28),(35 322862.28),(36 325106.44),(37 328793.1),(38 328249.16),(39 329227.44),(40 329932.84),(41 329918.63),(42 327423.4),(43 326223.72),(44 323221.56),(45 322338.25),(46 320521.38),(47 322932.2),(48 325409.4),(49 327448.06),(50 328755.6),(51 335614.56),(52 332094.6),(53 329134.13),(54 323803.9),(55 323320.9),(56 323263.78),(57 327282.06),(58 329048.7),(59 332688.8),(60 330317.3),(61 332657.47),(62 332926.56),(63 334522.06),(64 331470.9),(65 331660.56),(66 328818.44),(67 326948.78),(68 323458.06),(69 321891.8),(70 317171.78),(71 315772.78),(72 313162.53),(73 316235),(74 316629.78),(75 318570.97),(76 317709.3),(77 318142.06),(78 317871.03),(79 319377.25),
(1 33625.31),(2 88502.95),(3 143702.45),(4 187858.6),(5 225153.5),(6 246861.84),(7 261292.72),(8 269244.44),(9 277662.44),(10 282306.3),(11 284572.1),(12 283923.2),(13 284018.06),(14 282422.1),(15 282674.44),(16 283640.34),(17 284795.94),(18 286139.63),(19 284421.06),(20 282662.44),(21 281460.38),(22 281642.63),(23 283204.25),(24 284285.06),(25 286965.9),(26 286957.34),(27 288623.4),(28 288290.38),(29 290348.5),(30 288369.7),(31 292963.1),(32 298480.84),(33 305442.28),(34 308447.47),(35 312194.7),(36 314659.03),(37 318164.47),(38 318070.47),(39 316865.66),(40 312874.72),(41 310399.97),(42 308901.88),(43 310319.06),(44 309656.53),(45 312526.34),(46 311839.72),(47 313031.06),(48 313063.22),(49 316942.03),(50 316257.5),(51 318046.13),(52 312906.8),(53 308804.16),(54 302927.38),(55 303893.63),(56 303699.4),(57 307262.25),(58 307504.75),(59 310723.94),(60 310002.22),(61 312878.97),(62 314317.97),(63 316978.38),(64 313165.63),(65 309726.13),(66 305090.53),(67 302112.47),(68 300053.28),(69 302257),(70 303031.94),(71 306826.8),(72 306039.03),(73 308271.72),(74 307607.9),(75 310827.47),(76 309747.4),(77 312261.28),(78 315573.34),(79 320511.88),
(1 37154.375),(2 98815.266),(3 157946.83),(4 204289.27),(5 241422.45),(6 262864.4),(7 276663.66),(8 283770.3),(9 293065),(10 297558.16),(11 300417.22),(12 299455),(13 298585.13),(14 296482.25),(15 296191.84),(16 294622.22),(17 293674.44),(18 289644.2),(19 288360.88),(20 286571.16),(21 285917.06),(22 284781.3),(23 286908.53),(24 286915.63),(25 288161.6),(26 288489),(27 292592.16),(28 292474.53),(29 294147.34),(30 292670.47),(31 295603.34),(32 296016.53),(33 297966.47),(34 298979.8),(35 299697.75),(36 299809.34),(37 303379.94),(38 304184.97),(39 304320.88),(40 300232.7),(41 297104.22),(42 292813.66),(43 290940.3),(44 289331.3),(45 292743.13),(46 293267.34),(47 297141.2),(48 298606.22),(49 301329.84),(50 297020.9),(51 297077.25),(52 294324.38),(53 295935.78),(54 293099.75),(55 294149.78),(56 290667.03),(57 289868.3),(58 288396.94),(59 290246.4),(60 293593.53),(61 298600.72),(62 304585.7),(63 312389.25),(64 316087.5),(65 319329.53),(66 318376.53),(67 315967.8),(68 308573.1),(69 305148.53),(70 301607.06),(71 305021.44),(72 304306.28),(73 306506),(74 304012.78),(75 304301.3),(76 301970.38),(77 300497.4),(78 297249.38),(79 295367.53),
(1 35810.164),(2 94961.88),(3 154230.95),(4 201482.73),(5 240442.3),(6 261137.44),(7 274539.84),(8 281735.6),(9 289296.7),(10 292561.75),(11 296153.75),(12 296617.97),(13 297398.03),(14 295457.63),(15 296015.56),(16 296077.34),(17 295447.66),(18 294337.3),(19 293967.7),(20 293920.78),(21 293268.25),(22 293489.75),(23 295031.47),(24 292941.97),(25 291896.53),(26 291324.6),(27 295109),(28 296246.94),(29 300867.9),(30 301423.66),(31 305305.66),(32 304593.3),(33 304482.03),(34 302534.97),(35 301818.47),(36 301093),(37 303736.5),(38 304510.06),(39 306523.7),(40 307713.16),(41 308112.1),(42 306680.84),(43 305717.25),(44 302897.75),(45 306788.9),(46 308413.5),(47 310385.72),(48 308267),(49 308446.06),(50 301233.66),(51 298501),(52 295547.53),(53 297856.7),(54 298819.88),(55 303255.66),(56 303341.4),(57 302999.25),(58 300344.66),(59 300441.13),(60 298812.4),(61 301379.34),(62 304443.03),(63 308843.2),(64 307415.2),(65 307661.9),(66 304454.88),(67 300602.8),(68 295662.97),(69 295330.63),(70 293413.78),(71 295507.56),(72 296324.44),(73 299273.3),(74 295627.66),(75 293997.72),(76 291749.5),(77 293819.75),(78 293739),(79 296998.16),
(1 35961.438),(2 94933.62),(3 152594.16),(4 197363.75),(5 232195.81),(6 252831.61),(7 270029.22),(8 281827.63),(9 291801.53),(10 297223.28),(11 300202),(12 301016.1),(13 301102.94),(14 299761.06),(15 298477.66),(16 298454.97),(17 299181.38),(18 299374.6),(19 299883.53),(20 303364.34),(21 302248.1),(22 297561),(23 296086.78),(24 291685.44),(25 289693.44),(26 290287.13),(27 298648.4),(28 299080.5),(29 300019.47),(30 293692.78),(31 290990.56),(32 284931.22),(33 282960.72),(34 283023.22),(35 286324.16),(36 287201.53),(37 291433.44),(38 292114.63),(39 293361.88),(40 291107.8),(41 288381.63),(42 284621.66),(43 283990.3),(44 282656.44),(45 287089.56),(46 288998.44),(47 292048.56),(48 291027.97),(49 289284.44),(50 283719.56),(51 283098.13),(52 280644.5),(53 282898.63),(54 283672.53),(55 287590.22),(56 287747.22),(57 288371.78),(58 286141.8),(59 284762.7),(60 280394.78),(61 279335.1),(62 279705.03),(63 281802.7),(64 280872.5),(65 281420.72),(66 279143),(67 278228.06),(68 275421.28),(69 277084.5),(70 277722.47),(71 279965.66),(72 279535.84),(73 281590.7),(74 281396.28),(75 285378.22),(76 284832.9),(77 284906.2),(78 283488.28),(79 283907.56),
(1 33202.96),(2 87620.12),(3 141177.7),(4 181160.6),(5 210225.97),(6 226012.25),(7 236759.31),(8 243879.97),(9 251342.69),(10 256454.39),(11 261056.17),(12 261988.66),(13 262157.1),(14 257124.48),(15 255166.64),(16 252567.61),(17 254272.6),(18 254179.61),(19 257168.66),(20 259281.77),(21 261133.67),(22 259054.69),(23 260077.36),(24 257892.2),(25 256636.73),(26 257632.28),(27 263312),(28 268594.94),(29 274457.38),(30 272694.4),(31 271619.56),(32 266311.5),(33 263403.4),(34 260735.72),(35 261687.34),(36 263326.75),(37 267938.3),(38 269791.78),(39 275392.44),(40 277870.1),(41 281602.9),(42 284520.5),(43 286713.28),(44 286412.72),(45 287959.4),(46 285533),(47 283715.66),(48 281927.1),(49 281529.34),(50 279483.06),(51 280780.8),(52 278042.25),(53 279323.34),(54 277370.72),(55 277666.13),(56 275726.2),(57 274766.5),(58 269565.75),(59 266680.22),(60 266363.5),(61 266969.66),(62 264599.06),(63 263777.3),(64 261575.34),(65 263142.1),(66 264310.2),(67 268448.75),(68 269360.4),(69 270053.44),(70 269083.34),(71 269947.56),(72 268243.44),(73 270298.56),(74 269192.84),(75 270482),(76 271260.06),(77 269990.94),(78 269494.7),(79 270024.16),
(1 33878.367),(2 89586.11),(3 142722.31),(4 182878.05),(5 213415.34),(6 231908.36),(7 245117.52),(8 253389.8),(9 259437.4),(10 260157.08),(11 259749.33),(12 256279.47),(13 253149.16),(14 250107.81),(15 250160.66),(16 250329.94),(17 252377),(18 254333.16),(19 256700.66),(20 259096.19),(21 260235.36),(22 259931.03),(23 261596.75),(24 262490.88),(25 264231.8),(26 264246.38),(27 267084.75),(28 267466.47),(29 270269.06),(30 270868.16),(31 275161.16),(32 276162.22),(33 277724.6),(34 278070.38),(35 280799.97),(36 282153.34),(37 284654),(38 282664.8),(39 279793.66),(40 274940.53),(41 271301.78),(42 267564),(43 265878.53),(44 265629.28),(45 267937.9),(46 268421.97),(47 271244.8),(48 273010.7),(49 273595.1),(50 271913.8),(51 273680.97),(52 270359.2),(53 267860.13),(54 263768.72),(55 261655.64),(56 258723.86),(57 258555.2),(58 258638.84),(59 262334.5),(60 266602.75),(61 268730.72),(62 267254.88),(63 266160.5),(64 260388.5),(65 256971.7),(66 255486.88),(67 259936.28),(68 262465.22),(69 267027.72),(70 266842.28),(71 266633.9),(72 263617.25),(73 264564.34),(74 263516.53),(75 265489.13),(76 263748.7),(77 265423.6),(78 267054.72),(79 271296.13),
(1 32850.875),(2 85385.516),(3 136529.17),(4 175051.28),(5 205706.72),(6 223448.72),(7 238632.88),(8 249158.95),(9 259311.13),(10 264514.88),(11 266980.34),(12 264449.22),(13 262655.7),(14 261294.63),(15 261704.19),(16 259919.97),(17 259509.13),(18 257953.34),(19 256595.2),(20 256200.44),(21 255993.83),(22 256834.73),(23 259710.06),(24 259831.75),(25 259571.86),(26 256469.1),(27 255547.56),(28 251995.45),(29 252091.61),(30 248732.14),(31 250922),(32 251313.64),(33 253305.78),(34 253670.36),(35 256407.64),(36 260523.97),(37 266698.75),(38 271226.88),(39 275102.72),(40 275915),(41 277220.38),(42 274996.03),(43 271864.84),(44 267651),(45 266809.44),(46 264060.34),(47 266259.5),(48 266279.6),(49 266764.2),(50 264538.38),(51 265445.28),(52 264122.13),(53 265223.03),(54 263084.4),(55 262680.44),(56 260868.19),(57 261501.06),(58 260203.72),(59 260557.48),(60 258597.06),(61 261336.47),(62 262533.22),(63 263507.06),(64 260751.13),(65 260351.72),(66 258278.36),(67 257599.94),(68 255000.06),(69 257673.6),(70 258994.19),(71 264238.03),(72 266699.47),(73 271548.53),(74 270928),(75 270837.94),(76 266980.72),(77 267297),(78 266084.13),(79 270760.53),
(1 31656.912),(2 82175.03),(3 131149.3),(4 167723.55),(5 195686.48),(6 211023.19),(7 222856.64),(8 231648.08),(9 240876.98),(10 244255.7),(11 244209.14),(12 242441.33),(13 242609.77),(14 241534.64),(15 241622.86),(16 242990.27),(17 244859.13),(18 243424.08),(19 242452.81),(20 240936.44),(21 240717.53),(22 241644.36),(23 242943.45),(24 243656.55),(25 246528.08),(26 248166.17),(27 251567.23),(28 250040.69),(29 249107.38),(30 246337.14),(31 249235.48),(32 249181.33),(33 249331.27),(34 250065.36),(35 250833.33),(36 248813.28),(37 248241.55),(38 246600.98),(39 246742.8),(40 247078.9),(41 248363.81),(42 249487.42),(43 250605.88),(44 250420.03),(45 254243.02),(46 255679.05),(47 258684.92),(48 260318.27),(49 263164.38),(50 262813.13),(51 267892.4),(52 265224.1),(53 263766.97),(54 257797.69),(55 254448.58),(56 251278.78),(57 253743.56),(58 252793.28),(59 253858.9),(60 251951.73),(61 252415.08),(62 251496.3),(63 251332.25),(64 248480.33),(65 248650.31),(66 247835.38),(67 246544.36),(68 243681.33),(69 244288.48),(70 243723.97),(71 246658.5),(72 247266.27),(73 250521.69),(74 249663.48),(75 251085.8),(76 248815.95),(77 249029.5),(78 246720.4),(79 247834.53),
(1 29815.57),(2 76712.51),(3 120820.62),(4 153114.17),(5 178211.13),(6 192038.97),(7 203099.08),(8 210267.9),(9 217756.16),(10 221339.67),(11 223420.52),(12 222526.77),(13 223743.92),(14 224280.36),(15 225413.38),(16 225838.58),(17 226552.03),(18 224068.28),(19 223541.55),(20 223910.34),(21 223368.63),(22 224153.3),(23 223418.73),(24 219298.19),(25 218423.22),(26 218136.28),(27 222478.84),(28 224682.78),(29 227596.63),(30 227460.9),(31 228572.52),(32 224877.73),(33 223299.95),(34 222523.13),(35 223143.38),(36 222583.33),(37 224189.11),(38 224104.7),(39 225018.48),(40 226374.58),(41 231509.31),(42 234214.1),(43 236377.42),(44 235272.33),(45 238944.7),(46 237650.34),(47 238895.69),(48 234961.08),(49 234145.75),(50 230538.73),(51 229717.23),(52 226567.13),(53 226459.28),(54 226126.92),(55 229248),(56 230739.3),(57 232220.72),(58 232305.98),(59 232328.16),(60 231055.2),(61 228935.67),(62 226572.27),(63 227007),(64 225316.27),(65 226236.11),(66 226718.77),(67 228193.94),(68 226913),(69 227998.53),(70 226261.3),(71 226833.34),(72 224545.52),(73 225934.19),(74 224772.48),(75 226412.6),(76 226494.56),(77 229159.84),(78 230741.7),(79 231684.23),
(1 27977.938),(2 72145.9),(3 114885.03),(4 146123.78),(5 171384.61),(6 183417.92),(7 191450.83),(8 197910.1),(9 205656.52),(10 210481.48),(11 214097.36),(12 214430.44),(13 215489.61),(14 215530.39),(15 216339.34),(16 215400.47),(17 214831.72),(18 214989.94),(19 218430.16),(20 223978.19),(21 226567.78),(22 225635.72),(23 226181.3),(24 223640.5),(25 220540.73),(26 217446.33),(27 220288.22),(28 220641.72),(29 223293.7),(30 223928.22),(31 226863.45),(32 225897.39),(33 225642.97),(34 225001.34),(35 226006.19),(36 224792.88),(37 226565.95),(38 225558.47),(39 226451.75),(40 225917.13),(41 226214.88),(42 222248.52),(43 218653.6),(44 213915.05),(45 213016.83),(46 210326.19),(47 210246.55),(48 208713.17),(49 210290.92),(50 210257.02),(51 214633.9),(52 214251.11),(53 214298.63),(54 211822.61),(55 212476.14),(56 210584.3),(57 210554.69),(58 210658.25),(59 212472.61),(60 211959.53),(61 211437.22),(62 210807.33),(63 211892.31),(64 210430.25),(65 212711.17),(66 212960.03),(67 212795.08),(68 210951.27),(69 211221.06),(70 211050.28),(71 215684.56),(72 217457.5),(73 221567.95),(74 220150.17),(75 220488.67),(76 216672.94),(77 216809.2),(78 214760.52),(79 214280.83),
(1 27947.346),(2 70903.35),(3 111124.02),(4 139985.05),(5 162262.39),(6 173907.5),(7 183565.72),(8 190488.7),(9 197891.4),(10 202056.13),(11 204925.39),(12 204471.34),(13 205693),(14 204616.22),(15 203973.38),(16 203267.31),(17 204333.36),(18 204961.67),(19 208168.89),(20 211173.77),(21 211447.4),(22 211586.2),(23 213063.58),(24 212460.13),(25 213506.77),(26 214476.45),(27 218505.75),(28 217033.64),(29 217018.1),(30 212790.33),(31 214081.81),(32 212990.08),(33 213694.77),(34 213008.05),(35 213921.78),(36 214117.36),(37 217993.05),(38 220867.77),(39 224203.48),(40 221774.05),(41 220251.84),(42 218290.33),(43 217016.63),(44 214223.67),(45 216268.92),(46 215505.64),(47 216175.94),(48 214843.9),(49 215002.69),(50 210744.84),(51 208611.45),(52 204053.08),(53 204162.17),(54 202884.44),(55 202805.47),(56 201093.4),(57 201526.06),(58 201405.67),(59 202361.56),(60 202512.17),(61 204601.77),(62 205940.28),(63 208174.47),(64 209252.78),(65 212361.16),(66 213899.48),(67 214258.81),(68 212216.3),(69 213531.4),(70 211966.31),(71 213243.53),(72 212732.02),(73 215041.47),(74 213240.5),(75 215525.34),(76 213559.78),(77 214570.78),(78 213381.16),(79 215671.39),
(1 27827.38),(2 70986.6),(3 111099.86),(4 139466.17),(5 159941.89),(6 169648.16),(7 177001.39),(8 181859.38),(9 187998.55),(10 191953.08),(11 194641.4),(12 193363.55),(13 192951.44),(14 191218.16),(15 191375.67),(16 190887.53),(17 189403.31),(18 188487.11),(19 189757.45),(20 193483.66),(21 196866.88),(22 198295.05),(23 200977.17),(24 198757.16),(25 197052.39),(26 195281.64),(27 198511.27),(28 198133.75),(29 199416.67),(30 198274.66),(31 200068),(32 198495.58),(33 198827),(34 199441.55),(35 200409.34),(36 199768.36),(37 203492),(38 205964.86),(39 207747),(40 204841.25),(41 205981.95),(42 204181.84),(43 202624.25),(44 200300.34),(45 201651.27),(46 200894.84),(47 201095.1),(48 198545.73),(49 198913.9),(50 194065.1),(51 193700.03),(52 191032.81),(53 193411.14),(54 194421.92),(55 198719.73),(56 200318.53),(57 202680.55),(58 201698.2),(59 204620.03),(60 204075.27),(61 206978.73),(62 207112.73),(63 208022.2),(64 206133.03),(65 203669.81),(66 200551.02),(67 199301.27),(68 196973.61),(69 199174.61),(70 199619.77),(71 201696.78),(72 202247.6),(73 206251.52),(74 207586.52),(75 210821.95),(76 210332.73),(77 210540.14),(78 208639.84),(79 207014.92),
