1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 20877.248),(2 77426.74),(3 164561.77),(4 276681.53),(5 410405.53),(6 565878.8),(7 739088.94),(8 921130.25),(9 1113552.4),(10 1312672.4),(11 1516139.1),(12 1719468.5),(13 1923738.4),(14 2129729),(15 2331906.8),(16 2525998.3),(17 2715513.5),(18 2894952.8),(19 3074824),(20 3229430),(21 3372766),(22 3500091.3),(23 3628711.8),(24 3751848),(25 3868806.3),(26 3975953.5),(27 4069623),(28 4163198),(29 4267011.5),(30 4371123.5),(31 4483663.5),(32 4581390),(33 4687556),(34 4788720.5),(35 4885459.5),(36 4983650),(37 5078201.5),(38 5158597),(39 5228714.5),(40 5300318.5),(41 5361690),(42 5393379),(43 5407641),(44 5401484),(45 5387253.5),(46 5352980),(47 5309542.5),(48 5246584.5),(49 5169230.5),(50 5066635.5),(51 4941900.5),(52 4810519),(53 4657502.5),(54 4479853.5),(55 4290376.5),(56 4091348.8),(57 3894183.8),(58 3689516.5),(59 3485767),(60 3292820.3),(61 3107301.5),(62 2929890),(63 2769174),(64 2621538.5),(65 2492178),(66 2379645),(67 2286893.8),(68 2217863.8),(69 2163205.5),(70 2124763.5),(71 2111203.8),(72 2114197.5),(73 2131851),(74 2169264.3),(75 2226595.5),(76 2297237.5),(77 2381959.3),(78 2478879),(79 2590310),
(1 18489.783),(2 69147.26),(3 148383.77),(4 252224.13),(5 378316.97),(6 522764.4),(7 683645.5),(8 860121.5),(9 1054859.5),(10 1257096.6),(11 1466312.9),(12 1675866),(13 1891598.9),(14 2105459.3),(15 2321952.5),(16 2525521),(17 2715790),(18 2899839.3),(19 3078662),(20 3240524.3),(21 3381268),(22 3502694),(23 3621150),(24 3730940),(25 3831613.3),(26 3925184),(27 4013741.8),(28 4098120.8),(29 4173564.8),(30 4243128),(31 4302820),(32 4354237.5),(33 4399372),(34 4435741.5),(35 4468390.5),(36 4497265.5),(37 4523903.5),(38 4550414.5),(39 4569123.5),(40 4580325.5),(41 4590623),(42 4595588),(43 4608406.5),(44 4624474),(45 4637323.5),(46 4643700),(47 4640548.5),(48 4632836.5),(49 4614914.5),(50 4588320.5),(51 4554284),(52 4514142),(53 4466305),(54 4410046.5),(55 4349514.5),(56 4288722.5),(57 4227642.5),(58 4158444.8),(59 4084455.3),(60 4016730.8),(61 3953459),(62 3887342.8),(63 3823863.8),(64 3764226),(65 3706677),(66 3649947),(67 3602470.8),(68 3560210),(69 3522339.8),(70 3487072.8),(71 3455684.8),(72 3421211.3),(73 3390283.8),(74 3356637.8),(75 3324453.8),(76 3301116.8),(77 3279904.8),(78 3262042.8),(79 3254200.3),
(1 17617.525),(2 64997.41),(3 137718.61),(4 230840.94),(5 341598),(6 466842.97),(7 603130.06),(8 743371.5),(9 892681.94),(10 1045350.9),(11 1202051.5),(12 1364796),(13 1531917.9),(14 1698233.8),(15 1861618.5),(16 2019659.5),(17 2171020.8),(18 2316806),(19 2453905.3),(20 2575470.8),(21 2680512),(22 2769731.5),(23 2845479),(24 2908277.5),(25 2960425),(26 2998614.5),(27 3027366.5),(28 3049430.8),(29 3073593),(30 3089019.5),(31 3101778),(32 3108448),(33 3108877.5),(34 3091802.3),(35 3070366),(36 3048816.8),(37 3030130),(38 3013826.5),(39 2997571.3),(40 2980492.3),(41 2967057.3),(42 2964056.3),(43 2976531.3),(44 3000700.3),(45 3036262.5),(46 3069090.5),(47 3102211.3),(48 3136805),(49 3178443.3),(50 3216898),(51 3242124.3),(52 3271270),(53 3302549),(54 3323781.8),(55 3340533.8),(56 3349974.5),(57 3357351.8),(58 3343513),(59 3310854.5),(60 3267113),(61 3225165),(62 3164892.3),(63 3097779.8),(64 3029027.3),(65 2958543),(66 2879835),(67 2801452.5),(68 2725382.5),(69 2657996.5),(70 2597110),(71 2545999.3),(72 2506438.5),(73 2475431.3),(74 2448184.3),(75 2433829),(76 2424434.3),(77 2418293),(78 2421672.5),(79 2440095.5),
(1 18987.078),(2 70415.67),(3 149081.23),(4 250907.2),(5 373569.8),(6 515827.3),(7 672844.94),(8 838731.8),(9 1015426.6),(10 1198816.1),(11 1386846.1),(12 1571804.4),(13 1755117.5),(14 1935740.8),(15 2108983.3),(16 2275565),(17 2426902.8),(18 2560573.3),(19 2669931),(20 2765162.5),(21 2838852.5),(22 2891389.8),(23 2933556.3),(24 2959594.5),(25 2970010.5),(26 2963029),(27 2939488),(28 2909066.5),(29 2879536.8),(30 2844723.3),(31 2811046.5),(32 2777280.3),(33 2741034.3),(34 2691251.3),(35 2636268),(36 2573332.8),(37 2505100.8),(38 2434987.5),(39 2365487),(40 2295555.5),(41 2229410.5),(42 2173887.3),(43 2134435.5),(44 2100031),(45 2075948.5),(46 2055799.6),(47 2052153),(48 2058358.1),(49 2070019),(50 2088439.6),(51 2113875.3),(52 2148093.5),(53 2190069.5),(54 2242921.8),(55 2288855),(56 2337203),(57 2389114.5),(58 2428236.3),(59 2459994.5),(60 2490133.8),(61 2523649.3),(62 2547516.3),(63 2563999.5),(64 2580316.5),(65 2588435.3),(66 2581442),(67 2567902),(68 2548929.8),(69 2529270.3),(70 2508668),(71 2488123.3),(72 2470531),(73 2455128.8),(74 2444410.8),(75 2430021.8),(76 2413492.5),(77 2402945.8),(78 2393788.5),(79 2393007.3),
(1 18120.78),(2 65754.31),(3 138311.56),(4 229020.53),(5 334630.03),(6 454446.84),(7 585740),(8 720576.56),(9 860921.44),(10 1003483.56),(11 1143419.1),(12 1278007.5),(13 1403851),(14 1516792.9),(15 1622450.6),(16 1715353.4),(17 1796148.8),(18 1866313.5),(19 1930783.8),(20 1985547.4),(21 2029427.9),(22 2062504.5),(23 2094132.5),(24 2120951.8),(25 2150209.3),(26 2174634.3),(27 2198394.8),(28 2217942.3),(29 2244296.5),(30 2272815.8),(31 2300692.5),(32 2331271.5),(33 2362994.8),(34 2393167),(35 2425148.5),(36 2450863),(37 2476190.3),(38 2502640),(39 2523942.3),(40 2540213.3),(41 2545280),(42 2544963.8),(43 2540008),(44 2523884.8),(45 2502171.8),(46 2466920),(47 2428213.3),(48 2383556.3),(49 2332971),(50 2272452),(51 2205787.8),(52 2138165),(53 2068506.4),(54 1999388.3),(55 1927821),(56 1859896.9),(57 1791693.8),(58 1723959),(59 1656859.5),(60 1596845.4),(61 1545636.9),(62 1501831.9),(63 1467487.8),(64 1449343.9),(65 1446503.4),(66 1446842.5),(67 1458386.9),(68 1480019.8),(69 1506234.6),(70 1539118.6),(71 1576417.6),(72 1619331),(73 1665344.5),(74 1709858.4),(75 1746353.8),(76 1778432.1),(77 1805338.1),(78 1826236),(79 1841604.5),
(1 20909.746),(2 77320.65),(3 164379.17),(4 274898.78),(5 404199.94),(6 548095.7),(7 703421.4),(8 861901.7),(9 1020929.56),(10 1175692.8),(11 1324116.5),(12 1460962.6),(13 1586285.1),(14 1695636.8),(15 1788094.1),(16 1866862.9),(17 1924579.3),(18 1964390.9),(19 1991665.4),(20 2006269.1),(21 2013103.8),(22 2009647.5),(23 2000007.8),(24 1983672.8),(25 1964184.5),(26 1941015.1),(27 1910310.1),(28 1879189.1),(29 1851556.8),(30 1831683.5),(31 1820270.9),(32 1813461.1),(33 1822182.4),(34 1832656.5),(35 1846309.1),(36 1862546.9),(37 1884628.9),(38 1911700.3),(39 1944267.5),(40 1979317.8),(41 2017178.8),(42 2056470.1),(43 2100545),(44 2148203.5),(45 2197630.3),(46 2245668),(47 2295346.8),(48 2342527.8),(49 2382970.8),(50 2414469.3),(51 2431227.3),(52 2440018.3),(53 2435225.5),(54 2416715.3),(55 2384050.3),(56 2337511.3),(57 2278536.5),(58 2208997.5),(59 2138681),(60 2062207.1),(61 1984227.5),(62 1905089.4),(63 1826575.4),(64 1755624.4),(65 1689310.5),(66 1631822.6),(67 1582337.9),(68 1543056.9),(69 1514883.3),(70 1499139.6),(71 1498483.3),(72 1511000.5),(73 1538206.6),(74 1573226.1),(75 1614962.6),(76 1661331.8),(77 1709047.6),(78 1754658.4),(79 1801119.4),
(1 21308.871),(2 78374.89),(3 166144.3),(4 278459.97),(5 410993.88),(6 559413.94),(7 720192.9),(8 882675.7),(9 1041161.3),(10 1190733.9),(11 1329058.9),(12 1452791.3),(13 1558258.8),(14 1644597.4),(15 1708322.4),(16 1754840),(17 1781043),(18 1792238.9),(19 1791434.6),(20 1781447),(21 1765017.5),(22 1746422.5),(23 1729439.5),(24 1711801.4),(25 1694916.6),(26 1678556.9),(27 1666742.8),(28 1650163),(29 1633254.3),(30 1616178.4),(31 1600774.3),(32 1584198.8),(33 1568233.5),(34 1549164.8),(35 1530215.3),(36 1510279.3),(37 1496565.4),(38 1484124),(39 1474283.6),(40 1462372),(41 1456031.1),(42 1452243),(43 1454714.8),(44 1460501.6),(45 1471061.1),(46 1489179.4),(47 1512711.9),(48 1540340.4),(49 1577109.1),(50 1621503.5),(51 1675279.4),(52 1735636.8),(53 1801704.5),(54 1867541.6),(55 1929403.6),(56 1982658.4),(57 2032928),(58 2068753.8),(59 2093224.3),(60 2101017.3),(61 2098081.8),(62 2081143.5),(63 2054423.8),(64 2022003),(65 1988511.5),(66 1953899.9),(67 1917728.6),(68 1884022.8),(69 1850810.1),(70 1818311.5),(71 1790619.3),(72 1765887.5),(73 1748301.6),(74 1736686.8),(75 1731812.1),(76 1735830.6),(77 1740978.6),(78 1749621.9),(79 1764309),
(1 22049.848),(2 82869.63),(3 176432.92),(4 294065.94),(5 430040.13),(6 581594.7),(7 741159.1),(8 902352.75),(9 1061811.9),(10 1210474.5),(11 1344813.8),(12 1463067.9),(13 1562714.5),(14 1645819.9),(15 1713634.6),(16 1769988.6),(17 1813118.5),(18 1843335.5),(19 1867908.3),(20 1882554.6),(21 1883555.8),(22 1875941.5),(23 1862585),(24 1840647.4),(25 1814212.5),(26 1783410.9),(27 1747939.1),(28 1710322.1),(29 1672535.6),(30 1631804.4),(31 1592607.5),(32 1558010),(33 1527788.4),(34 1497370.1),(35 1470175.5),(36 1442938),(37 1415110.5),(38 1384500.6),(39 1353883.8),(40 1323154.9),(41 1295641.3),(42 1274648.3),(43 1260077.3),(44 1251154.4),(45 1253766),(46 1266332.4),(47 1290450.4),(48 1323400.8),(49 1360331.4),(50 1402498.8),(51 1446481.3),(52 1495188.9),(53 1547269.4),(54 1597274.8),(55 1649501.1),(56 1694080.3),(57 1735553.9),(58 1770814),(59 1796674.8),(60 1813615.5),(61 1819631.5),(62 1817717),(63 1805622.9),(64 1782536.3),(65 1757739.5),(66 1728325.6),(67 1696625.1),(68 1666981.3),(69 1640477.1),(70 1617334.8),(71 1595218.5),(72 1576780.1),(73 1559655.3),(74 1545069),(75 1529105),(76 1512681.4),(77 1492612.9),(78 1471273.9),(79 1448544.5),
(1 25606.195),(2 96852.44),(3 208313.9),(4 350345.06),(5 517583.5),(6 704074),(7 897241.25),(8 1087976.3),(9 1269262.5),(10 1437976.6),(11 1589118.5),(12 1724230.8),(13 1830054.3),(14 1911410),(15 1960507),(16 1986877.5),(17 1994896.8),(18 1980950.6),(19 1948206),(20 1903102),(21 1849358.1),(22 1790151.1),(23 1737040.1),(24 1685305.6),(25 1640224.5),(26 1606026.3),(27 1579883),(28 1568549.4),(29 1567856.4),(30 1583732.9),(31 1613890.4),(32 1652228),(33 1694459.4),(34 1739975.5),(35 1783348.4),(36 1822567.8),(37 1854948.8),(38 1878907.8),(39 1895133.9),(40 1900930.5),(41 1896843.3),(42 1884948.5),(43 1870211.9),(44 1851319.1),(45 1833779.3),(46 1818450.5),(47 1807409.3),(48 1801007.4),(49 1795278.5),(50 1787442),(51 1774664.3),(52 1764554.5),(53 1756646.4),(54 1751139.3),(55 1747245.4),(56 1744966.6),(57 1744974.3),(58 1743983.3),(59 1742573.4),(60 1743373.5),(61 1743190.5),(62 1744768),(63 1741769.5),(64 1740332),(65 1738722.3),(66 1737254.5),(67 1736758.1),(68 1736610.6),(69 1733519.9),(70 1730285.5),(71 1725727.3),(72 1721863),(73 1720003.3),(74 1722339.1),(75 1718441.3),(76 1707684.9),(77 1688508.3),(78 1660579.1),(79 1626693),
(1 26936.688),(2 100913.48),(3 215190.81),(4 361728.6),(5 533828.3),(6 726113.75),(7 931188.56),(8 1137707.6),(9 1337726.9),(10 1531977.3),(11 1711816.9),(12 1870292.8),(13 2006562.8),(14 2110286.8),(15 2179792.5),(16 2219206),(17 2237618.5),(18 2227765.3),(19 2196230),(20 2145468),(21 2084179.9),(22 2015234.8),(23 1949208),(24 1882932.4),(25 1823177.1),(26 1770520),(27 1725068.4),(28 1688596.1),(29 1657514.4),(30 1629964.3),(31 1606521.9),(32 1586320.3),(33 1570469.5),(34 1559309.9),(35 1552813.3),(36 1550305),(37 1552417.9),(38 1559942.3),(39 1575608.9),(40 1592847.6),(41 1611022.3),(42 1630967.9),(43 1651527.6),(44 1673856.1),(45 1694829.6),(46 1711932.5),(47 1726596.5),(48 1738426.8),(49 1749632.1),(50 1756612.3),(51 1759144.6),(52 1763038.5),(53 1767088.6),(54 1772358),(55 1783078.8),(56 1794150.1),(57 1810734.5),(58 1829065.8),(59 1851017.1),(60 1872612.8),(61 1894168),(62 1916878),(63 1938011.9),(64 1957035.3),(65 1973265.3),(66 1985281.8),(67 1993627.6),(68 1999069.9),(69 2000304.4),(70 1996426.8),(71 1987748.4),(72 1978368.3),(73 1964668.5),(74 1951220.8),(75 1935277.9),(76 1912955.5),(77 1886456.9),(78 1856716.5),(79 1828911.1),
(1 21428.938),(2 81018.69),(3 174724.98),(4 294768.4),(5 433631.25),(6 586187.75),(7 747103.5),(8 905067.1),(9 1053350.1),(10 1189257.6),(11 1305642.6),(12 1397629.9),(13 1465632.6),(14 1504800.3),(15 1524233),(16 1522290),(17 1502617.9),(18 1469371.4),(19 1429611.3),(20 1385558.4),(21 1347330),(22 1318350.9),(23 1302124.8),(24 1297176.1),(25 1304220.1),(26 1321625.9),(27 1349348.6),(28 1384085.6),(29 1422278.3),(30 1460594),(31 1495260),(32 1525531.9),(33 1552687.8),(34 1575844.4),(35 1595279.5),(36 1609890.9),(37 1619422.4),(38 1623037),(39 1625256.5),(40 1622791.8),(41 1613119.9),(42 1595899.9),(43 1575098.5),(44 1550926.1),(45 1522976.5),(46 1492136.6),(47 1458589.5),(48 1428140.6),(49 1396319.8),(50 1362884.8),(51 1330682),(52 1303920.8),(53 1281392.1),(54 1263293.5),(55 1244413),(56 1227708.6),(57 1216966.9),(58 1209100.1),(59 1200440.9),(60 1194149.3),(61 1193495.9),(62 1194337.9),(63 1200292.9),(64 1213901.5),(65 1231789.1),(66 1253383.1),(67 1279555.3),(68 1306843.6),(69 1333600.3),(70 1356145.6),(71 1376604.6),(72 1394645.5),(73 1406744),(74 1412811.8),(75 1413403.5),(76 1408982.1),(77 1406090.5),(78 1403993.3),(79 1404274.3),
(1 21765.11),(2 80688.66),(3 170554.67),(4 284289.25),(5 414257.34),(6 552699.75),(7 695318.56),(8 831073.75),(9 955122),(10 1064830.4),(11 1158355.9),(12 1233419.8),(13 1292029.6),(14 1334301.4),(15 1359570.1),(16 1366723.5),(17 1361688.8),(18 1348713.3),(19 1333356.4),(20 1315036),(21 1299074.1),(22 1281013),(23 1261140.3),(24 1243064.8),(25 1228590.5),(26 1218895.3),(27 1213826.4),(28 1211881),(29 1212274),(30 1206976.5),(31 1194041.4),(32 1181979),(33 1166846.1),(34 1152107.9),(35 1136459.1),(36 1122988.5),(37 1114544.8),(38 1108305.6),(39 1104998.5),(40 1103958.1),(41 1104403.1),(42 1103952.5),(43 1109312.1),(44 1119563.4),(45 1129311.6),(46 1137611.3),(47 1145593.5),(48 1150950),(49 1155284.5),(50 1160466.5),(51 1165193.6),(52 1175259.9),(53 1189318.1),(54 1206338.6),(55 1220970.8),(56 1231658.3),(57 1240884.5),(58 1241858),(59 1239199.8),(60 1236541.8),(61 1234321.5),(62 1237226),(63 1241942.6),(64 1252882.1),(65 1268483.4),(66 1291063.5),(67 1319765.5),(68 1351793.8),(69 1386335.5),(70 1417493.1),(71 1442762.4),(72 1460764.5),(73 1471356),(74 1474800.5),(75 1469627),(76 1456968.9),(77 1442986.6),(78 1425265.8),(79 1410003.8),
(1 26414.232),(2 97940.195),(3 206591.34),(4 341468.13),(5 491662.97),(6 649126.2),(7 802877.75),(8 942129.7),(9 1060692.1),(10 1154268.3),(11 1221131),(12 1262587.1),(13 1279097.6),(14 1276933.6),(15 1262063.5),(16 1235328.1),(17 1200948.9),(18 1164154.8),(19 1132597.3),(20 1106677.4),(21 1090264.4),(22 1080223.3),(23 1075364.5),(24 1077184),(25 1084254.8),(26 1094419),(27 1105851.6),(28 1117629.3),(29 1132584.5),(30 1145261.6),(31 1154515.4),(32 1158780.3),(33 1162561),(34 1170384.1),(35 1182616.1),(36 1203046.1),(37 1229773.6),(38 1261642.8),(39 1297742.8),(40 1331207.4),(41 1360387.8),(42 1381692.1),(43 1398206),(44 1410888.3),(45 1416191.1),(46 1413664.3),(47 1404198),(48 1391066.4),(49 1378823.4),(50 1367331.9),(51 1357621.6),(52 1354740.6),(53 1356634.4),(54 1362657.1),(55 1369179.5),(56 1369165.8),(57 1370975.9),(58 1365742.8),(59 1353231.1),(60 1337112.5),(61 1320784.9),(62 1301317.8),(63 1281698),(64 1261447.1),(65 1243056.3),(66 1227765.8),(67 1219349.8),(68 1218736.3),(69 1222219.8),(70 1231981),(71 1242496.8),(72 1257395.8),(73 1276621.3),(74 1300874.9),(75 1328435.6),(76 1356985.3),(77 1389504.8),(78 1422857.6),(79 1462085),
(1 24585.69),(2 90455.625),(3 189327.25),(4 311501.47),(5 446646.4),(6 586749.3),(7 725108.2),(8 854529.06),(9 967882.5),(10 1062382.4),(11 1134039.9),(12 1182704.1),(13 1209344.8),(14 1217901.8),(15 1212643.5),(16 1200645.1),(17 1181379.8),(18 1159765.9),(19 1135713.1),(20 1109530.9),(21 1088684.6),(22 1068976.9),(23 1052973.4),(24 1039283.56),(25 1026511.94),(26 1016018.4),(27 1007858.5),(28 1001248),(29 996937.06),(30 995576.2),(31 997918.4),(32 1003520.9),(33 1013204.44),(34 1028264.25),(35 1043771.94),(36 1057607.1),(37 1072579.5),(38 1084169.8),(39 1092622.9),(40 1097605.9),(41 1097070.9),(42 1087730.5),(43 1072532.4),(44 1051456.1),(45 1027410.5),(46 1002970.5),(47 979017.7),(48 958155.1),(49 940350.7),(50 926635.44),(51 918189),(52 917265.44),(53 922220),(54 931752.56),(55 940755.3),(56 946640.7),(57 950922.5),(58 951921.75),(59 948640.25),(60 944157.44),(61 942555.94),(62 941603.56),(63 944776.2),(64 952576.56),(65 966451),(66 983502.75),(67 1005549),(68 1030832.8),(69 1058809.9),(70 1089237),(71 1120048.1),(72 1151685.5),(73 1184249.4),(74 1217845.5),(75 1252639.3),(76 1289544.5),(77 1328476.8),(78 1374109.5),(79 1421792.5),
(1 24534.71),(2 90204.53),(3 190121.78),(4 315807.88),(5 457181.13),(6 605833.7),(7 750648.9),(8 880662.06),(9 992294.94),(10 1081134.4),(11 1143761.3),(12 1181943.3),(13 1195922),(14 1191649.9),(15 1175650),(16 1152074.3),(17 1125407.4),(18 1101767),(19 1083022.9),(20 1069324.8),(21 1062804),(22 1058592.4),(23 1053584.6),(24 1047737.44),(25 1040205),(26 1034526.94),(27 1026984.8),(28 1018527.3),(29 1010600.4),(30 1000568),(31 992508.8),(32 990277.1),(33 989300.6),(34 993491.1),(35 1001564.6),(36 1012585.94),(37 1026702.5),(38 1039927.3),(39 1054368.1),(40 1066890.6),(41 1074737.5),(42 1074428.8),(43 1066967.6),(44 1051880.4),(45 1033309),(46 1009475.94),(47 981970.1),(48 958992.7),(49 941481.1),(50 931608.8),(51 931647.75),(52 939468.06),(53 954819.1),(54 977599.1),(55 1005164.9),(56 1031834.7),(57 1057113.3),(58 1079016),(59 1097770.3),(60 1110964),(61 1115667.3),(62 1111448.5),(63 1099462.3),(64 1082889.5),(65 1062242.9),(66 1042548.8),(67 1028156.44),(68 1020631.8),(69 1022714.5),(70 1031754.25),(71 1046323.56),(72 1068336),(73 1095090.4),(74 1126827),(75 1160954.8),(76 1192148.1),(77 1219175.1),(78 1243788.3),(79 1263808.5),
(1 24358.404),(2 89363.21),(3 186692.66),(4 303910.3),(5 430967.72),(6 560219.94),(7 683827.4),(8 794283.94),(9 887978.3),(10 961523.06),(11 1012794.1),(12 1043321.3),(13 1054634.5),(14 1051635.9),(15 1036634.9),(16 1015688.94),(17 995127.8),(18 982064.1),(19 980108.4),(20 986180.75),(21 1000867.25),(22 1015561.44),(23 1026073.3),(24 1029600.9),(25 1026707.25),(26 1021014.1),(27 1013667.44),(28 1004696.9),(29 996937.3),(30 987905.8),(31 979758.56),(32 975797.8),(33 973673.9),(34 974007.06),(35 973734.1),(36 974635.25),(37 976265.3),(38 976919.1),(39 973642.1),(40 969856.4),(41 962964.7),(42 952628.4),(43 938155.1),(44 919232.75),(45 900398.1),(46 884112.2),(47 873142.9),(48 872033.5),(49 879436.3),(50 892490.2),(51 911640.4),(52 934678.9),(53 958137.3),(54 978060.75),(55 993348.1),(56 1001864.9),(57 1004501.7),(58 1000349.5),(59 989263.44),(60 974216.5),(61 956122.7),(62 935852.56),(63 915274.9),(64 892129.3),(65 874488.75),(66 864573.5),(67 862726.4),(68 867975.25),(69 883327.7),(70 905530.3),(71 938220.4),(72 980616),(73 1023374.1),(74 1064427),(75 1102441.5),(76 1136733),(77 1167605.1),(78 1195417),(79 1221854.9),
(1 20238.725),(2 73627.11),(3 153272.16),(4 251879.75),(5 363685.9),(6 482608.72),(7 600439.75),(8 709232.4),(9 804580.25),(10 883951.2),(11 944603.3),(12 987872.2),(13 1016133.44),(14 1033330.06),(15 1040937.44),(16 1038815.6),(17 1028496.4),(18 1016693.94),(19 1003945.7),(20 991092.06),(21 978733.5),(22 966444.56),(23 949800.56),(24 930313.3),(25 910765),(26 892171.8),(27 878417.75),(28 877096.06),(29 888808.7),(30 911728.56),(31 945238.56),(32 983424),(33 1021965.9),(34 1058492.1),(35 1092239.6),(36 1117200.8),(37 1137395.3),(38 1150370.5),(39 1154689.8),(40 1153473.1),(41 1144089.8),(42 1124166.6),(43 1095336.1),(44 1060094.1),(45 1023754.7),(46 987333.25),(47 956360.2),(48 933680.56),(49 923285.9),(50 920616),(51 927398.94),(52 938022.94),(53 955062.9),(54 974547.56),(55 995762.1),(56 1014742.94),(57 1037444.44),(58 1060221.4),(59 1077681.3),(60 1087216.8),(61 1090582),(62 1087560.9),(63 1079303.3),(64 1068047.8),(65 1058150.9),(66 1052438),(67 1053321.1),(68 1058884.1),(69 1067077.4),(70 1076833.1),(71 1085646.1),(72 1094334.9),(73 1101407.6),(74 1107929.8),(75 1109108.1),(76 1107372.3),(77 1102113.8),(78 1094476.3),(79 1084761.3),
