1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 8723.827),(2 21590.828),(3 28639.867),(4 29742.44),(5 29192.416),(6 30364.676),(7 32530.695),(8 34535.492),(9 35210.03),(10 34514.01),(11 34361.383),(12 35572.152),(13 37046.86),(14 38349.805),(15 39671.492),(16 40066.203),(17 40279.297),(18 41542.387),(19 42868.57),(20 43843.348),(21 45030.895),(22 46471.168),(23 46924.54),(24 47150.51),(25 47754.918),(26 49096.766),(27 50693.055),(28 52081.996),(29 53568.63),(30 54499.1),(31 55052.93),(32 55366.043),(33 55737.895),(34 56249.508),(35 57045.945),(36 57282.855),(37 57313.12),(38 57150.605),(39 57221.39),(40 56622.617),(41 56125.055),(42 56218.93),(43 55924.46),(44 55424.918),(45 54783.37),(46 54101.277),(47 53481.348),(48 53036.363),(49 52776.58),(50 52171.895),(51 51534.04),(52 51215.55),(53 50573.984),(54 49773.063),(55 49200.758),(56 48509.746),(57 48210.645),(58 47608.957),(59 46822.62),(60 46546.85),(61 47292.848),(62 48380.363),(63 49329.45),(64 49201.242),(65 48890.477),(66 48545.152),(67 48489.01),(68 49005.523),(69 49436.363),(70 50048.332),(71 49821.863),(72 49864.77),(73 49795.406),(74 49648.582),(75 49942.445),(76 49463.664),(77 48657.418),(78 47943.668),(79 47754.418),
(1 8377.195),(2 20582.646),(3 26874.162),(4 27567.611),(5 27114.408),(6 27935.457),(7 30236.31),(8 32494.938),(9 32559.32),(10 31881.83),(11 32181.13),(12 33788.13),(13 35294.977),(14 36688.45),(15 37471.37),(16 37976.363),(17 38890.41),(18 40731.492),(19 42422.957),(20 43576.01),(21 44425.42),(22 45554.5),(23 46909.45),(24 47984.15),(25 49012.46),(26 49800.39),(27 51354.81),(28 53390.805),(29 54732.5),(30 55435.65),(31 55944.457),(32 56444.766),(33 57337.273),(34 58038.81),(35 58203.445),(36 57889.242),(37 57420.57),(38 56875.484),(39 56972.49),(40 56942.07),(41 56711.836),(42 56015.953),(43 55078.242),(44 54366.48),(45 53132.633),(46 52584.977),(47 52481.31),(48 51558.49),(49 50076.42),(50 48848.402),(51 47985.633),(52 47603),(53 46969.1),(54 46532.89),(55 46287.188),(56 46091.777),(57 46277.594),(58 46232.547),(59 46359.07),(60 46460.03),(61 46385.8),(62 46285.76),(63 46064.59),(64 45533.38),(65 45296.11),(66 45031.734),(67 45174.098),(68 45157.55),(69 45119.55),(70 45334.91),(71 45425.246),(72 45655.87),(73 45599.99),(74 45454.75),(75 45693.113),(76 45295.07),(77 44870.56),(78 44506.277),(79 44219.33),
(1 8353.747),(2 20306.037),(3 26555.633),(4 27295.838),(5 26227.55),(6 26503.729),(7 28833.879),(8 30692.49),(9 30782.145),(10 29760.299),(11 29924.367),(12 31870.2),(13 33952.86),(14 35778.92),(15 36776.73),(16 37241.29),(17 37805.234),(18 38798.35),(19 40132.305),(20 41770.1),(21 43208.746),(22 44354.41),(23 45928.246),(24 47453.98),(25 48468.043),(26 49741.234),(27 51093.2),(28 52610.523),(29 54048.734),(30 54744.89),(31 56008.934),(32 56772.297),(33 57391.22),(34 57675.656),(35 57988.434),(36 57797.39),(37 57918.39),(38 57903.656),(39 57812.734),(40 57712.3),(41 57377.387),(42 56772.56),(43 55614.598),(44 54351.926),(45 53003.49),(46 52286.055),(47 52398.01),(48 51891.035),(49 50962.145),(50 49706.938),(51 48453.293),(52 47389.69),(53 46140.582),(54 45346.19),(55 45300.06),(56 45837.504),(57 46054.918),(58 45555.258),(59 45547.65),(60 45970.5),(61 46049.816),(62 45985.574),(63 45409.56),(64 44547.563),(65 44557.723),(66 45235.1),(67 45039.227),(68 44533.22),(69 44441.402),(70 45045.188),(71 45508.992),(72 45650.3),(73 44890.176),(74 44297.023),(75 43839.785),(76 43271.57),(77 43172.906),(78 43120.406),(79 42904.32),
(1 8458.447),(2 20903.174),(3 27526.484),(4 28374.059),(5 27365.723),(6 27878.223),(7 30157.732),(8 31678.104),(9 31171.377),(10 30012.945),(11 30361.902),(12 32092.006),(13 33644.71),(14 35158.773),(15 36405.266),(16 36877.156),(17 37494.336),(18 38931.754),(19 40718.613),(20 42695.32),(21 43882.08),(22 44644.69),(23 45847.375),(24 47771.895),(25 49626.74),(26 51127.297),(27 52527.453),(28 53512.953),(29 54329.426),(30 54648.883),(31 55202.492),(32 56361.156),(33 56990.098),(34 57439.473),(35 57670.793),(36 57561.535),(37 57919.723),(38 58157.664),(39 57394.9),(40 56757.953),(41 56085.6),(42 55229.664),(43 54162.297),(44 52649.92),(45 51165.906),(46 50587.48),(47 50231.09),(48 49086.473),(49 48138.484),(50 47701.438),(51 46636.258),(52 45932.707),(53 45427.293),(54 45188.535),(55 44868.504),(56 44553.582),(57 44391.66),(58 43733.195),(59 43630.418),(60 43809.258),(61 43546.547),(62 43582.43),(63 42688.324),(64 41817.145),(65 41910.598),(66 42511.19),(67 42802.84),(68 42750.953),(69 43038.59),(70 43698.176),(71 43834.13),(72 43988.832),(73 43591.246),(74 43093.69),(75 42523.75),(76 41743.715),(77 42074.54),(78 42338.484),(79 42207.734),
(1 7986.7813),(2 19536.96),(3 25485.236),(4 25641.281),(5 24871.18),(6 25802.65),(7 27883.217),(8 29363.246),(9 29204.496),(10 28746.46),(11 29302),(12 30939.857),(13 31905.295),(14 32876.22),(15 33868.99),(16 34775.2),(17 35717.03),(18 36691.977),(19 37674.91),(20 39131.695),(21 40668.16),(22 42188.215),(23 43697.215),(24 45366.977),(25 46989.195),(26 48056.176),(27 49364.055),(28 50647.047),(29 51625.91),(30 52382.273),(31 53159.195),(32 53699.55),(33 53386.55),(34 53339.492),(35 53241.645),(36 53045.527),(37 53199.816),(38 52513.207),(39 51701.125),(40 51635.645),(41 51331.31),(42 50330.285),(43 48697.383),(44 47205.965),(45 46373.184),(46 46509.773),(47 46476.363),(48 45352.152),(49 44549.957),(50 43880.24),(51 42609.59),(52 41680.684),(53 41261.395),(54 41386.785),(55 41513.11),(56 41040.758),(57 40980.203),(58 41528.65),(59 41784.824),(60 41452.72),(61 40657.68),(62 40092.54),(63 39902.477),(64 40224.414),(65 40550.902),(66 40561.38),(67 40444.42),(68 40222.9),(69 40187.47),(70 40204.55),(71 40185.62),(72 40339.445),(73 40022.094),(74 39801.918),(75 39950.09),(76 39965.184),(77 40248.574),(78 40160.867),(79 39810.35),
(1 8051.9385),(2 19506.994),(3 24725.209),(4 24237.754),(5 23344.438),(6 24865.74),(7 27311.889),(8 28323.584),(9 27890.672),(10 27189.482),(11 27855.506),(12 29660.219),(13 30864.467),(14 31963.857),(15 33012.668),(16 33821.605),(17 34879.902),(18 35963.445),(19 37346.68),(20 38145.184),(21 38756.742),(22 40000.977),(23 41022.445),(24 42278.223),(25 43729.07),(26 45081.418),(27 46684.363),(28 47987.15),(29 48699.957),(30 49070.39),(31 49628.99),(32 50223.95),(33 50534.14),(34 50587.023),(35 50391.574),(36 50023.73),(37 49090.12),(38 47666.438),(39 46646.31),(40 46380.004),(41 46294.785),(42 46500.844),(43 46090.742),(44 45544.645),(45 44895.14),(46 43916.26),(47 42630.316),(48 41337.168),(49 40575.363),(50 39828.57),(51 38583.652),(52 37999.5),(53 37704.227),(54 37679.36),(55 37935.598),(56 38232.395),(57 38425.137),(58 38895.973),(59 39288.547),(60 39205.8),(61 38527.66),(62 37904.723),(63 37484.543),(64 37859.13),(65 38328.965),(66 38568.5),(67 38287.605),(68 38136.97),(69 38344.344),(70 38464.438),(71 38224.516),(72 38552.375),(73 38491.504),(74 38535.684),(75 38251.81),(76 37683.85),(77 37484.95),(78 37243.664),(79 36812.008),
(1 8400.635),(2 20347.934),(3 25683.123),(4 24829.563),(5 23436.496),(6 24542.697),(7 27204.773),(8 29074.912),(9 28959.455),(10 28618.99),(11 29194.654),(12 30751.969),(13 32071.113),(14 33132.387),(15 33587.88),(16 33969.777),(17 35324.44),(18 36892.867),(19 38423.133),(20 39455.56),(21 40422.496),(22 41330.523),(23 42385.32),(24 43491.52),(25 43621.184),(26 44359.25),(27 46585.945),(28 48335.426),(29 48787.973),(30 48762.38),(31 48760.75),(32 49325.824),(33 50255.13),(34 50558.7),(35 50197.797),(36 49523.207),(37 49032.316),(38 48292.574),(39 47292.313),(40 46561.32),(41 45930.47),(42 45358.203),(43 45150.805),(44 45215.234),(45 44753.184),(46 44133.332),(47 43567.535),(48 42594.816),(49 41485.434),(50 40136.266),(51 39250.023),(52 39558.656),(53 39744.94),(54 39089.074),(55 38462.58),(56 37701.855),(57 37483.09),(58 37739.25),(59 37936.99),(60 37959.605),(61 37763.09),(62 37460.06),(63 37560.305),(64 37620.395),(65 37885.074),(66 38019.945),(67 38059.395),(68 37940.484),(69 38238.617),(70 38635.625),(71 38805.813),(72 38692.773),(73 38051.707),(74 37372.918),(75 37106.98),(76 36896.125),(77 37056.418),(78 36863.613),(79 36566.832),
(1 8020.2866),(2 19063.23),(3 23536.77),(4 22664.65),(5 22030.775),(6 23559.475),(7 25877.963),(8 26844.328),(9 26303.822),(10 25968.549),(11 26676.064),(12 27834.018),(13 28546.324),(14 29129.748),(15 29542.451),(16 30058.975),(17 30871.83),(18 31764.451),(19 32911.832),(20 33963.285),(21 34578.13),(22 35222.914),(23 36367.168),(24 37631.88),(25 38752.76),(26 39945.133),(27 41586.188),(28 42570.98),(29 42823.645),(30 43035.75),(31 43410.168),(32 43735.38),(33 44271.24),(34 44478.95),(35 44297.43),(36 44069.777),(37 43683.402),(38 43370.363),(39 43606.824),(40 43537.18),(41 42888.473),(42 42135.38),(43 41580.246),(44 41095.195),(45 40477.234),(46 39060.063),(47 37714.586),(48 36905.37),(49 36342.89),(50 35512.34),(51 34968.098),(52 34822.81),(53 34772.81),(54 35033.05),(55 34614.586),(56 34119.496),(57 34358.938),(58 34564.38),(59 34625.195),(60 34496.86),(61 34214.574),(62 34577.395),(63 34891.31),(64 34868.273),(65 35081.23),(66 35151.168),(67 35297.01),(68 35594.953),(69 35301.19),(70 35259.992),(71 35209.68),(72 35086.734),(73 34801.4),(74 34413.375),(75 34437.33),(76 34528.824),(77 34513.727),(78 34368.133),(79 34548.715),
(1 7941.9106),(2 19072.678),(3 23528.477),(4 22560.635),(5 21495.17),(6 23028.4),(7 25485.375),(8 26376.354),(9 26399.756),(10 26357.19),(11 26868.244),(12 27675.82),(13 28603.664),(14 29494.648),(15 29817.559),(16 29721.43),(17 29780.01),(18 30789.793),(19 32323.934),(20 33582.79),(21 34535.953),(22 35426.73),(23 36526.75),(24 37791.227),(25 38980.938),(26 40341.395),(27 41234.438),(28 41457.965),(29 42267.367),(30 43352.16),(31 43476.89),(32 43463.605),(33 43446.387),(34 43582.746),(35 43731.523),(36 43577.406),(37 43450.707),(38 43568.38),(39 43907.63),(40 43789.645),(41 43014.93),(42 42400.25),(43 41796.2),(44 41377.96),(45 40931.543),(46 39862.31),(47 38714.676),(48 37671.53),(49 36986.88),(50 36632.94),(51 36472.617),(52 36324.42),(53 35849.348),(54 35480.27),(55 35324.645),(56 35514.05),(57 35936.91),(58 35643.188),(59 34911.32),(60 34114.977),(61 34268.02),(62 35023.145),(63 35277.145),(64 35131.496),(65 34527.19),(66 34206.152),(67 34743.523),(68 35825.754),(69 36293.215),(70 35928.42),(71 35072.203),(72 34761.633),(73 34902.496),(74 35333.27),(75 35481.73),(76 34975.17),(77 34405.12),(78 34616.336),(79 35421.3),
(1 7647.9785),(2 18139.666),(3 22361.664),(4 21925.104),(5 21490.443),(6 22779.975),(7 24427.992),(8 24864.389),(9 24525.125),(10 24851.352),(11 25578.88),(12 25715.47),(13 26190.432),(14 26996.477),(15 27639.418),(16 28171.563),(17 29103.438),(18 30685.988),(19 31891.2),(20 33241.863),(21 34260.59),(22 35231.49),(23 35952.37),(24 36545.383),(25 37340.03),(26 38568.844),(27 39997.242),(28 40397.74),(29 40451.336),(30 40940.688),(31 41254.72),(32 41897.207),(33 42253.742),(34 41963.797),(35 41524.69),(36 41253.367),(37 41372.566),(38 41550.426),(39 41848.05),(40 41498.582),(41 40219.164),(42 39076.58),(43 38558.46),(44 38309.54),(45 37872.477),(46 37292.094),(47 37010.145),(48 36147.945),(49 35202),(50 34750.336),(51 35127.8),(52 35014.387),(53 34473.066),(54 33957.652),(55 34040.74),(56 34304.043),(57 34491.03),(58 33945.074),(59 33514.996),(60 33470.16),(61 33564.902),(62 34138.656),(63 34614.52),(64 34791.855),(65 34653.492),(66 34336.84),(67 34495.88),(68 34640.957),(69 34628.484),(70 34465.42),(71 34068.84),(72 33879.38),(73 33720.414),(74 33799.188),(75 33876.23),(76 33864.09),(77 33959.04),(78 33869.453),(79 33645.066),
(1 7814.9004),(2 18229.568),(3 22129.889),(4 21055.365),(5 20341.322),(6 21789.012),(7 23584.37),(8 24006.355),(9 23540.162),(10 23447.174),(11 24460.467),(12 26124.965),(13 26650.088),(14 26992.639),(15 27346.95),(16 27843.912),(17 28790.385),(18 30529.826),(19 31750.125),(20 32854.492),(21 34418.414),(22 35858.348),(23 36990.74),(24 37878.242),(25 38780.438),(26 40097.773),(27 41627.79),(28 41990.406),(29 41904.055),(30 42406.65),(31 43321.348),(32 44214.53),(33 44242.47),(34 43770.313),(35 43265.04),(36 43338.39),(37 43506.715),(38 42832.805),(39 42114.324),(40 41467.36),(41 41392.63),(42 41107.285),(43 40123.62),(44 39062.38),(45 38029.434),(46 37242.184),(47 36254.25),(48 34871.793),(49 33807.355),(50 33629.902),(51 33864.27),(52 33667.7),(53 33373.367),(54 33055.53),(55 33241.313),(56 33012.965),(57 32795.38),(58 32085.523),(59 31907.191),(60 32226.12),(61 32283.277),(62 32370.295),(63 32490.03),(64 32647.283),(65 32611.242),(66 32405.73),(67 32497.51),(68 32728.467),(69 33201.094),(70 33289.72),(71 32721.219),(72 32138.588),(73 32056.648),(74 32584.053),(75 33450.715),(76 33373.406),(77 33486.88),(78 33373),(79 33189.652),
(1 7487.1826),(2 17612.736),(3 21259.68),(4 20464.564),(5 20091.928),(6 21305.328),(7 22863.416),(8 23560.303),(9 23395.533),(10 23770.516),(11 24799.984),(12 25917.943),(13 26550.926),(14 27129.97),(15 27507.04),(16 28014.926),(17 29029.414),(18 30193.621),(19 31029.979),(20 31708.334),(21 32774.664),(22 34422.8),(23 35898.324),(24 36731.605),(25 37581.61),(26 39201.617),(27 40753.656),(28 41423.742),(29 41599.98),(30 41925.223),(31 42398.844),(32 42638.14),(33 42373.313),(34 42354.07),(35 42090.74),(36 41756.914),(37 41846.703),(38 41519.805),(39 40606.633),(40 40002.887),(41 40164.28),(42 40132.96),(43 39513.676),(44 38840.42),(45 38085.883),(46 37557.03),(47 36710.082),(48 35513.934),(49 34621.32),(50 34462.58),(51 34198.094),(52 33561.984),(53 32977.08),(54 32622.656),(55 32900.63),(56 32895.305),(57 32483.602),(58 31585.43),(59 31394.74),(60 31718.162),(61 32154.441),(62 32675.893),(63 33213.316),(64 32984.38),(65 32390.627),(66 32023.275),(67 32248.258),(68 32214.459),(69 32112.068),(70 31845.701),(71 31577.29),(72 31542.143),(73 31648.234),(74 31658.484),(75 31748.545),(76 31516.592),(77 31671.799),(78 31680.902),(79 31638.266),
(1 7735.142),(2 17730.934),(3 21086.322),(4 20111.768),(5 19778.25),(6 21141.975),(7 22416.17),(8 22572.291),(9 22520.006),(10 22870.426),(11 23664.273),(12 24612.787),(13 25755.541),(14 26804.59),(15 27245.15),(16 27432.713),(17 27978.781),(18 29091.535),(19 30052.574),(20 30921.066),(21 31505.15),(22 32618.105),(23 33842.93),(24 34839.7),(25 35532.746),(26 36681.82),(27 37735.38),(28 38033.535),(29 38322.547),(30 39076.297),(31 39439.176),(32 39637.008),(33 39218.742),(34 38651.496),(35 38147.53),(36 37839.5),(37 38045.473),(38 37524.2),(39 36964.18),(40 36652.25),(41 36096.652),(42 35680.48),(43 35510.156),(44 34922.477),(45 33826.99),(46 32754.492),(47 31958.39),(48 31242.574),(49 30899.72),(50 30625.324),(51 30475.127),(52 30744.928),(53 30534.988),(54 30315.111),(55 30699.164),(56 31219.322),(57 30868.83),(58 30244.998),(59 30527.238),(60 30903.334),(61 30924.664),(62 31219.639),(63 31749.695),(64 31959.652),(65 31516.465),(66 30815.11),(67 30841.873),(68 31048.969),(69 30916.11),(70 30731.682),(71 30719.322),(72 30945.037),(73 30875.236),(74 30518.043),(75 30452.969),(76 30373.096),(77 30461.438),(78 30432.537),(79 30174.154),
(1 7377.475),(2 17034.424),(3 20463.275),(4 19579.166),(5 19305.969),(6 20724.04),(7 22246.865),(8 22361.182),(9 22282.393),(10 22653.283),(11 23287.094),(12 23868.412),(13 24351.715),(14 25267.072),(15 25929.332),(16 26533.87),(17 27144.205),(18 27761.377),(19 28646.457),(20 29649.535),(21 30772.035),(22 31981.783),(23 33108.035),(24 34281.785),(25 35086.594),(26 36040.07),(27 36534.164),(28 37100.645),(29 37781.484),(30 38607.887),(31 38886.883),(32 38802.426),(33 38407.688),(34 38012.38),(35 38060.52),(36 37963.613),(37 37586.746),(38 36978.063),(39 36371.95),(40 36179.82),(41 35850.99),(42 35582.04),(43 35422.92),(44 34819.504),(45 33844.82),(46 32937.01),(47 32299.965),(48 31714.22),(49 31572.03),(50 31370.568),(51 30889.063),(52 30954.885),(53 30878.766),(54 30491.234),(55 30191.12),(56 30030.857),(57 30049.895),(58 30019.129),(59 30343.783),(60 30681.605),(61 30459.426),(62 30361.12),(63 30391.326),(64 30497.13),(65 31035.697),(66 31085.438),(67 31290.42),(68 31086.71),(69 30806.02),(70 30738.428),(71 30968.465),(72 31245.426),(73 30782.184),(74 30419.87),(75 30909.24),(76 30993.424),(77 30733.252),(78 30340.508),(79 30197.746),
(1 7234),(2 16310.351),(3 19519.205),(4 18907.814),(5 18812.346),(6 20208),(7 21381.639),(8 21484.984),(9 21296.621),(10 21618.635),(11 22187.254),(12 22794.3),(13 23382.879),(14 24268.14),(15 24848.719),(16 25589.889),(17 26797.873),(18 27800.889),(19 28647.893),(20 29360.209),(21 30214.762),(22 31514.613),(23 32452.959),(24 33259.766),(25 34261.688),(26 35057.996),(27 35113.777),(28 34977.94),(29 35266.85),(30 35835.57),(31 35821.72),(32 35550.297),(33 35310.453),(34 35319.613),(35 35162.84),(36 34655.87),(37 34333.184),(38 34137.99),(39 34054.863),(40 34094.613),(41 33641.215),(42 32944.535),(43 32219.826),(44 31785.193),(45 31657.055),(46 31339.607),(47 30422.441),(48 30038.467),(49 29833.66),(50 29426.695),(51 29097.709),(52 28856.033),(53 29046.799),(54 29583.654),(55 29341.602),(56 28778.885),(57 28275.352),(58 28181.32),(59 28242.459),(60 28278.252),(61 28462.047),(62 28538.12),(63 27981.02),(64 27956.5),(65 28454.102),(66 28730.76),(67 28604.34),(68 28265.922),(69 27977.791),(70 27995.072),(71 28412.566),(72 28352.922),(73 28038.479),(74 27862.766),(75 27665.533),(76 27313.227),(77 27172.188),(78 27508.252),(79 27749.822),
(1 7092.392),(2 15989.762),(3 18867.854),(4 18271.691),(5 17884.596),(6 19299.215),(7 20827.61),(8 21045.46),(9 20639.04),(10 21359.219),(11 22044.686),(12 22879.338),(13 23452.135),(14 24123.443),(15 24419.559),(16 25126.896),(17 25992.334),(18 26452.3),(19 27259.277),(20 28210.348),(21 29304.947),(22 30042.975),(23 30738.928),(24 31932.242),(25 33118.754),(26 33856.88),(27 33849.887),(28 34051.246),(29 34535.535),(30 35171.81),(31 35514.305),(32 35444.945),(33 35173.574),(34 35157.883),(35 35324.42),(36 35231.234),(37 34596.43),(38 34321.81),(39 34193.883),(40 33781.78),(41 33429.547),(42 32655.898),(43 31452.578),(44 30784.717),(45 30526.506),(46 29833.146),(47 28949.293),(48 28233.379),(49 27822.787),(50 27580.043),(51 27105.7),(52 26767.168),(53 26243.523),(54 26101.102),(55 25851.648),(56 25411.64),(57 25725.834),(58 25997.207),(59 26112.732),(60 26279.912),(61 26606.96),(62 26944.385),(63 26743.357),(64 26390.45),(65 26563.09),(66 26623.877),(67 26490.365),(68 26785.52),(69 27101.277),(70 27208.98),(71 26945.527),(72 26782.768),(73 26687.191),(74 27007.723),(75 26795.213),(76 26498.133),(77 26570.762),(78 26732.482),(79 26683.578),
(1 7195.4453),(2 16147.416),(3 19158.762),(4 18426.98),(5 18416.523),(6 19892.234),(7 21116.424),(8 20718.473),(9 20357.969),(10 20711.08),(11 21430.012),(12 22505.291),(13 23365.51),(14 24188.709),(15 24828.746),(16 25319.65),(17 25701.645),(18 26404.324),(19 27066.46),(20 27879.58),(21 28931.31),(22 29950.988),(23 30742.018),(24 31199.11),(25 31932.82),(26 32085.857),(27 32278.193),(28 32234.578),(29 32887.535),(30 33559.79),(31 33641.47),(32 33447.906),(33 33181.27),(34 33204.918),(35 33287.523),(36 33266.26),(37 33282.77),(38 33294.03),(39 32743.592),(40 31884.492),(41 30994.31),(42 30130.184),(43 29536.8),(44 29057.88),(45 28608.268),(46 28213.223),(47 28033.307),(48 27619.955),(49 27256.324),(50 27011.668),(51 26781.098),(52 26625.93),(53 26712.41),(54 26756.643),(55 26379.447),(56 25815.877),(57 25825.95),(58 26431.762),(59 26391.473),(60 26327.564),(61 26392.31),(62 26453.643),(63 26391.748),(64 26509.371),(65 26943.81),(66 26995.559),(67 27091.3),(68 27005.863),(69 27029.576),(70 26897.967),(71 26306.863),(72 25704.973),(73 25634.207),(74 25789.676),(75 26148.662),(76 26583.719),(77 26811.986),(78 26665.982),(79 26627.188),
(1 6993.109),(2 15786.852),(3 18817.889),(4 18040.813),(5 17772.979),(6 18911.555),(7 20067.584),(8 20198.092),(9 19693.254),(10 19855.451),(11 20513.635),(12 21429.158),(13 22316.947),(14 23370.838),(15 23493.762),(16 23593.129),(17 23788.344),(18 24260.092),(19 24794.785),(20 25473.154),(21 26274.662),(22 27373.395),(23 28286.799),(24 28985.514),(25 29687.357),(26 30049.334),(27 30388.105),(28 30672.924),(29 31408.365),(30 32336.96),(31 32553.26),(32 32353.91),(33 32445.326),(34 32742.887),(35 32616.293),(36 32212.947),(37 31994.373),(38 31773.6),(39 31219.244),(40 30471.01),(41 29758.814),(42 29076.508),(43 28581.506),(44 28639.584),(45 28877.71),(46 28992.91),(47 28490.334),(48 27950.508),(49 27492.656),(50 27210.895),(51 26999.674),(52 26855.61),(53 26645.12),(54 26545.762),(55 26122.04),(56 25777.281),(57 25861.883),(58 25747.55),(59 25568.098),(60 25635.857),(61 25706.822),(62 25883.207),(63 25948.482),(64 25935),(65 26024.404),(66 26067.629),(67 25819.605),(68 25790.148),(69 25556.11),(70 25361.016),(71 25238.344),(72 25189.855),(73 24858.232),(74 24742.508),(75 24812.756),(76 24921.156),(77 25212.195),(78 25371.375),(79 25261.09),
