1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 18523.568),(2 42512.586),(3 62977.145),(4 106227.75),(5 136960.86),(6 168024.98),(7 196027.38),(8 221660.83),(9 251718.67),(10 283548.38),(11 311289.72),(12 334793.34),(13 369914.16),(14 399529.6),(15 428988.5),(16 456713.88),(17 490498.25),(18 520883.72),(19 556225.7),(20 588132.75),(21 624022.44),(22 677595.2),(23 727766.2),(24 768286.7),(25 857054.7),(26 916244),(27 969661.75),(28 1046093.3),(29 1120675.6),(30 1217008.5),(31 1335604),(32 1427992.9),(33 1500207.6),(34 1570289.6),(35 1624148),(36 1667196.1),(37 1711026.5),(38 1762098.6),(39 1803420.6),(40 1841187.5),(41 1841621.5),(42 1857196.4),(43 1861919.6),(44 1853774),(45 1844677.1),(46 1858994.5),(47 1854062),(48 1854667.9),(49 1861259.1),(50 1858583),(51 1839819),(52 1830258.1),(53 1796196),(54 1761803.1),(55 1726275.4),(56 1685652.4),(57 1650132),(58 1614926.5),(59 1578746),(60 1566241.5),(61 1559834.1),(62 1564459),(63 1549167.9),(64 1538498.9),(65 1532260.5),(66 1513203.4),(67 1519624.6),(68 1523360.9),(69 1605427.1),(70 1632149.1),(71 1667560.4),(72 1647562.1),(73 1669018.6),(74 1668677.9),(75 1675639),(76 1716176.6),(77 1743385.5),(78 1757084.6),(79 1824954.4),
(1 12168.054),(2 34945.44),(3 59253.24),(4 86325.945),(5 105825.78),(6 119949.2),(7 129365.8),(8 135693.67),(9 141690.28),(10 146668.3),(11 150410.4),(12 152086.25),(13 154587.1),(14 156611.03),(15 159187.22),(16 162850.81),(17 166481.6),(18 169805.36),(19 172080.73),(20 172639.78),(21 173054.33),(22 172710.83),(23 171368.94),(24 170350.83),(25 170361.17),(26 171362.3),(27 172768.3),(28 172591.16),(29 171805.75),(30 170775.19),(31 169123.67),(32 168580.88),(33 167446.11),(34 166756.4),(35 165245.08),(36 164802.3),(37 165413.77),(38 165771.67),(39 166446.77),(40 167233.83),(41 170144.61),(42 172172.4),(43 173634.5),(44 174929.98),(45 176610.63),(46 179588),(47 181272.34),(48 182757.19),(49 184642.14),(50 185590.77),(51 186635.89),(52 187251.92),(53 187510.67),(54 189028.4),(55 190120.42),(56 190751.92),(57 190556.02),(58 189771.58),(59 190373.78),(60 191910.28),(61 193055.27),(62 193509.7),(63 193899.78),(64 193430.9),(65 193916.48),(66 192971.14),(67 191966.77),(68 191191.27),(69 191714.9),(70 194183.78),(71 196693.75),(72 198871.64),(73 200685.94),(74 201769.06),(75 202035.89),(76 201867.28),(77 201075.19),(78 201013.88),(79 200425.78),
(1 11486.008),(2 32970.914),(3 56161.96),(4 80891.12),(5 98697.01),(6 110873.21),(7 119629.23),(8 125152.266),(9 130800.96),(10 135385.27),(11 138617.55),(12 140784.98),(13 142933.05),(14 144491.53),(15 147158.17),(16 150938.92),(17 154444.47),(18 157497.38),(19 160134.47),(20 161512.39),(21 163264.89),(22 165904.88),(23 167039.28),(24 167680.67),(25 166377.63),(26 165539.77),(27 165192.73),(28 165074.58),(29 164291.98),(30 164119.84),(31 162805.11),(32 162517.95),(33 163033.53),(34 163489.58),(35 164263.98),(36 165407.28),(37 167600.67),(38 169530.47),(39 171264.5),(40 172671.2),(41 174784.47),(42 175542.83),(43 175772.77),(44 175866.36),(45 176362.06),(46 177145.7),(47 177948.42),(48 179248.77),(49 179827.8),(50 181351.33),(51 182287.48),(52 184558.73),(53 185891.45),(54 186795.58),(55 187702.06),(56 187932.31),(57 188688.55),(58 188834.66),(59 190180.16),(60 190771.78),(61 191409.94),(62 191002.05),(63 190230.52),(64 188182.83),(65 187901.88),(66 187760.14),(67 186956.38),(68 187351.58),(69 187048.2),(70 186961.55),(71 186606.17),(72 187313.17),(73 186831.94),(74 188053.75),(75 190322.16),(76 190475.77),(77 191185.53),(78 192886.58),(79 195045.27),
(1 11378.754),(2 32685.541),(3 55573.707),(4 78908.79),(5 95392.22),(6 106032.195),(7 113034.086),(8 118317.24),(9 122616.44),(10 125860.33),(11 127784.88),(12 129026.41),(13 130846.52),(14 133377.06),(15 137340.94),(16 142897.83),(17 147758.63),(18 150827.16),(19 152428.08),(20 152060.77),(21 151639.14),(22 152947.16),(23 154290.33),(24 155505.14),(25 157707.88),(26 159161.03),(27 160897.5),(28 162540.23),(29 162656.06),(30 161943.3),(31 162767.14),(32 162567.7),(33 161860.33),(34 161524.31),(35 162041.34),(36 163233.92),(37 164844.61),(38 166659.77),(39 168630.45),(40 170459.88),(41 173747.14),(42 176669.8),(43 178566.28),(44 179375.4),(45 179106.84),(46 178049.39),(47 177462.84),(48 177250.44),(49 176887.17),(50 176973.69),(51 177711.83),(52 178133.34),(53 180075.56),(54 182738.42),(55 185154.2),(56 187738.34),(57 189747.64),(58 190006.72),(59 192734.36),(60 194124.66),(61 193360.83),(62 190919.89),(63 189667.7),(64 188352.03),(65 187951.81),(66 186796.84),(67 185804.11),(68 185174.39),(69 183715.97),(70 182682.97),(71 181570.95),(72 180912.08),(73 180216.02),(74 180708.17),(75 182034.17),(76 184359.58),(77 185039.6),(78 184617.06),(79 184755.08),
(1 11193.715),(2 31733.514),(3 53241.242),(4 75467.42),(5 91567.62),(6 103177.26),(7 110677.9),(8 116626.67),(9 122039.086),(10 125408.49),(11 126742.34),(12 126058.63),(13 126519.8),(14 128015.12),(15 130947.484),(16 134531.17),(17 138364.1),(18 141935.28),(19 144316.8),(20 145251.88),(21 145393.03),(22 145265.52),(23 145175.84),(24 145809.34),(25 147751.2),(26 147799.17),(27 147345.25),(28 147032.27),(29 146642.55),(30 146960.98),(31 147683.17),(32 148590.03),(33 150503.39),(34 152810.63),(35 155267.75),(36 157809.53),(37 160320.56),(38 160872.39),(39 161467.7),(40 161141.44),(41 160442.6),(42 159883.02),(43 159810.17),(44 159380.58),(45 158951.83),(46 159749.81),(47 159419.23),(48 159751.81),(49 161028.7),(50 162503.52),(51 165063.88),(52 167417.61),(53 169896.75),(54 172601.19),(55 174534.98),(56 175801.34),(57 177362.23),(58 178204.58),(59 179033.95),(60 179422.55),(61 179140.13),(62 179431.58),(63 179059.05),(64 177243.27),(65 175390.55),(66 174841.38),(67 173752.05),(68 173084.11),(69 174695),(70 174271.27),(71 174400.4),(72 174285.16),(73 174131.23),(74 175000.83),(75 176512.73),(76 177642.1),(77 178312.3),(78 178121.52),(79 178494.98),
(1 10873.32),(2 30724.664),(3 52069.96),(4 75652.375),(5 91382),(6 101935.51),(7 107992.14),(8 112652.625),(9 116187.58),(10 119568.484),(11 122028.336),(12 123369.24),(13 124757.27),(14 125629),(15 127899.555),(16 131229.78),(17 135934.78),(18 139705.94),(19 142588.78),(20 144541.44),(21 145655.7),(22 146953.84),(23 147117.34),(24 147034.67),(25 147955.33),(26 148792),(27 149286.5),(28 149442.61),(29 150594.72),(30 151793.5),(31 152655.56),(32 152816.2),(33 152919.06),(34 152293.94),(35 152041.92),(36 152366.8),(37 152812.88),(38 153520.75),(39 153524.4),(40 154368.4),(41 155931.08),(42 156998.44),(43 157835.02),(44 156922.75),(45 156458.97),(46 156505.44),(47 153166.75),(48 152768.95),(49 153272.38),(50 155226.55),(51 158101.7),(52 160508.95),(53 162018.98),(54 163211.22),(55 164251.55),(56 164511.48),(57 164719.4),(58 164687.02),(59 164554.2),(60 164172.28),(61 163692.5),(62 162890.47),(63 161630.69),(64 160336.5),(65 160095.31),(66 160762.94),(67 160644.77),(68 159278.73),(69 159091.84),(70 159073.03),(71 159019.16),(72 158130.31),(73 157695.16),(74 158437.17),(75 159694.39),(76 159071.63),(77 159522.36),(78 159883.02),(79 160030.92),
(1 10872.525),(2 30743.137),(3 51701.367),(4 75401.055),(5 92856.6),(6 104513.664),(7 111399.33),(8 116739.19),(9 120452.484),(10 123296.055),(11 125071.68),(12 125775.445),(13 127975),(14 129912.88),(15 132237.67),(16 133984.83),(17 135627.98),(18 137078.38),(19 138235.63),(20 139423.16),(21 140794.55),(22 143789.31),(23 146482.69),(24 148774.66),(25 148504.92),(26 148097.42),(27 147510.4),(28 146560.73),(29 146190.02),(30 146013.52),(31 146718.66),(32 146104.11),(33 146150.73),(34 145550.98),(35 144948.7),(36 145540.5),(37 148725.89),(38 152371.61),(39 155205.23),(40 157109.23),(41 157643.16),(42 158686.45),(43 159529.56),(44 159201.6),(45 159507.33),(46 159526.95),(47 158863.19),(48 158451.17),(49 159049.17),(50 160896.28),(51 164016.3),(52 165582.27),(53 166371.86),(54 166824.39),(55 166929.98),(56 167061.88),(57 166714.34),(58 166662.64),(59 165724.7),(60 164378.38),(61 164201.34),(62 164756.61),(63 166318.3),(64 167886.64),(65 169137.92),(66 169504.25),(67 168812.22),(68 169484.16),(69 173318.16),(70 174695.78),(71 174356.64),(72 173198.25),(73 172161.11),(74 172445.11),(75 173266.34),(76 171303.64),(77 171730.4),(78 172544.19),(79 173576.89),
(1 10504.441),(2 29578.01),(3 49625.277),(4 71252.04),(5 88148.65),(6 99167.1),(7 105554.2),(8 110461.24),(9 114446.016),(10 117610.94),(11 119371.09),(12 120159.31),(13 121264.734),(14 122588.305),(15 125481.36),(16 128588.164),(17 131204.17),(18 132705.39),(19 133690.55),(20 134369.45),(21 135293.2),(22 136946.97),(23 137840.6),(24 138246.88),(25 138482.02),(26 138057.97),(27 138788.03),(28 139742.72),(29 141097.58),(30 142660.56),(31 143850.61),(32 143873.19),(33 143366.52),(34 143337.69),(35 143632.97),(36 145131.14),(37 146409.38),(38 146866.27),(39 147302.44),(40 147274.39),(41 146554.38),(42 147479.94),(43 148140.08),(44 148755.66),(45 150700.48),(46 152583.58),(47 152815.61),(48 153828.2),(49 155451.2),(50 157374.31),(51 159979.3),(52 160850.3),(53 160711),(54 159893.8),(55 158958.27),(56 159093.81),(57 159459.13),(58 159311.48),(59 158504.44),(60 158435.6),(61 158172.64),(62 158031.53),(63 159756.19),(64 161839.7),(65 164923.78),(66 167830.92),(67 168735.94),(68 170519.86),(69 172767.48),(70 174636.6),(71 173823.6),(72 173064.1),(73 170865.22),(74 168808.19),(75 168640.67),(76 168811.64),(77 167369.73),(78 165606.22),(79 164674.11),
(1 10895.006),(2 30475.8),(3 50607.586),(4 71419.87),(5 85280.695),(6 94805),(7 100514),(8 104621.055),(9 108221.81),(10 110681.305),(11 110835.016),(12 111244.34),(13 111698.48),(14 112501.31),(15 114616.87),(16 117092.555),(17 119431.31),(18 121496.875),(19 123443.03),(20 124736.69),(21 125861.45),(22 126957.26),(23 128126.49),(24 129405.516),(25 130794.91),(26 131819.83),(27 132641.52),(28 133151.16),(29 134325.3),(30 135039.45),(31 136599.06),(32 138309.83),(33 139635.33),(34 140444.02),(35 141295.63),(36 142909.56),(37 144857.67),(38 147056.42),(39 148616.25),(40 149180.55),(41 148304.3),(42 146871.72),(43 145016.33),(44 142769.03),(45 141906.42),(46 141590.84),(47 144281.38),(48 146136.63),(49 148376.7),(50 150853.3),(51 153653.39),(52 155332.27),(53 156581.47),(54 155746.7),(55 154484.03),(56 153372.47),(57 152156.84),(58 150618.34),(59 148793.69),(60 147118.77),(61 145745.2),(62 145864.86),(63 147307.73),(64 149681.42),(65 153267.88),(66 154880.83),(67 155859.72),(68 156643.78),(69 157964.81),(70 159685.38),(71 160261.88),(72 159467.36),(73 157890.83),(74 156287.77),(75 154806.05),(76 151425.3),(77 150715.78),(78 150887.34),(79 151604.13),
(1 10591.49),(2 29095.896),(3 47934.598),(4 66301.42),(5 79343.36),(6 87536.35),(7 92417.45),(8 95506.49),(9 97266.17),(10 98326.47),(11 98571.52),(12 99252.13),(13 101077.56),(14 102982.45),(15 105720.9),(16 109072.16),(17 112712.51),(18 115623.09),(19 117441.9),(20 118089.375),(21 118987.23),(22 118906.12),(23 120639.445),(24 122949.78),(25 125621.85),(26 127140.875),(27 129010.07),(28 131799.55),(29 134033.6),(30 135653.31),(31 136739.9),(32 136587.31),(33 136440.45),(34 135449.27),(35 134859.34),(36 134359.25),(37 133594.94),(38 132484.88),(39 130826.92),(40 129312.12),(41 129049.95),(42 128357.17),(43 127800.69),(44 127429.96),(45 128644.625),(46 130566.09),(47 131492.86),(48 132468.13),(49 132853.45),(50 133826.4),(51 135105.5),(52 136035.4),(53 137954.83),(54 140276.81),(55 141874.67),(56 142646.73),(57 142801.83),(58 142719.8),(59 141415.19),(60 141781.84),(61 142538.55),(62 144734.9),(63 147067.19),(64 148689.52),(65 149278.52),(66 148486.14),(67 147739.13),(68 147905.52),(69 149379.83),(70 149808.64),(71 150161.27),(72 150650.75),(73 150857.77),(74 150293.53),(75 150132.25),(76 148280.9),(77 147921.55),(78 148659.33),(79 149142.67),
(1 10495.169),(2 28782.756),(3 47241.95),(4 65339.195),(5 76593.1),(6 84257.055),(7 89256.37),(8 93056.22),(9 96341.74),(10 98256.62),(11 99134.22),(12 100446.12),(13 102080.13),(14 103426.75),(15 105845.625),(16 108098.11),(17 110710.62),(18 113460.73),(19 115040.03),(20 115935.34),(21 116941.414),(22 117654.82),(23 118541.35),(24 119594.24),(25 120460.414),(26 122469.92),(27 124560.84),(28 127050.83),(29 129874.88),(30 131707.61),(31 132459.63),(32 132455.53),(33 131181.77),(34 129510.51),(35 127687.766),(36 126432.484),(37 126417.445),(38 126400.89),(39 126747.66),(40 127204.43),(41 125908.1),(42 124193.39),(43 122026.22),(44 120941.15),(45 120946.86),(46 123034.37),(47 125343.88),(48 126969.99),(49 127681.26),(50 128173.336),(51 129555.39),(52 130750.61),(53 132514.3),(54 133918.2),(55 134020.78),(56 133789.23),(57 133119.6),(58 132617.33),(59 132582.42),(60 132341.73),(61 132080.77),(62 132321.34),(63 133942.06),(64 135604.48),(65 136600.73),(66 137056.98),(67 137346.81),(68 138472.39),(69 139807.95),(70 141284.03),(71 142566.5),(72 143920.83),(73 145174.83),(74 145593.27),(75 145011.08),(76 142411.4),(77 142391.1),(78 144595.31),(79 146612.06),
(1 10464.471),(2 28312.176),(3 45138.805),(4 62533.715),(5 74095.96),(6 80759.35),(7 84687.734),(8 88648.08),(9 92466.414),(10 95421.76),(11 97304.08),(12 98550.89),(13 100475.484),(14 102185),(15 104484.22),(16 106884.445),(17 109594.61),(18 111953.3),(19 114523.62),(20 116215.27),(21 116919.734),(22 118190.05),(23 117946),(24 117734.35),(25 116926.72),(26 117252.73),(27 118213.97),(28 119609.38),(29 120975.72),(30 121867.625),(31 121627.88),(32 121168.8),(33 121576.36),(34 122475.6),(35 122968.52),(36 123613.445),(37 123585.586),(38 122716.32),(39 122494.414),(40 123650.484),(41 123311.74),(42 124357.695),(43 125683.63),(44 126586.46),(45 127543.12),(46 129298.12),(47 130774.664),(48 132299.7),(49 133443.86),(50 135294.36),(51 137043.19),(52 137225.86),(53 138125.31),(54 138422.69),(55 138129.98),(56 137479.7),(57 136876.64),(58 135853.8),(59 133426.02),(60 133028.39),(61 133212.94),(62 133739.56),(63 134156.34),(64 133839.14),(65 132934.42),(66 132531.7),(67 132276.5),(68 131567.11),(69 132359.78),(70 132440.27),(71 132206.22),(72 132127.2),(73 133306.48),(74 134733.8),(75 136670.3),(76 136808.81),(77 137370.88),(78 137609.67),(79 137873.84),
(1 10047.618),(2 26932.566),(3 43354.402),(4 58618.258),(5 69091.6),(6 75319.75),(7 80187.16),(8 84818.56),(9 89179.34),(10 92513.45),(11 95063.32),(12 97116.516),(13 98377.77),(14 99084.41),(15 99474.45),(16 100149.69),(17 101544.836),(18 103842.17),(19 106750.516),(20 108646.65),(21 109871.02),(22 111316.445),(23 111674.484),(24 111701.09),(25 112251.26),(26 113795.3),(27 115981.73),(28 118765.125),(29 121316.96),(30 121857.92),(31 121162.35),(32 119644.67),(33 118379.51),(34 117980.96),(35 118284.49),(36 118874.99),(37 119144.56),(38 119336.3),(39 120378.24),(40 121760.37),(41 123043.4),(42 125925.78),(43 127773.734),(44 129096.516),(45 129948.086),(46 131190.08),(47 132640.4),(48 133573.53),(49 134192.98),(50 134268.53),(51 134833.88),(52 134673.73),(53 134923.47),(54 135017.13),(55 135596.19),(56 135934.61),(57 136372.08),(58 136497.52),(59 137269.95),(60 137694.97),(61 137495.36),(62 137938.63),(63 137724.95),(64 136681.17),(65 136953.55),(66 137098.17),(67 137513.69),(68 137204.38),(69 137956.23),(70 139164.9),(71 140215.13),(72 142058.3),(73 143987.69),(74 145277.8),(75 146396.47),(76 145774.34),(77 145887.97),(78 146259.7),(79 147050.22),
(1 9734.685),(2 26412.012),(3 42866.887),(4 58974.914),(5 69701.1),(6 77216),(7 83218.55),(8 88564.87),(9 92757.05),(10 95597.21),(11 97170.67),(12 98805.766),(13 100582.336),(14 101312.945),(15 101894.305),(16 102439.78),(17 103046.36),(18 104375.836),(19 106789.75),(20 109355.34),(21 112043.695),(22 113233.016),(23 113656.73),(24 113928.73),(25 113996.77),(26 114633.266),(27 115937.67),(28 117769.08),(29 118896.84),(30 118248.8),(31 116962.56),(32 114743.125),(33 114336.62),(34 114934.914),(35 116554.336),(36 118349.91),(37 120194.305),(38 121611.914),(39 123274.31),(40 124558.91),(41 125081.6),(42 126961.21),(43 128937.64),(44 131090.84),(45 132234.3),(46 133415.34),(47 133267.2),(48 134109.02),(49 136063.77),(50 136843.4),(51 138663.84),(52 140993.38),(53 142321.97),(54 143469.88),(55 143681.31),(56 142742),(57 141286.27),(58 139887.4),(59 138335.56),(60 138280.2),(61 137923.61),(62 137729.48),(63 137332.22),(64 136619.84),(65 136398.33),(66 136746.53),(67 136765.27),(68 135687.81),(69 135011.45),(70 134712.31),(71 135312.86),(72 135670.36),(73 135326.02),(74 136116.33),(75 137085.66),(76 136282.92),(77 135469.31),(78 135478.73),(79 135457.63),
(1 10024.615),(2 27164.867),(3 43611.19),(4 59317.977),(5 69409.51),(6 76573.27),(7 82498.47),(8 88139.63),(9 92126.85),(10 94289.37),(11 94903.57),(12 95675.46),(13 97249.64),(14 99508.84),(15 101866.82),(16 104144.07),(17 106234.55),(18 109164.766),(19 111505.26),(20 113685.914),(21 115726.88),(22 116830.49),(23 117411),(24 116841.9),(25 116926.34),(26 117588.01),(27 119503.36),(28 121181.555),(29 122053.97),(30 121472.5),(31 120918.82),(32 119659.57),(33 119300.46),(34 119673.75),(35 120885.55),(36 122411.39),(37 123682.26),(38 124962.93),(39 127066.1),(40 129501.484),(41 130702.88),(42 131999.4),(43 132617.94),(44 133137.19),(45 133925.13),(46 134281.23),(47 134547.89),(48 135538.19),(49 135606.77),(50 135726.73),(51 136550.95),(52 136831.06),(53 136016.92),(54 134814.73),(55 133605.81),(56 133164.69),(57 133641.06),(58 134155.66),(59 135372.95),(60 137027.73),(61 137956.84),(62 139303.9),(63 141584.89),(64 143118.86),(65 143974.14),(66 144655.3),(67 144511.94),(68 142970.7),(69 142478.6),(70 141570.73),(71 141197.36),(72 140844.67),(73 140487.16),(74 139888.4),(75 139264.17),(76 137376.73),(77 136604.61),(78 137424.27),(79 139218.64),
(1 9583.936),(2 25714.81),(3 41455.78),(4 57033.824),(5 67743.016),(6 75203.086),(7 81088.82),(8 85216.58),(9 88176.91),(10 90139.48),(11 90857.51),(12 91326.96),(13 92210.52),(14 93358.98),(15 95233.19),(16 97219.375),(17 99066.87),(18 101179.445),(19 102457.25),(20 102875.19),(21 103257.29),(22 103583.48),(23 104646.71),(24 105078.086),(25 105394.836),(26 106640.65),(27 107983.13),(28 108483.11),(29 108160.78),(30 106621.92),(31 105185.266),(32 104588.49),(33 104744.516),(34 106016.414),(35 107612.39),(36 108603.164),(37 108665.63),(38 109589.4),(39 111218.16),(40 112514),(41 113557.12),(42 115595.766),(43 117356.61),(44 118527.75),(45 119913.86),(46 121017.195),(47 121418.18),(48 122148.375),(49 121499.97),(50 120861.75),(51 121699.67),(52 122286.2),(53 122288.805),(54 122205.445),(55 121974.36),(56 121266.2),(57 120864.48),(58 120780.05),(59 121403.46),(60 122150.76),(61 123038.07),(62 124013.625),(63 125264.17),(64 125406.68),(65 124527.51),(66 123074.68),(67 121164.35),(68 120405.39),(69 123279.836),(70 123998.31),(71 124288.52),(72 124054.17),(73 123519.31),(74 122674.99),(75 122302.25),(76 121187.17),(77 121134.36),(78 121402.94),(79 121301.72),
(1 9834.858),(2 26504.928),(3 43005.08),(4 58543.324),(5 69160.29),(6 76726.9),(7 82115.45),(8 85965.58),(9 89043.625),(10 91484.74),(11 93059.734),(12 94435.12),(13 95765.92),(14 96705.984),(15 98022.62),(16 99196.58),(17 101089.8),(18 103143.836),(19 104883.2),(20 106779.36),(21 108506.98),(22 109897.73),(23 109946.81),(24 110148.91),(25 111445.34),(26 112722.47),(27 114191.2),(28 115734.65),(29 115706.64),(30 114924.4),(31 114876.79),(32 114515.28),(33 113739.234),(34 113079.625),(35 111752.59),(36 110746.05),(37 109867.15),(38 109021.38),(39 108675.6),(40 108998.18),(41 110253.734),(42 110598.12),(43 110466.79),(44 110331.086),(45 110524.03),(46 110616.336),(47 109953.36),(48 110584.94),(49 111609.48),(50 112663.22),(51 114264.6),(52 114840.98),(53 115514.27),(54 116203.95),(55 116237.3),(56 116915.516),(57 117636.84),(58 117492.24),(59 116800.5),(60 116947.195),(61 117511.76),(62 119016.72),(63 121337.63),(64 123287.85),(65 124424.78),(66 123530.34),(67 122455.37),(68 121701.95),(69 122102.14),(70 122288),(71 122577.3),(72 123479.07),(73 123813.3),(74 124107.42),(75 124317.43),(76 123721.01),(77 123215.15),(78 123036.17),(79 122066.35),
(1 9717.432),(2 26469.871),(3 42948.473),(4 57617.55),(5 66212.305),(6 71845.3),(7 76509.03),(8 80023.6),(9 82224.21),(10 84127.58),(11 85237.8),(12 86370.05),(13 88175.87),(14 89718.46),(15 91484.375),(16 93114.86),(17 94302.164),(18 95480.11),(19 97794.01),(20 99983.97),(21 102035.63),(22 102092.54),(23 101795.81),(24 101824.12),(25 102387.49),(26 104001.67),(27 106142.8),(28 108705.945),(29 110818.02),(30 111453.96),(31 112717.65),(32 112660.445),(33 112630.664),(34 112460.49),(35 111963.914),(36 111547.99),(37 111408.125),(38 110936.97),(39 111573.72),(40 111719.15),(41 111444.4),(42 111663.83),(43 112034.85),(44 112330.09),(45 113249.18),(46 113783.234),(47 114637.7),(48 115412.91),(49 115017.32),(50 115404.84),(51 116395.5),(52 116368.4),(53 116515.8),(54 116331.086),(55 116397.18),(56 117579.99),(57 118898.88),(58 119504.45),(59 120568.51),(60 121120.766),(61 121751.82),(62 122775.91),(63 123532.375),(64 123614.695),(65 122898.016),(66 121596.375),(67 120873.37),(68 120781.75),(69 122821.47),(70 124031.76),(71 124178.1),(72 122814.19),(73 121677.07),(74 121780.53),(75 122058.52),(76 122621.1),(77 123162.85),(78 124737.516),(79 126044.69),
