1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 163047.39),(2 555505.6),(3 1111277.9),(4 1748039.9),(5 2431500.5),(6 3166634.8),(7 3928789.3),(8 4726218.5),(9 5546374.5),(10 6393225.5),(11 7255646.5),(12 8181403.5),(13 9107907),(14 10025417),(15 11172259),(16 12476199),(17 13755648),(18 15189288),(19 16725772),(20 18428184),(21 20318320),(22 22127586),(23 24090928),(24 26153878),(25 28431808),(26 30846136),(27 33408638),(28 36402900),(29 39372188),(30 42529364),(31 45761076),(32 49162676),(33 52531904),(34 56045716),(35 59867056),(36 63870740),(37 67910020),(38 71910590),(39 76319030),(40 80587670),(41 85200020),(42 90031300),(43 95601864),(44 100926920),(45 106806780),(46 112780220),(47 118880904),(48 125005976),(49 131383870),(50 137633340),(51 144101010),(52 150675000),(53 157329520),(54 163694530),(55 170493940),(56 176842080),(57 183512910),(58 190525250),(59 197107630),(60 203755780),(61 210825330),(62 217924880),(63 225567060),(64 232808450),(65 240057300),(66 246955260),(67 253804270),(68 260587570),(69 268043950),(70 274993630),(71 282658850),(72 290148450),(73 297964400),(74 305212000),(75 312771800),(76 320269920),(77 327937800),(78 335042720),(79 342379230),
(1 146126.03),(2 526144.75),(3 1111844.9),(4 1895540.9),(5 2817210.8),(6 3867888.8),(7 5021013),(8 6228633),(9 7462718.5),(10 8695430),(11 9917647),(12 11096659),(13 12195802),(14 13209596),(15 14152159),(16 14988643),(17 15691815),(18 16310456),(19 16792660),(20 17185942),(21 17509666),(22 17774886),(23 18000850),(24 18196350),(25 18355426),(26 18506608),(27 18611940),(28 18646214),(29 18649088),(30 18605914),(31 18533840),(32 18417876),(33 18295816),(34 18148488),(35 17997114),(36 17831152),(37 17677238),(38 17550118),(39 17436998),(40 17344852),(41 17258004),(42 17169470),(43 17090182),(44 17016574),(45 16921796),(46 16819508),(47 16693727),(48 16559917),(49 16431285),(50 16325569),(51 16234844),(52 16158695),(53 16103782),(54 16062648),(55 16033875),(56 16019734),(57 16030138),(58 16070541),(59 16082961),(60 16152462),(61 16208665),(62 16245514),(63 16305535),(64 16318151),(65 16305007),(66 16306193),(67 16297326),(68 16262136),(69 16264161),(70 16274663),(71 16312754),(72 16334440),(73 16350191),(74 16340461),(75 16300786),(76 16266842),(77 16240604),(78 16220424),(79 16212623),
(1 184080.38),(2 665431.94),(3 1415556.4),(4 2408791.8),(5 3561742.8),(6 4848713.5),(7 6233354.5),(8 7665091.5),(9 9093750),(10 10491801),(11 11856228),(12 13119589),(13 14292057),(14 15320008),(15 16231629),(16 17034106),(17 17706396),(18 18304830),(19 18781802),(20 19156360),(21 19455214),(22 19670018),(23 19800010),(24 19851162),(25 19821938),(26 19760682),(27 19649536),(28 19476290),(29 19271838),(30 19023900),(31 18771794),(32 18533950),(33 18282742),(34 18023560),(35 17824448),(36 17666162),(37 17617348),(38 17640878),(39 17736494),(40 17932534),(41 18185074),(42 18489038),(43 18864506),(44 19244812),(45 19633198),(46 20023890),(47 20396182),(48 20725824),(49 21032636),(50 21301210),(51 21521494),(52 21643520),(53 21694646),(54 21656950),(55 21575776),(56 21475990),(57 21346908),(58 21188626),(59 20943552),(60 20676562),(61 20359724),(62 19986898),(63 19573582),(64 19132250),(65 18662914),(66 18211246),(67 17780208),(68 17349630),(69 16940790),(70 16528759),(71 16131507),(72 15751079),(73 15370989),(74 15004129),(75 14655908),(76 14370888),(77 14139679),(78 13989401),(79 13891357),
(1 187596.6),(2 671709.25),(3 1435587.4),(4 2494396.8),(5 3761323.5),(6 5203898.5),(7 6773211.5),(8 8424468),(9 10129810),(10 11832604),(11 13492191),(12 15068024),(13 16489879),(14 17739656),(15 18825546),(16 19760012),(17 20516194),(18 21140368),(19 21627522),(20 21931960),(21 22143522),(22 22292440),(23 22340888),(24 22346268),(25 22295720),(26 22220432),(27 22113748),(28 21934086),(29 21698718),(30 21359684),(31 20960510),(32 20513192),(33 20045402),(34 19558808),(35 19089816),(36 18622662),(37 18185402),(38 17732062),(39 17254220),(40 16747496),(41 16227889),(42 15705527),(43 15226816),(44 14778674),(45 14360411),(46 13977038),(47 13652708),(48 13372083),(49 13178514),(50 13001377),(51 12888819),(52 12834428),(53 12871908),(54 12988052),(55 13164704),(56 13442012),(57 13777905),(58 14155841),(59 14590879),(60 15066834),(61 15551022),(62 16013779),(63 16460543),(64 16894796),(65 17308094),(66 17710554),(67 18088754),(68 18403426),(69 18688406),(70 18927056),(71 19122840),(72 19245158),(73 19319438),(74 19355202),(75 19305886),(76 19191178),(77 19029352),(78 18852268),(79 18603744),
(1 175868.73),(2 621019),(3 1306718.9),(4 2233016.8),(5 3298372.5),(6 4491600),(7 5760204),(8 7063910.5),(9 8394402),(10 9680923),(11 10898624),(12 12025294),(13 12975828),(14 13778493),(15 14436109),(16 14906125),(17 15202277),(18 15353449),(19 15395621),(20 15311150),(21 15152161),(22 14956590),(23 14712713),(24 14458482),(25 14209617),(26 13999789),(27 13831606),(28 13692184),(29 13580549),(30 13490024),(31 13439178),(32 13397916),(33 13404799),(34 13439709),(35 13516133),(36 13643590),(37 13801777),(38 13973052),(39 14147402),(40 14314639),(41 14464444),(42 14603859),(43 14743533),(44 14869828),(45 14973279),(46 15052556),(47 15128159),(48 15184742),(49 15228795),(50 15259267),(51 15262527),(52 15256737),(53 15252899),(54 15213804),(55 15175188),(56 15113681),(57 15076170),(58 15034182),(59 14980506),(60 14924484),(61 14870583),(62 14811241),(63 14811951),(64 14852215),(65 14904396),(66 14984152),(67 15075397),(68 15172252),(69 15271397),(70 15369120),(71 15465213),(72 15526394),(73 15560764),(74 15573582),(75 15530692),(76 15443131),(77 15313836),(78 15167924),(79 15014592),
(1 128253.05),(2 452683.03),(3 947028.75),(4 1606511.4),(5 2364046.3),(6 3206561.3),(7 4103874.8),(8 5009419.5),(9 5926234.5),(10 6792752.5),(11 7594222),(12 8326471),(13 8947692),(14 9464271),(15 9878530),(16 10173825),(17 10345888),(18 10434362),(19 10411166),(20 10279972),(21 10071458),(22 9820179),(23 9524487),(24 9216373),(25 8872332),(26 8551655),(27 8270817),(28 8026340),(29 7817324.5),(30 7651245.5),(31 7514628),(32 7439286.5),(33 7414543.5),(34 7444380),(35 7505993.5),(36 7602672.5),(37 7743123),(38 7925749.5),(39 8139880.5),(40 8387876),(41 8632244),(42 8892547),(43 9179943),(44 9446933),(45 9720152),(46 10005568),(47 10273759),(48 10551142),(49 10811081),(50 11057831),(51 11276114),(52 11445940),(53 11599863),(54 11696363),(55 11718843),(56 11685504),(57 11610814),(58 11503908),(59 11377220),(60 11215546),(61 11016679),(62 10784363),(63 10545877),(64 10309318),(65 10058056),(66 9824954),(67 9589877),(68 9351650),(69 9116898),(70 8876181),(71 8641522),(72 8427562),(73 8219971.5),(74 8019269.5),(75 7842704.5),(76 7689233),(77 7553348),(78 7435426),(79 7366778.5),
(1 120703.5),(2 432002.2),(3 903861.2),(4 1523095.9),(5 2233641),(6 3011389.3),(7 3803173),(8 4586462.5),(9 5363795),(10 6079188.5),(11 6730857.5),(12 7309514.5),(13 7767112.5),(14 8139472),(15 8413187),(16 8601369),(17 8705127),(18 8738573),(19 8678606),(20 8561251),(21 8409010),(22 8236033.5),(23 8066553),(24 7923341),(25 7795582),(26 7710939),(27 7652980.5),(28 7638194),(29 7677234),(30 7760214),(31 7869423),(32 8010884.5),(33 8178982.5),(34 8367808),(35 8558717),(36 8761853),(37 8971217),(38 9159467),(39 9326820),(40 9466035),(41 9576881),(42 9667805),(43 9712835),(44 9690903),(45 9640749),(46 9569201),(47 9480899),(48 9401929),(49 9326186),(50 9244470),(51 9180917),(52 9102544),(53 9035311),(54 8978125),(55 8920047),(56 8845758),(57 8768334),(58 8678989),(59 8625127),(60 8582581),(61 8529233),(62 8473572),(63 8425271),(64 8412884),(65 8427526),(66 8470331),(67 8536954),(68 8602642),(69 8680539),(70 8759466),(71 8828901),(72 8877135),(73 8910535),(74 8909457),(75 8873806),(76 8830805),(77 8746506),(78 8632773),(79 8524075),
(1 114780.664),(2 394960.78),(3 800133.2),(4 1313277.1),(5 1868962.6),(6 2455530.5),(7 3027425),(8 3567624),(9 4064553.8),(10 4507184.5),(11 4866690.5),(12 5169397.5),(13 5406738),(14 5591432.5),(15 5724385.5),(16 5814734),(17 5869253),(18 5917767),(19 5979833),(20 6047205.5),(21 6169412.5),(22 6337859),(23 6533252.5),(24 6775589.5),(25 7015179.5),(26 7271700.5),(27 7502145),(28 7751604.5),(29 7978619.5),(30 8193814.5),(31 8386138),(32 8572031),(33 8737998),(34 8886974),(35 9001074),(36 9092988),(37 9173950),(38 9238158),(39 9293428),(40 9351861),(41 9396701),(42 9425221),(43 9435788),(44 9431939),(45 9401489),(46 9373337),(47 9355332),(48 9350036),(49 9349825),(50 9336143),(51 9315087),(52 9281785),(53 9229058),(54 9148045),(55 9056167),(56 8936713),(57 8837841),(58 8729868),(59 8600077),(60 8448487),(61 8272675),(62 8108751),(63 7974166.5),(64 7858844),(65 7766025.5),(66 7698416),(67 7656039),(68 7636486),(69 7632880.5),(70 7639277.5),(71 7684979.5),(72 7749868.5),(73 7823625.5),(74 7911102),(75 7976082),(76 8037817),(77 8093242),(78 8152894.5),(79 8205961),
(1 131710.88),(2 452683.9),(3 917248.9),(4 1517899.3),(5 2167753.8),(6 2837220.3),(7 3484729),(8 4082948.8),(9 4632338.5),(10 5098731),(11 5485599),(12 5785020),(13 6025191.5),(14 6198826.5),(15 6303668.5),(16 6355264),(17 6362163.5),(18 6362743),(19 6375331),(20 6394404.5),(21 6453050),(22 6549182),(23 6685248),(24 6863630.5),(25 7065148),(26 7283928),(27 7512012.5),(28 7748550.5),(29 7954300.5),(30 8128232),(31 8279343.5),(32 8386024),(33 8488816),(34 8562055),(35 8596958),(36 8614693),(37 8621603),(38 8598836),(39 8574006),(40 8548292),(41 8519356),(42 8479470),(43 8444871),(44 8406648),(45 8363756.5),(46 8334848),(47 8311251.5),(48 8296108.5),(49 8295302),(50 8299185.5),(51 8326198.5),(52 8346551.5),(53 8365022),(54 8375686),(55 8380480),(56 8391645),(57 8405443),(58 8391868),(59 8368093),(60 8329127),(61 8276906.5),(62 8198870.5),(63 8111078),(64 8022009),(65 7935750),(66 7861056),(67 7814029.5),(68 7775585),(69 7755353.5),(70 7742481.5),(71 7766051),(72 7812865.5),(73 7847759),(74 7885768.5),(75 7927425),(76 7970428),(77 8009834.5),(78 8044778.5),(79 8085507),
(1 122567.45),(2 420920.5),(3 849436.6),(4 1380554.8),(5 1950218),(6 2527870.5),(7 3073621.5),(8 3569228.5),(9 4003450.5),(10 4362956),(11 4656397),(12 4884788),(13 5042769),(14 5156842),(15 5212948),(16 5223534),(17 5207081),(18 5191295),(19 5195805),(20 5222930.5),(21 5295085),(22 5413920),(23 5582357),(24 5804210),(25 6055946),(26 6355874),(27 6676609.5),(28 7002004.5),(29 7320954.5),(30 7595934),(31 7821886),(32 8007877.5),(33 8129289.5),(34 8190883),(35 8194137),(36 8141376),(37 8050856),(38 7909774),(39 7726207.5),(40 7515568.5),(41 7285124),(42 7047146.5),(43 6823436),(44 6602344),(45 6402909),(46 6245757),(47 6124052),(48 6045497),(49 6000809),(50 5979160),(51 5988690),(52 6014298),(53 6071879),(54 6155178),(55 6256216),(56 6356918),(57 6442221),(58 6504126.5),(59 6550984.5),(60 6574769),(61 6565856),(62 6520749),(63 6461818.5),(64 6381290),(65 6302787),(66 6219872.5),(67 6134186),(68 6036186.5),(69 5942191),(70 5856551.5),(71 5801846),(72 5775604.5),(73 5746541),(74 5725871.5),(75 5705969),(76 5692279),(77 5677352.5),(78 5654917),(79 5646194),
(1 131166.11),(2 459721.25),(3 938792.56),(4 1540227.3),(5 2195484),(6 2874415.5),(7 3536037.5),(8 4144975.5),(9 4690667),(10 5147111),(11 5513395),(12 5790569.5),(13 5965409.5),(14 6058824.5),(15 6061497),(16 5980468.5),(17 5821231),(18 5630059.5),(19 5445726),(20 5292620),(21 5201962.5),(22 5161312.5),(23 5187591),(24 5295338),(25 5464985),(26 5694133),(27 5940423),(28 6213616),(29 6490083.5),(30 6764965),(31 7033070.5),(32 7279734.5),(33 7494092),(34 7674203),(35 7815855.5),(36 7920975.5),(37 8004471.5),(38 8060274),(39 8059243),(40 8035669),(41 7999363.5),(42 7959754.5),(43 7923151.5),(44 7885727),(45 7846141.5),(46 7810888),(47 7774995),(48 7743375.5),(49 7715073.5),(50 7692448),(51 7687015),(52 7692143.5),(53 7703893),(54 7713740),(55 7732222.5),(56 7734772),(57 7712981.5),(58 7659621),(59 7571278.5),(60 7449316.5),(61 7309374.5),(62 7162609.5),(63 7017291),(64 6865173.5),(65 6704965),(66 6526633.5),(67 6351412),(68 6174396),(69 6012700),(70 5869381.5),(71 5752145.5),(72 5679058),(73 5620097),(74 5572947),(75 5559266.5),(76 5559137),(77 5572902),(78 5601400),(79 5662546),
(1 116004.586),(2 408051.53),(3 821455.2),(4 1321723.9),(5 1843544.9),(6 2362109),(7 2841537.8),(8 3258992.5),(9 3608725),(10 3866390.8),(11 4042284.8),(12 4142034.3),(13 4188141.8),(14 4192071.3),(15 4154418.8),(16 4116388.5),(17 4067267.3),(18 4042178.3),(19 4033231.5),(20 4046692),(21 4093730.8),(22 4149182.8),(23 4214309),(24 4291473),(25 4357877),(26 4417307),(27 4469456.5),(28 4505872.5),(29 4523875.5),(30 4512002.5),(31 4500749.5),(32 4480351),(33 4445893),(34 4402535.5),(35 4355458.5),(36 4293470),(37 4220483),(38 4131284),(39 4032241.3),(40 3932289),(41 3860126.8),(42 3809241.8),(43 3784868.8),(44 3790339.3),(45 3815848),(46 3849683.8),(47 3889926.8),(48 3934785.8),(49 4006947.8),(50 4095143.3),(51 4213425.5),(52 4350097),(53 4515512),(54 4694463.5),(55 4884106.5),(56 5079588),(57 5263819),(58 5404269),(59 5516597),(60 5599822.5),(61 5657032),(62 5672822),(63 5659473.5),(64 5616692),(65 5548827.5),(66 5472626.5),(67 5400001),(68 5332831),(69 5279415),(70 5221772.5),(71 5170849.5),(72 5122033),(73 5067710),(74 5014320.5),(75 4951770),(76 4882298),(77 4808082.5),(78 4747855),(79 4707090),
(1 113269.766),(2 391113.44),(3 787024.75),(4 1265372.5),(5 1765443.1),(6 2253094),(7 2711365.8),(8 3106912),(9 3433494.8),(10 3685524.3),(11 3861329.3),(12 3969027),(13 4023788.5),(14 4052800.5),(15 4063216),(16 4069125.3),(17 4067846.3),(18 4083930.3),(19 4123342.8),(20 4197524.5),(21 4290591.5),(22 4382977),(23 4468921.5),(24 4557904.5),(25 4645214.5),(26 4728866.5),(27 4806093),(28 4875048.5),(29 4931774),(30 4961957),(31 4964851.5),(32 4951414),(33 4933987.5),(34 4904005.5),(35 4862002),(36 4794777.5),(37 4716528),(38 4616285),(39 4508372.5),(40 4405530),(41 4310974.5),(42 4226909),(43 4168877),(44 4130101.3),(45 4092960.5),(46 4047987.5),(47 4012947),(48 4003802.8),(49 4011564),(50 4039665),(51 4091898.8),(52 4156493.8),(53 4245114.5),(54 4348917.5),(55 4460961.5),(56 4587341.5),(57 4709766.5),(58 4827323),(59 4938082.5),(60 5039471.5),(61 5134961.5),(62 5212694),(63 5269288),(64 5285295.5),(65 5265531),(66 5225294.5),(67 5175750),(68 5106940.5),(69 5022432.5),(70 4935988.5),(71 4849250),(72 4765638),(73 4697553),(74 4636266),(75 4571033),(76 4523056),(77 4490166),(78 4484791.5),(79 4507988),
(1 110672.234),(2 378515.4),(3 751088.3),(4 1190625.6),(5 1629458.3),(6 2045632.4),(7 2413216),(8 2714932.3),(9 2952930.3),(10 3114434.3),(11 3211263),(12 3254251.5),(13 3260268.8),(14 3244759),(15 3214406),(16 3186569.3),(17 3160927),(18 3156338.5),(19 3185003.3),(20 3225165.5),(21 3279540.8),(22 3336956.3),(23 3394285.8),(24 3449335.5),(25 3491501.5),(26 3519873.8),(27 3536010.5),(28 3561223.5),(29 3589792.3),(30 3611238.8),(31 3626874.5),(32 3642665),(33 3636164.8),(34 3614069.5),(35 3570268),(36 3510754.5),(37 3451802),(38 3401023),(39 3360284.3),(40 3338468.8),(41 3333169.5),(42 3346672.3),(43 3383502.5),(44 3429469.8),(45 3479752.5),(46 3527658),(47 3576147.8),(48 3620867),(49 3645151.3),(50 3647241),(51 3639833.8),(52 3636068.5),(53 3641259.3),(54 3661188.5),(55 3703415),(56 3757573.3),(57 3814658.5),(58 3868200.5),(59 3922571.3),(60 3965956),(61 4012071),(62 4053473.8),(63 4084067.3),(64 4098372.5),(65 4083511.8),(66 4042910.3),(67 3985268.8),(68 3901525.3),(69 3807072),(70 3705475.3),(71 3622526.5),(72 3559696.3),(73 3506636.8),(74 3464314.5),(75 3419801.8),(76 3389496.5),(77 3372802.5),(78 3379774.3),(79 3412046.3),
(1 117384.34),(2 401032.03),(3 792734.3),(4 1238492.1),(5 1667731.8),(6 2042972.8),(7 2340690.5),(8 2546145),(9 2670302.3),(10 2714241.5),(11 2703505.8),(12 2660247.8),(13 2602697),(14 2558290.8),(15 2530764),(16 2529386.8),(17 2543896.8),(18 2587593.5),(19 2657544.3),(20 2739201.5),(21 2836027.8),(22 2908597),(23 2968143),(24 3006279),(25 3025091.3),(26 3035833),(27 3044220.5),(28 3057411.3),(29 3088425.3),(30 3141809.8),(31 3214283),(32 3287501.3),(33 3352441.3),(34 3399517.8),(35 3429896.3),(36 3448443.8),(37 3465179),(38 3496829.8),(39 3534933.3),(40 3585908.5),(41 3640257),(42 3702818.8),(43 3766058),(44 3828966.8),(45 3893674),(46 3952745.3),(47 4009773.3),(48 4061019.5),(49 4091273.3),(50 4108487),(51 4120206.5),(52 4116182),(53 4109084.8),(54 4094097.8),(55 4081354.8),(56 4066378.3),(57 4040520.5),(58 4013479.8),(59 3996909.5),(60 3992695.5),(61 3995726.3),(62 4010742),(63 4039149.5),(64 4082626.8),(65 4107348.5),(66 4106136.5),(67 4082628),(68 4036206.3),(69 3969914.3),(70 3890350.3),(71 3808521),(72 3735878.5),(73 3671658.8),(74 3628379.5),(75 3589948.8),(76 3575756),(77 3574310),(78 3592775),(79 3631181.3),
(1 138152.06),(2 483654.75),(3 970635.56),(4 1544838.8),(5 2121401.5),(6 2644752.3),(7 3086976),(8 3417006.3),(9 3644318.5),(10 3770437.3),(11 3818933.8),(12 3806602),(13 3754431.3),(14 3696389),(15 3640720.8),(16 3607644.5),(17 3589415.8),(18 3597289.5),(19 3619939.5),(20 3648364),(21 3681613.5),(22 3692330.8),(23 3675728.8),(24 3631424.8),(25 3558415.8),(26 3489597.3),(27 3432167.8),(28 3408273),(29 3433860),(30 3488673.5),(31 3563258),(32 3654218.3),(33 3735544.5),(34 3824498.5),(35 3897314.8),(36 3927595.5),(37 3918761),(38 3882365.3),(39 3816103),(40 3752951.5),(41 3685992.5),(42 3631044),(43 3592482.3),(44 3562655.3),(45 3547773.3),(46 3539659.5),(47 3531872.8),(48 3528209.8),(49 3516233.5),(50 3484706.8),(51 3436166.8),(52 3369843.3),(53 3299971.3),(54 3233545.3),(55 3177800.3),(56 3144977.5),(57 3136965.3),(58 3162226.3),(59 3221536.3),(60 3294677.8),(61 3359294.3),(62 3418960.3),(63 3475393.5),(64 3520366.3),(65 3545914.8),(66 3550732.8),(67 3535625.5),(68 3506742),(69 3477863),(70 3441894),(71 3416369.8),(72 3400490.3),(73 3384899.3),(74 3387781.3),(75 3407616),(76 3442757.8),(77 3491480.3),(78 3548726.8),(79 3603665),
(1 148397.28),(2 512467.44),(3 1028127.8),(4 1635018.3),(5 2225638),(6 2745412.5),(7 3152877),(8 3420079.3),(9 3553264),(10 3558618),(11 3470666.8),(12 3323337.3),(13 3146668.3),(14 2972526),(15 2824304.8),(16 2715012.5),(17 2645339),(18 2605026),(19 2602384.3),(20 2623779),(21 2666424),(22 2705602.8),(23 2747590),(24 2781626.3),(25 2802911),(26 2819052.5),(27 2839238.5),(28 2865631.5),(29 2910101),(30 2962979.3),(31 3019423.5),(32 3078579),(33 3124474),(34 3157019.5),(35 3174522.3),(36 3186195.5),(37 3197213),(38 3207272.8),(39 3218517.3),(40 3243578.3),(41 3269443.8),(42 3307314.8),(43 3359106.3),(44 3405578.8),(45 3442838.8),(46 3471455.3),(47 3491034),(48 3497657.3),(49 3498938),(50 3493932.3),(51 3484282.3),(52 3465658.8),(53 3442054),(54 3426966.8),(55 3430070.5),(56 3451745.5),(57 3499349.8),(58 3567046),(59 3645218),(60 3736206),(61 3811591.5),(62 3866596.5),(63 3892077),(64 3893034),(65 3871310.5),(66 3833510.8),(67 3784490),(68 3736118.8),(69 3695295.3),(70 3648123),(71 3609495.5),(72 3568959.5),(73 3530284.3),(74 3495733.8),(75 3461027.8),(76 3426488.5),(77 3387196.3),(78 3343769.5),(79 3303459),
(1 119586.28),(2 408473.78),(3 810000.2),(4 1271353.8),(5 1718338.3),(6 2121377.3),(7 2447705),(8 2671713.5),(9 2798185),(10 2832018.3),(11 2794454.3),(12 2715825.5),(13 2623310.3),(14 2535703.8),(15 2453525),(16 2389389.8),(17 2340903.8),(18 2305190.5),(19 2278333.3),(20 2266209.3),(21 2274064.3),(22 2296597.3),(23 2335565.5),(24 2382601.5),(25 2429618.3),(26 2477609.5),(27 2530351.3),(28 2570573.8),(29 2595408.8),(30 2597280.3),(31 2583844),(32 2549211.5),(33 2509799.8),(34 2470821.3),(35 2433062.5),(36 2398309.8),(37 2369083),(38 2356935),(39 2360069.3),(40 2388205.8),(41 2426002),(42 2473303.8),(43 2530074.5),(44 2577318.5),(45 2622350.3),(46 2660805.3),(47 2681139.3),(48 2676896.5),(49 2647651.5),(50 2608337.8),(51 2569372),(52 2556949.8),(53 2572499.3),(54 2606410.5),(55 2656577.5),(56 2704957.5),(57 2754395.5),(58 2806419.5),(59 2842752.3),(60 2866801.5),(61 2859037.3),(62 2829229.5),(63 2788669.5),(64 2749618.3),(65 2724853),(66 2712723.8),(67 2723158),(68 2737813.5),(69 2768881),(70 2797509.5),(71 2837549.3),(72 2885584),(73 2934102.8),(74 2971802.5),(75 2993376.8),(76 2997773.8),(77 2987350.8),(78 2955061),(79 2911497.5),
(1 113447.914),(2 384090.28),(3 748283.94),(4 1158420.8),(5 1536689.8),(6 1856519.3),(7 2096331.1),(8 2256287.3),(9 2353928.5),(10 2397309.3),(11 2399326.5),(12 2369605.5),(13 2341148.3),(14 2322610.5),(15 2308159.8),(16 2298948),(17 2287392),(18 2267506.5),(19 2245787.8),(20 2233791),(21 2231956),(22 2232928.3),(23 2244330.3),(24 2268750.8),(25 2306522),(26 2351562.3),(27 2399339.5),(28 2434181.8),(29 2447372.8),(30 2437537),(31 2409116.5),(32 2369913),(33 2330543.5),(34 2290805),(35 2262127),(36 2243330.8),(37 2236025.5),(38 2235574),(39 2240807),(40 2257296.8),(41 2279236.8),(42 2299183),(43 2313589.3),(44 2324229.8),(45 2336594),(46 2354476.8),(47 2371842.8),(48 2374999),(49 2368375.8),(50 2349509.8),(51 2318627.5),(52 2295679.3),(53 2275474),(54 2272199.3),(55 2290826.3),(56 2312742),(57 2338140.5),(58 2361149.8),(59 2378672.3),(60 2393523.8),(61 2395583.5),(62 2393637),(63 2388591),(64 2384517.8),(65 2381801.5),(66 2380728.3),(67 2384080.3),(68 2388186),(69 2392696.5),(70 2392778.3),(71 2394488.3),(72 2399388.5),(73 2408812.8),(74 2428396),(75 2450089),(76 2473648),(77 2494073.5),(78 2520227),(79 2550628.5),
