1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 89102.02),(2 315194.3),(3 630956.3),(4 1013582.94),(5 1410893.5),(6 1867401.6),(7 2329679.3),(8 2733127.8),(9 3032591.3),(10 3299556),(11 3554622.8),(12 3904032),(13 4355074),(14 4886665.5),(15 5415057.5),(16 5942387.5),(17 6533862),(18 7052522.5),(19 7569811.5),(20 7933914.5),(21 8210248),(22 8295641.5),(23 8373144.5),(24 8425420),(25 8671425),(26 9001905),(27 9367571),(28 9795100),(29 10239081),(30 10726045),(31 11139531),(32 11492772),(33 11671289),(34 11740455),(35 11759780),(36 11748467),(37 11734640),(38 11763309),(39 11804053),(40 11775856),(41 11733080),(42 11698437),(43 11708125),(44 11580997),(45 11463127),(46 11261837),(47 11012031),(48 10745560),(49 10442671),(50 10186489),(51 10030701),(52 10042473),(53 10083641),(54 10151999),(55 10202923),(56 10291908),(57 10392111),(58 10464894),(59 10588323),(60 10854931),(61 11194533),(62 11699445),(63 12333359),(64 13092972),(65 13917280),(66 14869723),(67 15941175),(68 17060192),(69 18213422),(70 19503474),(71 20799556),(72 22044158),(73 23198752),(74 24428878),(75 25589358),(76 26824768),(77 28131718),(78 29575726),(79 31069320),
(1 220166.1),(2 793105.56),(3 1588227.9),(4 2485722),(5 3439218),(6 4449556),(7 5473811),(8 6480367.5),(9 7424430.5),(10 8274076.5),(11 9047298),(12 9735746),(13 10313261),(14 10737459),(15 11038307),(16 11245042),(17 11393092),(18 11480106),(19 11519073),(20 11530447),(21 11547128),(22 11568824),(23 11651378),(24 11738524),(25 11803002),(26 11821301),(27 11756488),(28 11667144),(29 11526803),(30 11321562),(31 11072547),(32 10805048),(33 10546549),(34 10317980),(35 10140291),(36 10021985),(37 9949079),(38 9891840),(39 9876170),(40 9922791),(41 10021873),(42 10149409),(43 10329091),(44 10547357),(45 10794741),(46 11081937),(47 11336561),(48 11628605),(49 11954328),(50 12345635),(51 12828609),(52 13332188),(53 13856506),(54 14357668),(55 14839804),(56 15307743),(57 15722898),(58 16134342),(59 16546051),(60 16958764),(61 17393590),(62 17807296),(63 18126330),(64 18342018),(65 18439898),(66 18451444),(67 18412122),(68 18356548),(69 18294704),(70 18242036),(71 18150406),(72 18002686),(73 17772394),(74 17496756),(75 17247106),(76 17042008),(77 16832512),(78 16617704),(79 16410247),
(1 193811.56),(2 687946.2),(3 1356734),(4 2092671.9),(5 2856824),(6 3664045.3),(7 4482191.5),(8 5265095.5),(9 5984878),(10 6576996),(11 7084436.5),(12 7507646.5),(13 7862156),(14 8126210.5),(15 8312057.5),(16 8431981),(17 8503828),(18 8561059),(19 8592004),(20 8613716),(21 8658891),(22 8759285),(23 8937392),(24 9141644),(25 9331195),(26 9480278),(27 9562547),(28 9605651),(29 9605568),(30 9580793),(31 9555308),(32 9545189),(33 9548349),(34 9565677),(35 9617701),(36 9715423),(37 9870996),(38 10034511),(39 10149558),(40 10270697),(41 10416447),(42 10552361),(43 10715136),(44 10879345),(45 11061804),(46 11290379),(47 11560741),(48 11845573),(49 12084376),(50 12287416),(51 12494623),(52 12691411),(53 12887016),(54 13105455),(55 13322392),(56 13548212),(57 13777307),(58 14031109),(59 14280099),(60 14537309),(61 14825523),(62 15076919),(63 15308052),(64 15459916),(65 15534408),(66 15541891),(67 15474988),(68 15344715),(69 15186461),(70 14991733),(71 14693997),(72 14318803),(73 13894261),(74 13515788),(75 13190941),(76 12905912),(77 12634744),(78 12371327),(79 12147148),
(1 190449.98),(2 664825.94),(3 1273401.3),(4 1915948.8),(5 2526478.5),(6 3096690.5),(7 3607814),(8 4049013),(9 4449317.5),(10 4800933),(11 5107812),(12 5386958.5),(13 5650776.5),(14 5884999),(15 6096183),(16 6285913.5),(17 6474968.5),(18 6664791),(19 6835190),(20 6984693),(21 7109234),(22 7236706.5),(23 7349051),(24 7423628),(25 7480251.5),(26 7496131),(27 7493975),(28 7494583),(29 7500675),(30 7494384.5),(31 7488302.5),(32 7510489),(33 7557281.5),(34 7618294),(35 7688343.5),(36 7769249.5),(37 7867114),(38 7979932),(39 8099857.5),(40 8235339),(41 8370836.5),(42 8505750),(43 8638282),(44 8764664),(45 8923867),(46 9067508),(47 9222722),(48 9359672),(49 9442691),(50 9466028),(51 9511256),(52 9618977),(53 9756459),(54 9898959),(55 10020132),(56 10120104),(57 10172136),(58 10223094),(59 10233966),(60 10238965),(61 10273482),(62 10300379),(63 10313606),(64 10321302),(65 10347827),(66 10401217),(67 10466709),(68 10507286),(69 10504863),(70 10456012),(71 10352817),(72 10212036),(73 10028829),(74 9858868),(75 9711612),(76 9612242),(77 9594065),(78 9636506),(79 9712804),
(1 192148.86),(2 665870.6),(3 1267161.3),(4 1891873.8),(5 2488843.3),(6 3054171),(7 3591818),(8 4099325),(9 4582278),(10 5030958.5),(11 5442807.5),(12 5810286.5),(13 6113158.5),(14 6350510.5),(15 6525565.5),(16 6668079.5),(17 6836638),(18 7043130),(19 7233040.5),(20 7369104),(21 7433505.5),(22 7457969.5),(23 7459482),(24 7414370),(25 7335302.5),(26 7231922),(27 7148198.5),(28 7096560.5),(29 7096987.5),(30 7133798),(31 7177550),(32 7234704),(33 7255565),(34 7278598.5),(35 7275629),(36 7299491),(37 7314915),(38 7328779.5),(39 7363851.5),(40 7425172.5),(41 7478962.5),(42 7540490),(43 7641409.5),(44 7765460),(45 7962680.5),(46 8213896.5),(47 8538500),(48 8858839),(49 9147002),(50 9403070),(51 9646767),(52 9857658),(53 10009315),(54 10104700),(55 10174357),(56 10205692),(57 10226266),(58 10252710),(59 10267059),(60 10235276),(61 10180938),(62 10108273),(63 10015568),(64 9893730),(65 9747466),(66 9580501),(67 9398992),(68 9214232),(69 9087603),(70 9052101),(71 9000925),(72 8931176),(73 8821408),(74 8766584),(75 8816885),(76 8949831),(77 9182420),(78 9405324),(79 9610975),
(1 192428.17),(2 666021.2),(3 1271296.1),(4 1902909.4),(5 2505801),(6 3078346.8),(7 3635465.3),(8 4174300.3),(9 4694067.5),(10 5172835.5),(11 5626752),(12 6014401),(13 6337027.5),(14 6562838),(15 6672808.5),(16 6724236),(17 6775797.5),(18 6837925.5),(19 6899825),(20 6947381.5),(21 6969059.5),(22 6987225.5),(23 6997814.5),(24 6964382),(25 6867750.5),(26 6755276),(27 6700640.5),(28 6716564.5),(29 6804953),(30 6981762.5),(31 7175419.5),(32 7389990),(33 7579171),(34 7727639.5),(35 7837612.5),(36 7944414),(37 8031258.5),(38 8076329.5),(39 8111794.5),(40 8156418.5),(41 8152315.5),(42 8094319),(43 8027375),(44 7980593),(45 7983703.5),(46 8048714.5),(47 8197103.5),(48 8431247),(49 8686725),(50 8934168),(51 9158107),(52 9382785),(53 9632738),(54 9876798),(55 10093969),(56 10304774),(57 10425730),(58 10503969),(59 10584306),(60 10603784),(61 10537095),(62 10441801),(63 10315744),(64 10123519),(65 9923514),(66 9720475),(67 9522619),(68 9339460),(69 9213742),(70 9113048),(71 8996709),(72 8874809),(73 8727623),(74 8595539),(75 8522795),(76 8492130),(77 8451993),(78 8384457.5),(79 8335705.5),
(1 196065.95),(2 673595.9),(3 1275721.4),(4 1875662.4),(5 2404805),(6 2842723.8),(7 3206686.3),(8 3512373.8),(9 3795456),(10 4053828.3),(11 4291945.5),(12 4477327.5),(13 4616915),(14 4727023.5),(15 4777252.5),(16 4781805.5),(17 4775085.5),(18 4781131.5),(19 4779876.5),(20 4789032),(21 4794587),(22 4778601),(23 4756851.5),(24 4734387),(25 4754187.5),(26 4832771.5),(27 4948231.5),(28 5090017.5),(29 5234745.5),(30 5383375),(31 5509358.5),(32 5604175),(33 5669828.5),(34 5740408),(35 5828742.5),(36 5960883.5),(37 6160478),(38 6381348.5),(39 6584686),(40 6743375.5),(41 6861317.5),(42 6929921),(43 6961070),(44 6988933),(45 7012797),(46 7019496.5),(47 7023050.5),(48 7054777.5),(49 7104278),(50 7132080),(51 7102343.5),(52 7097287),(53 7143881.5),(54 7229727),(55 7336093),(56 7412146),(57 7433741.5),(58 7416881.5),(59 7373832),(60 7295242.5),(61 7198261),(62 7136846.5),(63 7133482.5),(64 7176608),(65 7271058),(66 7373697.5),(67 7453829),(68 7507016.5),(69 7501300.5),(70 7463453),(71 7429970.5),(72 7453912.5),(73 7548337),(74 7701737),(75 7897781.5),(76 8134903.5),(77 8409825),(78 8661103),(79 8854859),
(1 191171.98),(2 666223.4),(3 1283515.9),(4 1899739.3),(5 2463210.3),(6 2936255),(7 3305072),(8 3594576.3),(9 3862941),(10 4092616.3),(11 4243563.5),(12 4309455.5),(13 4358664.5),(14 4409570),(15 4432390),(16 4440891.5),(17 4473326.5),(18 4535644),(19 4639757.5),(20 4770829.5),(21 4928759),(22 5099952),(23 5259360),(24 5366950),(25 5436212.5),(26 5455912.5),(27 5415346.5),(28 5336379.5),(29 5265693),(30 5218312.5),(31 5189665),(32 5182902.5),(33 5204025),(34 5266479.5),(35 5358755),(36 5491794.5),(37 5698415.5),(38 5959431.5),(39 6253699),(40 6548762),(41 6813399.5),(42 7006272),(43 7113529.5),(44 7145574.5),(45 7131052),(46 7140388.5),(47 7213526.5),(48 7325937.5),(49 7451087),(50 7509301),(51 7460145.5),(52 7400788.5),(53 7334299.5),(54 7267708),(55 7161548.5),(56 7047491),(57 6943650.5),(58 6856075.5),(59 6774222),(60 6671684.5),(61 6543993),(62 6410869.5),(63 6319591.5),(64 6257002),(65 6219475.5),(66 6190696.5),(67 6151060.5),(68 6076230),(69 5980874),(70 5890937.5),(71 5844718),(72 5885692),(73 5994980),(74 6143181.5),(75 6314622),(76 6457887),(77 6561575),(78 6666828),(79 6755515.5),
(1 212730.66),(2 724367.7),(3 1334204.1),(4 1907469.4),(5 2399921.3),(6 2790333),(7 3104429),(8 3373820),(9 3614088),(10 3792528.3),(11 3890519.8),(12 3931161),(13 3954980),(14 3995386.8),(15 4065412.8),(16 4126369),(17 4184379.3),(18 4244735.5),(19 4295095.5),(20 4319415.5),(21 4325774.5),(22 4330426),(23 4326270),(24 4300968.5),(25 4258323.5),(26 4208915),(27 4171560.3),(28 4159934),(29 4185100.5),(30 4247194),(31 4326328),(32 4399593),(33 4460004),(34 4480779.5),(35 4486289.5),(36 4505993),(37 4562870.5),(38 4636424),(39 4695450),(40 4724385),(41 4706821),(42 4658479.5),(43 4585924),(44 4504341.5),(45 4440168.5),(46 4429405),(47 4456606.5),(48 4462968),(49 4468261.5),(50 4469142),(51 4480853.5),(52 4504561.5),(53 4568317),(54 4648614.5),(55 4736400.5),(56 4801431.5),(57 4858977),(58 4941554.5),(59 5028184),(60 5134656),(61 5273579),(62 5419630.5),(63 5536512),(64 5618357.5),(65 5671099.5),(66 5687115),(67 5685053),(68 5711911),(69 5751242.5),(70 5785690),(71 5799945.5),(72 5786283.5),(73 5736669.5),(74 5649359.5),(75 5537797),(76 5447585.5),(77 5359364),(78 5266330),(79 5185610.5),
(1 185703.13),(2 613411.1),(3 1091301.3),(4 1521075.5),(5 1865889.4),(6 2134125.5),(7 2341740.8),(8 2508314.8),(9 2661377.8),(10 2798203.5),(11 2890769.3),(12 2964754.3),(13 3043194),(14 3133979),(15 3230492),(16 3327887.3),(17 3418048),(18 3476929),(19 3509997),(20 3521935.8),(21 3557442),(22 3639648),(23 3738454.8),(24 3803817),(25 3831289),(26 3862823),(27 3906427.3),(28 3978023.5),(29 4071546.5),(30 4185760.5),(31 4295112),(32 4367383.5),(33 4396239),(34 4406393.5),(35 4419328),(36 4430718),(37 4439067),(38 4439701.5),(39 4457276),(40 4460807),(41 4428961.5),(42 4389694),(43 4333786),(44 4274845),(45 4216826),(46 4195699),(47 4194397),(48 4196384.5),(49 4207109),(50 4225313),(51 4237318.5),(52 4241192),(53 4262812),(54 4288312.5),(55 4292559.5),(56 4255551),(57 4183232),(58 4119256),(59 4085366),(60 4102122.5),(61 4169387),(62 4267785),(63 4370418),(64 4450991),(65 4502153),(66 4525472),(67 4541149),(68 4577323),(69 4596188),(70 4608738),(71 4632741),(72 4695088.5),(73 4797383),(74 4903063.5),(75 4955149),(76 5012412),(77 5067514),(78 5107507),(79 5125260),
(1 171498.34),(2 564169.56),(3 1025074.7),(4 1472594.4),(5 1868520.9),(6 2202137.3),(7 2485405),(8 2741103.5),(9 2962474),(10 3132942.3),(11 3242463.5),(12 3359760.8),(13 3488223),(14 3604239.3),(15 3673855.5),(16 3710763.8),(17 3717854.3),(18 3703046),(19 3678591.3),(20 3658138),(21 3650541.5),(22 3630258.3),(23 3579939.5),(24 3513844),(25 3472948.8),(26 3459611.8),(27 3462230.3),(28 3500341.3),(29 3547235.3),(30 3598987.3),(31 3658442.8),(32 3702060),(33 3744621),(34 3804086.5),(35 3868846.3),(36 3942383.5),(37 4018590.3),(38 4081305.5),(39 4154523.8),(40 4195531),(41 4225686),(42 4263966.5),(43 4316986.5),(44 4397503),(45 4475027),(46 4547519),(47 4625092.5),(48 4703534.5),(49 4781672.5),(50 4860945.5),(51 4889601.5),(52 4850043),(53 4789167.5),(54 4732296),(55 4657363),(56 4553805),(57 4442883.5),(58 4338325),(59 4267516.5),(60 4257628.5),(61 4263962.5),(62 4234354),(63 4183235),(64 4135846),(65 4098935),(66 4083896.3),(67 4099751.8),(68 4118873),(69 4138396),(70 4149913),(71 4142376.3),(72 4132661.5),(73 4144281),(74 4181485),(75 4233608),(76 4300134),(77 4350790),(78 4380101),(79 4385377.5),
(1 150363.4),(2 490806.06),(3 882946.06),(4 1252261.9),(5 1587451.3),(6 1870196.6),(7 2107195.5),(8 2318125),(9 2476742),(10 2587892),(11 2674515.8),(12 2758123),(13 2844208.3),(14 2911018.5),(15 2972512),(16 3029750.5),(17 3074618.8),(18 3130379.5),(19 3192247),(20 3268429.8),(21 3328656.3),(22 3349642.5),(23 3336809.3),(24 3296837.5),(25 3248007.3),(26 3189833.8),(27 3126629.5),(28 3085036.3),(29 3055978),(30 3041733.8),(31 3028430.8),(32 3021985),(33 3051597.3),(34 3124893.3),(35 3225633),(36 3306248.3),(37 3380332),(38 3460931),(39 3563575),(40 3691005.8),(41 3835069.3),(42 3983128.8),(43 4112654.8),(44 4206942.5),(45 4265461),(46 4295486),(47 4321211),(48 4362938),(49 4423711.5),(50 4471358),(51 4504262),(52 4501727.5),(53 4482769.5),(54 4426542),(55 4336386.5),(56 4225731),(57 4116686.8),(58 4004122.5),(59 3921610),(60 3869807.5),(61 3823956.8),(62 3764823.8),(63 3705946),(64 3659179.8),(65 3642226.8),(66 3653934.5),(67 3676060),(68 3683071.5),(69 3667306.8),(70 3609184.3),(71 3542330.5),(72 3506072.8),(73 3533622.5),(74 3624494.3),(75 3763208),(76 3926433.8),(77 4094854.8),(78 4214109.5),(79 4274026),
(1 143996.25),(2 475690.13),(3 866315),(4 1240917.9),(5 1570739.4),(6 1847192.6),(7 2086035.8),(8 2302848.8),(9 2487793),(10 2636008.8),(11 2752051.8),(12 2849679.8),(13 2911888.3),(14 2957629),(15 2992073.5),(16 3004198.5),(17 3014283),(18 3025730.8),(19 3043246),(20 3047258),(21 3015402),(22 2957533),(23 2911924.3),(24 2903254.8),(25 2908912.8),(26 2905681.3),(27 2901713),(28 2916579),(29 2941747),(30 2979611.3),(31 3034492.5),(32 3106045),(33 3154063.5),(34 3185759.3),(35 3193160.3),(36 3184073),(37 3176790.3),(38 3184399),(39 3207297.8),(40 3239403),(41 3275803.3),(42 3330328.3),(43 3384905.5),(44 3429328.8),(45 3437349.8),(46 3419647),(47 3403451),(48 3410980),(49 3437732.3),(50 3463499),(51 3499875.3),(52 3546428.8),(53 3600389.5),(54 3658513.8),(55 3740785.8),(56 3799597.3),(57 3828915.5),(58 3829112.5),(59 3820326.3),(60 3804671),(61 3770344),(62 3735671.5),(63 3704500.5),(64 3689667),(65 3706479.3),(66 3746838.8),(67 3784150.3),(68 3810692.5),(69 3802188.5),(70 3754901),(71 3696145.8),(72 3657416.5),(73 3652117),(74 3671168),(75 3692487),(76 3666418.8),(77 3641653.5),(78 3627291.3),(79 3585220.8),
(1 146199.83),(2 488912.66),(3 902854.06),(4 1300696.1),(5 1636729.9),(6 1901536.8),(7 2098111.8),(8 2249672.5),(9 2374097),(10 2486607),(11 2575283.8),(12 2638731.5),(13 2661957.3),(14 2665537.5),(15 2647387.3),(16 2600516.8),(17 2546182.8),(18 2496008),(19 2459490),(20 2416098.8),(21 2375802.5),(22 2358083.3),(23 2378609.5),(24 2417400.3),(25 2449645.5),(26 2481021),(27 2508368.3),(28 2551536),(29 2618224.8),(30 2704001.5),(31 2795322.8),(32 2866639.8),(33 2932437.5),(34 2982169.8),(35 3013724.5),(36 3041289.8),(37 3102684.8),(38 3180352),(39 3270561),(40 3350699.3),(41 3416352.3),(42 3477808.3),(43 3544470.3),(44 3618948.5),(45 3702377.8),(46 3793395),(47 3880978.3),(48 3957631),(49 4000188),(50 4022341.3),(51 4068530.3),(52 4130971.3),(53 4191387.3),(54 4212375),(55 4197175),(56 4149275.3),(57 4099725),(58 4046052.5),(59 3970533.5),(60 3878314.8),(61 3789612.8),(62 3698416.3),(63 3619899.5),(64 3560831.8),(65 3543486.3),(66 3533711.3),(67 3519059.3),(68 3479851.3),(69 3441338.8),(70 3385682.3),(71 3350749),(72 3352152.3),(73 3374231.5),(74 3399216),(75 3425033.8),(76 3485998.3),(77 3566384.8),(78 3632028.8),(79 3685306.8),
(1 153774.53),(2 509473.7),(3 914293.75),(4 1287263),(5 1601084.6),(6 1852149.8),(7 2031228.6),(8 2169906.8),(9 2277247),(10 2357099),(11 2414189.3),(12 2443615),(13 2437429.3),(14 2420938.3),(15 2390788),(16 2348887.5),(17 2320420.3),(18 2292272),(19 2270762),(20 2254973.3),(21 2256222.5),(22 2267333.8),(23 2275740),(24 2271594.8),(25 2250851.3),(26 2239576),(27 2251298),(28 2284591),(29 2349034.8),(30 2451010.3),(31 2565671.8),(32 2671738.3),(33 2756143.8),(34 2796810),(35 2809754.8),(36 2824293),(37 2866058.3),(38 2906933.3),(39 2918388.8),(40 2904270.3),(41 2883260.8),(42 2867079.8),(43 2851444),(44 2849319.8),(45 2860386.8),(46 2898188.5),(47 2976299.5),(48 3056692.3),(49 3121577.5),(50 3143795.3),(51 3148014.5),(52 3124264.3),(53 3082535),(54 3030417.5),(55 2989994.8),(56 2952829.8),(57 2902994.8),(58 2867250.8),(59 2836535.3),(60 2821356),(61 2812570.8),(62 2809525.8),(63 2799543.5),(64 2793457),(65 2776703.5),(66 2746669.8),(67 2695752.5),(68 2637113.3),(69 2598506.8),(70 2580173),(71 2576426.3),(72 2584790.5),(73 2611306.3),(74 2664519.8),(75 2716315),(76 2752122.3),(77 2768651.8),(78 2778795.5),(79 2794695.3),
(1 132912.27),(2 422998.22),(3 745408.2),(4 1038007.6),(5 1275875.6),(6 1448711.4),(7 1571954.3),(8 1660530.9),(9 1725981.9),(10 1774681.4),(11 1821400.9),(12 1880715),(13 1940395.4),(14 1988843.4),(15 2017143.1),(16 2031438.3),(17 2063049.8),(18 2083095.9),(19 2077975.3),(20 2075135.3),(21 2079852.6),(22 2079312.8),(23 2070711.1),(24 2042597.8),(25 2004246.9),(26 1971046.8),(27 1946324.1),(28 1938468.3),(29 1962483.3),(30 2012882.3),(31 2082799.3),(32 2157872.3),(33 2197779),(34 2183978),(35 2141063),(36 2106889),(37 2103369.5),(38 2118911.3),(39 2136668.8),(40 2149636.8),(41 2152368.3),(42 2155740.8),(43 2166615),(44 2201382.5),(45 2251050.3),(46 2294919.3),(47 2334247.5),(48 2362303.3),(49 2361224.3),(50 2357716.3),(51 2369491),(52 2365950.5),(53 2353069.8),(54 2358389),(55 2370137.8),(56 2383292.3),(57 2389108.8),(58 2403834.3),(59 2427871.5),(60 2450931.5),(61 2471387),(62 2511765.3),(63 2538153),(64 2534418.5),(65 2498769.8),(66 2434412.5),(67 2369443.5),(68 2322463),(69 2313798.5),(70 2322303),(71 2326165),(72 2327037.8),(73 2333037.8),(74 2354389.5),(75 2376858.5),(76 2381715.5),(77 2373645),(78 2372493.8),(79 2403647),
(1 133190.11),(2 421150.66),(3 724799.44),(4 985109.44),(5 1184225.5),(6 1305652.6),(7 1382315.5),(8 1434357.3),(9 1467298.1),(10 1492444.3),(11 1509603),(12 1513142.1),(13 1518142.5),(14 1549118.6),(15 1579389.4),(16 1614021),(17 1658798.3),(18 1690880),(19 1707381.1),(20 1717794.6),(21 1739426.6),(22 1775026.5),(23 1809283.3),(24 1837977.9),(25 1863188.6),(26 1882334.9),(27 1905800),(28 1925154.3),(29 1944530.3),(30 1968143.8),(31 2001237.4),(32 2034355.4),(33 2066248.4),(34 2084729.1),(35 2077942.9),(36 2066309.9),(37 2059376.8),(38 2043909.4),(39 2023763.3),(40 1984559.4),(41 1962973.8),(42 1968106.3),(43 1994731.8),(44 2048813.4),(45 2113684.3),(46 2174816.5),(47 2238123.5),(48 2279908.5),(49 2300459.3),(50 2296302),(51 2293055.3),(52 2304249.3),(53 2323964),(54 2346498.3),(55 2366515.3),(56 2381099.3),(57 2387825.5),(58 2388580.5),(59 2405631),(60 2444801.3),(61 2499915.8),(62 2515771.5),(63 2482726),(64 2426940.8),(65 2353277),(66 2289552),(67 2245676.5),(68 2228459),(69 2249134.5),(70 2294632.3),(71 2350396.5),(72 2404411),(73 2457027),(74 2507054.5),(75 2521089.5),(76 2477760.8),(77 2411745.3),(78 2356698),(79 2323458),
(1 135995.17),(2 433529.78),(3 752037.9),(4 1035207.8),(5 1269630.9),(6 1445965.1),(7 1566119.9),(8 1638073.8),(9 1671439.1),(10 1680253.9),(11 1661388.6),(12 1634173.8),(13 1610679.3),(14 1597552.1),(15 1598477.8),(16 1621058.9),(17 1661415.9),(18 1696180.5),(19 1724463.1),(20 1746542.8),(21 1763601.8),(22 1782551.3),(23 1808710.9),(24 1841736.9),(25 1871743.6),(26 1897402.6),(27 1928843.9),(28 1960610.1),(29 2001532.1),(30 2056729.6),(31 2105706.8),(32 2149512.5),(33 2198546.5),(34 2257386.8),(35 2315282.3),(36 2353191.8),(37 2354084.5),(38 2323664.3),(39 2284796),(40 2256145.8),(41 2248076.5),(42 2233731.8),(43 2236615.3),(44 2257417.3),(45 2309538.5),(46 2395705.5),(47 2472680.5),(48 2526500.5),(49 2553252.5),(50 2547448.3),(51 2496828.3),(52 2412169),(53 2332883.5),(54 2287694),(55 2267581.3),(56 2260594.8),(57 2258602.5),(58 2280819.5),(59 2319545.8),(60 2335635.3),(61 2321285.3),(62 2286359.5),(63 2256986),(64 2229009),(65 2200507.5),(66 2175499.5),(67 2168914.8),(68 2186207.3),(69 2222307.5),(70 2262614.8),(71 2305193),(72 2346816.3),(73 2386736.3),(74 2417750.3),(75 2410620.5),(76 2374420.3),(77 2335583.8),(78 2301530),(79 2285110.5),
