1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 88896.16),(2 292732.03),(3 605527.2),(4 1032595.3),(5 1577867.9),(6 2204158.3),(7 2875019),(8 3644136.3),(9 4354212.5),(10 5140851.5),(11 5923248),(12 6705922),(13 7493973.5),(14 8239054.5),(15 9029049),(16 9845652),(17 10626463),(18 11414989),(19 12241317),(20 13118216),(21 14051335),(22 15007809),(23 16154381),(24 17121662),(25 18122216),(26 19102728),(27 20072338),(28 21051182),(29 21912782),(30 22822352),(31 23800886),(32 24830634),(33 25976182),(34 27082838),(35 28224746),(36 29338746),(37 30452674),(38 31636922),(39 32601824),(40 33753052),(41 34804092),(42 35923470),(43 37176890),(44 38355380),(45 39758156),(46 41228876),(47 42693130),(48 44232308),(49 45892340),(50 47813108),(51 49792964),(52 51737236),(53 53492252),(54 55328828),(55 57305090),(56 59264910),(57 61153044),(58 62896428),(59 64603036),(60 66287680),(61 67899384),(62 69517620),(63 71029416),(64 72342000),(65 73501490),(66 74538860),(67 75464020),(68 76247080),(69 76915210),(70 77618250),(71 77901950),(72 77729160),(73 77341070),(74 77092040),(75 76657410),(76 76096730),(77 75356160),(78 74515704),(79 73829976),
(1 119624.73),(2 447459.25),(3 952542.44),(4 1608068.9),(5 2375057.5),(6 3194178),(7 4060259.5),(8 4938947),(9 5728810.5),(10 6455715),(11 7094414),(12 7608181),(13 7999843),(14 8266567),(15 8388510.5),(16 8387534.5),(17 8287819),(18 8106429),(19 7861004.5),(20 7587253.5),(21 7335667),(22 7131689),(23 6959369.5),(24 6835312.5),(25 6783054),(26 6779734.5),(27 6847343.5),(28 6969881),(29 7114583),(30 7273276.5),(31 7430888.5),(32 7599212),(33 7783653),(34 7974029),(35 8149708.5),(36 8305111.5),(37 8419238),(38 8452944),(39 8462368),(40 8436245),(41 8401539),(42 8323735.5),(43 8224131.5),(44 8144828),(45 8052253),(46 7983171),(47 7886574),(48 7789582),(49 7674652.5),(50 7540829),(51 7427852.5),(52 7304822.5),(53 7162992.5),(54 7040547),(55 6906397),(56 6765319.5),(57 6624008.5),(58 6491541),(59 6383004.5),(60 6289129.5),(61 6217861.5),(62 6158880),(63 6142776.5),(64 6153350.5),(65 6189004),(66 6227237),(67 6267030.5),(68 6314800),(69 6346069),(70 6411070.5),(71 6494742.5),(72 6565539.5),(73 6624722),(74 6705960.5),(75 6772240.5),(76 6835984.5),(77 6873795),(78 6908218.5),(79 6937401),
(1 101130.52),(2 370843.75),(3 780812.3),(4 1304716.6),(5 1903800.4),(6 2536429.8),(7 3187050.8),(8 3840764.8),(9 4426074),(10 4949971),(11 5432058.5),(12 5824714),(13 6113080),(14 6282225.5),(15 6328071.5),(16 6272694.5),(17 6162508.5),(18 6032554),(19 5875385.5),(20 5728908.5),(21 5628422.5),(22 5566379),(23 5562233.5),(24 5622006.5),(25 5722320),(26 5860561.5),(27 6035620),(28 6224713.5),(29 6413027.5),(30 6597764.5),(31 6786046),(32 6966926),(33 7139790.5),(34 7298143.5),(35 7418180),(36 7513927.5),(37 7578109.5),(38 7594226),(39 7578298.5),(40 7513736.5),(41 7428217.5),(42 7320856.5),(43 7192322.5),(44 7062864.5),(45 6937536.5),(46 6807100),(47 6666838.5),(48 6531904),(49 6422035.5),(50 6328700),(51 6271955.5),(52 6208419.5),(53 6133545.5),(54 6055000.5),(55 5975110),(56 5900232.5),(57 5822600),(58 5716923.5),(59 5587638.5),(60 5447185),(61 5324038),(62 5221396),(63 5163323.5),(64 5126322.5),(65 5090698.5),(66 5028832.5),(67 4951992),(68 4874941.5),(69 4822634.5),(70 4784341.5),(71 4751793.5),(72 4719234.5),(73 4699280),(74 4688244.5),(75 4692042),(76 4695400.5),(77 4721633.5),(78 4753229.5),(79 4802367.5),
(1 82102.99),(2 287784.72),(3 594689.7),(4 970053.25),(5 1377905.9),(6 1802016.6),(7 2236971),(8 2671249.5),(9 3072236.8),(10 3446955),(11 3807649.5),(12 4131435),(13 4421731),(14 4670302.5),(15 4853155.5),(16 4990829),(17 5081182.5),(18 5142334.5),(19 5162655.5),(20 5153884.5),(21 5130919),(22 5109955),(23 5108165),(24 5099310),(25 5097692.5),(26 5089261),(27 5069188.5),(28 5041832.5),(29 5010914.5),(30 4988025.5),(31 4977253),(32 4976253.5),(33 4980823.5),(34 4996022),(35 5007450),(36 5028420),(37 5058647),(38 5083727.5),(39 5128020),(40 5174473.5),(41 5235315),(42 5298384.5),(43 5377518),(44 5467737.5),(45 5565425.5),(46 5637014),(47 5675623.5),(48 5708902),(49 5739488),(50 5767657),(51 5797406),(52 5820864.5),(53 5822045.5),(54 5808230.5),(55 5780843.5),(56 5757442),(57 5710543.5),(58 5616846.5),(59 5493459),(60 5368661.5),(61 5247894),(62 5139296),(63 5055864.5),(64 5002212.5),(65 4963582.5),(66 4914503.5),(67 4849499),(68 4792101),(69 4737299),(70 4684203),(71 4619839.5),(72 4549679.5),(73 4480295),(74 4413579),(75 4370406.5),(76 4335993.5),(77 4323985.5),(78 4303363),(79 4289801),
(1 88286.93),(2 309966.9),(3 632554.06),(4 1029573.5),(5 1462728.4),(6 1914044.5),(7 2364572.8),(8 2798388.8),(9 3155531.5),(10 3461601.3),(11 3712776),(12 3914011),(13 4065691.5),(14 4166610.5),(15 4227008.5),(16 4259249.5),(17 4256645),(18 4232174.5),(19 4188425.5),(20 4136120),(21 4082715.8),(22 4061450),(23 4062485.8),(24 4068821.5),(25 4074454),(26 4066807.8),(27 4048302.5),(28 4027628.5),(29 4012928.3),(30 3999795.3),(31 3989510.5),(32 3985349.5),(33 3995071),(34 3998556.8),(35 3999981.8),(36 3998555.5),(37 4003252.8),(38 3997677.5),(39 4012566),(40 4038383.3),(41 4101170.5),(42 4177691.5),(43 4266977),(44 4371795),(45 4473003),(46 4542140.5),(47 4554332.5),(48 4543390),(49 4511750.5),(50 4461774.5),(51 4403952.5),(52 4357537.5),(53 4324533),(54 4292199.5),(55 4292308.5),(56 4312099),(57 4344668),(58 4373250.5),(59 4398985.5),(60 4420717.5),(61 4433015.5),(62 4446116),(63 4461803.5),(64 4490004),(65 4541017),(66 4590374),(67 4641803),(68 4703301),(69 4760310),(70 4823718),(71 4875992.5),(72 4915054),(73 4920211),(74 4884031),(75 4816156.5),(76 4717766),(77 4602129),(78 4465963.5),(79 4313037),
(1 89160.305),(2 309130.25),(3 629867.25),(4 1019629.1),(5 1441993.5),(6 1883933.9),(7 2323844.8),(8 2744410.8),(9 3097611.8),(10 3399858),(11 3645248),(12 3822635),(13 3937062.5),(14 3989582.8),(15 3985440.5),(16 3929837),(17 3852695),(18 3764997.3),(19 3671827.8),(20 3595463),(21 3543040.5),(22 3526321.5),(23 3545753.3),(24 3585053.8),(25 3640083),(26 3708733.3),(27 3751799),(28 3807047),(29 3863783.8),(30 3928881.3),(31 3998194.8),(32 4078253.8),(33 4152567.5),(34 4230192.5),(35 4299829.5),(36 4352802),(37 4367071.5),(38 4344175.5),(39 4299391),(40 4227624.5),(41 4179318.5),(42 4126507.3),(43 4102944),(44 4113571.3),(45 4142029.8),(46 4183729.3),(47 4197401),(48 4216469),(49 4235090),(50 4246318),(51 4270209),(52 4302351),(53 4343703),(54 4393221.5),(55 4448562.5),(56 4500216.5),(57 4550612.5),(58 4594323),(59 4632664.5),(60 4667588),(61 4697335.5),(62 4724877.5),(63 4758986.5),(64 4800096),(65 4852372.5),(66 4918043.5),(67 4984319),(68 5066209),(69 5149581),(70 5246793),(71 5322824.5),(72 5371929),(73 5393334),(74 5363809),(75 5272783.5),(76 5128733.5),(77 4966060),(78 4788146),(79 4614982),
(1 90959.8),(2 322326.47),(3 654254.8),(4 1048722.8),(5 1474199.8),(6 1921722.3),(7 2395532.3),(8 2868415.5),(9 3273072.5),(10 3617259.8),(11 3892413.5),(12 4094518.5),(13 4204024),(14 4236741.5),(15 4195836.5),(16 4103764),(17 4010065),(18 3916200.5),(19 3823375),(20 3745905.5),(21 3693828),(22 3658630.3),(23 3640700.3),(24 3634928),(25 3642216),(26 3654873),(27 3660722.5),(28 3673801.3),(29 3682442.3),(30 3693566.5),(31 3717608.5),(32 3755837.3),(33 3794794.3),(34 3837596),(35 3879672),(36 3919070.3),(37 3949342.8),(38 3974348),(39 4013114.3),(40 4025913.5),(41 4060154.3),(42 4056464.8),(43 4063543.3),(44 4089669.3),(45 4097703.5),(46 4156017.5),(47 4202242),(48 4258656.5),(49 4326929),(50 4379429.5),(51 4427566),(52 4472382.5),(53 4505833.5),(54 4510311),(55 4491625.5),(56 4438072),(57 4359713),(58 4261322),(59 4142058.5),(60 4013139),(61 3879510.8),(62 3746913.8),(63 3631202.3),(64 3531816.3),(65 3456215.3),(66 3398552),(67 3374654.3),(68 3359097.8),(69 3358315.8),(70 3378485.8),(71 3404366.3),(72 3436498.3),(73 3464812.3),(74 3478577.5),(75 3480035),(76 3475154.8),(77 3474769),(78 3462428.8),(79 3464003.8),
(1 94272.58),(2 332318.4),(3 672905.8),(4 1071285.5),(5 1476249.8),(6 1866903.3),(7 2250244.8),(8 2603349.3),(9 2894709.5),(10 3131779.3),(11 3321006),(12 3470846.8),(13 3561095.8),(14 3593464.8),(15 3588472),(16 3550168.8),(17 3499508.3),(18 3441269.8),(19 3376274.3),(20 3326770.8),(21 3302733.8),(22 3304152.5),(23 3304338.3),(24 3306605.5),(25 3298060.5),(26 3289681),(27 3283505.3),(28 3283017.8),(29 3292588.3),(30 3309195),(31 3329018.5),(32 3359445.8),(33 3388208),(34 3407302.3),(35 3404715.5),(36 3387328.8),(37 3343118.3),(38 3278642.5),(39 3227375),(40 3159020.5),(41 3116829.5),(42 3070654),(43 3039891.3),(44 3023649),(45 2999605.8),(46 3014321.5),(47 3031881),(48 3069856.5),(49 3121033.3),(50 3165257.3),(51 3207874),(52 3241134.5),(53 3265446.3),(54 3277966.3),(55 3296205.5),(56 3315729),(57 3329725.3),(58 3342512.8),(59 3351550),(60 3348400),(61 3340851.5),(62 3311837.5),(63 3277364.3),(64 3243668.3),(65 3214961),(66 3199679.5),(67 3208789.8),(68 3229175.3),(69 3266261.8),(70 3311792),(71 3353206.8),(72 3391768.5),(73 3415766.8),(74 3429802.3),(75 3434341.3),(76 3429038.3),(77 3437761.5),(78 3435240.8),(79 3437802.8),
(1 96249.16),(2 336439.1),(3 679256.4),(4 1070416.8),(5 1455880.9),(6 1810965.3),(7 2132256),(8 2414066),(9 2651506.5),(10 2848527.5),(11 3017900),(12 3148945.3),(13 3243955),(14 3301278.3),(15 3319585),(16 3300346),(17 3257354.8),(18 3210803.5),(19 3158286.5),(20 3082576),(21 3000458.3),(22 2921181.5),(23 2853386.3),(24 2790147),(25 2724960),(26 2679099.3),(27 2639644.5),(28 2640660.3),(29 2671018.8),(30 2729828),(31 2816597.3),(32 2915359.5),(33 3013491.3),(34 3108063.3),(35 3172404.5),(36 3215039),(37 3231780),(38 3228596.3),(39 3232023.8),(40 3228134.5),(41 3243876.8),(42 3257768.3),(43 3284085.8),(44 3314467.5),(45 3347562),(46 3388444),(47 3414396.5),(48 3432535),(49 3443791.3),(50 3437065.8),(51 3418345.5),(52 3398018),(53 3376068.3),(54 3350825.5),(55 3336775.5),(56 3334272.5),(57 3340375.8),(58 3371425.5),(59 3419733.8),(60 3474516.3),(61 3529215.5),(62 3573535),(63 3596595),(64 3604508.3),(65 3588198.3),(66 3553632.5),(67 3502719.3),(68 3445701.3),(69 3416038.8),(70 3386238.8),(71 3373502),(72 3385645.5),(73 3405649.5),(74 3422642),(75 3440085.8),(76 3464078.8),(77 3508366),(78 3544228.3),(79 3583875.5),
(1 87507.99),(2 303113.75),(3 607565.9),(4 959263.2),(5 1313034),(6 1647159.5),(7 1957514.1),(8 2233366.8),(9 2463567.3),(10 2653094.5),(11 2797977.5),(12 2903069.5),(13 2965345.5),(14 2984827),(15 2958623),(16 2889351.8),(17 2807883.5),(18 2726493.8),(19 2636485.3),(20 2535644),(21 2446813.5),(22 2370979.5),(23 2319792.3),(24 2288899.5),(25 2275471.5),(26 2278852.3),(27 2298297.5),(28 2347498.8),(29 2413147),(30 2483849.5),(31 2541763.5),(32 2591598.5),(33 2617748.3),(34 2631006),(35 2622921.3),(36 2619785.3),(37 2618191.5),(38 2620263),(39 2654501),(40 2668377.3),(41 2719288.5),(42 2754517),(43 2794749.5),(44 2839743.3),(45 2884315.5),(46 2953484.8),(47 3011404.3),(48 3064625.8),(49 3119926),(50 3177898.5),(51 3225125.3),(52 3275880),(53 3315271.8),(54 3327625),(55 3330481.8),(56 3330863.5),(57 3332430.3),(58 3338040),(59 3349196.3),(60 3364547.8),(61 3396475),(62 3438916.5),(63 3484828.5),(64 3523360.8),(65 3540951.5),(66 3534057.8),(67 3495776),(68 3432648.5),(69 3355893),(70 3270751.5),(71 3193521.5),(72 3140096),(73 3102233),(74 3061895.5),(75 3022776.3),(76 3001780.3),(77 3007282),(78 3009966),(79 3028105.3),
(1 96841.33),(2 337009.2),(3 662281.4),(4 1022990.25),(5 1371528.9),(6 1690439.6),(7 1976913.1),(8 2207404.5),(9 2395218.5),(10 2537951.5),(11 2645203.5),(12 2719104),(13 2763351.3),(14 2785726.8),(15 2783462.8),(16 2770129.8),(17 2734004),(18 2693228),(19 2646223.3),(20 2598018),(21 2561648),(22 2542425),(23 2518429.5),(24 2500283.5),(25 2505883.3),(26 2516237.5),(27 2537371.8),(28 2576607.5),(29 2614271.3),(30 2649438.5),(31 2669597),(32 2671229.8),(33 2643338.3),(34 2595879),(35 2535936.3),(36 2475716.3),(37 2422860.5),(38 2391531.5),(39 2409541.8),(40 2434029.5),(41 2476464.8),(42 2502344.8),(43 2513950.5),(44 2517620.5),(45 2510687.3),(46 2516688.3),(47 2517234),(48 2520658.5),(49 2542398.3),(50 2557027),(51 2561327.5),(52 2569418.8),(53 2583661.8),(54 2600506.3),(55 2615874.8),(56 2630698.8),(57 2639442),(58 2649562.5),(59 2666243),(60 2683583.5),(61 2712921.3),(62 2753764),(63 2801067.3),(64 2862760.3),(65 2932799.3),(66 2991769),(67 3042324.3),(68 3078791.8),(69 3097143.8),(70 3085889.5),(71 3069059),(72 3044704.3),(73 3016940.3),(74 2983668),(75 2929069.5),(76 2869748),(77 2811081.3),(78 2754735.5),(79 2717307.5),
(1 105440.15),(2 364344.56),(3 705070.3),(4 1062566),(5 1381192.4),(6 1646055.3),(7 1863058.9),(8 2036303.8),(9 2166472.3),(10 2258499.8),(11 2333235.8),(12 2391630.3),(13 2446648.8),(14 2496270.3),(15 2540647),(16 2566215.3),(17 2596101.8),(18 2617005.3),(19 2632769.8),(20 2637297),(21 2631738.5),(22 2619675),(23 2605616.5),(24 2581673.3),(25 2563858.3),(26 2552677),(27 2547786.5),(28 2566592.5),(29 2594392.5),(30 2632737.5),(31 2670226.8),(32 2681532.8),(33 2661650),(34 2622672.5),(35 2570420.5),(36 2516781.8),(37 2480346.5),(38 2463947.5),(39 2484193.8),(40 2503745.8),(41 2526065.3),(42 2533012.3),(43 2506019.5),(44 2466172.8),(45 2403158.5),(46 2344883.3),(47 2283046),(48 2226819.3),(49 2196536.8),(50 2188580.5),(51 2205593.3),(52 2239855.5),(53 2275745.8),(54 2310538.5),(55 2335125),(56 2350560.3),(57 2367761.8),(58 2391758),(59 2423704),(60 2456271),(61 2499551.8),(62 2537449.8),(63 2567387.3),(64 2593292),(65 2609246.5),(66 2622598.8),(67 2639809.3),(68 2658316.8),(69 2685162),(70 2713891.8),(71 2754487.5),(72 2787958.5),(73 2800624.8),(74 2798480.5),(75 2802982.3),(76 2790861.3),(77 2781529.8),(78 2753773.3),(79 2726778.8),
(1 94419.1),(2 324120.1),(3 630576.25),(4 966820.25),(5 1283285.9),(6 1565478.5),(7 1821996.5),(8 2061088.3),(9 2247339.5),(10 2408891),(11 2537804.5),(12 2632553.8),(13 2690752.3),(14 2710613),(15 2708996.8),(16 2687685.5),(17 2682192.3),(18 2681579.3),(19 2686185.8),(20 2682337.5),(21 2656805.8),(22 2611021.5),(23 2562785.5),(24 2501858.8),(25 2440599),(26 2396605.8),(27 2356714.3),(28 2359300.5),(29 2381088.3),(30 2417674.5),(31 2467423.8),(32 2504285),(33 2523667),(34 2539636.5),(35 2547204.5),(36 2552899.5),(37 2547097),(38 2548559),(39 2554647.8),(40 2558238.8),(41 2578281),(42 2579901.8),(43 2579686),(44 2561665),(45 2520941.8),(46 2484762.5),(47 2447725),(48 2423334.8),(49 2416169.5),(50 2431909.3),(51 2464847.3),(52 2505542.5),(53 2532994.8),(54 2543059),(55 2527848.5),(56 2506600.5),(57 2482663.8),(58 2467141),(59 2470139.3),(60 2488875.5),(61 2525209.8),(62 2569612.5),(63 2632545.3),(64 2689149),(65 2747885.8),(66 2807285.3),(67 2870759.8),(68 2938896.3),(69 3009117.8),(70 3069799),(71 3121693.5),(72 3157183.3),(73 3158141),(74 3120395.3),(75 3063247.5),(76 2987693.3),(77 2898984.8),(78 2798171.8),(79 2700600.3),
(1 95568.336),(2 336010.5),(3 666691.25),(4 1030053.3),(5 1389567.4),(6 1724270.5),(7 2019245.4),(8 2260788.5),(9 2453541.8),(10 2595657.3),(11 2697428),(12 2760128),(13 2788131.8),(14 2782548.8),(15 2754420.8),(16 2712327.8),(17 2661451.3),(18 2608460.8),(19 2563978.5),(20 2536860.8),(21 2517719.5),(22 2506102),(23 2502361),(24 2485898.8),(25 2465582.5),(26 2445217),(27 2423367.8),(28 2426563),(29 2439827.3),(30 2469016.3),(31 2507752.5),(32 2544791.8),(33 2581153.8),(34 2611699.5),(35 2633493.5),(36 2651514),(37 2653749),(38 2639505.8),(39 2628781.5),(40 2628613.3),(41 2650755.3),(42 2691041.8),(43 2734290.3),(44 2776638.5),(45 2800940.8),(46 2813668),(47 2803548.3),(48 2775118.5),(49 2746224.8),(50 2698450),(51 2636988.8),(52 2564903.5),(53 2483937.5),(54 2409192.8),(55 2350000.5),(56 2320200.3),(57 2312340),(58 2332251.3),(59 2383588),(60 2451279.8),(61 2531032.3),(62 2618360.8),(63 2703970.3),(64 2766795.5),(65 2801552.3),(66 2797631.8),(67 2771913.8),(68 2727070.3),(69 2676723),(70 2619860.5),(71 2564514.3),(72 2512873.8),(73 2461552.5),(74 2407741),(75 2352793.5),(76 2317172.5),(77 2291287),(78 2283250.5),(79 2283920.8),
(1 108456.5),(2 378940.8),(3 738681.2),(4 1125536.4),(5 1501408.1),(6 1844430.4),(7 2136506),(8 2364380.8),(9 2541373.8),(10 2653610.5),(11 2721777.8),(12 2752379.5),(13 2740803),(14 2699091),(15 2644433.5),(16 2579117.3),(17 2508130.5),(18 2428760),(19 2366919.5),(20 2321544.5),(21 2289965.8),(22 2268060.3),(23 2270560.5),(24 2275994.8),(25 2284901.8),(26 2315195.5),(27 2343908.5),(28 2393210),(29 2444988),(30 2497952),(31 2550202.8),(32 2594615.3),(33 2619669.3),(34 2634707.5),(35 2650324.5),(36 2669611),(37 2679714.3),(38 2681220.3),(39 2677563.8),(40 2680125.8),(41 2680834.5),(42 2687366.3),(43 2687645.5),(44 2683498),(45 2659784.3),(46 2648972),(47 2618300),(48 2575177.3),(49 2519420.8),(50 2446239.8),(51 2372674.3),(52 2305956.8),(53 2243482.8),(54 2213000),(55 2211331.3),(56 2245860),(57 2300932.5),(58 2368092),(59 2439147.5),(60 2488718.3),(61 2520922.3),(62 2531682.8),(63 2528814.5),(64 2500394.8),(65 2458075.5),(66 2410515.3),(67 2356182.5),(68 2310803),(69 2274195.8),(70 2253674.3),(71 2249700),(72 2248468.3),(73 2248923),(74 2246338),(75 2246015),(76 2252657.5),(77 2265806.3),(78 2274530.8),(79 2281523.5),
(1 97642.49),(2 338060.84),(3 651014.9),(4 978591.75),(5 1286278.3),(6 1548942.3),(7 1756713.6),(8 1904292.8),(9 1986834),(10 2014304),(11 2013062),(12 1997280.9),(13 1967567.3),(14 1924306.3),(15 1892930.3),(16 1871179.3),(17 1857559.3),(18 1842895.6),(19 1832177.6),(20 1822122.1),(21 1809923.9),(22 1797108.6),(23 1795603.8),(24 1805464.1),(25 1833317),(26 1868640.9),(27 1914937.6),(28 1964010.5),(29 2007069.1),(30 2039671.6),(31 2061197),(32 2076054),(33 2083085.5),(34 2093791.9),(35 2103739.8),(36 2110810),(37 2100796.8),(38 2068320),(39 2026927.9),(40 1974269.4),(41 1915555.5),(42 1854422.8),(43 1799899),(44 1752081.8),(45 1699316.6),(46 1677402.3),(47 1671453.8),(48 1694486.4),(49 1732724.6),(50 1770216.1),(51 1798458.3),(52 1814446.9),(53 1810255.1),(54 1801208.9),(55 1790082.5),(56 1783705.8),(57 1786997.8),(58 1798650.6),(59 1820070.8),(60 1837573.5),(61 1846693),(62 1840800.5),(63 1830695.5),(64 1820115.4),(65 1825702.4),(66 1854660.5),(67 1898398.9),(68 1959826.5),(69 2026285.1),(70 2085448.9),(71 2130279),(72 2164302.8),(73 2188969.3),(74 2192301.3),(75 2171283.5),(76 2126768),(77 2079221.5),(78 2025545.4),(79 1978015.1),
(1 95973.19),(2 324952.84),(3 624222.44),(4 942802.7),(5 1244330.3),(6 1500882.9),(7 1706086.9),(8 1851034.5),(9 1940166.9),(10 1993519.4),(11 2023498.6),(12 2040053.5),(13 2050491.3),(14 2058377.1),(15 2068044.4),(16 2083346.3),(17 2084495.3),(18 2074300.8),(19 2045899.4),(20 2003890.1),(21 1951980.3),(22 1901743.6),(23 1853067.3),(24 1812398.6),(25 1787453),(26 1778210.3),(27 1779134.1),(28 1787113.1),(29 1811391.6),(30 1844626.3),(31 1880728),(32 1913415.6),(33 1947007.3),(34 1969665),(35 1974346.5),(36 1959304),(37 1923556.3),(38 1870399.3),(39 1816525.1),(40 1757835.4),(41 1715259.8),(42 1677446.5),(43 1662733.8),(44 1671539.3),(45 1688937.8),(46 1727308.8),(47 1762985.9),(48 1798284.6),(49 1849329.9),(50 1910936.8),(51 1972949.4),(52 2004190.1),(53 2001677.4),(54 1981644.6),(55 1960769.9),(56 1940077.8),(57 1927780.8),(58 1921655.3),(59 1921373),(60 1923498.3),(61 1922970.3),(62 1903853),(63 1881314.3),(64 1858343.3),(65 1842781.8),(66 1840024.8),(67 1840729.5),(68 1851991.3),(69 1867994.6),(70 1875277),(71 1869060.4),(72 1851647.8),(73 1832553),(74 1807245),(75 1775269.4),(76 1742818.6),(77 1722920.4),(78 1709681.5),(79 1708079.6),
(1 96674.836),(2 328723.25),(3 617387.94),(4 896867.2),(5 1136509.1),(6 1328636.9),(7 1476975.5),(8 1572934.3),(9 1631539),(10 1674812.5),(11 1711648.4),(12 1739325.9),(13 1756373.5),(14 1762349),(15 1764544.5),(16 1776133.5),(17 1790764.8),(18 1808978.6),(19 1827203.9),(20 1838728.9),(21 1834663.1),(22 1814519.1),(23 1764347.8),(24 1700094.8),(25 1636026.1),(26 1587288.5),(27 1547395.5),(28 1534917.9),(29 1557107.5),(30 1604922.6),(31 1656943.6),(32 1697344.5),(33 1723412.8),(34 1720578.6),(35 1695110.4),(36 1651963.9),(37 1609468.1),(38 1575786.3),(39 1545813.9),(40 1531697.3),(41 1524131.9),(42 1531674),(43 1550438.8),(44 1580748.6),(45 1610239.1),(46 1646982),(47 1683157.4),(48 1716392.4),(49 1728520.1),(50 1727044.1),(51 1717956.5),(52 1704709.8),(53 1685229.5),(54 1672366.8),(55 1660912.1),(56 1655453.5),(57 1663910.4),(58 1677756.8),(59 1687013.8),(60 1691516.1),(61 1692472.5),(62 1690204.1),(63 1685296.4),(64 1681691.4),(65 1679587.4),(66 1685565.9),(67 1690994.1),(68 1696479.6),(69 1695819.5),(70 1685167.1),(71 1676053.4),(72 1667320.5),(73 1656006.8),(74 1652589.9),(75 1656716.5),(76 1653926.9),(77 1657450.3),(78 1652131.3),(79 1657779.4),
