1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 12271.816),(2 39055.855),(3 83020.586),(4 139796.11),(5 203716.58),(6 261375.33),(7 325685.97),(8 404015.34),(9 474964.63),(10 550506.44),(11 633567.56),(12 739941.44),(13 852312.75),(14 986349),(15 1151457.4),(16 1324302.5),(17 1502736.1),(18 1688173.4),(19 1904986.6),(20 2134763),(21 2352161.3),(22 2584254.8),(23 2808211.3),(24 3057122.8),(25 3312610.8),(26 3599530.8),(27 3975324),(28 4358986.5),(29 4740877),(30 5218119.5),(31 5658296.5),(32 6129092),(33 6561521.5),(34 6991064),(35 7414197.5),(36 7833580),(37 8244606.5),(38 8672944),(39 9130784),(40 9625225),(41 10093247),(42 10614895),(43 11158509),(44 11746789),(45 12311741),(46 12912591),(47 13522744),(48 14081125),(49 14619725),(50 15144451),(51 15666651),(52 16199063),(53 16730783),(54 17278808),(55 17860766),(56 18465258),(57 19057558),(58 19565448),(59 20105330),(60 20671052),(61 21229990),(62 21774966),(63 22338758),(64 22912498),(65 23428762),(66 23957478),(67 24483190),(68 24963554),(69 25535390),(70 26092608),(71 26690170),(72 27251594),(73 27821310),(74 28352438),(75 28885934),(76 29394880),(77 29925494),(78 30441018),(79 31039186),
(1 26317.203),(2 100122.95),(3 217561.88),(4 373872.44),(5 560863.5),(6 775000.06),(7 1012974.44),(8 1269076.1),(9 1533607.1),(10 1799893.9),(11 2060809),(12 2317398.3),(13 2582899.5),(14 2843912.3),(15 3097915.3),(16 3342009),(17 3565904.3),(18 3768143),(19 3954006.5),(20 4118223.8),(21 4260124.5),(22 4366674),(23 4445770.5),(24 4500994),(25 4534272),(26 4545534.5),(27 4540774.5),(28 4514553),(29 4481411.5),(30 4434948),(31 4378977.5),(32 4313458),(33 4245478.5),(34 4166903),(35 4090553.8),(36 4019883.3),(37 3951942.5),(38 3885019.8),(39 3825692.3),(40 3766244.3),(41 3702950.5),(42 3632496.8),(43 3557735.8),(44 3485211.8),(45 3420871),(46 3360791),(47 3318176),(48 3278516.8),(49 3244913.8),(50 3212910.5),(51 3194561),(52 3182515.3),(53 3189950.5),(54 3201966.5),(55 3210339.8),(56 3222354),(57 3242483.3),(58 3267730.5),(59 3299980.3),(60 3327062.3),(61 3349793),(62 3365663.3),(63 3373959.8),(64 3378348.8),(65 3374325.5),(66 3370174.5),(67 3364295.8),(68 3349379.8),(69 3330284.3),(70 3302038),(71 3272414.3),(72 3245819.5),(73 3224051.5),(74 3201496),(75 3185072.8),(76 3170934.3),(77 3159495.8),(78 3151979.3),(79 3153508.8),
(1 26240.64),(2 100799.44),(3 219100.33),(4 372447.1),(5 554663.7),(6 757937.94),(7 977012.25),(8 1207846.1),(9 1439246.9),(10 1670537.1),(11 1897021.6),(12 2116915.8),(13 2335921.3),(14 2550521.8),(15 2756853.3),(16 2946105.3),(17 3125508),(18 3290536.8),(19 3435486.8),(20 3558531),(21 3665044),(22 3743822),(23 3802263),(24 3840348.8),(25 3857814.8),(26 3855238.8),(27 3841072),(28 3808164.8),(29 3767330),(30 3722340),(31 3680037.3),(32 3644766.8),(33 3620759.3),(34 3596609.3),(35 3580426.3),(36 3576736),(37 3584838.8),(38 3595207.8),(39 3611784.3),(40 3637927.8),(41 3676062.8),(42 3712070.8),(43 3743860.3),(44 3771552),(45 3800081.3),(46 3816679.3),(47 3821983),(48 3812890.8),(49 3791996),(50 3762234.8),(51 3723908),(52 3679684.8),(53 3636699),(54 3590791.3),(55 3537872.8),(56 3478886),(57 3418626.8),(58 3351662.8),(59 3288113.3),(60 3227256),(61 3165644),(62 3103154.8),(63 3039944.3),(64 2981252.8),(65 2924387.3),(66 2874117),(67 2839965.3),(68 2815210.8),(69 2804156.8),(70 2804018),(71 2810529.3),(72 2819126),(73 2840030.3),(74 2870335.3),(75 2908198.8),(76 2954237.8),(77 3005383),(78 3055424.8),(79 3108799.3),
(1 23489.9),(2 88126.37),(3 188972.77),(4 318434.44),(5 470798.84),(6 641219.06),(7 823436),(8 1010773.6),(9 1191599.9),(10 1370214.5),(11 1540103.5),(12 1696244.8),(13 1837723.5),(14 1966638.4),(15 2087495.4),(16 2181975.8),(17 2251964.5),(18 2302216.3),(19 2341633),(20 2370410.5),(21 2385126.8),(22 2382767.8),(23 2367514),(24 2350142.5),(25 2329630.3),(26 2306375.3),(27 2296169),(28 2298566.3),(29 2314180.5),(30 2336707.8),(31 2366661.8),(32 2404980.8),(33 2453433.5),(34 2500411.5),(35 2554134.8),(36 2601222.3),(37 2645825.5),(38 2688556.3),(39 2724908.5),(40 2756923.8),(41 2783480.3),(42 2801699),(43 2813665.3),(44 2821870),(45 2826266.3),(46 2824686),(47 2821154),(48 2815251.8),(49 2801225),(50 2789288.8),(51 2773894.5),(52 2753901.5),(53 2728755.5),(54 2696414),(55 2656432.5),(56 2607704.3),(57 2551831.5),(58 2487404.5),(59 2421746),(60 2349786),(61 2283386),(62 2223233.5),(63 2171758.5),(64 2120571.5),(65 2079712.6),(66 2046365.8),(67 2028485.1),(68 2018619.3),(69 2015746.5),(70 2018939.3),(71 2030000),(72 2046928.6),(73 2074628.6),(74 2105436.3),(75 2138333),(76 2158630.8),(77 2180837),(78 2199460.8),(79 2224409.3),
(1 29155.955),(2 111096.44),(3 239827.42),(4 404772.3),(5 598189.94),(6 817442.25),(7 1052263.5),(8 1298081.5),(9 1536316.6),(10 1763153.8),(11 1972767.6),(12 2160306.5),(13 2326921.8),(14 2465683),(15 2573922),(16 2651434.3),(17 2703369),(18 2729610),(19 2729583),(20 2713439.3),(21 2678817),(22 2629264),(23 2564407),(24 2494432),(25 2422187),(26 2348082.5),(27 2276277.5),(28 2203791.8),(29 2131720.5),(30 2067097),(31 2008216.8),(32 1960714.5),(33 1929770.1),(34 1912504.8),(35 1911417.5),(36 1920564.4),(37 1944212),(38 1974739.6),(39 2019471.5),(40 2070852.8),(41 2128276.8),(42 2182185.8),(43 2237938.5),(44 2287283.5),(45 2327709),(46 2360595),(47 2386884.3),(48 2404699),(49 2415027),(50 2422743),(51 2422692.8),(52 2417347.8),(53 2408314),(54 2393089.3),(55 2369415),(56 2335499.3),(57 2296873.5),(58 2254644.8),(59 2214934.5),(60 2174061.5),(61 2126101.5),(62 2080608.5),(63 2033213.3),(64 1985065.3),(65 1935914.5),(66 1888537.9),(67 1845080),(68 1806741.1),(69 1777158.5),(70 1753523.5),(71 1736961.3),(72 1724145.9),(73 1718949),(74 1713040.1),(75 1711918.1),(76 1713989.8),(77 1720262.4),(78 1728185.8),(79 1736765.1),
(1 33243.67),(2 125459.57),(3 269130.84),(4 452418.8),(5 667859.2),(6 907301.6),(7 1158607.1),(8 1418713.8),(9 1671360.6),(10 1912285.1),(11 2139778.5),(12 2349796.3),(13 2536800.3),(14 2698665.5),(15 2834206.8),(16 2929374.5),(17 2983359),(18 3004408.3),(19 2995796.8),(20 2955272.3),(21 2889727.5),(22 2803508.8),(23 2703287),(24 2596473.3),(25 2490734.8),(26 2384812.5),(27 2283980.8),(28 2190622),(29 2104507.5),(30 2026407.8),(31 1956107.3),(32 1898951.3),(33 1856658.9),(34 1824825.8),(35 1803206.5),(36 1791610.1),(37 1793137.9),(38 1801730.3),(39 1818941.6),(40 1856609.8),(41 1907865.8),(42 1969090.4),(43 2033253.4),(44 2104969.8),(45 2179944),(46 2255158),(47 2322953.3),(48 2384220.3),(49 2438085.3),(50 2482645.3),(51 2514723.8),(52 2542219.5),(53 2559513),(54 2563696),(55 2559127.8),(56 2542803.8),(57 2518571.8),(58 2485273.8),(59 2453062),(60 2410590.5),(61 2364320.5),(62 2313535.5),(63 2259456.3),(64 2204939.5),(65 2156684.5),(66 2117265.8),(67 2084368),(68 2055435.1),(69 2035710.6),(70 2020164.1),(71 2009003),(72 2002427.1),(73 2001687.9),(74 1996086.1),(75 1991141.8),(76 1983549.4),(77 1974178.4),(78 1957896),(79 1943420.5),
(1 30099.965),(2 111932.875),(3 236322.06),(4 392545.28),(5 570070.7),(6 761244.1),(7 959576.7),(8 1156238.4),(9 1343380.3),(10 1517381.6),(11 1676106.3),(12 1814329.5),(13 1934420.4),(14 2041241.9),(15 2131151.3),(16 2202470.5),(17 2260859.8),(18 2308576),(19 2346505),(20 2366741.5),(21 2379123.8),(22 2375119),(23 2363707),(24 2342739.8),(25 2323514.3),(26 2302835.8),(27 2286539.8),(28 2265649),(29 2244644.8),(30 2218133),(31 2192596),(32 2174078),(33 2164844.5),(34 2162045.5),(35 2167167.5),(36 2182998.8),(37 2202667.5),(38 2220262.5),(39 2240645.8),(40 2262444.3),(41 2278609),(42 2286199.5),(43 2285992.5),(44 2280151),(45 2267380.5),(46 2252003.3),(47 2232297.5),(48 2207105),(49 2182738.8),(50 2157448.3),(51 2128069.3),(52 2100667.8),(53 2077141.6),(54 2050238.1),(55 2023639.5),(56 1994952),(57 1964312.1),(58 1934538),(59 1902895.4),(60 1869104.1),(61 1833704.8),(62 1795275.3),(63 1753521.1),(64 1717276.5),(65 1687312.8),(66 1661859.6),(67 1641800.6),(68 1619905.1),(69 1602782.4),(70 1584718.8),(71 1571130.4),(72 1561268),(73 1558937.1),(74 1562624),(75 1570274.6),(76 1584154.4),(77 1604462.6),(78 1624805.1),(79 1642217.4),
(1 27966.412),(2 104950.445),(3 222847.44),(4 368320.88),(5 533158.2),(6 711096.9),(7 885456.5),(8 1052327.5),(9 1209171.5),(10 1356424),(11 1481788.1),(12 1586455),(13 1671638.5),(14 1733700.1),(15 1777309.3),(16 1804023.5),(17 1820554.1),(18 1827802.1),(19 1824208.9),(20 1815573.6),(21 1808591.1),(22 1806329.4),(23 1808108.4),(24 1814477.4),(25 1823381.4),(26 1835791),(27 1849579.8),(28 1859570.8),(29 1866225),(30 1866645.5),(31 1863305.4),(32 1855765.5),(33 1844021.6),(34 1823153.8),(35 1796321.8),(36 1766443),(37 1735354.4),(38 1708352.4),(39 1687929.4),(40 1681304.1),(41 1680033.3),(42 1685531.3),(43 1694108.1),(44 1702763.8),(45 1708773.8),(46 1715616.1),(47 1722422.1),(48 1728134.4),(49 1735951.6),(50 1738374.1),(51 1732236.9),(52 1722269.6),(53 1710330.4),(54 1694937.1),(55 1688349.4),(56 1681678.8),(57 1683022.9),(58 1688068.9),(59 1700207.3),(60 1718108.1),(61 1744538.6),(62 1770975.5),(63 1800657.5),(64 1838387.8),(65 1878139.6),(66 1918412.9),(67 1955843.4),(68 1989160.8),(69 2011655.6),(70 2024319.9),(71 2024426.1),(72 2011200.5),(73 1989224.9),(74 1959995.8),(75 1928735.8),(76 1892897.5),(77 1855644.5),(78 1810384),(79 1765776.9),
(1 26360.777),(2 99364.445),(3 212138.67),(4 355905.47),(5 519927.7),(6 696565.1),(7 876180.2),(8 1048409.94),(9 1206461),(10 1346924.8),(11 1462434.9),(12 1548464),(13 1610686.6),(14 1644600),(15 1648330.3),(16 1629949.5),(17 1596517.1),(18 1551665),(19 1494740.4),(20 1434669.6),(21 1378965.4),(22 1332139.4),(23 1298092.9),(24 1281296.1),(25 1281201.3),(26 1291927.6),(27 1309257),(28 1329146.6),(29 1347104.8),(30 1357475.9),(31 1367389.6),(32 1372456.8),(33 1375755.9),(34 1376504.3),(35 1370873.9),(36 1361890.1),(37 1351174.3),(38 1341199.1),(39 1334124.6),(40 1337289.3),(41 1351302.3),(42 1374381.8),(43 1405828.4),(44 1441740.9),(45 1478544),(46 1511034.8),(47 1537826.3),(48 1557927.1),(49 1569035.5),(50 1567578.9),(51 1554354.8),(52 1531480),(53 1501260.9),(54 1463499.1),(55 1420985.4),(56 1377825.6),(57 1342598.5),(58 1314011.6),(59 1297466.6),(60 1293831),(61 1299319.3),(62 1310331.6),(63 1329773.8),(64 1348089.8),(65 1361329.3),(66 1375540.5),(67 1389790.8),(68 1405473.8),(69 1420312),(70 1432114.9),(71 1438287),(72 1441360.1),(73 1444451.9),(74 1446201.5),(75 1450356.8),(76 1454906.6),(77 1462661.4),(78 1469980.4),(79 1475908.1),
(1 26034.723),(2 97203.74),(3 203904.44),(4 334865.78),(5 479286.88),(6 630475.5),(7 779261.3),(8 922293.4),(9 1054117),(10 1175376.4),(11 1280995.1),(12 1369889),(13 1445490.3),(14 1501863),(15 1540486.8),(16 1555971),(17 1551323.8),(18 1538930.8),(19 1522606),(20 1500954.5),(21 1482738.8),(22 1466208.5),(23 1453215.3),(24 1441892.5),(25 1433236.9),(26 1421840.3),(27 1408568.1),(28 1391092),(29 1373671.4),(30 1348733.8),(31 1318209.9),(32 1285025),(33 1248739.9),(34 1211118.6),(35 1171088.6),(36 1128260.8),(37 1089614),(38 1059692.5),(39 1041492.6),(40 1031495.25),(41 1026836.6),(42 1028099.94),(43 1037052.3),(44 1053758.8),(45 1075579.5),(46 1101379.8),(47 1126579.5),(48 1154525.6),(49 1178815.5),(50 1201292.8),(51 1225248.8),(52 1249612.3),(53 1270823.3),(54 1292240.5),(55 1309504.8),(56 1322910.3),(57 1332244.8),(58 1334869),(59 1331988),(60 1326088),(61 1312754.5),(62 1294420.5),(63 1274542),(64 1256706.5),(65 1241166.8),(66 1229722.3),(67 1222499.1),(68 1220019.1),(69 1221848.4),(70 1231331.5),(71 1245531),(72 1261785.1),(73 1279446),(74 1296757.8),(75 1312407.3),(76 1327451.5),(77 1343088),(78 1355729.4),(79 1364600.8),
(1 23625.533),(2 87835.66),(3 184656.06),(4 304352.25),(5 438496.3),(6 580811.8),(7 722668.2),(8 860776.5),(9 987130.4),(10 1098109.9),(11 1186836.1),(12 1257665.9),(13 1304877.9),(14 1332710),(15 1340790),(16 1333806.9),(17 1313400.6),(18 1289611.3),(19 1263910.9),(20 1237655.1),(21 1217147.9),(22 1197737.9),(23 1181384.4),(24 1165654.5),(25 1151724.1),(26 1139540.3),(27 1127810.8),(28 1119345.8),(29 1114617.1),(30 1110677.3),(31 1108295.8),(32 1107340.1),(33 1109047),(34 1113522.1),(35 1120547.5),(36 1127208),(37 1135835.5),(38 1141987.5),(39 1147895.1),(40 1150871.8),(41 1151096),(42 1150834.9),(43 1147368.3),(44 1141002.8),(45 1129338.8),(46 1112971.3),(47 1093299),(48 1072139.4),(49 1054196.3),(50 1038125.2),(51 1026558.7),(52 1019266.6),(53 1022531.8),(54 1033962.4),(55 1049004.6),(56 1063232.4),(57 1072550.3),(58 1078857.5),(59 1082408.9),(60 1083212.4),(61 1081304.4),(62 1075582.5),(63 1069793.6),(64 1063608),(65 1063137.8),(66 1066301.4),(67 1070523),(68 1082275.4),(69 1101038.8),(70 1123035.8),(71 1147823.8),(72 1175579),(73 1201421),(74 1222167.8),(75 1234163),(76 1233521.3),(77 1224192.5),(78 1208364.1),(79 1190454.8),
(1 22959.023),(2 84845.09),(3 178005.52),(4 291000.7),(5 414780.34),(6 539871.7),(7 657327.06),(8 765321.6),(9 860333.06),(10 944314.25),(11 1014209.7),(12 1069078.6),(13 1114049.4),(14 1147807.4),(15 1173910.8),(16 1185954),(17 1180692.8),(18 1166853.8),(19 1149203.8),(20 1125739.4),(21 1097436.4),(22 1067560.3),(23 1033972.94),(24 997043.56),(25 960314.5),(26 923708.25),(27 892896.25),(28 870149.6),(29 857548.5),(30 856417.94),(31 866710.6),(32 883074.5),(33 904773),(34 926291.44),(35 946187.2),(36 960126.9),(37 967518.6),(38 966394.6),(39 957979.56),(40 942295.1),(41 921843.94),(42 898002.4),(43 870111.3),(44 839520.25),(45 807437.1),(46 778596.25),(47 756647.75),(48 738621.4),(49 726971),(50 727152.75),(51 732446.5),(52 741190.06),(53 751399.7),(54 766282.3),(55 781499),(56 796953.25),(57 810416.7),(58 820305.44),(59 829530.3),(60 837664.3),(61 846742.2),(62 856258.4),(63 866639),(64 874267.9),(65 878941.7),(66 877631),(67 871086.2),(68 859596.5),(69 848452.8),(70 837450.56),(71 827711.25),(72 820034.2),(73 815374.06),(74 814379.7),(75 815348.06),(76 818611.3),(77 826942.1),(78 840475.4),(79 856994.2),
(1 23935.393),(2 87753.49),(3 179876.81),(4 286722.38),(5 395207.84),(6 498608.78),(7 589844.06),(8 668367.9),(9 734970.5),(10 787193.7),(11 822689.6),(12 847226.1),(13 859783.6),(14 861789.4),(15 855563.75),(16 844098.25),(17 833375.06),(18 827316.3),(19 825028),(20 823608.5),(21 824341.44),(22 827316.94),(23 831264.8),(24 835577.56),(25 840588.25),(26 843958.9),(27 845469.6),(28 843098.75),(29 837163),(30 827793.75),(31 819591.3),(32 810001),(33 803024.75),(34 796952.2),(35 794833.5),(36 793429.5),(37 797382.7),(38 803713.06),(39 812199.25),(40 818778.06),(41 819467.25),(42 818496.6),(43 814137.5),(44 809699.1),(45 808650.3),(46 809585.94),(47 814489.25),(48 824488.06),(49 838933.8),(50 856005.2),(51 872968.75),(52 894417.2),(53 914083.25),(54 928512.1),(55 936892.25),(56 939037.3),(57 938594),(58 933745.44),(59 923649.75),(60 910432.1),(61 899149.7),(62 893014.1),(63 894164.25),(64 899669.7),(65 908883.5),(66 916944.6),(67 929069.56),(68 943149),(69 959644.1),(70 972748.3),(71 982504.25),(72 987768.44),(73 985718.56),(74 977764.3),(75 963903.44),(76 946763.75),(77 928850),(78 910059.2),(79 891787.3),
(1 20500.523),(2 74920.78),(3 152170.11),(4 241919.86),(5 335955.94),(6 425703.34),(7 508152.2),(8 580146.6),(9 638715.75),(10 681096.44),(11 707655.8),(12 721462.9),(13 722412.44),(14 716755.4),(15 706635.4),(16 693994.3),(17 682669.8),(18 674252),(19 671753),(20 670652.3),(21 670986.2),(22 668868.44),(23 661190.44),(24 646904),(25 630615.44),(26 612350.8),(27 596775.94),(28 584146.25),(29 576236.94),(30 575335),(31 580070.4),(32 593230.44),(33 611493.1),(34 634363.56),(35 662033.2),(36 686932.94),(37 706162.25),(38 718535.94),(39 723672.94),(40 725355.4),(41 722699),(42 711507.1),(43 694021.2),(44 671105.1),(45 646409.1),(46 622843.44),(47 601300.8),(48 584090.8),(49 572922.1),(50 565073.94),(51 561926.25),(52 566949.6),(53 578139.75),(54 593424.3),(55 611723.44),(56 628408.94),(57 640645.2),(58 651072),(59 660201.5),(60 669848.7),(61 677500.2),(62 682339.75),(63 685534.56),(64 685720.25),(65 681048.8),(66 674381.5),(67 668815.44),(68 663854.8),(69 661019.4),(70 661140.44),(71 666551),(72 673551.3),(73 679303.94),(74 684180.56),(75 687272.06),(76 687921.94),(77 686237.94),(78 680643.75),(79 678357.9),
(1 22215.863),(2 80073.24),(3 159517.72),(4 246856),(5 329386.2),(6 399032.88),(7 453996.66),(8 495676.88),(9 525090.1),(10 543897.75),(11 552392.25),(12 555093.75),(13 555124.9),(14 554010.4),(15 553469.3),(16 554998.2),(17 560479.1),(18 571695.4),(19 583209),(20 592457.25),(21 602142.4),(22 610591.4),(23 615606.44),(24 617411.9),(25 617914.4),(26 616560.1),(27 617325.56),(28 617910.7),(29 620390.94),(30 625451.75),(31 631901.4),(32 643442.25),(33 657717.06),(34 672718.25),(35 686709.7),(36 698974.06),(37 705458.75),(38 702227.1),(39 690953),(40 676551.94),(41 657650.7),(42 634088.8),(43 608462.4),(44 581215.44),(45 557065.44),(46 537931.4),(47 524079.66),(48 515653.25),(49 511701.56),(50 512751.03),(51 520673.34),(52 535827.3),(53 558028.56),(54 582858.75),(55 608069.94),(56 630397.44),(57 647845.1),(58 663678.44),(59 677619.6),(60 691191.4),(61 703674.1),(62 712253.7),(63 718096.56),(64 717825.75),(65 709302.2),(66 699334.44),(67 690309.6),(68 683610.56),(69 676375.44),(70 669481.3),(71 666019.4),(72 665659.1),(73 665073.06),(74 663908.8),(75 663434),(76 663200.44),(77 660833.44),(78 660913.1),(79 661692.4),
(1 20255.656),(2 71949.35),(3 141939.4),(4 218167.11),(5 289508.63),(6 350634.34),(7 399679.47),(8 439224.84),(9 472002.66),(10 497216.4),(11 514774.75),(12 524687.8),(13 525999),(14 521756.88),(15 519724.8),(16 517635.44),(17 513868.53),(18 507993.38),(19 503781.34),(20 503152.2),(21 507348.88),(22 516063.06),(23 527158.4),(24 541803.1),(25 557969.4),(26 571834.25),(27 586899.75),(28 600296.9),(29 614367.6),(30 626109.5),(31 637623),(32 649783.75),(33 663283.6),(34 674251.2),(35 682535),(36 682967.3),(37 676725.25),(38 662546.2),(39 644643.75),(40 622734.94),(41 599970.9),(42 582076.9),(43 566613),(44 553213.75),(45 541329.5),(46 530024.56),(47 523021.97),(48 521800.13),(49 525385.6),(50 531637.1),(51 540504.7),(52 550082.4),(53 559068.56),(54 567600),(55 574136.25),(56 579939.7),(57 586070),(58 593135.94),(59 601198.56),(60 611924),(61 623447.9),(62 633445.94),(63 639361.2),(64 641818.7),(65 641550.25),(66 645582.25),(67 651983.75),(68 659704.4),(69 664505.56),(70 664458.56),(71 659398.06),(72 650551.4),(73 637381),(74 621291),(75 603316.75),(76 587414.4),(77 573344.8),(78 557144.4),(79 542153.94),
(1 18339.115),(2 64737.203),(3 126616.86),(4 193777.77),(5 257786.83),(6 312140.1),(7 356887.75),(8 392361.75),(9 419098),(10 435670.38),(11 443737.1),(12 446328.2),(13 444965.75),(14 445344.56),(15 445995.63),(16 446136.2),(17 447905.44),(18 449849.56),(19 450388.72),(20 451493),(21 452391.38),(22 454757.72),(23 458659.2),(24 465904.94),(25 473426.9),(26 478159.66),(27 483504.72),(28 489974.2),(29 497826.1),(30 508333.9),(31 518109.63),(32 529350.4),(33 540749.8),(34 549870.7),(35 560177.5),(36 568477.8),(37 570827.06),(38 568492.9),(39 565388.5),(40 560761.7),(41 554121.5),(42 545465.75),(43 534644.1),(44 524316.1),(45 515123.8),(46 510980.56),(47 509738.2),(48 509719.06),(49 510605.1),(50 514425.25),(51 520553.16),(52 532416.7),(53 547514.25),(54 559949.94),(55 567884.9),(56 571727.1),(57 572725.5),(58 573397.56),(59 570124.56),(60 564493.56),(61 557724.2),(62 551169.7),(63 547598.1),(64 548700.6),(65 553727.5),(66 564785.75),(67 578443.9),(68 591713.5),(69 602042.3),(70 608145.1),(71 611412.1),(72 611696.75),(73 607536.25),(74 599552.9),(75 587624.7),(76 571406.1),(77 553469.3),(78 535112.94),(79 517327.56),
(1 21225.463),(2 75393.79),(3 147199.48),(4 221040.69),(5 285801.56),(6 337217.72),(7 377629.34),(8 408006.63),(9 429828.28),(10 444450.22),(11 451864.66),(12 454066.13),(13 450918),(14 445281.66),(15 441399.13),(16 441701.6),(17 447041.97),(18 455568.3),(19 467337.66),(20 479234.3),(21 490492.97),(22 502171.03),(23 511656.88),(24 516788.03),(25 520586.88),(26 521307.16),(27 520325.25),(28 517068.28),(29 514231.8),(30 512909.16),(31 515444.2),(32 517489.34),(33 518991.9),(34 521963.8),(35 525615.44),(36 527313.6),(37 526303.75),(38 522226.13),(39 516377.88),(40 507779.97),(41 496072.2),(42 483211.97),(43 469674.66),(44 458033.7),(45 452258.75),(46 450155.16),(47 450311.66),(48 453154.88),(49 459303.16),(50 465658.84),(51 473292),(52 480090.34),(53 485671.13),(54 490447.7),(55 492934.94),(56 493423.16),(57 493559.47),(58 495410.13),(59 498000.34),(60 499888.88),(61 502100.88),(62 502509.66),(63 503668.3),(64 508820.72),(65 518243.2),(66 529103.1),(67 537978.56),(68 543070.8),(69 547800.75),(70 548049.06),(71 545231.4),(72 539523.6),(73 531554.94),(74 520240.63),(75 507172.72),(76 491406.13),(77 475608.2),(78 463480),(79 455733.25),
