1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 30935.12),(2 116206.86),(3 236878.66),(4 390152),(5 569851.2),(6 758672.7),(7 956378.9),(8 1149703.1),(9 1341831.3),(10 1520309.9),(11 1669305.8),(12 1806459.1),(13 1913659.5),(14 2005192),(15 2075667.9),(16 2140988.3),(17 2204136.8),(18 2271710.3),(19 2352774),(20 2442498),(21 2570020.5),(22 2699069.3),(23 2826631.3),(24 2959600.3),(25 3081566.5),(26 3190805.5),(27 3286404.8),(28 3363199),(29 3419887.3),(30 3465714.8),(31 3506042),(32 3522019.5),(33 3551062.5),(34 3552012.3),(35 3549101.3),(36 3524568),(37 3497146.8),(38 3469335),(39 3438612.8),(40 3410339.5),(41 3391127),(42 3375933.3),(43 3367413.5),(44 3360582),(45 3363346),(46 3373904.8),(47 3383830.3),(48 3396016),(49 3405394.8),(50 3412001.8),(51 3414656.3),(52 3410740.3),(53 3401497.5),(54 3391070.5),(55 3388536),(56 3377574.5),(57 3385008.8),(58 3394530.8),(59 3414185),(60 3448422.3),(61 3486610),(62 3539472.8),(63 3616776.8),(64 3700316.5),(65 3796177),(66 3908644.8),(67 4021603.5),(68 4139749.5),(69 4270343.5),(70 4383600.5),(71 4495539.5),(72 4597205),(73 4687758),(74 4774203),(75 4858128),(76 4904678.5),(77 4950363),(78 4975146),(79 4984343.5),
(1 31796.617),(2 123404.53),(3 252988.63),(4 417382.66),(5 605818.06),(6 805903.44),(7 1013396.8),(8 1216754.3),(9 1408216.1),(10 1582959.6),(11 1733302.1),(12 1882479.1),(13 1997176.1),(14 2097943.3),(15 2186396.3),(16 2272123.5),(17 2356462.5),(18 2442876.5),(19 2539612.8),(20 2644553.3),(21 2781656),(22 2912689.3),(23 3044474),(24 3166984.8),(25 3283776.8),(26 3393912),(27 3486581.3),(28 3556429.3),(29 3600390.8),(30 3625424.3),(31 3637770),(32 3643272.8),(33 3641326),(34 3634901),(35 3635758.3),(36 3641933.8),(37 3664196.3),(38 3703789.8),(39 3762240),(40 3824635),(41 3894072.8),(42 3949484),(43 4008051),(44 4053136.8),(45 4083522.3),(46 4106067.8),(47 4113765),(48 4119325),(49 4125173),(50 4132428.3),(51 4130314.8),(52 4123074.8),(53 4113029.3),(54 4109736),(55 4089826.8),(56 4070745),(57 4029523),(58 4002076),(59 3982175.3),(60 3971526.3),(61 3964382.8),(62 3966256.3),(63 3981612.8),(64 4005218.8),(65 4044953.3),(66 4105040),(67 4144399.3),(68 4181745),(69 4209040.5),(70 4226847.5),(71 4234094.5),(72 4228047),(73 4215491.5),(74 4204268),(75 4207424),(76 4209452.5),(77 4240540.5),(78 4292730.5),(79 4351318),
(1 37363.31),(2 140760.7),(3 285591.97),(4 465618.38),(5 667897.75),(6 871335.75),(7 1076189.6),(8 1268732.1),(9 1436372.8),(10 1577129.9),(11 1687371.3),(12 1773297.6),(13 1833159),(14 1878006.1),(15 1913082.3),(16 1947753.1),(17 1991307.6),(18 2047653.8),(19 2123530.3),(20 2219834.5),(21 2346638.5),(22 2485444),(23 2627067.8),(24 2762553),(25 2883821),(26 2990329.3),(27 3065652.5),(28 3103774),(29 3116866),(30 3120984.3),(31 3127094.5),(32 3106601),(33 3099738.5),(34 3077468.8),(35 3055947.8),(36 3040898),(37 3044430.5),(38 3055475.3),(39 3089450),(40 3129954.5),(41 3179196.3),(42 3241708.3),(43 3320904.3),(44 3408221),(45 3499121),(46 3585408.8),(47 3654673.3),(48 3714209.3),(49 3757792),(50 3793644.5),(51 3812583.3),(52 3828511.3),(53 3838839.3),(54 3862050.5),(55 3914150),(56 3966716.3),(57 4045522),(58 4111360),(59 4176556.3),(60 4239908.5),(61 4283575.5),(62 4311348),(63 4322827),(64 4308893.5),(65 4275643.5),(66 4235660),(67 4189297),(68 4140169),(69 4097423.8),(70 4065315.8),(71 4044414),(72 4048428.8),(73 4071529.5),(74 4106475.5),(75 4160297),(76 4214187),(77 4272176),(78 4319038),(79 4361316.5),
(1 38806.746),(2 150858.11),(3 310039.66),(4 505943.13),(5 727762.2),(6 952252.2),(7 1182641.9),(8 1403914.3),(9 1613727.4),(10 1804076.6),(11 1972116.1),(12 2164361),(13 2309586.3),(14 2447137.5),(15 2563831),(16 2666324.3),(17 2763059),(18 2866532.5),(19 2967710.8),(20 3079103.8),(21 3201626.3),(22 3338015),(23 3475429.5),(24 3603727),(25 3723746),(26 3833880.8),(27 3930372.3),(28 4003924.5),(29 4046694),(30 4084161.5),(31 4118606),(32 4133816.8),(33 4138158),(34 4124409),(35 4106142.8),(36 4075748.8),(37 4042611.5),(38 4005717.8),(39 3962480.8),(40 3931325.8),(41 3903683.8),(42 3889856.3),(43 3892819),(44 3892779.3),(45 3900526),(46 3911792),(47 3927676.8),(48 3950471),(49 4018528.3),(50 4077170),(51 4143040.8),(52 4219081),(53 4279564),(54 4334529.5),(55 4352681),(56 4376038),(57 4365476),(58 4350462.5),(59 4319599.5),(60 4283458),(61 4225754.5),(62 4159603.8),(63 4088235.5),(64 4005672),(65 3927770.5),(66 3850165),(67 3787216),(68 3744893.8),(69 3720154.5),(70 3691973.8),(71 3668670.8),(72 3650695),(73 3645412.8),(74 3632772.5),(75 3619922),(76 3599781.8),(77 3567481.3),(78 3516876.3),(79 3455776.8),
(1 37341.84),(2 141205.58),(3 281740.44),(4 447195.34),(5 628326),(6 801716.94),(7 969799.25),(8 1123701.1),(9 1255009),(10 1360603),(11 1440801.4),(12 1503309.5),(13 1537375.9),(14 1561412.5),(15 1575566.6),(16 1590936.3),(17 1608961.8),(18 1646802.5),(19 1697969.8),(20 1761669.4),(21 1871149),(22 1984167.1),(23 2105971.5),(24 2220113.5),(25 2336833.5),(26 2445005),(27 2547087.8),(28 2635490),(29 2710815.5),(30 2780262),(31 2843072.5),(32 2886855),(33 2899206.8),(34 2917129.8),(35 2929846.5),(36 2935956.5),(37 2941408.5),(38 2945876.8),(39 2938979.5),(40 2938541),(41 2943056),(42 2946939),(43 2952002.3),(44 2951448.5),(45 2948578),(46 2947757),(47 2936476.3),(48 2926361.3),(49 2917024.3),(50 2900857),(51 2872665),(52 2843694),(53 2803147),(54 2765431.5),(55 2703010),(56 2648456.3),(57 2588471.5),(58 2538651.3),(59 2499224.3),(60 2472116.3),(61 2453741),(62 2444879),(63 2444676.5),(64 2453153.3),(65 2470609),(66 2507624),(67 2541810),(68 2570524.8),(69 2599222),(70 2616069),(71 2614519.5),(72 2605686.5),(73 2590886.5),(74 2570318.8),(75 2547833.5),(76 2529920.3),(77 2535218.8),(78 2550769.8),(79 2573604.3),
(1 39542.004),(2 151804.06),(3 306269.47),(4 486259.63),(5 684292.8),(6 875232.7),(7 1055871.6),(8 1216318),(9 1355653.5),(10 1470768),(11 1550175.4),(12 1615975.3),(13 1657859.5),(14 1695679.1),(15 1727202.6),(16 1759609.5),(17 1796620.6),(18 1848832),(19 1904432.8),(20 1972429.6),(21 2043609.1),(22 2121406.5),(23 2203243.5),(24 2280323.3),(25 2343858.3),(26 2388098.5),(27 2426235.8),(28 2448399.5),(29 2467621.8),(30 2488853.3),(31 2514239.8),(32 2534878.3),(33 2536040.8),(34 2555694.3),(35 2580987.8),(36 2620704),(37 2671754.3),(38 2737578.3),(39 2821497.5),(40 2893883),(41 2962083),(42 3026895),(43 3082368.5),(44 3128775),(45 3165310.8),(46 3195804),(47 3212385.5),(48 3227536),(49 3250838.3),(50 3276968.5),(51 3297746.3),(52 3330999),(53 3358172.8),(54 3393919),(55 3429516.3),(56 3459990.5),(57 3477316.8),(58 3478414.5),(59 3478263),(60 3466776),(61 3440528),(62 3397367.5),(63 3335978.8),(64 3257747.3),(65 3162601.5),(66 3037140.8),(67 2921018.3),(68 2808236.5),(69 2698955.3),(70 2610006.8),(71 2526968.5),(72 2458824),(73 2403065.5),(74 2366331),(75 2353765.8),(76 2367335),(77 2397978.3),(78 2436000.8),(79 2477060.8),
(1 37085.7),(2 146419.47),(3 295725.56),(4 473468.28),(5 671230.56),(6 866652.8),(7 1055596.1),(8 1233075),(9 1395980.8),(10 1533228.5),(11 1642569.4),(12 1727130.8),(13 1798922.6),(14 1862907.6),(15 1929641.8),(16 1997872.3),(17 2072027.8),(18 2158168.8),(19 2251158.3),(20 2343985.8),(21 2430438.3),(22 2517459),(23 2592754.5),(24 2665648.5),(25 2723075.8),(26 2775240.3),(27 2817910.5),(28 2847069.5),(29 2863381.3),(30 2870683.3),(31 2858838.8),(32 2842728.8),(33 2813114.3),(34 2795861.3),(35 2776537),(36 2766983.8),(37 2754846.5),(38 2747172.8),(39 2735370.8),(40 2719567),(41 2702609),(42 2689371.5),(43 2677410),(44 2672012.5),(45 2664985),(46 2671538.5),(47 2670645.8),(48 2671324.5),(49 2681197.5),(50 2690963),(51 2702990),(52 2717554),(53 2731911.5),(54 2754070.3),(55 2775598),(56 2789407.5),(57 2776258),(58 2759825),(59 2731188.5),(60 2693060.3),(61 2652884.5),(62 2602487.8),(63 2551395.8),(64 2497247.8),(65 2439190.8),(66 2375599.5),(67 2327479),(68 2289838),(69 2259051.3),(70 2239069),(71 2230859.5),(72 2235683.5),(73 2257571.5),(74 2272323.3),(75 2274053.3),(76 2260549.5),(77 2238843.8),(78 2207440),(79 2170439.5),
(1 34424.176),(2 128433.21),(3 259564.33),(4 414737.84),(5 584285.9),(6 750763.6),(7 905930.4),(8 1048546.2),(9 1169669.8),(10 1267241.4),(11 1344133.1),(12 1411383.3),(13 1462825.9),(14 1507857),(15 1541421.8),(16 1570063.1),(17 1593694.8),(18 1621006.5),(19 1643575.5),(20 1669078.1),(21 1706292.6),(22 1741413),(23 1777281),(24 1806393.9),(25 1834715.1),(26 1863370.3),(27 1894844.3),(28 1929699.5),(29 1968936.3),(30 2011114),(31 2052316.1),(32 2097843),(33 2148446),(34 2200412.5),(35 2247493),(36 2291104),(37 2329980.8),(38 2361641.8),(39 2380554.5),(40 2404987.3),(41 2426998.3),(42 2439576.3),(43 2450704),(44 2461521.8),(45 2460713.5),(46 2459123),(47 2450420),(48 2438402),(49 2426580.3),(50 2420520.8),(51 2420119.8),(52 2417805.8),(53 2412704.5),(54 2401399.8),(55 2370585.3),(56 2338317),(57 2293139),(58 2248882.3),(59 2205045.3),(60 2166642.3),(61 2133827.3),(62 2105904.8),(63 2085471.8),(64 2071377.5),(65 2062146.4),(66 2065869.1),(67 2078079),(68 2095231.5),(69 2118033),(70 2139769),(71 2156793.3),(72 2157268),(73 2152218.5),(74 2137614.3),(75 2126910.8),(76 2115927.3),(77 2103726),(78 2094514.9),(79 2091292.1),
(1 31265.213),(2 112950.375),(3 222605.39),(4 347489.8),(5 476485.78),(6 599917.25),(7 713515.1),(8 817804),(9 910183.6),(10 988258.9),(11 1048711.3),(12 1106274.5),(13 1142962.4),(14 1173083.1),(15 1198178.8),(16 1225670.6),(17 1253663.3),(18 1288244.3),(19 1324239.5),(20 1359582.4),(21 1399547.5),(22 1431526.5),(23 1455784.8),(24 1467883.8),(25 1483903),(26 1497315.5),(27 1517075.4),(28 1543587),(29 1576816),(30 1605298.8),(31 1631547.3),(32 1655033),(33 1668751),(34 1694868.3),(35 1719423.3),(36 1747480.9),(37 1772541.8),(38 1793383),(39 1824678.6),(40 1846450.8),(41 1859533.6),(42 1876998.1),(43 1892195.6),(44 1912543),(45 1934569.5),(46 1950055),(47 1963538),(48 1970279.5),(49 1968072.3),(50 1954291.8),(51 1932824),(52 1911199.6),(53 1889930.8),(54 1873417.5),(55 1858605.5),(56 1841729.8),(57 1826155.1),(58 1805755.3),(59 1790663.3),(60 1774983.1),(61 1763095.4),(62 1745958.5),(63 1733705.5),(64 1728109.8),(65 1726225.6),(66 1734512.5),(67 1754195),(68 1774006.9),(69 1789959),(70 1810258.6),(71 1829648.3),(72 1848678),(73 1862891.9),(74 1872441.5),(75 1892002.4),(76 1939833.6),(77 1983685.3),(78 2014865.5),(79 2041452.6),
(1 37422.098),(2 135267.27),(3 264385.56),(4 409912),(5 561287.7),(6 700897.2),(7 830556),(8 948104),(9 1058117.4),(10 1153171),(11 1235947.3),(12 1314850.4),(13 1365071.3),(14 1402657),(15 1427770.1),(16 1447419.5),(17 1462152.3),(18 1472993.8),(19 1484166),(20 1489379.9),(21 1486859.3),(22 1473270.8),(23 1454126.1),(24 1431097.3),(25 1411381),(26 1403386),(27 1410366.6),(28 1433306.8),(29 1464557.3),(30 1500403),(31 1541875.4),(32 1585016.4),(33 1637999.8),(34 1679840.9),(35 1716518.5),(36 1748268.3),(37 1768414.5),(38 1783012.9),(39 1779295.8),(40 1774812.5),(41 1764694),(42 1746816.4),(43 1728550.8),(44 1705827.3),(45 1683262.3),(46 1657696.5),(47 1630046.1),(48 1606018),(49 1579799.6),(50 1567683.3),(51 1569547.9),(52 1589032.6),(53 1612619.3),(54 1637034),(55 1662746.5),(56 1688135.4),(57 1728028.8),(58 1758624.4),(59 1787999.6),(60 1810983.8),(61 1834505.5),(62 1850990.5),(63 1862669.4),(64 1870829.9),(65 1875182.3),(66 1873290.1),(67 1874967.4),(68 1882913.3),(69 1889200.4),(70 1899797.4),(71 1909866),(72 1924895.4),(73 1939005.3),(74 1953149),(75 1959346.4),(76 1963635.5),(77 1969637.3),(78 1965741.4),(79 1956003.5),
(1 39121.145),(2 142158.08),(3 273622.8),(4 418712.34),(5 562077.94),(6 685145.8),(7 795877.6),(8 889846.9),(9 978008.7),(10 1054371.3),(11 1111484.4),(12 1143531.4),(13 1169896.1),(14 1194968.8),(15 1220574),(16 1251091.4),(17 1280966.6),(18 1306171),(19 1323412.6),(20 1324101.8),(21 1297691.6),(22 1272845.5),(23 1246422.8),(24 1227370.8),(25 1215134),(26 1216421.5),(27 1230617.9),(28 1258472),(29 1290587),(30 1323310.1),(31 1355330.5),(32 1375576.6),(33 1399263.4),(34 1412838.4),(35 1429502.1),(36 1437559.3),(37 1439383.4),(38 1443698),(39 1448847.4),(40 1451245.9),(41 1458517.8),(42 1470362.4),(43 1479927.1),(44 1491577.8),(45 1500024.6),(46 1506313.1),(47 1508170),(48 1514280.9),(49 1526719.4),(50 1548963.6),(51 1584258.1),(52 1624796.8),(53 1660125),(54 1688534),(55 1704143.8),(56 1714399.4),(57 1721997.3),(58 1721226),(59 1712004.1),(60 1696401.8),(61 1681430.4),(62 1664339.6),(63 1651836.1),(64 1634919.4),(65 1617793.4),(66 1600001.3),(67 1586879.6),(68 1574529.9),(69 1567362.3),(70 1558858.5),(71 1552007.3),(72 1546166.4),(73 1538672.6),(74 1528638.6),(75 1511809.9),(76 1486125.4),(77 1471752.5),(78 1455060.6),(79 1444065.5),
(1 39732.465),(2 148387.48),(3 290251.66),(4 447020.88),(5 601962.5),(6 735197.7),(7 844139),(8 931958.25),(9 997225),(10 1043451.25),(11 1076604.3),(12 1105295.1),(13 1136759.4),(14 1177104.8),(15 1219890.1),(16 1262013.4),(17 1294407.9),(18 1314991.5),(19 1322458.4),(20 1316752.3),(21 1295581.6),(22 1262733.9),(23 1235090.5),(24 1218957.5),(25 1212307.5),(26 1212494.8),(27 1222479.4),(28 1236802.9),(29 1250847.1),(30 1262028.3),(31 1273494.1),(32 1275830.1),(33 1273958.4),(34 1278332.8),(35 1280502.8),(36 1280465.8),(37 1287166.4),(38 1299991.8),(39 1326289.5),(40 1353276.8),(41 1382205.4),(42 1408504.1),(43 1430008.8),(44 1444946.1),(45 1451230.3),(46 1449414.5),(47 1442232.9),(48 1435899.9),(49 1434385.3),(50 1442504.4),(51 1449085),(52 1455665.5),(53 1453181.8),(54 1438080.5),(55 1409466.5),(56 1384255.8),(57 1363913.9),(58 1340289.8),(59 1318210.5),(60 1302208.5),(61 1292606.8),(62 1288132.5),(63 1289801.5),(64 1293195.8),(65 1294377.1),(66 1287999.4),(67 1286152.5),(68 1288846),(69 1293877),(70 1300939.9),(71 1316024.6),(72 1340191.1),(73 1370136.4),(74 1396393.5),(75 1421516),(76 1433920.5),(77 1442752),(78 1446001.5),(79 1449298.4),
(1 38170.387),(2 142730.02),(3 277693.6),(4 426609.8),(5 570097),(6 685298.25),(7 777126.2),(8 847906.6),(9 899829.94),(10 937064.56),(11 966010.5),(12 995094.1),(13 1020471.4),(14 1051942.3),(15 1082692.9),(16 1110576),(17 1135898.4),(18 1158118.9),(19 1170784.9),(20 1174288.6),(21 1170554.4),(22 1164724.4),(23 1161244.4),(24 1165082.4),(25 1175348),(26 1190044.5),(27 1209117.5),(28 1227770.3),(29 1244223.8),(30 1255835.8),(31 1272416.9),(32 1279932.4),(33 1296297.6),(34 1309923.5),(35 1323146.5),(36 1338422.4),(37 1354074.5),(38 1368088),(39 1377598.5),(40 1387753.6),(41 1392420.4),(42 1392971.1),(43 1390355.9),(44 1377907.3),(45 1366384.1),(46 1356871.6),(47 1354876.1),(48 1361182.3),(49 1381392.1),(50 1400819.1),(51 1413457.4),(52 1418662),(53 1412433.4),(54 1396946.3),(55 1363549.5),(56 1345339.3),(57 1319550.5),(58 1309449.4),(59 1300187.3),(60 1294077.4),(61 1282885.8),(62 1267089),(63 1246572.5),(64 1225841.3),(65 1210820.9),(66 1204181.6),(67 1202873.6),(68 1203373.8),(69 1201178.8),(70 1198502.4),(71 1196028.3),(72 1196165.1),(73 1198792.8),(74 1206985.5),(75 1227097.5),(76 1246272.1),(77 1263356.1),(78 1275963.1),(79 1288554.6),
(1 36242.863),(2 135866.58),(3 264764.34),(4 406214.2),(5 544130.2),(6 660258.2),(7 757168.56),(8 830925.3),(9 878710.56),(10 908976),(11 924051.3),(12 945741.9),(13 966207.44),(14 989718.94),(15 1012565.7),(16 1032394.3),(17 1045989.3),(18 1051457),(19 1047440.8),(20 1038142.75),(21 1025257.25),(22 1014962.7),(23 1013934.75),(24 1022932.6),(25 1039009.44),(26 1056986.8),(27 1074299),(28 1081683.3),(29 1084313.6),(30 1082633),(31 1079378.4),(32 1088091.6),(33 1104676.8),(34 1124450),(35 1147100.3),(36 1172256.6),(37 1199895.6),(38 1227930.9),(39 1253718),(40 1260206.9),(41 1259762),(42 1253808.5),(43 1246908.3),(44 1242514.1),(45 1242185.1),(46 1248130.3),(47 1260258.1),(48 1280729.8),(49 1310153.6),(50 1327133.4),(51 1333829.9),(52 1328669.8),(53 1316707.1),(54 1301177.6),(55 1276864.6),(56 1266314),(57 1252623.1),(58 1244092.6),(59 1228220.1),(60 1216275),(61 1212140.1),(62 1215289.3),(63 1229344),(64 1246120.4),(65 1264114.9),(66 1299077.5),(67 1328301.1),(68 1354880),(69 1375026.4),(70 1389364.8),(71 1402012.9),(72 1411953.8),(73 1422808.8),(74 1427465.8),(75 1425366.5),(76 1422752.1),(77 1414669.6),(78 1404581.4),(79 1389692.6),
(1 36334.883),(2 137855.58),(3 267450.8),(4 408411.78),(5 540424.9),(6 645213.6),(7 724874.56),(8 779437.3),(9 818024.06),(10 848014.56),(11 873452.44),(12 908357.94),(13 944116.06),(14 982243.75),(15 1014606.94),(16 1041007.6),(17 1057243),(18 1061261.5),(19 1057623.9),(20 1051214.3),(21 1054040.1),(22 1062564.1),(23 1076810.3),(24 1092951.1),(25 1106782.8),(26 1111955.9),(27 1110351.6),(28 1102105.1),(29 1090810.1),(30 1086296),(31 1090304),(32 1099460.8),(33 1134660.4),(34 1168502.8),(35 1204867),(36 1232338.3),(37 1248373.4),(38 1251758.9),(39 1235366.6),(40 1214826.8),(41 1195014.4),(42 1178196.8),(43 1173445.4),(44 1181828.3),(45 1199072.4),(46 1223579.4),(47 1253832.8),(48 1279371.5),(49 1307167.3),(50 1323442.9),(51 1328391.1),(52 1333126.1),(53 1341238.1),(54 1350450.6),(55 1352822.8),(56 1351663.3),(57 1332083),(58 1315238.9),(59 1299787.9),(60 1285275.4),(61 1268513.4),(62 1254596.8),(63 1234570),(64 1213718.3),(65 1195689.6),(66 1189845.9),(67 1184391.6),(68 1181746.9),(69 1187029.8),(70 1201506),(71 1222276.1),(72 1242059.5),(73 1254271),(74 1262102),(75 1265825.5),(76 1265430.8),(77 1266584.1),(78 1272102.4),(79 1273378.6),
(1 38409.035),(2 142007.95),(3 268105.56),(4 398306.38),(5 514788.56),(6 604158.1),(7 671119.5),(8 718537.75),(9 757968.4),(10 795392.2),(11 828333.1),(12 872248.4),(13 913854.4),(14 954578.1),(15 986362.7),(16 1008546.4),(17 1018804.4),(18 1020622.7),(19 1017882.3),(20 1019325.1),(21 1034325.1),(22 1052240.6),(23 1070768.8),(24 1091013.4),(25 1106633.4),(26 1116425),(27 1117477.6),(28 1112467.6),(29 1100490.3),(30 1089175.9),(31 1084593.4),(32 1084917.4),(33 1096279.3),(34 1106409.3),(35 1115029.5),(36 1116473.5),(37 1111632.1),(38 1100858.9),(39 1083063.8),(40 1063129.8),(41 1047315.5),(42 1041839.9),(43 1046735.9),(44 1060292.9),(45 1079312.8),(46 1097319.6),(47 1110053),(48 1113001.8),(49 1112521.5),(50 1106931.8),(51 1101026.9),(52 1099375.4),(53 1097684.1),(54 1098285),(55 1096893.5),(56 1096596.3),(57 1101572.1),(58 1107548.9),(59 1116343.3),(60 1121177.5),(61 1120562.6),(62 1115415),(63 1106477),(64 1097132.3),(65 1088039.8),(66 1084132.3),(67 1085664.6),(68 1097084.8),(69 1116989.8),(70 1141345.6),(71 1159122.9),(72 1170479.4),(73 1171725),(74 1167051.8),(75 1160505),(76 1148790),(77 1148449.4),(78 1153791),(79 1161958.6),
(1 40665.69),(2 152574.69),(3 286989.9),(4 422919.06),(5 541740.1),(6 626981.7),(7 686211.2),(8 721673.75),(9 750258.25),(10 775011.44),(11 803461.9),(12 848341.44),(13 889560.06),(14 928820.06),(15 955428.06),(16 973992.56),(17 980157.94),(18 981658.4),(19 982931),(20 988966.06),(21 1010291.1),(22 1037534.75),(23 1067313.8),(24 1094587.3),(25 1109682),(26 1115227.5),(27 1112829.4),(28 1110826.9),(29 1110039.5),(30 1115182.9),(31 1136237.9),(32 1157076.6),(33 1173405.5),(34 1180672),(35 1178675.4),(36 1165377.1),(37 1141185.4),(38 1109968.8),(39 1079234.1),(40 1064318.5),(41 1060849.4),(42 1068788.6),(43 1083340.3),(44 1097174.8),(45 1108312.8),(46 1111790.8),(47 1103414.4),(48 1087341.6),(49 1067412.4),(50 1047969.06),(51 1033368.56),(52 1022210.25),(53 1020304.56),(54 1019631.44),(55 1018020.25),(56 1017636.7),(57 1020700.9),(58 1022530.9),(59 1027040.2),(60 1030017.06),(61 1024167.94),(62 1013968.4),(63 1001008),(64 990119.44),(65 987484.06),(66 1001154.3),(67 1013802.4),(68 1025689.06),(69 1034489.44),(70 1036308.8),(71 1032277),(72 1027004.25),(73 1022385.5),(74 1020270.1),(75 1020778.25),(76 1026091.1),(77 1035366.06),(78 1044994.25),(79 1053394.9),
