1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 52914.11),(2 162064.8),(3 291417.5),(4 437319.9),(5 581726.7),(6 744296.5),(7 886697.8),(8 1023094.94),(9 1148563.5),(10 1248484.6),(11 1340092.6),(12 1426317.4),(13 1540060),(14 1684680.4),(15 1821752.4),(16 1965965.4),(17 2122831.8),(18 2250421.3),(19 2354403.3),(20 2403085.3),(21 2431438),(22 2442068.3),(23 2434105.8),(24 2423256),(25 2410689),(26 2431707),(27 2477258.3),(28 2529107.8),(29 2614715.5),(30 2710544.3),(31 2774201),(32 2819536),(33 2893143.8),(34 2917842),(35 2953782.8),(36 2991723.3),(37 3009402),(38 3066218.8),(39 3112338.8),(40 3166067.3),(41 3258550),(42 3376950.8),(43 3503230),(44 3641734),(45 3731980),(46 3764671.3),(47 3773460.8),(48 3765257.3),(49 3744215.3),(50 3669106.8),(51 3587520.8),(52 3525502.3),(53 3490424.8),(54 3465317.3),(55 3443119.3),(56 3450115.3),(57 3453036),(58 3456209.3),(59 3485122),(60 3503202.3),(61 3527066.8),(62 3592733.8),(63 3620244.8),(64 3658682.8),(65 3750343.3),(66 3826976.8),(67 3940305.8),(68 4067504),(69 4213712.5),(70 4385745.5),(71 4574145.5),(72 4729052.5),(73 4932953.5),(74 5117874),(75 5301267),(76 5499442),(77 5696279.5),(78 5901048.5),(79 6116144.5),
(1 37362.75),(2 123488.67),(3 239369.44),(4 382427.66),(5 529794.7),(6 679115.75),(7 823961.75),(8 961983.8),(9 1090449),(10 1206973.8),(11 1317074),(12 1420202.3),(13 1519390.6),(14 1622976.8),(15 1718866.4),(16 1823193.6),(17 1938364.9),(18 2064154.8),(19 2195480),(20 2331428.5),(21 2481460.8),(22 2633171.8),(23 2790307.5),(24 2958922.8),(25 3125305.8),(26 3308827.3),(27 3483814.3),(28 3667220.3),(29 3848719.3),(30 4038116.3),(31 4217405),(32 4396337.5),(33 4570967.5),(34 4736587),(35 4877826),(36 5019127),(37 5143627),(38 5263989),(39 5359248.5),(40 5461455.5),(41 5572468),(42 5678757),(43 5788033),(44 5897826),(45 6008981),(46 6137954),(47 6264889.5),(48 6402761.5),(49 6551364),(50 6687681.5),(51 6828282.5),(52 6950316.5),(53 7068424.5),(54 7181379),(55 7279130.5),(56 7399056.5),(57 7494284),(58 7585676.5),(59 7684417.5),(60 7812325.5),(61 7934517),(62 8082006.5),(63 8188750.5),(64 8286298.5),(65 8394883),(66 8496839),(67 8596452),(68 8667704),(69 8743747),(70 8818042),(71 8883359),(72 8937421),(73 9006497),(74 9044096),(75 9103686),(76 9170204),(77 9240428),(78 9313277),(79 9369811),
(1 34550.7),(2 109897.75),(3 211991.88),(4 329245.1),(5 453467.4),(6 575427.94),(7 695842.56),(8 808009.5),(9 906869.94),(10 1002492),(11 1091593.4),(12 1178027.5),(13 1264708.6),(14 1370653),(15 1463617.5),(16 1555165.1),(17 1649008.9),(18 1737866.1),(19 1819827.9),(20 1892300.6),(21 1956205.5),(22 2010962.4),(23 2069837.1),(24 2137659.8),(25 2202424.8),(26 2289800.8),(27 2378853.3),(28 2469122.3),(29 2568918.3),(30 2673444.5),(31 2803713.8),(32 2933593.3),(33 3083022.8),(34 3231846.8),(35 3380844.8),(36 3518180.3),(37 3652085.3),(38 3776489),(39 3883911.3),(40 3996727.8),(41 4109600.3),(42 4202476),(43 4297708.5),(44 4393116),(45 4474186.5),(46 4571905),(47 4654001.5),(48 4737884.5),(49 4804755.5),(50 4856582.5),(51 4902776.5),(52 4928985),(53 4962357.5),(54 4997954.5),(55 5001770.5),(56 5007269.5),(57 5017512),(58 5041210.5),(59 5097538),(60 5162596),(61 5246033.5),(62 5334395.5),(63 5417907.5),(64 5520090.5),(65 5638831.5),(66 5773018),(67 5907454),(68 6028598.5),(69 6153980),(70 6263775.5),(71 6342472),(72 6412932),(73 6478227.5),(74 6533820),(75 6582405.5),(76 6642132),(77 6696491.5),(78 6733994.5),(79 6749413.5),
(1 30330.574),(2 97994.3),(3 190602.58),(4 302516.38),(5 428154.8),(6 563772.2),(7 705479.5),(8 846316.4),(9 976265.25),(10 1103896.9),(11 1225781),(12 1350614.1),(13 1469498.9),(14 1595984.4),(15 1706508.6),(16 1827512.1),(17 1945249.9),(18 2063833.3),(19 2176146),(20 2284747.8),(21 2377499),(22 2464857.3),(23 2558428.5),(24 2656745.5),(25 2764863),(26 2883734.5),(27 3005591),(28 3134601),(29 3278753),(30 3424307.3),(31 3588114.5),(32 3742887.8),(33 3904952),(34 4049833.5),(35 4215512),(36 4389724),(37 4543173),(38 4714999),(39 4838271),(40 4949834),(41 5066345.5),(42 5159711.5),(43 5249091.5),(44 5330738),(45 5396178.5),(46 5461612),(47 5526544.5),(48 5589312),(49 5655095),(50 5701344.5),(51 5749293.5),(52 5788754.5),(53 5821889.5),(54 5840978),(55 5846016),(56 5828998.5),(57 5788764),(58 5731353),(59 5669718),(60 5615275),(61 5578314),(62 5574766),(63 5572498.5),(64 5566306.5),(65 5566747),(66 5578676),(67 5615531.5),(68 5641074.5),(69 5661546),(70 5679803),(71 5692568.5),(72 5709195),(73 5707711.5),(74 5720799.5),(75 5739539),(76 5767325.5),(77 5807861),(78 5878087.5),(79 5966025),
(1 34408.89),(2 114263.81),(3 224613.95),(4 359524.84),(5 511465.2),(6 671688.6),(7 831736.6),(8 980623.25),(9 1118461.4),(10 1246649.9),(11 1370608),(12 1492214.5),(13 1615128.1),(14 1740862.4),(15 1852220.4),(16 1964443.4),(17 2073635.3),(18 2171593.8),(19 2260013.5),(20 2350492.3),(21 2435947.3),(22 2513002),(23 2590296),(24 2659898.8),(25 2719083),(26 2781507.8),(27 2848784.8),(28 2916095),(29 2999891.8),(30 3083284.3),(31 3182580.3),(32 3275340.5),(33 3363651.5),(34 3449493.5),(35 3536472.8),(36 3634112),(37 3724013.8),(38 3833416),(39 3911840),(40 3978263),(41 4042572.5),(42 4096548.8),(43 4159512),(44 4225572.5),(45 4298244),(46 4393383.5),(47 4478584),(48 4572256.5),(49 4663910),(50 4764129.5),(51 4848897.5),(52 4926021),(53 4999924),(54 5068786.5),(55 5107865),(56 5123794),(57 5111691.5),(58 5092861),(59 5078316),(60 5052229.5),(61 5032103.5),(62 5029547.5),(63 5027756),(64 5027515),(65 5030718.5),(66 5028661.5),(67 5033968.5),(68 5029479.5),(69 5040521.5),(70 5054933),(71 5079444),(72 5113375.5),(73 5147812),(74 5193703.5),(75 5258743.5),(76 5330384.5),(77 5421094.5),(78 5516917),(79 5621714),
(1 33771.434),(2 113723.055),(3 221127.3),(4 353657.78),(5 500285.6),(6 645300.94),(7 792203.7),(8 934787.9),(9 1058274.4),(10 1181699),(11 1301159.8),(12 1420425.1),(13 1546316.9),(14 1681181.1),(15 1809273.4),(16 1931726.9),(17 2042715.3),(18 2140853.8),(19 2230316),(20 2296743.8),(21 2352532.5),(22 2395330.8),(23 2431603.8),(24 2466303.3),(25 2493371.8),(26 2520944.5),(27 2556583.8),(28 2593350),(29 2639933.8),(30 2692703.8),(31 2747789.3),(32 2793459.5),(33 2843634.3),(34 2898818.8),(35 2963498),(36 3030693.3),(37 3107437.8),(38 3207690),(39 3299302),(40 3394050.8),(41 3497819.5),(42 3585875.5),(43 3672800.5),(44 3760561.3),(45 3840990.3),(46 3918867.8),(47 3999486.3),(48 4069926.5),(49 4139236.8),(50 4194619.5),(51 4252774),(52 4302166.5),(53 4339473),(54 4374783),(55 4383565),(56 4383490.5),(57 4389457.5),(58 4388070.5),(59 4363526),(60 4334495),(61 4303380),(62 4289660.5),(63 4268100.5),(64 4240591.5),(65 4208431.5),(66 4182660.5),(67 4158264.5),(68 4123286.3),(69 4098718.8),(70 4074109.8),(71 4069481.5),(72 4059765),(73 4070673.8),(74 4106468.3),(75 4152786.8),(76 4219386),(77 4306716),(78 4408865),(79 4508763),
(1 35551.184),(2 118940.83),(3 231214.84),(4 367482.16),(5 512722.97),(6 654299.6),(7 785774.25),(8 901837.4),(9 997908.1),(10 1086764.8),(11 1174132.3),(12 1253920.3),(13 1340884.4),(14 1445532),(15 1540657.9),(16 1643182.3),(17 1734707.6),(18 1827359.8),(19 1917624.5),(20 1992769.6),(21 2067666.8),(22 2128518.5),(23 2183239.3),(24 2237691.8),(25 2283296),(26 2326375.3),(27 2369178.8),(28 2415827.5),(29 2470478.5),(30 2531393),(31 2606979),(32 2682572),(33 2777170.8),(34 2874492.3),(35 2983650.3),(36 3106062.5),(37 3219845.8),(38 3345069.8),(39 3454689),(40 3543230.5),(41 3625284.8),(42 3696089),(43 3762545.3),(44 3815918.8),(45 3863840.3),(46 3915864.3),(47 3955120.8),(48 3980608.5),(49 4007108.3),(50 4013442.5),(51 4021556),(52 4019274.3),(53 4014202.8),(54 4017010.3),(55 4025541.8),(56 4036911),(57 4069883.3),(58 4098020.3),(59 4125490.5),(60 4158169.5),(61 4208945.5),(62 4276898),(63 4336027),(64 4389931.5),(65 4442530),(66 4503531.5),(67 4553619),(68 4593532.5),(69 4630794.5),(70 4657747),(71 4690394),(72 4720294),(73 4741399),(74 4766206.5),(75 4797493.5),(76 4835053.5),(77 4880731.5),(78 4942697),(79 5003790),
(1 32166.75),(2 106039.24),(3 205857.72),(4 323794.2),(5 451506.78),(6 580481.8),(7 709827.75),(8 840317.06),(9 971358.8),(10 1106663.3),(11 1232980.9),(12 1356185.3),(13 1477588),(14 1606224),(15 1721799),(16 1831563.8),(17 1926133.4),(18 2014787.4),(19 2095453.5),(20 2162719.3),(21 2221575),(22 2278617),(23 2327733.3),(24 2368252.3),(25 2403079.3),(26 2441087),(27 2472027.8),(28 2508414.3),(29 2548743.8),(30 2586930.5),(31 2628065.8),(32 2670442),(33 2721336.5),(34 2773347),(35 2822640),(36 2878896.5),(37 2932142.5),(38 3008037.3),(39 3073143.8),(40 3139277.3),(41 3212776.3),(42 3295374),(43 3370682.5),(44 3457235.5),(45 3530782.8),(46 3617627),(47 3705179.8),(48 3793551.3),(49 3882334.3),(50 3964295.3),(51 4051532.8),(52 4136334),(53 4205629),(54 4274004),(55 4334207),(56 4397384.5),(57 4454286.5),(58 4506003.5),(59 4553284),(60 4587650),(61 4634751),(62 4703618),(63 4762113),(64 4822059),(65 4868400.5),(66 4923487),(67 4974004.5),(68 5019256.5),(69 5050716.5),(70 5073361),(71 5082746),(72 5080986),(73 5084363),(74 5080913.5),(75 5076139.5),(76 5075649.5),(77 5069376),(78 5058347.5),(79 5040593.5),
(1 27828.969),(2 91880.375),(3 176432.55),(4 275083.63),(5 381685.4),(6 495821.3),(7 605066.25),(8 712066.56),(9 818827.5),(10 923785.7),(11 1025627.5),(12 1120520.5),(13 1213485.6),(14 1309263.3),(15 1405764.9),(16 1496370.6),(17 1585644.5),(18 1669569.4),(19 1755975.4),(20 1831934.3),(21 1900051.6),(22 1961708.8),(23 2016161),(24 2064478.3),(25 2112859.8),(26 2157830.5),(27 2205334.8),(28 2261642.5),(29 2322950),(30 2396929.5),(31 2473050),(32 2546098),(33 2623015.3),(34 2688644.8),(35 2755550),(36 2819801.3),(37 2865875.5),(38 2916969.8),(39 2948230.8),(40 2969401.3),(41 2988448.8),(42 3015522.5),(43 3048218.8),(44 3091151.5),(45 3126200.8),(46 3175997.8),(47 3211353.5),(48 3243802.3),(49 3287878),(50 3328483),(51 3363653.5),(52 3407060.3),(53 3445570),(54 3475490),(55 3512184),(56 3559029.3),(57 3611201.5),(58 3664079.5),(59 3715500.8),(60 3758913.5),(61 3803624.3),(62 3868565.8),(63 3933805.8),(64 3988072),(65 4028898.3),(66 4071305.3),(67 4117210.8),(68 4150580),(69 4186144),(70 4224825),(71 4256640),(72 4301413),(73 4357016),(74 4413993),(75 4471767.5),(76 4518397.5),(77 4547425.5),(78 4567605.5),(79 4572694.5),
(1 30846.441),(2 102575.1),(3 195867.78),(4 303303.75),(5 412994.28),(6 522532),(7 621339.25),(8 712878.7),(9 793483.9),(10 872112),(11 946351.9),(12 1021084.56),(13 1095839),(14 1186147.5),(15 1268156),(16 1356644.8),(17 1449541.3),(18 1543236.9),(19 1631805.8),(20 1718338.5),(21 1796596.9),(22 1857286.9),(23 1904996.8),(24 1945218.5),(25 1990843.5),(26 2040798.8),(27 2090997.6),(28 2148613.5),(29 2207893.5),(30 2272574),(31 2330720.3),(32 2389607),(33 2450017.5),(34 2502300.5),(35 2543885.5),(36 2578308.5),(37 2606002.5),(38 2630260.5),(39 2647730.3),(40 2664362),(41 2681651.8),(42 2693535.8),(43 2708812.5),(44 2723461.5),(45 2732344.3),(46 2749303.8),(47 2763066),(48 2781940),(49 2798952.5),(50 2823238),(51 2840142),(52 2870303.5),(53 2895444.5),(54 2931032.5),(55 2967085.5),(56 3021588.5),(57 3079694),(58 3134135.8),(59 3181061.5),(60 3215522),(61 3257654),(62 3302348.5),(63 3355910.8),(64 3423459),(65 3499892.5),(66 3577618.5),(67 3659304.5),(68 3733692.5),(69 3800595.5),(70 3863697),(71 3924874.5),(72 3990068),(73 4052410.5),(74 4111174),(75 4172913),(76 4238944.5),(77 4302784),(78 4371542.5),(79 4442568),
(1 29339.834),(2 98184.3),(3 187545.98),(4 290185.1),(5 395966.44),(6 497105.72),(7 592884.56),(8 677526.5),(9 744443.3),(10 803153.75),(11 858178.9),(12 918475.44),(13 986110.06),(14 1061858.8),(15 1142544.8),(16 1225332.1),(17 1309296.3),(18 1386185.9),(19 1454518),(20 1511052.6),(21 1562270),(22 1602284.6),(23 1633349.6),(24 1660857.4),(25 1692924.8),(26 1730889.9),(27 1764074.8),(28 1796191.6),(29 1829087.6),(30 1864071.4),(31 1903638),(32 1939511.1),(33 1975666.1),(34 2008906),(35 2048498.1),(36 2082653.6),(37 2116660),(38 2151878.5),(39 2186481.8),(40 2228535),(41 2273879),(42 2326501.3),(43 2382448.5),(44 2447900.3),(45 2507781.5),(46 2571652),(47 2627763.3),(48 2680044.5),(49 2730983.3),(50 2794083.5),(51 2853911.3),(52 2916933.5),(53 2973483.8),(54 3033319.3),(55 3084896),(56 3143415.8),(57 3199263.3),(58 3248663),(59 3280431.5),(60 3309024.8),(61 3330359.5),(62 3353784),(63 3366732.5),(64 3382633.5),(65 3394439.3),(66 3405358.8),(67 3419118.3),(68 3434212.3),(69 3461456.8),(70 3485184.8),(71 3507879),(72 3524484),(73 3553917.5),(74 3586932.8),(75 3621390),(76 3661282.5),(77 3705200.5),(78 3751761.3),(79 3802837.5),
(1 30504.84),(2 105415.69),(3 202181.34),(4 315555.03),(5 430337.16),(6 543264.9),(7 648884.7),(8 748077.6),(9 829941.94),(10 902791.44),(11 967676.3),(12 1031282.9),(13 1094989.6),(14 1158458.8),(15 1226027.9),(16 1293776.5),(17 1362771.3),(18 1436039.4),(19 1501844),(20 1559362),(21 1614895.4),(22 1666401.8),(23 1713137.6),(24 1750246),(25 1788314),(26 1832297.5),(27 1866580.6),(28 1903047.5),(29 1933472),(30 1961422.4),(31 1996998.1),(32 2024816.6),(33 2060314.5),(34 2089895.4),(35 2126421.3),(36 2153699.3),(37 2183345.3),(38 2209218.3),(39 2228449),(40 2246467.8),(41 2260880.5),(42 2276400.8),(43 2293536.5),(44 2319716.5),(45 2349098.8),(46 2380736.3),(47 2411532.5),(48 2448880.8),(49 2487402),(50 2531931),(51 2574531.3),(52 2612679.5),(53 2644264),(54 2666387),(55 2675656.3),(56 2693798.5),(57 2711551.5),(58 2731358.5),(59 2750464.5),(60 2761295),(61 2777772),(62 2800646.8),(63 2821207.8),(64 2842757.8),(65 2861229.8),(66 2883472.3),(67 2905464.8),(68 2926745.8),(69 2947855.8),(70 2958628.5),(71 2972829.3),(72 2976294.5),(73 2986932.5),(74 2998278.5),(75 3024358.5),(76 3067226),(77 3120940.8),(78 3169487.8),(79 3215206.5),
(1 29380.018),(2 96827.42),(3 182628.8),(4 279867.7),(5 379233.53),(6 481534.28),(7 577972),(8 673138.4),(9 760490.44),(10 844038.56),(11 925133.2),(12 1008362.7),(13 1089310),(14 1179813.9),(15 1266706.8),(16 1351986.9),(17 1439807.9),(18 1521668.8),(19 1600998.9),(20 1678102.8),(21 1746954.4),(22 1813363.1),(23 1880900),(24 1943622),(25 2006488.5),(26 2075924.5),(27 2133428.3),(28 2191694),(29 2244169.8),(30 2309490.8),(31 2377995),(32 2440669.3),(33 2511993),(34 2576746.3),(35 2649977.8),(36 2718119),(37 2772184),(38 2824054.8),(39 2868333.8),(40 2908970.3),(41 2948897),(42 2987400.5),(43 3029383),(44 3069271),(45 3109804.3),(46 3144748),(47 3175126),(48 3207164.8),(49 3246150),(50 3281743.8),(51 3316538.3),(52 3345138.8),(53 3371626.8),(54 3401227.3),(55 3426629),(56 3443557),(57 3460336),(58 3475809),(59 3492393),(60 3516301),(61 3552579),(62 3595383),(63 3625054.5),(64 3649495.5),(65 3663205.5),(66 3692549.3),(67 3716928.5),(68 3742753),(69 3768856),(70 3783075.5),(71 3793245.3),(72 3792773),(73 3787584),(74 3790668.5),(75 3789156.5),(76 3793901.3),(77 3803337.8),(78 3800864),(79 3797883.5),
(1 27086.502),(2 88106.484),(3 168917.77),(4 263306.22),(5 358828.13),(6 454668.5),(7 543834.9),(8 627314.9),(9 703969.2),(10 779194.56),(11 850345.1),(12 922599.4),(13 1003133.3),(14 1093730),(15 1183287),(16 1274416),(17 1366560.6),(18 1453500.5),(19 1533514.6),(20 1605319.9),(21 1660723),(22 1712039.5),(23 1751755.8),(24 1786590.8),(25 1817478.8),(26 1847862.8),(27 1876584.4),(28 1910683.4),(29 1946524.6),(30 1982167.6),(31 2028077),(32 2065838.9),(33 2107133.3),(34 2139210),(35 2174533.8),(36 2204639.3),(37 2226643.3),(38 2245699.3),(39 2260567.5),(40 2276609.8),(41 2298022.3),(42 2327790.5),(43 2362302.5),(44 2405108.8),(45 2447235.8),(46 2487791.3),(47 2522846),(48 2553531.3),(49 2583663.8),(50 2606982),(51 2616423),(52 2613400.8),(53 2612519),(54 2611777),(55 2625070.3),(56 2637994.5),(57 2656137.8),(58 2680111),(59 2704824),(60 2734790.8),(61 2779345.5),(62 2835531.5),(63 2891732),(64 2943680),(65 2985248.5),(66 3028842.8),(67 3071182.3),(68 3094290.3),(69 3126633.3),(70 3143188),(71 3165725.8),(72 3182930.5),(73 3207254),(74 3238086),(75 3269194.5),(76 3294471.8),(77 3319819.3),(78 3341950.5),(79 3355601.5),
(1 29054.623),(2 95571.47),(3 183212.53),(4 283060.4),(5 385378.97),(6 485902.3),(7 582079.94),(8 669750.25),(9 744526.9),(10 813626.1),(11 872232.6),(12 933391.56),(13 997608.9),(14 1069725.5),(15 1133647.9),(16 1192956.4),(17 1245066),(18 1292049.3),(19 1332867.8),(20 1365537.4),(21 1392149.9),(22 1412321),(23 1423806.3),(24 1434149.3),(25 1448165.3),(26 1463587.6),(27 1481260.6),(28 1498933.5),(29 1517795.9),(30 1538741.8),(31 1565049.1),(32 1585431.9),(33 1614716.5),(34 1629398.4),(35 1648565.5),(36 1666878.8),(37 1690369.6),(38 1723709.9),(39 1756623.3),(40 1791168.9),(41 1832862.6),(42 1878976.5),(43 1934726),(44 1989131.9),(45 2037256.4),(46 2085788.1),(47 2120792.5),(48 2144049),(49 2171150.5),(50 2190509.8),(51 2201431),(52 2214190.5),(53 2221823.8),(54 2234584.3),(55 2244933.5),(56 2258520.8),(57 2277460.5),(58 2289037.5),(59 2295770),(60 2307023.8),(61 2323926.3),(62 2344490.3),(63 2361557.8),(64 2381693.8),(65 2400808.3),(66 2419146.3),(67 2439752.5),(68 2454478),(69 2475853.8),(70 2493113.8),(71 2514793.5),(72 2534969.8),(73 2558074.8),(74 2580383),(75 2607841.5),(76 2637591.8),(77 2668449.8),(78 2712495),(79 2751315.8),
(1 27157.055),(2 89228),(3 171018.77),(4 265362.88),(5 362229.28),(6 448822.3),(7 523675.2),(8 589449.1),(9 642969.6),(10 695548.06),(11 746761.94),(12 804486.06),(13 871669.06),(14 949512.2),(15 1019024.56),(16 1084371.4),(17 1141194.6),(18 1196717),(19 1250386.3),(20 1301989.1),(21 1350763.9),(22 1397334.6),(23 1435441.4),(24 1469289.3),(25 1504285),(26 1544032),(27 1584465.6),(28 1631725.5),(29 1681435),(30 1726911.3),(31 1772055.6),(32 1814032.8),(33 1853222.4),(34 1881500.1),(35 1904857.6),(36 1931098.6),(37 1955050.5),(38 1993440),(39 2031699.3),(40 2070213.8),(41 2104512.5),(42 2139056.8),(43 2168054),(44 2190614),(45 2208333.8),(46 2223379.5),(47 2233560.5),(48 2247942),(49 2262873.3),(50 2280473),(51 2307618.8),(52 2341531.8),(53 2369102.3),(54 2398906.8),(55 2426239),(56 2459123.5),(57 2487021.3),(58 2514527),(59 2541768.8),(60 2579560),(61 2611929.5),(62 2643221),(63 2680118.5),(64 2720776.3),(65 2758654.5),(66 2790428.5),(67 2826833.3),(68 2855745.5),(69 2888667.8),(70 2913569.8),(71 2932576),(72 2944504.5),(73 2949535.8),(74 2956230.8),(75 2962930),(76 2973985.5),(77 2988241.8),(78 3006667.5),(79 3033531.8),
(1 29078.58),(2 98234.44),(3 183747.58),(4 278886.16),(5 373152.28),(6 462274.8),(7 543184.2),(8 616508.25),(9 677365.75),(10 737764.9),(11 788990.75),(12 845285.06),(13 909213.9),(14 977298.4),(15 1046660.3),(16 1111995.4),(17 1174891.4),(18 1240663.6),(19 1306087.8),(20 1365064.6),(21 1420165.4),(22 1472522.1),(23 1519919.5),(24 1556539.8),(25 1594807.6),(26 1628568.6),(27 1667044),(28 1707224.6),(29 1750495.6),(30 1799313.1),(31 1849528.3),(32 1895664.3),(33 1944621.4),(34 1987513.8),(35 2029590.1),(36 2062105.1),(37 2086329.1),(38 2120608.8),(39 2145887.5),(40 2166894),(41 2187163.8),(42 2201210.8),(43 2223451.5),(44 2243331),(45 2262082),(46 2287430.8),(47 2309550.8),(48 2336314.3),(49 2362649.5),(50 2379085.3),(51 2390435.5),(52 2396266.8),(53 2385462.8),(54 2369069.3),(55 2354512.8),(56 2350168.3),(57 2349522.5),(58 2345453.3),(59 2339966),(60 2347435.5),(61 2358374.8),(62 2368166.3),(63 2372473.3),(64 2373686),(65 2374041.3),(66 2357801.3),(67 2346741.5),(68 2339486.8),(69 2339805),(70 2336043.5),(71 2344165.3),(72 2345138.3),(73 2353442.3),(74 2368043.8),(75 2377178),(76 2394107.3),(77 2409422),(78 2428615.5),(79 2449113.5),
(1 27386.025),(2 91781.87),(3 170612.86),(4 254966.98),(5 338766.8),(6 415135.78),(7 483308.97),(8 539473.94),(9 587776.25),(10 629584.06),(11 669390.06),(12 712067.44),(13 762652.8),(14 822253.94),(15 879809.9),(16 936925.6),(17 987484.6),(18 1035293.5),(19 1078522),(20 1111395),(21 1142576),(22 1167769.6),(23 1184463.6),(24 1198148.5),(25 1215382.9),(26 1238437.5),(27 1259540.6),(28 1284280.9),(29 1311974.6),(30 1343983.5),(31 1379558.3),(32 1410040),(33 1439415.5),(34 1461941.8),(35 1482726.5),(36 1491655.9),(37 1493990.3),(38 1498496),(39 1503569.4),(40 1503437.5),(41 1508227.5),(42 1514000.4),(43 1519808.4),(44 1529754),(45 1540112.8),(46 1559186.1),(47 1579005.5),(48 1600003.9),(49 1624227.3),(50 1645314.1),(51 1660112.1),(52 1672269.1),(53 1677048),(54 1680130.5),(55 1683533.1),(56 1705009.6),(57 1738043.8),(58 1773330.9),(59 1803902.6),(60 1829756.8),(61 1859959.3),(62 1882068.6),(63 1903258),(64 1926544.1),(65 1952063.1),(66 1970229),(67 1985332.3),(68 2003048),(69 2023320.4),(70 2043107.4),(71 2062259.8),(72 2073842.9),(73 2085766.9),(74 2099566.3),(75 2106362.8),(76 2113021.3),(77 2116669.3),(78 2120964),(79 2130404),
