1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 71872.94),(2 201894.63),(3 399591.5),(4 617583.3),(5 865222.25),(6 1125526.1),(7 1405236.5),(8 1699198.6),(9 2018341.4),(10 2353807.3),(11 2715349.3),(12 3092166),(13 3477120),(14 3829288.8),(15 4127780),(16 4435180.5),(17 4705360.5),(18 4999050.5),(19 5306492.5),(20 5633370.5),(21 5940004.5),(22 6252483.5),(23 6567780.5),(24 6853701.5),(25 7168338.5),(26 7446158.5),(27 7793746),(28 8104359.5),(29 8430867),(30 8687978),(31 8959927),(32 9185623),(33 9409381),(34 9615467),(35 9829779),(36 10093895),(37 10441825),(38 10792473),(39 11172001),(40 11460640),(41 11734992),(42 11990625),(43 12176603),(44 12351679),(45 12521741),(46 12723756),(47 12916164),(48 13068796),(49 13267841),(50 13406455),(51 13633309),(52 13829569),(53 14136412),(54 14461705),(55 14750312),(56 14990591),(57 15183360),(58 15333957),(59 15516117),(60 15642045),(61 15651056),(62 15624676),(63 15594133),(64 15509131),(65 15463392),(66 15518143),(67 15495068),(68 15468277),(69 15526235),(70 15581939),(71 15644776),(72 15636963),(73 15588997),(74 15457444),(75 15275781),(76 15184432),(77 15020369),(78 14913921),(79 14900805),
(1 139767.44),(2 499161.56),(3 1008686.9),(4 1610441),(5 2233124.8),(6 2807770.5),(7 3352361.8),(8 3841573.3),(9 4279095),(10 4664486.5),(11 5019470.5),(12 5381597),(13 5724517),(14 6057737),(15 6363157),(16 6604676),(17 6793946.5),(18 6928459),(19 6992635),(20 6966151.5),(21 6850828),(22 6654337.5),(23 6444096.5),(24 6252864),(25 6080549.5),(26 5970228),(27 5893262),(28 5855106),(29 5807544),(30 5796562.5),(31 5800217.5),(32 5807682),(33 5784498.5),(34 5762884),(35 5730475),(36 5719641),(37 5748708.5),(38 5812221),(39 5926029),(40 6046245),(41 6132033.5),(42 6199468),(43 6233180),(44 6240761),(45 6212556.5),(46 6166970.5),(47 6103954),(48 6051148.5),(49 6006771.5),(50 6001011.5),(51 6016114),(52 6016300.5),(53 6014977.5),(54 6008496.5),(55 5983778),(56 5926765),(57 5838451),(58 5717397),(59 5588285),(60 5458188.5),(61 5334681),(62 5244098),(63 5197111.5),(64 5151979),(65 5142096.5),(66 5171888),(67 5229429),(68 5300945),(69 5373503.5),(70 5435898.5),(71 5466123),(72 5518921.5),(73 5497298.5),(74 5445244.5),(75 5377814),(76 5300110.5),(77 5182801.5),(78 5038057),(79 4898195),
(1 163575.05),(2 582025.8),(3 1164572.1),(4 1841313.6),(5 2537030.5),(6 3203139),(7 3794509.8),(8 4331348.5),(9 4818306.5),(10 5266572.5),(11 5700514.5),(12 6088553.5),(13 6413199.5),(14 6660812),(15 6846956),(16 6927969.5),(17 6902465.5),(18 6787293.5),(19 6563280.5),(20 6282169.5),(21 5959156),(22 5684720),(23 5492915),(24 5388749.5),(25 5391308.5),(26 5489366),(27 5625196),(28 5803551.5),(29 5946617.5),(30 6077682.5),(31 6159285.5),(32 6221569.5),(33 6247910.5),(34 6226924),(35 6175809.5),(36 6155652.5),(37 6179670),(38 6196700.5),(39 6232851.5),(40 6247153.5),(41 6240572),(42 6215866),(43 6142925.5),(44 6040342.5),(45 5939065.5),(46 5879518),(47 5791004),(48 5676676),(49 5606655.5),(50 5546632),(51 5457096),(52 5320820.5),(53 5142387.5),(54 4962923.5),(55 4792229.5),(56 4661809.5),(57 4617944),(58 4653447),(59 4745627.5),(60 4844589.5),(61 4977141.5),(62 5106606.5),(63 5251590.5),(64 5377418.5),(65 5467277.5),(66 5530043.5),(67 5559092.5),(68 5578002),(69 5618470.5),(70 5684305.5),(71 5759809.5),(72 5788826.5),(73 5870177.5),(74 5950300),(75 6018068),(76 6063872),(77 6083128),(78 6073508),(79 6055150.5),
(1 136357.13),(2 480562.72),(3 949349.94),(4 1458451.4),(5 1943394.1),(6 2373823.8),(7 2727009.3),(8 3003571.3),(9 3222060.3),(10 3393606.5),(11 3555725.8),(12 3690329),(13 3789673.5),(14 3863079.8),(15 3919922.3),(16 3910585),(17 3853137.3),(18 3733948.3),(19 3587895.3),(20 3429295.8),(21 3330245.8),(22 3305361.3),(23 3355407.3),(24 3434257.3),(25 3525254.5),(26 3602251.8),(27 3629931),(28 3631691),(29 3608950.8),(30 3606027),(31 3619945.3),(32 3681254.5),(33 3781555.3),(34 3897298),(35 4038003),(36 4203989),(37 4366213.5),(38 4484830),(39 4570282),(40 4620615.5),(41 4642751.5),(42 4677776.5),(43 4705873.5),(44 4705522),(45 4677159.5),(46 4626832.5),(47 4524690.5),(48 4426349.5),(49 4285419),(50 4137036.5),(51 3968936.3),(52 3840560.3),(53 3753868.8),(54 3712430),(55 3738403.8),(56 3796035.8),(57 3872396.3),(58 3959408),(59 4043572.5),(60 4110814.8),(61 4159492.8),(62 4184528.8),(63 4213440),(64 4248516),(65 4281732.5),(66 4310230.5),(67 4338683.5),(68 4385550),(69 4443811),(70 4540650),(71 4650883),(72 4764512.5),(73 4872513),(74 4972446.5),(75 5045736),(76 5103998),(77 5119152.5),(78 5073549.5),(79 4949714),
(1 138909.52),(2 486039.25),(3 954299.6),(4 1462342.5),(5 1936922.1),(6 2363108.3),(7 2733968.8),(8 3064911),(9 3378635.8),(10 3669342.8),(11 3906432.8),(12 4081569),(13 4176872.3),(14 4202252.5),(15 4159131),(16 4035895.3),(17 3874433.5),(18 3711967.3),(19 3593274.5),(20 3544241),(21 3587963.3),(22 3688683.5),(23 3833933.8),(24 3960538),(25 4068027.8),(26 4151281.5),(27 4181912.8),(28 4186571.8),(29 4178152.3),(30 4172545.5),(31 4169579),(32 4208871),(33 4292230),(34 4389867),(35 4468600.5),(36 4515330.5),(37 4545094.5),(38 4565154),(39 4548490.5),(40 4514551.5),(41 4475851),(42 4449849),(43 4411808.5),(44 4327978.5),(45 4202712.5),(46 4050072.8),(47 3886261),(48 3806455.3),(49 3748064.3),(50 3769517),(51 3886532.8),(52 4103096),(53 4370696.5),(54 4617317.5),(55 4821386.5),(56 4954363),(57 5004164.5),(58 4987905.5),(59 4932152.5),(60 4862113.5),(61 4784124),(62 4720021),(63 4668568),(64 4623123.5),(65 4593514.5),(66 4583667.5),(67 4606968.5),(68 4655646.5),(69 4688987.5),(70 4709703),(71 4714412),(72 4714422.5),(73 4645100),(74 4547246),(75 4428058),(76 4307240.5),(77 4193667),(78 4116170.5),(79 4068816.8),
(1 124205.16),(2 426690.6),(3 822657.44),(4 1230191.5),(5 1604829.1),(6 1932480.9),(7 2214178.8),(8 2460382.3),(9 2671323.8),(10 2843472.5),(11 2958953.3),(12 3038123.3),(13 3070759.5),(14 3058703),(15 3014740.5),(16 2956903.5),(17 2918567.8),(18 2938014),(19 3024530.8),(20 3156289.8),(21 3303732.3),(22 3440280.3),(23 3571842.3),(24 3691039.5),(25 3770881.8),(26 3837222.5),(27 3874998),(28 3901268.5),(29 3915957.8),(30 3939489.3),(31 4001129.5),(32 4056137.3),(33 4097829.3),(34 4101250),(35 4056473.5),(36 3998770.3),(37 3955028.8),(38 3918161.5),(39 3885753.3),(40 3801359.5),(41 3669852.8),(42 3550577.8),(43 3428170.8),(44 3310027.3),(45 3194447),(46 3121361),(47 3092672.5),(48 3113182.8),(49 3178181.3),(50 3307813.3),(51 3498537.8),(52 3680254.3),(53 3834854),(54 3948655.5),(55 4004628.3),(56 4029476.8),(57 4012425.5),(58 3946793),(59 3872608),(60 3786297.8),(61 3693523.5),(62 3622282),(63 3566673.3),(64 3536476.3),(65 3542113.8),(66 3563996.3),(67 3600399.5),(68 3610881.8),(69 3608650.8),(70 3576367.5),(71 3543358),(72 3507394),(73 3464414),(74 3429702.3),(75 3395004.5),(76 3382783.5),(77 3412778.3),(78 3481141.8),(79 3579149),
(1 105439.12),(2 349574.63),(3 651262.1),(4 963959.75),(5 1249434.9),(6 1491800.8),(7 1683479.6),(8 1832758),(9 1973941.6),(10 2095947.5),(11 2194400.8),(12 2272427.8),(13 2321715.3),(14 2354171.5),(15 2387642.8),(16 2434393),(17 2509397.8),(18 2610260.8),(19 2725655.3),(20 2850244.5),(21 2949564.8),(22 3013642.3),(23 3024423),(24 3017487.5),(25 2985423.5),(26 2982585.8),(27 2995717.8),(28 3040362.5),(29 3085048.3),(30 3122925.8),(31 3135288.5),(32 3132351.3),(33 3135722.5),(34 3142004.8),(35 3134426.5),(36 3155638.8),(37 3185562.5),(38 3199625.5),(39 3201511.5),(40 3193289.3),(41 3166189.5),(42 3125137.5),(43 3087365.8),(44 3070978.5),(45 3071807.3),(46 3116379.8),(47 3187994.3),(48 3236476.8),(49 3294345.3),(50 3311093),(51 3299912.3),(52 3257395),(53 3221112),(54 3186405.8),(55 3136066.8),(56 3088281.5),(57 3044644.8),(58 3007293.8),(59 2999640),(60 3017225.5),(61 3070892),(62 3149355.3),(63 3229144.5),(64 3299585),(65 3344088.8),(66 3329242.5),(67 3295701.3),(68 3245989.8),(69 3196736.5),(70 3135780),(71 3097238.5),(72 3089765),(73 3103532),(74 3133922.8),(75 3169052.5),(76 3201295.3),(77 3217823.8),(78 3230823.3),(79 3229421.3),
(1 110442.266),(2 358305.84),(3 654987.06),(4 941682.94),(5 1196920.5),(6 1424667.5),(7 1597969.3),(8 1724182.8),(9 1841131.5),(10 1949803.3),(11 2030450.6),(12 2081029.4),(13 2110907.3),(14 2128927.5),(15 2166747.8),(16 2241735.5),(17 2342073.8),(18 2472113),(19 2609905.3),(20 2725309.3),(21 2812607.5),(22 2860059),(23 2853699.3),(24 2837105.5),(25 2806156.8),(26 2805227.3),(27 2814765.5),(28 2820000.3),(29 2818845),(30 2829347.3),(31 2814899.5),(32 2789312.5),(33 2743030.8),(34 2686322.5),(35 2645674),(36 2612853.5),(37 2565440),(38 2494507.8),(39 2429032),(40 2373273),(41 2339263.8),(42 2334178),(43 2366777.3),(44 2426406.8),(45 2479346.8),(46 2494652.5),(47 2474832),(48 2454431.8),(49 2435373.5),(50 2433796.3),(51 2433152),(52 2435600.5),(53 2459401.3),(54 2484134),(55 2519931.5),(56 2557110),(57 2597727),(58 2631373),(59 2659723.3),(60 2676252.3),(61 2683080.3),(62 2679884.5),(63 2671103),(64 2669288.8),(65 2660325.3),(66 2640526),(67 2614431.5),(68 2580777.3),(69 2546284.8),(70 2496083),(71 2444647),(72 2379307.5),(73 2342590.5),(74 2326734.3),(75 2335272.3),(76 2355634),(77 2367620.8),(78 2390709.8),(79 2427989.3),
(1 105746.484),(2 340852.63),(3 623023.8),(4 905187.9),(5 1157414),(6 1362634.1),(7 1517726.1),(8 1628833.3),(9 1715781.1),(10 1798549.4),(11 1874870.8),(12 1927207.5),(13 1980680.5),(14 2055842.6),(15 2155944),(16 2284807),(17 2417566.5),(18 2553003.8),(19 2679686.8),(20 2753757.8),(21 2783381),(22 2783249),(23 2778609.5),(24 2775716.5),(25 2800994),(26 2819855.5),(27 2840678.5),(28 2856900.3),(29 2855222.8),(30 2839677),(31 2834144),(32 2815991.3),(33 2797164),(34 2765149.8),(35 2721509.3),(36 2663995),(37 2593150.5),(38 2526395.8),(39 2478987),(40 2465532.3),(41 2474444.5),(42 2510205),(43 2549207),(44 2595778.3),(45 2630131),(46 2653969.3),(47 2655537.8),(48 2665440),(49 2644089.8),(50 2612753.8),(51 2572018.8),(52 2511505),(53 2477776),(54 2473372.5),(55 2494656),(56 2526968.8),(57 2544931.8),(58 2540111.5),(59 2503521.8),(60 2420464.5),(61 2320351.5),(62 2240574),(63 2193158.8),(64 2184725.5),(65 2189887),(66 2208581),(67 2251639.8),(68 2298238.3),(69 2347668.5),(70 2395947.3),(71 2436885.8),(72 2444937.3),(73 2466580.8),(74 2453497.3),(75 2426645.8),(76 2388928.8),(77 2359217),(78 2352677.3),(79 2366872),
(1 94874.81),(2 302425.44),(3 548349.06),(4 793543.9),(5 1006089.94),(6 1183422.9),(7 1320682.8),(8 1437792.5),(9 1551731.3),(10 1654259.5),(11 1743410.3),(12 1810670),(13 1878439.8),(14 1942073.5),(15 2006357.3),(16 2084239.3),(17 2166648.5),(18 2245144),(19 2313070.5),(20 2362277.5),(21 2402990.5),(22 2431456.3),(23 2458084.5),(24 2473370.3),(25 2501423),(26 2523058.5),(27 2551172),(28 2584362.3),(29 2599872),(30 2608768),(31 2606650),(32 2584707),(33 2540755),(34 2470451.5),(35 2388440.3),(36 2318892),(37 2257921.8),(38 2222261.8),(39 2219232.3),(40 2244450.3),(41 2285476.3),(42 2323976.5),(43 2358163.5),(44 2394826.5),(45 2428092),(46 2459154.8),(47 2480787),(48 2494898),(49 2488905.8),(50 2467311.3),(51 2453199.8),(52 2441507.3),(53 2424473.5),(54 2420097),(55 2421165.5),(56 2422399),(57 2418679),(58 2406743),(59 2388121),(60 2360952.5),(61 2334314.3),(62 2318943.3),(63 2314689.5),(64 2315623),(65 2312466.3),(66 2318258),(67 2333454.5),(68 2345171),(69 2354247),(70 2377674.8),(71 2423452.5),(72 2448318),(73 2483224),(74 2504231),(75 2492325.3),(76 2491579.8),(77 2512966.5),(78 2533656.8),(79 2526788.5),
(1 89845.19),(2 283708.13),(3 521875.9),(4 760292.1),(5 963981.6),(6 1130294.5),(7 1283243.9),(8 1407529.9),(9 1519198.8),(10 1614690.1),(11 1698401.8),(12 1776158),(13 1870363.5),(14 1950817.3),(15 2018332.5),(16 2070841.1),(17 2119254),(18 2147359.3),(19 2161760),(20 2164695.8),(21 2168592.8),(22 2169693.5),(23 2170232),(24 2169351.5),(25 2168746),(26 2175626.8),(27 2189156),(28 2208464),(29 2228756.3),(30 2271128.3),(31 2300237.8),(32 2297977),(33 2276069.8),(34 2236474.5),(35 2202276.8),(36 2188699.3),(37 2200631.5),(38 2214436.3),(39 2230233.5),(40 2248225.8),(41 2269802.8),(42 2297372.3),(43 2332433.3),(44 2355480.8),(45 2362496),(46 2342982),(47 2304038),(48 2277213),(49 2230544.8),(50 2196065.3),(51 2159919.8),(52 2118144.5),(53 2080502),(54 2051581.4),(55 2026232.6),(56 2012390.9),(57 2010453.3),(58 2007521.5),(59 2000313.5),(60 1991376.4),(61 1970802.8),(62 1949075.9),(63 1925804.4),(64 1905185.8),(65 1885356.1),(66 1860806.8),(67 1842650.8),(68 1837771.9),(69 1855890.1),(70 1892362.4),(71 1928713.1),(72 1980884.5),(73 2032885.4),(74 2073847.4),(75 2101946.8),(76 2134323.5),(77 2185553.8),(78 2231121.3),(79 2242165.8),
(1 92912.41),(2 292342.03),(3 529450.6),(4 755832.25),(5 957872.25),(6 1138557.3),(7 1304720.3),(8 1444054.6),(9 1562262.9),(10 1663186.1),(11 1755251.4),(12 1845181.3),(13 1912290.9),(14 1971307.4),(15 2033568.6),(16 2085304.9),(17 2111723),(18 2109269),(19 2095790.9),(20 2071242.5),(21 2048345.1),(22 2028965.8),(23 2009865.4),(24 1985668.1),(25 1977356.4),(26 1998804.6),(27 2024839.5),(28 2062450.8),(29 2105393.3),(30 2133409.8),(31 2136080.5),(32 2115335),(33 2081320.6),(34 2037738.8),(35 1993174.4),(36 1948396.8),(37 1899154),(38 1857158.5),(39 1818305.9),(40 1809274.6),(41 1832083.5),(42 1844623.8),(43 1856114.8),(44 1877351.3),(45 1904511.6),(46 1949691.9),(47 1995364.1),(48 2044819),(49 2088375.8),(50 2109644.3),(51 2111615.3),(52 2116673.3),(53 2126929),(54 2135395.3),(55 2150138.5),(56 2162548.3),(57 2180529.8),(58 2191253.5),(59 2184793.5),(60 2167103),(61 2143069.5),(62 2108772.5),(63 2085490),(64 2067608.6),(65 2065178.8),(66 2060025.4),(67 2067201.1),(68 2096042.8),(69 2138521.3),(70 2173500.8),(71 2207372),(72 2234144.3),(73 2252164.8),(74 2246577.8),(75 2206252),(76 2155773.3),(77 2129825.8),(78 2129062.8),(79 2122418.8),
(1 96421.34),(2 309624.25),(3 549630.8),(4 766268.44),(5 953049.75),(6 1118494.8),(7 1261625.6),(8 1376442.4),(9 1462827.9),(10 1521786),(11 1576904.5),(12 1627062.4),(13 1683091.6),(14 1762006.5),(15 1844371.5),(16 1925130.9),(17 2002283.4),(18 2069446.9),(19 2117313),(20 2132896.3),(21 2146813.3),(22 2163703.3),(23 2178038),(24 2193601.5),(25 2206197.3),(26 2222009),(27 2226983),(28 2224715),(29 2213548.3),(30 2174433.5),(31 2114898.5),(32 2052291.5),(33 1997852),(34 1944282.6),(35 1893620.3),(36 1858638),(37 1841369.6),(38 1836779.5),(39 1854230.3),(40 1884779.5),(41 1939117.5),(42 1973291.1),(43 1975668.3),(44 1945234.9),(45 1902654.6),(46 1863540.5),(47 1832817.1),(48 1801886.5),(49 1775860.3),(50 1741603.3),(51 1716885.3),(52 1723303.4),(53 1743172.9),(54 1770892.5),(55 1805952.8),(56 1844498.9),(57 1880223.8),(58 1895237.5),(59 1900687.5),(60 1896605.4),(61 1886684),(62 1862905.3),(63 1846972.9),(64 1846280),(65 1872205.1),(66 1911313.4),(67 1948369.5),(68 1985340),(69 2008343.5),(70 2007166.3),(71 1996011.4),(72 1979746.9),(73 1935931.4),(74 1880498.3),(75 1844623.9),(76 1832265.4),(77 1849689.6),(78 1889040.5),(79 1928504.6),
(1 99553.36),(2 317563.97),(3 557138.9),(4 764903.94),(5 938818.9),(6 1093928.6),(7 1232239.5),(8 1341820.8),(9 1436578.8),(10 1520691.1),(11 1587448.1),(12 1644472.5),(13 1708565),(14 1772174.1),(15 1825560.9),(16 1862770.4),(17 1880944.8),(18 1895146.6),(19 1899231.1),(20 1881038.4),(21 1866200.1),(22 1863396.3),(23 1856654),(24 1849403.1),(25 1849448.8),(26 1849268.6),(27 1830955),(28 1808464.9),(29 1786205.6),(30 1765523.1),(31 1754168.5),(32 1754788.6),(33 1758092.5),(34 1745375.1),(35 1732326.4),(36 1742804.1),(37 1769739.8),(38 1808555.8),(39 1871885),(40 1934254.5),(41 1978566.1),(42 2003003.9),(43 2019280.1),(44 2019910.9),(45 2010503.5),(46 2000331.9),(47 1988620.3),(48 1963123.4),(49 1931513.9),(50 1896565),(51 1866103.6),(52 1834999.1),(53 1808619.8),(54 1790250.3),(55 1788223.3),(56 1791275.8),(57 1807544.4),(58 1813032.5),(59 1810449.9),(60 1803235),(61 1791957),(62 1793326.1),(63 1811119.5),(64 1836929.1),(65 1869313.5),(66 1901532.6),(67 1928315.9),(68 1956558.9),(69 1974409.6),(70 1975921.9),(71 1970896.8),(72 1982108.6),(73 1980978.3),(74 1975189),(75 1962816.8),(76 1950884.1),(77 1917682.3),(78 1878288.8),(79 1845976.5),
(1 99802.84),(2 307520.8),(3 528248.1),(4 721186.56),(5 885609.6),(6 1030631.8),(7 1142127.3),(8 1214358.6),(9 1271463.1),(10 1338039.1),(11 1409718.3),(12 1500732.1),(13 1597430.3),(14 1681061.5),(15 1759262.8),(16 1811389),(17 1825685),(18 1802271.6),(19 1767007.6),(20 1746448),(21 1728197.8),(22 1720620.1),(23 1714534.8),(24 1727495.9),(25 1747022.9),(26 1753507.5),(27 1748084.5),(28 1731161.6),(29 1728255.9),(30 1730925),(31 1728827.4),(32 1728324.1),(33 1723081.4),(34 1706331.5),(35 1693046.8),(36 1684829.8),(37 1682437.1),(38 1681910.6),(39 1683879.1),(40 1693781.5),(41 1708702.6),(42 1729809.4),(43 1745811.4),(44 1740569.1),(45 1733114),(46 1722764.8),(47 1725839.9),(48 1721131.8),(49 1718044.6),(50 1691810.5),(51 1657052.8),(52 1630292.6),(53 1603392.5),(54 1588316.3),(55 1581986.3),(56 1572388.6),(57 1567599.6),(58 1568736.9),(59 1586042.5),(60 1609041.1),(61 1634936.8),(62 1666837.1),(63 1704972.6),(64 1746984.8),(65 1791312.4),(66 1835671.3),(67 1874371.9),(68 1912323.3),(69 1943043),(70 1957777.1),(71 1960802.6),(72 1956745.8),(73 1947137.1),(74 1921217.6),(75 1888741.5),(76 1864748.5),(77 1841179.4),(78 1818843),(79 1791461),
(1 87957.086),(2 264648.16),(3 443356.97),(4 596073.06),(5 724496.94),(6 835473.3),(7 931180.25),(8 994906.7),(9 1040010.7),(10 1079799.8),(11 1118978.4),(12 1166357.8),(13 1216865.6),(14 1253713.1),(15 1290410.6),(16 1314617.4),(17 1339606.8),(18 1345169.8),(19 1345965.3),(20 1343523.5),(21 1347710.3),(22 1344469.3),(23 1339263.5),(24 1347262.3),(25 1358167.3),(26 1368959.9),(27 1374174),(28 1369322.3),(29 1368963.3),(30 1371394.8),(31 1375533.8),(32 1369583.4),(33 1365083.5),(34 1365997),(35 1371895.9),(36 1372966.6),(37 1375889.3),(38 1388262),(39 1406204.3),(40 1432690.9),(41 1467896.9),(42 1500592),(43 1524922),(44 1539069.5),(45 1555256.1),(46 1582286.9),(47 1606917.5),(48 1608146.1),(49 1623081.6),(50 1630362.3),(51 1631070.4),(52 1638310.3),(53 1631728.5),(54 1626332.6),(55 1609349),(56 1582480.1),(57 1558475.5),(58 1543442.1),(59 1530325.8),(60 1511192.5),(61 1485533.4),(62 1466785),(63 1458670),(64 1461413.3),(65 1468969.4),(66 1471381.3),(67 1462893.9),(68 1464205.1),(69 1474224),(70 1483401.1),(71 1487435),(72 1481241.3),(73 1475249.8),(74 1446733.5),(75 1415685.8),(76 1397840.8),(77 1400285.4),(78 1399658.1),(79 1386432.9),
(1 91067.4),(2 272396.78),(3 458486.84),(4 622399.3),(5 757906.06),(6 868937.5),(7 966583.1),(8 1036935.6),(9 1098278.9),(10 1172361.1),(11 1247261.4),(12 1309112.8),(13 1365386.4),(14 1410775.9),(15 1437965.9),(16 1448865.4),(17 1450452.6),(18 1445894.1),(19 1437403),(20 1431461),(21 1429453.4),(22 1406070.1),(23 1381134.1),(24 1366843.4),(25 1344880.8),(26 1333215.3),(27 1336243.9),(28 1363213.8),(29 1405584.4),(30 1446131.8),(31 1470617.8),(32 1479239.8),(33 1488025.5),(34 1496849.3),(35 1502805.9),(36 1511702.5),(37 1512146.3),(38 1513056.4),(39 1523506.6),(40 1532282.3),(41 1546709.1),(42 1556137.3),(43 1575394.6),(44 1601956),(45 1623434.3),(46 1623233.5),(47 1592727.6),(48 1565310.8),(49 1527131),(50 1495509.4),(51 1469650.6),(52 1443211.8),(53 1417586.3),(54 1410288.6),(55 1413525.4),(56 1414318.5),(57 1417777.3),(58 1423798.5),(59 1436331.6),(60 1456607),(61 1477798),(62 1491387.4),(63 1496745.4),(64 1502502.6),(65 1513149.1),(66 1520140.1),(67 1521778.8),(68 1519114.5),(69 1512061.1),(70 1497468.3),(71 1488419),(72 1470314.5),(73 1452240.8),(74 1433875.5),(75 1407778.6),(76 1387217),(77 1368081.4),(78 1359007.8),(79 1358853),
