1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 36333.242),(2 133078.83),(3 273385.94),(4 449739.1),(5 641837.56),(6 846722.7),(7 1053003.8),(8 1258191.8),(9 1448047.8),(10 1625173.3),(11 1778611.1),(12 1924005.3),(13 2037127.6),(14 2136398.3),(15 2213935.3),(16 2280534.8),(17 2344634.5),(18 2404461.3),(19 2466749),(20 2595164),(21 2690116.3),(22 2790898.8),(23 2901109.8),(24 3015723.5),(25 3127868.3),(26 3245593.8),(27 3354452.8),(28 3485098.5),(29 3610057.5),(30 3726814.5),(31 3820884.3),(32 3918854.3),(33 3995443.5),(34 4064736.8),(35 4137817),(36 4203153.5),(37 4281819),(38 4342006.5),(39 4401101),(40 4434790),(41 4467769.5),(42 4471263.5),(43 4457680.5),(44 4428812),(45 4396168.5),(46 4378025),(47 4364643),(48 4341618),(49 4319997.5),(50 4287363),(51 4254380.5),(52 4231161.5),(53 4202014),(54 4191510.3),(55 4189707.8),(56 4202615),(57 4227608),(58 4263249.5),(59 4306181.5),(60 4366919.5),(61 4431170),(62 4496766.5),(63 4539411.5),(64 4604688),(65 4667711.5),(66 4723552),(67 4776352.5),(68 4821891.5),(69 4859808.5),(70 4886389),(71 4898860),(72 4894479.5),(73 4867885),(74 4827031.5),(75 4760194),(76 4675406),(77 4585121.5),(78 4494859),(79 4395097.5),
(1 37831.266),(2 139992.95),(3 287031.1),(4 473861.84),(5 682862.06),(6 905537.8),(7 1131708.3),(8 1362198.9),(9 1578863.5),(10 1777206.1),(11 1952509.6),(12 2129548),(13 2274624.8),(14 2405296.3),(15 2511194),(16 2600507.8),(17 2676509.8),(18 2739090.3),(19 2803891),(20 2869632.8),(21 2932646),(22 3000518.3),(23 3065247),(24 3127159.8),(25 3181652.8),(26 3224045.3),(27 3257537),(28 3296369.3),(29 3325641),(30 3356745),(31 3373458),(32 3388760),(33 3400670),(34 3398115.3),(35 3391700.3),(36 3387122.8),(37 3386330),(38 3372045.3),(39 3342156.8),(40 3312578),(41 3265552.8),(42 3224189),(43 3178207),(44 3135241.8),(45 3092448.3),(46 3051306.8),(47 3016385.8),(48 2978804),(49 2945086),(50 2909611.3),(51 2887718.8),(52 2876068),(53 2869100),(54 2879633.3),(55 2897032.8),(56 2925980),(57 2962565.3),(58 3003396),(59 3050382.3),(60 3109569.3),(61 3168603),(62 3234599.3),(63 3315438.8),(64 3385067),(65 3449862.3),(66 3496220.3),(67 3530582),(68 3544867.3),(69 3541358),(70 3524718.3),(71 3496537),(72 3457485.3),(73 3425316),(74 3381545.3),(75 3339274.8),(76 3306191),(77 3298313.3),(78 3306902.3),(79 3317663.8),
(1 33547.6),(2 121539.51),(3 246211.2),(4 400422.3),(5 566165.2),(6 741273.7),(7 915175.06),(8 1084962.8),(9 1245096.5),(10 1399566.4),(11 1545229),(12 1698155.5),(13 1823378.4),(14 1942457.3),(15 2050346.3),(16 2153031),(17 2261228.5),(18 2368392.8),(19 2487362.5),(20 2623410),(21 2748600.3),(22 2877915.5),(23 3006629.5),(24 3127820.3),(25 3245173.8),(26 3349555.8),(27 3442554.3),(28 3536016),(29 3614151.8),(30 3690958),(31 3750688),(32 3808570.5),(33 3864356.8),(34 3913724.8),(35 3955030.5),(36 3978275.3),(37 3995795.8),(38 4002295.8),(39 4000105),(40 3994595.3),(41 3958563.3),(42 3939124.8),(43 3911771.5),(44 3888610.5),(45 3870591.3),(46 3862085.8),(47 3850279),(48 3844656),(49 3838185.5),(50 3838603.5),(51 3843070),(52 3849646),(53 3851041.3),(54 3852942),(55 3851921.5),(56 3834261.8),(57 3820206.8),(58 3798820.5),(59 3781026),(60 3770391.8),(61 3762661.8),(62 3754939.5),(63 3732518.5),(64 3704100.8),(65 3666309),(66 3614264.8),(67 3558075.8),(68 3503138.5),(69 3450464.8),(70 3395600),(71 3341877),(72 3292286.5),(73 3261068.8),(74 3221574),(75 3180492.8),(76 3139614),(77 3110249.5),(78 3097504.8),(79 3097519.8),
(1 37067.29),(2 141307.06),(3 289963.1),(4 473310.53),(5 671057.6),(6 882437.75),(7 1095378.1),(8 1300914.9),(9 1499614.1),(10 1688986.4),(11 1868363.4),(12 2039156.5),(13 2173465),(14 2280746),(15 2376783.5),(16 2453891.8),(17 2524207.3),(18 2579439.5),(19 2621075),(20 2651141.8),(21 2680459.8),(22 2707521.5),(23 2731366.8),(24 2752787.5),(25 2776280),(26 2795840),(27 2817427.5),(28 2849267),(29 2875653.5),(30 2905091.5),(31 2921193.3),(32 2941794.3),(33 2970131.5),(34 2997551.8),(35 3023166.5),(36 3046091.3),(37 3073217.3),(38 3088411.8),(39 3096436.8),(40 3101341.8),(41 3099598),(42 3105803.8),(43 3106406),(44 3098923.5),(45 3097669.8),(46 3092445.8),(47 3087323),(48 3082569.3),(49 3068314.3),(50 3052726.5),(51 3034731.5),(52 3018495.8),(53 3004424.3),(54 2992139.5),(55 2976889.3),(56 2976825.3),(57 2981355.5),(58 2986692.5),(59 3005892.8),(60 3032495.8),(61 3046101),(62 3070171.8),(63 3080284.5),(64 3090743.3),(65 3108383.3),(66 3127371.5),(67 3152918.5),(68 3172998.5),(69 3179417.5),(70 3173840.8),(71 3156390.8),(72 3133792.8),(73 3093875),(74 3056117.5),(75 3016044.8),(76 2981764.5),(77 2959319.3),(78 2951883.3),(79 2952039.8),
(1 38496.77),(2 148602.38),(3 305691.28),(4 503019.25),(5 717043.56),(6 943005.56),(7 1171947.4),(8 1392603.9),(9 1598957.4),(10 1783844),(11 1938734.5),(12 2062243.8),(13 2147057.8),(14 2208642.5),(15 2243359.5),(16 2267622.5),(17 2276627.5),(18 2272685),(19 2255799.5),(20 2238485),(21 2209642.8),(22 2183309.8),(23 2156263.5),(24 2135698.5),(25 2119608),(26 2105349.3),(27 2095203.5),(28 2093345.5),(29 2088477.5),(30 2091849.1),(31 2095239.4),(32 2099921),(33 2112789.5),(34 2125149.8),(35 2137585.8),(36 2156360.3),(37 2170246),(38 2188841.3),(39 2204718.3),(40 2226878.8),(41 2260851.8),(42 2287191),(43 2309287.3),(44 2329805.8),(45 2355028.3),(46 2377227.3),(47 2387620.3),(48 2373940.8),(49 2346091.5),(50 2313539.3),(51 2284394),(52 2260969),(53 2245041.8),(54 2239202),(55 2231361.3),(56 2233279),(57 2240414.8),(58 2251187),(59 2273116.5),(60 2293390.8),(61 2296883.5),(62 2307350.8),(63 2278941),(64 2266264.3),(65 2250893.5),(66 2234460.8),(67 2218547.5),(68 2205499),(69 2201431.5),(70 2210527.5),(71 2223874.5),(72 2244888.5),(73 2285955.3),(74 2318540.5),(75 2356188.3),(76 2396688.5),(77 2444087.5),(78 2493207.8),(79 2543039.5),
(1 33832.914),(2 128289.086),(3 260400.05),(4 423260.47),(5 598426.3),(6 787423.6),(7 978998),(8 1169361.8),(9 1345739.8),(10 1507946),(11 1646202.6),(12 1771489.6),(13 1870023.5),(14 1952587.3),(15 2008602.6),(16 2057882.6),(17 2100307.8),(18 2128729),(19 2150843.5),(20 2179217),(21 2187161.5),(22 2198229.3),(23 2206237),(24 2213538.8),(25 2223412),(26 2225343.3),(27 2224887),(28 2234141),(29 2244529),(30 2252677.5),(31 2263170.8),(32 2267833.5),(33 2264120),(34 2256871.8),(35 2227503),(36 2195477.8),(37 2156321.5),(38 2120002.8),(39 2080329.9),(40 2044716.8),(41 2008117.6),(42 1974558.1),(43 1945256),(44 1921607.8),(45 1913844.6),(46 1916736.6),(47 1956606),(48 1994714.6),(49 2035820.8),(50 2072559.1),(51 2105927.8),(52 2136359.5),(53 2155581),(54 2161176),(55 2161869.8),(56 2144308.5),(57 2124001),(58 2100357.8),(59 2086116.5),(60 2080948.5),(61 2078200.6),(62 2090170.3),(63 2080188.8),(64 2085319.8),(65 2099118.3),(66 2123913.8),(67 2158664),(68 2193981),(69 2230336.8),(70 2262519),(71 2295527),(72 2326865),(73 2365500.8),(74 2385198.3),(75 2399513.3),(76 2402811.5),(77 2403188),(78 2399231),(79 2390309.3),
(1 35611.53),(2 139880.42),(3 284876.66),(4 467480.78),(5 670490.8),(6 888337.8),(7 1100135.3),(8 1302521.5),(9 1479116.6),(10 1625280.4),(11 1739812.3),(12 1829599.6),(13 1895840.5),(14 1937223.1),(15 1955950.3),(16 1959989),(17 1955952),(18 1946005.1),(19 1931896.1),(20 1917350.3),(21 1899315.6),(22 1880633),(23 1870396.4),(24 1866442.5),(25 1865641.8),(26 1862097),(27 1861845.4),(28 1871433.9),(29 1883051.6),(30 1889279.3),(31 1890803.1),(32 1895015.5),(33 1891505),(34 1887411.6),(35 1865561.5),(36 1842423.3),(37 1805297),(38 1770168.8),(39 1740717.9),(40 1711716.9),(41 1698620.1),(42 1693472),(43 1699109.3),(44 1711727.8),(45 1727797.3),(46 1748121),(47 1778029.6),(48 1796242.1),(49 1807151.6),(50 1813927.5),(51 1820545.5),(52 1814882.6),(53 1801413.3),(54 1777645.8),(55 1748961.8),(56 1720372.4),(57 1692236.5),(58 1673686.6),(59 1667749.6),(60 1674985.5),(61 1690721.5),(62 1723572.4),(63 1784464.3),(64 1845793.3),(65 1916330.1),(66 1996698.3),(67 2080537.9),(68 2158326.3),(69 2236909.3),(70 2313038),(71 2379042.5),(72 2425924.3),(73 2436218.8),(74 2451385.8),(75 2461965),(76 2468250.8),(77 2465992.3),(78 2464904.3),(79 2456965.5),
(1 30665.275),(2 114559.64),(3 226048.19),(4 363104),(5 508262.13),(6 661681.06),(7 814792.2),(8 960584.9),(9 1086530),(10 1186659.4),(11 1264841.4),(12 1323124.4),(13 1360455.5),(14 1388839),(15 1410771.4),(16 1423691),(17 1435666.3),(18 1449088.8),(19 1462540.1),(20 1480814.8),(21 1489198.9),(22 1497064.8),(23 1505536.8),(24 1515072.3),(25 1516187.4),(26 1514441.9),(27 1509761),(28 1504189.6),(29 1484596.4),(30 1449048.5),(31 1409745.8),(32 1364023.8),(33 1317005.6),(34 1278518.4),(35 1238238.8),(36 1206281.8),(37 1180279.5),(38 1168239.6),(39 1168010.9),(40 1182382.4),(41 1196894.6),(42 1221085.4),(43 1248388.9),(44 1276239.8),(45 1302275.6),(46 1320338),(47 1332146),(48 1345858.1),(49 1361993.8),(50 1381275.1),(51 1403338.9),(52 1424910.9),(53 1450094.5),(54 1474010.1),(55 1499017.6),(56 1532934.9),(57 1562764),(58 1596399.3),(59 1630064),(60 1655093.3),(61 1667600.6),(62 1678646.9),(63 1688777.3),(64 1722106.9),(65 1766093.9),(66 1819872.4),(67 1880996.9),(68 1940563.1),(69 1994682.1),(70 2039459.9),(71 2071684.6),(72 2087645.6),(73 2087719.3),(74 2088717.6),(75 2085221.1),(76 2074821.6),(77 2059961.3),(78 2051803.1),(79 2046245.6),
(1 34709.543),(2 134689.1),(3 263937.34),(4 414775.72),(5 569653.44),(6 726398.2),(7 876481.25),(8 1018246.5),(9 1144087.8),(10 1251235),(11 1335754),(12 1397826.1),(13 1429142),(14 1446242.5),(15 1452516.1),(16 1453198.6),(17 1458540.1),(18 1466031.8),(19 1477727.9),(20 1480345),(21 1490938.9),(22 1504465),(23 1514978.8),(24 1529494.8),(25 1550255.5),(26 1567800),(27 1581347.9),(28 1595008.8),(29 1591469.8),(30 1582186.3),(31 1564589.9),(32 1539574.5),(33 1511445.8),(34 1488681.3),(35 1464374.4),(36 1452033),(37 1438169.8),(38 1437102.3),(39 1446366.6),(40 1464674.5),(41 1493075.8),(42 1525957.5),(43 1556676.1),(44 1583094.1),(45 1601753.5),(46 1618228),(47 1635482.1),(48 1663300.8),(49 1685733.6),(50 1694698.5),(51 1696597.3),(52 1693511.3),(53 1682489.3),(54 1667903.8),(55 1652903.9),(56 1647813),(57 1631105.8),(58 1613322.6),(59 1590650),(60 1565253.1),(61 1546637),(62 1539624.8),(63 1559604.3),(64 1584211.5),(65 1619682.5),(66 1662589),(67 1707099.3),(68 1756693.1),(69 1804855),(70 1848316),(71 1884504.5),(72 1901388.9),(73 1888228.8),(74 1862797.5),(75 1821719),(76 1774560.5),(77 1721142.6),(78 1680443.3),(79 1649811.9),
(1 37424.875),(2 139887.95),(3 273614),(4 428921.1),(5 585007.8),(6 744826.8),(7 900284.6),(8 1046807.44),(9 1184846.8),(10 1304413.3),(11 1401657),(12 1480061.3),(13 1540650.6),(14 1590083.6),(15 1631263.6),(16 1665175.4),(17 1701427),(18 1734188.5),(19 1768330),(20 1797233.3),(21 1828937.3),(22 1856274.1),(23 1884605.3),(24 1913870.5),(25 1948839.1),(26 1980880.6),(27 2011915.3),(28 2049709),(29 2066478.9),(30 2078593.3),(31 2079390.5),(32 2079668.4),(33 2078362.4),(34 2076286.3),(35 2071962),(36 2070579.6),(37 2059009.8),(38 2054526),(39 2050555),(40 2044594.1),(41 2033471.1),(42 2031428.8),(43 2025715),(44 2016401.3),(45 2008026),(46 2003837.9),(47 2010155.9),(48 2011772.1),(49 2014172.5),(50 2015991.8),(51 2016274.1),(52 2009520),(53 2000176.9),(54 1989194),(55 1972227),(56 1951241.1),(57 1927297.8),(58 1902921.1),(59 1886831.6),(60 1882310),(61 1883030.9),(62 1891118.3),(63 1903101.3),(64 1923167.1),(65 1951027.9),(66 1981127.8),(67 2012143.6),(68 2035389),(69 2052479.6),(70 2057469),(71 2051472.9),(72 2033712.4),(73 1997091.9),(74 1967530.1),(75 1942792.4),(76 1928486),(77 1918553.5),(78 1915014.5),(79 1924810.8),
(1 32909.29),(2 129637.445),(3 254403),(4 400843.84),(5 549874.2),(6 699094),(7 843681.06),(8 978035),(9 1102803.9),(10 1212836.8),(11 1303497.8),(12 1374874.8),(13 1440153.4),(14 1494005.5),(15 1544992),(16 1592028.4),(17 1638732.3),(18 1676943),(19 1708422.8),(20 1729192),(21 1749123.8),(22 1764702.8),(23 1776455.8),(24 1786401.4),(25 1794986.6),(26 1800122.1),(27 1804190.4),(28 1799216.1),(29 1789617.3),(30 1772066),(31 1750060.9),(32 1728546.8),(33 1712653.8),(34 1701763.9),(35 1693690.3),(36 1688543.4),(37 1692726.9),(38 1697571.1),(39 1700263.5),(40 1692792.6),(41 1680721),(42 1664778.3),(43 1639611),(44 1608987.4),(45 1582655.4),(46 1560672.1),(47 1537311),(48 1524594.3),(49 1522078),(50 1514815.5),(51 1500061.8),(52 1480280.3),(53 1468234.6),(54 1461245.6),(55 1456541.4),(56 1461884.8),(57 1465712.9),(58 1480823.8),(59 1504388.6),(60 1529526.1),(61 1553309),(62 1572218),(63 1596054.4),(64 1611912.5),(65 1628497.9),(66 1639093.3),(67 1648774.4),(68 1653801.6),(69 1657770.1),(70 1658500.9),(71 1660173.1),(72 1663206),(73 1675422.8),(74 1684478.4),(75 1700910.3),(76 1730070),(77 1756783.5),(78 1787810.6),(79 1825917.5),
(1 35139.234),(2 143270.48),(3 279843.72),(4 438098.6),(5 594850.56),(6 751618.2),(7 899191.75),(8 1034106.44),(9 1150892.5),(10 1247394.1),(11 1320673.3),(12 1373808.4),(13 1417540.5),(14 1451036.9),(15 1475738.8),(16 1495895.5),(17 1510765),(18 1517191),(19 1523502.3),(20 1550132.5),(21 1567007.5),(22 1585009.1),(23 1606161.8),(24 1631071.4),(25 1658058.9),(26 1685364.5),(27 1711182),(28 1731418.1),(29 1749332.5),(30 1762462.5),(31 1772278.1),(32 1784025.4),(33 1795915.6),(34 1801740.5),(35 1808358.5),(36 1809902.4),(37 1802870.5),(38 1794521.5),(39 1782633.3),(40 1762967.6),(41 1724089.4),(42 1683874.6),(43 1637965.1),(44 1589392.4),(45 1546243.8),(46 1511537.5),(47 1481449.5),(48 1463171.6),(49 1455513.3),(50 1459773),(51 1467666.3),(52 1472697.1),(53 1477032.6),(54 1477449.3),(55 1472956.5),(56 1448671.3),(57 1420455),(58 1389433.5),(59 1359398.3),(60 1327853.5),(61 1294845),(62 1269566.8),(63 1230215.4),(64 1221205.5),(65 1228354.5),(66 1247508.6),(67 1276113.3),(68 1304854.8),(69 1337153.8),(70 1365806.6),(71 1382754),(72 1383835.1),(73 1352645.1),(74 1336775),(75 1328641.9),(76 1333595.3),(77 1350102.9),(78 1381652.1),(79 1423520.5),
(1 32631.553),(2 126970.99),(3 248259.56),(4 387101.4),(5 523766.38),(6 652717.2),(7 770826.5),(8 875240.94),(9 960645.5),(10 1039152.8),(11 1102996.1),(12 1167234.9),(13 1219272.1),(14 1268375.1),(15 1307397.6),(16 1340694.1),(17 1368147.1),(18 1379279.9),(19 1384227.8),(20 1384361.5),(21 1387951.3),(22 1391974.8),(23 1400258.4),(24 1411761.3),(25 1423875.1),(26 1432498.8),(27 1439696.1),(28 1445585.5),(29 1454815.6),(30 1465683.4),(31 1474410.8),(32 1484991.6),(33 1494168.3),(34 1501506.6),(35 1508200.1),(36 1510574.1),(37 1499923.1),(38 1491963.4),(39 1478848.9),(40 1462322.1),(41 1435439.1),(42 1417559.1),(43 1399348.8),(44 1382236.6),(45 1373765.8),(46 1367180),(47 1366714.6),(48 1375711),(49 1390700.9),(50 1406662.8),(51 1421841.6),(52 1432551),(53 1439573.3),(54 1444979.6),(55 1437135.1),(56 1417860.9),(57 1396991.5),(58 1375870.5),(59 1354254.3),(60 1336654.8),(61 1323715.8),(62 1321176.5),(63 1330902),(64 1338158.1),(65 1350760.6),(66 1355741.9),(67 1365474.8),(68 1373079.6),(69 1386251.8),(70 1403441.1),(71 1419915.5),(72 1436479.1),(73 1453083.4),(74 1469006.8),(75 1481824.6),(76 1502050.3),(77 1521393.3),(78 1545317.3),(79 1569474.4),
(1 35253.97),(2 136163.06),(3 263520),(4 403408.72),(5 536688.2),(6 657209.3),(7 762276.06),(8 855285.75),(9 930442.9),(10 995685.5),(11 1052504.4),(12 1114483),(13 1171048.1),(14 1227086.9),(15 1267098.9),(16 1301386.8),(17 1325513.8),(18 1343214.9),(19 1357501.3),(20 1369943.5),(21 1377932.5),(22 1384452),(23 1393384.4),(24 1407554.9),(25 1420752),(26 1431961.1),(27 1439266.4),(28 1445862.9),(29 1453072.4),(30 1462829.3),(31 1479238.3),(32 1494657.6),(33 1510339.5),(34 1521535.1),(35 1525520),(36 1531624),(37 1534718.3),(38 1532516.5),(39 1530278.4),(40 1520842.3),(41 1492102.8),(42 1471050.3),(43 1448523.4),(44 1427078.8),(45 1414430),(46 1405011.9),(47 1415428.1),(48 1435996.1),(49 1456730.9),(50 1471184),(51 1480616.8),(52 1483763.5),(53 1481695.9),(54 1474870.6),(55 1465937.4),(56 1452232.8),(57 1435794.3),(58 1421060.8),(59 1401382),(60 1380941),(61 1361005.8),(62 1347599.4),(63 1332353.4),(64 1328029.1),(65 1329923.5),(66 1338189.5),(67 1355703.5),(68 1376662),(69 1398153.1),(70 1418810.9),(71 1432846.6),(72 1440510.4),(73 1441544.1),(74 1448660.8),(75 1461364.8),(76 1480817.6),(77 1500439.9),(78 1520066.1),(79 1544153.4),
(1 34968.45),(2 129002.586),(3 247736.58),(4 377633.9),(5 497925.28),(6 605133.8),(7 698277),(8 781745.44),(9 854235),(10 922599.8),(11 989357.7),(12 1061432.1),(13 1118894.8),(14 1161989.1),(15 1190473.4),(16 1212097.8),(17 1224515.9),(18 1226364.8),(19 1221441.6),(20 1222220.3),(21 1213666.1),(22 1205871.5),(23 1198371.5),(24 1198357),(25 1197484.5),(26 1199641.4),(27 1207794.1),(28 1217538.9),(29 1230791.9),(30 1250188.1),(31 1268538.4),(32 1284648.8),(33 1293913.8),(34 1295785.5),(35 1290580.3),(36 1281535.3),(37 1260760),(38 1234349.9),(39 1208626.1),(40 1179444.9),(41 1153100.1),(42 1141526.4),(43 1135687.8),(44 1130337.1),(45 1123440.1),(46 1115637),(47 1117008),(48 1125103.5),(49 1146665.6),(50 1167348.8),(51 1188617.4),(52 1208134.9),(53 1223805.8),(54 1228795.8),(55 1227186.3),(56 1217327.6),(57 1207895.4),(58 1192168.3),(59 1175967.9),(60 1168227.3),(61 1162768.8),(62 1163661.5),(63 1170958.1),(64 1182175.8),(65 1199937.6),(66 1222836.6),(67 1249747.9),(68 1274767.9),(69 1290798.9),(70 1296739.9),(71 1289637.8),(72 1274628.8),(73 1254852.1),(74 1250984.8),(75 1258808.5),(76 1281037.4),(77 1313592.8),(78 1346887),(79 1379484.1),
(1 31761.604),(2 119566.516),(3 227855.4),(4 343020.94),(5 449492.66),(6 543225.44),(7 627009.56),(8 700369.1),(9 765067.9),(10 828375.6),(11 889008.5),(12 956192),(13 1006743.06),(14 1041498.9),(15 1055701),(16 1058928.3),(17 1058729.9),(18 1051757.1),(19 1044767.1),(20 1035021.7),(21 1029816.75),(22 1028409.7),(23 1031156),(24 1038662.1),(25 1050703.8),(26 1067019.4),(27 1091947),(28 1114848.6),(29 1140384.8),(30 1165901),(31 1189224.6),(32 1206063.4),(33 1212156.4),(34 1212160.6),(35 1205561.3),(36 1199023),(37 1191330.9),(38 1172270.3),(39 1150725),(40 1125425.3),(41 1092721.6),(42 1071845.5),(43 1055076.4),(44 1041250.9),(45 1025901.5),(46 1013964.94),(47 1007185.3),(48 1005757.8),(49 1009926),(50 1013469.9),(51 1021785.6),(52 1031163.5),(53 1041334.75),(54 1049151.9),(55 1056872.9),(56 1058411.4),(57 1055153.1),(58 1053277.9),(59 1051016.4),(60 1057715.9),(61 1071764.6),(62 1092155.4),(63 1118857.4),(64 1141641),(65 1165765.8),(66 1186251.4),(67 1204332.8),(68 1215982),(69 1224523.3),(70 1230183.4),(71 1235246.9),(72 1239032),(73 1240920.3),(74 1247793.9),(75 1260683.4),(76 1280250.5),(77 1299253),(78 1313132.6),(79 1323813),
(1 31415.344),(2 115468.84),(3 217732.8),(4 326541.66),(5 426952.53),(6 518361.13),(7 600924.06),(8 673459.25),(9 736770.9),(10 794091.6),(11 845792.9),(12 900838.75),(13 938251.56),(14 964369.75),(15 978313.06),(16 981059.3),(17 984861),(18 982708.44),(19 980319.44),(20 970147.2),(21 960232.6),(22 949307.44),(23 940283.94),(24 937868.06),(25 940743.3),(26 951679.8),(27 970183.3),(28 993095.4),(29 1015930.94),(30 1033495.4),(31 1046546.1),(32 1055918.1),(33 1058852.9),(34 1057586.9),(35 1053191.1),(36 1049612.5),(37 1048825.8),(38 1044920.06),(39 1042921.75),(40 1045230.56),(41 1048957.9),(42 1055621.1),(43 1059596.4),(44 1064480.8),(45 1065777.8),(46 1064747.6),(47 1066800.1),(48 1069594.9),(49 1084860.4),(50 1099507.4),(51 1113007.5),(52 1120767.3),(53 1124220.1),(54 1118365.1),(55 1115612.5),(56 1118418.6),(57 1123030.4),(58 1133246.3),(59 1144372.4),(60 1157383.3),(61 1169411.3),(62 1176168.5),(63 1189297.1),(64 1203090),(65 1215637.8),(66 1219021.9),(67 1213980),(68 1204049.9),(69 1198843.3),(70 1199212.9),(71 1210860.6),(72 1228540.3),(73 1252381.9),(74 1266015.8),(75 1276448.1),(76 1285058),(77 1285266.9),(78 1281708.5),(79 1279113.4),
