1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 67437.26),(2 209642.8),(3 424239.66),(4 702046.5),(5 1018878.75),(6 1345658.9),(7 1655068.5),(8 1936773),(9 2252697.8),(10 2579778.8),(11 2899857.8),(12 3244435.3),(13 3654992),(14 4031615.3),(15 4369553.5),(16 4691650),(17 4956998),(18 5137656),(19 5286408),(20 5385737.5),(21 5441016.5),(22 5552704),(23 5665009.5),(24 5785449.5),(25 5932352.5),(26 6070136),(27 6225373.5),(28 6344564.5),(29 6456438.5),(30 6596846.5),(31 6715220.5),(32 6795341.5),(33 6895221.5),(34 6954262.5),(35 6918770.5),(36 6866672),(37 6816141.5),(38 6746829.5),(39 6725237.5),(40 6716457.5),(41 6688101.5),(42 6719789.5),(43 6769732),(44 6801220.5),(45 6993732),(46 7136812),(47 7313086),(48 7540572.5),(49 7756948),(50 7978847.5),(51 8205066.5),(52 8393614),(53 8622157),(54 8831288),(55 9045401),(56 9267077),(57 9416182),(58 9603682),(59 9720984),(60 9834207),(61 9924183),(62 9961799),(63 9982047),(64 10037744),(65 10033980),(66 10010247),(67 9980744),(68 9948543),(69 9903100),(70 10012008),(71 10055556),(72 10158575),(73 10288086),(74 10332837),(75 10449142),(76 10588087),(77 10733473),(78 11210264),(79 11464859),
(1 37209.332),(2 117081.85),(3 225046.2),(4 360538.2),(5 520670.53),(6 704080.06),(7 892234),(8 1105444.8),(9 1356132),(10 1623159),(11 1898999.3),(12 2185118),(13 2488968.3),(14 2793162.5),(15 3075624.8),(16 3308928.8),(17 3520390.3),(18 3725156.8),(19 3916356.3),(20 4095408.3),(21 4247203),(22 4380463.5),(23 4482046),(24 4595052.5),(25 4726203),(26 4852171),(27 4994924.5),(28 5128198.5),(29 5239969.5),(30 5352815),(31 5499726),(32 5671370.5),(33 5823815),(34 5976350.5),(35 6142061),(36 6300839.5),(37 6445239),(38 6606903.5),(39 6770316.5),(40 6929679.5),(41 7067550.5),(42 7154352.5),(43 7205953.5),(44 7217355),(45 7214652),(46 7180215.5),(47 7111567.5),(48 7037687.5),(49 6931317),(50 6800528.5),(51 6661502.5),(52 6508928),(53 6364627.5),(54 6223520),(55 6100241.5),(56 5991342),(57 5865277),(58 5755620),(59 5673481.5),(60 5587245),(61 5526537.5),(62 5499452.5),(63 5514181.5),(64 5554272.5),(65 5623011.5),(66 5688879.5),(67 5747633),(68 5842120.5),(69 5955216),(70 6057102),(71 6159314),(72 6261065.5),(73 6344574.5),(74 6398329),(75 6437306.5),(76 6452750),(77 6443653),(78 6391298),(79 6314738),
(1 45653.926),(2 147029.06),(3 292880.56),(4 469853.88),(5 678917.7),(6 899888.2),(7 1117565.5),(8 1339750.1),(9 1566243.9),(10 1782324.9),(11 1996921.6),(12 2208031.8),(13 2424641.8),(14 2639374.8),(15 2848789.3),(16 3022857.8),(17 3167388),(18 3283769.3),(19 3382269.8),(20 3500512.3),(21 3568273.8),(22 3631958.3),(23 3688862.8),(24 3756441),(25 3833407),(26 3935194),(27 4055238.8),(28 4195458),(29 4355418),(30 4521944.5),(31 4720746.5),(32 4936091.5),(33 5173358),(34 5386417.5),(35 5582999),(36 5742854.5),(37 5869474),(38 5969176.5),(39 6042952),(40 6103734.5),(41 6110282.5),(42 6102197.5),(43 6079976),(44 6020286),(45 5943288),(46 5850628),(47 5749243.5),(48 5648894),(49 5539805.5),(50 5454812.5),(51 5392655.5),(52 5344048.5),(53 5320898.5),(54 5280152.5),(55 5269237.5),(56 5246197.5),(57 5213843),(58 5178744),(59 5148910.5),(60 5140851.5),(61 5152490.5),(62 5176338.5),(63 5217478.5),(64 5251343.5),(65 5279381.5),(66 5282337),(67 5272216.5),(68 5212517),(69 5140970),(70 5062311.5),(71 4979044),(72 4888231.5),(73 4778180.5),(74 4647967.5),(75 4542568),(76 4461838.5),(77 4408192.5),(78 4395498),(79 4407193),
(1 46539.887),(2 155579.17),(3 318127.8),(4 518513.47),(5 749702.25),(6 989169.25),(7 1225468.6),(8 1452617.9),(9 1656437.8),(10 1847321.6),(11 2045642.1),(12 2230400.3),(13 2418591.8),(14 2594566.8),(15 2788220.8),(16 2992108.5),(17 3188055),(18 3382845),(19 3557947.5),(20 3754100.5),(21 3879064),(22 3985465.5),(23 4084053.8),(24 4158091.5),(25 4226274),(26 4301762.5),(27 4383747.5),(28 4476500),(29 4605674.5),(30 4754231),(31 4907601.5),(32 5076120),(33 5250904.5),(34 5418290),(35 5573074),(36 5705794),(37 5797209.5),(38 5846957),(39 5830820),(40 5791885),(41 5699313.5),(42 5589814),(43 5488356.5),(44 5380175.5),(45 5267189.5),(46 5173832.5),(47 5086292.5),(48 4996686),(49 4924864.5),(50 4876749.5),(51 4856135.5),(52 4853218),(53 4870838.5),(54 4892352),(55 4932932),(56 4960966.5),(57 4984492),(58 5004459.5),(59 4995993),(60 5025668),(61 5056101),(62 5079235.5),(63 5098358.5),(64 5116843),(65 5123438),(66 5099772),(67 5066845.5),(68 4978950),(69 4897808.5),(70 4824312.5),(71 4750057.5),(72 4684007),(73 4620487),(74 4563248),(75 4530799),(76 4514724.5),(77 4523877),(78 4551997),(79 4572956),
(1 51966.43),(2 181824.27),(3 374391.75),(4 614470.5),(5 908824.3),(6 1221482.5),(7 1530479.3),(8 1859614.4),(9 2171097.8),(10 2467424.3),(11 2760367.8),(12 3011742.8),(13 3229083.3),(14 3397085),(15 3502659.3),(16 3567043),(17 3589068.5),(18 3583428.5),(19 3557468.5),(20 3523769),(21 3459071),(22 3402555),(23 3357731.8),(24 3310265.3),(25 3281386.5),(26 3273929.3),(27 3290457),(28 3329987.8),(29 3398400.8),(30 3515739.8),(31 3683519),(32 3867909),(33 4070518),(34 4274681.5),(35 4473889),(36 4661357),(37 4807614.5),(38 4931548),(39 5020214.5),(40 5097062.5),(41 5140300),(42 5156109),(43 5119193),(44 5069572.5),(45 4984031),(46 4892157),(47 4787827),(48 4694748),(49 4626543.5),(50 4581261),(51 4557531),(52 4577952),(53 4633367.5),(54 4697157.5),(55 4773485),(56 4850825),(57 4913501.5),(58 4955474.5),(59 4968018),(60 4940865.5),(61 4852796),(62 4712480.5),(63 4565878),(64 4400849),(65 4228261),(66 4071934.8),(67 3912989.8),(68 3783131.5),(69 3673451.8),(70 3598005.8),(71 3559338),(72 3552074.5),(73 3575103.3),(74 3625223),(75 3704522.3),(76 3774014.5),(77 3881121),(78 3974914.3),(79 4049137),
(1 46595.574),(2 160346.13),(3 329043.44),(4 537208.44),(5 778426.06),(6 1040582.3),(7 1296851.3),(8 1542813),(9 1770411.5),(10 1984911.5),(11 2198108.3),(12 2382092.8),(13 2545047.8),(14 2672916.8),(15 2762115.5),(16 2805598.3),(17 2822649.5),(18 2819287),(19 2806962),(20 2807353.3),(21 2780366.8),(22 2765852.5),(23 2765788.8),(24 2782873),(25 2813369.5),(26 2863376),(27 2912819.5),(28 2957866),(29 3004283.8),(30 3076295.8),(31 3173249.3),(32 3262552.3),(33 3347882),(34 3433777.5),(35 3494106.8),(36 3564944.3),(37 3633165),(38 3697699),(39 3760404.8),(40 3834334.8),(41 3912879.8),(42 3997947.3),(43 4098276.8),(44 4193554.8),(45 4283427.5),(46 4361804),(47 4423025),(48 4471059.5),(49 4515536.5),(50 4580084),(51 4619664.5),(52 4668456),(53 4700843.5),(54 4730560.5),(55 4742248.5),(56 4733516),(57 4722001),(58 4705908),(59 4641791),(60 4588313),(61 4522772),(62 4446001),(63 4365193),(64 4275039),(65 4179198.5),(66 4089001.3),(67 3993249),(68 3915449.5),(69 3857670.8),(70 3819726.5),(71 3791405.3),(72 3792364.3),(73 3818246.5),(74 3860008.3),(75 3916890),(76 3976252.5),(77 4039001.5),(78 4080618.8),(79 4066813),
(1 54691.66),(2 193108),(3 404947.88),(4 671080.94),(5 973634.94),(6 1302861.1),(7 1623572.8),(8 1920349.5),(9 2175791.3),(10 2389833),(11 2571808.5),(12 2718629.3),(13 2815022.5),(14 2904123.3),(15 2962163),(16 3001691.3),(17 3038977.3),(18 3059938.5),(19 3072721.3),(20 3102031),(21 3128736),(22 3158401.3),(23 3217784),(24 3282042.8),(25 3364981),(26 3472276.8),(27 3578537.3),(28 3676059.3),(29 3763638.8),(30 3845261.8),(31 3929380.3),(32 3991777.8),(33 4012841),(34 4040796.8),(35 4051187),(36 4071086.5),(37 4082104.5),(38 4080264),(39 4070766.8),(40 4075243.5),(41 4090199),(42 4141842.8),(43 4229547),(44 4329424.5),(45 4436572.5),(46 4548665.5),(47 4656082),(48 4743254.5),(49 4804448.5),(50 4821187),(51 4806955.5),(52 4744174.5),(53 4632544),(54 4498070.5),(55 4327042),(56 4135693),(57 3930003.3),(58 3724783.3),(59 3535372),(60 3395987),(61 3324417.5),(62 3286470.5),(63 3305358.5),(64 3334225.8),(65 3395499.3),(66 3508413.5),(67 3620461.3),(68 3753556.3),(69 3894529),(70 4012249.8),(71 4100816.5),(72 4158382.3),(73 4201197),(74 4236654.5),(75 4260207.5),(76 4232263.5),(77 4190747.5),(78 4111056.5),(79 4016212.3),
(1 50516.766),(2 172018.17),(3 350496.75),(4 578753.56),(5 836503.5),(6 1108552.9),(7 1374203),(8 1626987.8),(9 1853924.8),(10 2047998.3),(11 2203218),(12 2329446.3),(13 2426609.5),(14 2500013),(15 2561184.8),(16 2621225.3),(17 2678645.8),(18 2733913.3),(19 2793301.5),(20 2884821.8),(21 2971610.5),(22 3071843.8),(23 3171446.8),(24 3261827.5),(25 3323753.5),(26 3379989.3),(27 3430828.5),(28 3476610.8),(29 3531489.8),(30 3573101.5),(31 3620707.5),(32 3647155),(33 3655705.8),(34 3656151),(35 3648906.8),(36 3656377.3),(37 3655622.8),(38 3665883.3),(39 3677805.8),(40 3710538),(41 3751628.5),(42 3809546.3),(43 3880362.8),(44 3949138.5),(45 4018568.5),(46 4106109.5),(47 4184217.5),(48 4250251),(49 4298255.5),(50 4332203.5),(51 4333411.5),(52 4283739),(53 4206943.5),(54 4137979.5),(55 4042312.3),(56 3930170.3),(57 3815632.5),(58 3707313),(59 3616967.8),(60 3570500.3),(61 3559497.8),(62 3569730.5),(63 3631868.5),(64 3697296.3),(65 3782295.8),(66 3882358.3),(67 3984864.3),(68 4063847.8),(69 4124648.3),(70 4177660.8),(71 4197982),(72 4195233.5),(73 4180147),(74 4132582.5),(75 4076144.3),(76 4005847.3),(77 3945973.8),(78 3910157.5),(79 3892947.5),
(1 42773.668),(2 139977.22),(3 277858.9),(4 445271.06),(5 638457.6),(6 847277.8),(7 1062195.3),(8 1279275.9),(9 1494166.9),(10 1684813),(11 1854145.9),(12 2001770.9),(13 2118359.8),(14 2210843),(15 2268347.3),(16 2305586.5),(17 2337036.3),(18 2348944.5),(19 2363348.8),(20 2385553),(21 2414645.3),(22 2457318.8),(23 2507372.3),(24 2560069.3),(25 2594545),(26 2616845.3),(27 2638594.5),(28 2648103.3),(29 2642696.8),(30 2619927.5),(31 2582101),(32 2531655.8),(33 2467687.3),(34 2412748),(35 2364166.3),(36 2332800),(37 2330831.5),(38 2359724.8),(39 2408565.3),(40 2470721.3),(41 2535000.3),(42 2600674.5),(43 2648194),(44 2688503.5),(45 2726872.5),(46 2756310.3),(47 2763776.5),(48 2757327.5),(49 2728592.5),(50 2684118.8),(51 2628095.3),(52 2569362.5),(53 2530107.8),(54 2517600.5),(55 2513089),(56 2524020.8),(57 2555037.5),(58 2589907.5),(59 2654009.8),(60 2731452.3),(61 2834629.8),(62 2942796),(63 3040345.8),(64 3132713.3),(65 3207938.5),(66 3277582.3),(67 3342244),(68 3390299.8),(69 3430736.8),(70 3457664),(71 3476658.5),(72 3478168.8),(73 3475011),(74 3454298.5),(75 3418413),(76 3383670),(77 3359648.5),(78 3354682),(79 3358082),
(1 46564.926),(2 150675.53),(3 301339),(4 476951.06),(5 664466.8),(6 847876.5),(7 1024001.06),(8 1186309),(9 1337014.5),(10 1467466.3),(11 1590384.8),(12 1697368.1),(13 1795552.3),(14 1895284.8),(15 1999736),(16 2113623.8),(17 2226518.5),(18 2331195.5),(19 2423373.5),(20 2475062),(21 2526118.3),(22 2558508.3),(23 2572813.5),(24 2587792.5),(25 2592274),(26 2590131.5),(27 2612074.5),(28 2633209.3),(29 2652099.8),(30 2667655.3),(31 2667164),(32 2641492.8),(33 2594221.5),(34 2533271.8),(35 2468239),(36 2394873),(37 2318004.3),(38 2236030),(39 2166370),(40 2114899),(41 2080708),(42 2073919.6),(43 2091491),(44 2118250),(45 2180762.5),(46 2248224.5),(47 2311999.5),(48 2367166.8),(49 2404085.3),(50 2436036.5),(51 2461671.3),(52 2496161.8),(53 2535841.5),(54 2583320),(55 2628861.5),(56 2662421),(57 2688846.3),(58 2711615.8),(59 2747116),(60 2785550.8),(61 2805856),(62 2822767.5),(63 2838697),(64 2853984),(65 2863307),(66 2878828),(67 2872394.8),(68 2863813.5),(69 2847232.5),(70 2841427.5),(71 2841173.8),(72 2852038.3),(73 2869503.5),(74 2890414.3),(75 2907880.5),(76 2932982.5),(77 2946813.3),(78 2968188.5),(79 2980692),
(1 45962.723),(2 149785.2),(3 293358.53),(4 465234.28),(5 648654.5),(6 831939.7),(7 992662.25),(8 1154621.4),(9 1308809.8),(10 1443533.5),(11 1544566.3),(12 1619345.5),(13 1662159.8),(14 1687479.9),(15 1697356.9),(16 1704308.3),(17 1716368),(18 1742549.5),(19 1776880.3),(20 1821876.5),(21 1882976.4),(22 1962016.4),(23 2058551.4),(24 2164775.3),(25 2261275.8),(26 2343794.3),(27 2413606),(28 2464218.5),(29 2490739.5),(30 2503857.8),(31 2501375.5),(32 2497939.5),(33 2506234.8),(34 2520118),(35 2542438.5),(36 2562083),(37 2591392.8),(38 2619864.8),(39 2648772),(40 2683137.8),(41 2715023),(42 2753663.5),(43 2796292.5),(44 2816102),(45 2832293.5),(46 2843213.5),(47 2848472.8),(48 2858665),(49 2877192.3),(50 2887427.5),(51 2905659),(52 2914101.3),(53 2922562.5),(54 2914995),(55 2892528),(56 2857660.5),(57 2814953.5),(58 2767332),(59 2714859.8),(60 2668992.3),(61 2623457.8),(62 2580192.5),(63 2550558.3),(64 2529826.3),(65 2529558.5),(66 2548284.5),(67 2581494.5),(68 2649147.8),(69 2732739),(70 2807791.3),(71 2883358.8),(72 2949009.3),(73 2989060.3),(74 2992545.8),(75 2981249),(76 2963564.8),(77 2943194),(78 2915113.5),(79 2883332),
(1 46272.063),(2 153054.63),(3 303323.34),(4 477126.6),(5 655703.7),(6 828677.7),(7 989835.9),(8 1133214.8),(9 1252752.5),(10 1340797.5),(11 1394068.9),(12 1421487.4),(13 1434320.3),(14 1439676.6),(15 1445230.9),(16 1458877.3),(17 1494179.6),(18 1557795.3),(19 1635818.4),(20 1720170.5),(21 1808666),(22 1901591.5),(23 1990156.1),(24 2065744.9),(25 2122891.8),(26 2174916),(27 2219319.3),(28 2245661.8),(29 2251314.3),(30 2248058.5),(31 2230544.5),(32 2227289.5),(33 2218731.5),(34 2214570.3),(35 2227822.3),(36 2249716.5),(37 2284917),(38 2315469.3),(39 2349697.8),(40 2379028.5),(41 2429747.3),(42 2481263.5),(43 2535351.3),(44 2580486.5),(45 2616812),(46 2630186),(47 2625427.8),(48 2613974),(49 2597914.8),(50 2570358.8),(51 2532387.8),(52 2495920.8),(53 2456705),(54 2422011),(55 2401242.8),(56 2390792.5),(57 2363872.8),(58 2348344.3),(59 2340604),(60 2345694.3),(61 2349908),(62 2353014.8),(63 2370812.8),(64 2397494.8),(65 2450568.3),(66 2500802),(67 2569948.3),(68 2633328),(69 2710108),(70 2770950.3),(71 2822510.3),(72 2850517),(73 2857966),(74 2847274.5),(75 2826745.3),(76 2787516.3),(77 2734343),(78 2674285.3),(79 2601062.8),
(1 47313.934),(2 161368.66),(3 323612.3),(4 510427.13),(5 708580.3),(6 900837.56),(7 1088757.5),(8 1263871.1),(9 1413995.8),(10 1540788.5),(11 1638340.9),(12 1717723.8),(13 1784752.6),(14 1851094.3),(15 1908899.1),(16 1940550.3),(17 1957559.5),(18 1960516.9),(19 1960682.6),(20 1963180),(21 1964642.5),(22 1975109.8),(23 1996429.5),(24 2027237.1),(25 2060020.3),(26 2097193.3),(27 2126577),(28 2149633.3),(29 2161340.8),(30 2164257.5),(31 2152627),(32 2141304.8),(33 2124203),(34 2107867),(35 2107515),(36 2105488.3),(37 2119201.3),(38 2137016.8),(39 2166930),(40 2218140.3),(41 2272209),(42 2319709.5),(43 2366195.8),(44 2419413),(45 2448243),(46 2460862.8),(47 2483257),(48 2505546),(49 2522433.5),(50 2528173.8),(51 2521428),(52 2525596.5),(53 2520861.3),(54 2488338),(55 2468238),(56 2456437.8),(57 2463348.3),(58 2486430.3),(59 2521637.3),(60 2550336),(61 2579787.3),(62 2584417.3),(63 2610777),(64 2630824),(65 2658692),(66 2697105),(67 2754660.5),(68 2810410.8),(69 2840184.3),(70 2853908.3),(71 2831100),(72 2799161),(73 2757569.8),(74 2708584),(75 2666649),(76 2615388.5),(77 2564845.5),(78 2521397.5),(79 2466473),
(1 37435.156),(2 119974.93),(3 235498.81),(4 370282.3),(5 517661.5),(6 662031.2),(7 803197.56),(8 940348.8),(9 1061197.3),(10 1171165),(11 1275313.9),(12 1369779.9),(13 1445485.8),(14 1517101),(15 1587653.8),(16 1638437.8),(17 1691994),(18 1739420.9),(19 1789559.9),(20 1838542.9),(21 1891940.6),(22 1940481.5),(23 1983037.4),(24 2026712.1),(25 2064244.6),(26 2100484.8),(27 2138636.3),(28 2165696),(29 2189187),(30 2203152.5),(31 2213069.5),(32 2222605.3),(33 2228080),(34 2239795.8),(35 2255616),(36 2265804.5),(37 2268291),(38 2258173),(39 2239684.5),(40 2225663.3),(41 2211072.8),(42 2186391.3),(43 2171122.8),(44 2145422),(45 2104226.5),(46 2065197),(47 2033328.4),(48 2001603.1),(49 1954862.9),(50 1909822.5),(51 1874010),(52 1858950.1),(53 1845806.9),(54 1841666.6),(55 1843075.5),(56 1845776.8),(57 1850176.8),(58 1861691),(59 1881310.5),(60 1885357.4),(61 1890100.3),(62 1871293.6),(63 1856976.5),(64 1838274.8),(65 1821404.1),(66 1806172.6),(67 1797056.1),(68 1793972.5),(69 1796889.5),(70 1818784.9),(71 1838056.9),(72 1863922.3),(73 1891965.4),(74 1924616.1),(75 1964422.5),(76 2011838),(77 2067948.5),(78 2124468.8),(79 2168694),
(1 33518.59),(2 104265.51),(3 203397.78),(4 321434.3),(5 461078.03),(6 599341),(7 733692.5),(8 871659.75),(9 1002484.8),(10 1126925.8),(11 1224327.3),(12 1307543.6),(13 1368680),(14 1407291),(15 1441382.6),(16 1469155.9),(17 1497158.8),(18 1524954.1),(19 1553381.1),(20 1571450.5),(21 1591701.1),(22 1607613.8),(23 1630011.8),(24 1655295.3),(25 1684232.5),(26 1713608.5),(27 1744256.8),(28 1770005.4),(29 1806689.4),(30 1845446.4),(31 1879929.6),(32 1910322.9),(33 1930939.5),(34 1955843.5),(35 1987797),(36 2025674.9),(37 2058014.6),(38 2076648.1),(39 2096000.4),(40 2104887.5),(41 2094115.8),(42 2068009.6),(43 2049720),(44 2031453),(45 2003328.9),(46 1978483.9),(47 1958978.5),(48 1946541.1),(49 1936402.1),(50 1936305.1),(51 1941799.1),(52 1946982.8),(53 1948259.4),(54 1948098.3),(55 1955314.6),(56 1955995.3),(57 1944157.4),(58 1924896.9),(59 1904179),(60 1873714.1),(61 1847069.1),(62 1827328),(63 1816023.1),(64 1810218.1),(65 1802256.1),(66 1795463.9),(67 1792736.8),(68 1786569.3),(69 1792424.9),(70 1807635.4),(71 1818365.4),(72 1820783.3),(73 1819872.9),(74 1824044.1),(75 1840379),(76 1861714.5),(77 1879845.5),(78 1897359.3),(79 1912974.3),
(1 41122.9),(2 129635.89),(3 249255.44),(4 388373.28),(5 537417.75),(6 691498.25),(7 838525.7),(8 969587.56),(9 1085381.1),(10 1180515),(11 1249642),(12 1309583.6),(13 1354321.3),(14 1383588.5),(15 1416364.8),(16 1435213.1),(17 1450689.6),(18 1462583.9),(19 1475814.8),(20 1503154.9),(21 1536584.5),(22 1574797.9),(23 1605421.1),(24 1633242.6),(25 1652855.1),(26 1666313.8),(27 1671969.8),(28 1674843.4),(29 1668276.5),(30 1675092.6),(31 1689793.1),(32 1711834.1),(33 1738540.5),(34 1775144.5),(35 1810102.4),(36 1831736),(37 1849535.6),(38 1851349.5),(39 1852045.8),(40 1849193.4),(41 1825108.1),(42 1781700.3),(43 1737057.1),(44 1704985.6),(45 1680288.5),(46 1670285.9),(47 1668536.9),(48 1676996.1),(49 1700376.9),(50 1724011.9),(51 1733041.1),(52 1735788.8),(53 1730027),(54 1726156.5),(55 1721507.5),(56 1713634.3),(57 1703474.9),(58 1696121.6),(59 1702767.9),(60 1718754.5),(61 1733737.8),(62 1753823.6),(63 1773885.8),(64 1792546.6),(65 1795265.6),(66 1784190.6),(67 1764182.4),(68 1746437.8),(69 1737563.3),(70 1726207.9),(71 1715646.3),(72 1722119.5),(73 1750644.6),(74 1775839.3),(75 1818769.1),(76 1863365.5),(77 1900138.3),(78 1925247.6),(79 1939303.3),
(1 42142.645),(2 135890.9),(3 263421.16),(4 406682.06),(5 558624.44),(6 710044.7),(7 855018.56),(8 982867.7),(9 1089606.8),(10 1171979.5),(11 1226753.4),(12 1274992.3),(13 1315712.4),(14 1351417.4),(15 1391432.3),(16 1427035),(17 1459101.1),(18 1484917.1),(19 1512274.6),(20 1521186.9),(21 1516181.9),(22 1503744.3),(23 1487934.6),(24 1461887.4),(25 1431828.3),(26 1394071.6),(27 1355513.4),(28 1319506.3),(29 1283821.4),(30 1267527.8),(31 1266242.1),(32 1270230.6),(33 1271132),(34 1281365.5),(35 1293430.9),(36 1299342.9),(37 1296738.9),(38 1288535.4),(39 1284154.6),(40 1282361.8),(41 1297390.4),(42 1330395.6),(43 1370933.9),(44 1415311.8),(45 1470631.8),(46 1527320.3),(47 1584468.9),(48 1637427.8),(49 1691834.1),(50 1733499.4),(51 1749725.8),(52 1763298.3),(53 1763145.8),(54 1770066.6),(55 1786013),(56 1795867.6),(57 1826391.3),(58 1871984),(59 1922616.4),(60 1972520),(61 2009352.4),(62 2024840.8),(63 2028061.4),(64 2019237.9),(65 1995599),(66 1969635),(67 1944209.5),(68 1915183.3),(69 1889770.3),(70 1862770.5),(71 1846049.9),(72 1841298.6),(73 1844603.4),(74 1856304.4),(75 1869620.8),(76 1876950.9),(77 1887097.5),(78 1885425.8),(79 1878662.6),
(1 41955.484),(2 133628.17),(3 252457.28),(4 383639.66),(5 518475.88),(6 647487.44),(7 770494.25),(8 876103.3),(9 963078.4),(10 1030056.56),(11 1076735.5),(12 1113196.3),(13 1149472.3),(14 1185734.3),(15 1219566.3),(16 1253789.5),(17 1292741.4),(18 1329848.3),(19 1377488.4),(20 1416688.5),(21 1436518),(22 1444293),(23 1447856.8),(24 1448867.4),(25 1449636.8),(26 1444762.1),(27 1436138.6),(28 1428189.6),(29 1432065.8),(30 1441608.8),(31 1456543.4),(32 1485273.8),(33 1501674.5),(34 1516928.8),(35 1525256.8),(36 1513559.5),(37 1489888),(38 1461040),(39 1444324.3),(40 1434579.5),(41 1432262.4),(42 1448081.4),(43 1488717.1),(44 1544842),(45 1597727.5),(46 1634364.8),(47 1660823.9),(48 1688328),(49 1694880.1),(50 1701296.4),(51 1689616.9),(52 1668936.1),(53 1649955.8),(54 1628670.9),(55 1627180.3),(56 1644685.8),(57 1682533.4),(58 1732570.5),(59 1781746.5),(60 1816897.4),(61 1850514.9),(62 1859317),(63 1847952.4),(64 1822154),(65 1776839.9),(66 1725429.8),(67 1684757),(68 1647433.3),(69 1617266),(70 1591759.3),(71 1580731.3),(72 1582707.3),(73 1600310.8),(74 1629322.3),(75 1656000),(76 1679776.1),(77 1693312),(78 1691745.4),(79 1669322.6),
