1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 3477.3542),(2 9000.785),(3 14059.941),(4 18255.514),(5 21906.592),(6 25607.225),(7 28585.334),(8 31118.344),(9 33258.03),(10 35279.7),(11 37022.59),(12 38718.742),(13 40385.19),(14 42046.043),(15 43195.48),(16 44179.69),(17 45081.223),(18 46149.914),(19 47120.094),(20 48082.54),(21 48896.69),(22 50133.027),(23 51240.383),(24 52656.176),(25 53656.793),(26 54875.703),(27 56023.637),(28 57040.645),(29 57761.383),(30 58475.016),(31 59158.035),(32 59646.15),(33 59779.777),(34 59806.54),(35 59793.18),(36 60225.168),(37 60908.94),(38 61063.766),(39 61220.402),(40 61300.594),(41 61645.867),(42 62209.805),(43 62588.19),(44 62792.434),(45 63178.047),(46 63697.332),(47 63986.938),(48 64395.73),(49 64766.984),(50 64899.043),(51 64942.98),(52 64666.473),(53 64292.086),(54 63989.297),(55 64271.11),(56 64503.945),(57 64624.09),(58 65143.945),(59 65913.945),(60 66834.43),(61 67639.19),(62 67926.86),(63 68265.6),(64 68298.63),(65 68250.58),(66 68106.3),(67 67860.63),(68 67880.57),(69 67872.8),(70 67834.11),(71 68104.17),(72 68304.945),(73 68614.84),(74 69162.01),(75 69315.68),(76 69657.24),(77 70135.484),(78 70749.914),(79 71450.18),
(1 3483.4368),(2 8847.073),(3 13525.0625),(4 17415.031),(5 21181.168),(6 24882.445),(7 27937.707),(8 30533.934),(9 32922.395),(10 35144.273),(11 36983.402),(12 38670.984),(13 40311.48),(14 41535.97),(15 42384.324),(16 43101.81),(17 43872.77),(18 44882.04),(19 45949.58),(20 47008.723),(21 47720.62),(22 48880.957),(23 50025.793),(24 51519.33),(25 52355.055),(26 53223.895),(27 54101.34),(28 54840.668),(29 55107.04),(30 55327.223),(31 55651.48),(32 56275.18),(33 56936.902),(34 57486.277),(35 57496.47),(36 57575.38),(37 58047.74),(38 58381.52),(39 58943.496),(40 59190.23),(41 59292.547),(42 59360.945),(43 59783.957),(44 59905.496),(45 59953.918),(46 60036.766),(47 60357.203),(48 60784.152),(49 61619.152),(50 62331.836),(51 62828.383),(52 62896.633),(53 62988.137),(54 62877.574),(55 63104.848),(56 63497.863),(57 64388.88),(58 65417.88),(59 66485.68),(60 67431.3),(61 68445.56),(62 69233.59),(63 69639.39),(64 69770.625),(65 70138.05),(66 69950.03),(67 70056.65),(68 69975.734),(69 70528.266),(70 70510.03),(71 71062.375),(72 71498.9),(73 71939.86),(74 72334.336),(75 72857.375),(76 73268.414),(77 73359.12),(78 73386.734),(79 73272.18),
(1 3466.6426),(2 8823.749),(3 13692.412),(4 17689.896),(5 21463.154),(6 25073.896),(7 28285.033),(8 31114.506),(9 33587.62),(10 36038.57),(11 37871.105),(12 39554.652),(13 41251.516),(14 42967.273),(15 44192.01),(16 45156.727),(17 46124.984),(18 47479.523),(19 48923.57),(20 50201.69),(21 51213.527),(22 52352.594),(23 53538.043),(24 54542.504),(25 55258.59),(26 56077.91),(27 56921.383),(28 57758.094),(29 58486.72),(30 59297.12),(31 59815.707),(32 60212.3),(33 60315.555),(34 60584.67),(35 60708.984),(36 61075.68),(37 61407.324),(38 61720.54),(39 61701.363),(40 61478.28),(41 61507.23),(42 61659.555),(43 61430.77),(44 61090.098),(45 60664.18),(46 60354.82),(47 60727.44),(48 61398.836),(49 62268.188),(50 63147.99),(51 64052.16),(52 64333.09),(53 64867.027),(54 65613.19),(55 66549.586),(56 67147.38),(57 67668.22),(58 68280.63),(59 68786.92),(60 69133.32),(61 69447.836),(62 70020.805),(63 70217.51),(64 70311.13),(65 70839.43),(66 71590.95),(67 72144.14),(68 72460.234),(69 72925.35),(70 73663.88),(71 74389.97),(72 75097.76),(73 75345.61),(74 75464.836),(75 75666.87),(76 75588.9),(77 75436.69),(78 75354.01),(79 75757.07),
(1 3431.0818),(2 8694.224),(3 13537.999),(4 17625.572),(5 21680.445),(6 25394.896),(7 28851.477),(8 31937.084),(9 34475.484),(10 37164.9),(11 39364.2),(12 41302.01),(13 43463.33),(14 45216.242),(15 46472.734),(16 47327.367),(17 48334.367),(18 49886.52),(19 50937.31),(20 51668.027),(21 52612.76),(22 53808.348),(23 54896.145),(24 55881.438),(25 56690.367),(26 57280.742),(27 57841.58),(28 58793.043),(29 59474.848),(30 59955.164),(31 60302.633),(32 60704.324),(33 61123.676),(34 61186.285),(35 61057.35),(36 61242.152),(37 61527.6),(38 61753.918),(39 61997.42),(40 62234.52),(41 62844.492),(42 63481.99),(43 64124.887),(44 64549.313),(45 64746.227),(46 65139.355),(47 65876.95),(48 66471.08),(49 67012.61),(50 67925.99),(51 68794.97),(52 69275.445),(53 69559.02),(54 69886.08),(55 70256.48),(56 71028.67),(57 72083.57),(58 72533.05),(59 72877.08),(60 73209.19),(61 73639.43),(62 73949.01),(63 73801.2),(64 73852.27),(65 73917.63),(66 73745.94),(67 73627.71),(68 73438.414),(69 73543.6),(70 73734.664),(71 74158.5),(72 74470.87),(73 74218.92),(74 74075.6),(75 74061.22),(76 74086.445),(77 74166.43),(78 74317.88),(79 74417.83),
(1 3275.6714),(2 8265.804),(3 12452.319),(4 15966.251),(5 19478.107),(6 22867.121),(7 25991.164),(8 28682.521),(9 30988.762),(10 33367.93),(11 35199.016),(12 36504.06),(13 37936.06),(14 38935.15),(15 39729.395),(16 40533.71),(17 41513.137),(18 42764.813),(19 43901.266),(20 45001.89),(21 46112.297),(22 47182.293),(23 48356.258),(24 49214.14),(25 50125.06),(26 51508.742),(27 52999.297),(28 54271.797),(29 55081.773),(30 55828.66),(31 56344.4),(32 56725.22),(33 57153.445),(34 57366.836),(35 57341.996),(36 57326.605),(37 57479.59),(38 57552.56),(39 57550.082),(40 57749.457),(41 58198.414),(42 58582.38),(43 58630.633),(44 58565.38),(45 58552.49),(46 58562.535),(47 58734.613),(48 58854.22),(49 59053.934),(50 59673.605),(51 60129.004),(52 60169.02),(53 60699.848),(54 61398.367),(55 61985.8),(56 62205.66),(57 62335.36),(58 62654.938),(59 62848.59),(60 63013.527),(61 63298.78),(62 63625.83),(63 64181.164),(64 64614.875),(65 64908.906),(66 65023.367),(67 65119.523),(68 65429.984),(69 65763.875),(70 65644.164),(71 65690.41),(72 66147.05),(73 66245.61),(74 65950.234),(75 65715.79),(76 65821.914),(77 66191.6),(78 66562.56),(79 66999.56),
(1 3206.0996),(2 7980.683),(3 12229.06),(4 15820.075),(5 19326.299),(6 22715.326),(7 25777.791),(8 28469.697),(9 30751.703),(10 32863.117),(11 34510.938),(12 35565.48),(13 36959.926),(14 38029.996),(15 38747.582),(16 39343.27),(17 40099.477),(18 41195.42),(19 42308.547),(20 43411.703),(21 44691.613),(22 46049.906),(23 47125.184),(24 47997.89),(25 48577.043),(26 49287.535),(27 49847.418),(28 50592.2),(29 50825.848),(30 51210.363),(31 51369.77),(32 51813.797),(33 52344.344),(34 52777.918),(35 53085.766),(36 53408.62),(37 53829.31),(38 54258.313),(39 54927.965),(40 55666.613),(41 56197.16),(42 56694.293),(43 57003.895),(44 57095.043),(45 56952.77),(46 57109.83),(47 57849.543),(48 58610.293),(49 59146.313),(50 59619.465),(51 59870.26),(52 60296.12),(53 60651.8),(54 60952.51),(55 61240.23),(56 61534.98),(57 61963.27),(58 62091.7),(59 62405.035),(60 62677.043),(61 62893.387),(62 63346.906),(63 64273.676),(64 65145.613),(65 65926.57),(66 66124.03),(67 66505.79),(68 66627.26),(69 66961.88),(70 66885.875),(71 67121.88),(72 67688.73),(73 67987.53),(74 67707.84),(75 67916.51),(76 68149.66),(77 68510.75),(78 68884.24),(79 69488.664),
(1 3277.9377),(2 8191.282),(3 12487.809),(4 16129.945),(5 19433.191),(6 22569.457),(7 25208.328),(8 27530.244),(9 29744.95),(10 31975.223),(11 33771.508),(12 35104.242),(13 36249.035),(14 37007.28),(15 37728.11),(16 38499.164),(17 39568.637),(18 40619.426),(19 41490.22),(20 42491.438),(21 43426.805),(22 44422.895),(23 45056.168),(24 45645.598),(25 46130.285),(26 46563.832),(27 46865.72),(28 47198.92),(29 47415.715),(30 47844.027),(31 48042.36),(32 48243.805),(33 48726.7),(34 49201.074),(35 49602.84),(36 49908.652),(37 50183.73),(38 50297.25),(39 50554.656),(40 51088.773),(41 51406.094),(42 52195.31),(43 52853.4),(44 53308.816),(45 53420.266),(46 53524.254),(47 53819.637),(48 54247.66),(49 54514.49),(50 54659.004),(51 54594.11),(52 54885.137),(53 55147.176),(54 55369.242),(55 55570.375),(56 55435.566),(57 55721.938),(58 56139.34),(59 56704.324),(60 57210.9),(61 57605.535),(62 57818.92),(63 57837.344),(64 57992.52),(65 58191.684),(66 58013.18),(67 57940.406),(68 57786.656),(69 57694.73),(70 57619.61),(71 57800.688),(72 58236.508),(73 58640.953),(74 58715.07),(75 59210.29),(76 59773.594),(77 60287.313),(78 60900.297),(79 61526.21),
(1 3284.3025),(2 8150.1245),(3 12279.599),(4 15701.082),(5 19000.186),(6 22187.502),(7 24684.52),(8 26684.596),(9 28745.072),(10 30901.807),(11 32623.459),(12 34084.28),(13 35462.777),(14 36765.477),(15 37938.184),(16 38857.105),(17 40056.93),(18 41292.613),(19 41911.816),(20 42812.71),(21 43585.14),(22 44398.652),(23 44939.348),(24 45585.273),(25 45930.664),(26 46378.42),(27 46429.86),(28 46571.97),(29 46752.656),(30 46954.305),(31 47241.77),(32 47625.332),(33 48137.047),(34 48715.605),(35 49056.176),(36 49148.902),(37 49346.598),(38 49764.367),(39 50134.156),(40 50648.7),(41 51167.496),(42 51898.707),(43 52649.953),(44 52992.88),(45 53276.785),(46 53888.7),(47 54594.945),(48 55385.367),(49 56065.605),(50 56137.082),(51 55900.938),(52 55981.496),(53 56250.53),(54 56828.32),(55 57056.758),(56 57283.785),(57 57523.85),(58 57757.57),(59 57883.707),(60 57822.523),(61 57626.07),(62 57644.97),(63 58162.902),(64 58781.156),(65 59087.824),(66 59220.42),(67 59713.496),(68 60049.723),(69 60358.68),(70 60236.406),(71 60490.14),(72 60953.23),(73 61354.48),(74 61237.566),(75 61406.99),(76 61432.83),(77 61702.402),(78 61875.57),(79 61797.723),
(1 3217.3416),(2 7848.325),(3 11804.843),(4 14936.042),(5 18077.412),(6 21192.096),(7 23594.441),(8 25895.484),(9 28312.79),(10 30434.227),(11 32165.535),(12 33694.438),(13 35240.68),(14 36349.6),(15 37439.58),(16 38593.47),(17 39952.652),(18 41077.918),(19 41746.145),(20 42112.953),(21 42884.887),(22 43667.313),(23 44222.836),(24 44640.92),(25 45289.887),(26 45848.855),(27 45749.453),(28 45767.438),(29 45974.17),(30 46288.79),(31 46548.26),(32 46970.055),(33 47387.965),(34 47924.23),(35 48429.3),(36 48831.465),(37 49234.715),(38 49695.68),(39 49915.664),(40 50259.434),(41 50644.883),(42 51072.133),(43 51487.23),(44 51563.203),(45 51837.65),(46 52223.363),(47 52699.668),(48 53340.004),(49 54184.402),(50 54672.76),(51 54856.582),(52 55139.883),(53 55220.586),(54 55693.086),(55 56083.18),(56 56525.996),(57 56848.844),(58 57443.797),(59 58117.816),(60 58655.07),(61 58998.96),(62 59337.953),(63 59920.188),(64 60444.664),(65 60831.945),(66 61171.395),(67 61429.348),(68 61627.656),(69 61815.836),(70 61954.645),(71 62513.715),(72 62820.453),(73 63069.6),(74 63333.516),(75 63576.652),(76 64016.473),(77 64489.203),(78 65104.883),(79 65812.75),
(1 3122.1655),(2 7688.812),(3 11520.872),(4 14829.573),(5 18079.004),(6 21121.436),(7 23585.207),(8 26048.266),(9 28450.713),(10 30668.176),(11 32333.732),(12 33925.81),(13 35425.902),(14 36595.883),(15 37554.863),(16 38556.43),(17 39785.11),(18 40951.203),(19 41629.92),(20 42430.523),(21 43174.85),(22 43786.996),(23 44381.18),(24 45096.688),(25 45816.043),(26 46133.68),(27 46288),(28 46153.434),(29 46504.19),(30 46870.09),(31 47203.65),(32 47876.35),(33 48503.96),(34 48989.477),(35 49407.816),(36 49790.813),(37 49975.863),(38 50422.117),(39 50756.8),(40 51325.523),(41 51630.227),(42 51622.434),(43 51563.12),(44 51526.89),(45 51782.953),(46 51804.125),(47 51890.207),(48 52143.11),(49 52389.81),(50 52583.8),(51 52744.902),(52 53172.33),(53 53555.23),(54 54044.586),(55 54616.227),(56 55078.61),(57 55473.44),(58 56227.68),(59 56631.773),(60 56947),(61 57227.434),(62 57698.996),(63 58208.258),(64 58503.063),(65 58895.168),(66 59192.863),(67 59318.11),(68 59659.273),(69 60104.066),(70 60336.953),(71 60528.57),(72 60326.145),(73 60100.11),(74 60216.33),(75 60175.9),(76 60171.59),(77 60389.965),(78 60684.89),(79 60693.92),
(1 3103.5676),(2 7751.6973),(3 11722.495),(4 15020.88),(5 18343.352),(6 21209.824),(7 23526.941),(8 25606.674),(9 27870.582),(10 29655.297),(11 31099.81),(12 32186.287),(13 33749.6),(14 34742.027),(15 35395.96),(16 36170.453),(17 37231.59),(18 38419.418),(19 39573.65),(20 40602.277),(21 41562.29),(22 42377.168),(23 43001.93),(24 43793.41),(25 44619.457),(26 44950.406),(27 45182.42),(28 45349.184),(29 45387.184),(30 45369.234),(31 45564.723),(32 45768.63),(33 46079.99),(34 46451.93),(35 46716.348),(36 46849.61),(37 47226.645),(38 47909.54),(39 48196.914),(40 48624.637),(41 49017.953),(42 49214.523),(43 49393.23),(44 49730.004),(45 49774.48),(46 49611.168),(47 49880.504),(48 50620.31),(49 51370.047),(50 51911.406),(51 52655.066),(52 53388.98),(53 53909.457),(54 54512.01),(55 55423.934),(56 56084.742),(57 56560.547),(58 57086.688),(59 57324.13),(60 57926.086),(61 58266.07),(62 58476.438),(63 58946.72),(64 59462.37),(65 59897.793),(66 60180.973),(67 60840.82),(68 61590.098),(69 62630.67),(70 63194.535),(71 63736.742),(72 63787.793),(73 63754.43),(74 63727.25),(75 63984.95),(76 64061),(77 64207.215),(78 64323.508),(79 64369.094),
(1 3039.1785),(2 7455.939),(3 11471.164),(4 14951.197),(5 18292.96),(6 21202.725),(7 23496.803),(8 25582.059),(9 27660.643),(10 29587.318),(11 30906),(12 32262.785),(13 33705.11),(14 34792.33),(15 35774.336),(16 36885.566),(17 38053.77),(18 38892.426),(19 39596.582),(20 40378.563),(21 40947.758),(22 41279.77),(23 41625.277),(24 42335.504),(25 43006.277),(26 43526.285),(27 43658.195),(28 43774.453),(29 44038.848),(30 44480.184),(31 44791.785),(32 44952.805),(33 45069.7),(34 45527.77),(35 45906.527),(36 46419.27),(37 46787.418),(38 47127.625),(39 47426.965),(40 47786.473),(41 48238.316),(42 48693.563),(43 49142.184),(44 49759.035),(45 50280.617),(46 50968.438),(47 51321.76),(48 51752.516),(49 52433.863),(50 52865.395),(51 53371.9),(52 53579.875),(53 53644.06),(54 53934.246),(55 54319.844),(56 54865.316),(57 55386.133),(58 55934.188),(59 56039.17),(60 56082.383),(61 56132.195),(62 56172.33),(63 56190.3),(64 56077.797),(65 56340.945),(66 56228.95),(67 56244.99),(68 56283.844),(69 56602.49),(70 56267.676),(71 56300),(72 56201.27),(73 56090.43),(74 56273.832),(75 56545.44),(76 56738.285),(77 57045.438),(78 57547),(79 57885.67),
(1 3080.005),(2 7466.1113),(3 11254.883),(4 14579.117),(5 18024.61),(6 21175.031),(7 23765.729),(8 26206.135),(9 28450.25),(10 30508.736),(11 31996.59),(12 33388.9),(13 34699.727),(14 35778.85),(15 36631.33),(16 37351.14),(17 38185.64),(18 38908.95),(19 39324.145),(20 39921.69),(21 40030.695),(22 40287.94),(23 40723.14),(24 41303.18),(25 41820.363),(26 42231.156),(27 42910.31),(28 43554.992),(29 43669.734),(30 43907.53),(31 44208.98),(32 44588.547),(33 45049.86),(34 45417.52),(35 45713.168),(36 45993.06),(37 46578.656),(38 46853.184),(39 47068.98),(40 47437.49),(41 47761.93),(42 48219.863),(43 48582.348),(44 48881.26),(45 48936.656),(46 49396.15),(47 50322.43),(48 50827.465),(49 50966.867),(50 51496.867),(51 52001.504),(52 52339.4),(53 52286.33),(54 52528),(55 52928.367),(56 53296.43),(57 53695.746),(58 53973.23),(59 54408.754),(60 55025.383),(61 55612.363),(62 56042.21),(63 56280.79),(64 56085.563),(65 56238.3),(66 56399.758),(67 56736.61),(68 56947.863),(69 57527.773),(70 57550.06),(71 57693.457),(72 57538.227),(73 57765.707),(74 58044.453),(75 58426.24),(76 58481.09),(77 58608.156),(78 58696.746),(79 58974.785),
(1 3085.764),(2 7548.566),(3 11533.314),(4 15110.444),(5 18633.492),(6 21827.797),(7 24425.758),(8 26661.81),(9 28462.412),(10 30329.725),(11 31742.03),(12 32924.4),(13 34166.133),(14 35115.434),(15 35726.457),(16 36219.168),(17 36922.594),(18 37662.07),(19 38367.6),(20 38858.88),(21 39458.43),(22 39821.914),(23 40194.26),(24 40754.992),(25 41405.543),(26 42011.566),(27 42649.684),(28 43243.133),(29 43777.176),(30 44211.8),(31 45067.14),(32 45806.41),(33 46519.613),(34 47140.78),(35 47715.02),(36 48432.02),(37 49061.566),(38 49467.34),(39 49715.863),(40 49840.023),(41 50200.473),(42 50760.57),(43 51296.145),(44 51538.61),(45 51606.605),(46 51604.51),(47 51901.24),(48 52120.45),(49 52356.574),(50 52670.156),(51 53025.98),(52 53099.16),(53 53291.555),(54 53350.86),(55 53981.2),(56 54748.098),(57 55257.22),(58 55605.086),(59 55856.51),(60 56390.62),(61 57096.27),(62 57642.016),(63 57819.957),(64 57891.28),(65 58019.254),(66 58068.57),(67 58466.438),(68 58848.457),(69 59398.14),(70 59539.723),(71 59399.94),(72 59361.883),(73 59373.848),(74 59590.047),(75 59505.84),(76 59520.76),(77 59464.863),(78 59570.68),(79 59704.16),
(1 2911.7942),(2 7198.4136),(3 11066.719),(4 14324.779),(5 17587.469),(6 20499.846),(7 22819.771),(8 25133.377),(9 27387.146),(10 29531.088),(11 31410.049),(12 32877.047),(13 34369.414),(14 35460.555),(15 36236.535),(16 37000.16),(17 37896.555),(18 38795.668),(19 39831.637),(20 40951.117),(21 41736.266),(22 42188.86),(23 42684.15),(24 43454.004),(25 43895.734),(26 44102.15),(27 44584.81),(28 45132.816),(29 45264.676),(30 45572.26),(31 46016.004),(32 46442.543),(33 46927.066),(34 47311.816),(35 47550.37),(36 47853.992),(37 48272.918),(38 48584.42),(39 49119.773),(40 49552.258),(41 49624.082),(42 49711.7),(43 49872.004),(44 49803.082),(45 49600.96),(46 49464.3),(47 49845.324),(48 50037.734),(49 49890.324),(50 49957.18),(51 50075.695),(52 50046.2),(53 50039.844),(54 50018.938),(55 50510.957),(56 51254.89),(57 51837.3),(58 52206.18),(59 52536.9),(60 53131.227),(61 53712.19),(62 53947.12),(63 54406.035),(64 54818.074),(65 55382.027),(66 55837.44),(67 56469.844),(68 56798.87),(69 57085.547),(70 57263.793),(71 57437.574),(72 57640.57),(73 57822.707),(74 57833.47),(75 57737.258),(76 57542.305),(77 57363.34),(78 57228.33),(79 57155.688),
(1 2901.344),(2 7083.639),(3 10837.429),(4 14172.774),(5 17250.076),(6 20039.328),(7 22318.86),(8 24700.691),(9 26729.732),(10 28762.7),(11 30710.158),(12 32183.627),(13 33842.055),(14 34851.883),(15 35732.42),(16 36769.207),(17 37841.387),(18 38635.047),(19 39875.355),(20 41082.203),(21 41683.215),(22 42253.453),(23 42746.773),(24 43466.914),(25 43960),(26 44385.438),(27 44916.348),(28 45096.7),(29 45265.668),(30 45565.066),(31 45746.168),(32 45934.324),(33 46174.395),(34 46739),(35 47064.953),(36 47279.68),(37 47630.164),(38 48012.723),(39 48479.44),(40 48806.746),(41 49114.836),(42 49178.984),(43 48962.496),(44 48871.445),(45 49167.418),(46 49525.254),(47 49837.816),(48 50337.543),(49 50566.348),(50 51033.895),(51 51434.305),(52 51809.76),(53 52084.82),(54 52458.055),(55 53021.8),(56 53418.08),(57 53425.6),(58 53325.863),(59 53263.664),(60 53284.934),(61 53073.426),(62 52775.254),(63 52930.348),(64 53116.055),(65 53234.48),(66 53333.613),(67 53526.152),(68 53761.742),(69 53907.465),(70 54110.816),(71 54298.477),(72 54575.574),(73 54376.313),(74 54062.04),(75 54071.297),(76 54054.32),(77 53993.895),(78 54040.008),(79 54153.977),
(1 2826.4092),(2 6847.9917),(3 10378.507),(4 13175.351),(5 16029.234),(6 18672.664),(7 20698.498),(8 22591.664),(9 24341.336),(10 25784.633),(11 27111.299),(12 28425.096),(13 29824.215),(14 30871.002),(15 31866.13),(16 32978.215),(17 33961.93),(18 34761.05),(19 35572.85),(20 36467.973),(21 36766.15),(22 36959.082),(23 37345.64),(24 38053.18),(25 38362.883),(26 38654.035),(27 38964.445),(28 39175.875),(29 39304.305),(30 39529.297),(31 39903.348),(32 40469.137),(33 40903.516),(34 41260.938),(35 41782.19),(36 42170.715),(37 42404.266),(38 42472.582),(39 42816.75),(40 43355.22),(41 43818.13),(42 44188.63),(43 44375.49),(44 44388.703),(45 44648.84),(46 45117.93),(47 45449.336),(48 45578.098),(49 45741.33),(50 46301.203),(51 46681.48),(52 47037.563),(53 47462.414),(54 48165.49),(55 48860.184),(56 49337.293),(57 49475.04),(58 49539.42),(59 49799.26),(60 50114.285),(61 49993.71),(62 49787.902),(63 49547.516),(64 49545.69),(65 49753.555),(66 50009.027),(67 50127.914),(68 50046.414),(69 50146.15),(70 50042.926),(71 50046.34),(72 50045.77),(73 49892.715),(74 49738.973),(75 49661.883),(76 49361.805),(77 49107.883),(78 48972.887),(79 48930.906),
(1 2823.2312),(2 6931.9277),(3 10568.287),(4 13669.093),(5 16586.035),(6 19306.041),(7 21558.31),(8 23648.205),(9 25474.83),(10 27317.17),(11 28756.484),(12 30326.775),(13 31996.754),(14 33074.617),(15 33925.055),(16 34688.47),(17 35691.77),(18 36493.81),(19 37025.086),(20 37816.504),(21 38099.676),(22 38533.348),(23 38795.754),(24 39364.36),(25 39515.324),(26 39841.137),(27 40237.465),(28 40549.137),(29 40604.883),(30 41034.65),(31 41536.492),(32 41886.87),(33 42182.645),(34 42666.645),(35 43027.695),(36 43235.66),(37 43468.69),(38 43326.95),(39 43310.24),(40 43395.867),(41 43497.58),(42 43416.92),(43 43602.65),(44 43853.164),(45 44282.68),(46 44863.246),(47 45215.87),(48 45855.484),(49 46202.684),(50 46336.49),(51 46567.79),(52 46868.01),(53 46820.055),(54 46818.023),(55 46879.906),(56 47183.324),(57 47203.215),(58 47206.7),(59 47141.777),(60 47116.1),(61 47022.69),(62 46735.35),(63 46513.75),(64 46532.656),(65 46480.586),(66 46352.605),(67 46185.754),(68 46220.656),(69 46291.96),(70 46077.355),(71 46070.918),(72 46015.38),(73 46340.72),(74 46842.24),(75 47296.383),(76 47583.207),(77 47935.844),(78 48198.504),(79 48231.438),
