1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 28992.244),(2 99550.23),(3 202556.11),(4 315444.5),(5 417992.84),(6 497675.5),(7 559421.5),(8 601872.2),(9 622622.3),(10 618840.94),(11 610797.44),(12 616394),(13 653801.7),(14 744408.7),(15 868172.3),(16 1003415.94),(17 1147013.8),(18 1263995.9),(19 1363948.1),(20 1443458.4),(21 1494618.6),(22 1535605.9),(23 1573642.4),(24 1612056),(25 1670819),(26 1753821.4),(27 1844442),(28 1928975.4),(29 1978983.6),(30 2035083.9),(31 2083774.1),(32 2128334.8),(33 2166946.8),(34 2214987.5),(35 2249413),(36 2301752.8),(37 2354993.8),(38 2412942.3),(39 2487248.3),(40 2565558.5),(41 2653820.8),(42 2756855.8),(43 2868878.8),(44 2980652.3),(45 3096197.3),(46 3202014.8),(47 3313913),(48 3404006.3),(49 3493942.3),(50 3587363.3),(51 3687546.3),(52 3810916),(53 3945667.3),(54 4073625.3),(55 4220116.5),(56 4368391.5),(57 4519060),(58 4648440),(59 4739646.5),(60 4802733),(61 4857974),(62 4891879.5),(63 4935823),(64 4994372),(65 5084330.5),(66 5187082),(67 5297220.5),(68 5398966.5),(69 5536088.5),(70 5702169.5),(71 5873599.5),(72 6025160),(73 6203137.5),(74 6361962.5),(75 6592976),(76 6857152),(77 7123122),(78 7332974.5),(79 7554365.5),
(1 53775.14),(2 189808.61),(3 384620.6),(4 601282.94),(5 819443.75),(6 1009086.25),(7 1168618.8),(8 1298434.4),(9 1433259.5),(10 1586248.5),(11 1783551.5),(12 2008173.3),(13 2278948.8),(14 2569714.5),(15 2866833),(16 3177469.3),(17 3490807.3),(18 3795319.8),(19 4090397.3),(20 4398212),(21 4748573.5),(22 5111717),(23 5459735),(24 5807101),(25 6149517),(26 6502279.5),(27 6831747.5),(28 7181081),(29 7553548),(30 7938529.5),(31 8337287),(32 8726723),(33 9126391),(34 9500740),(35 9840775),(36 10160661),(37 10468059),(38 10768815),(39 11068608),(40 11400383),(41 11715105),(42 12043505),(43 12331506),(44 12628813),(45 12916193),(46 13207300),(47 13481650),(48 13769759),(49 14022175),(50 14257394),(51 14470008),(52 14707848),(53 14949145),(54 15198984),(55 15428767),(56 15634054),(57 15786927),(58 15896075),(59 15958791),(60 15969018),(61 15922965),(62 15884787),(63 15850578),(64 15859005),(65 15894383),(66 15934795),(67 15965326),(68 15975096),(69 15949507),(70 15917002),(71 15876995),(72 15839254),(73 15798717),(74 15787640),(75 15766297),(76 15728792),(77 15697074),(78 15683047),(79 15678701),
(1 53589.52),(2 189384.19),(3 387291.4),(4 608727.6),(5 831397.94),(6 1032617),(7 1211272.3),(8 1376797.9),(9 1562613.6),(10 1773204.9),(11 2016239.4),(12 2270250.3),(13 2550833.3),(14 2843710),(15 3145968.8),(16 3460749.8),(17 3774559.3),(18 4081485),(19 4376870.5),(20 4682006),(21 5001429),(22 5311717),(23 5601380),(24 5877918),(25 6127188),(26 6380677.5),(27 6617460.5),(28 6850606),(29 7114963.5),(30 7405260),(31 7689516),(32 7967142.5),(33 8239840),(34 8482691),(35 8686769),(36 8870543),(37 9046636),(38 9223747),(39 9413999),(40 9638992),(41 9854092),(42 10076398),(43 10289665),(44 10516503),(45 10727465),(46 10947065),(47 11148673),(48 11354048),(49 11524184),(50 11664289),(51 11791239),(52 11947069),(53 12114925),(54 12275229),(55 12428800),(56 12572072),(57 12715635),(58 12854323),(59 12987592),(60 13083769),(61 13152768),(62 13223784),(63 13276928),(64 13321997),(65 13377476),(66 13414379),(67 13436125),(68 13437208),(69 13421956),(70 13404211),(71 13379655),(72 13369483),(73 13360912),(74 13356699),(75 13322472),(76 13291080),(77 13256277),(78 13219099),(79 13181800),
(1 55815.49),(2 194909.8),(3 394113.38),(4 608288.9),(5 804191.2),(6 968916.2),(7 1116965.4),(8 1256075.9),(9 1409271),(10 1579017.1),(11 1768042.8),(12 1955550.1),(13 2159918.5),(14 2372051.5),(15 2602122.8),(16 2833928.8),(17 3059567),(18 3277017.5),(19 3478540.3),(20 3676371.8),(21 3879458),(22 4072504.8),(23 4249176),(24 4423626),(25 4592208.5),(26 4775588),(27 4966816),(28 5157844.5),(29 5358470.5),(30 5569308),(31 5778274.5),(32 5977068),(33 6166425),(34 6323668.5),(35 6462365),(36 6587094),(37 6711913),(38 6832749),(39 6964785.5),(40 7116096.5),(41 7238268),(42 7342324),(43 7442082.5),(44 7560513.5),(45 7672109.5),(46 7771798),(47 7865126.5),(48 7960629),(49 8067268.5),(50 8185081.5),(51 8316502),(52 8465238),(53 8626342),(54 8772957),(55 8909228),(56 9034790),(57 9125764),(58 9191881),(59 9238257),(60 9257816),(61 9259158),(62 9278545),(63 9315528),(64 9350011),(65 9392050),(66 9414456),(67 9408205),(68 9397903),(69 9378365),(70 9358994),(71 9355572),(72 9350799),(73 9357780),(74 9365005),(75 9366915),(76 9379656),(77 9390232),(78 9390940),(79 9377334),
(1 51346.33),(2 179164),(3 353291.38),(4 530534.25),(5 685484.3),(6 806119.06),(7 900538.4),(8 974083.2),(9 1036019.75),(10 1105920.5),(11 1191580.8),(12 1294125.3),(13 1425950.1),(14 1579686.8),(15 1749330.3),(16 1924343),(17 2103078),(18 2273332.3),(19 2437130.5),(20 2607754.5),(21 2778719),(22 2934684.8),(23 3081962.5),(24 3231318.5),(25 3379384.8),(26 3537972.3),(27 3703576.3),(28 3885169),(29 4069516.5),(30 4260374),(31 4444360.5),(32 4617142),(33 4788047.5),(34 4945385.5),(35 5096729.5),(36 5237167),(37 5378059.5),(38 5504532),(39 5627144.5),(40 5729385.5),(41 5807422),(42 5870407.5),(43 5926214),(44 5996528.5),(45 6063486),(46 6132930),(47 6195213.5),(48 6261574.5),(49 6334102),(50 6399111),(51 6461993),(52 6516510),(53 6579054.5),(54 6648285.5),(55 6711092),(56 6757952),(57 6779074.5),(58 6789851.5),(59 6789392.5),(60 6771672.5),(61 6750537.5),(62 6752237.5),(63 6765443),(64 6790819),(65 6829385),(66 6868308),(67 6895063),(68 6912813.5),(69 6916432.5),(70 6905687.5),(71 6902202),(72 6902427.5),(73 6909272.5),(74 6929715),(75 6966388.5),(76 7001651),(77 7062093),(78 7120964),(79 7172406.5),
(1 49818.91),(2 174148.11),(3 347924.72),(4 527206.44),(5 692000.9),(6 831415.06),(7 949903.3),(8 1056912),(9 1165921.1),(10 1282223.8),(11 1408839),(12 1554565.6),(13 1727755.9),(14 1903093.4),(15 2067015.5),(16 2234875.8),(17 2398502.8),(18 2569006.8),(19 2731380.3),(20 2910819.5),(21 3079801.5),(22 3230430.5),(23 3345887.5),(24 3445913.8),(25 3543757.3),(26 3658800.3),(27 3785761.3),(28 3945907),(29 4130509.3),(30 4315642.5),(31 4495907.5),(32 4663647),(33 4807538),(34 4929388),(35 5044050.5),(36 5165081.5),(37 5278688),(38 5392099.5),(39 5496380),(40 5599436),(41 5684251.5),(42 5752420.5),(43 5812182),(44 5888339),(45 5973855.5),(46 6064368.5),(47 6160502),(48 6257044),(49 6346668),(50 6411545.5),(51 6461376),(52 6489130),(53 6521671),(54 6567639),(55 6625108),(56 6684576),(57 6714146),(58 6729076.5),(59 6724924.5),(60 6711611.5),(61 6699279.5),(62 6699419.5),(63 6697928.5),(64 6719366.5),(65 6750415),(66 6784976.5),(67 6834991),(68 6890035),(69 6946211.5),(70 6994350),(71 7054415.5),(72 7101812.5),(73 7147193.5),(74 7209339.5),(75 7264309.5),(76 7312901.5),(77 7355162),(78 7389239),(79 7433343),
(1 54679.813),(2 191739.45),(3 379293.66),(4 575180.94),(5 756163.56),(6 912508.3),(7 1059266.8),(8 1201566.9),(9 1352135.8),(10 1515716),(11 1701952.3),(12 1902040.4),(13 2132974.5),(14 2373244.3),(15 2619202.5),(16 2854872),(17 3072951.5),(18 3287607),(19 3494885.3),(20 3701332.5),(21 3903478.5),(22 4092055.5),(23 4249257.5),(24 4403460.5),(25 4552252.5),(26 4720366),(27 4905237),(28 5105839.5),(29 5305279.5),(30 5465091),(31 5610739),(32 5728647.5),(33 5826491.5),(34 5910473.5),(35 5984288),(36 6055639),(37 6134767),(38 6218757.5),(39 6314654),(40 6399563.5),(41 6473675.5),(42 6541633.5),(43 6589793.5),(44 6635250.5),(45 6672072),(46 6706367),(47 6739849.5),(48 6782067.5),(49 6836727),(50 6902381.5),(51 6971253.5),(52 7035619),(53 7108571),(54 7180424),(55 7245672),(56 7309593.5),(57 7374477),(58 7433200),(59 7476365),(60 7508891.5),(61 7523167.5),(62 7537072.5),(63 7544302.5),(64 7557158),(65 7578159),(66 7625712),(67 7688547),(68 7764149.5),(69 7825427.5),(70 7883096.5),(71 7934675),(72 7956897),(73 7962165.5),(74 7952331.5),(75 7928147.5),(76 7908101.5),(77 7892085.5),(78 7868037.5),(79 7840706),
(1 48197.703),(2 169324.44),(3 339706.97),(4 518898.03),(5 688379.25),(6 824143.6),(7 942561.75),(8 1055477.6),(9 1180149.5),(10 1325849.3),(11 1502072.8),(12 1686633.9),(13 1895333.5),(14 2120130.3),(15 2345487.5),(16 2573306.8),(17 2796210.3),(18 3019560.3),(19 3241961.5),(20 3462600.8),(21 3680100.5),(22 3885450.5),(23 4071296),(24 4239978.5),(25 4396663.5),(26 4559018),(27 4719640.5),(28 4879407.5),(29 5033142.5),(30 5160886),(31 5278708),(32 5390161.5),(33 5502212),(34 5615259.5),(35 5726366.5),(36 5829457.5),(37 5926845.5),(38 6014629.5),(39 6097232.5),(40 6182798),(41 6252513),(42 6315439),(43 6365284),(44 6415407.5),(45 6459961.5),(46 6499329),(47 6532783.5),(48 6556566.5),(49 6596904.5),(50 6650432),(51 6695296),(52 6736170),(53 6786870.5),(54 6832169.5),(55 6853557),(56 6865929.5),(57 6873143.5),(58 6880295.5),(59 6896221),(60 6901143),(61 6895217),(62 6895165),(63 6894223.5),(64 6901999.5),(65 6914870.5),(66 6934933.5),(67 6947426.5),(68 6952523.5),(69 6947634.5),(70 6937441),(71 6922465),(72 6892425.5),(73 6854916.5),(74 6815365.5),(75 6776369.5),(76 6753292),(77 6771446.5),(78 6793015),(79 6821302),
(1 50559.598),(2 175558.52),(3 348707.47),(4 533349.25),(5 712211.5),(6 865739.4),(7 994970.3),(8 1113521.5),(9 1229603.8),(10 1354241.9),(11 1500514),(12 1655333.6),(13 1836466),(14 2016582.4),(15 2193341.8),(16 2360781),(17 2529735.8),(18 2703318),(19 2880749.5),(20 3068532),(21 3257469),(22 3438078.8),(23 3592875),(24 3727443.3),(25 3837332.5),(26 3938128),(27 4036873.5),(28 4152892.5),(29 4282481),(30 4420060),(31 4576850.5),(32 4737696),(33 4902792.5),(34 5066727),(35 5221467),(36 5356067),(37 5458476.5),(38 5526846),(39 5566869),(40 5607606),(41 5630306.5),(42 5650956.5),(43 5662833.5),(44 5674815.5),(45 5689176),(46 5703387.5),(47 5718274.5),(48 5728062),(49 5731630),(50 5730239.5),(51 5715026),(52 5702797),(53 5689836.5),(54 5664954),(55 5629411),(56 5587108),(57 5553471),(58 5521512),(59 5499586.5),(60 5492612.5),(61 5490493.5),(62 5503696),(63 5527169.5),(64 5556669),(65 5587976),(66 5614611),(67 5634168),(68 5648333),(69 5643599.5),(70 5623243),(71 5588736),(72 5556238.5),(73 5523801.5),(74 5503432.5),(75 5487459),(76 5490083),(77 5499847),(78 5498305.5),(79 5485660),
(1 52877.043),(2 185020.39),(3 365611.2),(4 550488.1),(5 724910.3),(6 869685.2),(7 990871.4),(8 1093710.1),(9 1201250.3),(10 1333146.9),(11 1489733.8),(12 1657458),(13 1847749.3),(14 2030944.6),(15 2203864),(16 2373783),(17 2538963.5),(18 2705569.3),(19 2881738.5),(20 3058105),(21 3234527.8),(22 3414359.3),(23 3575324.5),(24 3717816.8),(25 3853973),(26 3995356.8),(27 4142508.8),(28 4293225),(29 4445241),(30 4575762),(31 4697201.5),(32 4812022),(33 4924528.5),(34 5041409),(35 5159071.5),(36 5265150.5),(37 5345632),(38 5403073.5),(39 5437935),(40 5465460.5),(41 5482774),(42 5495982),(43 5506423),(44 5518513),(45 5534790),(46 5548121.5),(47 5567966),(48 5583902),(49 5587664),(50 5581103),(51 5570178),(52 5552145),(53 5534169),(54 5504891.5),(55 5456753),(56 5399866),(57 5347140),(58 5304531.5),(59 5268052),(60 5243709),(61 5232346),(62 5226193),(63 5221517),(64 5211103),(65 5201868),(66 5185803),(67 5165119),(68 5146759.5),(69 5122229),(70 5098865),(71 5068849),(72 5034367),(73 5010993.5),(74 5013863.5),(75 5026984),(76 5052868.5),(77 5092695.5),(78 5133161),(79 5162090),
(1 57196.055),(2 200037.25),(3 393187.72),(4 590655.25),(5 772171.94),(6 917056),(7 1029286.7),(8 1111356.9),(9 1194550.3),(10 1293271.8),(11 1413198),(12 1551391.6),(13 1711779.6),(14 1877971.5),(15 2040949.4),(16 2197497.3),(17 2347118.5),(18 2490718),(19 2621668.3),(20 2739916.8),(21 2857025.5),(22 2977648),(23 3096565.3),(24 3218841.5),(25 3337595.8),(26 3457156.3),(27 3569421),(28 3678110.8),(29 3769822.3),(30 3846077.5),(31 3921378.5),(32 4003540.3),(33 4097091.5),(34 4200116),(35 4312462.5),(36 4414896.5),(37 4504611.5),(38 4576330),(39 4640120),(40 4700729.5),(41 4760494),(42 4839688),(43 4908871),(44 4971240),(45 5022127.5),(46 5076594),(47 5134849.5),(48 5188913),(49 5240572),(50 5291740.5),(51 5341531),(52 5396016),(53 5456803.5),(54 5512447),(55 5548792.5),(56 5580069.5),(57 5614827.5),(58 5660997),(59 5720100.5),(60 5779093.5),(61 5828289),(62 5864427),(63 5889422.5),(64 5915691),(65 5933259.5),(66 5949432),(67 5962417.5),(68 5976025),(69 5989350),(70 6008964),(71 6030660.5),(72 6049990),(73 6063023.5),(74 6082867),(75 6094638.5),(76 6103540),(77 6121231.5),(78 6133112),(79 6136194.5),
(1 55790.7),(2 194714.45),(3 383406.06),(4 576345.94),(5 758957.9),(6 917751),(7 1065619.3),(8 1209152.6),(9 1366912.1),(10 1536887.4),(11 1714362.5),(12 1886249.6),(13 2065192.3),(14 2239894),(15 2414021.5),(16 2600905.3),(17 2794737),(18 2993221),(19 3181526.8),(20 3353899.5),(21 3504328),(22 3638764),(23 3753302.5),(24 3857244),(25 3952014.8),(26 4053084.3),(27 4138942.8),(28 4212041.5),(29 4268828.5),(30 4315476),(31 4361109),(32 4410864.5),(33 4467930.5),(34 4519385.5),(35 4565117.5),(36 4603921.5),(37 4628439.5),(38 4647669.5),(39 4644914.5),(40 4638127.5),(41 4624979),(42 4619789.5),(43 4625074.5),(44 4634159.5),(45 4628994),(46 4617920),(47 4597697),(48 4572741),(49 4547503.5),(50 4522458),(51 4505618.5),(52 4496793),(53 4506113),(54 4543028),(55 4587018),(56 4643822.5),(57 4707150.5),(58 4781429.5),(59 4860786.5),(60 4950081),(61 5036089.5),(62 5114621.5),(63 5194686),(64 5286057.5),(65 5377830),(66 5462093.5),(67 5548993),(68 5636318),(69 5713570.5),(70 5788457),(71 5869319.5),(72 5956929.5),(73 6028394),(74 6106177),(75 6192909.5),(76 6277538),(77 6359738.5),(78 6434081.5),(79 6485216.5),
(1 58998.473),(2 205144.27),(3 408916.8),(4 622223.56),(5 829469.25),(6 1007677.1),(7 1171471.4),(8 1320289.5),(9 1484611.6),(10 1662471.3),(11 1852395.4),(12 2042895.1),(13 2239458.8),(14 2442991.5),(15 2656346.5),(16 2875083.3),(17 3106663.8),(18 3352681),(19 3592907.3),(20 3825901.8),(21 4034266.8),(22 4222439.5),(23 4389837),(24 4544802),(25 4688338),(26 4836715.5),(27 4968564.5),(28 5091270),(29 5195793),(30 5289161.5),(31 5375298.5),(32 5448982),(33 5520738),(34 5589713),(35 5641162.5),(36 5680949.5),(37 5713729.5),(38 5735658.5),(39 5737720),(40 5718412),(41 5681882),(42 5647045.5),(43 5617158),(44 5574362),(45 5513930),(46 5445378),(47 5373483.5),(48 5318045),(49 5271145),(50 5226163.5),(51 5188132),(52 5157678),(53 5138111.5),(54 5140648),(55 5160429),(56 5195457),(57 5238534.5),(58 5289197),(59 5345725),(60 5408596),(61 5482502),(62 5558624),(63 5632756.5),(64 5720149.5),(65 5810354),(66 5901162),(67 5998202.5),(68 6112876),(69 6227932.5),(70 6333468.5),(71 6429762.5),(72 6525298),(73 6607593),(74 6683263.5),(75 6749649),(76 6802361),(77 6834031.5),(78 6860022),(79 6874902),
(1 54882.105),(2 188704.89),(3 372597.25),(4 564833.56),(5 753218.75),(6 920365.75),(7 1069676.3),(8 1204669.8),(9 1354116.8),(10 1523451),(11 1707358.8),(12 1887608.4),(13 2083141),(14 2281697.5),(15 2481964.3),(16 2686425.8),(17 2900546.5),(18 3120037.5),(19 3328722.5),(20 3522218.5),(21 3695779),(22 3854380.8),(23 4000823),(24 4143048.3),(25 4285075.5),(26 4422223.5),(27 4547412),(28 4664811.5),(29 4776442),(30 4874769),(31 4960364.5),(32 5032701),(33 5093079.5),(34 5141446.5),(35 5181084.5),(36 5215375),(37 5251785),(38 5282222),(39 5303916.5),(40 5311187.5),(41 5308728),(42 5289980.5),(43 5271883),(44 5234368),(45 5191154),(46 5143580),(47 5098707.5),(48 5072995.5),(49 5064363),(50 5073493.5),(51 5077725),(52 5063397.5),(53 5035120.5),(54 4987750.5),(55 4930894),(56 4863101),(57 4802650.5),(58 4741818.5),(59 4678918),(60 4610781),(61 4540511.5),(62 4466934.5),(63 4393339),(64 4323651),(65 4255003),(66 4205602),(67 4167437.8),(68 4150460.8),(69 4144375.8),(70 4154484.8),(71 4159594.5),(72 4165641.8),(73 4168912.3),(74 4166919.5),(75 4171418.8),(76 4177041.8),(77 4182990.3),(78 4192727.8),(79 4208247),
(1 52292.46),(2 179106.22),(3 349681.63),(4 529385.5),(5 705867.8),(6 862041.1),(7 999010.56),(8 1120754.9),(9 1255527.9),(10 1412133.4),(11 1571918),(12 1716883.8),(13 1877129.4),(14 2037837.8),(15 2208675.3),(16 2389642.3),(17 2571403),(18 2751683.3),(19 2916911.5),(20 3068496),(21 3197595.5),(22 3314964.5),(23 3412394),(24 3503422.5),(25 3585746.8),(26 3678045.3),(27 3761224.5),(28 3847159.5),(29 3929598.5),(30 4016640.3),(31 4099082.3),(32 4174181.8),(33 4241043),(34 4298828.5),(35 4360720.5),(36 4416180.5),(37 4460846),(38 4497506),(39 4528863.5),(40 4556377.5),(41 4583305.5),(42 4610127.5),(43 4643523),(44 4688389),(45 4733879.5),(46 4778679),(47 4818272),(48 4860434.5),(49 4903831),(50 4953695.5),(51 4992837.5),(52 5018796.5),(53 5029781.5),(54 5033935),(55 5039864),(56 5052590),(57 5071574),(58 5093195.5),(59 5119382),(60 5151774),(61 5177397),(62 5185899.5),(63 5172864.5),(64 5147117),(65 5093659.5),(66 5036505.5),(67 4975196.5),(68 4917270),(69 4874151),(70 4837965.5),(71 4794759),(72 4757086.5),(73 4725166),(74 4689653.5),(75 4655474),(76 4618027.5),(77 4583658.5),(78 4556978),(79 4525788),
(1 54519.38),(2 188686.22),(3 371168.25),(4 556931.25),(5 733602.6),(6 885093.06),(7 1018828.25),(8 1136628.8),(9 1264109.4),(10 1402964.8),(11 1544936.9),(12 1672414.9),(13 1801528.4),(14 1927517.8),(15 2054611.4),(16 2186666.3),(17 2321580),(18 2454531.5),(19 2580151.5),(20 2696662),(21 2799031.5),(22 2901547.8),(23 2991785.5),(24 3083043.5),(25 3166688.8),(26 3248576),(27 3319736.3),(28 3384083.5),(29 3434776.3),(30 3476938.3),(31 3515532.8),(32 3548335.3),(33 3578703),(34 3606321.8),(35 3637821.3),(36 3671544.3),(37 3687665.8),(38 3694076.5),(39 3685740),(40 3666829.5),(41 3644913.8),(42 3631180.8),(43 3625031.5),(44 3636493.5),(45 3657577.3),(46 3684521.3),(47 3710897),(48 3737117.3),(49 3766256.8),(50 3794493.3),(51 3823323.8),(52 3845664.3),(53 3872233),(54 3905021.8),(55 3932839.5),(56 3972181),(57 4024817.8),(58 4097382.5),(59 4161295.3),(60 4225549.5),(61 4281505),(62 4321088.5),(63 4342401.5),(64 4357152.5),(65 4360474),(66 4364471),(67 4363259),(68 4370641),(69 4386643),(70 4405797.5),(71 4419982),(72 4423842),(73 4430712),(74 4436130),(75 4429112.5),(76 4423011.5),(77 4422976),(78 4425258),(79 4414075),
(1 52803.5),(2 180689.08),(3 353650.94),(4 528362.7),(5 692668.4),(6 825999.8),(7 942502.94),(8 1041246.4),(9 1156087.3),(10 1287293.6),(11 1435079.5),(12 1573721.4),(13 1723886.1),(14 1868741.1),(15 2004885.5),(16 2143079.5),(17 2276839.5),(18 2403262.5),(19 2515495.3),(20 2618122),(21 2718992),(22 2812754.8),(23 2906200),(24 3000898),(25 3090038.3),(26 3171631.5),(27 3237906),(28 3291297.5),(29 3325674),(30 3351744),(31 3372469.3),(32 3391107.5),(33 3414015.5),(34 3442747),(35 3474998.8),(36 3509296.5),(37 3533009.3),(38 3543417.5),(39 3532931.8),(40 3511140.5),(41 3479172.5),(42 3457013),(43 3433436.5),(44 3416560.8),(45 3412214.8),(46 3415391.3),(47 3423176.8),(48 3423963),(49 3422572.5),(50 3423125.3),(51 3421393.5),(52 3424393.5),(53 3427628.5),(54 3440960.8),(55 3456493.8),(56 3472660.3),(57 3493108.5),(58 3519066.3),(59 3541130.3),(60 3559601.5),(61 3574131),(62 3593108.3),(63 3615075),(64 3643489.3),(65 3677420.5),(66 3710531.5),(67 3738659.5),(68 3771099.8),(69 3805020.5),(70 3847634.3),(71 3892332.3),(72 3926125.3),(73 3963630.8),(74 3997619.8),(75 4016602),(76 4038618.3),(77 4058825.3),(78 4074818),(79 4089333.8),
(1 53603.605),(2 180792.67),(3 351009.47),(4 524450.4),(5 696578.56),(6 851807.94),(7 995293.44),(8 1128645.4),(9 1275972.4),(10 1434933.8),(11 1607456.9),(12 1774966.9),(13 1944438.9),(14 2108778),(15 2256066.8),(16 2392675.3),(17 2511751.8),(18 2615808.3),(19 2703213.3),(20 2782669.3),(21 2869939.5),(22 2952371),(23 3018215.8),(24 3085424.3),(25 3148901.8),(26 3203449.5),(27 3244506),(28 3274859),(29 3295329),(30 3308761.3),(31 3325786.8),(32 3350728.5),(33 3379483.5),(34 3408794),(35 3434185),(36 3458404.3),(37 3471691),(38 3474727),(39 3467477.3),(40 3463117.5),(41 3460997.3),(42 3467273.5),(43 3475144.5),(44 3487343.8),(45 3495200),(46 3502930.8),(47 3511970.5),(48 3528336.3),(49 3551528.5),(50 3570063),(51 3596485.3),(52 3621800.5),(53 3640022),(54 3658381.5),(55 3674995.5),(56 3687138.8),(57 3695005.5),(58 3692118.5),(59 3683584),(60 3666356),(61 3645228.8),(62 3619154.5),(63 3594861.5),(64 3571930),(65 3543305.3),(66 3516765.8),(67 3491083.5),(68 3470671),(69 3454888.5),(70 3439983.8),(71 3429467),(72 3420883.5),(73 3407778.8),(74 3390661),(75 3370860),(76 3348457),(77 3329376.3),(78 3308912.3),(79 3296014.5),
