1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 272171.8),(2 851994.7),(3 1557656.6),(4 2310562.8),(5 3142947.3),(6 4133245),(7 5272732),(8 6655798.5),(9 8190741.5),(10 9782965),(11 11278277),(12 12800632),(13 14424717),(14 16117165),(15 17801178),(16 19631762),(17 21568712),(18 24320394),(19 26561064),(20 28983006),(21 31435438),(22 34082300),(23 36754900),(24 40375508),(25 43316628),(26 46425084),(27 49546830),(28 52832364),(29 57241310),(30 60970820),(31 64535250),(32 68239290),(33 73276320),(34 77103510),(35 81068220),(36 86176200),(37 90574150),(38 95273704),(39 100202824),(40 105487770),(41 111621030),(42 119632090),(43 126290090),(44 132729064),(45 138350960),(46 144084530),(47 149616560),(48 155753230),(49 161901810),(50 168783490),(51 176843900),(52 185165380),(53 191039660),(54 196270060),(55 201069390),(56 205293890),(57 208645820),(58 211752830),(59 213984210),(60 216682690),(61 218104140),(62 218561280),(63 217904140),(64 215659730),(65 212466800),(66 208504880),(67 203946610),(68 199087170),(69 193330350),(70 187435400),(71 180742260),(72 173784300),(73 166369600),(74 159371140),(75 153049280),(76 147437870),(77 142499920),(78 137392060),(79 132574210),
(1 508907.3),(2 1511638.3),(3 2247439.3),(4 2541182.5),(5 2786532.8),(6 3324039.8),(7 4007849),(8 4540248),(9 4874813),(10 5169961),(11 5484935.5),(12 5801425),(13 6090824.5),(14 6330935),(15 6494237),(16 6562890.5),(17 6593292),(18 6646701),(19 6762063.5),(20 6942073),(21 7178329),(22 7453129.5),(23 7746498),(24 8041668),(25 8297377.5),(26 8503868),(27 8677313),(28 8813135),(29 8942433),(30 9106271),(31 9287965),(32 9501888),(33 9725104),(34 9949960),(35 10176547),(36 10428756),(37 10721372),(38 11060657),(39 11412383),(40 11688359),(41 11897683),(42 12046901),(43 12108982),(44 12037217),(45 11866482),(46 11703969),(47 11668427),(48 11832783),(49 12120804),(50 12330835),(51 12296562),(52 12149860),(53 12117395),(54 12356120),(55 12836403),(56 13292941),(57 13534714),(58 13663983),(59 13894902),(60 14105013),(61 14046706),(62 13555086),(63 12981921),(64 12861643),(65 13213384),(66 13601578),(67 13679027),(68 13555585),(69 13637279),(70 13918575),(71 14097567),(72 13975588),(73 13747398),(74 13640950),(75 13680422),(76 13800761),(77 13948686),(78 13977683),(79 14007405),
(1 505280),(2 1448079.4),(3 2042169.9),(4 2182609.8),(5 2355348.3),(6 2853403.3),(7 3416295.8),(8 3793082.3),(9 4072469.3),(10 4363928),(11 4646508.5),(12 4895883.5),(13 5125562),(14 5301800),(15 5421657),(16 5496027),(17 5573165.5),(18 5720440),(19 5920752),(20 6131724),(21 6315157.5),(22 6452119.5),(23 6552600),(24 6622346.5),(25 6683940),(26 6728461.5),(27 6784506),(28 6846973.5),(29 6927974.5),(30 7026918.5),(31 7102076),(32 7180698.5),(33 7273854.5),(34 7415512),(35 7612515.5),(36 7829388),(37 8019096),(38 8156113.5),(39 8228761.5),(40 8289151.5),(41 8391979),(42 8522498),(43 8604256),(44 8678004),(45 8805792),(46 8979398),(47 9164086),(48 9366943),(49 9582173),(50 9735721),(51 9797111),(52 9848915),(53 9938511),(54 10263983),(55 10723936),(56 11063455),(57 11121245),(58 11046674),(59 11142661),(60 11551195),(61 11811300),(62 11543175),(63 11150683),(64 11155414),(65 11505371),(66 11715923),(67 11536732),(68 11205096),(69 11146093),(70 11280685),(71 11257128),(72 11004199),(73 10777287),(74 10670536),(75 10607781),(76 10515180),(77 10408976),(78 10255786),(79 10130822),
(1 480571.13),(2 1368435.5),(3 1903175.6),(4 2048005.3),(5 2260804.3),(6 2722150.8),(7 3207167.3),(8 3579308.8),(9 3921742.8),(10 4259712.5),(11 4569993),(12 4837334),(13 5061804),(14 5234942.5),(15 5342024.5),(16 5422241.5),(17 5559551.5),(18 5781393.5),(19 6048274),(20 6299620.5),(21 6508848.5),(22 6668994.5),(23 6812134.5),(24 6945379),(25 7066693),(26 7179602),(27 7278996),(28 7357938),(29 7427149),(30 7502238.5),(31 7596327.5),(32 7734962),(33 7899058.5),(34 8096570),(35 8265879),(36 8384857.5),(37 8432369),(38 8482169),(39 8548329),(40 8615034),(41 8642237),(42 8670949),(43 8737700),(44 8830821),(45 8886982),(46 8875886),(47 8815580),(48 8771294),(49 8844713),(50 9099614),(51 9294382),(52 9277935),(53 9191212),(54 9214522),(55 9373683),(56 9500848),(57 9403113),(58 9247679),(59 9374182),(60 9714731),(61 9933370),(62 9776238),(63 9418548),(64 9345686),(65 9607900),(66 9840649),(67 9818894),(68 9689802),(69 9736675),(70 9880020),(71 9888458),(72 9812819),(73 9795521),(74 9873328),(75 9838282),(76 9669448),(77 9549055),(78 9559072),(79 9648427),
(1 485490.4),(2 1364049.5),(3 1870132.5),(4 2049785.6),(5 2362154.8),(6 2882321.3),(7 3346795.5),(8 3672257),(9 3992342.8),(10 4327988.5),(11 4630074),(12 4877374),(13 5075121.5),(14 5208186),(15 5276845.5),(16 5343799.5),(17 5469285),(18 5653102),(19 5866712.5),(20 6064248.5),(21 6211830.5),(22 6297446),(23 6348657.5),(24 6391708),(25 6433886.5),(26 6471326.5),(27 6474389),(28 6482615),(29 6513977.5),(30 6561290),(31 6611116),(32 6650900),(33 6671947),(34 6681861),(35 6685504.5),(36 6708806.5),(37 6767464.5),(38 6848359),(39 6926007.5),(40 6985688.5),(41 7061558.5),(42 7180509),(43 7321508.5),(44 7433791.5),(45 7513431.5),(46 7544699),(47 7576416.5),(48 7667284.5),(49 7848199.5),(50 7964723),(51 7945156.5),(52 7818700),(53 7597666.5),(54 7566358),(55 7763821),(56 7974820.5),(57 8053242),(58 8015211.5),(59 7954947),(60 8082027.5),(61 8205319.5),(62 7975824),(63 7559210),(64 7485508.5),(65 7753217.5),(66 7882674),(67 7680489),(68 7377117.5),(69 7339342),(70 7607895),(71 7881947),(72 7976171.5),(73 7983109),(74 7997899.5),(75 7903917),(76 7749178),(77 7653524.5),(78 7630032.5),(79 7619814.5),
(1 457281.56),(2 1258702.6),(3 1701178.9),(4 1943290.1),(5 2357549.8),(6 2853657.5),(7 3221443.5),(8 3551064),(9 3956438.8),(10 4337352.5),(11 4636562),(12 4877382.5),(13 5069715.5),(14 5212515),(15 5313164.5),(16 5405079),(17 5555054),(18 5779917.5),(19 6006867),(20 6164973.5),(21 6244274.5),(22 6279293),(23 6310973),(24 6363908.5),(25 6413921),(26 6436841),(27 6426399.5),(28 6403788),(29 6389062),(30 6374684.5),(31 6355021.5),(32 6344890.5),(33 6360599),(34 6405376.5),(35 6469291.5),(36 6552675.5),(37 6651826.5),(38 6763471.5),(39 6884237),(40 7031132.5),(41 7174609),(42 7294150.5),(43 7403604),(44 7542688),(45 7683542.5),(46 7805832.5),(47 7876246),(48 7805459),(49 7704017),(50 7743055),(51 7815064.5),(52 7786636),(53 7808304),(54 7935801),(55 8156214.5),(56 8379582),(57 8440463),(58 8249066.5),(59 7999296.5),(60 7963066.5),(61 8029405.5),(62 7937570),(63 7739826.5),(64 7769856.5),(65 7972006),(66 7969124.5),(67 7751706),(68 7600434.5),(69 7704360.5),(70 7851322.5),(71 7746567),(72 7518643),(73 7506745),(74 7686360.5),(75 7741814.5),(76 7541596.5),(77 7284915.5),(78 7175192.5),(79 7149382.5),
(1 400305.6),(2 1058086.3),(3 1390127.5),(4 1626173.9),(5 2020762.1),(6 2400881.5),(7 2682608),(8 2994484),(9 3342344.3),(10 3625563.3),(11 3842932.3),(12 4023568),(13 4185820.8),(14 4305155.5),(15 4402211.5),(16 4529128),(17 4741682),(18 4975103),(19 5161248),(20 5280280.5),(21 5365510.5),(22 5445823),(23 5544266.5),(24 5644307.5),(25 5749142.5),(26 5813754),(27 5811999),(28 5764431),(29 5710784),(30 5680024.5),(31 5658102),(32 5648088.5),(33 5653242.5),(34 5662343.5),(35 5673753.5),(36 5697513.5),(37 5738529),(38 5785128.5),(39 5861725),(40 5955478),(41 6063842),(42 6185229),(43 6295702.5),(44 6389654.5),(45 6462392.5),(46 6491797),(47 6461758),(48 6427895.5),(49 6482046),(50 6609006),(51 6724961.5),(52 6814395.5),(53 6815789.5),(54 6827818),(55 6882045.5),(56 6923507),(57 6937661),(58 6916931),(59 6799757),(60 6756813),(61 6877590.5),(62 6888685.5),(63 6794890),(64 6938591),(65 7251061.5),(66 7343291.5),(67 7221357.5),(68 7045397.5),(69 6827560),(70 6624893.5),(71 6556355),(72 6598469.5),(73 6805609.5),(74 7104560.5),(75 7219970),(76 7129213.5),(77 7055626.5),(78 6951670.5),(79 6789842),
(1 381154.44),(2 962955.5),(3 1244658.4),(4 1531357.4),(5 1970523.9),(6 2314168),(7 2559899.8),(8 2873537),(9 3218585.8),(10 3486977.8),(11 3693940.5),(12 3845320.8),(13 3946518.8),(14 4038900.8),(15 4154476.8),(16 4276986),(17 4396677.5),(18 4514303),(19 4616601),(20 4694285.5),(21 4746447.5),(22 4782738.5),(23 4820559.5),(24 4859018.5),(25 4879260),(26 4858442),(27 4811243.5),(28 4776396),(29 4783041.5),(30 4810899.5),(31 4853032.5),(32 4907426.5),(33 4988494),(34 5113292.5),(35 5268017),(36 5427954.5),(37 5564557.5),(38 5684623.5),(39 5808529.5),(40 5933445),(41 6058594),(42 6129487.5),(43 6148724.5),(44 6105580),(45 6059281),(46 6051174.5),(47 6055827.5),(48 6024261),(49 6029354.5),(50 6138407),(51 6283500),(52 6368765),(53 6386391.5),(54 6426969.5),(55 6465310.5),(56 6450382.5),(57 6421980.5),(58 6351322.5),(59 6142733.5),(60 6010858.5),(61 6148543),(62 6306768),(63 6392052),(64 6674364.5),(65 6987586.5),(66 6903755.5),(67 6562476),(68 6269103),(69 6054907),(70 6083372.5),(71 6238596),(72 6266645),(73 6324294.5),(74 6518903),(75 6649356.5),(76 6663555),(77 6650847.5),(78 6574241.5),(79 6475588),
(1 349517.25),(2 839372.4),(3 1048818.1),(4 1311931.3),(5 1688781.1),(6 1936829),(7 2156573.5),(8 2480130.3),(9 2794092),(10 3021612.8),(11 3196763.5),(12 3349426.8),(13 3508373.3),(14 3658362.3),(15 3780238.8),(16 3878878.3),(17 3982603.3),(18 4100724.8),(19 4199450),(20 4280031.5),(21 4356319.5),(22 4411779.5),(23 4439263),(24 4434691),(25 4415022),(26 4382548.5),(27 4336359.5),(28 4290600),(29 4262492),(30 4236811),(31 4215463),(32 4214410),(33 4240213.5),(34 4285028.5),(35 4354507),(36 4459880),(37 4580020),(38 4694199),(39 4790632),(40 4864614),(41 4915416),(42 4969708.5),(43 4996330),(44 5048185),(45 5146818.5),(46 5226241),(47 5252791),(48 5307431.5),(49 5362830.5),(50 5470660.5),(51 5630049.5),(52 5772667),(53 5861642),(54 5948314),(55 5968131.5),(56 5845570.5),(57 5757360.5),(58 5799474),(59 5802171),(60 5849086.5),(61 6098219.5),(62 6261323.5),(63 6149048),(64 6102777),(65 6039998),(66 5701824.5),(67 5419502),(68 5373368),(69 5338458),(70 5408156.5),(71 5532385),(72 5509378),(73 5549634.5),(74 5728987.5),(75 5813100),(76 5806408),(77 5919236),(78 5978584.5),(79 5920254),
(1 345067.5),(2 783894.4),(3 946345.3),(4 1192189.5),(5 1500430),(6 1642467),(7 1795517.8),(8 2050029.8),(9 2266051.5),(10 2424529.3),(11 2564468),(12 2668573.5),(13 2747511.5),(14 2820421.3),(15 2905483),(16 2989391),(17 3072421),(18 3166838.5),(19 3264247),(20 3371172),(21 3468907.5),(22 3511658),(23 3501180.3),(24 3479948.5),(25 3478647),(26 3472541.8),(27 3452330),(28 3421284.3),(29 3420690),(30 3451681.5),(31 3521331.5),(32 3617700.8),(33 3717856.8),(34 3822927),(35 3936327.5),(36 4043338),(37 4134873),(38 4216558),(39 4300984),(40 4388036.5),(41 4446078.5),(42 4462692),(43 4497340),(44 4535132),(45 4549669),(46 4591639.5),(47 4642174.5),(48 4645075),(49 4684566),(50 4803665.5),(51 4896011),(52 4952335),(53 4953105),(54 4974050),(55 5017395),(56 4986098.5),(57 5021250),(58 5237939.5),(59 5316817.5),(60 5291674.5),(61 5426748),(62 5461522),(63 5223401.5),(64 5124214),(65 5111776.5),(66 4900109),(67 4790880),(68 4869054),(69 4802622.5),(70 4864369.5),(71 5078448),(72 5100989.5),(73 5079423.5),(74 5198403),(75 5302236),(76 5458930.5),(77 5712904),(78 5724386),(79 5559582.5),
(1 300699.94),(2 669155.4),(3 806465),(4 1000080.56),(5 1199348.8),(6 1265890.9),(7 1397905.6),(8 1608502.9),(9 1785725.8),(10 1938788.4),(11 2062113.1),(12 2146307.5),(13 2207944),(14 2259635),(15 2310035),(16 2366964),(17 2425709.3),(18 2487853),(19 2545972.8),(20 2612184.8),(21 2677900),(22 2703108.5),(23 2698240.5),(24 2707947.3),(25 2737207.3),(26 2750048.8),(27 2728608.3),(28 2706516.3),(29 2704856),(30 2715906.3),(31 2734383.8),(32 2766066.5),(33 2815548.5),(34 2871768.3),(35 2925166.8),(36 2961350.5),(37 3010799.3),(38 3076665.3),(39 3145294.8),(40 3200983.8),(41 3216993.8),(42 3244583.3),(43 3264045.8),(44 3278163),(45 3329372),(46 3397329.3),(47 3454128),(48 3543051.5),(49 3589827),(50 3602300.5),(51 3656580.3),(52 3712240),(53 3719560.3),(54 3794244),(55 3954231),(56 4007432.8),(57 4044378.8),(58 4146784.8),(59 4092693.3),(60 3965070.3),(61 4021336.8),(62 4035352.8),(63 3885930.8),(64 3910139.8),(65 3995425.8),(66 3870506),(67 3857868.5),(68 3944866.3),(69 3888222.3),(70 3966270.3),(71 4114359.3),(72 4070866.5),(73 4106073.5),(74 4271525),(75 4413394),(76 4501563),(77 4565120.5),(78 4514404),(79 4449706.5),
(1 286458.53),(2 615215.7),(3 718528.4),(4 878148.3),(5 1034528.25),(6 1085666.5),(7 1217981.4),(8 1395619.9),(9 1514315.4),(10 1623108.6),(11 1727077.8),(12 1805185),(13 1853776.9),(14 1889696.4),(15 1943465.6),(16 2019097.6),(17 2084617.6),(18 2135251.5),(19 2196136.3),(20 2278102.3),(21 2362065.3),(22 2388980.8),(23 2386999.3),(24 2422642.8),(25 2490775.8),(26 2545255.5),(27 2573891),(28 2612927),(29 2676207.8),(30 2744487.3),(31 2811030.3),(32 2871167.3),(33 2916468.3),(34 2949456.5),(35 2980484.3),(36 3008693.5),(37 3038191.5),(38 3062668.3),(39 3081179),(40 3104135.3),(41 3129754),(42 3135035.5),(43 3159012.8),(44 3192562.3),(45 3215611.3),(46 3275570.5),(47 3359179.5),(48 3377245.8),(49 3368882.8),(50 3386427.3),(51 3437671),(52 3497487.5),(53 3539578.3),(54 3571556.5),(55 3643404.5),(56 3605189.5),(57 3493138.3),(58 3521884.3),(59 3489722.5),(60 3354410),(61 3425364.5),(62 3535909.3),(63 3452253.3),(64 3474898.3),(65 3536072.8),(66 3399861.8),(67 3373670.8),(68 3456961),(69 3412896.5),(70 3449725.3),(71 3571917.8),(72 3578398.5),(73 3603658.8),(74 3724414.8),(75 3784666.5),(76 3807386.5),(77 3918243.3),(78 3922643.3),(79 3916880),
(1 253828.31),(2 540218.75),(3 645319.2),(4 803972.44),(5 942705.1),(6 1029427.25),(7 1197457.5),(8 1359689.8),(9 1466638.6),(10 1584825.4),(11 1692552),(12 1772198),(13 1823064.4),(14 1851084),(15 1891858.5),(16 1943675.1),(17 1982292.6),(18 2018680.5),(19 2065804.3),(20 2142722.5),(21 2227647.5),(22 2276878.5),(23 2319187),(24 2399333.3),(25 2507896.8),(26 2599865.5),(27 2661191.3),(28 2720785.3),(29 2787696.5),(30 2842541.5),(31 2890221.5),(32 2922293),(33 2928201),(34 2940569),(35 2961621.3),(36 2979165),(37 2982398.3),(38 2985465.3),(39 3003568.5),(40 3024089),(41 3063292.8),(42 3122305),(43 3156298),(44 3149883),(45 3134922.8),(46 3130224),(47 3102181),(48 3122904.5),(49 3161784.5),(50 3185468.8),(51 3236221),(52 3307418.8),(53 3337947.5),(54 3357752),(55 3426918.5),(56 3377479.8),(57 3251740.3),(58 3277082),(59 3290294.8),(60 3252213.5),(61 3405607.3),(62 3540937.8),(63 3452329),(64 3406624),(65 3392235.3),(66 3211066.3),(67 3172151.8),(68 3284458.5),(69 3244621.3),(70 3253194.5),(71 3303692.5),(72 3227734.8),(73 3213527.8),(74 3287448.3),(75 3297256.8),(76 3343909),(77 3424427.5),(78 3436751),(79 3499736),
(1 210923.11),(2 466938.2),(3 581987),(4 714357.75),(5 841809.1),(6 973332.2),(7 1161786.6),(8 1296257.4),(9 1384669.9),(10 1482738.8),(11 1571366),(12 1628711.1),(13 1650280.8),(14 1645364.6),(15 1646934.1),(16 1665312.1),(17 1685699.1),(18 1702833.9),(19 1740556.5),(20 1805139),(21 1877757),(22 1924433.3),(23 1962243.8),(24 2035094.9),(25 2130913.5),(26 2191402.5),(27 2220521.8),(28 2249862),(29 2293047.8),(30 2336194.3),(31 2364936),(32 2376775.8),(33 2376734.8),(34 2375285.8),(35 2373521.8),(36 2375967.3),(37 2393702.5),(38 2423938.3),(39 2462530.8),(40 2517334.3),(41 2577026.8),(42 2611343.8),(43 2629389.3),(44 2648361.3),(45 2646696.3),(46 2636280),(47 2643020),(48 2655087),(49 2685485.3),(50 2716105.3),(51 2738315.3),(52 2780553.8),(53 2821467.3),(54 2837169.8),(55 2870697.5),(56 2847584.8),(57 2755273.5),(58 2798633.3),(59 2904908.8),(60 2954895.3),(61 3061835.3),(62 3102956.3),(63 2958499),(64 2861133.3),(65 2833706.3),(66 2737305),(67 2725179.5),(68 2765941.5),(69 2706333.5),(70 2698470.3),(71 2686138.5),(72 2633503.3),(73 2671605.5),(74 2797726.8),(75 2892985.8),(76 2934071),(77 2969209.8),(78 2990063.5),(79 3000468.3),
(1 198842.9),(2 459372.66),(3 579755.3),(4 685159.4),(5 803635.44),(6 975128.06),(7 1174909.1),(8 1308653.3),(9 1410448.9),(10 1514133.8),(11 1602330.6),(12 1662085.8),(13 1679834.5),(14 1688748.3),(15 1722803.3),(16 1753388.8),(17 1752288.1),(18 1771091),(19 1816764.5),(20 1874722.5),(21 1929636.6),(22 1971263.6),(23 2017857.1),(24 2087933.9),(25 2162309.8),(26 2199977.5),(27 2223523.5),(28 2259087.5),(29 2302324.3),(30 2329893),(31 2339379),(32 2347006.5),(33 2344616),(34 2336874.5),(35 2337432.5),(36 2360965.8),(37 2387973.5),(38 2411630),(39 2455627.5),(40 2483715.5),(41 2476654.8),(42 2480656.5),(43 2500746.3),(44 2523426.8),(45 2543810.8),(46 2591828),(47 2617564.3),(48 2619259),(49 2650820),(50 2672003),(51 2698793.5),(52 2746098.5),(53 2760464.8),(54 2733560.5),(55 2753268),(56 2772161.5),(57 2742430.5),(58 2801625),(59 2849551.8),(60 2818702.3),(61 2802821.5),(62 2772052.8),(63 2677162.8),(64 2612381.3),(65 2587526.3),(66 2518054.8),(67 2473760.8),(68 2469113.3),(69 2446916.3),(70 2428054),(71 2429537.8),(72 2441405.3),(73 2457387.8),(74 2530413.3),(75 2609454),(76 2666485.5),(77 2715329.5),(78 2664592),(79 2653637.8),
(1 180090.39),(2 418466.4),(3 527324.06),(4 615627.2),(5 727237.7),(6 897538.1),(7 1078209.1),(8 1194022.1),(9 1280496.9),(10 1372494.3),(11 1437052.6),(12 1461577.8),(13 1465357),(14 1465056.1),(15 1486674.4),(16 1506231.6),(17 1503030.9),(18 1528344),(19 1581718),(20 1639247.9),(21 1712400.4),(22 1798109),(23 1878823.1),(24 1959979),(25 2043514.5),(26 2100882.8),(27 2143301.5),(28 2172709.3),(29 2178695.5),(30 2169698.3),(31 2165833),(32 2158075.5),(33 2150828.5),(34 2158869.3),(35 2177473),(36 2175179),(37 2163798.5),(38 2169953.3),(39 2181113.5),(40 2186788.8),(41 2213713.5),(42 2240726.5),(43 2274140.5),(44 2292506.3),(45 2317008.5),(46 2311500),(47 2286804),(48 2270674.3),(49 2266154.8),(50 2284282.3),(51 2308363.5),(52 2327131),(53 2336200.3),(54 2352454),(55 2394088.8),(56 2429958.5),(57 2434038.8),(58 2445287.3),(59 2462511),(60 2459157.5),(61 2472142.5),(62 2493937.8),(63 2450275),(64 2392906.3),(65 2370989.5),(66 2323422.8),(67 2286346.3),(68 2304342.8),(69 2270011.5),(70 2270551.8),(71 2297186),(72 2269231.3),(73 2287757),(74 2331922.3),(75 2339604.5),(76 2411737.5),(77 2435066),(78 2375322.8),(79 2364482.3),
(1 168582.38),(2 399047.72),(3 508173.34),(4 586390.8),(5 692793.25),(6 860520.1),(7 1027427.6),(8 1135868.9),(9 1221289.4),(10 1290486.4),(11 1337177.8),(12 1351638.6),(13 1340437.8),(14 1317992.6),(15 1324217.1),(16 1324322.9),(17 1294221.4),(18 1311732.1),(19 1377980.1),(20 1454465.9),(21 1539135.4),(22 1631852),(23 1714026.1),(24 1803347.4),(25 1895431.6),(26 1951848.3),(27 1978565.1),(28 1987266.1),(29 1988408.8),(30 1997897.9),(31 2010258.3),(32 2015791.4),(33 2030197.5),(34 2029303.4),(35 1981671.3),(36 1918888),(37 1872499),(38 1827156.8),(39 1815957.1),(40 1844897.1),(41 1869967.6),(42 1922743.8),(43 1971372),(44 2009858.6),(45 1990653.8),(46 1958366.1),(47 1949756.6),(48 1948143.8),(49 1963141),(50 1986185.1),(51 1996073.1),(52 2021656.4),(53 2031938.3),(54 2049751.3),(55 2072514.3),(56 2123653.8),(57 2129983.5),(58 2132659.3),(59 2141735.5),(60 2129706),(61 2110702),(62 2067915.4),(63 2013943.3),(64 1986946.6),(65 1959199.4),(66 1930823.6),(67 1931165.4),(68 1926979.8),(69 1926622.3),(70 1958441.5),(71 1968197.4),(72 2011098.3),(73 2044208.6),(74 2028677.8),(75 2087117),(76 2123873.5),(77 2117583.5),(78 2131595.8),(79 2127275.5),
(1 158112.83),(2 370866.5),(3 469647.78),(4 555340.44),(5 673741.44),(6 836488.4),(7 985543.75),(8 1085231.4),(9 1155775.9),(10 1231430.9),(11 1284763.3),(12 1306404.3),(13 1307191.4),(14 1297755.9),(15 1300174.8),(16 1309495),(17 1298101.5),(18 1337174.6),(19 1421970),(20 1494145.4),(21 1570110.6),(22 1652598.4),(23 1714277.5),(24 1774839.1),(25 1836813.1),(26 1874733.1),(27 1905489.1),(28 1938691.5),(29 1958041.6),(30 1963049.6),(31 1967637.5),(32 1974088.5),(33 1954436.1),(34 1903821.5),(35 1856520),(36 1816438.3),(37 1772197.8),(38 1755347),(39 1773813.5),(40 1793979.5),(41 1825400.5),(42 1835239.3),(43 1854535.9),(44 1850270.9),(45 1846468.5),(46 1848191.6),(47 1860517.4),(48 1864799.5),(49 1872502.4),(50 1874035.3),(51 1893771.3),(52 1879993.6),(53 1868551.6),(54 1883938.3),(55 1922803.9),(56 1957659.4),(57 1978248.8),(58 2016053.1),(59 2039234),(60 2043287.5),(61 2032136.5),(62 1995300.8),(63 1944252.3),(64 1917326.4),(65 1918271.6),(66 1907190.6),(67 1877395.3),(68 1876603.8),(69 1876560),(70 1886311.9),(71 1957512.5),(72 1964163.8),(73 1962341),(74 1990560.1),(75 1979271.9),(76 2022013),(77 2116987),(78 2140245.3),(79 2084210),
