1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 54196.965),(2 157343.8),(3 303951.1),(4 492627.6),(5 697852.94),(6 906946.8),(7 1141037.9),(8 1349556),(9 1551763),(10 1750384.4),(11 1909052.5),(12 2068275.1),(13 2246448.3),(14 2387252.3),(15 2533609.3),(16 2696354.3),(17 2818623),(18 2999584.3),(19 3204618.8),(20 3392768.8),(21 3515801),(22 3606772),(23 3681909.8),(24 3719721.8),(25 3699996),(26 3713090.8),(27 3691073.3),(28 3652727.8),(29 3644524.8),(30 3630405.3),(31 3618267.3),(32 3621522),(33 3627405.3),(34 3626695.3),(35 3618822),(36 3609028.8),(37 3586093.8),(38 3567894),(39 3545140),(40 3502683.3),(41 3444696.8),(42 3398844.3),(43 3318706.3),(44 3253592.8),(45 3183947),(46 3139679.3),(47 3084348),(48 3043382.8),(49 2999911.8),(50 2922485.3),(51 2898896.3),(52 2867408.8),(53 2847498),(54 2883663.3),(55 2928961.8),(56 3000356.8),(57 3102067.3),(58 3210114),(59 3345710),(60 3507604),(61 3662434.8),(62 3804084.8),(63 3963698.8),(64 4103974),(65 4202071),(66 4246330),(67 4235193),(68 4220296.5),(69 4172332.8),(70 4128712.8),(71 4081712.8),(72 4026084.3),(73 3989617),(74 3988456.3),(75 3988975.3),(76 3989088),(77 3977605),(78 4003217),(79 4031923.3),
(1 38938.51),(2 124029.45),(3 253079.16),(4 415715.22),(5 616310.4),(6 843673.06),(7 1100068.9),(8 1374177),(9 1665719.6),(10 1970577.4),(11 2290528.8),(12 2604138.5),(13 2916882.5),(14 3220822.3),(15 3516072.8),(16 3768259.5),(17 3992000),(18 4231929),(19 4440792.5),(20 4648028),(21 4809878),(22 4977100),(23 5070381),(24 5129488.5),(25 5152071),(26 5135435.5),(27 5066432.5),(28 4984868),(29 4898116),(30 4810491.5),(31 4735350.5),(32 4644125),(33 4571549),(34 4539413),(35 4521760),(36 4513833.5),(37 4506250.5),(38 4518380),(39 4540468.5),(40 4599444),(41 4670270),(42 4747447),(43 4830796),(44 4954061),(45 5115879.5),(46 5243501.5),(47 5379662.5),(48 5535656.5),(49 5699693),(50 5842812.5),(51 5963799.5),(52 6066867),(53 6156779),(54 6244353.5),(55 6306992.5),(56 6308097.5),(57 6304414),(58 6325907.5),(59 6319660.5),(60 6297266),(61 6275436.5),(62 6245132.5),(63 6226577.5),(64 6210043),(65 6178901),(66 6139952.5),(67 6081309),(68 5988677),(69 5897106),(70 5807536),(71 5716918.5),(72 5612924.5),(73 5502335.5),(74 5387655),(75 5277160.5),(76 5176063.5),(77 5071076),(78 4991167),(79 4922610.5),
(1 34193.063),(2 106000.6),(3 213542.08),(4 344380.88),(5 503150.16),(6 676668.06),(7 862801.7),(8 1040933.8),(9 1225194.1),(10 1402788.1),(11 1591297.6),(12 1764559.6),(13 1923165.6),(14 2061730),(15 2189797.8),(16 2298285.5),(17 2414639.3),(18 2528158.8),(19 2635972.8),(20 2764236.5),(21 2875203.8),(22 3002961.3),(23 3123919.8),(24 3266547),(25 3412326),(26 3567704.8),(27 3730933.3),(28 3891037.8),(29 4052222),(30 4210116.5),(31 4356338.5),(32 4495294),(33 4618502),(34 4726815.5),(35 4819023.5),(36 4889866.5),(37 4941508.5),(38 4973790),(39 4990499.5),(40 4979072),(41 4966789.5),(42 4958441.5),(43 4930778),(44 4913816),(45 4899994),(46 4895596),(47 4907256),(48 4903984.5),(49 4938133.5),(50 4976635.5),(51 5029706),(52 5080345),(53 5149469.5),(54 5252968),(55 5361424.5),(56 5475466.5),(57 5591726),(58 5712480.5),(59 5813813.5),(60 5916221.5),(61 6028031.5),(62 6122126.5),(63 6203096.5),(64 6293044),(65 6365544.5),(66 6445854.5),(67 6507625.5),(68 6541082.5),(69 6561065.5),(70 6551781.5),(71 6500726.5),(72 6405734),(73 6289792),(74 6146632),(75 5980805.5),(76 5811911.5),(77 5648778.5),(78 5495221),(79 5349460.5),
(1 34629.79),(2 113370.5),(3 231229.86),(4 373856.56),(5 544230.4),(6 730341.5),(7 918157.06),(8 1103385.5),(9 1281234.8),(10 1452605),(11 1597513.6),(12 1724396.1),(13 1837796.5),(14 1926566.5),(15 2013966.8),(16 2078047.6),(17 2153952.5),(18 2231035.8),(19 2310998.8),(20 2423652.8),(21 2514133.5),(22 2618649.3),(23 2727222.5),(24 2852236.5),(25 2970708.5),(26 3077902.8),(27 3191359.8),(28 3283520),(29 3376857.5),(30 3464006.8),(31 3535831.3),(32 3631550),(33 3728304),(34 3830606),(35 3941286),(36 4035873.5),(37 4100570.3),(38 4151013.5),(39 4192364.3),(40 4213292),(41 4206000.5),(42 4184516.3),(43 4151096.8),(44 4096243.5),(45 4055044.8),(46 4026210.3),(47 4006433.3),(48 3991408),(49 4018522.3),(50 4062576.8),(51 4121830),(52 4195676.5),(53 4272333.5),(54 4372616.5),(55 4460659),(56 4543454.5),(57 4609205),(58 4646559.5),(59 4671710),(60 4680526.5),(61 4666782.5),(62 4664846.5),(63 4656861),(64 4667149.5),(65 4680515),(66 4699418.5),(67 4702394),(68 4703264.5),(69 4702663),(70 4698148.5),(71 4692157),(72 4699193.5),(73 4699054),(74 4694406.5),(75 4680749.5),(76 4675143),(77 4685712),(78 4696740.5),(79 4716853),
(1 37018.09),(2 120231.08),(3 245083.27),(4 395310.88),(5 576627.25),(6 782697.1),(7 988581.5),(8 1205030.5),(9 1422032.1),(10 1638090.5),(11 1831469.5),(12 2008427.9),(13 2168396.3),(14 2292351),(15 2418391.3),(16 2514321.3),(17 2613970.3),(18 2689502.8),(19 2756635),(20 2820862.5),(21 2873731.3),(22 2935989.5),(23 2997077),(24 3067787.5),(25 3142396.5),(26 3207916.5),(27 3267843),(28 3324054.8),(29 3367142.5),(30 3410905),(31 3437883.5),(32 3452883.3),(33 3460430),(34 3468516.3),(35 3471873.5),(36 3460293),(37 3441784),(38 3409504.3),(39 3373685),(40 3322672),(41 3294729.3),(42 3274487.3),(43 3286475),(44 3301233.5),(45 3355868.3),(46 3401025.3),(47 3462182),(48 3539662),(49 3644320.3),(50 3754540.5),(51 3881235),(52 4018862),(53 4140362.3),(54 4271960),(55 4389498),(56 4501710.5),(57 4603650),(58 4695839.5),(59 4789069),(60 4857530),(61 4906878),(62 4939336),(63 4958311),(64 4951198.5),(65 4929633.5),(66 4880744),(67 4816439.5),(68 4743290.5),(69 4662073.5),(70 4588579),(71 4523161.5),(72 4460901),(73 4403280.5),(74 4344088.5),(75 4274757),(76 4218312),(77 4178361.5),(78 4154811.3),(79 4134181.8),
(1 39269.227),(2 132777.58),(3 273717.97),(4 445880.88),(5 648459.2),(6 869277.6),(7 1097289.6),(8 1329790.6),(9 1561628.8),(10 1792648.3),(11 2015822.5),(12 2210349.5),(13 2380475.8),(14 2521014.5),(15 2640697),(16 2728253.8),(17 2814762.3),(18 2867476.3),(19 2918489.8),(20 2963355.8),(21 2993545.5),(22 3031568),(23 3091515.8),(24 3161330),(25 3237151),(26 3313463.8),(27 3390498.8),(28 3456833),(29 3529449.5),(30 3607943.8),(31 3670794),(32 3722071.5),(33 3772964.8),(34 3817192.3),(35 3845892.3),(36 3859183.5),(37 3878453),(38 3885477.3),(39 3880145.5),(40 3862432.5),(41 3840832.3),(42 3809227.3),(43 3783114),(44 3719782),(45 3680527.5),(46 3637438.8),(47 3595381.8),(48 3575981),(49 3580221),(50 3579580.8),(51 3596314),(52 3620105.8),(53 3648242.8),(54 3680597.8),(55 3708361),(56 3752056.5),(57 3797061),(58 3853475.8),(59 3921822.3),(60 3969482.3),(61 4015995.8),(62 4056822.5),(63 4097701),(64 4134219.8),(65 4166842),(66 4189080.3),(67 4196004.5),(68 4208793.5),(69 4196825),(70 4173593.3),(71 4146851.5),(72 4114394.3),(73 4084404.3),(74 4067357),(75 4046644.3),(76 4048671),(77 4069326.8),(78 4109517),(79 4161854.8),
(1 31808.201),(2 102249.17),(3 204613.94),(4 331021.47),(5 478836.2),(6 637643.94),(7 804993.6),(8 977439.2),(9 1149229.4),(10 1319157.5),(11 1480418.1),(12 1627085.4),(13 1775401.6),(14 1899381.8),(15 2022056.4),(16 2122044.3),(17 2223199.8),(18 2310248),(19 2384804.8),(20 2432616.5),(21 2476928.3),(22 2508430.5),(23 2537586.8),(24 2551187),(25 2541798.3),(26 2526889.5),(27 2509341.5),(28 2481888.3),(29 2436436.8),(30 2384224.8),(31 2337008),(32 2287925.8),(33 2244976.5),(34 2217245.3),(35 2201243.3),(36 2199806.5),(37 2218516.3),(38 2245983),(39 2278950.8),(40 2324514.8),(41 2387758.8),(42 2443533.3),(43 2528278.5),(44 2603472.5),(45 2684339.3),(46 2751767.3),(47 2787266.3),(48 2815940),(49 2822870.8),(50 2826401.8),(51 2823436.3),(52 2813711.5),(53 2807327.3),(54 2815062.3),(55 2827241.5),(56 2837827.3),(57 2859964.5),(58 2889138.5),(59 2938407.3),(60 2987451),(61 3039302.5),(62 3103647),(63 3172654.3),(64 3240401.5),(65 3315141.5),(66 3387864.5),(67 3445463),(68 3514038.5),(69 3568848.5),(70 3622155.8),(71 3661632.8),(72 3697791),(73 3718104.8),(74 3725888.8),(75 3697056),(76 3669466.3),(77 3637505.8),(78 3593319),(79 3552624.5),
(1 31726.834),(2 102339.58),(3 205433.28),(4 330613.7),(5 473734.28),(6 630586.56),(7 786578.44),(8 933991.1),(9 1064146.5),(10 1175030.9),(11 1276842.1),(12 1362357.1),(13 1440224),(14 1498935),(15 1549620.8),(16 1604902.1),(17 1656641.9),(18 1712271),(19 1770522.6),(20 1829661.6),(21 1883384.8),(22 1936525.1),(23 2006667.3),(24 2077966.9),(25 2150246.8),(26 2217153.5),(27 2268917.5),(28 2312757),(29 2354315.3),(30 2392294.8),(31 2429498.8),(32 2456681),(33 2493327.5),(34 2529496.3),(35 2571650.5),(36 2609906.5),(37 2650545.5),(38 2688689.5),(39 2722599.5),(40 2759172.3),(41 2801576.5),(42 2839017.3),(43 2890154.3),(44 2947114.3),(45 3014080),(46 3079801.8),(47 3147613.5),(48 3216350.3),(49 3273013.5),(50 3320055.3),(51 3340270.8),(52 3347245),(53 3342027),(54 3319850.5),(55 3296947),(56 3252163.8),(57 3219953),(58 3193717.3),(59 3174475.8),(60 3153099.3),(61 3135593),(62 3152102.8),(63 3172050),(64 3192211.5),(65 3223263.3),(66 3255234.5),(67 3275935.5),(68 3312893.3),(69 3340387.3),(70 3375531.8),(71 3409285.8),(72 3434346.3),(73 3457276.8),(74 3446743.5),(75 3413851.8),(76 3376421.3),(77 3336446),(78 3298982.3),(79 3274939),
(1 29952.152),(2 96513.06),(3 196681.89),(4 318721.06),(5 460257.03),(6 614446.75),(7 765645.3),(8 904239.25),(9 1026803.1),(10 1145273.8),(11 1248228),(12 1338858),(13 1420807.3),(14 1497449.5),(15 1573302.9),(16 1643394),(17 1718423.3),(18 1792087.8),(19 1867073.3),(20 1929829.1),(21 1980783.9),(22 2018402.1),(23 2065838.5),(24 2115984),(25 2156665),(26 2199944.5),(27 2243868.8),(28 2275311.3),(29 2302011),(30 2331299),(31 2357864.8),(32 2370196.3),(33 2381328.3),(34 2382594.8),(35 2373433.5),(36 2362534.8),(37 2355886.5),(38 2342868.8),(39 2316434.8),(40 2286898.5),(41 2265497.3),(42 2255313.5),(43 2268122.8),(44 2305409.5),(45 2355838),(46 2400067),(47 2432984.3),(48 2463732),(49 2481352.3),(50 2473494.5),(51 2466831.8),(52 2438630.8),(53 2419260.5),(54 2393224.3),(55 2355020),(56 2308701.5),(57 2254774.8),(58 2210898.5),(59 2180508.3),(60 2161240.8),(61 2159255.8),(62 2190815.3),(63 2253269.3),(64 2318065.5),(65 2394868),(66 2452052.3),(67 2516525.8),(68 2579564),(69 2633802),(70 2662864.5),(71 2693266.5),(72 2700204.3),(73 2700793.3),(74 2701131.3),(75 2700121),(76 2710916.3),(77 2715764),(78 2731470.3),(79 2771272),
(1 30080.852),(2 94588.21),(3 185625.64),(4 294163.3),(5 411926.72),(6 542064.1),(7 679731.44),(8 812379.25),(9 937156.2),(10 1050044.4),(11 1154123.8),(12 1248502.3),(13 1339095.3),(14 1426734.5),(15 1512408.8),(16 1603250.1),(17 1698963.3),(18 1791781),(19 1880091.9),(20 1959344.9),(21 2025111),(22 2089671.9),(23 2143474.5),(24 2187200),(25 2217769.8),(26 2239957.8),(27 2252979),(28 2258936.3),(29 2254467.5),(30 2244433.5),(31 2227140.8),(32 2199178.5),(33 2183501),(34 2162723.8),(35 2135706),(36 2105871),(37 2086065.8),(38 2070848),(39 2063465.4),(40 2062988.3),(41 2069639.1),(42 2087356.8),(43 2118963.5),(44 2168551.5),(45 2238880.3),(46 2300082.3),(47 2360299.8),(48 2427814),(49 2484629.5),(50 2522008.3),(51 2552442),(52 2563498),(53 2572211.8),(54 2584143.8),(55 2593815.3),(56 2595225),(57 2590380),(58 2581229),(59 2569139.8),(60 2553546.8),(61 2527769),(62 2516094.5),(63 2499362.5),(64 2483717.5),(65 2460010.5),(66 2437115.3),(67 2417065.5),(68 2392682),(69 2368967),(70 2353607.8),(71 2336387.5),(72 2320358.3),(73 2324446),(74 2333745.3),(75 2354511.8),(76 2392210.5),(77 2438551.5),(78 2485109.5),(79 2528679.8),
(1 33063.754),(2 105804.32),(3 211946.48),(4 344851.56),(5 505721.34),(6 679938.7),(7 860980.9),(8 1045459.44),(9 1227270.3),(10 1399173),(11 1533902.8),(12 1642819.4),(13 1727869.9),(14 1791100.8),(15 1835198.3),(16 1851268.1),(17 1854532.5),(18 1850353.3),(19 1851581.3),(20 1877327.6),(21 1906904.3),(22 1946619.5),(23 2000504.6),(24 2064626.1),(25 2132803.5),(26 2199629),(27 2256173.5),(28 2310428),(29 2341614),(30 2359384),(31 2359944.8),(32 2339219.5),(33 2324400.8),(34 2279303.3),(35 2229735),(36 2186232.8),(37 2138785.3),(38 2087629.4),(39 2046925),(40 2017301.4),(41 1997715),(42 1982576.4),(43 1978178.4),(44 1996552.6),(45 2032008.4),(46 2076447.1),(47 2136541.5),(48 2185508.8),(49 2222450.3),(50 2258463.3),(51 2287065),(52 2314416),(53 2340599),(54 2371958.8),(55 2412513.8),(56 2441396),(57 2465669.5),(58 2486840.8),(59 2509876.8),(60 2526382),(61 2532331.3),(62 2529888.8),(63 2527154.5),(64 2496041.5),(65 2463452),(66 2396405.5),(67 2322328.8),(68 2236344.8),(69 2142385.3),(70 2057403.6),(71 1992563.9),(72 1935916.8),(73 1889843.5),(74 1868511.6),(75 1871934.8),(76 1875941.6),(77 1890697.5),(78 1903034),(79 1931750.9),
(1 32772.645),(2 103939.63),(3 203324.75),(4 325543.84),(5 459709.38),(6 602671.06),(7 745854),(8 880760),(9 1011709.94),(10 1128128.1),(11 1221272.8),(12 1314738),(13 1403923.5),(14 1499102.3),(15 1594093),(16 1676250.1),(17 1768887.5),(18 1846783.1),(19 1924678),(20 2010451.6),(21 2072560.5),(22 2133753.5),(23 2176510.8),(24 2205497.5),(25 2228007.3),(26 2259801.5),(27 2278883.8),(28 2306955),(29 2347638.8),(30 2388768),(31 2421137.5),(32 2445688.5),(33 2458598.8),(34 2454039.3),(35 2420282),(36 2386084),(37 2353123.3),(38 2313260),(39 2270960),(40 2237885.3),(41 2215521.8),(42 2208170),(43 2209767.8),(44 2210408.3),(45 2211337.3),(46 2203787),(47 2191839.3),(48 2177490.8),(49 2165943.8),(50 2146449.3),(51 2136505.3),(52 2140566),(53 2146574.8),(54 2160635),(55 2192259.5),(56 2225967.8),(57 2266318.8),(58 2305248.8),(59 2331667.3),(60 2340777.3),(61 2340921.3),(62 2330621.3),(63 2310750.8),(64 2295126.8),(65 2276712.8),(66 2239964),(67 2194683.5),(68 2173497.3),(69 2143023),(70 2101975),(71 2084482.5),(72 2062746.5),(73 2036153.1),(74 2037402),(75 2040107),(76 2037354),(77 2026974.1),(78 2015933.3),(79 2020846),
(1 31524.58),(2 99886.43),(3 192667.19),(4 297854.38),(5 409078.5),(6 522415.66),(7 630359.44),(8 731694.75),(9 829126.56),(10 920040.2),(11 999250.44),(12 1070622),(13 1142413.5),(14 1203933.4),(15 1262285.5),(16 1307403.5),(17 1372154.9),(18 1446869.5),(19 1526735.4),(20 1635407.1),(21 1717212.3),(22 1808849.3),(23 1875313.4),(24 1937942),(25 1983050.6),(26 2009621.1),(27 2020936.6),(28 2024585.1),(29 2023283.1),(30 2011110.6),(31 1990155.8),(32 1961937.8),(33 1930460.9),(34 1898269.8),(35 1865789.8),(36 1851324.6),(37 1851326.3),(38 1864021.6),(39 1877735.8),(40 1896361.5),(41 1907313.8),(42 1926961.8),(43 1940686.6),(44 1946094.3),(45 1955642),(46 1956075.5),(47 1972542.5),(48 1982854.6),(49 1984661.4),(50 1973027.8),(51 1958376.9),(52 1954034.6),(53 1967015.8),(54 1995222.3),(55 2045638.3),(56 2115385),(57 2199946),(58 2265807.8),(59 2320111.5),(60 2362785.8),(61 2400866),(62 2405550.8),(63 2405347),(64 2392928.3),(65 2373696.5),(66 2342057.8),(67 2298594.3),(68 2250634),(69 2208159),(70 2166102),(71 2148700.3),(72 2137130.3),(73 2133024),(74 2144739.3),(75 2158873),(76 2160400.8),(77 2154996.5),(78 2128934.8),(79 2093907.8),
(1 26530.725),(2 84408.88),(3 159983.81),(4 244672.16),(5 327224.97),(6 404125.34),(7 472521.22),(8 529998.6),(9 585632.1),(10 638027.3),(11 690118.7),(12 742309.5),(13 794606.3),(14 845590.3),(15 887738.1),(16 928793.5),(17 978066.25),(18 1027861.3),(19 1077401.3),(20 1129359.9),(21 1173873.1),(22 1215469.9),(23 1247714.1),(24 1273139.8),(25 1292638.9),(26 1315010),(27 1335326),(28 1356481.6),(29 1377985.6),(30 1400505.3),(31 1417931),(32 1439898.4),(33 1466958),(34 1490479.5),(35 1506992.6),(36 1529897.1),(37 1557802.5),(38 1588235.5),(39 1630095.3),(40 1676544),(41 1715994),(42 1750494.1),(43 1779792.4),(44 1797649.9),(45 1811687.5),(46 1817683),(47 1811771.1),(48 1797571.8),(49 1783779.8),(50 1776053.3),(51 1785213),(52 1794063.3),(53 1798467.8),(54 1798442.3),(55 1796739.4),(56 1788609.5),(57 1776663.5),(58 1758124.1),(59 1736397),(60 1717229.6),(61 1704670.9),(62 1701692.9),(63 1702000.9),(64 1703032.4),(65 1704517.8),(66 1709338.6),(67 1711370),(68 1730433.5),(69 1761905.9),(70 1808601.3),(71 1845127.6),(72 1862350.9),(73 1870380.1),(74 1869149),(75 1868825.3),(76 1863945.6),(77 1866967.9),(78 1863048),(79 1874160.5),
(1 27129.926),(2 83976.13),(3 161841.27),(4 250663.89),(5 343729.5),(6 429824.63),(7 511533.97),(8 583477.3),(9 649464.6),(10 714970.1),(11 783189.7),(12 852057.6),(13 924101.6),(14 998521.75),(15 1072490),(16 1145002.6),(17 1219162.3),(18 1293681.1),(19 1365950.9),(20 1431938.3),(21 1486706.4),(22 1528728.5),(23 1553991.3),(24 1560242.9),(25 1551783.1),(26 1538435.8),(27 1513988.3),(28 1486177.4),(29 1471516.4),(30 1465472.1),(31 1475278),(32 1500147.9),(33 1534899),(34 1566664.8),(35 1590368.1),(36 1601283.5),(37 1607510.6),(38 1614281.3),(39 1615893.8),(40 1612287.5),(41 1602761.8),(42 1596627.9),(43 1604280.9),(44 1607204.1),(45 1615446.8),(46 1626334.6),(47 1636333.9),(48 1652534.8),(49 1658720),(50 1659648.5),(51 1653191.3),(52 1642773),(53 1636102.4),(54 1626076.1),(55 1618442.3),(56 1602803.9),(57 1578384.8),(58 1569986.9),(59 1563702.9),(60 1554156.5),(61 1546538.9),(62 1557789),(63 1587452.8),(64 1614097.4),(65 1646212.3),(66 1673331.4),(67 1700150.4),(68 1724336),(69 1745941.4),(70 1764415.9),(71 1790476.1),(72 1799270.6),(73 1807799.9),(74 1820160),(75 1824569.3),(76 1828656.1),(77 1832118.3),(78 1829422.9),(79 1837193.4),
(1 27506.69),(2 82811.97),(3 156629.58),(4 239456.27),(5 324667.7),(6 408369.03),(7 489742.66),(8 565216.7),(9 635522.6),(10 707158.75),(11 777390.94),(12 850370.56),(13 919205.1),(14 987378.3),(15 1060761.3),(16 1126065.4),(17 1196280.9),(18 1261259.9),(19 1326609.1),(20 1386293.4),(21 1436943.9),(22 1479168),(23 1517370.6),(24 1552402.1),(25 1571351.9),(26 1597285.8),(27 1621214.4),(28 1637603.5),(29 1655813.5),(30 1680656),(31 1703100.5),(32 1717278.8),(33 1734141.9),(34 1738627),(35 1746744.1),(36 1748051.4),(37 1742330.6),(38 1729293.9),(39 1711627),(40 1695312.9),(41 1685995),(42 1677772.5),(43 1682609.8),(44 1688564.3),(45 1690533),(46 1696480.9),(47 1693612.8),(48 1694215.5),(49 1695537.8),(50 1701861.5),(51 1696581.8),(52 1683676.6),(53 1674311.1),(54 1659111.9),(55 1649658.3),(56 1636619.8),(57 1623664.4),(58 1620148.1),(59 1637115.4),(60 1660974.6),(61 1685845.4),(62 1712973.5),(63 1741271.3),(64 1776794.6),(65 1801718.4),(66 1819690.1),(67 1823274.3),(68 1810189.5),(69 1778512.1),(70 1740841.6),(71 1722573.1),(72 1702427.5),(73 1704413),(74 1722886.8),(75 1752158.3),(76 1793897.6),(77 1822409.6),(78 1845066.5),(79 1864129.3),
(1 32515.592),(2 102854.71),(3 200297.86),(4 311761.6),(5 430632.94),(6 540589.25),(7 636614),(8 716167.5),(9 785718.3),(10 851326.3),(11 917255.8),(12 986242.94),(13 1062598.5),(14 1155283.8),(15 1246944.9),(16 1323550.3),(17 1392493.6),(18 1447311.3),(19 1502609.1),(20 1562311),(21 1600531.4),(22 1632230.9),(23 1655078.9),(24 1669907.8),(25 1669228.6),(26 1656311.3),(27 1641075.4),(28 1620245.1),(29 1600485.8),(30 1586912.3),(31 1588189.9),(32 1589636),(33 1599501),(34 1605333.8),(35 1609786.5),(36 1612166.5),(37 1604167.6),(38 1592940.8),(39 1578854.5),(40 1553065.8),(41 1537842.5),(42 1513594.6),(43 1494620.4),(44 1475233.4),(45 1479041.8),(46 1501647.8),(47 1547717.4),(48 1615392.4),(49 1689372.3),(50 1752867.4),(51 1797617.1),(52 1817663),(53 1810224.4),(54 1778711.8),(55 1728451.3),(56 1663829.1),(57 1608435.8),(58 1570890.6),(59 1560199),(60 1582974.3),(61 1629631),(62 1691210.6),(63 1745270.6),(64 1816930.5),(65 1883053),(66 1936120.8),(67 1977109.8),(68 1990137.4),(69 1975231.6),(70 1950038.9),(71 1895757),(72 1832432.8),(73 1782380),(74 1734148),(75 1690732.3),(76 1668223),(77 1658066.1),(78 1660637.1),(79 1673076.8),
