1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 7678.9326),(2 15193.576),(3 20168.281),(4 23993.703),(5 25861.84),(6 27401.285),(7 28328.244),(8 29754.348),(9 30343.316),(10 30928.666),(11 30952.396),(12 31585.82),(13 31841.877),(14 32473.969),(15 32545.2),(16 33081.406),(17 32863.84),(18 33524.297),(19 33905.45),(20 34461.04),(21 34429.19),(22 35186.305),(23 35441.08),(24 36032.367),(25 36279.19),(26 36411.234),(27 36077.633),(28 36013.93),(29 35622.457),(30 35889.965),(31 35587.766),(32 36077.8),(33 35781.125),(34 36389.867),(35 35919.098),(36 36431.07),(37 36593.727),(38 37332.613),(39 37338.887),(40 37507.855),(41 36994.266),(42 37400.26),(43 37081.375),(44 37258.105),(45 37153.18),(46 37370.56),(47 36864.098),(48 37347.273),(49 37084.12),(50 38024.29),(51 37533.625),(52 38178.68),(53 38071.414),(54 38859.38),(55 38653.086),(56 39176.69),(57 38541.836),(58 38309.563),(59 37967.684),(60 38058.09),(61 37889.855),(62 38516.633),(63 38235.977),(64 38824.496),(65 38489.684),(66 38960.195),(67 38796.707),(68 38782.777),(69 38526.34),(70 38893.87),(71 38275.004),(72 37893),(73 37284.895),(74 37530.88),(75 38035.344),(76 38300.367),(77 37661.11),(78 37809.16),(79 37294.816),
(1 7275.1597),(2 14319.023),(3 18935.85),(4 22408.766),(5 24123.447),(6 25600.725),(7 26650.572),(8 27792.506),(9 27994.188),(10 28464.803),(11 28502.781),(12 29501.502),(13 29444.098),(14 30048.42),(15 30431.523),(16 31075.498),(17 31344.908),(18 31964.908),(19 32162.633),(20 32619.45),(21 32549.697),(22 33169.242),(23 33328.527),(24 33583.37),(25 34055.902),(26 34693.867),(27 34312.02),(28 34634.715),(29 34328.11),(30 34380.203),(31 33992.402),(32 33854.563),(33 33543.367),(34 34143.45),(35 34018.727),(36 34492.094),(37 34568.426),(38 35263.07),(39 35036.152),(40 35400.406),(41 35171.965),(42 35333.004),(43 35215.18),(44 35328.918),(45 35157.8),(46 34908.09),(47 34357.234),(48 34932.2),(49 34675.215),(50 35680.52),(51 35592.31),(52 35993.305),(53 35512.664),(54 35858.01),(55 35477.21),(56 35773.613),(57 35219.453),(58 35358.438),(59 35011.992),(60 35059.03),(61 34668.98),(62 34723.688),(63 34654.637),(64 35434.18),(65 35555.21),(66 35977.023),(67 36022.395),(68 36509.22),(69 36329.324),(70 36875.44),(71 36208.363),(72 35820.094),(73 35289.887),(74 35962.867),(75 36465.074),(76 36662.99),(77 35904.004),(78 36053.14),(79 35920.203),
(1 7221.6577),(2 14074.348),(3 18610.383),(4 21718.195),(5 23511.266),(6 25112.506),(7 25690.604),(8 26543.262),(9 27013.96),(10 27865.627),(11 28222.268),(12 28901.99),(13 29075.846),(14 29695.318),(15 29767.799),(16 30281.537),(17 30775.17),(18 31411.68),(19 31733.152),(20 32243.865),(21 32048.365),(22 32209.273),(23 31806.943),(24 31994.734),(25 32433.523),(26 32854.875),(27 32834.17),(28 33398.668),(29 33125.02),(30 33425.234),(31 33383.29),(32 33985.76),(33 34040.844),(34 34439.355),(35 34079.445),(36 34383.29),(37 34417.125),(38 35056.125),(39 34849.59),(40 35109.656),(41 34979.563),(42 35168.473),(43 34847.336),(44 34956.67),(45 34630.17),(46 34717.098),(47 34713.824),(48 35241.56),(49 34735.14),(50 35193.09),(51 34987.79),(52 35471.44),(53 35261.984),(54 35726.74),(55 35382.797),(56 35595.805),(57 34983.74),(58 34914.2),(59 34484.633),(60 34520.184),(61 34389.734),(62 34953.055),(63 34707.99),(64 34743.73),(65 34622.24),(66 35437.777),(67 35193.96),(68 35552.875),(69 35262.57),(70 35432.188),(71 34816.016),(72 34614.977),(73 34343.824),(74 34733.723),(75 35158.348),(76 35860.29),(77 35740.89),(78 36043.723),(79 35909.813),
(1 6930.0713),(2 13562.39),(3 18025.184),(4 21270.727),(5 23151.395),(6 24847.35),(7 25574.678),(8 26501.059),(9 26946.18),(10 27616.64),(11 27956.492),(12 28654.91),(13 28792.594),(14 29652.742),(15 29718.154),(16 30275.49),(17 30685.135),(18 31460.98),(19 31977.982),(20 32493.309),(21 32340.098),(22 32527.625),(23 32253.553),(24 32855.047),(25 33244.76),(26 33402.566),(27 33053.246),(28 33508.03),(29 33350.42),(30 34030.207),(31 33596.617),(32 33687.508),(33 33297.54),(34 33380.56),(35 33221.68),(36 34093.965),(37 34070.51),(38 34604.363),(39 34724.715),(40 34964.234),(41 34598.242),(42 34768.965),(43 34283.4),(44 34344.152),(45 33789.113),(46 34080.684),(47 33745.785),(48 33906.848),(49 33119.707),(50 33653.043),(51 33468.355),(52 33828.242),(53 33643.54),(54 34147.438),(55 33575.9),(56 33467.875),(57 33110.426),(58 33603.813),(59 33170.934),(60 33187.918),(61 32862.566),(62 33364.777),(63 33158.24),(64 33441.99),(65 33125.97),(66 33410.85),(67 33210.73),(68 33712.664),(69 33777.11),(70 34220.164),(71 34026.64),(72 34325.78),(73 33780.06),(74 34037.703),(75 34149.277),(76 34394.46),(77 34581.176),(78 35383.867),(79 35122.723),
(1 6846.8364),(2 13593.551),(3 18076.193),(4 21349.133),(5 23135.207),(6 24817.56),(7 25248.36),(8 26116.586),(9 26449.879),(10 27368.2),(11 27520.662),(12 28164.852),(13 28303.205),(14 28850.15),(15 28957.293),(16 29515.11),(17 29598.822),(18 30226.664),(19 30376.48),(20 30937.467),(21 30824.717),(22 31037.84),(23 30694.523),(24 30891.896),(25 31075.943),(26 31295.33),(27 30865.393),(28 31072.916),(29 30885.494),(30 31327.543),(31 30847.105),(32 31172.469),(33 31307.637),(34 32063.49),(35 32015.016),(36 32447.277),(37 32226.39),(38 32641.99),(39 32645.219),(40 32924.49),(41 32676.94),(42 32956.72),(43 32483.555),(44 32354.893),(45 32235.857),(46 32383.375),(47 32499.896),(48 33269.87),(49 33554.418),(50 34233.22),(51 34233.99),(52 34661.27),(53 34244.94),(54 34734.734),(55 34314.83),(56 34692.426),(57 34766.8),(58 35449.87),(59 35211.008),(60 35101.566),(61 34844.12),(62 35054.723),(63 34410.805),(64 34261.008),(65 33791.227),(66 34295.594),(67 34179.832),(68 34594.363),(69 34534.19),(70 34928.625),(71 34317.34),(72 34616.41),(73 34001.105),(74 34317.418),(75 34426.727),(76 34871.234),(77 34697.523),(78 35286.047),(79 34814.09),
(1 6909.3135),(2 13560.481),(3 18087.117),(4 21526.676),(5 23293.668),(6 24896.555),(7 25481.396),(8 26297.988),(9 26481.898),(10 27101.855),(11 27184.752),(12 27885.021),(13 27743.627),(14 28223.148),(15 28128.576),(16 28577.367),(17 28603.867),(18 29073.787),(19 29128.783),(20 29757.373),(21 29344.695),(22 29914.941),(23 29672.344),(24 30043.87),(25 30248.215),(26 30425.744),(27 30155.912),(28 30276.928),(29 30341.053),(30 31068.05),(31 31129.557),(32 31943.299),(33 32112.654),(34 32868.098),(35 32567.822),(36 32595.854),(37 32217.846),(38 32180.014),(39 32148.416),(40 32330.242),(41 31680.111),(42 31939.275),(43 31510.6),(44 32058.75),(45 31924.12),(46 32217.398),(47 31997.006),(48 32414.91),(49 32404.791),(50 33650.48),(51 33600.406),(52 33890.44),(53 33532.773),(54 33897.523),(55 33357.49),(56 33577.242),(57 33525.246),(58 33794.906),(59 33329.74),(60 33400.51),(61 32890.824),(62 33080.313),(63 32284.883),(64 32027.125),(65 31512.94),(66 32165.156),(67 31728.56),(68 31864.426),(69 31686.47),(70 31962.307),(71 31510.148),(72 31643.924),(73 31128.248),(74 31187.254),(75 31512.693),(76 31673.377),(77 31729.04),(78 32481.623),(79 32149),
(1 6569.309),(2 12881.561),(3 16987.04),(4 20288.36),(5 21821.863),(6 23569.508),(7 24320.273),(8 25162.121),(9 25410.307),(10 26392.084),(11 26541.533),(12 27102.947),(13 26638.936),(14 27329.506),(15 27250.352),(16 27561.049),(17 27711.162),(18 28560.693),(19 28640.66),(20 29004.035),(21 28688.635),(22 28809.422),(23 28756.8),(24 28901.943),(25 29204.154),(26 29589.299),(27 29345.041),(28 29605.242),(29 29377.457),(30 29994.027),(31 30244.578),(32 30893.625),(33 31126.473),(34 31898.955),(35 31340.375),(36 31408.691),(37 30735.863),(38 30399.834),(39 29884.115),(40 30012.898),(41 29652.223),(42 29701.004),(43 29551.266),(44 30213.695),(45 30191.164),(46 30449.732),(47 30086.918),(48 30351.777),(49 30060.969),(50 30395.371),(51 30255.996),(52 30510.752),(53 30018.246),(54 30322.813),(55 29681.633),(56 29631.855),(57 29325.295),(58 29503.451),(59 29602.832),(60 30066.64),(61 29736.885),(62 30062.318),(63 29420.133),(64 29251.639),(65 29075.795),(66 29955.127),(67 29918.213),(68 29934.082),(69 29691.674),(70 29940.514),(71 29462.406),(72 29606.648),(73 29212.191),(74 29604.158),(75 29464.713),(76 29781.002),(77 29839.836),(78 30203.787),(79 30448.264),
(1 6425.652),(2 12459.143),(3 16494.03),(4 19636.373),(5 21250.459),(6 22851.623),(7 23507.303),(8 24266.146),(9 25031.656),(10 25912.738),(11 26108.008),(12 26313.854),(13 26089.94),(14 26658.541),(15 26930.377),(16 27487.984),(17 27677.564),(18 28310.877),(19 28341.256),(20 28629.959),(21 28368.914),(22 28585.041),(23 28215.21),(24 28643.414),(25 29034.055),(26 29563.598),(27 29648.713),(28 29654.652),(29 29344.158),(30 29544.346),(31 29144.041),(32 29285.723),(33 29086.967),(34 29637.742),(35 29468.697),(36 29661.6),(37 29456.652),(38 29508.422),(39 29066.775),(40 29282.387),(41 29134.553),(42 29917.396),(43 30072.48),(44 30797.3),(45 30590.678),(46 30808.967),(47 30406.293),(48 30334.9),(49 29929.809),(50 30231.377),(51 29979.197),(52 30493.396),(53 30424.748),(54 30754.195),(55 30243.604),(56 30331.064),(57 30174.598),(58 30573.406),(59 30285.709),(60 30699.238),(61 30377.918),(62 30392.723),(63 30060.277),(64 30118.838),(65 29583.992),(66 29935.645),(67 29669.557),(68 29773.271),(69 29491.6),(70 29470.96),(71 28914.994),(72 29658.477),(73 29223.154),(74 29581.738),(75 29661.31),(76 30073.512),(77 29746.385),(78 30016.22),(79 29694.807),
(1 6077.808),(2 11832.385),(3 15734.049),(4 18636.22),(5 20087.951),(6 21455.998),(7 22014.164),(8 23048.809),(9 23607.303),(10 24194.406),(11 24238.494),(12 24538.246),(13 24476.879),(14 24804.477),(15 24793.262),(16 25308.889),(17 25686.186),(18 26487.797),(19 26810.068),(20 27430.703),(21 27411.434),(22 27657.512),(23 27220.102),(24 27541.453),(25 27895.129),(26 28493.447),(27 28218.441),(28 28527.332),(29 28269.145),(30 28588.838),(31 28148.896),(32 28293.045),(33 28024.502),(34 28397.348),(35 28159.521),(36 28583.143),(37 28362.809),(38 28553.566),(39 28189.908),(40 28426.37),(41 28322.287),(42 28967.348),(43 29267.838),(44 29980.78),(45 29798.398),(46 30173.453),(47 29954.559),(48 30039.592),(49 29808.379),(50 30234.02),(51 30044.492),(52 30640.535),(53 30486.355),(54 30940.625),(55 30375.332),(56 30286.906),(57 30005.752),(58 30123.285),(59 29744.248),(60 29963.563),(61 29685.79),(62 29928.672),(63 29821.104),(64 29947.14),(65 29725.13),(66 29860.324),(67 29657.533),(68 29789.969),(69 29551.287),(70 29699.002),(71 29222.44),(72 29826.713),(73 29549.182),(74 30231.441),(75 30716.002),(76 31149.697),(77 30493.313),(78 30924.967),(79 30228.867),
(1 6017.6807),(2 11561.041),(3 15390.093),(4 18046.438),(5 19467.633),(6 20743.424),(7 21287.582),(8 22169.016),(9 22658.092),(10 23405.127),(11 23348.76),(12 23543.953),(13 23505.887),(14 23839.232),(15 23826.76),(16 24411.156),(17 24814.854),(18 25336.008),(19 25601.512),(20 26232.115),(21 26126.021),(22 26280.99),(23 25938.586),(24 26234.629),(25 26581.182),(26 26953.996),(27 26871.793),(28 27267.256),(29 27194.686),(30 27676.04),(31 27428.682),(32 27728.164),(33 27506.893),(34 27598.691),(35 27315.252),(36 27312.045),(37 27215.924),(38 27205.002),(39 26775.807),(40 26833.303),(41 26679.98),(42 27556.434),(43 27694.006),(44 28322.965),(45 27988.645),(46 28446.076),(47 28170.857),(48 28352.705),(49 27934.473),(50 28553.809),(51 28553.299),(52 29164.648),(53 29169.605),(54 30042.602),(55 29776.227),(56 30193.697),(57 29882.191),(58 30157.35),(59 29817.295),(60 30211.781),(61 29939.129),(62 30228.525),(63 29991.021),(64 30590.576),(65 30314.871),(66 30435.744),(67 29934.988),(68 30081.963),(69 29488.033),(70 29389.363),(71 29078.729),(72 29332.137),(73 29040.941),(74 29476.244),(75 29479.83),(76 29884.934),(77 29300.22),(78 29625.164),(79 29346.55),
(1 6005.168),(2 11400.2),(3 15293.641),(4 18159.465),(5 19711.729),(6 21180.787),(7 21660.389),(8 22483.732),(9 23064.412),(10 23659.584),(11 23471.871),(12 23605.84),(13 23682.037),(14 23966.266),(15 24141.268),(16 24684.205),(17 24730.637),(18 25275.836),(19 25476.627),(20 26183.705),(21 25926.885),(22 26022.748),(23 25982.014),(24 26264.488),(25 26343.227),(26 26610.82),(27 26417.908),(28 26754.338),(29 26737.928),(30 27144.96),(31 26775.742),(32 27018.348),(33 26779.662),(34 27148.426),(35 27158.299),(36 27550.018),(37 27281.652),(38 27207.178),(39 26551.533),(40 26613.676),(41 26770.213),(42 27582.639),(43 27479.574),(44 27490.965),(45 27237.957),(46 27451.365),(47 27083.922),(48 27300.508),(49 27167.475),(50 28139.629),(51 28237.941),(52 28968.693),(53 29061.678),(54 29552.848),(55 29278.313),(56 29503.998),(57 29267.334),(58 29401.336),(59 29182.516),(60 29241.504),(61 29090.557),(62 29460.645),(63 29402.916),(64 29631.693),(65 29463.8),(66 29709.979),(67 29467.115),(68 29681.352),(69 29512.316),(70 29708.922),(71 29274.938),(72 29182.299),(73 28969.361),(74 29026.338),(75 29147.672),(76 29409.744),(77 29140.174),(78 29442.992),(79 29496.543),
(1 5793.176),(2 11034.515),(3 14753.08),(4 17297.066),(5 18755.875),(6 20003.457),(7 20239.703),(8 21214.555),(9 21984.309),(10 22731.537),(11 22625.658),(12 23007.602),(13 22796.246),(14 23084.768),(15 23161.236),(16 23503.76),(17 23794.656),(18 24506.479),(19 24819.502),(20 25205.895),(21 25000.994),(22 25446.135),(23 25514.477),(24 25809.504),(25 25873.396),(26 26074.299),(27 25825.049),(28 26017.16),(29 25749.55),(30 25822.71),(31 25747.85),(32 25988.756),(33 25755.287),(34 25983.094),(35 25964.596),(36 26471.418),(37 26119.5),(38 26232.652),(39 25990.756),(40 26220.717),(41 26036.992),(42 26314.701),(43 26057.676),(44 26045.041),(45 25270.146),(46 25180.404),(47 24765.855),(48 25277.902),(49 25265.883),(50 26271.488),(51 26480.637),(52 27267.56),(53 27023.313),(54 27297.475),(55 26953.799),(56 27241.908),(57 27031.854),(58 27233.021),(59 26822.8),(60 26961.46),(61 26778.828),(62 27150.016),(63 27172.318),(64 27515.635),(65 27189.592),(66 27313.88),(67 27027.45),(68 27123.08),(69 26740.57),(70 26914.316),(71 26359.758),(72 26612.23),(73 26556.47),(74 26715.271),(75 27002.553),(76 27240.832),(77 26928.959),(78 27240.182),(79 27090.92),
(1 5876.6797),(2 11135.471),(3 14902.859),(4 17612.654),(5 19202.922),(6 20179.055),(7 20361.807),(8 21065.578),(9 21246.256),(10 21975.549),(11 22276.932),(12 22707.578),(13 22613.234),(14 23023.12),(15 22891.506),(16 23289.059),(17 23394.682),(18 24218.488),(19 24321.568),(20 24764.563),(21 24799.992),(22 25178.184),(23 25171.938),(24 25522.664),(25 25799.527),(26 26017.355),(27 25699),(28 25759.797),(29 25531.336),(30 25898.096),(31 25900.836),(32 26348.33),(33 26184.697),(34 26487.633),(35 26155.979),(36 26640.527),(37 26315.787),(38 26736.193),(39 26522.91),(40 26747.252),(41 26404.586),(42 26647.078),(43 26505.59),(44 26498.416),(45 26119.002),(46 25989.963),(47 25607.377),(48 25942.65),(49 25301.533),(50 25726.197),(51 25598.262),(52 25994.217),(53 25958.74),(54 26440.223),(55 26400.453),(56 26758.24),(57 26782.55),(58 27111.89),(59 26896.143),(60 27385.865),(61 27119.785),(62 27345.525),(63 27011.963),(64 27285.21),(65 26650.285),(66 26631.977),(67 26209.223),(68 26346.201),(69 26213.611),(70 26696.773),(71 26376.94),(72 26579.734),(73 26356.889),(74 26477.303),(75 26567.453),(76 26714.742),(77 26571.77),(78 26557.549),(79 26462.22),
(1 5569.9556),(2 10381.018),(3 13827.515),(4 16470.27),(5 17825.09),(6 18892.824),(7 19080.111),(8 19883.535),(9 20101.078),(10 20825.725),(11 21020.205),(12 21552.3),(13 21399.611),(14 21737.14),(15 21596.117),(16 22002.52),(17 22213.29),(18 22715.07),(19 23117.094),(20 23461.313),(21 23342.99),(22 23547.13),(23 23641.95),(24 23861.4),(25 23849.904),(26 24033.287),(27 23835.24),(28 24238.027),(29 24397.672),(30 24850.688),(31 24776.715),(32 25008.373),(33 24868.553),(34 25066.137),(35 24920.33),(36 25498.682),(37 25307.686),(38 25526.742),(39 25407.365),(40 25403.074),(41 25042.055),(42 25114.637),(43 24635.143),(44 24969.861),(45 24744.354),(46 24782.139),(47 24442.705),(48 24456.479),(49 24118.83),(50 24700.086),(51 24457.658),(52 24855.422),(53 24544.656),(54 24825.545),(55 24635.201),(56 24914.982),(57 24622.357),(58 24936.541),(59 24736.762),(60 25126.389),(61 24813.586),(62 25054.957),(63 25109.766),(64 25544.531),(65 25169.125),(66 25281.178),(67 24870.842),(68 25026.516),(69 24848.545),(70 25358.447),(71 25176.45),(72 25178.922),(73 24909.861),(74 25151),(75 25412.152),(76 25971.309),(77 25794.516),(78 25792.19),(79 25399.37),
(1 5335.109),(2 10157.843),(3 13676.42),(4 16089.201),(5 17457.623),(6 18563.402),(7 18618.164),(8 19147.717),(9 19358.125),(10 20094.502),(11 20281.223),(12 20675.244),(13 20492.896),(14 20787.555),(15 20752.563),(16 21323.084),(17 21464.89),(18 21918.666),(19 22362.088),(20 22873.547),(21 22698.266),(22 22574.678),(23 22359.508),(24 22719.379),(25 22642.063),(26 22923.877),(27 22757.887),(28 23482.996),(29 23432.346),(30 23921.082),(31 23695.16),(32 23921.377),(33 23612.338),(34 23919.258),(35 23848.266),(36 24240.979),(37 23879.322),(38 24180.045),(39 24053),(40 24348.604),(41 24134.67),(42 24003.824),(43 23747.66),(44 23928.496),(45 23941.76),(46 23973.156),(47 23516.84),(48 23641.479),(49 23540.604),(50 24355.094),(51 24190.082),(52 24367.717),(53 24199.469),(54 24427.297),(55 24101.885),(56 24380.918),(57 24277.746),(58 24639.783),(59 24462.254),(60 24749.576),(61 24405.734),(62 24658.78),(63 24459.693),(64 24657.734),(65 24150.486),(66 24325.8),(67 24120.637),(68 24612.78),(69 24366.086),(70 24595.023),(71 24359.77),(72 24595.766),(73 24177.902),(74 24132.455),(75 24058.041),(76 24212.63),(77 24102.637),(78 24401.87),(79 24174.463),
(1 5357.8887),(2 10180.149),(3 13514.73),(4 15803.035),(5 17027.266),(6 18039.95),(7 18491.127),(8 19316.031),(9 19620.736),(10 20289.684),(11 20402.744),(12 20812.516),(13 20769.215),(14 21229.887),(15 21078.627),(16 21618.492),(17 21521.234),(18 21759.635),(19 21688.922),(20 21820.021),(21 21926.594),(22 22066.871),(23 22025.928),(24 22251.182),(25 22446.707),(26 22678.967),(27 22334.914),(28 22714.543),(29 22150.777),(30 22450.664),(31 22128.666),(32 22336.697),(33 22255.518),(34 22875.125),(35 23126.031),(36 23473.922),(37 23554.209),(38 23874.947),(39 23893.111),(40 24359.264),(41 24191.26),(42 24385.455),(43 24291.234),(44 24644.281),(45 24595.863),(46 24843.648),(47 24665.943),(48 24814.045),(49 24466.338),(50 25047.256),(51 24817.79),(52 25003.928),(53 24839.266),(54 25113.24),(55 24811.648),(56 25108.895),(57 25095.908),(58 25260.62),(59 24962.06),(60 25177.383),(61 24690.95),(62 24426.39),(63 24180.273),(64 24529.248),(65 24226.396),(66 24512.86),(67 24316.588),(68 24755.033),(69 24372.295),(70 24544.145),(71 24466.43),(72 24720.57),(73 24352.514),(74 24668.72),(75 24337.6),(76 24464.936),(77 24154.22),(78 24329.016),(79 23949.375),
(1 5226.3013),(2 9864.639),(3 12839.218),(4 15118.895),(5 16058.721),(6 16851.691),(7 17163.469),(8 18038.914),(9 18470.395),(10 18834.725),(11 18970.725),(12 19396.336),(13 19398.938),(14 19726.36),(15 19980.928),(16 20574.408),(17 20706.914),(18 20909.879),(19 20674.252),(20 20948.617),(21 20850.701),(22 21196.04),(23 21053.229),(24 21138.31),(25 21277.5),(26 21733.672),(27 21448.629),(28 21814.531),(29 21651.314),(30 21996.268),(31 21804.055),(32 22104.855),(33 22013.99),(34 22748.652),(35 22839.768),(36 23279.102),(37 23256.096),(38 23773.553),(39 23864.965),(40 24382.137),(41 24180.01),(42 24487.207),(43 24175.504),(44 24529.293),(45 24403.9),(46 24815.46),(47 24529.438),(48 24488.395),(49 23974.697),(50 24554.586),(51 24286.398),(52 24578.305),(53 24169.36),(54 24339.629),(55 24127.05),(56 24172.605),(57 24116.844),(58 24260.516),(59 24059.344),(60 24355.035),(61 23994.39),(62 24062.303),(63 23628.945),(64 23656.955),(65 23412.521),(66 23607.88),(67 22902.826),(68 23198.943),(69 22906.111),(70 23343.742),(71 23236.639),(72 23486.045),(73 23116.541),(74 23482.646),(75 23558.553),(76 23588.33),(77 23398.143),(78 23514.676),(79 22997.955),
(1 5119.827),(2 9621.786),(3 12603.919),(4 14718.75),(5 15904.949),(6 16948.77),(7 17367.875),(8 18101.09),(9 18285.463),(10 18737.373),(11 18972.49),(12 19611.697),(13 19793.646),(14 20206.145),(15 20380.771),(16 20991.06),(17 21203.832),(18 21821.816),(19 22009.04),(20 22654.95),(21 22466.252),(22 22633.564),(23 22470.1),(24 22529.762),(25 22631.566),(26 23025.23),(27 23120.045),(28 23387.758),(29 23129.262),(30 23360.164),(31 23126.785),(32 23272.123),(33 23194.637),(34 23635.445),(35 23558.283),(36 24078.713),(37 23944.422),(38 24435.781),(39 24557.277),(40 24787.848),(41 24460.74),(42 25041.31),(43 24382.152),(44 24625.133),(45 24328.506),(46 24500.643),(47 24154.83),(48 24147.746),(49 23695.209),(50 24162.908),(51 23965.676),(52 23983.713),(53 23668.537),(54 24012.021),(55 23917.094),(56 24206.893),(57 24103.203),(58 24364.707),(59 24295.164),(60 24546.094),(61 24071.467),(62 24255.76),(63 23830.65),(64 23841.72),(65 23504.936),(66 23797.61),(67 23582.424),(68 23869.484),(69 23774.486),(70 24073.621),(71 23779.107),(72 23814.46),(73 23755.383),(74 24174.65),(75 24490.643),(76 24665.092),(77 24338.266),(78 24502.342),(79 24030.5),
